wavelength,Back_SalMalf,Belly_SalMalf,Breast_SalMalf,Crissum_SalMalf,Crown_SalMalf,DorTail_SalMalf,Patch10_SalMalf,Patch11_SalMalf,Rump_SalMalf,Throat_SalMalf,WingTip_SalMalf
197.40,144.308833333,126.422666666,-45.1221666665,131.707333334,-32.1138333334,110.36575,67.0733333335,26.0163333331,67.8861666665,-62.6016666667,80.0811666667
197.78,129.432666667,118.085166667,-21.9858333333,113.475166667,-37.5885,116.489416667,96.4538333334,21.6313333335,57.8015,-47.8723333333,77.305
198.16,137.745,118.627666666,-57.3529999998,117.156666667,-84.3136666666,135.784583333,102.941,-18.1371666665,46.0783333331,-111.274333333,64.2158333334
198.54,145.3705,114.814833333,-43.5183333334,109.2595,-59.2595,127.083416666,125.925833334,-13.4260000002,38.8886666668,-99.5371666665,53.7036666667
198.92,137.280833333,112.7195,-37.2806666666,96.9296666665,-53.509,134.868583333,127.193,-12.7194999999,21.0525,-82.4561666669,43.8595
199.30,111.818166666,95.4546666669,-10.6061666667,77.5758333335,-37.8788333333,107.424333333,106.969833333,-8.485,18.7878333334,-39.394,43.0303333334
199.68,104.519833334,88.418,-11.5816666667,64.1241666667,-42.0906666667,111.299666667,108.757166667,-5.93233333335,16.6665,-38.1356666667,39.2655
200.06,85.9306666665,71.212,4.97816666665,41.5585,-28.1385,91.3418333333,87.2294999998,0.000166666649999,8.22516666665,-26.1905,33.117
200.44,79.4571666665,62.403,0.5815,31.783,-33.1393333333,84.5931666667,77.9071666666,-7.55783333335,4.4575,-26.1628333333,31.0076666666
200.82,79.325,63.0801666667,-8.22783333335,24.0506666666,-42.616,87.5526666666,69.6201666667,-21.941,-3.37533333335,-29.5358333333,17.5106666666
201.19,77.3663333335,63.3746666667,-0.411666666685,16.0491666667,-38.6833333333,85.4938333333,65.8436666666,-23.8686666667,-8.43633333333,-27.3665,13.1686666667
201.57,56.2498333333,49.6528333334,-3.47233333333,6.77083333335,-33.16,66.7534166666,49.8265,-25.1738333333,-15.625,-26.0415,6.94433333332
201.95,48.6531666667,40.7406666667,-15.6565,-0.50483333335,-37.7105,53.4515,31.9866666667,-35.8586666666,-23.0641666666,-32.8285,-0.505
202.33,49.256,38.0951666667,-7.73800000001,-1.04183333333,-27.2321666667,51.56275,33.4821666667,-24.1071666667,-14.7321666667,-14.5835,4.01783333334
202.71,52.5298333333,34.8215,-4.91066666666,1.19033333335,-24.4048333333,53.5716666667,26.0416666666,-19.9405,-11.4583333333,-11.9046666666,6.24983333334
203.09,64.7056666667,27.0586666666,-15.6861666667,-9.01950000002,-48.4316666667,52.3529166667,17.8433333333,-41.765,-22.157,-24.3138333333,-1.37266666667
203.47,63.5555,19.5555,-20.6666666667,-22.0,-60.4445,54.889,5.5555,-56.4445,-32.6666666667,-27.1111666666,-19.5555
203.85,72.5000000001,29.1666666667,-1.66666666665,-7.29166666665,-49.1666666667,55.9375,13.3333333333,-52.2916666667,-26.6666666667,-13.125,-4.79166666666
204.22,65.7895000001,8.77199999999,-32.1635,-38.5965,-109.649166667,55.8479166667,-16.3743333334,-117.251333333,-64.6198333334,-43.5671666667,-38.0118333333
204.60,60.9193333333,8.33333333335,-25.2873333334,-50.2875,-103.160666667,53.5920833333,-33.046,-113.5055,-69.2528333333,-40.5173333333,-43.678
204.98,60.5635,19.4835,-9.1548333333,-28.169,-73.709,61.5020833334,-14.7886666667,-77.2301666667,-43.8966666666,-24.1785,-18.3101666667
205.36,71.461,26.7123333334,1.36983333335,-17.1233333334,-62.329,70.5478333333,-1.36966666665,-63.6988333333,-28.3106666667,-7.30583333332,-4.33783333334
205.74,88.3040000001,27.7776666666,5.55566666665,-25.731,-89.7658333334,98.0994166665,-13.158,-87.4266666666,-45.614,-12.5733333333,-3.5086666667
206.12,101.666666667,48.6113333334,27.2221666667,-11.111,-55.0001666667,126.389,6.94433333335,-47.7778333334,-18.6111666666,9.99983333331,13.889
206.50,111.0295,59.3135,36.5196666667,12.7451666667,-30.1471666667,129.04425,17.4018333333,-24.2646666667,-0.49033333335,19.8528333333,23.0393333334
206.87,102.343666667,61.1976666666,28.6456666667,1.302,-44.0108333333,120.572833334,21.6146666667,-39.8441666667,-13.2815,17.9686666667,13.2811666667
207.25,84.4569999998,57.1161666667,35.206,6.7416666667,-12.1725,95.22475,30.1496666666,-14.4196666667,-2.4345,25.2808333334,20.412
207.63,71.8391666667,41.3793333334,18.7741666666,-11.4941666666,-29.119,82.3755833335,9.38716666665,-28.1611666666,-21.6475,3.83116666667,6.51333333333
208.01,59.7378333333,27.528,8.05216666669,-19.6628333334,-32.397,78.7451666665,-2.43466666665,-30.3371666666,-27.3408333333,0.0,-1.311
208.39,62.2548333334,35.1306666667,13.7253333333,-6.5361666667,-11.1113333333,71.3235,5.71883333335,-11.6015,-10.4576666667,8.66,8.33333333334
208.77,63.8595,31.7545,14.2106666667,-1.05283333335,-7.71933333333,71.6666666665,14.5613333333,-11.0528333333,-11.4035,8.5965,8.772
209.14,68.8495,31.1508333333,22.2221666667,-2.9761666667,1.38883333335,80.7539166665,18.6508333334,-9.52383333332,-13.492,8.73000000001,8.53166666665
209.52,69.8415,35.9126666666,25.5955,-6.1506666667,5.9525,83.1349166665,17.6586666666,-5.357,-11.5078333333,-0.198333333335,8.73033333332
209.90,74.1228333334,36.842,28.9473333333,-13.5965,-1.0965,82.3465,20.8333333333,-10.7455,-15.1315,-11.184,-5.04383333335
210.28,69.5558333333,30.8888333334,29.7778333333,-17.3331666666,-10.4445,69.6665,20.0,-20.6668333333,-26.889,-14.889,-9.55550000001
210.66,67.9103333333,30.8458333334,43.7811666667,-32.8358333334,-11.6913333334,73.0101666665,22.6368333333,-21.8903333333,-32.3383333333,-22.1391666666,-8.20883333332
211.03,87.6923333335,28.9745,58.9741666667,-28.718,-0.7695,87.1795,32.0511666667,-6.92316666665,-17.6923333333,-19.487,3.0768333333
211.41,81.7461666665,21.6933333334,50.2646666667,-37.8305,-10.5818333334,89.1534166665,24.074,-15.0793333333,-25.3966666667,-31.4813333333,-5.0265
211.79,97.9451666667,44.7491666666,63.9268333334,-2.51133333335,23.2876666666,101.82675,51.5981666666,15.7533333333,11.6438333334,2.968,26.7121666666
212.17,110.493833333,47.8395,69.4445000002,-18.8271666667,23.7653333333,114.968916666,41.0493333333,9.8765,10.8023333334,-11.7283333333,18.8271666667
212.55,233.333333333,82.5396666668,152.381,-76.1903333333,20.635,250.793666667,81.746,-11.111,-26.9841666667,-56.3491666669,15.0795
212.92,183.333166667,88.6903333333,126.1905,-72.6190000001,14.2856666667,219.04775,71.4286666667,-2.38116666667,-2.97633333335,-44.0475,34.5238333333
213.30,186.904666667,89.8808333335,110.714166667,-93.4525,-14.2856666667,195.536,73.2141666669,-22.0238333333,-7.738,-45.238,24.9998333333
213.68,196.9135,70.3705,97.5308333331,-94.4445000002,-2.469,193.20975,98.1481666668,-14.1973333333,16.0495,-39.5063333335,10.494
214.06,162.195,54.4715,69.1058333335,-39.0245,22.3578333334,152.8455,78.8616666667,4.065,34.5528333334,20.7316666667,41.87
214.44,160.465,53.8758333334,72.4806666668,-30.2325,35.6586666665,147.868083334,79.0695,17.4416666667,60.0775000002,16.2791666666,47.2868333334
214.81,128.7355,42.2415,54.0229999999,-5.74716666665,31.3218333333,118.67825,62.069,16.6665,45.4023333334,18.6783333334,37.6436666667
215.19,122.463666666,34.058,41.6666666665,-29.7101666667,12.6811666667,136.413083333,41.3045,-0.36233333335,27.5363333333,14.4928333333,19.9276666666
215.57,171.153666667,47.4358333333,43.5898333335,-64.1024999998,6.4105,224.67975,28.846,-16.6665,23.0769999999,6.41033333335,-0.641166666665
215.95,1350.0,-249.999999998,125.0,-1475.0,-500.0,2291.66666666,-358.333333333,-941.666666666,-608.333333331,-850.0,-1083.33333334
216.32,533.333333333,111.904833334,192.857166667,-278.5715,19.0475,850.000166665,202.380833333,-92.8571666667,-85.7143333335,-73.8095,-211.904833333
216.70,154.023166667,52.8736666666,79.3105000002,-37.931,51.1491666666,252.586083333,79.3101666667,22.4136666667,16.0918333331,4.5975,-17.816
217.08,178.9855,63.7681666665,80.4348333331,-44.9276666667,63.768,302.8985,63.7683333334,16.6665,-1.4493333335,18.1160000002,-15.2175
217.46,185.5555,25.5558333335,66.6668333335,-84.4446666668,41.1113333335,418.333333333,35.5553333333,-42.2219999998,-51.111,-7.7776666665,-63.3331666665
217.83,80.8079999998,34.3433333335,49.4948333333,-21.212,32.8281666667,207.323333333,20.7073333333,-8.58583333335,-27.2726666667,9.59616666665,-16.1616666667
218.21,63.889,57.1428333334,68.6508333335,7.53950000002,62.6985,196.428333334,37.6983333333,33.73,7.5398333333,17.0633333334,17.0636666667
218.59,49.4948333331,40.9091666667,65.1515,-13.6365,58.5858333334,215.151583334,33.8383333333,13.1313333333,-28.788,11.6165,-0.5051666667
218.97,11.904833333,59.523833333,57.1428333335,-178.5715,164.285833333,770.237833335,40.476,-52.380833333,-292.857,-50.0001666665,-180.952333334
219.34,-0.000166666500007,57.407333333,62.963166667,-142.592666667,133.333166667,528.70375,66.6669999999,-27.7778333335,-207.4075,-75.9258333333,-109.259333333
219.72,5.5555,0.000166666500036,205.555666667,-588.888833333,116.666333333,1477.77766666,211.111,-311.111333333,-694.444666665,-377.777833333,-316.666666667
220.10,42.361,29.1666666667,61.1111666665,-61.8053333333,47.9166666667,203.124833333,64.5833333333,14.5833333333,-29.1666666665,10.4165,13.889
220.47,26.8115,4.34816666665,49.9999999999,-84.0578333334,47.1013333333,168.478416667,27.5363333333,-0.000166666665,-41.3044999999,-23.1885,-7.24633333335
220.85,57.9365,21.4283333334,82.5398333332,-51.5873333332,60.3175,185.71425,44.4445,15.873,-30.9523333335,-14.2858333333,10.3175
221.23,88.888833333,-40.7406666667,151.852,-157.407666667,79.6298333333,337.963083333,70.3701666666,-25.9258333333,-146.296333333,-159.259333333,-75.926
221.61,118.421,17.5436666667,138.5965,-74.5615,71.9298333333,173.684083333,42.9823333333,50.0,-20.1753333335,-62.2806666667,-4.38599999998
221.98,-1983.33333333,216.666666665,-2383.33333333,2100.0,-400.0,-2700.0,-216.666666667,-266.666666666,1066.66666667,2033.33333333,316.666666667
222.36,-29.7618333334,67.8571666667,-15.4761666666,166.0715,77.3808333333,-14.2859166666,61.9045,85.1188333333,120.833333333,157.142833333,106.547666667
222.74,-41.6666666669,80.7693333334,-19.2306666667,180.128166667,92.9488333333,-39.1026666666,91.0255000002,83.9745,121.795,177.564166667,123.076833333
223.11,-25.8618333333,73.5631666667,-5.74716666665,203.448333333,121.839333333,-17.24125,107.4715,109.195333334,124.137833333,190.8045,123.563166666
223.49,-38.8888333333,66.0493333334,9.2591666667,207.4075,133.951,-37.9628333333,114.814666667,119.136166667,142.592666667,188.889,124.074166667
223.87,-127.380833333,126.1905,15.476,367.857333333,203.571333334,-54.1669166666,185.714166667,184.523833333,250.0,284.524,185.714166667
224.24,-48.077,91.0256666667,32.0515,183.333333333,149.359166667,-7.0515,117.307833333,141.666833333,165.384833334,166.025666667,130.128166667
224.62,-18.5713333333,102.381,55.2383333333,153.8095,149.524,-1.66675,109.523833333,132.857166667,152.381,136.1905,108.5715
225.00,19.8413333334,115.476,80.5555,173.015666667,151.5875,23.0158333333,130.158833333,140.0795,153.968166666,129.365333333,117.857333334
225.38,19.4443333334,129.629666667,87.0370000002,187.962666667,145.370333333,7.40733333335,130.555333333,123.611166667,150.925833334,117.1295,107.4075
225.75,17.0453333333,101.1365,75.3786666667,141.666833333,97.3483333333,-21.4015,85.2273333334,79.5455000001,117.424333334,82.197,82.9545
226.13,24.8586666667,98.0225,70.6215,112.146666666,75.706,-3.531,72.0338333333,68.6441666666,96.8926666665,65.5368333334,73.1638333333
226.51,-8.33333333335,112.2805,62.2806666667,110.087833333,50.4385,-62.0615833334,60.965,33.7718333333,82.4561666665,34.2101666666,63.5965
226.88,-24.3056666667,64.2361666667,32.6388333334,69.4443333334,11.8053333333,-54.3401666666,28.1248333334,11.111,42.7081666667,7.63899999998,31.597
227.26,-51.0205,50.6803333333,5.78233333335,37.4151666667,-11.5645,-71.939,11.2243333333,-12.9251666667,17.6871666667,-17.0066666667,11.2245
227.64,-101.801833333,29.7296666667,-40.5403333333,10.8108333333,-58.1078333335,-125.901,-16.6668333333,-51.3511666665,-21.6213333333,-45.946,-20.7206666667
228.01,-58.9285,20.8335,-24.7025,10.4165,-37.5,-86.9046666667,9.8215,-36.3096666667,-12.7975,-21.4286666666,-1.78583333332
228.39,-42.793,17.5676666666,-14.865,12.162,-27.9276666667,-71.2838333334,14.6396666667,-30.18,-7.65749999999,-9.00899999998,3.3785
228.76,-48.8736666666,4.95483333335,-25.4505,1.80183333335,-40.5405,-74.7745,3.15316666668,-41.892,-18.0181666666,-16.2161666667,1.35133333333
229.14,-48.5231666666,4.8521666667,-21.73,2.74283333335,-34.1773333333,-62.0255,-1.68766666667,-36.287,-15.8228333333,-8.86066666669,7.17283333332
229.52,-33.3333333333,8.4248333333,-7.509,14.2858333334,-11.9046666667,-40.568,8.24183333334,-14.1023333333,-1.64816666669,2.93033333334,26.0073333333
229.89,-20.275,12.543,3.95183333334,20.6185,-2.921,-21.9930833334,17.8693333333,0.859,7.73183333334,11.1683333333,31.787
230.27,-26.1365,0.94716666665,-0.56816666667,20.8333333333,-6.81783333335,-30.4925833333,17.6138333333,-3.97716666665,5.87133333335,7.38649999999,28.5985
230.65,-3.66666666666,6.1666666667,11.8333333333,25.6666666667,7.0,-10.0833333333,24.0,9.16666666666,19.6666666667,21.0,35.5
231.02,-3.33333333332,10.2083333333,12.5,27.5,10.8333333333,-22.3958333333,25.4166666667,6.87500000001,23.3333333333,33.5416666667,44.1666666667
231.40,-11.4755,4.37166666665,1.366,24.59,-0.000166666665,-42.21325,21.3113333333,-4.64500000001,14.7538333333,43.7158333333,47.8141666667
231.78,-3.52099999998,12.2066666667,4.92950000002,24.6478333334,4.2255,-29.1081666666,22.3003333334,-0.23466666665,16.6666666667,41.5495,46.0091666667
232.15,-3.90616666666,9.3753333333,4.94816666668,32.292,9.6355,-30.729,13.021,10.1563333334,20.0521666667,45.8333333333,51.302
232.53,-13.4615,-9.9358333333,-9.93566666668,33.9746666667,-7.372,-42.308,3.20516666665,7.37166666669,11.859,41.6665,42.9485
232.90,-13.889,-16.9755,-15.432,35.8026666666,-14.1973333333,-35.4936666667,6.173,2.16066666667,10.1853333334,38.889,29.6295
233.28,-18.5535,-25.1575,-25.786,27.9873333333,-30.5031666666,-47.6415,-5.97516666665,-14.78,-1.887,26.1005,23.5848333333
233.66,-55.814,-56.2015,-53.4883333333,0.387666666665,-55.8138333334,-78.8761666666,-31.3955,-46.5115,-24.031,-1.93783333335,-5.42616666668
234.03,-80.7693333334,-82.4786666669,-87.1793333334,-23.077,-77.3501666666,-104.059916667,-44.8718333333,-82.051,-61.111,-13.2476666667,-32.906
234.41,-70.2126666666,-65.9575,-71.2765,-29.078,-67.3761666666,-82.6239166667,-28.0141666667,-70.2131666667,-60.6385000001,-13.475,-21.2768333333
234.78,-74.7311666667,-45.9676666667,-60.484,-32.527,-52.6881666666,-74.05925,-25.0001666667,-52.4193333333,-47.5808333333,-19.6236666667,-24.7313333333
235.16,-47.826,-28.261,-31.703,-16.8481666667,-31.8841666667,-39.5833333333,-10.3263333333,-30.0726666667,-17.7536666667,-16.8476666666,-8.87683333334
235.54,-23.3893333334,-13.3051666666,-10.7843333334,-1.96083333334,-16.2463333333,-19.0475,2.24066666666,-12.4648333333,-0.28016666665,-3.92149999998,4.20166666665
235.91,-19.5063333333,-5.55533333333,-0.247,0.617,-8.14833333333,-11.4195833333,8.39516666669,-4.81466666666,6.66666666665,-0.988,11.8518333333
236.29,-23.3811666666,-7.91366666668,-5.27566666667,-8.393,-11.3911666667,-15.5274166667,1.07916666666,-13.1896666666,-1.79866666666,-8.0335,6.95433333335
236.66,-22.5623333334,-4.98866666666,-8.27650000001,-13.152,-11.2246666667,-11.2245,-0.22666666667,-15.9865,-2.49433333333,-10.3176666667,4.98866666668
237.04,-24.5236666667,-6.3095,-8.33333333334,-11.6668333333,-9.40466666665,-14.2263333333,-3.09516666667,-16.4283333334,-7.02366666667,-11.3096666667,4.52366666668
237.41,-23.8095,-6.78583333333,-7.143,-9.76183333331,-5.47633333333,-14.76175,1.30966666667,-15.2383333333,-6.66683333333,-8.80933333335,2.85716666665
237.79,-12.7271666666,0.404,-1.41416666666,-2.8285,4.4445,-4.29291666667,7.87866666667,-2.52516666667,2.32316666667,2.42416666666,9.79800000001
238.17,-8.99633333332,3.03016666667,0.947,-2.0835,5.68166666666,-0.568166666665,9.18566666666,2.84083333333,7.197,2.36733333333,12.1211666666
238.54,-1.36616666667,6.6485,6.28399999998,4.1895,13.6613333333,5.46458333333,11.6575,9.01633333331,15.0273333333,8.56099999999,14.4808333333
238.92,6.86266666665,12.1213333333,11.5865,10.0713333333,18.8058333334,10.6954166667,16.0426666666,13.1018333334,18.093,12.8343333333,18.8948333334
239.29,8.97450000002,14.5298333334,14.2736666667,12.222,21.7091666666,15.5553333333,19.1451666667,16.0681666667,17.3503333334,13.5896666667,18.9743333333
239.67,8.21116666669,15.9348333333,16.5041666667,13.8213333334,20.9756666667,17.8456666667,17.561,15.2031666667,17.886,12.3578333333,19.1058333333
240.04,4.49016666667,8.90399999999,9.58899999998,12.5571666667,16.0578333334,12.9376666667,12.8615,10.8066666667,13.6986666667,9.43683333335,13.4703333333
240.42,11.6601666667,13.6365,16.4688333333,17.655,17.5888333334,19.7295833333,18.4453333333,14.8878333333,19.6311666666,19.1038333333,18.1161666666
240.79,13.918,13.9766666667,19.5321666667,21.813,17.7193333334,19.5030833333,18.8305,15.9065,20.1755,21.5205,19.5321666666
241.17,12.1676666666,13.9568333333,18.7116666667,18.507,14.5196666667,18.6603333333,18.1493333334,14.4173333333,18.8138333334,18.7118333333,18.3536666666
241.54,11.1708333334,13.3601666667,17.605,15.0133333333,12.7791666666,17.9176666667,16.5325,13.8066666667,17.2921666666,16.4435,18.7666666666
241.92,10.3675,13.9981666667,16.4916666666,14.742,9.14283333335,18.3288333333,15.6165,10.4113333333,14.7418333333,15.2231666666,20.3848333334
242.29,9.03133333333,13.2595,16.5435,13.5058333334,8.9905,17.2619166667,13.9165,9.64716666667,13.5878333333,14.7371666666,20.6076666666
242.67,6.16033333334,11.0356666667,13.1141666667,10.204,5.82033333334,15.15475,10.6953333333,6.23616666666,9.63716666666,12.245,18.594
243.05,3.17283333333,7.9505,11.342,8.27866666666,4.486,13.5486666667,9.40933333335,4.96016666667,7.54933333334,10.7586666667,16.703
243.42,2.84566666667,6.17150000001,10.3105,7.90866666666,2.513,12.0285,8.46266666666,2.69783333333,5.24766666667,9.46033333334,16.445
243.80,2.4015,5.69883333333,8.74549999999,7.706,1.9355,12.1686666667,9.31883333334,2.6165,4.33683333333,8.423,15.8421666666
244.17,1.43983333333,5.4715,7.9195,5.90366666666,-0.108,12.3830833333,8.53133333332,0.54,2.23166666667,6.58766666667,13.643
244.55,-2.61083333334,1.538,4.00566666667,2.897,-3.89866666667,9.67441666666,4.757,-2.93283333333,-1.78833333333,1.502,10.2288333333
244.92,-4.84983333334,0.409666666665,3.24433333334,0.614833333335,-4.33733333333,8.74308333334,2.90316666667,-3.92733333333,-3.51766666666,-0.102333333335,8.77716666666
245.30,-2.22216666667,1.3215,2.76283333333,1.32133333333,-2.16216666667,9.95483333333,4.23416666666,-2.4625,-1.80183333333,1.20116666667,9.51933333333
245.67,-1.22566666667,1.14383333333,2.66883333333,2.42383333333,-2.45116666666,9.6405,4.35733333334,-2.04266666667,-2.12416666667,1.36166666667,8.60566666666
246.05,-0.381666666667,1.83566666667,3.67183333333,3.33816666666,-0.739333333333,9.5735,5.5555,-0.333666666665,-0.739,1.66916666667,8.226
246.42,1.79333333334,3.81866666666,3.9875,5.23216666667,0.991666666665,10.79125,6.70883333333,1.1815,0.675166666665,2.76383333334,9.07166666667
