wavelength,Back_SchMelf,Belly_SchMelf,Breast_SchMelf,Crissum_SchMelf,Crown_SchMelf,DorTail_SchMelf,Rump_SchMelf,Throat_SchMelf,WingTip_SchMelf
351.10,9.17166666667,18.7537333333,16.4606,12.2351333333,8.89113333334,6.78456666667,8.67396666666,18.2399666667,8.41136666667
351.46,9.14553333333,18.8425333333,16.5658666667,12.2808666667,8.8612,6.78993333333,8.71999166667,18.2651,8.45053333334
351.83,9.00026666667,18.8686666667,16.5004,12.2884666667,8.69566666667,6.72573333333,8.66817499999,18.2255666667,8.3862
352.19,8.94026666667,18.9618,16.4714,12.2815333333,8.64306666667,6.72826666667,8.67795000001,18.2582333333,8.33033333334
352.55,8.8952,19.0144666667,16.5064,12.2376,8.626,6.7264,8.68784166667,18.3113333333,8.23566666667
352.92,8.8336,19.0096,16.4934666667,12.1786666667,8.6796,6.6512,8.65803333334,18.361,8.12336666667
353.28,8.71793333333,18.9949333333,16.4788666667,12.0754,8.6376,6.53426666667,8.60627500001,18.3314,7.98753333333
353.65,8.68553333333,19.0492666667,16.5044,12.0009333333,8.5822,6.45833333333,8.55005833333,18.2863666667,7.87710000001
354.01,8.68306666667,19.1452,16.5022,11.9627333333,8.57086666667,6.43956666667,8.47822500001,18.3024333333,7.79173333333
354.38,8.66833333333,19.2462666667,16.6324,12.0341333333,8.597,6.48783333333,8.54596666666,18.4286,7.82456666667
354.74,8.64846666667,19.2696666667,16.6198,12.0092,8.5554,6.4722,8.49938333333,18.4515666667,7.78733333333
355.11,8.59713333333,19.3842666667,16.5706,11.9377333333,8.51813333333,6.45386666667,8.44554166666,18.4398333333,7.76859999999
355.47,8.67166666667,19.4576,16.597,12.0034666667,8.57733333334,6.50756666667,8.44874166667,18.5412,7.78323333333
355.83,8.92506666667,19.5916666667,16.7763333334,12.1264,8.80973333333,6.67953333333,8.58581666667,18.7525666667,7.93786666667
356.20,8.93253333333,19.5157333333,16.7818,12.1148,8.79173333333,6.65963333333,8.53312499999,18.7262666667,7.91309999999
356.56,9.019,19.6191333333,16.8645333333,12.2006,8.8686,6.71456666667,8.57729166666,18.8401,7.9733
356.93,9.07,19.7112,16.9035333333,12.2260666667,8.86846666666,6.75766666667,8.62,18.8642,8.02873333333
357.29,9.21466666667,19.9114,17.0481333333,12.4108666667,8.9558,6.89096666667,8.72907499999,19.0368,8.19546666665
357.66,9.37426666667,20.0482,17.1774,12.5868666667,9.08459999999,7.05543333333,8.86895,19.2517,8.38593333333
358.02,9.48353333333,20.1702666667,17.3464666667,12.7083333333,9.17940000001,7.16386666667,9.00948333333,19.4038333333,8.49526666666
358.38,9.41773333334,20.1006,17.2833333333,12.6068,9.08533333334,7.0616,8.93753333333,19.3011,8.40053333333
358.75,9.39766666667,20.1769333333,17.3147333333,12.6419333333,9.0838,7.0345,8.95125000001,19.3765,8.42380000001
359.11,9.32773333333,20.0845333333,17.3374666667,12.6012666667,9.0276,6.98776666667,8.90380833334,19.3468,8.39933333335
359.48,9.39773333333,20.2077333333,17.4494666667,12.6464,9.10766666667,7.07676666667,9.00862500001,19.4325,8.42316666667
359.84,9.36146666667,20.256,17.4189333333,12.6571333333,9.08713333333,7.1062,9.02887499999,19.4138,8.412
360.20,9.32366666667,20.3046666667,17.4233333333,12.6461333333,9.09786666666,7.0902,9.04879166666,19.4391333333,8.41606666666
360.57,9.2612,20.2626,17.4072,12.6376,9.06193333333,7.07743333334,9.01285833334,19.4182333333,8.38106666665
360.93,9.34906666667,20.3566,17.5349333333,12.7513333333,9.18606666667,7.13863333333,9.07469166667,19.5385,8.47053333335
361.29,9.32293333333,20.3258666667,17.5188,12.6902666667,9.19526666667,7.15653333333,9.0586,19.5293,8.45656666667
361.66,9.35686666667,20.3776,17.5684666667,12.7247333333,9.2416,7.157,9.11019999999,19.5512666667,8.46213333334
362.02,9.33166666667,20.3829333333,17.5142,12.7007333333,9.20706666666,7.1413,9.07012500001,19.5426333333,8.44706666667
362.39,9.39273333333,20.474,17.5502,12.7704666667,9.27966666666,7.1771,9.12153333333,19.6475666667,8.49653333333
362.75,9.37333333333,20.4464666667,17.517,12.7576666667,9.25626666667,7.16436666667,9.09334166666,19.6300666667,8.4582
363.11,9.4946,20.6514666666,17.6805333333,12.9302,9.37619999999,7.29083333333,9.22978333333,19.7694666667,8.57166666667
363.48,9.45666666667,20.6331333333,17.6772666667,12.9465333333,9.36593333334,7.27506666667,9.22835833333,19.7512,8.5923
363.84,9.42526666667,20.6116,17.7274,12.9479333333,9.35013333333,7.20703333333,9.20780833333,19.7568666667,8.57083333334
364.20,9.33193333333,20.5371333333,17.7069333333,12.8882,9.24319999999,7.0839,9.10115833334,19.6577666667,8.46066666667
364.57,9.40486666667,20.6382,17.7718,12.9409333333,9.30159999999,7.09326666667,9.16205000001,19.7088666667,8.52456666667
364.93,9.20293333333,20.502,17.6181333333,12.7311333333,9.09480000001,6.91123333333,8.99676666667,19.5190666667,8.29129999999
365.29,9.16826666667,20.4622666667,17.6074,12.6784,9.01499999999,6.8333,8.91235833334,19.4470333333,8.19273333333
365.66,9.08466666667,20.4212,17.5512666667,12.608,8.96373333334,6.77146666667,8.78255833333,19.4122,8.11716666666
366.02,8.93773333333,20.2884,17.4813333333,12.48,8.86553333333,6.61993333333,8.68649166667,19.2702666667,7.96113333333
366.38,8.86313333333,20.2904666667,17.4124666667,12.4326666667,8.83300000001,6.59453333333,8.60836666667,19.2071333333,7.89369999999
366.75,8.8642,20.3188,17.4564,12.4187333333,8.83133333334,6.544,8.577425,19.2107333333,7.8621
367.11,8.77926666667,20.2118,17.2866666667,12.3141333333,8.75360000001,6.41156666667,8.44281666667,19.1409666667,7.71653333334
367.47,8.697,20.1388666667,17.1754666666,12.2284666667,8.66626666667,6.2893,8.31001666667,19.0883666667,7.60093333333
367.84,8.694,20.1572666667,17.1720666667,12.2495333333,8.66466666667,6.28843333333,8.26872500001,19.1073666667,7.57230000001
368.20,8.83313333333,20.3477333333,17.2632666667,12.351,8.77633333334,6.4092,8.401,19.3140666667,7.70073333334
368.56,8.7878,20.3016666667,17.2021333333,12.305,8.73026666667,6.3735,8.30627499999,19.2969,7.64363333334
368.93,8.8252,20.3280666667,17.2238,12.3919333333,8.73873333332,6.39186666667,8.31440000001,19.3347,7.71000000001
369.29,8.87433333333,20.4233333333,17.2832,12.5298666667,8.80253333333,6.4442,8.375375,19.4082,7.78453333333
369.65,8.77866666667,20.3761333334,17.1490666667,12.4403333333,8.69233333333,6.33306666667,8.29758333334,19.2776,7.69916666667
370.01,8.79153333333,20.3947333333,17.1559333333,12.4828,8.68166666667,6.32013333334,8.27365833334,19.3035666667,7.72866666667
370.38,8.8032,20.4458,17.2604666667,12.5312666667,8.7298,6.35216666667,8.30995833333,19.3564,7.8165
370.74,8.7618,20.472,17.2290666667,12.5347333333,8.68626666667,6.35083333333,8.29908333333,19.2959333333,7.78163333334
371.10,8.77413333333,20.4666666667,17.3112,12.5124,8.68453333333,6.35483333334,8.35740000001,19.2856666667,7.81176666667
371.46,8.84233333333,20.5666666666,17.383,12.5732,8.7292,6.4353,8.44459999999,19.3297666667,7.91866666666
371.83,8.7994,20.5407333333,17.3716666667,12.5344,8.63,6.43736666667,8.43325833333,19.2906,7.88193333334
372.19,8.78286666667,20.5031333333,17.3518666667,12.5548666667,8.62126666667,6.45863333334,8.42078333333,19.2288666666,7.91563333334
372.55,8.8106,20.5098666667,17.3886,12.5876666667,8.6192,6.50396666667,8.49973333333,19.2327,7.93456666667
372.92,8.8138,20.5025333333,17.3997333333,12.6062,8.63913333334,6.5826,8.53605,19.251,7.93249999999
373.28,8.73593333333,20.4245333333,17.3441333334,12.5271333333,8.58553333333,6.50613333333,8.496775,19.1706333333,7.84096666666
373.64,8.69373333333,20.3518666666,17.3333333333,12.4856,8.489,6.4461,8.41645,19.1138666667,7.75260000001
374.00,8.63653333333,20.3962666667,17.2866666667,12.5058,8.47193333333,6.46116666667,8.38210833333,19.1129333333,7.72600000001
374.37,8.61206666667,20.3944666667,17.2228666667,12.4947333333,8.42246666667,6.43773333333,8.36024166667,19.0743666667,7.69223333333
374.73,8.5814,20.336,17.1824,12.4649333333,8.438,6.41073333333,8.35098333333,19.0578333333,7.71713333333
375.09,8.56533333334,20.3822,17.1412,12.5109333334,8.4324,6.40853333333,8.31438333333,19.0727666667,7.7252
375.45,8.52453333333,20.4140666667,17.1192,12.5003333333,8.4258,6.4037,8.27410833334,19.0959,7.69243333333
375.81,8.55953333333,20.4508,17.0940666667,12.5348,8.53746666667,6.4404,8.28759166667,19.0903,7.75196666667
376.18,8.58806666667,20.4636,17.1542,12.5908,8.5724,6.45813333333,8.29775833334,19.1222333333,7.74803333333
376.54,8.58273333333,20.4463333333,17.1242,12.6096,8.59753333333,6.45436666667,8.24210833333,19.0997666667,7.77080000001
376.90,8.65466666667,20.5518666667,17.1536666667,12.6505333333,8.668,6.47813333333,8.28233333333,19.1459666667,7.84896666667
377.26,8.66153333333,20.5578666667,17.1203333333,12.6336,8.634,6.48606666667,8.26630833334,19.1525,7.89863333333
377.63,8.69473333333,20.6287333333,17.1572666667,12.7019333333,8.73340000001,6.571,8.33797499999,19.1838666667,7.97689999999
377.99,8.72246666667,20.5876666667,17.1129333333,12.6212,8.70093333333,6.5551,8.3353,19.1244,7.95366666666
378.35,8.80666666667,20.6148666667,17.1418666667,12.6603333334,8.74466666666,6.61513333333,8.36829166667,19.1545,7.94643333333
378.71,8.7988,20.587,17.0734,12.6296666667,8.70133333334,6.59136666666,8.31272500001,19.0800333333,7.88786666667
379.07,8.80573333333,20.5470666667,17.0465333333,12.5806,8.69266666667,6.59273333333,8.28236666667,19.0391,7.86453333333
379.44,8.74726666667,20.4040666666,17.0022666667,12.5122,8.617,6.54666666667,8.23901666666,18.8992,7.81530000001
379.80,8.6932,20.4066,16.9866,12.4547333333,8.53093333333,6.46103333333,8.19678333333,18.8754333333,7.77676666667
380.16,8.63973333333,20.3526,16.876,12.3638,8.48713333333,6.39676666667,8.11349166667,18.7865333333,7.75263333334
380.52,8.59433333333,20.3489333333,16.8281333333,12.2997333333,8.4644,6.33633333333,8.10163333334,18.7283666667,7.71616666666
380.88,8.6084,20.3809333333,16.8641333333,12.3264,8.46746666667,6.35743333333,8.12790833334,18.7497666667,7.73676666667
381.24,8.5486,20.3702666667,16.8232666667,12.2972666667,8.45986666667,6.31986666667,8.07751666666,18.7264666667,7.67613333333
381.61,8.5092,20.3603333333,16.7894,12.2621333334,8.43333333333,6.3245,8.07555833333,18.7071,7.6787
381.97,8.52166666667,20.4215333334,16.8437333333,12.3594666667,8.50646666667,6.3539,8.09546666666,18.7646333333,7.74889999999
382.33,8.49206666667,20.4448666667,16.8823333334,12.3854666667,8.49733333333,6.3454,8.10008333333,18.7650333333,7.81703333334
382.69,8.54093333333,20.4859333333,16.9881333333,12.4684666667,8.56173333333,6.40436666667,8.167875,18.8634333333,7.89306666667
383.05,8.51506666667,20.4859333333,16.9766666667,12.4712666667,8.55573333333,6.3865,8.17801666667,18.8276666667,7.92816666667
383.41,8.6108,20.6155333333,17.0468666667,12.5710666667,8.64053333334,6.44796666667,8.22711666666,18.9307666667,8.02243333333
383.77,8.64813333333,20.5811333333,17.0366,12.6098666667,8.68933333333,6.52093333333,8.239675,18.9211,8.0716
384.14,8.6442,20.6424666667,17.0770666667,12.6188666667,8.69113333333,6.56866666667,8.28099166667,18.9573666667,8.09413333333
384.50,8.65,20.6716,17.0987333333,12.6526,8.7008,6.59866666667,8.29818333333,18.9972666667,8.13923333333
384.86,8.54986666667,20.5412,16.9787333333,12.5788666667,8.63193333333,6.51776666667,8.203275,18.8791,8.06903333334
385.22,8.6198,20.6101333333,17.0192,12.6113333333,8.6786,6.566,8.25382499999,18.8905,8.11313333334
385.58,8.669,20.6397333333,17.0710666667,12.6308,8.6986,6.57876666667,8.2762,18.9287333333,8.15893333334
385.94,8.65553333333,20.608,17.0574,12.6139333333,8.67293333334,6.5867,8.27214166666,18.9106,8.14663333333
386.30,8.65373333333,20.6088666667,17.0362,12.5782,8.67460000001,6.58013333333,8.25734166666,18.9130333333,8.10893333333
386.66,8.658,20.6474,17.0494666667,12.5984,8.67173333333,6.6328,8.28666666667,18.9189333333,8.14379999999
387.03,8.66573333333,20.6201333333,17.0385333333,12.6082666667,8.66446666666,6.64683333333,8.27383333333,18.9280666667,8.12523333334
387.39,8.58426666667,20.5557333333,16.9252,12.5307333333,8.58680000001,6.57623333333,8.18755,18.8308333333,8.04040000001
387.75,8.606,20.6074666667,16.9364666667,12.5513333333,8.58500000001,6.57556666667,8.20263333334,18.8387333333,8.04256666667
388.11,8.57873333333,20.5352666667,16.8498666667,12.5228666667,8.52866666667,6.51443333333,8.13901666666,18.7556333333,7.98283333333
388.47,8.52133333334,20.5164,16.8144,12.4896666667,8.46306666667,6.48856666667,8.08349166666,18.7008666667,7.93246666666
388.83,8.51313333333,20.521,16.8005333333,12.4498,8.42126666667,6.4605,8.05853333333,18.6836333333,7.90070000001
389.19,8.446,20.4559333333,16.7114666667,12.3916666667,8.34346666667,6.39813333333,7.97379166667,18.6026,7.83659999999
389.55,8.4166,20.4296666667,16.6474666667,12.3940666667,8.3004,6.37303333333,7.91064166666,18.5373333333,7.80793333333
389.91,8.42613333333,20.4415333333,16.6300666667,12.4051333333,8.28706666667,6.3664,7.92067500001,18.5413333333,7.82203333334
390.27,8.44393333333,20.4646,16.6417333333,12.4266,8.3054,6.39773333333,7.95200000001,18.5289333333,7.87553333333
390.63,8.4514,20.4584,16.6222,12.3993333333,8.27433333333,6.37646666667,7.91470833334,18.4948,7.8911
391.00,8.39526666667,20.4483333333,16.5329333333,12.3390666667,8.21406666667,6.34723333333,7.85095000001,18.4355333333,7.8392
391.36,8.4066,20.4484666667,16.54,12.3601333333,8.23093333333,6.4005,7.87491666667,18.4389666666,7.88353333334
391.72,8.37566666667,20.4015333333,16.4751333333,12.2948,8.191,6.39973333333,7.84298333333,18.3937333333,7.87443333334
392.08,8.40533333333,20.4344666667,16.5026666667,12.3156666667,8.23286666667,6.45796666667,7.87547499999,18.4222,7.93983333334
392.44,8.4352,20.4486,16.4696,12.3235333333,8.2586,6.4782,7.86165833333,18.4118,7.96493333333
392.80,8.45806666667,20.469,16.4546,12.3398,8.27486666667,6.53876666667,7.86583333333,18.3971,8.00846666666
393.16,8.4628,20.4403333333,16.4475333333,12.3374666667,8.291,6.58973333333,7.89868333334,18.3913666667,8.08266666666
393.52,8.50546666667,20.4273333333,16.464,12.3642666667,8.33133333333,6.64396666667,7.95149166667,18.4034,8.15123333334
393.88,8.51593333333,20.4088666667,16.4573333334,12.3512666667,8.32686666667,6.68346666667,7.93912500001,18.3308,8.18700000001
394.24,8.47506666667,20.3004666667,16.3418,12.3071333333,8.26953333333,6.64486666667,7.85124166667,18.2216,8.17173333333
394.60,8.48726666667,20.2956,16.2912,12.3304666667,8.30646666667,6.6789,7.86300833333,18.1839666667,8.2037
394.96,8.55666666667,20.3212666667,16.3207333333,12.4073333333,8.3814,6.7944,7.92724999999,18.1974666667,8.32849999999
395.32,8.58426666667,20.3009333333,16.2933333334,12.4178,8.41093333333,6.83933333333,7.94225833334,18.1840666667,8.38140000001
395.68,8.565,20.292,16.2734,12.4310666667,8.43286666667,6.8512,7.91194166667,18.1400666667,8.41386666667
396.04,8.52506666667,20.2146666667,16.1755333333,12.3880666667,8.39453333333,6.84886666667,7.86576666666,18.0558333333,8.40643333332
396.40,8.46853333333,20.0801333333,16.0632666667,12.3152,8.3496,6.83686666667,7.834525,17.9167,8.37783333335
396.76,8.464,20.0230666667,16.0092,12.3246666667,8.33933333333,6.86803333333,7.82279999999,17.8692,8.39923333334
397.12,8.487,19.9970666667,15.9766,12.3415333333,8.342,6.9013,7.79987499999,17.8324666667,8.41700000001
397.48,8.4648,19.9722666667,15.897,12.3032666667,8.31406666667,6.90636666667,7.76424166667,17.7625333333,8.39500000001
397.84,8.4092,19.8968666667,15.8058666667,12.2478,8.2654,6.87053333333,7.71194166667,17.7174666667,8.34893333333
398.20,8.4008,19.8567333333,15.7537333333,12.1980666667,8.22313333334,6.8733,7.70884166667,17.6627,8.31866666667
398.56,8.3198,19.7093333333,15.6245333333,12.0778666667,8.13546666667,6.80866666667,7.62010833333,17.5534,8.24713333333
398.92,8.21666666666,19.5777333333,15.5087333333,11.9525333333,8.02713333333,6.70146666667,7.54213333333,17.3979333333,8.15610000001
399.28,8.1372,19.4890666667,15.4368666667,11.8614666667,7.93766666667,6.62956666667,7.45962499999,17.2852333333,8.08639999999
399.64,8.11006666667,19.4130666667,15.3481333333,11.8058,7.8578,6.6108,7.42263333333,17.1775666667,8.04803333333
400.00,8.17266666667,19.4738666667,15.3820666666,11.8541333333,7.90233333333,6.65736666667,7.46450833334,17.1924333333,8.08423333333
400.36,8.22173333333,19.5124666667,15.4241333333,11.9132666667,7.9346,6.71716666667,7.51801666667,17.2232666667,8.16283333333
400.72,8.2106,19.5164,15.4125333333,11.9022666667,7.92546666667,6.6993,7.51086666667,17.1979333333,8.1793
401.08,8.20813333333,19.4872666667,15.3746666667,11.9053333333,7.91493333333,6.70226666667,7.50972499999,17.1452,8.20003333334
401.44,8.22826666667,19.4654666667,15.3371333333,11.8902666667,7.89673333333,6.72283333333,7.49811666667,17.101,8.22920000001
401.80,8.26973333333,19.4504666667,15.3026666667,11.8968666667,7.9154,6.75873333333,7.51725833334,17.0813,8.28773333334
402.16,8.27546666667,19.4316,15.3186666667,11.9288,7.95833333333,6.8072,7.52110833333,17.0789,8.35913333333
402.52,8.319,19.4968666667,15.3532666667,11.9980666667,7.9938,6.88503333333,7.57473333334,17.1283666667,8.45199999999
402.88,8.39493333333,19.5662,15.4069333333,12.0696,8.07786666667,6.9814,7.62564999999,17.2185666667,8.54000000001
403.24,8.43473333333,19.5992,15.4153333333,12.1112666667,8.09813333333,7.02556666666,7.665525,17.2153,8.59176666668
403.60,8.46746666667,19.5988666667,15.4246,12.1389333333,8.1262,7.05453333333,7.68164166666,17.2488333333,8.61860000001
403.95,8.4954,19.5718666667,15.4371333333,12.1664666667,8.135,7.09106666667,7.7074,17.2543666667,8.68373333334
404.31,8.47253333333,19.5527333333,15.3866,12.1389333333,8.11433333333,7.07163333333,7.67944166667,17.2296,8.67513333334
404.67,8.47733333333,19.5294666667,15.3667333333,12.1365333333,8.1172,7.09933333333,7.67936666667,17.2111666667,8.68916666667
405.03,8.4904,19.5615333333,15.3717333333,12.1421333333,8.1274,7.11683333333,7.69944166667,17.2223333333,8.7094
405.39,8.48506666667,19.5561333333,15.3775333333,12.1474,8.15093333333,7.1223,7.718375,17.2437333333,8.73160000001
405.75,8.47846666667,19.5402666667,15.3743333333,12.1231333333,8.16233333333,7.1248,7.71489166667,17.2179333333,8.73673333334
406.11,8.4404,19.5396666667,15.3361333333,12.0946666667,8.11766666667,7.1007,7.69814166667,17.2056333333,8.71189999999
406.47,8.45006666666,19.5473333333,15.3632666667,12.0933333333,8.1366,7.10536666667,7.68850000001,17.1872666667,8.70830000001
406.83,8.43906666667,19.532,15.3344,12.0646666667,8.09933333334,7.0928,7.67462499999,17.1617333333,8.69560000001
407.19,8.41906666667,19.496,15.3182,12.0634,8.10066666667,7.08843333333,7.64935833333,17.1422666666,8.69953333333
407.55,8.42213333334,19.5403333333,15.3440666667,12.0883333333,8.1254,7.13223333333,7.69475833333,17.1639,8.73416666668
407.90,8.3322,19.4908,15.2759333333,11.9897333333,8.05306666667,7.0606,7.6095,17.0702666667,8.65030000001
408.26,8.33153333334,19.5048666667,15.3008666667,11.9926,8.03093333333,7.07816666667,7.61166666667,17.0877666667,8.66569999999
408.62,8.32953333333,19.5178,15.3012,11.9914,8.02486666667,7.07803333333,7.61078333333,17.0829666667,8.66653333335
408.98,8.32066666667,19.5212666667,15.2983333333,11.9986,8.01393333333,7.10246666667,7.60236666667,17.0804333333,8.67376666667
409.34,8.34566666667,19.5468666667,15.3254,12.0222,8.03466666667,7.1457,7.61730000001,17.1007666667,8.69463333334
409.70,8.37786666667,19.6083333334,15.3399333333,12.0646,8.05473333333,7.19646666667,7.62844166666,17.1393,8.70913333332
410.06,8.40973333333,19.6194,15.3336666667,12.0747333333,8.07166666667,7.2375,7.62405,17.1385,8.71419999999
410.42,8.38366666667,19.5781333333,15.282,12.0588,8.04573333333,7.21506666667,7.60381666667,17.1237666666,8.69333333333
410.77,8.40586666667,19.5904,15.3017333333,12.0787333333,8.05886666667,7.2071,7.60395,17.1015666667,8.71076666666
411.13,8.46106666667,19.6504666667,15.3312666667,12.1241333333,8.08153333333,7.2568,7.64529999999,17.1572,8.75013333335
411.49,8.463,19.639,15.327,12.1074666667,8.08453333333,7.23626666667,7.62380833334,17.1386333333,8.75553333333
411.85,8.45393333333,19.6084666667,15.2911333333,12.1030666667,8.0722,7.23346666667,7.61295833333,17.1236333333,8.73983333333
412.21,8.4434,19.5456,15.2358666667,12.0702666667,8.07026666667,7.23723333333,7.57314166667,17.0615,8.70676666665
412.57,8.39726666667,19.4824,15.1706666667,12.0169333333,8.03766666667,7.19723333333,7.522775,17.0076666667,8.68893333334
412.92,8.38126666667,19.4652,15.1437333333,12.0103333333,8.03966666667,7.208,7.51214166667,16.9931666667,8.69970000001
413.28,8.30133333333,19.4041333333,15.0572,11.9696,7.97846666667,7.1574,7.46518333333,16.9368,8.64873333334
413.64,8.20806666667,19.3020666667,14.9803333333,11.9026666667,7.89073333333,7.09556666667,7.40843333333,16.8319,8.60443333332
414.00,8.23426666667,19.2944666667,14.9688,11.9332666667,7.91533333333,7.1354,7.442325,16.8055333333,8.66283333333
414.36,8.24006666667,19.3071333333,14.9543333333,11.9274,7.9126,7.18426666667,7.44981666667,16.7865666667,8.68073333332
414.72,8.2012,19.2381333333,14.8896666667,11.8955333333,7.88673333333,7.20206666667,7.42375,16.7446666667,8.67766666666
415.07,8.146,19.162,14.8006666667,11.8168,7.83346666667,7.17406666667,7.38155,16.6645666667,8.64403333332
415.43,8.12,19.0952666667,14.7321333334,11.7716,7.77586666667,7.18086666667,7.33453333333,16.6064333333,8.65443333335
415.79,8.1552,19.1105333333,14.7322,11.7999333334,7.8002,7.2416,7.35685833333,16.6009,8.72983333333
416.15,8.12653333333,19.0699333334,14.6661333333,11.7508666667,7.75853333333,7.22003333333,7.33544166667,16.5352,8.74183333334
416.51,8.1552,19.0605333333,14.6560666667,11.7664666667,7.7756,7.27423333333,7.34453333333,16.4933,8.79620000001
416.86,8.20853333333,19.0259333334,14.6331333333,11.7696666667,7.78286666667,7.32196666667,7.36671666667,16.4621333333,8.84800000001
417.22,8.23313333333,18.9814,14.5828,11.7579333333,7.77826666666,7.3593,7.35760833333,16.4001666667,8.89856666667
417.58,8.23993333333,18.9049333334,14.5092666667,11.7313333333,7.76653333333,7.38506666667,7.34048333333,16.3376,8.92183333332
417.94,8.22546666667,18.8452666667,14.4454666667,11.7073333333,7.747,7.38463333333,7.31725,16.2751,8.92529999999
418.29,8.21266666667,18.7598666667,14.3812666667,11.6768666667,7.71786666667,7.3816,7.298325,16.2031333333,8.9427
418.65,8.23926666667,18.7106666667,14.3406,11.6774666667,7.7144,7.41056666667,7.295625,16.1571666667,8.98946666666
419.01,8.26473333333,18.6636,14.3153333333,11.6967333334,7.73373333333,7.46376666667,7.31628333333,16.1195333333,9.04110000001
419.37,8.28866666667,18.6351333334,14.2786666667,11.7104666667,7.75893333333,7.5027,7.334175,16.0853,9.08539999999
419.73,8.28913333333,18.5673333333,14.2354666667,11.7065333333,7.7608,7.53556666667,7.34008333333,16.0388,9.09840000001
420.08,8.33146666667,18.5198,14.2046,11.7297333333,7.77333333333,7.5858,7.36289166667,16.0031,9.15393333332
420.44,8.3446,18.467,14.1743333333,11.7256,7.7712,7.62096666667,7.37489166667,15.9820666667,9.18183333334
420.80,8.32333333333,18.3933333333,14.1123333333,11.6928666667,7.746,7.6145,7.34520833333,15.9161666667,9.18316666667
421.16,8.31893333333,18.3500666667,14.0772666667,11.6742666667,7.7414,7.63566666667,7.34363333333,15.8657,9.18959999999
421.51,8.32606666667,18.3208,14.0608666667,11.6748666667,7.74206666667,7.66043333333,7.35331666667,15.8356666667,9.22003333333
421.87,8.302,18.2608,14.0011333333,11.6425333333,7.7118,7.6652,7.334125,15.7688333333,9.22889999999
422.23,8.31293333333,18.2272,13.964,11.6463333333,7.7176,7.69026666667,7.32931666667,15.7255666667,9.26553333335
422.58,8.28133333333,18.176,13.9072,11.6178666667,7.69446666667,7.69383333333,7.31103333333,15.6573,9.26069999999
422.94,8.25146666666,18.0987333333,13.8374666667,11.5696666667,7.6546,7.67163333333,7.28083333333,15.5834,9.25046666667
423.30,8.2292,18.0420666667,13.7809333333,11.5468,7.62826666667,7.67156666667,7.25935833333,15.5184333333,9.23763333333
423.66,8.23173333333,18.0175333334,13.7434,11.5334,7.61573333333,7.66553333333,7.249475,15.4757666667,9.26733333333
424.01,8.21813333333,17.9880666667,13.725,11.5218,7.6162,7.67566666667,7.235225,15.4386,9.26670000001
424.37,8.18653333333,17.9566,13.6683333333,11.4884666667,7.58946666667,7.6515,7.21331666667,15.3694333333,9.25626666667
424.73,8.15226666667,17.9168666667,13.6264,11.4515333333,7.56673333333,7.63843333333,7.20064166667,15.3096666667,9.2485
425.08,8.11666666667,17.8588666667,13.5642666667,11.4104,7.5236,7.61526666667,7.1583,15.2431,9.23689999999
425.44,8.0912,17.824,13.5156,11.3752666667,7.49953333333,7.5948,7.12805833333,15.1899,9.21976666667
425.80,8.08986666667,17.7970666667,13.4990666667,11.3638666667,7.49173333333,7.59133333333,7.12205833333,15.1751,9.21683333333
426.16,8.0652,17.7512666667,13.461,11.3266666667,7.46833333333,7.5743,7.10238333333,15.1313333333,9.19616666667
426.51,8.04226666667,17.7104666667,13.4302666667,11.2991333333,7.44646666667,7.55103333333,7.0827,15.0965,9.17663333333
426.87,8.01233333333,17.7014,13.3975333333,11.2786,7.43906666667,7.5374,7.04490833333,15.0713333334,9.16773333333
427.23,7.96546666667,17.6478,13.3632666667,11.2369333333,7.39746666667,7.5034,6.99743333333,15.0215666667,9.15123333333
427.58,7.9282,17.6191333333,13.3405333333,11.2071333333,7.3736,7.48953333333,6.96690833333,14.9796333333,9.12093333333
427.94,7.87533333333,17.5771333333,13.2860666666,11.1522666667,7.31966666667,7.44866666667,6.92213333333,14.9317,9.0859
428.30,7.8696,17.5678666667,13.2780666667,11.1493333333,7.307,7.4532,6.906575,14.9321666666,9.08106666666
428.65,7.88173333333,17.5893333333,13.2866666667,11.1722666667,7.3168,7.47316666667,6.90254166667,14.9444333333,9.07666666668
429.01,7.90266666667,17.6055333333,13.3195333334,11.181,7.33413333333,7.4912,6.92596666667,14.9705333333,9.08493333334
429.37,7.93566666667,17.6470666667,13.3579333333,11.2251333333,7.35873333333,7.5241,6.94738333333,15.0157333333,9.12303333333
429.72,7.93693333333,17.6496,13.3499333333,11.2231333334,7.35486666667,7.51896666667,6.92388333333,15.0063666667,9.13820000001
430.08,7.9584,17.725,13.4119333333,11.2592,7.37906666667,7.5436,6.96110833333,15.0486333333,9.16783333334
430.44,7.96813333333,17.7654,13.4197333333,11.2693333333,7.386,7.55863333333,6.95961666667,15.0609333333,9.17696666667
430.79,8.02526666667,17.8416666667,13.4820666667,11.3227333333,7.426,7.6064,7.01395833333,15.1200666667,9.21873333333
431.15,8.07093333333,17.9038,13.5279333334,11.3474,7.45733333333,7.63166666667,7.04799166667,15.1683333333,9.24580000001
431.50,8.07626666667,17.9216,13.5306,11.3531333333,7.45433333334,7.6458,7.0575,15.1963333333,9.25283333333
431.86,8.123,17.9812,13.5879333333,11.4036,7.50193333333,7.68643333333,7.10469166667,15.2526,9.30046666668
