wavelength,Back_PhrUnif,Belly_PhrUnif,Breast_PhrUnif,Crissum_PhrUnif,Crown_PhrUnif,DorTail_PhrUnif,Rump_PhrUnif,Throat_PhrUnif,WingTip_PhrUnif
327.67,7.06046666667,11.4540666667,10.3840666667,10.8395333333,6.53153333333,7.78966666667,8.35766666666,10.5052333333,6.81393333333
328.04,7.1622,11.6534,10.6075333333,10.9710666667,6.73113333333,7.98873333333,8.52900000001,10.6621333333,6.91886666667
328.41,7.1008,11.5911333333,10.6214666667,10.9024,6.6424,7.95373333333,8.43413333333,10.5816666667,6.86933333333
328.78,7.04913333333,11.5743333333,10.6037333334,10.8995333333,6.56326666667,7.81846666667,8.3422,10.5435666667,6.78113333333
329.14,7.12706666667,11.6111333334,10.7524,11.027,6.69373333333,7.907,8.48773333333,10.6844666667,6.8196
329.51,7.4084,11.9656666667,11.1690666667,11.3709333333,7.02986666667,8.1864,8.8288,11.0658,7.08086666667
329.88,7.43616666667,12.039,11.2398666666,11.4326666667,7.0434,8.15973333333,8.79479999999,11.1547,7.02953333333
330.24,7.41183333333,12.1104,11.1789333333,11.4658666667,7.03333333333,7.98686666667,8.82793333333,11.1403333333,6.934
330.61,7.28336666667,12.0481333333,11.1110666667,11.4169333333,6.917,7.88613333333,8.69053333333,11.0251333333,6.81093333333
330.98,7.50806666667,12.2891333333,11.3795333333,11.6654666667,7.14213333333,8.09426666667,8.93393333333,11.2469,7.03653333333
331.34,7.62733333333,12.4169333333,11.4507333333,11.7572,7.2742,8.12253333333,9.09339999999,11.323,7.09706666667
331.71,7.65496666667,12.506,11.4694,11.8335333333,7.28266666667,8.11466666667,9.14113333334,11.4018666667,7.07366666667
332.08,7.71763333333,12.6711333333,11.5302666667,12.0147333333,7.39766666667,8.20973333333,9.23733333335,11.5436,7.1742
332.44,7.8194,12.8052,11.6248,12.1000666667,7.45533333333,8.25906666667,9.26893333333,11.6378,7.2154
332.81,7.86186666667,12.895,11.681,12.1580666667,7.4972,8.27593333333,9.30466666665,11.6896333333,7.2528
333.18,7.78466666667,12.9093333333,11.6261333333,12.1496666667,7.43813333333,8.1618,9.17626666668,11.6276666667,7.1646
333.54,7.58843333333,12.7200666667,11.4357333333,12.0624666667,7.3512,7.97086666667,9.00786666667,11.4116666666,7.00466666667
333.91,7.4752,12.6128,11.3404,11.9581333333,7.26193333333,7.84286666667,8.89366666666,11.3326333333,6.8914
334.28,7.4769,12.6273333333,11.4158666667,11.9528666667,7.31486666666,7.83333333333,8.86866666667,11.3714333333,6.91693333333
334.64,7.58133333333,12.6704666667,11.5198666667,12.0666,7.40066666667,7.88226666666,8.92853333333,11.5163666667,6.99806666667
335.01,7.55526666667,12.7254,11.5263333333,12.0895333333,7.35886666667,7.8102,8.82386666667,11.5278666667,6.92746666667
335.38,7.49116666667,12.7715333333,11.5426666667,12.0946,7.31893333333,7.75286666667,8.74166666666,11.5108,6.823
335.74,7.44026666667,12.7375333333,11.5394666667,12.1011333333,7.318,7.6972,8.68773333333,11.5086666667,6.79346666667
336.11,7.26473333333,12.5059333333,11.4631333333,11.9334,7.081,7.467,8.50986666666,11.3448666667,6.60493333333
336.47,7.19766666667,12.524,11.5106666667,11.9852666667,7.0818,7.4666,8.53613333333,11.3902333333,6.614
336.84,7.26616666667,12.6220666667,11.6191333333,12.0784,7.19606666667,7.5058,8.64226666667,11.5110666667,6.66953333333
337.21,7.2977,12.5848,11.6396,12.0448666667,7.1472,7.47926666667,8.60860000001,11.5373,6.6046
337.57,7.29883333333,12.5741333333,11.6334666667,11.9981333333,7.0256,7.4082,8.53306666666,11.5839,6.4722
337.94,7.3589,12.6517333333,11.6964666667,12.0866,7.053,7.45813333333,8.59126666666,11.6196333333,6.48593333333
338.31,7.3838,12.6788666667,11.7423333333,12.1321333334,7.0546,7.49,8.62239999999,11.6477,6.4736
338.67,7.24086666667,12.6024666667,11.6697333333,12.0708,7.0048,7.3882,8.56100000001,11.5539,6.34253333333
339.04,7.0929,12.4624,11.5776,11.9426666667,6.88593333333,7.2482,8.44626666666,11.3995666667,6.22706666667
339.40,7.07313333333,12.4512666667,11.6316,11.9200666667,6.84793333333,7.2702,8.41866666667,11.3981,6.2296
339.77,7.0889,12.4725333333,11.6498,11.8753333333,6.83306666667,7.2556,8.44833333333,11.3946666666,6.20773333333
340.14,7.19466666667,12.6222,11.7002666667,11.9946666667,7.00326666667,7.3426,8.54893333333,11.5092333333,6.3164
340.50,7.2565,12.6506666667,11.7372666667,12.0017333333,7.05453333333,7.32613333333,8.57373333334,11.5352333333,6.33153333333
340.87,7.27693333333,12.6866,11.8256666667,12.0320666667,7.1114,7.41873333333,8.5934,11.5706,6.33706666667
341.23,7.2964,12.8019333334,11.9099333333,12.1442666667,7.2148,7.4532,8.6748,11.6385,6.40346666667
341.60,7.3313,12.8940666666,11.9755333333,12.1942666667,7.28046666667,7.51046666667,8.71900000001,11.685,6.49126666667
341.96,7.2964,12.8552,11.961,12.1415333333,7.24526666667,7.42313333333,8.67853333333,11.6457,6.46913333334
342.33,7.31336666666,12.9121333333,12.0113333334,12.1724,7.27333333333,7.38953333333,8.70893333333,11.6877,6.45813333334
342.70,7.4062,13.0098,12.0774,12.2294,7.32706666666,7.43066666667,8.74793333333,11.8060666667,6.56066666667
343.06,7.47443333333,13.0998,12.1058666667,12.3005333333,7.42626666667,7.47313333333,8.80433333333,11.9232,6.57126666667
343.43,7.49866666667,13.1606666667,12.1313333333,12.3743333333,7.4674,7.47386666667,8.87946666666,11.9676666667,6.62853333333
343.79,7.58743333333,13.2829333333,12.2344666667,12.4856,7.55986666667,7.587,8.96593333333,12.0332666667,6.7026
344.16,7.6806,13.4232666667,12.3778,12.5974666667,7.65446666667,7.6884,9.08453333332,12.1507,6.80453333333
344.52,7.6863,13.4526666667,12.4152,12.692,7.65726666667,7.73506666667,9.14426666667,12.1656666667,6.79133333333
344.89,7.63196666667,13.448,12.3424666667,12.6991333333,7.53893333333,7.6148,9.08506666667,12.1253333333,6.71786666667
345.25,7.6491,13.4656,12.3708,12.71,7.5576,7.6354,9.10133333333,12.1478,6.7482
345.62,7.60476666667,13.4894,12.3430666667,12.7387333333,7.5344,7.57273333333,9.08406666667,12.0920333333,6.69253333333
345.99,7.6364,13.5978666667,12.4142,12.8386666667,7.6222,7.63373333333,9.1342,12.2162333333,6.70326666667
346.35,7.50773333333,13.4698,12.3064666667,12.7383333333,7.4606,7.52033333333,8.99273333333,12.0887666667,6.50793333333
346.72,7.40933333333,13.4482666667,12.2433333334,12.6658,7.37953333333,7.39406666667,8.89020000001,12.0000666667,6.36226666667
347.08,7.52286666667,13.5583333333,12.388,12.8172,7.47986666667,7.5384,9.03046666667,12.144,6.49553333333
347.45,7.63243333333,13.6419333333,12.4702666667,12.921,7.54446666667,7.59686666667,9.10679999999,12.2501333334,6.53286666667
347.81,7.56683333333,13.5938666667,12.4285333333,12.8811333333,7.46073333333,7.4824,9.02766666665,12.225,6.43173333333
348.18,7.51986666667,13.5062666667,12.3548,12.7963333333,7.34186666667,7.38366666667,8.95886666667,12.1825666667,6.3236
348.54,7.53063333333,13.5077333333,12.3799333333,12.7913333333,7.37146666666,7.3622,8.9544,12.2292666667,6.29426666667
348.91,7.5343,13.5688666667,12.4556666667,12.8184666667,7.40453333333,7.41546666667,8.95293333333,12.3222333333,6.2978
349.27,7.54596666667,13.5556666667,12.4456666666,12.8116,7.37206666667,7.40586666667,8.90586666667,12.3476,6.28893333333
349.64,7.5949,13.5692666667,12.4927333334,12.792,7.3756,7.4568,8.92979999999,12.4306,6.3006
350.00,7.50793333333,13.4968666667,12.4249333333,12.7214,7.25646666667,7.39153333333,8.86853333332,12.3267666667,6.2114
350.37,7.59893333334,13.6216666667,12.5009333333,12.8438,7.36713333333,7.47113333333,8.94413333333,12.4776333333,6.34033333333
350.73,7.73596666667,13.7682666667,12.6603333333,13.0247333333,7.4734,7.6484,9.09153333333,12.6028,6.45186666667
351.10,7.7069,13.7877333333,12.6776,13.0058666667,7.42373333333,7.59233333334,9.04240000001,12.5718,6.3966
351.46,7.7045,13.8167333333,12.6797333333,13.0062,7.42473333333,7.6002,9.02806666666,12.5889333333,6.381
351.83,7.7988,13.8483333333,12.781,13.1007333333,7.53146666667,7.6682,9.12146666668,12.6828,6.46686666667
352.19,7.7045,13.7617333333,12.6679333333,13.0118666667,7.44586666667,7.52233333333,8.97493333333,12.5659,6.33493333333
352.55,7.7283,13.8102,12.6642666667,13.0238,7.4732,7.50513333333,8.98733333333,12.5867333333,6.37073333333
352.92,7.79153333333,13.7644666667,12.6238,13.0233333333,7.50526666667,7.47806666667,9.01766666665,12.5453,6.39833333333
353.28,7.79766666667,13.8044666667,12.6434666667,13.0792666666,7.53053333334,7.47513333333,9.0382,12.5659333333,6.365
353.65,7.84133333333,13.8487333333,12.6783333333,13.1642666667,7.57893333333,7.47386666666,9.05780000001,12.5694,6.40786666667
354.01,7.9384,13.9423333333,12.7762,13.2677333333,7.66726666667,7.4924,9.14313333335,12.6727333333,6.492
354.38,8.05963333333,14.0320666667,12.917,13.3652666667,7.80546666667,7.59466666667,9.26420000001,12.7937,6.60073333333
354.74,7.96366666667,13.9221333333,12.847,13.3006,7.75386666667,7.48433333333,9.18106666666,12.7595,6.5022
355.11,7.916,13.9186,12.8332,13.274,7.69066666667,7.4368,9.14026666665,12.7231333333,6.4114
355.47,7.8587,13.8672,12.8221333333,13.2398666667,7.658,7.353,9.07373333333,12.6724333333,6.3222
355.83,7.76586666667,13.8972,12.7701333333,13.2270666667,7.6102,7.2896,9.02680000001,12.6337333333,6.22
356.20,7.77683333333,14.0124,12.8638,13.3302,7.6644,7.3618,9.12813333333,12.7171333333,6.25
356.56,7.6984,13.9786,12.8596,13.3297333333,7.54166666667,7.29706666667,9.063,12.7166,6.15546666667
356.93,7.66023333333,13.9772666667,12.8925333334,13.3272,7.4922,7.244,9.02946666668,12.6990333334,6.07306666667
357.29,7.60873333333,13.9528666667,12.8450666667,13.2624666667,7.43713333333,7.1604,8.98660000001,12.6316333333,6.00646666667
357.66,7.55846666667,13.9121333333,12.8393333333,13.2212,7.39726666667,7.10126666667,8.93893333335,12.6241666667,5.9254
358.02,7.5597,13.9016666667,12.8526666667,13.1722,7.38213333333,7.10413333333,8.91986666667,12.6097666667,5.88813333333
358.38,7.4893,13.8274,12.7627333333,13.0790666667,7.27633333333,6.99,8.85233333334,12.4890333333,5.8028
358.75,7.53276666666,13.8966666667,12.7824666667,13.1232,7.29653333333,7.01066666667,8.88273333335,12.5022,5.84386666666
359.11,7.54176666667,13.8926,12.7343333333,13.1300666667,7.33273333333,6.99253333333,8.9016,12.5153,5.8596
359.48,7.56673333333,13.9527333333,12.7694666667,13.1904666667,7.34873333333,6.99266666666,8.93919999999,12.5505333333,5.90786666667
359.84,7.59906666667,13.9388666667,12.8039333333,13.2066666667,7.33046666667,6.97346666667,8.93633333333,12.5486333333,5.95226666667
360.20,7.70186666667,13.978,12.8880666667,13.2761333333,7.40786666667,7.05066666667,8.96593333333,12.6107,6.01546666667
360.57,7.7829,14.0444666667,12.9662666667,13.349,7.51646666667,7.122,9.03233333334,12.6489333333,6.06186666667
360.93,7.79863333333,14.0638,12.9864,13.397,7.5708,7.17093333333,9.05233333335,12.6850666667,6.11033333333
361.29,7.79123333333,14.0734666667,13.0225333333,13.3997333333,7.5674,7.18993333333,9.03413333333,12.7160333333,6.10953333333
361.66,7.81656666667,14.099,13.0468,13.4205333333,7.58846666667,7.2018,9.05033333333,12.7390666667,6.1446
362.02,7.8357,14.1694,13.109,13.5363333333,7.64393333334,7.23646666667,9.08413333333,12.7823666667,6.19893333333
362.39,7.85033333333,14.2184,13.1576,13.6277333334,7.69226666667,7.26946666667,9.09633333334,12.8302,6.24906666667
362.75,7.88053333333,14.2564,13.2091333334,13.6615333333,7.70706666667,7.2874,9.11066666665,12.8615333333,6.2574
363.11,7.9174,14.3168,13.2983333333,13.7243333333,7.72806666667,7.306,9.1418,12.9250333333,6.29346666667
363.48,7.91226666667,14.2962,13.325,13.741,7.72993333333,7.30946666667,9.1432,12.9450666667,6.27293333333
363.84,7.9198,14.3349333333,13.3590666667,13.769,7.73726666667,7.3082,9.14220000001,13.0066333333,6.24686666667
364.20,7.86346666667,14.3387333333,13.3196,13.7480666667,7.67353333334,7.2348,9.10993333333,13.0078666666,6.19553333333
364.57,7.8483,14.3254666667,13.3251333334,13.7220666667,7.66113333334,7.21953333333,9.11513333333,13.0214,6.19213333333
364.93,7.8329,14.3639333333,13.3452666667,13.7080666667,7.65626666667,7.17786666667,9.11740000001,13.0552666667,6.16426666667
365.29,7.93286666667,14.5032666667,13.4951333333,13.8612666667,7.78226666667,7.23866666667,9.2366,13.1940666667,6.28266666667
365.66,7.90316666667,14.5212666667,13.5029333333,13.8598666667,7.77473333333,7.237,9.2422,13.2101666667,6.2722
366.02,7.85643333333,14.468,13.4562666667,13.7846,7.7168,7.15226666667,9.17506666667,13.1741333333,6.18713333333
366.38,7.82253333333,14.4742666667,13.4619333333,13.7390666667,7.67713333334,7.11093333333,9.13499999999,13.1280333333,6.10566666667
366.75,7.8666,14.5260666667,13.5308666667,13.774,7.7192,7.1334,9.1796,13.1966666667,6.14473333333
367.11,7.82976666667,14.4457333333,13.4588,13.7473333333,7.70506666667,7.11106666667,9.1214,13.1444333333,6.10053333333
367.47,7.84023333333,14.4496,13.4620666667,13.7696666667,7.71566666667,7.09846666667,9.10286666666,13.1528333333,6.09646666667
367.84,7.85463333333,14.4858,13.4836666667,13.7959333333,7.762,7.1138,9.10433333333,13.1584666667,6.12686666667
368.20,7.90183333333,14.5625333333,13.5752666667,13.8522666667,7.8658,7.17533333333,9.14833333335,13.2187666667,6.18213333333
368.56,7.8868,14.5828,13.5990666666,13.8752,7.89333333333,7.15266666667,9.09233333333,13.2198,6.15566666667
368.93,7.8811,14.5886666667,13.6091333333,13.8946,7.86413333333,7.11853333333,9.05946666666,13.2321666667,6.148
369.29,7.87973333333,14.57,13.5600666667,13.858,7.8114,7.11573333333,9.03826666665,13.1941666667,6.07673333333
369.65,7.9609,14.6386,13.6168,13.9459333333,7.85126666667,7.15786666667,9.09820000001,13.2566666667,6.09166666667
370.01,8.0054,14.6582666667,13.659,13.9626,7.8806,7.18833333333,9.14733333332,13.3053,6.12513333333
370.38,8.02043333334,14.6606666667,13.6632,13.9863333333,7.87006666667,7.1932,9.17613333333,13.3568,6.1224
370.74,7.93826666667,14.6251333333,13.6108,13.9340666667,7.8192,7.11246666667,9.11806666666,13.2926,6.02386666667
371.10,7.9814,14.7316666667,13.6974,13.9956,7.85906666667,7.12026666667,9.1624,13.3543666667,6.02733333333
371.46,7.97503333333,14.7308,13.6974,13.9575333333,7.842,7.093,9.15846666665,13.3274,5.99273333333
371.83,8.0223,14.7674,13.7557333333,14.0002,7.88773333334,7.1356,9.20720000001,13.3789333333,6.0144
372.19,8.04843333333,14.779,13.7696666667,14.0485333333,7.8912,7.13753333334,9.24913333333,13.3908666667,6.04493333333
372.55,8.11063333333,14.8511333333,13.7898666667,14.1137333333,7.94066666667,7.1752,9.33633333332,13.4367333333,6.09233333333
372.92,8.13843333333,14.8556666666,13.7990666666,14.1660666667,7.98826666667,7.21433333333,9.34846666667,13.4321333333,6.09413333333
373.28,8.14073333333,14.8552666667,13.7897333333,14.1516,8.00233333333,7.1844,9.32920000001,13.4465666667,6.09093333333
373.64,8.15196666667,14.8636666667,13.8216666667,14.1978,8.02193333333,7.156,9.32253333333,13.4497333333,6.11313333333
374.00,8.16436666667,14.9386,13.8363333333,14.2671333333,8.02413333333,7.1456,9.35006666665,13.4609,6.11073333333
374.37,8.22866666667,15.0017333333,13.941,14.3236666667,8.0888,7.18866666666,9.42079999999,13.5465666667,6.15973333333
374.73,8.32673333333,15.0586666667,13.9954,14.3885333334,8.15753333333,7.24033333333,9.48780000001,13.5939,6.2444
375.09,8.28256666667,15.0094666667,13.9592,14.341,8.14006666667,7.18546666667,9.46886666668,13.5527,6.19953333333
375.45,8.28063333334,15.0386666667,13.9782666666,14.351,8.15253333333,7.1576,9.46980000001,13.5856666667,6.19413333333
375.81,8.2694,15.0415333333,13.9768,14.3571333333,8.12566666667,7.12046666667,9.45053333335,13.5794666667,6.1832
376.18,8.238,15.0342,13.9864666666,14.3488666667,8.1178,7.09953333333,9.39919999999,13.5834666667,6.15853333333
376.54,8.17716666667,14.9976,13.9610666667,14.3226,8.07453333333,7.01913333333,9.34166666666,13.5526333333,6.1222
376.90,8.19256666667,15.0677333333,14.0398,14.3382666667,8.09586666667,7.0252,9.37173333333,13.6079,6.13086666667
377.26,8.16956666667,15.0726,14.0664,14.3436,8.07993333333,7.00646666667,9.36073333333,13.5794666667,6.1134
377.63,8.146,15.1032666667,14.0696,14.3390666666,8.07966666667,6.98433333333,9.35980000001,13.5946333333,6.06793333333
377.99,8.18303333334,15.1523333333,14.1314666667,14.3627333333,8.14326666667,7.04533333333,9.39619999999,13.6935333333,6.12073333333
378.35,8.1388,15.1364666667,14.0949333333,14.3349333333,8.11646666667,7.021,9.35266666667,13.6432333333,6.09873333334
378.71,8.09146666667,15.1406,14.1047333333,14.3575333333,8.11046666667,7.0098,9.34160000001,13.6571333333,6.09313333333
379.07,8.17666666667,15.2628666667,14.2286666667,14.4224,8.1872,7.09333333333,9.42439999999,13.7456666667,6.171
379.44,8.2516,15.3962,14.3392666667,14.5484,8.29326666667,7.19153333333,9.52573333333,13.8282,6.28426666667
379.80,8.2547,15.422,14.3643333333,14.5601333333,8.32093333333,7.1932,9.53326666668,13.8345666667,6.29013333333
380.16,8.27656666667,15.4495333333,14.3615333333,14.5904666666,8.30413333333,7.16406666667,9.54513333333,13.8307,6.29153333333
380.52,8.33073333333,15.5065333333,14.4272,14.6195333333,8.34233333333,7.22853333334,9.58499999999,13.9073333333,6.3412
380.88,8.36553333333,15.5721333333,14.4648666667,14.6609333333,8.37766666667,7.25373333333,9.64486666667,13.9304666667,6.37646666667
381.24,8.37263333333,15.5899333333,14.4682,14.6829333333,8.36953333333,7.25733333333,9.65793333335,13.9568,6.36326666667
381.61,8.36016666667,15.5467333333,14.4599333333,14.6645333333,8.34906666667,7.25006666667,9.6282,13.9470333333,6.3504
381.97,8.30633333333,15.4876,14.4342,14.6334666667,8.30826666667,7.18893333333,9.59760000001,13.8813333333,6.2766
382.33,8.34193333333,15.5314666666,14.4426,14.7013333333,8.35726666667,7.2082,9.6206,13.9116,6.31146666667
382.69,8.4027,15.6023333333,14.4982666667,14.7594666667,8.4022,7.25886666667,9.64613333333,13.9846333333,6.34993333333
383.05,8.3907,15.553,14.4566666667,14.7482,8.36853333333,7.24113333333,9.60653333335,13.9692,6.3388
383.41,8.30206666667,15.4495333333,14.3889333333,14.6624666667,8.26273333333,7.15626666667,9.5106,13.9045,6.2478
383.77,8.27896666667,15.4285333333,14.3727333333,14.6511333333,8.22486666667,7.14,9.491,13.9037666667,6.22186666667
384.14,8.20696666667,15.3931333333,14.3112666667,14.5908,8.15026666667,7.0704,9.42366666668,13.8347333333,6.13833333333
384.50,8.18376666667,15.3933333333,14.2964,14.5972,8.11233333333,7.0168,9.41893333333,13.8067,6.10413333333
384.86,8.19996666667,15.4079333333,14.3071333333,14.6022,8.12373333333,7.00833333333,9.4136,13.8356666667,6.11666666667
385.22,8.2328,15.4388,14.3558666667,14.6672666667,8.17926666667,7.0272,9.43766666667,13.8689333333,6.14086666667
385.58,8.3035,15.5414666667,14.4563333333,14.7558,8.26506666666,7.1052,9.51839999999,13.9614666667,6.2196
385.94,8.32013333333,15.587,14.4523333333,14.7762666667,8.26386666667,7.11213333333,9.50073333332,13.9818666667,6.22086666667
386.30,8.34566666667,15.641,14.5373333333,14.82,8.3032,7.12833333333,9.53940000001,14.0428,6.2264
386.66,8.3399,15.6073333333,14.5335333333,14.8093333333,8.29746666667,7.09646666667,9.55813333333,14.0241,6.19266666667
387.03,8.29666666667,15.6107333334,14.5202,14.8114666667,8.26986666667,7.04486666667,9.5426,14.0102666667,6.14166666667
387.39,8.32306666667,15.6784666667,14.5354,14.8360666667,8.3024,7.0662,9.56760000001,14.0538,6.1322
387.75,8.349,15.7582666667,14.591,14.8998,8.33539999999,7.10366666667,9.60839999999,14.0814666667,6.1512
388.11,8.3897,15.7843333333,14.6543333333,14.9455333333,8.39439999999,7.15566666667,9.65399999999,14.1324,6.17666666667
388.47,8.42703333333,15.839,14.7098,14.9864,8.45173333334,7.20513333333,9.68606666665,14.1881,6.19473333334
388.83,8.3798,15.7908,14.6630666667,14.9724666667,8.42246666667,7.173,9.63973333333,14.156,6.14453333333
389.19,8.35416666667,15.8196,14.6702,14.9642666667,8.38646666667,7.16273333333,9.62780000001,14.1533333333,6.1328
389.55,8.3357,15.8401333333,14.6666666667,14.9537333333,8.35313333333,7.11906666667,9.61459999999,14.1549666667,6.0862
389.91,8.31903333333,15.8521333334,14.6879333333,14.9610666667,8.33606666667,7.07653333333,9.6004,14.1566,6.06866666667
390.27,8.26376666667,15.7912666667,14.6219333333,14.9128,8.24746666667,6.99666666667,9.5244,14.0826,6.00446666667
390.63,8.25483333333,15.8182,14.6322,14.9118,8.23226666667,6.9748,9.49293333333,14.0816666667,5.99893333333
391.00,8.27633333333,15.8339333333,14.6661333333,14.915,8.23793333333,6.9744,9.46946666665,14.0771,5.99793333333
391.36,8.27506666667,15.8269333333,14.6678,14.901,8.2318,6.94786666667,9.46186666668,14.0698,5.99966666667
391.72,8.28443333333,15.8136,14.6467333333,14.8834666667,8.235,6.91786666667,9.45213333335,14.0707333333,5.99213333333
392.08,8.29196666667,15.8337333333,14.6627333333,14.9012666667,8.24753333333,6.91713333333,9.46513333335,14.1003333333,5.99646666667
392.44,8.27326666667,15.8401333333,14.6648,14.9018666667,8.22106666667,6.88193333333,9.43126666666,14.078,5.98333333333
392.80,8.318,15.8769333333,14.7011333334,14.9429333333,8.23933333333,6.91493333333,9.46673333332,14.1048333333,6.00266666667
393.16,8.3451,15.8840666667,14.7244,14.953,8.26666666667,6.91873333333,9.48326666667,14.1267666667,6.0106
393.52,8.32976666667,15.8690666667,14.7174666667,14.9672,8.2646,6.9162,9.46980000001,14.1037666667,6.0072
393.88,8.4198,15.964,14.808,15.0375333333,8.38006666667,7.014,9.56746666667,14.1863333333,6.09093333333
394.24,8.5167,16.0671333333,14.9024666666,15.1210666667,8.49679999999,7.10773333333,9.6572,14.3068333333,6.1718
394.60,8.55733333333,16.1168,14.944,15.1673333333,8.55773333334,7.15913333333,9.69960000001,14.3628666667,6.19806666667
394.96,8.55546666667,16.1434666667,14.9572666667,15.2296,8.58673333333,7.18413333333,9.73860000001,14.4048,6.21086666667
395.32,8.57816666667,16.1657333333,14.9961333333,15.2788,8.62286666666,7.21846666667,9.75093333334,14.4267,6.21933333333
395.68,8.57573333333,16.1738666667,15.0124,15.2985333333,8.63733333333,7.2306,9.75806666667,14.4417333333,6.22333333333
396.04,8.61123333333,16.2447333334,15.0754,15.3454,8.67553333333,7.2578,9.78780000001,14.4777,6.259
396.40,8.63406666667,16.2783333333,15.0907333333,15.3748666667,8.69033333333,7.29,9.80993333333,14.4960666667,6.2598
396.76,8.6124,16.2966,15.1032666667,15.3660666667,8.69026666666,7.254,9.78313333335,14.477,6.2484
397.12,8.62283333333,16.3181333333,15.1172,15.3886,8.71126666667,7.25473333333,9.77659999999,14.4754333334,6.2474
397.48,8.65996666667,16.3546666667,15.1437333333,15.3942,8.75593333332,7.2596,9.79106666667,14.4980666666,6.25913333333
397.84,8.6328,16.3264666667,15.1416666667,15.3968,8.70446666667,7.23273333333,9.74913333333,14.4576666667,6.22866666667
398.20,8.61836666667,16.3459333333,15.1596666667,15.3954666667,8.66680000001,7.2082,9.7398,14.4534666667,6.20533333333
398.56,8.55883333334,16.3192666667,15.1356,15.3666,8.60726666667,7.16366666667,9.6908,14.4056666667,6.16386666667
398.92,8.5879,16.3394666666,15.1618,15.3637333333,8.62206666667,7.17386666667,9.70506666667,14.4351333333,6.1882
399.28,8.59053333333,16.3496666666,15.1891333333,15.3629333333,8.62253333333,7.15193333333,9.71880000001,14.4439333333,6.18946666667
399.64,8.59196666667,16.3864,15.2104,15.3919333333,8.62806666667,7.14066666666,9.71619999999,14.4734333333,6.18546666667
400.00,8.5885,16.38,15.2136666667,15.4068666667,8.64033333333,7.12473333333,9.72333333333,14.4739666667,6.1712
400.36,8.5806,16.3638666667,15.2184666667,15.3912666667,8.64086666667,7.08786666667,9.73099999999,14.4842,6.16913333333
400.72,8.61203333333,16.4197333333,15.2822,15.4480666667,8.67859999999,7.14153333333,9.79813333332,14.5639666667,6.19286666667
401.08,8.6262,16.4479333334,15.3130666667,15.4866666667,8.68739999999,7.15946666667,9.83433333333,14.5869,6.21733333333
401.44,8.62056666667,16.4764666667,15.3362,15.5110666667,8.66266666667,7.156,9.81426666667,14.6075333333,6.22126666666
401.80,8.59223333333,16.4482666667,15.2822666667,15.4694,8.61820000001,7.1028,9.77113333333,14.5788,6.1516
402.16,8.5384,16.3969333334,15.2291333333,15.42,8.56706666667,7.0288,9.72439999999,14.5036333333,6.0976
402.52,8.56276666667,16.4093333333,15.2360666666,15.4412666667,8.57113333333,7.03826666666,9.73526666667,14.5206,6.09533333333
402.88,8.5753,16.4137333333,15.2525333334,15.4586666667,8.57846666667,7.04466666667,9.74666666667,14.5202333333,6.09733333333
403.24,8.56206666667,16.4417333333,15.2504,15.4756666667,8.56406666667,7.05546666666,9.72626666667,14.5322,6.08573333333
403.60,8.56046666667,16.4405333333,15.2468666667,15.4448666667,8.53186666667,7.04353333333,9.72693333333,14.5119333333,6.06913333333
403.95,8.5735,16.4588666667,15.2668,15.454,8.53886666667,7.06726666667,9.73940000001,14.5464666667,6.07633333333
404.31,8.58923333333,16.4549333333,15.2874,15.4848,8.55080000001,7.08853333333,9.74433333335,14.5324666667,6.08726666667
404.67,8.57746666667,16.4464666667,15.2680666667,15.4588666667,8.54206666667,7.06406666667,9.71979999999,14.5123333333,6.06846666667
405.03,8.56613333333,16.4580666667,15.2547333333,15.471,8.54226666666,7.05073333333,9.70159999999,14.5156666667,6.0562
405.39,8.5696,16.4531333333,15.2355333333,15.4814666667,8.54286666667,7.05666666667,9.72186666667,14.519,6.06053333333
405.75,8.5717,16.4548666666,15.2562,15.4948,8.57200000001,7.06333333333,9.73559999999,14.5395666667,6.07446666667
406.11,8.5804,16.4617333333,15.2512,15.523,8.58846666666,7.091,9.74953333333,14.5526666667,6.09053333333
406.47,8.57746666667,16.4819333333,15.2616666667,15.5292,8.60859999999,7.07493333333,9.73846666667,14.5512333333,6.09146666666
406.83,8.55743333333,16.4737333333,15.2374666667,15.5105333333,8.60453333333,7.05593333333,9.7156,14.5409,6.07446666667
407.19,8.5616,16.4560666667,15.2320666667,15.5076,8.60926666666,7.05206666667,9.73246666667,14.5197,6.08126666667
407.55,8.56973333333,16.4574,15.2583333333,15.5333333333,8.64386666666,7.0746,9.73793333335,14.537,6.09486666667
407.90,8.53636666667,16.4324666667,15.2297333333,15.5045333334,8.61473333333,7.02773333333,9.70813333333,14.5128,6.071
408.26,8.52273333333,16.455,15.2096666667,15.5066,8.6086,7.01133333333,9.68199999999,14.5290666667,6.05566666667
408.62,8.54303333333,16.4703333333,15.2216,15.5180666667,8.60706666667,7.00993333333,9.67666666665,14.5326333333,6.07546666667
408.98,8.56746666667,16.4927333333,15.2632,15.5328,8.63586666666,7.03206666667,9.70553333334,14.5642333333,6.10126666667
409.34,8.55416666667,16.4904,15.2665333333,15.5294666667,8.64266666667,7.0164,9.68893333333,14.5796,6.0798
409.70,8.57766666667,16.5301333333,15.2912666667,15.5774,8.67926666667,7.04326666667,9.70453333333,14.6138333333,6.10553333333
