wavelength,Back_RamNigf,Belly_RamNigf,Breast_RamNigf,Crissum_RamNigf,Crown_RamNigf,DorTail_RamNigf,Rump_RamNigf,Throat_RamNigf,WingTip_RamNigf
544.49,2.6266,4.16386666667,2.61173333333,4.41813333333,2.43706666667,4.39906666667,3.32046666667,2.34826666666,4.56733333333
544.84,2.63086666667,4.17313333333,2.62173333333,4.42893333333,2.4438,4.39813333333,3.32806666667,2.35473333333,4.56833333333
545.18,2.65213333333,4.209,2.65726666667,4.46653333333,2.47,4.42013333333,3.35846666667,2.37553333333,4.5912
545.52,2.66086666667,4.21206666667,2.68586666667,4.484,2.48566666667,4.4282,3.38613333333,2.3876,4.60113333334
545.87,2.69086666667,4.24473333334,2.7192,4.51526666667,2.51526666667,4.46093333333,3.42246666667,2.4204,4.6282
546.21,2.686,4.25646666667,2.7258,4.50873333333,2.50966666667,4.45906666667,3.4378,2.41273333333,4.63693333333
546.55,2.6926,4.25833333333,2.74053333333,4.50993333333,2.51446666667,4.46506666667,3.4588,2.41706666667,4.63746666667
546.90,2.70686666667,4.2674,2.76086666667,4.51786666667,2.51346666667,4.47393333333,3.47693333333,2.4282,4.6342
547.24,2.7078,4.28153333333,2.76893333333,4.52626666667,2.51633333333,4.47933333333,3.497,2.43126666667,4.6338
547.58,2.705,4.28846666667,2.7682,4.53153333333,2.5232,4.4752,3.51006666667,2.4238,4.6302
547.92,2.70486666667,4.2922,2.78426666667,4.55586666667,2.52826666667,4.4992,3.52853333333,2.4216,4.64946666667
548.27,2.69246666666,4.29053333333,2.78193333333,4.55606666667,2.53253333333,4.4882,3.52946666667,2.41146666667,4.64213333333
548.61,2.6736,4.25286666667,2.76113333333,4.53093333333,2.504,4.4578,3.505,2.385,4.6224
548.95,2.65846666667,4.22086666667,2.7394,4.51893333333,2.47813333333,4.43986666667,3.48953333333,2.35286666667,4.6106
549.29,2.66073333333,4.23113333333,2.73793333333,4.52333333333,2.48506666667,4.44366666667,3.49386666667,2.356,4.62026666666
549.64,2.6512,4.22646666667,2.7394,4.52093333333,2.47733333333,4.43926666667,3.49806666667,2.33673333333,4.61426666667
549.98,2.66566666667,4.23966666667,2.75413333333,4.537,2.50426666667,4.4472,3.51993333333,2.3476,4.61793333333
550.32,2.66013333333,4.23453333333,2.75153333333,4.54566666667,2.50233333333,4.44653333333,3.53033333333,2.34666666667,4.62013333333
550.66,2.64646666667,4.22706666666,2.74013333333,4.52853333333,2.50253333333,4.4434,3.54153333333,2.326,4.62866666667
551.01,2.68513333333,4.26653333333,2.79213333333,4.57926666667,2.54206666667,4.488,3.591,2.38346666667,4.6814
551.35,2.703,4.28933333333,2.81693333333,4.60346666667,2.56106666667,4.5184,3.63433333333,2.40693333333,4.70126666667
551.69,2.7118,4.30186666667,2.82213333333,4.60206666667,2.58406666667,4.51426666667,3.6556,2.4118,4.7026
552.03,2.72713333333,4.3158,2.85613333333,4.62066666667,2.60106666666,4.5378,3.70186666667,2.43226666667,4.72866666667
552.38,2.77106666666,4.36033333333,2.89673333333,4.66666666667,2.6484,4.57833333333,3.77826666667,2.4716,4.76866666667
552.72,2.7786,4.38373333333,2.91406666667,4.67353333333,2.65953333333,4.60033333333,3.81053333333,2.49113333333,4.77526666667
553.06,2.7516,4.36146666667,2.89026666667,4.6522,2.62766666667,4.57953333333,3.80266666666,2.45766666667,4.73046666667
553.40,2.7396,4.35013333333,2.8916,4.64346666667,2.62593333333,4.55966666667,3.82193333333,2.45106666667,4.7208
553.74,2.71986666667,4.326,2.88206666667,4.64126666667,2.60366666667,4.533,3.82966666667,2.4358,4.70446666667
554.09,2.71693333333,4.33646666667,2.90073333333,4.63746666667,2.61186666667,4.5274,3.83933333333,2.4448,4.71226666667
554.43,2.72533333333,4.36453333333,2.932,4.66886666666,2.63413333333,4.5468,3.8672,2.466,4.71806666667
554.77,2.70053333333,4.34466666667,2.9356,4.66366666667,2.62386666667,4.53933333333,3.8624,2.429,4.69126666667
555.11,2.68633333333,4.32993333333,2.9428,4.67306666667,2.62546666667,4.52553333333,3.87313333333,2.4072,4.6816
555.45,2.68933333333,4.33466666667,2.95453333333,4.6818,2.6148,4.51866666667,3.8936,2.4106,4.67693333333
555.80,2.66006666667,4.32973333333,2.9396,4.65546666667,2.57806666667,4.48186666667,3.87686666667,2.37606666667,4.6398
556.14,2.62613333333,4.3286,2.94033333333,4.62646666667,2.55126666667,4.4514,3.86113333334,2.35186666667,4.6162
556.48,2.6092,4.33106666667,2.95373333333,4.6212,2.55133333333,4.43986666667,3.87373333333,2.338,4.6008
556.82,2.64,4.35646666667,2.99806666667,4.63333333333,2.59573333334,4.4594,3.92026666666,2.36313333333,4.62766666666
557.16,2.67426666667,4.38786666667,3.03446666667,4.66293333333,2.62726666667,4.47933333333,3.95126666667,2.38686666667,4.64606666667
557.50,2.71926666667,4.42246666667,3.08973333333,4.68753333333,2.67133333333,4.51686666667,4.0044,2.4196,4.6726
557.85,2.74006666667,4.44186666667,3.1062,4.7192,2.687,4.53046666666,4.05086666667,2.42473333334,4.6982
558.19,2.76453333333,4.4496,3.14193333334,4.72933333333,2.70766666667,4.531,4.09046666667,2.43693333333,4.71766666667
558.53,2.75533333333,4.433,3.1372,4.70193333333,2.70586666667,4.49606666667,4.10713333333,2.42513333333,4.70633333333
558.87,2.75873333333,4.4386,3.14006666667,4.6936,2.70266666667,4.49893333333,4.1346,2.4174,4.70126666667
559.21,2.7438,4.42646666667,3.14646666667,4.69446666667,2.70606666667,4.4952,4.16406666667,2.39606666667,4.70193333333
559.55,2.76473333333,4.45073333333,3.1816,4.72226666667,2.74613333333,4.52346666667,4.22346666667,2.4146,4.72786666667
559.89,2.82146666667,4.5008,3.25786666667,4.7962,2.80326666667,4.5872,4.30706666667,2.45906666667,4.7844
560.23,2.85386666667,4.54273333333,3.32493333333,4.85013333333,2.85593333333,4.61613333333,4.37886666667,2.50693333333,4.84726666667
560.58,2.85466666667,4.561,3.35426666667,4.88573333333,2.85746666667,4.60926666667,4.41733333333,2.5146,4.8694
560.92,2.84753333333,4.56633333333,3.37966666667,4.90666666667,2.85593333333,4.61746666666,4.4496,2.51046666667,4.8696
561.26,2.80606666666,4.54593333333,3.36526666667,4.88193333333,2.82506666667,4.6048,4.44906666667,2.46706666667,4.85853333334
561.60,2.7926,4.5368,3.37206666667,4.86206666667,2.81366666667,4.5886,4.4618,2.44606666667,4.8262
561.94,2.797,4.54493333333,3.40146666667,4.882,2.82566666667,4.60006666667,4.50726666667,2.45266666667,4.82893333333
562.28,2.8158,4.5922,3.4362,4.91713333333,2.85526666667,4.62893333333,4.56753333333,2.478,4.85246666667
562.62,2.81166666667,4.609,3.47553333333,4.92353333333,2.87373333333,4.6238,4.61,2.4892,4.85526666667
562.96,2.83126666666,4.64666666667,3.52113333334,4.942,2.905,4.64553333333,4.65793333333,2.51706666667,4.8768
563.30,2.84993333333,4.66486666667,3.5658,4.9646,2.938,4.65393333333,4.7032,2.55046666667,4.8886
563.64,2.84713333333,4.6626,3.57186666667,4.95333333333,2.94953333333,4.65006666667,4.73553333334,2.54266666666,4.877
563.99,2.8342,4.63673333333,3.56946666667,4.9234,2.94073333333,4.6234,4.7638,2.50873333333,4.8484
564.33,2.8516,4.6588,3.62026666667,4.93893333333,2.97566666667,4.64586666667,4.8252,2.51753333333,4.86246666667
564.67,2.84166666667,4.66013333333,3.64766666667,4.93646666667,2.99653333333,4.63606666667,4.872,2.5122,4.86406666667
565.01,2.85366666667,4.68846666667,3.70186666667,4.96053333333,3.02653333333,4.65186666667,4.934,2.5256,4.87566666667
565.35,2.83133333333,4.67786666667,3.71953333333,4.94546666667,3.02386666667,4.63553333333,4.9536,2.51046666667,4.85946666667
565.69,2.82053333333,4.68246666667,3.73753333333,4.92166666667,3.0398,4.6362,4.99166666667,2.50546666667,4.85366666667
566.03,2.83813333333,4.6958,3.79193333333,4.9432,3.06786666667,4.636,5.0596,2.51333333333,4.86706666667
566.37,2.84266666667,4.69233333333,3.82006666667,4.95413333333,3.08486666667,4.62086666667,5.08933333333,2.5118,4.86533333333
566.71,2.83893333333,4.691,3.8576,4.94953333333,3.0994,4.59666666667,5.13033333333,2.50193333333,4.86206666667
567.05,2.83086666667,4.69746666667,3.88906666667,4.95993333333,3.10953333333,4.59213333333,5.17873333333,2.49966666667,4.85626666667
567.39,2.85466666667,4.72206666667,3.9578,4.99013333333,3.157,4.6074,5.26213333333,2.5264,4.8716
567.73,2.84826666667,4.74893333333,4.0058,5.00586666667,3.1756,4.60693333333,5.31153333334,2.5242,4.8718
568.07,2.81593333333,4.7342,4.0296,4.97273333333,3.16446666667,4.57606666667,5.345,2.5004,4.8464
568.41,2.83153333333,4.75386666666,4.08866666667,4.97886666667,3.19173333333,4.58373333333,5.42106666667,2.50793333333,4.85473333333
568.75,2.83566666667,4.75826666667,4.14573333333,4.9838,3.2152,4.57166666667,5.49426666667,2.50646666667,4.85786666667
569.09,2.865,4.7804,4.23393333333,5.01726666667,3.2698,4.6002,5.5974,2.53486666667,4.89046666667
569.43,2.88173333333,4.78913333333,4.28506666667,5.02846666667,3.2802,4.5924,5.6586,2.52333333333,4.89013333333
569.77,2.87666666667,4.791,4.32613333333,5.02686666667,3.29866666667,4.59213333334,5.71493333333,2.51426666667,4.8796
570.11,2.902,4.81726666667,4.40693333333,5.04133333333,3.3498,4.62453333333,5.814,2.53373333333,4.90686666667
570.45,2.88333333333,4.80706666667,4.44333333333,5.0332,3.36533333333,4.62613333333,5.8778,2.5258,4.894
570.79,2.8666,4.79693333333,4.4704,5.01193333333,3.3782,4.6138,5.93126666667,2.496,4.8816
571.13,2.82433333333,4.7644,4.47973333333,4.986,3.3666,4.57073333334,5.9612,2.45813333333,4.85046666667
571.47,2.83513333333,4.76086666667,4.53706666667,4.996,3.4026,4.5804,6.04,2.46573333333,4.85213333333
571.81,2.854,4.77086666667,4.59286666667,5.01233333333,3.45073333333,4.58766666667,6.1116,2.46866666667,4.8578
572.15,2.84473333333,4.77286666667,4.64446666667,5.01166666667,3.47773333333,4.59593333333,6.1842,2.46406666667,4.85133333333
572.49,2.8242,4.7582,4.67113333333,5.00006666666,3.49946666667,4.57993333333,6.22113333333,2.4606,4.83246666667
572.83,2.80686666667,4.763,4.731,5.00453333333,3.53626666667,4.55646666667,6.29173333333,2.4586,4.8208
573.17,2.81286666667,4.79273333333,4.8192,5.04333333333,3.6062,4.5672,6.384,2.48846666667,4.83786666667
573.51,2.84493333333,4.83626666667,4.93726666666,5.083,3.68913333333,4.60186666667,6.48933333333,2.52806666667,4.88613333334
573.85,2.8474,4.85626666667,5.01593333333,5.1034,3.75153333333,4.6268,6.5942,2.5488,4.89393333333
574.19,2.88593333333,4.88746666667,5.11693333333,5.1446,3.82113333333,4.64893333333,6.69906666667,2.58413333333,4.924
574.53,2.8914,4.8974,5.20746666667,5.1486,3.87533333333,4.6434,6.79073333333,2.59126666667,4.93953333333
574.87,2.92993333333,4.94653333333,5.33046666667,5.1752,3.95993333334,4.69233333333,6.9064,2.61953333333,4.97266666667
575.21,2.94246666667,4.96806666667,5.4196,5.18453333334,4.02273333333,4.70073333333,6.99553333333,2.63786666667,4.9772
575.55,2.9398,4.97346666667,5.505,5.19726666666,4.077,4.7074,7.1012,2.644,4.97646666667
575.89,2.926,4.96546666667,5.56353333333,5.19066666667,4.12526666667,4.6768,7.15966666667,2.6252,4.96533333334
576.22,2.95046666667,5.00626666667,5.66846666667,5.22173333334,4.216,4.6822,7.29246666666,2.64593333333,4.99106666667
576.56,2.99673333333,5.04426666667,5.78186666667,5.2488,4.30973333333,4.72893333333,7.41593333333,2.67026666667,5.01793333333
576.90,3.01653333333,5.05666666667,5.88933333333,5.265,4.387,4.7556,7.54873333334,2.68693333333,5.05133333333
577.24,2.97566666667,5.0214,5.92646666667,5.2368,4.4034,4.71146666667,7.63039999999,2.64926666667,5.00533333334
577.58,2.94973333333,5.0094,6.00493333333,5.21173333333,4.42966666666,4.6644,7.68373333333,2.61033333333,4.98106666667
577.92,2.94473333333,5.0278,6.10093333333,5.20206666667,4.49153333333,4.65693333334,7.78959999999,2.58453333333,4.97686666667
578.26,2.9538,5.04646666667,6.22233333333,5.22773333333,4.5678,4.67346666667,7.92086666667,2.59666666667,4.9872
578.60,2.9606,5.05186666667,6.32313333333,5.25546666667,4.6406,4.6674,8.05213333334,2.60933333333,4.99313333333
578.94,2.95946666667,5.05533333333,6.42533333333,5.25973333333,4.70033333333,4.6666,8.16506666667,2.59606666667,4.9986
579.28,2.9762,5.0732,6.54193333334,5.28253333333,4.77986666667,4.66446666667,8.29199999999,2.59633333333,5.00406666667
579.61,2.9866,5.08693333333,6.66226666667,5.29126666666,4.83966666667,4.66646666667,8.42400000001,2.5926,4.99606666666
579.95,2.96513333333,5.0524,6.77673333333,5.27406666667,4.90053333333,4.66773333333,8.53346666667,2.56453333333,4.96646666667
580.29,2.92033333333,5.01993333333,6.86606666667,5.24566666667,4.93746666667,4.62353333333,8.61840000001,2.5206,4.91593333333
580.63,2.88773333333,4.99693333333,6.94473333333,5.23193333333,4.98086666667,4.58593333333,8.70586666666,2.4758,4.8556
580.97,2.93206666667,5.06313333333,7.10933333333,5.27066666667,5.1224,4.62913333333,8.86806666667,2.52266666667,4.90266666667
581.31,2.9492,5.08473333333,7.2362,5.30446666667,5.23646666667,4.6532,9.03466666666,2.54366666667,4.92146666667
581.65,2.95906666667,5.0842,7.37,5.31766666667,5.34066666667,4.6632,9.17619999999,2.56413333333,4.9416
581.98,3.0064,5.12366666667,7.54353333334,5.36546666667,5.48573333333,4.71006666666,9.31873333333,2.59586666666,4.96966666667
582.32,3.0032,5.12673333333,7.66806666666,5.36273333333,5.587,4.708,9.42266666666,2.59833333334,4.97166666667
582.66,3.0226,5.15086666667,7.8236,5.39286666667,5.71706666667,4.73193333333,9.57253333334,2.6424,4.99493333333
583.00,3.05253333333,5.2024,7.99673333333,5.42733333333,5.86106666667,4.78713333333,9.72926666667,2.69886666667,5.0458
583.34,3.08166666667,5.23473333333,8.16053333333,5.46246666667,6.0242,4.8362,9.89806666666,2.74706666667,5.07993333333
583.68,3.1176,5.28673333333,8.32000000001,5.4994,6.15566666667,4.86546666667,10.0149333333,2.78606666667,5.10593333333
584.01,3.19146666667,5.35973333333,8.51366666667,5.58046666667,6.3174,4.93586666667,10.2087333333,2.84366666667,5.18766666667
584.35,3.23526666667,5.41106666667,8.70866666667,5.61806666667,6.49713333333,4.9806,10.3744666667,2.88453333333,5.234
584.69,3.2056,5.3606,8.85793333333,5.59806666667,6.58986666666,4.95286666667,10.4754666667,2.8506,5.19946666666
