wavelength,Back_SpoCorm,Belly_SpoCorm,Breast_SpoCorm,Crissum_SpoCorm,Crown_SpoCorm,DorTail_SpoCorm,Patch10_SpoCorm,Rump_SpoCorm,Throat_SpoCorm,WingTip_SpoCorm
526.94,7.4183,7.62973333333,7.00573333333,7.62793333333,9.0568,9.13696666667,25.1502,11.2064,8.41666666666,9.23153333333
527.28,7.41136666667,7.622,6.9869,7.61893333333,9.04079999999,9.12696666667,25.1655333333,11.2108666667,8.4218,9.21513333333
527.63,7.39086666667,7.61133333333,6.9704,7.59766666667,9.02226666665,9.10633333333,25.1433333333,11.1931333333,8.41266666665,9.19636666667
527.97,7.3894,7.61126666667,6.96123333333,7.5946,9.00393333335,9.10443333333,25.1348666666,11.1862666667,8.40539999999,9.18986666666
528.32,7.40013333333,7.6108,6.97606666667,7.60353333333,9.01593333333,9.1014,25.1688666667,11.2017333333,8.41946666668,9.19683333333
528.66,7.41156666667,7.60926666667,6.9766,7.60893333333,9.019,9.11216666667,25.1902,11.208,8.41526666667,9.20119999999
529.01,7.44893333333,7.6424,7.00156666667,7.6504,9.04646666668,9.1362,25.2120666666,11.2356,8.44553333333,9.22503333334
529.35,7.44806666667,7.63886666667,6.9949,7.6482,9.04739999999,9.12896666667,25.2034,11.2270666667,8.44040000001,9.22936666667
529.70,7.47423333333,7.6642,7.0089,7.6596,9.07019999999,9.1593,25.2368,11.2543333333,8.46659999999,9.25970000001
530.04,7.48036666667,7.67606666667,7.0155,7.67326666667,9.06793333333,9.17046666667,25.2220666667,11.2540666667,8.47106666667,9.27053333333
530.39,7.47976666667,7.6696,7.02013333333,7.67786666667,9.07079999999,9.17303333333,25.2338,11.2578,8.47260000001,9.28116666667
530.73,7.4835,7.67386666667,7.02933333333,7.68406666667,9.06720000001,9.1776,25.2233333333,11.2520666667,8.46766666667,9.27396666667
531.08,7.51223333333,7.70793333333,7.0695,7.7056,9.09713333334,9.20856666667,25.22,11.272,8.48806666667,9.32253333334
531.42,7.52843333333,7.73806666667,7.10116666667,7.73353333333,9.11526666667,9.24146666667,25.2368,11.2849333334,8.50486666666,9.34266666667
531.77,7.54246666667,7.74553333333,7.13203333333,7.75346666667,9.1456,9.25316666667,25.2711333333,11.3129333333,8.53353333333,9.36739999999
532.11,7.5459,7.76606666667,7.13623333333,7.76393333333,9.15153333335,9.26686666667,25.277,11.3233333333,8.54473333335,9.38540000001
532.46,7.53413333333,7.76853333333,7.1336,7.764,9.13926666667,9.2626,25.2491333333,11.3093333333,8.54633333333,9.37776666667
532.80,7.48363333333,7.71713333333,7.0954,7.7238,9.0884,9.22576666667,25.2262,11.2722,8.50933333333,9.36529999999
533.15,7.48753333333,7.72253333333,7.10396666667,7.71733333333,9.09200000001,9.2442,25.2436,11.2861333333,8.52139999999,9.37253333334
533.49,7.49903333333,7.7548,7.12866666667,7.74933333333,9.10439999999,9.2625,25.2728666667,11.313,8.54033333332,9.38116666666
533.84,7.50523333333,7.76246666667,7.14143333333,7.7662,9.12620000001,9.26713333333,25.3061333333,11.3292,8.54479999999,9.39406666667
534.18,7.52126666667,7.76413333333,7.14146666667,7.7698,9.12406666667,9.2758,25.3092666667,11.3398666667,8.5504,9.38903333333
534.52,7.5599,7.80566666667,7.17466666667,7.79573333333,9.16286666667,9.31643333333,25.3697333333,11.3899333333,8.60026666667,9.45156666667
534.87,7.5403,7.7804,7.1586,7.79446666667,9.15833333333,9.302,25.3668,11.371,8.57866666667,9.43346666667
535.21,7.56323333333,7.78473333334,7.1689,7.80893333333,9.17806666666,9.30320000001,25.3995333333,11.3908,8.59106666667,9.46386666666
535.56,7.57083333333,7.78486666667,7.1569,7.80446666667,9.17280000001,9.29829999999,25.3884,11.3888666667,8.57380000001,9.45943333333
535.90,7.56423333333,7.765,7.13346666667,7.78746666667,9.15353333333,9.28016666667,25.3782666667,11.3654666667,8.56000000001,9.44256666667
536.25,7.5844,7.77353333333,7.15613333333,7.7986,9.16779999999,9.29519999999,25.3684666667,11.3708666667,8.57740000001,9.47446666666
536.59,7.57306666667,7.77273333333,7.1372,7.7886,9.17653333334,9.29350000001,25.3685333333,11.3590666667,8.57893333332,9.45189999999
536.93,7.571,7.78673333333,7.1482,7.8078,9.18966666667,9.30086666667,25.3552666667,11.359,8.58920000001,9.4556
537.28,7.5724,7.795,7.15533333333,7.79806666667,9.20906666667,9.30033333333,25.3536666667,11.3596,8.6,9.45920000001
537.62,7.58546666667,7.8082,7.17513333333,7.81006666667,9.22526666667,9.31546666667,25.3434666667,11.3670666667,8.62126666667,9.48196666667
537.97,7.62563333333,7.8458,7.23306666667,7.8468,9.26566666667,9.34906666667,25.3772,11.3904666667,8.65433333333,9.53
538.31,7.61873333333,7.8544,7.24733333333,7.86073333333,9.2626,9.34840000001,25.3608666667,11.3864666667,8.64693333333,9.50553333334
538.65,7.6444,7.8582,7.26083333333,7.86613333333,9.26233333333,9.34706666667,25.3672666666,11.4008,8.66546666668,9.51529999999
539.00,7.6426,7.8598,7.28016666667,7.86673333333,9.25153333333,9.35796666667,25.3770666667,11.4194666667,8.67113333334,9.50686666666
539.34,7.66463333333,7.896,7.3197,7.90706666667,9.29333333332,9.40356666666,25.4154666667,11.4596666667,8.72466666667,9.52493333334
539.69,7.66766666667,7.9072,7.34723333333,7.91553333333,9.31513333333,9.43080000001,25.4468,11.4866,8.73506666667,9.52703333333
540.03,7.67303333333,7.91413333333,7.35466666667,7.92626666667,9.33566666667,9.43003333333,25.4828,11.5199333333,8.74526666667,9.53196666667
540.37,7.6835,7.91566666666,7.36646666667,7.92653333333,9.32466666667,9.42843333334,25.4828,11.5274,8.73719999999,9.52796666666
540.72,7.6662,7.88366666667,7.34773333333,7.90146666667,9.30513333332,9.40513333333,25.4812,11.5138666667,8.71526666667,9.51336666666
541.06,7.64136666667,7.84773333333,7.3089,7.8702,9.2632,9.36473333333,25.4397333333,11.4709333333,8.66526666665,9.49596666667
541.40,7.64956666667,7.84653333333,7.32436666667,7.87006666667,9.25233333333,9.36706666667,25.4306666667,11.4723333333,8.67206666667,9.49816666667
541.75,7.61306666667,7.82093333333,7.28966666667,7.8388,9.21733333334,9.32683333333,25.3817333333,11.428,8.62846666667,9.4708
542.09,7.59286666667,7.79413333333,7.28246666667,7.8224,9.20946666667,9.2988,25.3554,11.4006,8.60880000001,9.4614
542.43,7.57353333333,7.78986666667,7.26366666667,7.80726666667,9.19826666667,9.28493333333,25.3552,11.3910666667,8.59953333333,9.45836666666
542.78,7.5801,7.78693333333,7.2583,7.81273333334,9.20766666665,9.26926666667,25.3244666667,11.3684666667,8.59153333335,9.45769999999
543.12,7.55546666667,7.75733333333,7.23166666667,7.77993333333,9.17533333332,9.22736666667,25.2845333333,11.3316666667,8.55260000001,9.44509999999
543.46,7.55713333333,7.76926666667,7.24486666667,7.78366666667,9.16866666668,9.21786666667,25.2258,11.3247333333,8.56619999999,9.46733333333
543.81,7.57433333333,7.7984,7.26166666667,7.81746666667,9.17413333333,9.23973333333,25.2359333333,11.3431333333,8.579,9.50540000001
544.15,7.57963333333,7.812,7.26286666667,7.8342,9.19946666667,9.26266666667,25.2332666667,11.3251333333,8.58726666667,9.51536666666
544.49,7.5901,7.83673333334,7.2814,7.8636,9.21146666668,9.27360000001,25.2212,11.3226,8.60126666668,9.53863333333
544.84,7.60336666667,7.8608,7.3207,7.8814,9.23293333333,9.31076666667,25.2536,11.3456,8.64226666667,9.56889999999
545.18,7.59266666667,7.86493333334,7.3084,7.89266666667,9.24406666668,9.30506666667,25.2842,11.3527333333,8.6444,9.56766666667
545.52,7.60623333333,7.87266666667,7.3399,7.9314,9.27186666667,9.3416,25.2876666667,11.3706666667,8.6802,9.60223333333
545.87,7.61536666667,7.87933333333,7.3267,7.92566666667,9.26140000001,9.34826666667,25.2716,11.3672,8.67926666667,9.58966666666
546.21,7.65333333333,7.92866666667,7.37976666667,7.97646666667,9.31146666665,9.39066666667,25.3089333333,11.4086,8.72646666667,9.61783333333
546.55,7.69376666667,7.98353333333,7.41976666667,8.01773333333,9.35426666667,9.44616666667,25.3792,11.4533333333,8.7728,9.66726666667
546.90,7.731,8.0248,7.46726666667,8.06593333333,9.38520000001,9.48333333334,25.4044666667,11.4717333334,8.79753333333,9.71056666667
547.24,7.71053333333,8.01,7.41683333333,8.0628,9.35726666667,9.44456666667,25.4393333333,11.4550666667,8.75873333333,9.69046666667
547.58,7.6983,7.9914,7.41786666667,8.026,9.33953333333,9.4126,25.4124,11.4192666667,8.73826666667,9.65039999999
547.92,7.74943333333,8.032,7.4812,8.0666,9.3498,9.44326666666,25.4752,11.4722,8.77400000001,9.68860000001
548.27,7.8015,8.088,7.528,8.10246666666,9.38333333333,9.49589999999,25.5499333333,11.546,8.82226666666,9.7374
548.61,7.80453333333,8.05993333333,7.5127,8.11686666667,9.37193333333,9.46099999999,25.5354666667,11.5348,8.81066666665,9.7106
548.95,7.76873333333,8.02546666667,7.4682,8.06873333333,9.31920000001,9.41219999999,25.4698,11.4744666667,8.76586666667,9.66746666667
549.29,7.8247,8.091,7.51063333333,8.11066666667,9.37306666667,9.46743333334,25.5614666667,11.5529333333,8.83439999999,9.70543333334
549.64,7.84376666667,8.1176,7.5409,8.1548,9.40946666667,9.49016666667,25.6223333333,11.5932666667,8.85766666665,9.75246666667
549.98,7.80273333333,8.05653333334,7.48826666667,8.08846666667,9.34273333333,9.42080000001,25.5776666667,11.5488666667,8.79439999999,9.68593333333
550.32,7.7728,8.01106666667,7.44003333333,8.04713333333,9.28260000001,9.3721,25.5218666667,11.5232,8.74793333333,9.65676666666
550.66,7.79216666667,8.01733333333,7.43333333333,8.05866666667,9.31726666666,9.39083333333,25.5486,11.553,8.7652,9.68783333333
551.01,7.87643333334,8.06953333333,7.5393,8.151,9.40466666667,9.47899999999,25.6273333333,11.6269333333,8.85026666666,9.768
551.35,7.8425,8.0432,7.48866666667,8.15073333333,9.40626666667,9.47570000001,25.6447333333,11.6186,8.84753333333,9.75316666666
551.69,7.81386666667,8.03273333333,7.46913333333,8.1438,9.41820000001,9.45673333334,25.5856666667,11.6132666667,8.8152,9.76466666666
552.03,7.80433333333,8.00793333333,7.4256,8.14153333333,9.41933333334,9.41966666667,25.5944,11.5899333333,8.79466666667,9.76443333333
552.38,7.8474,8.0808,7.47223333333,8.2066,9.47873333335,9.52123333333,25.6850666667,11.6731333333,8.84519999999,9.82313333333
552.72,7.9432,8.19893333333,7.56316666667,8.2732,9.57840000001,9.62786666667,25.823,11.7775333333,8.94793333332,9.96319999999
553.06,7.89303333333,8.1362,7.4965,8.23933333333,9.52133333333,9.55353333334,25.7906,11.7379333333,8.88460000001,9.90916666667
553.40,7.90946666667,8.15326666667,7.4928,8.2344,9.53286666667,9.57856666667,25.812,11.763,8.91533333334,9.9208
553.74,7.8932,8.13946666667,7.4669,8.23493333333,9.54673333333,9.58153333334,25.7726666667,11.7332,8.94586666666,9.92946666667
554.09,7.82986666667,8.11573333333,7.42343333333,8.1866,9.526,9.53986666667,25.7422666667,11.6868,8.91346666667,9.88559999999
554.43,7.7849,8.10046666667,7.39593333333,8.1704,9.48033333334,9.52176666667,25.7572666667,11.6723333333,8.89920000001,9.85569999999
554.77,7.78643333333,8.10613333333,7.38,8.14226666667,9.49953333333,9.52723333334,25.7726,11.6593333333,8.88759999999,9.85196666666
555.11,7.8021,8.1054,7.39243333333,8.1348,9.49766666667,9.5276,25.7631333333,11.6446666667,8.89833333333,9.87533333333
555.45,7.72713333333,8.04533333333,7.32993333333,8.06053333333,9.43593333333,9.44313333334,25.7541333333,11.5594666667,8.84700000001,9.80936666667
555.80,7.8044,8.09686666667,7.37116666667,8.08126666667,9.4648,9.48156666666,25.7282,11.5601333333,8.8822,9.82919999999
556.14,7.78076666667,8.0604,7.3172,7.999,9.4094,9.40796666667,25.6602666667,11.5008666667,8.83186666667,9.79203333333
556.48,7.8267,8.10593333333,7.3772,8.10146666667,9.47786666666,9.48633333334,25.7214666667,11.5546,8.89399999999,9.82713333334
556.82,7.8913,8.16813333333,7.45626666667,8.13406666667,9.54206666665,9.55473333334,25.7628666667,11.5892,8.96560000001,9.9245
557.16,7.88233333333,8.14813333333,7.4516,8.13853333334,9.51040000001,9.52173333333,25.7510666666,11.5537333333,8.92573333334,9.8989
557.50,7.86436666667,8.14166666667,7.43976666667,8.1018,9.44213333334,9.4687,25.7436666667,11.4992666667,8.83146666665,9.87079999999
557.85,7.8844,8.15466666667,7.46566666667,8.14373333333,9.4556,9.53303333334,25.7888,11.5222666667,8.87013333334,9.91196666667
558.19,7.84946666667,8.09426666667,7.43113333333,8.10033333333,9.41626666667,9.45333333333,25.769,11.4720666667,8.83486666666,9.85486666667
558.53,7.80343333333,8.03226666667,7.37936666667,8.0418,9.35080000001,9.4229,25.7621333333,11.4615333333,8.81459999999,9.79486666666
558.87,7.83753333333,8.0666,7.42203333334,8.07093333333,9.36246666667,9.46179999999,25.8264666667,11.5013333333,8.82886666666,9.82386666666
559.21,7.94686666667,8.17186666666,7.50973333333,8.1942,9.45506666666,9.57256666667,25.8777333333,11.6222,8.95399999999,9.93923333333
559.55,7.86453333333,8.1158,7.4737,8.16673333333,9.414,9.56123333333,25.9146,11.6231333333,8.93086666665,9.8838
559.89,7.89473333333,8.17133333333,7.55806666667,8.21906666667,9.4902,9.62313333333,25.9484666666,11.6603333333,8.99993333333,9.92686666667
560.23,7.89453333333,8.1462,7.53326666667,8.1802,9.44886666667,9.56036666667,25.8794666667,11.6222,8.94606666667,9.85973333333
560.58,7.8837,8.13653333333,7.51676666667,8.16226666667,9.43613333333,9.56513333334,25.863,11.6298666667,8.90126666667,9.82130000001
560.92,7.862,8.13686666667,7.51056666667,8.16226666667,9.44466666667,9.56176666667,25.8679333333,11.6366666667,8.92473333334,9.82996666667
561.26,7.9479,8.22373333333,7.57983333333,8.28426666667,9.57633333334,9.69326666667,25.9767333333,11.7704666667,9.03346666667,9.93856666667
561.60,7.98153333333,8.2496,7.62596666667,8.31446666667,9.59740000001,9.69050000001,25.9793333333,11.7992,9.08046666665,9.95493333333
561.94,8.05343333334,8.3238,7.69296666667,8.37526666667,9.67933333333,9.79683333334,26.0059333333,11.8731333333,9.14459999999,10.0461
562.28,8.06883333333,8.34366666667,7.72766666667,8.41073333333,9.72966666666,9.8117,25.9939333333,11.8846666667,9.17006666667,10.0941666667
562.62,8.04223333333,8.3204,7.7182,8.4028,9.72880000001,9.8016,25.9590666667,11.8988,9.16639999999,10.1129
562.96,8.01783333334,8.28526666666,7.66893333333,8.33886666667,9.69193333333,9.75800000002,25.9675333333,11.8680666667,9.12206666667,10.0754666667
563.30,8.02843333333,8.26113333333,7.64123333333,8.32326666667,9.6732,9.71523333333,25.9255333333,11.8237333334,9.09586666667,10.0902333333
563.64,7.9787,8.21726666667,7.58743333333,8.28473333333,9.63300000001,9.67736666668,25.9048666666,11.7953333333,9.05893333333,10.0788333333
563.99,7.8991,8.1606,7.50843333333,8.21753333333,9.61293333332,9.62126666666,25.8833333333,11.7618666667,9.01233333335,10.0485
564.33,7.83756666667,8.10733333334,7.45396666667,8.2012,9.54313333333,9.5723,25.8972666667,11.7201333333,8.99393333335,10.0119
564.67,7.82376666667,8.06746666667,7.4216,8.16126666667,9.537,9.57690000001,25.8937333333,11.7076666667,8.98506666666,9.99850000001
565.01,7.86526666667,8.09306666667,7.4514,8.1714,9.57280000001,9.58216666667,25.9228,11.7136,9.03186666666,10.0142666667
565.35,7.81893333333,8.08526666667,7.40773333333,8.1236,9.54286666665,9.5487,25.9376,11.6670666667,8.95953333333,9.96576666668
565.69,7.7952,8.0804,7.3721,8.09546666667,9.49393333334,9.51233333333,25.9168,11.6422666667,8.95999999999,9.90506666667
566.03,7.74863333333,8.06046666667,7.34176666667,8.0888,9.438,9.50943333333,25.9148,11.619,8.92113333335,9.86240000001
566.37,7.67193333333,7.98926666667,7.2608,8.03693333333,9.376,9.42726666667,25.8715333333,11.5285333333,8.83006666666,9.74600000001
566.71,7.68726666667,7.999,7.29643333333,8.041,9.38853333333,9.45083333333,25.8596,11.5204,8.83786666666,9.7717
567.05,7.61936666667,7.9716,7.26433333333,8.00873333333,9.35466666668,9.41193333333,25.8272666667,11.5098,8.79373333333,9.71650000001
567.39,7.6264,7.9362,7.22983333333,7.99373333333,9.33760000001,9.39996666667,25.8078666667,11.4808666667,8.77453333334,9.69193333333
567.73,7.6162,7.91193333333,7.22423333333,7.97913333333,9.30873333334,9.40566666667,25.7562666666,11.4536,8.75593333333,9.66059999999
568.07,7.6525,7.94526666667,7.228,7.97273333333,9.35526666667,9.42146666666,25.7657333333,11.4636,8.77366666668,9.67326666667
568.41,7.67473333333,7.981,7.2771,8.0032,9.38533333333,9.44129999999,25.8138,11.4942666667,8.79986666667,9.71226666666
568.75,7.62216666667,7.9378,7.24203333333,7.96713333333,9.33973333332,9.42340000001,25.7960666667,11.4558,8.7468,9.66833333334
569.09,7.67263333333,7.9502,7.28793333333,8.01213333333,9.38059999999,9.46283333333,25.814,11.5038,8.79333333333,9.72086666666
569.43,7.65153333333,7.95626666667,7.2826,7.9992,9.38053333333,9.46636666667,25.82,11.5052666667,8.78346666667,9.74616666667
569.77,7.66793333333,7.96026666667,7.26976666667,7.97566666667,9.39753333332,9.45363333334,25.7754,11.5008,8.79013333335,9.76863333334
570.11,7.7834,8.07893333333,7.39883333333,8.0556,9.49633333333,9.57703333333,25.8836,11.6274,8.93059999999,9.89809999999
570.45,7.78533333333,8.08486666667,7.41336666667,8.05613333333,9.50066666666,9.59926666666,25.9098,11.6499333333,8.93726666667,9.88493333333
570.79,7.8674,8.16546666667,7.47716666667,8.10706666667,9.56726666665,9.6952,25.9807333333,11.7054,9.02226666667,9.95956666668
571.13,7.87766666667,8.211,7.49043333333,8.1282,9.55440000001,9.71280000001,25.9892,11.7291333333,9.02893333332,9.9766
571.47,7.89303333333,8.22013333334,7.51726666667,8.15773333333,9.55493333332,9.7382,26.0334666667,11.756,9.05753333335,10.007
571.81,7.94483333333,8.28626666667,7.58976666667,8.21226666667,9.60573333334,9.78599999998,26.0813333333,11.8224,9.11833333333,10.0697
572.15,7.9792,8.334,7.61763333333,8.2798,9.63586666667,9.82473333334,26.1062666667,11.8431333333,9.14966666668,10.1085
572.49,7.96136666667,8.29193333333,7.59926666667,8.2478,9.60346666667,9.78703333334,26.0776666667,11.8159333333,9.12019999999,10.1012
572.83,7.97076666667,8.27686666667,7.5767,8.24226666667,9.58233333335,9.75606666666,26.0596,11.812,9.09759999999,10.0880333333
573.17,7.97793333333,8.27133333333,7.58433333333,8.25153333333,9.59733333333,9.75466666666,26.0444,11.796,9.08520000001,10.0837666667
573.51,8.0349,8.32453333333,7.63653333333,8.31373333333,9.63993333333,9.7822,26.1513333333,11.8446,9.13146666667,10.1208
573.85,7.98926666667,8.2686,7.5706,8.25046666667,9.60159999999,9.71756666668,26.0878666667,11.7753333333,9.07733333332,10.0834
574.19,7.9121,8.20266666667,7.4864,8.2176,9.53746666667,9.61853333334,26.0356,11.7052,9.01946666666,10.0454666667
574.53,7.90146666667,8.18193333334,7.4829,8.2118,9.50626666666,9.60179999999,26.0134666667,11.6980666667,9.0148,10.0347
574.87,7.89363333333,8.15753333333,7.50526666667,8.23246666666,9.54733333333,9.60136666667,26.0538666667,11.7188666667,9.02246666667,10.0477333333
575.21,7.87983333333,8.12026666666,7.47703333333,8.20146666667,9.53006666666,9.55876666666,26.0537333333,11.6888666667,8.98720000001,10.016
575.55,7.8304,8.07386666667,7.4172,8.1886,9.47713333334,9.51550000001,26.0124666667,11.6250666667,8.94700000001,9.98626666667
575.89,7.7887,7.99826666666,7.3556,8.1128,9.41600000001,9.45783333333,25.9447333333,11.5813333333,8.87906666666,9.91256666665
576.22,7.819,8.06306666667,7.40326666667,8.15586666667,9.46446666667,9.52503333333,25.9946,11.6432,8.94413333333,9.98576666666
576.56,7.79186666667,8.0552,7.41046666667,8.13013333333,9.47313333334,9.54833333333,26.0204666667,11.6538666667,8.97059999999,9.98053333332
576.90,7.83803333333,8.08833333333,7.44853333333,8.171,9.51026666667,9.58753333333,26.0452,11.6927333333,9.01486666667,10.0126666667
577.24,7.7894,8.0324,7.4153,8.1062,9.46186666666,9.56656666666,25.9100666667,11.6370666667,8.96946666667,9.95763333333
577.58,7.8492,8.09606666667,7.465,8.1814,9.51280000001,9.63823333334,25.9544,11.6932,9.02433333333,10.0177333333
577.92,7.98636666667,8.2172,7.60176666667,8.30726666667,9.62946666667,9.79933333334,26.0355333333,11.816,9.15253333333,10.1295333333
578.26,7.99523333333,8.24773333333,7.63543333333,8.3388,9.67400000001,9.8061,26.0274,11.8336,9.17540000001,10.1568666667
578.60,7.98336666667,8.25606666667,7.62843333333,8.33266666667,9.64533333333,9.7981,26.0267333333,11.8273333333,9.17413333333,10.1693666667
578.94,8.0015,8.3262,7.65916666667,8.38346666667,9.67906666666,9.86776666666,26.0271333333,11.8684666667,9.24693333333,10.2496666667
579.28,8.05776666667,8.38153333333,7.7474,8.42153333333,9.74253333334,9.93210000002,26.0702666667,11.9342666667,9.31120000001,10.2902666667
579.61,8.1138,8.454,7.8129,8.4698,9.79539999999,9.98293333332,26.0954,12.0107333333,9.37919999999,10.3512666667
579.95,8.16336666667,8.5044,7.8534,8.54546666667,9.82253333332,10.0107,26.1196,12.0486666667,9.40053333333,10.3558666667
580.29,8.12193333333,8.51386666667,7.83123333333,8.561,9.79233333333,9.9865,26.0445333333,12.0074666667,9.37706666667,10.3201666667
580.63,8.07383333333,8.46653333333,7.78846666667,8.5084,9.75019999999,9.94416666666,26.0238666667,11.9864666667,9.36299999999,10.3132666667
580.97,8.106,8.51093333333,7.83523333333,8.58753333333,9.79700000001,9.95273333332,26.0879333333,12.0230666667,9.37713333333,10.3653
581.31,8.06436666667,8.49146666667,7.80966666667,8.57046666667,9.73466666666,9.93033333332,26.0829333333,11.9874,9.36040000001,10.3425
581.65,8.01923333333,8.4602,7.7559,8.49953333333,9.69493333334,9.86123333334,26.0194,11.9594666667,9.30826666667,10.3047666667
581.98,7.96056666667,8.359,7.66963333333,8.43166666667,9.62466666665,9.80946666668,26.0094666667,11.9026,9.24606666666,10.2622333333
582.32,8.01423333333,8.41466666667,7.73123333333,8.45426666667,9.6934,9.85563333334,26.0044666667,11.9093333333,9.30053333333,10.2962666667
582.66,7.99036666667,8.40846666667,7.69356666667,8.38773333333,9.69373333333,9.78613333334,25.9904666667,11.8904,9.249,10.2153666667
583.00,8.00666666667,8.4104,7.7074,8.37746666666,9.7044,9.80133333334,26.0142666667,11.8854,9.24280000001,10.2364
583.34,7.97713333333,8.41373333333,7.69783333333,8.34406666667,9.70126666665,9.75786666668,26.0443333333,11.8362666667,9.27419999999,10.2624666667
583.68,7.94903333333,8.39553333333,7.68873333333,8.30473333333,9.67113333333,9.72523333333,25.9601333334,11.8002666667,9.27713333333,10.2340666667
584.01,7.9496,8.38866666667,7.65043333333,8.31346666667,9.68686666666,9.73289999999,25.9666666667,11.7870666667,9.27346666668,10.2577333333
584.35,7.95363333333,8.3904,7.62526666667,8.3226,9.66140000001,9.73853333335,25.9454666667,11.7712,9.22499999999,10.2461
584.69,7.9007,8.34926666667,7.56466666667,8.24086666667,9.60993333332,9.69673333334,25.8965333333,11.7212666667,9.20986666666,10.2069666667
585.03,7.84816666667,8.27413333333,7.5278,8.1796,9.57973333335,9.59313333333,25.8148,11.6596666667,9.12113333333,10.1397
585.37,7.83673333333,8.28453333333,7.5575,8.19706666667,9.60033333333,9.61789999999,25.8199333333,11.6328,9.14353333335,10.0795333333
585.70,7.88433333333,8.39553333333,7.6354,8.26733333333,9.65146666665,9.68220000001,25.8716,11.68,9.18853333334,10.116
586.04,7.881,8.37273333333,7.62116666667,8.277,9.60906666667,9.65909999999,25.8674666667,11.6909333333,9.19346666667,10.0788666667
586.38,7.91073333333,8.39933333333,7.68583333333,8.3692,9.63146666668,9.69283333333,25.8793333333,11.6786666667,9.2478,10.1389
586.72,7.9211,8.41806666666,7.6741,8.41213333333,9.6282,9.70466666668,25.8734666667,11.6937333333,9.22333333334,10.1127333333
587.06,7.89356666667,8.38173333333,7.65486666667,8.44173333333,9.57886666667,9.69703333334,25.7825333333,11.669,9.16426666667,10.0453
587.39,7.8904,8.3608,7.65073333333,8.4362,9.58986666667,9.71046666668,25.8448666667,11.6606666667,9.1478,10.0303333333
587.73,8.03196666667,8.46286666667,7.7799,8.522,9.67146666668,9.81163333333,25.9954666667,11.8009333333,9.30833333334,10.1046666667
588.07,8.04923333333,8.4692,7.84046666667,8.55413333333,9.71233333333,9.84313333335,26.0630666667,11.8494666667,9.36580000001,10.1259333333
588.41,8.09553333333,8.48413333333,7.86473333333,8.59973333333,9.74393333334,9.89943333333,26.1088666667,11.8707333333,9.38579999999,10.1305333333
588.74,8.18343333333,8.5922,7.92373333333,8.70446666667,9.82413333334,10.0147666667,26.1536,11.9772,9.46773333333,10.2104333333
589.08,8.23283333333,8.59873333333,7.8822,8.73933333333,9.84766666667,10.0457333333,26.2158,12.0262666667,9.48879999999,10.2682333333
589.42,8.30423333333,8.62293333333,7.93623333333,8.76906666667,9.90266666668,10.0845,26.2386666667,12.0445333333,9.52906666667,10.3452666667
589.76,8.28296666667,8.6152,7.93843333333,8.7668,9.91413333333,10.1289,26.28,12.0290666667,9.54253333333,10.3566
590.09,8.31316666667,8.61253333333,7.9444,8.7674,9.93466666666,10.2003,26.339,12.0750666667,9.56913333333,10.3630333333
590.43,8.19776666667,8.48806666667,7.8157,8.61066666667,9.8438,10.0519333333,26.2346,11.9717333333,9.48546666667,10.3047333333
590.77,8.19433333334,8.47,7.80663333333,8.55693333333,9.86426666667,10.0614333333,26.2602,11.9399333333,9.47646666665,10.3069333333
591.11,8.14523333333,8.44553333333,7.7451,8.55266666667,9.83033333333,10.0414666667,26.2016666667,11.91,9.43346666666,10.3189
591.44,8.1019,8.41646666667,7.7042,8.528,9.82666666666,9.99383333332,26.1583333333,11.8594,9.37126666667,10.3364
591.78,8.16863333333,8.51613333333,7.76613333333,8.58466666667,9.89146666667,10.0627666667,26.1692666667,11.9032666667,9.45360000001,10.3948666667
592.12,8.1625,8.55666666667,7.78216666667,8.6094,9.86953333335,10.0708333333,26.1562,11.9123333333,9.45826666667,10.4379666667
592.46,8.17303333333,8.56446666667,7.78263333333,8.6086,9.88853333334,10.0828666667,26.2428666667,11.9093333333,9.50279999999,10.4600333333
592.79,8.03316666667,8.48586666667,7.69603333333,8.49146666667,9.79206666667,9.95536666667,26.1603333333,11.8165333333,9.40466666666,10.3708333333
593.13,7.84823333334,8.357,7.54276666666,8.35993333333,9.65053333333,9.7889,26.0431333333,11.6814,9.26080000001,10.1897333333
593.47,7.8116,8.33733333333,7.4967,8.3334,9.63746666667,9.72710000001,26.0037333333,11.6718,9.18386666666,10.1427666667
593.80,7.76376666666,8.30813333333,7.46206666667,8.26086666667,9.59259999999,9.64396666666,25.9808,11.648,9.13933333333,10.1023333333
594.14,7.81503333333,8.3368,7.51286666667,8.30686666667,9.64180000001,9.7221,26.049,11.6830666667,9.20719999999,10.1671666667
594.48,7.85836666667,8.39093333333,7.57776666667,8.3772,9.69266666667,9.78939999999,26.159,11.7492,9.2706,10.2342
594.81,7.86823333333,8.41086666667,7.6063,8.3508,9.68319999999,9.7732,26.1878,11.7644,9.28980000001,10.2584333333
595.15,7.81773333333,8.37226666667,7.57996666667,8.27773333333,9.65173333332,9.77453333333,26.1292,11.7112666667,9.22033333333,10.196
595.49,7.6829,8.2238,7.45493333333,8.11626666667,9.52426666667,9.64613333334,26.0368666667,11.5674,9.05819999999,10.0499333333
595.82,7.75016666667,8.26506666667,7.50803333333,8.16273333333,9.60226666667,9.72476666667,26.1277333333,11.6472,9.1302,10.0976333333
