wavelength,Back_ThlRufm,Belly_ThlRufm,Breast_ThlRufm,Crissum_ThlRufm,Crown_ThlRufm,DorTail_ThlRufm,Patch10_ThlRufm,Rump_ThlRufm,Throat_ThlRufm,WingTip_ThlRufm
558.87,15.7965,58.4980833333,54.0815,48.3110833333,15.0184166666,15.6145833333,28.9584166667,18.0665833333,57.6278333333,14.03825
559.21,15.817,58.546,54.0935,48.3323333334,15.0499166667,15.6024166667,28.97,18.0611666667,57.69775,14.03
559.55,15.7955,58.4283333333,53.98875,48.2308333333,15.0649166667,15.5795833333,28.9194166667,18.0341666667,57.619,13.984
559.89,15.8026666667,58.4985833333,54.0745833333,48.3006666667,15.0811666666,15.5911666667,28.8945833333,18.0260833334,57.6514166667,13.9804166666
560.23,15.7654166667,58.5129166666,54.10325,48.3509166667,15.1065,15.5706666667,28.9050833333,17.98825,57.6350833333,13.957
560.58,15.7558333333,58.5458333333,54.1265833333,48.3628333333,15.0951666667,15.52825,28.91325,17.9835,57.6870833333,13.94925
560.92,15.6729166667,58.4635,54.05775,48.2961666667,15.1133333333,15.47525,28.84825,17.91075,57.6138333333,13.9096666667
561.26,15.6570833333,58.4434166667,53.961,48.2175,15.1470833333,15.4944166667,28.8085833334,17.92225,57.53775,13.94475
561.60,15.5960833334,58.4913333333,53.9685,48.2678333333,15.145,15.4423333333,28.7778333333,17.871,57.536,13.8950833333
561.94,15.60275,58.5243333333,54.024,48.30425,15.2420833333,15.47025,28.8195833333,17.9103333333,57.5425833334,13.9545833333
562.28,15.6310833334,58.5866666667,54.0753333333,48.32975,15.3225833333,15.527,28.8429166667,17.9105,57.6051666667,13.9741666666
562.62,15.6695,58.61175,54.1029166667,48.34775,15.4000833333,15.5546666667,28.8698333334,17.9538333334,57.64675,13.9979166666
562.96,15.6544166667,58.6078333334,54.1105,48.36175,15.4545833333,15.5574166667,28.8769166667,17.9415833333,57.5963333333,14.0183333333
563.30,15.675,58.67275,54.1773333333,48.39675,15.5249166667,15.5788333333,28.90275,17.9443333333,57.6380833333,14.0730833333
563.64,15.68925,58.6766666667,54.1519166667,48.4006666667,15.5900833333,15.5825,28.9151666666,17.96175,57.6408333334,14.0873333333
563.99,15.66375,58.6258333333,54.0493333333,48.3214166667,15.6426666666,15.57325,28.8746666667,17.9383333333,57.5800833333,14.0840833333
564.33,15.7011666666,58.6588333333,54.0481666667,48.3366666667,15.7541666667,15.621,28.8608333333,17.9424166667,57.6076666667,14.1125833333
564.67,15.7740833333,58.7383333333,54.1118333333,48.3895,15.8435,15.6921666667,28.9145,17.9894166667,57.678,14.1640833333
565.01,15.8149166667,58.8519166667,54.2316666667,48.5215833334,15.93425,15.7334166667,28.9790833333,18.0430833333,57.75375,14.2070833334
565.35,15.8855833333,58.8984166667,54.2708333333,48.5463333333,16.00175,15.7785,29.02125,18.084,57.8191666667,14.26225
565.69,15.882,58.8775,54.25425,48.555,16.0555,15.7871666667,29.0044166666,18.0718333333,57.8123333333,14.23875
566.03,15.869,58.8673333333,54.254,48.5368333333,16.09175,15.7825833333,28.9986666667,18.0683333333,57.8139166667,14.2405833333
566.37,15.8504166667,58.883,54.2610833333,48.579,16.12675,15.7845,29.0153333333,18.0479166666,57.8556666667,14.2394166667
566.71,15.8813333333,58.9645833333,54.3520833333,48.6668333333,16.1974166667,15.79975,29.0474166667,18.0768333334,57.9279166666,14.23925
567.05,15.8824166667,58.9853333333,54.3876666667,48.7161666667,16.2396666667,15.7981666666,29.0613333333,18.0868333334,57.9690833333,14.2429166667
567.39,15.868,59.05475,54.4708333334,48.7785833333,16.2793333333,15.8130833333,29.1121666667,18.1063333333,58.0315,14.2470833333
567.73,15.8971666667,59.1469166667,54.5634166667,48.889,16.3315,15.84425,29.1765833333,18.1615833333,58.1245833333,14.2764166667
568.07,15.9555833333,59.20225,54.6538333334,48.99675,16.4459166666,15.8978333333,29.2453333333,18.2510833333,58.1920833333,14.3516666667
568.41,15.9973333333,59.2363333333,54.6498333334,49.04925,16.511,15.9143333333,29.24325,18.2566666666,58.1903333333,14.37925
568.75,15.9885833334,59.1413333333,54.56375,48.94725,16.5301666667,15.8896666667,29.2075,18.22325,58.1360833333,14.3585833333
569.09,15.99725,59.1519166666,54.5684166667,48.9465,16.6413333333,15.9248333334,29.2568333333,18.2558333334,58.1541666667,14.3789166667
569.43,16.0075,59.2208333334,54.5795,48.9628333333,16.6684166667,15.93575,29.2829166667,18.26375,58.1796666667,14.3909166666
569.77,16.0414166667,59.3234166667,54.6435833334,49.0361666667,16.7454166667,15.9681666667,29.2963333333,18.2890833333,58.269,14.4493333333
570.11,16.08475,59.4043333333,54.68725,49.06875,16.81,16.0029166667,29.3153333333,18.3125,58.2631666667,14.4783333333
570.45,16.0228333333,59.3029166667,54.5431666667,48.97125,16.8183333333,15.98775,29.2418333334,18.2609166666,58.1220833333,14.455
570.79,16.0385,59.3715833333,54.5480833333,48.9750833333,16.8798333333,16.0151666667,29.2478333333,18.2630833334,58.1224166666,14.45575
571.13,16.0454166666,59.4616666667,54.5931666666,49.0334166666,16.9224166667,16.0230833333,29.2445833334,18.2349166667,58.1784166667,14.469
571.47,16.0190833333,59.3889166667,54.5128333334,48.9336666667,16.9506666667,16.0060833333,29.2048333333,18.1991666667,58.09975,14.4439166667
571.81,15.9484166667,59.4040833333,54.4860833333,48.9264166667,16.92725,15.941,29.1650833333,18.131,58.0575833333,14.38625
572.15,15.912,59.4174166667,54.5268333333,48.9240833333,16.92675,15.92225,29.1893333333,18.1243333333,58.0750833333,14.344
572.49,15.9301666667,59.5115,54.63475,49.0256666667,16.9764166666,15.95225,29.2326666667,18.1410833333,58.1510833333,14.3735833334
572.83,15.91525,59.51525,54.6316666667,49.0231666666,16.9815,15.9615,29.223,18.1368333333,58.1281666667,14.3635
573.17,15.9374166666,59.5593333333,54.68525,49.0896666667,17.0504166667,15.99075,29.2373333334,18.15725,58.1640833333,14.40575
573.51,15.9133333333,59.5613333333,54.6645833333,49.0685833333,17.0835,15.9869166666,29.2700833333,18.155,58.129,14.3939166667
573.85,15.8904166666,59.5338333333,54.6100833333,49.0495833333,17.126,15.9659166667,29.2671666666,18.1463333334,58.102,14.3536666667
574.19,15.9275,59.6475833333,54.7476666667,49.17475,17.197,15.991,29.3415833333,18.16925,58.2341666666,14.3975
574.53,15.9833333334,59.6959166666,54.81475,49.24925,17.2894166667,16.02825,29.4235,18.233,58.3188333333,14.4824166666
574.87,15.995,59.6261666667,54.7611666667,49.2119166667,17.3898333333,16.045,29.43825,18.2484166667,58.28275,14.5294166667
575.21,15.9860833333,59.6959166666,54.8155833333,49.2963333333,17.4294166666,16.0538333333,29.43625,18.2563333333,58.3633333333,14.5528333333
575.55,16.0418333333,59.69825,54.8335833333,49.3331666667,17.5415,16.1301666667,29.4901666667,18.30425,58.41025,14.60275
575.89,16.0330833333,59.7514166667,54.8663333333,49.3830833333,17.6168333333,16.1455833334,29.51,18.3058333333,58.4765833333,14.6283333333
576.22,16.0208333333,59.70175,54.7620833333,49.3564166666,17.6881666667,16.11625,29.49,18.2786666667,58.4015833333,14.6075
576.56,16.0270833333,59.72975,54.8111666667,49.44575,17.76625,16.1084166667,29.5005833334,18.2754166667,58.4344166667,14.6380833333
576.90,16.05225,59.7458333333,54.86875,49.4800833333,17.8593333334,16.1510833333,29.5489166667,18.3000833333,58.4659166667,14.6380833333
577.24,16.0190833334,59.6851666666,54.8401666666,49.4978333333,17.9015833334,16.1291666667,29.5010833333,18.2521666667,58.41175,14.60725
577.58,16.0008333333,59.7118333333,54.876,49.5588333333,17.9654166667,16.1533333333,29.4805833333,18.2441666666,58.4421666667,14.6793333333
577.92,16.0220833334,59.7318333333,54.9171666667,49.6185833333,18.0439166667,16.1925,29.4903333333,18.2626666667,58.4648333333,14.6913333333
578.26,15.9291666667,59.5705833333,54.75775,49.5369166667,18.0445,16.156,29.37575,18.1700833333,58.2895833333,14.6123333333
578.60,15.9389166667,59.4921666667,54.7155833333,49.4915,18.0718333333,16.17275,29.3315,18.1678333333,58.2081666667,14.5913333334
578.94,15.9581666667,59.47225,54.7229166667,49.5085,18.17525,16.1855833333,29.3364166667,18.153,58.1628333333,14.5941666667
579.28,15.9645833333,59.5156666667,54.7675833333,49.5325833333,18.1820833334,16.1718333333,29.31475,18.1064166666,58.1706666667,14.6118333334
579.61,15.99925,59.5225833333,54.763,49.5796666667,18.2449166667,16.2040833333,29.3145833334,18.15625,58.1308333333,14.63225
579.95,16.04775,59.5623333333,54.8176666667,49.6334166667,18.3078333334,16.24025,29.3744166667,18.2381666667,58.1333333333,14.70875
580.29,16.0501666667,59.5963333333,54.8063333333,49.6503333333,18.3453333333,16.2533333333,29.40925,18.2459166667,58.12,14.716
580.63,16.0175,59.5413333333,54.7116666667,49.6135,18.38275,16.24,29.35925,18.24475,58.0388333333,14.7286666667
580.97,16.05575,59.67025,54.7945,49.7083333333,18.4660833333,16.2939166666,29.4206666667,18.30075,58.15425,14.7665833333
581.31,16.1255833333,59.7456666667,54.8474166666,49.78325,18.5901666666,16.3301666667,29.5010833333,18.3619166667,58.2244166667,14.7823333333
581.65,16.0936666667,59.8066666667,54.8354166666,49.7648333333,18.6294166667,16.2915833333,29.49575,18.3665,58.226,14.7883333333
581.98,16.0865,59.9466666667,54.92575,49.8955833333,18.6696666667,16.2723333333,29.5145833333,18.3759166667,58.3328333333,14.7688333333
582.32,16.0678333333,60.0220833333,54.9356666667,49.9361666667,18.7248333333,16.2864166666,29.53975,18.39875,58.3855833333,14.7341666667
582.66,16.1130833333,60.1151666666,55.0553333333,50.048,18.8068333333,16.3670833333,29.64175,18.4751666667,58.5045833333,14.8075833333
583.00,16.0795,60.0156666667,54.9643333333,50.0004166666,18.8949166666,16.3741666667,29.6215833333,18.4741666667,58.3985,14.8024166667
583.34,16.0180833333,59.9235,54.8795,49.9705833333,18.876,16.3384166667,29.55925,18.39875,58.3013333333,14.7755833333
583.68,15.89525,59.8564166667,54.7635,49.9136666667,18.8595,16.2516666667,29.4575,18.2863333334,58.2596666667,14.66775
584.01,15.8666666667,59.8035,54.741,49.9169166667,18.9020833333,16.2285,29.4095,18.28075,58.2285,14.6326666667
584.35,15.83175,59.732,54.6518333333,49.8276666667,18.873,16.1504166667,29.3515,18.2085,58.1435833333,14.6055833333
584.69,15.8321666667,59.6736666667,54.6011666667,49.8333333333,18.9163333333,16.163,29.3561666667,18.2511666667,58.10775,14.609
585.03,15.7788333334,59.627,54.57425,49.7675,18.8908333333,16.1629166667,29.2984166667,18.1923333333,58.0410833333,14.568
585.37,15.8384166667,59.6934166666,54.5893333333,49.8483333333,18.9851666666,16.25075,29.33125,18.2219166667,58.0784166667,14.6105
585.70,15.8546666666,59.6526666667,54.6044166667,49.78175,19.0689166667,16.2596666666,29.3993333333,18.25825,58.0954166667,14.6414166666
586.04,15.83975,59.7111666667,54.6594166667,49.8221666667,19.0749166666,16.2230833333,29.4075,18.2176666667,58.0930833333,14.6895
586.38,15.8408333333,59.6858333333,54.5865,49.7771666667,19.1265,16.193,29.3779166667,18.2098333333,58.0111666667,14.708
586.72,15.9903333333,59.8878333334,54.7396666666,49.9636666667,19.29525,16.3219166667,29.5498333334,18.34225,58.1695,14.8423333334
587.06,15.9489166667,59.9709166667,54.8195,49.9894166667,19.35625,16.2883333333,29.5676666666,18.3458333333,58.2298333333,14.82825
587.39,15.9875,60.02975,54.9446666667,50.0229166667,19.4133333333,16.3374166667,29.6075,18.3903333333,58.3134166667,14.8511666667
587.73,15.9610833333,60.014,54.9085,49.9834166667,19.4281666667,16.3195,29.5768333333,18.3615,58.2865833333,14.8479166667
588.07,16.044,60.1668333333,55.0915,50.1125833333,19.53425,16.4134166667,29.6855,18.4295,58.45425,14.9158333333
588.41,16.0688333333,60.2384166667,55.1395,50.1350833333,19.6051666667,16.4045833334,29.65375,18.4020833333,58.4988333333,14.95425
588.74,16.0573333333,60.24675,55.1348333334,50.14025,19.6175,16.3770833333,29.6059166666,18.3805833333,58.5246666667,14.9533333333
589.08,15.99625,60.0928333334,55.0168333334,49.9898333333,19.5843333333,16.27425,29.52275,18.326,58.4014166667,14.9066666667
589.42,16.0045,60.1049166667,55.0290833333,50.0106666667,19.57975,16.293,29.4863333333,18.2954166667,58.35725,14.9089166667
589.76,16.0248333333,60.1160833333,55.05825,50.0706666667,19.6515833333,16.3305833333,29.4869166667,18.3140833333,58.38925,14.8930833333
590.09,16.0843333333,60.2144166667,55.1299166667,50.1745833333,19.6933333334,16.3714166666,29.5629166667,18.3730833333,58.5315,14.8843333333
590.43,15.8986666667,60.085,54.9970833333,50.0174166667,19.5476666667,16.19175,29.4123333333,18.2324166667,58.4416666667,14.7261666667
590.77,15.9595,60.0788333333,54.9775833333,50.0123333333,19.5935833333,16.22275,29.4410833334,18.2495833333,58.4566666667,14.7436666667
591.11,15.9805,60.14275,55.0116666667,50.0721666667,19.6771666666,16.2631666667,29.4880833333,18.27375,58.47925,14.7719166667
591.44,16.0855833333,60.2568333333,55.11825,50.19725,19.8096666666,16.35575,29.5663333333,18.3554166667,58.56125,14.8589166666
591.78,16.0819166667,60.2971666667,55.1060833333,50.2601666667,19.92775,16.38925,29.5620833333,18.35975,58.5693333334,14.8671666667
592.12,16.0595,60.1418333334,55.0176666667,50.1235833333,19.9298333333,16.3843333333,29.564,18.3326666667,58.4265833334,14.8179166667
592.46,16.15075,60.22125,55.13225,50.2386666667,20.0969166666,16.45325,29.73275,18.4475833333,58.53725,14.9214166667
592.79,16.1816666666,60.3373333334,55.26125,50.353,20.2311666666,16.54275,29.8549166666,18.5108333333,58.65425,15.0050833333
593.13,16.1808333334,60.4215,55.2776666667,50.41525,20.2939166667,16.5438333333,29.899,18.51675,58.7271666667,15.01775
593.47,16.1921666667,60.3815,55.1769166667,50.3610833333,20.3090833333,16.5251666667,29.8681666667,18.4723333333,58.67375,14.99825
593.80,16.1454166667,60.3961666667,55.2161666666,50.3355833333,20.3865,16.5296666667,29.8396666667,18.4306666667,58.6613333334,15.0106666667
594.14,16.2008333333,60.4205833333,55.2669166667,50.3243333333,20.5178333333,16.645,29.894,18.5033333333,58.6736666667,15.0719166666
594.48,16.235,60.431,55.3086666666,50.3381666667,20.63825,16.7224166667,29.9300833333,18.5776666666,58.6896666666,15.1588333333
594.81,16.2814166666,60.5006666667,55.3958333333,50.38725,20.72775,16.7689166667,29.9455833333,18.5958333334,58.7490833333,15.2175
595.15,16.2616666667,60.6008333334,55.5046666667,50.3998333334,20.7764166667,16.7356666667,30.00275,18.5740833333,58.8354166667,15.2160833333
595.49,16.2401666667,60.57875,55.4764166667,50.3604166667,20.7698333333,16.6875,29.98675,18.5493333333,58.77325,15.21
595.82,16.3038333333,60.7481666667,55.5998333333,50.5258333334,20.8616666667,16.75375,30.09025,18.65025,58.91025,15.30125
596.16,16.2941666667,60.7790833334,55.5786666667,50.52825,20.9054166666,16.7741666667,30.0414166667,18.6066666666,58.8580833333,15.2776666667
596.50,16.3056666667,60.8339166667,55.6200833333,50.568,20.92525,16.7671666667,30.0290833333,18.6078333333,58.8775,15.2633333333
596.83,16.3460833334,60.8651666666,55.6745833333,50.6048333333,21.0390833333,16.813,30.0365833333,18.6646666667,58.9145,15.2883333333
597.17,16.38025,60.9778333333,55.83425,50.7219166667,21.1705,16.8798333333,30.1358333333,18.7696666667,59.0389166667,15.39175
597.51,16.3759166667,60.9770833333,55.8475,50.7565,21.2005833333,16.8785,30.132,18.7875833333,59.0093333333,15.4080833333
597.84,16.3833333333,61.0899166667,55.9559166667,50.8884166667,21.2564166667,16.8595,30.1748333333,18.8003333334,59.09625,15.4228333333
598.18,16.4095833333,61.1374166666,55.97075,50.9265833333,21.33475,16.87725,30.1711666667,18.7848333333,59.1406666667,15.43875
598.52,16.3903333333,61.1331666666,55.91675,50.9456666667,21.3665833334,16.8291666667,30.1596666667,18.7875833333,59.12225,15.3735
598.85,16.3735,61.0776666667,55.8488333333,50.9514166667,21.40575,16.8439166667,30.1168333333,18.7981666667,59.0933333333,15.3641666667
599.19,16.37325,61.1180833334,55.9378333333,51.0270833333,21.4863333333,16.8764166667,30.1615,18.8240833333,59.1916666667,15.3516666667
599.53,16.2681666667,61.03575,55.8371666666,50.9249166667,21.4983333333,16.79075,30.0749166666,18.7106666666,59.1168333333,15.2295833333
599.86,16.2045,60.9661666667,55.77975,50.8605,21.4969166667,16.7591666667,30.04975,18.6619166667,59.0255,15.1975833333
600.20,16.1154166666,60.7923333334,55.6705,50.7308333334,21.44375,16.6471666667,29.9709166667,18.5484166667,58.9241666667,15.0864166667
600.53,16.08975,60.7576666667,55.5831666667,50.694,21.4679166667,16.6411666667,29.9458333333,18.4935,58.81275,15.0865833333
600.87,16.05325,60.7665833333,55.5691666667,50.66875,21.4974166667,16.6008333333,29.9279166666,18.44125,58.7479166667,15.0654166667
601.21,16.0400833333,60.6578333333,55.47975,50.5378333334,21.555,16.58575,29.8945833333,18.4338333333,58.6375,15.0606666667
601.54,16.1131666667,60.62175,55.4731666667,50.5089166667,21.685,16.6575833333,29.8935833333,18.4959166667,58.60675,15.0983333333
601.88,16.1445,60.68275,55.5258333334,50.5265833333,21.7110833333,16.6465,29.93425,18.52325,58.6023333333,15.0853333334
602.21,16.1950833334,60.73275,55.6225,50.5555833334,21.8101666666,16.75575,29.994,18.602,58.6854166667,15.2296666667
602.55,16.2345,60.813,55.7065833333,50.5889166667,21.8720833333,16.8301666667,30.0406666666,18.6185833333,58.7526666667,15.2623333333
602.88,16.2908333333,60.8951666667,55.7363333333,50.6149166667,21.9835,16.8805,30.07675,18.6875833333,58.7725,15.3550833333
603.22,16.39175,61.0551666667,55.92425,50.7481666667,22.1041666667,16.9670833334,30.1571666666,18.76475,58.9073333334,15.4521666667
603.56,16.46075,61.1378333333,56.0691666667,50.8515833333,22.2315833333,17.0358333333,30.2343333333,18.85275,59.0543333333,15.5150833333
603.89,16.5359166667,61.2585833333,56.1525833333,50.9305833333,22.3904166667,17.13575,30.3093333333,18.9246666667,59.15975,15.5965
604.23,16.5755833333,61.3209166667,56.2533333333,50.98775,22.4680833333,17.1635,30.3866666667,18.9825,59.2766666667,15.6515
604.56,16.5494166667,61.322,56.22025,51.0025833333,22.4655,17.1640833333,30.364,18.9793333333,59.2855,15.63625
604.90,16.5856666667,61.4131666667,56.25575,51.1121666667,22.5036666667,17.1996666667,30.38275,18.9775,59.3406666667,15.6479166666
605.23,16.545,61.3644166667,56.1835,51.1061666667,22.4835,17.1595,30.3689166667,18.9091666667,59.2910833334,15.6368333333
605.57,16.5600833334,61.4078333333,56.21375,51.1605833333,22.5444166667,17.1826666667,30.3918333333,18.9078333333,59.3505833334,15.6641666667
605.90,16.5693333333,61.4894166667,56.2403333334,51.226,22.6186666667,17.2025,30.4145833333,18.85775,59.3903333333,15.6614166667
606.24,16.5309166667,61.4799166667,56.1878333333,51.2194166666,22.67975,17.1583333333,30.36675,18.8728333334,59.3708333333,15.66725
606.58,16.5514166666,61.5079166667,56.2313333333,51.3084166666,22.758,17.20475,30.4309166667,18.8648333333,59.4579166667,15.6679166667
606.91,16.51325,61.4520833334,56.1348333333,51.283,22.7858333333,17.2335,30.4244166666,18.8395,59.4191666667,15.667
607.25,16.5096666667,61.4678333333,56.0524166667,51.2316666667,22.83,17.25925,30.4278333333,18.8295,59.3729166666,15.7046666667
607.58,16.474,61.4405,55.99925,51.2363333334,22.84475,17.23625,30.3594166666,18.8031666667,59.3161666667,15.7069166667
607.92,16.43425,61.3750833333,55.9368333334,51.19075,22.8565,17.2350833334,30.2961666666,18.773,59.2245,15.6733333333
608.25,16.499,61.3739166667,55.951,51.1921666667,22.9721666667,17.28525,30.3128333333,18.7961666667,59.245,15.70575
608.59,16.4544166667,61.2330833333,55.8553333333,51.09475,22.9765833333,17.21425,30.2474166667,18.7690833333,59.1660833334,15.6880833333
608.92,16.4103333333,61.2003333334,55.8436666667,51.08875,23.01625,17.2166666667,30.1909166667,18.7614166667,59.1029166667,15.6863333333
609.26,16.34925,61.0845,55.7724166667,51.1066666667,23.0474166667,17.19325,30.1253333333,18.746,58.98475,15.68225
609.59,16.2805,60.8640833333,55.6276666667,50.9739166667,22.98975,17.0889166667,30.0041666667,18.68475,58.74075,15.6265833334
609.93,16.2775,60.7331666667,55.5415,50.9390833333,22.9991666667,17.07125,29.9991666666,18.6675,58.6148333333,15.64475
610.26,16.2184166667,60.5966666667,55.4025,50.8346666667,22.9366666667,16.9984166667,29.84675,18.6078333333,58.4534166667,15.589
610.60,16.1734166666,60.4596666667,55.341,50.78525,22.9365,16.9308333334,29.7346666667,18.5585833333,58.3145833333,15.5633333333
610.93,16.089,60.365,55.2799166666,50.8063333333,22.92625,16.8134166667,29.62025,18.4753333334,58.2735,15.4824166667
611.27,16.1538333334,60.3954166667,55.3251666667,50.8983333333,23.0288333334,16.8673333334,29.695,18.54275,58.3043333333,15.5569166667
611.60,16.16275,60.3596666667,55.28625,50.8968333334,23.08525,16.85225,29.6146666667,18.5106666666,58.2595,15.6045
611.93,16.1289166666,60.3125833334,55.2651666667,50.8955833333,23.1135,16.8298333333,29.6,18.5029166667,58.1836666667,15.6235
612.27,16.1040833334,60.4124166667,55.2965,50.96325,23.20925,16.88175,29.62075,18.4888333333,58.229,15.62625
612.60,16.2255,60.5304166667,55.3733333334,51.076,23.4030833334,16.9671666667,29.7551666667,18.608,58.3196666667,15.734
612.94,16.25625,60.5420833333,55.37075,51.0036666666,23.455,16.973,29.7850833333,18.5866666667,58.3250833334,15.766
613.27,16.34525,60.7389166667,55.5176666667,51.1859166667,23.6438333333,17.081,29.9093333333,18.6876666666,58.5404166667,15.8385
613.61,16.4279166667,60.8705833333,55.6385833333,51.297,23.8156666667,17.17875,29.9985833333,18.7638333334,58.65275,15.92175
613.94,16.4576666666,60.9239166667,55.72975,51.3166666667,23.9289166667,17.2313333334,30.0464166667,18.79375,58.6894166667,15.9804166667
614.28,16.524,61.0650833334,55.7653333334,51.4034166667,24.0615833333,17.2875,30.1239166667,18.8335833333,58.751,16.03275
614.61,16.627,61.2045833334,55.9150833333,51.5476666667,24.2105833333,17.43,30.29775,18.9585,58.85125,16.121
614.94,16.57725,61.2214166667,55.9125833333,51.527,24.2416666667,17.4459166666,30.2730833334,18.92325,58.8625833333,16.0708333333
615.28,16.5648333334,61.2801666667,55.96725,51.5633333333,24.2939166667,17.4215,30.35325,18.9309166667,58.9108333333,16.013
615.61,16.6140833333,61.3120833333,56.0043333334,51.5766666667,24.3791666667,17.4769166667,30.3764166667,18.9765833333,58.9535833333,16.0323333333
615.95,16.68725,61.3638333334,56.0744166667,51.5890833333,24.4561666666,17.5421666667,30.39425,19.0329166667,58.9428333333,16.0785833333
616.28,16.6383333333,61.3405833333,56.0274166667,51.5185833333,24.3759166666,17.4908333333,30.34675,18.9875,58.9393333333,16.0678333333
616.61,16.6440833333,61.4213333333,56.0830833333,51.6041666667,24.4536666667,17.4999166667,30.3504166667,19.0328333333,58.9975,16.0681666667
616.95,16.62025,61.4375,56.0843333334,51.6071666667,24.4461666667,17.5039166667,30.3640833333,19.0341666667,59.0511666667,16.0385
617.28,16.49425,61.4055,56.042,51.524,24.3948333333,17.4241666667,30.3019166667,18.9030833334,58.9824166667,15.90725
617.62,16.486,61.42375,55.9989166667,51.5118333333,24.4376666666,17.40075,30.327,18.9183333333,58.9085833333,15.8991666667
617.95,16.56225,61.4081666666,56.0075,51.5343333333,24.5605,17.4605833333,30.4171666667,19.0085833333,58.9280833334,15.9499166667
618.28,16.52125,61.31625,55.9613333333,51.4243333333,24.5945833333,17.4066666667,30.3215833333,18.9835,58.8289166667,15.98725
618.62,16.5326666667,61.2976666667,55.97775,51.4686666667,24.6778333333,17.4051666667,30.3483333333,18.9835833334,58.8038333333,15.9459166666
618.95,16.5456666667,61.3701666667,56.0111666667,51.5396666667,24.749,17.4609166667,30.4166666667,18.9979166667,58.8489166667,15.9751666667
619.28,16.58275,61.4404166667,56.0451666667,51.5788333333,24.8500833333,17.4804166667,30.47775,18.9976666667,58.9516666666,16.01475
619.62,16.53175,61.381,55.9806666667,51.559,24.8873333333,17.42625,30.46075,18.9385,58.9536666667,16.004
619.95,16.51,61.4353333334,56.0105,51.5696666667,24.9318333333,17.4034166666,30.4456666667,18.8818333333,59.0045,15.8906666667
620.28,16.5528333333,61.4700833333,56.0541666667,51.6011666667,25.03625,17.4735,30.5065,18.9360833333,59.0591666667,15.9224166667
620.62,16.5826666667,61.5058333333,56.1103333333,51.62125,25.1231666667,17.4945,30.5370833333,18.9040833333,59.1081666666,15.9465833333
620.95,16.6780833333,61.59275,56.17225,51.7126666667,25.1899166667,17.4961666667,30.5594166667,18.9724166667,59.1760833333,16.0078333333
621.28,16.765,61.62425,56.22825,51.8176666667,25.2925833333,17.56975,30.661,19.02075,59.29325,16.0915
621.62,16.65725,61.66875,56.2145,51.807,25.2285833333,17.513,30.5968333334,18.90675,59.2955,16.0174166667
621.95,16.6095833333,61.6626666667,56.14075,51.7626666666,25.1674166667,17.4554166667,30.52575,18.8240833333,59.2699166667,15.9218333333
622.28,16.60025,61.6545833333,56.0828333333,51.6923333333,25.1896666667,17.4299166667,30.4849166667,18.8196666667,59.2333333333,15.97725
622.62,16.6234166667,61.6285,56.0720833334,51.6745,25.2541666667,17.44375,30.4481666667,18.8035,59.2308333333,16.0105833333
622.95,16.5409166667,61.61275,56.05125,51.6669166667,25.2156666667,17.3779166667,30.36875,18.7385833334,59.1915,15.9090833334
623.28,16.5898333334,61.7258333334,56.1184166666,51.7471666667,25.3149166667,17.43,30.448,18.8029166666,59.3058333333,15.9275
623.62,16.5871666667,61.8126666667,56.2228333333,51.8405833333,25.4235833333,17.4886666667,30.4885,18.8414166667,59.3574166667,16.02175
623.95,16.4693333333,61.8355833333,56.1874166667,51.7756666667,25.38325,17.4065,30.3985,18.70975,59.3495833333,15.9425833333
624.28,16.4194166667,61.759,56.02075,51.5860833334,25.3475,17.3865833333,30.3245833333,18.684,59.1685833333,15.9671666666
624.62,16.4578333333,61.7436666667,55.9945,51.5234166667,25.4365833333,17.46075,30.33575,18.6693333333,59.1633333333,16.02425
624.95,16.37675,61.73075,55.9826666667,51.4595833333,25.4396666667,17.40175,30.27075,18.6009166667,59.1739166667,15.957
625.28,16.3769166667,61.7065,55.9730833334,51.3834166667,25.4696666667,17.39875,30.25775,18.6309166667,59.1530833333,15.97375
625.61,16.4349166667,61.7749166667,55.99125,51.4379166667,25.56375,17.4515,30.3705833334,18.6763333333,59.2265,16.0146666667
625.95,16.4470833333,61.7269166666,55.9659166667,51.4244166667,25.5978333333,17.4656666667,30.385,18.6860833333,59.2144166667,16.0069166667
626.28,16.4241666667,61.78275,55.98675,51.4219166667,25.6199166666,17.4693333334,30.38175,18.686,59.2544166667,15.99075
626.61,16.4115833333,61.7628333334,55.9400833334,51.3864166667,25.65125,17.4874166666,30.3741666667,18.6885833333,59.2065833333,16.0358333334
626.94,16.3991666667,61.80875,55.95925,51.415,25.6891666667,17.4929166667,30.3450833333,18.6929166666,59.1739166667,16.0411666667
627.28,16.3663333333,61.74575,55.8495,51.3039166667,25.70175,17.42525,30.3179166666,18.6688333334,59.0736666666,15.99175
627.61,16.41725,61.6963333333,55.8314166667,51.3264166667,25.76725,17.4505,30.358,18.7226666667,59.0035833334,16.0425833333
627.94,16.4485833334,61.80875,55.9976666667,51.47425,25.9395833333,17.5109166667,30.4663333334,18.8005,59.1655,16.0834166667
628.27,16.4290833333,61.9129166667,56.09575,51.5669166667,26.056,17.5068333334,30.5625,18.8448333333,59.2928333333,16.0664166667
628.61,16.3271666667,61.8889166667,56.032,51.52875,26.0411666667,17.4270833333,30.4745833333,18.7619166667,59.2205,15.9980833333
