wavelength,Back_SchRuff,Belly_SchRuff,Breast_SchRuff,Crissum_SchRuff,Crown_SchRuff,DorTail_SchRuff,Patch10_SchRuff,Rump_SchRuff,Throat_SchRuff,WingTip_SchRuff
183.35,-293.75,-360.416666666,-372.916666667,-275.0,-153.125,-257.291666667,-227.083333334,-372.916666667,-352.604166667,-388.541666666
183.73,-150.6945,-204.166833333,-227.083166667,-152.777833333,-78.4723333335,-130.555666667,-139.5835,-206.9445,-205.2085,-231.249666667
184.11,-89.0476666665,-107.619166667,-142.381,-90.4761666667,-50.9525,-72.8571666667,-96.6666666665,-123.333333333,-124.999916667,-135.238166667
184.49,-49.2908333334,-52.1275,-77.3050000002,-44.6808333333,-25.1773333333,-32.2693333333,-51.7731666666,-67.7305,-72.3404166665,-70.922
184.87,-5.729,-5.20816666666,-29.1666666667,0.00033333335,2.0835,2.8648333333,-14.5833333333,-28.6458333333,-30.0780833333,-21.0935
185.25,-17.2728333334,-19.697,-54.8481666667,-12.1211666666,-13.0303333334,-16.6665,-30.9091666667,-49.6971666666,-51.2119166666,-40.303
185.63,-20.4916666667,-23.4973333333,-63.661,-13.115,-30.601,-28.1421666666,-36.0655,-63.3878333333,-58.6065833334,-44.5355
186.01,-22.6366666667,-8.4578333333,-62.4378333333,-19.403,-35.0746666667,-33.582,-37.5621666667,-59.7015,-62.6865833334,-43.7811666667
186.39,-24.1026666667,2.82066666665,-60.2563333333,-22.3076666667,-39.4873333334,-37.6923333333,-37.1793333333,-59.4873333333,-69.7435833335,-43.3333333333
186.77,-2.985,22.6366666666,-39.8008333333,-1.24383333335,-20.8955,-19.9008333333,-30.5971666667,-43.2836666666,-55.7214166667,-30.8458333333
187.15,3.78783333334,31.3131666667,-36.3638333333,4.54566666665,-15.9091666667,-14.1413333333,-36.3635,-40.1515,-56.8183333334,-23.99
187.53,7.85716666668,39.2858333333,-29.0476666667,10.7141666667,-10.7141666667,-8.3335,-40.238,-38.0953333333,-49.6428333333,-17.619
187.91,11.4456666666,36.1445,-23.6948333333,10.0403333333,-7.42950000001,-2.6105,-32.3291666666,-30.1203333334,-42.7710833334,-10.8435
188.29,13.0951666666,36.9048333333,-25.5951666666,9.52400000002,-5.95216666669,-4.96033333334,-30.3571666667,-28.373,-43.2538333334,-16.2698333333
188.67,13.125,33.5416666667,-32.5,2.91666666665,-10.625,-9.79166666668,-34.375,-36.25,-52.7083333333,-27.0833333333
189.05,1.35116666666,21.8468333333,-38.964,-11.937,-20.045,-19.3695,-47.9731666667,-51.3511666667,-73.0855,-38.7385
189.43,14.4033333333,32.9216666667,-24.6913333333,3.70383333333,-5.55533333335,1.02866666666,-29.8351666667,-31.4815,-55.6585833333,-17.2838333333
189.81,26.4228333333,41.0568333333,-14.8375,13.4146666666,9.14633333335,11.585,-17.073,-17.4795,-44.817,-6.9105
190.19,38.0341666667,40.1708333334,-3.41883333335,17.094,18.5896666666,15.3846666667,-7.265,-7.26483333335,-38.248,-0.427166666665
190.57,43.2953333334,36.0153333334,1.7241666667,13.793,22.4138333333,20.1148333333,0.3833333333,5.93883333335,-29.5975,7.663
190.95,26.3051666667,21.2851666666,-9.03616666667,-2.8111666667,11.4456666667,6.22483333333,-7.42966666667,-3.4135,-44.0764166667,-2.00816666667
191.33,25.3875,15.8915,-8.52699999999,2.71333333331,9.88383333334,12.9845,1.35666666665,3.6821666667,-36.8216666667,-5.814
191.71,20.9401666667,7.0515,-22.436,-7.69233333334,-1.28216666667,4.48716666667,-3.84616666668,-0.641,-56.517,-21.5811666667
192.09,23.1345,10.9451666667,-26.8655,-4.229,-4.72616666666,6.96516666669,-5.7215,3.7315,-61.3185833333,-23.8805
192.47,32.1256666666,13.7681666667,-20.7728333334,2.4155,-5.0725,17.6326666666,0.0,13.0433333333,-50.7245833333,-11.8358333334
192.85,50.8331666666,29.7221666667,-23.0555,10.2778333334,4.72233333333,38.8888333334,3.88866666666,31.389,-37.5,1.9445
193.23,57.1894999998,43.4641666667,-38.5621666667,14.7058333333,3.59483333333,47.7123333334,8.8235,45.7516666668,-32.0259166666,5.22883333335
193.61,52.7776666667,37.037,-41.6666666667,14.815,0.308666666668,37.037,4.32100000001,43.21,-24.6915833333,2.4691666667
193.99,50.463,37.963,-22.4536666667,26.3886666667,8.79633333333,40.7406666667,18.75,51.6205,0.46275,17.5926666667
194.37,48.214,44.0476666667,-15.4761666667,38.2936666667,12.3016666667,46.4285,21.0316666667,52.9761666667,12.2023333333,22.619
194.75,46.0785,47.4508333333,-10.1963333334,46.2746666667,13.9215,47.4511666666,20.1961666667,54.1176666666,16.7648333333,17.647
195.13,60.592,59.3456666667,10.4361666666,57.7881666666,30.997,57.0093333333,34.5793333333,66.1995,41.3550833333,36.6045
195.51,65.2515,69.6541666666,17.61,62.2641666667,36.1635,57.5473333333,36.7926666667,72.1698333333,50.15725,44.3396666667
195.89,69.8245,77.193,25.7893333333,69.8245,41.228,65.4385,39.2981666667,75.7896666667,59.03525,50.7018333333
196.27,68.0701666666,72.6316666667,24.7368333333,69.2983333334,37.7191666666,61.93,41.9298333333,71.93,57.4559166667,47.5438333334
196.65,65.8333333333,72.6666666667,26.3333333333,69.3333333335,42.8333333333,61.5,45.3333333333,73.6666666667,56.6666666667,42.5
197.03,61.842,70.9065,34.3566666666,69.1519999999,42.5438333333,55.848,47.3685,70.9065,54.3861666666,41.3741666666
197.40,65.3845,74.7436666667,42.3078333334,68.9743333334,46.4103333333,60.1281666667,49.6155,72.5641666667,56.6025,43.7178333333
197.78,68.0,78.5333333333,48.2666666667,69.8666666668,47.7333333333,65.8666666667,54.8,75.7333333333,59.4,45.7333333333
198.16,75.149,85.5653333333,57.7381666667,74.8511666667,50.0001666667,72.619,54.613,75.5951666667,61.8304166666,47.4701666667
198.54,86.6668333333,96.2963333335,61.6666666667,81.6666666669,54.0743333333,82.2221666665,55.0001666667,79.2591666667,70.8335833333,49.8148333332
198.92,113.4805,119.853,72.7941666666,104.166666667,66.4216666666,104.657,65.1961666667,95.343,90.68625,66.1765
199.30,130.128166667,130.128,75.9616666667,113.782,59.295,117.628333334,66.6668333332,100.9615,89.904,64.7435
199.68,154.878,153.252166667,94.309,131.300833333,68.2926666667,138.211166667,72.7643333332,111.788666667,102.23575,81.3008333333
200.06,197.5,182.5,125.833333333,153.333333333,102.083333333,163.75,99.5833333335,149.166666667,142.083333333,122.083333333
200.44,334.027833333,313.888666667,235.416666667,261.111,176.388833334,271.527666667,159.722333333,265.972333333,236.458333333,234.722166666
200.82,688.888833333,618.0555,529.166666667,540.278000002,327.777666666,548.611,288.889,530.5555,497.222166667,544.444333334
201.19,1941.66666666,1716.66666667,1550.0,1554.16666667,891.666666665,1587.5,683.333333333,1425.0,1437.5,1570.83333333
201.57,1159.524,973.809333334,971.428333335,952.380833335,495.238,959.523833332,414.285666666,888.095166665,854.761833334,933.333166669
201.95,1173.8095,983.333333331,976.190666666,928.571166668,509.523833333,985.714333335,361.904833333,947.619,871.428666667,952.381166665
202.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202.71,-1563.33333333,-1283.33333334,-1213.33333334,-1130.0,-713.333333333,-1346.66666666,-346.666666666,-1496.66666666,-1136.66666666,-1233.33333333
203.09,979.166666667,856.25,829.166666667,685.416666667,441.666666666,850.0,254.166666666,985.416666665,752.083333333,787.499999998
203.47,933.333166667,874.074166666,835.185333333,625.925833333,440.740666667,848.148,270.3705,953.703833335,761.111083334,787.037166666
203.85,638.095166667,535.714333333,544.047833333,383.333333333,238.095166667,583.3335,177.381,621.428666667,524.404916666,489.285666667
204.22,347.826166667,330.434833333,301.449166667,236.9565,121.0145,366.666666666,109.420333333,384.782666667,301.449333334,270.289833333
204.60,256.770833334,239.0625,211.979166666,174.479166667,104.166666666,272.395833333,88.0208333335,280.208333333,225.520833334,190.625
204.98,277.222166667,253.333166667,216.111,191.111166666,117.777833333,281.666666666,90.0,297.777833333,248.61125,200.0
205.36,350.0,304.666666667,266.0,244.0,146.666666667,353.333333334,128.666666667,395.333333333,301.0,262.0
205.74,539.583333333,455.208333333,405.208333333,366.666666667,250.0,523.958333333,187.5,628.125,486.458333333,416.666666667
206.12,392.029,338.405666666,302.174,292.7535,193.478333334,373.913166667,159.420333333,459.420333334,366.30425,300.724666667
206.50,272.058833333,245.588,233.333166667,211.764666666,133.333333333,269.607833334,137.745,324.019666667,271.0785,208.333333333
206.87,196.153833334,196.794833333,174.359,159.615333334,116.0255,194.230833333,114.743333334,238.4615,201.762833333,161.5385
207.25,185.344833333,183.620666667,164.655333333,151.149333334,111.494166667,186.207,118.678166667,220.402333333,190.373416667,162.931
207.63,186.6015,189.215833333,173.202833333,157.516333333,118.627333334,200.326833334,123.2025,239.5425,205.555583334,171.241833333
208.01,176.060666667,203.333333333,183.333166667,177.575833334,144.242333333,205.1515,136.969666666,245.151666667,206.969583333,190.0
208.39,171.186833333,185.028166666,185.028333334,162.994166667,147.740333333,196.045333333,132.486,228.813833333,204.943583333,177.683666666
208.77,158.465666667,169.312166666,183.068666667,153.1745,141.005333334,188.888833333,124.073833333,218.518333333,200.2645,169.576666667
209.14,231.982,263.063,308.108,228.828833333,226.126,299.099166666,190.5405,362.162,308.33325,251.351166666
209.52,223.2325,259.090833333,319.697,227.272666667,232.323333333,301.010166667,188.888833333,375.2525,328.535416666,250.505
209.90,216.091833333,246.551666666,350.0,235.632166666,231.0345,310.9195,186.206666666,377.011333334,347.1265,264.9425
210.28,227.333333334,261.333333333,406.0,240.666666667,246.0,336.0,186.666666667,403.333333333,385.0,315.333333334
210.66,710.416666665,702.083333333,1289.58333334,727.083333334,735.416666667,1020.83333334,543.75,1189.58333333,1086.45833333,1022.91666666
211.03,1003.33333334,873.333333331,2106.66666667,1113.33333333,1056.66666667,1516.66666666,733.333333333,1753.33333333,1583.33333334,1576.66666667
211.41,-435.185166667,-377.777833333,-1031.48133333,-516.6665,-481.4815,-716.666666667,-248.148166667,-831.481666665,-765.74075,-661.111
211.79,-116.092,-87.3563333333,-291.379333333,-143.1035,-124.137833333,-202.873666667,-60.3448333333,-220.115,-200.862,-172.9885
212.17,-80.6306666669,-34.6848333334,-209.909833333,-83.3333333335,-72.0721666667,-140.090166667,-16.6666666667,-152.252166666,-125.901,-90.5405000002
212.55,-44.8148333333,-12.9628333333,-152.592666667,-58.1483333333,-40.0,-102.222166667,5.92583333333,-111.4815,-82.9628333334,-67.7776666665
212.92,-41.9871666667,-27.564,-133.333333333,-47.7564999998,-34.6153333334,-94.872,0.9615,-97.7563333331,-72.4360833333,-63.1410000002
213.30,-60.2563333333,-41.0255,-171.794833334,-64.5299999998,-41.4528333334,-127.350166667,-13.248,-117.521166667,-101.068666667,-102.991333333
213.68,-70.7071666667,-54.5451666666,-199.999833334,-70.202,-42.9295,-143.434333333,-17.172,-131.313333333,-102.272583333,-122.727166667
214.06,-97.619,-72.619,-227.976333333,-79.167,-70.2381666667,-188.095166667,-47.024,-167.857,-108.631,-152.976333334
214.44,-27.2358333333,-8.53666666665,-117.886,-29.2683333331,-26.0161666667,-114.634333333,-17.8861666666,-89.8373333335,-40.8536666666,-73.5771666667
214.81,-26.0,-14.0,-176.666666667,-60.0000000001,-52.0,-200.666666667,-26.0,-137.333333333,-102.0,-98.0000000001
215.19,-8.02483333333,-22.2223333334,-149.999833333,-62.9628333334,-45.0618333334,-188.888833334,-36.4198333333,-127.777666666,-103.7035,-93.2096666668
215.57,-49.1228333333,-57.0175,-270.1755,-142.982666667,-108.772,-296.491166667,-101.754333333,-234.2105,-179.38625,-217.544
215.95,257.143,326.1905,916.666666665,538.095166667,402.381,928.571666667,383.333333333,800.000000001,642.857083333,709.523666667
216.32,74.9999999998,107.575666667,293.9395,150.757333333,126.515166667,281.060333333,138.636333334,235.606,233.712083334,234.090833333
216.70,54.6875,90.1041666667,207.291666666,90.6249999999,83.3333333333,185.416666667,103.645833333,156.770833333,168.489583333,169.791666667
217.08,30.0,59.4445,193.888833334,67.7776666668,57.2223333334,147.778,78.3333333332,127.222,142.500333334,149.999833333
217.46,18.376,47.0083333333,141.880333333,53.8459999998,37.6068333333,108.974333333,51.7095000002,99.1451666666,110.683833333,100.427166667
217.83,17.9166666666,50.0,140.416666666,52.0833333333,41.25,110.833333334,50.8333333333,98.7499999998,116.041666666,92.5000000001
218.21,24.4681666667,54.9645,117.376,48.2268333334,40.7803333334,99.2908333334,39.0071666667,92.9080000001,120.0355,83.3335
218.59,31.5788333333,58.1873333333,111.111166666,42.9826666667,36.5496666666,81.8715,31.2866666666,88.0116666667,108.479416667,76.6083333332
218.97,31.7611666666,57.5471666666,117.2955,29.2453333333,30.1888333333,76.4151666667,27.9873333333,86.7926666667,96.8555,84.5913333332
219.34,38.983,56.7796666667,103.672333333,15.5368333333,26.8361666667,70.339,29.3785,77.401,81.9209166667,73.4465
219.72,22.327,56.2893333334,94.6541666667,-6.91833333335,22.6415,64.4655,25.7863333334,71.6981666667,83.019,62.893
220.10,-2.381,47.619,82.9365,-40.8728333334,16.6666666667,55.9525,11.508,59.5236666667,61.3095833333,58.3333333333
220.47,11.25,69.1666666667,92.0833333335,-22.5,34.5833333333,66.25,17.0833333333,68.3333333333,55.625,72.9166666667
220.85,28.8888333334,93.3333333333,133.333333334,-6.6665,50.0001666667,92.2221666666,7.77783333333,97.7776666667,83.3334166667,105.000166667
221.23,35.965,128.07,184.210666667,-24.5615,87.7193333332,126.315666666,-21.0525,137.719166667,131.140333333,144.736833333
221.61,-50.0,-1366.66666667,-2733.33333334,1166.66666667,-1216.66666667,-1566.66666667,1100.0,-1816.66666667,-1683.33333334,-1883.33333333
221.98,100.000166666,-23.6111666667,-109.722333333,161.111,-1.38883333335,-26.389,183.333166667,-43.0555,-39.5831666667,-97.2223333334
222.36,112.319,12.3186666667,-19.5651666667,119.565166667,49.2751666667,47.826,136.232166667,24.6376666665,24.2754166666,-8.69583333335
222.74,73.2141666667,2.38116666665,-12.5,76.7856666667,20.8335,30.9526666667,85.7143333335,20.8331666665,-20.53575,-1.7858333333
223.11,61.2746666667,16.6668333334,0.49016666665,59.3136666666,16.6666666666,47.549,78.9215,16.1765,-19.8531666667,0.0
223.49,59.295,46.7948333333,29.8076666667,61.859,27.5641666667,61.8588333333,79.1666666667,39.7435,10.73725,27.2435
223.87,51.4125,48.8701666666,27.1186666667,59.3218333333,24.8588333333,52.8246666667,77.9663333333,39.5478333333,20.4803333333,30.5081666666
224.24,30.8173333333,40.566,11.0063333333,40.8806666667,10.063,41.5093333333,70.4401666667,17.9246666667,-5.34591666666,16.9813333333
224.62,18.7943333334,48.9361666666,2.48216666665,38.2978333333,10.6383333333,37.5886666666,58.8653333333,-1.06366666665,-24.2909166666,8.86533333332
225.00,13.072,54.5751666667,3.2678333333,29.4118333333,16.6666666667,35.2941666666,48.3661666667,-2.9411666667,-18.1371666666,13.3985
225.38,-33.3333333333,29.9018333333,-39.7056666667,1.47066666667,-8.82350000002,3.92166666665,18.6275,-60.7843333332,-75.2450833333,-36.2743333333
225.75,-85.0878333334,29.8245,-83.3331666667,9.64883333335,-21.9298333333,-10.5261666667,6.14033333335,-113.158,-149.561583333,-94.7366666665
226.13,-841.666666667,-150.0,-808.333333331,-262.5,-562.5,-420.833333333,-312.5,-841.666666669,-1254.16666666,-816.666666667
226.51,672.222333333,91.6666666667,652.777833333,297.222166667,450.0,361.110833333,355.555666666,638.889,877.777666667,588.888833333
226.88,208.333166667,59.0908333334,206.060666666,101.515,137.878833334,100.7575,94.6970000002,190.151333333,219.318333333,175.7575
227.26,131.4815,55.0926666666,132.407333333,68.9815,86.111,68.0555,67.5925,118.981333333,136.574166666,89.3518333335
227.64,78.9853333333,48.0676666666,82.6086666667,51.6908333333,47.3428333334,55.314,42.995,73.6715,87.1981666666,64.251
228.01,57.6795,35.621,56.5358333333,40.1961666667,26.1436666667,44.2811666667,29.412,51.7973333333,62.3365833334,48.0395
228.39,40.5368333333,30.9321666667,47.4576666666,30.3673333333,18.503,35.1693333333,20.904,39.6891666667,53.3191666666,40.2541666666
228.76,24.5096666667,25.4901666666,36.3971666667,19.9755,11.152,27.206,9.9265,27.696,41.2378333333,29.1666666667
229.14,19.3293333333,24.9508333333,31.1638333333,16.7651666666,13.9053333334,25.345,9.66483333331,25.1478333334,35.9961666666,23.866
229.52,13.0236666667,22.3131666666,24.317,12.5683333333,8.10583333333,21.5848333334,4.2805,18.488,29.417,14.1166666667
229.89,15.6148333333,25.4853333333,25.2428333333,16.0195,11.9741666666,22.9773333333,4.6925,20.3073333334,31.3915833333,17.314
230.27,9.35533333333,22.1698333333,19.261,8.72633333332,6.2895,15.8018333334,-0.864666666667,14.78,21.1085833333,10.9278333333
230.65,11.2765,24.8935,20.7091666667,11.2058333334,9.92899999998,17.9433333333,0.3545,15.8155,21.2058333334,14.1135
231.02,12.2435,26.6026666667,20.7051666667,14.4871666667,13.5898333334,19.6153333334,4.42316666666,18.2691666667,22.37175,17.4358333333
231.40,10.6173333333,26.2965,19.1358333333,12.1606666667,12.6543333333,18.0248333333,2.90116666666,16.9751666667,21.852,18.148
231.78,10.9861666667,27.2786666667,20.8488333334,12.3595,15.6055,17.2285,4.36933333333,20.1,24.0636666667,20.3495
232.15,13.9098333333,30.7018333333,24.436,14.787,21.5538333333,17.857,7.20533333334,25.2505,27.5064166666,23.9346666666
232.53,16.7973333334,31.4378333333,24.5753333333,15.1635,23.3333333333,18.4968333333,8.95433333335,25.5556666667,25.9476666667,25.6861666667
232.90,19.5155,31.1253333333,23.0056666667,15.0285,24.2876666667,18.3046666667,7.05133333334,24.4305,24.7505,27.564
233.28,19.82,30.5555,18.5435,12.3873333333,22.9728333333,15.6155,5.25533333333,22.7475,22.40975,26.5765
233.66,18.5345,26.7241666667,17.0258333334,11.4943333333,22.6293333334,14.3678333333,4.023,21.408,19.3245833333,23.4915
234.03,16.8766666666,23.8795,15.1961666667,9.94399999998,19.9581666667,13.5151666667,4.34183333333,19.818,16.2114166666,18.6275
234.41,16.7361666666,21.6668333333,14.514,9.72216666665,18.4721666667,14.6526666667,2.15283333334,19.0971666666,15.3475,17.361
234.78,15.6771666666,18.341,10.5023333334,2.89200000001,16.134,11.9481666667,-1.52216666667,17.8841666666,11.6059166667,14.2313333333
235.16,11.412,11.8226666667,5.33683333335,-7.30700000001,10.0163333334,5.99333333332,-9.93416666668,14.6961666667,4.84391666666,6.40366666667
235.54,8.11733333331,6.47683333334,-0.172666666665,-12.608,4.40416666667,1.1225,-16.4076666667,12.0033333333,-2.89291666667,1.8135
235.91,5.09516666667,4.57683333334,-4.145,-17.8756666667,2.418,-0.431833333335,-18.394,7.42666666665,-6.47658333334,-1.8135
236.29,1.7095,-0.5985,-8.80349999999,-22.3076666667,-3.419,-2.73516666667,-22.3931666666,1.453,-8.88875,-6.41033333334
236.66,1.16283333333,-1.3955,-9.45733333333,-20.7751666667,-3.87583333333,-3.6435,-22.093,1.5505,-5.50408333334,-9.14733333334
237.04,0.51416666667,1.10133333333,-9.39766666668,-19.9706666667,-2.129,-2.56966666667,-18.2085,3.818,-4.33191666667,-9.47133333332
237.41,0.280166666665,2.52116666667,-5.7425,-17.9973333333,-2.171,-1.0505,-16.6666666667,4.20166666667,-2.83591666666,-6.65266666667
237.79,0.408166666665,2.721,-5.03383333333,-17.3468333333,-0.408333333335,0.476166666666,-14.898,3.3335,-1.2925,-4.21766666667
238.17,-0.577,1.66683333333,-6.21783333333,-16.923,-2.2435,-0.256333333333,-16.5385,2.49983333334,-1.73091666667,-2.37183333334
238.54,2.2865,4.5125,-4.09133333334,-12.876,1.32366666667,2.3465,-11.432,4.93383333334,2.7075,1.02283333334
238.92,0.70583333333,4.28866666666,-4.45166666666,-10.532,-0.0541666666685,3.6915,-11.5093333333,4.56033333333,3.6915,-0.651333333333
239.29,1.13066666667,4.76883333334,-2.2125,-7.37466666667,-0.491666666666,6.19466666667,-9.68516666667,3.63833333334,4.54766666667,1.77
239.67,2.7415,6.00533333333,1.04433333333,-3.13316666667,2.2195,10.3566666667,-6.04866666666,6.00533333333,8.11566666666,4.74333333334
240.04,2.93216666667,5.86416666666,1.23466666666,-0.385499999998,2.81633333333,10.8023333333,-4.51383333333,5.67116666667,7.13716666667,4.20516666666
240.42,1.54883333333,6.09433333333,1.14483333333,0.303166666666,2.9965,10.4038333334,-4.30966666667,4.17533333334,5.01675,4.17516666667
240.79,1.30316666667,5.909,2.00016666667,0.515333333333,2.5455,11.0303333333,-3.697,3.75766666667,3.6365,5.06066666666
241.17,1.85783333333,5.706,3.05183333333,0.982,2.25583333334,10.9076666666,-3.45,3.58283333333,3.76833333333,6.10416666666
241.54,2.371,6.3535,3.9825,2.00283333333,3.54516666667,11.602,-1.91066666667,4.0515,4.32783333334,7.2285
241.92,3.79766666667,7.23633333334,5.31633333333,3.37566666667,4.64133333333,12.363,-0.2745,5.37966666666,5.2425,9.28266666668
242.29,4.23483333333,7.05133333333,6.06066666666,3.53533333334,5.67233333333,12.4905,0.524333333333,5.3225,5.09891666667,9.90683333335
242.67,5.38066666667,7.78966666666,7.30083333334,4.71,6.41316666667,13.5505,1.5035,6.37666666667,5.55258333333,10.5251666666
243.05,6.5005,8.9385,8.36766666667,6.103,7.27866666666,14.3845,3.30216666667,7.48616666667,6.56133333333,12.0156666667
243.42,6.87483333334,8.85366666669,8.2225,6.22633333333,7.86433333333,13.9883333333,3.97483333333,7.50583333333,6.94316666667,12.1288333334
243.80,8.43366666667,9.803,9.35183333331,7.09733333333,9.235,14.4121666667,5.24366666667,8.33316666667,7.99091666666,13.1926666667
244.17,9.38416666669,10.4756666667,10.3291666666,7.85266666667,10.0031666667,14.6955,5.8325,9.27033333331,9.02566666666,14.1903333334
244.55,10.6666666667,10.6668333333,10.6825,8.34933333334,10.5396666666,14.7935,6.53966666667,10.1745,9.98391666666,14.9996666667
244.92,10.3826666666,10.609,10.0061666667,8.00183333334,9.99099999999,14.0145,5.84683333333,10.006,9.9005,14.9036666667
245.30,9.51366666665,9.626,9.00783333335,7.29333333333,9.16266666667,13.0833333334,4.792,8.95183333331,9.52758333334,14.081
245.67,8.64716666667,8.37266666667,7.87566666667,6.17466666667,7.823,12.1401666666,3.9115,7.90166666666,8.73233333333,12.9643333333
246.05,7.88833333333,7.95983333334,7.30716666666,5.31416666666,6.9395,11.4591666666,3.369,7.34266666667,8.013,12.2301666667
246.42,7.556,8.06716666667,6.99066666666,5.46866666666,6.38166666667,11.3721666666,3.25066666666,7.27333333333,7.9855,12.0676666667
246.79,7.063,7.783,6.76266666666,5.41216666667,6.09233333333,11.0741666667,3.031,7.22283333334,7.93808333334,11.9348333333
247.17,7.05283333334,7.897,6.96,5.29866666667,6.44016666667,11.312,3.09016666667,7.12716666666,8.02258333333,11.9896666667
247.54,6.82933333334,7.98366666667,7.013,5.25533333334,6.33083333333,11.4288333333,2.99033333333,7.23166666667,7.75625,12.0145
247.92,6.54366666667,8.228,6.77116666666,5.32266666667,5.887,11.3105,2.91383333333,6.93116666666,7.41958333333,11.8663333333
248.29,6.29666666666,7.92266666667,6.60366666667,5.16,5.30933333334,11.2246666667,2.57183333334,6.70333333333,7.30058333334,11.764
248.67,6.13283333334,8.064,6.62183333333,5.40366666666,5.14666666667,11.2715,2.74316666667,6.72166666667,7.45483333334,11.7851666667
249.04,6.29883333333,8.09583333334,6.84116666666,5.84083333334,5.36616666667,11.5801666667,3.1705,6.9175,7.86283333333,11.8516666667
249.42,6.87066666667,8.79433333334,7.50883333333,6.56016666667,5.83316666666,12.0923333334,4.32616666666,7.50883333333,8.33775,12.3846666666
249.79,7.179,8.9995,7.57316666667,6.92583333333,6.35316666667,12.1621666667,4.5045,7.8265,8.53041666667,12.6128333334
250.17,7.1685,9.158,7.5985,7.35833333334,6.64866666667,12.4375,4.549,8.02833333333,8.78833333334,12.9075
250.54,7.03666666666,9.2155,7.972,7.49383333334,7.164,12.67,4.54933333333,8.32266666667,9.49741666666,12.9146666666
250.92,7.03516666666,9.564,8.0805,7.24866666667,7.3275,12.5756666667,4.66416666667,8.27166666667,9.94041666666,13.0591666667
251.29,6.353,8.522,7.473,6.53,6.61216666666,11.6691666666,3.7955,7.47283333333,9.54133333334,12.235
251.66,6.30133333333,8.27233333333,7.29916666667,6.58133333333,6.70316666667,11.6911666667,3.90516666667,7.3235,9.72625,12.0073333334
252.04,5.69716666666,7.37133333334,6.79633333333,6.02183333333,6.50916666667,11.3193333334,3.58583333333,7.17116666667,9.50783333334,11.4566666667
252.41,5.33733333333,7.07466666667,6.62116666667,5.7655,6.74733333333,10.9643333333,3.87733333333,7.21316666666,9.15175,11.0901666666
252.79,4.795,6.31616666667,6.58666666666,4.821,6.65116666667,10.6213333333,3.416,7.05066666667,8.3525,10.4921666667
253.16,4.84983333333,6.2615,7.09816666667,4.75816666666,7.072,10.5228333334,3.22866666667,7.12416666667,7.91491666667,10.5098333333
253.54,5.17183333333,6.746,7.40733333333,5.22466666666,8.09533333334,11.1903333334,3.00266666667,7.75133333333,8.12816666666,10.7936666667
253.91,5.4205,7.3535,8.20466666667,5.96116666667,8.40783333333,11.6246666667,3.4335,8.38083333333,8.45475,11.111
254.28,4.73783333333,6.2325,7.44483333333,5.33,7.88183333333,10.843,2.83416666666,7.34633333334,7.63541666666,10.2795
254.66,4.9125,5.7585,7.198,5.16466666667,7.569,10.8043333333,2.493,6.85666666667,6.67866666667,10.4036666667
255.03,5.14133333333,4.84633333334,6.69466666667,4.79966666666,7.48683333333,10.5933333333,1.91033333334,6.384,5.5765,10.1585
255.41,5.202,4.64766666666,6.50666666667,4.61516666666,7.37116666666,10.486,1.92416666667,6.05033333333,4.89258333334,10.5348333334
255.78,5.6335,4.99833333333,6.68683333334,5.06516666667,7.75666666666,10.4981666667,1.78866666667,5.85066666667,4.898,11.0665
