wavelength,Back_TanSelm,Belly_TanSelm,Breast_TanSelm,Crissum_TanSelm,Crown_TanSelm,DorTail_TanSelm,Patch10_TanSelm,Patch11_TanSelm,Patch12_TanSelm,Patch13_TanSelm,Rump_TanSelm,Throat_TanSelm,WingTip_TanSelm
576.22,50.8032222222,56.2785555555,61.2735555556,53.3547777778,87.2229999999,8.86266666667,56.9746388889,10.1744444444,3.60411111111,80.7101111111,60.6781111111,5.59433333333,8.21111111111
576.56,50.7954444444,55.99,60.7997777778,53.0696666667,86.8343333334,8.82338888889,56.861625,10.1664444444,3.60322222222,80.543,60.7135555556,5.59166666667,8.22066666667
576.90,50.7604444444,55.724,60.2535555556,52.7596666667,86.3856666667,8.81522222222,56.752625,10.1417222222,3.60955555556,80.3404444444,60.7149444444,5.59911111111,8.21822222222
577.24,50.6996666667,55.3968888889,59.74,52.4001111111,85.8827777779,8.75672222222,56.6018194444,10.1242222222,3.62388888889,80.08,60.6950555555,5.60311111111,8.19644444444
577.58,50.6373333333,55.0468888889,59.2227777778,52.0745555555,85.4176666666,8.72283333333,56.4088194444,10.0351111111,3.607,79.8416666667,60.6535555556,5.56255555556,8.1485
577.92,50.6351111111,54.7558888889,58.732,51.7648888889,85.0498888888,8.66877777778,56.2783888889,10.0113888889,3.55888888889,79.6174444445,60.6592222222,5.52716666667,8.10922222222
578.26,50.5881111111,54.4778888889,58.2015555556,51.4301111111,84.6415555557,8.66388888889,56.1556666667,9.9465,3.55377777778,79.3886666667,60.6307222222,5.52838888889,8.12827777778
578.60,50.5771111111,54.1631111111,57.6846666667,51.1186666667,84.1671111112,8.66733333333,56.0272916667,9.95288888889,3.57522222222,79.1307777778,60.5915,5.52416666667,8.14483333333
578.94,50.6474444444,53.9782222222,57.2865555556,50.9098888889,83.8771111111,8.69538888889,55.9727777778,10.0075555556,3.62355555555,79.03,60.7375555556,5.57594444444,8.21161111111
579.28,50.6142222222,53.6666666667,56.7894444444,50.6434444445,83.4731111111,8.69105555556,55.8656527778,10.0151666667,3.63188888889,78.7997777778,60.7672222222,5.61322222222,8.192
579.61,50.5051111111,53.3098888889,56.221,50.2896666667,82.9058888888,8.66216666667,55.6835555556,9.957,3.65088888889,78.4321111111,60.7021666667,5.60411111111,8.20566666667
579.95,50.626,53.1115555555,55.8261111111,50.0998888889,82.599,8.63038888889,55.6353055555,9.97105555557,3.662,78.3613333333,60.8173888889,5.63677777778,8.22811111111
580.29,50.6031111111,52.7934444444,55.3048888889,49.8346666667,82.132,8.66572222222,55.538125,9.97766666667,3.71877777778,78.0876666666,60.8294444445,5.67633333333,8.28111111111
580.63,50.6242222222,52.4817777778,54.8571111111,49.5865555556,81.7378888888,8.68438888889,55.4055,9.99883333333,3.76277777778,77.8895555555,60.8839444444,5.70266666667,8.30916666667
580.97,50.5224444444,52.1517777778,54.3015555556,49.3365555556,81.2727777778,8.70122222222,55.2374305556,9.98416666667,3.774,77.5671111111,60.8288333333,5.69133333333,8.323
581.31,50.4878888889,51.8617777778,53.8336666667,49.0743333334,80.8453333334,8.66227777778,55.1607916667,10.0262777778,3.77044444444,77.3804444445,60.8873888889,5.73022222222,8.37088888889
581.65,50.4505555556,51.5773333333,53.3595555556,48.8732222222,80.3599999999,8.73366666667,55.0756388889,10.0808888889,3.90444444445,77.156,60.9231666667,5.82394444444,8.46233333333
581.98,50.4153333333,51.2733333333,52.9253333333,48.6231111111,79.9129999999,8.69055555556,54.936,10.074,3.92688888889,76.9305555556,60.9638333334,5.84333333333,8.46644444444
582.32,50.3867777778,50.995,52.5064444445,48.3963333333,79.5076666667,8.67094444444,54.8070833333,10.0918888889,3.93266666667,76.7383333333,61.0428333333,5.8625,8.49461111111
582.66,50.284,50.6565555556,51.9723333333,48.0905555556,78.9684444444,8.59377777778,54.6517222222,10.0162222222,3.87477777778,76.4502222222,60.97,5.82972222222,8.44572222222
583.00,50.2706666667,50.3481111111,51.5401111111,47.8322222222,78.4755555554,8.48455555556,54.4775138889,9.927,3.83455555555,76.2208888889,60.9780555555,5.78527777778,8.45683333333
583.34,50.2648888889,50.0946666667,51.1387777778,47.5774444444,78.0425555557,8.48538888889,54.350125,9.97194444443,3.87344444444,76.0264444444,61.0723888889,5.8395,8.536
583.68,50.0741111111,49.7155555556,50.6007777778,47.2156666666,77.4038888888,8.47894444444,54.0592916667,9.9473888889,3.90066666667,75.5454444445,60.9277222222,5.84916666667,8.54205555555
584.01,50.0354444445,49.4245555556,50.1614444444,46.9564444445,76.9068888888,8.40766666667,53.8661805555,9.90883333333,3.86977777778,75.348,60.9751666667,5.84666666667,8.52477777778
584.35,49.8855555556,49.0865555556,49.6654444444,46.5974444444,76.2871111112,8.36727777778,53.6121388889,9.89783333333,3.83266666667,74.9483333333,60.9347222222,5.80933333333,8.51622222222
584.69,49.9281111111,48.8732222222,49.3181111111,46.3445555555,75.8428888889,8.35477777778,53.4871111111,9.9026111111,3.82877777778,74.8137777778,61.0724444445,5.83616666667,8.55894444444
585.03,49.7997777778,48.5287777778,48.8011111111,46.0225555556,75.2257777777,8.34916666667,53.2595972222,9.86977777778,3.84177777778,74.4182222222,61.0078888889,5.82761111111,8.55911111111
585.37,49.6743333333,48.1782222222,48.3458888889,45.6634444444,74.6296666668,8.28811111111,52.9965555555,9.84227777778,3.78488888889,74.0357777778,60.9637222222,5.79788888889,8.56922222222
585.70,49.5746666667,47.8183333333,47.8347777778,45.3048888889,73.9918888889,8.255,52.7241666667,9.85055555556,3.764,73.6321111111,60.9340555555,5.7805,8.55755555556
586.04,49.5041111111,47.5362222222,47.3501111111,44.9674444444,73.4694444445,8.24261111111,52.5493611111,9.81511111111,3.73966666667,73.3315555555,60.9338888889,5.79461111111,8.53644444444
586.38,49.3911111111,47.1812222222,46.9254444444,44.6481111111,72.9382222221,8.25022222222,52.3042222222,9.80022222222,3.75211111111,72.9638888889,60.9301111111,5.79672222222,8.58516666667
586.72,49.2791111111,46.8594444445,46.4655555556,44.3096666667,72.359,8.30877777778,52.0792777778,9.832,3.759,72.5891111111,60.898,5.80005555556,8.60205555556
587.06,49.1777777778,46.5561111111,46.038,44.0375555555,71.8196666667,8.27322222222,51.9160833333,9.838,3.73411111111,72.2951111111,60.8880555555,5.77738888889,8.5685
587.39,49.0588888889,46.1854444444,45.5973333333,43.698,71.2406666666,8.24588888889,51.6682361111,9.79938888889,3.69233333333,71.92,60.89,5.74372222222,8.542
587.73,48.8972222222,45.8716666667,45.1526666667,43.3501111111,70.6377777779,8.26377777778,51.4498194445,9.78316666667,3.70522222222,71.4836666667,60.8074444444,5.75816666667,8.56811111111
588.07,48.8384444444,45.6166666667,44.7977777778,43.1232222222,70.1931111112,8.2725,51.2953472222,9.78061111111,3.73366666667,71.2016666667,60.8429444444,5.81272222222,8.6415
588.41,48.7088888889,45.2666666667,44.3466666667,42.8398888889,69.6545555556,8.18794444444,51.0384583333,9.728,3.69733333333,70.8578888889,60.7821111111,5.75677777778,8.59027777778
588.74,48.6348888889,45.0318888889,43.9864444444,42.5506666667,69.1714444446,8.16377777778,50.8178888889,9.702,3.69544444445,70.556,60.8056666667,5.77827777778,8.57922222222
589.08,48.5016666667,44.7854444445,43.61,42.2828888889,68.6995555557,8.16233333333,50.5952638889,9.71966666667,3.74577777778,70.2507777778,60.833,5.81377777778,8.58394444444
589.42,48.4331111111,44.6061111111,43.2788888889,42.0742222222,68.2745555557,8.22266666667,50.4558611111,9.73611111111,3.79688888889,70.03,60.9062222222,5.85311111111,8.65833333333
589.76,48.2865555556,44.2943333333,42.8905555556,41.7957777778,67.7746666667,8.18444444444,50.2284722222,9.69822222222,3.77011111111,69.6577777778,60.8593333333,5.81822222222,8.64516666667
590.09,48.2305555556,44.0726666667,42.5706666667,41.5775555556,67.3012222222,8.17866666667,50.0663194444,9.68472222222,3.77944444444,69.4075555555,60.926,5.86172222222,8.67794444444
590.43,48.1086666667,43.8281111111,42.2524444444,41.3106666667,66.8221111111,8.1725,49.8960555556,9.68755555556,3.84033333333,69.0923333333,60.9483333333,5.89616666667,8.72272222223
590.77,47.9763333333,43.5651111111,41.9007777778,41.0371111111,66.2617777778,8.18877777778,49.5961111111,9.68711111111,3.89233333334,68.6932222222,60.8908888889,5.95088888889,8.76200000001
591.11,47.8567777778,43.3687777778,41.5462222222,40.8126666667,65.7707777778,8.2185,49.4524027778,9.74844444444,3.96744444445,68.3825555556,60.8739444444,6.00266666667,8.84233333333
591.44,47.7405555556,43.0953333333,41.1883333333,40.5465555556,65.2823333333,8.14277777778,49.2225833333,9.78955555556,3.984,68.0777777778,60.911,5.95894444444,8.84188888888
591.78,47.5157777778,42.6993333333,40.7225555556,40.1997777778,64.6284444444,8.08888888889,48.885375,9.73427777778,3.98822222222,67.6353333333,60.7477222222,5.95477777778,8.79661111112
592.12,47.3504444445,42.4785555556,40.3681111111,39.9047777778,64.0658888889,8.12516666667,48.6805,9.76216666667,3.99911111111,67.3067777778,60.7708888889,5.99861111111,8.8336111111
592.46,47.2117777778,42.2001111111,39.9993333333,39.6482222222,63.5042222222,8.13572222222,48.431625,9.73522222222,3.98088888889,66.9424444444,60.753,5.98544444444,8.86933333333
592.79,47.1094444445,41.9222222222,39.6056666667,39.4077777778,62.9181111111,8.13461111111,48.2118194444,9.70094444444,3.94377777778,66.5851111111,60.7372777778,5.9785,8.88077777778
593.13,46.9357777778,41.5934444444,39.2121111111,39.1262222222,62.3533333333,8.04616666667,47.947625,9.624,3.884,66.1897777778,60.7139444444,5.91838888889,8.82644444444
593.47,46.8153333333,41.3354444444,38.8643333334,38.8854444444,61.74,8.04688888889,47.6734583334,9.6405,3.90188888889,65.832,60.7042222222,5.93116666667,8.88633333333
593.80,46.5934444445,41.0233333333,38.4413333333,38.5402222222,61.0877777778,8.01683333333,47.3207777778,9.63155555556,3.87033333333,65.3745555556,60.5945,5.86344444444,8.86716666668
594.14,46.421,40.7125555556,38.0272222222,38.2568888889,60.4812222222,7.91888888889,46.9552638889,9.52461111111,3.76844444444,64.9892222222,60.6038333333,5.78927777778,8.78327777779
594.48,46.2657777778,40.3666666667,37.5484444444,37.9034444444,59.8395555556,7.83244444444,46.6731388889,9.40494444444,3.64522222222,64.5973333333,60.5843333334,5.70277777778,8.71972222223
594.81,46.1311111111,40.056,37.1975555555,37.6113333333,59.2583333333,7.79927777778,46.3203333333,9.36472222222,3.59122222222,64.2415555556,60.6051111111,5.6235,8.68694444443
595.15,46.0442222222,39.8287777778,36.9301111111,37.3843333333,58.76,7.83861111111,46.0723194444,9.34422222222,3.58477777778,63.9411111111,60.6793333334,5.65522222222,8.70694444444
595.49,45.9482222222,39.6127777778,36.65,37.1775555556,58.2138888889,7.86211111111,45.8913611111,9.39811111111,3.59233333333,63.5951111111,60.7301111111,5.64738888889,8.76299999999
595.82,45.8195555556,39.3466666667,36.3434444444,36.9485555556,57.6817777778,7.87338888889,45.6274583333,9.40311111111,3.64322222222,63.1903333333,60.6647222222,5.694,8.82211111112
596.16,45.6494444445,39.0437777778,36.0041111111,36.6874444445,57.1033333333,7.83744444444,45.3169861111,9.36633333333,3.62977777778,62.8016666666,60.5932777778,5.66161111111,8.78300000001
596.50,45.5013333333,38.8033333333,35.7406666667,36.4435555555,56.6107777778,7.78522222222,45.0847361111,9.33027777778,3.60177777778,62.4661111111,60.5887777778,5.629,8.77455555556
596.83,45.3164444444,38.5268888889,35.4498888889,36.1875555556,56.0965555555,7.75538888889,44.8271111111,9.29238888889,3.56566666667,62.114,60.5093888889,5.60472222222,8.76572222221
597.17,45.1972222222,38.3291111111,35.2277777778,36.001,55.6686666667,7.76316666667,44.6434583333,9.30616666667,3.57411111111,61.7965555555,60.5248888889,5.63638888889,8.76505555554
597.51,45.0604444444,38.0894444444,34.9542222222,35.8157777778,55.2033333333,7.75566666667,44.4161527778,9.27933333333,3.58755555555,61.4645555556,60.4852777778,5.63244444444,8.77033333333
597.84,44.8463333333,37.8295555556,34.6155555555,35.5256666667,54.6543333333,7.753,44.1490972222,9.30766666667,3.58322222222,61.0364444444,60.3373333333,5.63122222222,8.80333333333
598.18,44.6685555556,37.5946666667,34.3563333333,35.3268888889,54.194,7.73266666667,43.9058611111,9.30605555556,3.58911111111,60.6251111111,60.2821666667,5.58377777778,8.79266666666
598.52,44.5014444444,37.3086666667,34.0423333333,35.0505555556,53.6461111111,7.65783333333,43.6350277778,9.243,3.54588888889,60.201,60.1650555556,5.55355555556,8.75427777779
598.85,44.2803333333,37.0347777778,33.728,34.7971111111,53.107,7.632,43.36525,9.21511111111,3.50133333333,59.7355555555,60.0487777778,5.50933333333,8.73188888888
599.19,44.0493333333,36.7182222222,33.3657777778,34.4942222222,52.594,7.62544444444,43.0099444444,9.15872222222,3.48211111111,59.2495555556,59.9560555556,5.5045,8.68738888889
599.53,43.7943333334,36.3686666667,33.0103333333,34.1826666667,51.9915555556,7.57438888889,42.6386666667,9.12738888889,3.43288888889,58.7281111111,59.8553333334,5.44933333333,8.62527777778
599.86,43.556,36.0848888889,32.6861111111,33.9061111111,51.4197777778,7.55377777778,42.3265972222,9.18055555556,3.43944444445,58.1966666667,59.7796111111,5.44738888889,8.65216666667
600.20,43.3206666667,35.7345555556,32.3184444444,33.5894444444,50.8085555555,7.52522222222,41.9484583333,9.14233333333,3.39633333333,57.6832222222,59.6686111111,5.38922222222,8.61816666668
600.53,43.1917777778,35.5096666667,32.0267777778,33.3622222222,50.2696666667,7.60016666667,41.6468194445,9.24311111111,3.48711111111,57.1423333334,59.6207777778,5.47433333333,8.69561111111
600.87,42.9461111111,35.1887777778,31.6741111111,33.0306666667,49.6884444445,7.60683333333,41.2704861111,9.22711111111,3.49711111111,56.6735555556,59.5658888889,5.47083333333,8.70872222221
601.21,42.692,34.9156666666,31.3833333333,32.7424444444,49.0968888889,7.606,40.8944305555,9.25466666667,3.48811111111,56.1473333333,59.5202777778,5.48061111111,8.71849999999
601.54,42.5148888889,34.6438888889,31.1116666667,32.5313333333,48.5824444444,7.61994444444,40.6121805555,9.23877777778,3.50622222222,55.7281111111,59.5613333333,5.49027777778,8.73611111112
601.88,42.2798888889,34.3827777778,30.838,32.2955555555,48.0155555555,7.64205555556,40.2847916667,9.24516666667,3.55055555556,55.3022222222,59.5309444445,5.586,8.78833333334
602.21,42.1163333334,34.2,30.6371111111,32.1465555556,47.5652222222,7.71238888889,40.0536527778,9.32772222222,3.61833333333,54.9491111111,59.6167222222,5.69438888889,8.87194444446
602.55,41.8755555555,33.9614444444,30.3571111111,31.8825555556,46.9933333333,7.69888888889,39.7689166667,9.30022222222,3.62277777778,54.5235555556,59.5378333333,5.72605555556,8.88594444446
602.88,41.6563333333,33.7868888889,30.1037777778,31.6591111111,46.4832222222,7.60911111111,39.4920833333,9.23905555556,3.57522222222,54.149,59.5552222222,5.69422222222,8.86655555556
603.22,41.4915555556,33.6253333333,29.8861111111,31.4764444445,46.078,7.60916666667,39.2272222222,9.21083333333,3.576,53.8298888889,59.5956666667,5.71244444444,8.89922222222
603.56,41.345,33.4765555555,29.7002222222,31.3014444444,45.7411111111,7.61255555556,39.0630138889,9.19961111111,3.58533333333,53.5805555556,59.6439444445,5.74972222222,8.93105555556
603.89,41.1486666667,33.3361111111,29.5071111111,31.1522222222,45.3505555555,7.62488888889,38.8494444444,9.21716666667,3.62066666667,53.2425555556,59.6136111111,5.80244444444,8.9781111111
604.23,40.9565555556,33.1671111111,29.3087777778,30.9997777778,44.9876666667,7.60805555556,38.6176944445,9.20022222222,3.59266666667,52.9746666666,59.5882777778,5.80794444444,8.97294444443
604.56,40.8061111111,33.0342222222,29.1116666667,30.8268888889,44.6171111111,7.59627777778,38.399,9.18527777778,3.57144444445,52.6654444445,59.5648333334,5.79716666667,8.96661111112
604.90,40.6621111111,32.8482222222,28.9261111111,30.6344444444,44.2563333333,7.5775,38.222,9.14522222222,3.56544444445,52.3861111111,59.5066111111,5.80483333333,8.94927777779
605.23,40.4695555556,32.6667777778,28.7508888889,30.4703333333,43.8854444445,7.58261111111,37.9759166667,9.17272222222,3.58611111111,52.0451111111,59.4250555556,5.828,8.92983333332
605.57,40.3052222222,32.4945555556,28.5835555556,30.2894444444,43.5215555556,7.60416666667,37.7635277778,9.24211111111,3.58222222222,51.6996666666,59.3765555556,5.84622222222,8.96105555556
605.90,40.0734444444,32.3065555556,28.3396666667,30.0677777778,43.0811111111,7.57833333333,37.4810694445,9.18777777778,3.54277777778,51.2746666667,59.2626666667,5.82933333333,8.93438888888
606.24,39.8406666667,32.0718888889,28.0716666667,29.8471111111,42.6254444445,7.54416666667,37.12975,9.19233333333,3.53066666667,50.8385555556,59.1746111111,5.80772222222,8.92944444443
606.58,39.6751111111,31.8221111111,27.8674444444,29.674,42.2135555556,7.50166666667,36.8505,9.18672222222,3.51944444445,50.4823333333,59.1137222222,5.82833333333,8.92611111112
606.91,39.4166666667,31.563,27.6552222222,29.4503333333,41.7356666667,7.4965,36.5756944444,9.17088888889,3.48033333334,50.0444444445,59.0213888889,5.79344444444,8.88722222222
607.25,39.1785555556,31.2823333333,27.3983333333,29.2307777778,41.2358888889,7.44083333333,36.20975,9.11783333333,3.412,49.5647777778,58.9297222222,5.77133333333,8.82600000001
607.58,38.9223333333,31.0303333333,27.171,28.9831111111,40.7923333333,7.43327777778,35.8851527778,9.11888888889,3.399,49.1186666667,58.8284444444,5.73938888889,8.81166666666
607.92,38.7306666667,30.848,26.9996666667,28.8015555556,40.401,7.45522222222,35.6357222222,9.12522222222,3.42766666667,48.7245555555,58.8141111111,5.72533333333,8.83000000001
608.25,38.3994444444,30.5756666667,26.7402222222,28.5794444444,39.9156666667,7.43877777778,35.3171527778,9.09527777778,3.42755555556,48.2518888889,58.6597777778,5.71738888889,8.84388888888
608.59,38.1532222222,30.3943333333,26.5218888889,28.4123333333,39.4983333333,7.40111111111,35.0133055555,9.08266666667,3.408,47.8082222222,58.6192222222,5.68411111111,8.84155555556
608.92,37.9622222222,30.2113333333,26.3456666666,28.2473333333,39.1146666667,7.36827777778,34.8179861111,9.02405555556,3.37477777778,47.4483333333,58.5966666667,5.66644444444,8.87672222221
609.26,37.7624444444,30.085,26.1791111111,28.1044444444,38.7978888889,7.37477777778,34.6060555556,8.99977777778,3.42633333333,47.122,58.5817222222,5.681,8.91766666666
609.59,37.5311111111,29.8816666667,26.0033333333,27.9322222222,38.444,7.37205555556,34.3575416667,8.97622222222,3.45177777778,46.7668888889,58.5410555555,5.63677777778,8.90611111112
609.93,37.3703333333,29.757,25.866,27.825,38.1541111111,7.40005555556,34.18975,9.00977777778,3.48711111111,46.4896666667,58.5086111111,5.64994444444,8.94644444444
610.26,37.199,29.6543333333,25.7724444444,27.678,37.838,7.47755555556,33.9989027778,9.05833333333,3.54655555555,46.2025555556,58.5026666667,5.66066666667,9.00555555557
610.60,37.0116666667,29.5208888889,25.5797777778,27.547,37.4967777778,7.44461111111,33.7634166667,9.07483333333,3.55766666667,45.8497777778,58.4141666667,5.66361111111,9.03822222222
610.93,36.7878888889,29.3958888889,25.4287777778,27.3762222222,37.1804444444,7.48688888889,33.553375,9.14138888889,3.62655555555,45.5288888889,58.3293888889,5.66616666667,9.0676111111
611.27,36.622,29.2652222222,25.3176666667,27.2972222222,36.9031111111,7.545,33.3629583333,9.15983333333,3.69911111111,45.2721111111,58.3102777778,5.74627777778,9.13344444446
611.60,36.2817777778,29.0223333333,25.0377777778,27.0293333334,36.4497777778,7.46666666667,32.9963333333,9.06066666667,3.65455555556,44.8058888889,58.1106666667,5.711,9.09694444446
611.93,36.0747777778,28.8118888889,24.8466666667,26.8718888889,36.0871111111,7.38988888889,32.6965555556,8.99883333333,3.58244444444,44.425,58.0356111111,5.60083333333,9.02300000001
612.27,35.8398888889,28.6046666667,24.6732222222,26.6922222222,35.748,7.38994444444,32.4221805556,8.99922222222,3.55777777778,44.0898888889,57.9083333333,5.60377777778,9.054
612.60,35.5887777778,28.4407777778,24.487,26.5086666667,35.4192222222,7.36433333333,32.0963194444,8.99727777778,3.53788888889,43.76,57.8393333333,5.58705555556,9.05333333332
612.94,35.3084444444,28.2252222222,24.2808888889,26.3126666667,35.0123333334,7.32622222222,31.7559722222,8.97433333333,3.45488888889,43.3494444445,57.7413888889,5.53644444444,9.0003888889
613.27,35.0825555555,28.0336666667,24.1081111111,26.1687777778,34.6847777778,7.30788888889,31.4992361111,8.9825,3.43122222222,43.0137777778,57.6826666667,5.55038888889,9.04105555556
613.61,34.8103333333,27.8607777778,23.9505555556,26.0022222222,34.3633333333,7.30188888889,31.2159722222,8.96577777778,3.42688888889,42.6332222222,57.631,5.56361111111,9.03500000001
613.94,34.5171111111,27.6901111111,23.7645555555,25.8428888889,34.0185555555,7.31794444444,30.9469722222,8.95861111111,3.42977777778,42.1791111111,57.4446111111,5.57133333333,9.02166666668
614.28,34.218,27.4711111111,23.5891111111,25.6331111111,33.6375555556,7.32911111111,30.6398472222,8.94894444444,3.47555555555,41.7538888889,57.3153333333,5.57761111111,9.05411111112
614.61,34.0747777778,27.4065555555,23.5057777778,25.6001111111,33.3608888889,7.37255555556,30.4305833333,8.95444444444,3.50355555555,41.4706666667,57.3731666667,5.60855555556,9.15666666666
614.94,33.7871111111,27.2207777778,23.2638888889,25.3396666666,32.9541111111,7.27711111111,30.0884305556,8.917,3.44255555556,41.0074444444,57.329,5.51872222222,9.08655555554
615.28,33.564,27.0854444444,23.1581111111,25.2255555555,32.677,7.304,29.9107638889,8.95483333333,3.43455555556,40.6875555555,57.3471666667,5.54938888889,9.12183333334
615.61,33.4424444445,27.1006666667,23.1077777778,25.1685555556,32.4824444445,7.38133333333,29.7866527778,9.12222222222,3.53355555555,40.4676666667,57.45,5.66777777778,9.22600000001
615.95,33.1985555555,27.0078888889,22.9783333333,25.0297777778,32.1953333333,7.4265,29.5239444445,9.129,3.59888888889,40.1197777778,57.439,5.71377777778,9.24427777779
616.28,32.9578888889,26.8833333333,22.8654444444,24.9154444444,31.9124444444,7.44883333333,29.2841805555,9.12733333333,3.62722222222,39.7583333333,57.3753888889,5.73583333333,9.27188888889
616.61,32.7132222222,26.7142222222,22.7058888889,24.7506666667,31.5918888889,7.40583333333,29.0658611111,9.07977777778,3.60511111111,39.4555555556,57.2952222222,5.71405555556,9.22866666668
616.95,32.4916666667,26.6156666667,22.5914444444,24.6143333333,31.3421111111,7.43366666667,28.8643194444,9.16527777778,3.64833333333,39.1431111111,57.2011666666,5.78633333333,9.27072222221
617.28,32.2392222222,26.4347777778,22.4405555555,24.4292222222,30.9805555555,7.41477777778,28.57025,9.12755555556,3.63977777778,38.7745555555,57.0772222222,5.80583333333,9.26233333334
617.62,31.993,26.2805555555,22.2411111111,24.2761111111,30.6715555556,7.38994444444,28.2681111111,9.08055555556,3.59222222222,38.4597777778,57.0424444444,5.78727777778,9.22983333333
617.95,31.8446666667,26.2062222222,22.1481111111,24.2016666667,30.5078888889,7.41338888889,28.1230138889,9.09605555556,3.59988888889,38.2447777778,57.0886666667,5.82361111111,9.23555555557
618.28,31.5641111111,25.9985555556,21.9788888889,24.017,30.2531111111,7.4175,27.8275972222,9.09616666667,3.57311111111,37.9261111111,56.9569444444,5.83211111111,9.21583333334
618.62,31.3884444444,25.9462222222,21.9266666667,23.9764444444,30.0628888889,7.472,27.6339027778,9.13983333333,3.62111111111,37.683,56.9068888889,5.90594444444,9.29216666666
618.95,31.278,25.866,21.8966666667,23.9856666667,29.854,7.51027777778,27.4659583333,9.224,3.71655555555,37.4603333333,56.9011666667,5.98066666667,9.37433333333
619.28,31.056,25.7398888889,21.8576666667,23.9412222222,29.694,7.59716666667,27.289625,9.26827777778,3.81666666667,37.2483333333,56.8892777778,6.1005,9.46094444444
619.62,30.9358888889,25.6915555556,21.8158888889,23.9466666667,29.5547777778,7.67783333333,27.1835694444,9.34783333333,3.87355555556,37.0374444444,56.9352777778,6.16111111111,9.55144444446
619.95,30.752,25.6365555556,21.7307777778,23.8962222222,29.3416666667,7.72605555556,27.05475,9.40238888889,3.90644444444,36.832,56.9528888889,6.19333333333,9.5605
620.28,30.5438888889,25.5545555555,21.6365555556,23.8077777778,29.1297777778,7.71355555556,26.854125,9.40988888889,3.88588888889,36.5312222222,56.9388888889,6.20544444444,9.57294444444
620.62,30.2404444445,25.4007777778,21.4882222222,23.6742222222,28.8213333333,7.666,26.5721388889,9.24844444444,3.76366666667,36.2141111111,56.9399444444,6.10716666667,9.47133333334
620.95,30.0433333333,25.3037777778,21.4054444444,23.6363333333,28.6661111111,7.67616666667,26.4442916667,9.25138888889,3.72933333334,35.9846666667,57.0344444444,6.07255555556,9.48755555557
621.28,29.8875555555,25.2048888889,21.3756666667,23.5914444444,28.5001111111,7.69733333333,26.2855833333,9.32688888889,3.77833333333,35.7592222222,57.0509444444,6.12055555556,9.56566666667
621.62,29.6043333333,25.089,21.2632222222,23.471,28.1954444444,7.699,26.0236666667,9.27016666667,3.70433333333,35.4291111111,56.9792777778,6.13616666667,9.56633333333
621.95,29.3697777778,24.9632222222,21.1092222222,23.3395555556,27.9213333333,7.63216666667,25.7904444444,9.18683333333,3.65966666667,35.1551111111,56.985,6.12238888889,9.51877777779
622.28,29.0656666667,24.7804444444,20.9618888889,23.2078888889,27.6031111111,7.57994444444,25.5800694444,9.10955555556,3.59822222222,34.82,56.9103333333,6.09616666667,9.46133333332
622.62,28.7878888889,24.6247777778,20.7786666667,23.0212222222,27.3567777778,7.54355555556,25.3066388889,9.02155555556,3.48388888889,34.5173333333,56.8459444445,6.012,9.38722222222
622.95,28.504,24.4365555555,20.6118888889,22.7645555556,27.0332222222,7.38588888889,25.0074722222,8.81577777778,3.29822222222,34.1252222222,56.7558333333,5.85588888889,9.25177777778
623.28,28.1468888889,24.2268888889,20.3918888889,22.5272222222,26.6697777778,7.25416666667,24.7157222222,8.66516666667,3.17677777778,33.7808888889,56.6135555556,5.77566666667,9.15111111111
623.62,27.8901111111,24.0197777778,20.2376666667,22.333,26.4126666667,7.15011111111,24.4561527778,8.58122222222,3.09844444444,33.4471111111,56.5451111111,5.70877777778,9.09038888889
623.95,27.6621111111,23.8787777778,20.145,22.2444444444,26.1757777778,7.15788888889,24.2027916667,8.566,3.12444444445,33.2131111111,56.4945555555,5.70111111111,9.0793888889
624.28,27.4371111111,23.824,20.0294444444,22.1603333333,25.9627777778,7.14277777778,23.9734444444,8.59611111111,3.15711111111,32.9976666667,56.4581111111,5.68133333333,9.11511111111
624.62,27.1464444444,23.6775555556,19.8548888889,21.9684444444,25.6405555556,7.09061111111,23.6869027778,8.52561111111,3.10333333333,32.6663333334,56.3273888889,5.62538888889,9.05966666667
624.95,26.9066666666,23.629,19.8032222222,21.8954444444,25.4903333333,7.13966666667,23.5652083333,8.54655555556,3.08477777778,32.4394444444,56.3715,5.61183333333,9.08027777779
625.28,26.7745555555,23.604,19.7434444444,21.8846666667,25.4004444444,7.19733333333,23.4555277778,8.65327777778,3.201,32.2975555556,56.4132777778,5.68055555556,9.14988888889
625.61,26.552,23.5701111111,19.6905555556,21.8195555556,25.2244444444,7.22644444444,23.3457777778,8.69166666667,3.23722222222,32.0188888889,56.4070555556,5.68761111111,9.22411111112
625.95,26.3778888889,23.5051111111,19.6197777778,21.7076666667,25.0772222222,7.24888888889,23.1803611111,8.69927777778,3.23944444444,31.8293333333,56.4003333333,5.67183333333,9.24155555554
626.28,26.196,23.4265555555,19.5274444445,21.6348888889,24.8732222222,7.22911111111,23.060625,8.66438888889,3.21933333333,31.6344444444,56.4579444444,5.68877777778,9.24972222223
626.61,25.9787777778,23.3345555556,19.3881111111,21.5576666667,24.669,7.22438888889,22.8859583334,8.69511111111,3.24644444444,31.4302222222,56.3995,5.68355555556,9.24927777777
