wavelength,Back_DigAlbm,Belly_DigAlbm,Breast_DigAlbm,Crissum_DigAlbm,Crown_DigAlbm,DorTail_DigAlbm,Patch10_DigAlbm,Rump_DigAlbm,Throat_DigAlbm,WingTip_DigAlbm
404.31,9.20839999999,12.3636666667,9.93160000001,10.9277333333,8.28220000001,7.49706666667,57.934,10.2316,9.93306666666,7.80393333333
404.67,9.16406666667,12.3450666667,9.89633333333,10.8951333333,8.27379999999,7.48006666667,57.9576666667,10.2072,9.90080000001,7.78366666667
405.03,9.12606666667,12.3365333333,9.84726666665,10.8558666667,8.20373333333,7.41553333333,58.0827333333,10.1734666667,9.85326666666,7.73413333334
405.39,9.13813333333,12.3478,9.83993333334,10.8533333333,8.1884,7.41066666667,58.2643333333,10.186,9.84040000001,7.7248
405.75,9.09340000001,12.2834,9.79453333333,10.8094666667,8.16279999999,7.35013333333,58.2258,10.1540666667,9.78526666667,7.67633333333
406.11,8.98973333333,12.2225333333,9.7156,10.6995333333,8.08333333333,7.2658,58.2114,10.0612666666,9.71193333333,7.578
406.47,8.98093333333,12.207,9.70500000001,10.6982666667,8.06106666667,7.23213333333,58.284,10.045,9.70913333333,7.5882
406.83,8.92146666667,12.1367333333,9.65253333334,10.668,8.00146666666,7.1536,58.3712,9.98446666667,9.66560000002,7.55673333334
407.19,8.87686666667,12.0963333333,9.626,10.6376,7.94219999999,7.09286666667,58.3987333333,9.94093333335,9.61800000001,7.50526666667
407.55,8.83386666667,12.0950666667,9.63286666667,10.6438,7.91306666667,7.05013333333,58.51,9.91,9.58166666666,7.49453333333
407.90,8.76653333333,12.0009333333,9.56419999999,10.5496666667,7.8424,7.00146666666,58.4572666667,9.8172,9.51059999999,7.4402
408.26,8.71693333334,11.9696,9.50833333334,10.4912666667,7.79313333333,6.9528,58.3412,9.77746666668,9.44893333332,7.38453333334
408.62,8.70493333334,11.9505333333,9.49653333333,10.505,7.77293333333,6.93846666667,58.414,9.7836,9.44033333333,7.391
408.98,8.68053333333,11.9356,9.47260000001,10.4974666667,7.78706666667,6.93746666667,58.3586,9.77146666668,9.431,7.39686666667
409.34,8.6608,11.9424666667,9.44459999999,10.4872,7.79186666667,6.94106666667,58.3312,9.76673333333,9.43226666667,7.41673333333
409.70,8.66826666667,11.9488,9.41706666667,10.4647333333,7.77726666667,6.981,58.3608666667,9.7704,9.43426666667,7.40353333334
410.06,8.74753333333,12.0448,9.50740000001,10.5670666667,7.87680000001,7.08746666667,58.472,9.8604,9.52399999999,7.48533333333
410.42,8.78479999999,12.0836666667,9.55133333333,10.6258666667,7.94346666666,7.15273333333,58.5598666667,9.90806666667,9.55173333332,7.496
410.77,8.8054,12.1063333333,9.59733333333,10.6453333333,7.97693333334,7.19426666666,58.6045333333,9.92346666667,9.58620000001,7.51686666667
411.13,8.81180000001,12.1151333333,9.59506666666,10.6426,7.98306666667,7.2214,58.5786666667,9.90760000001,9.59620000001,7.52213333333
411.49,8.86673333334,12.1909333333,9.66320000001,10.7099333333,8.05646666667,7.28666666667,58.635,9.97866666667,9.65453333333,7.55533333333
411.85,8.94900000001,12.2864666667,9.74746666667,10.7869333333,8.1214,7.34426666667,58.7354,10.0514,9.72820000001,7.6364
412.21,8.98226666667,12.3206,9.80953333334,10.8246,8.16926666667,7.39293333333,58.7941333333,10.088,9.78426666667,7.68806666666
412.57,9.05620000001,12.4055333333,9.89946666667,10.902,8.23433333333,7.45626666667,58.8899333333,10.1402666667,9.86973333333,7.75033333333
412.92,9.04333333334,12.3874666667,9.87600000001,10.9022666667,8.19693333333,7.41193333333,58.899,10.114,9.84413333333,7.72626666667
413.28,8.98246666668,12.3204,9.84539999999,10.8576666667,8.14866666667,7.33646666667,58.8348666667,10.0525333333,9.78280000001,7.66786666667
413.64,9.01806666667,12.3842666667,9.92286666666,10.9398666667,8.21300000001,7.35326666667,58.9655333334,10.0878,9.85953333333,7.728
414.00,9.03060000001,12.3843333333,9.91066666665,10.9457333333,8.20853333334,7.34573333333,58.9982,10.0825333333,9.8548,7.74173333333
414.36,9.00699999999,12.3463333333,9.88173333334,10.9107333333,8.15686666667,7.3096,59.0682666667,10.0426,9.82279999999,7.72066666667
414.72,8.98966666666,12.3508,9.86226666667,10.8823333333,8.11633333334,7.28293333333,59.1056,10.0326666667,9.79060000001,7.68526666667
415.07,9.00000000001,12.3544666667,9.8634,10.9040666667,8.12533333333,7.2638,59.3136,10.0688,9.79013333333,7.71353333333
415.43,8.94820000001,12.255,9.76233333334,10.8061333333,8.053,7.1934,59.398,9.9688,9.71526666665,7.66126666667
415.79,8.92126666666,12.2497333333,9.73626666667,10.8009333333,8.026,7.17013333333,59.545,9.94679999998,9.71666666667,7.609
416.15,8.89226666668,12.2185333333,9.70339999999,10.7869333333,7.98606666666,7.11633333333,59.6927333333,9.92459999999,9.68546666667,7.57493333333
416.51,8.89286666667,12.2181333333,9.69586666667,10.7881333333,7.98979999999,7.12053333333,59.7678666667,9.91753333333,9.67793333335,7.56326666667
416.86,8.95866666667,12.2642666666,9.77093333334,10.8332666667,8.04373333333,7.1866,59.858,9.98966666666,9.75893333333,7.6222
417.22,8.96553333333,12.2480666667,9.76179999999,10.8338666667,8.05220000001,7.19446666667,59.9314666667,9.98953333332,9.76799999998,7.63206666667
417.58,8.90973333334,12.175,9.67473333333,10.7637333333,7.979,7.12953333333,59.9721333333,9.93539999999,9.68100000001,7.5782
417.94,8.90800000001,12.1760666667,9.69393333333,10.7662,7.97966666667,7.11953333333,59.9991333333,9.94153333333,9.68793333333,7.57853333334
418.29,8.90366666667,12.1792666667,9.69713333334,10.7629333333,7.99693333333,7.09986666667,59.9776666667,9.94859999999,9.69946666667,7.5696
418.65,8.92166666667,12.2110666667,9.72620000001,10.791,8.03593333334,7.12853333333,60.0104,9.96206666667,9.72713333335,7.60453333333
419.01,8.86433333333,12.1957333333,9.69533333333,10.7547333333,8.01133333333,7.10073333333,59.9642,9.93773333333,9.69606666666,7.57906666667
419.37,8.84973333334,12.2011333333,9.705,10.7833333333,8.01473333333,7.0972,59.9341333333,9.93853333333,9.69166666667,7.58613333333
419.73,8.8302,12.1754,9.68940000001,10.7653333333,8.00086666667,7.0814,59.8664666667,9.92666666666,9.66333333333,7.58586666667
420.08,8.844,12.1699333333,9.68260000001,10.7652666667,8.01053333333,7.0916,59.887,9.92753333333,9.65866666665,7.591
420.44,8.81673333333,12.1344666667,9.64379999999,10.7224,7.97359999999,7.04993333333,59.8402,9.90386666667,9.62026666669,7.5756
420.80,8.78066666667,12.1087333333,9.61286666667,10.6912,7.95186666666,7.0354,59.8248,9.87453333334,9.58453333333,7.55313333333
421.16,8.78873333333,12.1298666667,9.61786666667,10.6992,7.94973333333,7.0416,59.8595333333,9.87566666667,9.58999999999,7.56526666667
421.51,8.8178,12.1661333333,9.66026666666,10.7237333333,8.003,7.0852,59.8321333333,9.91379999999,9.63526666666,7.60153333333
421.87,8.7946,12.1466666667,9.62946666666,10.6976,7.974,7.0724,59.9223333333,9.89860000001,9.62613333334,7.57413333333
422.23,8.7752,12.1332,9.61033333333,10.6816,7.95713333333,7.06686666667,59.9756666667,9.87280000001,9.60386666667,7.5542
422.58,8.7556,12.1066,9.57206666666,10.6768666667,7.92113333334,7.03366666667,60.0407333333,9.85233333333,9.58953333333,7.53586666667
422.94,8.77813333333,12.1052666667,9.59826666667,10.6956,7.94026666666,7.0584,60.0652,9.86153333333,9.59786666665,7.5438
423.30,8.8096,12.1256,9.6124,10.6955333333,7.95699999999,7.07693333333,60.0956666667,9.87979999999,9.62206666667,7.5476
423.66,8.83459999999,12.147,9.62813333334,10.7186666667,7.98926666667,7.10646666667,60.155,9.8908,9.64273333333,7.57093333333
424.01,8.8394,12.1712666667,9.66346666667,10.7386666667,7.99873333333,7.13106666667,60.2118666667,9.89993333333,9.66086666668,7.58166666667
424.37,8.83073333333,12.1616,9.65913333333,10.7294666667,8.00306666667,7.13326666667,60.2203333333,9.89093333334,9.66339999999,7.57586666667
424.73,8.82593333333,12.1532666667,9.63866666667,10.7277333333,7.98913333334,7.11773333333,60.2654,9.88086666667,9.64539999999,7.55726666667
425.08,8.8216,12.1523333333,9.64999999999,10.7392666667,7.99473333333,7.12626666667,60.3056666667,9.8832,9.65253333334,7.55233333334
425.44,8.79593333334,12.1270666667,9.6228,10.7262,7.96626666667,7.10626666667,60.378,9.86353333334,9.63193333334,7.51073333333
425.80,8.80439999999,12.1259333333,9.63213333333,10.748,7.99086666666,7.116,60.3379333333,9.87953333333,9.62286666667,7.53553333333
426.16,8.82433333333,12.1431333333,9.6414,10.7691333333,7.99946666667,7.132,60.41,9.88780000001,9.65079999999,7.55613333333
426.51,8.81980000001,12.1204666667,9.6278,10.7422,7.99966666667,7.13066666667,60.3782,9.86493333334,9.62046666665,7.53093333333
426.87,8.87066666667,12.1668666667,9.65706666667,10.7909333333,8.04293333333,7.16706666667,60.4719333333,9.91033333333,9.67426666667,7.5838
427.23,8.85113333333,12.1538666667,9.65186666666,10.7972,8.02773333333,7.15726666667,60.5189333333,9.89933333333,9.66806666667,7.5746
427.58,8.8146,12.1346,9.63420000001,10.776,7.99573333333,7.1258,60.529,9.8826,9.63213333333,7.55453333333
427.94,8.8006,12.1109333333,9.58500000001,10.7566,7.98093333333,7.0916,60.4728666667,9.86053333334,9.59833333333,7.52953333333
428.30,8.80073333333,12.1279333333,9.60453333333,10.7803333333,7.98139999999,7.10753333333,60.5131333333,9.87799999998,9.59906666666,7.53406666667
428.65,8.82779999999,12.1592,9.65013333334,10.8072666667,8.01080000001,7.133,60.6002666667,9.90353333333,9.6356,7.57133333333
429.01,8.83746666667,12.1633333333,9.64433333333,10.8022666667,8.01506666666,7.12686666667,60.6264666667,9.902,9.6436,7.56853333333
429.37,8.84566666667,12.1789333333,9.66146666666,10.83,8.0036,7.11673333333,60.7077333333,9.89033333332,9.63753333333,7.59326666667
429.72,8.81213333333,12.1640666667,9.65866666666,10.7938,7.96026666666,7.0956,60.7845333333,9.84219999998,9.60900000001,7.55266666667
430.08,8.77,12.1198666667,9.62606666667,10.7688,7.92406666667,7.04233333333,60.7372666667,9.822,9.5376,7.50626666667
430.44,8.76340000001,12.1379333333,9.6474,10.7744666667,7.92613333333,7.04093333334,60.7757333333,9.848,9.55853333333,7.53206666666
430.79,8.74679999999,12.127,9.64293333334,10.76,7.90499999999,7.01593333333,60.8014,9.82193333333,9.54173333333,7.5072
431.15,8.78833333332,12.1636666667,9.67173333334,10.7768,7.94899999999,7.05846666667,60.7814,9.85673333332,9.56800000001,7.56173333333
431.50,8.80586666667,12.1777333334,9.69233333334,10.8149333333,7.98393333333,7.08,60.8826,9.86733333334,9.62113333334,7.58073333333
431.86,8.83626666666,12.2014,9.71326666666,10.8268666667,8.01239999999,7.108,60.9046666667,9.89720000001,9.65813333333,7.6144
432.22,8.90973333333,12.261,9.79186666666,10.8982,8.08666666667,7.1784,61.0022666667,9.95619999999,9.72573333334,7.69466666667
432.57,8.91879999999,12.2685333333,9.79093333333,10.905,8.09713333333,7.191,61.0286,9.95386666667,9.72473333335,7.69693333333
432.93,8.89846666666,12.2652666667,9.77793333333,10.8931333333,8.08713333333,7.18673333333,61.0327333333,9.94733333333,9.69893333331,7.67773333333
433.29,8.92546666667,12.2905333333,9.81300000001,10.9116666667,8.11033333334,7.21813333333,60.9826,9.96626666667,9.72633333333,7.69113333333
433.64,8.96073333333,12.3173333333,9.83839999999,10.9584666666,8.15546666667,7.2472,60.8508666667,10.0030666667,9.77153333333,7.72786666667
434.00,8.94166666667,12.2938666667,9.82793333333,10.9324,8.14,7.24833333333,60.8448666667,9.99373333333,9.77653333334,7.71986666667
434.35,8.97079999999,12.3056666667,9.83833333334,10.9371333333,8.15539999999,7.27253333333,60.8376666667,9.99860000001,9.79113333333,7.72726666667
434.71,8.93726666667,12.2655333333,9.7876,10.8958666667,8.10333333334,7.23093333333,60.8339333333,9.95086666667,9.74606666667,7.67113333333
435.07,8.87133333333,12.2197333333,9.73780000001,10.8696666667,8.03613333333,7.17906666667,60.8114666667,9.89140000001,9.70100000001,7.61206666667
435.42,8.88346666667,12.2286,9.75500000001,10.8578,8.03159999999,7.19273333333,60.7453333333,9.91626666665,9.69513333331,7.62373333333
435.78,8.86053333333,12.2121333333,9.7558,10.8657333333,8.02440000001,7.17993333333,60.7914666667,9.90713333332,9.68953333335,7.6128
436.13,8.81146666667,12.1687333333,9.69819999999,10.8314,7.97506666666,7.11886666667,60.7401333333,9.84786666667,9.65,7.55646666667
436.49,8.8074,12.1840666667,9.70033333333,10.8384,7.97326666667,7.11966666667,60.7639333333,9.84933333333,9.65446666665,7.5644
436.84,8.8294,12.1960666667,9.71953333333,10.8515333333,7.99453333333,7.1312,60.8091333333,9.87259999999,9.68273333333,7.5886
437.20,8.82406666667,12.1978666667,9.7172,10.8544666667,7.98626666667,7.1216,60.9629333333,9.87420000001,9.68780000001,7.6054
437.56,8.83733333333,12.2174666667,9.7198,10.8661333333,7.98946666666,7.1314,61.1319333333,9.88093333334,9.6938,7.60413333333
437.91,8.9056,12.2942,9.78219999999,10.9309333333,8.0384,7.17973333333,61.2434,9.91853333333,9.74919999999,7.66613333333
438.27,8.86513333333,12.2671333333,9.77333333333,10.941,8.00506666666,7.16013333333,61.355,9.90906666667,9.73033333335,7.6472
438.62,8.85873333334,12.2553333333,9.75666666668,10.9338666667,8.00686666666,7.166,61.3811333333,9.91773333333,9.72706666667,7.65266666667
438.98,8.8704,12.2641333334,9.77580000001,10.9446,8.041,7.1858,61.4446,9.94700000001,9.74473333334,7.67566666667
439.33,8.87260000001,12.2657333333,9.771,10.9473333333,8.04046666666,7.16446666667,61.5242,9.93506666665,9.7416,7.67033333333
439.69,8.84833333333,12.2292666667,9.73313333334,10.9141333334,8.01326666667,7.13966666667,61.5342666667,9.896,9.71319999999,7.6502
440.04,8.84906666667,12.2496666667,9.74966666667,10.9154666667,8.02239999999,7.151,61.6737333333,9.91753333335,9.724,7.65053333333
440.40,8.84073333333,12.2364666667,9.74126666667,10.9115333333,8.02400000001,7.14533333333,61.6671333333,9.91513333333,9.7334,7.6484
440.75,8.8518,12.2471333333,9.7414,10.9216,8.02066666666,7.14973333333,61.6754,9.91393333333,9.72553333333,7.65186666667
441.11,8.85753333333,12.2517333333,9.7444,10.9221333333,8.04673333334,7.16286666667,61.6542,9.91526666667,9.72873333332,7.65386666667
441.47,8.8632,12.2366666667,9.74086666667,10.9152,8.04513333333,7.1602,61.6352666667,9.91253333334,9.72226666669,7.65306666667
441.82,8.81766666667,12.2096,9.71753333334,10.8813333333,8.00806666666,7.13646666667,61.6274,9.88660000001,9.69073333332,7.63153333333
442.18,8.86206666667,12.2594666667,9.76213333333,10.919,8.06899999999,7.18786666667,61.6781333333,9.92693333333,9.72986666667,7.68473333333
442.53,8.90053333334,12.3106666667,9.82400000001,10.9727333333,8.13266666667,7.24466666667,61.7313333333,9.97633333334,9.78140000001,7.74886666667
442.89,8.91346666667,12.327,9.83833333334,10.9624666667,8.14353333333,7.2422,61.7750666667,9.98433333333,9.78693333334,7.74353333333
443.24,8.92913333333,12.3599333333,9.84793333333,10.9922,8.16826666667,7.27746666667,61.8727333333,10.0056666667,9.81146666665,7.7622
443.60,8.95126666667,12.3828,9.88173333334,11.0210666667,8.18533333333,7.2922,61.9391333333,10.0435333333,9.83506666667,7.78133333333
443.95,8.92346666666,12.3419333333,9.84133333334,10.9807333333,8.15073333333,7.2714,61.8311333333,10.0042,9.78926666667,7.75406666667
444.31,8.8874,12.3046,9.82053333333,10.9442,8.09793333333,7.24593333333,61.795,9.97700000001,9.75826666666,7.7238
444.66,8.866,12.2988666667,9.81126666667,10.9458666667,8.09593333334,7.24893333333,61.8588,9.96959999999,9.75839999999,7.73793333333
445.02,8.82653333333,12.2885333333,9.79006666667,10.9358666667,8.06113333333,7.2264,61.8498666667,9.9532,9.74013333333,7.72206666667
445.37,8.79586666667,12.2754,9.7644,10.909,8.03199999999,7.1966,61.9365333333,9.90966666666,9.71786666667,7.69326666667
445.72,8.79273333333,12.2625333333,9.74900000001,10.9072,8.0432,7.20153333333,61.9641333333,9.90866666667,9.71746666667,7.6842
446.08,8.74506666667,12.2256666667,9.6832,10.8539333333,7.99853333333,7.1492,61.904,9.85386666668,9.67833333333,7.63153333333
446.43,8.70853333333,12.1882666667,9.64013333334,10.8262666667,7.96039999999,7.1202,61.863,9.8074,9.63826666667,7.5924
446.79,8.7186,12.1914666667,9.64200000001,10.8518,7.9672,7.1394,61.9232,9.81286666667,9.64973333333,7.60846666667
447.14,8.69466666667,12.1461333333,9.62113333333,10.8295333333,7.93626666667,7.1174,61.8589333333,9.78086666667,9.61813333333,7.58826666667
447.50,8.69273333333,12.1563333333,9.61086666667,10.8274,7.9312,7.1252,61.8435333334,9.77226666667,9.62306666667,7.5844
447.85,8.6984,12.1663333333,9.60080000001,10.8381333333,7.93466666667,7.12686666667,61.8802,9.77866666666,9.63066666669,7.5984
448.21,8.71953333333,12.1990666667,9.61973333333,10.8693333333,7.97153333334,7.14793333334,61.9542666667,9.78646666666,9.65133333335,7.62053333333
448.56,8.73346666667,12.1917333333,9.62979999999,10.8716,7.97593333332,7.14806666667,61.9191333333,9.79713333334,9.65426666666,7.62346666667
448.92,8.71526666667,12.1538,9.60333333333,10.8268,7.95026666667,7.1218,61.931,9.76186666667,9.62313333334,7.5976
449.27,8.71286666667,12.1587333333,9.60020000001,10.8325333333,7.95393333334,7.1248,61.9136666667,9.77106666665,9.62206666667,7.61446666667
449.62,8.6976,12.1429333333,9.58173333334,10.8122,7.93393333333,7.09453333333,61.8788,9.74706666667,9.59046666667,7.60906666667
449.98,8.71826666667,12.1664,9.61633333333,10.8361333333,7.94719999999,7.11,61.9375333333,9.77653333333,9.59986666666,7.6296
450.33,8.7354,12.1802666667,9.64019999999,10.8365333333,7.94920000001,7.1074,62.0296666667,9.78673333333,9.59900000001,7.63926666667
450.69,8.7286,12.1740666667,9.64040000001,10.8231333333,7.9408,7.0942,62.0282,9.77646666665,9.58833333334,7.624
451.04,8.71873333333,12.1830666667,9.62646666667,10.8181333333,7.94620000001,7.08653333333,62.1012666667,9.77420000001,9.58239999999,7.604
451.40,8.71946666667,12.1898,9.64053333333,10.8161333333,7.9466,7.09666666667,62.1508666667,9.7812,9.57073333334,7.59266666667
451.75,8.70293333333,12.1898666667,9.65186666667,10.8151333333,7.94939999999,7.10693333333,62.1750666667,9.76813333334,9.585,7.5898
452.10,8.6996,12.1833333333,9.64053333332,10.8058666667,7.94626666667,7.10506666667,62.1938,9.76353333333,9.56633333333,7.58893333333
452.46,8.67573333333,12.1778,9.63033333333,10.7934666667,7.9284,7.0994,62.2494666666,9.73873333334,9.56093333333,7.57153333333
452.81,8.7294,12.2290666667,9.665,10.8428666667,7.99686666666,7.14946666667,62.2964666667,9.77953333333,9.61039999999,7.60826666667
453.17,8.74506666667,12.2482,9.69399999999,10.8641333333,8.01186666667,7.1682,62.3532,9.80686666666,9.63326666668,7.61973333333
453.52,8.784,12.2941333333,9.75606666667,10.9290666667,8.059,7.22313333333,62.3952,9.85586666665,9.68573333332,7.6562
453.87,8.80926666667,12.3050666667,9.79393333334,10.9772666667,8.107,7.25953333333,62.4808,9.88493333333,9.72073333331,7.70013333334
454.23,8.79453333333,12.2940666667,9.78226666667,10.9712,8.09993333333,7.25533333333,62.5016666667,9.87226666667,9.73293333335,7.6944
454.58,8.80193333333,12.2957333333,9.77899999999,10.9798666667,8.10226666666,7.275,62.5062666667,9.87359999998,9.75239999999,7.71593333333
454.93,8.8434,12.3395333333,9.82146666666,11.0145333333,8.13813333334,7.30706666667,62.5288,9.90213333333,9.79473333333,7.7588
455.29,8.85413333333,12.3494,9.83446666667,11.0346666667,8.1598,7.3154,62.5306666667,9.90313333335,9.81053333334,7.80486666667
455.64,8.90226666667,12.3727333333,9.86386666666,11.0758,8.19973333333,7.32366666667,62.5966666667,9.93366666666,9.83893333335,7.8312
456.00,8.9082,12.3748,9.8768,11.0983333333,8.20766666666,7.3118,62.6488666667,9.95126666667,9.84246666667,7.83373333333
456.35,8.913,12.3810666667,9.87793333333,11.1075333333,8.21713333333,7.3038,62.6807333333,9.94866666667,9.83459999999,7.83493333333
456.70,8.93053333333,12.4024666667,9.91133333334,11.1352,8.22253333333,7.33246666667,62.7272666667,9.96453333332,9.85093333334,7.87026666667
457.06,8.96733333333,12.4346666667,9.93153333333,11.1806,8.25073333333,7.36106666667,62.8096666666,9.99120000001,9.88453333335,7.91353333333
457.41,8.96133333333,12.4035333333,9.90100000001,11.1562666667,8.21126666666,7.34593333333,62.7503333333,9.95413333334,9.86406666667,7.88506666667
457.76,8.93113333333,12.3756,9.86800000001,11.1171333333,8.1518,7.31186666667,62.7686,9.91546666666,9.83973333333,7.84413333333
458.12,8.9118,12.3684,9.85539999999,11.1158,8.13086666667,7.2992,62.7446666667,9.90806666668,9.81326666667,7.8236
458.47,8.86886666667,12.3448666667,9.825,11.0884,8.09606666667,7.2594,62.7814,9.88300000001,9.7738,7.7926
458.82,8.81633333333,12.2984666667,9.78760000001,11.0340666667,8.04899999999,7.2326,62.7115333333,9.82946666667,9.71466666665,7.75246666667
459.18,8.8274,12.3036666667,9.79673333333,11.0360666667,8.05819999999,7.24353333333,62.7381333333,9.84066666666,9.71700000001,7.755
459.53,8.81733333333,12.3029333333,9.79313333333,11.0171333333,8.04119999999,7.2532,62.7253333334,9.83166666667,9.70106666667,7.7536
459.88,8.81566666667,12.2748666667,9.78493333334,10.9947333333,8.0282,7.2628,62.6994666667,9.81773333333,9.69546666667,7.7416
460.24,8.79853333333,12.2621333333,9.76793333333,10.9733333333,8.01313333333,7.24833333333,62.706,9.80673333335,9.67939999999,7.72786666667
460.59,8.77506666667,12.2402666667,9.73753333333,10.9498666667,7.98253333333,7.22366666667,62.6920666667,9.78653333332,9.65839999999,7.69026666667
460.94,8.7604,12.2194,9.7292,10.9236,7.971,7.2206,62.6792,9.76753333333,9.63873333331,7.6764
461.29,8.78366666667,12.233,9.75786666667,10.9345333333,8.00806666667,7.2376,62.7721333333,9.79473333334,9.6484,7.70466666667
461.65,8.79466666667,12.2162666666,9.75646666667,10.9178,8.02006666667,7.23913333333,62.6908666667,9.7834,9.62593333334,7.704
462.00,8.85573333333,12.2726666667,9.80700000001,10.9627333333,8.08613333333,7.29426666667,62.7594666667,9.82640000001,9.67853333335,7.7588
462.35,8.89146666666,12.2946,9.82540000001,10.9821333333,8.11179999999,7.32473333333,62.7266666667,9.8504,9.6974,7.78793333333
462.71,8.93966666667,12.3362,9.86286666666,11.0295333333,8.15386666666,7.35486666667,62.8048666667,9.89573333332,9.7516,7.83526666667
463.06,8.93406666667,12.3343333333,9.8536,11.0363333333,8.15446666667,7.36606666667,62.7936666667,9.88739999999,9.76126666667,7.82733333333
463.41,8.96246666667,12.3405333333,9.8772,11.0592666667,8.1812,7.3844,62.7867333333,9.91093333334,9.78413333335,7.83673333333
463.76,8.93553333333,12.3593333333,9.87666666665,11.0671333333,8.19006666666,7.3676,62.8602,9.90393333335,9.77586666666,7.8422
464.12,8.9638,12.3806,9.90646666668,11.1004666667,8.20366666667,7.3984,62.9106,9.9212,9.80666666667,7.86893333333
464.47,8.98133333334,12.3578666667,9.92293333333,11.1164666667,8.22073333333,7.4072,62.9166,9.92139999999,9.80113333333,7.8882
464.82,8.94046666667,12.3265333333,9.89046666667,11.1011333333,8.18759999999,7.37193333334,62.8277333333,9.89780000001,9.76640000001,7.84306666667
465.17,8.8948,12.3314,9.84053333333,11.0894,8.16173333334,7.33713333333,62.8163333333,9.85613333333,9.7554,7.8228
465.53,8.892,12.3556666667,9.82793333333,11.1131333333,8.16080000001,7.33546666667,62.9302,9.86499999999,9.76926666665,7.82766666667
465.88,8.84913333333,12.3088666667,9.79640000001,11.0772666667,8.09786666666,7.29253333333,62.9616666667,9.83893333334,9.72939999999,7.79786666667
466.23,8.8586,12.3356666667,9.81893333333,11.0944,8.109,7.30906666666,63.0178666667,9.83793333332,9.74673333333,7.81273333334
466.58,8.83966666666,12.3224666667,9.79586666666,11.0910666667,8.08279999999,7.29413333333,63.0455333333,9.83319999999,9.73506666668,7.7892
466.94,8.84653333333,12.3445333333,9.80293333334,11.0938,8.07220000001,7.29393333333,63.0724,9.83426666666,9.72593333333,7.80186666667
467.29,8.79033333333,12.3208666667,9.76086666666,11.0766666667,8.03946666667,7.255,63.1565333333,9.79306666667,9.68360000001,7.77933333333
467.64,8.81253333333,12.3572666667,9.76586666667,11.0986,8.03060000001,7.278,63.178,9.79693333334,9.70566666666,7.79006666667
467.99,8.83546666667,12.3978,9.8006,11.1311333333,8.07206666667,7.3154,63.2238666667,9.82473333333,9.73013333333,7.81086666667
468.35,8.83473333333,12.4252666667,9.81033333333,11.1506666667,8.07486666667,7.319,63.2607333333,9.8284,9.73926666667,7.82546666667
468.70,8.872,12.4736666667,9.85293333334,11.1837333333,8.10826666667,7.35786666667,63.3904666667,9.85946666666,9.78686666667,7.86706666667
469.05,8.8806,12.4704,9.87073333332,11.1874666667,8.10673333334,7.3696,63.4464,9.87913333331,9.79653333332,7.87266666667
469.40,8.89506666667,12.5058,9.91753333332,11.2179333333,8.12546666667,7.40773333333,63.4358,9.9086,9.83333333335,7.91246666667
469.75,8.89866666667,12.5226666667,9.93253333333,11.2310666667,8.15453333334,7.413,63.3972,9.90000000001,9.84053333333,7.9142
470.11,8.89193333333,12.5136666667,9.92466666666,11.2219333333,8.15546666667,7.41646666667,63.4176,9.90433333333,9.83433333332,7.89873333334
470.46,8.84713333334,12.4636666667,9.90546666665,11.1933333333,8.12860000001,7.382,63.3854666667,9.85966666667,9.79733333333,7.86813333333
470.81,8.8482,12.4424666667,9.9146,11.185,8.12006666667,7.3696,63.463,9.85353333335,9.78906666666,7.843
471.16,8.87653333333,12.4526666667,9.95033333334,11.1915333333,8.116,7.38726666667,63.4672666667,9.85113333333,9.81333333334,7.84906666667
471.51,8.87946666667,12.443,9.96306666667,11.1883333333,8.15386666667,7.40806666667,63.3548,9.87260000001,9.82386666665,7.87566666667
471.87,8.87566666667,12.4097333333,9.94700000001,11.2002666667,8.1342,7.39466666667,63.3208,9.85886666667,9.80546666666,7.86473333333
472.22,8.84906666667,12.4062666667,9.9408,11.1804666667,8.14706666667,7.38866666667,63.3385333333,9.8594,9.81273333333,7.865
472.57,8.82946666667,12.3956,9.92746666667,11.1751333333,8.14200000001,7.3826,63.3202666667,9.86146666667,9.81246666665,7.8746
472.92,8.85153333333,12.4057333333,9.95340000001,11.2049333333,8.17073333334,7.40546666666,63.3274666667,9.87586666667,9.82520000001,7.89213333333
473.27,8.87033333333,12.4256666667,9.97253333333,11.2327333334,8.19480000001,7.42926666667,63.3749333333,9.90179999999,9.85373333334,7.90953333333
473.62,8.91833333333,12.4622,10.0094,11.2643333333,8.23640000001,7.482,63.4562666667,9.94933333335,9.8986,7.95566666667
473.98,8.97093333333,12.4918,10.054,11.3016666667,8.2838,7.50733333333,63.5229333333,9.97419999999,9.94233333333,8.00326666667
474.33,9.01813333333,12.5570666667,10.1096,11.3408666667,8.31233333333,7.5572,63.5550666667,10.0144666667,9.97439999999,8.0584
474.68,8.99793333333,12.5466,10.1073333333,11.3422,8.31713333333,7.54753333333,63.5751333333,9.99946666667,9.97206666668,8.06553333334
475.03,9.01953333333,12.5570666667,10.1279333333,11.3734666667,8.3624,7.58486666667,63.6169333333,10.0498,10.0122,8.10199999999
475.38,9.03959999999,12.5549333333,10.1154,11.3752,8.3452,7.57773333333,63.7480666667,10.042,10.0148,8.07799999999
475.73,9.02613333333,12.5780666667,10.1224,11.369,8.34533333333,7.58453333333,63.7702666667,10.0305333333,10.0356,8.08093333334
