wavelength,Back_TanCycf,Belly_TanCycf,Breast_TanCycf,Crissum_TanCycf,Crown_TanCycf,DorTail_TanCycf,Patch10_TanCycf,Patch11_TanCycf,Patch12_TanCycf,Patch13_TanCycf,Rump_TanCycf,Throat_TanCycf,WingTip_TanCycf
182.97,30.7909166667,39.61875,44.4915,33.4745833333,67.726,35.5225833333,45.0565,64.2655833333,45.3390833334,43.4321666667,39.40675,21.822,52.6835
183.35,29.6569166667,45.2613333333,44.36275,36.1110833333,70.9968333333,33.08825,51.96075,71.1601666667,49.5913333334,41.2581666667,35.4575833334,25.7353333333,52.451
183.73,19.0705833333,35.0960833333,37.9808333333,27.32375,57.2916666667,24.1185833333,44.8718333333,63.702,41.5063333333,34.7755833333,29.968,22.2756666667,42.7083333333
184.11,18.5899166666,45.3296666666,45.9706666667,37.8205833334,68.4980833333,32.7840833333,52.8389166667,72.4358333334,40.7508333334,39.5605,36.3553333333,28.7545833334,51.37375
184.49,22.8495833333,51.0753333333,48.92475,43.0108333333,70.3404166667,34.767,61.2903333333,70.9676666666,42.9210833333,42.8315833333,36.1110833333,35.03575,51.7921666667
184.87,23.50175,55.056,55.5243333333,48.40825,74.7192499999,34.8313333333,73.1274166667,74.1574166667,48.221,43.44575,40.5431666667,43.2586666666,57.1160833333
185.25,17.93475,49.8189166667,47.2825833333,42.5724166667,66.6666666667,32.2463333333,69.6558333333,66.4854166667,45.1994166667,34.8734166667,40.2173333333,36.0506666667,51.8115833333
185.63,13.802,50.6943333333,44.5313333333,40.6248333333,61.8055833333,33.59375,66.4063333334,58.854,39.7568333333,29.6006666666,35.59025,34.7220833333,48.0034166667
186.01,18.1481666666,59.0740833334,56.4814999999,51.8518333333,74.7221666667,43.7963333333,75.3702500001,70.0000833334,49.81475,37.3146666666,42.963,43.8889166667,58.5185
186.39,10.4394166667,52.9303333333,49.63375,44.9634166667,67.4909166667,39.4688333333,68.1319166668,56.5018333333,40.0183333334,22.8023333334,32.1428333333,32.9669166667,49.9085
186.77,17.5095,64.9813333333,59.3634166667,50.7490833333,76.7790000001,49.719,79.6815833334,61.14225,44.6629166666,31.55425,42.0411666667,44.7565,56.5541666667
187.15,21.9908333333,61.5740833334,57.9475,52.9320833333,74.8455833333,52.2376666667,78.0093333333,55.9414166667,45.0618333333,37.3455833333,48.37975,50.8488333334,55.86425
187.53,21.0869166666,53.9855,57.6087500001,48.9855833334,73.2608333333,49.5651666667,69.78275,53.0435833333,42.8985833333,38.2608333333,48.6231666667,46.4491666667,57.46375
187.91,29.5138333334,63.6806666667,57.8472499999,51.0416666667,80.2083333334,58.4029166667,74.1666666667,57.0139166667,48.5416666667,46.66675,52.84725,50.2083333333,65.2778333334
188.29,18.9653333333,53.592,49.2097499999,41.8820833333,71.0488333334,50.6466666667,62.2843333333,50.8621666667,44.2528333333,41.0200833333,44.6840833333,45.6896666667,55.1006666666
188.67,13.1409166667,45.3205,40.7691666667,33.6539166666,63.7179166667,43.7821666666,51.5385833333,42.6281666667,38.2693333333,33.1409166667,38.3975,38.2051666667,49.0385
189.05,17.8198333333,43.6583333333,39.4655833333,32.9665,56.55125,45.7024166667,48.2704166667,41.6666666667,37.1593333333,34.53875,39.51775,37.7358333333,44.1823333333
189.43,20.2453333333,44.7341666666,41.2575833333,31.544,59.5091666667,45.092,46.0635,42.587,38.5991666666,35.17375,40.03075,40.08175,45.6544166667
189.81,22.94,46.2078333333,42.2753333333,33.1460833333,60.3465833333,45.9270833333,45.5055,43.0244166667,41.0111666667,37.3595,41.1049166666,43.4923333333,44.1946666667
190.19,16.9325833333,36.7020833333,35.3279166667,27.3494166667,53.7235833333,37.633,38.82975,36.1258333333,35.8599166667,31.6489166667,36.7906666667,37.72175,36.9680833333
190.57,17.8703333333,37.8240833334,35.5555833333,29.537,56.8055833333,40.9258333333,39.7685,35.9259166666,38.8425833333,34.861,39.3518333334,44.39825,39.4445
190.95,14.6929166667,34.9124166667,30.3071666667,28.2456666667,51.2281666667,36.97375,35.3946666667,31.8859166667,36.9736666667,33.4648333333,34.2104166667,40.7018333334,34.2544166667
191.33,18.1123333333,38.09525,33.0355833333,30.3571666667,53.444,40.5185833333,35.9269166667,34.6514166667,38.3926666667,37.20225,38.8605833333,41.66675,36.3520833334
191.71,17.8175,38.5714166667,32.5793333334,33.33325,51.1110833333,42.4603333333,35.3175,33.73025,38.0158333333,36.865,36.46825,40.5555833333,34.6030833333
192.09,17.4920833333,38.2075833333,35.8489166666,35.06275,50.7075833334,42.0204166667,35.4166666667,32.74375,38.12875,37.8538333333,37.382,40.6445833333,32.74375
192.47,22.8460833333,41.1723333333,36.2288333333,35.0988333333,51.6595833333,43.5735,40.9250833334,34.1100833333,39.5833333333,38.3828333333,39.6186666667,41.7726666667,34.9221666667
192.85,25.9461666667,45.12375,41.5938333333,40.17475,53.8938333333,47.9621666666,44.4324166667,38.5735,43.377,43.377,43.7045833333,46.61575,36.936
193.23,23.9730833333,46.2085,40.166,38.03325,54.2259166667,48.1436666667,43.7203333333,37.67775,44.15475,43.2069166667,42.1405,46.2481666667,37.3223333333
193.61,26.4409166667,47.85825,41.1604166667,41.1215833333,52.10275,51.0903333334,46.14475,38.9019166667,44.89875,46.2228333333,44.3145833333,47.7803333333,38.08425
193.99,20.99275,46.6758333333,38.16025,40.0728333333,50.2733333333,51.5938333333,44.6721666666,35.56475,42.0765833334,45.2184166667,43.2149166667,45.173,36.7030833333
194.37,19.1905,47.7618333333,35.8571666667,36.3333333333,46.4761666667,54.4285833333,43.6666666667,32.71425,39.47625,45.28575,41.71425,41.2379166667,36.9523333333
194.75,19.5613333333,45.87725,37.2368333333,33.1578333333,45.2190833333,50.3070833333,42.0175,34.079,38.0263333334,45.0000833333,42.0614166667,40.1754166667,35.2191666667
195.13,16.9941666667,41.6666666667,36.70425,29.9625,44.148,48.736,38.7640833333,32.2566666667,35.206,39.9811666667,42.7433333333,35.53375,33.38025
195.51,16.47275,40.69775,34.39925,30.2809166667,41.5213333333,44.622,39.0504166667,27.7616666667,34.593,37.2095,39.2926666666,33.62425,32.5580833333
195.89,14.6999166667,40.5279166667,32.4535,24.7413333333,37.2670833333,43.27125,36.9564166667,24.7930833333,32.557,34.9896666666,38.9751666667,32.557,29.6583333333
196.27,18.93475,39.4476666667,30.7691666667,22.2386666667,36.5385,42.5543333334,38.2645,26.47925,33.0868333334,30.2268333333,37.574,30.3254166666,28.3038333333
196.65,13.8051666667,32.7810833333,30.0700833333,20.08025,31.7269166666,38.3030833333,32.5300833333,22.49,27.5601666666,29.31725,31.978,26.4056666666,25.6024166667
197.03,15.1420833333,35.569,32.2155,19.4616666667,35.2133333333,41.4124166667,36.5345,23.4248333333,26.6260833333,31.85975,35.7721666667,27.13425,29.0141666667
197.40,21.0813333333,41.0219166667,37.8471666667,26.53775,42.41075,45.8830833333,42.8075,27.0831666667,32.1428333333,38.0951666667,40.67475,31.8948333333,32.0436666667
197.78,8.38816666667,30.9210833333,28.83775,17.8180833333,34.9781666667,39.2543333333,34.5395,16.9408333333,22.2589166667,30.81125,30.4824166667,24.9450833333,24.0679166667
198.16,11.6776666667,30.2630833333,29.7698333333,15.35075,35.4166666667,38.10325,35.1974166666,19.7915833333,22.3136666667,28.2894166667,32.4561666667,24.8355,23.9583333333
198.54,17.8363333333,32.6023333333,33.236,24.5615,37.8168333333,40.156,36.9395833333,22.612,27.2905833333,31.1890833333,33.4794166667,30.3605833334,26.9006666667
198.92,23.8790833333,39.5224166667,36.8909166667,32.1638333333,42.73875,48.8304166667,43.8595,27.8265,31.8714166666,35.575,38.3528333333,35.5263333334,32.6998333333
199.30,23.3935,41.3151666667,35.8433333333,31.7770833333,40.7129166667,50.5521666666,43.8254166666,26.1545,31.3755833334,36.6968333333,38.2026666667,36.3956666667,31.7773333333
199.68,15.3039166667,35.37725,28.5639166667,24.10925,33.4905833334,46.3835833334,39.7798333333,19.54925,25.3668333333,29.3500833333,30.8176666667,29.088,26.1006666666
200.06,22.9418333333,40.3111666667,34.4379166666,28.5641666667,38.755,51.45575,46.7871666667,24.8995833334,31.7770833333,35.6425,34.8395,34.08625,29.769
200.44,15.83325,36.9641666667,32.262,27.1429166667,33.4525833333,52.3809166667,47.2024166666,18.5715,28.2145,36.1905,30.5356666666,34.881,26.0714166666
200.82,23.5531666667,44.3285,36.5740833333,32.2338333333,37.7313333333,57.4074166667,51.0415833333,24.7105,35.4166666667,39.4675833333,38.0209166667,38.6574166667,31.3658333333
201.19,19.5929166667,33.4605,29.89825,30.7251666667,31.4249166666,53.6259166667,44.4655833334,20.9924166667,30.2799166667,35.7505833333,32.18825,34.2874166667,23.2188333333
201.57,18.601,27.6041666667,29.39,26.2648333333,28.4969166666,57.3661666666,40.10425,20.3124166667,26.6369166667,35.4166666667,29.2411666667,29.1665,18.6011666667
201.95,24.5874166667,28.2179166667,34.4059166667,24.8350833333,26.8976666667,58.00325,46.4521666667,16.83175,29.9505,33.41575,32.3433333333,23.2673333333,18.8945
202.33,34.9848333333,36.9368333333,39.9399166667,37.5375833333,35.4353333333,65.9159166667,56.3063333333,23.8739166667,41.21625,45.5705833333,38.5886666667,33.3333333333,28.6785833333
202.71,36.8056666667,45.1389166667,42.0635,39.2858333333,39.5833333333,79.5634166666,67.758,22.22225,45.4364166666,55.1588333334,44.0475,35.81325,28.07525
203.09,21.6374166666,31.2866666666,26.1696666667,20.1755,23.8303333333,80.4094166668,66.3744166667,-1.1695,29.5323333333,45.4679166667,23.9765833333,9.06441666668,4.09375000002
203.47,26.9046666667,32.8573333332,19.8809166667,17.9761666667,24.76175,71.1905000001,61.4285833333,10.2381666667,37.1429166667,47.6190833333,27.5,19.4046666667,13.21425
203.85,8.76433333332,10.2012499999,2.15508333333,-9.91391666667,10.9195,59.1954166666,51.7240833333,-11.3505,24.42525,37.21275,4.59774999998,1.29308333332,-11.7815
204.22,-2.64233333334,3.04883333325,-13.21125,-25.8128333333,4.67475,63.8211666666,57.7236666667,-20.7316666666,18.6993333333,50.2032499999,2.23583333335,-19.7153333333,-29.6747499999
204.60,9.84841666668,16.3636666666,0.605999999982,-2.42425,22.1210833333,59.0907499999,53.9394166667,-4.09083333334,27.4240833333,45.7576666667,18.93925,-5.4545,-12.5756666667
204.98,-19.676,-10.8796666666,-40.9721666666,-38.6573333333,-13.1944166667,56.4815,48.6110833333,-61.5741666668,9.25933333332,31.4813333333,-15.5093333333,-43.0556666667,-59.7222499999
205.36,-16.8650833333,4.36499999992,-30.5555,-33.5316666667,-15.6745833333,50.7936666666,43.0555833333,-65.4761666666,13.6905,16.8650833334,-7.14299999997,-40.8729999999,-44.643
205.74,1.8055,20.0000833332,-19.02775,-8.05558333334,-9.58333333335,41.3889166667,38.7500833333,-42.9165833333,20.4165833333,24.02775,8.889,-10.69425,-20.97225
206.12,18.3558333333,31.4189166667,-3.94141666665,14.6396666667,15.8784166667,49.2118333334,43.581,-11.0359166667,30.74325,35.5855833333,25.4503333333,13.4008333333,1.68908333333
206.50,-7.02383333333,6.78574999999,-24.5239166667,-7.49991666666,-6.66683333333,27.0238333333,21.3096666666,-34.52375,7.97616666665,15.3570833333,1.54766666668,-10.3571666667,-21.6665833333
206.87,3.45541666667,14.63425,-11.48375,1.01625000002,0.508333333342,31.4024166667,27.0326666667,-14.4308333333,16.3618333333,21.7479166667,16.7684166667,-4.26833333332,-8.84150000003
207.25,9.20558333332,12.30625,-12.2093333333,1.64733333333,-0.193666666667,26.8410833333,23.83725,-17.6355833333,18.7985,19.37975,18.50775,-1.25975,-3.00391666667
207.63,9.65449999999,6.91041666668,-11.1789166667,1.52433333334,-1.52441666667,26.321,23.4755,-20.63,14.2276666667,15.3455,11.2805833333,-7.21533333333,-6.19916666668
208.01,24.3443333333,24.81275,4.30708333335,19.0074166667,6.92875000001,37.5469166667,26.4980833333,-6.74166666667,21.6291666667,28.8389166667,28.3708333333,5.61808333335,12.1723333333
208.39,12.30625,11.531,-7.07349999999,8.04274999999,-2.4225,26.2596666667,16.7635,-25.8720833334,3.39150000002,14.4379166667,14.72875,-6.68583333335,5.23266666667
208.77,14.0548333334,4.10466666667,-11.5671666667,-1.24383333332,-11.4428333333,24.378,9.70166666668,-43.6568333334,-1.24383333333,11.3184166667,11.5670833333,-17.2885833333,4.35333333334
209.14,20.7761666667,9.01808333332,-4.3378333333,-1.1415,1.48399999999,20.4336666667,9.36066666667,-28.3105,-4.45216666667,16.2100833333,19.8629166667,-4.45191666665,3.65291666668
209.52,24.7310833333,7.12358333334,-17.6075,-13.172,-4.70433333334,15.3225,5.64516666668,-37.7689166667,-12.0969166667,16.1289166667,17.6074166667,-11.6935833333,-4.03233333335
209.90,8.80958333333,-22.8572499999,-52.1429999999,-65.238,-34.0476666667,-23.09525,-24.28575,-95.9522500002,-63.0953333333,-15.4761666667,-6.66674999998,-71.6666666668,-39.0476666667
210.28,-25.3623333333,-47.1015,-96.3767500001,-129.710333333,-93.8406666668,-65.9420833335,-65.5795833332,-169.565333333,-131.521583333,-44.9275,-33.33325,-136.231916667,-86.2319166666
210.66,-66.0713333334,-95.8331666667,-202.976166667,-263.6905,-191.071333333,-166.071416667,-169.047583333,-301.785833333,-258.928583333,-134.52375,-82.7381666667,-249.40475,-176.785666666
211.03,-156.666666667,-262.5,-384.166666667,-507.5,-391.666666666,-405.833333333,-356.666666667,-587.5,-487.5,-331.666666667,-302.5,-454.166666667,-387.5
211.41,-805.555666668,-1036.11108333,-1336.111,-1875.00008333,-1500.0,-1377.77766667,-1508.3335,-1855.5555,-1761.111,-1144.4445,-1161.11108333,-1652.77783333,-1463.88883333
211.79,347.22225,417.5925,504.62975,699.074083333,644.4445,612.963,633.333333334,698.148,739.814916666,429.62975,443.518583333,646.296333334,562.037
212.17,255.555583334,329.16675,400.000083334,523.610916666,487.5,475.694583333,463.888833333,493.0555,560.416666666,315.27775,326.388833333,491.666666667,450.694333334
212.55,458.333333333,620.8335,780.555583332,993.055666667,940.277833333,877.777749999,936.111166667,893.055500001,1022.22233333,622.22225,643.055583334,830.555666666,913.888666668
212.92,184.090833333,199.2425,269.318166667,328.787833333,317.424166667,307.954583334,281.439416666,267.0455,330.303166666,206.818166667,232.954583333,278.409083333,317.424166667
213.30,155.18025,163.963916667,195.044916667,221.84675,230.180083333,219.36925,189.189333334,197.74775,221.171333334,149.5495,185.360333333,207.207166667,211.711833333
213.68,183.541666667,177.916666667,196.666666666,219.791666667,228.125,230.625,194.791666667,194.166666667,235.833333333,151.25,202.291666667,209.583333333,209.375
214.06,205.208333333,203.75,215.208333334,231.25,251.666666667,251.875,216.458333333,210.416666667,254.375,168.541666667,225.208333333,229.583333333,228.958333334
214.44,198.958333333,210.833333333,211.041666667,240.0,251.458333333,252.708333333,216.041666667,207.916666667,250.625,165.0,221.25,232.916666667,236.666666667
214.81,171.40525,184.640416667,175.980333333,191.503333333,216.176333333,201.960833333,176.7975,178.268083333,209.150333333,137.254833333,182.353,191.83025,192.483666667
215.19,133.084583334,138.557083333,135.198916667,144.278666667,161.442833333,150.248833333,141.04475,132.960083333,158.582,101.617,134.577083333,149.626833333,143.9055
215.57,128.787833333,129.419,127.525416667,137.121333333,155.429333333,152.904083334,125.378666666,129.16675,156.692,91.03525,133.712166667,144.444333333,140.404083333
215.95,127.363166667,126.1195,120.646833333,142.9105,148.258583333,146.51725,122.139333333,125.12425,147.139166666,96.0198333334,128.980166667,145.273666667,136.194166667
216.32,137.16925,137.3015,126.05825,161.90475,161.508,165.608333333,137.036916667,137.169416667,157.539833334,104.365083333,145.50275,155.5555,150.925916667
216.70,117.604166667,114.479166667,105.520833333,131.875,136.458333334,137.8125,108.854166667,111.666666667,129.166666667,82.7083333333,115.104166667,133.645833333,124.0625
217.08,153.571333333,152.083333333,123.511833333,161.90475,178.422583334,173.66075,146.27975,139.881,168.005916667,97.1726666666,146.42875,168.60125,148.8095
217.46,172.282583333,157.065166667,124.275333333,172.826,187.681083333,183.152166667,163.04325,137.681166667,180.797083333,99.8189166667,152.53625,191.304333333,161.050583333
217.83,126.886833333,120.911833333,85.5346666668,134.74825,152.672916666,145.911833333,131.760916667,104.245333334,133.33325,77.0440833334,119.968583333,155.503166666,123.113166667
218.21,152.619166667,126.666666667,92.143,165.71425,189.285833333,179.761916667,140.238166667,105.476166667,142.142916667,66.6665833333,131.666583333,171.90475,122.142833333
218.59,153.153083333,126.801916666,95.7207500001,149.5495,187.162083333,173.87375,137.837833333,101.351333333,135.810833333,65.5406666666,146.84675,157.65775,115.99075
218.97,116.441416667,91.892,57.883,128.828833333,148.198166667,155.855833333,109.459416667,72.973,104.729666667,34.009,120.270416667,138.28825,84.4593333335
219.34,132.107833333,98.5294999998,58.3333333332,122.549,160.049083333,162.255,102.451,65.4411666666,110.294166667,29.902,125.245083333,132.84325,85.7843333334
219.72,114.999916667,83.8094999999,59.7617500001,110.47625,147.143,144.047666667,90.9523333333,61.90475,87.8571666668,31.66675,93.8095000001,116.4285,75.4761666666
220.10,87.1914999999,61.8826666667,53.5494166667,70.9875833332,95.3704166667,102.314916667,60.3394166667,45.06175,59.2593333333,23.1481666666,75.1542500001,78.0863333334,56.9444166666
220.47,75.1515000001,42.27275,36.2120833334,48.0303333333,69.3940833332,76.9698333332,35.606,23.7879166667,42.4243333333,6.96966666667,53.9393333332,59.9998333333,33.9394166666
220.85,64.8148333334,27.5926666667,0.925833333343,32.4074166667,65.7407500001,72.7776666667,25.1853333333,8.33333333333,25.0000833333,0.555666666667,47.0370833333,47.037,21.6665833333
221.23,58.4877499999,27.31475,21.45075,42.1295833333,63.8889166667,70.3705,28.3951666668,22.5309166667,37.8085,12.65425,50.15425,49.2284166667,29.62975
221.61,49.2755,35.0241666666,30.7970833333,49.87925,66.1836666666,70.89375,36.5941666667,31.1595,41.7873333333,20.89375,57.9709166666,46.86,32.2465
221.98,55.0847500001,31.0735,44.06775,58.0508333333,73.8699166666,81.6382500001,38.4181666667,43.3616666667,51.5536666668,24.4349166667,63.84175,47.4575,43.2203333333
222.36,55.9209166667,38.3773333333,49.01325,61.5131666667,67.4340833333,75.5483333333,50.21925,47.3684166667,57.5656666667,34.6490833333,69.2981666666,53.0701666667,52.0832500001
222.74,62.92275,37.198,53.14,70.89375,75.4831666666,83.8165,58.3334166667,51.2078333334,64.9758333332,37.3189166667,76.20775,62.4396666667,61.2318333333
223.11,89.4069166668,45.6215,71.0450833333,88.4181666666,99.7175833333,110.169333333,78.6723333334,58.8984166668,83.3332500001,52.2599166666,96.7513333333,76.6949166668,78.3899166666
223.49,102.121166666,54.697,77.7273333334,105.303,104.848333333,128.636416667,93.0302499999,63.7880000001,91.8179999999,55.4545833333,115.605916667,88.4848333334,83.9394166666
223.87,124.01975,82.1894166667,99.5099166668,129.248333333,128.431333333,167.157,126.633916667,87.0914166667,123.856416667,79.7386666665,154.902,118.954416667,106.699333333
224.24,162.009916667,100.735416667,116.176416667,163.480333333,174.264583334,228.18625,171.078583333,118.137166667,167.402,95.3430833333,204.1665,152.205833333,136.764833333
224.62,159.375,106.510416667,116.40625,162.5,183.854166667,245.833333333,177.083333334,114.0625,170.3125,101.5625,200.520833333,148.4375,144.53125
225.00,263.425666667,156.018416667,224.999833333,283.796333333,294.9075,416.203666666,288.888833333,176.388916667,316.20375,125.462916667,345.833333333,234.259166666,230.555666667
225.38,196.296416667,117.592583333,156.173,197.839666667,192.901166667,288.58025,209.8765,119.444583333,215.432,87.037,228.395166667,164.814833333,162.654333334
225.75,229.710166666,131.884083333,171.37675,205.797,218.11575,336.231916667,236.231833333,131.884,253.260833333,101.086916667,251.8115,182.608583333,181.521833333
226.13,177.412333333,115.789416667,129.60525,153.947416667,159.429833333,224.561333333,172.587833333,93.2019166665,184.64925,77.8509166667,190.351,143.201833333,129.166583334
226.51,236.979166667,166.40625,157.552083333,192.708333333,200.260416666,272.135416667,216.145833333,125.520833333,249.479166667,102.864583333,214.322916667,182.291666667,172.135416667
226.88,247.3215,172.916666667,169.940583333,210.119166667,213.690583333,287.20225,209.226166667,128.273833333,268.750083333,108.9285,212.797666667,195.238083333,187.797583334
227.26,-4325.0,-2950.0,-2600.0,-3875.0,-3658.33333334,-5616.66666667,-3916.66666667,-1825.0,-5691.66666667,-958.333333333,-3808.33333334,-3475.0,-3258.33333333
227.64,-189.0625,-97.9166666667,-97.9166666667,-196.875,-173.958333333,-272.916666667,-186.979166667,-63.0208333333,-302.083333333,-28.6458333334,-148.958333333,-167.708333333,-147.916666667
228.01,-94.7915833333,-23.9585,-22.5695000001,-107.291666667,-79.5139166666,-114.583416667,-83.6805833333,16.3193333334,-159.02775,23.2639166667,-62.1528333333,-63.5416666667,-53.4723333333
228.39,-48.6558333333,-2.1505,-15.59125,-81.7204166666,-48.656,-75.5376666667,-60.7526666666,36.8280833334,-121.236416667,25.0000833333,-34.946,-27.1506666667,-23.38725
228.76,-126.96075,-46.5685,-55.8823333334,-199.019583333,-128.92175,-146.078333333,-155.392166667,-1.96083333325,-262.745,20.0982499999,-124.509833333,-79.9019166665,-67.1568333333
229.14,-220.138833333,-111.111083333,-121.527833333,-347.222166667,-213.889,-260.416666667,-293.0555,-65.9722500001,-404.166833333,-68.0555000001,-208.333166667,-162.500083333,-149.305666667
229.52,-31.1905833333,-1.42849999999,-10.0000833334,-81.4287500001,-29.0475833333,-48.0951666666,-62.6191666668,26.1904999999,-94.5238333335,-5.23808333333,-42.6190833333,-14.0476666667,-18.5715000001
229.89,-8.92849999999,6.94458333333,-0.198333333332,-62.6984166667,-13.0952499999,-26.5874166667,-39.4840833333,30.5555,-60.5158333335,-7.34141666667,-15.8730833333,-9.3255,-1.38883333334
230.27,-14.5236666667,-18.0951666667,-22.619,-84.9999166667,-31.6666666667,-61.1903333333,-73.5715833332,15.0000833333,-82.6192499999,-31.4286666668,-30.7141666667,-19.52375,-22.1429166667
230.65,-66.2699166667,-82.9365,-113.49225,-187.698416667,-126.984083333,-176.190416666,-175.39675,-48.4126666667,-172.22225,-123.015916667,-129.365166667,-91.26975,-92.46025
231.02,-73.6841666666,-109.2105,-124.999916667,-212.28075,-125.000166667,-203.947416667,-222.807,-57.0175833333,-196.491166667,-125.000083333,-166.666583333,-98.2456666666,-88.5965
231.40,368.518416667,381.4815,462.037083334,578.703833334,442.592583333,550.926,580.555583333,260.185,560.185083333,444.444333333,558.33325,323.148166667,377.777833333
231.78,159.649166667,180.263083333,201.754333333,245.614,207.894833334,234.649166667,235.08775,104.38575,251.7545,160.52625,248.684166667,112.71925,169.73675
232.15,108.333333333,112.5,148.484833333,160.22725,145.833333333,168.181916667,154.924416667,52.6515,182.196916667,108.712083333,162.499916667,54.5455000001,121.591
232.53,175.87725,153.947416667,196.92975,203.508833333,194.298166667,221.491166666,200.4385,101.315666667,246.929916667,163.157916667,229.824583333,90.7894166666,200.877083333
232.90,-710.416666668,-522.916666667,-837.5,-804.166666666,-814.583333333,-983.333333332,-791.666666668,-181.25,-962.5,-739.583333332,-972.916666666,-352.083333333,-922.916666668
233.28,-1.87116887927e+15,-1.55664191666e+15,-2.37761059873e+15,-2.04709073972e+15,-2.22834356562e+15,-3.00133355849e+15,-2.23900549656e+15,-5.01110753992e+14,-2.28698418577e+15,-1.79120439725e+15,-2.48422990809e+15,-7.67659027394e+14,-2.45757508075e+15
233.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234.03,-92.3076666667,-45.1923333333,-111.538583333,-58.0127499999,-111.5385,-177.884583333,-107.371833333,-11.5383333334,-106.730666667,-47.7564166667,-102.884583333,-4.80775000002,-127.88475
234.41,-15.0,16.2121666667,-13.3333333333,3.03033333332,-24.6970833334,-43.33325,-11.0605833333,23.9393333333,-17.12125,6.06033333332,-11.2120833333,28.0301666667,-22.1213333333
234.78,27.2728333333,47.6325833333,33.428,34.94325,21.0226666667,16.5719166667,30.7764166667,56.1553333334,30.0190833333,41.288,29.8295,59.0908333333,20.9281666667
235.16,14.24725,39.4266666667,24.7313333333,24.9105,11.2901666667,8.78133333332,23.656,43.5484166667,22.9390833333,27.5985833333,22.31175,51.3441666666,11.0215
235.54,15.5723333333,36.19525,28.5351666667,25.4209166667,11.3636666667,9.00666666665,22.47475,38.5520833333,24.9998333333,28.5354166667,29.6294166667,49.8315833334,10.7744166667
235.91,7.05133333332,26.8430833333,18.8300833333,20.6731666667,5.44874999999,-0.080166666675,9.29483333333,29.1665,17.1475833333,12.8205,21.875,39.26275,2.88449999999
236.29,4.95508333332,22.0721666667,17.1171666667,16.6666666667,0.976083333325,-2.10216666667,5.70583333332,25.67575,12.9128333333,10.7358333333,16.29125,34.0090833333,-2.40241666666
236.66,-1.99658333332,17.53475,10.9375833333,9.63549999999,-6.4235,-8.76733333333,1.38875,20.5729166666,9.28824999998,9.54858333333,16.6665,29.07975,-8.50691666668
237.04,-2.89858333332,17.5725,10.50725,7.88049999999,-3.35150000001,-7.971,1.53983333332,15.3985833333,7.337,11.5035833333,18.2065,29.16675,-10.0543333333
237.41,-18.1003333333,10.4838333334,3.49466666667,-3.85308333334,-10.215,-6.00358333332,-5.01775,8.33333333332,-1.97124999998,-0.26875,8.96066666666,18.7275833334,-18.36925
237.79,-6.94441666667,25.4629166667,18.5956666667,3.39516666667,3.24074999999,14.0431666667,12.1911666667,20.4475833333,6.86733333332,11.8055833333,23.5340833333,30.0155,-1.46616666667
238.17,-2.54241666665,23.72875,17.373,1.97741666666,4.87283333335,18.7145833333,13.55925,19.98575,7.41533333332,11.5820833333,22.88125,29.02525,-1.69483333332
