wavelength,Back_SalMulm,Belly_SalMulm,Breast_SalMulm,Crissum_SalMulm,Crown_SalMulm,DorTail_SalMulm,Patch10_SalMulm,Patch11_SalMulm,Patch12_SalMulm,Patch13_SalMulm,Rump_SalMulm,Throat_SalMulm,WingTip_SalMulm
332.44,12.9005533333,26.7586666667,15.4365333333,24.4343333333,19.9864,9.79541666667,23.3552666667,7.10453333333,9.34366666667,31.9547230769,18.0196416667,28.6079333333,13.8811
332.81,12.6828522222,26.5863333333,15.2587333333,24.2538,19.9128,9.33408333334,23.4641333333,6.56863333333,9.0918,31.9141794872,17.9039583333,28.5183333333,13.4872666667
333.18,12.9653055556,27.1320666667,15.5332,24.5259333333,20.2442,9.52716666668,23.7344,6.58613333333,9.2717,32.0946,18.1985833333,28.8370666667,13.6888666667
333.54,13.5465844444,27.783,16.1855333333,25.085,20.9225333333,9.90825,24.4205333333,7.0057,9.63186666666,32.8881897436,18.8809083333,29.4897333333,14.3114666667
333.91,13.71234,27.9445,16.382,25.1842666667,21.0180666666,10.1699166667,24.5468666667,6.95796666667,9.74160000001,33.0526461539,18.9420916667,29.5815333333,14.4706666667
334.28,14.0267433333,28.4371333333,16.6848,25.6885333333,21.4034666667,10.39575,24.9028,7.07533333333,9.86513333334,33.5463846154,19.3702666667,29.9869333333,14.8613
334.64,14.1270211111,28.6402333333,16.7527333333,25.81,21.3276,10.3433333333,25.1074666667,7.00513333333,9.90463333333,33.5175589744,19.4071833333,30.0012666667,14.8527666667
335.01,13.8442911111,28.5669333333,16.5626666667,25.7452,20.9977333333,9.98666666666,24.9200666667,6.80496666667,9.69663333333,33.227,19.1201,29.7969333333,14.5938
335.38,13.7751111111,28.6857333333,16.7626,26.0227333333,21.0509333333,10.1085833333,24.9418666667,6.79526666667,9.75523333333,33.201374359,19.0656666667,29.8291333333,14.5615666667
335.74,13.62931,28.7796666667,16.7175333333,26.1576,20.9732666667,10.2264166667,25.0898666667,6.70623333333,9.7579,33.3143333333,19.0789,29.9441333333,14.1438
336.11,14.0639033333,29.1887,17.1152666667,26.5515333333,21.1543333333,10.3460833333,25.5588,6.8162,10.1362,33.7112461539,19.3220583334,30.1887333333,14.2475333333
336.47,13.8784233333,29.0034333333,16.9798666667,26.6570666667,20.8449333333,10.0783333333,25.3556,6.60123333333,10.0121666667,33.5725487179,19.0674666667,30.0898666667,13.7813
336.84,13.9095711111,28.9979,17.2417333334,26.8000666667,20.847,10.2450833333,25.4975333333,6.9851,10.1478,33.5370871795,19.0473416667,30.2816,13.9167333333
337.21,13.88361,28.7835666667,17.2266666666,26.8147333333,20.7843333333,10.2119166667,25.6099333333,7.25613333333,10.1621,33.3830512821,18.9175666667,30.0810666667,13.817
337.57,13.9037111111,28.8130333333,17.2805333334,26.8175333333,20.8584666667,10.1779166667,25.597,7.37793333333,10.2158333333,33.3993384615,18.8710833333,30.1264,13.6362333333
337.94,13.5437833333,28.6358,16.9658,26.7402,20.4922666667,9.76525,25.4497333333,7.17723333333,9.8607,33.0767846154,18.5893833333,29.9354,13.272
338.31,13.0771877778,28.0384666667,16.5477333333,26.3378,20.0502666667,9.28166666668,25.0261333333,6.74776666667,9.53950000001,32.602148718,18.145975,29.5384666667,12.6855666667
338.67,12.8710622222,27.9367333333,16.4066,26.3087333334,20.0046666667,9.11425000001,24.9179333333,6.506,9.37536666667,32.5684461538,17.9574,29.5485333333,12.5420666667
339.04,13.0899577778,28.2148,16.6437333333,26.6644,20.3600666667,9.11358333332,25.1173333333,6.39786666667,9.5556,32.9282769231,18.09845,29.9863333333,12.6497333333
339.40,13.49952,28.5581666667,16.7290666667,26.9566,20.4620666667,9.19391666667,25.3936666667,6.43903333333,9.83236666666,33.1221025641,18.2643333333,30.2298666667,12.9301666667
339.77,13.6302911111,28.6620666667,16.7092,27.0336,20.546,9.19458333332,25.4183333333,6.5303,9.85230000001,33.1138615385,18.2391833333,30.2237333333,13.0111
340.14,13.5113366667,28.7975666667,16.762,26.9680666667,20.4632,9.09541666666,25.3412,6.74083333333,9.80039999999,32.8946615385,18.2308083333,30.1306666667,13.1083333333
340.50,13.3918833333,29.0625333333,16.7448,26.9307333333,20.3743333333,9.05141666667,25.3636666667,6.6647,9.67646666666,32.8807179487,18.2338833333,30.1728666667,12.9933666667
340.87,13.7085933334,29.5246666667,17.0131333333,27.3265333333,20.6599333333,9.30033333332,25.6813333333,6.7563,9.835,33.2107282051,18.541475,30.4599333333,13.2624333333
341.23,13.6484788889,29.6771666667,17.0546,27.4775333333,20.6738,9.34941666667,25.8015333333,6.63163333333,9.82723333333,33.3470051282,18.6552333333,30.6966,13.2311666667
341.60,13.8436044444,29.9548,17.2024666667,27.9149333333,20.8306,9.64591666667,26.0641333333,6.85503333333,10.0796333333,33.5662307692,18.8492833333,31.0092666667,13.5193333333
341.96,13.8956444444,30.1301333333,17.3354666667,28.0085333333,20.8341333333,9.69866666666,26.1653333333,6.78506666667,10.1738666667,33.5817846154,18.8914666667,31.1445333333,13.5370666667
342.33,14.1030744445,30.5023666667,17.4882,28.0628666667,20.9774,9.73841666667,26.3862,6.98786666667,10.4343666667,33.6750769231,19.0648833333,31.3238,13.6914
342.70,14.3480477778,30.8483,17.6878666667,28.285,21.1757333333,9.96216666667,26.6954,7.19896666667,10.7113,33.8955333333,19.1794,31.4679333333,13.7274
343.06,14.1674366667,30.8886666667,17.4272666667,28.072,20.9802666667,9.86874999999,26.6972,7.1008,10.4586333333,33.7797128205,19.0793666667,31.3667333333,13.3350333333
343.43,13.6203844445,30.548,17.1056666667,27.7344,20.6780666667,9.41566666668,26.3417333333,6.67886666667,9.89593333334,33.6009794872,18.7413,31.1737333333,12.7409666667
343.79,14.0433233333,31.1783666667,17.6552666667,28.1173333333,21.0176666667,9.86733333334,26.9400666667,6.96986666667,10.3192666667,34.0182666667,19.1459333333,31.6253333333,13.3056
344.16,14.0301044444,31.2448666667,17.6107333333,28.1455333333,21.0108666667,9.88708333333,27.0716666667,6.82206666667,10.2529,34.084225641,19.0832583333,31.7679333333,13.1355666667
344.52,14.1558722222,31.3209666667,17.7804,28.2795333333,21.2252,9.97649999999,27.3472,6.93403333333,10.378,34.2371384615,19.1154583333,31.9685333333,13.2849
344.89,14.1742555556,31.4515333333,17.7415333333,28.2709333333,21.2361333333,10.0308333333,27.4276666667,7.14173333333,10.4480666667,34.2110102564,19.09425,32.0362666666,13.3200666667
345.25,14.1517988889,31.4485,17.7331333333,28.2754,21.3031333333,9.91991666666,27.4418,7.15496666667,10.446,34.2978205128,19.0514,32.0,13.3248
345.62,13.9058133333,31.3234,17.6246,28.1247333333,21.0981333333,9.54133333334,27.4352,6.79183333333,10.1808,34.1596102564,18.9148916667,31.9186,13.1561
345.99,14.03192,31.3673333333,17.7262,28.2044666667,21.2636,9.63566666667,27.6059333333,6.9398,10.3783333333,34.3187589743,19.0327583333,31.9857333333,13.3977333333
346.35,13.9387333333,31.5473666667,17.8076,28.3221333333,21.3385333333,9.66866666667,27.7628,6.96316666667,10.2919,34.4104974359,19.0215,32.0321333333,13.3922
346.72,13.9000022222,31.6104,17.8286666667,28.3290666667,21.2506666667,9.64241666666,27.7886,7.01976666667,10.2199,34.3780205128,19.0923083333,32.1871333333,13.3519333333
347.08,13.9761588889,31.5918666667,17.8998,28.3189333334,21.4087333333,9.72491666667,27.871,7.09423333333,10.2546333333,34.4647794872,19.151975,32.259,13.5414
347.45,14.2719577778,31.9736666667,18.2297333333,28.5720666667,21.8053333333,10.02575,28.2223333333,7.53126666667,10.6188,34.7822153846,19.4238333333,32.4897333333,13.8754333333
347.81,14.0043433333,31.7498666667,17.9276,28.3078,21.4906,9.52975000001,28.0475333333,7.19083333333,10.2761,34.5381794872,19.1144333333,32.2849333333,13.4785
348.18,13.9042155555,31.6117666666,17.8715333334,28.3836,21.4581333333,9.3295,28.0521333333,7.0569,10.1992666667,34.4851846154,19.0655333333,32.3202,13.4423666667
348.54,13.8732588889,31.6544666667,17.7597333333,28.428,21.4262666667,9.25749999999,28.1320666667,6.87273333333,10.1394333333,34.6069384615,19.0813083333,32.3992666667,13.3736
348.91,13.7254322222,31.5729,17.7446666666,28.4589333333,21.316,9.00824999999,28.2095333333,6.5841,10.0244,34.591025641,18.934875,32.4222,13.2610666667
349.27,14.0882444445,31.9787,18.1084,28.7246,21.5538,9.23891666666,28.5547333333,6.88596666667,10.3576,34.8048307692,19.26625,32.8254666666,13.7169666667
349.64,14.1370222222,32.1433,18.1026,28.7703333333,21.6578666666,9.37616666667,28.6340666667,7.09593333333,10.441,34.7398666667,19.202225,32.8746,13.7300666667
350.00,14.0507577778,32.2717,18.0876,28.8044666667,21.5696,9.39908333332,28.6725333333,7.0398,10.2318,34.5942564102,19.0838083333,32.8695333333,13.6615666667
350.37,14.0628933333,32.2212,18.0970666667,28.9144666667,21.4285333333,9.34358333334,28.7667333333,6.9185,10.1103666667,34.5398564102,19.001325,32.9921333333,13.4691333333
350.73,14.1883022222,32.3100333333,18.3030666667,29.1352666666,21.724,9.39725,29.0536666667,6.9663,10.2353666667,34.7807589744,19.1887333333,33.2046666667,13.6701
351.10,14.19168,32.5712666667,18.5101333333,29.4174,21.7407333333,9.44691666666,29.2082,7.0246,10.359,34.8008615385,19.3123416667,33.4414,13.6806666667
351.46,14.1356566667,32.5277,18.4478666667,29.4682,21.5324666667,9.42533333332,29.2678,6.8169,10.2363,34.6422461539,19.208675,33.4228666667,13.5999666667
351.83,13.9893122222,32.6137666667,18.4827333333,29.6657333333,21.5173333333,9.42308333333,29.3124666667,6.79863333333,10.1176,34.7154666667,19.1505083333,33.6578666667,13.5559666667
352.19,13.8769077778,32.6212333333,18.4625333333,29.6426,21.3429333333,9.4325,29.2958,6.67633333333,10.0247333333,34.5965794872,18.9961916667,33.5668666667,13.4954333333
352.55,13.6504255556,32.5603666667,18.3963333333,29.5976666667,21.2102666667,9.23399999999,29.1586666667,6.58613333333,9.84250000001,34.3974051282,18.8567833334,33.4505333333,13.4751666667
352.92,13.6490933333,32.6788666667,18.3706666667,29.6553333333,21.2585333333,9.31033333332,29.2288666667,6.61446666667,9.79013333333,34.4872564103,18.9258666667,33.5143333333,13.3299333333
353.28,13.3832466667,32.5132666666,18.1942666667,29.5318666667,21.1074,9.15925,29.08,6.40833333333,9.64229999999,34.2860358974,18.6744666667,33.3299333333,12.9284666667
353.65,13.6817466667,32.8524666667,18.582,29.7896,21.3504,9.44008333334,29.3451333333,6.66573333333,9.97973333333,34.5744358974,19.0059583333,33.5682666667,13.1667666667
354.01,13.8008055556,33.0308333333,18.6766666667,29.9383333333,21.4683333333,9.40625,29.4616666667,6.69333333333,10.0991666667,34.7617948718,19.1110416667,33.7833333333,13.2483333333
354.38,13.8136022222,33.1673666667,18.6748666667,29.8981333333,21.4712666667,9.44383333334,29.5614666666,6.62406666667,10.2282666667,34.8591282051,19.2236416667,33.8177333333,13.3310666667
354.74,13.6960177778,33.0265,18.5796,29.7696666667,21.3719333333,9.24308333333,29.4606,6.4919,10.0917666667,34.7382307692,19.0815166667,33.7438666667,13.1642333333
355.11,13.5079922222,32.8413333333,18.3964,29.5372666667,21.1190666667,8.96691666666,29.3090666667,6.2663,9.8253,34.523174359,18.8001,33.486,12.8715
355.47,13.28449,32.8109333333,18.1606666667,29.3828,21.0388666667,8.70575,29.162,6.05486666667,9.62560000001,34.4104717949,18.6364,33.3703333333,12.6890333333
355.83,13.1870944444,32.7968666667,18.0877333333,29.3041333333,20.9598,8.62125,29.1837333333,5.8911,9.62673333333,34.2693179487,18.564225,33.2084,12.585
356.20,13.2509755556,33.0352333333,18.2023333333,29.4458,21.1334666667,8.62283333333,29.415,5.89183333333,9.68343333333,34.4513794872,18.71265,33.4380666667,12.5510666667
356.56,13.4742622222,33.3659333333,18.4529333333,29.687,21.362,8.79241666667,29.7318666667,6.1375,9.92619999999,34.686,18.9331666667,33.7338666667,12.6251
356.93,13.5655788889,33.5063666667,18.5592666667,29.8173333334,21.3982,8.82199999999,29.8767333333,6.18716666667,10.0559333333,34.7175897436,19.0119916667,33.8106666667,12.7397333333
357.29,13.6580077778,33.6524333333,18.6272,29.951,21.4008666667,8.92291666668,30.0362666667,6.25253333333,9.99296666667,34.8114102564,19.0434333333,33.9518,12.8875666667
357.66,13.4429033333,33.4946,18.3769333333,29.9363333333,21.2159333333,8.54608333333,29.9335333333,5.98106666667,9.69943333333,34.7030820513,18.83965,33.8624666667,12.5868666667
358.02,13.4525644444,33.6770333333,18.4404666667,30.0526,21.3254666667,8.59866666667,30.1157333333,6.04783333333,9.81786666666,34.8210615385,18.8763416667,33.9782666667,12.6262666667
358.38,13.36103,33.7412666667,18.3834,30.0904666667,21.3060666667,8.45833333334,30.1201333333,5.99813333333,9.6813,34.7477179487,18.77985,33.9776,12.5931666667
358.75,13.0973833333,33.7755333333,18.1738,30.0566,21.1175333333,8.26491666667,30.0339333334,5.7828,9.45516666666,34.567025641,18.4957833333,33.9193333333,12.3098
359.11,13.24896,33.9853666667,18.2691333334,30.2970666667,21.3443333334,8.335,30.3011333333,5.95226666667,9.63946666667,34.8166564102,18.710175,34.1694666667,12.4829333333
359.48,13.3651077778,34.3196,18.5108666667,30.5211333333,21.4826,8.43558333333,30.5644666667,6.07716666667,9.79726666668,35.0811487179,18.841425,34.52,12.4470666667
359.84,13.5071944445,34.4527,18.6804666666,30.7067333333,21.5870666667,8.57333333333,30.6670666667,6.233,9.91590000001,35.2366820513,18.9459416667,34.7318666667,12.5576333333
360.20,13.5345088889,34.5991666667,18.7203333333,30.8522,21.6396,8.62225,30.7668,6.23863333333,9.91513333335,35.3228102564,18.9363416667,34.861,12.5961333333
360.57,13.4266266667,34.5340666667,18.6146,30.8420666666,21.5037333333,8.53083333333,30.7144666667,6.06153333333,9.7526,35.2256461539,18.8312,34.7690666667,12.4657333333
360.93,13.3522788889,34.6329666667,18.6562666667,30.935,21.5325333333,8.44066666667,30.7657333333,5.9319,9.66893333334,35.2563384615,18.783925,34.811,12.3125333333
361.29,13.3406044445,34.6731,18.6684666667,30.9669333333,21.4864,8.3515,30.7605333333,5.84366666667,9.68496666665,35.2264871795,18.7697166667,34.7797333333,12.2026333333
361.66,13.2595555555,34.6857,18.6334,30.785,21.3446,8.27041666666,30.7620666667,5.74563333333,9.65449999999,35.1016717949,18.6821,34.7119333333,12.0873666667
362.02,13.1526388889,34.5323,18.5113333333,30.6921333334,21.1902,8.11516666667,30.678,5.5657,9.55023333333,34.9438769231,18.5972916667,34.5882666667,11.8070666667
362.39,13.16422,34.6573,18.6257333333,30.8066,21.2372666667,8.18466666667,30.8108666666,5.5726,9.60313333334,35.0502,18.679975,34.8138,11.7625
362.75,13.2246511111,34.7885333333,18.7319333333,30.8889333333,21.3031333333,8.31758333333,30.8984666667,5.68326666667,9.65543333333,35.1474410256,18.8058833333,34.8604666667,11.8216
363.11,13.2349188889,34.8282333333,18.7801333334,30.9128,21.3070666667,8.41033333333,30.9181333333,5.67403333333,9.7162,35.1006410256,18.8272166667,34.8448666667,11.8005333333
363.48,13.3903666667,34.9102666667,18.9208,31.0449333333,21.3906,8.4795,31.1232,5.80723333333,9.8646,35.1093794872,18.9658333333,34.8702666667,11.9909333333
363.84,13.4630255556,34.9858666667,18.9914666667,31.0955333333,21.4676666667,8.41766666667,31.2402,5.83716666667,9.91943333334,35.1767230769,19.0572166667,34.8814,12.0005666667
364.20,13.4271844445,34.9690333333,18.9252,31.0174,21.4544,8.34858333334,31.201,5.8981,9.96513333332,35.1509589744,19.058675,34.8672666667,11.9112333333
364.57,13.5038955556,35.1071333333,19.0590666667,31.1182,21.5216666667,8.31791666667,31.3467333333,5.96876666667,10.0719666667,35.198574359,19.1498166667,35.052,11.9808666667
364.93,13.6471,35.2382333333,19.0744666666,31.2114666667,21.6263333333,8.41316666667,31.5174666667,6.11583333333,10.2053333333,35.3513384615,19.2891166667,35.2176666667,12.1383
365.29,13.7449222222,35.4742666667,19.2427333333,31.4044,21.8582,8.57391666667,31.7815333333,6.23643333333,10.3758333333,35.573174359,19.4876666667,35.4685333333,12.2220666667
365.66,13.8635311111,35.5766666667,19.3656,31.6136666667,22.04,8.72925000001,31.9406,6.3501,10.5141333333,35.6779384615,19.6466916667,35.6022,12.3676666667
366.02,13.9674888889,35.8629,19.5386666667,31.76,22.1948666667,8.85258333334,32.1753333333,6.42243333333,10.5613333333,35.8575897436,19.796625,35.8623333333,12.5384
366.38,14.07766,35.9205666667,19.6189333333,31.8703333333,22.2966,8.92574999999,32.2914,6.48663333333,10.6091,35.9605179487,19.7662333333,35.8676,12.702
366.75,14.2454744444,36.0711,19.7433333333,32.0396,22.4085333333,9.00150000001,32.4693333333,6.51896666667,10.8146333333,36.1188871795,19.84925,35.9798,12.8167333333
367.11,14.3192022222,36.2812666667,19.8063333333,32.1967333333,22.4847333333,9.00600000001,32.6420666667,6.61033333333,10.8153333333,36.3123076923,19.90025,36.1826666667,12.8803
367.47,14.1721977778,36.2211,19.6907333333,32.104,22.3766,8.95358333334,32.5539333333,6.43156666667,10.6597666667,36.2366974359,19.7646666667,36.2049333333,12.7368
367.84,14.2429044444,36.4582,19.7500666667,32.2458,22.4150666667,9.08774999999,32.7096,6.39656666667,10.7803,36.2482564102,19.7609833333,36.3232,12.8250333333
368.20,14.3732655556,36.6158333333,19.9186,32.3485333333,22.4364666667,9.13225,32.7876,6.3543,10.8507333333,36.320625641,19.8131,36.3502666667,12.9222
368.56,14.3899244445,36.8236,19.9579333333,32.5005333333,22.5018,9.2555,32.9066666667,6.32003333333,10.9205333333,36.4574051282,19.8344666667,36.4478666667,12.9403333333
368.93,14.4012433333,36.8223333333,20.0419333333,32.5068,22.4917333333,9.31566666667,32.9319333333,6.32326666667,10.9601,36.4265487179,19.7552833333,36.4457333333,12.9206333333
369.29,14.3237488889,36.8895333333,19.9416,32.4862666667,22.3978666667,9.12475000001,32.9439333333,6.1955,10.8561,36.2848666667,19.58895,36.4086,12.898
369.65,14.3875088889,37.1124333333,20.0143333333,32.6762,22.4638,9.18141666667,33.1179333333,6.15903333333,10.9254333333,36.4354974359,19.6043583333,36.5636,12.9167333333
370.01,14.48157,37.1340333333,20.0742,32.783,22.5353333333,9.30799999999,33.1850666667,6.3163,11.0914666667,36.4681692308,19.6399333333,36.5507333333,13.0342666667
370.38,14.3189433333,37.0112,19.8848666667,32.706,22.3777333333,9.08991666667,33.0622,6.18186666667,10.9421,36.3468102564,19.53185,36.477,12.8275333333
370.74,14.2935888889,37.0515333333,19.8766666667,32.7167333333,22.2955333333,9.07216666667,33.096,6.13893333333,10.8516333333,36.2729333333,19.5025833333,36.4954,12.7778333333
371.10,14.2646244445,37.0832666667,19.9066,32.7584666667,22.2336666667,9.14016666666,33.1670666667,6.06443333333,10.8897,36.2103128205,19.4967583334,36.5812666667,12.8090666667
371.46,14.2364122222,37.1454,19.9481333333,32.8591333333,22.2564666666,9.03375000001,33.2339333333,6.0811,10.9063,36.2642,19.5293083333,36.6152666667,12.7850333333
371.83,14.0208766667,37.0013,19.7604666667,32.7603333333,22.0863333333,8.787,33.1312,5.99156666667,10.6763666667,36.1139435898,19.3937,36.5678,12.5228666667
372.19,14.0060744444,37.0725333333,19.7487333333,32.8343333333,22.1032,8.82875,33.2976666667,6.1041,10.6518666667,36.1383589744,19.43615,36.6968,12.5380666667
372.55,13.93115,37.0637,19.7201333333,32.7812666667,21.9990666667,8.71516666667,33.2856,6.05313333333,10.5131,36.0091128205,19.3223583333,36.5862666667,12.4487
372.92,13.83311,37.1496666667,19.6551333333,32.7398666667,21.9364666667,8.51916666666,33.3033333333,5.91513333333,10.3910333333,35.9652358975,19.2834666667,36.6616666667,12.3596
373.28,13.7185933333,37.1430333333,19.6037333333,32.7367333333,21.8870666667,8.44416666667,33.3422,5.887,10.2314,36.0179128205,19.28815,36.6992,12.3007666667
373.64,13.5592611111,37.1041,19.5007333333,32.6485333333,21.7716666666,8.34433333333,33.3201333334,5.84376666667,10.1081666667,35.9035333333,19.2444333333,36.6656,12.1796666667
374.00,13.4492822222,37.2318333333,19.4094,32.745,21.7342666667,8.14383333333,33.3676666667,5.7145,9.93023333333,35.9721538462,19.185075,36.7883333333,11.9752333333
374.37,13.5456588889,37.4584666667,19.4890666667,32.8586666667,21.8224,8.153,33.5248666667,5.80496666667,9.97640000001,36.0076410256,19.2843333333,36.8109333333,11.9870333333
374.73,13.6144311111,37.6480666667,19.5662,33.0026,21.9651333333,8.09641666667,33.7464,5.78413333333,9.9848,36.219451282,19.3687833333,36.9635333333,12.0073333333
375.09,13.5209455556,37.5054,19.4616,32.8758666667,21.8276666667,7.91783333334,33.6474,5.62553333333,9.92240000001,36.0546410256,19.1793666667,36.7503333333,11.8891
375.45,13.6405222222,37.4983,19.5141333333,32.9097333333,21.8524,7.99416666667,33.7970666667,5.6956,9.98733333334,36.0653897436,19.1807916667,36.7679333333,12.0239666667
375.81,13.8308888889,37.7123666667,19.7076,33.0925333333,22.0892666667,8.20425,33.9810666666,5.84683333333,10.1466,36.3294666667,19.364925,36.9548666667,12.1734
376.18,13.74231,37.6957,19.623,33.1479333333,22.0358666667,8.06225,33.9960666667,5.6818,10.0526,36.3067076923,19.325775,36.9327333333,12.1001666667
376.54,13.8985255556,37.7996,19.7904,33.3530666667,22.2944666667,8.23408333334,34.2098666667,5.8905,10.2364666667,36.5475794872,19.5544166667,37.1386666667,12.2522333333
376.90,13.8919355555,37.7966666667,19.8334666667,33.4224,22.2582666667,8.27525,34.2258,5.903,10.2802,36.5236307692,19.4978666667,37.0756666667,12.242
377.26,13.8310444444,37.7400333333,19.7277333333,33.4172666667,22.181,8.16125,34.1922666666,5.73376666667,10.2206333333,36.4667897436,19.3534416667,37.0364,11.9692333333
377.63,13.9533066667,37.9722666667,19.868,33.6118,22.2751333333,8.20941666667,34.4056,5.81093333333,10.3059333333,36.5627487179,19.3733916667,37.1812666667,11.9996
377.99,13.9563255556,37.9392333333,19.9180666666,33.6007333333,22.25,8.28333333333,34.4681333334,5.79973333333,10.2837666667,36.5381538462,19.35315,37.1772,12.044
378.35,14.0196022222,38.0149,19.9972,33.6712666667,22.3316,8.43583333333,34.5742,5.90903333333,10.4278666667,36.6191948718,19.4444083333,37.3193333333,12.1526333333
378.71,14.0360266667,38.0675333333,20.0445333333,33.7263333333,22.3240666667,8.45316666667,34.6197333333,6.0445,10.4892333333,36.6158564103,19.4793166667,37.3905333333,12.1746
379.07,14.0236011111,38.2128333333,20.0853333333,33.8226,22.3734666667,8.48533333333,34.7202,6.08156666667,10.4620333333,36.7120871795,19.5585,37.5148,12.1686666667
379.44,14.0633,38.4772666667,20.1016,33.9700666667,22.4738,8.60775,34.8219333333,6.10473333333,10.4876,36.842374359,19.682175,37.7094,12.1984666667
379.80,13.9339455555,38.5369,20.0019333333,34.0026666667,22.3997333333,8.47575,34.9252666667,6.03676666667,10.4142,36.7827948718,19.5877666667,37.6917333334,12.1172666667
380.16,14.1658855555,38.7864,20.2584,34.2193333333,22.6495333333,8.749,35.2289333333,6.29243333333,10.6558333333,37.0397435898,19.7712916667,37.9896,12.3001666667
380.52,14.0438633334,38.7748,20.0714666667,34.1711333333,22.4730666667,8.59891666667,35.2072,6.08163333333,10.5473333333,36.9370307692,19.6003083333,38.0268,12.1661333333
380.88,14.03996,38.8661333333,20.0270666667,34.2261333333,22.5086666667,8.59508333333,35.304,6.0859,10.5208,37.015851282,19.7003833333,38.153,12.1047666667
381.24,14.1379144444,38.9933666667,20.1179333333,34.3199333333,22.5712,8.69333333333,35.359,6.1899,10.6773333333,37.064774359,19.8043083333,38.2638666667,12.2054666667
381.61,14.0656122222,38.8473666667,19.9965333333,34.166,22.467,8.60716666666,35.253,6.0649,10.582,36.9784,19.7185916667,38.1942666667,12.1038333333
381.97,14.1674433333,39.0714666667,20.1083333333,34.3340666667,22.6150666667,8.68266666667,35.4516,6.16316666667,10.7384,37.1170358974,19.8644333333,38.3689333333,12.2161333333
382.33,14.1138044444,39.2376666667,20.1093333333,34.4338,22.5976666667,8.62183333333,35.5796666667,6.0352,10.7249,37.1579846154,19.8339666667,38.4356666666,12.1774333333
382.69,14.00157,39.1763333333,20.0075333333,34.3951333333,22.5477333333,8.49558333333,35.5621333333,5.80716666667,10.6349,37.0905025641,19.7515583333,38.3891333333,12.1400333333
383.05,13.92882,39.1806333333,19.9164,34.3780666667,22.5195333333,8.33758333333,35.591,5.69096666667,10.5081666667,37.0582358974,19.7106416667,38.3856,12.0192333333
383.41,13.8846666667,39.1200666667,19.8667333333,34.3593333333,22.4564,8.19741666667,35.5804666667,5.6335,10.5146333333,37.0053179487,19.613875,38.3193333333,11.8865666667
383.77,13.93271,39.1242,19.9229333334,34.3727333333,22.4703333333,8.18308333334,35.6048666667,5.56906666667,10.5080333333,37.0544153846,19.6138583333,38.4350666667,11.9075
384.14,13.7635866667,39.0507,19.7414,34.2239333333,22.2492,7.95633333333,35.4467333333,5.29753333333,10.3449,36.8584461539,19.404975,38.221,11.7318
384.50,13.84005,39.162,19.8439333333,34.2804666667,22.281,7.96925,35.54,5.2999,10.4025,36.9159230769,19.4272833333,38.2242,11.7524666667
384.86,13.8659044445,39.3521333333,19.9057333333,34.4088,22.3897333333,7.91683333333,35.6612,5.30016666667,10.3814333333,37.0399435897,19.4530916667,38.3771333334,11.8460666667
385.22,13.9555566667,39.4981666667,19.9612666667,34.4870666667,22.4276666667,7.92983333333,35.7685333333,5.3851,10.4235,37.0855538461,19.4803916667,38.3841333333,11.9733333333
385.58,13.9961766667,39.6171333333,20.0181333333,34.5872,22.5076,7.90941666667,35.8904666667,5.3914,10.4401,37.2166307692,19.5550583334,38.4764666667,12.0977666667
385.94,13.9607188889,39.6063666667,19.9576666667,34.5766,22.4492,7.8315,35.8770666667,5.3566,10.3911,37.1735641025,19.5141583333,38.4273333333,12.0060666667
386.30,14.1418344444,39.7123,20.1808,34.7148666667,22.6575333333,7.97725,36.0260666667,5.54703333333,10.5384,37.3172666667,19.655175,38.5934,12.1473
386.66,14.1873655556,39.954,20.2445333333,34.8766666667,22.6949333333,8.0405,36.176,5.61903333333,10.5776666667,37.4189948718,19.705075,38.7386,12.1339
387.03,14.3915566667,40.2546333333,20.459,35.1159333333,22.8601333333,8.27075,36.4181333333,5.80413333333,10.7814333333,37.6193794872,19.8457833333,38.8766666667,12.278
387.39,14.3481788889,40.3867666667,20.4739333333,35.1460666667,22.8748666666,8.29433333334,36.522,5.76403333333,10.7335333333,37.6204974359,19.8425083333,38.9294666667,12.2521333333
387.75,14.4654411111,40.5722,20.6310666667,35.2884666667,23.0295333333,8.41425,36.728,5.94326666667,10.8592333334,37.7578410256,19.9785333333,39.0169333333,12.34
388.11,14.49841,40.628,20.7213333333,35.4193333333,23.1644,8.46675,36.8606,6.0844,10.8988333333,37.8382615385,20.0790416667,39.1412666667,12.4025
388.47,14.5259477778,40.7377666667,20.8038,35.5646,23.2702,8.54716666667,36.9407333333,6.17553333333,10.9615666667,37.9073179487,20.1947666667,39.2412,12.4425666667
388.83,14.6231777778,40.7686333333,20.8778,35.5791333333,23.2873333333,8.64066666667,36.9662,6.28576666667,11.0813666667,37.8989641025,20.23315,39.2223333333,12.4631333333
389.19,14.6270088889,40.8195333334,20.9644,35.688,23.338,8.66208333333,37.0726666667,6.2787,11.0755666667,37.9514564103,20.28385,39.3018,12.4314333333
389.55,14.6447133333,40.8765,20.9828,35.7855333333,23.3495333333,8.70316666667,37.1008,6.32003333333,11.1344,37.9426051282,20.2852833333,39.3233333333,12.3873
389.91,14.6852166667,41.0074333333,21.0784,35.8602666667,23.3499333333,8.72558333333,37.1912666667,6.32283333333,11.1762666667,37.9752974359,20.2864083333,39.4566666667,12.408
