wavelength,Back_TanParm,Belly_TanParm,Breast_TanParm,Crissum_TanParm,Crown_TanParm,DorTail_TanParm,Patch10_TanParm,Patch11_TanParm,Patch12_TanParm,Patch13_TanParm,Rump_TanParm,Throat_TanParm,WingTip_TanParm
362.39,5.3322,9.19693333333,9.99786666667,7.95126666667,4.6014,5.98753333334,7.97306666667,7.68986666667,2.52366666667,10.1028666667,10.6416,4.6634,7.08905656566
362.75,5.25806666667,9.13893333334,9.89833333334,7.87993333334,4.53946666667,5.89273333333,7.9378,7.59966666667,2.46293333333,10.0280666667,10.5791333333,4.58753333333,6.99665858586
363.11,5.32526666667,9.23020000001,9.97846666666,7.94573333333,4.64053333333,5.95953333333,8.0394,7.6606,2.56653333333,10.1078666667,10.6945333333,4.69493333333,7.04757575758
363.48,5.27986666667,9.16260000001,9.93993333333,7.86586666666,4.5842,5.8844,7.9794,7.59206666667,2.5268,10.0521333333,10.6332666667,4.6504,6.94451919192
363.84,5.19186666667,9.10906666666,9.87113333333,7.8254,4.49793333333,5.80646666667,7.91513333333,7.53313333333,2.46446666666,9.9324,10.5426666667,4.58646666667,6.82297777778
364.20,5.2372,9.18086666667,9.96686666668,7.87366666667,4.54686666667,5.85266666667,7.98373333333,7.65426666667,2.5418,9.98066666666,10.5924666667,4.6662,6.84933131313
364.57,5.22993333333,9.20926666667,10.0123333333,7.88360000001,4.54993333333,5.89246666667,8.00813333333,7.6448,2.5286,9.99393333333,10.632,4.68526666667,6.84701212121
364.93,5.25306666667,9.25006666668,10.0342,7.875,4.58853333333,5.91066666667,8.04633333333,7.66573333333,2.55333333333,10.0176666667,10.663,4.7044,6.87053131313
365.29,5.27953333333,9.29706666667,10.1023333333,7.92400000001,4.64486666667,5.97753333333,8.0928,7.7278,2.5958,10.0641333333,10.7512666667,4.75266666666,6.90947474748
365.66,5.15266666667,9.21046666667,10.0196666667,7.82733333333,4.54246666667,5.84046666666,7.96013333333,7.612,2.462,9.93520000001,10.6044,4.63486666667,6.84430909091
366.02,5.10373333333,9.17646666667,9.98286666667,7.79026666666,4.51233333333,5.82706666667,7.94393333333,7.63,2.43713333333,9.94526666666,10.5962,4.59006666667,6.79482222222
366.38,5.07253333333,9.18119999999,9.97026666665,7.80213333333,4.51913333333,5.82733333333,7.97606666667,7.62713333333,2.4496,9.9908,10.6226666667,4.57673333333,6.81837171717
366.75,5.13133333333,9.26560000001,10.0092666667,7.88073333333,4.59446666667,5.91366666667,7.99713333333,7.69706666667,2.45933333333,10.0678,10.6978666667,4.62853333333,6.88025454546
367.11,5.159,9.31833333334,10.0141333333,7.87153333333,4.60573333333,5.9168,7.96113333333,7.742,2.47193333334,10.0728666667,10.7058,4.62906666667,6.90034545455
367.47,5.2018,9.39386666667,10.0679333333,7.93373333333,4.65753333334,5.97993333333,8.01133333334,7.83473333333,2.506,10.1234,10.7832,4.6536,6.94486464647
367.84,5.1756,9.40066666667,10.0636,7.92166666667,4.66086666667,5.98333333333,7.99606666667,7.8184,2.51206666667,10.1654666667,10.785,4.6352,6.93620808081
368.20,5.08253333333,9.34280000001,9.95059999999,7.83726666666,4.55273333333,5.9094,7.9104,7.7144,2.387,10.0782,10.7246,4.5358,6.82369090909
368.56,5.09993333333,9.374,9.94146666668,7.85499999999,4.60026666667,5.91213333333,7.91133333333,7.75666666667,2.38853333333,10.1238666667,10.7558,4.5262,6.83223030303
368.93,5.1126,9.41966666667,9.98533333332,7.91333333333,4.61033333333,5.9628,7.96426666667,7.82333333334,2.43013333333,10.1390666667,10.7871333333,4.5686,6.86601818182
369.29,5.0284,9.34966666667,9.92166666665,7.8152,4.49566666667,5.87313333333,7.895,7.72566666667,2.38333333333,10.0568666667,10.6876666667,4.4526,6.77284646465
369.65,5.16786666667,9.50333333333,10.0613333333,7.93639999999,4.6078,6.00993333333,8.02053333333,7.88646666667,2.53726666667,10.2382,10.8658,4.59393333333,6.8893959596
370.01,5.293,9.59599999998,10.1495333333,8.03646666666,4.66666666667,6.10193333333,8.07726666667,7.95686666667,2.608,10.3559333333,10.9927333333,4.6936,6.9777050505
370.38,5.39833333333,9.71573333333,10.2322666667,8.13666666667,4.732,6.17753333333,8.155,8.064,2.66153333333,10.4485333333,11.0978,4.80453333333,7.05462626263
370.74,5.42853333333,9.79733333333,10.3054,8.16586666667,4.72906666667,6.19026666667,8.2388,8.10606666667,2.69333333333,10.4632,11.1565333333,4.8542,7.09857979798
371.10,5.39886666666,9.77053333333,10.2907333334,8.18226666666,4.70726666667,6.13026666667,8.27873333333,8.08706666666,2.63266666667,10.4388,11.1100666667,4.81573333333,7.03538585859
371.46,5.43033333333,9.82413333333,10.3094666667,8.22846666666,4.73646666667,6.137,8.33426666667,8.10866666667,2.6576,10.4954,11.1462666666,4.85313333333,7.07871919192
371.83,5.45366666667,9.89326666667,10.3591333333,8.26666666667,4.7252,6.13106666667,8.37226666667,8.12933333333,2.64246666667,10.5246,11.1846,4.889,7.11378181818
372.19,5.54253333333,9.99759999998,10.4835333333,8.36239999999,4.80953333333,6.1456,8.44646666667,8.22706666667,2.71906666667,10.6292,11.2876,4.97046666667,7.23445252525
372.55,5.59786666667,10.0690666667,10.5394,8.42559999999,4.8276,6.17493333333,8.52086666667,8.29373333333,2.7664,10.6912666667,11.3322666667,5.0226,7.26082222222
372.92,5.55066666667,10.0247333333,10.4451333333,8.32079999999,4.75873333334,6.07793333333,8.45506666667,8.19613333333,2.69673333333,10.6815333333,11.2790666667,4.95446666667,7.15844242424
373.28,5.5076,10.0324666667,10.4131333334,8.29260000001,4.7262,6.03213333333,8.44953333333,8.16773333333,2.6238,10.6964,11.2514666666,4.955,7.11868080808
373.64,5.32846666667,9.91486666667,10.2716,8.1524,4.56266666667,5.87153333333,8.32026666667,8.0036,2.4342,10.5506,11.0786,4.77906666667,6.9421959596
374.00,5.2728,9.93013333333,10.2619333333,8.10766666667,4.526,5.82673333333,8.32046666667,7.96293333333,2.3836,10.5312666667,11.0247333333,4.7556,6.90504040404
374.37,5.1746,9.86006666667,10.2242,8.01193333333,4.45866666667,5.75686666667,8.23806666667,7.86633333333,2.28166666667,10.4565333333,10.9855333334,4.65,6.80653939394
374.73,5.10046666667,9.77819999999,10.1758,7.95613333333,4.39866666667,5.68753333333,8.18626666667,7.8158,2.20793333333,10.4193333333,10.9396,4.5858,6.75438787879
375.09,5.06306666667,9.7604,10.153,7.92893333333,4.36273333333,5.67993333333,8.1706,7.80373333333,2.19986666667,10.4257333333,10.9453333333,4.58313333333,6.75384646465
375.45,5.016,9.74006666669,10.1642,7.89800000001,4.31653333333,5.68233333333,8.1644,7.77486666667,2.12826666667,10.4134,10.9332666667,4.52473333333,6.72727272727
375.81,4.9798,9.69373333334,10.1675333333,7.87226666667,4.33353333333,5.67786666667,8.17766666667,7.75006666667,2.0958,10.4012,10.9226,4.50826666667,6.70111515152
376.18,4.88993333333,9.64473333334,10.0919333333,7.79013333333,4.26053333333,5.62986666667,8.1142,7.677,2.029,10.3195333333,10.8262,4.44306666667,6.60811717172
376.54,4.87366666667,9.64186666667,10.0784,7.75220000001,4.21846666667,5.62246666667,8.10086666667,7.63866666667,1.97806666667,10.2832666667,10.7996,4.39926666667,6.60275959596
376.90,4.87593333333,9.67846666667,10.1437333333,7.78966666666,4.22566666667,5.64373333333,8.12713333333,7.70766666667,1.97306666667,10.2856,10.8617333333,4.39086666667,6.63486060606
377.26,4.85706666667,9.68626666666,10.1526,7.80126666667,4.22033333333,5.6666,8.13073333333,7.73833333333,1.97573333334,10.2620666667,10.8997333333,4.37733333333,6.62384242424
377.63,4.89666666667,9.73013333333,10.2342,7.83513333334,4.26066666667,5.7148,8.21093333333,7.81693333333,2.03033333333,10.3074,10.9910666667,4.4362,6.65704848485
377.99,4.89526666667,9.73919999999,10.2408,7.82786666666,4.26,5.71146666667,8.25266666667,7.8386,2.05226666667,10.2868666667,11.0222,4.4582,6.64852929293
378.35,4.9566,9.79613333335,10.3038666667,7.88653333334,4.30453333333,5.7596,8.352,7.92166666667,2.16253333333,10.3506,11.0534,4.5188,6.70123434344
378.71,5.0232,9.91780000001,10.3855333333,7.94686666666,4.35406666667,5.8336,8.43606666666,8.01313333333,2.22726666667,10.4296666667,11.1398666667,4.57993333333,6.7467030303
379.07,5.04786666667,9.98533333333,10.4322666667,7.968,4.38186666667,5.874,8.47579999999,8.03393333333,2.25886666667,10.4552,11.1938666667,4.60233333334,6.76777171717
379.44,5.01506666667,9.98506666666,10.4069333333,7.95753333333,4.34766666667,5.84,8.46099999999,8.04273333333,2.273,10.4376666667,11.2045333333,4.58946666667,6.70967070707
379.80,5.1196,10.1000666667,10.4912,8.04806666667,4.4206,5.91466666667,8.55093333333,8.17786666667,2.36126666667,10.5092666667,11.2987333333,4.66613333333,6.78123838384
380.16,5.22766666667,10.1848666667,10.6071333333,8.14173333333,4.504,5.9904,8.66400000001,8.3014,2.4444,10.6150666667,11.4414666667,4.7522,6.86704242424
380.52,5.19486666667,10.1757333333,10.6168,8.12193333333,4.50913333333,5.96606666667,8.6608,8.3392,2.45693333333,10.6523333333,11.4582666667,4.74593333333,6.84949292929
380.88,5.24366666667,10.2439333333,10.7029333333,8.20286666667,4.56173333334,5.99913333333,8.73693333333,8.43333333334,2.51393333333,10.7080666667,11.4961333333,4.7912,6.86669292929
381.24,5.23366666667,10.2466,10.7286666667,8.19859999999,4.57,5.97706666667,8.74513333333,8.44726666667,2.5182,10.7277333333,11.4766,4.76833333333,6.85733131313
381.61,5.29073333333,10.3295333333,10.7811333333,8.25913333333,4.6606,6.02606666667,8.8028,8.5044,2.56873333333,10.8284,11.5267333333,4.81586666667,6.94403838384
381.97,5.25746666667,10.3500666667,10.7791333333,8.26626666667,4.631,5.9798,8.79120000001,8.499,2.50293333333,10.8469333333,11.5227333333,4.7406,6.92438383839
382.33,5.1788,10.2952666667,10.7306,8.22533333333,4.5348,5.91466666667,8.72080000001,8.4492,2.37733333333,10.7827333333,11.4710666667,4.6672,6.85637777778
382.69,5.14806666667,10.2324,10.6901333333,8.15466666667,4.48626666667,5.85086666667,8.68299999999,8.41846666667,2.3714,10.7577333333,11.4228,4.6232,6.80065252525
383.05,5.12386666667,10.2146,10.68,8.13673333333,4.43906666666,5.7706,8.64353333334,8.40166666667,2.31653333333,10.7466,11.396,4.5758,6.74528888889
383.41,5.17433333333,10.2628,10.7469333333,8.15900000001,4.48493333333,5.77946666667,8.69246666666,8.46133333333,2.3256,10.7780666667,11.4452666667,4.59513333333,6.81081616162
383.77,5.10353333333,10.2184,10.6858,8.06486666667,4.40306666667,5.6852,8.63853333333,8.39,2.25366666667,10.7592,11.4237333333,4.5048,6.74757777778
384.14,5.04533333334,10.193,10.6622,8.04533333333,4.3698,5.64886666667,8.62026666667,8.3462,2.22313333333,10.7252,11.4065333333,4.4672,6.70884444445
384.50,5.02346666667,10.1886666667,10.6632666667,8.04073333334,4.33893333333,5.62193333333,8.63293333333,8.3498,2.1892,10.6848,11.4251333333,4.45333333333,6.68295959596
384.86,5.04026666667,10.2236,10.6612666667,8.03793333333,4.3702,5.66086666667,8.67473333333,8.35106666667,2.23633333333,10.7224,11.4456666667,4.47393333333,6.71054141414
385.22,5.1282,10.3542,10.7756,8.1334,4.45366666667,5.74626666667,8.77439999999,8.46406666667,2.31246666667,10.8492666667,11.5899333333,4.561,6.78315959596
385.58,5.1434,10.4068,10.8247333333,8.15853333333,4.44933333333,5.7638,8.81653333335,8.5326,2.32453333333,10.8715333333,11.6653333333,4.5666,6.76773737374
385.94,5.1984,10.4607333333,10.9084,8.1926,4.49926666667,5.82793333333,8.87733333332,8.59786666667,2.3832,10.9385333333,11.7478666667,4.63286666667,6.80734949495
386.30,5.26793333333,10.5894,10.9946,8.25073333333,4.5666,5.9016,8.97833333334,8.6966,2.47513333333,11.0448666667,11.8756,4.69113333333,6.86064444444
386.66,5.25173333334,10.6399333333,11.0261333333,8.25899999999,4.56966666667,5.91533333333,9.00813333332,8.72466666667,2.4348,11.0519333333,11.9301333333,4.67126666667,6.85318787879
387.03,5.27533333333,10.6842,11.0512,8.26353333333,4.57573333333,5.9524,9.0716,8.77593333333,2.45553333333,11.0871333333,11.999,4.6944,6.88685454545
387.39,5.2454,10.7032666666,11.0626,8.26986666666,4.5506,5.96353333333,9.09539999999,8.8056,2.44833333334,11.1139333333,12.0276,4.69373333333,6.85715151515
387.75,5.27786666667,10.7644,11.1717333333,8.34786666667,4.59466666667,6.0348,9.17586666667,8.90386666667,2.51233333333,11.1702666667,12.1144666667,4.7572,6.91253535354
388.11,5.27726666666,10.7952,11.1886,8.31006666667,4.57926666667,6.04393333333,9.18706666665,8.94433333334,2.52293333333,11.2096,12.1494666666,4.7496,6.92818989899
388.47,5.3422,10.8856666667,11.2774,8.37726666667,4.6276,6.10573333333,9.26259999999,9.04086666666,2.58486666667,11.3226666667,12.2542666667,4.80373333333,6.9942
388.83,5.29186666667,10.8693333333,11.2908666667,8.36253333334,4.58546666667,6.05366666667,9.22233333333,9.07000000001,2.527,11.315,12.2911333333,4.7638,6.96211111111
389.19,5.27633333333,10.8566,11.2771333333,8.35753333333,4.5536,6.0154,9.24293333333,9.09753333333,2.50046666667,11.3148,12.3105333333,4.73946666667,6.9496989899
389.55,5.2328,10.8162666667,11.26,8.32346666667,4.48506666667,5.97433333334,9.20959999999,9.09040000001,2.46166666667,11.2953333333,12.3105333333,4.6796,6.91434747475
389.91,5.18013333333,10.8106666667,11.2578666667,8.27539999999,4.42213333333,5.92046666667,9.22013333334,9.11259999999,2.42573333333,11.2885333333,12.3444666667,4.60953333333,6.85661818182
390.27,5.16206666667,10.8010666667,11.2771333333,8.26473333333,4.3938,5.89566666667,9.22399999999,9.14386666667,2.3862,11.2774666667,12.3822,4.5748,6.8472969697
390.63,5.23393333333,10.9046,11.3990666667,8.36593333333,4.45973333333,5.9702,9.3222,9.27446666667,2.45693333333,11.4003333334,12.5148666667,4.6506,6.91887474748
391.00,5.2352,10.9347333333,11.4878,8.39673333333,4.5056,5.9904,9.35413333335,9.36773333331,2.47,11.4851333333,12.5973333333,4.6664,6.94565454546
391.36,5.25106666667,10.9578666667,11.535,8.39233333333,4.51253333333,5.98226666667,9.37,9.38846666667,2.45686666667,11.5197333333,12.6366666667,4.67873333333,6.94541818182
391.72,5.221,10.9755333333,11.5364,8.36613333334,4.48026666667,5.9446,9.36660000001,9.41899999999,2.42213333333,11.5406,12.6658666667,4.65373333333,6.91392727273
392.08,5.25466666667,11.0479333333,11.6348,8.43839999999,4.509,5.96926666667,9.44106666667,9.54226666667,2.43733333333,11.6052,12.7479333333,4.68506666667,6.93380606061
392.44,5.24653333333,11.0455333333,11.6943333333,8.44013333333,4.508,5.9634,9.47486666668,9.59100000001,2.40973333333,11.6276666667,12.8101333333,4.682,6.92098989899
392.80,5.25733333333,11.0934666667,11.7420666666,8.43546666667,4.50646666667,5.98126666667,9.55653333335,9.62919999999,2.39906666667,11.6894666667,12.8822,4.72133333333,6.93317575757
393.16,5.20086666667,11.0674,11.7491333333,8.36479999999,4.44106666667,5.91006666667,9.54260000001,9.63153333334,2.34753333333,11.6422,12.9143333333,4.67553333333,6.89486262626
393.52,5.20866666667,11.0926,11.7860666667,8.3878,4.46773333333,5.893,9.59099999999,9.68146666665,2.353,11.6718,12.9535333333,4.68346666667,6.88521212121
393.88,5.261,11.1257333333,11.8492666667,8.44153333334,4.51513333333,5.9376,9.63553333333,9.78433333332,2.3806,11.7171333333,13.0374666667,4.74506666667,6.94620606061
394.24,5.2874,11.1396666666,11.9046666667,8.45613333333,4.54486666667,5.94446666667,9.67066666667,9.833,2.4036,11.7722666667,13.0946666666,4.77286666667,6.95102424242
394.60,5.226,11.0905333333,11.8812666667,8.40959999999,4.48746666667,5.87753333334,9.66173333333,9.82853333333,2.35466666667,11.7164666667,13.0868666667,4.71766666667,6.89126666667
394.96,5.22726666667,11.1064666667,11.8903333333,8.413,4.4648,5.8684,9.69979999999,9.88986666667,2.34806666667,11.7012,13.1202666667,4.71906666667,6.87946060606
395.32,5.25226666667,11.1402666667,11.9526666667,8.45413333332,4.469,5.87206666667,9.77500000001,10.0274,2.36813333333,11.7376666667,13.2139333333,4.72126666667,6.88755757576
395.68,5.2696,11.1655333333,11.9931333333,8.46699999999,4.48173333333,5.8938,9.82426666667,10.0952,2.3734,11.7719333333,13.2859333333,4.73986666667,6.90368888889
396.04,5.22493333333,11.1281333333,11.9554666667,8.40893333333,4.43646666667,5.84646666667,9.79006666666,10.0757333333,2.31273333333,11.7639333333,13.3298,4.70726666667,6.84000606061
396.40,5.25026666667,11.1730666667,12.0143333333,8.44199999999,4.4766,5.8582,9.8348,10.1653333333,2.3526,11.8329333333,13.3952,4.74133333333,6.85416565657
396.76,5.26706666667,11.2175333333,12.078,8.48706666667,4.4952,5.86066666667,9.8702,10.2765333333,2.38193333333,11.8691333333,13.4980666667,4.72713333333,6.84956565656
397.12,5.33013333333,11.3173333333,12.2030666667,8.55879999999,4.55833333333,5.9566,9.96433333333,10.4154666667,2.446,12.0124,13.6568666667,4.7954,6.91162020202
397.48,5.37013333333,11.4088666667,12.3139333333,8.61053333334,4.58213333333,6.0242,10.0552666667,10.5458666667,2.4826,12.0968666667,13.8159333333,4.87886666667,6.97807676768
397.84,5.3728,11.4656666666,12.3810666667,8.61193333333,4.58186666667,6.02306666667,10.0927333333,10.6274666667,2.4886,12.1620666667,13.8979333334,4.87473333333,6.97881616162
398.20,5.31373333333,11.4798,12.4218666667,8.59233333332,4.5468,6.00826666667,10.1130666667,10.7157333333,2.4662,12.1748666667,13.975,4.84306666667,6.97376767677
398.56,5.3794,11.5448666667,12.5347333333,8.63326666665,4.61373333333,6.05386666667,10.1803333333,10.8634,2.51773333333,12.3000666667,14.1001333333,4.90073333333,7.05354141414
398.92,5.39313333333,11.5836666667,12.6228666667,8.6468,4.61726666667,6.084,10.2565333333,10.9682,2.5278,12.3904,14.2207333333,4.918,7.06265454545
399.28,5.39026666667,11.5833333333,12.6714,8.63626666666,4.623,6.09433333333,10.2852,11.0102,2.53153333333,12.4382666667,14.2951333333,4.91193333333,7.0599959596
399.64,5.39046666667,11.5910666667,12.7279333333,8.63006666666,4.61126666667,6.10586666667,10.3219333333,11.0898666667,2.52173333333,12.4710666667,14.3854666667,4.90766666667,7.03985454545
400.00,5.41073333333,11.6232666667,12.8265333333,8.66233333333,4.6328,6.14213333333,10.4038,11.2426,2.55053333333,12.5346666667,14.4711333333,4.91553333333,7.07213737374
400.36,5.33886666667,11.6120666667,12.8204666667,8.61813333333,4.56073333333,6.1038,10.4042,11.2706,2.47413333333,12.5285333333,14.5356666667,4.8388,7.02478181818
400.72,5.37233333333,11.6631333333,12.9184,8.64273333334,4.5772,6.1448,10.469,11.3979333333,2.4642,12.6136,14.6512,4.86493333333,7.06724444444
401.08,5.37386666667,11.6786666667,12.9708666667,8.6644,4.58613333333,6.15026666667,10.5114666667,11.4975333333,2.42353333333,12.6641333333,14.7168666667,4.86,7.05332121212
401.44,5.3782,11.6906,13.0420666667,8.66393333333,4.6054,6.14033333333,10.5312,11.6124,2.41506666666,12.7415333333,14.7979333333,4.8372,7.0609010101
401.80,5.37393333333,11.7284666667,13.1228,8.69906666668,4.60113333333,6.14966666667,10.5848666667,11.7111333333,2.4108,12.8078,14.8988666666,4.8338,7.04465454546
402.16,5.4156,11.7864666667,13.2032666667,8.706,4.617,6.148,10.6573333333,11.827,2.412,12.9184,15.036,4.86386666667,7.04056161616
402.52,5.37893333333,11.7806666667,13.2298,8.68773333333,4.5764,6.1058,10.6792666667,11.9017333333,2.36793333333,12.939,15.1224,4.84193333333,6.98295555556
402.88,5.35466666667,11.7958,13.2606,8.6592,4.54493333333,6.0542,10.6805333333,11.9937333333,2.34766666667,12.9407333333,15.1900666667,4.82046666667,6.95395555556
403.24,5.32086666666,11.8133333333,13.3073333333,8.65893333333,4.50733333333,6.0404,10.7193333333,12.1107333333,2.32193333333,12.9653333333,15.2729333333,4.8038,6.93594545455
403.60,5.34126666667,11.8529333333,13.4010666667,8.69859999999,4.5258,6.04573333333,10.7848,12.2529333333,2.33726666667,13.048,15.3950666667,4.81973333333,6.96375757576
403.95,5.3948,11.9265333333,13.55,8.78133333333,4.55926666667,6.0914,10.8962666667,12.4104666667,2.36366666667,13.159,15.5765333334,4.8692,7.00339393939
404.31,5.436,11.97,13.6417333333,8.81853333334,4.593,6.11546666667,10.9580666667,12.5619333333,2.415,13.2286666667,15.6779333333,4.9174,7.02805050505
404.67,5.4048,11.9515333333,13.6672,8.79379999999,4.56233333333,6.0906,10.9686,12.6388,2.4168,13.2487333333,15.7468,4.91386666667,6.97639191919
405.03,5.3868,11.9476,13.6998,8.7792,4.55253333333,6.06866666667,10.9802,12.7229333333,2.43886666667,13.2545333333,15.8154666667,4.913,6.97247272727
405.39,5.37186666667,11.957,13.743,8.76346666667,4.5338,6.076,11.0198,12.8315333333,2.43393333333,13.2868,15.9118666667,4.9158,6.94667676768
405.75,5.37226666667,11.9432666667,13.8003333333,8.75833333334,4.54426666667,6.0702,11.0634666667,12.9344666667,2.435,13.323,16.0086,4.92286666667,6.94957171717
406.11,5.37973333333,11.9660666667,13.8838,8.79713333333,4.5588,6.10813333333,11.1172666667,13.0678666667,2.4512,13.3914666667,16.0984666667,4.94193333333,6.9675010101
406.47,5.359,11.9704666667,13.955,8.80466666666,4.537,6.11526666667,11.1561333333,13.1854666667,2.44966666667,13.4384,16.1866,4.94193333333,6.96272121212
406.83,5.32506666667,11.9620666667,14.0146666666,8.79886666666,4.5354,6.13033333333,11.1961333333,13.269,2.43473333333,13.5053333333,16.2834,4.9334,6.94568484849
407.19,5.2936,11.9815333333,14.0652666667,8.78113333334,4.512,6.1046,11.2066666667,13.3682,2.3938,13.5534,16.3936666667,4.9034,6.92081010101
407.55,5.2518,11.9683333333,14.1048,8.75439999999,4.48486666667,6.0622,11.2084666667,13.4518666667,2.3364,13.5782,16.4645333333,4.84493333333,6.87392525253
407.90,5.20453333333,11.9692,14.1339333333,8.68966666665,4.444,6.01306666667,11.2152666667,13.5603333333,2.299,13.5995333333,16.5506666667,4.8002,6.82778383838
408.26,5.20926666666,12.0290666667,14.2398,8.67080000001,4.44066666667,6.041,11.2860666667,13.7303333333,2.3056,13.6776,16.7123333333,4.80933333333,6.84064848485
408.62,5.2396,12.0928666667,14.3484,8.69426666668,4.47626666667,6.0778,11.3916,13.8874,2.33653333333,13.7593333333,16.8562666667,4.824,6.87855555556
408.98,5.25806666667,12.1226666667,14.463,8.72339999999,4.4666,6.09626666667,11.4625333333,14.0496,2.32473333333,13.8551333334,17.019,4.83453333333,6.87000606061
409.34,5.29413333333,12.1661333333,14.5664,8.77106666667,4.49006666667,6.12746666667,11.5484,14.2048,2.3346,13.9378,17.1723333333,4.8506,6.89525252525
409.70,5.2526,12.1868,14.6076666667,8.7452,4.4456,6.10913333333,11.5634,14.3353333333,2.27573333334,13.9602666667,17.2688666667,4.8088,6.85742424243
410.06,5.2764,12.2295333333,14.69,8.78006666667,4.46593333333,6.1146,11.6302666667,14.5011333333,2.2692,14.0016,17.4204,4.81993333333,6.86460404041
410.42,5.3426,12.3006666667,14.8311333333,8.83833333333,4.536,6.1836,11.7136666667,14.6902,2.32666666667,14.118,17.6176666667,4.86266666667,6.92093131313
410.77,5.393,12.3750666667,14.9633333333,8.89826666665,4.577,6.21366666667,11.7944,14.8884666667,2.34486666667,14.214,17.7878,4.905,6.95155555556
411.13,5.47833333333,12.4606666667,15.139,8.96920000001,4.66093333333,6.30273333333,11.93,15.0996,2.43533333333,14.3408666667,17.9815333333,4.9916,7.04154343434
411.49,5.53386666667,12.5742666667,15.2769333333,9.03719999999,4.71013333333,6.3716,12.0559333333,15.3198,2.49126666667,14.4783333333,18.2069333333,5.06086666667,7.10953131313
411.85,5.5556,12.627,15.3791333334,9.0888,4.74906666667,6.42306666667,12.1256666667,15.4908,2.506,14.5789333333,18.3436,5.09846666667,7.15122424242
412.21,5.57753333333,12.6666,15.4734666667,9.13206666668,4.77926666667,6.42706666667,12.21,15.671,2.5048,14.6424666667,18.5088,5.1,7.17913737374
412.57,5.5824,12.6835333333,15.5734,9.15046666667,4.77613333333,6.4298,12.2498666667,15.8582666667,2.4716,14.7368666667,18.6662666667,5.105,7.18571515151
412.92,5.6118,12.7492,15.6896666667,9.17906666667,4.81133333333,6.46426666667,12.3285333333,16.0727333333,2.47953333333,14.8442,18.8596666667,5.11253333333,7.21040808081
413.28,5.53686666667,12.7444666667,15.7492666666,9.10286666667,4.7628,6.38786666667,12.3406666666,16.209,2.417,14.8804666667,18.959,5.04526666667,7.15053131313
413.64,5.58226666667,12.7981333333,15.9101333334,9.14579999999,4.8056,6.40313333333,12.4570666667,16.4331333333,2.4602,14.9962,19.1506666667,5.09553333333,7.20330505051
414.00,5.53313333333,12.7974666667,16.0164666667,9.11166666666,4.78166666667,6.37293333333,12.521,16.6142666667,2.45853333334,15.0972666667,19.3068,5.07186666667,7.19887070707
414.36,5.4534,12.7792666667,16.0428666667,9.03533333333,4.6894,6.2774,12.5402666667,16.7634,2.3668,15.1017333334,19.4014,5.0028,7.11088080808
414.72,5.41453333333,12.7808,16.119,9.00926666667,4.63693333333,6.24813333333,12.5872,16.9406,2.3328,15.1430666667,19.5737333333,4.956,7.08877777777
415.07,5.38493333333,12.7872,16.2139333333,9.0082,4.61333333333,6.21053333333,12.6389333333,17.1304666666,2.288,15.2387333333,19.7547333333,4.91046666667,7.04955757576
415.43,5.3266,12.7432666667,16.3154,8.94886666667,4.56126666667,6.15266666667,12.6766666667,17.2824666667,2.2416,15.2454,19.8598666667,4.85693333333,6.98971515151
415.79,5.29993333333,12.7582,16.4176666667,8.92553333333,4.52666666667,6.1254,12.7392,17.4533333334,2.2282,15.3078,20.0134,4.83513333333,6.97991515152
416.15,5.2726,12.724,16.5200666666,8.91706666668,4.48166666667,6.109,12.7868666667,17.599,2.2024,15.3598666666,20.1117333333,4.81706666667,6.94605454546
416.51,5.2652,12.7566,16.634,8.93166666665,4.47726666667,6.11633333333,12.8682,17.7857333333,2.21193333333,15.4166,20.2704,4.81153333333,6.94903838384
416.86,5.24593333333,12.7806666667,16.7408,8.93513333333,4.4636,6.11653333333,12.955,17.9478,2.20673333333,15.4841333333,20.4002,4.8144,6.9437979798
417.22,5.2348,12.7680666667,16.8671333333,8.96333333332,4.43486666667,6.11006666667,13.0198,18.1368666667,2.18326666667,15.5443333333,20.5578666667,4.8056,6.93344444444
417.58,5.17573333333,12.7444,16.9243333333,8.91999999999,4.39166666667,6.0706,13.0336,18.2654666667,2.13606666667,15.5768,20.6535333333,4.75413333333,6.87998383838
417.94,5.1914,12.7881333333,17.0358,8.93266666667,4.39193333333,6.08513333333,13.0988,18.4319333333,2.12593333333,15.6268666667,20.7988666667,4.7546,6.88096363636
418.29,5.21533333333,12.8268,17.1598,8.96399999999,4.40713333333,6.11513333333,13.185,18.6087333333,2.1378,15.7210666667,20.9537333333,4.7654,6.90812727273
418.65,5.21353333333,12.8388666667,17.2724,8.96626666667,4.4088,6.1146,13.2713333333,18.778,2.1228,15.8036,21.0991333333,4.76446666667,6.90837575758
419.01,5.2,12.8424666667,17.3516666667,8.95513333333,4.37913333333,6.1036,13.3267333333,18.9380666667,2.09886666667,15.8306666667,21.2038,4.76193333333,6.89142626263
419.37,5.19646666666,12.8614666667,17.4270666667,8.95966666667,4.36773333333,6.1142,13.3902666667,19.1124,2.08886666667,15.9011333333,21.3336666667,4.7712,6.88396969697
419.73,5.182,12.8531333333,17.4919333333,8.94440000001,4.34746666667,6.08653333333,13.4332666667,19.2656666667,2.05593333333,15.9284,21.4305333333,4.7426,6.85106060606
