wavelength,Back_PhrFruf,Belly_PhrFruf,Breast_PhrFruf,Crissum_PhrFruf,Crown_PhrFruf,DorTail_PhrFruf,Patch10_PhrFruf,Patch11_PhrFruf,Rump_PhrFruf,Throat_PhrFruf,WingTip_PhrFruf
575.21,11.6284,31.9606666667,8.11976666666,26.0064874239,9.39099999999,7.8221,7.66173333333,14.4526666667,12.9536,7.3256,10.9281666667
575.55,11.6445333333,31.9937333333,8.1376,26.044650169,9.36706666667,7.83306666667,7.67373333333,14.4550666667,12.9527422222,7.3312,10.9446333333
575.89,11.6092,31.9671333333,8.08273333333,25.994272211,9.32453333332,7.77703333333,7.61666666667,14.4078666667,12.8948844445,7.28096666667,10.8910666667
576.22,11.6122,31.9603333333,8.09580000001,26.0224167005,9.32006666667,7.80346666667,7.6514,14.4405333333,12.9024711111,7.28476666667,10.9148666667
576.56,11.6321333333,32.0203333333,8.09403333333,26.061500879,9.3382,7.85,7.67473333333,14.445,12.9015111111,7.31216666667,10.9264
576.90,11.5678,31.9946,7.99426666667,26.02299405,9.26853333334,7.77726666667,7.60826666667,14.3752,12.8321022222,7.2377,10.8593666667
577.24,11.605,32.0471333333,8.00876666667,26.0707589587,9.31546666667,7.77136666667,7.637,14.3969333333,12.8410755555,7.27293333333,10.8729333333
577.58,11.591,32.0391333333,8.00079999999,26.0986052062,9.2912,7.71926666667,7.59546666667,14.3738666667,12.8105466667,7.24546666667,10.8414333333
577.92,11.5756,32.0436,7.98339999999,26.1317679513,9.28280000001,7.7105,7.568,14.3842666667,12.8077644445,7.20866666667,10.837
578.26,11.5997333333,32.0770666667,7.99606666666,26.1669966193,9.31386666666,7.74176666667,7.607,14.4476,12.8181377778,7.2395,10.8636333333
578.60,11.6189333333,32.0734666667,8.00473333333,26.1799986477,9.31233333333,7.76943333333,7.6392,14.4776,12.7982533333,7.2112,10.8736333333
578.94,11.6402666667,32.1019333333,8.04866666666,26.280489858,9.37333333333,7.82426666667,7.70426666667,14.5206666667,12.8580266667,7.24663333333,10.9423666667
579.28,11.5772,32.0234666667,8.01636666667,26.2068238675,9.35186666667,7.79696666667,7.66033333333,14.4859333333,12.8281466667,7.2141,10.9182333333
579.61,11.6473333333,32.1095333333,8.06340000001,26.3393079784,9.42813333333,7.90006666667,7.77693333333,14.5722666667,12.9164755555,7.29253333333,11.0147666667
579.95,11.6759333333,32.1656666667,8.06046666667,26.3956997972,9.47280000001,7.92893333333,7.80486666667,14.6429333333,12.9441111111,7.3123,11.0529666667
580.29,11.6794,32.136,8.06990000001,26.4114649763,9.48806666667,7.93843333333,7.7968,14.6724,12.9458044445,7.2933,11.0828333333
580.63,11.7242,32.1674666667,8.12179999999,26.465637052,9.53993333332,7.98523333333,7.8382,14.7476,12.9807288889,7.34916666667,11.1443333333
580.97,11.6554666667,32.1402,8.10083333333,26.493799121,9.48926666667,7.96836666667,7.7856,14.7673333333,12.9586088889,7.3042,11.1298
581.31,11.7162,32.178,8.17009999999,26.5185270453,9.54973333334,8.05093333333,7.8682,14.8434666667,13.0328577778,7.38486666667,11.1947333333
581.65,11.6923333333,32.1782666667,8.11016666667,26.5220027045,9.54266666666,8.0388,7.85753333333,14.8445333333,13.0229244445,7.40233333333,11.1976666667
581.98,11.6542666667,32.1692,8.05119999999,26.4995710615,9.50673333332,8.0023,7.81053333333,14.7936666667,13.01392,7.34773333333,11.1612
582.32,11.6497333333,32.195,8.03203333333,26.5398235294,9.51813333332,8.0053,7.7856,14.7997333333,13.0446311111,7.3782,11.1693666667
582.66,11.7414,32.2984,8.09683333333,26.5902024341,9.59740000001,8.1012,7.86126666667,14.9042666667,13.1184933333,7.50223333333,11.2755333333
583.00,11.8338666667,32.39,8.15853333334,26.7011520622,9.6762,8.16513333333,7.94406666667,15.0046,13.1811866667,7.5893,11.3514666667
583.34,11.849,32.3950666667,8.21890000001,26.6852758621,9.68219999999,8.17573333333,7.921,15.0071333333,13.1657911111,7.60466666667,11.3694333333
583.68,11.8761333333,32.4024,8.27396666667,26.7057793104,9.69053333333,8.1848,7.94706666667,14.9747333333,13.1669911111,7.64206666667,11.3797666667
584.01,11.8696666667,32.3913333333,8.23716666666,26.7060338066,9.67513333333,8.15143333333,7.96213333333,14.9556666666,13.1616533333,7.63313333333,11.3571666667
584.35,11.8569333333,32.3942,8.22823333333,26.6981998648,9.66226666668,8.156,7.97606666667,14.9451333333,13.13752,7.59816666667,11.3422666667
584.69,11.9931333333,32.5226,8.34096666667,26.7916911426,9.77466666665,8.2825,8.10513333333,15.0504,13.26428,7.71783333333,11.4690333333
585.03,12.0158666667,32.6044,8.38613333333,26.8738255578,9.82953333334,8.32986666667,8.15393333333,15.0884666667,13.2795111111,7.76093333333,11.5152666667
585.37,12.0969333333,32.6518666667,8.47116666667,26.9362154834,9.91433333333,8.38933333333,8.23773333333,15.1804666667,13.36028,7.8616,11.5777
585.70,12.1606,32.6462666667,8.57759999999,26.9612239351,9.98533333335,8.4932,8.33346666667,15.2205333333,13.4231955556,7.95303333333,11.6613
586.04,12.1545333333,32.67,8.5772,26.9634761325,9.99326666666,8.48256666667,8.36733333333,15.211,13.4194711111,7.9235,11.6651333333
586.38,12.0232666667,32.5676666667,8.46463333334,26.8407415146,9.89766666665,8.35853333333,8.272,15.1024,13.2988711111,7.77966666667,11.5203333333
586.72,12.0570666666,32.6712,8.45789999999,26.899257877,9.91926666667,8.381,8.28793333334,15.1563333333,13.3450355555,7.77746666667,11.5487666667
587.06,11.9994666667,32.5960666667,8.3928,26.8380929006,9.84573333333,8.27296666667,8.2426,15.0922,13.2974666667,7.69683333333,11.4719333333
587.39,11.9590666667,32.5266,8.32866666667,26.7859227181,9.82826666667,8.2379,8.18073333333,15.0962666667,13.2569733333,7.6598,11.4211666667
587.73,11.8975333333,32.5001333333,8.31523333334,26.7268156187,9.78533333333,8.1821,8.13726666667,15.0704666667,13.2053777778,7.6021,11.3988333333
588.07,11.9078,32.525,8.34200000001,26.7701438134,9.81506666667,8.18676666667,8.16566666667,15.0884,13.2271822222,7.61393333333,11.4359333333
588.41,11.8524,32.4749333333,8.28706666667,26.7067603786,9.78073333333,8.1416,8.1476,15.0264,13.1891333333,7.55486666667,11.3944333333
588.74,11.7759333333,32.3720666667,8.24856666667,26.6001831643,9.713,8.0688,8.09866666667,14.9508666667,13.1001022222,7.48493333333,11.3326666667
589.08,11.7206666666,32.3938666667,8.2453,26.5691373225,9.65713333333,8.01986666667,8.07193333333,14.9188666667,13.0534222222,7.41306666667,11.3121666667
589.42,11.6878666667,32.4166666667,8.17923333334,26.5871014199,9.62746666667,7.96126666667,8.02773333333,14.8934666667,13.0139644444,7.35726666667,11.2853
589.76,11.6610666667,32.4035333334,8.19196666667,26.5509025017,9.5892,7.92103333333,8.019,14.8814,12.9783555555,7.33576666667,11.2602
590.09,11.7380666667,32.4830666667,8.2632,26.6515987153,9.65153333335,7.98696666667,8.07013333333,14.9565333333,13.0532488889,7.38883333333,11.3726333333
590.43,11.7288666667,32.4091333333,8.30573333333,26.6080837052,9.66166666665,7.99866666667,8.09973333333,14.9414,13.0381155556,7.41426666667,11.3865666667
590.77,11.7916,32.5026666667,8.38893333334,26.7014083164,9.75986666667,8.13573333333,8.17273333333,15.0476,13.12696,7.4933,11.4999666667
591.11,11.8022,32.5211333333,8.4304,26.7407771467,9.78486666667,8.20306666667,8.21513333333,15.0826,13.1711244444,7.51993333333,11.5666
591.44,11.9131333333,32.6376,8.56106666667,26.8383329276,9.87059999999,8.29303333333,8.32526666667,15.2012,13.2602355555,7.6291,11.6903
591.78,11.9674,32.6818666667,8.58496666667,26.8723302231,9.9182,8.34013333333,8.35946666667,15.2456,13.2903688889,7.67803333333,11.7522
592.12,11.9117333334,32.6642,8.54626666666,26.8415809331,9.8726,8.27556666667,8.30613333333,15.2144,13.2308355555,7.62833333333,11.7408666667
592.46,11.9334,32.7001333333,8.5333,26.8435283976,9.88479999999,8.2731,8.30366666667,15.239,13.2549733333,7.6294,11.7813
592.79,11.8960666667,32.6306,8.50029999999,26.8244382015,9.85726666667,8.22936666667,8.2732,15.2046,13.2261822222,7.59903333333,11.7469
593.13,11.8852,32.6326,8.49833333333,26.8014315078,9.83853333334,8.20786666667,8.2486,15.2174,13.2137555556,7.5846,11.7623666667
593.47,11.9314666667,32.6216666667,8.53479999999,26.7831835024,9.90160000001,8.26146666667,8.2732,15.2712,13.2689733333,7.6443,11.8029
593.80,11.938,32.6371333334,8.54236666667,26.7790702502,9.89506666667,8.2482,8.27286666667,15.2913333333,13.2544266667,7.65323333333,11.7903
594.14,11.8977333333,32.6694666667,8.46606666667,26.7816691683,9.84333333333,8.19563333333,8.22573333333,15.2782,13.2166622222,7.58846666667,11.7711666667
594.48,11.8774666667,32.6064666667,8.43193333333,26.7185116971,9.82799999999,8.13653333333,8.19746666667,15.2880666667,13.1974933333,7.57213333333,11.7434666667
594.81,11.9252,32.6539333333,8.4494,26.713086545,9.85793333334,8.1116,8.22426666667,15.2976666667,13.2029111111,7.5881,11.7586
595.15,11.9126,32.6070666667,8.40703333334,26.6642160243,9.86926666668,8.13143333333,8.20886666667,15.2928,13.20984,7.58233333333,11.7585333333
595.49,11.9181333333,32.5697333333,8.42470000001,26.6308055443,9.85000000001,8.11063333333,8.18833333334,15.293,13.2213866667,7.58013333333,11.7298
595.82,11.9961333333,32.568,8.45393333334,26.6230794456,9.88393333335,8.16123333333,8.24566666667,15.3231333333,13.2581822222,7.63473333333,11.7626
596.16,11.9912666667,32.5780666667,8.44196666667,26.6372479378,9.87239999999,8.1779,8.23446666667,15.3160666667,13.2679822222,7.64513333333,11.7400333333
596.50,12.0774,32.6730666667,8.48433333334,26.7010312373,9.9454,8.24646666667,8.282,15.3960666667,13.3488088889,7.68333333333,11.8179666667
596.83,12.0905333333,32.6843333333,8.50549999999,26.7223032454,9.9646,8.27106666667,8.30733333333,15.4384,13.3579244444,7.69936666667,11.8087
597.17,12.0639333333,32.712,8.46213333333,26.7477538201,9.90966666667,8.24213333333,8.29706666666,15.4004,13.3197733333,7.6463,11.7877333333
597.51,12.0555333333,32.6968,8.46193333333,26.759111021,9.92993333335,8.2416,8.3078,15.4078,13.3197688889,7.68176666667,11.7890333333
597.84,12.0433333333,32.7022,8.48686666667,26.7749322515,9.93106666666,8.2378,8.311,15.3927333333,13.3171511111,7.69653333333,11.7611666667
598.18,12.0717333333,32.7626666667,8.52799999999,26.8462010142,9.956,8.2642,8.36013333333,15.3985333333,13.3278977778,7.72836666667,11.7951333333
598.52,12.085,32.8179333333,8.57373333333,26.9600427992,10.0268,8.32993333333,8.389,15.4577333333,13.38572,7.7639,11.8663
598.85,12.0464,32.8115333333,8.5368,26.9910108857,9.98193333335,8.2776,8.35486666667,15.3956666667,13.33636,7.72916666667,11.7931333333
599.19,12.0297333333,32.8330666667,8.52826666666,27.0275998648,9.98493333334,8.30276666667,8.37746666666,15.3835333333,13.3206844444,7.76136666667,11.8424
599.53,12.0522,32.8982666667,8.56466666667,27.1166183232,10.0543333333,8.33593333333,8.414,15.4654,13.3736755556,7.81026666667,11.9124
599.86,12.1080666667,32.9095333333,8.61716666667,27.1547452333,10.1174,8.3818,8.46906666667,15.5199333333,13.40536,7.8305,11.9575
600.20,11.9944,32.8367333333,8.54726666667,27.073390737,10.0334,8.3124,8.389,15.4126666667,13.3062622222,7.767,11.8782333333
600.53,11.9300666667,32.8572,8.50439999999,27.0951908722,10.0002,8.265,8.32866666667,15.3806666667,13.28348,7.72223333333,11.8553333333
600.87,11.9532,32.8801333333,8.54906666666,27.0977640298,10.0566,8.30976666667,8.3272,15.4465333333,13.3255511111,7.7869,11.9087333334
601.21,11.9327333333,32.8018666667,8.5442,27.0344222448,10.0204666667,8.2712,8.29806666667,15.4292666667,13.3195955556,7.7373,11.8848
601.54,11.9556,32.8067333333,8.53686666667,27.0253004057,10.0579333333,8.29863333333,8.3016,15.4617333333,13.3325377778,7.72426666667,11.9053333333
601.88,11.9776666667,32.7584666666,8.53166666667,26.9840513184,10.0849333333,8.31213333333,8.30326666667,15.4946,13.33848,7.72793333333,11.8880666667
602.21,11.9373333333,32.7445333333,8.45696666667,26.8864822177,9.99426666668,8.24976666667,8.26833333333,15.4332666667,13.2875022222,7.6744,11.8036666667
602.55,11.9959333333,32.8162666667,8.50413333334,26.9105872211,10.0608666667,8.3157,8.3258,15.5361333333,13.36092,7.74453333333,11.8649666667
602.88,12.0086,32.8656666667,8.53576666667,26.8851542258,10.0844,8.31256666667,8.3454,15.6074666667,13.3981555556,7.73193333333,11.8638666667
603.22,11.9778,32.8678666667,8.49826666667,26.8433331981,10.0243333333,8.25196666667,8.29413333333,15.5682666667,13.3559866667,7.6789,11.8086
603.56,11.9888,32.9580666667,8.49769999999,26.8647066937,10.0259333333,8.25616666667,8.28306666667,15.5987333333,13.3675066667,7.68893333333,11.8601333333
603.89,12.0590666667,32.9932666667,8.54706666667,26.9164216362,10.0794666667,8.3089,8.33466666667,15.6746,13.4118933333,7.7589,11.9316333333
604.23,12.088,32.9858,8.56746666667,26.889654023,10.081,8.31356666667,8.36186666667,15.6540666667,13.4123288889,7.7663,11.9522666667
604.56,12.0986,32.9698666666,8.55453333334,26.9140439486,10.0928666667,8.30396666667,8.38313333333,15.6518,13.4181955555,7.745,11.9605
604.90,12.0759333333,33.0093333333,8.50526666667,26.9082705882,10.0658666667,8.28026666667,8.37113333333,15.6451333333,13.3760222222,7.70146666667,11.9489333333
605.23,12.0973333333,33.0444,8.52843333333,26.9194690331,10.0757333333,8.27426666667,8.3848,15.6814,13.3920311111,7.72053333333,11.9877333333
605.57,12.1276,33.1334666667,8.55083333333,26.9908608519,10.0843333333,8.3012,8.4082,15.7307333333,13.4242133333,7.7522,12.0556666667
605.90,12.129,33.0988666667,8.57536666667,26.9555273158,10.0730666667,8.30066666667,8.39653333333,15.7224,13.4132177778,7.75526666667,12.0575333333
606.24,12.1535333334,33.1491333334,8.5817,27.0146044625,10.081,8.2962,8.40846666667,15.7518666667,13.4098666667,7.76566666667,12.0985666667
606.58,12.1486666667,33.1560666667,8.54753333333,27.0564964165,10.0631333333,8.2808,8.39133333333,15.7254666667,13.3889688889,7.7764,12.1064
606.91,12.1716,33.1476,8.58349999999,27.1005766734,10.091,8.32783333333,8.41166666667,15.732,13.4013466667,7.81373333333,12.1278
607.25,12.1716,33.1086,8.56723333334,27.0953164976,10.1064,8.3247,8.4244,15.7482666667,13.3951466667,7.8444,12.1028333333
607.58,12.2029333333,33.1793333333,8.58580000001,27.1141012847,10.1396666667,8.3575,8.45233333333,15.7785333333,13.42368,7.8611,12.1096
607.92,12.2133333333,33.194,8.55673333333,27.1341089926,10.1562666667,8.3664,8.47893333333,15.82,13.4426311111,7.87283333333,12.1260666667
608.25,12.2718,33.311,8.62656666666,27.2318815416,10.202,8.43043333333,8.53393333333,15.8768,13.4909866667,7.95346666667,12.2038666667
608.59,12.3521333334,33.3883333333,8.70846666666,27.3440871535,10.2943333333,8.53756666667,8.60673333334,15.951,13.5955422222,8.06416666667,12.2983666667
608.92,12.3375333333,33.3678,8.71113333333,27.3557340095,10.2883333333,8.55043333333,8.6236,15.9378666667,13.6174222222,8.10176666667,12.2931
609.26,12.2862,33.2901333333,8.68689999999,27.3219256931,10.2682666667,8.535,8.61473333333,15.8935333333,13.5993822222,8.09413333333,12.2518333333
609.59,12.3324666667,33.383,8.70866666667,27.4406486816,10.3252666667,8.5567,8.6714,15.9591333333,13.6392533333,8.16126666667,12.3268333333
609.93,12.3356,33.3332666667,8.75533333333,27.4384102772,10.3368666667,8.59366666667,8.6872,15.9517333333,13.6650577778,8.17046666667,12.348
610.26,12.3026,33.3079333333,8.7473,27.4518237323,10.3126666667,8.57093333333,8.6634,15.9384666667,13.6438888889,8.1504,12.3300666667
610.60,12.2385333333,33.3062,8.68826666667,27.4818581474,10.2832666667,8.51696666667,8.62793333333,15.9123333333,13.6126711111,8.1231,12.3024
610.93,12.2474666667,33.3098666667,8.72533333334,27.5407857336,10.2934,8.5217,8.65986666667,15.9032666667,13.6072177778,8.14823333333,12.333
611.27,12.2034666667,33.2606,8.69993333333,27.5673210277,10.2679333333,8.49983333333,8.64066666666,15.8634,13.5937155556,8.14793333334,12.3556333333
611.60,12.1854666667,33.252,8.71783333333,27.6139631508,10.2528666667,8.50873333333,8.61793333333,15.8646,13.5838444445,8.18036666667,12.3624666667
611.93,12.0937333333,33.1502,8.67096666667,27.5436294118,10.1866666667,8.44373333333,8.55493333333,15.7901333333,13.5175022222,8.1331,12.2908333334
612.27,11.9826,33.0386,8.60126666667,27.4722009466,10.1024,8.34716666667,8.4918,15.7088666667,13.4327244444,8.05246666667,12.2092333333
612.60,11.9944666667,33.0495333333,8.62360000001,27.5125000676,10.1461333333,8.3449,8.5034,15.7095333333,13.4354488889,8.04813333333,12.2301
612.94,11.9774666667,33.0964666667,8.59203333333,27.5264791075,10.1026666667,8.28293333333,8.47566666667,15.6445333333,13.3993288889,8.00533333333,12.2058
613.27,11.9392,32.9968,8.54636666667,27.4697301555,10.059,8.27796666667,8.43506666667,15.6026666667,13.38192,7.95186666667,12.1587
613.61,11.982,33.0879333333,8.57463333333,27.5436792427,10.1116,8.2533,8.47533333333,15.6395333333,13.4210311111,7.98296666667,12.1821333334
613.94,11.9924,33.0785333333,8.54529999999,27.5204077755,10.1026666667,8.21456666667,8.44613333333,15.5904666667,13.4016933333,7.95343333333,12.1131666667
614.28,12.0629333333,33.0999333333,8.63719999999,27.5123457742,10.1584666667,8.31456666667,8.55146666667,15.6242666667,13.4528622222,8.00153333333,12.2045
614.61,12.019,33.0926,8.57846666667,27.4891085869,10.1256,8.26613333333,8.47393333333,15.5838,13.4325688889,7.91033333333,12.1675666667
614.94,12.0588666667,33.1049333333,8.57676666666,27.4834334686,10.1553333333,8.29143333333,8.50866666667,15.6451333333,13.4418444445,7.92153333333,12.1957333333
615.28,12.1468,33.1480666667,8.62823333334,27.5213121028,10.2682666667,8.35453333333,8.56766666667,15.723,13.5259822222,7.95373333333,12.2429
615.61,12.1715333333,33.1835333333,8.62623333334,27.5159425963,10.2986666667,8.36046666667,8.55806666667,15.7794666667,13.5409244445,7.97066666667,12.2418333333
615.95,12.2731333333,33.2667333333,8.64516666666,27.5857938472,10.3484,8.37303333333,8.5994,15.8480666667,13.5914044444,8.01366666667,12.2843666667
616.28,12.2353333333,33.2178,8.6131,27.560533739,10.2933333333,8.3586,8.5308,15.8414,13.5475466667,7.97236666667,12.2255333333
616.61,12.2806,33.2146,8.63453333333,27.5590013522,10.3572666667,8.40006666667,8.51293333333,15.9094666667,13.5730222222,7.99446666667,12.2355666667
616.95,12.2388,33.2261333333,8.61723333334,27.5564096011,10.3312,8.33943333333,8.4654,15.8782,13.5268266667,7.96346666667,12.2083333333
617.28,12.2263333333,33.1446666667,8.6063,27.5104716024,10.3126,8.36823333333,8.45226666667,15.8445333333,13.5036533334,7.94936666667,12.2046333333
617.62,12.3531333333,33.268,8.7505,27.6352899932,10.4532,8.55786666667,8.58773333333,16.0525333333,13.6473466667,8.0941,12.3745333333
617.95,12.3386,33.2797333333,8.72136666666,27.6523081812,10.4483333333,8.54276666667,8.52746666667,16.0696666667,13.6332088889,8.06466666667,12.3512333333
618.28,12.3283333333,33.2962,8.7602,27.6795636241,10.4335333333,8.5471,8.53466666667,16.1176666667,13.6382177778,8.0764,12.3485333333
618.62,12.3105333333,33.2996,8.7731,27.6508473969,10.4159333333,8.51896666667,8.5092,16.1035333333,13.6294888889,8.05373333333,12.2849333333
618.95,12.2736,33.291,8.76816666667,27.6293269777,10.3882666667,8.47413333333,8.47993333333,16.0438,13.5958933333,8.02323333333,12.2642
619.28,12.2274666667,33.249,8.73613333334,27.6264139283,10.3502666667,8.43413333333,8.4462,16.0278,13.5481688889,7.96573333333,12.2297
619.62,12.2003333333,33.24,8.79303333334,27.5556130494,10.3556666667,8.4643,8.3994,16.0146666667,13.5220311111,7.9346,12.2327333333
619.95,12.2498,33.3434666667,8.83933333333,27.6120893171,10.4012666667,8.50976666667,8.46893333333,16.0788,13.5774666667,7.94313333333,12.3209666667
620.28,12.1959333333,33.2998,8.82893333333,27.5859689655,10.3283333333,8.4876,8.45506666667,16.0414,13.5274266667,7.8996,12.2903
620.62,12.2581333333,33.3444666667,8.875,27.6084574037,10.3561333333,8.52223333333,8.47193333334,16.0662666667,13.5717777778,7.91936666667,12.3378
620.95,12.2577333333,33.438,8.91523333333,27.6887111562,10.3896666667,8.53516666667,8.48093333333,16.0843333333,13.5903777778,7.93956666667,12.3499
621.28,12.2077333333,33.4498666667,8.88010000001,27.6820883705,10.3450666667,8.4515,8.4614,16.0020666667,13.5563466667,7.91223333333,12.3331333333
621.62,12.2625333333,33.4726,8.92696666667,27.7213029074,10.3732,8.4731,8.54466666667,16.0435333333,13.6269022222,7.98996666667,12.3403
621.95,12.3726666667,33.4856,8.99356666667,27.7529804598,10.4618,8.56283333333,8.65346666667,16.1054,13.7148222222,8.09466666667,12.4156333333
622.28,12.4248666667,33.464,9.0204,27.8051726166,10.5076666667,8.58013333333,8.73266666667,16.1116666667,13.7445511111,8.1381,12.4883666667
622.62,12.458,33.5195333333,9.06506666667,27.8896132522,10.5392,8.65393333333,8.83813333334,16.2033333333,13.7892622222,8.1944,12.5302666667
622.95,12.5684,33.6052,9.13336666667,27.9821202164,10.618,8.7374,8.916,16.2254,13.8391511111,8.2666,12.5904
623.28,12.6022,33.6547333333,9.12876666667,28.0565081136,10.6248,8.7629,8.94146666667,16.2371333333,13.8809955556,8.3112,12.6203666667
623.62,12.574,33.6054666667,9.0955,28.0320903313,10.5975333333,8.77086666667,8.92626666667,16.2003333333,13.8533244444,8.28953333333,12.5846666667
623.95,12.6525333333,33.6963333333,9.13279999999,28.1006663962,10.6414666667,8.80786666667,8.95726666667,16.272,13.9249644444,8.3319,12.6422666667
624.28,12.6303333333,33.71,9.10649999999,28.1205977011,10.6616666667,8.82343333333,9.00466666667,16.3269333333,13.9180444445,8.31443333333,12.6395666667
624.62,12.5504,33.626,8.96606666667,27.9765183908,10.5594666667,8.7073,8.91866666667,16.2709333333,13.8282044445,8.1845,12.5713333333
624.95,12.5182,33.5526,8.91349999999,27.8934749831,10.5271333333,8.71146666667,8.86953333333,16.2335333333,13.7864711111,8.10263333333,12.5323
625.28,12.4712666667,33.5163333333,8.83103333334,27.8157364435,10.4574,8.6298,8.76,16.1822,13.6845644444,8.00106666667,12.5061333333
625.61,12.4823333333,33.58,8.81406666666,27.8303737661,10.4493333333,8.6721,8.75206666667,16.1945333333,13.7288533333,7.9887,12.541
625.95,12.4678666667,33.6118,8.81860000001,27.8353623394,10.4398,8.70503333333,8.73246666667,16.2114,13.7295555555,7.97646666667,12.4949333333
626.28,12.4543333333,33.576,8.84393333333,27.7633473969,10.4206,8.68316666667,8.70446666667,16.1730666667,13.723,7.95116666667,12.4851333333
626.61,12.4317333333,33.6166666667,8.85463333333,27.7693514537,10.4361333333,8.69306666667,8.7234,16.2315333333,13.7437644445,7.95903333333,12.5280333333
626.94,12.4403333333,33.6322666667,8.87140000001,27.812986883,10.4597333333,8.7025,8.7506,16.2512,13.76996,7.95203333333,12.5511666667
627.28,12.4836666667,33.7076,8.89846666667,27.8540420555,10.5014666667,8.7256,8.7748,16.3102,13.8259333333,8.00806666667,12.6057666667
627.61,12.4584666667,33.6615333333,8.89856666667,27.8162924949,10.5246,8.7453,8.76793333333,16.2979333333,13.8138044444,8.0004,12.5914
627.94,12.4896666667,33.6884,8.96149999999,27.8589929006,10.5268666667,8.76476666667,8.7568,16.3426,13.83292,8.03776666667,12.6127666667
628.27,12.5471333333,33.7767333333,9.04593333334,27.9697736308,10.5719333333,8.8589,8.79053333333,16.4229333333,13.9024577778,8.11573333333,12.6367333333
628.61,12.577,33.8364,9.098,28.026113117,10.6025333333,8.89143333333,8.80846666667,16.4976666667,13.9402088889,8.12156666667,12.6576333333
628.94,12.5783333333,33.829,9.15196666667,28.0370915483,10.6349333333,8.9509,8.8624,16.5343333333,13.9600888889,8.15976666667,12.6904333333
629.27,12.5148666667,33.7931333333,9.1642,28.0585494929,10.6294,8.90283333333,8.83526666667,16.5127333333,13.8980533333,8.10376666667,12.6333
629.60,12.5013333333,33.8364,9.16006666667,28.0844125761,10.6159333333,8.87243333333,8.79666666667,16.5356666667,13.8775733333,8.09013333333,12.6851
629.94,12.5336666667,33.9032666667,9.1339,28.1624118999,10.6224,8.8746,8.7836,16.5688666667,13.8754177778,8.11746666667,12.7311333333
630.27,12.575,33.8890666667,9.19586666667,28.1995099391,10.6536,8.92003333333,8.80413333333,16.5706666667,13.9165822222,8.15883333333,12.7878333333
630.60,12.6258,33.8942666667,9.25303333333,28.2119885734,10.687,9.00503333333,8.85,16.6018666667,13.9326533333,8.22943333333,12.8290666667
630.93,12.6020666666,33.8586,9.25743333333,28.1958801893,10.6950666667,8.96286666667,8.8444,16.5861333333,13.8990088889,8.21223333333,12.8313
631.26,12.6084666667,33.9348,9.27266666666,28.2648288032,10.7115333333,8.9342,8.88653333333,16.6260666667,13.9160711111,8.23516666667,12.9212333333
631.60,12.6406,33.9112666667,9.27216666666,28.2083872211,10.7506666667,8.9653,8.94073333333,16.6151333333,13.9604355555,8.23406666667,12.9267666667
631.93,12.6416666667,33.8925333333,9.25036666667,28.1637670723,10.7583333333,8.95913333333,8.9456,16.6379333333,13.9277911111,8.19293333333,12.9466
632.26,12.6577333333,33.8716666666,9.22383333334,28.1365714672,10.745,8.9667,8.96073333333,16.5966666667,13.9276133333,8.23663333333,12.9639666667
632.59,12.7080666667,33.9549333333,9.26990000001,28.1903515213,10.8183333333,9.04183333333,9.0074,16.6567333333,14.0013333333,8.2737,13.0093
632.92,12.7836666667,33.9942,9.31739999999,28.1894858688,10.8279333333,9.07856666667,9.0424,16.693,14.0346222222,8.34226666667,13.0547
633.26,12.847,34.0651333333,9.40573333333,28.2611236646,10.9192,9.1622,9.14093333333,16.7329333334,14.0996488889,8.40956666667,13.0983
633.59,12.8987333333,34.051,9.47953333333,28.2695206897,10.9745333333,9.26063333333,9.20506666666,16.8228,14.1548,8.47723333333,13.1738333333
633.92,12.9492666667,34.1006666667,9.47716666667,28.283648073,10.9903333333,9.3375,9.25506666667,16.8912666667,14.2004755555,8.50306666667,13.1821666667
634.25,12.8618,34.0642666667,9.40973333333,28.2229024341,10.8974,9.22323333333,9.16373333333,16.8424,14.0643555556,8.40226666667,13.0933
634.58,12.8590666667,34.0374,9.38736666667,28.1874757945,10.8486666667,9.21986666667,9.15853333333,16.8232,14.0167422222,8.3985,13.0589
634.91,12.7988666667,33.964,9.32256666667,28.0743830967,10.7656666667,9.18366666667,9.09046666666,16.7757333333,13.93692,8.3386,12.9515666667
635.25,12.7491333333,33.9611333333,9.29463333334,28.0434,10.7118,9.12433333333,9.0068,16.7092666667,13.8554355556,8.29863333333,12.9201
635.58,12.7807333333,33.9592666667,9.35073333333,28.0988543611,10.7392,9.16213333333,9.05686666667,16.7267333333,13.8948711111,8.38903333333,12.9819333333
635.91,12.7948666667,33.9414,9.43483333334,28.1242831643,10.7914666667,9.20183333333,9.1106,16.8272,13.9110933333,8.43786666667,13.0096333333
636.24,12.7442,33.9218666667,9.42646666667,28.0964382691,10.7504666667,9.17063333333,9.0634,16.8020666667,13.9005688889,8.44316666667,12.9807666667
636.57,12.6610666667,33.878,9.33493333333,28.0785557809,10.7587333333,9.11496666667,9.03633333333,16.7745333333,13.8806355556,8.37263333333,12.9721333333
636.90,12.5704666667,33.7670666667,9.25150000001,27.9504302231,10.6260666667,9.03526666667,8.94146666667,16.6647333333,13.7521955556,8.25493333333,12.8389
