wavelength,Back_SpoIntm,Belly_SpoIntm,Breast_SpoIntm,Crissum_SpoIntm,Crown_SpoIntm,DorTail_SpoIntm,Rump_SpoIntm,Throat_SpoIntm,WingTip_SpoIntm
211.41,119.937666667,84.2679166666,98.0529166668,122.81925,130.919083333,111.915833333,103.504666667,98.5981666668,94.8599166667
211.79,120.512916667,83.4134999999,95.6729999999,119.791666667,131.5705,108.333416667,103.044833333,103.445583333,91.7469166667
212.17,125.171666667,82.1306666668,93.7284166668,116.924416667,138.058416667,108.247416667,99.0550000001,106.185666667,91.23725
212.55,128.853,78.853,90.2329166668,118.100416666,140.681,108.422916667,94.6235,103.763416667,91.8459166667
212.92,132.67775,83.9886666667,97.4719166667,129.026083333,149.812666667,119.007583333,102.153416667,120.88025,96.5355833334
213.30,121.083333333,82.9166666666,92.3333333333,117.416666667,142.0,106.666666667,97.4166666667,115.25,90.4166666668
213.68,119.093916667,82.2815833333,89.3204166667,117.718583333,136.00325,103.802583333,94.7411666666,110.679583333,87.2977500001
214.06,144.375,102.395833333,107.5,147.916666667,164.270833333,125.520833333,110.0,135.625,106.458333333
214.44,188.333166667,134.487166667,142.692166667,189.102583333,212.564083333,159.6155,142.94875,178.461583334,141.025583333
214.81,225.16025,155.76925,164.583416667,223.237166667,260.416666667,182.532083333,164.423083333,212.8205,167.468
215.19,213.833333334,149.5,149.5,220.333333333,251.666666667,172.666666667,158.166666666,206.0,160.333333333
215.57,181.994083333,126.9345,121.130916667,179.91075,210.565583333,141.96425,133.035583333,173.511916667,133.630916667
215.95,132.364333333,93.7983333334,95.8334166667,133.139666667,148.449583333,108.527083334,103.197666667,126.065916667,103.10075
216.32,120.875416667,87.2054999999,92.1716666667,125.505083333,136.19525,107.155083333,95.8754166666,117.0875,95.7069999999
216.70,125.6075,96.4409166666,96.7013333335,126.302166667,139.670166667,113.975666667,103.2985,125.433916667,101.822916667
217.08,137.94125,99.0196666667,94.8039166667,134.607916667,144.607833333,114.999916666,107.353083333,129.215833333,101.1765
217.46,133.431333333,91.7647500001,83.5294166667,129.607666667,135.294166667,113.823583333,106.3725,119.901916667,94.60775
217.83,117.28725,79.9645000001,73.8474999999,114.539,123.049583333,99.6454166666,94.8580833334,107.446666666,79.0781666668
218.21,119.293583333,78.0797499999,73.5506666667,112.952916667,126.811666667,98.7318333334,98.55075,112.318833333,75.6339999999
218.59,120.729166667,66.4583333333,63.3333333333,111.666666667,126.25,92.1875,95.8333333333,109.166666667,65.7291666666
218.97,114.026333333,68.4819166667,62.6236666667,109.983583333,116.254,94.472,93.8119166667,104.620416667,73.6799166668
219.34,122.772416667,76.1552500001,66.9965833333,112.54125,120.379583333,102.887666666,100.9075,111.63375,78.6303333333
219.72,124.234666667,75.8503333334,66.2413333333,116.156666667,121.003416666,105.017,100.17,114.711,80.6122499999
220.10,168.452416667,99.2856666667,85.2379999999,157.857166667,163.09525,135.833416667,128.09525,154.40475,101.1905
220.47,199.107,109.97025,83.1844166666,178.868833333,183.77975,148.362916667,149.40475,182.142916667,111.90475
220.85,212.255,113.888916667,90.5227500002,200.326833333,204.411916667,151.797166667,156.536083333,194.77125,115.03275
221.23,219.618,123.784833333,91.6667500001,209.37475,212.673583333,159.89575,158.33325,207.465166667,116.840333333
221.61,286.868666667,168.939333333,111.868666667,283.585916667,281.060666667,202.77775,190.6565,281.81825,145.454416667
221.98,482.916666667,303.75,188.333333333,481.666666667,467.083333333,354.583333333,309.583333333,468.75,247.916666667
222.36,351.149416666,244.8275,149.999833333,366.379333333,353.735583333,278.448166667,228.4485,335.63225,203.735666667
222.74,243.297083333,185.326166667,111.413083333,249.09425,236.05075,198.731833333,159.96375,230.797083333,149.275333333
223.11,328.448416667,247.701166667,151.149416667,332.471333333,325.862083333,259.482666667,218.390833333,329.023083333,174.137833333
223.49,361.859,277.564166667,179.487166667,378.84625,381.73075,285.897416667,254.1665,366.34625,200.320416667
223.87,384.666666667,287.333333333,205.0,397.666666667,393.0,301.666666667,268.666666667,375.666666667,197.666666667
224.24,585.119083334,414.285666666,267.262,620.238083333,625.595166667,455.95225,411.3095,597.619083333,291.66675
224.62,671.969583333,465.151583334,318.181833333,710.606000001,714.393833333,521.96975,482.575833333,689.394083333,272.727333333
225.00,775.000083333,546.296166666,362.963,811.111000001,815.740833333,613.888833333,575.0,822.222250001,301.85175
225.38,-1808.33325,-1227.77775,-705.555583334,-1922.22216667,-2116.66658333,-1380.55566667,-1358.33325,-1988.88883334,-619.444333333
225.75,-991.666666665,-664.999999999,-311.666666668,-1011.66666667,-1223.33333333,-711.666666666,-756.666666667,-1178.33333334,-260.0
226.13,-267.1875,-154.166666666,-54.1666666667,-243.229166667,-338.020833333,-166.145833333,-233.333333333,-340.625,-56.2500000001
226.51,-88.9705,-35.5391666667,11.2745833334,-62.2549166667,-113.48025,-37.99,-82.10775,-116.421416667,13.23525
226.88,-28.4225833333,1.78558333331,25.5951666666,-8.77983333332,-51.7856666667,-8.881784197e-16,-36.7559166667,-48.8095,30.6546666667
227.26,-9.32841666668,17.6615833333,41.5421666667,13.9304166667,-22.6369166667,16.4180833334,-10.3234166667,-20.7711666667,49.1293333333
227.64,-0.112583333325,21.509,48.1980833332,23.9865833334,-5.0676666667,22.8603333333,3.6035,-11.71175,54.27925
228.01,6.79825,22.807,52.5219999999,32.3465,0.548083333325,26.7543333334,6.03066666667,-7.89475,58.3335
228.39,-2.68341666668,11.1580833333,56.49725,35.59325,-3.38991666666,23.87,-2.11866666665,-12.4293333333,68.7852500001
228.76,6.76458333333,12.941,47.2549166668,32.451,4.31375,27.6470833333,11.3724166667,-1.66658333333,54.6078333333
229.14,6.59341666667,16.4835,52.1063333334,33.2418333333,9.70691666667,29.7619166667,15.6594166667,1.00733333335,53.022
229.52,-10.3571666667,7.14275,54.0476666666,33.09525,2.49991666667,26.90475,4.88100000001,-10.59525,57.619
229.89,-8.74316666675,16.8034166667,61.8852500001,48.08725,6.14766666666,32.9235833333,8.06016666667,0.409833333325,68.9891666667
230.27,-4.71033333333,16.7874166667,56.1593333334,46.9805833333,12.3188333333,30.5555,15.2173333333,2.89858333333,62.4396666667
230.65,-14.8719166667,10.5126666667,49.6153333333,42.1793333333,10.1281666666,20.2564166667,15.2564166667,-3.97425,60.38475
231.02,-7.63891666668,22.91675,61.3889166668,58.1943333333,21.2501666667,26.8055833333,30.0001666667,8.47216666665,76.9443333331
231.40,-20.8332499999,16.5123333333,55.7099166667,55.0926666667,11.4198333332,17.5925833333,18.6728333333,1.08033333334,56.9444166666
231.78,-2.63883333333,36.2498333333,61.3888333334,66.9444166667,26.2499166668,27.7779166667,36.1111666667,19.4444166666,63.8889166667
232.15,18.0146666666,49.2648333333,75.36775,78.9214166666,36.5195833333,45.7106666666,54.5344166667,36.5196666667,69.9754166666
232.53,24.7891666667,50.5275,74.6836666666,79.8522500001,38.2911666667,49.2615833333,58.86075,41.1392500001,67.2995
232.90,20.6896666667,54.1666666667,84.1955,88.7930000001,33.7643333334,50.0000833333,57.615,41.8102500001,70.25875
233.28,15.7405833333,41.402,65.8729999999,81.2168333334,22.8834166667,42.0635,44.9735833333,35.4496666667,63.0951666667
233.66,19.9325833333,45.8333333333,63.4008333332,74.6623333334,25.9010833333,38.6260833333,44.9325833334,36.7116666666,54.2793333334
234.03,9.01966666668,32.7451666667,48.23525,56.6665833333,19.9999166666,27.5490833333,32.3531666667,22.05875,34.21575
234.41,11.5685,31.76475,49.6079166667,54.6078333333,17.8430833333,27.25475,30.2941666666,27.8430833334,34.6079166667
234.78,20.7385833333,37.2158333333,56.8181666667,60.4166666667,20.644,39.2993333333,36.5531666667,31.9128333333,37.5945833333
235.16,34.1751666667,44.2761666666,61.1110833333,64.05725,33.2491666667,52.6093333334,46.5488333333,40.8248333333,41.1615
235.54,49.1908333332,52.02275,69.5792499999,73.13925,44.7410833333,63.026,57.6860833333,47.5726666667,53.9643333334
235.91,43.6666666667,51.8333333333,66.1666666668,69.25,41.9166666667,64.25,53.3333333333,41.8333333333,50.5
236.29,25.6666666667,41.8333333333,49.3333333333,55.4166666667,33.5,51.5,38.0833333333,29.5,36.5833333333
236.66,30.5288333334,46.3141666667,47.9165833333,56.1699166667,41.34625,51.44225,43.5095833333,32.6120833333,36.1376666666
237.04,29.8076666667,45.9933333333,49.1185833333,59.6954166667,42.38775,49.9198333333,48.3170833333,36.2179166667,35.577
237.41,36.4379166667,55.2286666667,53.5131666667,64.4608333333,50.4903333334,53.3496666667,53.7580833333,43.0555,39.7874166667
237.79,40.6335833333,53.9944166667,53.1680833333,63.5675,52.066,54.339,51.9971666667,46.48775,40.9090833333
238.17,44.2796666667,56.6385,54.3079166667,65.4661666667,54.6609166667,55.1554166666,53.0365,47.88125,45.12725
238.54,44.2129166667,58.719,53.1634166667,68.8271666667,58.4105833333,56.0185833333,54.9381666667,48.8425833333,46.4506666668
238.92,41.4855,61.9565,49.9999166667,75.1812500001,69.8368333332,56.3405,53.261,53.6233333333,48.1884166667
239.29,23.2350833333,48.7255,29.2155833333,61.7646666666,57.2549166667,40.4901666667,39.4118333333,37.3530833333,36.0785833333
239.67,16.6666666667,40.0833333333,18.0,45.6666666667,46.25,35.9166666667,33.6666666667,33.25,28.3333333333
240.04,19.9151666667,36.0170833333,20.5509166667,47.0338333333,43.3616666667,37.853,36.3701666667,37.07625,29.80225
240.42,24.93925,34.9756666667,23.9659166667,45.5595833333,41.0585,40.3285,39.4769166667,40.5716666667,33.0291666667
240.79,23.9130833333,31.7806666666,26.2940833334,43.9440833334,37.3705833333,37.5259166667,36.49075,37.733,32.14275
241.17,27.6145,32.67975,26.1029166667,41.5441666667,37.4593333333,36.35625,33.8644166667,35.335,31.9445
241.54,30.9728333333,32.3675833333,26.8598333334,41.7380833333,35.837,35.3005833333,34.72825,35.1216666667,32.1173333333
241.92,25.9109166667,25.9446666667,21.0188333333,36.60575,30.3980833333,29.6896666667,30.7018333334,28.3399166667,26.8554166667
242.29,22.1446666667,22.64275,18.9243333333,33.5325,27.68925,28.3201666666,29.2828333333,26.7265,23.6055
242.67,21.9203333333,23.94325,19.2934166667,33.39375,26.9929166667,29.5893333333,30.1329166667,25.7850833333,24.1245833333
243.05,21.1994166667,22.6633333333,18.5528333333,30.1801666667,23.31075,28.1813333333,28.8850833333,23.0574166666,20.43925
243.42,22.0481666667,22.675,19.4618333333,29.7023333333,23.093,27.1680833334,28.0825,23.2235833333,19.0439166667
243.80,16.4721666667,18.9720833333,14.6945,25.6666666667,17.861,22.611,23.9444166666,19.9166666667,13.3889166667
244.17,13.71575,16.6393333333,11.3113333333,23.5246666667,15.7923333334,19.153,20.7650833333,17.459,12.1859166667
244.55,15.2031666667,18.03075,11.6815,24.38,17.3361666667,19.3204166667,21.1558333334,17.9565,13.492
244.92,11.1950833333,14.26275,6.43308333334,19.1391666666,12.1109166667,15.8195833333,16.8496666667,13.50725,9.40916666666
245.30,9.25000000001,14.4166666667,5.79166666667,17.7708333333,10.3958333333,15.2083333333,16.5833333333,12.7291666667,9.1875
245.67,6.39625,12.9385,4.7515,14.6745833333,8.73525,14.0898333333,14.1446666667,10.9283333333,8.22366666666
246.05,7.22441666667,14.0793333333,4.85541666667,13.7265833333,8.87091666667,15.1880833334,14.9025,11.1726666667,9.25741666667
246.42,8.62883333334,15.4698333333,6.08741666667,14.2139166667,10.23925,15.9575833333,15.795,11.8500833333,11.1111666667
246.79,7.86258333334,13.9396666667,5.20483333333,12.1124166667,9.38549999999,14.9086666667,14.14725,10.908,9.53766666665
247.17,8.60291666666,14.41975,5.63683333333,12.6476666667,9.84841666668,14.9716666667,15.0359166667,11.4791666667,11.2095
247.54,8.21024999999,13.9094166667,5.76075,12.3830833333,9.53966666668,15.0294166667,15.1155833333,11.78,11.7676666667
247.92,9.38525000001,14.6328333333,7.29316666668,13.5460833333,10.72925,15.5914166667,15.6615833333,12.03825,13.4993333334
248.29,9.56016666668,14.4444166666,7.80075,12.7778333333,11.0186666667,15.9839166667,15.8913333333,11.6551666667,13.8426666667
248.67,9.13374999999,13.7005833333,7.53308333333,11.3111666667,10.2165833333,14.7598333334,15.0424166667,10.193,12.5354166667
249.04,10.67325,15.6156666667,8.93408333331,12.29975,11.9618333333,15.9910833333,16.4289166667,11.5615,14.1515833333
249.42,10.0565,13.94725,7.68725000002,10.9316666667,11.2950833333,13.8664166667,14.553,10.2046666667,12.34525
249.79,11.66375,15.3169166667,8.23075,12.30925,12.4411666667,14.3633333333,15.713,12.1185,12.9989166667
250.17,9.68808333334,13.5004166667,7.13600000001,10.8695833333,11.043,11.862,13.6420833333,10.5546666667,11.2003333334
250.54,7.71483333334,10.7731666667,3.98641666667,8.88308333333,8.31608333334,9.22674999999,11.3058333333,8.67683333334,8.67700000001
250.92,6.87858333334,10.61425,3.80741666667,8.92616666667,7.32766666666,8.45908333334,11.3146666667,8.63883333334,9.14166666668
251.29,6.97850000001,10.3748333333,4.21308333333,8.16633333333,7.23833333333,8.35191666667,11.0615833333,8.61158333334,9.35416666667
251.66,6.05541666666,10.59225,3.66358333334,7.59300000001,7.11833333333,7.34624999999,10.1176666667,7.87766666667,9.16858333332
252.04,5.39441666667,8.91341666667,2.49425,7.19266666668,6.26441666667,6.34191666667,10.2475,6.90258333332,7.11508333333
252.41,5.55558333332,9.35566666666,1.466,7.75466666666,5.53633333333,5.28541666667,9.81875,6.9445,6.28858333334
252.79,6.58316666667,11.0780833333,1.25308333333,9.18858333332,6.68266666666,6.90133333332,10.6603333333,8.95,7.08033333335
253.16,6.78300000001,10.1938333333,0.988416666667,8.95350000002,6.066,6.20158333333,10.7945833333,8.58524999998,7.26749999999
253.54,5.23033333333,9.32858333334,-0.116916666666,7.74783333335,4.43,6.06958333334,10.7923333333,7.45516666667,7.25991666668
253.91,1.54008333333,5.66741666667,-2.66583333333,4.68,1.08608333333,3.0215,8.03708333333,3.25833333333,4.30475
254.28,-0.02025,5.09708333334,-4.08591666667,3.72175,-0.707749999999,2.48791666667,7.16016666667,1.21358333334,4.26783333332
254.66,0.554083333334,6.85541666666,-2.33983333333,4.49499999999,0.328499999999,2.3195,8.57966666666,2.36025,5.04916666666
255.03,0.125250000002,7.31000000001,-2.44366666667,4.44866666666,-0.396833333334,0.668416666668,8.41683333334,1.87983333333,3.90566666666
255.41,-2.55591666667,5.30491666666,-4.27408333333,3.09275000001,-2.10483333333,-1.56783333333,6.61524999999,0.8805,1.18133333333
255.78,-2.89383333333,4.39533333334,-4.50416666667,2.63275,-3.56841666667,-1.34891666667,6.61450000001,0.0215833333325,0.369833333333
256.15,-3.06791666667,5.22200000001,-3.89474999999,2.37174999999,-2.95916666668,-1.04425,6.78841666667,0.58725,2.50225
256.53,-5.98891666667,3.04783333333,-6.07433333332,-0.639333333322,-5.88233333334,-3.32483333333,3.9855,-1.1935,0.70325
256.90,-10.1896666666,-2.17916666667,-9.30191666667,-4.96366666667,-10.8958333333,-7.30416666666,0.242166666668,-5.77091666666,-2.28008333333
257.28,-9.56041666667,-1.79491666667,-8.35175000001,-4.79841666667,-10.8608333333,-5.29316666667,0.07325,-5.0915,-1.39191666667
257.65,-6.76116666667,-1.022,-6.00625000001,-3.85216666667,-8.585,-2.86166666667,1.46233333333,-3.19191666667,1.2265
258.02,-3.72425,1.26783333334,-3.262,-1.86216666667,-5.52041666666,0.792416666665,3.513,-0.765916666667,3.81675
258.40,-1.72258333333,1.9015,-1.53225,-0.548083333332,-4.26175,1.991,4.02683333333,1.15208333333,4.73141666667
258.77,0.289,2.37225,-0.508416666668,0.4785,-2.96058333333,3.65816666666,4.70491666667,1.07666666667,6.31975
259.15,1.10275,2.24141666667,-0.117416666666,0.641833333333,-2.40425,4.28425,4.97108333333,1.03058333333,7.45666666666
259.52,1.66825,2.10608333333,0.041333333335,0.553333333335,-2.36208333333,4.74066666667,4.71591666667,0.842500000001,7.65608333333
259.89,1.0025,1.441,-0.407333333333,-0.328833333333,-2.77258333333,4.13533333333,4.12758333333,-0.148916666666,7.36208333333
260.27,1.04258333333,1.23125,-0.0301666666657,-0.113416666666,-2.44775,4.40458333333,4.27625,-0.234333333333,7.5325
260.64,1.83308333333,1.47975,1.00116666667,0.854083333332,-1.69316666667,5.24875,4.68933333334,0.2945,7.98733333333
261.01,3.002,3.19008333333,2.34366666667,2.00375,-0.354416666666,6.62633333334,5.76533333333,1.80866666666,9.35324999999
261.39,3.38241666667,3.96058333333,3.09341666667,2.52241666667,0.390333333333,7.06866666667,6.39625,2.49366666667,10.1330833333
261.76,3.85316666666,4.78641666667,3.53925,3.166,1.0605,8.01975,6.83991666666,2.98683333333,10.3495
262.13,2.77775,3.61533333333,2.31083333333,1.86,-0.217333333332,6.82774999999,5.88566666667,1.57,9.60558333333
262.51,3.40975,4.18866666667,2.65666666667,2.07225,-0.017833333335,7.52741666667,7.04041666667,1.76233333333,10.4765
262.88,1.83258333333,3.395,2.17008333333,0.790749999999,-0.810166666667,6.87691666667,6.24033333333,1.33083333333,9.73183333332
263.25,1.08733333333,2.7185,1.5055,-0.156916666667,-1.54733333334,6.73358333333,5.343,0.857333333333,9.14883333334
