wavelength,Back_DonAlbm,Belly_DonAlbm,Breast_DonAlbm,Crissum_DonAlbm,Crown_DonAlbm,DorTail_DonAlbm,Patch10_DonAlbm,Patch11_DonAlbm,Patch12_DonAlbm,Rump_DonAlbm,Throat_DonAlbm,WingTip_DonAlbm
188.67,-11.9582666667,5.10646666667,-13.489352,-32.9788,-1.77293333336,-27.9787,-23.53725,-24.0425333333,-10.5674,-32.766,-5.63813333334,-5.81566666668
189.05,-29.1755444444,-3.73000000001,-31.0062346667,-45.4760666667,-15.9524,-46.1904,-34.2758333333,-41.1904,-23.4921333333,-48.0952,-17.6985666667,-20.4762
189.43,-38.0057185185,-8.46153333334,-35.145304,-46.1538666666,-16.3249333333,-52.3930333333,-41.98725,-41.1967333334,-36.4102666667,-52.4786666667,-22.8633333333,-21.7947333333
189.81,-45.5664518518,-17.4510666667,-45.7645946667,-55.6863333333,-18.2352,-62.4999333333,-54.4115416667,-49.0196666667,-51.5686,-59.1176333333,-25.2942,-27.2548666667
190.19,-26.4452259259,-7.89273333333,-27.9876666667,-29.3487333333,-5.134,-45.8237333333,-36.6859166667,-30.2682,-34.7125333333,-36.7433,-11.2643,-16.8582
190.57,-19.6465407408,-3.40913333334,-17.6909093333,-20.7575333333,1.66673333333,-33.7878333333,-24.9527083333,-19.9242,-32.1969333333,-28.1439,0.18946666666,-7.53789999999
190.95,-8.89256666666,9.83813333333,-3.46933599999,-8.1552,9.90293333334,-20.4206666667,-9.10204166667,-9.51446666665,-16.8931333333,-10.0001,14.3689666667,4.88676666666
191.33,-5.7956814815,12.6726666667,0.660575999994,-2.52253333335,12.2523333333,-14.2042333333,-1.87679166667,-5.34533333335,-12.3123333333,-2.13226666665,16.9671,9.57966666666
191.71,-13.6045148148,6.96433333333,-1.48575466667,-11.0714,5.2382,-23.6905666667,-9.114625,-11.4286666667,-21.1905333333,-8.18473333333,5.62503333334,2.14283333333
192.09,-12.9454592593,6.13746666665,0.34496,-11.6401333333,4.39159999999,-21.6931333333,-4.13354166667,-13.2804,-22.0636,-4.4709,6.42850000001,1.08493333334
192.47,-19.5712518519,-0.63006666666,-4.35266133335,-13.7532,-2.51973333334,-30.5510666667,-9.44883333333,-15.7480666667,-26.0367333333,-9.65873333335,-0.20996666668,-1.41720000001
192.85,-19.3608259259,2.58053333332,-4.73553333334,-13.1183333333,-1.66666666666,-31.0484333333,-3.42750000001,-14.3549333333,-22.3657333333,-8.9786,0.940633333332,-0.053566666666
193.23,-27.4009962963,-5.57479999998,-9.06207466667,-22.299,-8.3908,-38.1034,-11.099125,-23.5057333333,-32.7586666667,-14.339,-5.08616666667,-5.05739999999
193.61,-32.2602185185,-16.2961333333,-16.5857946667,-28.9459333333,-15.4986,-45.2136,-18.7320833333,-34.9856666667,-34.4729333333,-20.2278666667,-11.7094333333,-13.9317333333
193.99,-29.2715148148,-12.1667333333,-15.2177333333,-24.4444,-13.9999333334,-43.9168,-14.72225,-32.6667333334,-31.2776666667,-18.9999666667,-13.0277666667,-9.61106666666
194.37,-53.9178666667,-30.5222,-32.7326853333,-48.5944666667,-31.9679333333,-74.5781666667,-28.9157916667,-58.8754,-55.1004666667,-41.3253,-32.7308,-25.4218333333
194.75,-87.0426185186,-54.2705333333,-60.2040906667,-75.3121333334,-64.9998666667,-111.9789,-52.0179583333,-93.0208000001,-86.3539999999,-72.0832,-58.8540333333,-54.8435
195.13,-136.022574074,-96.6666666667,-101.826101333,-116.5216,-108.4058,-164.5652,-81.1594166667,-137.246333333,-134.927533333,-113.913033333,-94.5651666665,-95.9419333334
195.51,-161.540492593,-123.7878,-122.163722667,-143.333333333,-129.242533333,-188.181966667,-96.9697916667,-162.1212,-156.6668,-139.393933333,-112.6516,-110.984733333
195.89,-147.801829629,-123.623133333,-117.518922667,-138.2608,-115.072533334,-163.7682,-92.3007916667,-150.8696,-149.7102,-134.492666667,-99.8550666667,-103.550633333
196.27,-174.372096296,-152.3574,-138.647197333,-152.357666667,-141.463533333,-184.390333333,-119.91875,-167.642333333,-173.984,-162.194966667,-118.943166667,-115.121866667
196.65,-213.757985185,-193.333333333,-167.011765333,-183.1372,-168.235333333,-219.1177,-150.612833333,-201.3724,-208.6274,-192.4511,-132.549066667,-143.627533333
197.03,-169.805937037,-156.984133333,-127.288986667,-141.746,-129.841133333,-178.6505,-127.77775,-158.730333333,-166.984,-143.730133333,-96.8253666666,-109.523666667
197.40,-127.89127037,-118.095133333,-89.6925546668,-99.0476666666,-84.3537999999,-130.748333333,-86.394625,-114.285666667,-111.1566,-106.7347,-69.7959666667,-75.374
197.78,-350.740740741,-296.0,-253.0,-264.333333333,-249.333333333,-356.333333333,-208.333333333,-300.333333333,-290.666666667,-304.5,-203.0,-223.833333333
198.16,2509.38271852,2195.55553333,1840.888864,1944.44433333,1797.7778,2458.8889,1556.944375,2055.5556,1988.88886667,2132.22216667,1476.6666,1614.4444
198.54,1395.30856667,1134.44446667,965.288938666,1021.11113333,921.111133333,1218.88886667,837.500041667,1064.44446667,1010.00013333,1032.22243333,745.000133334,831.6668
198.92,8688.14814815,7360.0,6048.53333333,6980.0,5746.66666667,8020.0,6070.83333334,7059.99999999,6113.33333333,6563.33333333,5143.33333333,5113.33333333
199.30,-651.566903704,-541.0256,-425.661544,-573.846133333,-408.205133333,-609.487066667,-473.718083333,-553.846133333,-461.538466667,-485.897533333,-425.384666667,-357.692433333
199.68,-394.603174074,-299.999866667,-234.387232,-340.317466667,-240.6348,-368.888933333,-268.253916667,-313.6508,-270.476133333,-271.9047,-257.777766667,-190.7936
200.06,-389.223940741,-269.206333333,-210.971338667,-311.746133333,-238.095133333,-359.8413,-237.500125,-281.269866667,-247.619,-242.063366666,-244.920633333,-168.730266667
200.44,-1125.32407407,-855.833333333,-663.866666667,-981.666666667,-749.166666665,-1119.58333333,-722.395833333,-869.166666667,-790.000000001,-715.0,-779.583333333,-610.0
200.82,-9078.14814815,-6833.33333333,-5353.86666667,-7973.33333334,-6253.33333333,-9006.66666667,-6050.0,-7080.0,-6026.66666667,-5873.33333333,-6846.66666667,-4903.33333333
201.19,1847.85185185,1477.33333333,1041.76,1606.66666667,1282.66666667,1735.33333333,1177.5,1414.66666667,1164.0,1153.33333334,1470.66666667,1002.66666667
201.57,659.037118519,572.4444,372.746554666,576.889,492.4444,625.555633333,410.555708333,514.666666667,448.000066667,398.6666,540.888933333,389.7776
201.95,5.28926547145e+15,4.78933937645e+15,2.25572340427e+15,4.52918826162e+15,3.66770424199e+15,5.10493253216e+15,3.17725541893e+15,3.91932581208e+15,3.35211108628e+15,2.62923216882e+15,4.23065419541e+15,2.69746852681e+15
202.33,-721.265485185,-632.2224,-303.266621333,-579.999999999,-532.7778,-685.000033333,-436.45825,-547.2222,-467.222266667,-368.0556,-579.1666,-385.2778
202.71,-343.301048148,-315.652266667,-148.591381333,-287.536133333,-290.145066667,-366.956366667,-212.500208333,-280.579666667,-242.6088,-179.130466667,-283.623133333,-176.376733333
203.09,-312.253188889,-290.555533333,-126.377853333,-253.610933333,-258.888933333,-328.889033333,-160.937541667,-258.055533333,-227.2224,-142.6389,-241.9445,-149.444466667
203.47,-839.753107407,-854.814866667,-383.170432,-668.148133333,-707.407466667,-889.629600001,-412.037041667,-694.814866667,-637.777933333,-406.296366667,-614.814733333,-404.0739
203.85,340.905311111,361.975266667,201.195256,277.037,292.3458,358.642,215.894958333,298.024666667,270.123533333,203.209933333,262.222266667,208.765533333
204.22,299.652022222,337.575933333,183.717144,256.363733333,258.787866667,321.818066667,196.843541666,272.727266667,234.5456,199.292933333,231.8182,191.7171
204.60,206.172803704,230.5556,126.438938667,173.611066667,179.305666666,213.1249,130.90275,193.0556,153.75,145.7638,161.180533333,127.499933333
204.98,199.668755556,217.6608,135.625818667,172.5148,175.789466667,201.637433333,134.210583333,194.386066667,160.584866667,146.1988,158.187166667,137.0761
205.36,221.859014815,229.871733333,147.564098667,187.307733334,193.8462,224.4871,152.884666667,214.743533333,173.718,164.807633333,169.743666667,148.397566667
205.74,248.535362963,252.121333333,165.321130667,212.727266667,221.666733333,250.681833333,178.314458333,242.7272,195.0,187.727366667,183.333533333,156.7425
206.12,276.691351852,288.000133333,201.653381333,240.444333333,254.222266667,269.037033333,207.870583334,264.296333333,230.222266667,215.777866666,210.2963,191.333366667
206.50,294.453422222,305.238133333,213.428533333,260.1586,266.190466667,279.126966667,209.722166667,281.9048,242.063466667,231.984166667,221.2697,207.2223
206.87,237.784403704,250.357066667,171.509477333,210.7142,210.238066666,211.7262,169.122,221.5476,195.7142,195.416733333,183.750033333,174.880833333
207.25,185.863392593,193.419866667,135.712616,163.116866667,165.021666667,164.112266667,137.391875,164.329,152.380933333,155.9308,148.3118,140.259766667
207.63,202.479911111,208.309133333,146.179672,174.782533333,182.995266667,178.405633333,148.430083333,176.811466667,159.323533333,170.144966667,160.8696,157.5846
208.01,225.777748148,235.0302,153.279885333,189.818133333,204.2424,197.151466667,158.9395,194.4242,169.939266667,184.242333333,178.1817,173.1516
208.39,210.216662963,211.823933333,129.952096,165.786066667,185.660266667,177.043933333,135.220083333,175.094333334,147.9244,160.188566667,153.0188,153.647766667
208.77,265.654307407,252.740733333,159.413341333,203.703666667,228.740733333,225.5555,176.111208333,202.3704,178.962933333,188.000033333,184.6668,187.037033333
209.14,224.897940741,212.925133333,125.213466667,163.673333333,187.8912,186.054433333,135.714208333,152.517066667,144.489666667,153.9457,154.898,146.8028
209.52,223.892833333,224.6808,130.587234667,167.659533333,194.609933333,185.8155,140.071041667,154.184333333,157.304866667,152.411333334,155.248133333,144.1136
209.90,220.509151852,218.6112,128.8334,161.9444,181.805533333,180.486066667,139.235958333,147.2224,150.000133333,147.7082,150.2083,150.833266667
210.28,225.547333333,214.074066667,118.542184,160.7408,176.888866667,177.8519,135.83325,142.222333333,150.073933333,149.185233333,148.8147,135.703866667
210.66,163.599414815,158.3332,87.212424,119.895666667,129.999733333,133.9583,111.523291667,100.416466667,113.3332,108.176933333,107.083266667,98.9581666667
211.03,182.566070371,165.595133333,96.1617946666,128.5716,138.809466666,149.107066667,124.032708333,108.9286,123.809533333,111.4286,108.095233333,96.7857
211.41,344.85597037,310.617266667,163.654216,232.345733333,238.765466667,266.419733333,232.253041666,197.037066667,200.7408,193.3334,179.5062,148.394933333
211.79,362.962985185,327.436,167.138445333,238.4614,239.743533333,281.282166667,249.038375,204.615333333,220.7692,191.5384,194.230833333,148.077066667
212.17,368.782988889,340.4762,184.228565333,253.333333333,257.619066667,292.738033333,266.51775,238.571333333,243.3334,217.380933333,210.000033333,160.357
212.55,354.540081482,330.1076,188.989178667,248.602333333,266.4516,289.032366667,272.311833333,237.204333333,235.699,220.752633334,222.258066667,164.0861
212.92,409.967751852,390.7246,208.081256,268.6958,310.4348,326.666533333,311.594375,268.695533333,273.623266667,251.304466667,261.3044,173.768033333
213.30,589.398148148,570.0,308.2,392.5,465.416666667,465.833333333,456.510416667,411.666666667,413.333333333,360.833333333,367.083333333,241.25
213.68,796.080162962,751.111066667,430.377888,521.111133333,615.5556,623.610933333,601.388916667,563.889,538.888933333,481.111,524.722233333,353.611166667
214.06,404.188037037,394.615333333,232.697261333,280.512666667,329.743666667,327.307666667,327.72425,301.025666667,293.5896,255.8975,293.076866667,179.3587
214.44,250.427988889,245.777666667,155.763093333,174.666533333,205.777733333,216.740666667,217.037041667,196.8888,181.185066667,169.407433333,190.666633333,128.7408
214.81,244.081796296,246.241266667,154.814170667,162.553266667,199.858133333,208.298033333,211.524666666,198.2978,168.085133333,170.780133333,196.028333333,120.5674
215.19,222.040848148,231.972866667,138.710114667,146.394666667,188.843666667,192.653233333,194.64275,182.448933333,147.619,160.612166667,196.598666667,115.850433333
215.57,157.62352963,159.629666667,99.8223733335,106.018466667,136.018533333,141.064966667,139.293958333,132.2222,109.351666667,115.786966667,147.2686,91.2035333333
215.95,165.005540741,165.196066667,112.203928,112.549133333,144.705666667,146.127666667,142.095541667,137.353066666,112.352933333,120.588233333,154.264733333,93.8236000001
216.32,145.931207408,140.925933333,99.1777386667,97.6852666667,127.592466667,121.805433333,119.965333333,111.7592,96.389,103.5186,134.537033333,77.2682333333
216.70,144.904951852,138.546866667,105.442733333,101.025733333,125.128066667,122.5213,119.711458333,112.735,101.111133333,103.9316,136.495766667,80.7693666667
217.08,140.362481481,135.0538,105.757864,107.670133333,122.222266667,120.8243,119.89275,113.978533333,102.222266667,103.512633333,133.225966667,84.3009
217.46,152.336422222,134.979466667,111.710224,115.3084,128.559466667,132.057633333,130.86425,117.6956,100.411266667,105.761433333,142.839533333,86.5432000001
217.83,140.936748148,124.235333333,101.631309333,107.294066667,120.313666667,127.058766667,121.61775,104.705866667,91.6079333332,97.6079333335,131.058866667,76.2746666667
218.21,144.005003704,120.089,99.3066213333,103.7332,120.0888,127.066566667,116.83325,99.5555333334,84.5331999999,96.8001000002,132.044433333,73.5557333333
218.59,143.642933333,111.5422,93.5521253333,98.4080000001,118.507466667,112.935466667,106.965,93.3334,75.9202666666,83.2835333333,132.288666667,59.9504333333
218.97,213.323892593,153.333133333,127.589845333,147.5214,166.4958,163.418633333,135.790541666,130.598133333,100.341866667,101.794933333,192.051166667,83.5897666666
219.34,570.740659259,386.111,292.288994667,378.333266667,398.889,407.500066667,295.833416667,317.2222,219.444333333,197.7777,463.333266667,155.000033333
219.72,-715.185051852,-510.3702,-342.281408,-439.999933333,-510.3704,-495.555366667,-343.0555,-368.1482,-305.185133333,-218.8889,-520.7408,-155.926033333
220.10,-481.737962963,-331.282133333,-177.825562667,-277.436066667,-336.923066667,-302.307733333,-251.923041667,-236.410266667,-201.0256,-164.102466667,-356.922933333,-111.025666667
220.47,-127.673222222,-87.5212000001,-36.56752,-72.3076666665,-76.2392666667,-81.3674333333,-67.5212083333,-54.53,-46.4956000001,-21.8802666667,-91.6239333334,-19.9999666667
220.85,-84.1901962964,-57.2547333333,-7.13191999999,-44.3137333334,-45.6209333333,-37.3202333333,-41.0947916667,-27.8430666667,-22.3528666667,-6.33973333335,-55.2942,-8.62733333334
221.23,-78.3555555555,-48.8,-5.73866666668,-38.5333333334,-40.8,-31.4666666667,-34.6666666667,-23.2,-13.5999999999,-4.4,-48.3333333333,-0.86666666666
221.61,-101.725666667,-89.8485333333,-17.8302133333,-59.0911333334,-68.3335333333,-52.1211,-57.1970416667,-53.7879333334,-35.9092666667,-26.4393333333,-68.7878666667,-23.8636333333
221.98,-92.2222222222,-80.9333333333,-14.6293333333,-46.9333333333,-61.2,-43.3999999999,-46.0833333333,-55.3333333333,-34.6666666666,-26.7999999999,-52.3333333333,-23.8666666667
222.36,-91.6212037038,-78.7421999999,-20.2060773333,-44.1509333333,-61.3835333333,-43.1447333333,-50.1574166667,-52.5786666667,-36.6036666667,-24.7169666667,-50.4402333333,-24.9057
222.74,-118.943977778,-104.822533333,-38.9447973333,-77.7304666665,-85.8155999999,-78.0850666666,-68.3509166667,-80.8510666667,-65.1064000001,-54.8936666667,-65.9575666667,-43.9717666667
223.11,-220.93832963,-194.4446,-90.6844906667,-148.889,-165.1112,-150.000033333,-144.16675,-142.666666667,-136.889066667,-111.3334,-137.999966667,-86.1109666667
223.49,-2733.45672593,-2440.0002,-1456.62219467,-1931.11106667,-2186.6666,-2071.111,-2101.389,-1908.88893333,-1877.77766667,-1622.22233333,-1954.4444,-1307.77773333
223.87,8542.59259259,7460.0,4445.86666667,5960.0,6673.33333333,6100.0,5970.83333333,5726.66666667,5440.0,4823.33333333,5876.66666667,4160.0
224.24,507.189537037,458.431533333,281.333245333,361.568533333,394.901933333,390.784433333,335.049,347.058866667,316.078333333,266.078433333,325.2942,253.529266667
224.62,203.554048148,186.241133333,119.653898667,150.922066667,164.964733333,162.2697,132.890333333,145.957533333,127.375933333,116.312033333,137.6596,106.383033333
225.00,161.50007037,151.333133333,105.533202667,132.111133333,136.222333333,144.833366667,115.625,125.111133333,107.000066667,99.1110000001,118.1112,90.6111999999
225.38,164.732507407,160.246933334,102.128274667,135.0618,136.049466667,147.098733333,116.126458333,125.432066667,113.2098,93.4568000001,108.703733333,91.7282
225.75,144.733940741,145.696933333,92.5818880001,120.848533333,113.8182,130.666666667,95.3030833333,109.575733333,99.1515999999,81.5151666667,93.6971,65.6364666666
226.13,121.458111111,125.728933333,84.4707279999,112.083066667,95.2080000001,112.135266667,85.6769583333,92.7082666667,84.8958,68.5937,86.5623000001,57.0312333333
226.51,137.688285185,133.103333333,93.5770426667,132.4138,107.0114,122.815933333,87.0689583333,105.862,94.4828,76.2068000001,94.6552000001,59.7700333333
226.88,173.873533333,177.083133333,122.383293333,162.361133333,140.694466667,144.0973,113.020916667,128.333333333,107.083266666,91.4584666667,128.9584,85.6945666666
227.26,216.346333333,219.819666667,161.362296,207.927933333,178.9188,181.801866667,145.4955,174.7748,142.3424,120.1802,160.270266667,99.5495666667
227.64,569.515640741,567.6924,407.528210667,564.615333333,463.077,441.7948,361.217833333,457.948666667,380.000066667,316.4103,394.358966667,223.076933333
228.01,736.131762964,690.370333333,574.103746667,772.592466667,643.703866667,626.6668,487.500125,640.000066667,545.926,419.629433333,558.5186,268.5185
228.39,-846.349255555,-778.095066667,-677.600034667,-946.666600001,-788.571466667,-690.4762,-616.071375,-758.0952,-654.285666667,-494.761866667,-675.237933333,-251.904766667
228.76,-114.887051852,-112.195133333,-84.6568986666,-128.4552,-108.6178,-91.6259000001,-77.7438749999,-97.7236666667,-85.3656666667,-60.0,-82.8455333333,-18.6179
229.14,-75.3256370371,-68.2758666667,-51.259776,-80.1149333333,-63.3333333333,-49.6550333333,-40.8764166667,-62.7585333333,-57.8161333333,-37.4138666666,-50.2872333333,-0.40223333332
229.52,-83.9039481481,-77.5956,-63.54104,-83.4971999999,-71.2569333333,-58.7430666667,-51.0929583333,-73.8797999999,-71.4754666667,-56.3386666667,-65.0273333333,-18.0873666667
229.89,-96.915474074,-83.9585333333,-67.8460746666,-92.3959333333,-85.9376666665,-65.7294,-58.9844166667,-79.9998666667,-85.9378,-66.6148333333,-75.9375666667,-39.5833
230.27,-95.0704814814,-78.122,-64.2931093333,-86.4787333333,-80.3755333334,-61.5962666667,-48.7677083333,-72.3004666667,-81.6902,-65.7747333333,-74.6008666667,-32.0188333333
230.65,-78.4079296296,-72.0347333333,-58.517768,-69.7835333333,-68.3118,-56.5801,-40.800875,-63.5497333334,-78.5282,-56.2336666666,-64.3722,-26.4503666667
231.02,-50.3499074074,-48.7407333333,-42.7970533333,-48.889,-46.9628666667,-40.0369333333,-24.0739583333,-42.5926666667,-64.2962666667,-36.889,-39.6297666667,-12.2222
231.40,-55.4144370371,-55.7936666667,-48.9365306667,-53.5712666667,-57.3809333333,-44.3651333333,-25.6945,-47.7778,-69.7618666667,-39.2062,-45.8333333333,-15.3173666667
231.78,-68.4888925927,-67.8222666667,-61.5039813333,-66.1334,-73.5111333333,-62.0888,-36.388875,-57.6000666667,-80.4446,-48.0889666667,-62.1776333333,-29.1111333333
232.15,-65.6837,-70.8546,-62.9982506667,-65.5556,-75.0426666666,-62.6495,-42.575,-54.4444,-79.4017333333,-51.0683666667,-58.718,-30.4274333333
232.53,-82.6568185185,-83.3779333333,-75.601888,-78.5776666666,-87.6444000001,-79.6000333334,-57.666875,-67.8222,-93.1556666666,-70.0889666667,-72.8887333333,-39.7334
232.90,-133.678770371,-130.508666667,-126.214685333,-131.073333333,-141.807933333,-129.322066667,-106.567916667,-119.322066667,-147.344533333,-117.118633333,-129.096066667,-88.3052666666
233.28,-112.928203704,-115.416533333,-111.129064,-107.395666667,-122.812466667,-111.7706,-94.0751249999,-96.4583333334,-122.499933333,-95.9895666665,-107.031233333,-77.0834666667
233.66,-87.0219592592,-92.7026000001,-86.0468826667,-90.0000000001,-100.540533333,-87.7027666667,-71.1150833334,-77.3874,-93.0632000001,-71.8019333333,-84.8197,-56.7118333333
234.03,-68.0009814815,-78.6324666667,-72.0000213333,-77.0941333333,-84.1880000001,-76.3676666667,-58.867625,-64.6154,-78.8888666667,-54.3162666667,-69.4016666667,-42.9913666667
234.41,-61.8194444444,-75.4166666667,-72.1766666666,-74.8333333333,-83.4166666667,-75.2916666666,-62.34375,-64.8333333333,-72.5833333333,-54.1666666667,-66.0833333333,-51.7083333333
234.78,-56.6933592592,-69.0762666667,-66.9268933333,-72.0482,-80.2410666667,-68.7149666667,-59.0862916667,-58.3935333333,-59.7592,-51.6466333333,-58.9557333333,-52.5302666667
235.16,-82.4961814815,-87.5325333334,-86.0050026667,-91.1687333333,-99.6536666667,-93.3333000001,-81.6017083333,-79.6536666667,-75.5844000001,-77.1430333334,-81.8181333333,-73.5497333334
235.54,-62.0733185185,-61.4491333333,-63.156512,-68.913,-72.8261333333,-70.1448666667,-64.1304583333,-55.6522666667,-55.5796666667,-60.1086333333,-58.3332,-56.9566
235.91,-50.5953851852,-54.3791333333,-54.4314186667,-56.0784,-60.5229333333,-57.9412666667,-55.2287916667,-47.5164,-46.732,-49.4444333333,-45.7844333333,-44.6405666667
236.29,-77.3594925926,-86.1960666667,-80.3168906665,-86.1961333333,-86.5099333333,-84.5882333333,-76.666625,-73.4900666667,-70.1960000001,-75.5687333333,-75.0196333333,-68.6667
236.66,-66.8411740741,-80.9194666667,-70.9241600001,-78.1610666667,-80.6129333334,-75.9004333333,-62.548,-63.0651333334,-58.6972000001,-64.1763,-67.2029333333,-57.3947666667
237.04,-62.0222037037,-76.2451333333,-69.4376106668,-73.8697333333,-79.0038666667,-73.6782666667,-58.7642916667,-62.1457333333,-55.3257999999,-62.3371666667,-62.1456333333,-48.8887
237.41,-71.3143814815,-83.2518666667,-80.8422800001,-84.4714666667,-92.2763999999,-84.9593,-69.2580416667,-74.2276666667,-66.3414666667,-74.7967666667,-73.1301,-63.7804666667
237.79,-55.1305592593,-62.9475333333,-64.985296,-65.1228666667,-71.6490666667,-67.8597666667,-52.719375,-56.0700666667,-51.2281333333,-58.9123333333,-58.7017333333,-46.9474666667
238.17,-59.6619777778,-64.8545333333,-72.4789173333,-70.2265333333,-75.1455333333,-69.3526666667,-58.131,-61.0356666667,-57.5404,-67.5080333333,-64.1422666667,-51.4886666667
238.54,-50.7707111111,-54.1934,-57.838664,-57.4731333333,-61.5053333333,-56.0482666667,-49.5632083334,-51.7741333333,-49.0859333333,-54.8386666667,-51.6936333333,-38.4407666667
238.92,-58.8221592593,-59.6175333333,-65.16948,-66.7212666667,-70.5464,-64.2896333333,-59.255375,-61.8032666667,-59.7266666667,-61.7212333333,-61.3934666667,-41.9947666667
239.29,-40.0881925926,-42.3776666667,-47.3528906667,-51.0022666667,-51.6084,-47.8553333333,-42.3367916667,-44.7551333333,-41.7250666667,-43.2399333333,-44.9184,-26.2471
239.67,-45.412362963,-49.7009333333,-51.593592,-53.8849333333,-57.2874666667,-53.4024,-46.551875,-48.7815333334,-47.0804666667,-48.0460333334,-53.3563333333,-31.6093
240.04,-42.4846407407,-44.9006666667,-49.857768,-53.4658666667,-54.8785333333,-49.5363333333,-41.307875,-44.8565333333,-44.5032,-44.5033333333,-52.2516333333,-30.3754333333
