wavelength,Back_PieCinm,Belly_PieCinm,Breast_PieCinm,Crissum_PieCinm,Crown_PieCinm,DorTail_PieCinm,Patch10_PieCinm,Rump_PieCinm,Throat_PieCinm,WingTip_PieCinm
186.77,67.8571666667,69.4445833334,86.7063333334,71.2301666667,59.7220833333,64.8809166667,108.928666667,95.0398333333,57.1429166667,85.9125833333
187.15,85.5855,82.4324166668,101.802,83.7838333334,87.6126666667,91.8918333333,148.648416666,120.945916667,90.0900833332,106.5315
187.53,70.1615,69.0859999999,96.7741666667,78.7635833333,72.5806666665,93.2795833333,156.4515,123.11825,104.838833333,95.699
187.91,69.9275833332,91.6667499999,133.33325,81.5218333334,78.9855,109.782583333,189.49275,160.507083333,134.420333333,118.47825
188.29,78.3333333333,96.0,129.0,90.3333333332,87.3333333333,119.666666667,181.666666667,156.333333333,132.666666667,134.666666667
188.67,93.8889166666,116.666583333,151.111,104.444583333,121.111083333,156.666833333,227.77775,235.5555,183.888916667,201.666666667
189.05,-63.0952500001,-107.142833333,-100.000083333,-64.2857499999,-133.333416667,-196.428583334,-335.714333334,-391.666583333,-265.476166667,-328.571333334
189.43,16.2163333333,16.4414166667,12.6126666667,16.8918333334,0.90091666665,-15.3153333334,-41.8920833333,-48.8738333333,-16.2162499999,-39.8648333333
189.81,31.1666666667,24.3333333333,22.3333333333,24.5,15.6666666667,-2.66666666665,-24.1666666667,-25.5,1.33333333331,-16.5
190.19,35.3394166666,29.93825,29.784,25.9259166667,25.1543333333,13.58025,-8.79608333333,-16.5124166667,5.247,-6.63583333334
190.57,22.87875,16.8180833333,15.4546666667,11.51525,4.39400000002,-9.54533333336,-17.8788333333,-42.57575,-10.6061666667,-31.9697500001
190.95,32.8705,29.051,29.2824166667,28.588,16.088,12.1528333333,8.10183333334,-15.625,7.29183333333,-7.29158333333
191.33,46.9595833333,37.61275,43.9189166667,47.6351666667,26.80175,26.23875,26.8018333333,-1.80166666664,20.0450833334,4.054
191.71,39.2511666667,32.3671666667,45.7729166666,50.2415833333,21.8599166667,23.6714166667,31.2803333333,-13.4058333333,18.71975,-3.50233333333
192.09,37.9225833333,34.7825,53.8647499999,55.6763333333,19.686,23.5506666667,30.4345,-10.8695833333,18.47825,-5.55558333334
192.47,37.9386666667,37.2806666667,55.1535833334,62.8289166667,22.4780833333,26.0965,29.0570833333,-3.94733333332,23.9035,4.16666666666
192.85,41.1645833333,37.9518333333,63.9556666667,66.4658333333,33.1323333333,29.0161666667,26.6065,6.727,30.522,13.0520833333
193.23,45.72375,43.4210833333,73.6840833335,76.6448333333,43.96925,34.5395,29.8246666667,12.06125,35.3071666666,17.2148333334
193.61,59.05175,59.4826666667,96.8390000001,103.7355,59.1954166667,44.5400833333,41.6664166667,14.0806666667,36.638,29.3105
193.99,63.4919166667,76.4549999999,100.529,113.88875,69.1799166667,58.3333333333,53.1745833333,29.23275,47.7511666667,39.5505
194.37,72.7777500001,84.7222499998,114.166583333,129.861083334,75.2779166667,60.8335,53.0556666666,40.6946666667,50.6945,42.2223333333
194.75,78.07975,90.7608333332,135.688166667,162.499833333,92.2101666667,76.6305,48.5508333332,51.2680833334,44.203,46.558
195.13,81.1965833334,83.11975,145.085583333,170.0855,108.119666667,73.5041666667,47.6495,52.3505000001,27.5640833334,38.0341666667
195.51,91.6665833333,98.1884166666,191.304416667,230.0725,132.971,76.0869166667,25.7245833334,48.5508333332,4.34783333325,6.15949999992
195.89,99.6211666667,104.5455,204.924083333,235.98475,129.166583334,87.8787500001,29.9241666666,69.31825,8.7121666665,-17.8030833334
196.27,85.3333333334,85.9999999998,184.333333333,188.333333333,114.0,69.0000000001,17.9999999999,58.3333333335,10.0,-25.9999999999
196.65,93.6275,78.4314166667,250.490166667,242.156916667,139.215583333,71.5686666667,9.31366666675,65.1960833334,-14.2156666665,-105.392083333
197.03,1000.0,708.333333335,2741.66666667,3250.0,1350.0,425.0,-825.0,-25.0000000025,-1191.66666667,-2825.0
197.40,140.972333333,92.3610833333,265.972083333,300.0,131.944416666,103.472166667,13.8888333332,58.3334166666,-52.7779166667,-196.527833334
197.78,73.6979166667,47.1354166667,123.4375,130.46875,72.6562500001,60.15625,27.3437499999,50.2604166666,20.0520833333,-66.6666666667
198.16,49.9999166667,16.9445,113.888833333,106.6665,47.5000833333,31.3889166667,-0.55566666675,24.1666666668,1.66658333335,-97.4999999998
198.54,52.3809166667,-0.793666666675,131.349166667,143.65075,40.8729166667,34.5239166667,-17.0634166665,2.38099999993,-3.1746666665,-165.873
198.92,72.1014166667,21.0145,140.217333333,149.275333333,48.5505833332,59.7826666667,16.6668333332,19.2029999999,35.8695,-139.130416667
199.30,179.86125,109.027916667,313.194416667,350.694333333,90.9720833335,173.610916667,72.9165833333,48.6111666666,131.944333333,-225.694416667
199.68,104.838583333,80.1075833333,168.548333333,183.870916667,86.5589999999,102.419416667,81.4516666667,63.172,81.98925,-41.9355833333
200.06,99.6599166666,87.0748333334,136.224416667,152.040833333,89.2855833333,95.5782500001,82.9932500001,81.1225000001,81.8027499999,16.6665
200.44,100.629,88.9937500001,127.043916666,147.012666667,85.2200833334,97.6415000002,85.3774166667,83.4905833333,85.5345833333,24.0565
200.82,88.0,80.2220833333,103.77775,118.666666667,76.5555833333,85.4445,80.6665,79.0000000001,77.8889166667,39.889
201.19,65.4215,64.6550833334,87.2605000001,94.0613333334,55.7470833333,66.3793333334,61.3986666666,63.6973333333,61.9733333333,27.1075
201.57,51.80725,53.81525,75.7029166666,86.9477499998,42.1686666667,47.5904166667,45.5824999999,50.4015,52.1084166667,13.55425
201.95,47.05875,49.6078333333,68.0393333332,84.6079166666,36.7648333333,43.8235,43.6273333333,47.2548333333,43.0391666667,12.4510833333
202.33,44.47675,41.0853333333,61.7248333332,86.1435000001,28.58525,37.30625,42.151,44.2828333333,36.0465,7.17058333333
202.71,35.9804166667,30.78425,55.8822499999,83.4314166666,18.5293333333,28.2350833333,38.62725,38.5295,28.1374166667,0.980499999983
203.09,35.3773333333,28.5376666667,54.717,75.0786666667,19.49675,23.8994166667,36.6353333333,38.2075833334,27.2799166667,8.33341666669
203.47,34.1863333333,25.328,48.4908333333,65.1574166667,21.8505,20.2100833333,32.6770833333,36.94225,23.3595833333,10.8924166667
203.85,33.33325,22.5490833333,42.46325,58.88475,19.1790833333,19.7916666667,28.7990833334,33.5171666667,20.9559166667,7.96566666666
204.22,28.47225,13.8258333333,38.06825,51.5783333334,14.457,15.3408333333,24.9999166667,25.1895833333,15.1515833333,-0.946833333332
204.60,30.3204166667,13.33325,41.0898333333,54.6794166666,16.7308333333,18.0128333333,27.1155,26.7949166667,13.8461666667,-1.79491666666
204.98,25.7965,7.96575,37.4388333333,52.3896666667,12.9901666667,14.5220833333,20.40425,21.5686666667,8.14941666666,-5.57583333333
205.36,32.4495,10.2271666667,44.3181666667,60.3535833334,20.0126666667,21.8435,29.6084166667,28.9771666666,12.9419166667,1.76749999998
205.74,35.5296666667,12.9845833333,48.19125,64.341,24.9999166667,31.33075,35.1421666666,36.2403333334,17.0541666667,7.49366666667
206.12,35.46525,12.3385,49.6770833333,64.5349166667,23.3203333333,32.2998333333,33.97925,36.628,18.4109166667,7.62283333333
206.50,40.0000833333,19.2948333334,55.1281666667,65.5769166667,28.718,37.9486666667,36.2178333333,40.7051666667,22.30775,12.6283333333
206.87,40.5448333333,27.4038333333,54.3269166667,60.8440833333,32.4786666667,41.8270833334,35.47025,40.0106666666,25.9615,18.376
207.25,35.4326666667,22.3283333333,49.55475,58.5244166667,26.84475,40.64875,27.22675,35.5596666667,20.3561666667,9.92374999999
207.63,25.8808333334,17.2763333333,45.86725,53.9973333333,19.309,40.4471666667,19.71525,30.759,14.9050833333,1.96483333335
208.01,24.4970833333,18.9654166667,47.1264166667,55.9626666667,15.8045,41.02,18.9655,30.3879166667,17.888,1.29308333334
208.39,22.58775,19.6636666667,44.1520833333,59.2836666667,11.9885,38.37725,12.2805833333,31.506,16.9591666667,2.77775000001
208.77,22.5333333333,23.6666666667,40.2,58.1333333334,11.4666666667,38.4,13.2666666667,30.2,20.2666666666,6.66666666666
209.14,25.1376666667,28.168,39.4628333333,58.6775833334,12.0523333333,42.07975,16.80425,29.8898333333,21.2121666667,5.99158333333
209.52,28.718,32.0513333334,40.9615833333,62.5,14.4229166667,45.76925,22.9488333333,31.2820833333,24.8716666667,7.05124999999
209.90,35.4005833333,36.4340833333,47.99725,67.11875,17.5710833333,48.7726666667,27.2611666667,33.5918333333,27.9715833334,9.75450000002
210.28,34.0275833333,33.3334166667,42.4875,62.62625,14.3939166667,43.6869166666,21.9695,26.70475,23.9898333333,5.74516666667
210.66,35.87775,30.916,41.9845833333,63.93125,13.9313333334,43.1934166667,21.5649166667,27.4809166666,23.537,3.56216666668
211.03,40.47625,33.135,43.783,67.1958333333,19.17975,44.7751666667,23.74325,33.9285833333,26.3225833333,7.67191666668
211.41,42.6859166667,39.5684166667,44.3045,67.2063333333,24.2205833333,48.4411666667,29.73625,37.8896666667,28.777,13.42925
211.79,50.1701666667,46.20175,50.2269166666,73.186,32.0861666667,50.7936666666,38.2085,45.2949166667,37.5284166667,22.9593333333
212.17,50.7675,47.8619166667,52.4123333333,70.3948333333,37.0065833334,52.0833333333,38.9255,47.1490833333,37.3901666667,26.6446666667
212.55,48.1321666667,47.2221666667,51.67625,63.8889166667,37.3084166667,47.7490833333,40.4693333333,43.8219166666,37.4520833333,27.7299166667
212.92,42.2619166666,40.625,47.4205833333,56.69625,32.2918333333,39.881,34.7223333333,39.7321666667,30.754,23.7598333333
213.30,41.8229166667,41.5625,47.1354166667,58.75,32.3958333333,38.8541666667,34.0625,39.7395833333,32.8125,26.9270833334
213.68,36.91225,37.66025,43.857,54.2735833333,31.4103333333,32.9595,29.2198333333,36.2714166667,30.07475,26.7095833333
214.06,28.3231666666,32.71975,35.5316666667,48.6196666667,25.8691666667,25.869,24.1308333333,31.08375,25.2043333334,20.80775
214.44,29.9999166666,37.3736666667,39.5455,49.9493333333,29.9495833333,28.8384166667,29.1415,37.27275,29.1415,25.808
214.81,25.19825,36.3095833333,36.2599166666,46.27975,27.2816666667,26.6368333333,29.613,34.6725,26.9840833333,24.6528333333
215.19,20.7824166667,31.504,30.8434166667,39.8373333333,20.6301666666,21.5446666667,26.77825,29.2683333334,22.5100833333,18.2418333333
215.57,18.8171666667,27.8494166667,30.6989166666,39.3549166666,18.656,16.2904166666,27.5808333333,26.2366666667,21.7205,15.3226666667
215.95,13.2505833333,24.4824166666,27.63975,34.4201666666,14.6996666667,14.4926666667,26.13875,21.16975,17.8055,12.0600833333
216.32,9.83949999998,22.6405833333,25.6525,35.2911666667,11.19475,11.8975833333,25.7531666667,19.6285,17.6706666667,11.0944166667
216.70,2.71741666666,13.8285,20.2294166667,33.0919166667,1.14716666667,6.34058333334,18.901,13.40575,12.8019166667,2.23441666665
217.08,2.49349999998,12.664,20.0785833333,37.27025,-2.09983333332,7.0865,20.3413333333,13.9765,11.7454166667,-3.14975000001
217.46,3.53733333332,13.3093333333,24.8201666667,36.09125,-0.5395,8.69308333334,19.5445,17.1463333333,13.96875,-2.45791666668
217.83,3.57133333333,17.7319166667,27.9449166667,35.08775,-0.2505,11.4034166667,21.55375,18.73425,15.1001666667,-3.446
218.21,2.981,17.0730833333,29.2005,35.1625,0.474333333325,12.1950833333,21.4091666667,18.42825,15.6503333333,-3.72625
218.59,-14.8693333333,1.87916666665,17.3203333334,28.5949166667,-18.3823333334,-0.57191666665,9.06858333335,2.12408333335,3.18624999999,-22.22225
218.97,-24.9031666667,-6.29833333334,15.0193333333,24.70925,-26.2596666666,-7.55808333333,-3.48833333333,-7.26741666668,-2.61625000002,-29.4573333333
219.34,-35.38825,-10.6164166667,9.01833333335,29.9086666667,-32.99075,-11.6438333334,-10.274,-13.242,-3.99541666668,-35.3881666667
219.72,-20.9259166667,-1.4815,12.6851666667,29.5368333333,-22.12975,-2.03699999997,-5.64816666668,-4.62974999997,0.926,-24.4445
220.10,-32.4445,-17.5556666667,-2.99991666668,26.1110833333,-41.33325,-15.4443333333,-19.4445,-16.111,-14.6665833333,-40.8888333334
220.47,-40.9835833333,-29.2350833333,-12.0218333333,25.41,-55.19125,-21.9945,-27.7325,-24.4535,-27.59575,-56.1476666667
220.85,-58.0129166666,-30.4486666667,-27.08325,17.9485833333,-65.8655,-27.0833333333,-35.2565,-33.3333333333,-40.7050833333,-72.2755833334
221.23,-34.2591666667,-3.30683333333,-1.98408333335,27.6454166667,-33.0688333333,-1.45491666668,-10.7145,-12.6984166667,-8.99483333333,-38.3596666667
221.61,-36.4379166667,0.16333333335,-8.16991666665,33.8234166666,-42.3201666667,-3.268,-7.67975,-23.8560833333,-18.791,-45.2614166667
221.98,-5.07233333331,17.029,10.6279166667,47.9468333333,-15.338,14.2511666667,14.7344166667,-2.65708333336,6.52183333334,-12.5605
222.36,1.46383333332,22.973,10.0225833333,45.8334166667,-15.20275,13.73875,17.68025,1.23858333334,12.0496666667,-7.31983333333
222.74,8.44158333333,22.5108333333,17.5324166667,42.8570833333,-9.09091666667,11.68825,19.0475,7.79208333335,15.25975,-4.76191666667
223.11,7.3045,22.7365833334,15.1235,41.358,-10.4935833333,10.288,20.5758333333,11.6255,13.8889166667,-6.58433333334
223.49,9.28816666668,26.3020833333,23.9584166666,41.4929166667,-3.90624999999,13.10775,24.4790833333,15.8854166666,14.8436666667,-0.520749999982
223.87,3.71383333332,24.9094166666,25.3624166667,44.2030833333,-7.06533333332,8.15216666665,25.9058333333,16.4855,12.0470833333,0.543416666658
224.24,10.6666666667,33.4166666667,33.75,49.0,6.41666666667,14.9166666667,30.25,22.9166666667,21.5833333333,10.1666666667
224.62,3.34966666667,27.69625,27.7779166667,41.9935,1.55233333334,9.64041666667,21.6500833333,17.1568333333,16.83,4.24841666668
225.00,-2.08341666667,17.8571666667,21.5773333333,33.33325,2.45533333334,4.09233333335,19.2709166667,13.2440833333,9.15191666667,0.669666666675
225.38,-8.33333333333,9.5125,16.3520833333,27.2798333333,-1.72941666667,-6.60383333334,12.89325,5.50316666667,3.06608333332,-4.63833333333
225.75,-19.0833333334,-1.41666666667,7.16666666667,15.3333333333,-10.4166666667,-14.6666666666,3.66666666665,-3.91666666668,-4.16666666667,-17.5
226.13,-25.4901666667,-10.7025833333,-0.571916666693,7.598,-17.8104166666,-23.6110833334,-10.5390833333,-10.621,-12.3365833333,-25.6535
226.51,-26.4245,-13.2479166667,-1.70933333332,3.91741666666,-17.16525,-20.5841666667,-13.6750833333,-10.9686666666,-14.31625,-24.1453333333
226.88,-18.5983333333,-5.24275,1.43483333335,5.73949999999,-10.0993333333,-10.9824166666,-8.88533333333,-4.96691666667,-7.67108333332,-13.0795
227.26,-13.4615,-4.80775,2.51825,5.58608333334,-8.28750000001,-6.04391666667,-6.82241666667,-3.11358333333,-6.36458333332,-8.88275
227.64,-8.29600000001,-4.40958333334,1.308,5.08208333333,-5.86683333333,-3.88624999999,-7.47375000001,-2.01791666667,-4.18524999999,-6.50233333334
228.01,-2.11533333334,0.2245,3.30133333334,5.51266666667,-0.673083333335,0.801333333342,-4.74375,0.48066666666,1.15383333333,-2.66025
228.39,-1.83608333333,-0.678166666666,2.90958333333,4.66116666667,-1.5255,1.10166666666,-5.2825,-0.14125000001,1.32775000001,-3.75691666666
228.76,0.0259166666658,0.260333333333,3.33316666667,5.15608333333,-0.546916666666,2.13533333333,-3.67175000001,0.312416666658,2.18749999999,-3.12508333333
229.14,3.266,3.65033333333,5.54766666668,7.44466666666,0.264250000001,4.29858333333,-2.56966666667,2.56966666667,4.99516666667,-0.6965
229.52,3.823,4.682,5.47683333333,8.31183333332,0.730249999998,5.84208333332,-1.93291666667,4.27416666666,4.51016666667,0.773083333333
229.89,5.44333333334,5.661,6.92791666668,9.65933333335,2.25641666667,7.00708333334,-0.89075,6.17583333333,5.74024999999,2.77116666667
230.27,6.18458333334,5.9605,7.13766666667,9.32366666666,2.13016666667,7.92216666667,-0.261833333332,6.61425,5.71741666667,2.93341666667
230.65,7.38716666667,6.805,7.64183333334,9.91624999999,2.85658333333,8.53341666666,0.43675,6.82316666667,5.78608333334,3.54791666667
231.02,7.69375,6.69666666667,6.8285,10.17675,2.784,8.65325,0.60175,6.56491666666,5.19175,2.67133333333
231.40,7.602,7.15933333333,6.44725,9.69966666667,2.55983333333,7.40950000001,-0.404083333333,6.10083333334,5.54275,1.98225
231.78,6.19375,6.92733333333,5.35858333333,8.31283333332,0.509416666665,6.58091666668,-1.18183333333,5.80666666666,4.09533333333,0.346416666665
232.15,3.38408333333,4.2935,2.24183333333,5.96458333334,-2.115,4.67433333334,-4.20891666667,3.78591666666,0.909500000002,-2.07291666667
232.53,4.74425,5.94058333333,2.99075,6.82758333334,-0.866416666667,5.44558333332,-2.55758333333,4.97108333334,1.54708333334,-0.680666666667
232.90,6.89649999999,8.75475,5.498,9.27225000002,1.74325,7.37566666668,-0.900333333332,7.08816666666,3.56325,2.64366666667
233.28,5.4265,6.87991666667,4.05041666667,7.92624999999,0.42625,5.42633333334,-2.96516666667,4.67058333333,2.22875,2.09283333333
233.66,6.45983333334,8.33333333333,5.46458333333,8.66508333334,1.42466666667,6.34274999999,-2.57625,4.97658333333,3.591,3.51283333333
234.03,4.07766666667,6.57158333333,4.41408333333,6.9675,0.0595833333325,5.32466666667,-3.84,2.77125,2.29616666667,2.21683333333
234.41,2.23016666667,6.04233333333,3.4875,6.00175000001,0.547333333326,5.00808333332,-3.4265,2.10875,1.11525,2.67641666666
234.78,1.36558333334,4.53825,2.97191666667,5.44191666667,-0.140499999999,4.73900000001,-4.217,1.486,0.662750000003,2.71083333333
235.16,0.726250000002,4.52991666667,3.59325,5.54274999999,-0.0383333333332,5.00774999999,-4.14758333333,1.07041666667,1.16591666667,3.17283333334
235.54,-0.384666666667,4.39558333333,3.09516666667,4.96325000001,-0.311333333332,5.60441666668,-2.25266666667,0.366333333333,1.447,2.83883333333
235.91,-0.160916666667,4.13083333333,3.77325,4.89983333333,0.250416666668,5.72249999999,-2.18175,0.411333333332,1.985,3.79108333333
236.29,0.124666666667,4.70091666666,4.80766666667,5.69808333333,0.890416666665,6.26791666666,-1.67383333333,1.15741666667,2.119,4.29133333334
236.66,-1.43066666667,3.61233333334,3.21891666667,4.59591666667,-0.500750000001,5.00716666667,-3.29033333333,0.482833333333,0.536583333335,3.57666666667
237.04,-0.869500000002,3.895,3.5145,4.51083333333,0.0179999999993,5.36225,-2.55416666667,1.44925,1.39491666667,4.56516666667
237.41,1.45625,6.10525,5.92966666666,6.84191666667,1.56116666667,7.96483333333,0.473666666667,4.4385,3.71925,5.99991666666
237.79,-0.251333333333,3.50216666666,3.84325,5.83691666667,-0.197583333333,6.19616666667,-1.27508333334,2.712,1.27525,3.53816666667
238.17,1.77333333334,5.25141666667,4.37325,7.09366666666,1.61841666667,7.61008333334,0.637,5.33758333333,2.28991666667,5.40633333334
238.54,1.15608333333,3.98191666667,2.858,5.45916666667,0.015916666665,6.45458333333,-0.995416666668,3.80533333333,1.62166666667,3.51641666667
238.92,1.7505,4.98216666667,2.93233333333,5.41591666667,0.568500000001,6.08916666667,-0.463833333332,3.97958333333,2.04958333333,3.24666666667
239.29,3.81308333333,6.3645,3.59125,6.1565,1.89958333333,7.22399999999,0.623833333334,5.94841666667,3.17541666667,4.43708333333
239.67,4.809,6.73016666667,4.5165,6.78125,2.83725,7.83716666667,0.750583333332,6.79391666668,3.26958333333,5.12708333333
240.04,5.42875,7.803,5.09466666667,7.48041666667,3.71133333333,8.64466666668,1.072,7.27308333334,4.20708333333,5.92458333333
240.42,5.63925,7.93133333333,5.31775,7.64975,4.071,8.99666666666,1.61816666667,7.14725,4.76483333333,6.715
240.79,6.927,8.83991666668,6.12325,7.90525,5.09258333333,10.4036666667,3.09241666667,7.783,6.14958333334,7.93158333333
241.17,6.58983333334,8.38716666667,5.84466666666,7.135,4.81575,10.35325,3.11833333333,7.38091666667,5.79875,7.45008333332
241.54,6.277,8.56258333333,5.88591666667,7.10616666667,5.35316666667,10.2684166667,3.07441666667,7.37583333333,5.82516666667,7.87491666668
241.92,6.02808333334,8.64341666666,5.87575,6.79416666667,5.14591666667,10.2920833333,3.443,7.29908333333,6.16775,7.90741666668
242.29,6.18683333333,8.77025,6.05241666667,7.15633333333,5.25666666666,10.3171666667,3.28383333333,7.3355,6.51191666667,8.09791666667
242.67,6.21491666666,8.82791666667,6.15591666667,7.32258333333,5.41408333333,10.29025,3.2205,7.51083333334,6.50533333333,8.30649999999
243.05,6.44258333333,8.99849999999,6.40066666666,7.64725,5.52058333333,10.6798333334,3.813,7.65766666667,6.80916666667,8.72616666666
243.42,5.91575,8.71399999999,6.09058333333,7.21708333333,5.09775,10.2315,3.46175,7.02158333333,6.31191666667,8.46191666666
243.80,6.09408333333,8.83999999999,6.02308333333,7.32025,5.17225,10.1773333333,3.42466666667,6.99091666667,6.37283333333,8.41933333332
244.17,6.16433333333,8.86941666667,6.23391666666,7.34558333334,5.53425,10.3533333333,3.97566666667,7.03791666667,6.37275,8.78008333333
244.55,5.77366666667,8.29425000001,5.671,6.81908333333,5.04583333333,9.66683333333,3.40483333333,6.54058333333,6.00816666666,8.19166666667
244.92,5.02941666667,7.66975,5.22841666667,6.45616666667,4.51741666667,8.81683333333,2.37941666667,5.92525,5.38966666667,7.45175
245.30,4.65125,7.39058333333,4.91675,6.25341666667,4.19983333334,8.37333333332,2.03133333333,5.54083333333,5.169,7.40833333333
245.67,4.39916666666,6.81883333334,4.62966666667,5.79008333333,3.78591666667,8.08233333335,1.65425,5.10283333333,4.8025,7.30441666667
246.05,4.43283333333,6.80966666667,4.80541666667,5.82633333333,3.91525,8.05391666666,1.60925,5.15933333334,4.84641666667,7.54733333333
246.42,4.1905,6.7245,4.57825,5.53058333333,3.68708333333,7.82308333334,1.60191666666,4.95566666666,4.66675,7.46933333333
246.79,4.26158333333,6.73941666667,4.46083333333,5.55341666667,3.62041666667,7.77308333334,1.61891666666,5.01508333334,4.76591666667,7.55508333333
247.17,4.20575,6.73375,4.44275,5.38575,3.5695,7.63925000001,1.30733333333,4.9665,4.6975,7.535
247.54,4.73158333333,7.15933333333,4.96266666667,5.85341666667,3.9975,8.17116666667,1.94383333333,5.41916666667,5.19641666667,8.031
247.92,5.02075,7.41816666667,5.13208333334,6.10275,4.30458333333,8.42883333333,2.25166666666,5.7845,5.50333333334,8.466
248.29,4.96508333333,7.42533333333,5.07733333333,6.11558333333,4.20325,8.43524999999,2.25966666667,5.78175,5.52083333333,8.33083333333
248.67,5.02558333333,7.57216666666,5.27825,6.36025,4.2775,8.58358333332,2.325,5.98466666667,5.59116666667,8.48991666667
249.04,4.94975,7.57316666667,5.33233333333,6.36841666667,4.28058333333,8.62241666668,2.41191666667,6.03108333334,5.65633333334,8.64933333333
249.42,4.60008333334,7.29366666667,5.1185,6.24583333333,3.99958333333,8.32200000002,1.9375,5.77266666667,5.36483333333,8.33608333333
249.79,4.84391666667,7.55925,5.33383333333,6.44658333333,4.088,8.421,2.15883333333,5.97791666667,5.615,8.3485
250.17,5.12975,7.86225,5.5295,6.69266666666,4.29158333333,8.66783333334,2.35216666667,6.22808333333,5.91625,8.499
250.54,5.34316666667,7.976,5.87183333333,6.86966666667,4.45025,9.00216666665,2.51741666667,6.52308333334,6.08208333334,8.6625
250.92,5.03741666666,7.82016666667,5.76408333333,6.67791666667,4.04858333333,8.86525000001,2.2885,6.13091666667,5.67791666667,8.25091666667
251.29,5.04241666667,7.62483333333,5.57783333334,6.83341666667,3.9835,8.88066666669,2.33425,6.08958333333,5.54233333333,8.03033333333
251.66,4.40625,7.054,4.92216666667,6.42058333333,3.37066666667,8.26441666666,1.55116666666,5.62883333333,5.10466666667,7.318
252.04,3.67483333333,6.44983333333,4.43241666667,5.94333333334,2.62008333333,7.61758333333,0.81175,4.89283333333,4.57475,6.55033333334
252.41,3.415,6.051,4.024,5.56541666667,2.22708333333,7.05591666667,0.00424999999925,4.61591666667,4.369,6.16575
252.79,3.44933333333,6.06666666667,4.02133333333,5.447,2.17533333333,7.12833333334,0.190666666668,4.56733333334,4.50666666667,6.21833333333
253.16,3.43616666666,6.01191666666,4.07233333334,5.16941666666,2.07558333334,7.22766666667,0.149166666667,4.51116666667,4.48491666667,6.05133333334
253.54,4.20641666666,6.72941666667,4.51141666667,5.61575,2.64216666667,7.90483333334,0.901416666667,5.143,5.28458333333,6.51733333334
253.91,4.64858333333,7.33375,4.94883333333,6.18166666667,3.11108333333,8.38716666667,1.47016666667,5.83641666667,5.73791666667,6.89441666667
