wavelength,Back_TiaObsm,Belly_TiaObsm,Breast_TiaObsm,Crissum_TiaObsm,Crown_TiaObsm,DorTail_TiaObsm,Rump_TiaObsm,Throat_TiaObsm,WingTip_TiaObsm
191.71,-43.75,-100.260416667,-79.4270833334,-70.0520833333,-157.291666666,-62.7604166667,-95.8333333332,-7.76041666675,-136.197916667
192.09,-17.6586666667,-60.9125833333,-50.9920833333,-38.0952500001,-97.0239166665,-32.9364166666,-53.3729166668,15.3968333333,-85.1190833332
192.47,-14.0626666667,-41.14575,-38.1945,-22.91675,-80.3820000001,-25.3471666667,-39.40975,26.0069166668,-74.4792500002
192.85,-16.14575,-50.52075,-57.29175,-36.6320000001,-93.9238333334,-39.2360000001,-51.9097500001,14.5487666667,-82.9859999998
193.23,-14.7435833334,-47.91675,-49.6794166668,-36.6985833333,-84.6154166667,-33.0128333334,-45.3525,8.46151666667,-82.2116666666
193.61,-19.086,-43.6828333333,-44.6236666666,-34.81175,-79.3009166667,-27.6880833334,-40.7258333333,1.82788333332,-73.2526666666
193.99,-42.2620833333,-68.8987499999,-69.3451666668,-57.1428333333,-104.46425,-55.9523333333,-63.0952500001,-23.1549833333,-95.3869999998
194.37,-60.37725,-76.1005833334,-82.3899166667,-57.7044166667,-106.918083333,-62.1069166666,-70.2830833333,-28.20755,-99.3710833335
194.75,-76.923,-81.8909166666,-96.7949166667,-66.9871666667,-115.70525,-74.3589166668,-77.4038333333,-37.5961666667,-106.089583333
195.13,-49.8588333333,-54.5196666667,-71.7513333333,-48.4461666667,-88.8417499999,-49.2936666667,-52.1185833334,-29.9150833333,-83.3333333332
195.51,-59.3055833333,-69.3055000001,-83.0554166667,-61.9444166667,-97.3611666667,-57.2223333334,-61.5276666666,-46.2500833333,-94.1668333335
195.89,-62.7778333332,-84.8611666667,-94.0278333334,-71.6666666667,-100.0,-66.3889166667,-73.6110833332,-59.3889666667,-90.5555833335
196.27,-103.546083333,-118.085083333,-134.397083334,-110.461,-136.8795,-93.4396666666,-110.63825,-84.1845499999,-124.468083333
196.65,-102.717333333,-111.594166667,-131.521833333,-101.6305,-126.086916667,-96.1956666667,-115.217333333,-78.4059,-115.3985
197.03,-96.4816666668,-102.777916667,-132.037,-100.185083333,-111.4815,-98.5185,-109.814916667,-68.8149,-105.000083333
197.40,-116.875,-118.125,-147.916666667,-113.125,-115.208333333,-106.458333333,-117.291666667,-71.5833333333,-125.0
197.78,-172.474666667,-178.282833333,-199.24225,-171.464666667,-167.929416667,-156.818166667,-167.676916667,-105.706866667,-183.58575
198.16,-514.583416667,-537.500083333,-597.222166667,-527.083333333,-507.638916667,-474.305583334,-513.888916666,-306.666683333,-561.111249999
198.54,620.138916666,644.4445,681.249833333,588.888833333,622.22225,556.9445,607.638916667,345.833383333,640.277666667
198.92,292.333333333,284.666666667,303.333333333,257.333333333,287.666666667,254.0,279.0,124.8,290.666666667
199.30,167.730416666,150.709333333,164.184333334,148.404166667,157.624166667,140.957416667,148.049583334,68.2268999999,168.794166667
199.68,233.870833334,223.655916667,217.473083333,205.107583333,209.94625,192.47325,194.892416667,89.6236166667,245.96775
200.06,265.123583333,272.530916667,268.209916667,236.419833333,259.567833333,211.41975,222.22225,102.901183334,291.049333333
200.44,192.307583334,204.05975,204.914416667,183.333333333,202.350333333,154.273583333,174.1455,91.2393666666,209.6155
200.82,162.499916667,174.305666667,176.736166667,165.451416667,176.21525,136.631916667,156.249916667,88.1250166667,176.389
201.19,154.081666667,164.115666667,174.659833333,158.843583333,164.795916667,123.809333333,149.319666667,89.0477000001,168.027166667
201.57,152.878666667,165.151416667,168.636416666,160.151583333,161.212083334,124.54525,146.363666666,100.33335,168.63625
201.95,169.833333333,176.166666667,186.5,178.5,173.5,132.833333333,156.833333333,108.6,188.833333334
202.33,190.166666667,191.333333333,204.666666667,198.333333333,190.0,152.166666667,178.5,134.0,205.333333334
202.71,253.153166667,250.22525,270.495583334,253.828916667,255.855916667,199.32425,237.612583333,176.30625,270.4955
203.09,169.535416666,163.661166667,186.338833333,169.672166667,171.584833334,135.109333333,166.80325,122.1586,176.502666667
203.47,163.33325,150.769333333,174.359,162.435916667,155.51275,130.384583333,158.333416666,115.076816667,160.256333333
203.85,191.666583333,173.472166667,190.5555,181.111083333,175.138833334,155.000083333,175.833416667,137.777666667,187.5
204.22,189.224166667,162.35625,179.454,172.557416667,170.68975,146.408,169.683916667,134.856316667,186.637916667
204.60,179.023,153.448333333,166.666666667,163.793166667,166.523,142.959833334,166.235666666,134.367666666,175.431166667
204.98,188.666666667,155.0,174.5,172.0,168.5,142.333333333,174.5,137.6,178.833333333
205.36,185.416666667,153.68575,177.083416667,175.641166666,160.41675,143.108916666,175.0,142.980816667,170.993583333
205.74,183.660166667,151.797583333,180.22875,178.267916667,156.372583333,142.15675,177.28775,153.562233333,172.875833333
206.12,160.052833333,135.581916667,160.714333334,156.481416667,136.904833333,125.925833333,157.407416667,139.841183333,149.735333333
206.50,199.275416667,158.514583334,188.768,188.587083333,160.507333333,154.16675,185.86975,169.021666667,184.057916667
206.87,282.8125,230.989583333,268.229166667,279.6875,236.197916666,226.302083333,269.010416667,235.520833333,288.28125
207.25,257.575666667,210.101,252.272666667,270.201916666,218.434333334,195.707,256.060666666,210.454416667,270.959416667
207.63,273.88875,225.5555,277.222166667,299.16675,227.499916667,207.5,271.388833333,208.333433334,288.055666667
208.01,284.72225,248.888833333,294.999916667,320.5555,247.77775,211.666583333,278.889,204.944483333,312.22225
208.39,526.1905,490.476333333,585.119083334,598.21425,468.452416667,415.47625,535.714333333,360.357233334,599.40475
208.77,-1246.66666667,-1163.33333333,-1298.33333333,-1335.0,-1040.0,-933.333333332,-1220.0,-717.666666667,-1468.33333333
209.14,-391.666666666,-366.071416667,-394.642916667,-423.8095,-324.404833333,-280.9525,-380.35725,-185.118933333,-453.5715
209.52,-258.75,-234.583333333,-255.0,-281.25,-193.75,-166.666666667,-245.833333333,-106.833333333,-312.5
209.90,-360.000083333,-338.888833333,-376.111083333,-403.888916666,-289.999916667,-225.555666667,-356.111083333,-154.111033333,-426.6665
210.28,5658.33333334,4975.0,5333.33333333,6116.66666667,4266.66666667,3100.0,5258.33333334,2558.33333333,5925.0
210.66,2937.5,2558.33333333,2637.5,3033.33333334,2012.5,1550.0,2558.33333334,1342.5,2912.5
211.03,-1512.5,-1314.58333334,-1310.41666667,-1543.75,-1068.75,-804.166666668,-1354.16666666,-790.833333332,-1508.33333333
211.41,-213.768083333,-154.347833333,-172.826083334,-202.53625,-108.695666667,-93.1159166667,-174.275416667,-93.9855333333,-200.362333334
211.79,-300.0,-209.804,-228.9215,-283.823666667,-171.078416667,-112.745,-243.137333333,-133.235433333,-295.588416667
212.17,-640.625,-489.583333333,-588.541666667,-671.875,-457.291666667,-291.666666667,-588.541666667,-346.041666667,-665.625
212.55,-1658.33333333,-1277.77775,-1638.88891667,-1747.22208333,-1230.55558333,-711.111083332,-1513.88883333,-833.33335,-1850.00008333
212.92,-369.230916666,-289.743666667,-403.846166667,-432.692333333,-301.282,-178.84625,-371.15375,-181.538383333,-410.2565
213.30,5100.0,4133.33333333,5583.33333333,5925.0,4591.66666667,3075.0,5150.0,2796.66666667,6125.0
213.68,-1797.22225,-1472.22216667,-1997.22241667,-1966.66666666,-1691.66675,-1111.11108333,-1858.33333334,-1052.77788333,-2277.77783333
214.06,-456.666666667,-333.333333333,-510.0,-478.333333333,-439.166666666,-288.333333333,-494.166666667,-222.833333333,-644.166666667
214.44,-471.875,-351.041666666,-603.125,-517.708333333,-477.083333333,-358.333333333,-533.333333334,-197.708333333,-763.541666667
214.81,697.22225,508.333416667,804.166666667,766.6665,741.666833333,522.22225,766.666666667,262.500066667,1106.9445
215.19,321.875,206.25,334.895833333,340.104166666,315.625,264.583333333,339.0625,159.270833333,469.270833333
215.57,283.854166667,145.833333334,275.0,295.3125,255.729166666,232.291666667,282.291666667,133.125,422.916666667
215.95,183.928583333,95.5357500001,161.309583333,197.619166667,164.881,158.928583333,179.46425,102.440483333,259.523666666
216.32,136.207,59.7700833333,105.172416667,143.9655,127.8735,120.40225,129.023,71.1494999999,210.34475
216.70,160.833333333,52.9166666666,107.5,170.833333333,144.583333333,126.25,152.5,82.8333333334,263.75
217.08,120.238166667,19.4444166668,71.8254166668,126.587166667,110.317333334,114.682416667,105.555666667,59.9205333334,210.317416667
217.46,92.4731666665,41.9355833334,65.0537499999,93.2796666665,87.6343333331,87.6344166666,80.6451666667,46.1829166667,146.505333333
217.83,89.524,40.9525,55.7143333334,92.6190833334,83.5714166665,73.0953333334,70.71425,54.6666166667,117.857166667
218.21,92.5925,35.1851666666,55.5555,100.30875,66.97525,80.8641666666,67.5924166667,51.4812666666,116.975333333
218.59,152.777666667,46.5276666667,97.9165833333,197.222166667,87.5000833332,104.166666667,59.7221666667,58.8888499999,193.750083333
218.97,415.0,158.333333333,250.0,483.333333333,256.666666667,215.0,161.666666667,136.666666667,493.333333333
219.34,1608.33333333,450.0,791.666666668,1291.66666667,608.333333332,158.333333335,108.333333333,-245.0,1575.0
219.72,-190.277833333,-36.1110833332,-30.5556666667,-86.1110833333,12.5001666666,55.5556666668,58.3333333333,135.83325,-188.889
220.10,-2.8845,25.9615833333,20.5129166667,15.0641666667,41.9870833334,37.8204166667,47.1154166666,74.5514166667,-5.76925
220.47,-41.6666666667,-19.5833333333,-21.25,-26.25,14.5833333333,22.0833333334,24.1666666667,77.3333333333,-48.3333333333
220.85,-48.9131666668,-19.56525,-30.0725,-47.1015,-11.9565,7.60883333333,7.60866666666,30.3622499999,-59.4203333334
221.23,-125.980416667,-64.7058333333,-106.3725,-102.450916667,-87.255,-59.8040833333,-63.7255,-11.4707,-157.352916666
221.61,-351.041666667,-208.333333333,-330.208333333,-281.25,-278.125,-171.875,-226.041666667,-97.2916666666,-426.041666667
221.98,-528.333333333,-345.0,-550.0,-426.666666667,-470.0,-318.333333333,-406.666666667,-180.333333334,-696.666666666
222.36,-2875.0,-2233.33333333,-3141.66666667,-2366.66666667,-2416.66666667,-1608.33333333,-2416.66666667,-789.999999999,-3333.33333333
222.74,-207.575666667,-174.999916667,-265.1515,-199.242416667,-187.121166667,-118.939333333,-178.030333333,-61.66675,-279.545333333
223.11,2783.33333333,2066.66666667,3333.33333334,2733.33333333,2558.33333333,1300.0,2258.33333334,846.666666667,3691.66666667
223.49,321.527833333,234.027666667,364.58325,315.972333333,313.194416666,196.527916667,274.305416667,148.750033333,370.138916667
223.87,304.166666667,183.333333333,360.0,314.166666667,304.166666667,198.333333334,285.833333333,143.0,365.833333333
224.24,719.444499999,450.000083333,1011.11108333,722.222249999,816.666749999,480.555666667,744.444333333,192.2223,1022.22225
224.62,-1.25,2.49999999998,-42.9166666667,-5.41666666674,-15.0,58.3333333334,-5.00000000002,77.1666666665,-52.9166666666
225.00,24.495,15.9090833334,5.05041666665,20.7070833333,4.798,44.1919166667,19.1918333333,60.8080833333,-8.3335
225.38,23.1480833333,20.3703333334,14.1975,28.3950000001,11.111,57.716,27.7779166666,75.7406333334,-2.16058333333
225.75,18.8725833333,33.0883333333,14.7059166667,20.0980833333,17.8921666667,34.55875,26.47075,60.4902,-9.31350000003
226.13,-4.92425,15.71975,-8.33341666665,-3.03033333332,-0.378916666675,2.84091666668,-3.21958333332,29.31815,-26.51525
226.51,-26.6666666667,-7.33333333335,-32.0,-28.6666666667,-22.8333333333,-28.5,-29.5,-2.80000000001,-39.8333333333
226.88,-21.1111666667,-8.05549999999,-21.5278333333,-20.1389166667,-9.02783333332,-16.8055,-22.0833333333,-4.77759999999,-31.1110833333
227.26,-10.0400833334,-1.70683333333,-7.83116666667,-9.03616666667,1.20491666668,-0.30125,-7.22891666668,5.86349999999,-13.0521666667
227.64,-5.21983333334,3.11366666667,-0.5495,-4.02941666667,8.79108333332,5.40299999999,-1.099,10.6043333333,-6.04391666667
228.01,-18.4066666667,-5.76924999998,-10.4395833333,-13.9193333333,-0.274583333325,-9.61541666668,-13.5531666667,-1.08068333333,-11.3554166667
228.39,-22.3016666667,-7.93641666665,-12.7775833333,-17.8570833333,-5.07949999997,-11.1111666667,-14.52375,-5.2223,-12.6188333333
228.76,-19.2356666667,-9.08508333333,-10.5264166667,-15.1629166667,-5.82716666668,-12.7193333333,-14.5363333333,-4.16026666667,-8.89733333333
229.14,-15.17675,-5.62916666666,-5.24283333333,-10.04425,-5.02208333332,-8.88525,-9.60258333335,1.47906666666,-2.70416666666
229.52,-12.8495,-2.15041666666,-0.699000000001,-5.75274999999,-1.72033333333,-3.38716666668,-3.97850000001,5.87091666666,1.34400000001
229.89,-4.06858333333,7.40191666667,6.76483333333,3.97066666665,9.36266666666,5.63733333331,4.41183333333,12.9118,9.80400000001
230.27,-2.19041666667,10.6665833333,6.66675,6.57124999998,11.1429166667,9.42858333333,6.57133333333,16.3143,12.143
230.65,-6.00200000001,9.07733333333,4.0675,4.16675000001,8.38283333333,5.35716666666,3.37308333334,13.05555,8.87908333334
231.02,-6.30633333333,9.59458333332,3.33333333333,3.42341666666,6.17141666666,4.05408333334,2.83783333333,11.2432666667,8.01799999999
231.40,2.72191666666,17.6296666667,10.2176666667,10.176,14.1959166667,12.6465,10.469,19.3047833334,12.93975
231.78,2.43233333333,17.4323333333,10.8560833333,11.12625,14.4594166667,14.0089166666,11.081,22.1442833333,12.16225
232.15,7.67808333334,21.957,14.1385,14.9345833333,17.369,18.3988333333,15.2621666667,26.03935,15.1685833333
232.53,11.0335833333,23.4171666666,17.9704166667,16.99275,19.4134166667,20.2514166667,17.1788333333,24.8791166666,14.8045
232.90,11.0440833333,21.53625,16.7671666666,15.1606666667,16.3655,17.26925,13.755,22.9318666667,14.2069166667
233.28,6.22358333335,16.3500833333,12.9218333333,10.8120833333,10.3903333333,12.9218333333,10.8120833333,19.3143,10.7594166667
233.66,2.29166666667,9.27083333333,8.02083333335,4.47916666667,2.60416666667,5.41666666667,5.88541666667,12.5833333333,6.14583333334
234.03,2.86458333333,6.77083333333,4.84375,3.75000000001,-0.104166666658,4.16666666666,4.68749999999,12.2291666667,5.98958333334
234.41,3.24383333333,6.04033333332,3.97091666667,2.23716666666,-1.45408333333,4.92175000001,4.19458333332,11.70035,6.54366666666
234.78,-4.64283333332,0.595166666675,-3.15466666666,-4.64266666668,-8.63083333334,-3.51208333333,-1.60716666666,3.28566666665,3.86916666667
235.16,4.13908333333,7.83658333333,1.87625,0.882916666693,0.220749999998,2.26275000001,2.64908333332,7.79239999999,12.2516666667
235.54,6.74849999999,13.2411666667,6.7995,3.27199999997,5.62350000002,8.69108333332,7.25974999999,10.65435,16.00175
235.91,7.56183333333,13.8375,4.68108333334,3.75508333336,6.68733333333,11.83125,8.43633333335,11.6769666667,20.5760833333
236.29,12.83075,16.27,10.8025833334,9.56783333332,14.6825,16.5345,13.6686666667,15.8201666666,24.4709166667
236.66,15.257,16.0033333333,13.5156666667,12.0231666667,16.08625,18.7395833333,14.6350833333,17.8691,27.4046666666
237.04,15.29975,16.5784166667,14.81475,10.40575,16.314,19.9295,14.0653333333,16.64915,28.836
237.41,16.7885833333,19.3495833333,18.6178333333,12.561,19.4309166666,23.2926666666,17.4798333334,17.18695,29.3496666667
237.79,14.3975,16.9013333333,17.33175,13.1454166667,20.8528333333,21.7919166666,15.8451666667,16.5883833333,28.12975
238.17,17.5609166667,15.59375,18.9198333333,15.844,21.0658333333,21.8525833333,16.5950833333,18.1402166667,26.85975
238.54,18.9723333333,16.7654166666,19.76275,18.44525,22.4636666667,22.2990833333,18.05,18.9526166667,27.4375833333
238.92,18.0064166667,14.379,16.9935,18.1373333333,20.1306666667,19.9999166667,14.575,16.4771166667,26.3071666667
239.29,13.6255833334,9.26891666666,12.6024166667,13.5379166667,15.4385,15.117,9.09349999999,10.8481,20.2048333333
239.67,11.3133333333,8.71958333334,10.5959166667,11.4239166667,12.4171666667,13.9900833333,7.00883333333,8.66456666666,18.04625
240.04,9.88133333332,9.15891666667,9.00408333333,9.54591666667,10.99075,12.642,6.03725,7.08971666666,15.4280833333
240.42,13.0951666667,13.77875,12.6324166666,13.1173333333,15.1014166666,15.8288333333,10.3174166667,11.7284,18.1878333333
240.79,13.7648333333,14.88225,13.3921666667,13.549,15.8038333333,16.2156666667,10.6668333334,13.1490833333,18.5880833333
241.17,14.55825,15.2610833333,13.2360833333,12.3158333333,14.9095833333,16.081,10.9439166667,13.0724,17.6205
241.54,12.05025,13.5641666667,11.1660833333,9.42741666668,12.0205,14.5234166667,9.30783333334,11.19305,15.7225
241.92,9.46166666668,11.28325,9.20333333333,6.94666666667,9.13533333334,12.6155833333,7.53116666667,9.22233333333,13.336
242.29,9.31433333333,11.2645833333,9.55666666667,6.71025,9.01158333334,12.42725,7.95791666667,9.38696666667,13.2874166667
242.67,10.9565,12.664,10.9678333333,7.6435,10.2779166667,13.7381666666,9.55441666666,10.8660333333,14.6991666667
243.05,11.1326666667,12.7368333333,10.8096666667,7.53666666666,10.22825,13.749,9.76524999998,11.1242333333,14.4271666667
243.42,10.8690833333,12.279,10.5009166667,6.89166666667,9.79600000001,13.0365833333,9.48025,10.92385,13.8783333333
243.80,9.59491666667,10.5915833333,9.36174999999,5.96908333333,7.99416666667,11.8214166667,8.38633333333,9.83666666666,12.7120833333
244.17,9.84058333333,10.3503333333,9.42666666668,6.08275,7.50533333333,11.412,8.20583333334,9.55211666667,12.64325
244.55,9.443,9.75841666668,9.30158333333,6.11391666667,7.00616666666,10.6505,7.80033333333,9.42991666666,12.87
244.92,10.3920833333,10.4466666667,9.69116666667,7.1835,8.01575,10.9613333333,8.33325000001,10.0000666667,13.8303333333
245.30,10.8696666667,10.9938333333,9.66883333333,7.36025,8.22975,11.5216666667,8.85091666668,10.7618166667,13.83025
245.67,10.578,10.6155,9.11908333334,7.29516666667,7.978,11.48525,8.94116666668,11.1784333333,13.1408333334
246.05,10.1356666667,10.6303333333,8.895,7.22675,7.52841666666,11.18375,9.06266666667,11.3011333333,13.0365833333
246.42,9.63591666666,9.60633333333,8.22241666666,6.35016666667,6.79383333333,10.1465,8.56991666667,10.4722,12.8035833333
246.79,9.60133333334,9.31383333334,8.18941666667,6.41158333333,6.74516666666,10.281,8.56866666667,10.1045666667,12.95425
247.17,9.79741666667,9.42833333333,8.08733333333,6.4945,7.02741666667,10.1780833333,8.65549999999,9.94035000002,12.9598333333
247.54,9.01375000001,8.44141666667,7.02091666667,5.471,6.08116666667,9.52166666667,7.86883333334,9.18773333333,12.14075
247.92,9.46749999999,8.94916666666,7.21475,5.78816666667,6.47058333333,10.0883333333,8.21516666667,9.70745000001,12.618
248.29,8.85033333333,8.31833333333,6.82825,5.09233333333,5.83483333334,9.55258333332,7.49541666667,9.10800000001,12.0761666667
248.67,8.91016666667,8.29291666667,6.89641666667,5.25208333333,5.97041666667,9.50216666666,7.43783333333,9.00521666668,12.4064166667
249.04,9.01041666667,8.61266666667,7.17275,5.58783333333,6.16275,9.61208333332,7.506,9.01658333333,12.8144166667
249.42,8.47225000001,8.26391666667,6.63066666667,5.34525,5.8025,9.02258333333,6.76391666667,8.40506666667,12.2423333333
249.79,8.30141666667,8.48050000001,6.64608333333,5.68758333333,5.76425,9.06825,6.50566666667,8.3013,12.0334166667
250.17,8.49424999999,9.38199999999,7.14483333333,6.30583333333,6.36191666667,9.66166666667,6.84425,8.97796666667,12.472
250.54,8.92366666667,9.80916666667,7.758,7.14508333333,6.76641666667,10.36175,7.07691666667,9.70921666667,12.77625
250.92,9.10916666667,10.7499166667,8.12283333334,7.65433333333,7.50883333333,10.8710833333,7.65441666666,10.21795,13.1020833333
251.29,9.26574999999,11.3365833333,8.713,7.987,7.66525,11.452,8.06125,10.31515,13.2424166666
251.66,9.93783333333,12.0744166667,9.06191666666,8.47241666666,8.19425,11.8451666667,8.76716666667,11.1312833333,13.4250833333
252.04,8.53275,10.7285,7.50166666667,6.62825,6.60325,10.3708333333,6.97766666667,9.70720000001,11.5435
252.41,8.01158333334,9.9835,6.64208333334,5.74258333333,5.61891666667,9.51316666667,6.42758333333,9.13538333333,10.8498333333
252.79,9.46558333333,11.0295833333,8.05633333333,6.89958333333,6.77741666667,10.7688333333,8.10533333334,10.6468666667,12.0641666667
253.16,10.62375,12.3375,9.2835,8.02475,7.86225,12.21575,9.67358333332,12.0678833333,13.1905
253.54,10.795,12.2255833333,9.19825,8.13383333333,7.67633333334,12.1339166667,9.84691666666,12.31705,12.9823333333
253.91,10.6390833333,12.4870833333,8.86025,7.72883333333,7.82375,11.85675,9.76674999999,12.228,12.65125
254.28,11.636,13.4449166667,10.178,8.99908333333,9.02608333333,12.6980833333,10.79,13.0849,13.8229166667
254.66,11.6091666667,13.42925,10.09575,9.54999999999,9.28166666667,12.33725,10.891,12.9061833333,13.6109166667
255.03,11.5809166667,13.8684166666,10.284,9.712,9.78349999999,12.70425,11.1725,12.7206666667,13.7255
255.41,13.4574166666,16.0039166666,12.64725,11.70025,12.2264166667,14.6569166666,13.6574166667,14.8042666667,15.8145
255.78,12.9235833333,15.0795,12.3660833333,10.5319166667,12.1085,13.996,12.8058333333,13.7559,15.1759166667
256.15,10.8639166667,12.83825,10.1658333333,8.38783333333,10.2311666667,11.9,10.3730833333,11.1824333334,13.6234166667
256.53,8.86849999999,10.60025,7.88191666667,5.951,8.39633333334,9.35125,7.924,8.89373333333,11.4713333333
256.90,8.53291666667,9.68066666666,7.60483333333,5.27941666667,7.535,8.7425,7.06591666667,8.11383333333,11.0879166667
257.28,8.01416666667,8.67116666667,7.179,4.77658333333,6.40958333333,8.31466666667,6.60641666666,7.78536666667,11.2238333333
257.65,7.13925,7.32558333333,6.32625,3.97183333333,5.08966666667,7.478,5.64875,7.12228333333,10.5099166667
258.02,7.64566666667,7.41633333333,7.1355,3.99283333333,5.16125,8.00808333333,5.9375,7.54218333334,10.7588333333
258.40,7.87775,7.38433333333,7.24508333333,4.68875,5.119,8.55483333333,6.3655,7.77281666667,11.12375
258.77,8.16941666666,7.28641666667,7.1965,5.15541666667,5.18183333333,9.01016666667,6.599,7.62163333333,11.4213333334
259.15,8.50325000001,7.78233333333,7.52058333334,5.80808333334,5.68408333333,9.58216666667,7.167,8.26805,12.0615
259.52,8.56983333333,7.88883333333,7.579,5.96458333333,5.79741666667,9.83358333333,7.22858333333,8.65613333333,12.0924166667
259.89,8.65133333334,7.6785,7.58491666667,6.01725,5.72508333334,10.0246666667,7.233,8.73445,11.9406666666
260.27,8.70916666667,7.75725,7.49025,6.14466666666,5.89858333333,10.06875,7.2935,8.81021666667,11.9588333333
260.64,8.99058333332,8.08808333333,7.88041666666,6.52841666667,6.28333333333,10.4106666667,7.64883333334,9.02946666666,12.2428333333
261.01,9.30000000001,8.54433333333,8.28566666666,6.87291666667,6.68575,10.82525,8.12908333334,9.3191,12.59525
261.39,9.45866666666,9.01974999999,8.45525,7.16275,7.22208333333,11.1065,8.36825,9.63851666666,13.0469166667
