wavelength,Back_HemPium,Belly_HemPium,Breast_HemPium,Crissum_HemPium,Crown_HemPium,DorTail_HemPium,Patch10_HemPium,Rump_HemPium,Throat_HemPium,WingTip_HemPium
293.01,-0.291666666667,-0.669444444444,-1.436,-1.39033333333,-0.658,4.80044444444,0.20611111111,0.689666666664,-2.03111111111,4.22255555555
293.38,-0.839000000002,-0.897222222221,-1.66633333333,-1.68388888889,-0.984555555556,4.39311111111,-0.221333333332,0.183611111111,-2.52866666667,3.83377777778
293.75,-0.969444444446,-1.14933333333,-2.17122222222,-1.811,-1.30033333333,4.02877777778,-0.522444444446,-0.159611111111,-2.85022222222,3.38444444444
294.12,-0.572777777779,-0.740333333332,-1.903,-1.44011111111,-1.20311111111,4.49422222222,-0.167666666667,0.196555555556,-2.46388888889,3.68444444444
294.49,-0.733222222221,-1.11388888889,-2.05744444444,-1.47766666666,-1.60266666667,4.58088888889,0.00566666666667,-0.0994444444447,-2.836,3.60322222222
294.86,-0.978111111112,-1.50277777778,-2.28166666667,-1.64633333333,-1.88422222222,4.41455555556,-0.09411111111,-0.281777777778,-2.98911111111,3.39244444445
295.23,-0.309333333332,-0.828333333332,-1.74622222222,-1.12733333333,-1.484,5.03911111111,0.377444444443,0.167666666667,-2.302,3.96422222222
295.60,-0.591666666667,-1.25855555555,-1.99555555556,-1.19322222222,-1.89044444444,4.628,0.080222222222,-0.263166666667,-2.61722222222,3.51988888889
295.97,0.0756666666667,-0.538777777778,-1.413,-0.368555555554,-1.00655555556,5.21744444444,0.879222222221,0.328222222222,-2.04633333333,4.03133333334
296.34,-0.332333333332,-0.924333333333,-1.57544444444,-0.701333333334,-1.16122222222,5.009,0.655888888889,0.000166666666667,-2.21766666666,3.907
296.71,-0.862111111113,-1.30622222222,-1.953,-1.17455555555,-1.46466666667,4.56166666667,0.171666666667,-0.483888888889,-2.59088888889,3.46611111111
297.08,-1.021,-1.43466666666,-2.05066666667,-1.10722222222,-1.54233333333,4.51077777778,0.0689999999999,-0.585888888889,-2.56788888889,3.28733333333
297.45,-0.825222222223,-1.49355555556,-2.06477777778,-1.08755555556,-1.375,4.58655555556,0.296111111111,-0.423166666667,-2.44988888889,3.31311111111
297.82,-0.896777777777,-1.59466666667,-1.89466666667,-1.26477777778,-1.34511111111,4.72866666667,0.435555555556,-0.4505,-2.41944444444,3.23544444444
298.19,-0.451222222222,-1.18066666667,-1.39555555555,-0.687444444444,-0.73788888889,5.09811111111,1.03744444445,-0.158055555556,-1.92677777778,3.597
298.56,-0.481111111112,-1.26477777778,-1.57155555556,-0.723888888889,-0.515333333334,4.94855555556,0.847555555556,-0.251333333334,-1.844,3.424
298.93,-0.838111111112,-1.62,-1.81855555555,-0.898555555557,-0.907333333334,4.56633333333,0.432,-0.488166666666,-2.04333333333,3.20544444445
299.30,-1.90666666667,-2.58277777778,-2.73611111111,-1.803,-1.785,3.597,-0.477777777778,-1.38166666667,-2.66866666667,2.35744444445
299.67,-1.625,-2.08933333333,-2.382,-1.68088888889,-1.52744444445,4.035,-0.162444444444,-1.00538888889,-2.31244444444,2.73477777778
300.04,-1.98122222222,-2.45566666667,-2.46522222222,-2.28133333334,-1.97633333333,3.70044444444,-0.532888888889,-1.40211111111,-2.56722222222,2.50888888889
300.41,-1.51933333333,-1.96422222222,-2.18911111111,-2.01422222222,-1.57933333333,4.02855555556,-0.105,-0.979722222221,-2.26411111111,2.634
300.78,-1.102,-1.53766666667,-1.90144444445,-1.57855555556,-0.97388888889,4.60222222222,0.563666666666,-0.489388888889,-1.83477777778,3.07511111111
301.15,-0.823333333333,-1.442,-1.65177777778,-1.39488888889,-0.959555555557,4.90777777778,0.844333333333,-0.361722222222,-1.57844444444,3.20388888889
301.52,-0.504888888887,-1.15844444445,-1.403,-1.15844444444,-0.717444444445,5.02155555556,0.977666666667,-0.132722222222,-1.38166666667,3.41144444444
301.89,-0.177111111111,-0.681444444442,-1.07311111111,-0.831555555557,-0.273444444444,5.25766666667,1.31444444444,0.0777222222223,-1.04633333333,3.84144444445
302.26,-0.92677777778,-1.19633333333,-1.68655555555,-1.70266666667,-1.03455555556,4.54255555556,0.479555555557,-0.390722222221,-1.595,3.34622222222
302.63,-1.18444444444,-1.02288888889,-2.00244444444,-2.05666666667,-1.29733333333,4.33344444445,0.296111111112,-0.454722222222,-1.77122222222,3.316
303.00,-0.814777777779,-0.439555555557,-1.58133333333,-1.70988888889,-0.809333333333,4.68466666667,0.82011111111,-0.150111111111,-1.29166666667,3.88588888889
303.37,-0.363222222223,-0.136555555557,-1.24677777778,-1.29422222222,-0.431222222222,4.94522222222,1.33622222222,0.11561111111,-1.01011111111,4.256
303.74,-0.535555555556,-0.383333333334,-1.51766666667,-1.59088888889,-0.630111111112,4.73111111111,1.192,-0.0577222222244,-1.19733333333,4.08
304.10,-0.897,-0.807111111111,-2.02611111111,-1.84666666667,-0.807222222223,4.52133333333,0.986555555556,-0.303499999998,-1.56155555555,3.75111111111
304.47,-1.47811111111,-1.44155555556,-2.47911111111,-2.07011111111,-1.37322222222,3.96222222222,0.518666666668,-0.767666666667,-1.97066666666,3.52744444445
304.84,-1.33222222222,-1.527,-2.30644444445,-1.82211111111,-1.50088888889,3.72811111111,0.679111111112,-0.671555555558,-1.85888888889,3.62288888889
305.21,-1.532,-1.64344444444,-2.62944444445,-2.115,-1.52155555555,3.451,0.646666666665,-0.842777777778,-2.17333333333,3.51455555556
305.58,-1.59555555556,-1.65455555556,-2.67888888889,-2.09722222222,-1.63311111111,3.517,0.854,-0.955277777779,-2.17222222222,3.61833333333
305.95,-1.69555555556,-1.98677777778,-2.79766666667,-2.12988888889,-1.81222222222,3.42833333333,0.890222222221,-0.921999999999,-2.40011111111,3.49722222222
306.32,-1.34166666667,-1.97511111111,-2.53433333333,-1.74088888889,-1.71422222222,3.70022222222,1.17655555556,-0.764,-2.49688888889,3.65233333333
306.69,-0.887555555553,-1.79644444445,-1.91255555556,-1.28922222222,-1.47422222222,4.12633333334,1.643,-0.454333333334,-2.09233333334,3.783
307.06,-0.829333333333,-1.71088888889,-1.86244444445,-1.46577777778,-1.36666666667,4.19922222222,1.64322222222,-0.367722222221,-2.358,3.52111111111
307.43,-0.787,-1.45388888889,-1.61044444444,-1.16222222222,-1.08388888889,4.58611111111,1.88666666667,-0.242333333333,-2.30344444444,3.65322222222
307.80,-0.42111111111,-1.24755555555,-1.07833333333,-0.646777777778,-0.482555555557,4.86244444445,2.40311111111,0.100277777777,-1.86888888889,3.98444444444
308.17,-0.0746666666667,-0.899777777777,-0.720888888888,-0.323222222222,-0.184111111111,5.09077777778,2.71922222222,0.430055555556,-1.36222222222,4.31044444445
308.54,0.239666666669,-0.166333333333,-0.337666666667,0.0684444444443,0.283777777778,5.284,3.10677777778,0.719277777778,-1.06166666666,4.62355555556
308.90,0.164999999999,0.0658888888877,-0.376888888889,-0.0943333333333,0.358111111111,5.29888888889,3.02388888889,0.732444444443,-0.984555555555,4.57344444444
309.27,0.298555555554,0.361666666666,-0.058777777778,0.267,0.461333333333,5.58255555555,3.16233333333,0.993111111111,-0.710333333333,4.88155555555
309.64,0.803777777777,0.764888888889,0.447444444444,0.617,1.15144444445,5.96177777778,3.60244444444,1.58822222222,-0.182444444444,5.397
310.01,1.39766666667,1.37677777778,0.826222222222,1.14744444444,1.73577777778,6.32955555556,4.04722222222,2.14661111111,0.438111111111,5.75366666667
310.38,1.63122222222,1.64333333334,0.85988888889,1.27988888889,2.16811111111,6.569,4.46544444444,2.47283333333,0.880222222221,5.95111111111
310.75,1.66633333333,1.543,0.743555555556,1.197,2.14355555556,6.45833333333,4.54544444445,2.41777777778,0.787444444445,5.95722222222
311.12,1.77266666667,1.62766666666,0.847222222222,1.50211111111,2.31788888889,6.39288888889,4.85544444445,2.63361111111,0.960888888889,6.07144444444
311.49,1.88211111111,1.78922222222,1.145,1.59122222222,2.61166666667,6.388,5.04522222222,2.9535,1.16422222222,6.19011111111
311.85,2.06888888889,1.97166666667,1.17444444444,1.70722222222,2.625,6.49444444444,5.10611111111,3.06638888889,1.21722222222,6.25333333333
312.22,2.18344444444,2.15977777778,1.13144444444,1.82733333333,2.76911111111,6.49111111111,5.23333333333,3.202,1.28944444444,6.28933333334
312.59,2.65744444444,2.40233333333,1.49,2.07577777778,3.23088888889,6.83633333333,5.61722222222,3.68516666666,1.62533333333,6.55755555555
312.96,2.84611111111,2.41355555555,1.49466666667,2.30311111111,3.33622222222,6.91744444444,5.75777777778,3.84866666667,1.69066666667,6.81933333333
313.33,2.62311111111,2.079,1.20888888889,2.01644444445,3.15855555556,6.46766666667,5.65177777778,3.7295,1.42666666667,6.52611111111
313.70,2.09477777778,1.53155555556,0.662555555556,1.44966666667,2.47766666667,5.88888888889,5.17044444444,3.15505555556,0.683777777779,5.85866666667
314.07,1.59688888889,1.152,0.231444444443,0.974000000001,1.815,5.52877777778,4.72388888889,2.76877777778,0.249000000001,5.54655555556
314.43,1.473,0.927333333335,0.050111111111,0.850222222223,1.72311111111,5.32811111111,4.69611111111,2.57538888889,-0.149888888891,5.33266666667
314.80,1.54888888889,1.16866666667,0.329222222222,1.04344444444,1.85966666667,5.26355555556,4.91555555555,2.70594444444,0.0462222222213,5.37
315.17,1.45233333333,1.09411111111,0.210111111111,0.802666666668,1.76266666666,5.23066666667,4.92977777778,2.5105,0.0716666666667,5.13533333333
315.54,1.27777777778,0.825888888888,-0.315777777778,0.582888888889,1.34077777778,4.87277777778,4.67855555556,2.07466666666,-0.140888888889,4.62511111111
315.91,0.530555555556,0.353777777778,-1.03166666667,-0.103222222221,0.62888888889,4.24888888889,4.05244444445,1.30411111111,-0.72211111111,4.03288888889
316.28,0.466000000001,0.230666666667,-0.99588888889,-0.250222222221,0.304,4.09122222222,3.89966666667,1.04233333333,-1.02044444445,3.83133333333
316.64,-0.198555555557,-0.139,-1.52355555555,-0.749333333334,-0.362222222222,3.61266666667,3.40422222222,0.632722222221,-1.44433333333,3.31511111111
317.01,-0.714666666663,-0.570555555554,-1.96533333333,-1.32,-0.82388888889,3.06677777778,3.13622222222,0.220833333334,-1.94022222222,2.69977777778
317.38,-0.39288888889,-0.109333333333,-1.80033333333,-1.11411111111,-0.452555555556,3.62077777778,3.58111111111,0.347999999998,-1.41755555556,3.02888888889
317.75,-0.677666666667,-0.224333333336,-1.98822222222,-1.25066666667,-0.453444444443,3.44277777778,3.41811111111,0.087333333331,-1.28055555556,2.89988888889
318.12,-0.85311111111,-0.386555555556,-1.94722222222,-1.15933333333,-0.200666666667,3.40255555556,3.448,-0.0201111111133,-1.36011111111,2.77033333333
318.49,-0.855000000003,-0.115555555557,-1.816,-1.12666666667,-0.0401111111111,3.49566666667,3.45566666667,-0.0905555555533,-1.13677777778,2.80677777778
318.85,-0.98022222222,-0.439555555557,-2.14755555556,-1.43011111111,-0.015111111111,3.41566666667,3.36011111111,-0.27027777778,-1.50566666667,2.69322222222
319.22,-0.99177777778,-0.59711111111,-2.38311111111,-1.38144444444,-0.172,3.24844444445,3.16744444444,-0.293444444443,-1.62422222222,2.75244444444
319.59,-1.02811111111,-0.681999999997,-2.40233333333,-1.54233333333,-0.361555555556,3.21166666666,3.23188888889,-0.175666666667,-1.82711111111,2.87066666667
319.96,-0.327111111112,-0.286222222223,-1.89622222222,-0.86888888889,0.454888888889,3.59311111111,4.14,0.539222222223,-0.986444444444,3.36822222222
320.32,-0.261333333334,-0.256222222222,-1.64444444444,-0.548111111111,0.932444444444,3.89333333333,4.49777777778,0.75038888889,-0.532888888889,3.68322222222
320.69,0.0355555555543,-0.351111111113,-1.70533333333,-0.366444444444,1.10966666667,4.15833333334,4.69266666667,0.709944444442,-0.422555555557,3.82766666667
321.06,0.673444444443,0.112111111112,-1.33144444445,-0.0304444444443,1.668,4.71877777778,5.132,1.19116666667,0.0409999999999,4.14244444445
321.43,0.668222222222,-0.234555555557,-1.25488888889,-0.153111111111,1.51511111111,4.44355555555,4.92311111111,1.16822222222,-0.321333333333,3.82622222222
321.80,1.05033333333,0.0706666666657,-0.929222222221,0.176888888889,1.65655555556,4.798,5.34333333333,1.67427777778,-0.232222222222,4.01011111111
322.16,1.78544444444,0.735999999999,-0.457666666668,0.507333333332,2.074,5.15266666666,6.26166666667,2.21827777778,0.223666666666,4.45622222222
322.53,1.91255555556,0.895,-0.324666666666,0.422999999999,2.08466666667,4.96066666667,6.28811111111,2.45311111111,0.162222222222,4.61144444444
322.90,2.07533333333,1.42166666667,-0.100222222222,0.672777777779,2.30911111111,5.09033333333,6.53611111111,2.81705555556,0.338777777778,4.79944444445
323.27,2.01655555556,1.61755555556,0.0416666666667,0.533222222221,2.33633333333,5.05255555556,6.79088888889,2.81372222222,0.305777777778,4.80255555556
323.63,2.08144444445,1.64788888889,-0.153444444444,0.654666666668,2.45622222222,4.89855555556,6.92588888889,2.64127777778,0.406333333333,4.76766666667
324.00,1.50277777778,1.18533333333,-0.581888888888,0.180666666668,1.882,4.63666666667,6.52733333333,2.22772222222,-0.238,4.31922222222
324.37,1.56955555555,1.407,-0.590222222222,0.102555555555,1.745,4.63177777778,6.53922222222,2.32433333333,-0.260777777778,4.19544444444
324.74,1.88977777778,1.78611111111,-0.133,0.294777777777,1.894,4.77266666667,6.94911111111,2.75816666667,0.128777777778,4.50255555556
325.10,1.56922222222,1.53266666667,-0.158111111111,0.154,1.68677777778,4.57822222222,6.73555555556,2.56888888889,-0.113444444444,4.47277777778
325.47,1.434,1.42577777778,-0.398888888889,0.177666666668,1.64311111111,4.31733333333,6.64388888889,2.43516666667,-0.252888888888,4.38055555555
325.84,1.65966666667,1.79511111111,-0.181777777778,0.495111111112,1.853,4.51877777778,6.95588888889,2.61333333333,0.0463333333333,4.65011111111
326.21,1.21933333333,1.387,-0.559888888889,0.278222222222,1.61933333333,4.32488888889,6.451,2.18722222222,-0.190555555557,4.35911111111
326.57,1.34211111111,1.42155555556,-0.591555555556,0.360111111112,1.60377777778,4.50722222222,6.67977777778,2.2005,-0.136444444446,4.29144444444
326.94,1.18277777778,1.00744444445,-0.824111111111,0.190666666667,1.29733333333,4.27344444444,6.52466666667,1.81611111111,-0.187,4.07511111111
327.31,1.29988888889,1.00555555555,-0.741666666666,0.271666666668,1.37266666667,4.46977777778,6.53044444444,1.75888888889,-0.126111111113,4.17511111111
327.67,1.285,0.877222222221,-0.554,0.180888888889,1.32355555556,4.52066666667,6.39422222222,1.74472222222,-0.400111111112,4.16644444444
328.04,1.62744444444,1.35466666666,-0.168777777778,0.330111111111,1.71188888889,4.73633333333,6.57066666667,1.96116666667,-0.11511111111,4.47511111111
328.41,1.12244444444,0.806888888889,-0.533777777777,-0.101333333333,1.45777777778,4.18166666667,6.21233333333,1.49472222222,-0.635333333333,4.244
328.78,0.576444444444,0.236777777778,-1.01088888889,-0.501444444443,1.10544444445,3.71944444444,5.73722222222,0.912277777777,-1.149,3.70388888889
329.14,0.567444444444,0.111333333333,-1.10711111111,-0.432555555555,1.01177777778,3.50411111111,5.81355555556,0.926666666667,-1.21055555556,3.52755555556
329.51,0.169333333334,-0.274222222222,-1.32344444444,-0.839,0.742444444444,3.24388888889,5.608,0.720222222222,-1.52511111111,3.33666666667
329.88,0.127,-0.802888888889,-1.565,-1.07744444444,0.581666666668,3.05211111111,5.59666666667,0.700611111112,-1.80688888889,3.24877777778
330.24,0.11188888889,-0.90211111111,-1.51455555556,-1.08422222222,0.591666666668,2.88866666667,5.76044444444,0.806944444443,-1.88688888889,3.26088888889
330.61,0.205333333334,-0.961,-1.35922222222,-0.84588888889,0.751444444443,3.16166666667,5.81022222222,0.911500000001,-1.69166666667,3.49011111111
330.98,0.184,-0.85811111111,-1.16066666667,-0.792777777779,0.98077777778,3.41633333333,5.95388888889,1.10738888889,-1.69588888889,3.53066666666
331.34,0.154444444444,-0.784555555555,-1.20733333333,-0.731888888888,0.992,3.36211111111,6.14311111111,1.33544444445,-1.76033333333,3.533
331.71,0.609333333333,-0.342333333334,-0.947777777778,-0.338333333334,1.42577777778,3.819,6.71455555556,1.89972222222,-1.123,3.93466666666
332.08,0.414888888891,-0.638444444444,-1.19833333333,-0.286000000001,1.35122222222,3.72066666667,6.67755555556,1.80572222222,-1.17888888889,3.76366666667
332.44,0.456666666668,-0.557,-1.36611111111,-0.182000000001,1.53255555556,3.88955555556,6.97388888889,1.97777777778,-1.01422222222,3.76177777778
332.81,0.88411111111,0.053111111111,-0.986444444444,0.265444444443,2.14322222222,4.26,7.53766666667,2.44688888889,-0.542333333333,4.30933333333
333.18,1.65877777778,0.917,-0.432333333333,0.883333333332,2.937,4.91988888889,8.28966666667,3.02472222222,0.208888888889,4.99822222222
333.54,2.12655555556,1.53088888889,-0.0366666666666,1.13622222222,3.28844444445,5.25033333334,8.71422222222,3.35233333333,0.774666666668,5.31633333333
333.91,1.99711111111,1.936,0.186444444444,1.22988888889,3.34533333333,5.26333333334,8.66955555555,3.34511111111,0.842666666666,5.21666666667
334.28,2.10488888889,2.08344444445,0.168888888889,1.37622222222,3.28733333333,5.28277777778,8.74255555556,3.36816666667,0.767222222223,5.17366666667
334.64,1.81288888889,1.97355555555,-0.0455555555557,1.06888888889,3.04566666667,4.80277777778,8.56111111111,3.163,0.405333333333,4.946
335.01,1.83911111111,2.12411111111,-0.0104444444443,1.13566666667,3.07122222222,4.78677777778,8.59933333333,3.16038888889,0.494111111111,5.15066666667
335.38,2.03055555556,2.34677777778,0.255666666666,1.30088888889,3.33166666667,4.99244444444,8.80488888889,3.44261111111,0.867333333332,5.23788888889
335.74,1.613,2.01322222222,-0.02,0.926666666667,2.976,4.57233333333,8.52155555556,3.00955555556,0.39,4.739
336.11,1.99855555556,2.15133333333,0.321888888889,1.14522222222,3.27633333333,4.84333333333,8.95666666667,3.32133333333,0.577555555556,5.15222222222
336.47,2.464,2.575,0.807111111111,1.63077777778,3.562,5.27788888889,9.34633333332,3.75827777778,0.928333333331,5.52288888889
336.84,2.41777777778,2.31766666667,0.66188888889,1.46877777778,3.36044444444,5.15511111111,9.28411111111,3.64944444444,0.76188888889,5.31022222222
337.21,2.03744444444,2.12388888889,0.51488888889,1.26977777778,3.12155555555,5.08222222222,9.042,3.35833333333,0.591666666667,4.999
337.57,1.94188888889,1.86555555556,0.470333333332,1.32222222222,2.99388888889,5.07566666667,8.99444444443,3.23516666667,0.403555555555,5.04377777778
337.94,1.99622222222,1.60255555556,0.286444444445,1.19022222222,3.00066666667,5.047,8.91677777779,3.08877777778,0.362,5.02488888889
338.31,2.16822222222,1.69122222222,0.570888888889,1.18288888889,3.15377777778,5.22755555556,9.05599999999,3.27438888889,0.602555555556,5.24022222222
338.67,1.985,1.26288888889,0.206555555556,0.869111111111,2.91388888889,4.98355555555,8.77555555555,2.92933333333,0.309444444444,4.92722222222
339.04,1.87255555556,1.01877777778,-0.0342222222224,0.769555555557,2.78255555556,4.79211111111,8.69011111112,2.74972222222,0.155777777778,4.72666666667
339.40,1.80288888889,0.966333333334,-0.111333333333,0.740444444444,2.825,4.72688888889,8.71377777779,2.64533333333,0.0712222222223,4.75811111111
339.77,2.20622222222,1.33966666667,0.141333333333,1.09688888889,3.23555555556,5.18377777778,9.00922222223,2.97727777778,0.553222222222,5.30055555556
340.14,2.14055555556,1.489,0.0793333333333,1.02933333333,3.15477777778,5.16422222222,9.00411111111,3.01311111111,0.642444444445,5.17644444445
340.50,1.752,1.138,-0.310111111111,0.514666666667,2.71855555556,4.69,8.64266666667,2.58283333333,0.222777777778,4.72611111111
340.87,1.661,1.07644444444,-0.392888888889,0.362777777778,2.60522222222,4.605,8.55666666667,2.49288888889,0.137777777778,4.614
341.23,1.54311111111,0.899333333331,-0.543111111111,0.121555555556,2.55511111111,4.37755555555,8.52600000001,2.3965,-0.0653333333333,4.56733333333
341.60,1.83522222222,1.19411111111,-0.415666666667,0.328,2.82744444444,4.62177777778,8.71677777779,2.57422222222,0.043888888889,4.63944444444
341.96,2.17544444444,1.50422222222,-0.080888888889,0.627777777778,3.15888888889,4.99855555555,9.22788888888,3.04027777778,0.384666666667,4.97544444444
342.33,2.13244444444,1.47644444445,-0.278333333333,0.553777777778,3.172,4.955,9.12355555557,2.89216666667,0.386111111111,4.82444444444
342.70,2.44988888889,2.13522222222,0.219888888889,1.11355555556,3.64155555556,5.40655555556,9.63555555555,3.47583333333,0.952111111111,5.31477777778
343.06,2.76888888889,2.49933333333,0.658888888889,1.46733333333,4.00222222222,5.70133333333,10.0547777778,3.95877777778,1.334,5.65222222222
343.43,2.69711111111,2.31033333333,0.617888888889,1.37833333333,3.83355555556,5.57433333333,9.89700000001,3.76922222222,1.16066666667,5.58233333333
343.79,2.552,2.30244444444,0.578888888889,1.20577777778,3.74177777778,5.34033333333,9.95855555556,3.81211111111,0.929555555555,5.45477777778
344.16,2.83522222222,2.48333333333,0.880999999999,1.462,4.01033333333,5.54755555556,10.2226666667,4.03255555556,1.21711111111,5.68577777778
344.52,3.22977777778,2.82588888889,1.25733333334,1.81011111111,4.31733333333,5.93988888889,10.5351111111,4.43833333333,1.58155555555,6.08133333333
344.89,3.24122222222,2.89322222222,1.32355555556,1.83144444444,4.46577777778,5.98988888889,10.6588888889,4.44561111111,1.59277777778,6.14222222222
345.25,3.27377777778,2.98477777778,1.41055555556,1.88822222222,4.42266666667,5.95666666667,10.6434444445,4.55733333333,1.54144444445,6.037
345.62,3.07066666667,2.86477777778,1.134,1.58811111111,4.29255555556,5.73244444444,10.5516666666,4.38661111111,1.42255555555,5.76244444445
345.99,2.87111111111,2.82111111111,1.013,1.54055555555,4.23633333334,5.51422222222,10.4208888889,4.17861111111,1.383,5.63922222222
346.35,3.10211111111,3.19511111111,1.355,1.85522222222,4.63022222222,5.88733333333,11.0255555555,4.59127777778,1.659,6.01811111111
346.72,3.30033333333,3.17444444444,1.39344444444,1.89155555555,4.65633333333,5.982,11.1891111111,4.56072222222,1.72822222222,5.99455555555
347.08,3.10933333333,3.04377777778,1.09933333333,1.67444444444,4.44333333333,5.80788888889,10.932,4.20005555556,1.44988888889,5.75233333333
347.45,3.24733333333,3.12344444444,1.12611111111,1.76655555556,4.57355555556,5.86933333333,11.1237777778,4.29505555556,1.51588888889,5.844
347.81,3.05544444445,2.843,1.04455555556,1.68688888889,4.38811111111,5.66555555556,10.9973333333,4.05183333333,1.28744444444,5.57466666667
348.18,2.79177777778,2.63466666667,0.762444444445,1.548,4.25866666667,5.38844444444,10.9591111111,3.87072222222,0.988000000001,5.34522222222
348.54,2.79111111111,2.46622222222,0.761222222222,1.558,4.32111111111,5.27255555555,11.0501111111,3.70711111111,0.885555555557,5.22944444444
348.91,3.17133333333,2.79622222222,1.052,1.93933333334,4.58822222222,5.52133333333,11.451,4.03705555555,1.19411111111,5.50855555556
349.27,3.05622222222,2.474,0.772444444445,1.77,4.41866666667,5.41644444444,11.4276666667,3.79827777778,1.07855555556,5.43911111111
349.64,3.10111111111,2.398,0.843666666667,1.84066666666,4.39688888889,5.41122222222,11.6308888889,3.81055555556,1.12488888889,5.49655555555
350.00,3.29266666667,2.46755555556,1.03933333333,1.99388888889,4.54377777778,5.62277777778,11.9511111111,3.94305555556,1.28611111111,5.64522222222
350.37,2.90377777778,1.97955555555,0.637444444444,1.59666666667,4.03822222222,5.09833333333,11.4965555555,3.47716666666,0.924444444443,5.222
350.73,2.28911111111,1.36033333333,0.0740000000001,1.01277777778,3.60033333333,4.48977777778,11.0962222222,2.98161111111,0.315444444444,4.72888888889
351.10,2.56444444444,1.463,0.278,1.15566666667,3.73477777778,4.72333333333,11.3964444444,3.29477777778,0.558111111111,4.91244444444
351.46,2.73188888889,1.76755555556,0.505111111111,1.42055555555,3.94577777778,5.11355555556,11.6114444444,3.63255555556,0.859444444443,5.08933333333
351.83,3.06466666667,2.12388888889,0.849222222221,1.71744444445,4.31544444444,5.547,12.0011111111,4.11594444445,1.35188888889,5.44855555556
352.19,3.32111111111,2.44488888889,1.15244444445,1.876,4.58055555555,5.79966666666,12.1682222222,4.3365,1.53322222222,5.66622222222
352.55,3.48688888889,2.71855555556,1.29688888889,2.02533333333,4.75077777778,5.91611111111,12.3564444444,4.55705555556,1.67988888889,5.773
352.92,3.41866666667,2.58188888889,1.219,2.049,4.73511111111,5.91944444445,12.3303333333,4.58805555555,1.64333333334,5.741
353.28,3.68322222222,2.93055555555,1.57811111111,2.317,5.04477777778,6.10988888889,12.5891111111,4.94344444445,1.89522222222,6.02311111111
353.65,3.835,3.14855555555,1.74422222222,2.525,5.21244444444,6.23644444445,12.6573333333,5.24511111112,2.01188888889,6.20711111111
354.01,3.78122222222,3.13622222222,1.67788888889,2.46911111111,5.17311111111,6.16844444444,12.5651111111,5.27744444443,1.84855555556,6.05977777778
354.38,4.01744444445,3.41688888889,1.89155555556,2.62922222222,5.41911111111,6.34088888889,12.7122222222,5.54794444443,2.01544444444,6.22366666667
354.74,4.41288888889,3.71844444444,2.26388888889,2.96477777778,5.61288888889,6.65344444445,13.052,5.88561111111,2.32333333334,6.51122222222
355.11,4.58211111111,3.83966666667,2.38444444445,3.10188888889,5.81377777778,6.71777777778,13.2507777778,6.02827777777,2.399,6.62222222222
355.47,4.53277777778,3.72266666667,2.28377777778,2.92688888889,5.68077777778,6.45011111111,13.2258888889,5.94233333333,2.21455555556,6.50922222222
355.83,4.72988888889,3.89122222222,2.35311111111,3.126,5.83677777778,6.58788888889,13.4144444444,6.06033333333,2.38466666667,6.70711111111
356.20,4.61833333333,3.81688888889,2.14533333334,3.04855555555,5.73022222222,6.56677777778,13.4378888889,5.97766666668,2.26422222222,6.59988888889
356.56,4.44422222222,3.61422222222,1.98144444445,2.92622222222,5.62644444445,6.48111111111,13.4491111111,5.94555555554,2.21322222222,6.58266666667
356.93,4.35588888889,3.59077777778,1.98711111111,2.80877777778,5.52344444445,6.46566666667,13.3762222222,5.91149999999,2.11744444444,6.54877777778
357.29,4.272,3.42522222222,1.79133333333,2.79188888889,5.40177777778,6.32388888889,13.3953333333,5.81233333333,1.98988888889,6.41566666667
357.66,4.39366666667,3.596,1.92822222222,2.86844444445,5.54822222222,6.52511111111,13.5988888889,5.96094444445,2.11088888889,6.577
358.02,4.53255555555,3.61422222222,1.92744444445,2.87144444445,5.562,6.50211111111,13.6851111111,5.96705555555,2.15766666666,6.64633333333
358.38,4.47444444444,3.56233333333,1.83166666666,2.818,5.46066666667,6.45966666666,13.7033333333,5.92222222223,2.09544444444,6.59522222222
358.75,4.45555555556,3.663,1.85188888889,2.86477777778,5.623,6.565,13.809,5.98749999999,2.18411111111,6.64677777778
359.11,4.31033333333,3.64766666667,1.80133333333,2.851,5.54955555555,6.52644444445,13.6896666667,5.91977777778,2.18644444445,6.62711111111
359.48,4.38455555556,3.64211111111,1.72966666667,2.96255555556,5.639,6.59133333333,13.8436666667,5.95566666666,2.25733333333,6.70266666667
359.84,4.22377777778,3.47588888889,1.61266666667,2.85155555555,5.47233333333,6.38655555555,13.7436666667,5.80855555557,2.12333333333,6.48877777778
360.20,4.32055555556,3.48011111111,1.69522222222,2.88311111111,5.57077777778,6.37433333333,13.8596666667,5.91733333333,2.20744444444,6.55677777778
360.57,4.41844444445,3.63266666667,1.78811111111,2.981,5.64666666667,6.41377777778,13.9703333333,5.96088888888,2.25133333333,6.646
360.93,4.47955555555,3.71544444444,1.88788888889,3.07377777778,5.79911111111,6.47977777778,14.1593333333,5.99844444444,2.36866666667,6.70877777778
361.29,4.46511111111,3.71366666667,1.92633333333,3.005,5.89144444444,6.53633333333,14.2298888889,5.98533333333,2.38055555556,6.69911111111
361.66,4.17722222222,3.35377777778,1.61322222222,2.77844444444,5.63,6.26077777778,14.0195555556,5.65866666666,2.07766666667,6.38944444445
