wavelength,Back_AniMelf,Belly_AniMelf,Breast_AniMelf,Crissum_AniMelf,Crown_AniMelf,DorTail_AniMelf,Patch10_AniMelf,Patch11_AniMelf,Patch12_AniMelf,Patch13_AniMelf,Patch14_AniMelf,Rump_AniMelf,Throat_AniMelf,WingTip_AniMelf
194.75,99.2186666667,101.823,67.7083333333,62.2393333333,66.1456666667,34.375,79.4266666667,87.76,96.094,70.5726666667,79.948,70.0516666667,77.344,131.25
195.13,97.7943333333,99.02,64.706,62.5,68.1373333333,37.745,73.7743333333,83.3333333333,91.1766666667,68.8726666667,78.4313333333,64.4606666667,76.4703333333,130.882666667
195.51,102.564,108.974333333,70.513,67.692,71.282,41.0256666667,77.6926666667,85.8976666667,98.2053333333,67.9486666667,84.359,70.2563333333,80.256,134.102333333
195.89,110.617333333,104.938,74.568,77.037,71.852,45.432,79.753,88.642,100.740666667,66.4196666667,85.679,74.815,79.2593333333,139.259
196.27,121.963666667,107.493333333,74.677,82.9456666667,77.0026666667,49.0956666667,83.9796666667,85.013,109.043666667,62.7906666667,83.721,79.5863333333,83.9796666667,140.568666667
196.65,122.885666667,105.223666667,74.1296666667,81.8406666667,80.0993333333,46.2686666667,87.0646666667,89.0546666667,108.955,61.443,84.0796666667,83.3333333333,86.0696666667,129.353666667
197.03,134.127,109.788666667,79.6296666667,92.857,91.5343333333,60.582,96.561,99.471,122.486666667,66.1376666667,91.7993333333,97.0896666667,98.148,135.185
197.40,130.508666667,105.932333333,74.294,89.5476666667,91.808,56.497,91.2433333333,92.3726666667,116.666666667,59.0396666667,91.808,95.1976666667,92.6553333333,136.440666667
197.78,122.304,102.941,76.9606666667,92.892,98.5293333333,63.4806666667,92.892,87.0096666667,103.921333333,59.0686666667,89.951,93.6273333333,87.745,128.921333333
198.16,122.831,105.708,81.963,95.2053333333,98.1736666667,65.0686666667,94.2923333333,84.475,102.968333333,61.1873333333,87.6713333333,95.4336666667,84.475,121.689333333
198.54,118.181666667,102.097666667,81.119,91.6083333333,99.3006666667,62.471,87.8786666667,78.3216666667,97.6693333333,54.5456666667,85.3146666667,98.8346666667,74.359,117.016
198.92,125.521,108.593666667,85.9373333333,94.2706666667,109.114666667,65.885,86.4583333333,78.6456666667,98.698,54.687,85.9376666667,108.593666667,75.0,114.322666667
199.30,133.333333333,113.105666667,87.7496666667,95.4416666667,111.966,65.527,88.8886666667,79.4873333333,101.709333333,57.8346666667,84.3303333333,114.815,75.7833333333,114.53
199.68,126.126,107.207333333,79.2796666667,89.4893333333,104.504666667,53.4533333333,81.982,70.5706666667,94.5946666667,54.3543333333,74.4746666667,111.411333333,65.4653333333,106.606333333
200.06,131.132,110.063,74.5283333333,89.6226666667,103.459333333,51.887,83.9623333333,60.063,96.2263333333,49.9996666667,74.2136666667,112.264,65.4086666667,110.692
200.44,126.349333333,106.349,77.143,91.746,105.396666667,54.603,84.762,60.9523333333,96.1903333333,50.4763333333,79.6826666667,111.111,62.5393333333,110.476333333
200.82,117.5,101.111,75.5553333333,89.722,98.611,64.4446666667,81.1113333333,59.4443333333,95.5556666667,57.2223333333,82.5,106.389,59.7223333333,111.389
201.19,112.861,92.3886666667,66.1416666667,85.8266666667,90.0263333333,57.4806666667,66.1416666667,51.9686666667,88.9766666667,51.706,75.3283333333,98.425,49.8686666667,109.186666667
201.57,104.797666667,78.2826666667,65.6563333333,80.0503333333,79.5453333333,53.788,65.909,47.9796666667,91.9193333333,44.6973333333,69.697,93.6866666667,45.9596666667,101.515333333
201.95,119.231,90.7053333333,72.7566666667,88.4616666667,83.013,58.3333333333,74.6793333333,51.282,123.077,45.8333333333,83.333,112.820333333,52.564,114.743666667
202.33,132.941333333,100.0,80.392,99.2156666667,105.098,59.2156666667,83.5293333333,65.8823333333,145.49,51.3723333333,100.0,129.804,69.0196666667,136.078666667
202.71,140.598333333,95.299,84.6153333333,102.137,111.538666667,68.376,90.598,75.641,159.829333333,52.9913333333,102.991333333,131.196666667,86.325,147.863666667
203.09,157.87,100.000333333,93.0556666667,111.111,117.129666667,67.1296666667,106.481333333,81.4813333333,178.703666667,54.1663333333,107.870333333,138.426,88.426,171.759333333
203.47,175.757666667,97.98,111.111,121.717333333,137.373666667,79.2926666667,119.191666667,90.9093333333,209.596,54.0403333333,112.121333333,158.080666667,98.99,201.515333333
203.85,200.0,89.8303333333,121.469,127.683666667,162.147,95.48,111.299,97.74,244.068,53.1073333333,113.559333333,164.972,118.644,228.813666667
204.22,185.454666667,71.515,117.575666667,125.454666667,169.091,78.1816666667,98.7876666667,95.7576666667,242.424,47.2726666667,99.394,155.151333333,116.363666667,216.97
204.60,237.143,79.0476666667,148.571333333,164.762,221.904666667,59.0476666667,80.0,92.381,329.523666667,27.619,98.0953333333,186.667,133.333333333,293.333666667
204.98,262.820666667,79.4873333333,184.615333333,198.717666667,274.359,37.1793333333,52.564,94.872,384.615333333,-25.641,69.231,202.564333333,149.999666667,347.436
205.36,234.615333333,103.846,232.051333333,217.949,291.025666667,41.0256666667,64.1023333333,117.948666667,375.641333333,-16.6666666667,73.077,203.846,175.641,347.436333333
205.74,395.555666667,226.667,426.666333333,424.444333333,566.667,42.222,84.4446666667,180.0,608.889,-31.111,93.333,342.222333333,344.444333333,584.444666667
206.12,246.377,143.478333333,310.145,291.304333333,397.101666667,8.696,46.3766666667,115.942,343.478,-7.24633333333,39.1303333333,213.043666667,217.391333333,401.449333333
206.50,185.859,91.919,243.434333333,234.343333333,251.515333333,15.1516666667,25.2526666667,63.6366666667,222.222333333,-2.02033333333,14.1413333333,141.414,133.333,255.555666667
206.87,160.162666667,85.3656666667,186.991666667,198.374,192.682666667,-12.1953333333,15.447,57.7233333333,160.975666667,6.504,8.13033333333,121.951333333,104.065,204.064666667
207.25,127.536,57.971,152.173666667,169.565333333,171.739333333,-0.724333333333,-24.638,45.6523333333,116.666333333,17.3913333333,7.24666666667,94.9273333333,94.9273333333,155.797333333
207.63,124.603,47.6193333333,163.492,176.984,174.603333333,-13.492,-44.4446666667,53.1746666667,96.825,34.127,15.0793333333,93.6506666667,107.936333333,162.698333333
208.01,123.611,75.6943333333,154.166666667,177.083666667,169.444333333,0.0,2.083,63.1943333333,92.361,51.389,36.111,112.5,100.694333333,145.833666667
208.39,137.5,93.0553333333,164.583333333,184.027666667,184.027666667,10.4166666667,16.6666666667,75.0,91.6666666667,66.667,48.6113333333,125.0,104.166666667,158.333333333
208.77,156.522,86.2316666667,174.637666667,180.434666667,199.275333333,12.3186666667,41.304,93.478,81.1593333333,66.6666666667,57.2466666667,145.652333333,118.840666667,168.116333333
209.14,221.111333333,71.1113333333,223.333333333,236.666666667,264.444333333,-31.1113333333,38.889,104.444666667,75.5553333333,71.111,47.7776666667,186.666666667,156.666666667,236.667
209.52,287.301666667,26.984,233.333333333,290.476,312.698333333,-87.3013333333,15.8726666667,73.0156666667,104.761666667,58.73,50.7936666667,225.396666667,173.016,298.412666667
209.90,257.407333333,-64.8146666667,172.222333333,242.592333333,279.629666667,-159.259333333,-72.2223333333,31.4813333333,72.222,-5.55566666667,16.6666666667,166.666666667,138.889,311.111
210.28,916.666666667,-941.666666667,225.0,691.666666667,916.666666667,-916.666666667,-841.666666667,-200.0,66.6666666667,-375.0,-250.0,433.333333333,341.666666667,1150.0
210.66,-522.222333333,750.000333333,88.889,-216.666666667,-638.889,638.889,655.555666667,222.222333333,-5.55566666667,266.666666667,194.444333333,-250.0,-205.555333333,-744.444333333
211.03,-114.814666667,329.629666667,37.037,-20.3703333333,-177.777666667,203.703666667,268.518333333,170.370333333,5.55566666667,100.000333333,103.704,-59.2593333333,-20.37,-161.111
211.41,-36.6663333333,238.889,43.3333333333,18.889,-72.2223333333,155.555666667,131.111333333,135.555666667,-2.22233333333,88.889,97.778,-26.6666666667,14.4443333333,-94.4443333333
211.79,-3.84633333333,296.153666667,76.9233333333,66.6666666667,-66.6666666667,206.41,182.051333333,215.384666667,33.3333333333,176.923333333,157.692333333,-7.69233333333,73.077,-47.436
212.17,34.3136666667,281.372666667,67.647,71.5683333333,-20.5883333333,189.215666667,174.51,195.098,56.8626666667,161.764666667,138.235333333,29.4116666667,79.4116666667,-22.549
212.55,54.5453333333,250.0,62.1213333333,78.788,-4.54533333333,155.303333333,162.878666667,177.272333333,51.515,160.606,134.848666667,40.1516666667,78.7876666667,11.3636666667
212.92,57.6576666667,293.694,64.865,65.7656666667,-10.8106666667,167.567666667,200.0,202.702666667,36.9366666667,166.666333333,133.333,51.351,79.2793333333,-9.00933333333
213.30,56.4103333333,269.230666667,59.8293333333,52.9916666667,-17.094,156.410333333,208.546666667,203.419,20.5126666667,151.282333333,106.837666667,41.0256666667,76.9233333333,5.983
213.68,74.1666666667,260.833333333,58.3333333333,61.6666666667,-19.1666666667,160.0,226.666666667,198.333333333,44.1666666667,160.833333333,118.333333333,34.1666666667,72.5,20.0
214.06,44.737,231.579,19.2983333333,31.579,-66.6666666667,115.789666667,204.386,171.052666667,21.93,123.684333333,96.4913333333,-15.7896666667,31.579,-1.754
214.44,41.8603333333,198.45,5.42666666667,34.8836666667,-57.3643333333,107.752,166.667,144.961333333,29.457,98.4496666667,86.8216666667,-7.752,22.481,11.628
214.81,44.4446666667,171.851666667,-13.3333333333,42.963,-49.6296666667,85.1853333333,151.852,130.370333333,48.148,112.592333333,73.3333333333,-4.44433333333,16.2963333333,18.5186666667
215.19,35.897,141.667,-15.3846666667,32.0513333333,-60.8976666667,82.051,126.923333333,106.41,51.2823333333,111.538333333,53.8463333333,26.923,1.282,8.974
215.57,36.4343333333,146.511666667,-43.411,18.6046666667,-87.597,88.372,157.364333333,113.178333333,72.8683333333,130.232666667,48.062,39.535,-24.031,11.6276666667
215.95,29.885,106.322,-21.8393333333,6.89633333333,-47.1266666667,60.9196666667,121.264,89.0803333333,48.8506666667,89.655,50.0,39.0803333333,-10.3446666667,18.9653333333
216.32,32.2583333333,95.699,-19.355,-1.07533333333,-38.71,46.774,118.817333333,70.9676666667,51.6126666667,81.7206666667,54.8386666667,35.484,-14.516,22.5806666667
216.70,39.1303333333,78.2606666667,-6.28033333333,-0.483333333333,-25.6036666667,43.9613333333,113.043333333,64.2513333333,54.1063333333,69.5653333333,46.8596666667,38.164,-6.28,18.8403333333
217.08,56.25,80.0,8.75,22.9166666667,-7.5,48.3333333333,113.333333333,69.1666666667,66.6666666667,74.5833333333,64.5833333333,53.3333333333,17.5,34.5833333333
217.46,60.9846666667,87.8786666667,12.879,35.227,-1.13633333333,48.106,110.606333333,61.7426666667,66.2876666667,75.0,67.803,53.409,28.7876666667,36.3633333333
217.83,48.9126666667,79.7103333333,7.97133333333,35.5073333333,-1.44933333333,43.478,100.0,56.884,58.6956666667,63.7683333333,63.0433333333,55.0723333333,30.0723333333,28.623
218.21,50.5616666667,85.7676666667,17.603,44.9436666667,14.6066666667,53.558,116.479333333,68.914,76.0296666667,67.0413333333,70.7866666667,73.0336666667,44.944,37.8276666667
218.59,58.5716666667,95.7143333333,26.1903333333,46.1903333333,26.1906666667,52.381,153.809666667,81.9046666667,101.904333333,82.857,90.4763333333,94.286,53.8096666667,39.5236666667
218.97,62.0513333333,116.410333333,40.5126666667,45.641,39.487,64.1026666667,187.692666667,93.3333333333,107.179333333,94.8716666667,111.794666667,111.282,62.051,45.128
219.34,82.2693333333,141.134666667,53.1916666667,57.4466666667,56.0283333333,60.993,261.701666667,117.730666667,126.241333333,109.219666667,148.227,120.567333333,78.7233333333,38.298
219.72,69.231,135.043,58.9743333333,44.4443333333,61.5383333333,53.8463333333,290.598,122.222333333,117.094333333,102.564333333,154.701,98.2906666667,85.4703333333,18.8036666667
220.10,82.54,190.476333333,77.778,55.5556666667,39.6826666667,88.8886666667,488.889,150.793666667,139.682666667,168.254,231.746,139.682666667,111.111,-17.46
220.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220.85,41.1766666667,-192.156666667,-31.3726666667,-78.4313333333,17.647,-80.392,-480.392,-86.2743333333,-54.902,-141.176666667,-213.725666667,-76.4706666667,-31.3726666667,105.882333333
221.23,70.0003333333,-71.1113333333,4.44433333333,-7.778,23.333,-16.6666666667,-214.444666667,-25.5556666667,-8.88866666667,-63.333,-105.555666667,-6.66666666667,41.111,76.6663333333
221.61,82.9266666667,-14.634,22.7643333333,14.634,33.3336666667,-2.439,-114.634333333,-13.008,-3.252,-21.951,-62.6016666667,-6.504,58.5363333333,72.3576666667
221.98,86.842,-32.4563333333,11.4036666667,25.4383333333,33.3336666667,-3.50866666667,-105.263,-18.421,4.38566666667,-33.3336666667,-81.5786666667,-26.316,62.2806666667,54.386
222.36,91.6663333333,-27.7776666667,27.7776666667,44.4443333333,74.074,1.852,-68.5186666667,2.77766666667,44.4446666667,-31.4813333333,-78.7036666667,-8.33333333333,81.4813333333,63.889
222.74,81.4813333333,-18.5183333333,48.1483333333,43.7036666667,80.7406666667,5.926,-36.2963333333,24.4446666667,68.8893333333,-6.66666666667,-36.2963333333,9.62966666667,88.889,71.111
223.11,63.0633333333,-27.027,29.7296666667,37.838,80.1803333333,-30.6306666667,-51.3513333333,-3.60366666667,68.4686666667,-11.7116666667,-53.153,-3.60366666667,87.3873333333,46.8466666667
223.49,61.2903333333,-60.215,25.8063333333,40.8603333333,88.1716666667,-60.215,-65.5916666667,3.226,53.7636666667,-37.6343333333,-78.4946666667,-20.4303333333,87.0966666667,7.52666666667
223.87,43.2433333333,-71.1713333333,37.8376666667,27.027,72.0723333333,-53.1533333333,-69.3693333333,13.5136666667,45.045,-43.2433333333,-71.1713333333,-30.6303333333,70.27,-3.60333333333
224.24,50.9803333333,-56.2093333333,42.4836666667,20.2616666667,50.9803333333,-24.8366666667,-38.5623333333,18.9543333333,42.4836666667,-14.379,-42.4833333333,-13.7256666667,62.0916666667,-5.88233333333
224.62,62.6433333333,-37.9313333333,43.678,21.8393333333,47.1266666667,-10.9193333333,-25.287,12.069,32.1836666667,1.724,-36.7816666667,-3.44833333333,64.3676666667,-9.77033333333
225.00,59.7883333333,-23.8093333333,47.619,34.9206666667,36.508,-15.3443333333,-26.4546666667,8.99466666667,28.5713333333,6.349,-33.8623333333,-0.529,56.6136666667,-19.577
225.38,51.111,-24.4443333333,37.7776666667,33.3333333333,28.889,-27.2223333333,-52.7776666667,5.55566666667,34.9996666667,4.99966666667,-38.3333333333,-13.3333333333,45.0,-28.8886666667
225.75,32.8766666667,-17.808,22.8313333333,24.6576666667,16.8946666667,-23.2873333333,-54.3376666667,-3.65266666667,14.612,2.28333333333,-31.9633333333,-4.11,35.1596666667,-20.0913333333
226.13,22.5693333333,-8.33333333333,24.6526666667,13.889,19.7916666667,-12.8473333333,-48.9583333333,2.08333333333,1.736,8.68033333333,-20.4863333333,5.55566666667,34.375,-13.1943333333
226.51,19.38,-3.101,17.571,9.30233333333,8.527,-7.752,-43.6693333333,0.517,-3.876,1.80866666667,-11.8863333333,10.5943333333,25.0643333333,-6.20133333333
226.88,16.204,-5.09266666667,6.01866666667,5.09233333333,4.861,-8.10166666667,-34.0276666667,-4.39833333333,-3.704,-4.63,-16.667,8.56466666667,17.3613333333,-11.574
227.26,23.5813333333,0.177333333333,13.83,8.15566666667,12.766,4.61,-12.7656666667,7.09233333333,5.14166666667,5.142,-4.78733333333,14.1846666667,22.163,3.19166666667
227.64,26.0273333333,6.24066666667,14.9163333333,7.45833333333,16.134,9.74133333333,-4.10966666667,8.21933333333,6.39233333333,10.35,-1.522,15.6776666667,21.9176666667,7.00166666667
228.01,22.129,9.664,9.24333333333,2.10066666667,14.9856666667,8.54333333333,-4.34166666667,5.60233333333,0.000333333333333,8.96366666667,-4.48166666667,12.325,17.9273333333,3.78133333333
228.39,16.2296666667,7.99,4.245,-0.124666666667,13.3583333333,4.86866666667,-5.743,2.62166666667,-6.991,5.86766666667,-3.24633333333,7.61566666667,14.6066666667,1.99733333333
228.76,11.929,5.351,3.456,1.22633333333,11.3713333333,5.35133333333,-6.243,2.22966666667,-6.912,2.564,-2.23,5.017,10.814,1.449
229.14,9.93966666667,2.30933333333,0.702666666667,0.000333333333333,10.3413333333,6.225,-3.313,-0.000333333333333,-7.831,1.70666666667,-2.30933333333,3.916,9.53833333333,-0.502333333333
229.52,12.2193333333,4.67233333333,5.84033333333,2.785,11.9496666667,8.89466666667,3.055,3.594,-2.42566666667,5.66,1.168,7.727,12.3986666667,4.852
229.89,12.0463333333,5.528,7.83833333333,5.19833333333,11.551,9.32333333333,3.96066666667,6.848,3.38266666667,8.16833333333,2.97033333333,8.33333333333,12.7063333333,5.19833333333
230.27,11.8763333333,7.04666666667,8.947,5.93833333333,8.868,8.23433333333,5.78,8.076,5.62166666667,8.39266666667,4.19633333333,8.78833333333,12.589,5.54266666667
230.65,13.0733333333,7.87433333333,10.6266666667,6.95733333333,9.40366666667,11.0093333333,9.09766666667,9.55633333333,7.49233333333,10.627,4.96933333333,9.02166666667,15.367,6.269
231.02,13.3923333333,10.8166666667,15.8206666667,8.904,12.4356666667,14.128,11.4056666667,12.2883333333,8.02066666667,13.3926666667,7.064,11.6996666667,18.102,10.596
231.40,11.8886666667,11.2113333333,16.1773333333,8.95433333333,12.1896666667,14.146,10.685,12.7166666667,7.52433333333,13.3183333333,6.245,11.5126666667,18.209,11.2863333333
231.78,11.5413333333,11.01,15.7933333333,9.33966666667,10.7063333333,13.136,10.8583333333,13.5916666667,7.82066666667,13.1356666667,6.90933333333,12.073,19.286,12.5283333333
232.15,10.934,7.973,15.49,9.947,10.5543333333,12.9083333333,10.706,12.6803333333,9.947,13.8193333333,6.98533333333,13.06,18.755,13.5916666667
232.53,10.2263333333,8.821,16.7053333333,11.8653333333,10.4606666667,14.2856666667,10.6163333333,13.583,12.256,15.3006666667,6.24533333333,16.0033333333,18.7356666667,13.661
232.90,9.81333333333,11.0303333333,16.788,11.1923333333,12.003,13.7873333333,12.1656666667,15.896,12.8956666667,16.383,6.65033333333,16.464,18.897,16.383
233.28,11.0853333333,14.3866666667,19.025,12.6573333333,12.4213333333,14.0723333333,12.4996666667,20.3616666667,15.4876666667,17.374,8.333,16.4306666667,19.5753333333,19.418
233.66,9.591,14.1506666667,17.6886666667,12.3426666667,12.4216666667,13.522,10.692,19.4183333333,13.3646666667,15.7233333333,7.783,16.8236666667,17.6103333333,16.3523333333
234.03,9.14066666667,13.002,16.4696666667,9.77166666667,12.6086666667,14.736,11.0323333333,18.9126666667,11.663,13.16,6.54033333333,16.391,17.1,15.445
234.41,10.1416666667,12.7516666667,15.809,9.396,14.3923333333,16.182,12.4533333333,20.2836666667,13.4976666667,13.6466666667,7.159,18.0463333333,17.6736666667,17.4496666667
234.78,7.80466666667,11.3783333333,14.369,8.388,14.9526666667,13.202,10.795,19.0373333333,11.9623333333,12.6186666667,5.908,16.3383333333,14.661,17.141
235.16,8.07633333333,10.2056666667,13.1423333333,7.85633333333,15.1246666667,11.4536666667,9.25133333333,18.869,12.335,11.674,6.31433333333,16.373,13.7296666667,16.226
235.54,9.70733333333,12.4196666667,12.5623333333,9.70733333333,17.6303333333,12.7053333333,10.0646666667,20.1283333333,14.204,12.9193333333,8.35133333333,19.058,14.204,16.6306666667
235.91,9.317,12.2843333333,12.7676666667,10.9733333333,18.0813333333,13.3886666667,8.69566666667,20.566,17.115,13.3196666667,8.07466666667,18.9786666667,13.2506666667,15.5276666667
236.29,8.99466666667,10.913,13.2276666667,9.59,16.6003333333,11.7063333333,7.077,20.3043333333,16.7326666667,12.1693333333,7.209,16.799,12.434,13.161
236.66,10.2513333333,9.34866666667,13.3463333333,9.478,15.796,11.4763333333,6.31833333333,19.6003333333,15.345,10.509,6.76966666667,16.0543333333,13.2816666667,15.4743333333
237.04,12.5476666667,8.365,13.7516666667,9.82266666667,15.019,11.597,6.40066666667,19.0113333333,15.3356666667,11.1536666667,6.90766666667,16.7933333333,14.2583333333,15.4623333333
237.41,12.9923333333,5.512,13.2546666667,9.777,15.026,12.0736666667,4.46166666667,17.9133333333,13.7796666667,10.9583333333,5.77433333333,16.1416666667,13.9106666667,13.517
