wavelength,Back_AniMelf,Belly_AniMelf,Breast_AniMelf,Crissum_AniMelf,Crown_AniMelf,DorTail_AniMelf,Patch10_AniMelf,Patch11_AniMelf,Patch12_AniMelf,Patch13_AniMelf,Patch14_AniMelf,Rump_AniMelf,Throat_AniMelf,WingTip_AniMelf
542.78,10.7683333333,44.227,44.586,41.4003333333,13.6506666667,6.45,10.2733333333,7.80033333333,9.46633333333,35.419,4.36566666667,11.0123333333,39.0476666667,7.74366666667
543.12,10.759,44.337,44.6816666667,41.5183333333,13.643,6.459,10.2803333333,7.805,9.479,35.484,4.37766666667,11.0026666667,39.1173333333,7.71666666667
543.46,10.7923333333,44.4503333333,44.8036666667,41.653,13.658,6.49766666667,10.3183333333,7.838,9.47666666667,35.588,4.43333333333,11.0123333333,39.163,7.70666666667
543.81,10.801,44.5986666667,44.933,41.7503333333,13.6473333333,6.515,10.3556666667,7.881,9.49133333333,35.647,4.479,10.9943333333,39.2143333333,7.722
544.15,10.8333333333,44.7306666667,45.0846666667,41.896,13.6326666667,6.54666666667,10.397,7.91733333333,9.46566666667,35.7443333333,4.526,11.004,39.3426666667,7.736
544.49,10.803,44.819,45.244,42.0066666667,13.6113333333,6.543,10.4356666667,7.90833333333,9.42866666667,35.8283333333,4.54133333333,11.009,39.441,7.76866666667
544.84,10.782,44.9636666667,45.4186666667,42.1243333333,13.5783333333,6.534,10.4586666667,7.908,9.41233333333,35.9006666667,4.54866666667,10.994,39.4993333333,7.76733333333
545.18,10.7856666667,45.1413333333,45.5706666667,42.281,13.5976666667,6.54,10.4793333333,7.92933333333,9.43433333333,36.044,4.57133333333,11.0156666667,39.5916666667,7.80166666667
545.52,10.7796666667,45.3033333333,45.707,42.3916666667,13.6043333333,6.53533333333,10.5073333333,7.94866666667,9.41133333333,36.0773333333,4.59466666667,11.0123333333,39.6483333333,7.83766666667
545.87,10.7706666667,45.4863333333,45.803,42.5413333333,13.6,6.53266666667,10.5026666667,7.97033333333,9.42233333333,36.1636666667,4.61966666667,11.0286666667,39.742,7.87166666667
546.21,10.8233333333,45.5816666667,45.956,42.6593333333,13.591,6.546,10.5323333333,7.996,9.434,36.1696666667,4.662,11.0816666667,39.775,7.90866666667
546.55,10.8633333333,45.7536666667,46.0946666667,42.828,13.5863333333,6.54833333333,10.5196666667,8.02766666667,9.45533333333,36.2526666667,4.669,11.1126666667,39.8683333333,7.89833333333
546.90,10.8863333333,45.8993333333,46.225,42.911,13.5853333333,6.533,10.543,8.04133333333,9.482,36.333,4.68766666667,11.149,39.9456666667,7.94366666667
547.24,10.8333333333,46.0316666667,46.2416666667,42.9436666667,13.5666666667,6.50133333333,10.4946666667,8.00933333333,9.48866666667,36.344,4.62466666667,11.1263333333,40.0056666667,7.94366666667
547.58,10.8163333333,46.087,46.3596666667,43.0966666667,13.5836666667,6.497,10.511,7.99733333333,9.456,36.4586666667,4.648,11.141,40.13,7.95733333333
547.92,10.7863333333,46.2016666667,46.4453333333,43.2176666667,13.572,6.48666666667,10.4976666667,7.96966666667,9.45366666667,36.5453333333,4.64866666667,11.1513333333,40.1526666667,7.95366666667
548.27,10.8006666667,46.401,46.606,43.3256666667,13.5936666667,6.48666666667,10.4713333333,7.97633333333,9.466,36.5326666667,4.636,11.119,40.2096666667,7.92666666667
548.61,10.796,46.4756666667,46.7033333333,43.4046666667,13.584,6.49666666667,10.4826666667,7.95433333333,9.474,36.587,4.62066666667,11.1236666667,40.289,7.91066666667
548.95,10.7883333333,46.6316666667,46.8043333333,43.4953333333,13.57,6.494,10.487,7.985,9.41033333333,36.6196666667,4.639,11.108,40.3396666667,7.914
549.29,10.8276666667,46.7866666667,46.9063333333,43.6013333333,13.6143333333,6.55933333333,10.476,7.99933333333,9.43566666667,36.7473333333,4.62666666667,11.1743333333,40.47,7.96866666667
549.64,10.8563333333,47.0216666667,47.0973333333,43.7666666667,13.616,6.616,10.543,8.009,9.435,36.8566666667,4.658,11.1846666667,40.564,7.95666666667
549.98,10.8736666667,47.184,47.2386666667,43.895,13.6073333333,6.62366666667,10.5493333333,8.002,9.418,36.974,4.61,11.15,40.7273333333,7.92866666667
550.32,10.885,47.264,47.4083333333,44.0106666667,13.607,6.661,10.6053333333,8.014,9.41333333333,36.9853333333,4.62633333333,11.148,40.8283333333,7.99
550.66,10.8726666667,47.41,47.4826666667,44.1486666667,13.6053333333,6.715,10.5696666667,8.00633333333,9.39933333333,37.005,4.62866666667,11.129,40.8603333333,7.98233333333
551.01,10.8956666667,47.625,47.6876666667,44.3393333333,13.6003333333,6.75966666667,10.6076666667,8.01433333333,9.388,37.089,4.64666666667,11.158,40.984,7.99366666667
551.35,10.8506666667,47.6903333333,47.759,44.3886666667,13.5526666667,6.74633333333,10.5376666667,7.98633333333,9.36833333333,37.026,4.565,11.15,40.985,7.951
551.69,10.8566666667,47.8026666667,47.8433333333,44.4746666667,13.5236666667,6.75433333333,10.5113333333,8.00566666667,9.33566666667,37.026,4.507,11.1273333333,41.0826666667,7.95666666667
552.03,10.819,47.8243333333,47.8686666667,44.54,13.4996666667,6.76333333333,10.4913333333,7.94566666667,9.32533333333,37.1033333333,4.48566666667,11.1506666667,41.113,7.93766666667
552.38,10.8263333333,47.967,48.0266666667,44.661,13.5163333333,6.75733333333,10.4743333333,7.98433333333,9.33233333333,37.175,4.47333333333,11.127,41.1506666667,7.95633333333
552.72,10.831,47.9893333333,48.0836666667,44.765,13.502,6.77133333333,10.4456666667,7.96266666667,9.33366666667,37.2056666667,4.44233333333,11.1396666667,41.1936666667,7.91933333333
553.06,10.789,48.0116666667,48.097,44.8043333333,13.4663333333,6.73,10.4193333333,7.934,9.31966666667,37.134,4.41866666667,11.0923333333,41.184,7.86066666667
553.40,10.7566666667,48.0243333333,48.159,44.7383333333,13.4423333333,6.66533333333,10.324,7.90933333333,9.313,37.0963333333,4.37033333333,11.069,41.221,7.854
553.74,10.7563333333,48.165,48.1623333333,44.7556666667,13.4043333333,6.65733333333,10.3376666667,7.90266666667,9.35733333333,37.0893333333,4.36633333333,11.069,41.1856666667,7.85633333333
554.09,10.7066666667,48.3133333333,48.145,44.7653333333,13.3956666667,6.59933333333,10.307,7.86533333333,9.346,37.1133333333,4.34566666667,11.0433333333,41.2196666667,7.83333333333
554.43,10.708,48.3853333333,48.2786666667,44.835,13.404,6.60466666667,10.3363333333,7.87966666667,9.387,37.1533333333,4.35333333333,11.054,41.352,7.87033333333
554.77,10.742,48.3413333333,48.332,44.8366666667,13.346,6.59266666667,10.3256666667,7.85466666667,9.38933333333,37.1446666667,4.36733333333,10.9943333333,41.3713333333,7.916
555.11,10.7563333333,48.4913333333,48.4476666667,44.8763333333,13.308,6.57833333333,10.3533333333,7.827,9.38333333333,37.1843333333,4.392,10.9786666667,41.3866666667,7.929
555.45,10.8183333333,48.6116666667,48.5906666667,44.9003333333,13.3066666667,6.60933333333,10.4186666667,7.80966666667,9.43033333333,37.1946666667,4.43733333333,10.9693333333,41.4386666667,7.976
555.80,10.8296666667,48.7593333333,48.6656666667,44.8836666667,13.3223333333,6.646,10.462,7.88133333333,9.40466666667,37.152,4.46,10.936,41.4576666667,8.01866666667
556.14,10.797,48.9366666667,48.705,45.0013333333,13.2846666667,6.669,10.47,7.82066666667,9.403,37.1486666667,4.454,10.9216666667,41.5496666667,8.04933333333
556.48,10.7263333333,49.0503333333,48.7576666667,45.006,13.268,6.63266666667,10.4833333333,7.816,9.42466666667,37.1593333333,4.43133333333,10.863,41.5146666667,8.06666666667
556.82,10.6783333333,49.13,48.7946666667,44.9603333333,13.1963333333,6.54233333333,10.425,7.791,9.40133333333,37.1486666667,4.389,10.7913333333,41.4626666667,8.00733333333
557.16,10.6453333333,49.1663333333,48.8396666667,45.049,13.1253333333,6.53233333333,10.3916666667,7.776,9.30766666667,37.145,4.35733333333,10.7326666667,41.4593333333,7.97066666667
557.50,10.6036666667,49.1963333333,48.9023333333,45.164,13.1333333333,6.54633333333,10.3653333333,7.77933333333,9.282,37.1416666667,4.393,10.729,41.4956666667,8.00166666667
557.85,10.6196666667,49.2726666667,49.1136666667,45.3073333333,13.1603333333,6.61666666667,10.351,7.752,9.29066666667,37.21,4.36866666667,10.776,41.5613333333,8.0
558.19,10.5986666667,49.3893333333,49.134,45.3553333333,13.1196666667,6.58366666667,10.316,7.739,9.26466666667,37.19,4.33933333333,10.7186666667,41.5516666667,7.96433333333
558.53,10.5436666667,49.507,49.1846666667,45.411,13.074,6.553,10.3193333333,7.736,9.23533333333,37.1916666667,4.31,10.7123333333,41.5646666667,7.936
558.87,10.5546666667,49.5036666667,49.2256666667,45.476,13.0933333333,6.584,10.3456666667,7.77533333333,9.293,37.251,4.303,10.7063333333,41.569,7.93333333333
559.21,10.4743333333,49.6216666667,49.285,45.6083333333,13.131,6.56966666667,10.3256666667,7.801,9.20533333333,37.307,4.303,10.755,41.63,7.88233333333
559.55,10.4686666667,49.6713333333,49.3366666667,45.732,13.067,6.52666666667,10.2826666667,7.78966666667,9.17266666667,37.3776666667,4.33166666667,10.785,41.618,7.91266666667
559.89,10.4983333333,49.6646666667,49.4023333333,45.694,13.0803333333,6.553,10.2553333333,7.84633333333,9.15266666667,37.419,4.382,10.817,41.5726666667,7.89266666667
560.23,10.523,49.767,49.4866666667,45.7673333333,13.0336666667,6.586,10.2513333333,7.854,9.12566666667,37.4296666667,4.381,10.857,41.67,7.93566666667
560.58,10.5613333333,49.8383333333,49.5886666667,45.835,13.023,6.68833333333,10.322,7.88966666667,9.118,37.5183333333,4.42133333333,10.9056666667,41.7966666667,8.00366666667
560.92,10.5296666667,49.8086666667,49.6096666667,45.7956666667,13.015,6.68666666667,10.335,7.89433333333,9.14533333333,37.511,4.39433333333,10.8966666667,41.8066666667,8.01366666667
561.26,10.506,49.915,49.776,45.837,12.9943333333,6.67166666667,10.3323333333,7.85766666667,9.10533333333,37.5626666667,4.338,10.833,41.8506666667,7.97966666667
561.60,10.5273333333,49.9183333333,49.783,45.8293333333,12.9296666667,6.67333333333,10.3436666667,7.86633333333,9.096,37.5296666667,4.377,10.7623333333,41.839,7.98266666667
561.94,10.553,50.0163333333,49.9206666667,45.8793333333,12.948,6.68733333333,10.3486666667,7.89233333333,9.06033333333,37.5966666667,4.401,10.8096666667,41.9036666667,8.02466666667
562.28,10.4896666667,50.0533333333,49.951,45.9813333333,12.9406666667,6.66666666667,10.2583333333,7.88766666667,9.05933333333,37.5753333333,4.41766666667,10.8176666667,41.9663333333,7.92733333333
562.62,10.4856666667,50.2356666667,50.0166666667,46.0296666667,12.902,6.65033333333,10.179,7.88066666667,8.994,37.567,4.441,10.827,42.053,7.914
562.96,10.435,50.1953333333,50.1,46.0093333333,12.8266666667,6.61266666667,10.1106666667,7.83933333333,9.02733333333,37.5383333333,4.389,10.7696666667,42.0533333333,7.916
563.30,10.427,50.1696666667,50.1156666667,46.0263333333,12.772,6.63733333333,10.079,7.814,9.001,37.5096666667,4.32533333333,10.7333333333,42.1023333333,7.797
563.64,10.427,50.3183333333,50.1246666667,46.042,12.6876666667,6.59066666667,10.051,7.80866666667,9.001,37.5133333333,4.27066666667,10.6813333333,42.1463333333,7.80433333333
563.99,10.4563333333,50.3783333333,50.229,46.0666666667,12.65,6.64666666667,10.098,7.84133333333,8.999,37.4873333333,4.30566666667,10.666,42.2196666667,7.79966666667
564.33,10.4776666667,50.4473333333,50.3193333333,46.154,12.671,6.635,10.092,7.83333333333,9.012,37.4793333333,4.33933333333,10.6803333333,42.244,7.80766666667
564.67,10.5436666667,50.688,50.4296666667,46.2856666667,12.6383333333,6.672,10.1186666667,7.84433333333,8.995,37.5563333333,4.38466666667,10.7036666667,42.3313333333,7.88066666667
565.01,10.5506666667,50.7766666667,50.4006666667,46.3306666667,12.632,6.71466666667,10.0893333333,7.89,9.023,37.5186666667,4.424,10.7353333333,42.3666666667,7.921
565.35,10.4646666667,50.8323333333,50.455,46.3173333333,12.5843333333,6.67633333333,10.0626666667,7.88866666667,8.98166666667,37.49,4.38,10.734,42.3456666667,7.89766666667
565.69,10.399,50.7883333333,50.447,46.3166666667,12.482,6.66666666667,10.022,7.83866666667,8.93033333333,37.3976666667,4.33033333333,10.6366666667,42.3046666667,7.827
566.03,10.4976666667,50.8466666667,50.508,46.2726666667,12.5073333333,6.721,10.0726666667,7.86,8.92233333333,37.397,4.34733333333,10.654,42.296,7.90566666667
566.37,10.472,50.782,50.5503333333,46.2736666667,12.479,6.77,10.119,7.844,8.89233333333,37.38,4.376,10.6863333333,42.3256666667,7.95766666667
566.71,10.502,50.8513333333,50.522,46.3166666667,12.478,6.78233333333,10.1346666667,7.87966666667,8.888,37.385,4.42466666667,10.6993333333,42.3363333333,7.987
567.05,10.485,50.9223333333,50.5593333333,46.339,12.4603333333,6.746,10.1336666667,7.85733333333,8.91733333333,37.3926666667,4.45166666667,10.6726666667,42.3606666667,8.04233333333
567.39,10.5063333333,50.946,50.648,46.362,12.4706666667,6.80366666667,10.1566666667,7.83033333333,8.91533333333,37.408,4.47033333333,10.6796666667,42.4126666667,8.044
567.73,10.4943333333,50.9106666667,50.604,46.331,12.5003333333,6.811,10.1006666667,7.77033333333,8.90833333333,37.4216666667,4.49866666667,10.669,42.3923333333,8.00833333333
568.07,10.4636666667,51.0033333333,50.6466666667,46.3623333333,12.4753333333,6.81766666667,10.0556666667,7.73966666667,8.858,37.4156666667,4.45966666667,10.6193333333,42.4163333333,7.96333333333
568.41,10.3946666667,50.959,50.7233333333,46.3693333333,12.496,6.80066666667,10.0416666667,7.70766666667,8.85566666667,37.434,4.43166666667,10.5956666667,42.468,7.91733333333
568.75,10.3786666667,50.8573333333,50.746,46.3526666667,12.4286666667,6.75866666667,9.957,7.63933333333,8.74266666667,37.45,4.38266666667,10.5533333333,42.4213333333,7.863
569.09,10.3853333333,50.8133333333,50.693,46.3283333333,12.406,6.742,9.94533333333,7.61366666667,8.73033333333,37.4336666667,4.38833333333,10.525,42.398,7.859
569.43,10.48,50.9243333333,50.704,46.3726666667,12.4433333333,6.76533333333,9.95333333333,7.64166666667,8.77333333333,37.5046666667,4.43266666667,10.6056666667,42.4123333333,7.963
569.77,10.4253333333,50.9546666667,50.69,46.384,12.4066666667,6.764,9.96666666667,7.61566666667,8.749,37.4983333333,4.407,10.5556666667,42.4526666667,7.92666666667
570.11,10.4,51.105,50.763,46.4563333333,12.395,6.75766666667,9.92366666667,7.62333333333,8.793,37.5646666667,4.354,10.4953333333,42.4873333333,7.886
570.45,10.4073333333,51.1186666667,50.8353333333,46.457,12.36,6.78133333333,9.884,7.60433333333,8.791,37.583,4.33,10.4616666667,42.5353333333,7.857
570.79,10.391,51.172,50.873,46.478,12.359,6.77666666667,9.87666666667,7.61366666667,8.751,37.5803333333,4.334,10.4683333333,42.5703333333,7.85366666667
571.13,10.3763333333,51.1856666667,50.9613333333,46.546,12.361,6.76433333333,9.871,7.62733333333,8.70533333333,37.5946666667,4.33766666667,10.4603333333,42.582,7.848
571.47,10.347,51.3333333333,51.0606666667,46.7033333333,12.345,6.70433333333,9.87666666667,7.65933333333,8.67966666667,37.6303333333,4.31033333333,10.4586666667,42.6023333333,7.864
571.81,10.3366666667,51.391,51.1096666667,46.7123333333,12.3606666667,6.72933333333,9.896,7.68066666667,8.66633333333,37.7066666667,4.31966666667,10.508,42.617,7.92233333333
572.15,10.319,51.4206666667,51.0576666667,46.7493333333,12.3066666667,6.72233333333,9.842,7.679,8.628,37.6713333333,4.33833333333,10.471,42.5903333333,7.93033333333
572.49,10.3186666667,51.5183333333,51.0976666667,46.7726666667,12.323,6.74066666667,9.85766666667,7.70466666667,8.685,37.7073333333,4.35866666667,10.462,42.684,7.94333333333
572.83,10.3333333333,51.6273333333,51.2006666667,46.9023333333,12.316,6.791,9.85833333333,7.75133333333,8.70233333333,37.802,4.399,10.4793333333,42.7503333333,7.991
573.17,10.2736666667,51.6516666667,51.235,46.9156666667,12.2993333333,6.78033333333,9.848,7.755,8.64766666667,37.788,4.40466666667,10.4293333333,42.7616666667,7.97066666667
573.51,10.2723333333,51.7723333333,51.3803333333,46.931,12.2903333333,6.803,9.827,7.744,8.619,37.8616666667,4.398,10.4093333333,42.7993333333,7.98866666667
573.85,10.2443333333,51.7783333333,51.4103333333,46.9496666667,12.2696666667,6.76533333333,9.81466666667,7.69766666667,8.54966666667,37.845,4.38133333333,10.3746666667,42.789,7.953
574.19,10.1953333333,51.8816666667,51.465,47.0336666667,12.2013333333,6.744,9.78133333333,7.65333333333,8.499,37.8533333333,4.37866666667,10.316,42.8013333333,7.93733333333
574.53,10.189,51.9846666667,51.5593333333,47.0883333333,12.2076666667,6.785,9.814,7.68466666667,8.49566666667,37.9383333333,4.37333333333,10.3106666667,42.863,7.939
574.87,10.1783333333,52.04,51.516,47.0746666667,12.1876666667,6.801,9.77433333333,7.70233333333,8.50333333333,37.9626666667,4.39766666667,10.3116666667,42.8656666667,7.973
575.21,10.1646666667,52.069,51.5533333333,47.0163333333,12.15,6.84933333333,9.77666666667,7.68866666667,8.54333333333,37.941,4.41833333333,10.2696666667,42.846,7.978
575.55,10.1656666667,52.1446666667,51.6666666667,47.065,12.1233333333,6.846,9.77633333333,7.67966666667,8.57733333333,37.9543333333,4.423,10.2133333333,42.8876666667,7.95833333333
575.89,10.1953333333,52.196,51.6823333333,47.087,12.1433333333,6.87366666667,9.86866666667,7.691,8.61133333333,37.9666666667,4.43333333333,10.2316666667,42.9136666667,7.959
576.22,10.1346666667,52.2093333333,51.6826666667,47.0893333333,12.1453333333,6.87733333333,9.872,7.688,8.592,37.9346666667,4.416,10.256,42.856,7.944
576.56,10.0883333333,52.2896666667,51.7433333333,47.0703333333,12.12,6.82533333333,9.85766666667,7.67333333333,8.53733333333,37.9386666667,4.35833333333,10.21,42.9083333333,7.89966666667
576.90,10.0076666667,52.308,51.828,47.1173333333,12.0326666667,6.79966666667,9.84533333333,7.65,8.53133333333,37.9893333333,4.311,10.183,42.959,7.825
577.24,10.008,52.259,51.769,47.201,11.985,6.788,9.824,7.68866666667,8.561,37.995,4.34633333333,10.202,42.8856666667,7.81
577.58,10.0243333333,52.2893333333,51.7806666667,47.2723333333,11.9433333333,6.797,9.874,7.72033333333,8.595,38.021,4.41166666667,10.2073333333,42.8766666667,7.81166666667
577.92,10.0036666667,52.324,51.7693333333,47.202,11.962,6.799,9.91466666667,7.76733333333,8.57266666667,37.9733333333,4.41633333333,10.2196666667,42.8396666667,7.77333333333
578.26,9.94733333333,52.2616666667,51.674,47.175,11.8796666667,6.80166666667,9.82966666667,7.688,8.578,37.9073333333,4.40466666667,10.148,42.7636666667,7.72966666667
578.60,9.94566666667,52.2673333333,51.704,47.22,11.882,6.83333333333,9.871,7.672,8.60866666667,37.9073333333,4.44566666667,10.1403333333,42.76,7.70033333333
578.94,9.94533333333,52.251,51.7516666667,47.319,11.8973333333,6.85866666667,9.87233333333,7.68433333333,8.58466666667,37.9893333333,4.47966666667,10.154,42.8583333333,7.69433333333
579.28,9.923,52.1973333333,51.6033333333,47.3053333333,11.795,6.83533333333,9.79233333333,7.63366666667,8.556,37.8846666667,4.46566666667,10.112,42.775,7.637
579.61,9.84866666667,52.3433333333,51.7826666667,47.4006666667,11.7706666667,6.84666666667,9.69766666667,7.63433333333,8.59366666667,37.9606666667,4.432,10.1076666667,42.8693333333,7.56366666667
579.95,9.88666666667,52.4456666667,51.8736666667,47.4813333333,11.7593333333,6.90033333333,9.71366666667,7.70633333333,8.61766666667,38.0266666667,4.53266666667,10.1356666667,43.0046666667,7.556
580.29,9.93933333333,52.4343333333,51.8533333333,47.5706666667,11.754,6.963,9.65733333333,7.69633333333,8.66,38.06,4.57633333333,10.1696666667,42.92,7.55466666667
580.63,9.98833333333,52.546,51.89,47.6173333333,11.7933333333,7.016,9.65,7.73633333333,8.70533333333,38.118,4.65866666667,10.1756666667,42.9813333333,7.57266666667
580.97,9.936,52.6196666667,51.9743333333,47.6303333333,11.8273333333,7.03133333333,9.68366666667,7.73033333333,8.716,38.147,4.67866666667,10.1946666667,43.0756666667,7.57233333333
581.31,9.95633333333,52.8183333333,52.0706666667,47.727,11.9036666667,7.07033333333,9.69566666667,7.72833333333,8.74366666667,38.201,4.667,10.2233333333,43.232,7.62233333333
581.65,10.016,52.922,52.112,47.8773333333,12.0093333333,7.168,9.72666666667,7.73866666667,8.85466666667,38.3343333333,4.73433333333,10.252,43.3296666667,7.73333333333
581.98,10.0793333333,53.1033333333,52.3073333333,48.0313333333,12.0763333333,7.19966666667,9.74966666667,7.87333333333,8.90933333333,38.4226666667,4.776,10.3336666667,43.4583333333,7.78166666667
582.32,9.97066666667,53.2803333333,52.4496666667,48.233,12.008,7.15666666667,9.725,7.88933333333,8.84766666667,38.4546666667,4.69766666667,10.215,43.5316666667,7.75233333333
582.66,9.91066666667,53.4086666667,52.4086666667,48.289,11.9173333333,7.11333333333,9.67366666667,7.837,8.84033333333,38.4136666667,4.642,10.123,43.4546666667,7.67466666667
583.00,9.87466666667,53.4816666667,52.5043333333,48.4216666667,11.915,7.15033333333,9.74133333333,7.889,8.836,38.5096666667,4.695,10.1476666667,43.5596666667,7.69366666667
583.34,9.906,53.4056666667,52.3436666667,48.3673333333,11.8673333333,7.18433333333,9.68133333333,7.899,8.77566666667,38.4746666667,4.76066666667,10.104,43.409,7.72166666667
583.68,9.90366666667,53.4066666667,52.3426666667,48.3693333333,11.7956666667,7.14566666667,9.634,7.79366666667,8.75666666667,38.4636666667,4.682,10.0326666667,43.4366666667,7.776
584.01,9.838,53.5513333333,52.4546666667,48.345,11.7936666667,7.15566666667,9.643,7.726,8.75333333333,38.4683333333,4.65666666667,10.043,43.5483333333,7.70633333333
584.35,9.815,53.6053333333,52.5073333333,48.34,11.733,7.10433333333,9.58566666667,7.65233333333,8.704,38.3906666667,4.61333333333,10.007,43.473,7.63466666667
584.69,9.80033333333,53.7266666667,52.6476666667,48.433,11.7083333333,7.086,9.53933333333,7.61933333333,8.68666666667,38.4586666667,4.60533333333,9.93933333333,43.59,7.65066666667
585.03,9.72766666667,53.7213333333,52.663,48.3436666667,11.6533333333,7.10566666667,9.39,7.56933333333,8.651,38.43,4.6,9.89433333333,43.5206666667,7.62566666667
585.37,9.68466666667,53.7016666667,52.7063333333,48.256,11.6016666667,7.05166666667,9.36966666667,7.53233333333,8.61133333333,38.4156666667,4.54766666667,9.848,43.469,7.579
585.70,9.676,53.718,52.6636666667,48.251,11.544,7.04033333333,9.39233333333,7.43866666667,8.639,38.3866666667,4.55433333333,9.775,43.4036666667,7.578
586.04,9.71266666667,53.657,52.712,48.1593333333,11.562,7.03866666667,9.39066666667,7.35066666667,8.62,38.3496666667,4.54866666667,9.83266666667,43.3856666667,7.51166666667
586.38,9.77666666667,53.848,52.8696666667,48.2213333333,11.6346666667,7.08266666667,9.408,7.40133333333,8.60233333333,38.4866666667,4.573,9.944,43.512,7.61866666667
586.72,9.81066666667,53.929,52.904,48.1826666667,11.6703333333,7.10933333333,9.40066666667,7.37833333333,8.664,38.5576666667,4.56866666667,9.93033333333,43.544,7.61966666667
587.06,9.757,53.967,52.9863333333,48.1856666667,11.63,6.99333333333,9.416,7.27866666667,8.599,38.4653333333,4.50566666667,9.85933333333,43.5836666667,7.61
587.39,9.715,54.0326666667,53.022,48.1453333333,11.6086666667,6.90666666667,9.427,7.25733333333,8.515,38.4496666667,4.495,9.79533333333,43.4486666667,7.53933333333
587.73,9.76833333333,54.0466666667,53.0086666667,48.243,11.6673333333,6.905,9.484,7.35266666667,8.54333333333,38.4803333333,4.55266666667,9.808,43.5206666667,7.658
588.07,9.76833333333,54.1103333333,53.0463333333,48.376,11.7456666667,6.956,9.49,7.352,8.55466666667,38.5033333333,4.54133333333,9.846,43.6303333333,7.736
588.41,9.761,54.1646666667,52.9303333333,48.3563333333,11.7213333333,6.90666666667,9.50333333333,7.32033333333,8.51166666667,38.466,4.48733333333,9.76666666667,43.5286666667,7.64833333333
588.74,9.726,54.014,52.8283333333,48.2783333333,11.6483333333,6.81466666667,9.526,7.31166666667,8.47866666667,38.4236666667,4.45266666667,9.66066666667,43.527,7.572
589.08,9.74066666667,53.9903333333,52.7846666667,48.3586666667,11.6163333333,6.84966666667,9.487,7.36,8.476,38.428,4.44833333333,9.71266666667,43.5826666667,7.526
589.42,9.71233333333,54.045,52.7986666667,48.3933333333,11.568,6.81766666667,9.46233333333,7.306,8.36766666667,38.4496666667,4.426,9.72166666667,43.6926666667,7.47566666667
589.76,9.69633333333,54.1146666667,52.6946666667,48.3176666667,11.5266666667,6.781,9.37766666667,7.34966666667,8.334,38.4446666667,4.43433333333,9.771,43.6693333333,7.52133333333
590.09,9.66766666667,53.936,52.5373333333,48.1986666667,11.42,6.725,9.24433333333,7.32566666667,8.36033333333,38.3113333333,4.37633333333,9.712,43.5766666667,7.439
590.43,9.63466666667,53.8766666667,52.5903333333,48.1953333333,11.399,6.65766666667,9.18166666667,7.36433333333,8.26066666667,38.2736666667,4.33266666667,9.684,43.5476666667,7.46766666667
590.77,9.61933333333,54.0046666667,52.687,48.2683333333,11.399,6.66133333333,9.15866666667,7.43166666667,8.31266666667,38.377,4.28866666667,9.72133333333,43.5793333333,7.44433333333
591.11,9.634,54.1486666667,52.7186666667,48.3256666667,11.4056666667,6.64166666667,9.10233333333,7.403,8.324,38.401,4.23033333333,9.73833333333,43.6473333333,7.403
591.44,9.62633333333,54.155,52.7893333333,48.2386666667,11.3346666667,6.61066666667,9.02533333333,7.35466666667,8.308,38.4313333333,4.22666666667,9.708,43.6153333333,7.366
591.78,9.646,54.2203333333,52.7636666667,48.1816666667,11.2976666667,6.58966666667,9.049,7.37833333333,8.343,38.5163333333,4.18766666667,9.65766666667,43.6363333333,7.41433333333
592.12,9.67866666667,54.2363333333,52.8406666667,48.2133333333,11.313,6.62233333333,8.986,7.396,8.35766666667,38.594,4.21033333333,9.68833333333,43.686,7.52633333333
592.46,9.73333333333,54.4233333333,52.9753333333,48.315,11.3643333333,6.679,9.02366666667,7.40433333333,8.35633333333,38.647,4.21,9.77,43.7186666667,7.63533333333
592.79,9.67133333333,54.443,52.997,48.3013333333,11.2846666667,6.589,8.984,7.342,8.28333333333,38.6126666667,4.21966666667,9.752,43.702,7.64933333333
593.13,9.694,54.4523333333,53.0826666667,48.2986666667,11.3523333333,6.643,8.94733333333,7.392,8.36833333333,38.6273333333,4.25866666667,9.79733333333,43.683,7.772
593.47,9.69533333333,54.524,53.1686666667,48.4356666667,11.3796666667,6.677,8.961,7.37366666667,8.42,38.6833333333,4.26,9.71266666667,43.7596666667,7.80266666667
593.80,9.63366666667,54.5103333333,53.2546666667,48.466,11.4176666667,6.661,9.03533333333,7.31133333333,8.32566666667,38.703,4.28266666667,9.67266666667,43.861,7.78533333333
594.14,9.63533333333,54.557,53.2163333333,48.5116666667,11.4496666667,6.714,9.099,7.25833333333,8.40533333333,38.6596666667,4.324,9.71633333333,43.91,7.815
594.48,9.70233333333,54.531,53.2376666667,48.5183333333,11.5323333333,6.788,9.17966666667,7.325,8.395,38.683,4.39266666667,9.769,44.0433333333,7.914
594.81,9.80933333333,54.5873333333,53.308,48.6866666667,11.5846666667,6.95766666667,9.27633333333,7.47133333333,8.50366666667,38.7803333333,4.50233333333,9.86366666667,44.128,8.13433333333
595.15,9.73166666667,54.466,53.2326666667,48.6383333333,11.5066666667,6.93833333333,9.30966666667,7.41133333333,8.37033333333,38.6826666667,4.39566666667,9.78333333333,44.0233333333,8.11566666667
595.49,9.75366666667,54.3436666667,53.3663333333,48.6933333333,11.5643333333,7.009,9.346,7.42833333333,8.35566666667,38.6303333333,4.472,9.849,44.0273333333,8.13833333333
