wavelength,Back_PooBolm,Belly_PooBolm,Breast_PooBolm,Crissum_PooBolm,Crown_PooBolm,DorTail_PooBolm,Patch10_PooBolm,Patch11_PooBolm,Rump_PooBolm,Throat_PooBolm,WingTip_PooBolm
198.92,101.2902,62.6879333333,78.8173333334,76.7204666667,95.5377333334,78.9246666666,100.430133333,110.0,80.0178888889,90.5914666667,78.3870666667
199.30,94.9048000001,61.0954,74.2382,77.0952666667,91.5713999999,77.2856666667,95.5238666666,101.809533333,75.6825111111,86.6191999999,74.4761333333
199.68,95.839,63.6242,77.8522,82.595,96.5995333333,78.2550000001,99.2393333334,103.087333333,80.0000666667,88.4564000001,74.9887333333
200.06,101.324466667,68.4768666667,78.9847333333,87.5938,98.9846666667,83.6202666667,103.267133333,108.829866667,83.0462888889,93.8190666667,80.0441333333
200.44,103.083933333,71.6100666667,82.7664,90.7483333333,99.9546666666,89.0702,104.4898,111.4286,86.6213333333,97.1428666668,83.0384
200.82,104.539066667,72.2931333332,82.7423333334,91.9149333333,99.3380666666,90.8276,102.080333333,112.813266667,85.5476666667,99.7161333333,85.9574
201.19,109.071133333,69.5628,78.5792,93.6066666666,103.7704,90.3823333333,104.8634,113.333266667,82.1675111112,102.4044,83.4425333333
201.57,108.868933333,64.7618666666,73.5118666666,86.3095333334,99.7024000003,82.7977333333,103.214333333,113.0358,77.0437555556,97.3216000002,76.9049333333
201.95,120.567466667,66.0284666667,75.9574,92.1275999999,106.1704,89.2198666666,107.0922,123.404266667,78.6998666666,104.8226,81.4893333335
202.33,113.206333333,69.3333333334,77.9683333334,92.8888666666,104.317466667,88.1906,104.698333333,118.4764,78.1163777778,103.364933333,80.7619999999
202.71,115.7778,68.4444,76.5186666667,96.0741333333,105.999866667,95.7036666667,110.7408,123.7036,79.1849777777,108.666666667,77.4814000001
203.09,130.5376,69.2473333333,77.9570666667,99.5699333332,120.8602,112.795866667,122.903333333,139.247266667,76.7742222221,121.183,84.1935999999
203.47,164.9274,84.2029333333,82.3187333333,111.014466667,140.869533333,143.3332,140.7248,178.2608,93.3815999999,153.188266667,100.434733333
203.85,175.035466667,98.8651333335,86.6667333332,116.170133333,148.510666667,159.574466667,146.8084,177.588733333,95.1299333332,170.638133333,122.127533333
204.22,168.527266667,92.4030666666,77.6743999999,102.3256,136.124133333,152.248066667,137.6744,169.767533333,85.8914666666,167.286733333,104.4962
204.60,166.3946,100.544133333,80.2722,105.4422,140.136066667,151.292533333,138.7756,169.523933333,92.6983777777,165.442333334,106.1224
204.98,150.833466667,91.6666000001,74.0278666667,95.4166000001,136.944466667,145.694333333,134.3056,158.75,82.9629111111,162.0832,94.0276666667
205.36,111.8422,80.0877333334,70.6138666667,78.5086666667,103.3334,112.807066667,105.087733333,119.6492,71.3743111111,128.8596,84.7368666667
205.74,103.451,76.8628666667,69.4116666667,77.1765333334,97.4902666667,107.215733333,98.902,106.980533333,67.7648888889,121.176333333,83.9999333334
206.12,96.1685999999,67.3563333334,61.9155333333,69.7318666668,91.7242000001,98.6206,92.2605333335,103.448466667,64.5721555555,112.1072,74.9425333333
206.50,106.748933333,72.7571999999,68.8066,72.5926666668,96.4609333333,105.679,100.411533333,111.275866667,70.5898666667,117.695466667,82.7983333335
206.87,111.300933333,80.3251999999,69.0244666666,75.0407333333,102.683066667,103.414666667,98.3739333333,119.512333333,75.366,120.1626,89.5122666668
207.25,114.920666667,79.8413333335,69.8412666667,79.6825333332,104.9206,103.3332,100.873133333,120.714333333,77.1428444443,120.1588,88.3334000001
207.63,111.087066667,75.3624666665,72.1738666666,79.9274666667,103.768133333,99.0580000001,97.3188666667,115.579733333,75.3623555556,111.521733333,84.8551333332
208.01,116.328533333,68.2127333333,63.8648,78.6474666667,102.705266667,96.5217333333,94.3960666668,125.507333333,68.3736666665,108.019466666,78.9372666666
208.39,117.963,72.3147333334,66.2036666667,81.2962666665,107.5,99.9999333334,97.1295999999,126.2036,74.1667111112,108.426,81.5740666666
208.77,128.813666667,74.9153333333,62.5988666667,81.0169333334,113.898266667,102.147,100.678,134.2374,77.0245555557,120.451933333,86.1017333332
209.14,188.617866667,98.2115333335,81.3008000001,118.536533333,152.845466667,134.796666667,130.569066666,190.4064,100.271022222,156.585333333,118.211333333
209.52,464.166666667,225.416666667,181.25,281.25,379.583333333,330.0,278.333333333,476.25,261.527777778,357.5,258.75
209.90,389.091,221.212066667,179.697,258.787866667,325.151466667,320.0,249.697,419.696933333,262.020066667,321.515,223.6364
210.28,357.435866667,225.641,176.666666667,246.6668,301.7948,311.025666667,226.666533333,385.128066667,244.017088889,294.8718,223.076866667
210.66,436.825466667,285.714333333,209.8412,306.666666667,364.127066667,394.920666667,271.746066667,464.762,286.878266667,362.857333333,271.428533333
211.03,331.954,217.701,168.275866667,232.183933333,280.459733333,302.7586,218.620733333,339.0804,222.3754,284.827666666,202.9884
211.41,232.195066667,156.747933333,119.024266667,167.479666667,191.7072,212.357666667,160.4878,245.203466667,163.252022222,206.341466667,147.642266667
211.79,212.649466667,148.034133333,102.2222,162.051133333,182.051266667,204.6154,152.8206,241.367466667,150.085444445,204.9572,137.093933333
212.17,174.4634,130.3956,101.807933333,137.4012,149.491466667,170.2826,139.661066667,193.559333333,135.743888889,171.5254,120.226
212.55,211.5278,154.4444,127.360933333,165.9722,179.861133333,213.194466667,165.833333333,234.305533333,159.814822222,205.139066667,151.388866667
212.92,215.151533333,154.0908,127.1212,170.909066666,180.606066667,221.060666667,163.939533333,234.697266667,157.777844444,207.1212,151.3636
213.30,261.579066667,192.105266667,163.157866667,203.859666667,214.7368,271.403533333,200.1754,266.6668,194.561333333,252.455933333,188.421066667
213.68,243.739733333,183.414533333,147.317133333,198.0486,196.910533333,247.967466667,194.634133333,243.577,176.476933333,230.894133333,178.536466667
214.06,215.035466667,164.538933333,134.893666667,173.333333334,178.155933333,214.8936,171.773066667,214.042666667,149.0308,199.007,163.404133333
214.44,193.678066667,151.839066667,131.953933333,158.8506,163.793,191.839133333,165.2872,186.206866667,139.961733333,179.1954,156.3218
214.81,207.7988,161.761,140.503133333,175.22,187.421466667,204.402466667,178.364666667,203.019066667,152.369,188.805,166.415066667
215.19,189.555666667,141.889,134.444533333,162.555466667,168.5556,185.777666667,169.2222,186.333466667,139.666666667,160.999933333,153.333266667
215.57,231.9728,169.115666667,167.0748,200.816333333,211.564666667,223.673533333,203.1292,231.7006,166.621288889,191.8368,186.9388
215.95,327.843066667,229.8038,240.588266667,272.941133333,294.313866667,309.6078,284.509933333,320.196,238.562133333,259.2158,259.803933334
216.32,372.857133333,249.5238,273.809466667,313.333266667,345.4764,361.428333333,320.7144,368.571333333,277.539733333,302.618933333,304.761866667
216.70,421.944333333,269.444466667,280.555533333,346.111133334,392.777733334,376.944466667,351.388866666,407.777733333,305.740733333,351.666733333,338.055666667
217.08,640.444533333,390.222266666,433.777733333,521.3334,613.333266667,548.4446,533.3332,651.555666667,470.222288889,516.0002,521.777666667
217.46,389.855133333,222.028933333,260.000066667,313.0436,373.6232,311.3044,303.1884,414.782666667,291.497688889,309.855133333,312.753533333
217.83,402.898533333,239.710066667,284.9276,329.5652,392.173933333,327.2464,321.449333333,415.3622,320.096577778,336.231933333,336.231933333
218.21,-4003.33333333,-2023.33333333,-2566.66666667,-3310.0,-3843.33333333,-3183.33333333,-3090.0,-3896.66666667,-3132.22222222,-3263.33333333,-3263.33333333
218.59,-290.133333334,-124.8,-147.2,-213.6,-268.0,-234.133333333,-211.733333333,-280.0,-220.8,-234.4,-206.666666667
218.97,-193.9394,-52.9294,-74.7475333333,-121.414133333,-165.454666667,-145.8586,-126.060533333,-179.393866667,-135.286133333,-158.181866667,-130.505133333
219.34,-121.153866667,-40.6409333333,-43.5897333333,-75.3847333333,-100.512666667,-92.0512666666,-65.5127999999,-107.1794,-85.8546888888,-111.025666667,-87.8206000001
219.72,-84.0953333331,-29.2382,-27.9049333333,-48.9523999999,-70.0952,-63.9047333333,-44.3809333333,-69.6189999999,-63.8731111111,-77.9046666667,-59.1429333333
220.10,-56.5872666667,-6.98420000001,-8.41273333334,-23.3334,-47.2222666667,-39.8410666667,-23.4918666667,-38.4126,-36.6401111111,-49.5238666667,-33.1746666667
220.47,-39.8131333333,2.74146666668,-0.311400000014,-12.3987333333,-31.4642,-24.6106666667,-11.6510666667,-25.1712,-19.9583777778,-31.402,-18.3799333333
220.85,-35.0750666667,5.58560000001,-1.62153333333,-10.4505333333,-26.4264666667,-26.0660666667,-10.6906666667,-22.7628666667,-18.8389555555,-26.6064666667,-12.6726
221.23,-44.7058,3.33333333333,-8.75819999998,-18.3005333333,-33.3332,-35.0328666667,-15.7516666667,-28.3007333333,-26.7320444445,-31.8301333333,-16.013
221.61,-43.7105333333,0.8806,-8.93093333334,-19.3710666667,-36.5407333333,-39.8742,-19.1824666667,-30.5031333333,-26.7924666667,-31.7611333333,-14.7168666667
221.98,-33.9132,7.18840000001,-5.2754,-12.0,-30.2609333333,-35.7102,-11.9999333333,-24.6958666667,-19.9420444444,-22.6087333333,-6.20286666666
222.36,-27.1958,9.78833333333,-1.53446666665,-6.77246666667,-24.6562,-29.5765333333,-6.19026666667,-20.053,-14.2503111111,-16.6138666667,-3.43926666667
222.74,-22.4858666667,9.54806666667,-0.904066666666,-7.5706,-23.1639333333,-25.9320666667,-4.40673333332,-18.0790666667,-11.4689333333,-12.712,-3.38973333333
223.11,-34.6541333334,-3.64766666666,-13.8366,-17.9246,-36.4151333333,-37.6099333333,-13.6479333333,-31.2578,-24.3814666667,-22.3899333333,-13.3333333333
223.49,-14.6552,13.276,2.98859999999,-2.52866666666,-20.977,-17.9885333333,-3.56320000001,-15.8620666667,-5.63206666668,-7.75853333334,3.6206
223.87,-22.245,13.6054666667,-0.54406666666,-7.00686666668,-28.3674666667,-30.4762,-7.34686666666,-25.0341333333,-10.9522888889,-14.8978,-2.58506666667
224.24,-38.8755333333,-4.01586666667,-18.9557333333,-28.9157333333,-47.3091333333,-50.4416,-21.3654,-48.4339333333,-29.9866444444,-34.3774,-22.5704
224.62,-43.8806,-18.0098666667,-29.6517333333,-39.0049333333,-58.0098666666,-65.0745333333,-28.2588,-55.5224,-42.5537777777,-42.587,-33.3332666667
225.00,-59.5556,-38.5556666667,-44.6665333333,-59.4443999999,-76.7778000001,-82.7777333333,-43.4444666667,-73.2222,-58.814711111,-58.5554666667,-53.1110666667
225.38,-64.4445333333,-52.6314666667,-56.3744666666,-65.7310666666,-82.807,-96.9589999999,-60.9355333333,-71.1111999999,-65.4971111112,-75.4386666667,-67.6023333334
225.75,-54.2373333333,-42.8248000001,-47.1186000001,-53.5594,-66.6666000001,-79.8868666667,-52.6554,-55.8192000001,-54.1619555555,-65.1978,-58.0789999999
226.13,-57.31,-41.0526666667,-47.4852,-49.8246666667,-63.7426666667,-66.1989333334,-50.6431333333,-66.4327333333,-47.2123111111,-60.8186666667,-58.7134666666
226.51,-63.4013333333,-43.8095333333,-54.0136666667,-50.8844,-69.5238,-66.2584666666,-62.0407333333,-85.0341333334,-53.5148222222,-69.3876666667,-62.8571333333
226.88,-63.0508666667,-36.1580666667,-52.8814000001,-42.5987333333,-64.4068,-60.5648666667,-50.7344,-71.2993333334,-53.9360666667,-61.6949333333,-54.4633333333
227.26,-31.8700666667,-8.78046666667,-29.1057333333,-18.2926,-31.7074,-32.6016,-26.6667333333,-33.9838,-25.4200888889,-28.374,-28.0486666667
227.64,-45.9829333333,-17.5214,-44.1880666667,-28.1196666667,-42.4786,-47.1795333333,-34.7862,-47.0086,-39.6295555556,-35.8974,-40.0
228.01,-32.5186666667,-11.4074,-34.1482,-16.8888,-31.2593333333,-28.2222666667,-22.2222666667,-33.1852,-27.6790222222,-23.2592,-24.8889333333
228.39,-29.4770666667,-7.64720000001,-25.7516666667,-12.4183333333,-27.3856,-24.2485333333,-20.7842666667,-26.3398666667,-23.3333333333,-21.1110666667,-17.647
228.76,-31.0526,-4.91233333333,-22.1637333333,-12.2222,-26.959,-23.041,-20.6434666667,-25.4385333333,-22.4560666667,-20.9941333333,-16.0234
229.14,-18.7375333333,6.96966666666,-11.2119333333,-2.32320000001,-13.5354,-10.5556,-10.1009333333,-10.7071333333,-10.5217111111,-7.42426666668,-5.55566666667
229.52,-16.5778666667,10.3556,-7.02206666667,0.088933333346,-9.59999999999,-5.42226666667,-4.4888,-13.6002,-7.43708888889,-0.000133333334,6.66666640001e-05
229.89,-19.0729333333,9.05080000001,-8.78579999999,-2.4724,-13.4216,-9.095,-7.94686666666,-15.9825333333,-11.1848222222,-3.57606666665,-3.75273333333
230.27,-17.1296,11.2963333333,-6.8056,-1.01846666667,-12.5925333333,-12.3148,-6.57413333332,-11.2037333333,-12.3611333333,-1.71299999999,-1.62026666667
230.65,-19.8667333333,7.02213333332,-10.2223333333,-3.33333333335,-16.3554666667,-15.0666666667,-7.42220000001,-11.0223333333,-15.3630888889,-4.31093333333,-4.6668
231.02,-19.4608,7.1078,-15.5393333333,-6.47060000001,-19.5588,-14.5099333333,-8.87253333333,-14.2648,-18.2516888889,-5.93133333334,-7.54913333333
231.40,-20.9754666667,4.5528,-17.5067333333,-11.7614666667,-23.4145333333,-17.9404,-11.0568,-17.9944,-22.8906,-12.1408,-9.756
231.78,-26.7786666667,-2.01680000001,-22.6890666667,-18.7674666667,-29.6358,-23.3054666667,-15.6862,-21.2323333333,-26.8532,-15.182,-13.7814
232.15,-29.6666,-1.50006666668,-20.3333333333,-21.7223333333,-28.8889333333,-24.2778,-15.9444666667,-22.6111333333,-25.5924888889,-17.2778,-13.5000666667
232.53,-24.6994666666,1.03820000001,-20.3823333333,-19.3988666667,-23.4426,-19.7813333333,-11.8032666667,-19.3444,-22.3315333333,-12.7321333334,-11.3114
232.90,-21.5872666667,0.053000000006,-25.0793333333,-18.6772666667,-23.6508,-17.6190666667,-11.3756666667,-19.2592666667,-20.1233555555,-12.3279333333,-10.1587333333
233.28,-29.2090666667,-6.6102,-35.3670666667,-26.7232,-34.6327333333,-26.271,-18.3614,-30.1694666666,-28.8511777778,-24.1243333333,-15.8756666667
233.66,-25.115,-6.55173333333,-30.7470666667,-25.8621333333,-33.8505333333,-24.9425333333,-15.8620666667,-23.0459333333,-23.5440444444,-26.3219333333,-10.8045333333
234.03,-13.5939333333,-1.30220000001,-20.0,-16.3543333333,-23.0731333333,-14.7916666667,-8.64600000001,-12.2397333333,-13.9410666667,-18.3854,-0.573199999998
234.41,-10.2068666667,-3.77006666667,-16.8736666667,-16.2758666667,-19.1722666667,-10.7126,-9.7932,-9.56299999999,-11.7700444445,-18.9426,-0.96553333334
234.78,-10.3854666667,-6.03179999999,-17.9593333333,-18.6849333333,-19.4104,-11.7461333333,-12.0180666667,-8.97959999999,-13.2728888889,-18.8210666667,-1.54199999999
235.16,-11.4583333333,-6.54166666665,-13.25,-18.1666666667,-17.875,-13.125,-14.75,-6.33333333333,-12.2916666667,-20.25,-0.624999999998
235.54,-7.26933333334,-0.48953333332,-5.83800000001,-9.15253333333,-11.4877333333,-6.13946666667,-8.2108,0.640333333326,-5.52408888889,-14.5009333333,5.34826666667
235.91,4.95733333332,5.77786666667,2.97426666667,0.752,-1.81186666666,3.72659999999,-0.0342,10.6667333333,1.39037777778,-7.76060000001,11.8631333333
236.29,8.59033333334,6.30186666666,3.18413333334,3.68153333333,0.331666666666,3.58206666667,1.592,13.6319333333,2.23331111111,-5.93699999999,12.8357333333
236.66,10.0351333333,6.42119999999,5.40353333333,4.63159999999,1.26326666666,4.94726666666,2.00006666667,17.2281333333,4.30402222222,-6.28073333333,15.5438666667
237.04,10.1620666667,5.65766666666,8.9368,7.13520000001,3.06300000001,7.7838,2.77486666667,19.2070666667,6.16213333332,-5.80173333333,16.2882
237.41,13.4026,7.01373333333,12.0138,10.0694,6.18053333333,10.3819333333,4.13186666667,22.4999333334,7.99775555556,-2.0486,16.9791333333
237.79,14.8073333333,7.1692,13.0316666667,10.8878,8.30813333334,10.1506666667,4.82406666667,23.3500666667,6.51044444445,-1.10546666667,14.2378
238.17,15.3650666667,7.96826666668,12.2540666667,10.6984666667,8.95246666668,10.4127333333,5.01600000001,24.0636,7.26984444443,0.317533333333,13.4286
238.54,14.4761333333,8.00006666667,10.8572,11.1746666667,7.7142,12.0318666667,4.53973333334,24.3490666667,6.98411111112,-0.380866666665,12.7937333334
238.92,18.7664,13.8031333333,16.0058,16.5345333333,12.3054,15.4478,10.1617333333,28.4288,12.1488666667,4.25853333333,18.2379333333
239.29,24.7802666667,19.6639333333,21.1887333333,22.8166,18.6305333333,21.3437333333,16.7702,31.7312666667,19.4918444444,11.2145333333,25.0130666667
239.67,24.3906666667,18.3678,18.9886,20.2298666667,18.3447333333,20.2757333333,15.5862,29.3332666667,18.1224888889,12.1609333333,23.977
240.04,18.8643333333,15.9411333333,13.9643333333,15.9411333334,15.205,17.0768666667,13.3331333333,24.5424,14.8264222222,10.6834,20.7570666667
240.42,19.1039333333,16.6666666667,14.7491333333,15.9856666667,14.9819333333,18.4768,14.3728,24.8207333333,15.5614444444,13.1901333333,21.2901333333
240.79,16.5362,14.4520666667,12.337,14.4981333333,12.3371333333,16.1991333333,12.7969333333,21.8849333333,13.4765333333,11.8619333333,18.6666
241.17,14.4332,11.8576666667,9.57733333333,11.2811333333,10.3017333333,13.3333333333,10.9456666667,20.0939333333,10.8473555556,10.1141333333,16.4587333333
241.54,12.8160666667,10.3115333333,8.04226666667,9.86473333333,9.34746666666,12.4280666667,9.84133333334,18.5302,9.80195555557,9.01833333334,15.5202666667
241.92,10.7824666667,8.6602,6.39873333333,8.37086666667,6.74166666667,11.2108666667,8.48886666667,16.238,8.22415555555,7.39553333333,14.598
242.29,9.65966666666,7.5776,5.52546666667,7.50753333334,5.62559999999,9.78986666666,7.75779999999,14.5846666667,6.90357777779,6.84686666667,13.7838666667
242.67,9.46226666667,7.5082,5.54466666667,6.89113333333,5.76893333333,9.25653333333,7.88219999999,14.1748666667,6.52939999999,6.8536,13.6886
243.05,9.25566666666,6.50426666667,4.88053333333,5.9088,5.41266666667,8.65139999998,7.20799999999,13.7934666667,6.01702222223,6.35986666667,13.1259333333
243.42,6.87186666667,4.70326666667,2.42766666667,3.75706666667,3.2396,6.54193333333,5.61373333333,11.7626666667,3.77511111111,4.5158,10.7986666667
243.80,6.15026666667,4.3526,1.5486,3.2488,2.48326666667,6.0436,4.68180000001,11.5974666667,3.01426666667,3.98753333333,10.3872666667
244.17,5.16546666667,3.42613333333,0.777133333334,2.5518,1.37746666667,4.91826666666,2.99333333333,10.7373333333,1.73953333333,2.64013333333,9.84540000001
244.55,3.67926666667,2.26026666667,-0.473133333334,1.54186666667,0.516733333332,3.68813333333,1.025,9.40853333332,0.262755555554,1.16506666667,8.57646666666
244.92,4.2364,2.79326666667,-0.514933333334,1.73833333333,1.232,4.2024,0.928266666667,10.1434,0.348822222222,1.23213333333,8.70893333333
245.30,5.45306666667,4.37346666667,0.709266666667,3.3254,2.17486666667,5.31913333333,1.73366666667,11.5208666667,1.71262222222,2.34846666667,9.60599999999
245.67,4.90413333334,3.70213333333,0.162333333334,2.76546666667,1.8288,5.1622,1.13573333333,11.5116666667,1.34217777778,2.028,8.97506666667
246.05,5.75279999999,4.26753333333,0.591466666666,3.61566666667,3.0242,6.1762,1.58593333333,12.8022666667,2.37464444444,2.59413333333,9.46233333334
246.42,6.13060000001,4.30046666667,1.18306666667,3.968,3.7154,7.05473333333,2.1626,13.7154666667,3.08077777778,2.822,10.1972
246.79,6.74519999999,4.7098,1.76626666667,4.75466666667,4.13793333333,7.73206666666,2.61853333333,14.3706666667,3.87437777778,3.4314,10.9167333333
