wavelength,Back_LopPusf,Belly_LopPusf,Breast_LopPusf,Crissum_LopPusf,Crown_LopPusf,DorTail_LopPusf,Patch10_LopPusf,Patch11_LopPusf,Rump_LopPusf,Throat_LopPusf,WingTip_LopPusf
360.20,8.24007936507,18.6002666667,12.643,18.3962222222,3.652,6.40822222222,14.0194444445,31.876,12.1260555556,13.5174444444,8.09077777777
360.57,8.35763492063,18.7994444444,12.7603333333,18.5506666667,3.76155555556,6.46011111111,14.1615555556,31.9428888889,12.2319444444,13.6223333333,8.12084482757
360.93,8.37544444446,18.8440666667,12.8995,18.6368888889,3.79922222222,6.431,14.2613333333,32.1274444444,12.3565555556,13.7636666667,8.2381072797
361.29,8.43873015874,18.8666666667,12.9415,18.7173333333,3.77933333333,6.40511111111,14.3354444444,32.2991111111,12.4109444444,13.8011111111,8.25484291187
361.66,8.37139682541,18.8594111111,12.8751666666,18.7133333333,3.62744444444,6.27966666667,14.2801111111,32.2521111111,12.3635,13.7205555556,8.1230229885
362.02,8.50752380952,18.9735,13.0391666667,18.8636666666,3.82488888889,6.34477777778,14.5005555555,32.4483333333,12.5845555555,13.789,8.2657413793
362.39,8.36601587302,18.8755666667,13.0391666667,18.7492222222,3.64766666667,6.20444444444,14.3784444444,32.3066666667,12.533,13.6317777778,8.17064176243
362.75,8.31822222221,18.9179444444,13.0945,18.8052222222,3.642,6.20266666667,14.4425555556,32.3817777778,12.5955555556,13.648,8.2140632184
363.11,8.30519047619,19.0505777778,13.2066666666,18.8837777778,3.67844444445,6.32788888889,14.5677777778,32.5204444444,12.6996666666,13.7606666667,8.25472796937
363.48,8.17604761905,18.9219333333,13.1556666666,18.7813333333,3.567,6.21988888889,14.396,32.3678888889,12.5657222222,13.6971111111,8.14681992337
363.84,8.06098412699,18.7618777778,13.0941666667,18.6283333333,3.48333333333,6.04155555555,14.255,32.2875555555,12.4312222222,13.5803333333,8.0310191571
364.20,7.95098412699,18.6356333333,13.0523333333,18.6167777778,3.39011111111,5.91833333333,14.1771111111,32.1871111111,12.3789444444,13.5617777778,7.94577777777
364.57,7.72726984127,18.393,12.873,18.5085555555,3.10477777778,5.68644444444,13.9588888889,32.0711111111,12.1431111111,13.4532222222,7.70323563217
364.93,7.45438095238,18.1984222222,12.6735,18.4383333334,2.83555555555,5.44455555556,13.6941111111,31.834,11.898,13.2816666667,7.3964770115
365.29,7.35598412699,18.1174222222,12.6501666667,18.3864444444,2.77977777778,5.32788888889,13.67,31.6486666667,11.8492777778,13.2558888889,7.3165881226
365.66,7.24361904762,18.0222,12.5286666667,18.3952222222,2.71822222222,5.22733333334,13.6921111111,31.6991111111,11.7801666667,13.2163333333,7.21305938697
366.02,7.13833333333,17.9608666667,12.404,18.3784444444,2.56566666667,5.06388888889,13.5874444444,31.6317777778,11.6341111111,13.2392222222,7.07511685823
366.38,7.218,18.0267,12.5401666666,18.5348888889,2.619,5.09444444445,13.6967777778,31.6635555556,11.6877777778,13.2986666667,7.07858045977
366.75,7.10807936508,17.8809,12.398,18.4062222222,2.38744444444,4.89644444445,13.5382222222,31.5401111111,11.5441111111,13.1272222222,6.79372222223
367.11,7.21406349207,17.8927333333,12.4521666666,18.4092222222,2.50755555556,4.89966666667,13.6138888889,31.5551111111,11.55,13.1647777778,6.84996360153
367.47,7.1856984127,17.9788666667,12.4071666667,18.5072222222,2.46666666667,4.89,13.6951111111,31.6355555555,11.4882222222,13.2282222222,6.90970306513
367.84,7.22144444445,18.0698777778,12.4826666666,18.7287777778,2.55366666667,4.96377777778,13.8717777778,31.6858888889,11.5992777778,13.5226666667,6.93789463603
368.20,7.20641269841,18.1842888889,12.5028333333,18.7711111111,2.55344444445,4.95011111111,13.9237777778,31.7703333333,11.5862222222,13.6596666667,6.9275613027
368.56,7.16173015873,18.1783111111,12.5166666666,18.7352222222,2.56844444444,4.93422222222,13.9688888889,31.6992222222,11.5704444444,13.6317777778,6.92879310343
368.93,7.37892063492,18.4228,12.7321666667,18.8526666667,2.73644444444,5.09455555555,14.2425555556,31.9891111111,11.7345,13.7951111111,7.04252873563
369.29,7.32155555556,18.4642444445,12.7023333334,18.914,2.61422222222,5.01022222222,14.203,32.0913333333,11.6778333333,13.7922222222,6.95078544063
369.65,7.31957142857,18.5287888889,12.7243333333,18.9318888889,2.55844444445,4.90911111111,14.1081111111,32.077,11.6195,13.8881111111,6.8600881226
370.01,7.38380952381,18.6450333333,12.778,19.0178888889,2.58766666667,5.03977777778,14.2632222222,32.25,11.704,14.0064444445,6.87612452107
370.38,7.2003968254,18.6413333333,12.6718333334,18.9665555555,2.47433333333,4.945,14.2402222222,32.1546666667,11.5776111111,14.0182222222,6.8086072797
370.74,7.39134920634,18.9609,12.8613333334,19.1882222222,2.77022222222,5.10488888889,14.4738888889,32.3147777778,11.7292222222,14.2684444444,7.078848659
371.10,7.40765079366,19.1338555555,12.9488333333,19.352,2.75855555556,5.08533333334,14.5695555556,32.3271111111,11.8326111111,14.3752222222,7.12948850577
371.46,7.52819047619,19.1861333333,13.047,19.4397777778,2.82811111111,5.101,14.6897777778,32.5143333333,11.95,14.407,7.10894061303
371.83,7.45822222222,19.1346111111,13.0456666667,19.355,2.68455555555,4.97322222222,14.6052222222,32.4723333333,11.8558888889,14.1974444445,7.01877586207
372.19,7.41203174603,19.1552333333,13.0473333334,19.3463333333,2.57777777778,4.92011111111,14.6045555556,32.4518888889,11.8267222222,14.0185555556,7.01605747127
372.55,7.48765079366,19.2951666667,13.0155,19.4001111111,2.64611111111,4.928,14.6777777778,32.5288888889,11.9355555555,14.108,7.03362068963
372.92,7.50311111111,19.3738777778,13.0645,19.5348888889,2.67244444444,4.90122222222,14.7201111111,32.5785555555,11.8933888889,14.1826666667,7.0931321839
373.28,7.61193650793,19.5014222222,13.1896666666,19.575,2.82777777778,5.04344444444,14.8725555555,32.6412222222,11.9625,14.2414444445,7.21802873563
373.64,7.6776984127,19.5928222222,13.335,19.6784444445,2.87066666667,5.14055555555,15.0974444444,32.7015555556,12.0553333333,14.2276666667,7.32636590037
374.00,7.59814285714,19.5236333333,13.2698333334,19.5898888889,2.76355555556,4.98822222222,14.9531111111,32.5784444444,11.9888888889,14.0952222222,7.21331609197
374.37,7.63811111111,19.5182222222,13.1926666667,19.6593333334,2.84644444444,4.996,15.0228888889,32.6861111111,12.036,14.0758888889,7.22490421457
374.73,7.53352380952,19.4212111111,13.1993333333,19.6773333333,2.68677777778,4.92444444444,15.0065555556,32.7636666667,12.0190555556,14.0673333333,7.12464367817
375.09,7.4613015873,19.2998222222,13.1566666667,19.6664444445,2.59166666667,4.89155555556,14.9992222222,32.7358888889,11.9250555555,14.053,7.0080229885
375.45,7.45779365079,19.3378333333,13.2083333334,19.7763333333,2.56077777778,4.91855555556,15.0822222222,32.681,11.9986666667,14.2177777778,6.98676628353
375.81,7.4756984127,19.4319333333,13.163,19.8107777778,2.50766666667,4.93288888889,15.1475555556,32.738,12.0186111111,14.2442222222,6.9787586207
376.18,7.49628571429,19.4161888889,13.15,19.9141111111,2.52488888889,4.89477777778,15.1552222222,32.7638888889,12.0687222222,14.3465555555,6.95712260537
376.54,7.5096031746,19.4585666667,13.2225,20.0013333333,2.42655555555,4.909,15.215,32.787,12.0895555556,14.3546666667,6.98184482757
376.90,7.48303174604,19.4548444445,13.1898333334,20.0013333333,2.33866666667,4.87777777778,15.2683333334,32.8005555555,12.173,14.3228888889,6.92303639847
377.26,7.52542857143,19.5500444444,13.2716666667,20.1428888889,2.31711111111,4.87433333333,15.3644444444,32.9372222222,12.2447777778,14.4481111111,6.94531992337
377.63,7.53698412699,19.5982111111,13.3026666667,20.1977777778,2.30677777778,4.886,15.3807777778,33.0294444445,12.2637777778,14.5348888889,6.9294367816
377.99,7.65301587301,19.7591888889,13.5096666667,20.4394444444,2.40522222222,5.00155555556,15.5902222222,33.2195555556,12.3948888889,14.6953333333,7.10798467433
378.35,7.57493650793,19.7141,13.483,20.4014444444,2.24344444445,4.88233333333,15.5088888889,33.0502222222,12.2730555556,14.6711111111,6.94637356323
378.71,7.6116031746,19.7616333333,13.5096666667,20.414,2.26377777778,4.88666666667,15.564,33.0074444445,12.2805,14.6856666667,6.98227203063
379.07,7.64057142857,19.8164666667,13.506,20.5151111111,2.25333333333,4.86777777778,15.5874444445,33.0905555555,12.2668333334,14.6816666667,7.00535249043
379.44,7.59544444445,19.9060222222,13.5308333333,20.5477777778,2.20022222222,4.77611111111,15.6026666666,33.1276666667,12.177,14.6205555555,7.00029118773
379.80,7.65619047619,19.9785444444,13.6381666667,20.7002222222,2.25544444444,4.75811111111,15.697,33.1832222222,12.223,14.7795555556,7.06051532567
380.16,7.68196825397,20.0457333333,13.6866666666,20.7194444444,2.27966666667,4.83755555556,15.813,33.188,12.2507777778,14.8257777778,7.0823908046
380.52,7.79936507937,20.1715111111,13.7876666667,20.9226666666,2.41111111111,4.89622222222,15.9324444444,33.308,12.2907222222,14.9728888889,7.17151149423
380.88,7.80595238096,20.2095222222,13.7628333333,20.9375555555,2.455,4.92333333333,15.9518888889,33.2974444444,12.2888888889,15.0153333333,7.2224329502
381.24,7.80766666666,20.2518555555,13.7378333334,21.0204444444,2.431,4.88088888889,15.9765555556,33.2204444445,12.2318888889,14.995,7.1804329502
381.61,7.76892063492,20.2923333333,13.7191666667,21.009,2.40444444444,4.89111111111,16.013,33.1354444445,12.2380555555,14.9796666667,7.17096743297
381.97,7.72153968254,20.2201777778,13.597,20.9292222222,2.38322222222,4.85444444444,15.9656666666,33.0083333333,12.1546111111,14.9916666667,7.1360613027
382.33,7.9313015873,20.4642111111,13.779,21.0902222222,2.55266666667,4.95488888889,16.163,33.2601111111,12.3652222222,15.2315555556,7.37922413793
382.69,7.99507936508,20.5567333333,13.8806666667,21.2698888889,2.59122222222,5.01455555555,16.2485555556,33.3895555555,12.4056111111,15.3402222222,7.42653831417
383.05,8.02773015873,20.6790666666,13.8983333333,21.2694444444,2.58988888889,5.05533333333,16.3073333333,33.4575555556,12.4453333333,15.4131111111,7.42603639847
383.41,8.24525396826,20.8413555555,14.0193333334,21.4134444444,2.77355555556,5.24111111111,16.4328888889,33.5711111111,12.6200555555,15.5775555555,7.62042911877
383.77,8.25282539682,20.8891222222,14.0268333333,21.4802222222,2.82066666667,5.23822222222,16.4893333333,33.5962222222,12.6555,15.6213333333,7.6823678161
384.14,8.40458730159,21.0768333333,14.2085,21.6704444444,2.89688888889,5.29088888889,16.6174444444,33.8464444444,12.7467777778,15.7072222222,7.78252873563
384.50,8.43263492063,21.1957444444,14.2701666667,21.7933333333,2.94422222222,5.317,16.7253333333,33.9424444444,12.8578888889,15.8152222222,7.9041532567
384.86,8.50453968255,21.2676,14.347,21.8875555556,2.99577777778,5.377,16.8237777778,33.9636666667,12.9298888889,15.9446666667,7.9774367816
385.22,8.4666984127,21.2965444445,14.3726666666,21.9397777778,2.98811111111,5.40222222222,16.8505555555,34.0124444444,12.9927222222,16.0154444444,8.00605363983
385.58,8.57187301587,21.4017,14.4678333334,22.038,3.09322222222,5.42577777778,16.9118888889,34.0971111111,13.0642777778,16.1293333333,8.11162260537
385.94,8.71093650792,21.6438555556,14.63,22.2112222222,3.20788888889,5.54233333333,17.1416666667,34.2806666667,13.2269444445,16.2774444444,8.23824521073
386.30,8.78441269843,21.7660666667,14.6808333333,22.3893333333,3.27777777778,5.62844444444,17.2184444444,34.4294444444,13.3150555556,16.3277777778,8.27035823757
386.66,8.87514285713,21.9108444444,14.7105,22.4571111111,3.38077777778,5.76666666666,17.3492222222,34.5045555556,13.4875555556,16.4304444444,8.37444061303
387.03,9.02071428572,22.0575444445,14.8891666667,22.6131111111,3.49644444445,5.84244444445,17.54,34.5974444445,13.6346666667,16.5666666667,8.51466283523
387.39,9.00649206349,22.1647777778,14.9615,22.7322222222,3.57655555556,5.89288888889,17.6957777778,34.7418888889,13.7360555555,16.7148888889,8.5385689655
387.75,9.07838095238,22.3133111111,15.077,22.7902222222,3.64988888889,6.00088888889,17.8142222222,34.8043333333,13.8203888889,16.774,8.57307662837
388.11,9.1408253968,22.3749333333,15.087,22.8183333333,3.67033333333,6.03144444445,17.8143333333,34.7953333333,13.8340555556,16.8793333333,8.61273563217
388.47,9.13903174603,22.3891111111,15.0705,22.6973333333,3.67388888889,6.04255555556,17.8598888889,34.7655555556,13.7867222222,16.8351111111,8.5372586207
388.83,9.19674603176,22.5301666667,15.1798333333,22.8811111111,3.73244444444,6.07866666667,17.9582222222,34.9,13.8197222222,16.894,8.56796934867
389.19,9.30463492061,22.6185777778,15.2418333333,22.9656666667,3.83888888889,6.17422222222,18.09,34.9805555556,13.9170555556,16.9691111111,8.63962068963
389.55,9.41365079364,22.7602444444,15.3786666667,23.134,3.89488888889,6.30444444445,18.3036666667,35.1127777778,14.0182222222,17.0884444445,8.69715900383
389.91,9.44104761903,22.8327,15.4381666667,23.239,3.92311111111,6.33933333333,18.3485555555,35.1052222222,14.0354444444,17.1272222222,8.68883908047
390.27,9.53276190478,22.9462333333,15.5761666666,23.3895555556,4.03444444444,6.47388888889,18.5427777778,35.1947777778,14.1438333333,17.2611111111,8.79944636017
390.63,9.49666666668,22.9188777778,15.5333333333,23.3823333334,4.005,6.37133333334,18.5438888889,35.0646666667,14.0674444444,17.2293333333,8.7110613027
391.00,9.5251746032,23.0026777778,15.5765,23.4926666667,4.08711111111,6.43477777778,18.6135555556,35.1312222222,14.0913333334,17.3292222222,8.7371704981
391.36,9.51692063493,23.0240777778,15.5413333333,23.5012222222,4.00477777778,6.36044444445,18.5825555556,35.1165555556,14.0342777778,17.2347777778,8.6916091954
391.72,9.57965079367,23.1034555556,15.511,23.6202222222,4.00544444444,6.35688888889,18.6237777778,35.2061111111,14.015,17.3027777778,8.69241954023
392.08,9.5105079365,23.0941555555,15.5023333333,23.6633333334,4.00933333333,6.34688888889,18.6973333333,35.1737777778,14.0245555556,17.3088888889,8.69722988507
392.44,9.54234920633,23.1211111111,15.5596666666,23.7898888889,4.01266666667,6.33611111111,18.7496666667,35.2227777778,14.1001111111,17.3532222222,8.72862452107
392.80,9.62111111111,23.2329444445,15.6296666666,23.8358888889,4.09877777778,6.41655555555,18.798,35.2125555555,14.1628888889,17.4588888889,8.7956762452
393.16,9.65147619049,23.3165222222,15.7133333334,23.9246666666,4.14122222222,6.42411111111,18.8714444444,35.2967777778,14.1991111111,17.53,8.8210651341
393.52,9.64128571429,23.2912222222,15.6543333333,23.945,4.14155555556,6.37666666667,18.8133333333,35.2848888889,14.1917777778,17.4824444445,8.84877777777
393.88,9.684015873,23.3115888889,15.6873333334,23.9737777778,4.12,6.33655555555,18.838,35.3188888889,14.1883888889,17.4912222222,8.8727375479
394.24,9.62984126986,23.2982555556,15.6366666667,23.9141111111,4.05766666667,6.23044444444,18.7894444444,35.2692222222,14.1537222222,17.4743333333,8.8252183908
394.60,9.79233333332,23.4240222222,15.8406666667,24.097,4.17188888889,6.39411111111,18.9278888889,35.4654444444,14.2978333333,17.6613333333,8.96689846743
394.96,9.74404761903,23.3486444444,15.7808333333,24.0671111111,4.03922222222,6.27777777778,18.9025555556,35.4681111111,14.2455,17.6001111111,8.88894444443
395.32,9.83833333331,23.4156111111,15.849,24.1601111111,4.09922222222,6.33744444444,18.9796666667,35.4913333333,14.3253888889,17.7113333333,8.9559367816
395.68,9.9108888889,23.4587888889,15.972,24.2333333333,4.19688888889,6.41111111111,19.0856666667,35.5502222222,14.4828333333,17.8123333333,9.0637375479
396.04,9.96477777777,23.5635777778,16.032,24.3298888889,4.23877777778,6.41511111111,19.1664444444,35.6083333333,14.5398333333,17.8794444444,9.11377394637
396.40,10.0452539683,23.6767111111,16.0958333334,24.4368888889,4.27988888889,6.50033333333,19.2265555555,35.7238888889,14.5494444444,17.982,9.1805823755
396.76,9.97277777778,23.6038222222,16.0565,24.4171111111,4.14733333333,6.37022222222,19.2188888889,35.7181111111,14.5182222222,17.8998888889,9.1239808429
397.12,10.0314285714,23.7025888889,16.1133333333,24.4955555555,4.19544444445,6.39088888889,19.2924444444,35.8511111111,14.5802222222,18.0527777778,9.22653256703
397.48,10.1103333333,23.8345444444,16.1941666667,24.6498888889,4.25044444444,6.45355555555,19.3998888889,35.9383333334,14.6399444445,18.183,9.30472988507
397.84,10.1752698413,23.9115111111,16.2766666667,24.7625555556,4.28622222222,6.52255555556,19.4621111111,36.036,14.7205555556,18.3295555556,9.3353045977
398.20,10.1703968254,23.8875,16.3135,24.8357777778,4.28522222222,6.53877777778,19.5062222222,36.0167777778,14.6704444444,18.3038888889,9.30516475097
398.56,10.0964603174,23.9500666667,16.2818333334,24.8813333333,4.24866666667,6.41477777778,19.5681111111,36.1022222222,14.6278333333,18.378,9.27827777777
398.92,10.1257936508,24.0747111111,16.3105,24.9886666667,4.31044444444,6.47477777778,19.6448888889,36.1545555555,14.6656111111,18.4431111111,9.3138716475
399.28,10.1346666667,24.1334222222,16.3998333333,25.0532222222,4.34944444444,6.48077777778,19.7502222222,36.1826666667,14.6611111111,18.5067777778,9.35800957853
399.64,10.0942222222,24.1826,16.4046666666,25.1387777778,4.35522222222,6.49566666666,19.8242222222,36.2251111111,14.6197222222,18.5665555556,9.3643295019
400.00,10.1268253968,24.2329666667,16.4296666667,25.1776666667,4.37688888889,6.49355555556,19.8553333333,36.291,14.6336111111,18.6442222222,9.33955555557
400.36,10.1741111111,24.2977888889,16.4898333333,25.2795555556,4.42933333333,6.50911111111,19.949,36.3491111111,14.6971111111,18.7403333333,9.43029885057
400.72,10.2718888889,24.4417,16.5426666667,25.3725555556,4.53211111111,6.61866666667,20.1123333333,36.4755555556,14.7265555556,18.8922222222,9.51044061303
401.08,10.2327142857,24.4536444444,16.5145,25.3375555555,4.45333333334,6.57733333334,20.1246666667,36.373,14.6886111111,18.8712222222,9.46504597703
401.44,10.2056190476,24.5103333333,16.5483333334,25.3528888889,4.441,6.57622222222,20.2231111111,36.4685555556,14.727,18.9664444445,9.4272203065
401.80,10.218984127,24.6144333333,16.629,25.4484444444,4.504,6.64077777778,20.3866666666,36.5463333333,14.7971666667,19.0814444444,9.5123007663
402.16,10.3478571429,24.8364666667,16.7938333334,25.5993333334,4.59111111111,6.76966666667,20.5343333333,36.7327777778,14.9681111111,19.3554444444,9.6376704981
402.52,10.4342063492,24.9494,16.8498333334,25.6884444444,4.62788888889,6.828,20.6017777778,36.7897777778,15.0247777778,19.4013333333,9.66189655173
402.88,10.5232539682,25.0575333333,16.9993333333,25.8166666667,4.72366666667,6.89933333334,20.7413333334,36.9094444444,15.1062777778,19.5407777778,9.7465191571
403.24,10.5430634921,25.1272666667,16.9773333333,25.8518888889,4.70666666667,6.90388888889,20.7672222222,37.0025555556,15.1434444445,19.5513333333,9.73487739463
403.60,10.6093809524,25.2613777778,17.0578333333,25.961,4.70433333333,6.911,20.836,37.1036666667,15.1981666667,19.6332222222,9.79020498083
403.95,10.6766666667,25.3328111111,17.1676666666,26.0823333333,4.73922222222,7.007,20.9537777778,37.2106666667,15.2978333333,19.688,9.87035249043
404.31,10.675031746,25.4631333333,17.2455,26.1064444445,4.76288888889,7.02566666666,21.0321111111,37.2632222222,15.3605555556,19.7678888889,9.8600440613
404.67,10.7016349207,25.5410777778,17.3131666666,26.2223333333,4.79166666666,7.06511111111,21.0864444444,37.3162222222,15.4142777778,19.8231111111,9.88842145593
405.03,10.7314920635,25.5831555556,17.3508333333,26.3383333333,4.833,7.09033333334,21.1305555556,37.3641111111,15.422,19.8261111111,9.89360153257
405.39,10.7339047619,25.6076888889,17.3696666667,26.3532222222,4.84622222222,7.045,21.1218888889,37.3783333334,15.4006666667,19.8586666667,9.92992528737
405.75,10.7641111111,25.6960777778,17.429,26.4704444445,4.88355555555,7.04977777778,21.1422222222,37.4452222222,15.4306111111,19.8717777778,9.92770689657
406.11,10.8107460317,25.7596111111,17.4558333333,26.5464444444,4.90977777778,7.04477777778,21.2246666667,37.555,15.4281111111,19.8626666667,9.97974904217
406.47,10.8001904762,25.7478555555,17.482,26.5166666667,4.89833333334,7.02766666667,21.2292222222,37.5366666667,15.3947222222,19.842,10.0020689655
406.83,10.7199206349,25.6961111111,17.4193333333,26.472,4.8,6.93233333333,21.1605555556,37.466,15.3235555556,19.7821111111,9.92836015327
407.19,10.6764285714,25.7226777778,17.435,26.5682222222,4.79666666667,6.92222222222,21.1775555556,37.4858888889,15.2945,19.8264444445,9.91707662837
407.55,10.6149047619,25.6312555555,17.3613333333,26.4938888889,4.72233333333,6.85311111111,21.1317777778,37.3686666667,15.2154444445,19.7566666667,9.8196321839
407.90,10.5661428571,25.6662111111,17.3221666666,26.5262222222,4.66311111111,6.77055555556,21.126,37.3992222222,15.17,19.7878888889,9.7524559387
408.26,10.5121111111,25.6122333333,17.2851666667,26.6018888889,4.58688888889,6.73522222222,21.1384444444,37.4136666667,15.1113333333,19.7725555556,9.70020306513
408.62,10.5039047619,25.6293444445,17.3043333334,26.6342222222,4.548,6.69455555555,21.1554444444,37.4603333333,15.1013888889,19.7627777778,9.67196168583
408.98,10.5585555556,25.8006333333,17.4416666667,26.8217777778,4.58344444444,6.72744444444,21.2788888889,37.6353333333,15.1998888889,19.8985555556,9.747302682
409.34,10.598968254,25.9082222222,17.5296666667,26.9423333333,4.58288888889,6.77188888889,21.3923333333,37.7315555556,15.2692222222,19.9898888889,9.76194061303
409.70,10.5723174603,25.9568555556,17.48,26.9514444444,4.52166666667,6.71366666667,21.4393333333,37.794,15.2646111111,20.0123333333,9.75909961687
410.06,10.4862857143,25.8967777778,17.4201666667,26.9067777778,4.44655555556,6.61411111111,21.4062222222,37.6845555555,15.1817222222,19.9527777778,9.64185249043
410.42,10.4655396825,25.9540666667,17.4333333333,26.9958888889,4.42044444444,6.60377777778,21.4608888889,37.7487777778,15.1818888889,19.9853333333,9.62229885057
410.77,10.5535714286,26.0769,17.4933333333,27.1006666667,4.48677777778,6.66622222222,21.5696666667,37.8845555555,15.2893888889,20.0908888889,9.71149425287
411.13,10.580968254,26.1415666667,17.5465,27.1443333333,4.47277777778,6.67466666667,21.6414444444,37.9406666667,15.3553333334,20.1341111111,9.74310536397
411.49,10.6592857143,26.3215444444,17.6708333333,27.2867777778,4.56088888889,6.72733333333,21.7821111111,38.1043333333,15.4436666667,20.3225555556,9.8198065134
411.85,10.631015873,26.3311444445,17.658,27.2976666667,4.52677777778,6.70155555556,21.8352222222,38.0981111111,15.3981111111,20.3003333333,9.80299233717
412.21,10.6255079365,26.3462888889,17.6036666666,27.2621111111,4.48422222222,6.64788888889,21.8221111111,38.0955555556,15.3308333333,20.2986666667,9.76415900383
412.57,10.648015873,26.461,17.6605,27.3253333333,4.49344444444,6.66411111111,21.9077777778,38.1746666667,15.3731111111,20.385,9.7891954023
412.92,10.6168095238,26.4219,17.61,27.2862222222,4.46211111111,6.63033333333,21.9447777778,38.1456666667,15.3493888889,20.3642222222,9.72661685823
413.28,10.6305079365,26.4791555556,17.601,27.3474444445,4.50111111111,6.65333333333,22.0018888889,38.1943333333,15.3808888889,20.3656666667,9.72235632183
413.64,10.617047619,26.4595,17.625,27.3477777778,4.50077777778,6.63977777778,21.9905555556,38.1398888889,15.3703333333,20.3481111111,9.7156992337
414.00,10.6436031746,26.5743777778,17.6633333333,27.4427777778,4.49322222222,6.66022222222,22.0504444445,38.2333333333,15.4120555556,20.4356666667,9.7598678161
414.36,10.6132222222,26.6070777778,17.6113333334,27.4263333333,4.43288888889,6.61188888889,22.0376666667,38.2366666667,15.4228888889,20.4257777778,9.7269367816
414.72,10.6608571429,26.6939444444,17.691,27.5106666666,4.46333333333,6.66822222222,22.1214444444,38.3008888889,15.4747777778,20.5075555555,9.77190613027
415.07,10.6876825397,26.7867333333,17.762,27.6216666667,4.47888888889,6.66077777778,22.2004444445,38.3798888889,15.5061111111,20.5756666667,9.800848659
415.43,10.6630634921,26.7888,17.7528333333,27.6238888889,4.42066666666,6.64588888889,22.2233333333,38.4043333333,15.5157777778,20.5456666667,9.77268965517
415.79,10.6970793651,26.8534333334,17.8273333333,27.7017777778,4.46833333334,6.66888888889,22.2908888889,38.4892222222,15.5923888889,20.6202222222,9.81827203063
416.15,10.7774126984,27.0031777778,17.9673333333,27.8555555556,4.56011111111,6.72611111111,22.419,38.6131111111,15.7301111111,20.748,9.90129118773
416.51,10.765952381,26.9942888889,17.9513333334,27.8583333334,4.53855555556,6.70477777778,22.3981111111,38.6404444445,15.7238333333,20.7651111111,9.87766475097
416.86,10.8024285714,27.0627888889,17.9728333333,27.8814444444,4.54288888889,6.74944444444,22.4208888889,38.7016666667,15.7266666666,20.8087777778,9.90750957853
417.22,10.8538571429,27.1190555556,18.0168333333,27.9744444444,4.54877777778,6.78233333333,22.5105555555,38.7796666667,15.7677222222,20.8701111111,9.9410823755
417.58,10.898031746,27.1980666667,18.0355,28.0378888889,4.57944444444,6.82677777778,22.578,38.8503333334,15.7996111111,20.962,9.96399233717
417.94,10.9166190476,27.2245333333,18.0518333333,28.0744444444,4.61444444445,6.85844444444,22.6377777778,38.9376666667,15.8548333334,21.0275555555,9.98877777777
418.29,10.9827936508,27.3186333334,18.1386666666,28.1875555556,4.72033333333,6.93711111111,22.7191111111,39.0071111111,15.9172777778,21.0818888889,10.053710728
418.65,10.9823174603,27.3715666667,18.1698333333,28.2207777778,4.75611111111,6.94922222222,22.7552222222,39.0114444444,15.9300555556,21.0998888889,10.0940498084
419.01,11.002952381,27.3846888889,18.1506666666,28.2124444444,4.767,6.97777777778,22.7951111111,39.0315555556,15.9306111111,21.1048888889,10.0928927203
419.37,11.0236507937,27.4520666667,18.1791666666,28.3062222222,4.79466666667,6.99,22.837,39.1023333333,15.9523888889,21.1358888889,10.1118927203
419.73,11.0579523809,27.5303555556,18.197,28.3555555556,4.80866666667,7.03866666667,22.8747777778,39.1707777778,15.9757222222,21.1887777778,10.1572643678
420.08,11.0610634921,27.5563222222,18.1935,28.394,4.81988888889,7.04866666667,22.9194444444,39.1861111111,16.0017777778,21.1935555555,10.1639118774
420.44,11.0923015873,27.6350222222,18.2155,28.4823333333,4.86077777778,7.09277777778,23.0201111111,39.2147777778,16.0542777778,21.2872222222,10.2240881226
420.80,11.1150793651,27.6742,18.241,28.5375555556,4.89022222222,7.10322222222,23.0854444445,39.2448888889,16.0985555556,21.3503333333,10.2514482759
421.16,11.1171746032,27.7048777778,18.2415,28.5542222222,4.88544444445,7.08211111111,23.0993333334,39.2378888889,16.0839444445,21.377,10.2633199234
421.51,11.1348253968,27.7387222222,18.2643333333,28.5911111111,4.88688888889,7.073,23.1514444445,39.2593333333,16.0879444444,21.3733333333,10.2750632184
421.87,11.1295873016,27.7689555555,18.2713333334,28.6143333333,4.89255555556,7.08366666667,23.1833333333,39.2436666667,16.0785555555,21.3667777778,10.2677873563
422.23,11.1056507936,27.7811666667,18.2795,28.6476666667,4.85755555555,7.048,23.239,39.2788888889,16.0623333333,21.4071111111,10.2520344828
422.58,11.0963333333,27.7898555556,18.2701666667,28.7012222222,4.828,7.03888888889,23.2757777778,39.3381111111,16.0688888889,21.4121111111,10.2347662835
422.94,11.0783174603,27.8202666666,18.2611666667,28.7207777778,4.81255555555,7.00933333333,23.2958888889,39.3288888889,16.0468333333,21.4281111111,10.2242643678
423.30,11.0983174603,27.8598888889,18.269,28.7345555556,4.82511111111,7.01388888889,23.3495555555,39.3425555556,16.0562777778,21.4635555556,10.2372796935
423.66,11.1107777778,27.9304111111,18.2973333334,28.7971111111,4.82333333333,7.00488888889,23.4108888889,39.3968888889,16.0778888889,21.5144444444,10.2502739464
424.01,11.1261746032,27.9576666667,18.3093333334,28.8275555555,4.81188888889,6.98655555556,23.4371111111,39.4048888889,16.0795,21.5442222222,10.2539482759
