wavelength,Back_AniIgnm,Belly_AniIgnm,Breast_AniIgnm,Crissum_AniIgnm,Crown_AniIgnm,DorTail_AniIgnm,Patch10_AniIgnm,Patch11_AniIgnm,Rump_AniIgnm,Throat_AniIgnm,WingTip_AniIgnm
184.11,488.8,497.333333333,444.533333333,531.271111111,485.6,569.066666667,606.4,472.266666667,566.133333333,592.8,513.066666667
184.49,330.000133333,330.769266667,298.632533333,367.914451111,316.3247,384.102666667,400.342,316.2392,364.9574,388.546933333,337.4358
184.87,272.533333333,278.133333334,249.6,303.511111111,257.6,315.866666667,321.2,261.6,297.733333333,316.933333333,279.866666667
185.25,245.967633333,253.118266667,234.301066667,269.831662222,234.677433333,276.451666667,283.225866667,237.957,265.376266667,280.860066667,251.3978
185.63,265.7142,284.285666667,265.0,298.674597778,262.380933333,309.4048,313.928533333,267.857133333,292.261933333,306.309533333,279.761866667
186.01,323.721,350.387733333,331.007733333,368.966493333,318.6046,380.31,388.062133333,330.077533333,349.767533333,384.651066667,339.845
186.39,319.3939,341.818066667,322.727333333,357.555508889,305.681766667,365.151466667,373.484733333,322.1212,334.393933333,369.848266667,333.636466667
186.77,320.378833333,332.5758,324.242533333,353.27778,302.954466667,358.181933333,368.030333333,318.6364,324.393866667,366.8182,335.606133333
187.15,401.145833333,416.25,422.083333333,448.715277778,387.395833333,454.583333333,474.583333333,401.25,406.458333333,461.666666666,421.458333333
187.53,267.973833333,275.6864,280.2616,293.512095555,259.6078,301.568466667,312.1568,259.085,263.3986,300.130866667,280.2614
187.91,239.881066666,243.9284,250.1192,264.777913333,233.095066667,269.4048,271.190533333,232.857066667,232.261866667,268.3334,247.500133333
188.29,199.178066667,203.652933333,204.109666667,220.974006667,192.694033333,219.543466667,218.9042,191.872133333,186.210066667,221.4612,201.004533333
188.67,194.5715,199.809333333,202.000066667,216.279335556,187.7143,213.619,209.999933333,182.095133333,177.1428,216.761933333,199.714266667
189.05,185.238133333,190.2856,194.190333333,210.03806,180.285766667,205.4286,198.1904,170.190533333,167.428466667,208.5714,193.0476
189.43,185.661366667,187.407333334,192.169266667,217.086348889,175.820133334,208.3598,192.804266667,163.068733333,161.9048,210.3704,195.555466667
189.81,186.607133333,180.5952,188.809466667,221.694411111,173.214366667,207.261866667,183.571466667,155.7144,155.357266667,216.428666667,195.2382
190.19,142.117133333,140.630733333,141.351333333,173.071853333,133.7838,160.2704,139.6396,121.261266667,125.495466667,169.999866667,155.315333333
190.57,127.294133333,128.6274,129.411866667,159.44056,125.4902,144.784266667,126.431466667,110.039333333,113.568666667,156.7842,137.176333333
190.95,125.9216,130.980466667,127.215733333,159.056204445,127.725566667,145.333466667,123.8432,110.8234,113.4902,156.313666667,135.607933334
191.33,114.826333333,121.597066667,111.597133333,147.85432,115.6597,132.499933333,108.2638,101.5278,99.7914666667,141.111066667,123.819333333
191.71,105.503966667,113.411066667,99.8448666665,145.472946667,106.976666666,124.4186,94.2634666665,90.5426666665,88.1395333333,136.511733333,114.3412
192.09,105.0814,112.926933333,99.0241999999,147.252244444,103.9837,123.9024,93.5772666665,84.1463333333,87.6421333333,140.650333333,115.447266667
192.47,100.166666667,103.916666667,93.6666666666,140.461111111,96.8750000001,118.833333333,84.9166666667,77.9999999999,82.8333333333,136.666666667,112.583333333
192.85,110.7173,111.392533333,103.2912,151.063211111,107.552733334,129.198333333,96.7933999999,92.0673999999,94.6836,149.7046,119.746866667
193.23,112.345766667,116.213933333,107.078066667,151.028868889,113.6214,129.7942,103.950733333,99.0122666667,99.0946000001,148.888933333,119.4238
193.61,113.098066667,117.490333333,112.156933333,148.985528889,116.392166667,127.294133333,108.156866667,102.980333333,99.8431333333,147.450866667,120.470533333
193.99,109.563933333,113.1466,105.8566,134.874351111,108.691466667,118.4424,103.052933333,100.373866667,95.7631333333,131.588866667,112.897266667
194.37,118.3648,118.3648,112.0754,140.706453333,114.748333333,121.635133333,107.924466667,105.408733333,98.3648,132.327,116.540733333
194.75,128.3,129.8,123.733333333,153.128888889,125.166666667,132.066666667,118.2,116.066666667,107.4,141.6,126.666666667
195.13,127.798833333,132.138266667,125.660333333,152.213706667,125.0944,132.893066667,119.748466667,117.1698,107.861733333,140.6918,126.478
195.51,151.195533333,150.579866667,150.0,176.867237778,148.623266667,154.7102,140.144933333,137.971,127.101466667,163.1884,147.826
195.89,169.0245,169.024333333,169.756,199.682953333,165.447166667,172.7642,157.561,155.853666667,142.7642,179.674733333,164.4716
196.27,177.1428,181.125466667,177.748866666,208.253931111,174.7618,181.7316,163.809466667,164.675333333,145.973933333,189.6968,169.956666667
196.65,173.903566667,183.859666667,174.2982,205.836155556,175.175466667,179.473666667,161.5788,160.2632,142.894866667,184.649066666,171.228066667
197.03,176.073066667,189.4064,181.643733333,210.627377778,183.424533333,184.840266667,164.200933333,165.1142,146.392666667,189.223733333,174.337866667
197.40,187.641033334,197.435933334,200.512866666,224.649682222,194.9231,202.9744,170.8718,173.8462,156.923066667,203.795066667,188.307666667
197.78,168.169066667,179.060933333,176.9014,202.851224444,179.718333333,190.9858,149.671466667,160.751333333,139.906066666,183.661933333,173.521133333
198.16,182.1506,199.6774,198.4946,224.530464444,200.322533333,215.806466667,166.881733333,176.129066667,154.086,206.9894,192.473133333
198.54,185.6716,207.5622,204.577066667,228.802531111,204.378166667,222.089466667,175.422866667,182.189,165.074666667,216.616933333,199.005066667
198.92,164.912233333,184.737,181.666666667,204.856755555,181.754366666,195.350933333,155.438733333,158.8596,150.438666667,193.245666667,176.403533333
199.30,150.0,169.333333333,167.833333333,194.344444445,169.5,182.666666667,143.666666667,149.25,143.666666667,182.916666667,163.75
199.68,126.923066667,150.622733333,145.348,167.308917778,147.252766667,159.194066667,125.9342,128.278333333,127.8388,156.923066667,142.6374
200.06,129.027866667,153.750066667,144.583466667,165.307926667,148.090166667,161.5278,128.749866667,131.111066667,131.111133333,156.111066667,144.652733333
200.44,119.842766667,141.5722,132.893133333,153.511471111,138.050233333,149.371,120.062933333,122.830066667,123.710666667,140.314333333,137.044066667
200.82,123.2699,145.333333333,138.031666667,156.385193333,144.888766667,153.2698,124.761933333,129.650733333,130.349266667,145.4602,138.0318
201.19,116.516466667,139.6396,130.03,147.235182222,137.327366667,146.1862,118.138133333,121.982066667,121.441533333,138.859066667,129.969866667
201.57,115.030933333,138.580133333,127.407333333,146.434146667,133.9198,141.790133333,118.0864,117.2222,116.605,139.4444,125.6174
201.95,116.9113,139.0824,130.703333333,144.212104445,132.2019,140.061066667,122.996933334,117.553466667,119.5108,142.8134,124.648333333
202.33,110.275333333,129.7248,124.770666667,134.939755556,125.718733333,128.868533333,115.902266667,109.2968,113.333266667,134.4342,114.311933333
202.71,104.382733333,121.851733333,117.222266667,123.434195555,116.913633333,121.111066667,105.308666667,100.185133333,106.0494,124.691266667,103.148066667
203.09,105.4702,118.233666667,115.726466667,119.076942222,111.623933333,119.6582,103.1908,101.4244,104.786333333,121.994333333,102.108266667
203.47,121.339966667,131.633866667,130.653466667,128.139451111,120.424733333,132.745066667,114.183133333,111.633933333,116.1438,133.267866667,112.875733333
203.85,126.6667,133.7866,131.327,128.20074,118.705533333,131.585733333,114.886733333,114.1102,115.210333333,137.2816,112.2978
204.22,126.6667,128.424066667,128.6666,123.652582222,114.727333333,124.181866667,113.9394,111.0304,111.9394,133.515066667,108.242466667
204.60,124.796733333,127.642333333,128.4012,120.034295555,114.634133333,122.872666667,114.525733333,110.6234,111.924,132.411933333,109.159933333
204.98,122.693333334,126.346666667,128.906666667,116.794666667,108.88,120.106666667,112.106666667,106.56,108.426666667,130.666666667,109.653333333
205.36,126.091966667,132.643733333,134.252866667,116.710777778,110.890733333,121.609133333,112.356333333,109.0806,112.758733333,133.620666667,112.298933333
205.74,133.843933334,140.4204,138.918733333,118.038097778,115.495566666,124.084133333,112.0722,117.5376,118.919066667,135.2552,117.417466667
206.12,142.566666667,149.733333333,150.466666667,125.575555556,120.466666667,127.6,113.8,125.133333333,125.666666667,141.0,124.2
206.50,156.810033333,166.451666667,166.881666667,142.946233333,131.863733333,142.939066667,127.024933333,141.505466667,141.290333333,157.276,141.792133333
206.87,172.3376,185.627666667,188.744533333,157.795128889,146.147233333,156.6234,140.3462,156.883,157.835466667,177.2294,157.5758
207.25,200.000033333,217.814133333,221.4208,180.251333333,170.9289,181.530066667,158.0328,178.7978,180.109266667,205.901466667,186.3388
207.63,209.7176,232.655333333,234.576266667,193.747508889,188.1921,185.649666667,164.632733333,189.265533333,188.248666667,217.5142,194.8022
208.01,250.340133333,275.5102,283.1292,233.732393333,230.408233333,222.0408,197.9592,229.795866667,229.387866667,258.2314,237.414933333
208.39,250.869533333,281.159333334,290.434866667,235.478262222,236.376766667,226.087,187.6812,233.1884,230.144933333,263.1884,241.739066667
208.77,322.525266667,350.303,381.212266667,309.232408889,292.727366667,286.666733333,221.2122,290.909133333,285.252733333,329.495133333,299.797933333
209.14,369.666533333,398.888733333,416.444466667,352.592424445,338.888866667,327.333333333,249.555666667,338.888866667,326.666666667,361.555533333,335.5556
209.52,252.040866667,259.3198,270.204066667,242.752846667,226.8027,217.959133333,176.0544,229.115666667,221.088466667,239.319866667,229.387733333
209.90,213.555533333,215.0,225.111133333,206.9742,195.9444,185.4444,151.3334,195.444466667,186.777733333,206.555466667,190.777733333
210.28,225.804533333,229.655133333,232.413866666,222.218482222,214.310333333,201.494333334,160.114866667,207.701133333,196.781666667,217.5862,200.804533333
210.66,241.282066667,242.051266667,242.1796,230.696664444,237.884566667,213.333333333,161.666666667,219.871666667,204.102533333,231.1538,214.487133333
211.03,248.365933333,238.954266667,245.882266667,232.418293333,239.9347,216.993466667,156.078533334,222.745066667,199.346466667,229.673266667,214.640466667
211.41,258.235233333,245.751733333,256.339866667,235.368237778,244.836533333,222.2222,160.1306,227.973733334,200.7842,234.9018,218.300666666
211.79,264.930566667,251.666666667,263.055533333,235.300897778,246.111166667,232.916733334,167.5,235.000133333,198.333333333,241.666666667,229.861066667
212.17,268.125,259.4444,261.111133333,235.662008889,250.833433333,236.805466667,172.3612,239.027933333,202.2222,245.6944,231.666666667
212.55,294.841266667,287.619066667,290.0,262.17984,270.634933333,256.508066667,190.7936,261.1112,224.2858,277.460333333,257.777866667
212.92,312.307633333,312.991533333,313.162533333,270.113955555,285.042766667,274.8718,204.9572,283.4188,242.051266667,303.077,276.4102
213.30,9246.66666667,9506.66666667,9726.66666667,7985.11111111,8319.99999999,7899.99999999,5433.33333333,8453.33333333,6846.66666667,9400.00000001,8146.66666668
213.68,-190.7693,-202.735066667,-214.017066667,-159.196648889,-166.153833333,-156.7522,-99.3161999999,-175.897466667,-135.897466667,-197.264866667,-168.376133333
214.06,-124.716866667,-136.7296,-147.044,-99.0272866667,-103.9622,-98.4903333335,-60.8804000001,-111.698133333,-86.1634666666,-128.679,-112.2012
214.44,-138.814766667,-152.2964,-169.333266667,-101.718557778,-113.185166667,-105.185133333,-67.1110666666,-121.333333333,-100.444466667,-153.481533333,-123.259266667
214.81,-138.803466667,-161.367466667,-176.239333333,-91.6124666666,-99.1452999999,-101.025533333,-61.1966000001,-118.632333333,-96.0683999999,-151.282066667,-124.273666667
215.19,-95.6737000001,-119.148933333,-127.8016,-55.3285377777,-66.4540333334,-66.5248000002,-41.2766000001,-85.8155999999,-66.0993333333,-109.361666667,-95.0354000002
215.57,-37.9688333333,-59.2708666666,-64.9999999999,-5.74645555557,-22.2395333333,-18.5416666666,-3.02086666666,-38.3332,-21.6667333333,-48.9583999999,-41.4584666667
215.95,-21.1711666667,-39.3692,-44.9549333334,9.37533111111,-10.6758,0.27026666666,15.2252,-25.8558,-10.3604,-26.2163333333,-20.9008666667
216.32,4.90836666666,-11.1356666667,-17.4358666666,28.5274933333,9.99996666665,21.0988666667,35.4578,-3.36993333334,11.3553333333,0.5862,2.34433333334
216.70,10.5736666667,-8.7456,-14.3368666667,33.2471,7.2761,21.5770666667,39.7850666667,-4.94613333333,12.1864666667,7.16859999999,6.59500000001
217.08,16.5292,-3.02400000001,-7.5602,40.3436088889,8.59096666667,29.2096666667,43.5739333333,0.137333333334,16.1511333334,16.3573333333,14.6390666667
217.46,11.3514333333,-9.72980000002,-19.0089333333,49.0690599999,2.29733333334,29.9999333333,47.8378,-8.4686,12.4323333333,16.2162666667,11.8017333333
217.83,13.6065666667,-6.88539999993,-18.3605333333,67.4462955555,-0.655700000066,34.8632666667,67.5409999999,-10.4918666667,17.7050000001,25.5738,19.4535333333
218.21,6.6147,-10.2082666666,-21.2499333333,60.2604133333,-9.11436666666,22.8124666667,62.9165999999,-13.854,12.5,22.7083333333,13.75
218.59,4.51489999999,-7.34180000001,-12.1520666667,47.64276,-8.22786666667,18.5654,52.9113999999,-11.9831333333,13.4176666667,28.27,10.5486666667
218.97,-6.10436666668,-14.5380666667,-22.1686,30.47384,-20.5221666667,9.15653333334,44.4176666667,-22.249,5.54219999999,20.3213333333,4.41773333333
219.34,-3.83133333335,-13.027,-17.2414,28.3526311111,-16.7432666667,12.4903333333,48.9654666667,-15.1722666667,8.50559999999,22.9884666667,11.8008666667
219.72,-5.95750000001,-10.9928666667,-11.6311333333,18.8888311111,-13.4396666667,10.2836666667,47.305,-10.4256,6.17013333332,22.5530666667,14.0425333333
220.10,1.78456666667,-3.97313333333,-1.0774,25.1964533333,-4.68016666665,16.0267333333,51.2458666667,0.336666666666,12.9292,28.8215333333,20.4041333333
220.47,2.31003333335,-3.23426666666,-1.38606666664,27.5028288889,-0.09906666666,14.7194666667,51.9471333333,6.33666666665,18.0858666667,30.6930666667,20.5939333333
220.85,7.38099999999,4.58333333334,3.2738,27.9405355555,8.36310000002,17.3213333333,50.6546666667,14.2262666667,23.3333333333,32.7380666667,22.1428666667
221.23,5.53516666665,9.72486666667,8.19559999998,27.5923422222,12.5994,17.7982,54.8623333333,15.1070666667,27.8287333333,34.1284,20.734
221.61,4.77886666665,9.6166,9.14453333335,24.9007155556,14.8967,16.9911333333,57.1091333333,16.9911333333,27.7876,34.8082,19.9410666667
221.98,7.63163333335,8.94726666666,10.5264,24.7096177778,19.1520333333,18.1871333334,56.4326,18.3040666667,29.5321333333,35.3800666667,22.8069333333
222.36,23.0827666667,19.8998666667,23.0576666667,34.3375377778,33.1327333333,30.7768666667,63.5588,28.5714,40.7017333333,44.5112666666,34.5363333333
222.74,33.8032666667,29.0380666667,31.7674,42.9259777778,44.7204,40.2684,70.2460666667,39.5078666667,49.7539333333,51.5882666667,46.4877333333
223.11,37.5051333333,32.0654,36.8098,47.5214844444,50.3884333333,44.9488666667,70.5522,43.8854666667,52.1471333333,52.9243333333,50.8385333333
223.49,35.53,30.3276666667,34.6049333333,45.7738288889,48.0153,43.237,64.4316666667,39.8458666667,48.9018,50.0963333333,46.5510666667
223.87,41.9288,35.8426,39.7753333333,52.1735977778,51.9101666667,48.3894666667,67.2285333333,42.2098666667,53.4082,52.884,49.5506
224.24,43.4432666667,37.4359333333,40.4029333333,50.6681466667,51.8681666667,48.9744,66.1171333333,43.0403333333,53.8827333333,52.2710666667,49.0476
224.62,43.4327666667,39.4030666667,40.1658666667,48.7474155556,52.4876,50.9452666667,62.4542666667,42.5208,51.9402666667,51.8077333333,49.2536666667
225.00,43.3178333333,39.2835333333,42.1184,49.0653266667,52.7881666667,51.9626666667,62.0872666667,42.2118666667,52.1184,52.2741333333,49.8442666667
225.38,41.2649,35.5060666667,36.9046,45.6896377778,49.0924666667,48.6309333333,57.5595333333,39.5535333333,47.5594666667,48.5714666667,47.8868666667
225.75,41.7613333333,33.7701333333,34.4686,44.4919133333,47.1762333333,46.9868666667,54.2359333333,38.1659333333,45.5896,46.7831333333,47.6274
226.13,38.6065,31.1474666667,31.0654,40.6200822222,44.3169666667,44.5902,50.7378,36.093,41.7213333333,42.8142,44.3444
226.51,35.5371333333,28.7603333333,27.3554666667,36.89642,42.9752333333,41.8734,46.529,33.9946,38.0991333333,40.1652666667,40.2754
226.88,27.0162333334,22.4732,19.4086666667,29.8611911111,36.1693666667,33.8709333333,38.8978,26.5053333333,30.3494666667,32.2312,31.2902666667
227.26,24.0308,21.6548666667,16.6431333333,26.3222711111,32.4940666666,29.0307333333,35.9102,23.9716,27.6596666667,29.0779333333,26.1938666667
227.64,21.1851,20.5078666667,13.947,21.7346866667,28.5608,24.8254,33.3755333333,21.7566666667,25.0793333333,26.3914666667,23.492
228.01,15.1939666667,14.786,6.80586666666,14.1703644444,21.4924333333,19.0448,27.5423333333,16.5174,19.6816,20.4179333333,17.9902
228.39,14.0663666667,13.2462,6.07339999998,13.2594533333,19.5811666667,17.9929333333,25.7418666667,15.4102,19.4067333333,18.9004666667,18.0279333333
228.76,13.2449,11.9839333333,5.97593333333,12.9209355555,17.1164,15.6626666667,25.0442666667,14.1526,18.8435333333,17.3655333333,17.1406
229.14,9.6313,8.7096,2.19666666668,9.15528222222,12.7803333333,11.7050666667,21.6588666667,10.8756,15.3917333333,13.8248666667,14.1628666667
229.52,9.31633333335,8.93146666666,3.31900000001,8.91074222223,12.2150666667,10.9402,21.7379333333,11.4386,15.9686,13.7178666667,14.1453333333
229.89,8.5396,10.196,4.02966666666,8.94288,11.8527,11.1562666666,22.2447333333,11.6296,16.403,13.6984666667,13.6174
230.27,8.84316666667,10.8889333333,4.54906666666,8.78194444445,11.7515666667,11.1895333333,22.0914,11.8953333333,17.1112,14.0915333333,13.5556
230.65,7.5295,10.2876,4.05220000001,7.31891999999,9.88233333334,10.5622,21.6340666667,11.0848666667,16.8367333333,12.8888,13.4512
231.02,9.7632,12.348,6.19313333333,8.86719555556,10.787,12.924,23.0196,12.8470666667,18.8738666667,15.176,15.3550666667
231.40,8.97726666667,11.6505333333,4.99659999999,7.77352444445,9.68939999999,12.5306666666,21.6051333333,11.7152,18.1101333333,14.2912666667,15.1196666667
231.78,10.5444333333,12.7092,6.81286666667,9.41210222222,11.036,14.3957333333,22.8684666667,13.3732,20.2391333334,15.7105333333,17.1315333333
232.15,13.1689666667,14.8456,10.033,12.6324288889,14.2539333333,17.002,25.1150666667,16.0685333333,22.998,18.3037333333,19.9474
232.53,12.7937666667,15.9427333333,10.2322666667,12.0886844444,14.3579333333,16.735,25.6693333333,16.2432666667,22.5682666667,19.0846666667,19.8498666667
232.90,10.6356666667,14.2938,8.60173333333,9.65206444445,12.8531666667,15.4095333333,24.0396,14.7318666667,21.2288,17.147,18.2204
233.28,12.6762333333,16.2080666667,10.9787333333,11.7682288889,14.9419,17.0156666667,25.202,16.7692,23.0664,18.7678666667,19.2197333333
233.66,13.2377,16.1825333333,11.1927333333,12.1037733333,15.0442,17.8594666667,24.5124666667,16.7278,23.6262666667,18.582,19.3318666667
234.03,14.1150666667,16.1368666667,12.3384666667,12.3200466667,15.5168,18.1911333333,24.3540666667,17.2480666667,24.3022666667,18.7596666667,20.0643333333
234.41,14.0449666667,16.1154,12.5768,12.5743044444,15.3205,18.3589333333,24.6025333333,17.6666666667,24.3974666667,18.6409333333,19.9231333333
234.78,12.2805666667,13.9848666667,10.7519333333,11.3559088889,13.9472666667,15.9523333333,22.0050666667,15.9022,22.5564,16.5413333334,17.7066666667
235.16,11.3062333333,12.4338,9.87053333333,9.96497777777,12.8774333333,13.9247333333,21.3186,14.7258,21.1336666667,14.2822,16.4140666667
235.54,11.1886333333,11.3968666667,9.73053333333,10.0679688889,12.4816666667,13.8602666667,21.3970666667,14.7672,21.4705333333,13.7377333333,16.5563333333
235.91,8.68256666667,8.26946666666,7.0674,7.46456444444,9.7995,10.8924,19.1256,11.5482666667,18.4336,10.8559333333,13.479
236.29,6.81203333333,6.41206666667,5.17600000001,5.63512222222,7.3576,8.54546666667,17.4908666667,9.18773333333,16.5939333333,8.92133333333,11.6362666667
236.66,4.88609999999,4.16526666667,3.47499999999,4.48399333333,6.03203333334,6.72820000001,16.3400666667,7.84959999999,15.4282666667,6.51866666666,9.74740000001
237.04,5.56166666666,4.78606666667,3.63866666666,4.97406,6.90469999999,7.39920000001,17.3748,8.49806666666,15.6288,7.5702,10.2199333334
237.41,4.62726666667,3.01893333333,2.23046666667,3.51443111111,5.496,6.39553333333,16.944,6.99946666667,15.1448,6.46946666667,9.56246666667
237.79,4.59786666667,2.83619999999,2.30806666667,3.05553111111,5.42676666667,6.2492,17.6428,6.72813333333,14.9416666667,6.94913333333,9.62553333335
238.17,1.75953333333,-0.185866666666,-1.01606666668,0.620884444445,2.2925,3.30866666667,14.9442666667,3.5068,12.28,4.2504,6.61706666667
238.54,0.945599999998,-0.778066666666,-1.53206666669,-0.147937777778,1.04726666666,2.0586,14.255,2.13040000001,11.4902,3.3512,5.68526666667
238.92,1.587,-0.068266666666,-1.28546666665,-0.234402222223,0.739466666667,2.628,15.1536,2.03626666666,12.025,3.9476,6.075
239.29,-0.445900000001,-2.09593333333,-3.53393333333,-2.24191555556,-1.0591,1.20393333333,13.7904666666,0.289866666672,10.8137333333,2.2296,4.50393333333
239.67,-1.2272,-2.28806666667,-4.2122,-3.15951333333,-2.39733333333,-0.405533333334,13.3021333333,-0.79033333334,9.77633333333,1.0192,2.93286666667
240.04,-0.823066666667,-1.2832,-3.91460000001,-2.44936222222,-1.82253333333,0.213866666668,13.8168666667,-0.102333333334,10.2744,1.3576,3.3844
240.42,-2.10903333333,-2.25566666667,-4.83013333332,-3.53038222222,-2.57436666667,-0.494733333335,13.0648666667,-0.695933333332,9.60146666667,0.0839333333314,2.18873333333
240.79,-1.97626666667,-2.39533333333,-4.53839999999,-3.81187555555,-2.53986666667,-0.0964,12.7622666667,-0.778666666668,10.0408,-0.148533333333,2.15053333333
241.17,-2.16973333333,-2.6628,-4.3986,-4.1964,-2.96526666667,-0.230266666666,12.2551333333,-1.17693333333,9.73700000001,-0.999466666666,1.78166666667
241.54,-1.09643333333,-1.53433333333,-3.1924,-2.72868222222,-1.68736666667,0.987600000001,13.2041333334,-0.117599999998,10.7407333333,-0.576199999999,3.0686
241.92,-0.316066666667,-0.839266666666,-2.5658,-1.8253,-1.0198,1.7528,13.8273333333,0.4356,11.3518,-0.207199999999,3.71313333333
242.29,0.0551333333334,-0.4408,-1.91826666667,-1.51181111111,-0.701300000001,2.31406666667,14.7809333333,0.656200000001,11.9258,0.1252,4.22233333333
242.67,0.0889333333326,-0.801999999999,-2.05093333334,-1.73721111111,-0.794833333332,2.06533333333,14.808,0.5092,11.9981333333,-0.067266666668,4.27966666667
243.05,-0.0071333333334,-0.875733333335,-1.8784,-1.74542222222,-0.7697,2.1704,15.2870666667,0.621400000002,12.1375333333,-0.230733333334,4.30313333333
243.42,0.399433333333,-0.152266666667,-1.39893333333,-1.13118444444,-0.454766666666,2.6408,15.7201333333,0.886266666668,12.6962666667,0.1292,4.71373333333
243.80,0.530433333332,-5.55111512313e-17,-0.893333333334,-0.916657777777,-0.195200000001,3.1202,15.8956,1.06573333333,12.889,0.281199999998,5.03393333333
244.17,0.165899999999,-0.4046,-1.0634,-1.26784444444,-0.5521,2.8584,15.8601333333,0.727266666666,13.0198,-0.2908,4.658
244.55,0.6236,-0.179466666665,-0.565333333333,-0.998093333333,-0.5069,3.22566666667,16.4826,0.8434,13.432,-0.0269999999994,5.03366666666
244.92,0.969433333333,0.243533333334,-0.2734,-0.673184444444,-0.405733333333,3.4166,16.8738,1.02926666667,13.581,0.213533333334,5.26166666667
245.30,0.698933333334,-0.0724666666666,-0.439066666667,-0.7887,-0.672699999999,3.04113333333,17.0392666667,0.866066666668,13.7562,-0.0724666666667,5.144
245.67,0.223066666665,-0.367199999999,-0.802,-1.28036666667,-1.1467,2.75433333333,16.9609333333,0.524666666666,13.6182,-0.464733333335,4.52306666667
246.05,0.0586000000014,-0.645600000001,-0.787266666666,-1.38299333333,-1.02536666667,2.74466666667,17.1240666667,0.490266666668,13.7854666666,-0.638733333334,4.3466
246.42,0.287233333334,-0.3472,-0.634400000001,-1.05979333333,-0.523933333334,2.93873333333,17.4275333333,0.811200000001,14.1193333334,-0.628066666667,4.64966666667
246.79,0.5921,0.215933333333,-0.201266666665,-0.459013333333,-0.0875,3.51426666667,17.9439333333,1.14906666667,14.6164666667,-0.3238,5.0802
247.17,1.04556666667,0.7088,0.146600000001,0.114608888889,0.274166666666,3.867,18.2456666667,1.4556,15.0332,0.154733333332,5.44746666667
247.54,1.11883333333,0.618333333333,0.245666666668,0.241540000001,0.271666666666,3.9348,18.4890666667,1.5316,15.2037333334,0.150066666667,5.46886666667
247.92,0.960033333335,0.291066666667,-0.0859999999988,0.0806177777788,0.024033333334,3.64586666667,18.5452,1.31046666667,15.0992,-0.101199999999,5.28273333333
248.29,0.780366666666,0.0926666666666,-0.193199999999,0.0043799999994,-0.2533,3.40233333333,18.5797333333,1.00373333333,15.0118,-0.225800000002,5.12353333333
248.67,0.309099999999,-0.306533333333,-0.610599999999,-0.331228888889,-0.729800000001,2.8278,18.234,0.453466666668,14.8055333333,-0.787866666668,4.62433333333
249.04,0.171133333334,-0.683933333333,-0.726200000001,-0.398335555555,-0.915500000001,2.55193333333,18.3163333334,0.202533333333,14.9092666667,-1.05486666667,4.46213333333
249.42,0.375266666665,-0.424200000001,-0.5498,-0.123806666667,-0.785533333333,2.6846,18.6802666667,0.371133333332,15.2281333333,-0.862266666666,4.65473333333
249.79,0.1597,-0.614599999999,-0.807399999999,-0.265064444445,-0.998666666667,2.34366666667,18.8673333333,0.108533333336,15.2163333333,-1.0634,4.63026666666
