wavelength,Back_TanCucm,Belly_TanCucm,Breast_TanCucm,Crissum_TanCucm,Crown_TanCucm,DorTail_TanCucm,Patch10_TanCucm,Patch11_TanCucm,Rump_TanCucm,Throat_TanCucm,WingTip_TanCucm
299.67,7.1056,7.093,7.265,5.3282,5.52226666667,4.3044,7.2252,4.29453333334,8.59453333333,5.93576666667,6.7294
300.04,6.89826666667,6.95106666667,7.12973333334,5.1322,5.3336,4.15326666666,7.06393333333,4.15133333333,8.45326666667,5.85696666667,6.60076666667
300.41,6.698,6.77606666667,6.8932,4.9604,5.14393333333,3.93156666667,6.7506,4.002,8.322,5.62026666667,6.34453333333
300.78,6.56013333333,6.64453333333,6.79153333334,4.80413333333,4.9754,3.7148,6.59613333333,3.87186666666,8.13466666667,5.41846666667,6.12396666667
301.15,6.402,6.56326666667,6.706,4.6966,4.85366666667,3.74586666667,6.47653333333,3.63406666667,8.09086666667,5.42536666667,5.7954
301.52,6.51946666667,6.73613333333,6.85373333333,4.8298,5.04213333333,3.8935,6.57633333333,3.75166666667,8.28073333333,5.60123333333,5.93013333333
301.89,6.99653333333,7.27606666667,7.33473333333,5.42073333333,5.51533333333,4.53203333333,7.0552,4.36393333333,8.84553333334,6.29573333333,6.4523
302.26,7.21086666667,7.51433333333,7.529,5.61593333333,5.70793333333,4.8499,7.24426666667,4.66346666667,8.92953333333,6.60493333333,6.562
302.63,7.33253333333,7.61753333333,7.66946666667,5.70533333333,5.99253333334,4.93046666667,7.38246666667,4.8252,9.17606666667,6.752,6.77893333333
303.00,7.31993333333,7.6474,7.72226666667,5.62993333333,6.04046666667,4.9735,7.4878,4.97666666667,9.25033333333,6.74456666667,6.85443333333
303.37,6.80986666667,7.28566666667,7.33353333333,5.1294,5.55526666667,4.49583333333,7.0614,4.59333333333,8.88339999999,6.32263333333,6.54833333333
303.74,6.40633333333,6.9166,6.97966666667,4.72853333333,5.18633333334,4.1092,6.77793333333,4.275,8.53126666667,6.09643333333,6.12716666667
304.10,6.589,7.01753333333,7.12033333333,4.9422,5.39393333333,4.24586666667,6.9356,4.497,8.6852,6.33273333333,6.3033
304.47,6.76146666667,7.25826666667,7.40546666667,5.14046666667,5.6416,4.53323333333,7.1466,4.68373333333,8.91486666667,6.6204,6.6099
304.84,7.07333333333,7.5644,7.71593333333,5.3962,5.86373333333,4.8019,7.36413333333,5.1054,9.22886666666,6.98906666667,6.9542
305.21,7.4708,7.9024,8.1486,5.69626666667,6.20993333333,5.1196,7.72973333334,5.59953333333,9.51466666667,7.3372,7.5214
305.58,7.64306666667,7.90393333333,8.1902,5.84166666667,6.3006,5.30623333333,7.81766666667,5.8166,9.48226666668,7.4632,7.60746666666
305.95,7.4544,7.52853333333,7.8376,5.52513333333,5.85766666667,4.88146666667,7.50113333333,5.48926666667,9.04926666667,7.15586666667,7.20786666667
306.32,7.2512,7.38346666667,7.60533333333,5.38453333333,5.7152,4.6592,7.3728,5.30986666667,8.97279999999,7.10186666667,7.07733333333
306.69,6.86366666667,7.06913333333,7.1846,5.1252,5.2964,4.3544,7.112,5.01166666667,8.64486666667,6.65053333333,6.63026666667
307.06,6.75433333333,6.947,7.03886666667,5.1304,5.2032,4.15913333333,7.0132,4.84806666667,8.4874,6.6121,6.52126666667
307.43,6.97093333333,7.05106666667,7.12506666667,5.36113333333,5.3888,4.46983333333,7.18,4.99573333333,8.60153333333,6.7491,6.65083333333
307.80,7.1794,7.3282,7.27446666667,5.61086666667,5.5862,4.73783333333,7.29513333333,5.24933333333,8.75999999999,6.9759,7.0337
308.17,7.299,7.51286666667,7.45086666667,5.80233333333,5.7264,4.92106666667,7.42093333333,5.35806666667,8.94553333333,7.0408,7.2331
308.54,7.20253333333,7.43746666667,7.30046666667,5.71393333333,5.5908,4.79163333333,7.2926,5.13306666667,8.76946666667,6.95126666667,7.0863
308.90,7.32173333333,7.44253333333,7.267,5.838,5.71146666667,4.9075,7.35933333333,5.09066666667,8.76566666667,7.0122,7.084
309.27,7.3258,7.52846666667,7.21446666667,5.88146666667,5.73346666667,4.87443333333,7.31493333333,4.9668,8.80486666667,6.9706,7.10766666667
309.64,7.2932,7.676,7.36533333333,5.912,5.7836,4.83506666667,7.43373333333,4.936,8.88173333333,6.93086666667,7.13253333333
310.01,7.1078,7.70033333333,7.36486666667,5.81853333333,5.84926666667,4.73733333333,7.35286666667,4.85326666667,8.8446,6.848,7.13826666667
310.38,6.97966666667,7.6256,7.38046666667,5.78706666667,5.75393333333,4.60783333333,7.19006666667,4.68233333333,8.72213333333,6.65433333333,6.9978
310.75,7.03633333333,7.68813333333,7.48213333333,5.75386666666,5.76033333333,4.61086666667,7.1482,4.69026666667,8.66573333333,6.7184,7.1051
311.12,6.989,7.6656,7.47486666667,5.6566,5.6774,4.5985,7.06766666667,4.60006666667,8.5986,6.6554,6.99843333333
311.49,6.85426666667,7.6252,7.41526666667,5.57026666666,5.63273333333,4.4737,7.00646666667,4.45126666667,8.5628,6.58493333333,6.91593333333
311.85,6.66813333334,7.46986666667,7.29473333333,5.38493333333,5.49906666667,4.26306666667,6.84813333333,4.20146666667,8.4702,6.3838,6.57656666667
312.22,6.54546666667,7.34946666667,7.13813333333,5.23086666667,5.3684,4.09623333334,6.6864,4.0798,8.24166666667,6.29263333333,6.33336666667
312.59,6.441,7.20586666667,7.04153333333,5.12393333333,5.3496,4.02166666667,6.6186,4.05746666666,8.10993333333,6.27,6.3266
312.96,6.31806666667,7.18606666667,7.09473333333,5.10366666667,5.32013333333,3.983,6.5906,4.0768,8.18066666667,6.31636666667,6.2768
313.33,6.0802,6.99793333333,6.9358,4.96926666667,5.1608,3.81196666667,6.42346666667,3.9948,8.005,6.1777,6.03266666667
313.70,6.18466666667,7.08146666667,6.98573333333,5.0664,5.21173333333,3.99883333333,6.45746666667,4.1272,8.0898,6.37066666667,6.1945
314.07,6.5906,7.44113333333,7.23853333333,5.37826666666,5.465,4.35583333333,6.82033333333,4.50413333333,8.48,6.693,6.426
314.43,7.37053333333,8.20979999999,7.87626666666,5.99793333333,6.08866666667,5.07456666667,7.56513333333,5.2608,9.14693333334,7.42996666667,7.11403333333
314.80,7.35886666667,8.22006666667,7.94313333333,6.05406666667,6.13753333333,5.2111,7.68513333333,5.30113333333,9.1798,7.55426666667,7.09163333333
315.17,7.3296,8.19753333333,7.95586666667,6.04613333333,6.18533333333,5.20353333333,7.7336,5.35813333333,9.12346666666,7.5403,7.0311
315.54,7.3806,8.167,7.86906666667,5.9232,6.11166666667,5.14266666667,7.68473333333,5.36246666667,9.0496,7.5386,6.97266666667
315.91,7.61426666667,8.3422,7.99206666667,6.0928,6.25906666667,5.364,7.8932,5.60813333333,9.2482,7.59723333333,7.36296666667
316.28,7.39966666667,8.18659999999,7.74706666667,5.9178,5.98766666667,5.1248,7.7332,5.41033333333,9.0732,7.33866666667,7.096
316.64,7.5324,8.32986666667,7.77153333333,6.05,5.9898,5.18113333333,7.7936,5.50566666667,9.27,7.41903333333,6.94786666667
317.01,7.64786666667,8.46153333333,7.77306666667,6.10933333334,6.03473333333,5.25963333333,7.78106666667,5.546,9.24493333332,7.41573333333,7.05736666667
317.38,7.9276,8.72786666667,7.91953333333,6.23673333333,6.1958,5.37513333333,7.89893333333,5.7354,9.44226666667,7.60503333333,7.3379
317.75,7.34526666667,8.16453333334,7.40733333334,5.69846666667,5.6694,4.73823333333,7.40953333333,5.14593333333,9.06880000001,7.07433333333,6.7877
318.12,7.0918,7.93986666666,7.1732,5.53913333334,5.38906666667,4.46293333333,7.16466666667,4.8558,8.8256,6.918,6.71246666667
318.49,6.72753333333,7.53726666666,6.8576,5.16666666667,5.152,4.1232,6.83873333333,4.508,8.51253333333,6.54086666667,6.4245
318.85,6.6984,7.62366666667,6.68153333333,5.117,5.0366,3.95146666667,6.81273333333,4.53906666667,8.54233333333,6.36603333333,6.326
319.22,6.46026666667,7.6434,6.48166666667,4.96646666667,4.8154,3.8621,6.59633333333,4.38333333333,8.49446666667,6.08153333333,6.34116666667
319.59,6.47613333333,7.8442,6.6452,5.10806666667,4.8426,3.95946666667,6.67526666667,4.43166666667,8.6598,6.21063333333,6.45813333333
319.96,6.3482,7.79106666667,6.56246666667,5.14326666666,4.749,3.9268,6.4976,4.38286666667,8.53653333333,6.32436666667,6.4575
320.32,6.51953333333,7.87833333333,6.75113333333,5.3446,4.97246666667,4.1544,6.6494,4.56793333333,8.74193333333,6.52806666667,6.74433333333
320.69,6.2952,7.7422,6.62553333333,5.2002,4.76413333333,4.0007,6.44193333333,4.3732,8.47633333333,6.18946666667,6.6557
321.06,6.02266666667,7.55226666667,6.44686666667,4.9892,4.57773333333,3.72063333333,6.22506666667,4.14913333333,8.2528,6.00316666667,6.4227
321.43,5.86953333333,7.44226666667,6.35766666667,4.893,4.49553333333,3.65746666667,6.11366666667,4.1024,8.12046666667,5.90283333333,6.27243333333
321.80,6.51166666667,8.10146666667,6.9256,5.5184,5.1534,4.2991,6.63693333333,4.83693333333,8.64046666667,6.47553333333,6.83956666667
322.16,6.45926666667,8.0746,6.93693333333,5.45786666667,5.21893333333,4.36083333333,6.64786666667,4.82713333333,8.60673333333,6.38086666667,6.8185
322.53,6.02046666667,7.5616,6.42633333333,5.0674,4.73786666667,3.99113333333,6.15906666667,4.4208,8.20386666667,5.79226666667,6.28653333333
322.90,6.14653333333,7.60213333333,6.53973333333,5.21926666667,5.00146666667,4.13473333333,6.1224,4.48553333333,8.30146666667,5.967,6.46916666667
323.27,6.2424,7.50326666667,6.62746666667,5.32746666667,5.084,4.16983333333,6.20906666667,4.5106,8.29653333333,6.09816666667,6.3446
323.63,6.2468,7.50466666667,6.56446666667,5.38013333333,5.12866666667,4.16473333333,6.20133333333,4.55526666666,8.14213333333,5.97236666667,6.35253333333
324.00,6.35273333333,7.52226666667,6.7218,5.37953333333,5.2602,4.21936666667,6.35646666667,4.6434,8.20886666667,6.00096666667,6.2828
324.37,6.39473333333,7.6206,6.80813333333,5.40666666667,5.3638,4.32206666667,6.45906666667,4.71233333333,8.31686666667,6.15836666667,6.28166666667
324.74,6.58613333333,7.81913333333,6.9796,5.60866666667,5.6016,4.43846666667,6.65613333333,4.88986666667,8.52573333333,6.4848,6.4628
325.10,6.8144,7.986,7.1472,5.87693333334,5.8074,4.6001,6.88233333333,5.13993333333,8.7588,6.65223333333,6.6208
325.47,6.93293333333,8.0596,7.27546666667,6.0496,5.97013333333,4.6453,7.05386666667,5.2886,8.86513333334,6.84606666667,6.69983333333
325.84,6.87586666667,8.05166666667,7.26826666667,6.04386666667,5.94173333333,4.60156666667,6.9812,5.15686666667,8.74573333333,6.8873,6.71686666667
326.21,6.7688,7.91753333333,7.17793333333,5.94933333334,5.79266666667,4.45883333333,6.76426666667,5.1074,8.5454,6.77766666667,6.56523333333
326.57,6.749,7.97513333333,7.2432,5.9412,5.786,4.34303333333,6.7364,5.0828,8.4834,6.90443333333,6.5335
326.94,6.4426,7.73193333333,7.00526666667,5.6204,5.40586666667,4.06063333333,6.4504,4.76346666667,8.1706,6.66996666667,6.24296666667
327.31,6.6588,7.95053333333,7.21733333333,5.76693333333,5.6208,4.24173333333,6.64133333333,5.00826666667,8.3996,6.9208,6.5479
327.67,6.60746666666,7.91386666667,7.24473333333,5.72766666667,5.60966666666,4.2134,6.67486666667,5.0012,8.45026666667,6.97863333333,6.4847
328.04,6.50346666667,7.88553333333,7.15453333333,5.70853333333,5.47673333333,4.08926666667,6.63793333333,4.91693333333,8.32373333333,6.89373333333,6.44923333333
328.41,6.46346666667,7.88586666667,7.16173333333,5.67006666667,5.38933333333,3.9793,6.62633333333,4.8638,8.24066666667,6.79066666667,6.48596666667
328.78,6.3922,7.87013333334,7.1636,5.6256,5.39173333333,4.017,6.64066666667,4.8966,8.24853333333,6.80303333333,6.58226666667
329.14,6.11426666666,7.7006,6.91066666667,5.3278,5.16106666667,3.87096666667,6.3452,4.65,8.0188,6.6733,6.3673
329.51,5.9568,7.5052,6.72186666667,5.11986666667,5.00293333333,3.8302,6.23406666667,4.4066,7.8544,6.51553333333,6.22493333333
329.88,6.07673333333,7.57546666667,6.81006666667,5.23866666667,5.05993333333,3.94366666667,6.4256,4.5288,8.00553333333,6.637,6.25793333333
330.24,6.1434,7.732,6.9818,5.376,5.1424,4.06586666667,6.6108,4.6256,8.17073333334,6.87833333333,6.3278
330.61,5.94986666667,7.60426666667,6.82813333333,5.19753333333,4.93246666667,3.94043333333,6.46626666667,4.43646666667,8.08306666667,6.6522,6.23703333333
330.98,5.8352,7.46953333333,6.75426666667,5.12493333333,4.8742,3.7968,6.48486666667,4.33913333333,7.96093333333,6.51613333333,6.10876666667
331.34,5.64366666667,7.2774,6.5498,4.9762,4.71413333333,3.6486,6.36466666667,4.16193333333,7.7696,6.38543333333,5.9032
331.71,5.71266666667,7.2824,6.61713333333,4.98966666667,4.80973333333,3.6866,6.33313333333,4.24846666667,7.79233333333,6.50253333333,6.00803333333
332.08,5.87846666667,7.4616,6.77766666667,5.13913333334,5.0118,3.8466,6.42506666667,4.4374,7.96406666666,6.8044,6.15003333333
332.44,6.23806666667,7.8176,7.04546666667,5.453,5.37606666667,4.1696,6.66506666667,4.7708,8.2592,7.1265,6.34236666667
332.81,6.3636,7.89846666667,7.11046666667,5.53426666667,5.3448,4.1443,6.67306666666,4.7904,8.27133333333,7.17136666667,6.24886666667
333.18,6.51186666667,8.026,7.31073333333,5.72686666667,5.4746,4.27236666667,6.88026666667,4.90033333333,8.42686666666,7.29756666667,6.35926666667
333.54,6.58886666667,8.2076,7.4218,5.8258,5.54293333333,4.37746666667,6.91126666667,5.02646666667,8.5332,7.46086666667,6.49003333333
333.91,6.369,8.08706666667,7.25453333333,5.65726666666,5.3916,4.16746666667,6.69393333333,4.83073333333,8.31066666667,7.2478,6.4318
334.28,6.33906666667,8.017,7.1788,5.56806666667,5.36553333333,4.19903333333,6.6368,4.74913333333,8.24933333333,7.10203333333,6.3891
334.64,6.5908,8.268,7.49513333333,5.90386666666,5.6384,4.46786666667,6.88693333333,5.0564,8.46786666667,7.47966666667,6.6441
335.01,6.6464,8.34566666667,7.49246666667,5.9536,5.61246666667,4.4953,6.77806666667,5.12806666666,8.48026666667,7.51986666667,6.70363333333
335.38,6.621,8.36360000001,7.46366666667,5.94393333333,5.509,4.39296666667,6.68386666667,5.13126666667,8.3766,7.4035,6.59876666667
335.74,6.79653333333,8.52873333334,7.56226666667,6.19766666667,5.61993333333,4.53326666667,6.856,5.28346666667,8.47793333333,7.55096666667,6.6504
336.11,6.6388,8.36993333333,7.37593333333,6.00046666667,5.43573333333,4.41496666667,6.69726666667,5.0988,8.349,7.3141,6.34763333333
336.47,6.4666,8.22193333333,7.3106,5.8532,5.25613333334,4.2613,6.58126666667,4.91286666667,8.16273333333,7.26183333333,6.2226
336.84,6.33253333333,8.16886666667,7.27733333333,5.7972,5.24686666667,4.24043333333,6.523,4.84426666667,8.0604,7.20193333333,6.19846666667
337.21,6.3208,8.20453333333,7.35013333334,5.82713333333,5.33893333333,4.24326666667,6.50106666667,4.97706666667,8.0458,7.19233333333,6.26453333333
337.57,6.39913333333,8.21706666667,7.4418,5.90613333333,5.4736,4.30336666667,6.60213333333,5.09066666667,8.1352,7.21093333333,6.33866666667
337.94,6.4186,8.29919999999,7.47633333333,5.99973333333,5.5422,4.37323333333,6.69726666667,5.23153333333,8.2408,7.24036666667,6.28113333333
338.31,6.471,8.37933333334,7.50106666667,6.1398,5.59813333333,4.38053333333,6.76113333333,5.376,8.33546666667,7.2827,6.3555
338.67,6.4432,8.31706666667,7.46993333333,6.14786666666,5.64133333333,4.40736666667,6.7584,5.33806666667,8.34766666667,7.2458,6.29583333333
339.04,6.64553333333,8.50693333333,7.7034,6.35313333333,5.81173333333,4.57743333333,7.0236,5.46273333333,8.55686666667,7.3707,6.46333333333
339.40,6.76206666667,8.60286666666,7.8346,6.46673333333,5.9154,4.74153333333,7.14733333333,5.5,8.71253333333,7.57206666667,6.5868
339.77,6.63673333333,8.59179999999,7.81273333333,6.38433333333,5.79753333333,4.681,7.11153333333,5.375,8.6622,7.51276666667,6.55006666667
340.14,6.63806666666,8.60573333333,7.82826666667,6.45066666667,5.78566666667,4.6799,7.13493333333,5.36546666667,8.63793333333,7.50806666667,6.61503333333
340.50,6.52966666666,8.54633333333,7.6866,6.38466666667,5.66213333333,4.57883333333,7.0024,5.25593333333,8.56033333333,7.3431,6.52576666667
340.87,6.5512,8.55266666667,7.68566666667,6.36206666667,5.6996,4.6259,7.0676,5.329,8.6096,7.2961,6.61326666667
341.23,6.5284,8.54320000001,7.6094,6.32226666667,5.5706,4.5966,7.03113333333,5.20106666667,8.50813333333,7.17696666667,6.62283333333
341.60,6.3856,8.47733333333,7.48986666667,6.24373333334,5.37713333333,4.41853333333,6.85586666667,5.03753333333,8.37906666667,7.01683333333,6.45333333333
341.96,6.35466666667,8.36046666667,7.39033333333,6.12686666667,5.24293333333,4.28553333333,6.73826666667,4.93713333333,8.24453333333,6.97233333333,6.3561
342.33,6.21286666667,8.226,7.23333333333,5.88513333333,5.0856,4.05356666667,6.5746,4.7202,8.01973333333,6.9239,6.19166666667
342.70,6.25893333333,8.33926666667,7.2562,5.85133333333,5.07053333333,4.03323333333,6.5554,4.80633333334,8.00453333333,6.99363333333,6.27743333333
343.06,6.397,8.515,7.43666666667,6.0232,5.31413333333,4.28506666667,6.668,5.07393333333,8.19613333333,7.28323333333,6.48246666667
343.43,6.37786666667,8.5558,7.4568,6.00473333333,5.3288,4.24396666667,6.6516,5.15893333334,8.2056,7.2451,6.52303333333
343.79,6.354,8.55273333333,7.41006666667,5.97533333333,5.35813333333,4.22453333333,6.59506666667,5.191,8.21733333334,7.21746666667,6.48063333333
344.16,6.49513333333,8.72680000001,7.52873333333,6.05926666667,5.5346,4.3606,6.7038,5.3554,8.36146666667,7.409,6.62643333333
344.52,6.66,8.86426666667,7.65386666667,6.19913333333,5.72366666667,4.5687,6.87566666667,5.5436,8.52586666667,7.52226666667,6.7983
344.89,6.74673333333,8.95899999999,7.71693333333,6.25433333333,5.75573333333,4.5778,6.88153333333,5.5814,8.55773333333,7.64173333333,6.7686
345.25,6.71993333333,8.8838,7.66293333333,6.23693333333,5.70086666667,4.54766666667,6.85986666667,5.5966,8.5212,7.66603333333,6.7122
345.62,6.8412,8.97373333333,7.79913333333,6.29373333333,5.82313333333,4.69586666667,7.00493333333,5.71286666667,8.57286666667,7.75756666667,6.7409
345.99,6.77173333333,8.9082,7.8158,6.21366666667,5.81946666667,4.7239,6.9858,5.6784,8.54626666667,7.65576666667,6.68963333333
346.35,6.834,9.01440000001,7.94666666666,6.33526666667,5.96066666667,4.9182,7.10453333333,5.82213333333,8.75693333333,7.7203,6.79273333333
346.72,6.76846666667,8.88506666667,7.86053333333,6.28953333333,5.91753333334,4.8941,7.0728,5.73333333333,8.74053333333,7.61453333333,6.68553333333
347.08,6.7142,8.85846666667,7.81413333333,6.26793333333,5.87373333333,4.84233333333,7.11593333333,5.70766666667,8.6786,7.56423333333,6.63706666667
347.45,6.8048,8.95753333333,7.88933333334,6.3634,5.99973333333,5.0377,7.23966666667,5.74606666667,8.71486666667,7.652,6.6882
347.81,6.7274,8.80433333334,7.78313333334,6.21466666667,5.83846666667,4.94583333333,7.12746666667,5.57846666667,8.53,7.53776666667,6.64343333333
348.18,6.66553333333,8.69606666666,7.745,6.17853333333,5.72633333333,4.92746666667,7.0254,5.54373333333,8.48626666667,7.49276666667,6.61236666667
348.54,6.39646666667,8.3844,7.46713333333,5.90766666667,5.42786666667,4.62126666667,6.7586,5.24846666667,8.204,7.32003333333,6.31503333333
348.91,6.26873333333,8.2596,7.37986666667,5.80873333333,5.34233333333,4.5474,6.66126666667,5.17373333333,8.13453333333,7.21206666667,6.30523333333
349.27,6.39126666667,8.37446666667,7.52966666667,5.8916,5.50413333333,4.666,6.782,5.329,8.33626666666,7.3872,6.41093333333
349.64,6.22693333333,8.22706666667,7.3356,5.73506666667,5.3646,4.4623,6.6016,5.17566666667,8.20766666667,7.2682,6.30886666667
350.00,6.25486666667,8.30193333333,7.3152,5.78473333333,5.34033333333,4.46393333333,6.63853333333,5.216,8.22633333333,7.36913333333,6.31096666667
350.37,6.24333333333,8.26993333333,7.28706666667,5.76106666667,5.27033333333,4.41406666667,6.66453333333,5.20606666667,8.13386666667,7.3778,6.23006666667
350.73,6.37866666667,8.428,7.35653333333,5.81833333333,5.3688,4.53603333333,6.80906666667,5.35813333333,8.17066666667,7.51576666667,6.3249
351.10,6.46926666667,8.4354,7.35753333333,5.8388,5.4212,4.553,6.83953333333,5.379,8.17813333334,7.54416666667,6.28926666667
351.46,6.398,8.3294,7.266,5.73346666667,5.2884,4.36033333333,6.73586666667,5.25686666667,8.11846666667,7.45666666667,6.16533333333
351.83,6.603,8.50126666667,7.46666666667,5.98346666667,5.48393333333,4.5406,6.94513333334,5.53513333333,8.39073333333,7.6757,6.37676666667
352.19,6.64806666667,8.58473333333,7.5264,6.07006666667,5.57026666667,4.601,7.0548,5.5806,8.4434,7.75276666667,6.48223333333
352.55,6.74306666667,8.72493333334,7.6508,6.17133333333,5.6816,4.71096666667,7.15166666667,5.73766666667,8.53293333333,7.79036666667,6.6141
352.92,6.80966666667,8.77846666667,7.63746666667,6.232,5.66446666667,4.73583333333,7.19973333333,5.73626666667,8.5618,7.80963333333,6.60566666667
353.28,6.7638,8.71560000001,7.52153333333,6.1652,5.57366666667,4.6551,7.1682,5.5826,8.44253333333,7.72076666667,6.5021
353.65,6.87093333333,8.82806666667,7.6368,6.2976,5.63226666667,4.79786666667,7.332,5.70046666667,8.60006666667,7.8406,6.6201
354.01,6.90666666667,8.83653333333,7.7238,6.32126666667,5.66226666667,4.85523333333,7.34446666667,5.69333333333,8.64533333333,7.86506666667,6.72766666667
354.38,6.975,8.89813333334,7.8084,6.42766666667,5.7314,4.87446666667,7.35413333333,5.75933333333,8.72726666667,7.88753333333,6.84043333333
354.74,6.9044,8.84080000001,7.7604,6.40053333333,5.6664,4.77143333333,7.24686666667,5.70886666667,8.67286666667,7.80236666667,6.77453333333
355.11,6.8074,8.79113333334,7.7312,6.35,5.55586666667,4.66123333333,7.18226666666,5.65313333333,8.62726666667,7.74556666667,6.73966666667
355.47,6.90426666667,8.94666666666,7.86506666666,6.47986666666,5.68026666666,4.78833333333,7.3212,5.82733333333,8.76979999999,7.91723333333,6.87886666667
355.83,6.8272,8.9286,7.82413333333,6.38566666667,5.5996,4.6751,7.2446,5.76533333333,8.65813333333,7.86086666667,6.72466666667
356.20,6.7784,8.93013333333,7.81066666667,6.41120000001,5.54713333333,4.61453333334,7.2412,5.7608,8.66853333333,7.84273333333,6.68453333333
356.56,6.7506,8.96166666665,7.84433333333,6.44286666666,5.50533333333,4.6035,7.26613333333,5.80133333333,8.70946666667,7.91963333333,6.71866666667
356.93,6.73846666667,8.97773333333,7.92693333333,6.53406666666,5.5576,4.6199,7.27913333333,5.86173333333,8.7166,7.97466666667,6.6694
357.29,6.7202,9.00926666667,7.9466,6.55806666667,5.56633333333,4.62036666667,7.21853333333,5.88273333333,8.72813333333,7.97016666667,6.65713333333
357.66,6.66833333333,9.0138,7.901,6.6,5.568,4.62423333334,7.1574,5.8892,8.6482,7.99213333333,6.65343333333
358.02,6.69186666667,9.06933333333,7.88493333333,6.6358,5.61053333333,4.6252,7.1774,5.93606666667,8.64,8.05223333333,6.62566666667
358.38,6.58646666667,8.94713333333,7.7278,6.50206666666,5.4962,4.51426666667,7.04233333333,5.8214,8.53546666667,7.93903333333,6.4683
358.75,6.62553333333,9.02786666666,7.84986666667,6.58373333333,5.59466666667,4.57783333333,7.10473333333,5.8788,8.65833333333,7.98713333333,6.5673
359.11,6.62026666667,9.0418,7.82586666666,6.60013333333,5.5816,4.5666,7.1028,5.85233333333,8.6644,7.90686666667,6.5528
359.48,6.59446666667,9.05080000001,7.8214,6.64333333334,5.59906666667,4.5905,7.10286666667,5.8704,8.67046666667,7.90483333333,6.57046666667
359.84,6.5946,9.05313333334,7.8198,6.67626666666,5.63566666667,4.61766666667,7.14426666667,5.8914,8.70766666667,7.8651,6.62713333333
360.20,6.56606666667,9.02833333334,7.79046666667,6.5968,5.61573333333,4.54206666667,7.09546666667,5.84326666667,8.63446666667,7.76476666667,6.5971
360.57,6.4966,8.95233333333,7.69793333333,6.54693333334,5.59286666667,4.48066666667,7.02166666667,5.7456,8.57173333333,7.61806666667,6.50066666667
360.93,6.50066666667,8.93913333333,7.68753333333,6.52493333334,5.58066666667,4.48376666667,7.05513333333,5.7432,8.5974,7.63306666667,6.54556666667
361.29,6.45893333333,8.92486666667,7.6748,6.48693333333,5.54646666667,4.4243,7.06986666667,5.71293333333,8.60126666667,7.62026666667,6.5625
361.66,6.49026666667,8.93766666667,7.70233333333,6.47140000001,5.5586,4.37946666667,7.0918,5.69966666666,8.65886666667,7.57163333333,6.59733333333
362.02,6.45413333333,8.88233333334,7.6816,6.44853333333,5.55353333333,4.34926666667,7.08566666667,5.69893333333,8.67206666667,7.49106666667,6.59833333333
362.39,6.4996,8.95246666667,7.74973333333,6.50353333333,5.61366666666,4.42413333333,7.14326666667,5.75246666666,8.70173333333,7.56913333333,6.68073333333
362.75,6.42866666667,8.87859999999,7.63873333333,6.44479999999,5.50353333333,4.34433333333,7.0886,5.65193333333,8.61453333333,7.54163333333,6.5822
363.11,6.42493333333,8.90273333333,7.63286666667,6.41073333333,5.50253333333,4.36453333333,7.06926666667,5.6582,8.6456,7.6069,6.59
363.48,6.32173333333,8.74566666667,7.51306666667,6.22393333334,5.35913333333,4.24016666667,6.92946666667,5.5162,8.51473333333,7.4671,6.51023333333
363.84,6.311,8.73253333333,7.47313333333,6.20986666667,5.34066666667,4.2264,6.88546666667,5.4828,8.49706666667,7.46006666667,6.48653333333
364.20,6.30126666667,8.7348,7.47906666667,6.22506666667,5.31206666666,4.26023333333,6.89346666667,5.47506666667,8.52346666667,7.48693333333,6.4486
364.57,6.38013333333,8.80779999999,7.55913333333,6.29386666667,5.38173333333,4.33856666667,6.99213333333,5.56506666667,8.6054,7.6046,6.52713333333
364.93,6.30933333333,8.75500000001,7.47433333333,6.25173333334,5.30893333333,4.2852,6.90246666667,5.51433333333,8.54406666666,7.53526666667,6.50563333333
365.29,6.32933333333,8.79093333334,7.52513333333,6.32933333333,5.34546666667,4.36646666667,6.95633333333,5.588,8.5812,7.5498,6.5823
365.66,6.41613333333,8.8768,7.58433333333,6.40900000001,5.38333333333,4.4331,7.01133333333,5.67406666667,8.6392,7.64426666667,6.61293333333
366.02,6.4466,8.93680000001,7.60653333333,6.43793333333,5.36113333334,4.47203333333,7.04086666667,5.67566666667,8.65653333334,7.7273,6.6311
366.38,6.35193333333,8.92713333333,7.5786,6.39546666667,5.3054,4.4272,7.0276,5.63653333333,8.64793333333,7.71953333333,6.57323333333
366.75,6.3824,8.96026666667,7.64386666667,6.43973333333,5.3644,4.45973333333,7.0568,5.69026666667,8.6904,7.75633333333,6.65523333333
367.11,6.31333333333,8.89373333334,7.61093333333,6.43986666666,5.31426666666,4.36196666667,7.0136,5.64693333333,8.61273333333,7.74,6.59306666667
367.47,6.38546666667,8.97646666667,7.7,6.59533333333,5.39026666667,4.3803,7.0686,5.74473333333,8.72113333333,7.80743333333,6.6051
367.84,6.35753333333,8.95853333333,7.72866666667,6.58380000001,5.3756,4.366,7.07153333334,5.78413333333,8.6942,7.8151,6.58386666667
368.20,6.40253333333,8.99906666666,7.7484,6.62333333334,5.44786666667,4.3856,7.109,5.85326666667,8.73566666667,7.8584,6.5905
368.56,6.39093333333,8.99653333334,7.7586,6.59806666668,5.43166666666,4.39623333333,7.092,5.84046666667,8.72213333333,7.87446666667,6.5683
