wavelength,Back_TanMexf,Belly_TanMexf,Breast_TanMexf,Crissum_TanMexf,Crown_TanMexf,DorTail_TanMexf,Patch10_TanMexf,Patch11_TanMexf,Rump_TanMexf,Throat_TanMexf,WingTip_TanMexf
333.91,3.6322,20.5548,46.1377333333,19.2618666667,2.53013333333,4.54566666666,6.94593333333,59.8765333333,58.2092666667,38.4886666666,4.28326666667
334.28,3.58666666667,20.7166,46.3385333333,19.3606666667,2.49713333333,4.46426666667,6.91246666667,60.0874,58.5192,38.608,4.2106
334.64,3.6168,20.6881333334,46.2612666667,19.4026666667,2.50046666667,4.42366666667,6.98366666666,59.7928,58.3127333334,38.492,4.27746666667
335.01,3.61566666667,20.6353333333,46.2449333333,19.4306,2.4928,4.3838,7.00546666666,59.5358666667,58.1587333333,38.3821333333,4.2818
335.38,3.64,20.6992666667,46.4262,19.4846666666,2.47953333333,4.3172,7.02,59.6074,58.3388666667,38.4811333333,4.31486666667
335.74,3.66346666667,20.7309333333,46.4364666667,19.5444666667,2.5292,4.28526666667,7.04106666666,59.5408,58.3712,38.4984,4.39073333333
336.11,3.59186666667,20.8232,46.6034,19.6423333333,2.5748,4.3036,7.053,59.5981333333,58.4123333333,38.5392,4.43653333333
336.47,3.54706666667,20.8898666667,46.7355333333,19.8028,2.53966666667,4.2944,7.07786666666,59.8194666667,58.584,38.7076,4.42726666667
336.84,3.5928,20.9412666667,46.8461333333,19.9518,2.57733333333,4.3592,7.14326666667,59.7665333333,58.5774666667,38.6667333333,4.5036
337.21,3.6142,21.1806,47.199,20.0362,2.5542,4.35953333334,7.22126666667,59.9812,58.8978,38.9386666667,4.5688
337.57,3.52546666667,21.1864666667,47.0776,19.9524,2.39606666666,4.34733333333,7.14706666667,59.8002666667,58.7973333333,38.8925333333,4.44366666667
337.94,3.6856,21.4234,47.3228,20.1701333333,2.39766666667,4.4402,7.33913333333,59.9304666667,59.0302666667,39.1193333333,4.4968
338.31,3.7494,21.5571333333,47.3296,20.2278,2.46733333333,4.5054,7.41113333333,59.847,58.9793333333,39.1898666667,4.54693333333
338.67,3.67386666667,21.6742,47.3799333333,20.2843333333,2.4574,4.566,7.4144,59.8774,58.9428666667,39.296,4.4124
339.04,3.67793333333,21.8937333333,47.4792666667,20.3726666666,2.5328,4.58993333333,7.42886666667,60.0686,59.0250666667,39.3874,4.43
339.40,3.79173333333,22.1389333333,47.5731333333,20.5761333333,2.63993333333,4.70046666667,7.59706666667,60.1932,59.1879333333,39.5683333333,4.49706666667
339.77,3.84353333333,22.2806,47.7808666667,20.6928666667,2.62986666667,4.73986666667,7.63286666667,60.3525333333,59.3704666667,39.7096,4.4312
340.14,3.78573333333,22.2242,47.6318666667,20.648,2.5066,4.63986666667,7.57013333334,60.1950666667,59.2983333333,39.6994666667,4.21173333333
340.50,3.78946666667,22.3294666667,47.5082,20.6430666667,2.53893333333,4.65093333333,7.57586666667,60.0655333333,59.2105333333,39.633,4.20193333333
340.87,3.64793333333,22.4248666667,47.5144,20.6138,2.42826666667,4.48786666667,7.51333333333,60.149,59.3863333333,39.7727333333,4.0596
341.23,3.4638,22.2774,47.2974,20.4998666667,2.27753333333,4.29106666667,7.3334,59.9433333333,59.2328666667,39.6312,3.83146666667
341.60,3.39146666667,22.3587333333,47.5367333333,20.6683333333,2.26306666667,4.17353333333,7.323,60.1594666667,59.5215333333,39.8773333333,3.78626666667
341.96,3.29353333333,22.3366666667,47.5324,20.6382666667,2.23366666667,4.0758,7.16759999999,60.1974,59.5324666667,39.9023333333,3.741
342.33,3.38833333333,22.4298666667,47.6326,20.7524,2.27853333333,4.06573333333,7.22259999999,60.2514666667,59.6597333334,40.0328,3.792
342.70,3.3782,22.5306666667,47.7443333333,20.8268666667,2.20333333333,3.929,7.13713333334,60.3972,59.9496666667,40.1852,3.78693333333
343.06,3.48446666667,22.6078666667,47.8192666667,20.9782666666,2.252,4.03633333333,7.27493333333,60.201,60.0553333333,40.2359333333,3.85773333333
343.43,3.39366666667,22.5353333333,47.7024666667,20.9493333333,2.21193333333,4.04673333333,7.20166666667,59.9396,59.9124,40.1098,3.7908
343.79,3.27706666667,22.6136,47.8406666667,21.0237333333,2.1508,4.01233333333,7.21486666667,60.0468,60.0487333333,40.2099333333,3.7866
344.16,3.3556,22.8488,48.0348666667,21.2266,2.19173333333,4.1198,7.27946666666,60.2340666667,60.3196666667,40.3649333333,3.9408
344.52,3.53713333333,23.1420666667,48.3974666667,21.4918666667,2.3524,4.25026666667,7.49226666667,60.3690666667,60.541,40.6866666667,4.11993333333
344.89,3.60466666667,23.2496666667,48.5497333333,21.6896666667,2.40533333333,4.2988,7.61960000001,60.478,60.6491333333,40.7405333333,4.20953333333
345.25,3.91073333333,23.5504666667,48.9826,22.0672666667,2.6664,4.5956,7.94499999999,60.7287333333,60.9373333333,40.9392666667,4.51086666667
345.62,4.09453333333,23.7241333333,49.1047333333,22.2186,2.80753333333,4.77486666666,8.1322,60.7852,61.0198,41.0489333333,4.66333333333
345.99,4.15353333333,23.8836666667,49.1808,22.3195333333,2.85926666667,4.8028,8.23626666666,60.7706666667,61.1006666667,41.0705333333,4.75386666667
346.35,4.0568,23.9625333333,49.3756666667,22.4684,2.82966666666,4.82173333333,8.22573333333,60.9310666666,61.2706,41.1205333333,4.7198
346.72,4.1574,24.1072666667,49.6203333333,22.6578666667,2.91686666667,4.90806666667,8.42053333334,61.0675333333,61.4049333333,41.231,4.80693333333
347.08,3.99413333333,24.1198666667,49.7004,22.686,2.7888,4.7572,8.33133333333,61.2691333334,61.5178666667,41.2673333333,4.67913333333
347.45,3.98946666667,24.2230666667,49.8136,22.727,2.74113333333,4.65573333333,8.33693333333,61.3832,61.6359333333,41.3822,4.69786666667
347.81,4.0762,24.4082666667,49.9586666667,22.8525333334,2.79286666667,4.6482,8.42019999999,61.4184666667,61.7296,41.4714,4.773
348.18,4.22053333333,24.5472666666,50.1179333334,22.905,2.96446666667,4.72073333333,8.58866666665,61.4343333333,61.7372,41.6278666667,4.9018
348.54,4.15593333334,24.5140666667,50.0938,22.8641333333,2.91393333333,4.65953333333,8.54826666667,61.3282,61.693,41.581,4.82906666667
348.91,4.33006666667,24.818,50.3498,23.058,3.10373333333,4.82366666667,8.72640000001,61.4802666667,61.9459333334,41.8859333333,4.9792
349.27,4.0788,24.6472666667,50.1951333333,22.8874666667,2.8664,4.6082,8.51513333334,61.259,61.8382,41.8116,4.74753333333
349.64,3.88993333333,24.643,50.3198,22.8475333333,2.71766666667,4.41573333334,8.32853333333,61.3802666667,61.9329333334,41.85,4.5848
350.00,3.90066666667,24.7773333333,50.5549333333,22.9907333333,2.7164,4.45406666667,8.40260000001,61.5042666667,62.2009333333,42.0999333333,4.53806666667
350.37,3.93093333333,24.8747333333,50.6194666667,23.0288,2.73573333333,4.41993333333,8.45673333334,61.4988,62.2647333333,42.1854,4.52586666667
350.73,3.90306666667,24.9534,50.6906,23.0309333334,2.74673333333,4.3944,8.39686666667,61.4151333333,62.2638,42.2234,4.4592
351.10,3.9882,25.0034666667,50.7318,23.0356,2.82706666667,4.48626666667,8.41953333334,61.215,62.1796,42.2825333334,4.514
351.46,3.88726666667,24.9617333333,50.7360666667,23.0572666666,2.75653333333,4.41706666667,8.30619999999,61.0856,62.1502,42.1301333333,4.39326666667
351.83,3.97873333333,25.1366666667,50.9459333333,23.2070666667,2.86446666667,4.52706666667,8.39319999999,61.1746666667,62.2794666667,42.3242666667,4.47853333333
352.19,3.8234,25.0352,51.1794666667,23.2508666666,2.66273333333,4.37966666667,8.22406666666,61.2118666667,62.4620666667,42.4392,4.2776
352.55,3.6904,24.9515333333,51.2746,23.2535333333,2.522,4.25526666667,8.10900000001,61.2591333333,62.5683333333,42.4139333333,4.12826666666
352.92,3.6558,24.8630666666,51.2863333333,23.229,2.48273333333,4.2378,8.04993333333,61.1174666667,62.5267333333,42.3659333333,4.1248
353.28,3.7914,25.0811333333,51.5630666667,23.4296,2.6368,4.29426666667,8.17613333334,61.2460666667,62.7393333333,42.6012666667,4.23306666666
353.65,3.77146666667,25.0827333333,51.6024666666,23.434,2.59246666667,4.30333333333,8.19039999999,61.1886666667,62.8102666667,42.6825333333,4.23593333333
354.01,3.70213333333,25.0816,51.6692,23.3674666667,2.55026666667,4.27233333333,8.1132,61.1461333333,62.6897333333,42.6871333333,4.15346666667
354.38,3.78273333334,25.2213333333,51.8676,23.4848,2.5904,4.3666,8.21553333334,61.2468,62.9247333333,42.8491333333,4.275
354.74,3.818,25.2786,51.9670666667,23.5593333333,2.5976,4.41113333333,8.26760000001,61.2538666667,63.0748,42.9196,4.33686666667
355.11,3.7772,25.4412666667,52.3419333333,23.6899333333,2.53553333333,4.33466666667,8.28960000001,61.7383333334,63.5852666667,43.1726,4.3026
355.47,3.74046666667,25.5464,52.7496,23.777,2.46513333333,4.2574,8.32660000001,62.0893333333,64.0796666667,43.5221333333,4.24126666667
355.83,3.73333333333,25.5047333333,52.7516,23.7952666667,2.4358,4.24926666667,8.30313333333,62.019,64.146,43.5048,4.2
356.20,3.83793333333,25.7297333333,52.7968666667,23.9396,2.58886666667,4.36106666667,8.44826666667,62.0386,64.2321333333,43.6284,4.341
356.56,3.76766666667,25.8262666667,52.9815333333,23.9703333333,2.57326666667,4.30373333333,8.43773333334,62.1618,64.4313333333,43.7930666667,4.31526666667
356.93,3.67066666667,25.7564666667,52.9911333333,23.9437333333,2.50033333333,4.1732,8.33193333333,62.1114666667,64.3830666667,43.7098,4.20313333333
357.29,3.70673333333,25.8467333333,53.143,24.0230666667,2.51253333333,4.24173333333,8.36093333334,62.2716,64.584,43.8124,4.24693333333
357.66,3.8214,26.0128,53.2665333333,24.1457333334,2.6642,4.40513333333,8.51986666666,62.27,64.6769333333,43.9219333333,4.3538
358.02,3.9118,26.1561333334,53.4316,24.34,2.79666666667,4.53606666667,8.66639999999,62.3961333333,64.897,44.0992,4.49913333333
358.38,3.88753333333,26.1298666667,53.5254666667,24.3192,2.82333333333,4.5166,8.65093333333,62.3528666667,64.8647333333,44.1206666667,4.4488
358.75,3.94193333333,26.2039333333,53.6753333333,24.3654666667,2.90273333333,4.5624,8.6928,62.4238666667,64.9670666667,44.2796666666,4.53506666667
359.11,3.9828,26.2130666667,53.7474666667,24.4396666667,2.9754,4.65086666667,8.77106666667,62.3482,64.9926666667,44.3934,4.61666666667
359.48,4.17446666667,26.3889333333,53.8985333333,24.6154666667,3.20473333333,4.86386666667,8.99993333333,62.3314,65.0485333333,44.6188,4.83753333333
359.84,4.2198,26.5065333333,54.1664666666,24.7178666667,3.28173333333,4.94106666667,9.04766666668,62.4782666667,65.2383333333,44.8511333333,4.87606666667
360.20,4.2726,26.6518,54.4778666667,24.8240666667,3.3424,5.00773333333,9.10593333333,62.6792666667,65.5403333333,45.0614666667,4.92486666666
360.57,4.39493333333,26.7135333333,54.5746666667,24.9269333333,3.40886666667,5.1104,9.19119999999,62.7033333333,65.5803333333,45.1687333333,5.0442
360.93,4.42313333333,26.7991333333,54.7410666667,24.9792,3.39146666667,5.12886666667,9.21646666667,62.7964,65.7882,45.3658666667,5.05173333334
361.29,4.3696,26.7996666667,54.8155333333,24.9881333333,3.38066666667,5.09333333333,9.18553333332,62.7893333333,65.8403333334,45.4703333333,5.00453333333
361.66,4.3336,26.8069333333,54.9458666667,25.0077333334,3.32306666667,4.97553333333,9.12553333333,62.8816666667,65.9606,45.5694,4.95173333333
362.02,4.28993333333,26.7595333333,54.9696666667,24.9448,3.26086666667,4.89146666667,9.04153333333,62.8530666667,66.0192,45.6210666667,4.8774
362.39,4.25946666666,26.7478666667,55.0171333333,24.9664,3.22753333333,4.89326666667,8.9862,62.9200666667,66.1116666667,45.7209333333,4.8714
362.75,4.16046666667,26.7287333333,55.0687333333,24.9492666667,3.12913333333,4.80666666667,8.88926666667,62.9832666667,66.2269333333,45.795,4.75826666667
363.11,4.1632,26.752,55.0695333333,24.9272,3.1156,4.75846666666,8.86906666667,62.8912,66.1183333334,45.7725333333,4.72633333333
363.48,4.0562,26.6386,55.0388666667,24.8339333333,3.03386666667,4.64133333333,8.69819999999,62.8172666667,66.0442,45.681,4.63113333333
363.84,3.9544,26.5862,55.1122,24.7856,2.94826666667,4.5314,8.62746666666,62.8434666667,66.0738,45.7212,4.56533333333
364.20,3.81866666667,26.4368,55.0519333333,24.7034,2.81473333333,4.41273333333,8.48813333333,62.7607333333,66.0008666667,45.6836,4.45013333333
364.57,3.81853333333,26.4609333333,55.1508666667,24.7062666667,2.80513333333,4.41326666667,8.4656,62.7482,66.0948666667,45.7996666667,4.42486666666
364.93,3.78066666667,26.4872666667,55.2970666667,24.6974,2.8086,4.42206666667,8.44253333334,62.7958,66.2033333333,45.9465333333,4.4166
365.29,3.8194,26.5676,55.4704,24.7395333333,2.84986666667,4.46546666667,8.50953333334,62.8728666667,66.3925333333,46.1164,4.46846666667
365.66,3.78713333333,26.5073333333,55.5348666667,24.7304,2.81366666667,4.437,8.44039999999,62.8286666667,66.447,46.1291333333,4.42053333333
366.02,3.81473333333,26.553,55.8125333333,24.7915333333,2.84113333333,4.449,8.44706666667,62.9738,66.6788,46.2832,4.4206
366.38,3.84506666666,26.5568,56.0092,24.8676666667,2.85726666667,4.45393333333,8.48479999999,62.9962,66.7992666667,46.3944666667,4.44393333333
366.75,3.9016,26.5392666667,56.1965333333,24.9139333333,2.897,4.52673333333,8.5652,63.0267333333,66.9034,46.5017333333,4.50006666667
367.11,3.9256,26.5590666667,56.4058,24.9834666667,2.93093333333,4.59286666667,8.55960000001,63.1564666667,67.1749333333,46.7044666667,4.5052
367.47,3.98773333333,26.6828666667,56.6523333333,25.0651333333,2.9834,4.6732,8.63393333332,63.3450666667,67.3972666667,46.9672666666,4.5664
367.84,4.00073333333,26.6331333333,56.6602666667,25.0423333333,2.9836,4.668,8.58406666666,63.2818,67.3926,46.9866666667,4.54733333333
368.20,4.07313333333,26.6448,56.7508,25.0418666667,3.06133333333,4.70873333333,8.64006666666,63.2568666667,67.4417333333,47.0137333333,4.57526666667
368.56,4.07773333333,26.6906666667,56.9257333333,25.0515333333,3.10933333333,4.69473333333,8.62966666667,63.4074,67.6286666667,47.1631333333,4.56333333333
368.93,4.05033333333,26.6930666666,57.1028666667,25.0612666667,3.11893333333,4.63706666667,8.60766666666,63.5335333333,67.8348,47.2862666667,4.55286666667
369.29,4.0262,26.6448,57.2299333333,25.0016,3.06153333334,4.60253333333,8.54680000001,63.5902,67.8906666667,47.3478666667,4.52573333333
369.65,4.075,26.7218,57.4804,25.0207333333,3.10833333334,4.6374,8.61059999999,63.7634666667,68.108,47.6111333333,4.55786666667
370.01,4.1336,26.7214666667,57.5648666667,25.0306,3.14753333333,4.65693333333,8.67146666667,63.8737333333,68.2194666667,47.7062666667,4.61306666667
370.38,4.0818,26.6956666667,57.6378,24.9034,3.06026666667,4.57126666667,8.59819999999,63.848,68.2666,47.7374,4.53646666667
370.74,4.13766666667,26.7315333333,57.7502,24.9501333333,3.1618,4.59106666667,8.63886666667,63.9082666667,68.3482,47.865,4.61726666666
371.10,4.1564,26.7351333333,57.8311333333,24.9105333333,3.19433333333,4.5946,8.65233333332,63.943,68.3728666667,47.9095333333,4.64586666667
371.46,4.16573333333,26.6648666667,57.8673333333,24.8306666667,3.16753333333,4.6074,8.60973333334,63.9222,68.4004666667,47.9437333333,4.60866666667
371.83,4.21606666667,26.7170666666,58.014,24.8666,3.20513333333,4.651,8.68113333333,64.0143333333,68.5869333333,48.0948,4.69046666667
372.19,4.22706666667,26.6890666667,58.1895333333,24.8676666667,3.20086666667,4.67873333333,8.68546666667,64.1143333333,68.6950666667,48.2702,4.74213333333
372.55,4.163,26.5926,58.3385333333,24.8188,3.1352,4.6418,8.65473333333,64.1346666667,68.7872,48.3528666667,4.71966666667
372.92,4.245,26.5467333333,58.3925333333,24.7918666667,3.16806666667,4.742,8.67813333334,64.0410666667,68.7939333333,48.4216,4.7726
373.28,4.3018,26.4777333333,58.4679333333,24.7903333333,3.2398,4.7724,8.69666666668,64.0775333333,68.8217333333,48.4994,4.7712
373.64,4.35333333333,26.4409333333,58.6275333333,24.8339333333,3.27266666666,4.84286666667,8.72453333333,64.1569333333,68.9776,48.5788666667,4.83633333333
374.00,4.35873333333,26.4088,58.7826,24.8408666667,3.3176,4.89453333333,8.72873333332,64.1598,69.0560666667,48.7673333333,4.87846666667
374.37,4.3104,26.31,58.8894666667,24.7617333333,3.34206666667,4.86813333333,8.69113333334,64.2547333333,69.1631333333,48.9048,4.86486666667
374.73,4.2668,26.2781333333,59.0889333333,24.6732,3.29253333333,4.83573333333,8.64213333333,64.4166666667,69.3540666667,49.0810666667,4.81693333333
375.09,4.22346666667,26.2189333333,59.3155333333,24.6214666667,3.2332,4.81166666667,8.59706666666,64.6063333333,69.6533333333,49.2734666667,4.80806666667
375.45,4.28246666667,26.2486666667,59.6127333333,24.7090666667,3.30613333334,4.84426666667,8.6768,64.7808666667,69.9757333333,49.4739333333,4.8708
375.81,4.3336,26.2104666667,59.8735333333,24.7238,3.3552,4.8884,8.69866666665,64.9768,70.2486,49.6966,4.89173333333
376.18,4.37613333333,26.22,60.0258,24.6866,3.39326666667,4.90306666667,8.71973333334,65.1227333333,70.4456666667,49.8604666667,4.9102
376.54,4.42913333333,26.1186666667,60.0903333334,24.6147333333,3.4296,4.89646666666,8.72173333333,65.1293333333,70.4748,49.8902,4.91206666667
376.90,4.45953333333,26.1400666667,60.3303333333,24.6458,3.47233333333,4.901,8.80020000001,65.313,70.6392666667,50.0422666667,4.93866666667
377.26,4.43973333333,26.044,60.3573333333,24.5851333333,3.44526666667,4.88,8.77106666668,65.2690666667,70.6802,50.0922,4.96466666667
377.63,4.3924,25.9176666667,60.3961333333,24.4468,3.40706666667,4.835,8.70493333332,65.2422,70.6757333333,50.1376,4.9108
377.99,4.4004,25.8574,60.5004,24.3646666667,3.40266666667,4.841,8.71506666667,65.2410666667,70.7356666667,50.1733333333,4.896
378.35,4.46166666667,25.8813333333,60.6909333333,24.4082,3.44753333333,4.90606666667,8.76413333332,65.3317333333,70.854,50.3174666667,4.93633333333
378.71,4.4446,25.7349333333,60.6876666667,24.2996,3.41486666667,4.87226666667,8.6872,65.2493333334,70.7737333333,50.3130666667,4.8892
379.07,4.5222,25.6668,60.739,24.2823333333,3.50753333333,4.91033333334,8.71213333334,65.1980666667,70.7590666667,50.4047333333,4.94853333333
379.44,4.5288,25.562,60.7692,24.1785333333,3.51573333333,4.93493333334,8.69673333333,65.243,70.7494,50.4636666667,4.95766666667
379.80,4.52866666667,25.5051333333,60.8244666666,24.1590666667,3.52706666667,4.96546666667,8.72073333335,65.2367333333,70.7424666667,50.4972,4.97766666666
380.16,4.519,25.4523333333,60.9654,24.1430666667,3.55413333333,4.96973333333,8.71840000001,65.2608,70.7839333333,50.5887333333,4.9788
380.52,4.52946666667,25.4362666666,61.1441333333,24.1668,3.57393333333,5.0174,8.72226666667,65.3866,70.9164,50.7693333333,5.01846666667
380.88,4.57906666667,25.3620666667,61.1394666667,24.103,3.62246666667,5.0676,8.72859999999,65.3648666667,70.8778666667,50.8253333333,5.0748
381.24,4.53393333333,25.2888,61.358,23.9889333333,3.569,5.02193333333,8.66193333333,65.5406666667,71.0324,50.9774666667,5.0272
381.61,4.50273333333,25.2268,61.4168,23.9331333333,3.57946666667,4.99846666667,8.6198,65.6136666667,71.1317333333,51.028,5.01013333333
381.97,4.469,25.1427333334,61.5215333333,23.8609333333,3.52826666667,4.9594,8.53,65.7176,71.2241333334,51.0989333333,4.9748
382.33,4.53553333333,25.1146,61.6194666667,23.8626666667,3.58553333333,5.03933333333,8.53893333333,65.7902,71.3204666667,51.2227333333,5.0384
382.69,4.59166666667,25.1868,61.8217333333,23.9402666667,3.6748,5.1458,8.59953333334,65.9778666667,71.5675333333,51.4358666667,5.1126
383.05,4.55106666667,25.1766666667,61.9822,23.8791333333,3.65526666667,5.1198,8.56153333334,66.1356,71.6837333334,51.5663333333,5.05973333333
383.41,4.48666666667,25.1478,62.2115333333,23.853,3.6024,5.05566666667,8.48073333334,66.331,71.9049333333,51.7902,5.0024
383.77,4.48646666667,25.1402,62.4447333333,23.8304666667,3.6204,5.02713333333,8.45960000001,66.554,72.1511333333,52.0295333333,4.99953333333
384.14,4.4686,25.0341333333,62.4220666667,23.7638,3.6038,5.0142,8.39053333333,66.6016666666,72.17,52.0532666666,4.96773333333
384.50,4.47806666667,25.0183333333,62.5774,23.7363333333,3.61513333334,5.04333333333,8.39259999999,66.7596666667,72.3503333333,52.1966,4.97513333333
384.86,4.41253333333,24.9315333333,62.7046,23.6550666667,3.532,4.97186666667,8.30166666667,66.8927333333,72.5120666667,52.3127333333,4.89373333333
385.22,4.45966666667,24.9472,62.8289333334,23.6638,3.57513333333,4.99546666667,8.28813333334,66.9984,72.6052666667,52.4158666667,4.93166666667
385.58,4.52686666667,24.96,62.9894,23.7067333333,3.61553333333,5.05753333333,8.33026666667,67.1034666667,72.6686666667,52.6251333333,5.00913333333
385.94,4.56393333333,24.9603333333,63.1625333333,23.7390666667,3.66446666667,5.10753333333,8.37173333334,67.2936666667,72.8141333333,52.8491333333,5.06293333333
386.30,4.5034,24.9126,63.3330666667,23.6702666667,3.6214,5.02166666666,8.33513333334,67.4694,72.9842666667,52.9966666667,5.01986666667
386.66,4.49686666667,24.7991333333,63.4706666667,23.6000666667,3.587,4.95893333333,8.29453333334,67.581,73.0685333333,53.0741333333,4.99546666667
387.03,4.53753333333,24.7281333333,63.5224,23.5924666667,3.58166666667,4.9918,8.29193333333,67.6464,73.1034,53.1482,5.0402
387.39,4.5868,24.679,63.5436666667,23.5635333333,3.60393333333,5.02593333333,8.31653333333,67.6742,73.0234666667,53.1708666667,5.08686666667
387.75,4.58273333333,24.6393333333,63.6497333333,23.4907333333,3.58013333333,5.04426666667,8.27626666666,67.8106666667,73.1215333333,53.2882666667,5.0866
388.11,4.5366,24.5349333333,63.7731333333,23.4010666667,3.52086666667,5.01133333333,8.24760000001,67.9051333333,73.2236666667,53.3652,5.0466
388.47,4.5018,24.4523333333,63.8342,23.3230666667,3.50906666667,4.97973333333,8.19279999999,67.9576,73.2534,53.4636666666,5.01706666667
388.83,4.4966,24.3974666667,63.9026666667,23.2705333333,3.5418,4.99653333333,8.18759999999,68.0273333333,73.2862,53.5162666667,5.03433333333
389.19,4.51726666667,24.3912,64.0913333333,23.2982,3.60313333333,5.06126666667,8.2364,68.2069333333,73.4779333333,53.7560666667,5.08053333333
389.55,4.47933333333,24.2662666667,64.1736,23.182,3.58473333333,5.02846666667,8.21606666666,68.3664666666,73.5952666667,53.8294666667,5.03933333334
389.91,4.4954,24.2072,64.2259333333,23.0886666667,3.6224,5.05333333333,8.24133333334,68.4688666667,73.7103333333,53.8879333333,5.06993333333
390.27,4.52813333333,24.1250666667,64.3264,23.0198,3.65286666667,5.0896,8.26166666667,68.5914,73.8219333333,53.9758,5.08806666667
390.63,4.54353333333,24.0716666667,64.443,22.99,3.6826,5.14226666667,8.27606666667,68.7413333334,73.9324,54.1235333333,5.12866666666
391.00,4.50793333333,23.9966,64.6281333333,22.9200666667,3.6806,5.13426666667,8.24466666666,68.9495333333,74.1558666667,54.3006666667,5.1218
391.36,4.49006666667,23.8826,64.6133333333,22.8003333333,3.6978,5.11366666667,8.19606666667,68.9898666667,74.2363333333,54.343,5.10973333333
391.72,4.50206666667,23.7387333333,64.4784666667,22.6692666667,3.71966666667,5.11026666667,8.1556,68.8028,74.0286,54.2354,5.1122
392.08,4.53433333333,23.6392,64.5208666667,22.5655333333,3.7352,5.1126,8.13606666666,68.8632666667,74.0388666667,54.3187333334,5.13653333333
392.44,4.5826,23.5328666667,64.598,22.4778,3.74513333333,5.1312,8.13366666667,68.981,74.1124666667,54.4029333333,5.15986666667
392.80,4.62853333333,23.4314,64.7430666667,22.4274,3.77653333333,5.15626666667,8.11806666667,69.1613333333,74.2550666667,54.5694,5.17606666667
393.16,4.58753333333,23.2538,64.7779333333,22.2864,3.73826666667,5.09453333333,8.06186666666,69.2241333333,74.3194666667,54.6184,5.12526666667
393.52,4.59073333333,23.1675333333,64.8705333333,22.1768666667,3.7474,5.1104,8.00960000001,69.3226,74.3945333333,54.7306666667,5.132
393.88,4.57526666667,22.9952666667,64.9129333333,22.0296,3.71686666667,5.07646666667,7.9162,69.3348,74.3600666667,54.7798,5.08573333333
394.24,4.53926666667,22.8282666667,64.8997333334,21.8875333333,3.683,5.0576,7.8332,69.3394,74.3084,54.8324,5.05226666667
394.60,4.5046,22.6731333333,64.888,21.7137333333,3.6526,5.00313333333,7.751,69.3596666667,74.3264666667,54.8956,5.00066666667
394.96,4.4424,22.4553333334,64.8272,21.511,3.5894,4.9056,7.66533333333,69.3095333333,74.1662,54.8574,4.92433333333
395.32,4.44013333333,22.3111333333,64.9766666667,21.3988,3.5786,4.90146666666,7.64093333333,69.4388,74.2265333333,54.9592666667,4.928
395.68,4.39813333333,22.1057333333,65.058,21.2216666667,3.52226666667,4.82373333333,7.5822,69.609,74.3642,55.0398,4.86586666667
396.04,4.3796,21.9695333333,65.1438,21.0808666667,3.51666666667,4.80713333333,7.546,69.7392666667,74.4495333334,55.1354666667,4.83446666667
396.40,4.30946666667,21.7722666667,65.1160666667,20.8992666667,3.4782,4.73846666667,7.4848,69.7416,74.4058666667,55.1027333333,4.78066666667
396.76,4.27133333333,21.5783333333,65.1214666667,20.7127333333,3.42813333333,4.7104,7.45093333333,69.7581333333,74.3934,55.1222,4.75233333333
397.12,4.26353333334,21.3778,64.9944666667,20.5192,3.4094,4.71666666667,7.41493333333,69.6805333333,74.255,55.0082,4.73293333333
397.48,4.2532,21.1655333333,64.9776666667,20.3786666666,3.3914,4.68186666667,7.37806666667,69.7132666667,74.2449333333,54.9980666667,4.71986666667
397.84,4.18986666667,20.9682666667,64.9414666667,20.2171333333,3.33753333333,4.613,7.32046666667,69.7806,74.2509333333,54.9756666667,4.6682
398.20,4.19206666667,20.7849333334,64.8408,20.0692,3.34066666667,4.6172,7.30746666667,69.7697333333,74.1964666667,54.9047333333,4.6862
398.56,4.1594,20.5896,64.7623333333,19.9096666667,3.3032,4.6132,7.27066666667,69.7172,74.0559333333,54.8062,4.6756
398.92,4.15813333333,20.4183333333,64.7324,19.7503333333,3.2854,4.63106666667,7.2432,69.7429333333,74.0673333333,54.8009333333,4.6574
399.28,4.14446666667,20.226,64.6281333333,19.5902666667,3.273,4.62793333333,7.22486666667,69.6896,73.9616666666,54.7487333333,4.64473333333
399.64,4.23166666667,20.2001333333,64.7612,19.574,3.3542,4.73393333333,7.30353333334,69.9472,74.1218,54.9411333333,4.72386666667
400.00,4.29213333333,20.1179333334,64.7753333333,19.5201333333,3.42226666666,4.7948,7.35273333333,69.9978666667,74.1528,55.0013333333,4.81073333333
400.36,4.32533333333,19.9979333333,64.6554,19.4099333333,3.4414,4.82553333333,7.36226666667,69.9908666667,74.1011333333,54.9752666667,4.84406666667
400.72,4.30173333333,19.8925333334,64.6494666667,19.3211333333,3.42486666667,4.801,7.34253333333,70.1214,74.1164666667,55.0376,4.82506666667
401.08,4.3098,19.7714,64.6146666666,19.2208666667,3.43786666667,4.79506666667,7.32333333333,70.1981333333,74.0652666667,55.0402,4.83493333333
401.44,4.3438,19.7235333333,64.5926666667,19.1582666667,3.48126666667,4.83133333333,7.34613333333,70.2636666667,74.0657333333,55.0575333333,4.86926666667
401.80,4.36346666667,19.6401333333,64.5344666667,19.0697333333,3.49673333333,4.85073333333,7.35966666667,70.3026,74.0198666667,55.0450666667,4.89106666667
402.16,4.35566666666,19.5502666667,64.6041333333,18.9982,3.47766666667,4.84033333333,7.3478,70.5222666667,74.1406666667,55.1588,4.88653333333
