wavelength,Back_DigGlom,Belly_DigGlom,Breast_DigGlom,Crissum_DigGlom,Crown_DigGlom,DorTail_DigGlom,Patch10_DigGlom,Rump_DigGlom,Throat_DigGlom,WingTip_DigGlom
561.94,6.37193333333,9.19070833333,8.39648,10.2140833333,4.5808,6.7227,16.6283333333,9.49566666667,5.28286666667,10.242
562.28,6.3768,9.21816666667,8.40618666667,10.2165,4.57946666667,6.73756666667,16.6378,9.52926666666,5.29123333333,10.2456
562.62,6.35573333333,9.24233333333,8.43483333333,10.2504166667,4.57106666667,6.72366666667,16.6604,9.52186666666,5.27083333334,10.2359333333
562.96,6.387,9.27670833333,8.47858,10.3,4.612,6.74873333333,16.6953333333,9.55980000001,5.27056666667,10.2654666667
563.30,6.42166666667,9.362,8.5337,10.3548333333,4.65126666667,6.80943333333,16.7455333333,9.59433333333,5.30836666667,10.3343333333
563.64,6.3432,9.34141666667,8.48547333333,10.3078333334,4.54646666667,6.7278,16.7019333333,9.51886666668,5.2292,10.2873333333
563.99,6.31366666667,9.3505,8.47281333333,10.3085,4.49326666667,6.69346666667,16.6936666667,9.49733333333,5.20556666667,10.2483333333
564.33,6.2572,9.34016666667,8.45474,10.2945833333,4.4486,6.63933333333,16.6474,9.46666666667,5.16986666667,10.2304
564.67,6.2522,9.36508333333,8.48408666667,10.3123333333,4.4338,6.61273333333,16.6367333333,9.48293333333,5.15583333333,10.2305333333
565.01,6.26833333333,9.41204166667,8.49084666667,10.3526666667,4.44406666667,6.61316666667,16.6779333333,9.49853333333,5.1537,10.2498666667
565.35,6.24193333333,9.43520833333,8.47102,10.3261666667,4.4092,6.59216666667,16.6376,9.46073333335,5.11963333333,10.2392
565.69,6.26073333333,9.46145833333,8.47852,10.36125,4.4192,6.60363333333,16.6453333333,9.45893333335,5.11756666667,10.2538
566.03,6.26533333334,9.500375,8.4899,10.4033333333,4.42873333334,6.6051,16.6611333333,9.45626666667,5.09496666667,10.2596666667
566.37,6.29293333333,9.53270833333,8.50569333333,10.4249166666,4.44833333333,6.62563333333,16.6631333333,9.48326666667,5.12116666666,10.2918666667
566.71,6.328,9.60958333333,8.52688,10.4743333333,4.46873333333,6.6491,16.698,9.52973333333,5.1476,10.3168666667
567.05,6.30206666667,9.59245833333,8.52327333333,10.4726666667,4.4462,6.6404,16.6720666667,9.51940000001,5.11823333333,10.303
567.39,6.37646666667,9.66445833333,8.62538666667,10.5495833333,4.52626666667,6.7296,16.7342,9.58799999999,5.18586666667,10.3810666666
567.73,6.3568,9.66520833333,8.64132,10.549,4.5298,6.7214,16.7367333333,9.58899999999,5.16313333333,10.4052666667
568.07,6.35446666667,9.67104166667,8.61784666667,10.535,4.4978,6.71966666667,16.6946,9.54513333333,5.13636666667,10.3678
568.41,6.3742,9.68483333333,8.63608,10.5500833333,4.51966666666,6.75073333333,16.7164666667,9.53746666666,5.15596666667,10.4058666667
568.75,6.34646666667,9.66629166667,8.61937333333,10.52575,4.47086666667,6.73356666667,16.6921333333,9.50986666666,5.1276,10.3996
569.09,6.40566666667,9.730625,8.70946666667,10.6220833333,4.53986666667,6.7757,16.77,9.58873333332,5.18293333333,10.4462666667
569.43,6.40166666667,9.75829166667,8.74627333333,10.64125,4.53593333333,6.79873333333,16.7794666667,9.60160000001,5.182,10.4594
569.77,6.3758,9.74895833333,8.74460666667,10.6151666666,4.48046666667,6.74893333333,16.7376666667,9.57819999999,5.1441,10.424
570.11,6.42913333333,9.82579166667,8.82022666667,10.6724166667,4.51126666667,6.7968,16.7897333333,9.63639999999,5.18313333333,10.4527333333
570.45,6.3642,9.786375,8.79430666667,10.6340833333,4.4586,6.7469,16.7460666667,9.5614,5.16036666667,10.4081333333
570.79,6.38246666666,9.82325,8.82447333333,10.6755,4.4624,6.73903333333,16.7682,9.56326666667,5.1793,10.3897333333
571.13,6.386,9.85645833333,8.84828,10.70125,4.47133333333,6.7433,16.7944,9.57579999999,5.19546666667,10.405
571.47,6.43206666667,9.91716666667,8.89246666667,10.7600833333,4.49726666666,6.7929,16.8143333333,9.61220000001,5.25116666667,10.4192
571.81,6.42706666667,9.95575,8.91923333333,10.7745833333,4.51506666667,6.7862,16.8236,9.62246666667,5.2434,10.4142666667
572.15,6.523,10.1017083333,9.01557333333,10.88725,4.61273333333,6.86656666667,16.9314,9.71746666665,5.32886666667,10.4869333333
572.49,6.5654,10.1560416667,9.07575333333,10.9145833334,4.65886666667,6.8744,16.9504,9.74626666665,5.3753,10.4969333333
572.83,6.5586,10.1669583333,9.08097333333,10.9379166667,4.6452,6.86553333333,16.9719333334,9.75060000001,5.35993333333,10.5085333333
573.17,6.56613333334,10.1978333333,9.11526666667,10.9488333333,4.6466,6.86683333333,16.9938666667,9.76280000001,5.3821,10.494
573.51,6.57733333333,10.2097083333,9.13613333333,10.9583333333,4.67853333333,6.88623333333,16.996,9.76100000001,5.43146666667,10.5264666667
573.85,6.515,10.198875,9.09968666667,10.9485,4.65006666667,6.85986666667,16.9733333333,9.70699999999,5.40996666667,10.4926
574.19,6.5834,10.2989583333,9.18369333333,11.0316666667,4.72673333333,6.9364,17.0282,9.79666666667,5.46733333333,10.5915333333
574.53,6.6378,10.3627083333,9.24247333333,11.08125,4.80246666667,6.9793,17.0766,9.8548,5.5283,10.6596666667
574.87,6.63626666667,10.4091666667,9.25752666667,11.09475,4.802,6.97133333333,17.066,9.85806666667,5.5207,10.6519333333
575.21,6.672,10.4904583333,9.32599333333,11.1509166666,4.85773333333,6.99983333333,17.1038,9.88113333335,5.563,10.7209333333
575.55,6.7542,10.56175,9.41661333333,11.2495833333,4.92893333333,7.07676666667,17.1898666667,9.97119999999,5.63883333333,10.8336
575.89,6.69153333333,10.5013333333,9.4057,11.1848333333,4.87013333333,7.02836666667,17.0869333333,9.91126666665,5.5874,10.8030666667
576.22,6.735,10.5763333333,9.47534,11.2704166667,4.90866666667,7.09903333333,17.1312666667,9.95426666667,5.64333333333,10.8441333333
576.56,6.7508,10.6019166667,9.51885333333,11.2865833333,4.90833333333,7.11413333333,17.1050666667,9.9452,5.68163333333,10.8558
576.90,6.76186666667,10.6371666667,9.54132,11.3199166667,4.9158,7.1056,17.1002,9.94466666667,5.69083333333,10.8810666667
577.24,6.80926666667,10.736625,9.60908000001,11.3956666667,4.97986666667,7.16,17.1632666667,10.0102666667,5.73943333333,10.9381333333
577.58,6.83693333333,10.744125,9.60397333333,11.3755833333,4.9838,7.13476666667,17.1184,9.99386666667,5.73096666667,10.9448666667
577.92,6.79146666667,10.708875,9.56250666667,11.3469166667,4.912,7.068,17.0654666667,9.91566666668,5.6801,10.8888
578.26,6.74933333333,10.725375,9.55978666667,11.33475,4.8506,7.05703333333,17.0203333333,9.8816,5.64716666667,10.8812
578.60,6.77286666667,10.7333333333,9.60804666667,11.3603333333,4.8698,7.0687,17.0185333333,9.90053333334,5.6936,10.906
578.94,6.76946666667,10.7237916667,9.59654666667,11.3749166667,4.84053333333,7.0685,16.9796666667,9.91613333333,5.68953333333,10.8990666667
579.28,6.6948,10.6738333333,9.53373333333,11.29075,4.7584,7.00483333333,16.8846,9.8248,5.63933333333,10.8220666667
579.61,6.55266666667,10.5647916667,9.41191333333,11.2005,4.60986666667,6.8654,16.7682,9.71093333333,5.5219,10.6905333333
579.95,6.5578,10.564875,9.3841,11.1889166666,4.5982,6.83976666667,16.7424666667,9.69780000001,5.5168,10.7106666667
580.29,6.562,10.62275,9.39676,11.1990833333,4.6172,6.87063333333,16.7682,9.69180000001,5.50466666667,10.7240666667
580.63,6.61273333333,10.6839583333,9.44138,11.2764166667,4.65953333333,6.95543333333,16.8144666667,9.74386666667,5.5579,10.7833333333
580.97,6.61233333333,10.6738333333,9.47202,11.2835,4.61413333334,6.9419,16.779,9.70506666667,5.5456,10.7564
581.31,6.61393333333,10.7519166667,9.56701333333,11.3684166667,4.61666666667,6.98213333333,16.8514666667,9.74800000001,5.5686,10.8068
581.65,6.60753333333,10.7928333333,9.60047333333,11.3790833333,4.62713333333,6.98756666667,16.835,9.74966666667,5.57496666667,10.7903333333
581.98,6.583,10.7965833333,9.58336,11.3829166667,4.61546666667,6.9414,16.8553333333,9.70740000001,5.53873333333,10.7723333333
582.32,6.5598,10.812125,9.52212,11.35025,4.56786666667,6.91073333333,16.8428,9.64060000001,5.47373333333,10.7362
582.66,6.50353333333,10.776125,9.44973333333,11.2970833333,4.50533333333,6.84613333333,16.8044,9.58606666665,5.40143333333,10.6601333333
583.00,6.48626666667,10.832625,9.46622666667,11.3715,4.52286666667,6.8109,16.8052,9.59666666668,5.406,10.6562
583.34,6.62466666667,10.9530833333,9.55985333333,11.46975,4.63113333333,6.925,16.9004,9.69713333334,5.51903333333,10.7608
583.68,6.56746666667,10.943875,9.56006666667,11.4494166667,4.60946666667,6.86466666667,16.8703333333,9.64713333334,5.47263333333,10.6994666667
584.01,6.51566666667,10.8922916667,9.49516666667,11.4255,4.51973333333,6.79753333333,16.7948,9.58506666666,5.42143333333,10.6212
584.35,6.4174,10.853375,9.42071333333,11.371,4.44933333333,6.69326666667,16.7202,9.50519999999,5.3274,10.5466666667
584.69,6.3724,10.9017083333,9.39630666667,11.32875,4.43806666667,6.6594,16.6754,9.46886666667,5.30113333333,10.5163333334
585.03,6.4198,10.94675,9.39296,11.3628333333,4.48013333334,6.6834,16.6882666667,9.4808,5.35686666667,10.5494666667
585.37,6.4998,11.066,9.51906,11.4566666666,4.57073333333,6.76693333333,16.8088,9.57780000001,5.45576666667,10.6578666667
585.70,6.53446666667,11.1223333333,9.57613333333,11.5080833333,4.56253333333,6.8164,16.8102666667,9.60866666665,5.5012,10.6810666667
586.04,6.4868,11.1251666667,9.59353333333,11.5503333334,4.5566,6.81583333333,16.7799333333,9.60000000001,5.50983333333,10.7040666667
586.38,6.42113333333,11.1055833333,9.59024666667,11.52525,4.53873333333,6.77533333333,16.7379333333,9.53826666665,5.4677,10.6692
586.72,6.4688,11.1832916667,9.68115333333,11.60225,4.56066666667,6.86116666667,16.8541333333,9.61173333333,5.52726666667,10.7622666667
587.06,6.43486666667,11.179625,9.68381333333,11.607,4.5498,6.82613333333,16.8554,9.57333333332,5.51826666667,10.7395333333
587.39,6.44093333333,11.2666666667,9.69526,11.6513333333,4.55086666667,6.84326666667,16.8583333334,9.57753333333,5.49926666667,10.8014
587.73,6.45666666667,11.3247916667,9.73330666667,11.6986666667,4.58846666667,6.8674,16.9176,9.62140000001,5.4879,10.8578
588.07,6.4428,11.320375,9.72874666667,11.6553333334,4.54506666667,6.85296666667,16.8762,9.59606666667,5.4642,10.8388
588.41,6.41433333333,11.2950833333,9.72572,11.671,4.49166666667,6.84903333333,16.8908666667,9.58846666665,5.44996666667,10.8434
588.74,6.39406666667,11.269125,9.73231333333,11.6480833333,4.4486,6.80106666667,16.8458666667,9.56520000001,5.39006666667,10.7895333333
589.08,6.3868,11.2519583333,9.70665333333,11.6125833333,4.41573333333,6.76896666667,16.7966666667,9.52653333333,5.3532,10.7646
589.42,6.33553333333,11.1842083333,9.64703333333,11.5713333334,4.38093333333,6.6928,16.7183333333,9.49393333333,5.29863333333,10.7123333333
589.76,6.34673333333,11.1874583333,9.63848666667,11.5883333333,4.36406666667,6.66783333333,16.736,9.51326666666,5.28736666667,10.6878
590.09,6.41446666667,11.2949166667,9.72313333333,11.6626666667,4.4006,6.71646666667,16.8109333333,9.59833333334,5.35013333333,10.7567333333
590.43,6.41133333333,11.2857083333,9.69454,11.6278333333,4.41313333333,6.68703333333,16.7311333333,9.5544,5.31513333333,10.6838666667
590.77,6.35166666667,11.2827083333,9.65791333333,11.6105833334,4.35553333334,6.642,16.6839333333,9.5106,5.2684,10.6230666667
591.11,6.35346666667,11.2765416667,9.70784,11.6255833334,4.35866666667,6.65986666667,16.6836666667,9.51686666667,5.29053333333,10.6027333333
591.44,6.27466666667,11.2005,9.65637333333,11.5669166667,4.2886,6.57713333333,16.5768,9.43580000001,5.2503,10.5233333333
591.78,6.2318,11.2055416667,9.65272,11.616,4.25666666667,6.536,16.5874666667,9.41313333333,5.21346666667,10.5084
592.12,6.213,11.2012916667,9.63522666667,11.6150833334,4.25946666667,6.4933,16.5788,9.382,5.18253333333,10.4627333333
592.46,6.20106666667,11.2645,9.66260666667,11.6544166667,4.2828,6.54563333333,16.5833333333,9.39380000001,5.18466666667,10.4905333333
592.79,6.13946666667,11.2625,9.62804,11.6575833334,4.26586666667,6.54413333333,16.5277333333,9.3746,5.14396666667,10.4434666667
593.13,6.23106666666,11.4174166667,9.74135333333,11.7385833333,4.338,6.62566666667,16.6298,9.4332,5.1779,10.5481333333
593.47,6.25193333333,11.492125,9.82165333333,11.7853333333,4.38473333334,6.6504,16.6774666667,9.44820000001,5.19996666667,10.5845333333
593.80,6.28706666667,11.5499583333,9.87117333333,11.8235833333,4.436,6.682,16.7166,9.47126666667,5.21886666667,10.6305333333
594.14,6.26133333333,11.5666666667,9.89648,11.8399166667,4.3944,6.65453333333,16.7426,9.44706666667,5.1772,10.6632666667
594.48,6.27493333333,11.6415416667,9.95930666667,11.9064166666,4.42413333333,6.65983333333,16.795,9.48360000001,5.1517,10.7294
594.81,6.25246666667,11.6785,9.98348666667,11.894,4.3974,6.6608,16.805,9.4894,5.12663333333,10.7395333333
595.15,6.3466,11.8380416667,10.0908466667,11.95975,4.4996,6.7692,16.901,9.58620000001,5.21596666667,10.8406666667
595.49,6.41286666667,11.9161666667,10.2042733333,12.0340833333,4.57953333333,6.83703333333,16.9760666667,9.65000000001,5.27056666667,10.9232666667
595.82,6.4026,11.9242083333,10.2093866667,12.0605,4.5506,6.82126666667,16.9361333333,9.66713333334,5.2266,10.9646
596.16,6.37546666666,11.9244583333,10.24058,12.0509166667,4.52573333333,6.79516666667,16.9354,9.65793333333,5.19953333333,10.9644666667
596.50,6.38626666667,11.9292916667,10.26264,12.06775,4.5136,6.75776666667,16.9405333333,9.62973333333,5.17686666667,10.9519333333
596.83,6.33586666667,11.8981666667,10.2655533333,12.04325,4.48946666667,6.71566666667,16.9016,9.61753333333,5.15516666667,10.9308666667
597.17,6.312,11.8839166667,10.2416266667,11.9840833333,4.4434,6.6819,16.8630666667,9.58873333334,5.11373333333,10.9071333333
597.51,6.24733333333,11.8523333333,10.2111066667,11.9676666667,4.38953333333,6.64923333333,16.8032666667,9.52786666667,5.0514,10.8898666667
597.84,6.19966666667,11.7885416667,10.1763666667,11.8975,4.33046666667,6.57896666667,16.7353333333,9.47766666667,5.00023333333,10.8068666667
598.18,6.15213333333,11.75775,10.1394133333,11.8535,4.288,6.55423333333,16.6767333333,9.41513333333,4.97183333333,10.7434
598.52,6.12673333333,11.737,10.11194,11.84975,4.2544,6.524,16.6476,9.38659999999,4.93876666667,10.7375333333
598.85,6.02793333333,11.647375,10.0719733333,11.8160833334,4.17393333333,6.43,16.5982666667,9.28466666667,4.82836666667,10.6524
599.19,5.9988,11.637625,10.0403066667,11.7816666667,4.12613333333,6.37273333333,16.5447333333,9.23193333335,4.799,10.5832
599.53,6.07406666667,11.7263333333,10.15772,11.8594166667,4.20333333333,6.46476666667,16.6382,9.29813333333,4.8734,10.5999333333
599.86,6.1576,11.806875,10.2175866667,11.9471666667,4.25453333333,6.5252,16.7016666667,9.34086666666,4.94636666667,10.6472
600.20,6.11106666667,11.7883333333,10.2215933333,11.9134166667,4.21706666667,6.47896666667,16.692,9.29959999999,4.925,10.6488666667
600.53,6.17306666667,11.8613333333,10.29308,12.0010833333,4.28773333333,6.56126666667,16.7516,9.36126666666,4.9845,10.6819333333
600.87,6.23366666667,11.9738333333,10.4229666667,12.1209166667,4.36253333333,6.62943333333,16.8247333333,9.4382,5.05363333333,10.7606
601.21,6.24133333333,12.013,10.4848533333,12.1439166667,4.36886666667,6.6235,16.8498,9.45506666667,5.09156666667,10.7593333333
601.54,6.3424,12.1767083333,10.62446,12.2715833333,4.4746,6.7301,16.9586666666,9.52059999999,5.1855,10.8754666667
601.88,6.50353333333,12.3212916667,10.8361333333,12.4219166667,4.6046,6.8701,17.0990666666,9.66913333334,5.30803333333,11.0469333333
602.21,6.53446666667,12.3901666667,10.91538,12.4729166667,4.67173333333,6.91363333333,17.1571333333,9.7136,5.3644,11.0847333333
602.55,6.67473333333,12.5717083333,11.0699933333,12.5863333333,4.78613333333,7.00013333333,17.2620666667,9.83713333333,5.4969,11.2412
602.88,6.7006,12.6520833333,11.1598333333,12.64125,4.8198,7.02163333333,17.3032666667,9.90306666667,5.52773333333,11.2868666667
603.22,6.634,12.6314166667,11.12232,12.604,4.78746666667,6.96073333333,17.2496,9.86533333334,5.47393333333,11.2666666667
603.56,6.59166666667,12.587875,11.1010533333,12.57775,4.78233333333,6.91153333333,17.2438,9.82333333333,5.42476666667,11.2595333333
603.89,6.63006666667,12.6279166667,11.1475533333,12.6593333334,4.8286,6.9565,17.2932666667,9.88646666665,5.4555,11.3
604.23,6.6078,12.6536666667,11.1686533333,12.6781666667,4.82726666667,6.9443,17.2806666667,9.87859999999,5.46043333333,11.3080666667
