wavelength,Back_TacCorf,Belly_TacCorf,Breast_TacCorf,Crissum_TacCorf,Crown_TacCorf,DorTail_TacCorf,Patch10_TacCorf,Rump_TacCorf,Throat_TacCorf,WingTip_TacCorf
183.35,37.5568666666,-13.1814,89.6892666667,-1.3166,-72.4549333334,-16.5936000001,66.4567333333,-33.1109333332,-3.63839999992,12.9550666667
183.73,53.1782666666,13.1901333333,84.7104666666,12.7548,-31.3573333333,10.2833333334,67.9234666667,-9.005,20.7099999999,40.9315999999
184.11,67.3019333333,28.0886,86.3084333334,32.4176000001,1.00793333326,33.1010666667,72.2128666667,21.3699333334,43.4685999999,58.6898666667
184.49,62.4254,30.0405333333,81.2548333333,35.6576666667,8.36053333328,32.6593333333,72.0903333333,24.3216,47.09,62.0567333334
184.87,61.2044666667,13.003,89.0665333333,14.8104,-16.3918,17.763,71.9672,-0.94966666662,23.0251333332,46.9451999999
185.25,59.6366666665,5.33753333328,94.8217666667,0.38613333334,-24.5814000001,9.52040000008,70.1514,-15.9806666667,3.37386666674,38.4964666667
185.63,69.8052666667,31.724,90.1201333332,23.5323999999,9.3972666666,31.1895333333,68.4711333333,15.3311333334,32.202,51.7997333333
186.01,66.0428666667,28.7402666667,81.2379,15.8903333334,-0.03113333324,22.9432666667,74.0740666667,4.64753333328,29.3278666667,41.7998666667
186.39,69.5292,42.5824,79.6664666665,24.2254,7.68366666668,27.0668666667,90.5555333333,10.3617333333,41.4901333333,47.8908666667
186.77,64.1109333334,45.9326666667,75.5371666666,26.9970000001,18.7501999999,26.2863333333,143.238133333,11.7211333333,41.5916,49.5693999999
187.15,58.9718666666,37.5729333334,118.182866667,25.7780666667,104.274933333,21.2407333333,776.666600001,13.5801333333,37.0030666667,42.5618
187.53,60.3174666666,34.9206000001,43.4233333333,14.7936,-69.9046666666,16.7197333333,-354.444333333,-21.6560000001,31.9999333333,33.8200666667
187.91,39.0065333333,19.5760666666,52.3340333333,-11.4697333334,-62.6485333333,-3.37799999992,-112.5,-37.8797333332,7.58920000014,14.5734000001
188.29,19.8254666668,-9.03166666654,41.8016,-89.8094666666,-112.055466667,-51.4602666668,-75.8333333333,-105.9444,-43.2539999999,-27.4762000001
188.67,-137.382799999,-245.950666667,-28.3661333333,-663.641933333,-585.0576,-410.3704,-31.7695333333,-615.818933334,-422.851866666,-344.481533333
189.05,-5.74073333326,-20.5324000001,34.9519,-133.5416,-132.5464,-78.7964666668,-16.9092,-146.644333333,-59.8841999999,-42.5693999999
189.43,10.2778,12.0521333333,44.1909000001,-80.4211333335,-84.8823333333,-31.3798666667,-9.85306666667,-83.4624000001,-6.96240000014,-0.698933333274
189.81,22.4485333335,18.7962666665,50.9049333333,-68.3745333333,-72.8830666667,-22.1502000001,-5.6774,-73.0051999998,6.4094666666,23.7757333332
190.19,35.7635333333,47.2843333333,80.2023000001,-9.6652000002,-32.3745333333,20.6982666668,1.06666666667,-28.0456000001,48.4329333333,66.8974666667
190.57,22.8431333335,39.9021333333,78.4263333333,-17.0589333332,-38.6092000001,18.6273333332,3.67706666668,-35.1757333333,30.8823999999,58.6272666666
190.95,21.3625999999,46.756,78.2998666667,-3.45360000014,-24.6459333333,30.3858666667,2.96306666667,-22.3128666667,36.7366,59.1433999999
191.33,-7.24133333334,34.5369333333,66.6036000001,-44.6807333331,-50.9888666667,7.24453333326,3.84613333334,-51.0254000001,3.64293333334,43.2916666669
191.71,10.8208000001,43.2453999999,68.2103666667,-15.5415333335,-26.5340666666,21.2950666667,1.82120000001,-24.0702666667,20.2482666667,49.2612000001
192.09,28.7823333333,50.559,80.3929,9.15566666666,-18.9881333333,48.0833333333,1.19493333333,-7.30913333333,40.3760666668,65.4316000001
192.47,23.3662666667,41.9977333334,69.9268666667,12.1227333333,-18.6936,48.8723333334,-0.333333333332,-6.47886666668,28.9022666667,57.5926
192.85,23.8072666667,42.8376666667,77.2704333333,18.8289999999,-32.971,57.8648000001,-5.10426666668,-19.4090666667,25.5119333333,63.3714666667
193.23,14.7647333333,30.5079999999,49.3863333334,1.25153333334,-47.6445333333,27.4740000001,0.298533333339,-32.7649333333,4.52093333334,42.6450666667
193.61,-13.6250000001,6.4166666666,12.1972666667,-32.0833333334,-97.4734000001,-12.2916666667,0.483266666666,-85.3465999999,-42.6666666667,15.2916666666
193.99,-37.4206666666,-12.4604666666,-24.5667000001,-55.7937333333,-166.340333333,-57.1427333335,-0.675800000002,-147.415533334,-100.991933333,-2.81760000006
194.37,-57.3151333333,-34.7125333334,-51.7105666666,-86.5764000001,-174.649933333,-93.4071999999,-6.31080000001,-156.117733333,-125.624,-52.1593333333
194.75,-65.5411999999,-54.6031999999,-65.0529999999,-106.3202,-181.165866667,-117.171933333,-13.4380666667,-161.179333333,-142.5686,-61.3563999999
195.13,-98.6111999999,-92.2222666668,-134.826866667,-181.111133333,-299.324866667,-192.499866667,-13.1625333333,-237.696533333,-225.555533334,-112.500066667
195.51,-73.0689999998,-24.0092666668,-109.508866667,-74.4211333333,-253.4016,-129.324066667,-12.8179333333,-210.007066667,-149.9146,-22.8594666667
195.89,134.757733333,57.3534666667,126.0473,68.0606666667,184.098866667,111.3738,-9.32073333333,187.005866667,126.202066667,15.6565999999
196.27,318.620666667,117.7776,368.171333333,93.7930666667,480.861333333,283.678066667,-11.9180666667,437.044800001,304.291066667,-30.4981333333
196.65,1667.1428,307.142866667,1947.37566667,321.904733334,2999.93806667,1502.38093333,-9.2676,2535.505,1738.09526667,-184.761933334
197.03,-474.722200001,-40.8334000007,-677.243033334,-219.513866667,-1079.4376,-459.0972,-2.86526666666,-807.718,-625.2778,80.7637999999
197.40,86.6386000001,34.6469333333,95.2127,30.1055333333,100.746133333,56.6783333333,-2.39099999999,84.2174000001,81.9281333333,20.9898666667
197.78,65.6320666667,40.8554666666,79.2469333333,35.3387333333,77.7157333334,49.9211333333,-1.98046666667,66.7495333333,71.5706666667,27.8236666667
198.16,65.4638000001,54.0472666666,76.9970666667,48.6012666667,76.7490000001,45.9154,-3.4444,66.2219333332,75.5230666667,34.6212
198.54,57.6460666667,55.7486000001,68.8307,44.3918,69.1713999999,36.3373333333,-0.436999999998,58.9947333333,71.0276,27.2286666666
198.92,51.6576666667,57.5603333333,65.1724666667,43.8640666667,62.6972666666,29.0128666667,-0.277733333334,54.878,69.9099333333,31.2598
199.30,47.9807333334,54.9627333333,62.0715,42.0459333333,59.2066,24.7543333333,1.72413333332,53.1095333333,64.0437333333,31.7520666667
199.68,46.9512000001,57.8013333333,59.3876,42.2434666667,61.2636666666,25.9140666667,0.79646666666,53.7594666667,63.8895333333,36.8512666667
200.06,27.5697333334,54.9702,54.2032333333,34.1656666667,57.4828666666,15.2962,0.600533333333,48.5601333333,59.9823999999,31.0978
200.44,28.1302666667,61.3153333333,51.7773,45.7174666667,66.8103999999,13.839,6.51853333335,60.3422666667,65.5758,38.0219333333
200.82,25.7390000001,60.9576,42.7635333333,42.3923333334,62.4817333334,14.1841333333,10.3082,56.8670666667,59.3092666667,34.995
201.19,23.6086666667,54.0031333333,38.8290333333,41.9791333333,55.6215999999,15.4315333333,6.40006666665,50.5552,56.9345999999,36.1010666667
201.57,25.5966666666,51.8191333333,42.8154,48.1685333334,59.8694666666,22.3814,4.35446666666,52.9463333333,58.1509333334,38.8611333333
201.95,25.9640666667,49.045,40.0183000001,51.7896666667,65.9447333333,15.4506666667,4.17033333334,54.6633333334,56.2026666667,36.9277333333
202.33,24.9795333334,41.8679333333,34.0486666666,43.6077333334,64.3082666667,3.95353333336,7.5842,53.1993999999,53.6694666666,30.769
202.71,42.6275333334,47.9922,40.4613,53.0626666667,72.6065333333,3.7844,6.01546666667,64.8832666667,65.9372666667,38.4313333333
203.09,61.459,55.6010000001,53.3043,66.9311999999,84.5822666667,16.0693333333,8.24066666667,79.5564666666,81.6831333333,52.4816666666
203.47,45.5238000001,50.7936000001,25.9662333333,52.0476666667,73.8789333332,5.17453333334,9.91066666667,67.5595333333,67.7460000001,44.1746000001
203.85,49.8699333333,38.0312,26.8100666665,55.6141333333,76.9396666668,7.6802,13.7168,68.9924666667,72.5210666667,34.9707999999
204.22,84.1358666666,53.3551999999,67.7463666667,87.3345333334,104.0722,31.5288666667,17.0852666667,91.0760666668,103.681866667,46.8001333334
204.60,130.231,65.2469333333,120.055533333,134.708,151.1616,46.9070666667,17.0654666667,132.202133333,165.299533333,45.7765333333
204.98,148.330733333,59.9787999999,166.401233333,169.152133333,199.007266667,54.6369333333,15.9357333333,165.122066667,221.679866667,59.7297999999
205.36,-7.33540848398e+14,9.3824992236e+13,-1.34340329794e+15,-1.29649080182e+15,-1.55664191666e+15,-2.00444301598e+14,17.4895333334,-1.14722376871e+15,-1.6163487299e+15,-8.52954474888e+13
205.74,-113.0952,56.9841333334,-306.5713,-267.830866667,-286.462333333,-21.2697333334,17.2728666667,-187.218,-293.412666666,51.3756666667
206.12,253.971,36.9855333332,502.260933333,438.956533333,517.159399999,128.695666667,16.6376,371.6522,502.8986,135.362266667
206.50,35.5121333334,10.3607999999,80.6179333333,88.9322666667,112.3672,6.29133333335,16.8055333333,97.6507333333,125.281333333,38.4270000001
206.87,14.7360666668,-3.51386666674,50.4254666666,64.4861333333,70.3215333334,9.73613333334,19.2621333333,54.2259999999,74.9583333332,6.08333333354
207.25,32.6818000001,8.28753333328,64.4417333335,73.1829999999,83.5368666666,18.7553333333,24.0886,60.9096,79.5405333333,21.0358000001
207.63,28.2559333334,5.99686666664,64.9196666666,63.0538000001,80.1266000001,10.4458666667,23.3465333333,64.7372666666,78.3876666667,13.1902000001
208.01,21.6184000001,17.0692666667,70.4159000002,60.6199333334,74.0914666667,-4.51680000008,20.1794,64.8105333334,84.1544666665,17.3268666665
208.39,-41.0829333333,-31.8728000001,-27.1094,-64.9377999999,-42.973,-117.367133333,18.5676666667,18.3879333334,17.1883333333,-56.9298666665
208.77,265.0458,208.405266667,309.453,374.522866667,312.655466667,391.529533333,13.6975333333,137.3988,207.725533333,264.274399999
209.14,123.103866667,101.121866667,151.468633333,168.483866667,146.376733333,156.290333333,12.7326,93.9994666667,115.634466667,129.878133333
209.52,101.052866667,87.0921333333,129.648266667,139.983666667,121.750933333,128.630533333,10.3904,81.3830666667,104.1408,117.1086
209.90,82.9618,70.0627333333,109.955966667,115.693333333,88.6731999999,108.9166,11.5822,64.2836666666,83.0453999999,91.5228
210.28,72.3828,66.1336666666,105.8174,112.451333333,80.7011333334,98.3980666667,11.4629333333,59.5119333333,77.6282666665,89.7179333333
210.66,81.4658666666,75.0522666667,117.153833333,116.658466667,70.9092000001,107.8352,8.87846666667,60.5751333333,96.1204666665,107.518266667
211.03,87.6239333333,63.6164666666,102.4787,98.3684666666,72.8746666667,89.7217999999,6.66666666667,72.6736666666,92.5314000001,85.6717333334
211.41,85.9325333333,67.4894666666,102.628433333,92.9916666667,69.4435333334,84.6266666667,2.43399999999,67.8956,86.9071999999,80.9536
211.79,99.1358666666,81.9424666667,113.940033333,104.041066667,66.2869333334,97.7367333333,1.4108,72.4973999999,88.6419999999,90.0740000001
212.17,96.2364666667,86.0082666667,110.6191,109.435266667,73.7605333333,90.6621999999,3.62686666667,75.5899333333,87.5869999999,94.2386666666
212.55,123.9496,100.037533333,136.457466667,131.5686,75.6751333333,111.013133333,2.37819999999,89.6121999999,93.4034666665,108.1092
212.92,-1206.10333333,-899.342733333,-1191.51553333,-560.563533333,120.517133333,-696.525933335,6.21293333333,-351.796066667,-290.422666667,-486.760466667
213.30,-73.8738666668,-27.5224000001,-41.4162999999,20.6905999999,60.3931999999,-32.8679999999,9.7644,12.4466000001,32.1169999999,8.18326666667
213.68,-87.2156000001,-36.3923333333,-42.2360333334,8.21280000006,38.1724000001,-48.3418000001,17.3516666667,-8.563,31.451,-0.68900000006
214.06,-7.91433333332,10.4074666668,21.1048666667,46.0561333332,46.2814,1.95806666669,19.7284666667,37.0285333334,50.4961999999,29.5949333333
214.44,7.2357333332,26.6768666667,40.3105999999,60.4004666667,55.812,12.4544,25.0369333333,48.0982666667,63.6397999999,45.4209333334
214.81,19.2163333333,35.0392666667,50.0618333333,65.6812666668,58.5696,19.4522666667,29.4272,50.3342,66.6194666667,53.5797333333
215.19,24.1944,41.1300666667,50.7214333333,71.7784,59.9648666667,22.8804666667,32.5896,55.6392,65.4424666667,54.6679333333
215.57,23.8852,49.1764666667,54.0350333333,77.8569333333,61.8484000001,18.0059333333,33.5492,54.9483999999,69.2643333333,57.0766666667
215.95,24.8722,53.7021999999,56.8635666666,85.0745999999,64.1911333333,15.3918666667,33.0740666667,53.2793333333,69.041,53.1813333333
216.32,37.965,61.7993333333,65.6055666667,83.2348666667,67.1665333334,23.6189333333,33.7895333333,62.2478666667,70.4062666667,62.2242666667
216.70,34.0807333333,65.1812666666,68.0139333333,81.7062666665,68.2814666667,25.6100666667,34.5788,66.0024666667,72.9314,63.3716000001
217.08,26.4222,62.3656666667,54.0638666667,70.3985999999,60.9555333334,22.3444666667,35.6862666667,55.0464666667,72.1336,51.7774
217.46,33.2732666667,61.0115999999,58.3760999999,67.8078666666,65.6646,27.9466,37.1024666667,56.4587333333,78.0894,53.6110666667
217.83,34.9712,63.7517333333,65.3900666667,71.2265333335,66.6127333333,32.7634,36.9795333333,57.7325333333,81.8902666667,57.3880666667
218.21,34.0328666667,62.1997333333,64.8925999999,67.3459333333,66.3276666667,32.7327333333,33.5343333334,52.2107333333,80.5622000001,58.7426666666
218.59,34.6672,61.6110666666,62.849,69.8306666667,69.7361333334,34.0497333333,28.7988666667,51.8154,76.9438666667,58.1869333333
218.97,34.7675333333,60.1304,69.6673666667,76.1394666668,84.33,39.8328,26.0604666667,57.5389999999,93.7670000001,65.9468666667
219.34,51.0526666668,79.3003333334,101.2263,101.492266667,125.001866667,68.0824666667,22.6046666667,80.4641333333,133.003066667,104.619066667
219.72,66.5614,85.9006666667,126.857433333,139.619733333,177.860933333,95.0513333332,20.6542,106.698066667,173.2444,132.6752
220.10,84.2144666667,102.8758,134.387466667,152.068,182.015333333,116.998733333,16.7012666667,127.9766,179.735866667,139.848333333
220.47,95.5666666668,113.683333333,129.408,154.6,185.952533333,133.516666667,19.9653333333,139.189866667,187.666666667,133.616666667
220.85,76.7125333333,82.1700666666,93.7086333334,104.300733333,133.361933333,81.2614666668,22.0921333333,89.4969333333,127.980333333,78.9477999999
221.23,112.952533333,100.105866667,141.8132,154.1376,187.062266667,106.349133333,20.9028,131.354466667,159.5344,107.132333333
221.61,107.7488,102.640733333,135.229533333,156.0606,186.999133333,102.381,20.6,127.3488,149.718466667,104.155866667
221.98,122.748066667,101.233133333,132.011066667,165.088733333,204.559666667,113.834933333,19.7713333333,139.6822,149.028266667,128.693933333
222.36,-1022.0,-367.999999999,-642.433333332,-714.666666665,44.266666666,-863.333333334,23.1333333333,-717.833333334,-212.666666667,-829.333333333
222.74,557.725333334,350.509666667,448.961266667,562.823533333,466.250333333,500.156800001,24.7522,510.9644,406.4314,499.8432
223.11,193.7726,136.170266667,162.265566667,210.469866667,190.6502,171.2956,25.6328,191.863333333,161.3438,169.802133333
223.49,291.4874,217.491,230.849833333,305.573533333,230.917866667,261.469466667,25.6216,282.4882,239.480266667,236.272266667
223.87,425.6062,327.954466667,328.503166667,441.590866667,317.553266667,382.1968,23.9561333333,404.482133333,350.151466667,350.909
224.24,1.69737940501e+15,1.27943171232e+15,1.1003112726e+15,1.53958282716e+15,9.93691963237e+14,1.66326122602e+15,24.2856,1.21119535433e+15,1.25810785045e+15,1.42016920068e+15
224.62,91.1111333332,-84.9524666667,121.384933333,183.936466667,197.829,-60.0635333332,22.0273333333,157.068066667,91.6190666667,66.6031999998
225.00,103.5708,2.29819999992,116.362933333,121.9944,141.921333333,32.5165333332,16.764,142.728133333,93.0676000001,106.2108
225.38,-1109.35486667,-463.2258,-1012.55833333,-1200.32266667,-1108.8694,-867.742,18.6587333333,-1326.3568,-1192.79566667,-1339.2474
225.75,-113.7604,-32.4445999999,-102.5751,-124.4008,-100.304933333,-82.9716666667,13.1152666667,-134.5882,-131.320266667,-132.4532
226.13,-45.8674,-9.69313333334,-46.7075333334,-57.25,-34.6752666667,-35.7689333333,10.2638666667,-64.3276666667,-64.1704000001,-52.2840666667
226.51,-38.8254,-18.8188,-39.4447333333,-46.5672,-22.9372666667,-38.3387333333,13.1973333333,-46.6180666667,-47.6898,-31.5316
226.88,-18.4624,-12.7952,-21.671,-26.8510666667,-8.71746666666,-21.0987333333,13.4649333333,-26.8495333333,-29.5593333333,-15.8790666667
227.26,-15.2353333333,-6.5546,-11.2839666667,-19.9214666667,-2.85013333333,-19.3343333333,7.83726666667,-19.5330666667,-21.8316666667,-10.4996666667
227.64,-6.04339999999,-0.224999999994,-4.83046666667,-11.9022666667,1.9654,-8.18019999999,1.60259999999,-11.2044666667,-12.3420666667,-2.56073333333
228.01,-10.363,-5.10153333332,-6.36126666667,-13.3333333333,-1.62513333334,-13.5996666667,-1.7254,-14.4310666667,-15.7565333333,-7.51840000001
228.39,-3.55366666667,-5.52399999999,-2.77153333333,-6.02080000001,1.94826666665,-7.99166666668,-15.2220666667,-11.3428666667,-10.0729333333,-4.48426666666
228.76,3.80073333331,1.19673333333,1.04603333333,2.35006666665,6.29293333333,1.55586666667,-47.928,-4.74339999999,-1.45546666667,4.37480000001
229.14,8.17073333332,4.16000000001,5.85383333333,5.62339999999,12.1383333333,7.79139999999,-56.6666666667,-0.9186,2.71013333334,9.20066666667
229.52,11.3745333333,8.27426666666,18.6782666667,7.82779999999,-52.2628000001,13.3978,1020.0,88.1377999999,6.86960000001,12.8429333333
229.89,9.1616,5.4854,7.17396666667,6.71060000001,-5.35893333334,13.2409333333,297.142933333,21.9708,8.4054,11.0358
230.27,8.56026666667,7.7878,10.2877666667,7.56300000001,2.51133333333,15.0780666667,155.238333333,11.9322,11.6835333333,12.4412
230.65,11.2000666667,10.8000666667,15.8348666667,11.1048,4.64119999999,19.2952666667,92.5000666667,11.5841333333,14.0382,14.254
231.02,11.8756666667,12.858,18.4828666667,13.2402666667,8.5466,20.8149333333,89.6666666666,12.0104,16.0178666667,15.0174
231.40,12.3220666667,12.2482666667,20.2041,15.3942,8.19393333335,22.9012,96.3440666667,11.4418666667,17.6300666667,14.0292
231.78,10.0318666667,10.0419333333,21.9867666667,14.2594666667,3.74673333334,20.3921333333,108.888933333,8.09946666665,17.5192,10.7526666667
232.15,10.2734,10.3538666667,24.2708,15.0328,4.02419999999,21.3455333333,138.148066667,9.86626666666,19.2904,12.6374
232.53,4.52159999999,6.38013333333,-10.0854333333,10.5827333333,27.3342666666,16.3830666667,-134.285666667,10.4089333333,15.5141333333,10.5042666667
232.90,0.91426666668,3.91866666667,2.70476666668,6.65959999999,17.4070666667,11.8716,-8.88893333332,9.75426666667,12.4401333333,6.65993333333
233.28,-2.32246666667,2.3714,1.46049999999,4.09166666666,21.9018000001,8.66053333333,9.62946666667,14.2775333333,11.2288,4.03960000001
233.66,-7.98813333335,-1.88060000001,-4.43276666666,0.995666666674,35.4419333333,4.2162,17.7777333331,26.1275333333,8.38919999999,0.36546666668
234.03,-9.8068,-2.38293333333,12.2230666667,1.3646,-28.0899999999,2.02533333334,45.9999999999,-24.6069333334,5.16779999999,-1.09593333333
234.41,-13.7442666667,-8.61146666665,4.21496666666,-2.76180000001,-19.9893333333,-3.11666666667,27.7192666667,-18.3978666667,-0.775066666665,-6.4466
234.78,-15.0923333333,-10.8049333333,0.77286666666,-4.85800000001,-12.6263333333,-5.38813333333,41.6666666667,-13.5426,-3.15666666667,-8.71353333333
235.16,-16.7656666667,-12.1186666667,-2.39389999999,-5.4526,-13.8416666667,-5.80766666668,12.1794666667,-14.1768,-3.7588,-7.64653333333
235.54,-13.6447333333,-9.79253333332,-1.76716666667,-3.60526666667,-11.8054,-3.58486666667,7.30753333333,-12.3992,-1.52713333334,-3.31286666666
235.91,-10.5913333333,-7.64946666667,-0.846833333342,-2.19106666667,-10.8109333333,-2.77133333332,-1.4184,-11.5044,-0.161333333332,-0.209533333331
236.29,-6.94066666666,-4.72146666667,1.2056,-0.390866666667,-9.49826666665,0.0989333333326,-21.1382,-10.3294666667,1.0468,1.01986666667
236.66,-5.15706666667,-3.16066666667,0.915033333334,1.1652,-5.53200000001,1.94133333334,-16.1112,-7.303,1.88526666666,0.526666666668
237.04,-5.04853333333,-4.03806666667,-0.001766666668,1.55646666667,-5.74146666666,1.69586666667,-9.38766666668,-7.01533333334,1.8546,1.2266
237.41,-4.24366666667,-5.87793333333,0.3372,0.558,-5.978,0.793933333327,2.29880000001,-5.1866,0.4614,0.2826
237.79,-0.916666666666,-3.31166666667,2.10006666667,2.1774,-3.35886666667,4.11906666667,-6.53333333335,-4.83966666667,2.1,2.3804
238.17,1.2786,-1.8856,-1.78540000001,2.86306666667,-7.7438,5.93526666667,-53.5555333333,-9.59933333333,4.00406666667,3.38206666667
238.54,3.6798,0.613199999999,-2.56676666667,4.7352,-7.98286666666,8.53646666667,-73.7776666667,-7.84120000001,6.24619999999,5.44113333333
238.92,3.99726666667,1.1472,-10.4277,4.68766666667,-14.6416,8.08606666667,-153.684266667,-10.615,5.76666666667,5.92986666667
239.29,5.99626666667,2.3166,-3.20083333333,5.71266666667,-5.11166666667,8.54506666666,-66.4865333333,0.498533333321,6.92926666667,5.9022
239.67,5.3548,2.1182,-0.998466666674,5.3424,-2.10093333334,8.01426666667,-35.5866666667,2.20200000001,5.72426666667,4.19033333333
240.04,3.56886666667,1.30606666667,-0.234233333332,3.80633333333,-1.42533333333,7.74220000001,-11.4959333333,1.14306666667,3.93873333333,2.57793333333
240.42,1.8252,0.277200000001,-1.5735,1.72533333333,-2.3522,5.56553333333,-3.56273333334,-0.218933333334,1.84280000001,1.4308
240.79,2.95486666666,1.48206666667,-0.268733333332,2.49086666667,-1.513,7.02486666666,0.991400000001,0.949466666667,2.76346666667,3.1508
241.17,3.02759999999,1.74173333333,0.426399999999,2.44406666667,-1.24153333333,6.56786666666,1.9688,0.6642,3.04760000001,3.36386666667
241.54,3.79213333333,3.39393333333,1.8721,3.62666666667,0.511933333334,7.59446666666,4.38546666667,1.42826666667,4.206,4.99486666667
241.92,2.92306666667,3.1688,2.04863333333,3.42866666667,0.4288,7.14200000001,6.6936,0.900599999998,3.79460000001,4.85553333333
242.29,3.38666666667,3.3386,2.27283333333,3.41986666667,1.17126666667,7.32533333333,7.47080000001,1.10506666667,3.85699999999,5.19906666667
242.67,2.5824,2.8112,1.8063,2.96293333333,1.05526666667,6.50313333333,8.72420000001,0.981866666664,3.44526666667,4.8428
243.05,2.24826666667,2.582,1.8652,2.604,0.988733333333,6.24566666667,9.06793333333,0.537733333333,3.66206666667,4.5934
243.42,0.873000000001,1.4398,1.028,1.05073333333,0.1002,5.19746666667,9.29713333335,-0.592533333334,2.30486666667,3.51453333333
243.80,0.341866666667,1.4704,1.29763333333,1.1196,-0.132733333332,4.98533333333,9.48633333334,-0.401666666668,2.18226666667,3.57966666667
244.17,0.752266666667,1.89006666667,1.84876666667,2.07513333333,0.459133333332,5.3424,8.5756,0.393733333334,2.65293333333,4.215
244.55,1.527,2.73666666667,2.8497,3.2072,1.794,6.57726666667,7.59986666666,1.4132,3.72846666667,5.37753333334
244.92,1.10313333333,2.3588,2.6338,2.77693333333,1.52173333333,5.80046666667,7.44946666667,0.904333333332,3.58166666667,4.92486666667
245.30,1.31133333333,2.53233333333,2.60756666667,2.9342,1.9046,5.81566666667,7.33173333333,1.05753333333,3.48946666667,4.86226666666
245.67,1.27673333333,2.29746666667,2.44146666667,2.66793333333,1.87266666667,5.42166666666,5.77686666667,0.913333333334,3.47493333333,4.65673333333
246.05,1.68486666667,2.1368,2.30576666667,2.5528,1.9924,5.28693333333,5.06413333333,1.0942,3.47826666667,4.68666666667
246.42,1.88653333333,2.35366666667,2.45956666667,2.5974,1.89066666667,5.61026666667,5.10313333333,1.14026666666,3.647,5.17146666667
246.79,2.32466666667,2.6016,2.90843333333,2.87133333333,2.11833333333,6.04446666667,5.16546666667,1.2036,3.77833333333,5.37106666667
247.17,2.56833333333,2.80046666667,3.00233333333,3.1194,2.2494,6.32153333333,5.15866666667,1.49733333333,3.86846666667,5.69733333334
247.54,3.2308,3.4258,3.43213333333,3.78473333334,2.74266666667,6.72353333333,4.8214,1.99553333333,4.47453333333,6.32566666667
247.92,3.7322,3.79286666667,3.76913333333,3.90793333333,3.23086666667,7.07646666667,5.12453333333,2.31633333333,4.94206666667,6.62293333333
248.29,4.1032,4.03773333333,4.05066666667,3.68906666667,3.40153333333,7.21813333333,5.338,2.45113333333,5.26686666667,6.82753333333
248.67,4.21606666667,4.02626666667,4.05876666667,3.43026666667,3.36353333333,7.1016,5.6454,2.3162,5.28233333333,6.69433333333
249.04,4.66373333334,4.3416,4.3846,3.69053333333,3.8196,7.52893333333,5.2762,2.61286666667,5.45686666667,7.08806666667
249.42,4.89206666667,4.5088,4.62276666667,3.8298,3.81413333333,7.78086666667,5.22013333333,2.8012,5.61766666667,7.40306666667
249.79,5.0404,4.748,4.75513333333,3.92613333333,3.75133333334,7.93973333333,5.0698,2.81026666667,5.71106666667,7.5654
250.17,5.46346666667,5.11973333333,5.00406666667,4.38913333333,4.0726,8.16593333333,4.58086666667,2.998,5.9274,7.73986666667
250.54,5.27953333333,5.11073333333,5.00173333333,4.53306666667,4.34846666667,7.99546666667,4.45553333333,3.10986666667,6.04073333333,7.51433333333
250.92,6.15786666667,5.97913333333,5.91443333333,5.30453333333,5.57973333333,8.69453333333,5.67106666667,4.04486666667,7.08473333333,8.2682
251.29,6.659,6.55306666667,6.73986666667,5.55213333333,6.3292,9.05033333334,6.06173333333,4.27006666667,7.5376,8.52226666667
