wavelength,Back_SpoRuff,Belly_SpoRuff,Breast_SpoRuff,Crissum_SpoRuff,Crown_SpoRuff,DorTail_SpoRuff,Patch10_SpoRuff,Rump_SpoRuff,Throat_SpoRuff,WingTip_SpoRuff
380.88,7.28273333333,13.5586,11.2739333333,13.6486666667,7.1152,8.00016666667,23.6366,7.50533333333,15.1336666667,7.7328
381.24,7.31493333333,13.5563333333,11.3138666667,13.7544,7.13273333333,8.00526666667,23.6805333333,7.56373333333,15.1228,7.80846666667
381.61,7.33366666667,13.5653333333,11.3226,13.7885666667,7.17006666667,8.00776666667,23.7719333333,7.59466666667,15.1456666667,7.8284
381.97,7.41866666667,13.5890666667,11.3688,13.8490666667,7.15126666667,7.9519,23.7832,7.60146666667,15.1956,7.8678
382.33,7.4552,13.5888666667,11.3810666667,13.8277666667,7.11766666667,7.88913333333,23.8656666667,7.5638,15.2553333333,7.88873333333
382.69,7.50166666667,13.6993333333,11.432,13.8667333333,7.17306666667,7.85756666667,23.963,7.59466666667,15.3338666667,7.9488
383.05,7.52273333333,13.7542,11.5142666667,13.8586333334,7.20893333333,7.93196666667,24.1162666667,7.67733333333,15.3923333333,8.00226666667
383.41,7.41266666667,13.6228666667,11.3808666667,13.6789,7.0756,7.75393333333,23.9516,7.5428,15.2237333333,7.91153333333
383.77,7.44293333333,13.6670666667,11.4227333333,13.6959,7.08366666667,7.75433333333,23.9446,7.53393333333,15.2276666667,7.8948
384.14,7.40953333333,13.5668666667,11.4406,13.7107666667,7.0222,7.7207,23.9246666667,7.4836,15.2068,7.85213333333
384.50,7.35446666667,13.5680666667,11.4459333333,13.6298333333,6.92806666667,7.67606666667,23.9368,7.3962,15.2152,7.85786666667
384.86,7.3026,13.531,11.4068666667,13.6779666667,6.8918,7.6407,24.0014666667,7.30013333333,15.2236666667,7.77946666667
385.22,7.34266666667,13.5743333333,11.3822,13.6364333333,6.86753333333,7.59716666667,24.0503333333,7.3008,15.2400666667,7.77773333334
385.58,7.25733333333,13.4488,11.2912,13.5644333333,6.74433333333,7.4606,23.9971333333,7.17453333333,15.1833333333,7.6686
385.94,7.1836,13.4886,11.1762,13.5394666667,6.7172,7.45963333333,24.0352,7.1632,15.1874666667,7.5702
386.30,7.20473333333,13.4980666667,11.1987333333,13.6386,6.73993333333,7.48366666667,24.0452,7.1876,15.1782,7.54933333333
386.66,7.3652,13.5440666667,11.369,13.7313,6.8378,7.608,24.0633333333,7.27753333333,15.2808,7.66353333333
387.03,7.42966666667,13.6098666667,11.3921333333,13.8712666667,6.8964,7.5959,24.0618666667,7.30353333333,15.3534,7.70926666667
387.39,7.39146666666,13.6384,11.3418666667,13.8796666667,6.93853333333,7.61976666667,24.0289333333,7.30633333333,15.3505333333,7.69086666667
387.75,7.39826666667,13.6239333333,11.3434,13.8658,6.92126666667,7.60203333333,24.0599333333,7.28933333333,15.3493333333,7.66893333333
388.11,7.3716,13.6100666667,11.3088,13.7992333333,6.9336,7.56863333333,24.0282666667,7.28746666667,15.3582,7.6734
388.47,7.42553333333,13.6542666667,11.4019333333,13.927,6.99546666667,7.5467,24.0672666666,7.3536,15.4247333333,7.70693333333
388.83,7.441,13.6728,11.4229333333,13.9033666667,7.0004,7.55426666667,24.0276666667,7.37946666667,15.4408,7.7184
389.19,7.50166666667,13.7869333333,11.5431333333,14.0253666667,7.1004,7.6779,24.1435333333,7.49793333333,15.5573333333,7.82873333333
389.55,7.47326666667,13.7816,11.5446666667,13.9978,7.04686666667,7.60793333333,24.0943333333,7.44646666667,15.5079333333,7.8004
389.91,7.51733333333,13.8116,11.5852666667,14.0487666667,7.07253333333,7.5741,24.1151333333,7.40893333333,15.4798,7.86093333333
390.27,7.43826666667,13.825,11.5041333333,13.9516,7.0106,7.5353,24.1165333333,7.33506666667,15.4902,7.812
390.63,7.34073333333,13.822,11.4108666667,13.9209,6.97866666667,7.533,24.1846666667,7.3048,15.4678,7.75933333333
391.00,7.36586666667,13.8866666667,11.4382666667,13.8702333333,6.92986666667,7.57923333333,24.1994,7.2792,15.4630666667,7.75753333333
391.36,7.5238,14.0580666667,11.6283333333,14.0201,7.01713333333,7.6964,24.4252666667,7.38993333333,15.6282,7.88173333333
391.72,7.6302,14.1858,11.7083333333,14.1701666667,7.1018,7.77886666667,24.5570666667,7.49833333333,15.7434,7.99113333333
392.08,7.70126666667,14.3205333333,11.7829333333,14.2293666667,7.12006666667,7.8386,24.6655333333,7.55633333333,15.8217333333,8.07566666667
392.44,7.66773333333,14.2872666667,11.6886666667,14.1784,7.06046666667,7.77736666667,24.6453333333,7.47853333334,15.7907333333,7.98586666667
392.80,7.5954,14.2117333333,11.636,14.1596,7.0036,7.6941,24.6676,7.4038,15.7605333333,7.91606666667
393.16,7.4284,14.0322666667,11.4748,13.9901666667,6.8936,7.56143333333,24.5028,7.2226,15.6410666667,7.76073333333
393.52,7.47553333333,14.1388,11.4796666667,14.0219333333,6.95553333333,7.6394,24.5600666667,7.2832,15.7364666667,7.76113333333
393.88,7.37833333333,14.0658,11.4863333333,13.9339333333,6.9166,7.62996666667,24.5046666667,7.24,15.7159333333,7.6644
394.24,7.41026666667,14.0690666667,11.5320666667,14.0003333333,6.9536,7.61,24.5093333333,7.24853333333,15.7474666667,7.6716
394.60,7.47393333333,14.145,11.5495333333,14.0712,6.98213333333,7.61183333333,24.5269333333,7.28153333333,15.8356,7.68386666667
394.96,7.4408,14.0854666667,11.5166,14.0421333334,6.97473333333,7.547,24.4876666667,7.28166666667,15.8090666667,7.63573333333
395.32,7.43266666667,14.0816,11.5052,14.0232333333,6.97706666667,7.50833333333,24.4252,7.2502,15.8285333333,7.58446666667
395.68,7.31926666667,14.0176666667,11.4872,13.9535,6.92953333333,7.44786666667,24.3401333333,7.15446666666,15.769,7.5152
396.04,7.28886666667,14.0336,11.4378666667,13.9974333333,6.98606666667,7.44683333333,24.2994666667,7.1452,15.7906,7.44973333333
396.40,7.32093333333,14.1371333333,11.5158666667,14.0931333333,7.07346666667,7.4917,24.3458,7.21506666666,15.8642,7.53293333333
396.76,7.4988,14.398,11.6827333333,14.2418,7.24453333333,7.71416666667,24.5065333334,7.375,16.0468666667,7.70453333333
397.12,7.5606,14.5042,11.7612,14.3604,7.2572,7.72436666667,24.597,7.4248,16.1032,7.71453333334
397.48,7.51533333333,14.4884666667,11.7359333333,14.3486666667,7.21586666667,7.67043333333,24.5856666667,7.3634,16.0432,7.7334
397.84,7.5874,14.5604,11.7254,14.4152,7.21886666667,7.65036666667,24.6506,7.4108,16.0744666667,7.78706666667
398.20,7.5624,14.6099333333,11.7576,14.4325666667,7.2026,7.6642,24.6853333333,7.40386666667,16.1212,7.79173333333
398.56,7.47573333333,14.4962666667,11.6674,14.3397,7.1072,7.55826666667,24.6467333333,7.28526666667,16.0495333333,7.74113333333
398.92,7.4702,14.5263333333,11.6492666667,14.4153,7.1202,7.55603333333,24.6561333333,7.29253333333,16.0911333333,7.74
399.28,7.37953333333,14.4636666667,11.6008,14.4212666666,7.06606666667,7.51126666667,24.6511333333,7.265,16.0529333333,7.7088
399.64,7.5022,14.5744666667,11.6497333333,14.5172,7.18066666667,7.6383,24.7454666667,7.3784,16.1838666667,7.81086666667
400.00,7.52453333334,14.5425333333,11.6811333333,14.5194,7.1622,7.63566666667,24.7215333333,7.31733333333,16.2318,7.81186666667
400.36,7.561,14.5322666667,11.7102,14.5210333333,7.15186666667,7.65563333333,24.7988,7.30766666667,16.2665333333,7.78546666667
400.72,7.4784,14.5012666667,11.6426666667,14.5054,7.07506666667,7.54966666667,24.6834666667,7.23406666667,16.2393333333,7.6878
401.08,7.4944,14.5668666667,11.6856666667,14.5647666667,7.094,7.60783333333,24.7120666667,7.27406666667,16.3314666667,7.75926666667
401.44,7.50466666667,14.6042,11.7236,14.6451666667,7.1326,7.62446666667,24.7916,7.32193333333,16.4144,7.75873333333
401.80,7.5404,14.6822,11.7744666667,14.7429333333,7.1848,7.68596666667,24.8300666667,7.37873333333,16.5261333333,7.78606666667
402.16,7.54006666667,14.6862,11.8007333333,14.7802666667,7.18846666667,7.71253333333,24.8629333333,7.38066666667,16.5537333333,7.80746666667
402.52,7.5122,14.7831333333,11.8864666667,14.8663,7.20553333333,7.75223333333,24.9002666667,7.4042,16.6659333333,7.78126666667
402.88,7.5284,14.8214,11.9576,14.9108,7.2096,7.7634,24.9298,7.38593333333,16.7071333333,7.81333333333
403.24,7.5464,14.8566666667,11.9904,14.9443333333,7.1818,7.79936666667,24.9678666666,7.4008,16.7528666667,7.82606666667
403.60,7.52066666667,14.8689333333,11.9826,14.9703666667,7.08113333333,7.7108,24.9553333333,7.34566666667,16.7336666667,7.75686666667
403.95,7.5956,14.9893333333,12.0947333333,15.0854333334,7.12226666667,7.7689,25.0754,7.4478,16.8158,7.79053333333
404.31,7.5806,15.0128666667,12.1083333333,15.1153666667,7.10966666667,7.76776666667,25.0532666667,7.4208,16.8348666667,7.81426666667
404.67,7.64306666667,15.051,12.1951333333,15.1408333333,7.15953333333,7.81333333333,25.1138666667,7.45573333333,16.8908666667,7.8488
405.03,7.6984,15.1399333333,12.2438666667,15.2298666667,7.20853333333,7.83856666667,25.1977333333,7.48146666667,16.9289333333,7.854
405.39,7.74026666667,15.2056,12.2846666667,15.2525333333,7.20253333333,7.87726666667,25.2066666667,7.50226666667,16.9782666667,7.88293333333
405.75,7.70353333333,15.2128666666,12.3144666667,15.2470333333,7.19246666667,7.86093333333,25.2291333333,7.45506666667,16.9558666667,7.8838
406.11,7.7284,15.2754,12.3250666667,15.3157666667,7.21253333333,7.89243333333,25.2564666667,7.46673333333,16.9517333333,7.91093333333
406.47,7.77966666667,15.2734666667,12.3225333333,15.3297333333,7.21033333333,7.87206666667,25.2159333333,7.45506666667,16.8870666667,7.9122
406.83,7.74213333333,15.2736666667,12.3032666667,15.3083,7.17613333333,7.83706666667,25.2232,7.42213333333,16.8754666667,7.88053333333
407.19,7.76186666667,15.3451333333,12.3604666667,15.4047,7.23886666667,7.84986666667,25.2594,7.42953333333,16.9358,7.9262
407.55,7.73946666667,15.3294,12.3754666667,15.392,7.25773333333,7.84466666667,25.2432,7.41353333333,16.9725333333,7.9002
407.90,7.69246666667,15.3525333333,12.3416666667,15.4255,7.27753333333,7.821,25.2741333333,7.40393333333,16.9337333333,7.91973333333
408.26,7.7508,15.4315333333,12.4014,15.4954,7.30206666667,7.84393333333,25.3368,7.46733333333,16.9954,7.92966666667
408.62,7.69853333333,15.4465333334,12.397,15.5162666667,7.28926666667,7.79673333333,25.3275333333,7.45933333333,16.9918666667,7.93033333333
408.98,7.6652,15.4218,12.4075333333,15.4761666667,7.23986666667,7.77693333333,25.3085333333,7.4212,17.0227333333,7.9086
409.34,7.6442,15.4155333333,12.4353333333,15.5031333333,7.24686666667,7.76246666667,25.3211333333,7.39213333333,17.0187333333,7.88133333333
409.70,7.65493333333,15.4814,12.4631333333,15.5392,7.26126666667,7.78153333333,25.3458,7.393,17.0821333333,7.87026666667
410.06,7.6912,15.5261333333,12.5298,15.5913,7.29053333333,7.77876666667,25.3950666667,7.43286666667,17.1424666667,7.89093333333
410.42,7.71353333333,15.59,12.589,15.6664,7.3518,7.85066666667,25.4937333333,7.51466666667,17.2735333333,7.95566666667
410.77,7.78693333333,15.7152666667,12.7047333333,15.7900333333,7.4348,7.9072,25.6188666667,7.61066666667,17.421,8.0636
411.13,7.80486666667,15.7714666666,12.6916,15.7919333333,7.42606666667,7.88963333333,25.6370666667,7.62473333333,17.4228,8.068
411.49,7.83726666667,15.8754666667,12.7315333333,15.8829,7.4716,7.93956666667,25.7060666667,7.69893333334,17.4692666667,8.09913333333
411.85,7.84213333333,15.8925333333,12.7574,15.8806666667,7.42093333333,7.8981,25.6854666667,7.66866666667,17.5306,8.08026666667
412.21,7.78126666667,15.9090666667,12.7331333333,15.8527,7.45806666667,7.8949,25.6698666667,7.66813333333,17.5425333333,8.09413333333
412.57,7.853,15.9881333333,12.7809333333,15.9758,7.492,7.9133,25.7190666666,7.7298,17.6241333333,8.1406
412.92,7.8952,16.0945333333,12.8492,16.0508,7.5586,7.96166666667,25.7480666667,7.805,17.6954666667,8.20533333333
413.28,7.9194,16.1677333334,12.8979333333,16.1519333333,7.61106666667,7.98403333333,25.7987333333,7.84853333333,17.785,8.2486
413.64,7.9642,16.2042,12.9475333333,16.2611666667,7.61906666667,8.01696666667,25.8138666667,7.8896,17.8458666667,8.289
414.00,7.97446666667,16.2705333333,13.0163333333,16.3014,7.62473333333,8.04663333333,25.8325333333,7.92506666666,17.9562666667,8.31773333333
414.36,8.02193333333,16.3893333333,13.1196666667,16.4014333333,7.6642,8.09543333333,25.9256,7.9568,18.0064,8.39
414.72,7.9892,16.4250666667,13.1116,16.4239,7.6444,8.10006666667,25.8931333333,7.96813333333,17.9827333333,8.34806666667
415.07,8.04306666667,16.4557333333,13.1969333333,16.4659333333,7.71026666666,8.17583333333,25.9050666667,7.99926666667,18.0826,8.35606666667
415.43,8.0546,16.5008666667,13.2338,16.5081666667,7.7108,8.18046666667,25.9156,7.98026666667,18.108,8.4086
415.79,8.09726666667,16.5769333333,13.2772666667,16.5809,7.73286666667,8.25223333333,25.9233333333,8.02333333333,18.1394666667,8.458
416.15,8.16646666667,16.6923333334,13.3897333333,16.7113,7.73993333334,8.3132,26.0220666667,8.06633333333,18.2614,8.52013333333
416.51,8.14313333333,16.7182,13.4004666667,16.7184333333,7.7338,8.34626666667,26.0267333333,8.0288,18.2866666667,8.49546666667
416.86,8.16506666667,16.7636,13.4352666667,16.7717,7.76626666667,8.3566,26.0335333333,8.01233333333,18.3594666667,8.50633333333
417.22,8.237,16.876,13.5006,16.8464,7.79820000001,8.40226666667,26.0836,8.0932,18.4273333333,8.53626666666
417.58,8.23273333333,16.9466666667,13.5306666667,16.8625,7.80626666667,8.38826666667,26.1016,8.09586666667,18.4725333334,8.5294
417.94,8.2884,17.0199333333,13.5439333333,16.9248333333,7.8468,8.3959,26.1329333333,8.13373333333,18.4795333333,8.5358
418.29,8.2824,17.0738666667,13.5643333333,16.9398333333,7.82800000001,8.37083333333,26.1220666667,8.1356,18.5314,8.5056
418.65,8.334,17.1055333333,13.5974,16.9645333333,7.8338,8.40356666667,26.1276666667,8.1442,18.5824,8.529
419.01,8.34253333333,17.1739333333,13.652,17.0236,7.84433333333,8.39873333333,26.1768666667,8.172,18.5917333333,8.54866666667
419.37,8.2954,17.1746,13.6393333333,17.0294333333,7.8002,8.35496666667,26.1642,8.14753333333,18.5894,8.5088
419.73,8.29,17.1935333333,13.6776,17.0350666667,7.80753333334,8.3637,26.1678,8.1694,18.6037333333,8.5166
420.08,8.2972,17.2195333333,13.6796,17.0563666667,7.81386666667,8.37676666667,26.1490666667,8.1742,18.5948,8.51433333334
420.44,8.31826666667,17.2972,13.7449333333,17.0904333333,7.84040000001,8.40876666667,26.1908,8.2274,18.6258666667,8.5572
420.80,8.32586666666,17.3164666667,13.7614666667,17.1299333333,7.83693333333,8.41156666667,26.2092666667,8.24853333333,18.6169333333,8.552
421.16,8.33253333333,17.3528,13.7980666667,17.1358333333,7.8486,8.43193333333,26.1992666667,8.23166666666,18.6506666667,8.56466666667
421.51,8.37046666667,17.3950666667,13.8439333333,17.1781,7.87213333333,8.46403333333,26.2311333333,8.2842,18.6884,8.6038
421.87,8.34653333333,17.4257333333,13.8617333333,17.1840666667,7.86253333333,8.47673333333,26.2231333333,8.2664,18.7018666667,8.59706666667
422.23,8.37046666667,17.4406,13.9003333333,17.2071666667,7.88366666667,8.49903333333,26.2228666667,8.28973333334,18.6896,8.6206
422.58,8.3774,17.4866666667,13.9436,17.2571,7.9128,8.50713333333,26.2590666667,8.3208,18.7056666667,8.63053333333
422.94,8.3816,17.5094666667,13.9461333333,17.2809333333,7.89300000001,8.505,26.2625333333,8.32813333333,18.7358666667,8.63713333333
423.30,8.43913333334,17.5987333333,14.0116666667,17.3482666667,7.93953333334,8.56393333333,26.3066,8.37013333333,18.7955333333,8.67406666667
423.66,8.49066666667,17.6829333333,14.074,17.4274,7.99293333333,8.60296666667,26.3544666667,8.42113333333,18.8648,8.70893333333
424.01,8.49853333333,17.7024666667,14.1045333333,17.4571666667,8.01053333334,8.6013,26.3521333333,8.4438,18.8964666667,8.71633333333
424.37,8.5228,17.7239333333,14.1344666667,17.5029333333,8.00620000001,8.61293333333,26.344,8.43073333333,18.9217333333,8.71686666667
424.73,8.55713333333,17.7859333333,14.1872666667,17.5523,8.03306666666,8.64673333333,26.3618666667,8.4694,18.9782,8.74753333333
425.08,8.56986666667,17.8193333333,14.1984666667,17.615,8.05493333334,8.6466,26.3776,8.50813333333,18.9914,8.771
425.44,8.58166666667,17.8516,14.2240666667,17.6686333333,8.06813333332,8.65443333333,26.374,8.5164,19.0109333333,8.77966666667
425.80,8.59613333334,17.8659333333,14.2592666667,17.7032333333,8.08566666667,8.6706,26.3802,8.55239999999,19.0582,8.79286666667
426.16,8.61433333333,17.9262,14.2678666667,17.7482666667,8.11293333333,8.6738,26.3838,8.56766666666,19.1009333333,8.80453333333
426.51,8.64393333333,17.9908,14.327,17.7971333333,8.15406666667,8.69986666667,26.3953333333,8.59613333334,19.1575333333,8.8396
426.87,8.65406666667,18.0598,14.3721333333,17.8369666667,8.18986666666,8.72913333333,26.378,8.61273333333,19.2089333333,8.84573333333
427.23,8.70833333333,18.1134,14.4371333333,17.8972333333,8.23526666667,8.76796666667,26.4029333333,8.67413333334,19.2802666667,8.90646666667
427.58,8.71546666667,18.1588666667,14.4616666667,17.9289333334,8.25586666667,8.7727,26.4243333333,8.68193333333,19.3025333333,8.9142
427.94,8.76873333333,18.2568,14.5455333333,17.9926666667,8.30959999999,8.82293333333,26.4874666667,8.74106666667,19.3959333333,8.96493333333
428.30,8.8162,18.3424,14.5746,18.0468333333,8.3632,8.83513333333,26.5269333333,8.81673333333,19.4746666667,8.98413333333
428.65,8.80933333333,18.3601333333,14.5712,18.0235666667,8.33313333333,8.78506666667,26.5190666667,8.79306666666,19.4612,8.97126666667
429.01,8.811,18.4226666667,14.6352,18.0650333333,8.34779999999,8.80843333333,26.5646666667,8.82266666667,19.5189333333,8.9968
429.37,8.7918,18.4357333333,14.64,18.0601,8.35673333333,8.8002,26.5502666667,8.83306666667,19.527,9.00573333333
429.72,8.82393333333,18.5145333333,14.6985333333,18.1527,8.37766666666,8.80033333333,26.5764666667,8.85153333333,19.5823333333,9.02066666667
430.08,8.86006666667,18.5967333333,14.7618,18.2216333333,8.40686666667,8.8376,26.6246,8.89739999999,19.6753333333,9.06
430.44,8.90813333333,18.6756,14.82,18.3119333333,8.44166666667,8.88103333333,26.6688,8.94866666666,19.7403333333,9.10186666666
430.79,8.9788,18.7712666667,14.8796,18.4378666667,8.50066666666,8.9195,26.7489333333,9.0192,19.8159333333,9.16553333333
431.15,8.96053333333,18.8166666666,14.9102,18.4420666667,8.51573333333,8.8885,26.7787333334,9.01280000001,19.8284,9.13533333334
431.50,8.95066666666,18.8581333333,14.9355333333,18.4987333333,8.49673333333,8.8805,26.7748666667,8.99560000001,19.874,9.12840000001
431.86,8.94980000001,18.915,14.9692666667,18.5348,8.48106666666,8.8727,26.7662,8.99806666666,19.8672666667,9.12720000001
432.22,8.90893333334,18.9361333333,15.0094,18.5817666667,8.48033333333,8.85926666667,26.7901333333,9.00333333334,19.8867333333,9.14186666666
432.57,8.93286666667,18.9864,15.0846,18.6681,8.54093333333,8.91573333333,26.8298,9.05666666667,19.925,9.16626666667
432.93,8.94440000001,19.0158,15.0978,18.6973333333,8.52513333332,8.92656666667,26.8410666667,9.05133333334,19.9464666667,9.14286666667
433.29,8.98099999999,19.1053333333,15.1817333333,18.7791666667,8.53759999999,8.9296,26.8883333333,9.09053333333,20.0099333333,9.16300000001
433.64,9.01099999999,19.1572666667,15.2156666667,18.7992,8.57486666667,8.9496,26.9199333333,9.12660000001,20.0217333333,9.19813333333
434.00,8.99799999999,19.1631333333,15.2437333333,18.8248666667,8.55886666667,8.95436666667,26.897,9.13066666667,20.0296,9.17440000001
434.35,8.97813333334,19.1808666667,15.2277333333,18.8216,8.5162,8.92466666667,26.8827333333,9.11446666667,20.0139333333,9.13713333333
434.71,8.96346666666,19.1702,15.2474,18.8110666667,8.50206666667,8.9116,26.8735333333,9.095,20.0144,9.12880000001
435.07,8.97106666667,19.1893333333,15.2642666667,18.8629666667,8.49979999999,8.92773333333,26.8448666667,9.12293333333,20.0230666667,9.12166666667
435.42,8.98219999999,19.2134,15.3048,18.8705,8.50093333334,8.92923333333,26.8513333333,9.13793333334,20.0492,9.09586666667
435.78,8.9862,19.2384,15.3135333333,18.9361666667,8.53340000001,8.92753333333,26.9033333333,9.14893333333,20.0852,9.08239999999
436.13,8.99466666667,19.2704666667,15.3179333333,18.9598666667,8.52379999999,8.92326666667,26.9054666667,9.14453333333,20.0988666667,9.02820000001
436.49,9.02926666667,19.3508666667,15.3572,19.0396666667,8.54006666667,8.93926666667,26.9507333333,9.17006666667,20.1787333333,9.06339999999
436.84,9.05253333334,19.4116666667,15.398,19.0946666667,8.56713333333,8.9418,26.9665333333,9.20553333333,20.216,9.08553333333
437.20,9.07033333333,19.433,15.3860666667,19.0932666667,8.56419999999,8.96620000001,26.9786,9.19586666665,20.2454,9.06000000001
437.56,9.0822,19.4835333333,15.4380666667,19.1481,8.56353333334,8.9781,27.0285333333,9.2052,20.3120666667,9.06926666666
437.91,9.12893333333,19.5628666667,15.4775333333,19.2316,8.61339999999,8.98793333333,27.1179333334,9.23079999999,20.3621333333,9.09839999999
438.27,9.13786666666,19.6020666667,15.5452,19.3107333333,8.65746666667,8.99623333334,27.1550666667,9.25366666666,20.4228,9.10700000001
438.62,9.14846666666,19.651,15.5598666667,19.3680666667,8.645,8.98046666667,27.1768,9.263,20.4732666667,9.08233333334
438.98,9.17506666666,19.6976,15.6124666667,19.4103,8.66053333333,8.9912,27.2193333334,9.28546666667,20.5344,9.13173333334
439.33,9.18706666666,19.74,15.6224,19.4541,8.662,8.96233333333,27.2445333333,9.30446666667,20.5406666667,9.1536
439.69,9.18433333334,19.7792666667,15.6486666667,19.4592333333,8.63726666667,8.9354,27.2414,9.29353333334,20.5656666667,9.15540000001
440.04,9.23486666667,19.8314666667,15.7048666667,19.5114333333,8.67593333333,8.94776666667,27.2688,9.34606666667,20.6355333333,9.21013333333
440.40,9.25566666667,19.8972,15.7501333333,19.5529,8.69866666667,8.96186666667,27.2959333333,9.37353333333,20.6782666667,9.22206666667
440.75,9.28113333333,19.928,15.8186,19.5981,8.72253333334,8.96643333333,27.3093333334,9.40393333332,20.7084,9.24773333334
441.11,9.28953333334,19.9888666667,15.8811333333,19.6707,8.75353333333,8.9716,27.3618,9.42966666667,20.7654,9.26660000001
441.47,9.27513333333,19.9776,15.8710666667,19.6686333333,8.727,8.94073333333,27.3379333333,9.41386666665,20.7512666667,9.24019999999
441.82,9.25893333334,20.0076,15.8852,19.6953666667,8.72033333333,8.93393333333,27.3449333333,9.41553333335,20.7633333333,9.25520000001
442.18,9.26353333333,20.0486666667,15.9099333333,19.7178333333,8.70626666666,8.9492,27.3480666667,9.4046,20.7940666667,9.268
442.53,9.28686666667,20.0928,15.9667333333,19.7489333333,8.725,8.97223333333,27.3496666667,9.44479999999,20.8118,9.29899999999
442.89,9.30573333333,20.1444,16.0008666667,19.7945,8.73626666667,8.97093333333,27.3437333333,9.45633333331,20.8478,9.29546666667
443.24,9.31666666667,20.1894,16.0589333333,19.8482,8.74813333333,9.00423333333,27.3244,9.46153333333,20.9052666667,9.30906666668
443.60,9.34586666666,20.2281333333,16.0849333333,19.8893,8.75979999999,9.03626666666,27.3102666667,9.48760000002,20.9482,9.30773333333
443.95,9.35746666667,20.2734,16.1264,19.9514,8.75666666666,9.06043333333,27.3345333333,9.49460000002,20.9864666667,9.32453333333
444.31,9.33473333333,20.2658666667,16.1054,19.9638666667,8.71593333334,9.03206666667,27.2952666667,9.48240000002,20.9979333333,9.28993333334
444.66,9.33033333333,20.3008,16.1219333333,20.0086666667,8.71866666667,9.04273333334,27.3057333334,9.48913333335,21.0491333333,9.28573333333
445.02,9.33766666667,20.309,16.1082666667,20.036,8.69966666666,9.03453333333,27.2683333333,9.48159999999,21.0617333333,9.27786666666
445.37,9.34073333333,20.3536666666,16.1028,20.0765666667,8.71033333333,9.04473333334,27.2534666667,9.49560000001,21.0980666667,9.28706666667
445.72,9.32353333333,20.3577333333,16.1041333333,20.0666,8.68886666667,9.0331,27.2080666667,9.49646666666,21.1213333333,9.25993333334
446.08,9.34620000001,20.3894666667,16.1166,20.0805,8.69533333333,9.01996666667,27.1956666667,9.52386666667,21.1568666667,9.26146666667
446.43,9.3352,20.4400666667,16.1268666667,20.1122666667,8.692,9.01606666667,27.1887333334,9.51493333333,21.2061333333,9.2714
446.79,9.33379999999,20.4682,16.1366,20.1330333333,8.68853333333,9.03019999999,27.2010666667,9.53153333333,21.2480666667,9.27206666666
447.14,9.32926666667,20.4836,16.1374666667,20.1558,8.68713333333,9.01503333334,27.1988,9.5454,21.2816,9.2688
447.50,9.30560000001,20.4925333333,16.1377333333,20.1754666667,8.67053333333,9.0079,27.1760666667,9.55106666666,21.2992,9.26033333333
447.85,9.28933333333,20.5148,16.1464,20.1799666667,8.65006666667,9.0006,27.1399333333,9.54219999999,21.3128,9.24313333333
448.21,9.29880000001,20.5660666667,16.1716666667,20.2207333333,8.66766666667,9.0172,27.1657333333,9.55559999999,21.3595333333,9.26639999999
448.56,9.30526666667,20.5905333333,16.1751333333,20.2272666667,8.65713333333,9.017,27.1276666667,9.55373333334,21.3906,9.25513333333
448.92,9.31766666667,20.6563333333,16.2248,20.2603333333,8.68373333334,9.0285,27.1371333333,9.58593333333,21.426,9.27873333334
449.27,9.37806666666,20.7375333333,16.3032,20.3441333333,8.71766666666,9.06523333333,27.1641333333,9.63886666666,21.5147333333,9.32386666666
449.62,9.42506666667,20.7985333333,16.3735333333,20.4245666667,8.74140000001,9.09803333333,27.1899333333,9.67926666665,21.583,9.35919999999
449.98,9.43686666667,20.8598666667,16.4095333333,20.4785666667,8.75686666666,9.12030000001,27.2139333333,9.70313333332,21.6296,9.37113333333
450.33,9.44359999999,20.8816,16.4493333333,20.5057,8.77120000001,9.1207,27.2264666667,9.72160000002,21.6487333333,9.34866666667
450.69,9.47726666667,20.9484,16.4930666667,20.6003666667,8.81099999999,9.1438,27.2280666667,9.7494,21.6846666667,9.37526666667
451.04,9.51333333334,21.0362666667,16.5414,20.6766333333,8.83346666667,9.18093333333,27.2641333333,9.77926666666,21.7460666667,9.425
451.40,9.54526666667,21.0866666667,16.6004666667,20.7410666667,8.857,9.18556666667,27.2857333333,9.80813333335,21.7967333333,9.45366666666
451.75,9.5346,21.1063333333,16.5974666667,20.7681666667,8.86499999999,9.17346666667,27.2672666666,9.79346666667,21.8106,9.45586666668
452.10,9.51193333333,21.1039333333,16.6018666667,20.7821666667,8.8336,9.1115,27.2099333333,9.77373333333,21.8143333333,9.40220000001
452.46,9.51699999999,21.1382,16.5954666667,20.8302,8.81053333334,9.10393333333,27.2074666667,9.76546666668,21.8323333333,9.39260000001
452.81,9.52446666666,21.1528666667,16.6315333333,20.8544666667,8.80240000001,9.12053333333,27.1913333333,9.78053333332,21.87,9.39766666667
453.17,9.48766666667,21.1536666667,16.6226,20.8615666667,8.7782,9.09033333333,27.1576666667,9.74546666667,21.8874666667,9.3576
453.52,9.46806666666,21.2014,16.6272,20.8891,8.76373333334,9.07183333333,27.1417333333,9.73553333335,21.9138,9.35000000001
453.87,9.49233333333,21.2495333333,16.6702,20.9512,8.76026666667,9.07883333333,27.146,9.74086666665,21.9574666667,9.37146666667
