wavelength,Back_HemFlam,Belly_HemFlam,Breast_HemFlam,Crissum_HemFlam,Crown_HemFlam,DorTail_HemFlam,Patch10_HemFlam,Rump_HemFlam,Throat_HemFlam,WingTip_HemFlam
559.89,4.98326666667,58.2650333333,32.799,46.0077333333,3.80966666667,6.56433333333,34.9594666667,54.3118,40.0000666667,6.9526
560.23,4.95606666667,58.1867,32.7652666667,45.9794666667,3.7842,6.5258,34.9318,54.3128666667,39.9783333333,6.91866666667
560.58,4.96693333333,58.2289,32.7805333333,45.9748,3.79646666667,6.5464,34.9229333333,54.3878666667,40.0271333333,6.9126
560.92,4.99273333333,58.1666333333,32.7959333333,45.9364666667,3.82313333333,6.57,34.9012666667,54.3642,40.0353333333,6.942
561.26,5.0226,58.2161333333,32.8581333333,46.0194,3.84646666667,6.59713333333,34.9647333333,54.5057333333,40.1324666667,6.97646666667
561.60,5.0492,58.3393,32.9441333333,46.1420666667,3.86626666667,6.64046666667,35.077,54.6488666667,40.2648666667,7.0042
561.94,5.07406666667,58.4126666667,33.0255333333,46.215,3.8942,6.67393333333,35.1332666667,54.7730666667,40.3583333333,7.03926666667
562.28,5.116,58.3994333333,33.016,46.2056666666,3.92533333333,6.71253333333,35.1196,54.7832,40.3809333333,7.0844
562.62,5.10113333333,58.3558,32.998,46.1800666667,3.91193333333,6.704,35.0878,54.7638,40.3362666667,7.0808
562.96,5.10066666667,58.3699333333,33.0263333333,46.2108,3.91086666667,6.72,35.1152,54.8398,40.3903333333,7.08106666667
563.30,5.0808,58.2663666667,32.956,46.1592,3.90466666667,6.6976,35.0554666667,54.7705333334,40.3538,7.05986666667
563.64,5.09853333333,58.2986333333,33.0013333333,46.2384666667,3.934,6.73846666667,35.1083333333,54.8714666667,40.4357333333,7.09826666667
563.99,5.155,58.3005,33.0138,46.2713333333,3.97746666667,6.79306666667,35.1202666667,54.9094,40.4846,7.15566666667
564.33,5.12393333333,58.2328333333,32.9493333333,46.2712666667,3.9414,6.75886666667,35.0926666667,54.8776666667,40.4787333333,7.13753333333
564.67,5.11793333334,58.1872,32.9207333333,46.2838,3.92533333333,6.77653333333,35.0957333333,54.9126666667,40.5144666667,7.12893333333
565.01,5.11313333333,58.2062666667,32.8964,46.3172666667,3.92886666667,6.7896,35.0958,54.9418666667,40.5665333333,7.15013333334
565.35,5.0642,58.2262333333,32.8831333333,46.3323333333,3.88526666667,6.7426,35.0704666667,55.01,40.5698,7.11546666667
565.69,5.01673333333,58.1563666667,32.7892,46.2794,3.8356,6.6972,34.9936666667,54.9462,40.536,7.07353333333
566.03,5.01853333333,58.1771,32.8004,46.3362,3.83373333333,6.70086666667,35.0069333333,55.0240666667,40.6006666666,7.0712
566.37,5.0186,58.1834666667,32.783,46.3405333333,3.84633333333,6.7046,34.9909333333,55.0688,40.6558,7.08133333333
566.71,4.98733333333,58.1942,32.7448,46.3298666667,3.82046666667,6.67233333333,34.9592666667,55.0766,40.6742,7.06726666667
567.05,4.97,58.2111,32.7509333333,46.3323333333,3.8134,6.66546666667,34.9579333333,55.1376666667,40.7124666667,7.07186666667
567.39,4.94986666667,58.1376666667,32.6749333333,46.2513333333,3.79106666667,6.61986666667,34.9124666667,55.0625333333,40.6760666667,7.0322
567.73,4.90826666667,58.1579666667,32.6564,46.2604,3.7668,6.59273333333,34.8967333333,55.071,40.6998666667,7.0132
568.07,4.89646666667,58.1174666667,32.6456666667,46.2431333333,3.75986666667,6.58113333333,34.8704666667,55.0704,40.6902666667,6.99206666666
568.41,4.88366666667,58.0991,32.6322666667,46.2078,3.7514,6.5596,34.8254666667,55.0648666667,40.671,6.98606666667
568.75,4.88333333333,58.0817333333,32.6172,46.1704,3.749,6.56206666667,34.7900666667,55.056,40.6548,6.9688
569.09,4.90226666667,58.0472,32.6004666667,46.1791333333,3.77,6.585,34.7904,55.0497333333,40.6833333333,6.98806666667
569.43,4.94766666667,58.0580666667,32.6607333333,46.2334666667,3.8166,6.6238,34.8138666667,55.1004666667,40.7411333333,7.04033333333
569.77,4.93793333333,58.0696666667,32.6698666667,46.2731333333,3.81773333333,6.63086666667,34.8108666667,55.1395333333,40.7697333333,7.04066666667
570.11,4.9336,58.0559,32.6682666667,46.2742,3.80386666666,6.6302,34.8133333333,55.1462,40.7582,7.04413333333
570.45,4.95393333333,58.0025666667,32.6799333333,46.2948,3.83373333333,6.64913333333,34.8217333333,55.1717333333,40.7584,7.06786666666
570.79,4.92926666667,58.0014,32.6566,46.3228666667,3.7954,6.62246666667,34.8134666667,55.1844,40.7485333334,7.04173333333
571.13,4.91626666667,58.0479666667,32.6864,46.3764666667,3.7728,6.63853333333,34.8255333334,55.2494,40.7953333333,7.0564
571.47,4.91226666666,58.0410333333,32.7034,46.3927333333,3.76693333333,6.65266666667,34.8108666667,55.2937333333,40.8374,7.06166666667
571.81,4.9244,58.0894,32.7133333333,46.4234,3.7722,6.66686666667,34.833,55.3386666667,40.8818666667,7.0776
572.15,4.9342,58.1251666667,32.7218,46.4868666667,3.78606666667,6.68526666667,34.8686666667,55.3754666667,40.9256,7.1074
572.49,4.92633333333,58.0984,32.7193333333,46.4762,3.76446666667,6.6628,34.8344666667,55.3891333333,40.9251333333,7.09886666667
572.83,4.9434,58.1333,32.7544666667,46.5034666667,3.78086666667,6.6812,34.8453333333,55.4326,40.9550666667,7.12306666667
573.17,4.96546666667,58.1788666667,32.7647333333,46.5534666666,3.80673333333,6.7058,34.8785333333,55.5240666667,41.0204666667,7.14666666667
573.51,4.96706666667,58.1145,32.7346666667,46.5222666667,3.81193333333,6.69573333333,34.8532666667,55.4898,41.0014666667,7.14053333333
573.85,5.00993333333,58.1353333333,32.7634666667,46.5644666667,3.83853333333,6.72373333333,34.8838666667,55.5455333333,41.0682666667,7.1638
574.19,5.04413333333,58.1736666667,32.771,46.6081333333,3.85886666667,6.74353333333,34.8935333333,55.5937333333,41.128,7.18093333333
574.53,5.09253333333,58.2094333333,32.8042,46.6314,3.90426666667,6.77853333333,34.9233333333,55.6432,41.1765333333,7.2166
574.87,5.1248,58.2707,32.8412666667,46.6945333333,3.95186666667,6.80026666667,34.9506,55.7368,41.2228666666,7.24873333333
575.21,5.1482,58.2853,32.8434,46.7314666667,3.97746666667,6.79453333333,34.9646666667,55.7799333333,41.233,7.26053333333
575.55,5.14986666666,58.263,32.8334666667,46.746,3.9876,6.78906666666,34.9507333333,55.8026666667,41.2638666667,7.27206666667
575.89,5.16373333333,58.2552333333,32.8486666667,46.7533333333,4.00613333333,6.7996,34.9416,55.8568,41.3164666667,7.26833333333
576.22,5.16173333333,58.3318,32.8778,46.8230666667,4.0158,6.80906666667,35.0054,55.9346666667,41.3937333334,7.27853333334
576.56,5.12426666667,58.3138333333,32.8540666667,46.8180666667,3.98446666667,6.771,34.9778,55.9616,41.4090666667,7.24206666667
576.90,5.09806666667,58.3367,32.8657333333,46.8468666667,3.94986666667,6.7466,34.986,55.9827333333,41.4162,7.2122
577.24,5.09413333333,58.4487,32.908,46.9084,3.93306666667,6.7576,35.023,56.1038,41.4753333333,7.22106666667
577.58,5.0446,58.4547333333,32.8834666667,46.9139333333,3.90786666667,6.724,34.9850666667,56.1324,41.4684,7.1972
577.92,5.00726666667,58.4275666667,32.8715333333,46.8959333333,3.881,6.69433333333,34.9568,56.1532666667,41.4706666667,7.18166666667
578.26,4.97013333333,58.4003333333,32.8486666667,46.9095333333,3.8608,6.67953333333,34.9302666667,56.1796,41.4896666667,7.17013333333
578.60,4.92733333333,58.3302666667,32.8150666667,46.8886,3.82146666667,6.6496,34.9236666667,56.1550666667,41.4713333333,7.14806666667
578.94,4.89873333333,58.3840666667,32.8355333333,46.8994666667,3.79206666666,6.64906666667,34.9534,56.214,41.5202,7.12826666667
579.28,4.9046,58.4749333333,32.9133333333,46.9551333333,3.78826666667,6.6708,34.9824,56.3239333333,41.6052666667,7.14793333333
579.61,4.86486666667,58.5634333333,32.9548,47.0107333333,3.75353333333,6.633,35.0062666667,56.3802666667,41.6431333333,7.11893333333
579.95,4.88073333333,58.5020666667,32.9368666667,47.0210666667,3.75566666667,6.6424,34.9941333333,56.3691333333,41.6416666667,7.1322
580.29,4.91033333333,58.485,32.9312,47.0176666667,3.78413333333,6.65686666667,35.015,56.3680666667,41.6510666666,7.14726666667
580.63,4.87906666667,58.4821,32.8967333333,47.0122666667,3.7608,6.63953333333,34.9743333333,56.3742666667,41.6713333333,7.13193333333
580.97,4.86126666667,58.4864333333,32.9044666667,47.0178,3.75526666667,6.60513333333,34.9669333333,56.3814666667,41.7127333333,7.1184
581.31,4.90706666667,58.5416666667,32.941,47.1074,3.80213333333,6.6702,35.0268,56.4538666667,41.7842666667,7.15093333333
581.65,4.94013333333,58.5807333333,32.9712,47.1506666667,3.84066666667,6.7442,35.0764666667,56.4811333333,41.8238,7.19893333333
581.98,4.94126666667,58.659,33.0330666667,47.2298,3.8188,6.73886666667,35.1147333333,56.5667333333,41.8942,7.19866666667
582.32,4.97506666667,58.7711333333,33.1068,47.2976666667,3.82826666667,6.765,35.1368,56.6852666666,41.9870666667,7.2198
582.66,5.01646666667,58.6874666667,33.06,47.2581333333,3.865,6.78673333333,35.083,56.5986666667,41.9352666667,7.2484
583.00,5.02553333333,58.6638666667,33.0358666667,47.2961333333,3.8894,6.79906666667,35.0964666667,56.6066666667,41.9294666667,7.25233333333
583.34,5.0806,58.7029333333,33.0527333333,47.3834666667,3.92813333333,6.8654,35.1400666667,56.6824,41.9850666667,7.32266666667
583.68,5.06153333333,58.8408333333,33.1179333333,47.4699333333,3.93526666666,6.86353333333,35.1626666667,56.8138666667,42.0695333333,7.3202
584.01,5.05646666667,58.8638333333,33.1237333333,47.5253333333,3.92846666667,6.86926666667,35.1775333333,56.8679333333,42.1303333333,7.33673333333
584.35,5.0754,58.9265,33.1672666667,47.5707333333,3.9446,6.88793333333,35.2008666667,56.9456666667,42.1739333333,7.34553333333
584.69,5.12253333333,58.8667,33.1592,47.5686666667,4.00286666667,6.9578,35.184,56.9078,42.1707333333,7.39746666667
585.03,5.11573333333,58.8836666667,33.1686,47.5675333333,3.98266666667,6.9394,35.1694,56.9398,42.1886,7.38633333333
585.37,5.12706666667,58.9057333333,33.1677333333,47.5817333333,3.98486666667,6.9138,35.1509333333,56.9662,42.2120666667,7.37706666667
585.70,5.1708,58.9101333333,33.1756666667,47.5827333333,4.0556,6.9728,35.1633333333,56.9768,42.2377333333,7.4172
586.04,5.15733333333,58.8186333333,33.1228666667,47.5354666667,4.04646666667,6.9614,35.1244666667,56.872,42.2101333333,7.39993333333
586.38,5.11226666667,58.8818333333,33.1334666667,47.6136666667,4.00066666667,6.937,35.128,56.9753333333,42.2590666667,7.36106666667
586.72,5.10893333333,58.8700666667,33.1221333333,47.5564666666,3.99766666667,6.94426666667,35.0674,56.9399333333,42.2344666667,7.384
587.06,5.0316,58.6797666667,33.0146,47.3942666667,3.9446,6.8776,34.9499333333,56.8063333333,42.1068,7.29913333333
587.39,5.05953333333,58.5839666667,32.9588666667,47.3144,3.94966666667,6.88553333333,34.9145333333,56.7218,42.066,7.31106666667
587.73,5.0676,58.5675,32.9504666667,47.3056666666,3.94966666667,6.8924,34.8725333333,56.722,42.0464666667,7.32006666667
588.07,5.14253333334,58.5258333333,32.9499333334,47.2980666667,4.01286666667,6.938,34.8744666667,56.6930666667,42.0652666667,7.3844
588.41,5.16086666667,58.6463,33.0282666667,47.3884,4.02913333333,6.96,34.9571333333,56.8010666667,42.1544,7.426
588.74,5.20066666667,58.5983666667,33.0168666667,47.3516666667,4.06946666667,6.9876,34.9625333334,56.7699333333,42.1774666667,7.48926666667
589.08,5.19006666667,58.6160666667,32.9878666667,47.3705333333,4.04813333333,6.98753333333,34.9429333333,56.7844,42.1844,7.4916
589.42,5.1658,58.5010333333,32.9314666667,47.307,4.01273333333,6.94066666667,34.8749333333,56.7272,42.1112666667,7.46413333333
589.76,5.17473333333,58.496,32.9086,47.2882666667,4.0162,6.93613333333,34.8440666667,56.755,42.0914666667,7.47873333333
590.09,5.24486666667,58.5462666667,32.9809333333,47.316,4.096,6.9982,34.928,56.7992666667,42.1632,7.57106666667
590.43,5.25426666667,58.6183666667,33.0440666667,47.4282666667,4.113,6.99993333333,35.0098,56.9011333333,42.2607333333,7.57893333333
590.77,5.3366,58.7766,33.1424666666,47.5579333333,4.17933333333,7.0696,35.0952666667,57.0420666667,42.4082666667,7.66013333333
591.11,5.3084,58.7656666667,33.1550666667,47.5905333333,4.17093333333,7.059,35.1207333333,57.0692,42.4201333333,7.65926666667
591.44,5.32753333334,58.8368,33.1928666667,47.607,4.1772,7.07826666667,35.1454666667,57.1212666667,42.4749333333,7.668
591.78,5.279,58.8222666667,33.2026,47.5961333333,4.14493333333,7.0644,35.1292666667,57.1516,42.4966,7.64933333333
592.12,5.2912,58.7680333333,33.1843333333,47.5733333333,4.13146666667,7.0536,35.0975333333,57.1491333333,42.4986,7.63266666667
592.46,5.2746,58.8039,33.2316,47.6198,4.13446666667,7.06766666666,35.0925333333,57.1949333333,42.5144,7.64426666667
592.79,5.28333333333,58.7480333333,33.2338,47.5940666667,4.14633333333,7.06466666667,35.0915333333,57.1838,42.5388,7.64793333333
593.13,5.29766666667,58.8555,33.2535333333,47.6450666667,4.13786666667,7.10106666667,35.1319333333,57.2447333333,42.6378666667,7.6808
593.47,5.34306666667,58.9972333333,33.3546,47.7752666667,4.1936,7.16533333333,35.2554666667,57.3912666667,42.7722,7.74433333333
593.80,5.36626666667,59.0486,33.3824,47.8217333333,4.20433333334,7.20193333333,35.2736,57.4566,42.8416666667,7.7844
594.14,5.3968,59.0350333333,33.3736666667,47.826,4.2484,7.2458,35.2745333333,57.5080666667,42.8526666667,7.82153333333
594.48,5.3926,58.9243,33.3056666666,47.7412,4.24013333333,7.2428,35.2046666667,57.3948,42.7658,7.81586666667
594.81,5.4338,58.9431666667,33.3026,47.7131333333,4.28106666667,7.29526666667,35.1978,57.3864666667,42.8063333333,7.86126666667
595.15,5.42766666667,58.9329,33.3008666667,47.7292,4.2976,7.30546666667,35.1945333333,57.4199333333,42.8462666667,7.86186666667
595.49,5.43893333333,58.9184666667,33.3187333333,47.7554666667,4.32526666667,7.32926666667,35.2170666667,57.4045333333,42.8556666667,7.88826666667
595.82,5.43886666667,58.9597666667,33.3284666667,47.8006,4.3404,7.355,35.2250666667,57.4502,42.8754,7.903
596.16,5.43373333333,58.9225333333,33.2659333333,47.7838,4.3084,7.33553333333,35.2252,57.4332666667,42.8535333333,7.8792
596.50,5.44426666667,58.9675333333,33.304,47.8176666667,4.30766666667,7.3424,35.2470666667,57.4696,42.8544666667,7.87913333333
596.83,5.4814,59.0212666667,33.357,47.8518666667,4.37633333333,7.36633333333,35.2738666667,57.5396666667,42.8998666667,7.9202
597.17,5.4712,58.9422,33.3124,47.7902,4.36846666667,7.34973333333,35.2062,57.4864,42.8680666666,7.894
597.51,5.4272,58.8717,33.2473333333,47.7108666667,4.32673333333,7.29093333333,35.1284666667,57.4102666667,42.7919333333,7.84126666667
597.84,5.41866666667,58.8119333333,33.2132,47.6629333333,4.30333333333,7.2886,35.0998,57.3456666667,42.7558,7.81933333333
598.18,5.3834,58.8382,33.2248666667,47.6606666667,4.27546666667,7.2506,35.1070666667,57.3674,42.8041333333,7.79933333333
598.52,5.404,58.8446333333,33.2368,47.702,4.28946666666,7.255,35.1224666667,57.4172,42.8284,7.795
598.85,5.43933333333,58.9017333333,33.2932,47.7862,4.3426,7.303,35.1875333333,57.4406666667,42.8746,7.86253333333
599.19,5.4984,58.9170333333,33.3177333333,47.8046666667,4.3882,7.3518,35.2194666667,57.4982666667,42.8932,7.91073333333
599.53,5.48653333333,58.8913333333,33.2868666667,47.7581333333,4.37766666667,7.33673333333,35.2004,57.4602,42.8826,7.89626666667
599.86,5.5144,58.9077333333,33.3261333333,47.7631333333,4.4222,7.367,35.1977333333,57.5048666667,42.9362666667,7.92426666667
600.20,5.50853333333,58.8745666667,33.313,47.7296,4.43846666667,7.36206666667,35.1692666667,57.4882666667,42.9352,7.9202
600.53,5.52933333333,58.8911,33.3232666667,47.7526,4.4294,7.40793333333,35.1884666667,57.5045333333,42.9542666667,7.9268
600.87,5.47993333333,58.9527333333,33.3081333334,47.8043333333,4.36806666667,7.36886666667,35.1982,57.5574666667,42.9837333333,7.88473333333
601.21,5.54153333333,58.9648666667,33.3526666667,47.8608666667,4.417,7.433,35.2544666667,57.6349333333,43.051,7.93586666667
601.54,5.54533333333,59.0333333333,33.3715333333,47.8857333333,4.40566666667,7.43333333333,35.2686666667,57.658,43.1013333334,7.9334
601.88,5.57926666666,59.0712666667,33.401,47.9751333333,4.44226666667,7.495,35.3208,57.7177333333,43.1568666667,7.98253333333
602.21,5.56726666667,59.1001,33.4136666667,47.9998,4.42593333333,7.50386666667,35.3322,57.7436,43.1732666667,7.9914
602.55,5.56166666667,59.0916333333,33.3920666667,47.9506666667,4.39413333333,7.49833333333,35.302,57.7609333333,43.1498,7.97546666667
602.88,5.5272,59.0968666667,33.3682666667,47.9516,4.33826666667,7.45726666666,35.2682666667,57.7634666667,43.1587333333,7.92386666667
603.22,5.53453333334,59.1131,33.3797333333,47.9614,4.33646666667,7.45786666667,35.2846,57.7930666667,43.2004666667,7.92773333333
603.56,5.54073333333,59.1562333333,33.422,47.9995333333,4.33946666667,7.4602,35.3052,57.8314666667,43.2535333334,7.9338
603.89,5.585,59.199,33.4608666667,48.0584666667,4.37786666667,7.50293333333,35.3612666667,57.9248,43.3426666667,7.98273333333
604.23,5.55913333333,59.1469,33.4521333333,48.0431333333,4.37413333333,7.478,35.3474,57.9026,43.3161333333,7.97253333333
604.56,5.60773333333,59.0979333333,33.4792,48.0115333333,4.44626666667,7.5232,35.3524,57.8869333333,43.2989333333,8.01733333333
604.90,5.5838,59.1072333333,33.4660666667,48.0126666667,4.43333333333,7.50266666667,35.3414666667,57.8798,43.3205333333,7.98026666667
605.23,5.59,59.0729333333,33.4605333333,47.981,4.46093333334,7.51973333333,35.3526666667,57.8792,43.3298,7.99353333333
605.57,5.63953333334,59.1279666667,33.4981333333,48.0202666667,4.48693333333,7.54006666667,35.3981333333,57.9251333333,43.3788,8.02686666667
605.90,5.67533333333,59.1705333333,33.5464,48.0446666667,4.52913333333,7.57066666667,35.409,57.9474,43.4032,8.06866666667
606.24,5.68306666667,59.2113,33.5526666667,48.0758666667,4.5428,7.562,35.4451333333,57.9878666667,43.4596666667,8.0546
606.58,5.68973333333,59.2195333333,33.549,48.083,4.5516,7.5814,35.4398,57.9755333333,43.4656,8.06673333333
606.91,5.7156,59.2492,33.5743333333,48.117,4.57966666667,7.59913333333,35.4632,58.0034,43.4907333333,8.09553333333
607.25,5.65206666667,59.2261666667,33.5316666667,48.1178666667,4.51313333333,7.5518,35.4521333333,57.9756666667,43.4511333333,8.04013333333
607.58,5.60706666667,59.2089,33.5173333333,48.1062666667,4.46153333333,7.53506666667,35.4425333333,57.9415333333,43.4098,8.0172
607.92,5.5066,59.1253333333,33.4176,48.0519333333,4.3504,7.4506,35.373,57.874,43.3565333333,7.91746666667
608.25,5.48853333333,59.1602666667,33.4346,48.1124,4.3124,7.45666666667,35.3989333333,57.8954,43.4316,7.89693333333
608.59,5.42673333333,59.1802333333,33.3903333333,48.1292,4.24673333333,7.40733333333,35.3844,57.9064,43.4225333333,7.86306666667
608.92,5.36873333333,59.2318333333,33.3925333334,48.1997333333,4.1796,7.35106666667,35.3969333333,57.9576666667,43.4470666667,7.80573333333
609.26,5.264,59.2037666667,33.3342,48.1822666667,4.09633333333,7.2582,35.3602666667,57.9675333333,43.4162666667,7.70046666667
609.59,5.1584,59.1066,33.2276,48.1348,4.00073333333,7.16493333333,35.303,57.9120666667,43.3732666667,7.58606666667
609.93,5.0842,59.0155666667,33.1769333333,48.1051333333,3.93513333333,7.10066666667,35.251,57.818,43.3035333333,7.53606666667
610.26,5.02313333333,58.9936333333,33.1111333333,48.0994666667,3.88786666667,7.05026666667,35.2226,57.797,43.2823333334,7.48386666666
610.60,4.94793333333,58.9271333333,33.0486,48.0562666667,3.8016,6.9826,35.2016,57.7662,43.2456666667,7.387
610.93,4.93746666667,58.8541666667,33.0012,47.9958,3.78246666667,6.969,35.1576666667,57.7034,43.218,7.34493333333
611.27,4.90073333333,58.8062333333,32.937,47.9866666667,3.75826666667,6.93813333333,35.1186666667,57.6750666667,43.2044666667,7.29026666667
611.60,4.93226666667,58.8318,32.9462,48.0049333333,3.79626666667,6.95473333333,35.1428666667,57.6922,43.2572,7.31346666667
611.93,4.93413333333,58.8014666667,32.918,47.9966666667,3.80553333333,6.952,35.1364666667,57.6624666667,43.2298666667,7.32233333333
612.27,5.02166666666,58.8376666667,33.0136666667,48.0686,3.89973333333,7.04386666667,35.2247333333,57.7069333333,43.315,7.39713333333
612.60,5.12273333333,58.7948,33.0318,48.0352,3.98006666667,7.11393333333,35.2310666667,57.6814666667,43.3219333333,7.48926666667
612.94,5.18293333333,58.8381666667,33.0732,48.0704,4.04906666667,7.1732,35.2540666667,57.7088,43.3694666667,7.5518
613.27,5.2536,58.9683333333,33.2017333333,48.1722,4.11046666667,7.25246666667,35.352,57.8347333333,43.4712,7.63506666666
613.61,5.2676,58.9994666667,33.2015333333,48.1935333333,4.1304,7.26766666667,35.3377333334,57.8737333333,43.4885333333,7.63193333333
613.94,5.2928,58.9852666667,33.1907333333,48.1472666666,4.16333333333,7.2626,35.3380666667,57.8738666667,43.4816,7.66373333333
614.28,5.2688,58.9708333333,33.1528666667,48.127,4.17666666667,7.26053333334,35.2793333333,57.8343333333,43.4712666667,7.68326666667
614.61,5.2544,59.0524,33.1715333334,48.1732666667,4.17813333333,7.247,35.2705333333,57.8867333333,43.5122,7.69273333333
614.94,5.29306666667,59.0574,33.2188,48.1502,4.20173333333,7.2746,35.2526,57.8630666667,43.4968666667,7.71706666667
615.28,5.34526666667,59.1289333333,33.2569333333,48.2031333333,4.25513333333,7.33626666667,35.2600666666,57.9182,43.5422666667,7.7822
615.61,5.32106666667,59.1552,33.2220666667,48.2074,4.20993333333,7.29513333333,35.2483333333,57.9412,43.518,7.73533333333
615.95,5.28326666667,59.1694,33.1935333333,48.1950666667,4.1622,7.24406666667,35.2101333333,57.9635333333,43.4782666667,7.7092
616.28,5.237,59.1495,33.1712666666,48.2027333333,4.15346666667,7.2154,35.16,57.9432,43.4601333333,7.65833333333
616.61,5.23813333333,59.1619333333,33.2105333333,48.1901333333,4.1204,7.22506666667,35.1523333333,57.9385333333,43.4547333333,7.651
616.95,5.274,59.0978,33.1649333333,48.1608,4.15233333333,7.2338,35.1462,57.9018666667,43.4437333333,7.6714
617.28,5.36646666667,59.1268666667,33.2106666667,48.1684,4.21933333333,7.31606666667,35.2065333333,57.9282666667,43.4995333333,7.7574
617.62,5.41713333333,59.2324666667,33.3450666667,48.2652666667,4.26426666667,7.4012,35.3065333333,58.0036,43.5976666667,7.8054
617.95,5.44073333333,59.2336333333,33.3539333333,48.2656,4.24933333333,7.393,35.3126666667,58.0370666667,43.6164,7.78626666667
618.28,5.4986,59.3634666667,33.4155333333,48.3634666667,4.30086666667,7.4544,35.4250666667,58.1522666667,43.6796,7.83033333333
618.62,5.48366666667,59.4476,33.4312,48.4346666667,4.3008,7.45326666667,35.4789333333,58.2295333333,43.7364666667,7.83106666667
618.95,5.48253333333,59.4904,33.4740666667,48.4622666666,4.2962,7.44453333333,35.5364666667,58.2479333333,43.7565333333,7.80466666667
619.28,5.448,59.4454333333,33.4534,48.3924,4.30013333333,7.43313333333,35.4987333333,58.194,43.7495333333,7.80106666667
619.62,5.4628,59.4603333333,33.4657333333,48.3933333333,4.316,7.46126666667,35.5008666667,58.1705333333,43.7767333333,7.812
619.95,5.45446666667,59.5129,33.4880666667,48.4184666667,4.2758,7.45966666667,35.5094,58.2005333333,43.8044,7.81433333333
620.28,5.4772,59.4667333333,33.4576666667,48.4056666667,4.31753333334,7.48306666667,35.5014666667,58.1776666667,43.7750666667,7.8466
620.62,5.4978,59.5569333333,33.4957333333,48.4476666667,4.32533333333,7.50393333333,35.525,58.2223333333,43.8358666667,7.8778
620.95,5.44686666667,59.5414666667,33.4602,48.4175333333,4.25993333334,7.4498,35.4500666667,58.1803333333,43.7995333333,7.8346
621.28,5.46773333333,59.5335,33.4262,48.4104,4.27526666667,7.4442,35.4499333333,58.1854666667,43.8048666667,7.83366666667
621.62,5.5336,59.5961666667,33.4977333333,48.4437333333,4.35493333333,7.5494,35.5434666667,58.2010666667,43.8426666667,7.9318
621.95,5.57213333333,59.4913666667,33.506,48.3896666667,4.3894,7.56393333333,35.4568666667,58.1208666667,43.8086,7.9746
622.28,5.57253333333,59.4228333333,33.4551333333,48.3077333333,4.3886,7.54906666667,35.4082,58.0318,43.7606,7.98386666667
622.62,5.58306666667,59.3770333333,33.4412,48.2811333333,4.39053333333,7.55146666667,35.3785333333,58.0144,43.7302666667,8.01753333333
622.95,5.63573333333,59.5610666667,33.5569333333,48.4422,4.40833333333,7.60466666667,35.4658666667,58.1795333334,43.8612666667,8.06506666667
623.28,5.66133333333,59.5393666667,33.5603333333,48.4168666667,4.413,7.6156,35.4521333333,58.1604666667,43.8510666667,8.0604
623.62,5.67993333333,59.4961666667,33.5478,48.3614,4.42966666667,7.64333333333,35.4371333333,58.1162,43.8258,8.07513333333
623.95,5.70733333333,59.52,33.5492,48.3743333333,4.43146666667,7.64953333333,35.4736666667,58.1385333333,43.8748,8.08893333333
624.28,5.6732,59.4360666667,33.5214666667,48.308,4.41786666667,7.63406666667,35.3909333333,58.0755333333,43.8161333333,8.03246666667
624.62,5.681,59.3789,33.5165333333,48.3052,4.43053333333,7.66733333333,35.4059333333,58.0619333333,43.805,8.01073333333
624.95,5.6258,59.316,33.4657333333,48.2489333333,4.35126666667,7.62313333333,35.3287333333,58.0220666667,43.7262666667,7.97066666667
625.28,5.63653333333,59.3130666667,33.4451333333,48.2417333333,4.3504,7.59066666667,35.2717333333,58.0118666667,43.7369333333,7.9508
625.61,5.65,59.3441,33.4736666667,48.2482666667,4.361,7.62533333333,35.3256,58.0470666667,43.7833333333,7.97453333333
625.95,5.7098,59.4037666667,33.5346666667,48.2964,4.4074,7.68346666667,35.3681333333,58.1097333333,43.8639333333,8.0292
626.28,5.75313333333,59.4288333333,33.5801333333,48.3338666667,4.4302,7.7108,35.4055333333,58.1500666667,43.8986666667,8.05646666667
626.61,5.7554,59.3528,33.5455333333,48.25,4.42686666667,7.69973333333,35.3593333333,58.0942666667,43.8658,8.04126666667
626.94,5.76733333333,59.3143,33.5319333333,48.2096,4.45206666667,7.7176,35.3456666667,58.0704,43.8493333333,8.07106666667
627.28,5.70413333333,59.2953333333,33.5052,48.2245333333,4.40113333333,7.65566666667,35.3309333333,58.0964,43.8093333333,8.0418
627.61,5.6872,59.303,33.5106,48.2298666667,4.3884,7.66246666667,35.3313333333,58.1024,43.8106,8.0448
627.94,5.68366666667,59.324,33.4898,48.2111333333,4.36013333333,7.64986666667,35.3601333333,58.1157333333,43.8144666667,8.05326666667
628.27,5.721,59.4071,33.5512,48.2667333333,4.40393333333,7.69646666667,35.4184666667,58.1909333333,43.8876,8.1162
628.61,5.71806666666,59.4802333333,33.5908666667,48.3196666667,4.42286666667,7.6988,35.4612,58.2604666667,43.954,8.12526666667
628.94,5.7266,59.4998,33.6252,48.3705333333,4.4338,7.74966666667,35.5056,58.3084,43.9744,8.16753333333
629.27,5.71333333333,59.4671333333,33.5768,48.3572,4.42933333333,7.72373333333,35.4708666667,58.2654666667,43.9182666667,8.14646666667
629.60,5.73773333333,59.5777333333,33.6536666667,48.4528,4.47386666667,7.7774,35.5716666667,58.3750666667,44.0159333333,8.17593333333
