wavelength,Back_ChlSpif,Belly_ChlSpif,Breast_ChlSpif,Crissum_ChlSpif,Crown_ChlSpif,DorTail_ChlSpif,Rump_ChlSpif,Throat_ChlSpif,WingTip_ChlSpif
190.57,10.2991111111,11.9658,18.1624666667,34.0171333333,24.8291333333,25.0854666667,23.2050666667,21.8376666667,20.2137333333
190.95,7.28565555557,9.44060000001,16.0626,36.1968,22.0133333333,21.3421333333,23.2214666667,22.416,20.4922
191.33,7.12708888888,10.4285333333,16.8570666667,38.1906,21.7619333333,20.5236,26.8095333333,24.4284666667,24.619
191.71,-3.66943333333,0.336133333346,8.23533333332,32.4368666666,14.0616666667,11.0924,19.4957333333,20.6724,18.8235333333
192.09,-15.1562555556,-14.4337333333,-5.24273333332,25.9546,2.07099999999,-5.63086666667,7.1844,15.6634,2.65380000001
192.47,-10.6033555556,-9.39693333334,-2.00010674689e-11,32.1269333333,7.61913333334,-2.03173333333,11.8094666667,18.2220666667,7.80946666667
192.85,-2.72000000001,2.13333333332,6.45333333333,31.5733333334,16.2666666667,2.23999999999,20.16,22.8266666667,14.1866666667
193.23,-17.0339888889,-11.5151333333,-2.42433333334,19.1184666667,6.06053333335,-10.4132666667,10.5785333333,10.9642,0.4958
193.61,-35.6472888889,-29.8282666667,-13.9519333333,13.6082666667,-7.14773333333,-29.6906666667,-0.618599999994,1.71813333334,-11.7524666667
193.99,-82.5926666666,-73.1312666667,-48.5856666667,-13.1312666667,-43.2324,-79.3940666667,-33.1314,-33.2323333333,-45.7575333333
194.37,-142.024644445,-120.0002,-92.8887333333,-34.2221999999,-84.2961999999,-144.888933333,-69.7776666667,-76.7407333333,-90.6666666667
194.75,-236.902288889,-193.939266667,-174.7474,-90.5050000001,-152.323266667,-241.414066667,-128.888933333,-144.848466667,-165.6566
195.13,-250.612922222,-190.804666667,-190.574666667,-95.4023333333,-152.6436,-258.3908,-122.5288,-139.770133333,-168.505733333
195.51,-301.152288889,-226.9136,-239.012266667,-127.9012,-196.2962,-297.777733333,-166.419666666,-178.024533333,-211.358
195.89,-280.421411111,-207.586133333,-224.367933333,-108.275866667,-184.138,-255.402266667,-147.126533333,-155.6322,-192.873666667
196.27,-249.820855555,-177.634333333,-183.0108,-72.2581333333,-156.128933333,-206.021466667,-113.118333333,-124.9462,-149.032333333
196.65,-344.299555555,-244.347866667,-245.217466667,-90.4346666667,-210.724666666,-278.840533333,-174.4928,-163.768,-214.782533333
197.03,-1561.66668889,-1170.00006667,-1184.44453333,-522.222333333,-1056.66673333,-1377.77786667,-924.4444,-893.333399999,-1013.33326667
197.40,803.425944445,610.555533333,631.666733334,261.111,570.5556,737.222333333,500.5556,466.666533333,536.666666667
197.78,716.068377778,499.487066666,561.025666667,232.307733333,493.8462,674.871666667,404.615533333,412.307666667,450.2564
198.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198.54,-1106.82534444,-691.4288,-819.047533333,-256.1906,-760.952333333,-1039.99986667,-509.523733333,-528.571466667,-535.238133333
198.92,-1070.18522222,-595.5556,-758.889066666,-113.3334,-698.888866667,-1040.0,-454.4444,-397.7778,-400.000066667
199.30,3432.77777778,1996.66666667,2436.66666667,456.666666666,2350.0,3403.33333333,1643.33333333,1693.33333333,1426.66666667
199.68,-5175.55555555,-2786.66666667,-3620.0,113.333333335,-3053.33333333,-5426.66666667,-1880.0,-2180.0,-1473.33333333
200.06,972.444444444,495.999999999,697.333333334,41.3333333335,634.666666667,1077.33333333,378.666666667,516.000000001,272.000000001
200.44,464.949577778,227.272933333,352.1212,123.636466667,321.212066667,573.939333333,239.999933333,294.545466667,181.818266667
200.82,209.841322222,103.095333333,163.571533333,84.2857999999,165.2382,256.190333333,123.5714,143.809466667,84.7618666667
201.19,174.607877778,80.7844000001,138.2354,75.0980666667,137.843,207.451066667,108.0392,113.921533333,81.3724666668
201.57,204.166833333,65.7141999999,144.047533333,75.9524666666,148.095133333,234.523933333,113.095133333,118.333266667,79.0476666669
201.95,219.846644444,92.1837333333,160.2298,103.448133333,182.298933333,250.344866667,157.930933333,137.0116,116.781666667
202.33,217.152777778,101.458333333,159.583333333,106.25,183.958333333,246.875,173.333333333,144.375,128.125
202.71,179.432022222,97.6295333333,142.963,106.3704,152.888933333,201.333266667,150.074,123.2592,126.962866667
203.09,192.269433333,115.8864,161.276533333,122.836933333,165.39,209.078,164.8228,139.432533333,146.950333333
203.47,170.322622222,108.064333333,147.204266667,119.139866667,151.290333333,182.365533333,149.6774,126.774133333,138.602066666
203.85,182.604422222,121.1462,162.6042,133.542,166.875133333,200.4168,163.854266667,142.708466667,159.479466667
204.22,159.958333333,111.416666667,144.666666667,118.583333334,145.75,181.416666667,150.0,127.916666667,145.416666667
204.60,130.266211111,90.6250666667,123.263733333,95.5554666666,120.902733333,148.124733333,124.374933334,103.958266667,118.819466667
204.98,132.511688889,94.5833333333,129.7222,96.5971333332,123.6804,153.4722,127.1528,108.888866667,122.986066667
205.36,130.331088889,90.0,125.461,92.4822666667,118.368866667,148.652533333,123.758933333,110.141866667,119.22
205.74,116.965888889,84.8078666666,115.640933333,87.6280666666,111.6666,133.269,114.807733333,100.256333333,109.4872
206.12,111.303411111,79.9999333334,112.1796,80.3205333333,106.602533333,124.935733333,106.6026,91.2821333334,102.499933333
206.50,104.222222222,72.7333333333,108.4,72.4,95.8,114.533333334,99.9333333333,82.5333333333,96.1999999999
206.87,113.6257,75.0877999999,116.4034,70.1754,101.140333333,125.964866667,104.7368,87.9824666667,102.456066667
207.25,103.755811111,64.8826000001,104.694933333,66.5729333333,94.7418000001,124.225333333,99.2487333334,78.4977333333,96.9952000001
207.63,92.5925666667,52.3671999999,95.3622666666,60.0966666667,88.4059333332,118.744066667,96.3283999999,69.372,83.9612666667
208.01,103.8792,41.2866,95.2047999999,57.1928666667,89.9415333333,128.3042,107.134333333,62.5730666666,80.3509333334
208.39,132.074166667,47.9999999999,116.740733333,71.5557333333,109.6296,152.888933333,130.963,77.1852666667,101.1852
208.77,169.365133333,48.9523333335,130.666466667,87.9999333333,137.333266667,182.666733333,167.619066667,90.4763333333,129.904666667
209.14,146.585355555,42.1138666666,108.4552,80.9756,122.9268,149.2682,139.5122,85.8535333333,124.227733333
209.52,170.932,45.8064666667,125.591533333,103.870933333,172.903266667,183.440933333,179.785,98.0645333333,147.312
209.90,140.173611111,29.3749999999,110.208333333,92.4999999999,147.708333333,175.625,168.75,85.8333333333,128.958333334
210.28,113.222277778,-12.6668666666,88.0001333333,65.7778666667,129.333333333,165.111066667,152.666666667,64.0,108.4444
210.66,99.2508000001,6.35653333326,72.248,64.0308,111.627866667,139.379733333,114.263666667,62.9457333333,98.6047333333
211.03,80.4126555555,20.6665333333,69.8094666667,62.8572,88.6667333333,105.238,95.5237999999,57.3334,82.3808666667
211.41,77.8326333333,27.7366,68.9712,56.5432,85.7614,98.8476,89.5473999999,56.543,77.5307333334
211.79,70.4639444445,30.8423333333,57.7289333334,48.7179333333,76.1171333334,89.8167999999,76.7765333333,51.7948666667,72.3076666667
212.17,59.2560666667,35.7101333333,52.9855333333,43.2464,65.855,75.9999333335,65.1593333333,49.7972,66.3188666667
212.55,49.53,29.5898,43.4871333333,37.3845333333,57.3848,64.3589333333,54.718,41.5386,54.4613333333
212.92,53.9638333333,37.4942666667,51.3002,45.2955333333,59.9999333333,69.3144666667,58.3452,47.8486666667,57.9669333333
213.30,51.8698333333,32.7817333333,47.9998666667,42.5748,53.9309333333,65.2873333333,56.8734666667,42.5748,55.1724666667
213.68,48.2888777778,30.5776666666,44.9778666667,38.0889333333,48.3556,59.0668,51.6001333333,38.6666666667,52.6222666667
214.06,52.7946333333,35.7575333333,46.9899333333,41.7777333333,51.192,58.6261333333,53.4949333333,44.0808666667,56.6464666667
214.44,54.0301333333,41.2428666667,49.3032,46.3275333333,52.6176666667,59.1714,55.5931333333,51.676,59.2089333334
214.81,53.7507111111,42.2836666667,51.1603333333,48.6924666667,54.6224,58.4530666667,58.2320666666,55.0645333333,59.1529333333
215.19,51.1305111111,41.5891333333,49.9611333333,46.7441333333,54.4962666667,55.3877333333,56.7055333333,55.0775333333,58.3721333333
215.57,49.7718666667,39.3376666667,49.5364666667,46.755,52.8918666667,53.4658666667,57.7924666667,56.7768666667,59.9557333333
215.95,55.4167111111,41.9791333333,60.4165333333,54.7394666667,58.1250666667,55.4167333333,67.6562666666,66.3020666667,68.6980666667
216.32,64.3313888889,46.4972,68.644,64.4633333333,67.6270666667,60.6215333333,78.2486000001,74.8022666667,76.1582
216.70,65.9844111111,47.6023333333,72.5146,66.842,68.8305333333,61.6958666667,81.0526666666,77.7192,81.2865333334
217.08,66.1286555555,47.1579333333,73.3334,67.4385333333,70.8771333333,56.4912666667,84.3509333333,81.3332,89.3332666665
217.46,76.6666333333,51.1111333334,91.7873333333,85.6039333333,85.9903999999,67.7294666667,102.801866667,104.6378,112.657066667
217.83,80.7619333335,56.381,94.0952,95.1429333334,91.4285333334,74.762,110.000066667,105.999866667,120.476066667
218.21,83.5850222222,50.0627999999,109.056466667,108.679333333,97.7357999999,79.1194666666,127.924466667,114.842666667,132.201133333
218.59,99.6970111111,52.8786666666,125.7576,128.6366,110.909133333,90.4546666667,149.242466666,125.909133333,153.6364
218.97,92.9383,47.9999333333,119.4074,126.518466667,105.481466667,87.4073999999,140.592466667,113.1852,148.0
219.34,70.1667444445,27.1112,87.889,92.7777333335,77.1110666666,68.5556,106.000066667,86.7777333334,110.888933334
219.72,66.7761888889,30.1406666667,84.0376666667,91.6430000001,73.6150666667,66.4788666667,97.6525333334,80.1878,99.7182666668
220.10,67.8813,38.4889333333,90.8443333333,98.0443333333,78.2221333334,76.8000666667,101.066733333,76.0001333333,100.0888
220.47,57.397288889,32.4202666667,77.6256,90.5935333333,64.0182666667,70.5936666667,90.8676000001,67.6712,96.9863333333
220.85,54.2188777777,27.8262,75.9420666667,89.6618666667,66.0872,76.6182666667,90.0483333333,66.6668666667,99.3236666668
221.23,50.3148222222,13.2223333333,66.111,88.3333333335,62.0,80.2221333333,91.4444666668,60.2222,100.999933333
221.61,51.9822,29.1666666667,60.0001333333,80.2271333333,60.0757333333,74.3183333333,83.5606,56.4393333334,87.5756666666
221.98,51.4901555556,26.2744666667,64.7842,80.7058666667,58.5882,74.2746666667,79.1371333333,56.1568666667,88.7841333333
222.36,40.8369444444,17.4893333333,61.6450666667,77.9220666666,54.459,69.1775333334,71.6883333333,52.2943333333,94.3723333333
222.74,33.8784,0.88060000002,67.0441333334,85.5346000001,51.6980666667,76.4779333333,79.4968666665,48.0505333334,110.188733333
223.11,41.2062555555,-12.1906000001,87.6189333333,116.000133333,67.2380666667,109.904733333,109.523733333,55.4284666668,167.4286
223.49,121.611111111,37.3333333333,198.666666667,258.666666667,148.333333333,234.333333333,233.0,137.0,351.0
223.87,146.825388889,57.7777333334,209.206333333,264.761933333,176.507866667,246.349066667,254.9206,159.364933333,379.999866667
224.24,156.608211111,48.7717999999,185.613933333,257.193066667,193.6842,242.456066667,264.912133333,171.929933333,424.561533333
224.62,394.555555555,144.0,441.333333334,578.0,500.666666667,540.0,587.333333333,420.666666667,881.999999999
225.00,5386.66666667,3193.33333333,5980.0,6926.66666667,6460.0,6306.66666667,7206.66666667,5480.0,10213.3333333
225.38,-6596.66666666,-4920.0,-7546.66666667,-7966.66666666,-7780.0,-7273.33333333,-8180.0,-6926.66666667,-11306.6666667
225.75,-258.067655555,-187.2462,-302.029066667,-305.507133333,-323.768133333,-267.5362,-311.594133333,-274.203,-446.3768
226.13,-162.336055555,-110.769266667,-173.675333333,-181.025733333,-189.9146,-159.316133333,-188.717933333,-172.6496,-265.641
226.51,-150.357011111,-106.1904,-139.761933333,-149.285666667,-166.190466666,-133.9286,-161.1904,-147.6192,-212.0238
226.88,-126.773088889,-88.7671999999,-110.685066667,-117.6256,-140.365266667,-110.7764,-135.2512,-126.210066667,-175.251133333
227.26,-82.7081777778,-56.1310666667,-71.3096,-75.2976000001,-90.4166666666,-69.7025333333,-89.5833999999,-84.9999333334,-109.345333333
227.64,-56.2501444444,-38.6110666667,-45.7538666667,-48.5714,-62.9762666667,-46.2301333333,-61.3492666667,-58.1349333334,-71.1110666667
228.01,-38.8207111111,-27.1343333333,-30.2925333333,-33.7719333333,-43.538,-31.1988666667,-41.4036,-40.9357333333,-46.9298666667
228.39,-28.8849333333,-20.0,-21.977,-25.0114666667,-31.1033333333,-22.2757333333,-30.1378666667,-31.6781333333,-33.3792666667
228.76,-23.3006222222,-16.9020666667,-17.7647333333,-19.9410666667,-24.9019333333,-18.1175333333,-25.2745333333,-26.5294,-25.9018666667
229.14,-16.4410555555,-10.7612666667,-10.5753333333,-13.7395333333,-17.4618666667,-11.7427333333,-18.1218666667,-19.6786,-17.1235333333
229.52,-13.0594333333,-7.34873333335,-7.27133333333,-10.2014666667,-13.6744666667,-9.62806666666,-14.7751333333,-16.0931333333,-12.9613333333
229.89,-10.5176111111,-5.98293333334,-4.34473333333,-7.56400000001,-10.3702666667,-7.53560000001,-11.8803333333,-13.0626,-10.2848
230.27,-5.41633333333,-3.08266666667,-0.899266666672,-2.72313333333,-6.11446666667,-2.82593333333,-7.15486666666,-8.2722,-5.0224
230.65,-2.28268888889,-1.0768,1.23399999999,-0.0482666666666,-2.45613333333,-0.980199999999,-3.87173333334,-5.83166666667,-1.47613333333
231.02,-1.48076666667,-0.539866666668,2.19473333333,0.070333333334,-1.42013333333,-0.0822,-2.26526666667,-4.49526666667,-0.046666666666
231.40,-1.16758888889,-0.537200000001,2.96560000001,0.291800000002,-0.747266666665,0.093533333336,-1.36606666667,-3.53766666667,0.023333333334
231.78,1.36137777778,1.40666666667,5.31906666667,1.98593333333,1.76113333333,2.13946666667,1.27666666667,-0.969399999999,2.02146666667
232.15,1.16744444444,0.5686,4.59766666667,2.38353333333,1.58486666667,2.25046666667,1.08886666667,-0.907533333334,1.50026666667
232.53,0.848933333333,-0.2748,4.28226666666,2.3096,1.12353333333,1.8228,0.848933333333,-0.524333333333,0.898866666667
232.90,0.801788888889,-0.222266666666,4.06526666667,2.2876,0.941133333333,2.01293333333,0.823466666668,-0.287733333335,0.209
233.28,0.446611111111,-0.4752,4.06586666667,1.5842,1.5446,1.90093333333,0.382800000001,0.2244,-0.343333333333
233.66,-1.51111111111,-2.21333333333,1.98666666667,-0.16,-0.933333333332,0.546666666666,-1.46666666667,-1.52,-2.16
234.03,-2.83999999999,-2.82666666667,0.626666666659,-1.12,-2.38666666667,-0.36,-2.6,-2.34666666667,-2.66666666667
234.41,-5.24965555555,-4.3202,-0.096599999992,-2.99513333333,-3.51966666667,-2.20833333333,-4.6376,-3.6302,-4.09933333333
234.78,-4.60007777778,-3.74593333333,0.973666666673,-2.4612,-2.51526666667,-0.649200000002,-4.3138,-2.2312,-2.7316
235.16,-6.052,-5.5192,-1.32513333333,-3.6612,-4.79513333333,-2.25406666666,-6.69406666666,-3.77046666667,-4.86346666667
235.54,-6.54744444444,-6.62626666667,-1.8624,-3.90013333333,-5.46553333333,-2.19953333333,-7.19300000001,-4.062,-5.60073333333
235.91,-6.82792222223,-6.57393333333,-2.20013333333,-3.77753333333,-5.24846666667,-2.50493333333,-7.18346666667,-3.711,-5.60640000001
236.29,-7.24165555555,-5.4558,-2.2264,-3.9452,-4.987,-2.6302,-7.03126666667,-3.9454,-5.79426666666
236.66,-6.61804444445,-3.25093333333,-1.60006666666,-3.2636,-4.0762,-1.84133333333,-6.17140000001,-3.2508,-4.77446666667
237.04,-4.21058888889,-0.899333333333,0.971200000006,-0.755466666667,-1.8106,0.839333333326,-3.2494,-0.911266666668,-2.06233333333
237.41,-3.70305555556,-0.213266666669,1.43533333334,0.308466666665,-2.064,0.521999999991,-2.8588,-1.26926666667,-1.7556
237.79,-1.2558,2.04333333333,2.61413333333,2.08906666667,0.308333333335,2.7854,-0.947599999999,0.936000000001,0.536333333335
238.17,-0.824655555556,2.3756,2.41906666667,3.04326666667,0.580266666665,2.85713333333,-0.492666666666,1.3572,0.952533333333
238.54,-2.40256666667,1.30946666667,0.789933333332,1.48273333333,-2.05626666667,0.811666666666,-2.04553333333,-0.638600000002,-0.714266666666
238.92,-3.66414444445,0.063533333332,-1.12526666667,0.552133333333,-3.48206666667,-0.5308,-3.0466,-2.01706666667,-2.3354
239.29,-1.90835555555,0.657866666666,0.6176,1.59446666667,-1.69413333333,1.23573333333,-1.35513333333,-0.976666666667,-0.588
239.67,-0.823333333336,1.157,1.30386666667,1.64353333333,-0.835600000001,1.80906666667,-0.504999999998,-0.468266666668,1.2304
240.04,0.204644444444,1.6124,2.0134,2.29746666667,-0.542933333333,2.75693333333,-0.2088,-0.208866666667,2.4562
240.42,0.226899999999,1.11113333333,2.04553333333,2.25173333333,-0.603333333333,2.8404,-0.360466666668,-0.000133333332,2.69326666667
240.79,0.0871,0.346399999998,1.83653333333,2.14373333333,-0.882399999999,2.61446666667,-0.353,-0.366133333333,2.75146666667
241.17,-1.23703333334,-1.05593333333,0.312799999999,0.690266666667,-1.94686666667,1.38046666667,-1.58693333333,-1.41013333333,1.9056
241.54,-0.678288888888,-0.904266666666,0.331333333333,0.825533333335,-1.3196,2.00333333333,-0.851666666667,-0.846533333334,2.67086666667
241.92,-0.515188888888,-1.16593333333,0.880399999999,0.957933333333,-0.938533333333,2.34153333333,-0.401533333333,-0.687,3.11086666667
242.29,-0.233266666666,-0.998133333333,0.953133333333,0.663933333333,-0.686466666667,2.65126666667,-0.112800000001,-0.655066666665,3.62693333333
242.67,0.668611111112,-0.305399999999,1.70506666667,1.34846666667,0.347666666666,3.55373333333,0.725266666666,0.377466666665,4.3682
243.05,1.34665555556,0.515666666667,2.61886666666,1.90813333333,0.942000000001,4.27113333333,1.30333333333,0.978466666666,4.9696
243.42,1.2079,0.576066666667,2.45133333333,1.899,1.06473333333,4.16766666667,1.29926666667,1.10053333333,5.002
243.80,1.31212222222,0.470066666667,2.25613333333,2.12693333333,1.17506666667,4.1716,1.34746666667,1.1634,5.00993333333
244.17,0.417911111113,-0.3128,1.38113333333,1.47113333333,0.5048,3.4076,0.758933333334,0.708266666665,4.36606666667
244.55,0.928088888889,0.131533333334,1.59226666667,1.6618,0.912133333333,3.7836,1.08986666667,1.1324,5.0164
244.92,1.60307777778,0.7924,2.049,2.049,1.463,4.34486666667,1.65086666667,1.81313333333,5.66433333333
245.30,2.56288888889,1.78306666667,2.9206,2.941,2.27206666667,5.0908,2.5878,2.58793333333,6.48313333333
245.67,2.57815555556,2.14793333333,3.02406666667,3.13706666666,2.2986,5.3134,2.83246666667,2.77586666667,6.50653333333
246.05,2.66094444444,2.4206,3.05013333333,3.256,2.31193333333,5.46793333333,2.96993333333,2.86413333334,6.46913333333
246.42,2.93183333334,2.675,3.35686666667,3.711,2.6148,5.67006666667,3.20993333333,3.1734,6.64566666667
246.79,2.95484444444,2.87006666667,3.38913333333,3.85486666667,2.76086666667,5.66226666667,3.21213333333,3.17573333333,6.72733333333
247.17,2.77464444444,2.7594,3.03486666667,3.64793333333,2.5504,5.4866,3.04633333333,3.05326666667,6.6644
247.54,2.54518888889,2.5872,2.79033333333,3.3974,2.22286666666,5.34006666667,2.88066666667,2.82326666667,6.54513333333
247.92,2.45543333334,2.751,2.781,3.4472,2.08686666667,5.347,2.91846666667,2.75513333333,6.5184
248.29,2.72414444445,3.0306,2.97333333333,3.71666666667,2.3274,5.69253333333,3.2654,2.97113333333,6.87233333333
248.67,2.91562222222,3.2898,3.21533333333,4.0102,2.446,5.92066666667,3.5236,3.16006666667,7.02793333333
249.04,2.6266,3.07573333333,2.98773333333,3.9388,2.1752,5.72893333333,3.39726666667,2.96126666667,6.8318
249.42,2.12768888889,2.52133333333,2.48113333333,3.49846666667,1.66913333333,5.23366666667,2.96046666667,2.67006666667,6.4142
249.79,2.14337777778,2.51426666667,2.59,3.51946666666,1.5724,5.27406666667,2.79266666667,2.67626666667,6.42106666667
250.17,2.17643333333,2.625,2.61386666667,3.54193333334,1.42233333333,5.19493333333,2.68813333333,2.7512,6.46626666667
250.54,2.32206666667,2.86033333333,2.7894,3.70226666666,1.4968,5.38313333333,2.76866666666,2.97306666667,6.72906666667
250.92,1.92521111111,2.40253333333,2.17353333333,3.12173333333,0.875199999998,4.996,2.3738,2.6062,6.4248
251.29,2.00494444444,2.4018,2.29873333333,3.207,0.928199999999,4.92006666667,2.49493333333,2.78446666667,6.56026666667
251.66,2.1908,2.6042,2.395,3.0776,1.026,4.7416,2.5356,2.90626666667,6.67693333333
252.04,1.97444444444,2.37773333333,2.25153333333,2.68286666667,0.771466666665,4.57653333333,2.2302,2.71093333333,6.51593333333
252.41,2.0226,2.68233333333,2.6324,2.62526666667,0.9452,4.687,2.24,2.77146666667,6.4526
252.79,1.38007777778,2.0798,2.1168,1.93686666667,0.419000000001,4.10506666667,1.6648,2.1794,5.81386666667
253.16,1.57954444444,2.31206666667,2.33833333333,1.9112,0.738199999999,4.602,1.8062,2.32346666667,6.0144
253.54,2.11211111111,3.15126666667,2.86186666667,2.42633333333,1.40826666667,5.2508,2.4826,2.84313333333,6.4902
253.91,1.77932222222,2.91146666667,2.41093333333,2.25293333334,1.31333333333,4.8064,2.31853333333,2.72686666667,6.34326666667
254.28,0.654599999998,1.61853333333,1.24493333333,1.05613333333,0.457733333332,3.4778,1.32133333333,1.7028,5.4138
254.66,-0.139322222222,0.815000000001,0.302533333332,0.117533333333,-0.357066666666,2.61293333333,0.667933333333,1.13433333333,4.415
255.03,-0.931733333333,0.045133333334,-0.387066666667,-0.675266666667,-1.3144,1.84566666667,0.0945333333326,0.486133333334,3.64613333333
255.41,-1.40835555556,-0.657800000001,-0.837666666667,-1.1924,-1.81226666667,1.42413333333,-0.231933333333,0.0332000000021,2.99986666667
255.78,-1.62221111111,-1.07833333333,-0.943599999999,-1.02066666667,-2.0312,1.2612,-0.211799999999,0.0289333333334,2.6714
256.15,-1.36858888889,-0.996533333333,-0.630466666667,-0.871266666666,-1.73773333333,1.36713333333,0.101000000001,0.404333333335,2.72433333333
256.53,-1.53398888889,-1.91766666667,-1.39673333333,-1.4252,-2.21106666667,0.856999999999,-0.312533333334,-0.0614666666674,2.17813333333
256.90,-0.571944444445,-1.28953333333,-0.4066,-0.450199999999,-1.33326666666,1.6438,0.563933333334,0.952933333333,3.00326666667
257.28,-0.182100000001,-1.20713333333,-0.224933333333,-0.106466666667,-1.06506666667,1.64893333333,0.706066666667,1.30973333333,3.2426
257.65,0.362411111111,-0.870600000001,0.395466666665,0.523733333334,-0.697333333334,2.1366,0.950400000001,1.64066666667,3.64553333334
258.02,0.726911111112,-0.407866666667,0.713466666666,0.647466666667,-0.485533333334,2.47293333333,1.18693333333,1.66673333333,3.783
258.40,1.97341111111,1.27853333333,2.12293333333,2.01666666667,0.775799999999,4.0258,2.46153333333,2.75213333333,4.91026666667
258.77,2.06862222222,1.369,2.2664,2.15173333333,0.870800000001,4.1954,2.57926666667,2.59693333333,4.914
259.15,2.66374444444,1.9524,2.87813333333,2.8104,1.52346666667,4.79173333334,3.14026666667,3.07613333333,5.53513333333
259.52,2.93216666667,2.39653333333,3.182,3.1106,1.6966,5.06326666667,3.36113333333,3.1892,5.85233333333
259.89,3.12388888889,2.71253333333,3.39666666667,3.3494,1.86633333334,5.3356,3.48113333334,3.37306666667,5.9928
