wavelength,Back_SalFulm,Belly_SalFulm,Breast_SalFulm,Crissum_SalFulm,Crown_SalFulm,DorTail_SalFulm,Rump_SalFulm,Throat_SalFulm,WingTip_SalFulm
564.33,9.12066666666,9.98252173914,6.60793333333,9.0262,9.32393333333,8.45766666667,8.771,7.03263333333,11.0930666667
564.67,9.10506666666,9.94060869564,6.5587,9.00353333333,9.28199999999,8.40626666667,8.77473333334,6.9877,11.0941333333
565.01,9.07426666667,9.89583188407,6.5167,8.95513333333,9.21700000001,8.37003333333,8.73473333333,6.9634,11.0710666667
565.35,9.07140000001,9.92403478262,6.53466666667,8.9348,9.21880000001,8.34173333333,8.7448,6.9523,11.0719
565.69,9.11126666667,9.99702318839,6.5712,8.978,9.26386666667,8.35643333333,8.7966,7.01996666667,11.1535
566.03,9.1022,10.0036376812,6.56873333333,8.97866666667,9.24546666667,8.36973333333,8.781,7.03246666667,11.1498666667
566.37,9.12573333333,10.0532028986,6.60603333333,9.01773333333,9.27806666666,8.37286666667,8.79866666667,7.0645,11.1742
566.71,9.09633333333,10.0246289855,6.55196666667,8.97093333333,9.24660000001,8.33243333333,8.78606666667,7.0173,11.1155
567.05,9.072,10.0619623188,6.5522,8.96406666667,9.24173333334,8.34173333333,8.78933333333,7.00323333333,11.1253666667
567.39,9.10446666667,10.0860869565,6.60866666667,8.9968,9.27033333334,8.4187,8.8386,7.04343333333,11.1425333333
567.73,9.17186666666,10.1547188406,6.68743333333,9.07013333333,9.32733333333,8.47496666667,8.88106666667,7.09583333333,11.2001
568.07,9.1606,10.150257971,6.6911,9.06426666667,9.33673333333,8.46226666667,8.89633333333,7.11146666667,11.1862666667
568.41,9.18946666667,10.2159043478,6.77316666667,9.1192,9.37100000001,8.54543333333,8.94246666667,7.1831,11.1978666667
568.75,9.25586666667,10.2873362319,6.83903333333,9.1684,9.43793333334,8.5715,9.0152,7.24673333333,11.2467666667
569.09,9.311,10.3360666667,6.87146666667,9.23486666667,9.47680000001,8.65106666667,9.0402,7.29823333333,11.3034333333
569.43,9.28406666667,10.3097043478,6.85666666667,9.208,9.44086666666,8.64213333333,9.0108,7.2696,11.2595666667
569.77,9.2454,10.2695014493,6.8277,9.13553333333,9.41406666667,8.605,8.98433333334,7.20273333333,11.2208666667
570.11,9.27273333334,10.2981797101,6.84563333333,9.13566666667,9.43673333333,8.63726666667,9.02093333334,7.21673333333,11.2528333333
570.45,9.30126666667,10.3014,6.85813333333,9.1378,9.43006666667,8.6537,9.01633333333,7.2298,11.2653333334
570.79,9.34240000001,10.3222173913,6.89736666667,9.1748,9.47513333333,8.6628,9.039,7.26943333333,11.2987
571.13,9.33953333333,10.305973913,6.8655,9.16173333333,9.43353333334,8.60583333333,9.009,7.23933333333,11.2956333333
571.47,9.26473333334,10.2438956522,6.79303333333,9.09066666667,9.37346666667,8.54,8.95846666667,7.16663333333,11.2345333333
571.81,9.27666666666,10.2524434783,6.819,9.1096,9.36853333333,8.533,8.96493333333,7.1724,11.2578
572.15,9.29839999999,10.2444811594,6.83036666666,9.11253333333,9.40019999999,8.5393,8.97273333333,7.19266666666,11.2738333333
572.49,9.2692,10.1974724638,6.79413333333,9.06826666667,9.36073333333,8.53523333333,8.92373333333,7.1579,11.2391
572.83,9.27140000001,10.195342029,6.80096666667,9.06686666667,9.35659999999,8.5378,8.95286666667,7.16526666667,11.2571666667
573.17,9.27619999999,10.184515942,6.80603333334,9.05006666667,9.37879999999,8.5267,8.96486666666,7.1686,11.2690666667
573.51,9.26546666666,10.1950898551,6.7913,9.06546666667,9.36533333334,8.52363333333,8.9282,7.189,11.2674
573.85,9.21460000001,10.1486086957,6.7581,9.0234,9.33173333333,8.47423333333,8.89093333333,7.15303333333,11.2479666667
574.19,9.24026666667,10.2095478261,6.7802,9.07493333333,9.36580000001,8.52903333333,8.937,7.1838,11.3001666667
574.53,9.24893333333,10.221342029,6.7596,9.07333333333,9.34660000001,8.52086666667,8.93726666667,7.16983333333,11.2946
574.87,9.22253333333,10.1955362319,6.7452,9.06693333333,9.32506666666,8.51583333333,8.90073333333,7.14246666667,11.2783333333
575.21,9.27566666667,10.2021681159,6.79286666667,9.0798,9.35886666667,8.552,8.92326666667,7.1878,11.3306333333
575.55,9.28420000001,10.1952115942,6.77926666667,9.05913333333,9.36659999999,8.58946666667,8.90686666667,7.17973333333,11.3190666667
575.89,9.29619999999,10.2268608696,6.79463333333,9.0738,9.3826,8.576,8.898,7.1751,11.3333666667
576.22,9.33126666666,10.2760376812,6.83636666667,9.11466666667,9.43386666667,8.61983333333,8.93126666667,7.2031,11.3869
576.56,9.33726666667,10.2876724638,6.8612,9.1034,9.43986666667,8.60413333333,8.92146666667,7.20183333333,11.3794
576.90,9.40173333334,10.3652492754,6.91693333333,9.17673333333,9.47980000001,8.67983333333,8.97506666667,7.2749,11.4321666667
577.24,9.4672,10.3970550725,6.97776666667,9.22446666667,9.52866666667,8.7354,9.042,7.33033333333,11.4909666667
577.58,9.48893333333,10.4431246377,7.0433,9.27273333333,9.5642,8.78416666667,9.08026666667,7.3603,11.5204666667
577.92,9.49613333333,10.4535333333,7.0884,9.26153333333,9.56533333333,8.79046666667,9.08886666667,7.3969,11.5109
578.26,9.43780000001,10.4021304348,7.05783333333,9.21053333333,9.51726666666,8.73893333333,9.02526666667,7.34943333333,11.4622666667
578.60,9.48913333333,10.4664028985,7.093,9.25486666667,9.57573333334,8.7914,9.0972,7.40753333333,11.5177666667
578.94,9.52346666666,10.5547449275,7.13926666667,9.32426666667,9.61039999999,8.82633333333,9.13293333333,7.45373333333,11.5555
579.28,9.56026666666,10.5895594203,7.14766666667,9.35453333333,9.62106666666,8.82193333333,9.1636,7.47793333333,11.5838333333
579.61,9.49593333333,10.5218289855,7.05743333333,9.31559999999,9.56013333333,8.72913333333,9.0924,7.42166666667,11.5171
579.95,9.49133333334,10.5235014493,7.04913333333,9.3114,9.54653333333,8.7221,9.08546666667,7.45766666667,11.5257
580.29,9.45706666667,10.4900724638,7.00073333333,9.2972,9.51059999999,8.68633333333,9.05246666666,7.4416,11.5118666667
580.63,9.37346666666,10.3900144928,6.9322,9.22533333333,9.44973333333,8.62586666667,8.97466666667,7.378,11.4395333333
580.97,9.35786666666,10.3677246377,6.9203,9.199,9.4414,8.59743333333,8.97433333333,7.34136666667,11.4255
581.31,9.38833333333,10.3704086957,6.89386666667,9.2364,9.48453333333,8.6359,8.95266666667,7.36176666667,11.4335
581.65,9.39619999999,10.3695971014,6.9389,9.2306,9.50580000001,8.67006666667,8.9488,7.38126666667,11.4768333333
581.98,9.53486666667,10.4810144928,7.07746666667,9.3476,9.6188,8.81923333333,9.08046666667,7.5071,11.6508333333
582.32,9.53086666667,10.4664695652,7.13016666667,9.31773333333,9.61693333333,8.82596666667,9.0866,7.5178,11.6242
582.66,9.47000000001,10.4092521739,7.07286666667,9.26306666667,9.56253333334,8.74216666667,9.02673333333,7.4399,11.5662
583.00,9.4082,10.3503130435,7.04226666667,9.23493333333,9.54973333333,8.69646666667,8.99293333333,7.40516666667,11.5313666667
583.34,9.41779999999,10.3415507246,7.0776,9.22493333333,9.53993333334,8.7479,9.00133333333,7.41213333333,11.5261666667
583.68,9.46473333334,10.3959188406,7.14716666667,9.2652,9.57833333333,8.7928,9.0468,7.43003333333,11.5768333333
584.01,9.44640000001,10.3877826087,7.14336666667,9.24299999999,9.58273333334,8.7784,9.0614,7.39613333333,11.5499333333
584.35,9.53940000001,10.5273391304,7.23793333334,9.3186,9.65039999999,8.86043333333,9.1728,7.4817,11.6615
584.69,9.58866666667,10.5932028986,7.24353333333,9.34280000001,9.66900000001,8.92013333333,9.233,7.5244,11.7082666667
585.03,9.63593333333,10.6159072464,7.29313333333,9.35353333333,9.66906666667,8.95243333333,9.34273333333,7.57123333333,11.7822
585.37,9.57086666667,10.5613681159,7.21826666667,9.31819999999,9.61966666667,8.86976666666,9.3044,7.50106666667,11.7248
585.70,9.46373333334,10.4472550725,7.1029,9.21200000001,9.55179999999,8.74283333333,9.2016,7.41383333333,11.5922
586.04,9.51919999999,10.5026927536,7.146,9.299,9.61226666667,8.78833333333,9.23253333334,7.435,11.6951333333
586.38,9.57306666668,10.5565275362,7.1966,9.37833333333,9.66233333333,8.90979999999,9.31886666667,7.5187,11.7819666667
586.72,9.66293333333,10.6203101449,7.21456666667,9.44233333333,9.71366666666,8.97396666667,9.35466666667,7.55646666667,11.8681333333
587.06,9.65006666667,10.6202376812,7.20983333333,9.43406666667,9.74720000001,9.00266666667,9.3668,7.5264,11.8919666667
587.39,9.56406666667,10.5377188406,7.12026666667,9.37573333334,9.68833333333,8.93843333334,9.30653333333,7.4378,11.8049666667
587.73,9.5306,10.4864405797,7.09873333333,9.35679999999,9.63046666667,8.93806666667,9.26433333333,7.42406666667,11.8078
588.07,9.46773333333,10.3917623188,7.00216666667,9.31893333334,9.58233333333,8.83296666666,9.19386666667,7.3237,11.7377333333
588.41,9.42213333333,10.3400405797,6.97803333333,9.3152,9.57466666667,8.78976666667,9.11486666667,7.27973333333,11.6993
588.74,9.31973333333,10.2775594203,6.8845,9.23666666667,9.513,8.69846666667,9.0036,7.21783333333,11.5725
589.08,9.33793333334,10.2787623188,6.84186666667,9.23206666666,9.489,8.69223333333,8.9824,7.2167,11.5698666667
589.42,9.32206666667,10.273915942,6.83913333333,9.25113333333,9.48126666667,8.71116666667,8.96073333333,7.19513333333,11.5776
589.76,9.2866,10.1978260869,6.7859,9.2342,9.46466666666,8.67943333333,8.9344,7.1649,11.5306666667
590.09,9.24286666667,10.1500521739,6.72393333333,9.1656,9.42406666666,8.5968,8.8718,7.1181,11.4474666667
590.43,9.22533333334,10.1599478261,6.78346666667,9.1642,9.44553333334,8.65306666667,8.89813333333,7.15546666667,11.4499666667
590.77,9.34193333333,10.2813710145,6.89103333333,9.2918,9.55446666667,8.76183333333,9.0166,7.301,11.5906
591.11,9.449,10.3836782609,6.9913,9.3958,9.67386666666,8.88383333333,9.11886666667,7.4094,11.7098333333
591.44,9.54413333333,10.4635681159,7.03446666667,9.44626666667,9.78040000001,8.93543333333,9.15286666667,7.48203333333,11.769
591.78,9.65546666667,10.5885652174,7.1737,9.54419999999,9.90633333334,9.08469999999,9.2264,7.62233333333,11.8943
592.12,9.71533333333,10.6244869565,7.23586666667,9.60799999999,9.93926666667,9.13470000001,9.2856,7.69903333333,11.9393333333
592.46,9.76906666667,10.6415797102,7.29426666667,9.6304,9.9268,9.18903333333,9.32133333333,7.70273333333,12.0094666667
592.79,9.84213333333,10.72,7.41286666667,9.72606666665,10.0233333333,9.2316,9.4288,7.77076666667,12.1130333333
593.13,9.96013333332,10.8001014493,7.5139,9.80846666667,10.1118,9.33406666667,9.5416,7.88496666667,12.2105
593.47,9.91186666666,10.8185188406,7.49213333333,9.76139999999,10.0589333333,9.26840000001,9.52726666666,7.8909,12.2146666667
593.80,9.96886666667,10.8727449275,7.5783,9.81146666667,10.1291333333,9.36816666667,9.59853333333,7.95703333333,12.3125
594.14,9.98506666667,10.9318811594,7.57573333333,9.83999999999,10.1292,9.33423333333,9.59953333334,7.96383333333,12.3571666667
594.48,9.8838,10.824542029,7.46816666667,9.70666666667,10.0006666667,9.21716666667,9.46520000001,7.84256666667,12.2388666667
594.81,9.84046666667,10.7916724638,7.40313333333,9.67533333333,9.92766666667,9.16389999999,9.395,7.78996666667,12.2459
595.15,9.85793333332,10.8246782609,7.45153333334,9.72406666666,9.95600000001,9.23313333334,9.43173333334,7.82073333333,12.2943
595.49,9.77980000001,10.7593884058,7.38566666667,9.6394,9.8446,9.13706666666,9.36046666667,7.75196666667,12.2170333333
595.82,9.65133333333,10.6914492754,7.28316666667,9.54106666666,9.7474,9.055,9.25626666667,7.63373333333,12.1519
596.16,9.63813333332,10.7140086956,7.26013333333,9.55993333334,9.74973333333,9.06630000001,9.24433333333,7.6388,12.1527
596.50,9.65326666667,10.7164869565,7.27433333333,9.57173333333,9.78619999999,9.10939999999,9.23566666667,7.65586666667,12.1875
596.83,9.60019999999,10.6940869565,7.22603333333,9.53486666668,9.74206666666,9.05460000001,9.17766666667,7.61683333333,12.1560333333
597.17,9.60653333333,10.6961768116,7.21093333333,9.54373333333,9.75119999999,9.10653333334,9.16693333333,7.5992,12.1525666667
597.51,9.54379999999,10.6412115942,7.12393333333,9.50173333334,9.67566666667,9.02243333333,9.10086666667,7.5411,12.0896666667
597.84,9.49513333333,10.575768116,7.10563333333,9.4398,9.63999999999,9.0022,9.0586,7.5398,12.0370333333
598.18,9.50739999999,10.6043507246,7.1236,9.47626666667,9.66793333334,9.03593333333,9.09386666666,7.5597,12.0642333333
598.52,9.51133333333,10.5566811594,7.1331,9.45813333333,9.65806666667,9.02016666667,9.10213333333,7.5843,12.0383666667
598.85,9.51353333333,10.5395594203,7.1113,9.48793333333,9.66993333333,8.98823333333,9.09086666667,7.58703333333,12.0537666667
599.19,9.50293333333,10.5311449275,7.0909,9.49513333333,9.69480000001,9.00396666667,9.1012,7.5568,12.0303666667
599.53,9.55639999999,10.5549391304,7.1179,9.53393333334,9.75120000001,9.04996666667,9.15173333333,7.60526666667,12.0351
599.86,9.5684,10.5678376812,7.14263333333,9.536,9.77573333334,9.03186666667,9.14893333334,7.6234,12.0252666667
600.20,9.46399999999,10.4661391304,7.01313333333,9.42986666667,9.63746666667,8.96253333333,9.04086666667,7.5411,11.8736666667
600.53,9.42593333334,10.3983971014,6.9802,9.39180000001,9.58953333333,8.92816666666,9.00213333333,7.55476666667,11.8420333333
600.87,9.48833333333,10.4613130435,7.05343333333,9.45226666666,9.66473333333,8.97353333333,9.07166666667,7.65073333333,11.9341333333
601.21,9.48326666667,10.4658869565,7.04103333333,9.44673333333,9.67519999999,8.99659999999,9.0788,7.65673333333,11.9568333333
601.54,9.56140000001,10.52,7.08386666667,9.54606666667,9.70153333333,9.06003333333,9.14606666667,7.6949,12.0374333333
601.88,9.56233333335,10.5400289855,7.08926666667,9.55046666666,9.71766666667,9.06673333334,9.1636,7.70443333333,12.0632333333
602.21,9.57653333333,10.5948956522,7.14186666667,9.58180000001,9.76206666666,9.08019999999,9.20266666667,7.70076666667,12.0988
602.55,9.59986666666,10.633684058,7.19016666667,9.59353333333,9.77213333333,9.10450000001,9.25779999999,7.7427,12.1394666666
602.88,9.52966666667,10.5858927536,7.14136666667,9.53600000001,9.69913333334,9.04233333333,9.20946666667,7.69096666667,12.1406
603.22,9.53293333335,10.5774144927,7.15233333333,9.54773333334,9.66593333333,9.04689999999,9.2122,7.68633333333,12.1649333333
603.56,9.54106666667,10.5909014493,7.157,9.54886666666,9.67753333334,9.03783333334,9.2266,7.70593333333,12.2061666667
603.89,9.57780000001,10.6549884058,7.21906666667,9.58326666666,9.7128,9.04516666667,9.27513333333,7.72723333333,12.2949
604.23,9.59113333333,10.681942029,7.23726666667,9.5966,9.73586666666,9.05799999999,9.29153333333,7.691,12.3070666666
604.56,9.5518,10.6418347826,7.18243333333,9.55860000001,9.68493333333,9.0329,9.22553333333,7.61806666667,12.2395
604.90,9.63953333333,10.7390492753,7.29873333333,9.63913333334,9.75999999999,9.0897,9.30526666667,7.6793,12.2983
605.23,9.57586666668,10.7062521739,7.23173333333,9.56680000001,9.70820000001,9.01390000001,9.23693333333,7.60073333333,12.2287666667
605.57,9.57206666665,10.6867188406,7.22246666667,9.5474,9.67446666667,8.97713333333,9.22546666667,7.58413333333,12.2159666667
605.90,9.55113333333,10.6839449275,7.17243333333,9.53326666667,9.64873333334,8.98119999999,9.2112,7.59276666667,12.1754
606.24,9.53906666667,10.6762753623,7.15306666667,9.5064,9.62793333333,8.99846666667,9.19913333333,7.5604,12.1483333333
606.58,9.6356,10.7078434783,7.2083,9.57693333334,9.70539999999,9.1017,9.25833333333,7.63426666667,12.2314333333
606.91,9.6314,10.7220405797,7.22053333333,9.52893333333,9.7218,9.1088,9.2354,7.62416666667,12.2535
607.25,9.63933333335,10.7206608695,7.2213,9.51060000001,9.72693333334,9.13013333334,9.2362,7.5913,12.2544
607.58,9.58626666667,10.6498318841,7.17726666667,9.47273333334,9.68319999999,9.09770000001,9.19773333333,7.57153333333,12.1908333333
607.92,9.53766666667,10.6327449275,7.11943333333,9.42639999999,9.64013333333,9.03783333333,9.16993333333,7.55786666667,12.1582
608.25,9.49773333334,10.6172057971,7.082,9.37193333333,9.5652,9.00073333333,9.16166666667,7.5507,12.123
608.59,9.44046666665,10.5515188406,7.00456666667,9.31213333333,9.48573333332,8.98536666667,9.10433333333,7.5019,12.0996333333
608.92,9.39206666667,10.5084086956,7.01836666667,9.31353333333,9.44446666666,8.99563333333,9.09286666667,7.49823333333,12.0774
609.26,9.41013333333,10.4926811594,7.0377,9.33133333333,9.47426666667,9.02726666666,9.0888,7.53576666667,12.1088666667
609.59,9.45226666666,10.5366202898,7.0787,9.36286666667,9.48333333333,9.03823333333,9.10126666667,7.54646666667,12.1809333333
609.93,9.37340000001,10.4853710145,7.03586666667,9.32686666666,9.39073333334,8.96819999999,9.0356,7.4855,12.1153333333
610.26,9.33253333334,10.5230811594,7.0539,9.32,9.36473333333,8.93820000001,9.0424,7.48146666667,12.0681333333
610.60,9.38173333334,10.5859188406,7.11926666667,9.4086,9.4094,8.96346666667,9.0968,7.55036666667,12.1175666667
610.93,9.37966666667,10.5863565217,7.1239,9.43346666667,9.40206666667,8.98096666667,9.10573333333,7.57396666667,12.1444
611.27,9.40406666667,10.6150521739,7.14693333333,9.4376,9.42333333333,9.00036666667,9.12993333333,7.59223333333,12.1973666667
611.60,9.47246666668,10.6881884058,7.2512,9.53326666666,9.46826666667,9.10053333333,9.20873333334,7.64586666667,12.2777333333
611.93,9.44293333333,10.6407362319,7.23883333333,9.51046666667,9.43966666667,9.04180000001,9.18020000001,7.59623333333,12.2647666667
612.27,9.42866666667,10.6439275362,7.2378,9.54226666666,9.44366666667,8.98663333334,9.1718,7.5623,12.2518333333
612.60,9.5978,10.8102666667,7.36303333333,9.66586666667,9.64526666667,9.14003333333,9.3206,7.69653333333,12.4437333333
612.94,9.64920000001,10.9242695652,7.4475,9.74766666667,9.71373333333,9.19586666666,9.41506666667,7.76663333333,12.5071333333
613.27,9.63066666667,10.8727971014,7.44536666667,9.76566666668,9.71733333333,9.21090000001,9.41960000001,7.7524,12.4925666667
613.61,9.71613333332,10.9532956522,7.48333333333,9.8164,9.81639999999,9.26406666666,9.49459999999,7.81736666667,12.5774666667
613.94,9.78619999999,10.9476521739,7.4968,9.85219999999,9.85773333333,9.26139999999,9.52566666666,7.81636666667,12.6281666667
614.28,9.82706666667,10.9661188406,7.49446666667,9.88446666667,9.88946666668,9.3021,9.60146666667,7.86756666667,12.6717333333
614.61,9.81593333333,10.9944782609,7.49286666667,9.85373333333,9.8804,9.25836666666,9.61166666667,7.87926666667,12.6869
614.94,9.80560000001,11.0099913043,7.45916666667,9.83613333332,9.85146666668,9.27623333333,9.59260000001,7.84086666667,12.6649666667
615.28,9.8074,11.0234115942,7.4474,9.81626666668,9.85726666666,9.31109999999,9.57813333334,7.86196666667,12.6848333333
615.61,9.89700000001,11.0945217391,7.51126666667,9.90099999999,9.96606666666,9.43406666667,9.65613333333,7.94616666667,12.8105666667
615.95,9.9504,11.1414782609,7.5765,9.9222,10.002,9.5112,9.6828,8.007,12.897
616.28,9.82106666667,11.0807014493,7.5005,9.84266666667,9.87700000001,9.40979999999,9.59806666667,7.90446666667,12.8109666667
616.61,9.88419999999,11.1413217391,7.53273333333,9.88706666667,9.92513333333,9.48803333333,9.63073333333,7.95706666667,12.9174
616.95,9.87253333333,11.2054434783,7.58466666667,9.87253333333,9.92613333333,9.44929999999,9.62606666667,7.9756,12.9292
617.28,9.8118,11.1476695652,7.5906,9.85926666665,9.86833333333,9.45516666666,9.58480000001,7.93636666667,12.9120666667
617.62,9.77666666667,11.1458028986,7.55613333333,9.84,9.83566666667,9.46246666666,9.5544,7.92543333333,12.9032666667
617.95,9.77666666667,11.1221478261,7.54666666667,9.81699999999,9.82906666665,9.48083333334,9.52973333333,7.9008,12.8960333333
618.28,9.77133333335,11.1078376812,7.5524,9.87726666667,9.83273333333,9.52566666667,9.55600000001,7.9045,12.8593666667
618.62,9.79646666667,11.152142029,7.58,9.91926666667,9.84473333332,9.51826666667,9.5286,7.92363333333,12.8849
618.95,9.81546666665,11.1681275362,7.60746666667,9.92160000001,9.86993333334,9.51933333333,9.53719999999,7.91403333333,12.8773666667
619.28,9.90699999999,11.2171130435,7.73916666667,10.0129333333,9.98526666666,9.60663333333,9.60853333335,8.0271,12.9303333333
619.62,9.93593333334,11.2239797101,7.76586666667,10.0122,10.0110666667,9.64193333334,9.64506666667,8.07046666667,12.9450333333
619.95,10.0048,11.2302086957,7.8049,10.0699333333,10.0608666667,9.70299999999,9.71813333332,8.11703333333,13.0042666667
620.28,9.92466666667,11.087373913,7.71013333333,9.989,9.9416,9.6179,9.64913333332,8.0062,12.8904333333
620.62,9.91666666667,11.0245043478,7.62,9.9362,9.91193333332,9.60123333334,9.61320000001,7.9519,12.8431666667
620.95,9.92159999999,11.0092376811,7.56346666667,9.87133333334,9.91746666667,9.56646666667,9.58353333334,7.9194,12.8110666667
621.28,9.78906666667,10.9041304348,7.42943333333,9.7238,9.8292,9.42926666667,9.46533333333,7.84533333333,12.7141333333
621.62,9.73320000001,10.8601768116,7.4117,9.68019999999,9.77406666665,9.355,9.39966666667,7.79966666667,12.6374
621.95,9.7178,10.8251594203,7.41483333333,9.636,9.71346666667,9.31763333333,9.37153333334,7.74906666667,12.6408
622.28,9.74246666668,10.8269884058,7.43466666667,9.65273333334,9.78179999999,9.36396666667,9.47059999999,7.7981,12.6817666667
622.62,9.81066666667,10.8724898551,7.52523333333,9.74206666667,9.87246666667,9.4269,9.5666,7.86033333333,12.8167
622.95,9.83886666667,10.9467478261,7.5724,9.75313333332,9.88273333335,9.43046666666,9.62613333333,7.8855,12.9195666667
623.28,9.85826666666,10.9797072464,7.61053333333,9.77146666667,9.92253333333,9.41023333333,9.65453333333,7.8857,12.9807
623.62,9.913,11.0150521739,7.6414,9.81006666666,9.97373333333,9.43360000001,9.66620000001,7.9037,13.0008666667
623.95,9.86893333335,11.0535391304,7.62226666667,9.78406666666,9.97039999999,9.45966666667,9.62686666667,7.8533,12.9764
624.28,9.86166666666,11.0844115942,7.6687,9.80280000001,9.99606666668,9.49790000001,9.68500000001,7.87396666667,13.0206333333
624.62,9.90386666667,11.1765449275,7.7567,9.88406666666,10.0150666667,9.50716666667,9.75006666667,7.92786666667,13.0725333333
624.95,10.0716666667,11.3197333333,7.9643,10.0724666667,10.1601333333,9.72186666667,9.90873333333,8.05313333333,13.2484
625.28,10.0907333333,11.3141768116,7.9614,10.0715333333,10.1809333333,9.72343333333,9.89853333333,8.0476,13.2995
625.61,10.1556,11.3525884058,7.97536666667,10.1039333333,10.2466666667,9.76463333333,9.90113333335,8.09136666667,13.3055666667
625.95,10.1764,11.3594695652,7.991,10.1028,10.2408666667,9.75076666666,9.8978,8.06163333333,13.3374
626.28,10.0737333333,11.2918289855,7.86546666667,9.99733333332,10.1456666667,9.66103333334,9.79819999999,7.96423333333,13.2442333333
626.61,10.084,11.3181971014,7.8104,10.0080666667,10.1395333333,9.69283333334,9.803,7.9614,13.2183333333
626.94,9.99326666666,11.2260666667,7.69823333333,9.90753333335,10.0661333333,9.63743333333,9.68740000001,7.86696666667,13.1297
627.28,9.91753333333,11.1794869565,7.6524,9.82440000001,10.0003333333,9.56006666667,9.62639999999,7.839,13.0639333333
627.61,9.9684,11.1933942029,7.696,9.87779999999,10.0456666667,9.54960000001,9.65679999999,7.8943,13.1021333333
627.94,9.94833333333,11.1180057971,7.6617,9.85046666667,10.0245333333,9.53220000001,9.60559999999,7.87866666667,13.0441
628.27,9.91813333333,11.0720434783,7.6054,9.78440000001,10.04,9.53206666667,9.57666666667,7.864,13.0674666667
628.61,9.8554,11.0021217391,7.51893333333,9.67326666666,9.95320000001,9.40916666667,9.4848,7.7778,12.9758
628.94,9.93826666667,11.1074057971,7.59426666667,9.7672,10.0222666667,9.52423333333,9.59480000001,7.8682,13.0429666667
629.27,9.87653333332,11.0968782609,7.6175,9.76326666666,10.0304666667,9.52806666667,9.60653333333,7.8529,13.0854666667
629.60,9.82046666666,11.004257971,7.55363333333,9.71913333335,9.98313333333,9.49306666666,9.53853333333,7.84023333333,13.0007333333
629.94,9.85666666666,11.0221942029,7.58173333333,9.73393333334,9.99826666666,9.49036666667,9.55226666667,7.88216666667,13.0070333333
630.27,9.97153333334,11.0974550725,7.71423333333,9.83546666667,10.1171333333,9.55843333333,9.63293333333,7.97276666667,13.1422333333
630.60,10.0156666667,11.1294405797,7.73256666667,9.8766,10.1415333333,9.57290000001,9.65659999999,8.00313333333,13.1675
630.93,9.97206666667,11.0958985507,7.69053333333,9.81960000001,10.1034666667,9.51466666667,9.60379999999,7.92786666667,13.1825
631.26,9.99653333333,11.1172028986,7.69706666667,9.81506666667,10.1132666667,9.51260000001,9.61920000001,7.94726666667,13.2397333333
631.60,10.0126666667,11.1743710145,7.6976,9.81880000001,10.1160666667,9.50706666666,9.62666666665,7.97446666667,13.3215666667
631.93,10.1062666667,11.2069971014,7.73566666667,9.90326666665,10.1342666667,9.56239999999,9.68086666667,7.97566666667,13.3444666667
632.26,10.1101333333,11.2038463768,7.7239,9.93993333333,10.1965333333,9.58129999999,9.73120000001,7.97713333333,13.4092666667
632.59,10.0327333333,11.1573101449,7.65473333333,9.85446666667,10.1603333333,9.48860000001,9.65586666666,7.87663333333,13.3658
632.92,10.1505333333,11.2283217391,7.66406666667,9.89986666665,10.2126666667,9.54436666666,9.69846666667,7.96796666667,13.4017
633.26,10.2454,11.352773913,7.78323333333,10.0004,10.3492,9.63416666667,9.79926666667,8.05666666667,13.5370333334
633.59,10.1906,11.2752434783,7.7064,9.94926666667,10.283,9.60139999999,9.76086666667,7.9894,13.4707666667
633.92,9.96626666667,11.0782028985,7.50836666667,9.76053333333,10.073,9.42639999999,9.55846666667,7.78706666667,13.2484333333
634.25,9.95300000001,11.0583652174,7.53903333333,9.7842,10.0939333333,9.48056666667,9.60186666667,7.8245,13.2188333333
634.58,10.0019333333,11.0356550725,7.5409,9.79866666667,10.1306666667,9.52393333334,9.63826666667,7.87396666667,13.2554333333
634.91,9.94099999999,10.9920550725,7.508,9.71640000001,10.0719333333,9.52203333333,9.61086666665,7.81546666667,13.2595
635.25,9.91706666668,11.0050782609,7.52106666667,9.72819999999,10.0534,9.51989999999,9.608,7.83363333333,13.2464
635.58,9.82493333333,10.9228289855,7.47683333334,9.66646666667,10.0330666667,9.48946666667,9.55473333334,7.81446666667,13.2442333333
635.91,9.88099999999,10.9723594203,7.5178,9.70293333333,10.0518,9.56933333334,9.56786666666,7.85106666667,13.2753
636.24,9.79666666667,10.8886608696,7.4051,9.65926666667,9.98746666665,9.54523333333,9.51093333334,7.79723333333,13.2116666667
636.57,9.68893333335,10.7516782609,7.33553333334,9.56913333333,9.8638,9.4036,9.38646666667,7.63896666667,13.0865666667
636.90,9.65120000001,10.7356376812,7.28213333333,9.52073333334,9.79320000001,9.37360000001,9.358,7.60426666667,13.0111
637.23,9.69646666665,10.7838724638,7.3247,9.5648,9.87133333333,9.43863333333,9.39706666667,7.66033333333,13.0783333334
637.56,9.71680000001,10.8013565217,7.33246666667,9.60319999999,9.91266666667,9.46339999999,9.41186666667,7.6706,13.1226666667
637.90,9.75613333333,10.8721275362,7.3691,9.63920000001,9.92599999999,9.46576666667,9.46806666666,7.71593333333,13.2032333333
638.23,9.71720000001,10.8974985507,7.40126666667,9.6208,9.89473333334,9.51676666666,9.47546666667,7.6944,13.1976666667
