wavelength,Back_HemTrif,Belly_HemTrif,Breast_HemTrif,Crissum_HemTrif,Crown_HemTrif,DorTail_HemTrif,Patch10_HemTrif,Patch11_HemTrif,Rump_HemTrif,Throat_HemTrif,WingTip_HemTrif
561.26,11.7474,40.8524666667,31.7376666667,25.6038,11.9064,12.8014666667,39.197,7.12726666667,11.2632,32.8715333333,12.6993333333
561.60,11.7320666667,40.8976,31.7509333333,25.619,11.9144666667,12.7883333334,39.2192666666,7.10293333333,11.2456,32.8912,12.6838
561.94,11.7355333333,40.9719333333,31.8357333333,25.6528,11.9621333333,12.7957333333,39.2172,7.0896,11.2266666667,32.9622,12.7225333333
562.28,11.7846,41.0072666667,31.8896,25.7226,12.0184,12.8526,39.2326,7.1144,11.2474666667,33.0098,12.7953333333
562.62,11.7634,40.9683333333,31.8742666667,25.7052,11.9694,12.8172666667,39.1942666667,7.06306666667,11.2140666667,33.0029333333,12.7498
562.96,11.7464666667,40.9671333333,31.9066,25.7046,11.9346,12.7909333333,39.1844666667,7.03873333333,11.1771333333,33.0083333333,12.714
563.30,11.7005333333,40.985,31.9334666667,25.7057333333,11.8871333333,12.7606666667,39.1965333333,6.98846666667,11.1392666667,33.0255333333,12.6788
563.64,11.6905333333,40.9867333334,31.9878666667,25.7136666667,11.882,12.7542666667,39.1915333333,6.97873333333,11.1330666667,33.0831333333,12.6674
563.99,11.7309333333,41.0428,32.081,25.7918666667,11.9371333333,12.7859333333,39.2226666667,7.0146,11.1754666667,33.1530666667,12.709
564.33,11.8164,41.0837333333,32.1617333333,25.8770666667,11.9893333333,12.8704666667,39.2898,7.08926666666,11.239,33.2460666667,12.8019333333
564.67,11.8237333333,41.0914,32.1734,25.8824,11.9544666667,12.8443333333,39.2604666667,7.07393333333,11.2472666667,33.2665333333,12.787
565.01,11.8212,41.1067333333,32.1811333333,25.9092666667,11.9159333333,12.8534666666,39.2339333334,7.0624,11.2511333333,33.2919333333,12.7783333334
565.35,11.7971333333,41.1016,32.2146666667,25.9182666667,11.8799333333,12.8421333333,39.2122,7.0514,11.233,33.3258666667,12.7681333333
565.69,11.7971333333,41.1016666667,32.2632,25.9275333334,11.844,12.8432,39.2519333333,7.05326666667,11.2401333333,33.3548,12.7646
566.03,11.8038,41.1669333333,32.3275333333,25.9776666667,11.8251333333,12.8337333333,39.2884,7.06646666667,11.2594666667,33.3945333333,12.7695333333
566.37,11.7986,41.2146666667,32.3588,26.0198666667,11.8276666667,12.8567333333,39.3284,7.06666666667,11.2708666667,33.45,12.7713333333
566.71,11.7696666666,41.1652666667,32.3466,26.0062666667,11.8167333333,12.8373333333,39.2456666667,7.03746666667,11.2644,33.4163333333,12.7636
567.05,11.824,41.1692,32.3742666667,26.0647333333,11.8914,12.8754666667,39.2542,7.09473333333,11.3286666667,33.4754666667,12.8337333333
567.39,11.867,41.2162,32.4153333333,26.1125333333,11.8998,12.9065333333,39.2876666666,7.13046666667,11.3638666667,33.519,12.8642
567.73,11.8988666667,41.2625333333,32.5018,26.1686,11.9138,12.9502666667,39.3196,7.1656,11.3875333333,33.6078,12.8947333333
568.07,11.8557333333,41.291,32.5349333333,26.1844666667,11.8636666667,12.9166,39.2868,7.108,11.3324,33.6357333334,12.8467333333
568.41,11.8254666667,41.2946666667,32.5582,26.206,11.8634666667,12.9059333333,39.2982666667,7.08213333333,11.3217333333,33.6768666667,12.8156666667
568.75,11.8586,41.3644,32.6329333333,26.2815333333,11.8839333333,12.9317333333,39.3917333333,7.0968,11.3706666667,33.7697333333,12.8400666667
569.09,11.8790666667,41.3783333333,32.6519333334,26.3082,11.9059333333,12.9198,39.4054666667,7.10486666667,11.3726,33.8263333333,12.8248
569.43,11.8780666667,41.3820666667,32.6604,26.3204,11.8888,12.9204,39.386,7.08353333333,11.3494,33.8386,12.7869333333
569.77,11.8551333333,41.3610666667,32.6702,26.2982,11.8775333333,12.9233333333,39.358,7.0652,11.3313333333,33.8853333333,12.7686
570.11,11.9040666666,41.4191333333,32.7515333333,26.3564666667,11.9352666667,12.9792,39.4025333333,7.1018,11.3812,33.9737333333,12.8084666667
570.45,11.9423333333,41.4444,32.7942,26.4047333333,11.9518666667,13.0373333333,39.4558666666,7.12806666667,11.4204,34.0638666667,12.8232
570.79,11.9305333333,41.5370666667,32.8861333333,26.4431333333,11.9436,13.063,39.5287333334,7.11533333333,11.4062666667,34.1395333333,12.8180666667
571.13,11.903,41.5673333333,32.9282,26.459,11.9408,13.0497333333,39.5686666667,7.09286666667,11.3762,34.1949333333,12.8032
571.47,11.9497333333,41.6232666667,32.9505333333,26.4758,11.9577333333,13.0828,39.6015333333,7.12233333333,11.3969333333,34.2170666667,12.8200666667
571.81,11.9964666667,41.6827333333,32.9924,26.5378,12.0003333333,13.1397333333,39.6357333333,7.1796,11.4592,34.2752666667,12.8489333333
572.15,12.0442,41.7786666667,33.1038,26.6182666667,12.0445333333,13.221,39.7162666667,7.23766666667,11.5003333333,34.3660666667,12.9097333333
572.49,12.0342666667,41.7254666667,33.1064666667,26.5984666667,12.0456,13.2141333334,39.6651333333,7.24113333334,11.4657333333,34.3686,12.8862
572.83,12.0540666667,41.8545333333,33.2311333333,26.6952666667,12.0912666667,13.2809333333,39.7680666667,7.2712,11.5122666667,34.4573333333,12.9316
573.17,12.0546666667,41.9000666667,33.2670666667,26.7380666667,12.1047333334,13.3002666667,39.7863333333,7.2742,11.5436,34.5317333333,12.9622666667
573.51,12.0468,41.899,33.2830666667,26.7638666667,12.1041333333,13.2852,39.8298666667,7.25706666667,11.536,34.5527333333,12.9408666667
573.85,12.0267333333,41.8983333333,33.2973333333,26.7484,12.0653333334,13.2462666667,39.7876666667,7.233,11.4942,34.5472,12.9138666667
574.19,12.0741333333,42.0113333334,33.3919333333,26.8288,12.1234,13.2598,39.8746666667,7.27953333333,11.5282666667,34.6473333333,12.9668666667
574.53,12.1048,42.0366666667,33.4222,26.8788,12.134,13.2798,39.8864,7.29793333333,11.5603333333,34.698,12.985
574.87,12.1234,42.0964,33.4753333333,26.9532,12.1652,13.3034666667,39.9151333333,7.33046666667,11.6062,34.7666666667,13.0326666667
575.21,12.0707333333,42.048,33.4570666667,26.9496,12.1525333333,13.2836,39.8888666667,7.29773333333,11.5876666667,34.7753333333,13.0169333333
575.55,12.0506,42.1005333333,33.499,26.9516,12.1396,13.272,39.9432,7.26233333333,11.5658666667,34.8394,13.0156
575.89,12.0693333333,42.1048,33.5039333333,26.9724666667,12.1408,13.2697333333,39.9532666667,7.2682,11.5695333333,34.8814,13.0293333333
576.22,12.1046,42.2222666666,33.6276,27.0465333333,12.1794,13.2986666667,40.0532666667,7.2966,11.6362666667,34.9985333333,13.0785333334
576.56,12.0832,42.1512666667,33.6086666667,26.9804,12.1363333334,13.2739333333,39.9909333333,7.279,11.6155333333,35.0014,13.0702666667
576.90,12.1176,42.1631333333,33.6691333333,27.0136666667,12.1569333333,13.2804,40.0304666667,7.3238,11.6413333334,35.0394,13.101
577.24,12.1858666667,42.2623333333,33.7961333333,27.0956666667,12.2235333334,13.3676,40.1004,7.39473333333,11.7049333333,35.161,13.1674
577.58,12.2266,42.3726666667,33.9269333333,27.2178,12.2902,13.4038,40.2573333333,7.45913333333,11.7612,35.2898666667,13.2560666667
577.92,12.2019333333,42.4079333333,33.9769333333,27.2239333333,12.2606666667,13.3977333333,40.2754,7.4286,11.7140666667,35.3280666667,13.2434666667
578.26,12.2017333333,42.4406,34.0200666667,27.2487333333,12.2739333333,13.3934,40.3271333334,7.4394,11.7242666667,35.3694,13.2510666667
578.60,12.2005333333,42.4253333333,34.0892666666,27.2632,12.2620666667,13.4042666667,40.3419333333,7.4234,11.6999333333,35.3979333333,13.2332
578.94,12.2403333333,42.5508,34.2102,27.3482,12.2746666667,13.4126666667,40.4606,7.42546666667,11.7260666667,35.5291333333,13.258
579.28,12.2429333333,42.5272666667,34.2718666667,27.366,12.2988,13.4002,40.4708,7.44026666667,11.7285333333,35.5534,13.2770666667
579.61,12.1943333333,42.5254666667,34.293,27.3589333333,12.2473333333,13.3552666667,40.4665333333,7.3902,11.7016666667,35.5793333333,13.2386666667
579.95,12.1264,42.4756,34.2308,27.3356,12.1788666667,13.3124,40.4257333333,7.30753333333,11.6104,35.5677333333,13.1633333333
580.29,12.13,42.5215333334,34.2953333333,27.3902,12.1816666667,13.2736,40.4720666667,7.3022,11.6047333333,35.5788,13.1567333333
580.63,12.087,42.5375333333,34.2938,27.4070666667,12.1842,13.2728666667,40.4771333334,7.26993333333,11.5778666667,35.6022666667,13.1310666667
580.97,12.0966,42.6042666667,34.3541333333,27.4672,12.2055333333,13.2948666667,40.539,7.25986666667,11.5972666667,35.6634,13.1822666667
581.31,12.1686,42.5890666667,34.4036,27.5051333333,12.2554666667,13.3556666667,40.5536666667,7.2816,11.6448,35.7378666667,13.2088
581.65,12.2177333333,42.6573333333,34.5137333333,27.5901333333,12.2985333333,13.4082,40.6114666667,7.33126666667,11.7363333333,35.8508,13.2622
581.98,12.2104666667,42.7283333333,34.5886,27.6240666667,12.2941333333,13.4223333333,40.6312,7.33246666667,11.7274,35.908,13.2522666667
582.32,12.2500666667,42.8356666667,34.6064,27.6267333333,12.3272666667,13.4700666667,40.6612,7.36973333333,11.7948666667,35.9728666667,13.2866
582.66,12.2728,42.8368666667,34.6722666666,27.6635333333,12.345,13.5182,40.6484,7.4338,11.8491333333,36.018,13.3418
583.00,12.2713333333,42.8680666667,34.6878666667,27.6930666667,12.3035333333,13.4972666667,40.6818,7.4092,11.8308666667,36.0591333333,13.3138666666
583.34,12.2946,42.8997333333,34.7724,27.7511333333,12.3422666667,13.535,40.724,7.43313333333,11.8662666667,36.0876,13.3286
583.68,12.3184666667,42.9776666667,34.8200666667,27.7883333333,12.3722666667,13.53,40.7616666667,7.47453333333,11.8794666667,36.1110666667,13.3459333333
584.01,12.3884,43.1122666667,34.905,27.8839333333,12.435,13.6276,40.8404666667,7.52046666667,11.9367333333,36.2574666667,13.4078666667
584.35,12.4394666667,43.1556666667,34.9634,27.9314666667,12.464,13.6442666667,40.8626,7.54113333333,11.9562666667,36.3399333333,13.431
584.69,12.4238666667,43.184,34.9768,27.9512666667,12.4376,13.6248,40.8571333333,7.52986666667,11.9317333334,36.377,13.4214666667
585.03,12.3495333333,43.2231333333,34.9591333334,27.9278666667,12.3464666667,13.5573333333,40.8049333333,7.48526666667,11.8544666667,36.3355333334,13.3489333333
585.37,12.3354,43.261,34.9282666667,27.9165333333,12.3434666667,13.5482,40.8104,7.4596,11.8083333333,36.3183333333,13.3241333333
585.70,12.4226666667,43.3027333333,35.0084,27.9747333333,12.3901333333,13.6246,40.8721333333,7.48513333333,11.8507333333,36.3911333333,13.3850666667
586.04,12.3994,43.2278,35.016,28.0059333333,12.3921333333,13.596,40.8473333333,7.45713333333,11.788,36.3861333333,13.3700666667
586.38,12.3594,43.2191333333,34.9669333333,27.9797333333,12.3563333333,13.55,40.8362,7.40053333333,11.7115333333,36.3763333333,13.2967333333
586.72,12.4662666667,43.3142666667,35.0995333333,28.1023333333,12.4914666667,13.6743333333,40.8724666667,7.50806666667,11.8514,36.4895333333,13.4356666667
587.06,12.4426,43.3562,35.0922666667,28.0900666667,12.4367333333,13.6322666667,40.8755333333,7.49833333333,11.7940666667,36.5015333333,13.411
587.39,12.4262,43.3297333333,35.1208,28.0962,12.4120666667,13.6459333333,40.8603333333,7.4584,11.7756,36.5322,13.4307333333
587.73,12.3509333333,43.1826,35.0546,27.9929333333,12.3215333333,13.5761333333,40.7299333333,7.3872,11.7013333333,36.4525333333,13.3408
588.07,12.3249333333,43.236,35.1168666667,27.9991333333,12.2597333333,13.5792,40.7658,7.3668,11.6818,36.4818666667,13.3108666667
588.41,12.2912666667,43.1964666667,35.0688666667,27.9755333333,12.2194666667,13.5348,40.6909333334,7.33593333333,11.657,36.4498,13.2292
588.74,12.3199333333,43.2991333333,35.1753333333,28.053,12.2643333334,13.5972666667,40.7688666666,7.35153333333,11.7161333333,36.5825333333,13.2791333333
589.08,12.2871333333,43.296,35.2082,28.1122666667,12.2296,13.5784,40.7696,7.3178,11.7129333333,36.6344666667,13.2642
589.42,12.2236,43.2722,35.2078666667,28.096,12.1820666667,13.5218666667,40.725,7.2978,11.6751333333,36.6376666667,13.243
589.76,12.1768,43.3402666667,35.2336,28.1205333333,12.1289333333,13.4732666667,40.7484,7.235,11.6654,36.6940666667,13.1796
590.09,12.2302666667,43.4944,35.3860666667,28.2478666667,12.2104666667,13.5198,40.8608,7.27533333333,11.7331333333,36.8083333333,13.2455333333
590.43,12.1829333333,43.4949333333,35.3668666667,28.187,12.1717333334,13.4951333333,40.8532666667,7.26066666667,11.6864,36.7906666667,13.2018
590.77,12.2394,43.5523333333,35.4428,28.2496666667,12.2255333333,13.5494666667,40.8812,7.26553333333,11.7364666667,36.8813333333,13.2612
591.11,12.3368,43.6984,35.6198666667,28.3733333333,12.3299333333,13.6514666667,41.0204666667,7.35986666667,11.8409333333,37.0474,13.3633333333
591.44,12.3961333333,43.7942666667,35.7182,28.4568,12.3794666667,13.6925333333,41.1139333333,7.40226666667,11.8959333333,37.1548,13.4426666666
591.78,12.4200666667,43.8126666667,35.7646666667,28.509,12.4266,13.7278,41.1438666667,7.44593333333,11.9404666667,37.2068666667,13.5118
592.12,12.4827333334,43.9129333334,35.8714666667,28.6132666667,12.4824666667,13.7998666667,41.2745333333,7.50073333333,12.0114,37.3392,13.5755333333
592.46,12.4573333333,43.825,35.8639333333,28.5610666667,12.4459333333,13.7898,41.2588666667,7.4864,12.0058666667,37.2954666667,13.5506666667
592.79,12.4829333333,43.8114666667,35.8914666667,28.5324,12.4928,13.8198666667,41.2580666667,7.5592,12.024,37.2724666667,13.5648666667
593.13,12.4987333333,43.8673333333,35.9402,28.5877333333,12.533,13.8543333333,41.2742,7.58713333333,12.0636,37.3336666667,13.5877333333
593.47,12.6242,43.9646666667,36.0751333334,28.7098,12.6617333333,14.0038666667,41.3846,7.7306,12.1532,37.4308666667,13.7178
593.80,12.6147333333,43.9056666667,36.0770666667,28.6874666667,12.6457333333,14.0312666667,41.3415333333,7.71633333333,12.1368,37.4367333333,13.7011333333
594.14,12.5604,43.8886666667,36.0718,28.708,12.5840666667,14.0036,41.3376,7.66606666667,12.0963333333,37.4494,13.6619333333
594.48,12.5458666667,43.9356666667,36.1238666667,28.7743333333,12.5840666667,14.0248,41.3954,7.6868,12.0932,37.5074666667,13.6691333333
594.81,12.5396,43.8793333333,36.0525333333,28.7639333333,12.5290666667,14.0025333333,41.2927333333,7.6848,12.0470666667,37.4414,13.6213333333
595.15,12.5331333333,43.9103333333,36.0401333333,28.7965333333,12.5311333333,14.0260666667,41.285,7.70006666667,12.0404,37.4685333333,13.6172
595.49,12.5277333334,43.9380666667,36.1163333333,28.8358,12.5542666667,14.0262666667,41.3051333333,7.70086666667,12.0444,37.5263333333,13.6173333333
595.82,12.5005333333,43.9376666666,36.1322,28.8284,12.5051333333,14.0278666667,41.2643333333,7.6766,12.0086,37.5075333333,13.6146666667
596.16,12.483,43.9763333333,36.1344666667,28.8484666667,12.4826,13.9978666667,41.2263333334,7.64646666667,11.9594,37.5539333333,13.5963333333
596.50,12.4072666667,43.9720666667,36.1176666666,28.8212,12.4273333333,13.9699333333,41.1996,7.58446666667,11.9154,37.5714,13.5554666667
596.83,12.3942666667,43.9358666667,36.1205333333,28.8092666667,12.4041333333,13.9480666667,41.1765333333,7.57893333333,11.8856,37.5634666667,13.5264
597.17,12.3318,43.9245333333,36.1052666667,28.7632,12.3229333333,13.8746666667,41.1267333333,7.4872,11.8328666667,37.5639333333,13.4752
597.51,12.2575333333,43.9047333333,36.0570666666,28.7044666667,12.2328,13.7764,41.0721333333,7.41093333333,11.7639333333,37.5294666667,13.4120666667
597.84,12.2601333333,43.9448,36.1264666666,28.7510666667,12.2198666667,13.7556666667,41.0768,7.394,11.7411333333,37.5777333333,13.3768666667
598.18,12.2406666667,43.9061333333,36.1104666667,28.7009333333,12.1838666667,13.7181333333,41.0383333334,7.3484,11.6998,37.5812666667,13.3382666667
598.52,12.2337333333,44.05,36.2629333333,28.8126666667,12.2489333333,13.7457333333,41.1963333333,7.34486666667,11.7339333333,37.7196,13.3800666666
598.85,12.2054,44.0705333333,36.3338,28.8319333333,12.2494,13.7464666667,41.2336666667,7.31393333333,11.721,37.7458,13.3616666667
599.19,12.2526,44.1176,36.3444,28.8620666667,12.2673333333,13.7797333333,41.2286,7.30266666667,11.7105333333,37.7614666667,13.3519333333
599.53,12.2719333333,44.2006,36.4344,28.8840666667,12.329,13.8022666667,41.2944666667,7.32606666667,11.738,37.8279333333,13.3646666667
599.86,12.2863333333,44.2631333333,36.4836,28.9668,12.3688666667,13.8202,41.3537333333,7.3582,11.7606,37.86,13.3988666667
600.20,12.4381333334,44.3976,36.6244666667,29.1372,12.5049333334,13.9302,41.469,7.47353333334,11.8804,37.9889333333,13.5420666667
600.53,12.4572,44.418,36.6770666666,29.1652,12.5185333333,13.9778666667,41.5069333334,7.44833333333,11.9089333333,38.0297333333,13.5680666667
600.87,12.4466666667,44.3948,36.6652,29.1772666667,12.5414,13.9879333333,41.4970666667,7.44813333333,11.8969333333,37.9792,13.5633333333
601.21,12.4739333333,44.4413333333,36.7051333333,29.2467333333,12.5354,14.0279333333,41.5186666667,7.44173333333,11.918,38.0432666667,13.615
601.54,12.5195333334,44.5053333333,36.7836666667,29.2934666667,12.5901333333,14.0686,41.5774666667,7.4734,11.9518666667,38.1108,13.6632666667
601.88,12.5784,44.5856666667,36.8997333333,29.361,12.6481333333,14.1274666667,41.6222,7.50893333333,11.9964666667,38.1677333333,13.7183333333
602.21,12.5389333333,44.4770666667,36.8131333333,29.2712,12.5584666667,14.0761333333,41.5354,7.464,11.9217333333,38.1034666667,13.6531333333
602.55,12.5598,44.5232666667,36.8413333333,29.2986666667,12.5475333333,14.0502,41.5110666667,7.4398,11.9314666667,38.185,13.6778
602.88,12.5704666667,44.5649333333,36.8850666667,29.3308,12.5178666667,14.0621333333,41.5436666667,7.4668,11.9630666667,38.2672,13.7164
603.22,12.5993333333,44.558,36.8990666667,29.3948666667,12.5351333333,14.0698,41.5454666667,7.48086666667,11.9910666667,38.3332666667,13.7278666667
603.56,12.6070666667,44.5743333333,36.9385333333,29.4094,12.5499333333,14.1056666667,41.5779333333,7.48926666667,12.0196,38.3935333333,13.7472
603.89,12.5667333333,44.4968666667,36.9252666667,29.3782,12.4814,14.0751333333,41.5080666667,7.4474,11.9933333333,38.4044666667,13.6987333333
604.23,12.5902666667,44.5109333333,36.9188,29.3928666667,12.4743333333,14.0760666667,41.5227333333,7.4384,11.9722666666,38.4249333333,13.694
604.56,12.6666666667,44.6137333333,37.0458666667,29.4869333333,12.5348666667,14.1492,41.608,7.5182,12.0479333333,38.5718666667,13.7632666666
604.90,12.7074666667,44.6698,37.1292666667,29.55,12.6114,14.2374666667,41.6834,7.59646666667,12.0950666667,38.6179333333,13.8124
605.23,12.7134666667,44.6826666667,37.1227333333,29.5888666667,12.6403333333,14.2752,41.6551333333,7.611,12.109,38.668,13.8394
605.57,12.6523333333,44.6653333333,37.0710666667,29.5658,12.6096666667,14.2543333333,41.6554,7.59246666667,12.0773333333,38.6639333333,13.8100666667
605.90,12.6644666667,44.6782666667,37.1091333334,29.5882666667,12.6283333333,14.2768666667,41.6496666667,7.59826666667,12.1008,38.701,13.8330666667
606.24,12.7034666667,44.706,37.2173333333,29.6629333333,12.6541333333,14.3413333333,41.7648,7.64966666666,12.1361333333,38.7267333333,13.8548
606.58,12.7065333333,44.7374666667,37.2784666667,29.7158,12.6794666667,14.3528666667,41.8206666667,7.63546666667,12.1334,38.7937333333,13.8556
606.91,12.6995333333,44.7889333333,37.3654,29.7316666667,12.6879333333,14.3660666667,41.8740666666,7.62993333333,12.1454,38.8386666667,13.8912
607.25,12.7104,44.7864666667,37.412,29.7478666667,12.6715333333,14.3602,41.9032,7.6264,12.1360666667,38.8888666667,13.8622
607.58,12.6802666667,44.8586,37.4679333333,29.7800666667,12.6543333333,14.3425333333,41.9612,7.57293333333,12.0925333333,38.8713333333,13.8554
607.92,12.6818666667,44.9535333333,37.5824666667,29.8744,12.6992,14.3635333333,42.0270666667,7.59926666667,12.1378666667,38.9706666667,13.8999333333
608.25,12.6609333333,44.9108666667,37.5418,29.8387333333,12.6446,14.285,41.983,7.53466666667,12.0829333333,38.937,13.8774
608.59,12.6192666667,44.7860666667,37.4815333333,29.7777333333,12.5922,14.2117333333,41.9129333333,7.48886666667,12.0446,38.8884,13.8308
608.92,12.6522666667,44.8381333333,37.5507333333,29.7976666667,12.5860666667,14.2422,42.0191333333,7.51906666667,12.068,38.9246666667,13.8556666666
609.26,12.7306666667,44.8339333333,37.5932666667,29.8564,12.6377333333,14.2984666667,42.0699333333,7.57873333333,12.1392,38.944,13.9270666667
609.59,12.739,44.8930666667,37.6183333333,29.8728,12.6660666667,14.3182,42.1066,7.61333333333,12.1883333333,38.9850666667,13.9596666667
609.93,12.7595333333,44.9637333333,37.6313333333,29.9102,12.7224,14.3745333333,42.1380666667,7.64466666667,12.2265333333,39.0640666667,14.0216
610.26,12.7610666667,44.9252,37.6182,29.8908,12.7490666667,14.3826666667,42.0934,7.665,12.255,39.0438,14.0164
610.60,12.7736,44.9004666667,37.5720666667,29.8821333333,12.7608666666,14.4000666667,42.0663333333,7.6814,12.2658,39.0283333333,14.0360666667
610.93,12.8533333333,44.969,37.6126666667,29.9256666667,12.8804,14.4897333333,42.1120666667,7.7464,12.3478,39.0712,14.1374
611.27,12.9089333333,45.015,37.6697333333,29.9665333333,12.964,14.5379333333,42.1792666667,7.82246666667,12.4418666667,39.1734666667,14.2076666666
611.60,12.8766666667,44.9668666667,37.6055333333,29.9120666667,12.9351333333,14.5022666667,42.1311333333,7.8024,12.4191333333,39.1154666667,14.1451333333
611.93,12.8654666667,44.9982666666,37.6295333333,29.9518666667,12.9776666667,14.5755333333,42.1748666667,7.83753333333,12.4604,39.1696666667,14.1493333333
612.27,12.9808666667,45.1965333333,37.8191333333,30.1006,13.1247333333,14.6904666667,42.3556,7.9344,12.5682666667,39.3265333333,14.2408
612.60,13.0192666667,45.2040666667,37.8106,30.1302666667,13.1960666667,14.726,42.3449333333,7.975,12.6278,39.3644666667,14.2945333333
612.94,13.0354,45.3476666667,37.9143333334,30.2094666667,13.2192,14.7280666667,42.3842,7.96666666667,12.6359333333,39.4775333333,14.2970666667
613.27,13.0303333333,45.3384666667,37.9304,30.2217333333,13.1815333333,14.72,42.319,7.93973333333,12.5808666667,39.4971333333,14.2553333333
613.61,12.9983333333,45.2700666667,37.8770666667,30.1736666667,13.186,14.6688666667,42.2542,7.933,12.5802666667,39.4478,14.2126
613.94,12.9746666667,45.3959333333,37.9542666667,30.222,13.1629333333,14.6417333334,42.3751333333,7.88406666667,12.5399333333,39.5457333333,14.2146666667
614.28,12.9934666667,45.4124,37.9958,30.2616,13.1579333333,14.6309333333,42.3988666667,7.8786,12.5092,39.6085333333,14.1955333333
614.61,12.8835333334,45.3568666667,37.9741333333,30.2560666667,13.013,14.5490666667,42.3096666667,7.7762,12.4405333333,39.5814666667,14.0980666667
614.94,12.9006,45.3549333333,37.9638,30.2429333333,12.9560666667,14.5190666667,42.2757333333,7.74926666667,12.3502666667,39.6007333334,14.0664
615.28,12.9713333333,45.4958666667,38.0938666667,30.3770666667,13.0139333333,14.6090666667,42.3796666667,7.79466666667,12.3818666667,39.7232,14.1505333333
615.61,12.9632,45.5072,38.1621333333,30.3928,12.9552,14.5892,42.411,7.7676,12.3434666667,39.7654666667,14.125
615.95,12.9400666667,45.4220666667,38.0994666667,30.3388666667,12.8890666667,14.5923333333,42.2978666667,7.7464,12.3192,39.7647333333,14.0989333333
616.28,12.9027333333,45.3681333333,38.1496,30.3739333333,12.8403333333,14.5738666667,42.2918,7.71353333333,12.269,39.7696,14.059
616.61,12.9016666667,45.3847333333,38.1868666667,30.3931333333,12.8694,14.6399333333,42.3008,7.7306,12.2992666667,39.8354,14.0858
616.95,12.9847333333,45.454,38.2690666667,30.5088,12.9553333333,14.7532,42.4244,7.80373333333,12.4094,39.9254666667,14.1816666667
617.28,13.0422666667,45.5434666667,38.3702666667,30.5706,12.9558,14.8117333333,42.4978,7.79486666667,12.4124666666,39.9924666667,14.2064
617.62,13.1108666667,45.5364666667,38.4201333333,30.627,13.0008666667,14.8698,42.5100666667,7.86086666667,12.4524666667,40.0108,14.2819333333
617.95,13.1010666667,45.5484,38.5058,30.6756,13.0154,14.9148,42.5206,7.86286666666,12.4674,40.0183333333,14.3081333333
618.28,13.2170666667,45.7049333333,38.6786666667,30.8048666667,13.171,15.0228666667,42.7510666667,7.9922,12.5611333333,40.1695333333,14.4304
618.62,13.2405333333,45.7013333333,38.7251333333,30.8340666667,13.2309333333,15.0842,42.7768,8.05593333334,12.6069333333,40.1908666667,14.444
618.95,13.2759333333,45.7103333333,38.7353333333,30.87,13.2893333333,15.1588,42.7842666667,8.14393333333,12.6842,40.2456666667,14.5046666667
619.28,13.3512,45.8195333333,38.7974666667,30.9260666667,13.4059333333,15.2695333333,42.8301333333,8.2176,12.7672,40.3154,14.5950666667
619.62,13.3317333333,45.9230666667,38.819,30.9832666667,13.3858,15.2355333333,42.8589333333,8.1838,12.7366,40.3622666667,14.5782
619.95,13.3766666667,46.1028,38.9007333334,31.0250666667,13.4254666667,15.2512666667,42.9348,8.18633333333,12.777,40.4493333333,14.6173333333
620.28,13.3498666667,46.026,38.8802666666,30.9978,13.3684,15.1820666667,42.8427333333,8.15013333333,12.7148,40.4236,14.5870666667
620.62,13.3288666667,46.1246666667,38.9626666667,31.0186,13.4150666667,15.1414666667,42.9111333333,8.14373333333,12.6992666667,40.4585333333,14.5952
620.95,13.2513333333,46.1202,38.9226666667,30.9478666667,13.336,15.0294666666,42.8432,8.08073333333,12.6285333333,40.4167333333,14.5169333333
621.28,13.2622,46.2012,38.9313333333,30.9892666667,13.3366,15.0668666666,42.8480666667,8.104,12.6238,40.4679333333,14.5073333333
621.62,13.3154666667,46.2706,38.9410666667,30.9944666667,13.3404666667,15.1025333334,42.894,8.1742,12.6611333333,40.4948666667,14.5373333333
621.95,13.3108666666,46.2798666667,38.9300666667,30.9559333333,13.2869333333,15.1099333333,42.8180666667,8.1766,12.6078666667,40.465,14.5418666667
622.28,13.289,46.4241333333,39.0058666667,31.0571333333,13.2687333333,15.1000666667,42.8794,8.1408,12.6279333334,40.5662666667,14.5294666667
622.62,13.2872,46.4743333333,39.088,31.0722666667,13.2281333333,15.054,42.8971333333,8.06686666667,12.5962,40.6197333333,14.5198
622.95,13.2766,46.413,39.0693333333,31.0929333333,13.183,14.9877333333,42.8134,8.04513333333,12.5685333333,40.5874666667,14.4952
623.28,13.2317333333,46.3634666667,39.0873333333,31.0825333333,13.135,14.9830666667,42.8058,7.9918,12.5021333333,40.5844666666,14.4554666667
623.62,13.1738666667,46.2776666667,39.0489333333,31.0558,13.0814666667,14.9496666667,42.7346,7.97146666667,12.4375333333,40.5517333333,14.3903333333
623.95,13.278,46.4337333333,39.2079333333,31.1748666667,13.1709333333,15.0514,42.8880666667,8.06473333333,12.5297333333,40.6962666667,14.4737333333
624.28,13.235,46.278,39.105,31.1197333333,13.0424666667,14.9937333333,42.7544666667,7.99433333334,12.4510666667,40.6548,14.4004
624.62,13.3476,46.3248666667,39.2378,31.2984666667,13.116,15.1508,42.8430666666,8.13606666667,12.5512666667,40.7804666667,14.5104
624.95,13.3219333333,46.2884666667,39.2834666667,31.3228666667,13.1103333333,15.1606,42.8320666667,8.1248,12.5812,40.7691333334,14.5473333333
