wavelength,Back_HemTrif,Belly_HemTrif,Breast_HemTrif,Crissum_HemTrif,Crown_HemTrif,DorTail_HemTrif,Patch10_HemTrif,Patch11_HemTrif,Rump_HemTrif,Throat_HemTrif,WingTip_HemTrif
195.13,-54.9333333334,61.3333333333,-45.6,68.0000000001,30.4,26.9333333333,-35.4666666669,-73.5999999999,36.5333333333,-55.4666666667,31.2
195.51,-318.333333333,57.5,-239.166666667,99.1666666666,-21.6666666665,-37.4999999999,-151.666666667,-347.5,-41.6666666667,-285.0,-59.1666666666
195.89,-200.666666667,80.6666666667,-129.333333333,122.666666667,-5.99999999994,5.33333333332,-30.0,-202.0,3.99999999994,-203.333333333,-33.3333333336
196.27,-486.6666,475.555600001,-235.555599999,548.888866669,108.888933333,204.444466667,115.555666667,-573.333400001,151.111066667,-628.888933333,111.111066668
196.65,212.666666667,-112.666666667,102.0,-110.666666667,28.0,18.6666666664,44.6666666667,212.666666667,-12.0,242.666666667,28.0
197.03,194.359,-70.7692,92.3077333332,-64.6154666667,52.8204666666,62.5639999998,52.3077333333,189.230733334,33.8460666666,191.794866667,56.9231333334
197.40,164.000066667,-32.8888666668,77.7778000001,-48.4444,63.1110000001,76.4444666665,66.6666666665,164.4444,56.0000000001,179.5556,69.3332666666
197.78,72.4999999998,-97.9166666667,-30.0,-124.166666667,-30.4166666667,1.66666666674,-7.08333333326,97.4999999998,-2.08333333326,107.5,2.9166666666
198.16,30.303133333,-82.1212000002,-63.9393333335,-128.1818,-44.2424666666,-34.8486000001,-46.9696666665,59.3938666666,-27.5758000001,50.303,-25.4545333334
198.54,49.7436000002,-42.5640666667,-50.2564666667,-88.4615333334,-27.6924666667,-23.3334666667,-31.0255333335,63.3334,3.07693333333,67.9486666667,-0.7690666668
198.92,44.7618666666,-79.6825333335,-97.1427999999,-124.444533333,-51.1111333333,-49.2063333335,-39.6824666668,54.2856666667,-20.9523333333,70.4763333334,-11.1110666664
199.30,22.2221333333,-165.333266667,-169.333333333,-211.1112,-91.5555333334,-106.666733333,-94.2219999999,26.2221999999,-55.5556000001,69.7777333334,-70.2221333332
199.68,185.1852,468.148133333,472.592666666,528.888866667,336.2964,374.8148,298.5184,117.037133333,285.925866667,67.4073333332,307.4074
200.06,89.1666666668,273.75,258.75,315.833333333,208.333333333,221.666666667,166.666666667,71.2499999999,139.583333333,49.5833333333,166.25
200.44,66.0604,153.131333333,151.9192,183.636466667,130.101,132.323133333,108.484866667,66.4647333333,92.9292000001,53.1312666668,96.5656666667
200.82,73.5,144.166666667,141.833333333,165.833333333,118.833333333,131.166666667,103.166666667,72.6666666667,79.6666666669,63.0000000001,90.8333333334
201.19,77.9591333333,138.9116,132.789266667,160.136,115.782333333,133.469466666,108.299266667,84.8980000001,91.1564666667,77.0067999999,99.8640000002
201.57,72.3636666667,132.0,126.303066667,157.2122,105.575866667,130.302933333,107.515266667,79.5151333333,89.3331999999,77.9393999999,100.363666667
201.95,61.6393333333,116.065666667,113.0054,145.136666667,96.2840666666,118.47,98.3605999998,67.2129333333,81.5301999999,73.9891333333,93.1146666667
202.33,47.4998666667,106.249866667,100.416533333,126.354066667,82.8123999999,104.270866667,82.3959333333,59.4792,69.3749333334,60.4168,79.6874000001
202.71,61.1299333335,123.728666667,112.8814,139.548066667,97.2880666667,119.999933333,96.9491999999,73.7853333334,85.0848,76.4969333332,90.9604666667
203.09,61.1299999999,121.695,106.2148,135.932066667,94.2373333334,120.225933333,98.3050000001,69.0395333333,80.565,75.3673333333,90.8474666667
203.47,53.7313333333,103.283666667,99.7015333332,120.597066667,84.4778,105.4726,93.1344000001,59.801,71.5422000001,71.2437999999,80.3981333333
203.85,34.4000000001,102.0,97.7333333333,126.0,82.7999999999,106.133333333,92.3999999999,44.0,62.9333333335,64.3999999999,73.9999999999
204.22,27.5213333335,99.8289333334,100.341866667,130.085466667,76.0684000001,113.333333333,94.3588666666,22.2222666667,66.8375999999,63.5897333333,72.4787333333
204.60,31.0000000001,97.9999999999,97.9999999999,126.666666667,78.4999999999,118.0,96.6666666667,19.8333333333,74.6666666667,67.1666666667,76.3333333333
204.98,40.7908666666,84.0677333333,81.5820666667,103.389866667,74.4633333335,101.469066667,86.6667999999,31.4123333333,72.8812666666,62.3727333333,72.4294
205.36,42.5806666667,107.312,121.2904,158.0646,112.903266667,147.742,120.43,25.3763999999,87.7419333333,72.4731333334,99.9999333333
205.74,13.3332666668,148.8888,197.777666667,294.4444,219.4444,274.444466667,159.444466667,-13.3334,104.999933333,57.7778666665,145.555466667
206.12,-75.2381333328,108.5716,185.714266667,289.523866667,232.381,361.904733333,94.2858666668,-82.8571333334,34.2858666667,-57.1430000001,122.857133333
206.50,33.8095333332,108.0954,172.381,211.428533333,181.428466667,236.190466667,103.333133333,32.3807999998,81.9047333334,39.0475333333,159.523733333
206.87,91.5150666667,187.2728,287.272666667,342.4242,300.0,347.272866667,190.303,76.9696666666,173.9394,106.0606,267.8788
207.25,105.555533333,282.222266667,484.4444,578.888866667,512.222133333,561.111133333,267.777866666,106.666466667,243.3334,172.222400001,411.111133333
207.63,98.8889333334,319.999933333,483.333533333,532.222266667,561.111133333,597.777666667,213.333333333,132.2222,224.444466667,134.444399999,393.333333333
208.01,493.333333333,1773.33333333,2860.0,2993.33333334,2913.33333333,3280.0,1186.66666667,893.333333334,873.333333333,453.333333334,1980.0
208.39,436.666666667,1210.0,1766.66666667,1593.33333333,1683.33333333,1816.66666667,699.999999999,756.666666667,549.999999999,380.000000001,1296.66666667
208.77,-1.27943171232e+15,-3.27534518354e+15,-4.80213369358e+15,-4.10271102417e+15,-4.35006782189e+15,-4.59742461961e+15,-1.56943623378e+15,-2.08973846346e+15,-1.12589990684e+15,-1.04060445936e+15,-3.47152471277e+15
209.14,-5.41666666666,-91.6666666667,-175.0,-125.833333333,-153.75,-141.666666667,-10.4166666666,-26.2499999999,12.9166666668,13.7500000001,-91.6666666666
209.52,122.666666667,-168.0,-382.666666666,-233.333333334,-308.0,-258.666666667,153.333333333,128.0,160.0,235.999999999,-101.333333333
209.90,373.333333333,-866.666666668,-2146.66666667,-1460.0,-1386.66666666,-979.999999999,453.333333335,560.000000001,499.999999998,966.666666666,-566.666666667
210.28,17.7778666665,-85.9258666668,-276.296266667,-217.037133334,-137.037133333,-77.7776666666,57.0370000001,63.7036666667,54.8148666668,94.8146666669,-71.1111333333
210.66,31.3333333333,-15.3333333333,-95.6666666667,-86.3333333332,-31.3333333333,-4.3333333332,50.6666666665,57.0000000001,44.3333333334,54.6666666667,6.33333333328
211.03,326.666666667,-273.333333332,-1053.33333333,-950.0,-266.666666667,-10.0000000014,553.333333334,540.0,483.333333331,526.666666665,9.99999999934
211.41,-84.444466666,215.555466666,824.444466667,748.888866667,182.222133334,-51.1110666667,-311.111266666,-344.444466667,-166.666733333,-311.110933333,164.444466667
211.79,-42.6666666674,-137.333333334,-569.333333335,-580.000000001,-87.9999999998,48.0000000002,100.0,244.0,-19.9999999986,97.3333333348,-137.333333334
212.17,28.6666666666,-38.0000000001,-236.0,-264.666666667,-7.33333333334,51.9999999998,85.3333333334,170.0,-5.99999999994,60.6666666666,-61.3333333335
212.55,2.42426666666,-44.8484666667,-221.818066667,-281.8182,16.3636666666,12.7272666667,61.2121333331,167.272666667,-12.7272666669,38.7877999999,-51.5150666666
212.92,31.8518000001,19.2594,-91.8519333333,-135.185266667,58.5186000001,42.9631333335,85.9259333333,139.259266667,52.5925999998,77.4073999999,23.3333333335
213.30,6.00000000013,-31.3333333331,-266.666666667,-351.333333333,69.9999999999,-47.3333333334,72.0000000001,156.666666667,8.66666666674,60.6666666667,-56.0000000001
213.68,-45.7143333333,-99.0476666666,-489.523933333,-548.571466667,28.5714000002,-157.142933333,3.8094666668,135.238133333,-66.6667333333,1.9047333334,-163.809533333
214.06,-430.000000001,-766.666666667,-2183.33333333,-2313.33333333,-303.333333333,-976.666666667,-360.000000001,176.666666666,-656.666666667,-359.999999999,-886.666666666
214.44,155.555533334,546.666666667,1355.5556,1477.7778,253.333333333,582.222266667,304.444533334,-184.444399999,522.222266666,217.777733333,506.666600002
214.81,101.111199999,216.666666666,639.999933332,652.222266667,147.7778,312.222333333,108.888866667,-128.888866667,262.2222,53.3332000001,229.999933333
215.19,-1.14295899634e+15,-1.56090668903e+15,-4.5974246196e+15,-4.9983132228e+15,-1.33913852556e+15,-2.69533614062e+15,-1.50972942054e+15,5.97068132417e+14,-2.59298160364e+15,-3.75299968946e+14,-2.20062254519e+15
215.57,-33.9999999999,-94.0,-296.666666666,-330.666666667,-84.6666666666,-214.666666667,-85.3333333335,69.9999999999,-188.0,10.6666666668,-147.333333333
215.95,2.7778,-91.6666666669,-232.777866667,-261.666666667,-79.9999333334,-183.888933333,-65.5555333333,37.7777999999,-155.0,29.4444666669,-89.4444666665
216.32,118.518466667,171.4814,269.2592,287.777733333,168.5186,237.4074,147.407266667,84.0742,209.999933333,80.3704,164.814733333
216.70,90.6060666666,135.1514,233.333333333,242.1212,162.727333333,180.000133333,124.242533333,74.8484666667,180.0,59.6969999999,136.3636
217.08,76.3634666666,121.211933333,180.808,184.646466667,138.989866667,141.818,109.697,74.9494666667,157.373666667,76.3637333333,130.707066667
217.46,71.8095333333,120.952333333,173.7142,174.476266667,146.857,128.571466667,97.5238666667,73.5237333333,149.333333333,76.7618666668,128.761866666
217.83,87.4745999999,145.050533333,188.282866667,195.3534,169.495,151.312933333,106.868666667,92.5252666667,160.000133333,88.2828,141.818133333
218.21,121.212066667,217.272866667,251.212066667,264.848533333,242.424333334,211.212066667,145.454533333,122.7274,216.666666667,116.969666667,194.2424
218.59,210.0,393.888866667,435.000066667,457.7778,397.222266667,377.7776,241.111133333,190.5556,357.7778,209.4446,342.7778
218.97,736.666666667,2100.0,2216.66666667,2423.33333333,2006.66666667,1993.33333333,1196.66666667,889.999999999,1660.0,1016.66666667,1660.0
219.34,-50.2564666668,-281.0256,-304.102666667,-318.461666667,-249.7436,-258.974333333,-145.128133333,-90.7692666666,-183.5898,-109.743533333,-192.307733333
219.72,-54.6667333333,-233.3334,-260.0,-279.555733333,-212.0,-205.3334,-153.333333333,-101.333266667,-148.0,-94.2222666667,-161.777666667
220.10,-788.888866669,-1442.2222,-1544.44453333,-1704.44433333,-1435.55553333,-1288.889,-1131.11106667,-908.888933333,-1099.99993333,-920.000133334,-1375.55553333
220.47,-43.8889333335,-121.111133333,-142.777733333,-166.111,-132.777866667,-101.9444,-90.0000666667,-77.2221333333,-88.6109333335,-69.7221333333,-130.555666667
220.85,-48.9742666665,-102.307666667,-119.743533333,-151.282066667,-133.3332,-103.3332,-74.3588666666,-80.0000666667,-66.4102,-58.9743333333,-127.435866667
221.23,-34.7009333333,-53.1624666667,-77.4358000001,-94.3589999999,-82.0513333333,-61.7093333334,-51.6238666667,-47.8632666667,-37.2650000001,-29.5727333333,-72.8205333333
221.61,-68.8235333333,-73.5292666666,-97.2549333333,-120.000133333,-105.098066667,-93.9215333333,-92.5492,-69.4117333334,-67.4509333334,-41.7648,-99.0196000001
221.98,-84.7618666665,-79.4286666665,-105.904733333,-124.190466667,-111.809533333,-100.5714,-103.428733333,-79.2379333333,-81.1428,-51.4286,-113.714266667
222.36,-103.908,-80.2298666667,-125.5172,-145.057466667,-130.804666667,-118.620666667,-117.241333333,-94.7126666668,-102.298866667,-66.8964666667,-136.781533333
222.74,-212.857133333,-128.5716,-235.714333333,-294.762066667,-273.8096,-235.714266667,-216.6668,-192.857066667,-189.5238,-110.4762,-251.904933333
223.11,-433.333333333,-246.666666667,-434.166666667,-550.0,-459.166666667,-458.333333333,-429.166666667,-337.5,-342.5,-211.666666667,-471.666666667
223.49,678.888933333,327.777733333,627.7778,764.444533333,622.222200001,660.000133334,564.444466666,505.555533333,491.111066667,393.333333333,678.888800001
223.87,440.000066667,113.333333333,398.095333333,487.619133333,345.714133333,427.619066667,261.9048,235.237866667,242.8572,177.1428,336.190333333
224.24,-666.666666667,436.666666666,-666.666666667,-1043.33333333,-456.666666667,-850.0,-49.9999999995,-40.0000000012,66.666666666,223.333333333,-166.666666668
224.62,859.999999999,-326.666666668,736.666666666,1220.0,636.666666666,990.000000001,156.666666667,106.666666667,0.0,-110.0,286.666666666
225.00,380.000000001,-153.333333333,328.333333333,524.999999999,258.333333333,383.333333334,108.333333333,-8.33333333326,50.0,-31.6666666667,98.3333333334
225.38,103.3334,-243.3334,46.6667333336,215.555533333,47.7778000001,103.333333333,-91.1112,-138.888933333,-98.8889333334,-102.2222,-83.3333333332
225.75,84.2425333334,261.8182,118.1818,1.8182,115.1514,107.272733333,223.0304,206.060466667,195.7576,160.606,187.272733333
226.13,97.3333333334,294.0,114.0,3.99999999993,122.0,107.333333333,249.333333333,216.666666667,186.0,163.333333333,191.333333333
226.51,1.33333333406,308.0,14.6666666665,-232.0,-35.9999999994,-8.0,256.000000001,144.0,132.0,112.0,129.333333333
226.88,13.8462666668,52.0514666667,1.53846666653,-34.3590000001,-6.66659999981,6.92313333334,38.2051333334,35.6410666667,16.4101333333,32.8205333333,16.923
227.26,-1.36053333334,15.2380666667,-6.39453333334,-31.4284666666,-19.1836,0.68033333332,11.8367333333,6.93886666666,-6.6666,11.7005333333,0.68033333334
227.64,-6.49806666667,-0.337600000006,-12.0675333333,-26.3290666667,-23.3754666667,-7.17306666667,-2.02506666667,-0.25319999998,-14.6836,3.3755333333,-4.55700000001
228.01,-6.38420000001,-2.65533333333,-9.66093333332,-20.1694,-20.3389333333,-5.81926666665,-5.98866666666,-1.5254,-14.8023333333,-1.29933333332,-8.81346666667
228.39,-5.08766666667,-2.36839999999,-8.24566666666,-15.8332666667,-14.9562,-2.93860000001,-5.30706666667,-2.98240000001,-11.9298666666,-2.41226666667,-7.01739999999
228.76,1.68420000001,3.12286666666,-1.61406666668,-6.59646666666,-4.38593333335,3.75446666668,0.561333333326,3.12293333332,-4.45606666668,3.50879999999,2.17533333335
229.14,1.85693333332,3.04420000001,-1.796,-5.38820000001,-3.47039999999,3.56159999999,0.395800000002,2.77019999999,-4.04873333331,4.80973333332,2.31353333333
229.52,-1.48459999999,-1.79273333334,-4.98593333334,-9.01966666668,-5.99440000001,0.112199999992,-2.82919999999,-1.45653333335,-6.49866666668,2.21306666667,-0.756199999987
229.89,-5.60000000001,-7.49333333333,-9.54666666667,-13.3866666667,-10.64,-3.43999999999,-7.84,-6.96,-10.2666666667,-2.00000000001,-4.79999999999
230.27,-6.51446666666,-8.56793333333,-8.441,-14.4992666667,-10.6970666667,-3.3968,-8.49160000001,-6.66666666666,-9.4804,-2.73773333333,-2.68693333334
230.65,-2.63339999999,-4.36540000001,-5.19573333334,-10.9370666667,-6.07353333333,-0.735466666667,-5.07706666666,-1.89806666667,-4.53159999999,0.687999999999,1.06759999999
231.02,-3.67493333334,-4.54653333333,-6.43106666667,-11.6844666667,-6.03066666665,-0.753933333332,-5.79506666667,-3.41573333334,-4.73500000001,-0.683200000001,2.35573333334
231.40,0.1476,0.8856,-3.5916,-7.6998,-1.845,4.4526,-1.9434,0.4182,-0.7872,3.2472,6.4206
231.78,4.64433333333,6.19226666667,2.22226666666,-3.72033333334,3.4206,10.0374666667,3.62026666665,5.36826666667,4.769,7.76526666667,11.0611333333
232.15,-2.41919999999,-1.57533333333,-4.61326666666,-12.1518,-3.00980000001,2.70033333335,-1.68780000001,-2.19406666665,-1.35026666667,1.43466666667,5.37280000001
232.53,-7.61479999999,-6.51853333333,-9.89633333334,-16.3555333333,-8.32613333334,-3.43693333333,-5.27399999999,-5.68886666667,-7.43706666667,-2.10366666668,-0.651933333332
232.90,-10.0,-8.84733333331,-12.4298666667,-17.6948,-12.4922,-6.82239999999,-6.85353333334,-7.60113333333,-9.22120000001,-4.67293333333,-4.79746666665
233.28,-10.0000666667,-10.4242666667,-12.8484666667,-19.7272,-12.9697333333,-7.57566666667,-6.96966666667,-8.48486666667,-9.8182,-7.69706666667,-4.54546666667
233.66,-7.18619999999,-5.28146666667,-8.25393333333,-15.671,-8.77346666666,-4.18473333335,-3.69406666668,-4.6176,-5.74313333334,-3.75173333334,-0.577266666668
234.03,-3.29253333334,0.217733333334,-4.48979999999,-11.0476,-3.80960000001,-0.135999999994,0.408066666666,0.381000000014,-1.36053333333,0.081666666674,3.80959999999
234.41,-4.02206666666,-0.055200000002,-6.61153333332,-12.2314666667,-4.54546666667,-1.10193333333,-1.32239999999,-0.633733333326,-3.08533333333,-1.87326666667,0.578466666654
234.78,-4.88526666666,0.134933333332,-5.695,-12.4966,-4.99333333333,-0.917733333348,-2.61806666667,-0.593799999994,-3.83280000001,-0.998533333333,1.18746666667
235.16,-2.57566666666,2.14646666667,-2.29799999998,-9.69693333334,-2.90413333333,0.782866666672,0.50513333332,1.99493333334,-1.64146666666,1.43933333334,1.51513333333
235.54,-2.52959999999,1.6312,-0.82746666666,-7.56499999999,-2.60053333333,0.6384,1.253,1.91493333334,-0.189199999998,1.37106666667,1.56026666667
235.91,-3.424,0.158666666667,-2.49433333333,-8.32199999999,-3.96833333333,-0.975,-0.657666666672,-0.8616,-1.58726666667,0.589466666669,0.95233333334
236.29,-0.4628,3.09153333334,-0.48366666668,-5.27866666667,-2.22933333333,2.43973333333,0.441599999994,0.2734,0.8832,2.9022,3.55426666668
236.66,2.31886666667,6.97719999999,3.51960000001,-1.73913333333,0.890266666668,7.18426666666,2.79499999998,2.98139999999,4.22359999999,5.73506666667,7.32920000001
237.04,1.88993333334,7.35206666667,3.69679999999,-1.66146666667,1.59913333333,7.66366666667,2.13906666666,3.01133333333,3.4476,6.14746666668,8.55646666667
237.41,1.13619999999,7.99573333332,4.02999999999,-0.664666666668,2.85106666667,7.69560000001,2.82953333332,3.5584,3.49413333333,6.43080000001,8.16726666667
237.79,-0.71666666666,4.92946666667,0.108466666674,-3.19213333334,-0.6948,5.79806666666,0.10846666666,0.738466666667,-0.564533333332,3.518,5.71120000001
238.17,-0.277866666672,4.38026666666,-0.897399999994,-2.77773333333,-2.5,4.1454,-0.341933333348,-0.384733333335,-2.07266666666,3.05560000001,4.70073333333
238.54,2.2616,6.883,1.94686666667,0.059,-0.235933333326,7.19766666667,2.93006666666,1.80926666667,0.963533333334,5.76186666666,8.47586666667
238.92,3.4338,6.44746666667,1.64373333333,1.16886666667,0.237533333332,7.83566666668,3.89040000001,2.17353333333,1.55253333333,5.29673333333,8.31053333333
239.29,0.908399999999,3.95879999999,-0.7198,-1.25106666667,-1.61106666667,5.48426666666,1.31966666668,-0.719666666667,-1.09686666667,1.8166,5.65553333333
239.67,-0.334933333333,1.97773333333,-2.29653333334,-2.95046666667,-3.1898,3.39713333333,-0.590200000006,-2.6954,-3.28540000001,-0.318933333335,4.48166666667
240.04,-2.0334,-0.101466666666,-4.31373333333,-4.40086666667,-4.72040000001,1.77206666667,-1.3942,-3.51473333333,-5.14153333333,-2.5564,2.35293333333
240.42,-1.094,0.4708,-3.15520000001,-3.1678,-3.25693333334,2.06106666667,-0.648800000002,-1.93386666667,-4.2238,-1.92113333334,3.0534
240.79,-0.946133333333,0.400733333332,-2.91606666667,-3.09413333333,-2.8492,2.226,-0.4342,-1.88093333333,-3.32773333333,-1.6918,3.5838
241.17,-0.871266666665,0.088133333332,-2.9272,-3.26973333333,-3.14240000001,2.52573333333,-0.342666666668,-2.49633333333,-3.3578,-1.97753333333,3.8766
241.54,-0.348266666667,0.016999999998,-2.76006666667,-3.44806666667,-3.2442,2.55633333333,-0.637,-2.82806666666,-2.79406666667,-1.5712,4.28026666667
241.92,1.11226666666,1.74693333334,-0.522533333334,-1.3884,-0.933266666666,4.47926666667,1.36606666667,-0.529999999999,-0.701666666666,0.044733333334,5.5768
242.29,1.73853333333,2.779,0.725533333335,-0.0821333333334,0.704999999999,5.87953333333,2.51193333333,1.01986666667,0.862400000002,1.1568,6.88573333333
242.67,2.1554,2.81553333333,0.925466666667,0.174800000002,1.2168,6.18126666667,2.91913333333,1.2168,1.24926666667,1.28153333333,7.04206666667
243.05,1.7628,2.5946,0.688933333334,0.0869333333332,1.5394,6.05213333334,2.9236,0.788266666666,1.18566666667,1.06773333333,6.72873333333
243.42,1.8934,2.95353333333,0.9926,0.3982,1.636,6.39093333333,3.32106666667,1.0662,1.62373333333,1.77086666667,7.55513333333
243.80,1.61106666667,2.5068,0.919799999999,0.090199999998,1.3526,6.14373333333,2.8794,0.853600000001,1.2866,1.74326666667,7.2498
244.17,1.69813333333,2.61526666666,1.37026666667,0.095333333334,1.555,6.38073333333,2.91346666667,0.696999999998,1.37033333333,1.93026666667,7.51273333334
244.55,1.81026666667,2.771,1.31233333333,-0.0176666666666,1.43526666667,6.73113333333,3.11073333333,0.790866666666,1.52313333333,1.95066666667,7.72713333333
