wavelength,Back_CyiCyim,Belly_CyiCyim,Breast_CyiCyim,Crissum_CyiCyim,Crown_CyiCyim,DorTail_CyiCyim,Patch10_CyiCyim,Rump_CyiCyim,Throat_CyiCyim,WingTip_CyiCyim
329.51,13.9028333333,16.7045666666,13.482,21.4066666667,12.5113333333,7.58933333333,17.3226666667,16.0518333333,14.2725,5.62016666666
329.88,13.807,16.8220666666,13.6806666666,21.3916666666,12.445,7.7135,17.1533333333,15.9645,14.3311666666,5.62566666666
330.24,14.0428333333,17.0001,13.9815,21.53525,12.686,7.7775,17.2838333333,15.9601666667,14.5278333333,5.6155
330.61,14.0495,17.1771666667,14.1345,21.7830833333,12.8401666667,7.809,17.4085,15.9628333333,14.692,5.54133333334
330.98,13.8151666667,17.1284,14.008,21.7461666666,12.6246666667,7.62766666667,17.316,15.9466666666,14.6996666666,5.289
331.34,13.7748333333,17.3472333334,14.1775,21.6454166667,12.6735,7.86616666667,17.3838333334,16.0236666667,14.8158333333,5.33933333333
331.71,13.8341666666,17.42105,14.3365,21.67625,12.829,7.9405,17.4156666667,16.0681666667,14.757,5.382
332.08,13.9258333334,17.4787666666,14.5236666667,21.8490833333,12.7841666667,7.94616666667,17.3235,15.9416666667,14.7546666666,5.29566666667
332.44,13.9436666666,17.6552333334,14.5016666666,22.0004166666,12.8773333333,7.9805,17.2648333333,15.8855,14.7786666667,5.61933333333
332.81,13.916,17.9664666667,14.54,22.2119166667,12.958,7.85233333334,17.326,15.9328333333,14.7466666667,5.7475
333.18,14.0141666667,18.23005,14.6923333333,22.15725,12.9601666667,7.90133333333,17.1806666667,15.9236666666,14.7963333333,5.819
333.54,14.2955,18.5688,14.7725,22.4116666666,13.18,8.097,17.5521666667,16.1131666666,14.9725,6.07483333334
333.91,14.4546666667,18.7683666667,15.1908333333,22.6858333334,13.3676666666,8.19133333333,17.9041666666,16.3906666666,15.2493333333,6.43516666666
334.28,14.2451666667,18.5972333333,14.8823333333,22.6833333333,13.127,8.033,17.7521666666,16.2596666667,14.9111666667,6.41766666667
334.64,14.4818333334,18.8870833333,15.2665,22.9588333334,13.4093333334,8.31516666667,18.002,16.4441666667,14.9753333333,6.75716666667
335.01,14.9195,19.3181333334,15.8088333333,23.35,13.9146666666,8.75216666667,18.3226666667,16.8891666667,15.3561666667,7.386
335.38,14.8421666667,19.2290166667,15.82,23.5929166666,13.8368333334,8.42633333333,18.1591666667,16.8883333333,15.1901666667,7.1875
335.74,14.6201666667,19.1739166667,15.7043333334,23.68225,13.6066666666,8.14666666667,17.9708333333,16.6586666666,15.0878333334,7.13333333333
336.11,14.2895,18.9617,15.647,23.4798333334,13.4093333334,7.95716666666,17.8998333333,16.4535,14.8868333333,6.8675
336.47,14.3961666667,19.0195333333,15.9483333333,23.5630833334,13.5853333334,8.18333333333,18.0611666666,16.6781666667,14.9146666666,6.908
336.84,14.2693333333,19.04915,16.1308333334,23.5620833333,13.616,8.35416666666,18.0873333333,16.5716666666,14.9606666666,6.86483333333
337.21,14.1705,18.9806833333,16.1931666667,23.7671666666,13.6591666667,8.20833333334,18.1781666667,16.7081666667,14.8635,6.70466666667
337.57,14.1155,18.8704333334,16.373,23.9275833334,13.5245,8.17716666667,18.0478333333,16.6893333333,14.7661666667,6.529
337.94,14.1996666666,19.0396333333,16.4225,23.92625,13.4666666667,8.25433333334,18.0805,16.7606666666,14.6963333334,6.2875
338.31,14.382,19.4018,16.7226666666,24.2548333333,13.6291666667,8.47966666667,18.2845,16.9775,15.105,6.37833333334
338.67,14.2243333333,19.3047166667,16.5173333333,24.055,13.2958333334,8.25883333333,18.0721666666,16.9276666667,14.959,6.22666666667
339.04,14.0218333333,19.24785,16.5886666666,23.85575,13.139,8.12733333333,18.1468333333,16.8375,14.7378333333,6.04283333334
339.40,14.194,19.5554333333,16.8953333333,23.9718333333,13.2693333334,8.4345,18.5495,17.1015,15.0195,6.18683333334
339.77,14.4346666666,19.7527,17.1891666666,24.1306666667,13.4625,8.7095,18.8038333333,17.3936666666,15.2235,6.24366666666
340.14,14.6111666666,19.9681166667,17.157,24.2356666666,13.4681666666,8.85233333334,18.6245,17.46,15.3756666667,6.38583333334
340.50,14.6971666667,20.2712166666,17.2623333333,24.3540833333,13.5276666666,8.74233333334,18.726,17.535,15.526,6.2705
340.87,14.8521666667,20.3638333334,17.2841666667,24.4568333334,13.5596666666,8.72733333333,18.6903333333,17.6466666667,15.5875,6.33783333333
341.23,14.8563333334,20.5238166667,17.3786666667,24.4630833333,13.6006666666,8.80866666667,18.6416666666,17.5471666666,15.579,6.3355
341.60,14.6396666667,20.5324333333,17.2775,24.2501666666,13.5396666666,8.7705,18.513,17.4996666667,15.5523333333,6.30983333333
341.96,14.5121666666,20.3714833333,17.0766666666,24.0919166667,13.4261666667,8.533,18.1621666667,17.3256666667,15.3758333334,6.22483333333
342.33,14.4891666667,20.41225,17.233,24.0916666666,13.4143333334,8.524,18.0686666667,17.3508333333,15.3051666667,6.30283333334
342.70,14.5265,20.5673666666,17.6885,24.305,13.468,8.54733333333,18.1995,17.413,15.4455,6.288
343.06,14.642,20.5738,17.7313333334,24.5034166667,13.5441666667,8.55716666667,18.0906666667,17.4733333333,15.6083333334,6.43416666667
343.43,14.6291666667,20.56605,17.8481666667,24.57375,13.6713333333,8.44966666666,18.0396666667,17.4138333333,15.5265,6.508
343.79,14.6131666667,20.7044,17.8846666666,24.6540833334,13.73,8.4805,17.9781666666,17.4211666666,15.5991666666,6.53016666667
344.16,14.7215,20.9324333333,18.154,24.8744166666,13.908,8.61033333333,18.173,17.6378333334,15.7421666667,6.68333333333
344.52,14.5681666667,20.8057833333,18.1425,24.8873333333,13.7756666667,8.5915,18.076,17.4745,15.6038333333,6.69033333333
344.89,14.5915,20.7806833333,18.1066666666,24.8495,13.6906666667,8.46133333333,18.1155,17.4348333333,15.5251666667,6.621
345.25,14.6833333333,20.86635,18.1518333333,25.02975,13.6841666667,8.4585,18.1936666667,17.5196666667,15.5841666666,6.75266666667
345.62,14.9345,20.9872333333,18.3035,25.227,13.7456666666,8.57633333334,18.3301666667,17.5948333333,15.6881666667,6.85366666667
345.99,14.9931666666,21.0824666667,18.5141666666,25.3438333333,13.798,8.7865,18.5085,17.5756666667,15.6926666667,7.0095
346.35,15.0743333333,21.1749333333,18.5311666667,25.3786666666,13.849,8.7995,18.5696666667,17.5901666666,15.7253333334,6.97616666666
346.72,15.1413333334,21.2546333334,18.3521666666,25.3814166666,13.9813333333,8.82433333333,18.64,17.5806666667,15.815,6.982
347.08,15.2693333333,21.52075,18.5316666667,25.5356666667,14.1148333333,8.98166666667,18.8956666667,17.6555,15.8791666667,7.09866666667
347.45,15.2685,21.6549666667,18.4928333333,25.6113333334,14.0281666666,9.04566666666,18.9006666667,17.6396666667,15.923,7.13283333333
347.81,15.2391666667,21.6127333334,18.5803333333,25.6913333334,14.0393333333,9.00666666667,18.9218333334,17.6261666667,15.8538333333,7.06916666666
348.18,15.0976666666,21.4538,18.4311666667,25.517,13.9435,8.81883333334,18.8216666666,17.4963333333,15.7228333333,6.838
348.54,15.0891666667,21.4933166667,18.4186666666,25.5900833334,13.9065,8.8285,18.7976666666,17.4975,15.7636666667,6.7845
348.91,15.0945,21.6000333333,18.6648333334,25.7635,13.9241666667,8.941,18.779,17.5186666666,15.8386666667,6.793
349.27,15.1541666667,21.6028666667,18.6316666666,25.704,13.899,8.9085,18.7545,17.4603333334,15.9026666667,6.79966666667
349.64,14.9746666666,21.5171833333,18.5531666667,25.5831666667,13.7908333334,8.69666666666,18.556,17.3483333333,15.7698333333,6.68466666667
350.00,14.9333333333,21.5338666666,18.6266666666,25.6345,13.7688333333,8.53866666666,18.5373333333,17.4648333334,15.7881666666,6.591
350.37,14.8276666666,21.5279,18.671,25.592,13.7058333333,8.35416666666,18.5941666666,17.4311666667,15.7691666667,6.56816666667
350.73,14.6273333333,21.4340166667,18.5353333334,25.5643333333,13.5225,8.2335,18.4385,17.3015,15.5795,6.403
351.10,14.565,21.3761833333,18.4338333334,25.506,13.3321666667,8.20133333334,18.4161666667,17.1948333334,15.5395,6.21683333333
351.46,14.4576666667,21.2537833334,18.2775,25.3605,13.177,8.0795,18.2305,17.0956666667,15.4121666666,6.06033333333
351.83,14.312,21.1625666667,18.1333333334,25.1679166667,12.9578333333,7.953,18.0236666667,16.924,15.3503333334,5.948
352.19,14.3961666667,21.2788166667,18.3461666666,25.4176666666,12.9923333334,8.04066666667,18.0675,16.9653333333,15.53,6.09133333334
352.55,14.4073333333,21.2916666667,18.424,25.422,12.9755,7.961,18.104,17.0231666666,15.58,6.14133333333
352.92,14.4333333333,21.3053,18.3391666667,25.4690833333,13.0386666667,7.97916666667,18.0753333334,17.0436666667,15.6008333333,6.05166666667
353.28,14.566,21.5611666666,18.6216666667,25.7610833334,13.2311666667,8.279,18.2503333333,17.2503333333,15.8485,6.21183333333
353.65,14.6053333333,21.6630333334,18.7036666667,25.9059166667,13.3343333333,8.487,18.459,17.3225,15.9145,6.2995
354.01,14.5491666667,21.6815166667,18.714,25.8345,13.3148333334,8.648,18.4438333333,17.2716666667,16.0076666666,6.347
354.38,14.5318333333,21.70875,18.7086666667,25.8480833334,13.2946666667,8.71966666666,18.3235,17.1738333334,15.9921666667,6.25833333333
354.74,14.737,21.8158333333,18.9848333333,26.00675,13.4915,8.88933333333,18.404,17.3386666667,16.1901666667,6.415
355.11,14.77,21.8308166667,19.0793333334,26.0641666666,13.6385,8.93983333333,18.4336666667,17.4548333333,16.3185,6.499
355.47,14.7806666666,21.9055,19.2515,26.15325,13.7631666667,8.999,18.4231666667,17.4181666666,16.393,6.55316666666
355.83,14.9466666666,22.0816333333,19.468,26.2413333333,13.8653333333,9.09616666667,18.5883333334,17.5315,16.4916666666,6.6835
356.20,14.8911666667,22.0967,19.4303333333,26.1234166667,13.7746666666,9.05466666666,18.4971666667,17.4403333333,16.3715,6.56
356.56,15.0061666667,22.1641833333,19.6473333334,26.2291666667,13.8468333334,9.19383333334,18.5675,17.5063333333,16.452,6.66083333333
356.93,14.9615,22.25275,19.8595,26.2421666667,13.889,9.257,18.6101666667,17.5216666667,16.5566666666,6.8045
357.29,15.0015,22.2942833333,20.0693333334,26.2584166666,13.9105,9.35566666666,18.6753333334,17.559,16.5513333333,6.91816666666
357.66,15.1028333333,22.3316333333,20.2235,26.336,13.8158333333,9.42583333333,18.644,17.634,16.6243333334,6.946
358.02,15.081,22.2367833334,20.0913333334,26.34825,13.7093333333,9.30366666667,18.475,17.4846666666,16.5808333334,6.878
358.38,15.0111666667,22.2151666666,20.1195,26.3776666667,13.7131666667,9.36816666667,18.512,17.4801666667,16.5118333333,6.897
358.75,15.0143333333,22.1643333334,20.1518333333,26.2986666666,13.6421666666,9.37283333333,18.5633333334,17.4531666666,16.525,6.89083333334
359.11,15.0548333333,22.1222833333,20.106,26.3121666667,13.5265,9.2605,18.4618333334,17.3146666666,16.4183333333,6.78733333333
359.48,15.0116666667,22.1507333333,20.1328333333,26.3316666667,13.4778333334,9.20683333334,18.4693333333,17.3338333333,16.4266666667,6.80033333333
359.84,15.012,22.0789666667,20.1725,26.4345,13.5228333334,9.22666666667,18.5613333333,17.369,16.4925,6.8015
360.20,15.0755,22.1548,20.2566666666,26.5798333333,13.5798333333,9.28983333334,18.7921666667,17.5168333334,16.6218333334,6.90116666667
360.57,15.109,22.2307333334,20.186,26.6420833334,13.6696666666,9.33133333333,18.83,17.5726666667,16.7295,6.8985
360.93,15.0573333333,22.1400666667,20.0556666666,26.5299166666,13.5956666667,9.2405,18.7786666667,17.5166666666,16.6611666667,6.88116666667
361.29,14.949,21.9749166666,19.8343333334,26.3254166666,13.4863333333,9.06016666667,18.6953333333,17.4333333333,16.5111666666,6.71516666667
361.66,14.9235,21.9940333333,19.8688333334,26.343,13.5441666666,9.03,18.7666666667,17.4423333333,16.5938333333,6.73466666666
362.02,14.8918333334,22.04255,19.9251666667,26.4145,13.5965,8.96083333333,18.8826666666,17.4416666667,16.5893333333,6.69
362.39,14.8786666667,21.9465,19.8923333334,26.3618333333,13.4881666667,8.891,18.8013333334,17.4455,16.6351666667,6.69
362.75,14.8416666667,21.9588333333,19.9345,26.31525,13.46,8.86833333333,18.7563333333,17.4148333333,16.625,6.69333333333
363.11,14.748,21.9538333333,20.0138333334,26.3514166666,13.5275,8.91633333334,18.7325,17.465,16.6265,6.67883333333
363.48,14.8066666667,21.81805,20.0508333333,26.2889166666,13.495,8.98483333334,18.7335,17.4728333333,16.6595,6.67766666667
363.84,14.6753333334,21.7874166666,20.0468333334,26.1771666666,13.4823333333,8.87133333334,18.5981666667,17.4051666667,16.4905,6.593
364.20,14.6723333334,21.7486333333,20.0615,26.116,13.5151666667,8.85333333334,18.4655,17.3046666667,16.4858333334,6.612
364.57,14.4766666667,21.5922833334,20.0516666667,25.9086666666,13.3,8.61766666667,18.1766666667,17.058,16.2845,6.416
364.93,14.3825,21.3987333333,20.116,25.8066666666,13.1945,8.51366666666,18.1033333334,16.9763333333,16.186,6.2525
365.29,14.2618333333,21.33465,20.2061666666,25.826,13.1773333333,8.44133333333,18.0233333333,16.8075,16.1956666666,6.19683333333
365.66,14.15,21.2048,20.1196666666,25.7443333333,13.1278333334,8.33033333333,17.925,16.6256666666,16.0286666667,6.073
366.02,14.1495,21.1363666666,20.2331666666,25.6253333333,13.1511666667,8.43433333334,17.9136666667,16.7156666667,16.0676666666,6.1285
366.38,14.2341666666,21.1743333333,20.3275,25.6100833333,13.373,8.51766666667,17.9811666667,16.7373333334,16.131,6.19516666667
366.75,14.2013333334,21.1379666667,20.3455,25.6183333334,13.4875,8.574,18.0271666666,16.7493333334,16.122,6.21683333333
367.11,14.1901666667,21.0564,20.2526666667,25.3814166666,13.3345,8.52716666667,17.9868333333,16.7318333334,16.1098333334,6.24333333333
367.47,14.1735,21.0818333333,20.3165,25.32425,13.3985,8.55083333333,18.0958333334,16.7796666667,16.0418333333,6.21966666667
367.84,14.2228333333,21.0189666667,20.261,25.32475,13.2671666667,8.62733333333,18.1826666667,16.7818333334,16.1221666666,6.2135
368.20,14.1193333333,20.871,20.2583333333,25.14525,13.1985,8.581,18.1761666667,16.7105,15.9645,6.12483333333
368.56,14.0986666667,20.7439833333,20.2128333334,24.9590833334,13.2318333334,8.66433333333,18.2765,16.7363333334,15.8975,6.10416666667
368.93,14.1106666667,20.8378166667,20.1233333334,24.9680833334,13.2523333334,8.74166666667,18.406,16.7383333333,15.9216666667,6.114
369.29,13.9781666667,20.6966833334,19.9503333333,24.9145,13.0705,8.62283333333,18.376,16.7225,15.8985,6.03366666667
369.65,13.9641666666,20.63675,19.943,24.6599166666,12.9926666666,8.58666666666,18.3483333333,16.7536666667,15.9523333333,5.9495
370.01,14.0296666666,20.6259833333,19.9828333334,24.7513333333,13.0203333333,8.58233333333,18.4066666666,16.7538333333,15.9655,5.90383333333
370.38,14.0131666667,20.5895,19.9645,24.7220833333,12.9538333334,8.634,18.5113333333,16.7801666667,15.9596666667,5.86316666667
370.74,14.0203333333,20.5261333333,19.9446666667,24.72675,12.8515,8.65416666667,18.5413333333,16.7985,15.9958333333,5.8665
371.10,14.032,20.539,20.035,24.8430833334,12.9361666666,8.73966666666,18.5521666667,16.821,16.0966666667,5.88366666667
371.46,14.024,20.4660833333,19.8696666666,24.88125,12.9283333333,8.75383333334,18.4623333333,16.7546666666,16.1678333333,5.9105
371.83,14.0776666667,20.3924,19.86,24.8655833334,13.1358333333,8.8525,18.5561666667,16.8163333333,16.3273333334,6.04
372.19,14.14,20.3739,19.8553333333,24.86875,13.1701666667,8.893,18.6026666667,16.88,16.4968333333,6.08333333334
372.55,14.1956666667,20.3210333333,19.8883333334,24.92375,13.2625,8.9465,18.6716666666,16.9356666667,16.6328333333,6.21766666667
372.92,14.2948333333,20.2554166666,19.9191666666,24.9160833334,13.3528333334,8.99216666667,18.65,17.0585,16.6815,6.28833333334
373.28,14.389,20.2140166667,19.9281666667,24.7675,13.4888333333,9.07983333333,18.6841666667,17.061,16.687,6.2535
373.64,14.4441666667,20.1475833333,19.889,24.7986666666,13.6075,9.19983333334,18.7201666667,17.1543333333,16.7893333334,6.43916666667
374.00,14.3986666667,20.0937666667,19.8441666667,24.61525,13.5886666666,9.2305,18.7331666666,17.0836666667,16.853,6.50283333333
374.37,14.339,19.93575,19.7743333334,24.52175,13.5865,9.2455,18.6198333334,16.9621666666,16.8686666667,6.50533333333
374.73,14.2365,19.6981333334,19.5716666666,24.3345,13.468,9.0455,18.4635,16.7286666666,16.694,6.3285
375.09,14.1671666667,19.4615666667,19.419,24.03,13.4651666666,8.89183333333,18.4625,16.6016666667,16.627,6.30566666667
375.45,14.1828333333,19.3957333333,19.4423333333,23.8491666666,13.4505,8.8155,18.505,16.619,16.6206666667,6.24666666667
375.81,14.0396666666,19.2785333334,19.3163333334,23.57575,13.3291666667,8.66433333333,18.2973333333,16.4483333333,16.5211666667,6.11716666666
376.18,14.0441666666,19.1412,19.2535,23.4481666666,13.3965,8.73616666666,18.3168333333,16.4935,16.5528333334,6.20016666666
376.54,13.9383333334,19.0151166667,19.0826666666,23.3431666666,13.3561666667,8.67583333333,18.2978333333,16.4756666667,16.4806666667,6.18533333334
376.90,13.8505,18.9356166666,19.091,23.2760833334,13.4001666667,8.73583333333,18.3416666666,16.4348333333,16.4951666667,6.2625
377.26,13.7401666667,18.7114,19.0663333334,23.2066666667,13.3103333333,8.72483333333,18.2725,16.4106666667,16.4621666666,6.24916666667
377.63,13.736,18.6544166667,19.0941666667,23.1566666666,13.3221666667,8.79033333333,18.3045,16.3895,16.4421666667,6.27333333333
377.99,13.7385,18.5215,19.0595,23.1125833333,13.3781666667,8.90683333333,18.3628333334,16.4808333333,16.4526666667,6.32333333334
378.35,13.7636666666,18.4365166667,18.9573333334,23.0204166667,13.3778333334,8.87016666666,18.4446666667,16.5401666667,16.4618333333,6.3625
378.71,13.7466666667,18.3207,18.9285,22.8229166667,13.3918333334,8.9585,18.4448333333,16.566,16.5305,6.404
379.07,13.7466666667,18.26225,18.9158333334,22.836,13.4231666667,9.02316666666,18.4918333333,16.588,16.5171666666,6.36233333334
379.44,13.6561666667,18.0747333334,18.7948333333,22.6581666666,13.36,9.01716666667,18.5065,16.4986666667,16.4953333334,6.3105
379.80,13.6633333333,17.9597333334,18.746,22.5626666666,13.3436666667,9.06766666667,18.5683333333,16.5591666667,16.5146666667,6.4065
380.16,13.5665,17.8356833334,18.5768333334,22.47175,13.2763333333,8.9965,18.492,16.4546666666,16.4118333333,6.24366666667
380.52,13.5655,17.6922,18.4723333334,22.2856666667,13.2615,9.05333333334,18.5028333334,16.3933333334,16.4331666666,6.22533333333
380.88,13.5276666666,17.5620666667,18.3711666666,22.1378333334,13.2255,9.0175,18.4736666666,16.3383333334,16.418,6.12266666666
381.24,13.5621666667,17.5443333334,18.3078333334,22.0455,13.3125,9.07566666667,18.573,16.3683333333,16.458,6.12066666667
381.61,13.5881666667,17.4326333334,18.2098333333,21.8913333334,13.2956666667,9.0165,18.6186666667,16.3605,16.4781666667,6.06633333333
381.97,13.6073333333,17.32145,18.07,21.7146666667,13.2596666666,8.93233333333,18.6,16.2773333333,16.4533333333,5.98483333333
382.33,13.5696666667,17.18095,18.0388333333,21.5599166667,13.1628333333,8.86516666667,18.5531666667,16.2038333333,16.3976666667,5.92666666666
382.69,13.5418333333,17.0914666667,17.9743333333,21.5284166666,13.1566666667,8.8545,18.584,16.2165,16.3945,5.96716666666
383.05,13.5021666667,17.0353666666,17.9026666666,21.3920833334,13.078,8.8825,18.5791666666,16.2136666666,16.4256666666,6.0095
383.41,13.5601666667,17.0201333333,17.904,21.384,13.1771666666,8.98583333334,18.683,16.344,16.5083333333,6.14866666667
383.77,13.6458333334,16.96005,17.946,21.4205,13.2585,9.09566666667,18.7758333333,16.357,16.5321666667,6.19033333334
384.14,13.6441666667,16.8982,17.9263333334,21.2706666667,13.2355,9.07833333333,18.8623333334,16.3575,16.5426666666,6.20716666666
384.50,13.6168333333,16.8437666667,17.9395,21.13825,13.275,9.09183333333,18.8815,16.3343333334,16.5635,6.1975
384.86,13.5591666667,16.6628,17.801,21.0094166667,13.201,9.02133333334,18.8198333333,16.2216666667,16.481,6.21233333333
385.22,13.5638333333,16.5818166667,17.807,20.9053333334,13.129,8.99366666667,18.7343333334,16.1718333333,16.5018333333,6.20666666667
385.58,13.4798333334,16.4676333334,17.673,20.8353333334,13.1138333333,8.9735,18.6933333333,16.152,16.463,6.131
385.94,13.3541666667,16.3775,17.6208333333,20.79425,13.07,8.91116666667,18.6483333333,16.1173333333,16.4356666667,6.0885
386.30,13.3161666667,16.2566,17.5333333334,20.6908333333,13.0476666666,8.8155,18.6241666666,16.0351666666,16.388,6.04266666667
386.66,13.3993333334,16.29425,17.5398333333,20.6504166666,13.177,8.85133333333,18.7131666667,16.072,16.4166666667,6.0985
387.03,13.3565,16.1386666667,17.445,20.5621666667,13.1388333334,8.81566666667,18.6468333334,15.973,16.3521666667,6.04466666666
387.39,13.3043333333,16.0400166667,17.4086666666,20.4698333333,13.1485,8.76316666667,18.5915,15.865,16.2941666667,5.96483333333
387.75,13.1721666666,15.8753,17.2365,20.2496666667,13.0295,8.66316666667,18.4643333333,15.7616666667,16.2331666666,5.87433333334
388.11,13.1183333333,15.7222166667,17.1901666667,20.1485833334,13.014,8.71416666667,18.4408333333,15.7225,16.1675,5.872
388.47,13.18,15.6217,17.0723333334,20.1659166666,12.9525,8.7015,18.3865,15.6608333333,16.1303333333,5.84716666667
388.83,13.2528333334,15.6137666667,17.0781666666,20.107,13.0135,8.7515,18.4646666667,15.7186666666,16.2158333333,5.841
389.19,13.31,15.5763833333,17.024,20.1024166667,13.12,8.83433333333,18.5905,15.7836666666,16.3188333333,5.94383333334
389.55,13.3006666667,15.48385,17.0283333333,19.96325,13.1591666667,8.85566666666,18.6101666667,15.7328333334,16.3315,6.0055
389.91,13.4011666667,15.4315833333,17.0563333334,19.8649166667,13.264,8.9095,18.7088333334,15.762,16.3961666667,6.03733333333
390.27,13.3946666667,15.3643666667,17.0001666666,19.7528333334,13.3118333333,9.00283333334,18.7098333333,15.7943333333,16.4206666666,6.049
390.63,13.3815,15.2118666666,16.8643333334,19.586,13.2998333334,9.00216666666,18.6946666667,15.76,16.4366666667,6.02016666667
391.00,13.4263333334,15.2099666667,16.8395,19.5055,13.4038333333,9.08433333333,18.8225,15.8321666667,16.5163333334,6.04433333334
391.36,13.4548333333,15.1317,16.8098333333,19.45675,13.4023333333,9.13566666666,18.8761666667,15.9031666666,16.5918333333,6.10016666667
391.72,13.5133333333,15.0781333333,16.7536666666,19.3954166667,13.5011666667,9.16933333334,18.9576666667,15.9175,16.67,6.10283333333
392.08,13.555,15.0093166667,16.6711666667,19.34275,13.5223333333,9.14816666667,18.9645,15.9245,16.7135,6.09966666666
392.44,13.5061666667,14.9551333334,16.6633333333,19.2515833333,13.58,9.15366666666,18.9918333334,15.998,16.7705,6.131
392.80,13.4555,14.90145,16.5823333334,19.1325833333,13.6116666667,9.21233333333,18.9998333334,15.982,16.8365,6.19516666667
393.16,13.3925,14.7865,16.4503333333,18.9179166667,13.5826666667,9.212,18.9846666666,15.949,16.8045,6.22516666667
393.52,13.3733333334,14.6937,16.291,18.7896666666,13.6028333333,9.2,18.9556666666,15.9335,16.7555,6.21633333334
393.88,13.256,14.5303666666,16.0538333333,18.5830833334,13.5366666666,9.22233333333,18.9181666667,15.8858333333,16.7436666667,6.20816666666
394.24,13.2188333333,14.4222666667,15.9185,18.4268333334,13.5281666666,9.23383333333,18.9683333333,15.8445,16.772,6.2165
394.60,13.1606666667,14.3073,15.8448333333,18.3104166666,13.5,9.23016666666,18.9475,15.8376666667,16.7781666667,6.23266666666
394.96,13.1091666667,14.1569333334,15.732,18.17525,13.4811666667,9.212,18.9213333333,15.789,16.8193333334,6.265
395.32,13.04,14.0064833333,15.5508333333,17.957,13.4131666666,9.17666666667,18.8651666667,15.7341666667,16.7136666667,6.17916666667
395.68,12.9451666666,13.8662666667,15.3828333333,17.7979166666,13.3523333333,9.146,18.8508333334,15.7115,16.6335,6.12083333333
396.04,12.9253333334,13.7595166666,15.2756666667,17.6401666666,13.3958333334,9.18316666667,18.8921666666,15.7478333334,16.6981666666,6.17783333334
396.40,12.8898333334,13.6113,15.1178333333,17.41625,13.367,9.144,18.8858333333,15.6463333334,16.7071666667,6.15116666667
396.76,12.847,13.37415,14.9218333333,17.1894166667,13.2743333334,9.09833333333,18.8448333333,15.5935,16.6173333333,5.98683333333
397.12,12.916,13.2775833333,14.8945,17.1229166666,13.3693333333,9.17283333333,18.9078333333,15.6391666667,16.6521666667,5.982
397.48,12.8541666667,13.14015,14.8573333333,16.94875,13.3036666666,9.17416666667,18.9556666666,15.6113333333,16.6988333334,5.938
397.84,12.8468333333,13.0436166666,14.7751666667,16.80875,13.2923333333,9.16766666666,18.9133333333,15.5755,16.709,5.92366666667
398.20,12.8566666666,12.9015166667,14.6578333333,16.7143333334,13.2711666667,9.21983333333,18.8733333333,15.609,16.7323333333,5.96566666667
398.56,12.847,12.7870333333,14.5296666666,16.5313333333,13.2756666667,9.23733333334,18.9176666667,15.603,16.7296666666,5.94933333333
398.92,12.8293333334,12.6746166666,14.4383333334,16.3374166667,13.2851666666,9.25083333333,18.9433333334,15.6145,16.6911666666,5.94233333333
399.28,12.8993333334,12.62305,14.3851666667,16.2750833334,13.4026666666,9.37416666667,18.9886666666,15.6346666666,16.8718333334,6.09166666667
399.64,12.9603333333,12.5785666667,14.3833333333,16.1891666666,13.4251666667,9.43866666667,19.0571666666,15.6583333334,16.9623333333,6.17883333333
400.00,12.9213333333,12.4527166666,14.2485,16.0329166666,13.3895,9.46983333333,19.0141666667,15.5963333333,16.905,6.18833333334
400.36,12.9231666667,12.3692,14.2181666666,15.9196666667,13.3701666667,9.51983333334,19.0878333333,15.5773333333,16.9241666667,6.23966666667
400.72,12.8841666666,12.2721166666,14.1533333333,15.8184166667,13.3566666667,9.53116666667,19.1001666667,15.5685,16.9175,6.3505
401.08,12.7676666667,12.1670166667,13.9915,15.5846666666,13.2946666666,9.462,19.0438333333,15.5058333334,16.8668333333,6.31683333333
401.44,12.778,12.0812166667,13.907,15.47225,13.3525,9.51666666667,19.0555,15.5346666667,16.8925,6.374
401.80,12.7548333333,11.9582,13.7368333333,15.33875,13.3611666666,9.444,19.081,15.4971666666,16.8513333333,6.34616666666
402.16,12.7215,11.9019833333,13.6558333333,15.2253333334,13.435,9.45116666667,19.21,15.5071666666,16.9038333334,6.27616666667
402.52,12.7378333333,11.92175,13.6633333333,15.2300833334,13.5076666667,9.52016666667,19.2686666667,15.5426666666,16.9705,6.3165
402.88,12.7471666666,11.8649833333,13.61,15.1546666666,13.5048333333,9.51916666667,19.2565,15.5941666667,17.0165,6.36816666667
403.24,12.667,11.76975,13.4595,15.0003333333,13.4286666667,9.42616666667,19.2275,15.5035,16.9251666667,6.23316666666
403.60,12.6101666667,11.67825,13.4206666666,14.8850833333,13.4018333333,9.42716666667,19.1891666667,15.4921666667,16.9115,6.209
403.95,12.58,11.6608,13.3553333333,14.77325,13.3811666666,9.35933333333,19.1856666667,15.4991666667,16.8955,6.184
404.31,12.5208333333,11.6006833333,13.274,14.7225833334,13.382,9.3575,19.1265,15.4983333333,16.8478333333,6.1595
404.67,12.4911666667,11.5384833333,13.1503333333,14.6259166666,13.3991666667,9.29716666667,19.0896666667,15.452,16.8596666667,6.11783333333
405.03,12.4933333333,11.46765,13.1108333333,14.5683333333,13.4018333333,9.3045,19.104,15.425,16.8693333333,6.11383333334
405.39,12.5128333333,11.4638,13.0821666667,14.5201666666,13.4068333334,9.32083333333,19.1395,15.4206666666,16.9028333333,6.16016666666
