wavelength,Back_DigAlbf,Belly_DigAlbf,Breast_DigAlbf,Crissum_DigAlbf,Crown_DigAlbf,DorTail_DigAlbf,Patch10_DigAlbf,Rump_DigAlbf,Throat_DigAlbf,WingTip_DigAlbf
749.38,19.0168,55.2029333333,43.7298333333,31.4108666667,17.956,20.0808666667,64.6383333333,20.9642666667,34.3256666667,20.4044666667
749.70,18.9822666667,55.0325333333,43.5869666667,31.3912666667,17.8960666667,19.8196,64.3728666667,20.8994,34.3512,20.4979333333
750.01,18.6266666667,55.1195333333,43.3692666667,31.2373333333,17.5691333333,19.6652,64.1359333333,20.6851333333,34.3281333333,20.3503333333
750.33,18.5506,54.7765333333,43.1459,31.0652666667,17.3195333333,19.5815333333,63.8175333333,20.4311333333,34.2018666667,20.2061333333
750.64,18.7603333333,55.2305333333,43.5315666667,31.4582,17.5239333334,19.8112666667,64.3384666667,20.8210666667,34.617,20.5726
750.96,18.8792,55.4641333333,44.0089666666,31.9097333333,17.7495333333,20.0537333333,64.7126,21.1079333333,34.8422,20.9658666667
751.27,19.5523333333,56.2603333333,44.8761333333,32.4634,18.2985333333,20.8349333333,65.7238666667,21.911,35.5936,21.7015333333
751.59,19.4351333333,56.0208666667,44.5960666667,32.2513333333,18.15,20.6980666666,65.4291333333,21.6245333333,35.4307333333,21.6595333333
751.90,18.8608,55.7835333333,44.2053333333,31.841,17.6038,20.2737333333,65.1297333333,21.1200666667,35.128,21.1615333333
752.22,18.3092666667,55.871,43.8690666667,31.3956666666,17.2024666667,19.8203333333,65.146,20.8308666667,34.8957333333,20.8244
752.53,18.1897333333,56.1783333333,44.0519,31.2700666667,16.9861333333,19.6982,65.5506666667,20.7428,34.9878666667,20.532
752.85,18.0962,55.9202,43.8950666667,30.9567333333,16.7785333333,19.5176,65.0477333333,20.7284,34.7904,20.2816666667
753.16,18.3042666667,56.2652666667,44.1764333333,31.1618,16.9192666667,19.6634,65.5372,20.9966666667,35.0227333333,20.3753333333
753.47,18.8089333333,56.2884,44.5148666667,31.4568,17.3636,20.0450666667,65.6784666667,21.4678666666,35.31,20.8048
753.79,18.6953333333,56.8101333333,44.8011,31.585,17.3550666667,20.1272666667,66.3047333333,21.6307333333,35.5773333333,20.8415333333
754.10,18.4114,56.5073333333,44.4758,31.2030666667,16.8915333333,19.7276,66.0299333333,21.1651333333,35.1092,20.2625333333
754.42,18.2044,56.3195333333,44.1815333333,30.9358,16.6568,19.484,65.9426,20.797,34.8678666667,20.0364666667
754.73,17.7767333333,55.6894,43.5922,30.5094666667,16.3032666667,18.9381333333,65.1037333333,20.1326666667,34.4351333333,19.6316
755.05,17.6559333333,55.7947333333,43.4389333333,30.322,16.1168,18.7156666667,65.0904666667,19.9262,34.3090666667,19.2252
755.36,17.78,55.9081333333,43.5900333333,30.2854666667,16.3608666667,18.6449333333,64.7746,19.8750666667,34.2726,19.3073333333
755.67,17.8682,55.7364,43.7179,30.351,16.3565333333,18.5629333333,64.4805333333,19.5933333333,34.367,19.3051333333
755.99,17.8185333334,55.5214666666,43.6142333333,30.3488666667,16.4133333333,18.5946666667,64.3865333333,19.3839333333,34.3338,19.1662
756.30,17.6580666667,55.3400666667,43.5726666667,30.4547333333,16.5947333333,18.5949333333,64.4958666667,19.3402,34.3556,19.2000666667
756.62,17.8108666667,55.2526666667,43.8387333333,30.2835333333,16.7282,18.7670666667,64.2042,19.5696666667,34.3852666667,19.2828666667
756.93,17.9114,55.3877333333,43.7014,30.2072,16.771,18.6611333333,64.191,19.3938666667,34.2544666666,19.0584
757.24,17.9646666666,54.9642666667,43.6154666667,30.3806666667,16.9248,18.5932,63.7579333333,19.2864,34.0808,19.0622
757.56,17.9990666667,55.0804,43.6464666667,30.3707333333,16.9223333333,18.7371333333,63.5957333334,19.3838666667,34.2440666667,19.2212666667
757.87,18.1472666667,54.9067333333,43.5657333333,30.3790666667,16.8604666667,18.8244,63.436,19.5554,34.3844,19.1207333333
758.18,18.1800666666,55.2075333333,43.7265666667,30.388,16.8614,18.6952,63.857,19.6408,34.2721333333,18.9899333333
758.50,18.1218666667,55.2149333333,43.8307,30.5583333333,16.9712,18.6869333333,63.8780666667,19.8138,34.1556666667,19.1268666667
758.81,18.4072,55.2620666667,43.7953,30.6888666667,17.1304666667,18.8239333333,64.0826,20.0538666667,34.0761333334,19.3078
759.13,18.8337333333,55.6925333333,44.0549666667,31.1612,17.7342666667,19.4787333333,64.4711333333,20.6014666667,34.2723333333,19.7426666667
759.44,19.1396,56.0812666667,44.2939,31.4790666667,17.8655333333,19.8533333333,64.8124666667,20.8805333333,34.4572666667,20.2568666667
759.75,19.0207333333,56.2306666667,44.3275666667,31.4151333333,17.1429333333,19.6008666667,64.819,20.6270666667,34.2320666667,20.0067333333
760.07,18.7533333333,56.4362666667,44.1716333333,31.5482,16.9206666667,19.5935333334,65.21,20.3997333333,34.1090666667,19.8442666667
760.38,18.4758,56.1828,44.2286,31.5798666667,16.729,19.5378666667,65.3515333333,20.3372,33.9976666667,19.8717333333
760.69,18.4635333333,56.5230666667,44.4823666667,31.4996666667,16.6867333333,19.4254666667,65.6712666667,20.3406666667,34.0847333333,19.9632
761.01,18.2182666667,56.3551333333,44.3972,31.4212,16.6912,19.2397333333,65.7007333333,20.1174666667,33.8652666667,19.9022
761.32,18.1334666667,56.6523333333,44.5913333333,31.5559333333,16.5760666667,19.2132666667,66.1984,19.9394666667,33.9193333333,19.9107333333
761.63,18.6203333333,56.8783333333,44.9413333333,31.9994,17.1768,19.8019333333,66.4991333333,20.4903333333,34.4908,20.4476
761.94,18.6678666667,56.7148,44.9483,31.9952666667,17.2512,19.8890666667,66.3313333333,20.5859333333,34.6684666667,20.5159333333
762.26,18.5690666667,56.3764666667,44.9624,32.0167333333,17.0850666667,19.9246666667,66.2733333333,20.4882,34.6582,20.4210666667
762.57,18.5072,56.1520666667,44.6686333333,31.7784666667,16.7663333333,19.6686,66.0872,20.2452666667,34.5458666667,20.1024666667
762.88,18.7263333333,56.3272666667,44.7141333333,31.7854666667,16.8416,19.6110666667,66.0167333333,20.3629333333,34.7533333333,20.2243333333
763.20,19.0688,56.8150666667,45.1139,32.0976666667,17.4238,20.0512,66.4493333333,20.8031333333,35.1778666667,20.6703333333
763.51,19.1418666667,56.5478666667,45.0180666667,32.02,17.5008,20.0675333333,66.0012666667,20.7379333333,35.097,20.7804666667
763.82,18.9904666667,56.4242,44.6710666666,31.789,17.4114,19.9528666666,65.5898666667,20.5245333333,34.9448,20.5968
764.14,19.1170666667,56.5878666667,44.6530333333,31.9524666666,17.4484,20.2276666667,65.7386666667,20.7404666667,35.0443333333,20.4729333334
764.45,19.3522,56.9548666667,44.8457,32.4048666667,17.6178666667,20.3443333333,66.0852,21.0150666667,35.3736666667,20.5051333333
764.76,19.1958,56.4408666667,44.4795333333,32.0904,17.5088666667,20.1382666667,65.3322666667,20.8774,35.0959333333,20.2638666667
765.07,18.8371333333,56.2664666667,44.4281333333,31.9198666667,17.214,19.8937333333,65.1826,20.5719333333,34.8774,19.9918666667
765.39,18.9717333333,56.2760666667,44.4368333333,31.95,17.2958666667,20.017,65.2662666667,20.6134666667,34.8928666667,20.0512
765.70,18.7758666667,56.4360666667,44.2634666666,31.7746,17.2772666667,19.8764,65.1500666666,20.4794,34.7896666667,19.8855333333
766.01,18.6134,56.2779333333,44.2503666667,31.677,17.2839333333,19.8666666667,64.9279333333,20.4665333333,34.7358,19.9176
766.32,17.8294666667,55.6753333334,43.7903,31.176,16.7371333333,19.4622666667,64.6203333333,19.8791333333,34.0390666667,19.2306
766.64,17.4653333334,54.9061333333,43.2457,30.6160666667,16.2892666666,19.0451333334,63.967,19.2382,33.4421333334,18.7186
766.95,17.2484,54.9037333333,43.0636333333,30.5888666666,16.1292,18.9800666667,64.0212,19.0424666667,33.3296666667,18.5911333333
767.26,17.5312,55.0967333333,43.4034666667,30.7243333333,16.4883333333,19.3099333333,64.16,19.3136,33.6442666667,18.9419333333
767.57,17.2074,55.0564666667,43.4701333333,30.5287333333,16.4110666667,19.0294666667,64.1473333333,19.0216666667,33.6503333333,19.0295333333
767.88,17.7053333333,55.4722,43.9634666667,30.5623333333,16.8555333333,19.6676,64.6304666667,19.4456666667,34.0557333333,19.5197333333
768.20,18.0844666667,56.2447333333,44.4281666667,31.1140666667,17.4303333333,20.3502666667,65.2616,20.0422,34.519,19.9705333333
768.51,18.2814,56.4026666667,44.3766333333,31.1731333333,17.4068666667,20.3636666667,65.2684666667,20.2424666667,34.7836,20.1082666667
768.82,19.0782,57.2654666667,45.3707,32.1043333333,18.2230666667,21.2603333333,66.1812666666,21.1000666667,35.6046666667,21.0199333333
769.13,19.4776666667,57.7020666667,45.8174,32.5976,18.5514,21.8392666667,66.6258,21.5714,36.1036,21.7756666666
769.44,19.6011333333,57.9587333333,46.1355333333,32.8276,18.6221333333,21.9764,66.8476,21.7582666667,36.3861333333,22.1481333333
769.76,20.5345333333,58.6452666667,46.8987333333,33.7317333333,19.6718666667,22.8316666666,67.2198,22.8551333333,37.3746666666,23.3004666667
770.07,20.8926666667,58.9458,47.2199,34.1073333333,20.0854666667,23.1435333333,67.4549333333,23.3476,37.4454666667,23.7274666667
770.38,21.1062666667,59.4931333333,47.5902,34.3178,20.2630666667,23.4014666667,68.0897333333,23.6696666667,37.9483333334,24.0155333333
770.69,20.9423333333,59.7394,47.8370333333,34.4210666667,20.0802666667,23.2582,68.4862666667,23.6040666667,37.8446666667,24.1302666667
771.00,21.1516666667,59.8940666667,47.6969,34.4999333333,20.1667333333,23.3838,68.399,23.7172,37.9293333333,24.2070666667
771.32,20.7947333333,59.1597333333,47.2639333333,34.4925333333,19.8784666667,23.0220666667,67.4258666667,23.5788,37.6866666667,24.2622666667
771.63,20.5488,58.7846666667,47.2128333333,34.2924666667,19.5949333333,22.5589333333,66.9743333333,23.2461333333,37.4718666667,24.2872
771.94,20.5590666667,58.8872,47.1039666667,34.1614,19.6221333333,22.707,66.9150666667,23.2918666667,37.3602666667,24.4513333333
772.25,19.7246,58.4590666667,46.2828,33.2962666667,18.6867333333,21.7950666667,66.2853333333,22.1444666667,36.7328,23.5953333333
772.56,18.8788666667,58.0394666667,45.7216666667,32.7864,18.0016666667,20.9314666667,65.9952,21.1534666667,36.2957333333,22.6429333333
772.87,18.8262666667,58.1432666667,45.5674333333,32.7216666667,18.0001333333,20.8098,65.9173333333,20.9918,36.0275333333,22.6390666667
773.18,18.8945333333,58.6745333333,45.9136666667,32.8482666667,17.947,20.9644,66.4185333333,20.7952666667,36.3283333333,22.7185333333
773.50,19.0116666667,58.9204666667,46.0724666667,33.2362666667,18.309,21.0854666667,66.421,20.7827333333,36.9608666667,22.9533333333
773.81,19.186,58.7044666667,46.3055666667,33.3620666667,18.8134,21.3299333333,66.2712,20.9458,36.8070666667,22.8604
774.12,20.0745333333,59.1237333333,46.7869,33.8888,19.3584666667,22.2336666667,66.598,21.7124666667,37.5256666667,23.402
774.43,20.177,58.4304,46.2699333333,33.6644666667,19.4121333333,22.0890666667,65.6507333334,21.4896,37.0833333333,23.4075333333
774.74,19.403,58.0404,45.9014666667,32.8752666667,18.8580666667,21.7274666667,65.3507333333,20.6086666667,36.6319333333,22.6202666667
775.05,19.5719333333,58.5459333333,46.1273333333,33.1046666666,19.1029333333,22.1518666667,66.0862,20.9206,36.9450666667,22.7264666667
775.36,19.7352,58.4760666667,45.893,33.145,19.0761333333,22.0947333333,65.9724666667,20.7179333333,36.9108,22.5948666667
775.67,19.822,58.7771333333,46.3254666667,33.4698,19.3470666667,22.2677333333,66.4826666667,20.8132,37.1565333333,22.7604
775.98,20.3126,58.4837333333,46.3864666667,33.5398666667,19.6342,22.3775333333,66.4072,21.3334,37.2861333333,22.9142666667
776.30,20.4251333333,58.2462,46.8024666667,33.5694,19.7697333333,22.5983333333,66.6017333333,21.742,37.5435333333,22.7399333333
776.61,20.1061333333,57.55,46.1543,33.2273333333,19.4580666667,22.1201333333,66.0600666667,21.3840666667,36.8138666667,22.2085333333
776.92,20.3161333333,57.3718666667,46.0316333333,33.2631333333,19.5201333333,22.1364666667,66.0755333333,21.5746,36.6813333333,22.3061333333
777.23,20.8748666667,57.5445333333,46.2000666667,33.7126,19.8366666667,22.3271333333,66.3808666667,22.1288666667,37.3111333333,22.8522
777.54,20.1055333333,56.8044666667,45.6170333333,33.2160666667,19.2201333333,21.3192666667,65.6992666667,21.3896,36.3296666667,21.8939333333
777.85,19.8874,56.8828666667,46.0326,33.5466666667,19.1051333333,21.3985333333,66.0504666667,21.6296666667,36.3021333333,21.9199333333
778.16,20.0896,57.2914666667,46.0927666667,33.7638,19.2048,21.435,66.4754,21.8593333333,36.2212,22.1166666667
778.47,19.8309333333,57.1859333333,45.9452,33.5748666667,19.0519333333,21.2741333333,66.5880666667,21.7028666667,36.3284666667,21.8598
778.78,19.768,57.2954666666,46.1172,33.6996666667,19.3345333333,21.3308,66.8926,21.9964,36.0927333333,22.1000666667
779.09,18.6922,55.8393333333,44.5408666667,32.433,18.3211333333,20.0668666667,65.4016,21.2105333333,34.5254,21.2347333333
779.40,18.4822666667,55.9018,44.2857666667,32.2458,18.1198,20.0554,65.2658666667,21.0876666667,34.2856666667,21.1857333333
779.71,18.864,56.4555333333,44.1682333333,32.6815333333,18.4048,20.4035333333,65.5804,20.9993333333,34.2458,21.5270666667
780.02,19.8618,57.2378666667,45.2354333333,33.4526666667,19.479,21.3371333333,66.4846,21.7890666667,35.1473333333,22.4606666667
780.33,19.3242666667,57.7843333333,45.5358333333,33.2035333334,18.7394666667,21.0722,66.9591333333,21.3711333333,35.2242666667,22.1118
780.64,19.3294,58.0932666667,45.8613,33.2742,18.7114,21.1504,67.2518666667,21.4267333333,35.2334666667,22.4392
780.95,19.3628,58.6318666667,46.0832,33.2326,18.5043333333,21.3414,67.9744666667,21.5695333333,35.6673333333,22.8505333333
781.26,19.3407333333,58.4192,45.7349,32.8826666667,18.5064666667,21.2512666666,67.8775333333,21.3588666667,35.9167333333,22.8052666667
781.57,19.7094666667,58.1762666667,45.7177333333,32.9956,18.5612,20.9996666667,67.7338666667,21.486,36.3459333334,23.0394666667
781.88,20.3764666667,59.0144,46.1465,33.4565333333,19.2402,21.4648,68.3026,22.0123333333,36.605,23.6140666667
782.19,20.4702,59.4536,46.7012333333,33.5961333333,19.3914,21.8879333333,68.3955333333,22.3167333333,37.1576666667,23.8866
782.50,21.2329333334,60.1463333333,47.5827,34.1483333334,20.0835333333,22.5636666667,68.4917333333,23.1000666667,38.147,24.1935333333
782.81,21.0932666667,60.3408,47.9838,33.6669333333,19.7089333333,21.9098,68.6546,22.7263333333,38.1966,23.6564
783.12,20.5319333333,60.3788666667,48.2659,33.1658,18.8634,21.1002,68.8815333333,22.1348,38.0328666667,23.0017333333
783.43,18.6234666666,59.2485333333,46.9569333333,31.8748666667,16.9940666667,19.4196,67.4553333333,20.6322666667,36.6964,21.4508
783.74,17.997,59.0434,46.3938333333,31.8611333333,17.0852,19.1779333333,67.3468,20.3737333333,36.2855333333,21.1061333333
784.05,17.1571333333,59.2644666667,45.7549333333,31.2184,16.4214666667,18.4444,67.2029333333,19.8928,36.092,20.3140666667
784.36,16.8669333333,58.1351333333,44.8735666667,30.8418666667,16.5875333333,18.3768,65.8208666667,19.9245333333,35.5304,20.1511333333
784.67,17.0198666667,58.7096666667,45.7679333333,30.9754666667,17.0505333333,18.8556666667,66.6206666667,20.3456,35.5606666667,20.4839333333
784.98,17.0861333333,59.5492666667,46.2392666667,31.0724,17.4048666667,19.3784,67.6379333333,20.5671333333,35.8274666667,20.6528
785.29,16.2654666667,58.2948,45.6481,30.5016,16.4044,18.4721333333,66.1266,19.4984666667,35.2546666667,19.7993333333
785.60,15.2392666667,57.1682666667,44.6991,29.9768,15.5323333333,17.3149333333,65.5248,17.9783333333,34.1899333333,18.4258666667
785.91,16.5941333333,57.9762666667,45.9107,31.1950666667,16.8385333333,18.4955333333,66.7659333333,19.0684,34.9754666667,20.061
786.22,18.1227333333,58.3592,46.5115,32.8234,18.4183333333,20.1626666667,67.3762,20.2586666667,36.0458,21.9364
786.53,19.0780666667,58.2126666667,46.8120333333,33.5958666667,19.8934666666,21.1277333333,67.2554,21.6666,37.2056,22.9574666667
786.84,19.3258,57.671,46.3534,33.5378,20.0544666667,21.1303333333,66.4691333333,21.8591333333,36.9494666667,22.7308
787.14,19.4953333333,56.9388,45.6872666667,32.842,19.6346666667,20.9695333334,65.6573333333,21.567,36.4476,22.3572666667
787.45,19.0840666667,56.0222,45.5348333334,32.5286,18.9532,20.7524,65.2536,21.0664666667,35.9634666667,21.7598666667
787.76,19.1234666667,56.6799333334,46.3712,32.7489333333,18.6587333333,20.3518666667,66.4277333333,20.6972,36.2351333333,21.5538666667
788.07,19.2722,56.3743333333,45.5328333333,32.6576,18.4664666667,20.1493333333,65.6596,20.6758,36.0948666666,21.2670666667
788.38,19.859,56.0872,46.0103,33.0771333333,19.0714,20.7172,65.3154,21.1142666667,36.3944,21.8122666667
788.69,20.2044,55.894,46.0153,32.7393333333,19.0612666667,20.6706,65.1469333333,21.2068666667,36.3282,22.1137333333
789.00,21.1389333333,56.5829333333,47.0301333333,33.3912666667,19.7104,21.4928666667,65.8044666667,22.1300666667,37.2008666667,23.018
789.31,20.3181333333,56.9252666667,46.9848666667,32.9820666667,18.9464666667,21.2657333333,66.3286,21.564,37.283,22.2597333333
789.62,19.4186,57.0452,46.8088,32.1838,18.1406666667,20.6557333333,65.8486,21.3454666667,36.6464,21.5954666667
789.92,19.1055333333,57.568,46.8692333333,31.5792,17.5891333333,20.4822,66.1776,20.4194,36.3033333334,21.2787333333
790.23,19.6052666667,58.4212666666,47.4882666667,31.7690666667,18.1055333333,20.9975333333,66.9895333333,20.6961333333,36.8712,22.2102666667
790.54,20.4361333333,58.9678,48.2442333333,32.7736,19.0621333333,21.563,67.2845333333,21.6357333333,37.6154,23.1988
790.85,21.1474666667,58.8526,48.1737333333,33.0065333333,19.9418666667,22.0406,66.5577333333,22.0262,37.647,24.1032666667
791.16,22.3210666667,59.3636,48.6334666666,34.2010666667,21.6559333333,23.7525333333,66.9847333333,23.2321333334,38.742,25.3579333333
791.47,22.9906,59.8759333333,49.2413666667,34.9016,22.7789333333,24.5296,67.5856,23.7564,39.4748666667,26.0904666667
791.78,23.1980666667,60.2780666667,49.129,35.302,22.8979333333,24.8006,67.7423333333,24.1346,39.4585333333,26.0958666667
792.08,23.4143333333,60.6637333333,49.2514333333,35.767,23.2890666667,25.1844666667,68.2522666667,24.4247333333,39.6608,25.9145333333
792.39,23.0304,59.8100666667,48.2328333333,35.0200666667,22.8112666667,24.9069333333,67.0171333334,24.0598666667,39.0434666667,25.3522666667
792.70,23.074,58.9847333333,47.4117666667,34.7587333333,22.6493333333,24.5644,65.99,23.8804666667,38.1858,25.2843333333
793.01,23.5556666667,58.3655333333,47.4086333333,35.0035333333,22.6954,24.4804,65.7921333333,23.8351333333,38.0789333333,25.2402
793.32,23.2334666667,57.93,46.9736,35.1392666667,22.4982,24.2828,65.4889333333,24.3538666667,37.6232666666,25.0894
793.62,21.5054666667,56.4026,46.0114666667,34.0281333333,20.8831333334,22.8302666667,64.5168666667,22.9678,36.3808,23.366
793.93,20.7887333333,55.9693333333,45.878,33.0706,20.4672666666,22.1688,64.2934666667,22.3074,36.0276666666,22.9792666667
794.24,20.9430666667,56.1111333333,46.2684666667,33.4282666667,20.1316,21.9372,64.6199333333,22.3244666667,35.9797333333,22.8217333333
794.55,20.8788,55.6772,45.7307,33.0975333333,19.5142,21.472,63.9013333333,22.6724,35.5341333333,22.508
794.86,20.5736,55.5052666666,45.6846,32.7025333333,18.3296666667,20.9462,63.8566666667,22.3871333333,34.8458666667,22.1722
795.16,19.1096666666,54.1223333333,44.43,31.3065333333,16.7353333333,19.1313333333,63.0907333333,20.8178,33.4202666667,20.8614666667
795.47,18.5981333334,53.9198,44.0163,30.9085333333,16.6094,19.1416666667,62.4534666667,20.4792666667,33.1044,20.8369333333
795.78,18.8852666667,54.4912,44.2898,31.3556666666,16.7493333333,19.5757333333,63.5670666667,20.7046666667,33.2324666667,21.4384
796.09,19.3762666667,55.3118,44.5842333333,31.8495333333,17.3046,20.3226666667,63.9284,21.1971333333,33.8709333333,21.9856666667
796.40,19.9425333333,55.9582,44.8867666667,32.4630666667,17.9646666667,21.2873333333,64.7177333333,21.6037333333,34.599,22.6176666667
796.70,20.2062666667,56.1225333333,45.1156,32.8352,18.3421333333,21.6720666667,64.831,22.0206,35.2685333333,23.0522666667
797.01,22.15,57.9756,46.8270666667,34.4431333333,20.2234,23.9022,66.2757333333,24.2094666667,37.0052666667,25.082
797.32,23.3156,59.1093333333,48.1513666667,35.5673333333,20.6856,25.069,67.5290666667,24.7931333333,37.9497333333,25.7263333333
797.63,22.7896666667,58.9270666667,47.4713666667,34.9428666667,20.2574666667,24.7854,67.382,24.5349333333,37.7396,25.4578
797.93,22.5835333333,59.1983333333,47.8360333333,34.6472666667,19.9406666667,24.4765333333,68.2776666667,23.8232666667,37.9064666667,25.4342
798.24,22.6981333333,59.489,48.0609333333,35.2273333333,20.5936,24.7876666666,68.5682,24.2241333333,38.5193333333,26.1781333333
798.55,23.7978,60.4605333333,48.8712666667,36.1874,22.0158666667,26.2816666667,69.0674666667,25.0738,39.5622,27.5501333333
798.85,24.2502666667,61.2437333333,49.8742,36.5525333334,21.889,26.1944666667,70.8302666667,25.431,39.7482,28.2645333333
799.16,24.4471333333,61.6787333333,50.5687666667,36.8020666667,22.5060666667,26.2927333333,70.9388,26.1018,40.2068,28.393
799.47,25.042,61.8648,51.4685666667,37.455,23.1052,26.8347333333,71.6446666667,27.0268,41.3366,28.9155333333
799.78,24.9115333333,61.6182666667,51.2601333333,37.1256,23.5184666667,26.6989333333,71.1834666667,26.9886,41.2398666667,29.0338666667
800.08,24.8741333333,60.73,50.4744666667,36.464,23.4226,26.0259333333,69.8702666667,26.3342666667,40.3082666667,28.7591333333
800.39,24.8807333333,60.4115333333,50.0082666667,36.2222,23.3992,25.2922,69.4814666667,26.0328666667,40.0824,28.4196666667
800.70,23.8487333333,59.6092666666,48.6907,35.1786666667,22.6517333333,23.9983333333,68.5619333333,25.4863333333,39.1187333333,27.2568666667
801.00,23.8047333333,59.8820666667,48.8172333333,35.3957333333,22.7442,24.3012666667,68.6447333334,25.3367333333,39.495,27.0033333333
801.31,22.9368,59.2234666667,47.7595666667,35.0378,22.2954666667,23.8987333333,67.384,24.7678666667,38.6076666667,26.2193333333
801.62,22.0356666667,58.0830666667,46.692,33.6895333333,21.2127333333,22.7226,66.2679333333,23.1467333333,37.3876,24.5122
801.92,22.3832666667,58.1086666667,46.8490666667,33.7574,21.4928,22.7140666666,66.5394666667,23.5878666667,37.5148,24.5632
802.23,22.5558666667,57.6178666667,46.3648666667,33.6477333333,21.8444666667,22.986,65.55,23.4656,37.3614666667,24.177
802.54,21.6706666667,56.817,45.1920666667,32.7069333333,20.9439333333,21.9966666667,64.6617333333,22.0635333333,36.5078666667,23.3
802.84,19.8897333333,55.6488666667,43.592,30.2628666667,19.3298666667,20.3645333333,63.2824,20.1781333333,34.3511333333,21.6115333333
803.15,19.8192666667,55.9054,44.6193666667,30.8043333333,19.4925333333,20.7998666667,63.8623333333,20.6365333333,34.8042666666,21.7117333333
803.46,20.2260666667,57.0794666667,45.9756666667,31.6819333333,20.139,21.7818,64.8153333333,21.1993333333,35.7322666667,22.7031333333
803.76,20.3001333333,57.6423333333,46.6401666667,32.0706,20.5828,22.2516,65.3423333333,21.1919333333,36.1854666667,23.4789333333
804.07,20.2884,57.2565333333,46.2561,32.2063333333,20.6378,22.3329333333,65.3210666667,21.2232666667,36.1380666667,23.8357333334
804.38,20.7320666667,57.9717333333,46.9312666667,32.5838,21.2082666667,22.3986,66.3051333333,21.8166,36.0934,24.3651333333
804.68,21.1688,58.3357333333,47.7334666667,32.9083333333,21.2306,22.3194666667,66.8524666667,22.1690666667,36.2993333333,24.8074666667
804.99,22.9048,60.4601333333,49.8782,34.037,22.6704,24.195,69.1836666667,24.24,38.1867333333,26.8471333333
805.30,22.2954,60.4938,49.6387333333,33.3424666667,21.7374666667,23.7586,68.6512,23.5116,37.6313333333,26.1363333333
805.60,22.1048,60.1854,49.2442333333,33.2128666667,21.6134,23.7552,68.9011333333,23.7552,37.3202666667,26.0546666667
805.91,23.5024,60.6768,50.1142333333,34.3758,22.9721333333,25.0937333333,69.2364666667,25.5236,37.9606,27.5812
806.21,24.7488,60.9680666667,50.8128666667,35.9907333333,23.6074,26.0090666667,69.5434666666,26.4290666667,38.8584,28.484
806.52,24.2752,60.5447333333,49.9539,34.9862,22.2992666667,24.7830666667,68.975,25.8264666667,37.8855333333,27.6822666667
806.83,23.2614,61.0139333333,49.6031333333,34.4333333333,21.3772666667,24.4572666667,70.0240666667,25.3467333333,37.4366666667,26.6474666667
807.13,23.2753333333,60.6782666667,49.2054333333,33.8662666666,21.0464666667,24.1278666667,70.5814666667,25.3585333333,37.1899333333,25.9302
807.44,23.9338666667,61.7818,50.3453,34.5745333333,21.7618,25.0150666667,71.7818,26.0160666666,38.028,26.7468666667
807.74,24.9379333333,61.8282,50.3875333333,35.4595333333,23.1395333333,26.6467333333,71.6742666667,26.5076,38.6089333333,27.7893333333
808.05,25.4462,62.6223333333,50.1463,35.6933333333,23.7920666667,27.5339333333,71.8608,26.6464,39.0015333333,28.1896
808.35,25.0299333333,61.8064666667,49.7606,36.5669333333,23.8622666667,27.1158,70.5888666667,26.6566,38.6826666667,28.1538666667
808.66,24.1128666667,61.7026,49.4513333333,36.5746,23.5078,26.7179333333,70.7589333333,26.5333333333,38.3178666667,27.6614
808.97,24.8332,63.1770666667,50.7032666667,37.7083333333,24.5312666666,27.4583333333,71.4062,27.5,39.8333333333,28.6874
809.27,23.644,62.0433333333,49.3102,36.4508,23.1069333333,26.3718,69.9316,25.7715333333,38.8099333333,26.751
809.58,23.8591333333,61.9664,49.3480666667,36.5510666667,23.1862,26.2460666667,69.4952,25.7414,39.1904,26.6560666667
809.88,25.2500666667,63.0730666667,50.4532666667,37.9584666667,25.0312666667,27.8646666667,70.2188666667,26.9168,40.9063333333,28.2084
810.19,27.2473333333,63.5666,51.4049333333,39.2223333334,26.3970666667,28.5951333333,70.6169333333,27.8796,41.9700666667,29.435
810.49,28.0268,64.2452,51.6332666667,40.0413333333,27.1202,29.3765333333,70.3245333334,28.7378,42.9264,30.5821333333
810.80,28.1369333333,63.8872,51.4249666667,40.0705333333,27.6636,30.1612666667,69.6072666667,29.2950666667,42.7594,30.9969333333
811.10,27.5234,63.839,51.5220666667,39.1950666667,26.9349333333,28.8442,69.5562,28.5966,42.7554666667,30.4644
811.41,28.0987333333,64.1216666667,52.5863,39.7939333333,27.285,29.3767333333,69.7475333333,29.3146666667,43.3592666667,31.0870666667
811.71,27.659,63.0284,51.6019666667,38.5116,26.5322666667,28.7338,68.8476,28.2997333333,42.398,30.0672
812.02,29.7652,63.7481333333,52.9484666667,40.1699333333,28.4358,30.4648666667,68.9856,30.0649333333,43.7581333333,31.9441333333
812.32,29.471,62.7646,52.9689666667,39.7406666666,27.8643333333,30.0699333334,68.1836666667,29.451,43.1138666667,31.3272
812.63,29.7482666667,62.9103333333,54.0785,40.5840666667,28.2578,30.2114666667,69.0633333333,30.3021333333,43.9376,32.3566
812.93,30.5439333333,63.5348,55.5034,41.6112666667,29.7281333333,31.722,70.4329333333,31.5206666667,44.8539333333,34.1590666667
813.24,29.6987333333,62.6646,54.5533666666,41.6640666667,29.0353333333,31.4956,70.291,30.4542666667,44.3592666666,33.6804666667
