wavelength,Back_TanGutm,Belly_TanGutm,Breast_TanGutm,Crissum_TanGutm,Crown_TanGutm,DorTail_TanGutm,Patch10_TanGutm,Patch11_TanGutm,Patch12_TanGutm,Patch13_TanGutm,Rump_TanGutm,Throat_TanGutm,WingTip_TanGutm
187.91,39.576,34.4508666667,31.7148666667,31.4066666667,36.1464666667,25.8959333333,42.1581333333,34.1041333333,21.58,26.0114666667,33.449,40.8478666667,42.1388333333
188.29,41.1933666667,36.5844,34.1152666666,32.4897,38.2304,26.1315333333,47.9012,36.4197333333,19.9177333333,29.465,37.0782,45.7613333333,46.5432333333
188.67,41.1556,38.6667333333,35.1111333333,29.9332333333,41.2888,24.1334,51.8666,37.9556,19.8667333333,31.5999333333,38.0,48.7556,50.3334
189.05,41.4793333333,42.9192,36.6469333333,35.4635,43.5502666667,24.6154,52.9389333333,41.3412666667,25.365,33.5699333333,41.4990666667,49.5464666667,51.282
189.43,41.3991666667,46.5021333333,37.8600666667,37.0370666667,48.5185333333,26.5022,54.1974666667,42.6337333333,25.5966666667,35.3497333333,43.1686666667,53.6624666667,52.7571
189.81,36.0646,43.0967333333,32.9032666667,32.5376,43.7419333333,19.4837333333,48.7742666667,37.4623333333,20.4731333333,31.9998,38.9676666667,50.1506,44.7097333333
190.19,40.0784666667,47.9216666666,37.4510666667,38.0785333333,47.3332666667,25.7254666667,52.2354,42.353,28.4705333333,36.8627333333,45.7254666667,55.1764,47.5098333333
190.57,43.4086666667,51.8268,42.6742,42.3729666667,51.4500666667,33.0696666667,54.5763333333,43.6534666667,33.3333333333,40.4897333334,46.4031333333,56.7232,50.1696666667
190.95,43.5453,51.0211333333,41.1946666667,40.6743333333,50.4046,32.7553333333,53.6801333333,42.7360666667,34.605,40.9632666667,43.6993333333,54.9904666667,48.2851333333
191.33,42.8570333333,49.1609333333,38.0046666667,37.4151,48.1633333333,28.2993333334,52.4263333333,38.186,31.2018666667,37.8231333333,39.5919333333,55.601,41.6779333333
191.71,43.9374,49.8436,39.3288,38.6577333333,49.217,32.0358,55.8389333333,39.1497333333,34.4071333333,39.642,40.0446666667,56.7338,41.3423666667
192.09,41.9424333333,50.3598,36.5468666667,35.4437333333,46.9543333333,27.6257333333,52.2302,38.7048666667,31.6547333333,35.5874666667,37.2661333333,56.4029333333,35.3238333333
192.47,38.2538333333,46.6668,32.8344,32.9478666667,42.0408666667,26.1678666667,45.3969333333,34.9659333333,31.2470666667,30.9296,30.3401333334,49.0703333333,30.3174666667
192.85,41.2338,48.4416,34.1126,36.5800333333,42.2943333333,32.4676,46.3203333333,35.368,33.2900666667,30.6062,30.3463333333,49.8268666667,31.5584333333
193.23,41.0445333333,45.6446666667,33.2446,37.1332,40.9778666667,33.6446,44.9333333333,33.9111333334,32.3112,31.1998666667,26.0444666667,49.8222666667,26.6442333333
193.61,37.4508,40.7843333333,29.2375333334,31.4379,33.5948666667,30.9804666667,39.1721333333,29.891,29.7603333333,29.7166666666,20.523,43.7036666667,21.3071
193.99,39.201,41.7352,30.1828,33.8585,34.7945333333,36.0273333333,42.9224,32.283,33.5617333333,30.3654,20.3196,43.8356,22.1918666667
194.37,33.2173333333,31.8841333333,17.6811333333,21.0727,25.6231333333,27.0724,36.8116,20.5798666667,23.0144,20.9276,2.66660000001,35.4204,6.6958
194.75,30.6149666667,27.4434,11.3268666667,17.9286,21.5534,17.9935333333,38.4466666667,18.4466666667,18.7702666667,17.7345333333,-1.48860000001,33.3979333333,-0.19433333334
195.13,21.9504,18.0142,4.82266666666,14.7517,12.0566666666,6.52486666668,29.2199333333,7.51773333333,12.1986,6.31213333333,-6.45400000001,27.5178666667,-11.383
195.51,32.5145333333,32.0467333333,19.5906666667,29.9124,29.2397333333,23.2162666667,40.5264,24.0350666667,27.7192,20.7602666667,11.2866,38.4796666667,5.8772
195.89,33.1110666667,32.254,18.6032,28.7301333333,27.9366666667,19.8095333333,37.4602666667,22.3491333333,26.2858,18.9841333333,8.06339999999,36.6984,5.23826666666
196.27,23.2576,23.1817333333,7.42420000001,22.9165333333,17.3486666667,8.48466666666,32.5758666667,8.03020000001,17.2727333334,6.6668,-5.90906666666,26.7425333333,-2.538
196.65,15.9009666667,12.6126666667,-4.14413333333,14.3693666667,11.4414,-3.24320000002,26.4866,-0.810799999994,8.28826666667,-7.20726666668,-15.4955333334,18.2883333334,-22.6575666667
197.03,-6.31199999999,-23.1206666667,-47.3759999999,-13.9716666666,-23.8298,-39.1490666667,3.54606666666,-33.0496,-18.298,-37.7304666667,-49.078,-6.80859999999,-75.1064666667
197.40,-104.722133333,-134.1666,-185.0,-135.138933333,-138.055533333,-148.333266667,-91.1112,-155.833466667,-123.055533333,-163.055666667,-181.944466667,-103.0556,-244.305466667
197.78,-184.4446,-231.5556,-300.888933333,-222.8888,-212.444466667,-249.777733333,-148.889,-244.000066667,-211.555466667,-280.444466667,-289.333466667,-152.8888,-386.8889
198.16,-168.070066667,-196.1404,-267.7194,-209.473566667,-184.9122,-228.421,-143.859733333,-229.473666667,-201.403466667,-245.964866667,-261.0526,-138.2456,-335.614
198.54,-109.583333333,-104.166666667,-142.916666667,-100.0,-91.0416666667,-134.583333333,-87.9166666666,-120.625,-113.333333333,-141.458333333,-145.416666667,-70.2083333333,-193.541666667
198.92,-79.3333333333,-77.3333333334,-105.5,-76.9999999999,-67.0,-96.8333333334,-71.3333333333,-93.8333333333,-76.8333333334,-106.5,-110.333333333,-52.6666666667,-142.75
199.30,-120.520833333,-109.791666667,-153.333333333,-112.916666667,-88.3333333334,-122.5,-108.333333333,-135.208333333,-110.416666667,-132.708333333,-162.5,-79.5833333332,-185.520833333
199.68,-260.476366667,-241.904933333,-306.031733333,-251.111066667,-220.952266667,-251.746066667,-238.412666667,-278.0952,-247.618933333,-262.539733334,-309.206333333,-175.873066667,-374.126933333
200.06,-1760.83333333,-1601.66666667,-1955.0,-1610.0,-1453.33333333,-1596.66666667,-1585.0,-1780.0,-1595.0,-1661.66666667,-1898.33333333,-1120.0,-2290.83333333
200.44,-302.833333333,-296.333333333,-336.0,-291.833333333,-224.333333333,-266.0,-276.666666667,-315.333333333,-272.0,-268.0,-336.666666667,-159.666666667,-438.166666667
200.82,-207.5001,-194.762,-220.714266667,-201.1905,-158.8096,-176.6666,-189.2856,-220.476266667,-178.809466667,-169.761866667,-233.333333333,-87.6190666667,-292.142866667
201.19,-121.9698,-104.696866667,-124.090733333,-115.075866667,-85.0,-103.787933334,-103.939266667,-131.060666667,-101.363533333,-93.4848666667,-141.666733333,-43.4848666667,-167.045466667
201.57,-132.7193,-111.578933333,-129.4736,-115.964966667,-90.3509333334,-117.544,-111.578933333,-155.087733333,-114.385933333,-97.5438666668,-149.6492,-42.807,-161.5792
201.95,-285.454566667,-256.060666667,-283.939333333,-245.1516,-213.636266667,-264.242533333,-254.5454,-340.606133334,-248.787866667,-223.333333333,-318.484933333,-148.4848,-341.0607
202.33,-294.166666667,-279.333333333,-279.666666667,-248.166666667,-220.333333333,-276.0,-265.333333333,-365.333333333,-256.0,-210.333333333,-325.333333333,-132.333333333,-348.666666667
202.71,846.249999999,869.166666665,836.666666667,764.583333334,714.166666667,769.166666666,780.833333333,1075.83333333,755.833333334,663.333333333,944.166666666,473.333333333,987.083333333
203.09,270.107466667,278.064466667,269.032133333,248.602166667,233.763533333,237.204333333,264.731066667,321.935533333,246.236533333,218.494666667,300.645133333,168.8172,321.2904
203.47,247.314766667,255.1852,244.629533333,240.555533333,227.963066667,223.333533333,251.481533333,281.296333333,235.5556,209.4444,279.629666667,160.925933333,310.277533333
203.85,204.806133333,224.186066667,206.356466667,202.635766667,197.984466667,198.604666667,214.418666667,245.7364,199.0698,184.031066667,244.806133333,147.751866667,259.379933333
204.22,209.385966667,223.157866667,210.175466667,195.789433333,202.280733333,201.403333333,224.386,256.666666667,199.8246,181.228133333,255.0876,138.245666667,278.0702
204.60,142.256533333,154.358866667,149.435866667,135.8462,149.8462,140.000066667,158.051333333,172.8204,136.102666667,129.538466667,172.718,110.256266667,187.282066667
204.98,127.4786,144.444533333,138.0342,124.059866667,132.307666667,127.9488,139.914533334,158.461666667,122.136733333,119.2308,156.1538,104.7008,170.769466667
205.36,120.749066667,131.6854,123.370733333,114.419433333,122.0224,114.8314,127.1162,142.6966,112.659266667,113.0336,144.1948,98.2770666668,156.591833333
205.74,108.5015,112.844,106.422066667,100.886766667,102.201933333,97.9816,109.2354,119.205,98.1650666667,100.061266667,125.137733333,86.7278666666,139.3885
206.12,100.4401,105.8492,98.3018666665,92.7044666667,97.2955333334,94.9056666667,104.716933333,113.459133333,93.7106666667,95.6603333333,119.6856,79.2453333334,135.629
206.50,97.4358333333,99.4873333333,94.6438666667,89.3163333333,93.0483999999,93.0485999999,99.6012000001,104.4446,88.7748666667,93.7321333334,114.472866667,79.2592000001,130.7408
206.87,115.501466667,116.634333333,111.844666667,107.734633333,108.2848,109.385066667,115.275,120.776733333,105.5016,108.996866667,136.698866667,93.7863333333,149.1587
207.25,119.8039,121.764733333,114.640666667,108.660233333,112.8104,116.928133333,116.1438,126.3398,110.588133333,110.588266667,139.542466667,97.7777333334,149.248333333
207.63,117.592533333,124.4444,110.074133333,99.2221999999,104.962933333,113.333333333,106.222333333,126.074133333,103.5556,108.222133333,139.481466667,94.3704,143.703633333
208.01,120.784366667,127.1374,113.960866667,102.392166667,109.019733333,116.0784,110.4314,125.098066667,105.333266667,111.3726,143.372533333,97.1765333334,142.706033333
208.39,108.846233334,118.974466667,105.0,99.0064666667,102.3718,110.192466667,100.256333333,115.705133333,100.769266667,107.499933333,130.705066667,95.8975333333,127.339566667
208.77,96.6666666667,99.5121999999,91.4905333333,88.672,89.5392,97.1273333333,86.5040000001,98.3740666665,88.4552666666,94.2005333333,112.086733333,81.6804,112.0865
209.14,85.5473666667,83.4826666667,79.7015333333,79.3034000001,78.3582,82.8356666666,75.4726666667,85.7214,78.4080666666,82.5373333333,96.8657333335,71.194,94.6268666667
209.52,87.4436,84.3108,80.9522666667,82.0801333334,79.0476,84.762,78.0452,87.2682,79.3985333334,83.7093333333,98.0953333333,72.4312,95.7142
209.90,103.097766667,102.6262,98.4511333335,99.5959666667,95.1516666668,102.626266667,89.2255333333,103.8384,94.3433999999,98.5184666667,116.7676,86.7339333333,116.868533333
210.28,118.037033333,115.8518,111.333266667,117.9999,104.074066667,107.037066667,100.074266667,115.1112,105.037066667,109.407333333,130.4444,98.5185333333,130.222366667
210.66,108.631566667,104.0,104.140333333,107.719233333,97.1930666667,92.2805999999,94.0352,107.157933333,93.9648666667,103.7194,118.806933333,88.2104666667,121.859733333
211.03,94.4660000001,88.2847333334,89.6440000001,92.1681333334,85.5015333335,78.5112666666,83.4306,94.1100666667,78.1230666667,90.6796666666,97.4757333333,78.7701999999,107.6051
211.41,92.5319666667,84.6795333333,86.2178666667,92.6921666667,81.7307999999,74.8077333333,80.8974,89.5513333333,76.3462000001,92.1154,95.8332666666,77.6282666667,105.576933333
211.79,104.521433333,95.6436,99.7359999999,108.019766667,93.9274000001,87.3267333334,93.2013333333,100.462,90.2969333333,100.726,108.250866667,86.9306000001,118.086
212.17,106.2418,99.6077999998,100.1306,109.248333333,92.8758000001,88.7580666667,93.2026666667,100.718866667,94.0522666667,100.718933333,111.83,88.8890000001,121.601166667
212.55,105.869533333,99.3480000001,99.4203333334,109.239033333,90.9420666665,85.4346666666,93.0434666666,98.4058000001,89.3476666667,99.8550666666,112.391333333,84.855,124.166766667
212.92,125.915466667,122.0656,116.8074,126.244166667,108.732533333,99.9062000001,111.6432,120.2818,109.014066667,124.600733333,134.1784,103.568,140.563266667
213.30,151.913566667,150.3704,143.456733333,146.1112,135.061666667,130.493733333,134.074066667,142.222133333,135.061866667,152.716066667,166.9136,128.518466667,178.765466667
213.68,156.4286,162.261933333,152.738,147.083366667,142.976333333,138.928466667,146.547666667,151.190466667,145.238066667,159.999933333,167.618933333,134.642866667,186.4285
214.06,131.646966667,137.333266667,128.548933333,120.7452,123.6862,120.784333333,133.412,128.862666667,124.862733333,133.0196,142.431533333,115.921466667,151.372533333
214.44,111.8627,115.882466667,109.6078,100.1961,107.189533333,109.607666667,115.620933334,111.0458,107.843266667,114.248333333,120.588333333,98.6276000001,130.196033333
214.81,104.16,109.6,100.853333333,95.8933333333,98.5600000001,105.386666667,107.466666667,107.2,103.786666667,105.28,113.226666667,95.6266666667,116.186666667
215.19,106.3248,115.156666667,107.236333333,101.566966667,102.222066667,112.307666667,109.743666667,114.814933333,111.567,111.453,123.134,99.3161333333,122.592633333
215.57,112.7194,124.2106,116.1404,106.783466667,109.298333333,121.403333334,117.426933334,123.567266667,117.192933333,117.485533333,127.660933333,104.9122,130.058333333
215.95,102.2396,107.239733333,103.021066667,94.3490666667,101.666866667,107.135533333,109.114666667,114.0626,106.718866667,109.375,113.854266667,96.4583333334,118.7501
216.32,98.3809333334,101.381,100.571533333,93.3571666666,98.5713333333,99.1904000001,104.571333333,112.714266667,101.714133333,106.666733333,108.5238,94.2857333334,115.904766667
216.70,108.3831,110.298466667,110.646733333,102.835933333,109.203733333,103.979933333,114.378266667,123.383133333,112.835733333,113.582,116.7662,105.074533333,126.119433333
217.08,108.568,108.641933333,109.580333333,104.889,107.061866667,102.9134,113.0866,121.7778,111.654266667,111.0618,118.271666667,104.641933334,127.135733333
217.46,109.1723,107.382666667,108.7696,106.219133333,105.7718,100.939533333,113.199133333,119.0156,109.1276,109.172333333,115.704733334,102.639866667,124.340166667
217.83,104.900566667,102.825533333,106.136866667,103.4879,101.457,96.2913333333,107.946866667,115.894066667,106.534266667,105.474733333,113.2008,99.5585333333,120.154466667
218.21,98.5477000001,96.4285999999,103.381066667,98.6667333334,94.6190666666,90.9998666666,101.8094,112.999933333,101.714266667,102.380933333,106.8094,95.4285333332,114.714233333
218.59,100.166733334,100.952333333,106.9524,100.214233333,95.7618666667,90.1904666666,101.952533333,115.904933333,104.5238,105.809333333,106.476133333,95.7142666667,112.5475
218.97,120.965733333,125.233533333,130.0934,120.3426,117.507733333,106.791266667,125.046666667,140.3738,126.978266667,128.909666667,122.9906,113.457933333,133.5204
219.34,133.883233333,135.876266667,139.037733333,130.034366667,128.109933333,117.800666667,139.519,150.927866667,136.013733333,139.999866667,131.546466667,120.9622,144.2269
219.72,133.089366667,136.1788,138.943133334,131.707333333,123.658533333,109.512133333,137.8862,152.520333333,134.959466667,135.447266667,132.6016,119.349666666,144.9596
220.10,143.3334,150.462933333,151.8518,140.8334,133.148133333,117.6852,147.222333333,161.759266667,145.2778,145.925866667,138.796333333,126.2962,153.1946
220.47,147.705,151.4754,155.191266667,139.453633333,129.9454,120.983666667,152.3498,170.819666667,153.224,147.213066667,140.765133333,124.262266667,155.136766667
220.85,177.291666667,175.555666667,183.3334,164.999966667,144.1666,148.472266667,178.750133333,200.416666667,178.888933333,176.805533333,163.0556,145.694533333,180.972133333
221.23,235.714333333,237.1428,244.571266667,217.238033333,194.285666667,205.142933333,239.999933333,266.666666667,235.809533333,237.523733333,205.904666667,184.380866667,231.7143
221.61,367.193066667,375.087866667,356.8422,331.929733333,291.227933333,305.2632,373.333333334,430.1754,365.9648,370.877133333,317.543933333,273.333333333,349.298266667
221.98,2061.1111,2046.66673333,1951.11113333,1631.11116667,1537.77773333,1806.66673333,1980.0,2331.11106667,1837.7778,1962.22213333,1677.77766666,1384.44446667,1766.66676667
222.36,-732.5,-664.166666666,-575.833333333,-565.0,-559.166666667,-592.5,-650.0,-760.833333333,-602.5,-636.666666667,-539.166666667,-415.0,-570.0
222.74,-275.0877,-216.1404,-198.947333333,-196.3159,-204.561333333,-202.4562,-225.263133333,-263.859733333,-208.070266666,-215.7894,-196.842066667,-138.2456,-210.175333333
223.11,-1367.5,-913.333333333,-976.666666666,-967.499999999,-994.999999999,-1005.0,-1048.33333333,-1251.66666667,-931.666666667,-999.999999999,-1038.33333333,-676.666666667,-1103.33333333
223.49,551.515033333,403.6364,407.878733333,403.6364,420.000066667,404.8484,421.818266667,500.606066667,405.454466667,381.818066667,438.787933333,301.212066667,456.363566667
223.87,258.518466667,189.8766,197.284,185.5556,210.8642,194.074133333,210.370266667,227.9012,193.8272,195.555533333,202.222133333,151.851866667,216.5434
224.24,259.285766667,197.618933333,193.333466667,190.476133333,208.809666667,192.857133333,201.666733333,233.0954,187.142866667,190.238133333,213.5714,150.7144,219.8808
224.62,357.0,280.333333333,260.333333333,270.666666667,308.666666666,267.333333333,284.333333334,316.0,245.666666667,257.0,287.333333333,206.333333333,309.333333333
225.00,361.666633333,318.518266667,273.7038,291.1111,341.481533333,295.185266667,312.592533333,359.6296,274.073933333,269.999866667,331.111,216.666733333,333.333166667
225.38,664.0,578.0,518.0,532.666666667,626.0,520.0,543.333333333,660.0,512.0,488.666666667,588.0,426.0,645.0
225.75,736.296333334,655.555666666,607.407466667,606.2963,697.037066666,574.074066667,620.7406,754.074066667,594.074066667,573.333333333,642.963,486.666666667,751.111233333
226.13,1272.0,1186.66666667,1038.66666667,1178.66666667,1318.66666667,1005.33333333,1193.33333333,1356.0,1161.33333333,1024.0,1140.0,878.666666666,1406.66666667
226.51,1685.83333333,1650.0,1443.33333333,1586.66666667,1733.33333333,1410.0,1595.0,1836.66666667,1631.66666667,1436.66666667,1591.66666667,1200.0,1925.83333333
226.88,2970.0,3303.33333333,2570.0,2996.66666667,3336.66666667,2746.66666667,2976.66666667,3446.66666667,3136.66666666,2770.0,3016.66666667,2200.0,3556.66666667
227.26,-608.333333333,-734.166666666,-545.833333333,-666.666666667,-765.833333333,-581.666666667,-613.333333333,-742.5,-724.166666667,-625.0,-695.0,-460.0,-836.25
227.64,-263.095266667,-339.047733333,-243.809533334,-326.9048,-384.7618,-259.047666667,-269.0476,-364.285666667,-344.285666667,-301.428533333,-322.857,-188.0952,-412.6191
228.01,-159.722266667,-200.555533333,-154.166666667,-208.3333,-235.277666667,-161.111266667,-160.5556,-232.499933333,-226.944533333,-207.777733333,-188.6112,-118.888866667,-234.860966667
228.39,-41.4814666667,-58.7654,-44.5679333333,-74.0741999999,-75.6788666667,-47.2840666667,-48.1481333333,-76.4198000001,-78.6419333334,-70.6173333333,-52.8396,-32.7162666667,-79.4445
228.76,-24.9999,-37.0370666667,-28.2406,-51.2962666667,-46.4814666666,-26.9444,-27.2223333333,-51.4814,-52.0368666667,-45.0927333333,-31.9444666667,-20.0000666667,-55.6018
229.14,-22.5675333333,-30.0900666667,-25.8558666667,-45.4504,-42.7928,-21.081,-24.2342,-42.2522,-43.3333333333,-43.6036,-25.5855333333,-19.8198,-50.8558
229.52,-33.7933,-46.2068666667,-38.0460666667,-61.4941666667,-58.0460666666,-29.5400666667,-42.2988666667,-60.9194666667,-59.7701333333,-61.0343333333,-41.0344,-35.2873333333,-65.2299666667
229.89,-35.5974666666,-45.6603333333,-45.0314666667,-57.1069666667,-62.1383999999,-35.9748,-38.9936666667,-62.3900666667,-59.6226666667,-59.4968666668,-41.6352,-35.2201333333,-64.6541333333
230.27,-26.4445,-34.6665333333,-36.4444666666,-35.9999666667,-41.9999333333,-22.0,-22.1111333333,-45.8889333333,-38.0,-47.6665333334,-27.1111333333,-21.7778666667,-49.6113666667
230.65,1.04753333333,-7.52373333332,-13.3333333333,-13.9523666667,-16.0952666667,5.9048,-1.42853333335,-21.2380666667,-9.52386666668,-14.5713333333,-0.76193333334,-0.761799999993,-21.5238333333
231.02,-7.46486666666,-4.41306666665,-21.1267333333,-15.1645,-19.4365333333,3.19253333334,-5.72766666666,-23.9438,-12.5822,-16.5257333333,-2.53526666666,-4.31926666665,-30.2347666667
231.40,-10.1627,-0.243999999986,-14.7155333333,-9.55296666667,-11.7884,8.04880000001,-2.19513333334,-16.992,-6.09759999999,-7.31693333334,1.78853333335,-0.569133333326,-20.5285666667
231.78,-13.0851,-0.283599999994,-16.0992666667,-8.15603333333,-10.5674,2.62413333333,-7.44686666666,-12.6951333333,-7.37593333332,-9.92913333333,-1.7022,-4.11360000001,-17.6951666667
232.15,-2.42726666666,9.12599999999,-4.59553333333,8.80270000001,1.87706666666,13.5275333333,3.94826666668,1.16499999999,6.53726666667,6.08406666667,6.86080000001,6.99033333333,-9.90283333333
232.53,-22.8570666667,-5.62773333333,-19.7404666667,0.476233333326,-8.65800000001,1.90486666666,-10.1299333333,-12.1213333333,-1.47193333333,-7.0996,-9.95666666666,-3.80953333332,-22.8138333333
232.90,-25.2451666667,-5.78446666669,-20.9804,5.49030000002,-8.23533333333,-4.99986666667,-7.25493333333,-11.2744,0.68626666668,-11.7648,-14.804,-6.17653333333,-14.3626666667
233.28,-19.3692333333,-0.901000000014,-10.09,7.70273333332,1.26126666667,1.98193333333,-0.7208,-6.036,4.95513333334,-4.77486666666,-8.46839999998,1.1712,-10.2253666667
233.66,-14.9383,3.20993333334,-2.30446666667,12.3868666667,6.58426666668,1.97513333333,7.57213333333,-2.05766666667,8.7244,1.89299999998,-3.95060000001,9.3828,-9.3415
234.03,-8.5965,7.50886666665,1.33333333334,10.6669,9.89479999999,8.21053333333,8.56133333333,1.89466666667,11.0877333333,3.64913333333,1.89473333333,11.7193333333,-6.6315
234.41,-9.92673333333,7.10626666667,2.6374,3.84620000001,5.71413333335,7.1794,6.59346666667,-3.29666666667,7.69233333334,2.63740000001,-0.292933333326,6.66666666666,-8.46136666666
234.78,-44.4304666667,-25.5696666667,-29.6202,-24.2194666667,-24.8944666667,-23.2910666667,-23.9662,-32.4895333333,-23.3756666667,-34.5992666667,-36.7932,-27.5107333333,-43.3332
235.16,-32.3075333333,-18.3882666667,-17.5093333334,-18.0951666667,-18.2417333333,-14.2858,-16.5569333333,-24.4689333333,-12.7472,-21.2454666667,-29.7436,-21.5384666667,-30.1464
235.54,-40.7885,-33.4051333333,-26.4515333333,-30.0001,-31.6844666667,-29.8922666667,-29.3189333333,-36.7024,-26.6665333333,-35.3404,-42.724,-36.0574,-39.6416666667
235.91,-36.9533333333,-35.1972666667,-24.1578,-29.1398666667,-33.6917333333,-29.1755333333,-27.9569333333,-37.4193333334,-26.3082,-35.2689333334,-40.5018666667,-35.4121333333,-39.3905666667
236.29,-33.2323666667,-34.8148666667,-18.3838,-30.9427333333,-34.8822666667,-25.7913333333,-26.2626666667,-36.2289333333,-29.2928666667,-33.6701333333,-39.4612,-35.3536,-35.8923333333
236.66,-20.9119,-26.0377333333,-11.0062666667,-23.1133333333,-32.3899333333,-18.6163333333,-18.2388666667,-26.1006,-21.8238666667,-23.0188666667,-28.3019333333,-26.8554,-33.2075333333
237.04,-28.2,-33.8666666667,-16.2,-27.8666666667,-41.4666666667,-22.5333333334,-26.0,-32.4666666667,-28.4666666667,-26.4,-29.2666666667,-30.4,-41.4333333333
237.41,-32.2223,-41.6488,-23.5124666667,-31.7920666667,-49.8924666667,-28.7456,-32.6881333334,-38.9964,-35.4838666667,-34.0502,-33.9068,-36.129,-49.6774666667
237.79,-12.5076666666,-21.4066666667,-7.82886666666,-13.5780666667,-30.0306666667,-6.60546666667,-12.3548,-16.3304,-17.5534666667,-15.9022,-11.1315333333,-15.1680666667,-26.7891
238.17,-28.0898666667,-41.9475333333,-20.7491333333,-30.1872333333,-53.5581333333,-19.6254666667,-26.3670666667,-33.1834666667,-35.8052666667,-29.1386,-28.3895333333,-32.3596,-40.3746
