wavelength,Back_TanGutm,Belly_TanGutm,Breast_TanGutm,Crissum_TanGutm,Crown_TanGutm,DorTail_TanGutm,Patch10_TanGutm,Patch11_TanGutm,Patch12_TanGutm,Patch13_TanGutm,Rump_TanGutm,Throat_TanGutm,WingTip_TanGutm
589.42,28.5234666667,54.364,52.3406,52.1421,26.1566666666,15.4311333333,43.7872,45.3612666666,12.9073333333,17.3537333333,42.3028,42.0489333333,10.9446333333
589.76,28.4478,54.3434,52.3187333333,52.0971333333,26.1084,15.4746666666,43.7909333333,45.3815333333,12.9036,17.344,42.2122666667,42.0568666667,11.0015666667
590.09,28.4572333333,54.3768666667,52.3484,52.0718333333,26.0857333333,15.5078,43.8025333333,45.4415333333,12.9442,17.3721333333,42.1416,42.0586,10.9981
590.43,28.3283333333,54.3302666666,52.3104,52.0676,25.9970666667,15.4417333333,43.6972666667,45.4164666667,12.8760666667,17.3322666667,42.0048,42.0062666667,10.9459
590.77,28.3532333333,54.3326,52.3349333333,52.1168,26.0121333333,15.5113333333,43.6918666667,45.4814,12.94,17.3185333333,41.9607333334,42.0603333333,11.0607333333
591.11,28.3593666667,54.2712666666,52.2654666667,52.0796666667,26.0082,15.5587333334,43.6537333333,45.5146,12.9950666667,17.3664666667,41.8244,42.0334,11.1497666667
591.44,28.2881666667,54.2520666667,52.2238,52.0497,25.9136,15.5760666667,43.5875333333,45.4769333333,12.9555333333,17.3321333333,41.708,41.9975333333,11.1697
591.78,28.0781333333,54.085,51.9631333333,51.8487666667,25.7548,15.5018666667,43.4010666667,45.2933333333,12.8518,17.1984666667,41.4016,41.7970666667,11.0885666667
592.12,28.0602333334,54.1411333333,52.0452,51.9604666667,25.7961333333,15.5573333333,43.4317333334,45.4344666666,12.9038,17.2981333333,41.3412666666,41.8095333333,11.1711666667
592.46,27.9683666667,54.0289333333,51.9866,51.9641666667,25.706,15.5513333333,43.3432,45.4021333333,12.8936666667,17.2615333333,41.1943333333,41.8018666667,11.2171333333
592.79,27.9186666667,53.9319333333,51.9192,51.9186333333,25.6710666667,15.5506666667,43.2166666667,45.3523333333,12.9144,17.2694666667,40.9956666667,41.7896666667,11.2447333333
593.13,27.7883,53.7344,51.8142666667,51.7855333333,25.5753333333,15.4830666667,43.1258666667,45.3054,12.8826666667,17.2688666667,40.7724,41.6662666667,11.2149
593.47,27.7107,53.701,51.7560666667,51.7305333333,25.4924,15.527,43.0598666667,45.2666666667,12.9211333333,17.3269333333,40.6199333333,41.5823333333,11.2546666667
593.80,27.6127,53.6682,51.6976,51.6788333333,25.3932,15.4844666666,42.9904666667,45.1988666667,12.8880666667,17.3218666667,40.4558666666,41.5932666667,11.3238333333
594.14,27.3698333333,53.495,51.5496666667,51.4511333333,25.1416666667,15.2544,42.7881333333,45.0157333333,12.7202,17.0902666667,40.1492,41.3921333333,11.1172666667
594.48,27.2856666667,53.4339333333,51.4939333333,51.3346333333,25.0854666667,15.2364666667,42.7261333333,44.9548666667,12.7406,17.1233333333,39.9590666667,41.3490666667,11.096
594.81,27.2066666666,53.3724666667,51.4232,51.2598,25.0098,15.2246,42.6585333333,44.886,12.7425333333,17.1117333334,39.7842666667,41.3235333333,11.1056
595.15,27.0973333333,53.2426,51.3246666667,51.0926666667,24.9291333333,15.1687333333,42.5794,44.8102,12.7698666667,17.1193333333,39.5649333333,41.2158666667,11.1098
595.49,27.0175666667,53.1607333333,51.3437333333,51.0665666667,24.8115333333,15.1384,42.5366,44.8124666667,12.7548666667,17.1252666667,39.4553333333,41.1998666667,11.1470666667
595.82,26.7987333334,52.9526,51.0886,50.8528666667,24.5686666666,15.003,42.2592,44.5743333333,12.5856,16.9249333333,39.1304666667,41.0226666667,10.9868666667
596.16,26.7046666667,52.9401333333,51.0583333333,50.7885,24.4904,14.9555333333,42.1638,44.5264666667,12.5138666667,16.8812,39.0121333333,40.9716666667,10.9452666667
596.50,26.5717666667,52.8866666667,50.9758,50.6712333333,24.3809333333,14.8528,42.092,44.4174,12.4714666667,16.8395333334,38.8699333333,40.8973333333,10.8671333333
596.83,26.5190666667,52.9309333333,50.989,50.6905333333,24.3414666667,14.8740666666,42.0699333333,44.3826666666,12.4862,16.8474,38.791,40.9068,10.8870333333
597.17,26.441,52.8186666667,50.8805333333,50.6035,24.2662666667,14.8228,41.9259333333,44.2689333333,12.4864,16.8033333333,38.6059333333,40.8461333333,10.8967666667
597.51,26.3969,52.7995333333,50.8686666667,50.6261666666,24.2475333333,14.8462666667,41.8580666667,44.2293333333,12.5195333333,16.7946666667,38.5073333333,40.8016666667,10.8841666667
597.84,26.4450333333,52.9059333333,50.9316666667,50.7023666667,24.2812666667,14.9601333333,41.8944,44.3069333333,12.6193333333,16.9053333333,38.4864666667,40.8646666667,11.0228
598.18,26.3149,52.8524666667,50.9034,50.6516333333,24.1657333333,14.914,41.7840666667,44.2340666667,12.5711333333,16.8536666667,38.3540666667,40.8054666667,10.9846666667
598.52,26.2923666667,52.9024666667,50.9206666667,50.6604666667,24.1247333333,14.9519333333,41.7376666667,44.2274666666,12.6322666667,16.8932,38.2473333333,40.8286666667,10.9647666667
598.85,26.2671666667,52.941,50.9770666667,50.7505,24.0897333333,14.9695333333,41.6663333333,44.2442666667,12.6535333333,16.8644,38.1742666667,40.8779333333,10.9923
599.19,26.2851666667,53.0236,51.0158666667,50.8157666666,24.1014666667,15.0205333333,41.6359333333,44.2538666667,12.7191333333,16.9036666667,38.0988666667,40.9611333333,11.0221666667
599.53,26.2695,53.0991333333,51.0438,50.8489333333,24.1322666666,15.0454666667,41.6582,44.2844,12.8087333333,16.989,38.0423333333,41.0298666667,11.1470666667
599.86,26.1967666667,53.1023333334,51.0152666667,50.8671,24.1004666667,15.0629333333,41.619,44.2658666667,12.8516666667,16.9908666667,37.8853333333,40.9902,11.2185
600.20,26.1579666667,53.0962,51.0384,50.8995,24.0682,15.1328666667,41.5512666667,44.304,12.8805333333,17.0528,37.8081333333,41.0453333333,11.3290333333
600.53,26.0994666667,53.0832666667,51.0400666667,50.8697333333,24.0436666667,15.1578,41.4774,44.3440666667,12.8714,17.0547333333,37.6965333333,41.0500666667,11.3608333333
600.87,26.0016,53.0739333333,51.0642,50.8294,23.9322666667,15.1485333333,41.3718,44.3511333333,12.8282,17.0114,37.5442666667,41.0208,11.3885333333
601.21,25.9551333333,53.1123333333,51.0722,50.7991333334,23.8738666666,15.1478,41.3593333333,44.4150666667,12.8349333333,17.0368666667,37.4284666666,41.0608666667,11.4228
601.54,25.838,52.9884,51.0171333333,50.7400333333,23.8210666667,15.1086666667,41.2557333333,44.3422,12.8282,17.0451333333,37.2702666667,41.0157333333,11.4542666667
601.88,25.7626666667,52.9530666667,50.9326,50.6609666667,23.7284666667,15.1069333333,41.1762,44.2948666666,12.8323333333,17.0376,37.1172,40.9984,11.5133
602.21,25.6270666667,52.8742666667,50.8976666667,50.6348,23.6613333333,15.0252666667,41.0818,44.2564666667,12.7687333333,17.0114666667,37.0046,40.9432666667,11.5086666667
602.55,25.5708,52.852,50.8464666666,50.5535333333,23.6064,15.0606,40.9859333333,44.194,12.7671333333,17.0720666667,36.8874,40.8986,11.5664666667
602.88,25.4392666667,52.7066,50.7285333333,50.3976666666,23.4854,15.0003333333,40.8121333333,44.0724666667,12.6896666667,17.0265333333,36.6977333333,40.8032666667,11.6049666667
603.22,25.3310666667,52.6216,50.6764666667,50.2645666667,23.3802666667,14.9950666667,40.6788,43.9721333333,12.6336666666,16.9756666667,36.5298,40.6792666667,11.5942666667
603.56,25.2806666667,52.6211333333,50.691,50.2237333333,23.3306666667,15.0062,40.6170666667,43.9858666667,12.6502666667,16.9953333333,36.4642666667,40.6979333333,11.6071
603.89,25.1980333333,52.5482666667,50.6222,50.1258,23.2349333333,14.9406,40.4809333333,43.8736,12.6495333333,16.9414,36.2869333333,40.6096,11.5801
604.23,25.0701,52.4595333333,50.5272666667,50.0585666667,23.0848666667,14.8740666667,40.3195333333,43.7237333333,12.5884,16.8977333334,36.1256,40.5350666667,11.5476
604.56,24.9541333333,52.4202,50.4613333333,50.0272666667,22.9716666667,14.8012,40.2092,43.6258666667,12.5264,16.8456666667,35.9657333333,40.4715333333,11.4875
604.90,24.8662333333,52.2770666666,50.3886666667,49.9661666667,22.8813333333,14.8016,40.0378666667,43.4750666667,12.499,16.8250666666,35.8042666667,40.3946666667,11.4572666667
605.23,24.8059666667,52.2712666667,50.3198666667,49.9216333333,22.8135333333,14.8389333333,39.9668666667,43.4227333333,12.5122666667,16.8072666667,35.6748,40.3694666667,11.475
605.57,24.6754,52.2065333333,50.2596,49.8978666667,22.7014666666,14.8006,39.8473333333,43.3533333333,12.4149333333,16.7507333333,35.5334666667,40.2949333333,11.4195
605.90,24.5762666667,52.0991333333,50.1744666667,49.8035333333,22.5544,14.8118,39.6632666667,43.2462,12.3568,16.6986,35.3492,40.2264,11.438
606.24,24.4016,51.9956,50.0664666667,49.6786666667,22.4393333333,14.7214,39.4656666667,43.1058666667,12.2754,16.5920666667,35.1308,40.1194666666,11.3532
606.58,24.3596,52.0330666667,50.0512,49.6649666667,22.4187333333,14.7781333333,39.3864,43.0500666667,12.3616666667,16.6354,35.0035333333,40.1240666667,11.3444666667
606.91,24.2704666667,51.9968,50.0244666667,49.6583333333,22.3562666667,14.7765333333,39.2807333333,43.0362666667,12.3819333333,16.6198666667,34.9037333333,40.1510666667,11.3477
607.25,24.1198666667,51.8887333333,49.8607333333,49.5058666667,22.1978666667,14.6583333333,39.0846,42.8426666667,12.2918666667,16.5255333333,34.6588666666,40.0257333333,11.2476666667
607.58,24.0232,51.8466,49.7991333333,49.4864666667,22.1268,14.6873333333,38.9622666667,42.8106666667,12.2575333333,16.5134666667,34.5134,39.9887333334,11.2588666667
607.92,24.0265,51.8352666667,49.7317333333,49.3876333333,22.1092666667,14.7199333333,38.8974,42.826,12.3272,16.5372,34.3646666667,39.9714666667,11.3425333333
608.25,23.9191333333,51.6899333333,49.5872666667,49.2641,22.0416666667,14.7244,38.7474666667,42.7418666667,12.3122666667,16.5216666667,34.1785333333,39.9107333333,11.3277333333
608.59,23.7248333333,51.5362666667,49.3857333333,49.0846333333,21.8846666667,14.5951333333,38.5266666666,42.6184,12.2123333333,16.4114,33.9595333333,39.7504,11.2874333333
608.92,23.6247666667,51.3958666667,49.2549333333,48.9828666667,21.8050666667,14.5763333333,38.3152666667,42.5494,12.1528,16.381,33.7888666667,39.6732,11.2955333333
609.26,23.5605,51.2651333333,49.1626,48.8643,21.745,14.5316666667,38.1105333333,42.4503333333,12.1632,16.3671333333,33.625,39.5896,11.3221
609.59,23.4450333334,51.1504666667,49.0079333333,48.7539,21.6704666667,14.459,37.9423333333,42.3492666667,12.1532666667,16.3224666667,33.4541333333,39.4883333333,11.2668666667
609.93,23.3515,51.0564666667,48.8907333333,48.7147,21.5514666667,14.4200666666,37.8173333333,42.3042666667,12.1142,16.2782666667,33.2763333333,39.4146666667,11.2762
610.26,23.1892333333,50.8654,48.7002666667,48.5585666667,21.4070666667,14.337,37.5805333333,42.1936,12.056,16.152,33.0198,39.234,11.2509666667
610.60,23.122,50.7626,48.5861333333,48.4763666667,21.3192666667,14.2780666667,37.3843333334,42.0973333333,12.0188,16.0948,32.8156666667,39.1626,11.1913666667
610.93,23.0346333333,50.62,48.5250666667,48.4329666667,21.2540666667,14.2834,37.215,42.0568666667,12.0158666667,16.0865333333,32.6616,39.1049333333,11.219
611.27,23.0166333333,50.6169333333,48.4937333333,48.3912,21.2251333333,14.315,37.1137333334,42.0372,12.0617333333,16.1032666667,32.5760666667,39.1140666667,11.2613666667
611.60,22.8682333333,50.5641333333,48.4494,48.3763666667,21.1515333333,14.2930666667,36.9513333333,41.9260666667,12.0095333333,16.0338,32.4358,39.0407333333,11.1785
611.93,22.8386,50.5576666667,48.4456666667,48.3502666667,21.1377333333,14.2848,36.829,41.8828666667,12.0326,16.0512666667,32.3841333333,39.0446666666,11.2016666667
612.27,22.8283666667,50.5855333333,48.4181333333,48.3415666667,21.1590666667,14.3729333333,36.7738,41.8728666667,12.1690666667,16.1377333333,32.3126666667,39.0805333334,11.3032
612.60,22.7781,50.6054,48.4122666667,48.2916666667,21.1178,14.3944666667,36.7048,41.8076666667,12.2302666667,16.1727333333,32.2386,39.069,11.3663666667
612.94,22.7587666667,50.7065333333,48.4931333333,48.3422333333,21.1854,14.4847333334,36.7091333334,41.8248666667,12.3294666667,16.2492666667,32.1692,39.1203333333,11.4160333333
613.27,22.7762333333,50.7906666667,48.5452,48.3802,21.1936,14.5267333333,36.6712666667,41.8174666667,12.3922666667,16.2941333333,32.1272666667,39.1807333334,11.5043666667
613.61,22.7156333333,50.7446,48.5048,48.2947333333,21.1613333333,14.5077333333,36.5434666667,41.7104666667,12.3759333333,16.2659333333,32.0314,39.1468,11.4735666667
613.94,22.7429666667,50.8425333333,48.617,48.3636,21.1996666667,14.5811333333,36.5705333333,41.7101333333,12.4189333333,16.3600666667,32.0782,39.2442666667,11.4934
614.28,22.6184,50.862,48.6192666667,48.3319,21.1563333333,14.5744,36.5262,41.6849333333,12.4543333333,16.4144666667,32.0489333334,39.2212666667,11.5676
614.61,22.5827666667,50.9487333334,48.6242666667,48.3101666667,21.087,14.5847333333,36.4174666667,41.6194,12.4255333333,16.4484666667,31.9095333333,39.2353333333,11.5609
614.94,22.3838333333,50.8643333333,48.56,48.2668666667,20.8827333334,14.4488,36.2198666667,41.4588666667,12.3145333333,16.328,31.7014666667,39.1166666667,11.4655
615.28,22.2769333333,50.7486,48.4496666667,48.1444666667,20.7324,14.3412,36.0072666667,41.3517333333,12.2544,16.2528,31.5447333333,39.0362,11.4883666667
615.61,22.2010333333,50.9154,48.5522,48.2583333333,20.67,14.3276666667,35.9691333333,41.3596,12.2786,16.2403333334,31.4666,39.0800666667,11.5387
615.95,22.0779666667,50.8582,48.5387333333,48.1934666667,20.4931333333,14.2140666667,35.7902666667,41.2353333333,12.1463333333,16.1114,31.2794,38.9792666667,11.3872666667
616.28,21.9895,50.9072,48.5831333333,48.1940666667,20.3704666667,14.1661333333,35.6050666667,41.1806666667,12.0966666667,16.0649333333,31.1498,38.9385333333,11.2483666667
616.61,21.9125333333,50.7983333333,48.456,48.1244333333,20.1982666667,14.0802,35.4668,41.0462666667,12.029,15.9866,30.9728,38.8686666667,11.2147333333
616.95,21.803,50.7258,48.3905333333,48.0508333333,20.0943333333,14.0396,35.3140666667,40.9503333333,11.9764666667,15.9264666667,30.8232666667,38.7745333333,11.1673333333
617.28,21.7736,50.8480666667,48.5204666667,48.1393,20.0725333333,14.0582666667,35.2848,40.9878,12.0128,16.0096,30.8076666667,38.8389333333,11.1769333333
617.62,21.6066,50.8043333333,48.4596666667,48.0778666667,19.8754666667,13.8934666667,35.081,40.8788666667,11.8373333333,15.8441333333,30.5823333333,38.7323333333,11.0233666667
617.95,21.5687333333,50.8080666667,48.4802666667,48.1405,19.7585333333,13.8410666667,34.9352666667,40.7821333333,11.7893333333,15.8220666667,30.4535333333,38.7278666667,10.9944666667
618.28,21.5424333333,50.7820666667,48.4524,48.1093333333,19.7128666667,13.8072,34.8581333333,40.7472666667,11.8193333333,15.808,30.4086666667,38.7522,11.0016333333
618.62,21.5413666667,50.8287333334,48.4418666667,48.1179666667,19.7963333333,13.8591333333,34.8047333333,40.7262,11.8314666667,15.8594666666,30.3574,38.7576,11.0476333333
618.95,21.4604333333,50.872,48.4687333333,48.1393666667,19.7675333333,13.8875333333,34.7242666667,40.6741333333,11.7747333333,15.8884666667,30.3145333333,38.799,11.0191333333
619.28,21.5156,50.8136666667,48.4828,48.1527,19.7953333333,13.9572,34.6886666667,40.6557333333,11.8599333333,15.9842,30.2893333334,38.8351333333,11.1088666667
619.62,21.5180666667,50.8780666667,48.5519333333,48.2232,19.8280666667,14.0220666667,34.6258666667,40.6484,11.8862,16.0772,30.2730666667,38.9,11.1998666667
619.95,21.478,50.8501333333,48.573,48.2517333333,19.8338666667,13.9774666667,34.6038,40.6268,11.8671333333,16.0532666667,30.2003333333,38.9502,11.2324333333
620.28,21.4397333333,50.9074666667,48.5451333333,48.1916666667,19.8706,14.0095333333,34.4468,40.5802,11.869,16.1212,30.1301333333,38.9515333333,11.3398333333
620.62,21.3251,50.9749333333,48.5583333333,48.1488333333,19.8440666667,13.9631333333,34.3524,40.5373333333,11.8262,16.1028666667,30.0478,38.9253333334,11.4282666667
620.95,21.2856333333,50.8905333333,48.4373333333,48.1138333333,19.805,13.933,34.2329333333,40.46,11.8238666667,16.1192,29.9461333333,38.8972,11.4778666667
621.28,21.2623,50.8974666666,48.4086666667,48.0587333333,19.7961333333,13.9947333333,34.1386,40.4115333333,11.8796666667,16.1989333333,29.9423333333,38.9043333333,11.5762333333
621.62,21.169,50.7506666667,48.2701333333,47.9433666667,19.7349333333,13.987,34.0116,40.3127333333,11.853,16.1631333333,29.8214666667,38.8467333333,11.5285
621.95,20.9836,50.6075333333,48.1176666667,47.8146333333,19.6051333334,13.9682,33.8365333333,40.1140666667,11.7819333333,16.0722,29.6655333333,38.6142666667,11.5297333333
622.28,20.8676,50.5622666667,48.0894,47.7226,19.4876,13.9558,33.723,40.0438,11.7801333333,16.0424666667,29.5416666667,38.5988666667,11.5297666667
622.62,20.9398333334,50.6843333333,48.1506,47.7757666667,19.5218666667,13.9769333333,33.7341333333,40.1124666666,11.9056666667,16.0994,29.5182666667,38.6384,11.5966333333
622.95,20.7401333333,50.5656666667,47.9829333333,47.5659666667,19.3620666667,13.86,33.5358666667,39.9614,11.7864666667,16.0022666667,29.2847333333,38.5276666666,11.4486666667
623.28,20.7424333333,50.5739333333,47.9894666666,47.4602,19.3477333333,13.9093333333,33.5012666667,39.9890666667,11.8386,16.0407333333,29.2628,38.5132,11.5075333333
623.62,20.6825333333,50.5705333333,47.9837333333,47.4025,19.3168666667,13.9247333333,33.4082666667,39.9244,11.8413333333,16.0948666667,29.2273333333,38.4672,11.5422666667
623.95,20.6069666667,50.5890666667,48.0478,47.4192333333,19.1792666667,13.9251333333,33.3518666667,39.9244666667,11.8094,16.0300666667,29.1997333333,38.4447333333,11.4558333333
624.28,20.5625333333,50.5518666667,48.0205333333,47.3748333333,19.0822666667,13.9242,33.2222666667,39.8448,11.7926,16.0011333333,29.0492,38.4267333333,11.3629333333
624.62,20.4076,50.5348,48.0056,47.3028333333,18.9104666667,13.8422,33.0472666667,39.7014666667,11.7189333333,15.896,28.8829333333,38.3576,11.2766333333
624.95,20.3939666667,50.5491333333,48.0174666667,47.3122,18.8798,13.8019333333,32.9982,39.6568,11.7172666667,15.9113333333,28.8004666667,38.3808666667,11.3127333333
625.28,20.3032,50.4119333333,47.8318,47.0588333333,18.7904666667,13.7584666667,32.8107333333,39.4494666667,11.6955333333,15.8598666667,28.5970666667,38.1995333333,11.3508333333
625.61,20.4078666667,50.5660666667,47.9060666667,47.1327,18.8446,13.8122,32.7903333333,39.5066666667,11.7698,15.9438,28.621,38.3145333333,11.4209333333
625.95,20.4102,50.5504,47.9272666667,47.1404,18.8134,13.8780666667,32.7251333333,39.4875333333,11.7626666667,15.9937333333,28.5823333333,38.333,11.5156333333
626.28,20.294,50.4340666667,47.8407333333,47.0445666667,18.6728666667,13.8555333333,32.5497333333,39.3577333333,11.6748666666,15.9423333333,28.4701333333,38.2738,11.4656
626.61,20.2811,50.4159333333,47.7956,47.0052666667,18.5963333333,13.8263333333,32.4416666667,39.2764,11.6344,15.9184666667,28.4076,38.2467333333,11.5082333333
626.94,20.1790666667,50.4004,47.7153333333,46.9844666667,18.5004666666,13.7276,32.2618666667,39.1562,11.5956,15.819,28.2738666667,38.2128666667,11.4904333333
627.28,20.1260333333,50.3407333333,47.6284666667,46.9176666667,18.386,13.7430666667,32.1122,39.0724666667,11.5808666667,15.7457333333,28.1337333333,38.1915333333,11.5143666667
627.61,20.0906666667,50.3289333333,47.5585333333,46.8834,18.3750666667,13.7018,31.9946,38.9857333333,11.5948666667,15.7640666667,28.0593333333,38.1620666667,11.4718333333
627.94,20.1276,50.4120666667,47.6565333333,46.9682666667,18.3768,13.7602666667,31.9708666666,38.994,11.6631333333,15.8346,28.0762666667,38.2284,11.5384666667
628.27,20.1644333333,50.3269333334,47.6118,46.8554333333,18.3914666667,13.8491333333,31.8907333333,38.907,11.6886,15.8722,28.0566666667,38.2222,11.5752666667
628.61,20.0516,50.2555333333,47.5023333333,46.7593333333,18.3022,13.8098,31.696,38.7857333333,11.6264666667,15.7941333333,27.9271333333,38.1463333333,11.5527
628.94,20.0112333333,50.4151333334,47.6016666667,46.8818333333,18.2358666667,13.8108,31.6017333333,38.7851333333,11.6180666667,15.7869333333,27.9166666667,38.2140666667,11.5081
629.27,19.8869333333,50.2713333333,47.5329333333,46.8050333333,18.1426,13.7814666667,31.4476,38.6382,11.5918,15.7344,27.7485333333,38.1684666667,11.4503333333
629.60,19.8063666667,50.2839333334,47.4396666667,46.6893333333,18.0618,13.6740666667,31.2523333333,38.5214,11.5448666667,15.6531333333,27.5955333333,38.0736,11.3380333333
629.94,19.7568333333,50.3014,47.4629333333,46.7249666667,18.0680666667,13.6776,31.1322,38.4481333333,11.5423333333,15.6379333333,27.4742666667,38.0411333333,11.34
630.27,19.7455,50.3726666667,47.5356666667,46.8197333333,18.1399333333,13.8158,31.0796666667,38.5108,11.6526,15.7031333333,27.4790666667,38.1207333333,11.4068666667
630.60,19.6825,50.3731333333,47.5146,46.8363666667,18.1179333333,13.8133333333,31.0255333333,38.4496,11.6145333333,15.7083333333,27.3735333333,38.1270666667,11.3897666667
630.93,19.5521666667,50.348,47.446,46.8283,18.0456,13.6835333334,30.8868,38.3249333333,11.5629333333,15.6864666667,27.2233333333,38.0692,11.2745666667
631.26,19.5523,50.3730666667,47.4328,46.8221,18.0688,13.7858666667,30.8317333333,38.3142,11.6288666667,15.7283333333,27.1921333333,38.0894666667,11.4449
631.60,19.4726666667,50.2582666667,47.2836,46.6045333333,17.9769333333,13.7593333333,30.6860666667,38.1580666666,11.5911333333,15.6970666666,27.0866666667,37.9696666667,11.4470666667
631.93,19.5402666667,50.5430666667,47.499,46.8608,18.0953333333,13.8536666667,30.7936666667,38.369,11.7324,15.8401333333,27.161,38.1819333333,11.6329333333
632.26,19.5000333333,50.5548,47.5298,46.8474333333,18.0750666667,13.8880666667,30.7307333333,38.3363333333,11.7522666667,15.8975333333,27.1355333333,38.196,11.6856
632.59,19.6093333333,50.7057333333,47.6720666667,47.0183,18.2118,14.0676,30.8100666667,38.4982666667,11.8760666667,16.0764666667,27.2121333333,38.392,11.863
632.92,19.5769,50.7331333333,47.7053333334,47.0325666667,18.1983333333,14.1050666667,30.7558666667,38.5043333333,11.907,16.0628666667,27.1672,38.4364666667,11.9280333333
633.26,19.5547,50.7368666667,47.755,47.0992,18.196,14.1311333333,30.7934666667,38.5128,11.9597333333,16.0751333333,27.1658,38.4846,12.0398333333
633.59,19.5096333333,50.683,47.7099333333,47.0472666667,18.1102,14.1018666667,30.7228666666,38.5106,12.0079333333,16.1184666667,27.1516,38.4596,12.0586333333
633.92,19.5274666667,50.7212666667,47.7827333333,47.0485333333,18.1008,14.0840666667,30.7029333333,38.4393333333,12.0511333334,16.1466,27.1186,38.4366666667,12.1161666667
634.25,19.5026,50.7126666667,47.8670666667,47.0467,18.0626666666,14.1211333333,30.6741333333,38.4588666667,12.06,16.1918,27.1244,38.4453333333,12.1144333333
634.58,19.5585666667,50.7321333333,47.8702666667,47.0535333333,18.1036666667,14.2042,30.5960666667,38.4358666667,12.1176666667,16.2662666667,27.1144666667,38.4466,12.2083
634.91,19.4441666667,50.5956,47.7973333333,46.9420333333,17.9694666667,14.1073333333,30.4548,38.2628,12.0269333333,16.2186666667,26.9424,38.3574,12.1453
635.25,19.2754666667,50.553,47.7686666667,46.9673333333,17.8739333333,14.011,30.2810666667,38.179,11.9076,16.1261333333,26.8112666666,38.3553333333,12.0318333333
635.58,19.0714,50.3293333334,47.5431333333,46.7428666667,17.6782,13.8967333333,30.0250666667,37.8988666667,11.7522666667,15.9308,26.5811333333,38.1085333333,11.8741666667
635.91,19.0885666667,50.2939333333,47.5494,46.8176666666,17.6846,13.893,29.9784666667,37.8689333333,11.8281333334,15.9486666667,26.5382666667,38.1080666667,11.8481666667
636.24,18.9649666667,50.2338,47.5334666667,46.7049666667,17.5213333333,13.8102,29.7956666667,37.7277333333,11.7575333334,15.8407333333,26.4178666667,37.9494,11.7508333333
636.57,18.9255,50.3251333333,47.5475333333,46.7143333334,17.4732,13.7299333333,29.6617333333,37.7182666667,11.7239333334,15.8294666667,26.3712666667,37.8961333333,11.6940666667
636.90,18.8873333333,50.2524,47.4223333333,46.6633333333,17.378,13.6782666667,29.4634666667,37.6014,11.7236666667,15.8140666667,26.2454666667,37.8294666667,11.6186
637.23,18.8897,50.3686666667,47.5251333333,46.7611666667,17.3966,13.8073333333,29.4591333333,37.5907333333,11.7696,15.8458,26.1880666667,37.9286,11.6838666667
637.56,18.7487666667,50.2440666666,47.4183333333,46.6872666666,17.2754666667,13.7133333333,29.2134,37.4624,11.6953333333,15.7276,26.0448666667,37.8683333333,11.5781
637.90,18.6381666667,50.1654,47.2370666667,46.5149333333,17.1451333333,13.6062,29.0204666667,37.2434,11.6081333333,15.6021333333,25.8951333333,37.7388,11.4923
638.23,18.6525666667,50.1634,47.2982666667,46.5279666667,17.1481333333,13.6618,29.0317333333,37.2237333333,11.6768,15.6717333333,25.9386666667,37.7602,11.5811
638.56,18.5292333333,50.1768,47.3143333333,46.5639,17.0210666667,13.6130666667,28.8878666667,37.1828666667,11.5806666667,15.5617333333,25.7654666667,37.7804666667,11.4771333333
638.89,18.5430333333,50.2032,47.3384666667,46.5956666667,17.0167333333,13.6814,28.8471333333,37.1676666667,11.6374,15.5888666667,25.7798666667,37.7678,11.5465333333
639.22,18.5754333333,50.174,47.3795333333,46.6045,17.0276,13.7015333333,28.7728,37.1607333333,11.7295333333,15.6328,25.7324,37.8130666667,11.6797
639.55,18.6142666667,50.1837333333,47.3835333333,46.5743666667,17.0186,13.8451333333,28.7161333333,37.1132,11.7833333333,15.6639333333,25.7016666667,37.7628666667,11.7861333333
639.88,18.6657333333,50.1113333333,47.3463333333,46.5924,17.1393333333,13.9921333333,28.7271333333,37.0638,11.9035333333,15.7577333333,25.7261333333,37.8357333333,11.9126
640.21,18.7274,50.1084666667,47.4301333333,46.6169,17.1708,14.1111333333,28.7634,37.0944666667,12.0344,15.9648,25.7724,37.9226,12.0407
640.54,18.8745333333,50.3146666667,47.7098666667,46.7898666667,17.3883333333,14.2654666667,28.8945333333,37.2298,12.1546666667,16.1704666667,25.9362,38.1186666666,12.2397666667
640.87,18.8618666667,50.1964666667,47.6084666667,46.6511333333,17.3659333333,14.2006666666,28.7465333333,37.126,12.1328,16.1588,25.859,38.0097333333,12.2142333333
641.20,18.8715,50.1966666667,47.5292,46.6055666667,17.3782666667,14.2285333333,28.7384666667,37.0277333333,12.1007333333,16.2107333333,25.7998666667,37.9590666667,12.2872
641.53,19.0740666667,50.3653333333,47.7549333334,46.8841333333,17.5744,14.4277333333,28.8674666667,37.2334666667,12.3136,16.4548666667,25.936,38.1516,12.5886333333
641.87,19.0550333333,50.372,47.7144,46.8509333333,17.5482,14.3766666667,28.7973333333,37.2024,12.3092,16.3997333334,25.8518666667,38.1977333333,12.5137333333
642.20,19.1667333333,50.3967333333,47.7563333333,46.8352666667,17.6844,14.4229333333,28.7733333333,37.2634,12.4208666667,16.5209333333,25.963,38.2198,12.6907333333
642.53,19.3401666666,50.4426666666,47.8331333333,46.9209333333,17.8962666667,14.5695333333,28.8968,37.3214666667,12.6391333333,16.7475333333,26.0821333333,38.3649333333,12.8734666667
