wavelength,Back_TanInom,Belly_TanInom,Breast_TanInom,Crissum_TanInom,Crown_TanInom,DorTail_TanInom,Patch10_TanInom,Patch11_TanInom,Rump_TanInom,Throat_TanInom,WingTip_TanInom
197.40,5.09888888889,22.8308888889,21.309,24.5813333333,21.0046666667,9.74111111111,22.679,14.6878888889,31.2025555556,14.9162222222,42.5037222222
197.78,-1.75033333334,15.5252222222,17.3516666667,15.8296666667,13.1658888889,-1.52211111113,17.7322222222,10.4261111111,21.9177777778,7.53411111113,36.7959444444
198.16,-3.29744444444,13.6918888889,16.0573333333,13.9785555556,10.8244444444,-2.93911111113,17.276,8.8888888889,18.6378888889,2.4371111111,32.5806111111
198.54,-7.10488888887,10.053,13.1518888889,12.396,5.51777777779,-5.8201111111,15.4951111111,6.42477777777,15.4193333333,0.22677777779,32.6906666667
198.92,-2.67644444443,17.1938888889,19.8702222222,20.6813333333,13.7874444444,-3.32533333333,21.9787777778,12.6521111111,25.7096666667,7.218,38.6454444444
199.30,-0.391222222223,16.8231111111,19.7182222222,21.5178888889,18.623,2.1908888889,25.3521111111,13.6151111111,29.421,10.4067777778,39.0453888889
199.68,5.04333333332,24.5861111111,25.3742222222,29.5507777778,24.5075555556,12.3717777778,33.3332222222,17.494,36.7218888889,15.918,42.1985555556
200.06,2.17022222222,29.7743333333,27.0834444444,32.5521111111,30.2083333333,14.1493333333,40.2778888889,19.7917777778,41.2328888889,18.0555555556,40.7551111111
200.44,8.66666666666,33.1111111111,27.7778888889,33.8517777778,34.5185555555,21.7776666667,42.1481111111,22.7406666667,42.2222222222,22.5924444444,42.0371111111
200.82,6.89366666667,34.2254444445,29.5213333334,34.712,31.1437777778,22.4655555556,43.1468888889,20.0325555556,42.0924444444,20.7623333333,40.1458888889
201.19,2.3188888889,36.3284444445,31.4975555555,33.623,29.7584444445,24.3478888889,49.6617777778,18.5506666667,46.57,15.1692222222,42.8502222222
201.57,8.16722222221,39.9811111111,35.8026666667,34.8528888889,32.6685555555,25.8308888889,53.7511111111,24.5965555556,51.0922222222,18.4235555556,46.2487222222
201.95,11.8457777778,43.7096666667,37.8326666667,39.945,34.8025555556,29.2928888889,56.1065555556,28.0991111111,54.0861111111,23.5997777778,50.1836666667
202.33,23.4943333333,50.9754444445,47.4132222222,48.3462222222,40.2883333333,35.793,59.7964444444,36.0475555556,59.966,34.0118888889,58.0579444444
202.71,36.0708888889,61.8357777778,59.5007777778,59.5007777778,49.5168888889,47.7455555556,66.5861111111,45.6523333333,69.8066666667,42.7534444445,63.0434444444
203.09,31.0432222222,59.3723333333,56.1495555556,56.1493333333,43.3418888889,44.6143333333,64.2917777778,41.5605555556,63.1043333334,36.6413333333,58.0153333333
203.47,34.2014444444,61.5448888889,61.545,60.6768888889,43.3158888889,49.4791111111,63.7152222222,43.5761111111,65.9723333333,38.9755555555,60.8506666667
203.85,29.5653333334,61.739,65.6036666668,59.9036666667,39.6135555555,44.5411111111,59.7102222222,42.8985555555,66.2802222222,34.0098888889,58.2125555556
204.22,36.3463333333,67.5143333333,74.2937777779,67.1374444444,41.0546666667,49.7174444445,60.2634444444,50.8473333333,71.1866666667,40.3016666667,64.2657222222
204.60,35.5363333333,64.4635555555,77.0113333334,66.5707777778,36.207,49.1378888889,56.1303333333,55.7472222222,70.2107777778,41.8582222222,60.2011111111
204.98,41.8582222222,67.6245555556,83.6205555557,74.8084444444,41.6665555556,52.203,61.7816666667,66.5708888889,74.4252222221,49.042,66.7143888889
205.36,44.5395555556,63.5327777778,82.6211111111,76.5431111111,39.696,50.6174444444,61.6334444445,68.2811111111,71.2251111111,50.997,64.6252222222
205.74,37.7777777778,54.686,73.5267777778,69.5653333333,31.6908888889,40.4833333334,52.6567777778,62.9951111111,63.9613333334,43.2848888889,53.2848888889
206.12,33.2304444444,49.3827777778,68.5185555555,65.7406666667,27.1604444444,37.1398888889,48.971,59.2592222222,58.5391111111,39.5061111111,43.57
206.50,20.6185555556,44.9026666667,64.9484444445,60.4811111111,20.504,34.937,40.6644444445,58.1902222222,54.9827777778,37.3425555556,32.9896111111
206.87,3.24088888891,33.912,52.4305555556,45.8333333333,10.8796666667,23.6111111111,31.3656666667,47.9166666667,41.7824444444,27.4306666667,20.6016666667
207.25,-0.836333333356,31.6607777778,48.9844444444,39.9044444444,5.7348888889,14.8147777778,25.8064444444,40.9796666666,40.5016666667,21.9831111111,12.7241111111
207.63,-15.6434444444,27.3391111111,50.731111111,34.3567777778,-4.9707777778,-2.77766666664,24.1227777778,39.3275555556,35.5262222222,16.8127777778,-1.24277777777
208.01,-16.9082222222,27.2143333333,50.2415555556,33.6555555556,-12.2382222222,-2.57644444443,27.0532222222,38.0032222222,31.401,16.4252222222,-4.34783333333
208.39,-30.6397777778,8.92244444443,37.0369999999,20.2021111111,-22.8956666667,-18.6868888889,19.192,22.2223333333,15.9933333333,0.00011111111,-24.1582222222
208.77,-16.6665555556,16.1461111111,48.2637777778,34.3752222222,-15.9721111111,-18.5763333333,31.2501111111,24.3056666667,25.8682222222,6.07666666667,-21.0066111111
209.14,-21.8905555556,7.96022222223,39.1375555557,28.0264444445,-10.7794444444,-18.408,27.3633333333,16.252,19.9004444445,2.32166666666,-31.3435555556
209.52,-16.3152222222,11.2516666667,38.3965555555,23.7693333333,-2.53155555558,-13.3614444444,22.9255555556,9.5641111111,15.7524444444,1.96922222222,-27.4260555556
209.90,-4.18477777777,25.8297777778,53.6795555557,35.065,6.92655555557,-0.721444444443,38.0952222222,16.1616666667,24.531,11.3996666667,-21.2119444444
210.28,-6.6666666667,24.0277777778,55.9722222223,37.3611111111,4.99999999997,0.41666666669,41.1111111111,18.0555555555,22.7777777778,2.63888888887,-23.4027777778
210.66,-3.4632222222,19.4805555555,50.360888889,37.2293333333,0.577111111123,-4.18455555556,44.0115555556,15.4402222222,23.8095555556,-2.74155555557,-27.4170555556
211.03,4.13111111112,23.3618888889,57.2647777777,43.8746666667,9.11677777777,0.427444444433,49.2878888889,24.7864444445,30.1992222222,5.12844444443,-23.4330555556
211.41,16.6665555556,30.876,55.4486666667,48.2906666667,22.2223333333,19.2306666666,54.8077777778,34.4016666667,35.4702222222,20.1922222222,3.3655
211.79,22.3131111111,38.5246666667,54.1893333334,50.3643333333,28.4153333333,25.8652222222,54.0072222222,36.7942222222,39.6173333333,26.1384444444,14.9361666667
212.17,21.6097777778,37.7953333333,54.3307777778,49.5186666667,31.1462222222,24.0594444445,51.7061111111,36.8328888889,41.4698888889,29.9212222222,13.1672777778
212.55,25.356,38.4615555555,58.0247777778,53.4662222222,32.0036666667,24.1215555556,52.5165555555,35.7075555555,44.3495555556,35.3278888889,13.8174444444
212.92,11.974,34.9514444444,51.0247777778,48.2201111111,25.5664444445,17.6915555556,49.7304444445,27.1845555556,40.3451111111,30.96,3.29027777778
213.30,-3.09411111112,34.0366666667,52.0395555557,46.9762222222,12.6582222222,7.59499999999,46.5541111111,13.2208888889,32.9113333333,20.8157777778,-8.3686111111
213.68,-18.1483333333,33.7036666668,60.3702222222,57.4073333333,7.0371111111,1.11111111112,50.185,9.07411111111,37.2222222222,18.3333333333,-14.9999444444
214.06,-35.3333333333,25.1111111111,60.2222222221,56.6666666667,0.22222222221,-9.77777777779,47.3333333333,-4.2222222222,27.9999999999,8.66666666667,-24.7777777778
214.44,-24.5863333333,44.9172222221,66.9031111111,58.3923333333,5.20088888888,-2.60044444447,47.0448888889,-4.49177777777,33.8061111112,29.7873333333,2.2458888889
214.81,-21.6666666667,70.0,93.3333333333,65.0,13.0555555555,17.2222222222,53.6111111111,0.833333333323,42.5000000001,44.7222222222,5.69444444443
215.19,-23.1481111111,84.8765555557,117.284,70.9875555555,-1.85188888888,27.4691111111,53.3951111111,-2.46922222223,47.8393333334,47.5308888889,1.08005555557
215.57,-80.7017777777,135.672444444,228.654888889,132.163777778,-35.6725555556,28.655,65.4968888889,-12.8655555556,61.9882222222,60.2338888887,-40.6432222222
215.95,-546.666666667,275.555555555,677.777777777,377.777777778,-246.666666666,-82.222222222,142.222222222,-188.888888889,-13.3333333333,-8.88888888867,-402.222222222
216.32,1355.55555556,-827.777777779,-1711.11111111,-1127.77777778,561.111111111,138.888888889,-594.444444443,427.777777778,-111.111111111,0.0,694.444444444
216.70,-157.265,240.171,329.059777778,243.589888889,22.2221111111,50.4273333334,179.487222222,34.188,83.7607777779,72.6494444443,-3.84627777777
217.08,-65.7407777778,151.388777778,210.648222222,173.148111111,52.7776666667,48.6110000001,125.463,54.1667777779,68.9814444446,67.5927777779,39.8146111111
217.46,-65.3333333332,137.333333333,200.888888889,148.444444445,53.3333333333,33.3333333333,121.333333333,62.6666666669,76.4444444445,69.3333333333,24.4444444444
217.83,-112.963111111,183.950666667,247.530777778,170.370333333,51.2346666666,53.7035555556,172.839333333,78.395111111,95.0616666668,86.4196666668,-21.9134444444
218.21,-214.53,194.871888889,279.487111111,179.487111111,21.3675555555,17.9487777777,191.453222222,63.2477777778,110.256555556,115.384555556,-91.4527777778
218.59,-245.299222222,121.367555556,275.213666667,182.051111111,23.9316666667,31.6241111112,202.564,52.9914444446,110.256333333,124.786333333,-171.367222222
218.97,-187.777777778,50.5555555557,165.0,98.888888889,3.33333333333,-45.0,121.111111111,9.44444444443,29.9999999999,52.7777777778,-156.111111111
219.34,-120.788555555,12.1864444444,69.1756666668,48.7454444444,1.43388888888,-38.7094444444,59.4982222222,0.358444444467,-1.18423789293e-15,30.4658888889,-101.971166667
219.72,-175.641111111,-24.7863333334,32.4786666667,6.83777777767,-29.9146666666,-90.1708888887,19.2308888889,-52.9913333333,-38.8887777779,-2.564,-166.880388889
220.10,-213.131333333,-50.5049999999,25.7576666667,-21.7172222223,-76.7676666666,-123.232222222,-10.6058888889,-87.8785555554,-56.0606666665,-26.2626666666,-230.555611111
220.47,-148.028666667,-52.6883333334,8.96066666667,-22.2223333333,-60.215,-80.6452222223,-1.07522222222,-60.2151111112,-47.6703333332,-24.3727777778,-167.025222222
220.85,-618.518444444,-281.481333333,-56.79,-158.024666667,-366.666666667,-328.395,-83.9507777779,-296.296444444,-265.432111111,-191.358111111,-743.209888889
221.23,482.407333333,271.296444445,96.2962222222,215.740555556,384.259333333,301.852,145.370444444,286.111111111,309.259333333,230.555777778,622.685277778
221.61,1175.0,619.444444444,219.444444444,519.444444443,1061.11111111,763.888888889,302.777777778,769.444444443,844.444444446,508.333333333,1606.94444444
221.98,-350.617111111,-146.913666667,69.1357777778,-81.4814444447,-285.185111111,-228.394888889,20.9875555557,-191.357888889,-238.271555556,-54.3207777778,-489.506222222
222.36,-84.722222222,-2.77788888887,67.1297777778,12.0370000001,-74.5371111111,-39.8147777777,43.5185555557,-14.3518888889,-57.4073333333,15.7407777778,-128.009277778
222.74,-72.0429999999,-12.9032222222,34.7667777778,-15.7705555556,-78.4947777778,-68.1003333333,7.88522222223,-24.3726666667,-58.7812222222,-10.3942222222,-107.885166667
223.11,-63.7036666668,-4.8147777778,32.5927777778,-15.5555555555,-81.8518888889,-59.6297777777,17.037,-21.4815555555,-43.7036666667,-2.59266666667,-75.5556666667
223.49,-44.074,26.6668888889,60.7406666667,7.7777777778,-46.6665555556,-52.5925555554,48.5185555556,-1.48144444443,-23.3332222222,21.852,-54.4444444444
223.87,-10.4938888889,41.358,74.3825555555,26.5433333333,-16.3581111111,-21.2962222221,69.1358888889,25.0,10.1851111111,33.3334444444,-15.8950555556
224.24,20.606,51.9192222222,67.0708888889,38.1818888889,10.5051111111,9.69711111111,63.6364444444,42.0203333333,24.6463333333,45.6564444444,12.2222222222
224.62,21.0648888889,62.5001111111,75.4631111111,44.4444444445,9.7222222222,1.62033333333,63.1944444444,52.7778888889,26.6204444445,43.7498888889,11.5739444444
225.00,38.8083333333,52.9788888889,69.2431111111,44.6054444444,24.9596666667,13.5265555555,60.7086666667,56.3606666667,35.7487777778,50.7246666667,33.0918888889
225.38,33.2098888889,46.6664444444,54.0742222222,41.2344444444,30.2467777778,20.4938888889,56.4196666667,51.2344444444,35.1853333333,47.2838888889,31.5431666667
225.75,33.5724444444,44.8028888889,50.1791111111,42.5328888889,32.1385555555,23.178,59.1397777778,51.374,36.9176666667,43.8471111111,31.3021666667
226.13,28.3817777778,39.7342222222,38.2851111111,33.9371111111,23.4298888889,15.0964444444,47.5844444444,38.2848888889,34.1787777778,37.319,24.4567222222
226.51,19.7777777778,29.2222222222,26.5555555556,25.4444444445,19.5555555556,7.99999999999,37.8888888889,24.7777777778,25.7777777778,28.3333333333,15.1666666667
226.88,21.9953333333,37.0748888889,26.1905555555,32.8798888889,25.9637777778,9.63722222221,42.2902222222,28.9116666666,30.272,29.8185555555,20.9184444444
227.26,21.6322222222,32.1535555555,23.1072222222,31.76,24.3855555556,13.766,34.9065555556,25.4667777778,27.6303333333,25.9586666667,17.1091666667
227.64,22.5895555555,30.6705555555,25.069,32.5068888889,24.3342222222,17.4471111111,36.1798888889,25.6195555555,33.058,29.0174444444,18.9625
228.01,21.6283333333,29.0925555556,21.0346666667,28.6684444444,22.9007777778,19.4232222222,36.6411111111,23.4095555555,31.2977777778,33.0788888889,17.4301666667
228.39,21.3867777778,26.1486666666,19.4652222222,26.3993333333,23.4753333333,21.6373333334,36.3407777778,18.7134444445,29.4068888889,36.5914444445,18.3792777778
228.76,23.871,26.6666666666,21.8638888889,25.8782222222,21.6487777778,24.8744444444,35.8423333334,17.5626666667,30.3225555556,36.129,20.1792222222
229.14,21.9527777778,26.6667777778,21.3467777778,25.3872222222,24.175,24.0404444444,34.8821111111,15.5556666667,28.2156666667,31.852,17.6768888889
229.52,20.5976666667,21.0525555556,20.4676666667,21.3774444444,19.4932222222,19.6878888889,31.0592222222,12.3456666667,26.2507777778,26.8357777778,15.1721666667
229.89,19.3632222222,20.6627777778,23.7166666667,22.2221111111,20.4028888889,22.3522222222,30.9291111111,12.1507777778,25.4063333333,28.6551111111,16.9915
230.27,17.6182222222,17.0042222222,24.248,22.2221111111,19.0912222222,24.0638888889,32.7195555556,12.9527777778,21.3013333333,26.0897777778,15.5922777778
230.65,22.9885555555,21.3281111111,28.9272222222,29.3743333334,23.0523333333,30.5874444444,38.4417777778,16.8582222222,26.1814444444,29.9487777778,22.8288333333
231.02,26.4814444444,22.037,32.8395555556,31.4198888889,24.6296666667,36.3578888889,41.2345555556,17.4074444445,27.1605555556,34.5677777778,24.8146666667
231.40,26.9255555555,23.1081111111,36.469,35.1737777778,29.2433333333,40.7632222222,47.5118888889,18.4728888889,28.6297777778,38.9911111111,28.8685
231.78,22.0612222222,17.3914444444,32.3671111111,33.5748888889,22.9466666667,36.7152222222,48.7922222222,12.3993333333,18.0353333333,35.4265555556,28.1401111111
232.15,16.7957777778,14.8147777778,31.6107777778,32.5582222222,17.9156666667,32.2995555555,45.8227777778,8.26844444444,11.4555555556,32.1275555556,27.6487222222
232.53,13.8888888889,12.5001111111,31.7707777778,33.0731111111,11.9792222222,30.2952222222,46.8751111111,9.28833333334,12.2395555556,28.646,28.559
232.90,9.80388888888,9.43033333334,29.1315555556,30.999,13.0718888889,29.972,48.2727777778,5.69555555554,10.551,28.1978888889,28.4312777778
233.28,14.9333333333,11.8222222222,31.2,29.8666666667,8.0,34.4888888889,48.5333333333,7.73333333332,12.2666666667,26.5777777778,30.7111111111
233.66,15.4907777778,15.9772222222,30.7381111111,31.3867777778,9.08333333333,37.8751111111,47.6884444444,7.786,14.6795555556,27.0885555555,30.3731111111
234.03,12.7493333333,14.1736666667,25.3561111111,27.1368888889,5.19933333332,28.7036666667,40.7406666667,5.55555555556,14.2451111111,23.7894444444,24.2163888889
234.41,12.1032222222,17.5262222222,21.5608888889,25.8596666667,5.09255555555,26.1903333333,35.2512222222,7.672,15.6084444444,20.3041111111,22.983
234.78,17.5471111111,25.3185555555,27.9902222222,29.1441111111,12.9933333333,29.3868888889,39.0407777778,15.2397777778,22.2828888889,24.7115555556,25.3489444444
235.16,18.9474444444,28.5964444444,28.5964444444,29.766,15.0294444444,29.766,40.5263333333,17.2515555555,24.9124444444,24.9123333333,26.9882222222
235.54,17.3748888889,26.743,24.8911111111,23.9105555555,10.8932222222,23.2572222222,34.9673333333,13.3985555556,21.2963333333,20.806,22.5216666667
235.91,18.3195555556,27.5481111111,23.1863333333,23.0027777778,13.5446666667,25.3903333334,31.8181111111,14.6004444444,22.865,21.3955555556,21.1662222222
236.29,20.3776666667,27.141,23.1444444444,23.3201111111,14.5365555556,26.4382222222,32.7623333333,16.2055555556,24.6813333333,21.4317777778,20.9047222222
236.66,17.3585555556,24.1507777778,18.7841111111,19.3711111111,12.998,21.216,28.8468888889,13.1654444445,21.2997777778,18.3226666667,15.9120555556
237.04,15.482,21.773,16.2173333333,17.933,10.7026666667,18.8723333334,25.6536666667,13.0311111111,18.9951111111,16.1356666667,14.8691666667
237.41,9.82088888889,16.6042222222,9.36333333333,14.3986666667,6.7,13.1085555555,20.5161111111,8.1981111111,16.8538888889,12.4843333333,10.3202777778
237.79,9.19522222221,15.8791111111,6.34322222222,12.0903333334,6.7688888889,10.8556666667,19.5828888889,7.02433333332,15.9642222222,13.0693333333,9.91905555556
238.17,11.6013333333,19.4445555556,7.88388888889,14.379,10.2124444444,14.2156666667,23.3251111111,10.4576666667,18.2188888889,15.768,13.8480555556
238.54,10.1197777778,16.4395555556,5.16311111111,11.8958888889,7.84788888888,9.78955555554,21.1483333334,7.51744444445,15.7784444444,14.6221111111,11.8958333333
238.92,8.90455555554,12.2338888889,1.16144444445,10.2595555556,4.06511111111,6.69766666667,18.6991111111,4.3361111111,12.5821111111,12.7757777778,9.60122222223
239.29,8.43177777778,9.82488888888,0.107111111113,9.28888888888,4.39455555557,6.10922222221,17.0776666667,5.10888888889,12.1115555556,11.29,9.2356111111
239.67,7.29255555555,7.79355555557,-1.00007039687e-12,10.3286666667,4.41311111111,7.57411111111,17.5274444445,6.16577777778,11.7685555556,10.7353333333,8.82633333333
240.04,4.04566666667,4.87177777777,-1.50988888889,7.52122222222,1.68111111111,4.38733333334,15.2991111111,4.10266666667,8.97433333334,7.322,6.0115
240.42,3.07933333333,4.59344444446,-1.206,6.72311111111,2.54022222222,3.66933333333,14.5496666667,2.61722222222,7.74944444444,5.54277777778,4.38805555556
240.79,4.57533333333,5.43888888888,0.326888888889,8.31011111111,3.52466666667,4.83211111111,15.663,3.96822222222,8.12322222221,6.20922222222,5.27533333333
241.17,5.45322222222,6.068,1.968,8.44622222222,4.20266666667,5.57633333333,16.8922222222,4.34633333333,7.89277777778,6.45766666667,5.05344444444
241.54,5.80111111111,7.3651111111,3.09155555556,8.16522222222,4.87366666667,6.16488888889,17.6032222222,4.819,7.43788888889,7.23777777778,6.4195
241.92,6.31722222222,7.93633333333,4.39322222222,8.85044444446,5.29088888889,7.23122222222,18.0856666667,6.04466666667,7.85622222222,7.63177777778,7.63994444444
242.29,5.28666666667,6.04855555555,3.56933333334,7.39244444444,3.86788888889,5.91411111111,16.9056666667,4.77911111111,6.42177777778,5.73477777778,6.38455555556
242.67,6.60211111111,7.03755555555,5.12722222222,8.27344444444,4.80411111111,7.85233333333,18.1906666667,5.80144444444,7.29044444444,7.02355555556,6.96716666667
243.05,5.33722222222,5.815,4.64088888889,6.96155555556,3.63088888889,7.48022222222,17.5403333333,5.22788888889,6.41544444445,6.14244444444,5.82855555556
243.42,4.25077777778,4.97733333334,4.22388888889,5.87833333333,2.70377777778,6.847,16.9355555555,4.42566666667,5.47477777778,5.52855555556,4.75527777778
243.80,4.64944444445,6.16833333334,5.10255555556,5.96855555556,3.61055555556,7.04788888889,17.7591111111,5.10266666667,5.99511111111,6.16855555556,5.40227777778
