wavelength,Back_SicUrof,Belly_SicUrof,Breast_SicUrof,Crissum_SicUrof,Crown_SicUrof,DorTail_SicUrof,Patch10_SicUrof,Patch11_SicUrof,Rump_SicUrof,Throat_SicUrof,WingTip_SicUrof
543.46,12.9159851852,43.456,23.5332,42.0261333333,11.1186,11.7895301587,10.8200666667,15.0807333333,13.2705333333,28.3636,10.7373333333
543.81,12.9607407407,43.5545333333,23.5742,42.1056666667,11.1664666667,11.8279015873,10.8670666667,15.1348666667,13.33,28.4131333333,10.7844666667
544.15,12.9910814815,43.6468666667,23.6289333333,42.1782,11.191,11.8436857143,10.8905333333,15.1690666667,13.3578666667,28.4638,10.8110666667
544.49,12.9989851852,43.7036666667,23.6574666667,42.2185333333,11.212,11.8468888889,10.8924666667,15.1884,13.3729333333,28.4855666667,10.8205333333
544.84,13.0279851852,43.7481333333,23.6960666667,42.2709333333,11.2484666667,11.8773206349,10.9121333333,15.2302,13.4039333334,28.5182666667,10.8417333333
545.18,13.0897851852,43.852,23.7495333333,42.3504666667,11.3037333333,11.9370666667,10.9617333333,15.2700666667,13.4650666667,28.5872,10.8848
545.52,13.1359629629,43.9286,23.8198,42.4391333333,11.352,11.9889809524,11.0334666667,15.3107333333,13.5156666667,28.6401666667,10.9291333333
545.87,13.1790592593,44.0462,23.8959333333,42.5337333333,11.4097333333,12.0338920635,11.0666,15.3537333333,13.5568666667,28.7153666667,10.9578
546.21,13.1942888889,44.093,23.93,42.5707333333,11.4304666667,12.0491396825,11.0873333333,15.3793333333,13.5738666667,28.7369666667,10.9731333333
546.55,13.1977925926,44.1843333333,23.9423333333,42.6549333333,11.4330666667,12.0436634921,11.0875333334,15.3824,13.5753333333,28.7738666667,10.9658
546.90,13.2263925926,44.2724,23.9711333333,42.7398,11.4534666667,12.050368254,11.1207333333,15.4003333333,13.5988666667,28.8302666667,10.968
547.24,13.2426962963,44.3134666667,23.9817333333,42.7868,11.4702,12.0600920635,11.1213333333,15.4060666667,13.6115333333,28.8382,10.9824666667
547.58,13.2245259259,44.3856,23.9886666666,42.8286666667,11.4463333333,12.027968254,11.0852,15.3794,13.5788,28.845,10.9380666667
547.92,13.2313555555,44.4589333333,24.0065333333,42.8872666667,11.4561333333,12.0415365079,11.0812666667,15.3868,13.5879333333,28.8807666667,10.9414666667
548.27,13.2557185185,44.5699333333,24.0213333333,42.9792,11.471,12.0490825397,11.0963333333,15.412,13.6086666667,28.9526,10.9498666667
548.61,13.2740296296,44.6903333333,24.038,43.0609333333,11.4878666667,12.0456920635,11.1144666667,15.4201333333,13.6228666667,29.0107666667,10.9607333333
548.95,13.2663111111,44.7786,24.0428666667,43.1241333333,11.4823333333,12.0234380953,11.1115333333,15.4127333333,13.6119333333,29.0066666667,10.9428666667
549.29,13.282362963,44.8896,24.0424,43.2108,11.4912666667,11.999015873,11.0846,15.4297333333,13.6182666667,29.0617333333,10.9276666667
549.64,13.2879037037,44.9208666667,24.0174,43.2668666667,11.4704,11.9907809524,11.0714,15.4368666667,13.6304,29.0639,10.9080666667
549.98,13.2732740741,44.9760666667,24.0051333333,43.3345333333,11.4628,11.9674793651,11.0512,15.4207333333,13.6340666667,29.0964,10.8796
550.32,13.3011703704,45.0213333333,24.0026666667,43.3550666666,11.4844,11.9736539682,11.0337333333,15.4313333333,13.6482666667,29.0953333333,10.8942
550.66,13.3157925926,45.1005333333,24.0038666667,43.3748,11.5008666667,11.9825873016,11.0379333333,15.4496,13.6566,29.0950333333,10.9041333333
551.01,13.3412592592,45.1276666666,24.0189333333,43.4166666667,11.5142666667,12.000736508,11.0495333333,15.4734,13.6884666667,29.1006333333,10.9186
551.35,13.4340444445,45.2503333333,24.1192666667,43.556,11.6118,12.1090603175,11.1251333333,15.5644,13.7642666667,29.202,11.0018
551.69,13.5057703704,45.3922666667,24.2183333333,43.685,11.6954,12.1747968254,11.1974,15.636,13.8432666667,29.3026,11.0728666667
552.03,13.5393777778,45.4406,24.2861333333,43.7356,11.7430666667,12.1954793651,11.2276,15.6834,13.8792,29.3165,11.1224
552.38,13.5410444445,45.5342666667,24.337,43.7965333334,11.7772666666,12.2277238095,11.234,15.7152666666,13.8828,29.3579,11.1581333333
552.72,13.5586296296,45.5307333333,24.3634666667,43.8223333333,11.8016,12.2495746032,11.2564,15.7448666667,13.8964,29.3751,11.1705333333
553.06,13.5618518519,45.6052,24.4044,43.8934666667,11.8433333333,12.2838984127,11.2673333333,15.7604666667,13.888,29.4097333333,11.191
553.40,13.5558888889,45.6329333333,24.4145333333,43.8866,11.8478666667,12.2757047619,11.2386,15.7389333333,13.8578,29.4093333333,11.1788666667
553.74,13.5865333333,45.6988,24.4604666667,43.9335333333,11.8625333333,12.3174412698,11.261,15.7662666666,13.8696,29.4194,11.1892666666
554.09,13.6023925926,45.7922,24.529,44.0196,11.8572666667,12.3271619048,11.2831333333,15.7741333333,13.8621333333,29.4416333333,11.2024666667
554.43,13.6033925926,45.8053333333,24.5434666667,44.0736666667,11.8498666667,12.3353333333,11.2542666667,15.7639333333,13.8487333333,29.4261,11.1974
554.77,13.6216962963,45.9142,24.5888,44.1666,11.8713333333,12.3333555555,11.2791333333,15.7888666667,13.8430666667,29.4722666667,11.2022
555.11,13.6023333333,45.9307333333,24.5704,44.1754666667,11.8504,12.3003650794,11.2898,15.786,13.8485333333,29.4845,11.1939333333
555.45,13.6222888889,45.9312666667,24.5739333333,44.1992,11.8584666667,12.2762666667,11.2845333333,15.7784,13.8437333333,29.4673333333,11.1825333333
555.80,13.6239333333,45.9622,24.5772,44.2399333333,11.8632,12.2921301587,11.2984666667,15.7572666667,13.858,29.483,11.1648
556.14,13.6604962963,45.984,24.5822,44.2594666667,11.8799333333,12.3112349206,11.3099333333,15.7634,13.8941333333,29.4995666666,11.1685333333
556.48,13.687962963,46.1056,24.6244,44.3568666667,11.9036,12.327784127,11.339,15.7961333333,13.9088,29.5545666667,11.1878
556.82,13.6383333333,46.0367333333,24.5691333333,44.2898,11.8442666667,12.2929301587,11.3114,15.7679333333,13.8959333333,29.5030333333,11.1407333333
557.16,13.6772814815,46.1583333333,24.6235333333,44.3899333333,11.8726666667,12.317368254,11.3522666667,15.8195333333,13.9248666667,29.5622,11.1964
557.50,13.6754296296,46.2019333333,24.6139333333,44.4090666667,11.8888666666,12.3137714286,11.3318,15.8042,13.9254,29.5613666667,11.1820666667
557.85,13.7,46.2244,24.6113333333,44.433,11.9560666667,12.3644285714,11.3812666667,15.8246,13.9767333333,29.6040333333,11.2042666667
558.19,13.6762962963,46.2440666667,24.6094,44.4273333334,11.941,12.3302666667,11.386,15.8235333333,13.9650666667,29.6067666667,11.1868666667
558.53,13.6484518518,46.2874,24.6018,44.4234666667,11.9179333333,12.3265555555,11.3518,15.8032,13.9655333333,29.6130666667,11.1601333333
558.87,13.7022888889,46.3348666667,24.6239333333,44.4738666667,11.9537333333,12.3577968254,11.3578666667,15.8419333333,13.9837333333,29.6354666667,11.1654
559.21,13.6897555556,46.3882666667,24.6191333333,44.5012666667,11.9673333333,12.373768254,11.3599333333,15.8408,13.9600666667,29.6687,11.1638
559.55,13.7281407407,46.4592666667,24.6705333333,44.5653333333,11.9804666667,12.4021587302,11.3745333333,15.8761333333,13.9782,29.6987,11.1626
559.89,13.7526740741,46.5414666667,24.7087333333,44.6736666667,11.9759333334,12.4177555555,11.3955333334,15.9198666667,13.9993333333,29.7428666667,11.2016666667
560.23,13.7977777778,46.6370666667,24.7704,44.7998666666,12.0248666667,12.477031746,11.4243333333,15.9889333333,14.0552,29.8273333333,11.2791333333
560.58,13.8718962963,46.7971333333,24.8471333333,44.9374,12.06,12.5366666667,11.448,16.0163333333,14.099,29.8625333333,11.3279333333
560.92,13.901037037,46.8104666667,24.8643333333,44.9738666667,12.1174666667,12.5675396825,11.5018,16.049,14.1437333333,29.8854,11.335
561.26,13.9218814815,46.8099333333,24.8797333333,45.0046,12.1269333333,12.5817555556,11.5158,16.0742666667,14.1328666667,29.9169,11.3563333333
561.60,13.889637037,46.8172666667,24.8600666667,45.0025333333,12.0846,12.5338507937,11.4568,16.0548666667,14.0806,29.8687666667,11.3288
561.94,13.9117703704,46.8809333334,24.8796,45.0463333333,12.1055333333,12.537968254,11.4608,16.0544,14.0871333333,29.9039,11.3255333333
562.28,13.9506074074,46.8874666667,24.9032666667,45.074,12.1500666667,12.5719936508,11.5074666667,16.0856666667,14.1199333333,29.9226666667,11.3661333333
562.62,13.9556666667,46.971,24.9481333333,45.1292666667,12.1714666667,12.6063269841,11.5212,16.081,14.1119333333,29.9506333333,11.3887333333
562.96,13.9486296296,46.9885333333,24.9542666667,45.146,12.125,12.5885079365,11.5272666667,16.0814666666,14.096,29.9384,11.3733333333
563.30,13.8929703704,46.9502,24.8916,45.102,12.0939333334,12.5473936508,11.4866666667,16.0526666667,14.0464,29.9168666667,11.3428666667
563.64,13.8856888889,46.9123333333,24.8747333333,45.0545333333,12.0988,12.5529460317,11.4872,16.0289333333,14.0384666667,29.8964666667,11.3196666667
563.99,13.8884814815,46.9048,24.8594,45.0283333333,12.096,12.5469460317,11.4904,16.0101333333,14.0303333333,29.8811,11.2983333333
564.33,13.8923259259,46.8632666667,24.8724666667,45.0406666667,12.1266,12.544231746,11.5075333333,16.0354,14.0354666667,29.8926333333,11.3134666667
564.67,13.842037037,46.8614,24.8481333333,45.0292666667,12.0678,12.5296285714,11.4674666667,15.9966666667,13.9914,29.8657,11.305
565.01,13.8550148148,46.8983333333,24.8660666667,45.0475333333,12.0866666667,12.5622349206,11.4846666667,16.0259333333,14.0456,29.8723666667,11.3257333333
565.35,13.8730888889,46.9554666667,24.8917333333,45.0686,12.0871333333,12.5673301587,11.4887333334,16.0324666667,14.0654,29.9016333333,11.3352666667
565.69,13.9119925926,47.0122666667,24.9350666667,45.1367333333,12.1321333333,12.617184127,11.529,16.0766666667,14.0991333333,29.9577666667,11.3957333333
566.03,13.9266444444,47.0308,24.9440666667,45.1827333333,12.1292,12.6299396826,11.5463333333,16.0714666667,14.0992,29.9739666666,11.4066
566.37,13.8832814815,46.9845333333,24.8850666667,45.1642666667,12.0994666667,12.5795079365,11.5178,16.0417333333,14.1038666666,29.9345666667,11.3866
566.71,13.8781555555,47.0282,24.8861333334,45.1732666667,12.123,12.6019301587,11.5055333333,16.0372,14.1116,29.9482333333,11.4114666667
567.05,13.907162963,47.0730666667,24.9153333333,45.1989333333,12.1389333333,12.618647619,11.5267333333,16.0591333333,14.1215333333,29.9481666667,11.4272
567.39,13.9465407408,47.1761333333,24.9634,45.2944666667,12.1752,12.6407619048,11.5675333333,16.0922666667,14.1399333333,30.0044333333,11.4485333333
567.73,13.9420222222,47.1787333333,24.966,45.2759333333,12.1664,12.6301746032,11.5761333333,16.0848666667,14.1348,29.9895,11.4428
568.07,13.945237037,47.2008,24.9486,45.27,12.1632666667,12.6314253968,11.5697333333,16.0750666667,14.1234,30.0137666667,11.435
568.41,14.0025185185,47.254,24.9659333333,45.2904,12.2152666667,12.6740666667,11.5967333333,16.1073333333,14.1768666666,30.0548666667,11.4637333333
568.75,14.0284814815,47.298,24.9891333333,45.3249333333,12.2285333333,12.6697650794,11.6072,16.1016666667,14.1796,30.0641333333,11.4846
569.09,14.0769925926,47.3416,25.0166666667,45.3844,12.2666666667,12.7331777778,11.6566,16.1353333333,14.2169333333,30.1180666667,11.5244
569.43,14.0945333333,47.3969333333,25.0308666667,45.4295333333,12.2752,12.7326634921,11.6652,16.1564666667,14.243,30.1323666667,11.5426
569.77,14.1252518518,47.4756,25.0774666667,45.4706666667,12.2989333333,12.7681936508,11.6926,16.2034666667,14.2691333333,30.1393,11.5731333333
570.11,14.1633925926,47.5293333333,25.146,45.5294666667,12.3419333333,12.8397777778,11.741,16.2619333333,14.2978666667,30.2063666667,11.6226666667
570.45,14.1813703704,47.5164,25.1462666667,45.556,12.3349333333,12.8323174603,11.7294666667,16.256,14.3014,30.2088666667,11.6132666667
570.79,14.2057851852,47.6131333333,25.1923333333,45.6513333333,12.3733333333,12.8733968254,11.7591333333,16.2878,14.3504,30.2642666667,11.6726666667
571.13,14.1644740741,47.5910666667,25.1664,45.6284666667,12.341,12.8466095238,11.7134,16.2566,14.3135333333,30.2290666667,11.6519333333
571.47,14.1817925926,47.642,25.1944666667,45.6878,12.3682666667,12.8842984127,11.7275333333,16.2736666667,14.3301333333,30.2694,11.6736666667
571.81,14.2196074074,47.7516666667,25.2386666667,45.7612666667,12.409,12.9229333333,11.7890666667,16.3144,14.3861333333,30.3249333333,11.7193333333
572.15,14.2713925926,47.8284666667,25.3128,45.8423333333,12.4669333333,12.9436126984,11.8596,16.3731333333,14.4302666667,30.3797666667,11.7664
572.49,14.2885629629,47.8671333333,25.3104666667,45.8996,12.4752666667,12.9429936508,11.8799333333,16.3939333333,14.4532666667,30.4143,11.7750666667
572.83,14.2888666667,47.8886,25.3308666667,45.9185333333,12.5126666667,12.9592444445,11.906,16.4113333333,14.479,30.4113666667,11.7967333333
573.17,14.2990962963,47.9451333333,25.3708,45.9934666667,12.5334666667,12.9747809524,11.9257333333,16.4343333333,14.4831333333,30.4405,11.7877333333
573.51,14.3223555555,48.0039333333,25.402,46.0562666667,12.5679333333,13.0095269841,11.9366,16.4599333334,14.504,30.5103333333,11.8038
573.85,14.3743777778,48.0692,25.4266666667,46.066,12.5975333333,13.0262603175,11.9755333333,16.4938666667,14.5259333333,30.5263333333,11.8340666667
574.19,14.3741925926,48.1597333333,25.4746,46.1423333333,12.6313333333,13.058968254,12.0150666667,16.5388666667,14.5583333333,30.5738,11.8547333333
574.53,14.3734888889,48.1244,25.4501333333,46.109,12.6218,13.0366730159,12.0019333333,16.5300666667,14.5378666667,30.5407,11.8338666667
574.87,14.4324518519,48.1718666667,25.4846666667,46.1390666667,12.6772,13.0765047619,12.0514666667,16.5783333333,14.5978666667,30.5844333333,11.9022666667
575.21,14.4555259259,48.2050666667,25.5131333333,46.1787333333,12.6968666666,13.0887079365,12.0574,16.6153333334,14.6167333333,30.6012,11.9186
575.55,14.4679407407,48.2194666667,25.5161333333,46.2009333334,12.6904666667,13.0759079365,12.0356666667,16.639,14.5940666667,30.6027666667,11.9012666667
575.89,14.4359851852,48.2392,25.5032666667,46.2173333333,12.6571333333,13.059368254,11.9948,16.6156,14.5589333333,30.6052666667,11.8737333333
576.22,14.4342,48.2724666667,25.5236,46.2486,12.6827333333,13.0809174603,12.0110666667,16.6512,14.5610666667,30.6574,11.8986
576.56,14.4400222222,48.2686666667,25.4905333333,46.257,12.6582666666,13.0581714286,11.9848666667,16.6695333333,14.5470666666,30.6573333333,11.8778
576.90,14.4696592593,48.2535333333,25.5044666666,46.2406,12.6895333333,13.0931333333,12.0043333333,16.6792666667,14.5678666667,30.6764666667,11.9404
577.24,14.4623629629,48.2632,25.5036,46.2326,12.6616,13.0516190476,11.9782,16.6664,14.5656,30.6705666667,11.9150666667
577.58,14.4647259259,48.27,25.4996666667,46.2653333334,12.6609333333,13.0210603175,11.9482,16.6518666666,14.568,30.666,11.8901333334
577.92,14.5411777778,48.3412,25.5447333334,46.3307333333,12.7052,13.0542825397,11.9916,16.6934,14.5934,30.7068,11.9091333333
578.26,14.594037037,48.4579333333,25.6202666667,46.4473333333,12.7550666666,13.101231746,12.0397333333,16.7542,14.6464666667,30.7884,11.9608
578.60,14.5934074074,48.5158,25.6399333333,46.5168666667,12.7423333333,13.0888190476,12.0299333333,16.7515333334,14.6235333333,30.7953333334,11.9231333333
578.94,14.6333407407,48.6342666667,25.6972666667,46.6130666667,12.7870666667,13.1091015873,12.0507333333,16.7892,14.6700666667,30.851,11.9703333333
579.28,14.6738592593,48.6731333333,25.7481333333,46.6373333333,12.8313333333,13.1837301587,12.0914666667,16.8207333333,14.7259333333,30.8884333333,12.0382666667
579.61,14.6878962963,48.658,25.7471333333,46.6415333333,12.8347333333,13.1953936508,12.0930666667,16.8238,14.7403333333,30.8847333333,12.0508
579.95,14.7071111111,48.7373333333,25.798,46.6987333333,12.8386666667,13.2483523809,12.0947333333,16.8162,14.7430666667,30.9002333333,12.0495333333
580.29,14.7198666667,48.767,25.8524,46.7528,12.8734,13.3044285714,12.1126,16.842,14.7425333333,30.9429,12.0858
580.63,14.7438074074,48.8291333333,25.8517333333,46.8054,12.8934,13.3237650794,12.1031333333,16.8969333333,14.7769333333,30.9675,12.0667333333
580.97,14.7594296296,48.8776,25.8627333333,46.8205333333,12.9218,13.3497269841,12.1144,16.9182,14.7667333333,31.0132666667,12.1199333333
581.31,14.7315777778,48.9036,25.8784666667,46.8600666667,12.8980666667,13.3668730159,12.0872,16.9224666667,14.7501333333,31.0325666667,12.1174
581.65,14.7301407408,48.8518666667,25.8652,46.8198666666,12.8964,13.3558031746,12.0565333333,16.9201333333,14.7388,31.0048,12.1390666667
581.98,14.7078962963,48.8282,25.8393333333,46.7968666667,12.8798666667,13.3048444444,12.0350666667,16.8973333333,14.7118,30.9901333333,12.0985333333
582.32,14.7632148148,48.9346,25.8881333333,46.8923333333,12.9307333333,13.3578984127,12.0798666667,16.9867333333,14.7738,31.0627333333,12.1499333333
582.66,14.7296,48.8704,25.8339333333,46.8446666667,12.9078666667,13.3262380952,12.0881333333,16.9561333333,14.7415333333,31.0486,12.1181333333
583.00,14.728362963,48.9063333333,25.8539333334,46.9089333333,12.9201333333,13.2926539683,12.0899333333,16.9755333333,14.7579333333,31.0796666667,12.1206
583.34,14.7530814815,49.0211333333,25.8903333333,46.9849333333,12.9682,13.3167365079,12.1062666667,17.0327333333,14.7936,31.1412666667,12.1462666667
583.68,14.7855037037,49.0688,25.9206666667,47.0344666667,13.0216666667,13.3102793651,12.1574,17.0806666667,14.8152666667,31.1627666667,12.1946666667
584.01,14.8287481481,49.2154666667,25.9838666667,47.1106666666,13.0843333333,13.3140793651,12.2156,17.1464666667,14.87,31.2327333334,12.2331333333
584.35,14.8312814815,49.2589333333,26.0095333334,47.1010666667,13.0868666667,13.3146698413,12.2422,17.1528666667,14.88,31.2504666667,12.2559333333
584.69,14.7972666666,49.1838,25.9645333333,47.0859333333,13.0709333333,13.2882698413,12.2510666667,17.1201333333,14.8616,31.2033666667,12.219
585.03,14.8318370371,49.2625333333,26.0012,47.1916,13.1239333333,13.3375746032,12.3169333333,17.159,14.9056,31.2424,12.2733333333
585.37,14.7804888889,49.2523333333,25.9705333333,47.173,13.0992666667,13.3433555555,12.321,17.17,14.907,31.2376,12.2797333334
585.70,14.8294,49.3492666667,26.0258,47.2581333333,13.143,13.416231746,12.3696,17.2266666667,14.959,31.2943666667,12.3448
586.04,14.8726222222,49.3454666667,26.0716666667,47.2696,13.2073333333,13.4671333333,12.3978,17.2418666667,14.9788666667,31.3454333333,12.3742
586.38,14.9286518518,49.4351333333,26.1434,47.3207333333,13.2492,13.5329079365,12.4218666667,17.2974666667,15.0364,31.3727666667,12.4374
586.72,14.9715555555,49.3999333333,26.1521333333,47.2482,13.2853333333,13.5747904762,12.467,17.3523333333,15.0678666667,31.3442333333,12.4838
587.06,14.9103259259,49.2928666667,26.0658666667,47.1476,13.2081333333,13.4992793651,12.4006,17.2519333333,14.9926666666,31.2406333333,12.4134666667
587.39,14.8900074074,49.2227333333,26.0238,47.076,13.1574666667,13.4656952381,12.3502,17.2127333333,14.9560666667,31.1754,12.3705333333
587.73,14.853,49.1710666667,25.9895333333,47.0528,13.1106,13.4336761905,12.2964666667,17.1208666667,14.9296666666,31.1265,12.3288666667
588.07,14.8252370371,49.1449333334,25.9718,47.0506,13.0812666667,13.4385873016,12.2852666667,17.0617333333,14.8882,31.0893,12.3235333333
588.41,14.8691703704,49.3073333333,26.041,47.1481333333,13.1089333333,13.4443523809,12.2752666667,17.11,14.9542666667,31.1603333333,12.332
588.74,14.9001925926,49.3291333333,26.0588666667,47.1491333333,13.1215333333,13.4525492063,12.2913333333,17.1246666667,14.9546,31.2002666667,12.3229333333
589.08,14.9904740741,49.4355333333,26.1256,47.2295333333,13.1918,13.4847904762,12.3331333333,17.1632666667,15.0025333333,31.2762333333,12.364
589.42,15.014437037,49.4642666667,26.1270666667,47.2414,13.2260666667,13.5253936508,12.3384,17.1784,15.0268666667,31.3013666667,12.3861333333
589.76,14.9429555555,49.4278,26.0646666667,47.1883333333,13.1364,13.4507619048,12.2715333333,17.1109333333,14.9882666667,31.2155333333,12.3314666667
590.09,14.9079555555,49.3747333333,26.0149333333,47.1578666667,13.1234,13.4123619047,12.2344666667,17.0958,14.9442666667,31.1776,12.2860666667
590.43,14.8450148148,49.4027333333,25.9684,47.2015333333,13.0741333333,13.3666888889,12.1782666667,17.0112,14.8533333333,31.1507,12.2134
590.77,14.9386814815,49.4848,26.072,47.3261333333,13.1613333333,13.476631746,12.2714,17.1129333334,14.9519333333,31.2379,12.3079333333
591.11,14.9736444445,49.5140666667,26.0756666667,47.3037333333,13.1839333333,13.4723206349,12.2994666667,17.134,14.9736,31.2591,12.3261333333
591.44,15.0401259259,49.5843333333,26.1230666667,47.3582,13.2232,13.5040984127,12.3240666667,17.2106,15.0025333333,31.3178,12.3729333333
591.78,15.0193703704,49.6193333333,26.1108666667,47.3742,13.2245333333,13.4835333333,12.2803333333,17.2465333333,14.9918666667,31.3027333333,12.3658
592.12,15.0792666667,49.6302666666,26.1226666667,47.4369333334,13.2535333333,13.5431809524,12.3375333333,17.2945333333,15.0048666667,31.3089,12.4204
592.46,15.1240740741,49.6383333333,26.1614,47.4369333333,13.3127333333,13.5841333333,12.3796,17.3431333333,15.0764666667,31.3258333333,12.5112666667
592.79,15.1618962963,49.6756666667,26.1898666667,47.5166,13.3265333333,13.6162761905,12.4198,17.3798,15.1188666667,31.3941666667,12.5181333333
593.13,15.1844962963,49.7072,26.2257333333,47.5356666667,13.337,13.5901460317,12.4472,17.374,15.1178,31.4213333333,12.5424
593.47,15.2318666667,49.7547333333,26.2878,47.5928,13.3880666667,13.6318666667,12.5351333333,17.4123333333,15.1408666667,31.4955666667,12.5857333333
593.80,15.2986296296,49.8396,26.3636,47.7068666667,13.4174,13.6825968254,12.6126666667,17.4437333333,15.1872666666,31.5755666667,12.6202666667
594.14,15.3453629629,49.8355333333,26.4116,47.7244,13.4542666667,13.755152381,12.6682,17.4781333333,15.2271333333,31.5993666667,12.6642666667
594.48,15.3299925926,49.86,26.4304666667,47.7261333333,13.4565333333,13.7216095238,12.6506,17.4752666667,15.2036666667,31.642,12.6485333333
594.81,15.3709703704,49.8734666667,26.4632666667,47.789,13.4906666667,13.7976825397,12.6915333333,17.5166666667,15.2456,31.6822666667,12.6720666667
595.15,15.3508666667,49.8919333333,26.4434666667,47.8212666667,13.4526,13.7910888889,12.6692666667,17.4922,15.2217333333,31.6652333333,12.6299333333
595.49,15.397562963,49.9394,26.4692,47.8820666667,13.4796,13.8382920635,12.7332,17.5226,15.2668,31.7494333333,12.6724
595.82,15.4125481481,49.9224,26.4918,47.8670666667,13.5055333333,13.8894793651,12.7592666667,17.5302666666,15.283,31.7551333333,12.6948666666
596.16,15.3384962963,49.8812,26.4269333333,47.8476,13.439,13.8422349206,12.6968666667,17.4811333333,15.2051333333,31.6902666666,12.5966666667
596.50,15.2982074074,49.9154666667,26.3937333333,47.8215333333,13.4218,13.8290952381,12.6762666667,17.4405333333,15.1708666667,31.6530333333,12.5962
596.83,15.2535925926,49.9314666667,26.3622666667,47.8565333333,13.3547333333,13.8367904762,12.6364,17.4346666666,15.1480666667,31.6194333333,12.5504
597.17,15.267437037,49.9838,26.3685333333,47.9067333333,13.3652666667,13.8717904762,12.6209333333,17.4664,15.1799333333,31.6356333334,12.5743333333
597.51,15.268962963,50.0234666667,26.3427333333,47.9333333333,13.351,13.885152381,12.6082,17.4703333333,15.1705333333,31.6556666667,12.5737333333
597.84,15.2753333333,50.0865333334,26.3512,47.9340666667,13.3445333334,13.8544507936,12.5932,17.4796,15.1833333333,31.6734333333,12.5610666667
598.18,15.2937481481,50.1445333333,26.3509333333,47.9820666667,13.3548666667,13.8784412698,12.5965333333,17.4822,15.1892666666,31.6731,12.5525333334
598.52,15.2639037037,50.2152,26.3608,48.0191333333,13.3364,13.8722730159,12.5830666667,17.48,15.1877333333,31.7052333333,12.5731333333
598.85,15.2841407408,50.2576,26.3952666667,48.0516666667,13.3668,13.9038444445,12.6414666667,17.5118,15.2082,31.7344666667,12.6237333333
599.19,15.3321259259,50.258,26.4244,48.0646,13.3921333333,13.9056603174,12.6506666667,17.5184666666,15.204,31.7315666667,12.6064666667
599.53,15.319362963,50.2572,26.3841333333,48.0609333333,13.3987333333,13.8527460317,12.6180666667,17.5009333333,15.1739333333,31.7072666667,12.5937333333
599.86,15.3703777778,50.3594,26.46,48.1129333333,13.4308,13.8878380952,12.6568,17.5345333333,15.2300666667,31.7701,12.6624666667
600.20,15.4058296296,50.3706666667,26.512,48.1376,13.4343333333,13.9135015873,12.6449333333,17.5947333334,15.2452,31.7905333333,12.6711333334
600.53,15.5011925926,50.4216666667,26.6220666667,48.2138666667,13.5497333333,13.9958857143,12.7161333333,17.6661333333,15.3108666667,31.9126333333,12.7620666667
600.87,15.4672074074,50.3686666667,26.5800666667,48.1687333333,13.5416666667,13.9810190476,12.7121333333,17.6487333333,15.2902,31.8616666667,12.7550666667
601.21,15.4798666667,50.3474,26.6102666667,48.1238666667,13.583,13.979,12.7068666667,17.6554666667,15.3092666667,31.8304666667,12.8030666667
601.54,15.4881407408,50.4001333333,26.6328666667,48.1997333333,13.5957333333,14.0216253968,12.7528666667,17.6796,15.3294666667,31.9057666667,12.8322
601.88,15.5253851852,50.3468,26.666,48.1831333333,13.6178666667,14.0568507937,12.8026666667,17.7462666667,15.3628,31.9122666666,12.8885333333
602.21,15.5903481482,50.4218,26.7038666667,48.2572,13.6842,14.106815873,12.8495333333,17.7870666667,15.3911333333,31.9500333333,12.9102666667
602.55,15.6525555555,50.4442,26.7425333333,48.2968666667,13.7574666667,14.1242349206,12.8753333333,17.8538666667,15.4498,32.0124,12.9560666667
602.88,15.6414666667,50.4342,26.7426,48.2815333334,13.7531333333,14.138615873,12.8898666667,17.8598,15.4684666667,32.0158333333,12.9768666667
603.22,15.6311925926,50.407,26.7672666667,48.2522,13.7366666667,14.1253333333,12.8918,17.8517333333,15.4583333334,32.0080666667,12.961
603.56,15.7015259259,50.4622,26.8038,48.3092666667,13.8003333334,14.1963904762,12.9468,17.9066,15.4808666667,32.0836,13.0134
603.89,15.7233111111,50.4734666667,26.8262,48.3277333333,13.8457333333,14.2313777778,12.9963333333,17.9084,15.5193333333,32.0669666667,13.0561333334
604.23,15.700237037,50.4342666667,26.7738,48.2713333333,13.8314666667,14.224215873,12.9892,17.8933333333,15.5218666667,32.0156333333,13.0314666667
604.56,15.7555777778,50.4984666667,26.8284666667,48.2921333333,13.8678666667,14.2477111111,13.0291333333,17.9255333333,15.5562,32.0735,13.0444666667
604.90,15.7453259259,50.5272,26.839,48.3199333333,13.8484666667,14.224215873,13.0275333333,17.9137333333,15.5403333333,32.0837,13.0152666667
605.23,15.7352222222,50.5034666667,26.8199333333,48.3148666667,13.8339333334,14.2062603175,12.981,17.8986666667,15.5248,32.0565,12.9902666667
605.57,15.7062074074,50.5270666667,26.7908,48.3113333333,13.7961333333,14.1718539683,12.9427333333,17.8472666667,15.4898,32.0443666667,12.9558
605.90,15.6706666667,50.488,26.7898666667,48.2687333333,13.7841333333,14.1439269841,12.9199333333,17.8497333333,15.4904666667,32.0258333333,12.9345333333
606.24,15.6743481482,50.5262666667,26.8288666667,48.2887333333,13.7905333333,14.1912793651,12.9486666667,17.8557333333,15.4963333333,32.0380666667,12.9326666667
606.58,15.7013333333,50.5493333333,26.8744666667,48.3188,13.8197333333,14.2049809524,12.9486666667,17.9074,15.5164,32.0378,12.9221333333
