wavelength,Back_ConSpmm,Belly_ConSpmm,Breast_ConSpmm,Crissum_ConSpmm,Crown_ConSpmm,DorTail_ConSpmm,Rump_ConSpmm,Throat_ConSpmm,WingTip_ConSpmm
553.06,18.2259333333,48.2178,33.0144,19.7098,14.6296666667,13.9014666667,21.4313333333,33.6820666667,15.0138
553.40,18.1854666667,48.1876,32.9492,19.7052666667,14.5665333333,13.8673333333,21.4122,33.6406,14.9694666667
553.74,18.1570666667,48.1594666667,32.8878,19.7418666667,14.5468666667,13.8818,21.4013333333,33.6024,14.9574
554.09,18.1153333333,48.1760666667,32.8500666667,19.7925333333,14.5067333333,13.8722,21.382,33.5890666667,14.9408
554.43,18.08,48.1396,32.8617333333,19.8128666667,14.4858666667,13.8475333333,21.3606666667,33.5754,14.9231333333
554.77,18.0696,48.1049333333,32.8514666667,19.8550666667,14.469,13.8301333333,21.3180666667,33.5606,14.9103333333
555.11,17.9562,48.0804,32.7758666667,19.7915333333,14.3392666667,13.7096666667,21.1787333333,33.4998,14.827
555.45,17.9780666667,48.0915333333,32.8268,19.8759333333,14.3456666667,13.7522666667,21.2009333333,33.5422666667,14.8503333333
555.80,17.9279333333,48.0648666666,32.8003333333,19.8834,14.2922,13.7341333333,21.1447333333,33.5032,14.8092
556.14,17.9331333333,48.0346,32.7701333333,19.9158,14.2705333333,13.7472,21.1080666667,33.4596,14.8052
556.48,17.9108,48.0293333333,32.7816,19.9123333333,14.2726666667,13.7314,21.0536,33.478,14.8428666666
556.82,17.8428,47.9640666667,32.6979333333,19.8914666667,14.1978666667,13.6806,21.0106666667,33.4244,14.7799333333
557.16,17.7929333333,47.9202,32.6754,19.9244666667,14.1742666667,13.6637333333,20.9296,33.3670666667,14.7542
557.50,17.7743333333,47.9146666667,32.6680666667,19.9565333333,14.1559333333,13.6626,20.9094,33.3807333334,14.768
557.85,17.7724,47.9602,32.6764666667,20.0078666667,14.146,13.6706,20.896,33.3936666667,14.7698
558.19,17.8218666667,47.9937333333,32.6643333333,20.1337333334,14.2124,13.7710666667,20.938,33.4304,14.8477333333
558.53,17.742,47.9728,32.6014666667,20.1370666667,14.1552,13.7361333334,20.8663333333,33.3929333333,14.8238
558.87,17.731,47.9882,32.6132,20.1987333334,14.1748666667,13.8017333333,20.9100666667,33.3988,14.8351333333
559.21,17.705,48.0164666667,32.6016,20.2497333333,14.1482,13.7977333333,20.8758666667,33.4208666667,14.8587333334
559.55,17.7001333333,48.0685333333,32.6136666667,20.2904666667,14.1164,13.7598666667,20.8681333333,33.4258666667,14.9028666667
559.89,17.6720666666,48.0431333334,32.5795333333,20.2958,14.0948,13.7857333333,20.8264666667,33.4081333333,14.8957333333
560.23,17.5574,47.9299333333,32.4316,20.2976,14.0145333333,13.7242666667,20.7314666667,33.3376666667,14.8348666666
560.58,17.5158,47.8784666667,32.3680666667,20.3064,13.9363333333,13.706,20.6642,33.2731333333,14.8035333333
560.92,17.4936,47.8766666667,32.3529333333,20.3596,13.9039333333,13.7036,20.6315333333,33.2651333333,14.8152
561.26,17.5146666667,47.9263333333,32.3846,20.4526666667,13.9281333333,13.7166,20.6233333334,33.2921333333,14.8252
561.60,17.5042666667,47.8790666667,32.356,20.4903333333,13.9376,13.7299333333,20.6574666667,33.275,14.8713333333
561.94,17.4468666667,47.8202666667,32.2938666667,20.4704666667,13.8981333333,13.6954,20.5988666667,33.2424,14.8638666667
562.28,17.5207333333,47.9392,32.3906,20.6016666667,13.9855333333,13.7848,20.6562666667,33.3324666667,14.9596
562.62,17.5119333333,47.9990666667,32.4046666667,20.6601333333,13.988,13.7829333334,20.6305333333,33.3362666667,14.9642666667
562.96,17.4996666667,47.969,32.3768666667,20.6947333333,14.0072666667,13.821,20.6229333333,33.3058,14.9672666667
563.30,17.4207333333,47.8466666667,32.2960666667,20.6948,13.9815333333,13.7951333333,20.5428,33.2592666667,14.9164666667
563.64,17.3854666667,47.8952666667,32.3181333333,20.7700666667,13.9810666667,13.7900666667,20.5562666667,33.2913333333,14.9354
563.99,17.4155333334,47.9025333333,32.3634666667,20.8272666667,14.0004,13.8549333333,20.6221333333,33.3129333333,14.9569333333
564.33,17.3368666667,47.9032,32.2955333333,20.8314666667,13.9956666667,13.8128666667,20.5606,33.2806666667,14.9515333333
564.67,17.2739333333,47.8542666667,32.2523333333,20.7706666667,13.9182666667,13.7538,20.499,33.2291333333,14.9197333333
565.01,17.2678666667,47.8454,32.2346666667,20.8035333334,13.9176,13.807,20.4863333333,33.2388,14.9642
565.35,17.2549333333,47.8481333333,32.2398,20.8475333333,13.9041333333,13.8266,20.4402666667,33.2519333333,14.9792
565.69,17.1711333333,47.8049333333,32.1854666667,20.8397333333,13.8232666667,13.7538,20.3425333333,33.1823333333,14.9132666667
566.03,17.0821333334,47.6947333333,32.0709333333,20.7773333333,13.7046666667,13.6638666667,20.2495333333,33.0978,14.8137333333
566.37,17.1425333333,47.6206,32.0670666667,20.8390666667,13.7539333333,13.708,20.2721333333,33.1065333333,14.8914666667
566.71,17.1139333333,47.5865333333,32.0202666667,20.8393333333,13.7009333333,13.6311333334,20.2343333333,33.0873333333,14.8582
567.05,17.1059333333,47.6198,31.9788,20.8591333333,13.6788666667,13.6624,20.2076666667,33.0614,14.8438
567.39,17.0676666667,47.5419333333,31.9028,20.8324,13.6227333333,13.6179333333,20.1544666667,32.9693333333,14.8137333333
567.73,17.0393333333,47.5708666666,31.8764,20.8655333333,13.6024666667,13.5808,20.0938666667,32.9746,14.8102
568.07,17.0640666667,47.5802666667,31.9308666667,20.944,13.6152,13.6077333333,20.1170666667,33.0016666667,14.8504
568.41,17.0700666667,47.5728,31.8764,21.0133333333,13.6380666667,13.6746,20.1022,33.0150666666,14.875
568.75,16.9968,47.564,31.8013333333,20.9952666667,13.5287333333,13.5634,20.035,32.9441333333,14.7809333333
569.09,16.9556,47.5409333333,31.7495333333,20.9970666667,13.4777333333,13.5220666667,19.9656666667,32.9343333333,14.7450666667
569.43,16.9058,47.4882666667,31.6928666667,20.9984666667,13.4324,13.5133333333,19.9161333333,32.8778,14.7152666667
569.77,16.9213333333,47.557,31.7400666667,21.0958666666,13.4711333333,13.5715333334,19.9355333334,32.9106,14.7674
570.11,16.8584,47.5422666667,31.6892666667,21.1294666667,13.4566666666,13.5440666667,19.886,32.8818,14.7566666667
570.45,16.7898,47.5882666667,31.6666,21.1608,13.4438666667,13.5585333333,19.843,32.8575333334,14.7623333333
570.79,16.8368,47.6498,31.7766666667,21.2931333333,13.4887333333,13.5955333333,19.9215333333,32.9195333333,14.8416666667
571.13,16.7902,47.5974,31.7387333333,21.3332666667,13.473,13.5442666667,19.8488,32.8886,14.8164666667
571.47,16.7392666667,47.6039333333,31.7294666667,21.3273333333,13.4310666667,13.5117333333,19.8148666667,32.8476,14.7938666667
571.81,16.7322666667,47.6159333333,31.6935333333,21.3562,13.4146,13.5225333333,19.777,32.8447333333,14.7849333333
572.15,16.7330666667,47.6494666667,31.7386666667,21.4419333333,13.4466,13.5195333334,19.7668666667,32.8673333333,14.8052666667
572.49,16.6941333333,47.6559333333,31.751,21.502,13.4676666667,13.5468666667,19.7490666667,32.9022666667,14.8366
572.83,16.6574666667,47.6714,31.7222,21.5145333333,13.4386666667,13.5135333334,19.7037333333,32.8676666667,14.8563333333
573.17,16.6932666667,47.6984666667,31.7419333333,21.6000666667,13.4534,13.5182666667,19.7403333333,32.8988,14.9030666667
573.51,16.6314,47.5432666667,31.6198666667,21.5376666667,13.3889333333,13.4517333333,19.6382,32.8044666667,14.8723333334
573.85,16.5274666667,47.4898,31.5276666667,21.4886,13.2626666667,13.3498666667,19.5463333333,32.7469333333,14.7991333333
574.19,16.5748,47.5328,31.5605333333,21.5801333333,13.2922666667,13.3569333333,19.5384,32.8182,14.8310666667
574.53,16.4882666667,47.5108666667,31.4279333333,21.5342666666,13.2046,13.2629333333,19.4178666667,32.7172,14.7487333333
574.87,16.5471333333,47.5704666667,31.4638,21.6328666667,13.2465333333,13.3452,19.4646,32.7868666666,14.8418
575.21,16.5794,47.5862666667,31.4682,21.7432,13.2630666667,13.3814,19.4547333333,32.8029333333,14.9053333333
575.55,16.519,47.4910666667,31.402,21.7357333333,13.1963333333,13.3056666667,19.3984,32.7208,14.8900666667
575.89,16.4641333334,47.4334666667,31.3188666667,21.7278,13.109,13.256,19.3513333333,32.6497333333,14.8715333333
576.22,16.534,47.3503333333,31.2802,21.7840666667,13.1483333333,13.3362666667,19.3585333333,32.6230666667,14.9535333333
576.56,16.5562,47.3146666667,31.2770666667,21.8850666667,13.141,13.3686,19.3801333334,32.5836666667,14.9896
576.90,16.5849333333,47.3583333333,31.2740666667,21.9464666667,13.1745333333,13.4016,19.3682,32.6061333333,15.0540666667
577.24,16.6598666667,47.4850666667,31.3428666667,22.0897333333,13.2328,13.4708666667,19.4514,32.6961333333,15.1726666667
577.58,16.7546666667,47.5763333333,31.4486,22.2333333333,13.2944666667,13.5772,19.5253333333,32.7405333333,15.3063333333
577.92,16.7452666667,47.491,31.4028,22.2828,13.2509333333,13.5918,19.5245333334,32.6672,15.3768
578.26,16.8683333333,47.5035333333,31.4906,22.4687333333,13.3376666667,13.716,19.6305333333,32.7951333333,15.5502
578.60,16.8224666667,47.4085333333,31.4002,22.4388,13.2433333333,13.6551333333,19.5456,32.6976666667,15.4976666667
578.94,16.8466666667,47.3516,31.3808,22.5041333334,13.2729333333,13.6904666667,19.5668666667,32.6923333333,15.5770666667
579.28,16.9138666667,47.4956,31.4828,22.6613333333,13.3141333333,13.8057333333,19.6279333333,32.8059333333,15.6936
579.61,16.8872666667,47.4606666667,31.4358,22.6668666667,13.2875333333,13.7677333333,19.5637333333,32.7736666667,15.7163333333
579.95,16.8860666667,47.5319333333,31.4808666667,22.7560666667,13.2702,13.7324666667,19.5694,32.7817333334,15.7557333333
580.29,16.8936666666,47.4724,31.4541333333,22.8098,13.3186,13.7439333333,19.5691333333,32.7822,15.7914666666
580.63,16.8939333333,47.4624,31.4816,22.9012666666,13.3298,13.8118666667,19.5722,32.8167333333,15.8552
580.97,16.8596666667,47.3798,31.3979333333,22.9688666667,13.305,13.7844666667,19.5186666667,32.7877333333,15.8966666667
581.31,16.8264666667,47.2374,31.2504666667,22.9982,13.2482666667,13.8104666667,19.4322666667,32.6924,15.8714
581.65,16.8246666667,47.2190666667,31.2446666667,23.0587333333,13.2534666666,13.7736,19.4095333333,32.6832666667,15.8705333333
581.98,16.7874666667,47.1720666667,31.2060666667,23.0811333333,13.2399333333,13.7669333333,19.3514,32.6223333333,15.9097333333
582.32,16.7704,47.2366,31.2622,23.1686666667,13.2418666667,13.8021333333,19.3670666667,32.6543333333,15.971
582.66,16.7710666667,47.1950666667,31.212,23.1176666667,13.1756666667,13.7632,19.3104666667,32.5775333333,15.9047333333
583.00,16.6402666667,47.0424,31.0668666667,23.0599333333,13.08,13.6335333333,19.1924666667,32.4208666666,15.8030666667
583.34,16.67,47.0086666667,31.0368666667,23.1248666667,13.1404,13.6797333333,19.2222666667,32.4047333333,15.8521333333
583.68,16.5607333333,46.9146666667,30.9226666667,23.1014666667,13.0471333333,13.5862,19.1171333333,32.2993333334,15.7466666667
584.01,16.5678666667,46.9968666667,30.9518666667,23.1745333334,13.0411333333,13.6191333333,19.0972,32.3401333333,15.8188666667
584.35,16.4893333333,46.8891333333,30.8791333334,23.1478,12.8910666667,13.4806,18.9881333333,32.1882,15.6979333333
584.69,16.4958,46.8868666666,30.8941333333,23.1764,12.8806,13.4838,18.9746666667,32.1307333333,15.6546666667
585.03,16.6445333333,47.0948,31.051,23.3622,13.0218666667,13.5757333333,19.098,32.2590666667,15.8178666667
585.37,16.6292666667,47.0914,31.0062666667,23.406,12.9794,13.6088,19.0840666667,32.238,15.8305333333
585.70,16.6512,47.1285333333,31.0570666667,23.4892,12.9953333333,13.6542,19.1327333333,32.2678666667,15.8560666667
586.04,16.6548,47.1453333333,31.018,23.5405333333,13.0158666667,13.6105333333,19.1330666667,32.2352666666,15.8896
586.38,16.5902,47.1487333333,30.9877333333,23.649,13.0162666667,13.6223333333,19.1487333333,32.2484,15.9296
586.72,16.7546,47.1662,31.048,23.8093333333,13.1536666667,13.8124666667,19.2800666667,32.3340666667,16.1066666667
587.06,16.8757333333,47.2908666667,31.2352666667,24.0369333333,13.2621333333,13.9755333333,19.4268,32.4626666667,16.2416666667
587.39,16.8906666667,47.3517333333,31.2894666667,24.1195333334,13.308,14.0378666667,19.4768,32.5588666667,16.3089333333
587.73,16.9206666667,47.3192666667,31.2996,24.2120666667,13.3408666667,14.0930666667,19.5097333333,32.5946,16.3206666667
588.07,16.9782666667,47.4068,31.3658,24.34,13.4328,14.2068,19.5836666667,32.7066,16.4173333333
588.41,17.0010666667,47.4311333333,31.4266,24.4167333333,13.4937333333,14.2806,19.6483333333,32.7766,16.4986
588.74,16.9098,47.3946,31.4245333333,24.3995333334,13.4427333333,14.2428,19.63,32.7742,16.4160666667
589.08,16.9463333333,47.3709333333,31.4677333334,24.4886,13.5044666667,14.3197333333,19.6598666667,32.7992,16.4476
589.42,16.8986,47.2332,31.3569333333,24.4564666667,13.4640666667,14.3082666667,19.5977333333,32.7142,16.4020666666
589.76,16.8927333333,47.1551333333,31.3420666667,24.4794666667,13.4524,14.3509333333,19.5674666667,32.6737333333,16.3874
590.09,16.9584666667,47.1954666667,31.4279333333,24.6021333333,13.5468,14.4474,19.6062,32.7402666667,16.4534666667
590.43,16.9465333333,47.2856666667,31.478,24.6721333333,13.549,14.4498666667,19.605,32.7715333333,16.4464
590.77,16.9069333333,47.2701333333,31.4736,24.6806666667,13.5120666667,14.4205333333,19.5529333333,32.7534666667,16.4461333333
591.11,16.9292,47.162,31.4439333333,24.6522,13.5013333333,14.4492,19.5383333333,32.6758666667,16.4935333333
591.44,16.9109333333,47.1634,31.4429333333,24.7006666667,13.4670666667,14.439,19.5262666667,32.6432,16.4777333333
591.78,16.8692,47.18,31.4282666667,24.7286666667,13.4699333333,14.4524666667,19.5136666667,32.6442,16.5124666667
592.12,16.8996,47.2656666667,31.5038666667,24.8479333333,13.4985333333,14.4995333333,19.5526666667,32.6816,16.5530666667
592.46,16.8574666667,47.1702,31.4052,24.8278666667,13.4792666667,14.4974666667,19.4641333333,32.5946666667,16.5650666667
592.79,16.8497333333,47.2041333333,31.4129333333,24.8473333333,13.4758666667,14.4819333334,19.4496666667,32.6092,16.5907333333
593.13,16.9274,47.3550666667,31.5411333333,25.0086,13.5624666667,14.5907333333,19.5252,32.743,16.6774666667
593.47,16.9110666667,47.3704666667,31.5335333333,25.0661333333,13.5470666667,14.599,19.5485333333,32.8022666667,16.6450666667
593.80,16.7454,47.2309333333,31.336,24.9566,13.3907333333,14.4298,19.418,32.6759333333,16.5157333333
594.14,16.6476,47.1754666667,31.2529333333,24.8919333333,13.2905333333,14.3613333333,19.3228666667,32.6330666667,16.4070666667
594.48,16.6216,47.1980666667,31.1870666667,24.9218666667,13.2654,14.3356,19.29,32.6264666667,16.3626
594.81,16.6362,47.2486,31.175,25.0556666667,13.3016,14.3979333333,19.3278,32.6874,16.3506666667
595.15,16.6108,47.3367333333,31.1992666667,25.0776,13.3454666667,14.452,19.3784666667,32.7630666667,16.3537333333
595.49,16.5792666667,47.2782666667,31.1816666667,25.0598,13.319,14.4447333333,19.3808,32.7087333333,16.2809333333
595.82,16.4995333333,47.1516,31.0506666667,25.005,13.1925333333,14.3695333333,19.2651333333,32.6182,16.1704666667
596.16,16.483,47.1434,31.0498,25.0462666667,13.1743333333,14.3576666667,19.2968,32.6463333333,16.1544666667
596.50,16.4991333333,47.2204666667,31.1041333333,25.1268,13.2151333333,14.4327333333,19.3598,32.6978,16.2087333333
596.83,16.4666666667,47.252,31.1422,25.167,13.1834,14.3963333334,19.3502666667,32.7067333333,16.2285333333
597.17,16.3608,47.195,31.0802666667,25.1235333333,13.1382666667,14.3482,19.2786,32.6291333333,16.2044
597.51,16.4938,47.3432,31.2436,25.292,13.2173333333,14.4848666667,19.3766,32.7527333334,16.3306666667
597.84,16.4954666667,47.2743333333,31.2422,25.3283333333,13.2452666667,14.4754,19.3551333333,32.7389333333,16.3735333333
598.18,16.4992,47.1851333333,31.2362,25.3973333333,13.2627333333,14.4796,19.3942,32.7459333334,16.4408666667
598.52,16.5170666667,47.2278,31.3250666667,25.5236,13.2292666667,14.468,19.3947333334,32.7855333333,16.5175333333
598.85,16.4411333333,47.0609333333,31.2035333333,25.5030666667,13.1239333333,14.3778,19.2767333333,32.6319333333,16.4679333333
599.19,16.4626,47.1158666667,31.2573333333,25.6582,13.1346,14.3914666667,19.2588,32.7192,16.5516666667
599.53,16.4503333333,47.1698,31.2942,25.7335333334,13.2084,14.4,19.2945333333,32.7646666667,16.5882
599.86,16.5164666666,47.246,31.3725333333,25.8628,13.2479333333,14.4594666667,19.3168666666,32.8238666666,16.6896
600.20,16.484,47.2564,31.3448,25.8780666667,13.2058,14.4423333333,19.2611333333,32.8245333333,16.6746
600.53,16.4684,47.2009333333,31.2616666667,25.9229333333,13.2176,14.4648666667,19.2283333333,32.809,16.6840666667
600.87,16.5164666667,47.2222,31.2743333333,26.0218,13.2107333333,14.5222,19.2152,32.8472666667,16.715
601.21,16.409,47.0889333333,31.1558666667,25.9636,13.1480666667,14.4286,19.0916,32.7095333333,16.6142666667
601.54,16.4337333333,47.1630666667,31.1920666667,26.0976,13.1837333334,14.4958666667,19.1663333333,32.7756,16.6636666667
601.88,16.3429333333,47.1824666667,31.1424666667,26.0866,13.1364,14.5005333333,19.0703333334,32.7398666667,16.588
602.21,16.3484,47.1535333333,31.1113333333,26.0532666667,13.1935333333,14.5251333333,19.0747333333,32.6995333333,16.5821333333
602.55,16.351,47.1728666667,31.1750666667,26.0943333333,13.1824,14.4721333333,19.0536,32.7374,16.5585333333
602.88,16.355,47.1928,31.1386666667,26.0604,13.2146,14.5082,19.0666,32.7173333333,16.5614666667
603.22,16.3626,47.2046666667,31.1554666667,26.0858666667,13.1848666667,14.531,19.0958666667,32.7344666667,16.5763333333
603.56,16.2907333334,47.1697333333,31.1136666667,26.0782,13.1824666667,14.5460666667,19.0541333334,32.6952666667,16.5502
603.89,16.2146,47.0971333333,31.0304666667,26.0686666667,13.1054,14.4671333333,19.0203333333,32.6301333333,16.4592
604.23,16.116,47.0188666667,30.967,25.9886,13.0206,14.3716,18.963,32.5554666667,16.3482666667
604.56,16.1617333333,47.0672,31.0358666667,26.0937333333,13.1072666667,14.4230666667,19.0396,32.6412,16.4468666667
604.90,16.2195333333,47.1903333333,31.1437333333,26.1978666667,13.1592666667,14.4836666667,19.1259333333,32.7372,16.5299333333
605.23,16.2239333333,47.1747333334,31.1054,26.1950666667,13.1436,14.4969333333,19.066,32.7273333333,16.4942
605.57,16.2486666667,47.1525333333,31.1308666667,26.2276,13.1738666667,14.5125333333,19.0776,32.7327333333,16.5278
605.90,16.1746666667,47.1218,31.0956,26.2191333333,13.1349333333,14.4492666667,19.0318666667,32.7481333333,16.4898666667
606.24,16.2652666666,47.1842666667,31.1952666667,26.3132,13.2679333333,14.6014,19.1008,32.8294666667,16.6278
606.58,16.2774,47.1371333333,31.2177333333,26.3786,13.2566666667,14.5842,19.0774,32.8384666667,16.6238
606.91,16.2584,47.1062666667,31.1938,26.4140666667,13.2484666667,14.5835333334,19.0144666666,32.8391333333,16.6391333333
607.25,16.3030666667,47.1979333333,31.2344,26.5194666666,13.2406,14.5532666667,19.0450666667,32.8717333334,16.6409333333
607.58,16.3799333333,47.2206666667,31.3349333334,26.5976,13.35,14.6323333333,19.0782,32.899,16.7433333333
607.92,16.4840666667,47.3200666667,31.4177333333,26.7161333333,13.4350666667,14.7006,19.0951333334,32.9578,16.8654666667
608.25,16.3994,47.2355333333,31.3284,26.6798666667,13.3348,14.6136666667,18.9896666667,32.8646666667,16.789
608.59,16.3260666667,47.1397333333,31.2014,26.6748666666,13.2691333333,14.5455333334,18.9062666667,32.816,16.7499333333
608.92,16.3645333333,47.1893333333,31.2847333333,26.7939333333,13.3077333333,14.56,18.9690666667,32.8627333333,16.861
609.26,16.3782,47.2566,31.3205333333,26.8566,13.2913333333,14.5778666667,18.9852,32.8854,16.9082
609.59,16.4028,47.2652666667,31.2963333333,26.9408666667,13.2724,14.6130666667,18.9582,32.8537333333,16.9452
609.93,16.3266666667,47.2639333333,31.1722666667,26.9812,13.1470666667,14.523,18.9028,32.8140666667,16.9195333333
610.26,16.2818666667,47.2424666667,31.1098666667,27.0433333333,13.1216,14.4870666667,18.87,32.7766,16.9616
610.60,16.3290666667,47.3086666667,31.1609333333,27.1494,13.1511333333,14.4966666667,18.9266,32.7811333333,17.0598666667
610.93,16.2093333333,47.1912666667,31.0598666667,27.1319333333,13.0646666667,14.3734666667,18.8391333333,32.7247333333,17.0404
611.27,16.1258,47.0375333333,30.8960666667,27.1244666667,12.9368,14.2704,18.7092666667,32.6094666667,16.9936666667
611.60,16.0661333333,46.9481333333,30.8165333333,27.1452666667,12.8243333333,14.1960666667,18.6864666667,32.5602666667,16.989
611.93,16.1428666667,47.0850666667,30.8914666666,27.2944,12.8883333333,14.2340666667,18.7039333333,32.6247333333,17.0848
612.27,16.1588666667,47.0684666667,30.8893333333,27.2927333333,12.8645333333,14.2276666667,18.6936,32.5888,17.1051333333
612.60,16.0926666667,47.0018,30.7551333333,27.2654,12.7996666666,14.1802666667,18.6331333333,32.5100666667,17.0392
612.94,16.0107333333,46.8943333333,30.6192666667,27.2300666667,12.736,14.0545333333,18.5326,32.4396666667,16.993
613.27,15.852,46.8414,30.5037333334,27.1599333333,12.5980666667,13.8916666667,18.4302666667,32.3482,16.8739333333
613.61,15.7466,46.6429333333,30.336,27.0570666667,12.4768,13.7819333333,18.2850666667,32.1850666667,16.7754666667
613.94,15.7436666667,46.5969333333,30.2975333333,27.0353333333,12.4507333333,13.7635333333,18.2342666667,32.1588666666,16.7802666667
614.28,15.7644666667,46.4985333333,30.2539333333,27.1014666667,12.4439333334,13.8073333333,18.1962,32.1092,16.8289333333
614.61,15.7608666667,46.4586666667,30.2293333333,27.0831333333,12.4036,13.8231333333,18.1188666667,32.0714666667,16.7863333333
614.94,15.7822,46.5622666667,30.3212,27.1285333333,12.4488,13.8452,18.1602,32.1440666667,16.8434
615.28,15.6357333333,46.4442,30.1797333333,27.0236666667,12.3145333333,13.7267333333,17.9930666667,31.9569333333,16.7021333333
615.61,15.5910666667,46.2673333333,30.0488,26.9950666667,12.3149333333,13.7055333333,17.9992,31.8645333333,16.6642
615.95,15.6134666667,46.2615333333,30.1058,27.1276,12.3570666667,13.7546,18.021,31.886,16.787
616.28,15.5291333333,46.2150666667,30.1276666667,27.1489333334,12.3014,13.7373333333,17.9505333333,31.8163333333,16.7916
616.61,15.5319333333,46.1552666667,30.1322,27.1626666667,12.2778666667,13.7282666667,17.8878666667,31.7686,16.7668
616.95,15.6830666667,46.3216666667,30.2850666667,27.3316666667,12.4147333333,13.8934,17.9702666667,31.897,16.9308666667
617.28,15.7329333333,46.4043333333,30.378,27.4638666667,12.5736,13.9542,18.0434,31.9726,17.0065333334
617.62,15.7597333333,46.4865333333,30.4588,27.5632,12.5650666667,13.9860666667,18.1355333333,32.0226666666,17.0515333333
617.95,15.5904666667,46.4208666667,30.3545333333,27.485,12.4319333333,13.858,17.9751333333,31.9580666667,16.8570666667
618.28,15.7081333334,46.5528,30.4663333333,27.6606,12.5437333333,13.9542666667,18.1079333333,32.0495333333,17.0095333333
618.62,15.6301333333,46.5240666667,30.3588,27.6606666667,12.4374666667,13.8631333333,18.0389333333,32.009,16.987
618.95,15.7216666667,46.6389333334,30.4106666667,27.7914,12.5314666667,13.9643333333,18.1364666667,32.1382,17.1052
619.28,15.7965333333,46.7305333333,30.5162,27.8687333333,12.5978,14.0614,18.1704,32.1991333333,17.1889333333
619.62,15.6434666667,46.6202666667,30.2924,27.7412666667,12.4538666667,13.9790666667,18.0126666667,32.0536666667,17.0139333333
619.95,15.8088,46.7768666667,30.3824666667,27.8658,12.5445333333,14.0817333333,18.1374,32.1932,17.1518666667
620.28,15.7963333333,46.8766,30.3464666667,27.9220666667,12.5128,14.1124,18.1674666667,32.1858666667,17.1763333333
620.62,15.6711333333,46.6452666667,30.2298,27.8684666667,12.3768666667,13.9674,18.0772,32.0072,17.0018666667
620.95,15.6257333333,46.6016,30.2138666667,27.8246666667,12.2986,13.9191333333,18.0287333333,31.9472,16.9523333333
621.28,15.627,46.6215333333,30.1916666667,27.8507333333,12.3048,13.9190666667,18.0006666666,31.8996,16.9241333333
621.62,15.7716,46.6895333333,30.2175333333,27.9509333334,12.4394666667,14.0393333333,18.1553333333,31.9594666667,17.0539333333
621.95,15.6912666667,46.5042,30.1114666667,27.8623333333,12.3764,14.0126666667,18.0832666667,31.8212666667,16.9868666667
622.28,15.6408666667,46.4168666667,30.0695333334,27.9088666667,12.3444666667,14.0190666667,18.0406,31.7003333333,16.9178666666
622.62,15.5932,46.3592,30.0738666667,27.9333333333,12.3081333333,13.9698,17.9614666667,31.6132666667,16.8432666667
622.95,15.4829333333,46.3205333333,30.0055333333,27.8796,12.1934666667,13.853,17.8490666667,31.5778,16.7692
623.28,15.4899333333,46.3229333333,30.0854666667,27.9164666667,12.2264666667,13.8481333333,17.8722,31.5645333333,16.7522666667
623.62,15.5039333333,46.3389333334,30.1664666667,27.9836666667,12.2572666667,13.9216666667,17.8942666667,31.6031333333,16.7170666667
623.95,15.5534666667,46.2971333333,30.2238,28.0830666667,12.3043333333,13.9868,17.9255333333,31.6708,16.7307333333
624.28,15.5274666667,46.3399333333,30.1950666667,28.0401333333,12.3166666667,14.0008,17.9174,31.6617333333,16.7766
624.62,15.6696666667,46.4749333333,30.3095333333,28.2013333333,12.5036,14.2217333334,18.1176666667,31.7784,16.9259333333
624.95,15.6469333333,46.5102,30.3248666667,28.3003333333,12.5078666667,14.2769333333,18.137,31.8374666667,16.9698666667
625.28,15.5208,46.4258,30.2764,28.2581333333,12.4277333333,14.2242666667,17.9954666666,31.7318,16.8907333333
625.61,15.4388,46.4166666667,30.2187333333,28.2353333333,12.3906666667,14.1816666667,17.9254666667,31.7347333333,16.8731333333
625.95,15.5712666667,46.5192,30.3432,28.3444666667,12.4696,14.3096666667,17.9959333333,31.8788666667,17.0067333333
626.28,15.6305333333,46.5904666667,30.3835333333,28.3921333333,12.5658666667,14.4133333334,18.0958,31.9658,17.073
626.61,15.7076666666,46.6552666667,30.5005333333,28.4954666667,12.641,14.5638666667,18.1884666667,32.0206,17.1486666667
626.94,15.8475333333,46.7298,30.5912666667,28.6452,12.7218,14.6814,18.3029333333,32.1242666667,17.253
627.28,15.6428666666,46.5348666667,30.3177333334,28.4754666667,12.5288,14.4670666667,18.1237333333,31.9125333333,17.1066
627.61,15.5728666667,46.4788,30.2374,28.3916,12.4523333333,14.4154666667,18.0800666667,31.8227333333,17.0458666667
627.94,15.6698,46.5080666667,30.3295333333,28.5134666667,12.5109333333,14.5757333333,18.1374,31.9312666667,17.1186
628.27,15.6046666667,46.4622666667,30.2647333333,28.4506666667,12.3424,14.4133333333,17.9962,31.8692,17.0283333333
628.61,15.6892666667,46.4541333333,30.3160666667,28.5028,12.4326666667,14.4972,18.0396666667,31.9048,17.1032
628.94,15.7278,46.4792666666,30.3391333333,28.5769333333,12.4137333333,14.5030666667,18.1104,31.9205333333,17.1142666667
629.27,15.8463333333,46.5152,30.4098666667,28.7029333333,12.4983333333,14.6161333333,18.1697333333,31.9416666667,17.1362666666
629.60,15.8364666667,46.4748666667,30.382,28.7552,12.5598,14.6248666667,18.2104,31.9125333333,17.1132
629.94,15.8924,46.4862666667,30.4116,28.8886,12.5535333334,14.6745333333,18.2541333334,31.9607333333,17.147
