wavelength,Back_ConSpmm,Belly_ConSpmm,Breast_ConSpmm,Crissum_ConSpmm,Crown_ConSpmm,DorTail_ConSpmm,Rump_ConSpmm,Throat_ConSpmm,WingTip_ConSpmm
189.81,333.333266667,252.762,204.761866667,223.809466667,210.857133333,235.428466667,280.952333333,274.285733333,209.904866667
190.19,392.258,302.150533333,248.172066667,277.849466667,258.4946,296.7742,338.0646,333.333333333,262.365533333
190.57,348.039266667,285.2942,217.647066667,247.0588,224.1176,247.843266666,297.058933333,305.882466667,236.666533334
190.95,223.703533333,181.851866666,142.716,154.938133333,135.8024,150.246866667,192.839466666,191.357933333,148.7654
191.33,220.2186,178.251466667,139.3442,154.754133333,135.081866667,150.382533333,191.038333333,183.825066667,152.1312
191.71,253.986933333,204.7058,153.856266667,183.006533333,160.5228,178.954333333,215.294133333,211.633933333,175.686266667
192.09,216.9312,187.513266667,142.645333333,163.491933333,144.2328,160.2116,184.444466667,184.3386,154.603066667
192.47,272.517133333,237.278933333,175.918466667,208.163333333,182.449,194.4218,229.932066667,217.823066667,200.408133333
192.85,290.972333333,256.527733333,185.277733333,231.250066667,194.722333333,212.0834,251.527733333,244.583266667,220.277666667
193.23,344.666666667,284.0,214.833333333,262.333333333,218.833333333,252.833333334,292.0,270.833333333,248.666666667
193.61,304.058133333,253.188466667,192.898466667,222.4638,198.9856,228.260933333,258.550666667,238.4058,214.637666667
193.99,233.678066667,193.908066667,147.586133333,171.2644,152.988466667,175.747133333,199.6552,179.770133333,165.2874
194.37,271.8056,226.25,170.9722,193.333333333,168.0556,196.388866667,224.999933333,209.8612,186.805533333
194.75,372.7778,307.037,256.296333333,282.037,260.926,296.1112,319.999866667,295.0,263.8888
195.13,350.526333334,306.140533333,254.035066667,277.7194,253.859733333,289.649133333,311.228,282.280666667,255.964866667
195.51,295.0,259.166733333,219.305733333,244.583333333,214.7222,247.2222,263.3334,248.0556,218.3334
195.89,303.401266667,270.068066667,237.551066667,246.5306,216.1906,251.7006,277.0068,255.918333333,222.0408
196.27,305.9722,286.111133334,240.694466667,252.9166,225.833266667,267.083333333,283.194466667,260.555533333,222.083266667
196.65,245.797133333,234.202933333,203.768133333,209.082133333,188.888933333,221.449333333,231.111066667,224.830933333,191.497533333
197.03,211.0,202.583333334,183.916666667,181.833333333,163.0,192.166666667,197.833333333,195.666666667,167.5
197.40,195.8242,197.9488,177.582333333,173.479933333,159.487133333,185.641,184.029266667,193.040266667,160.439466667
197.78,201.481533333,199.111066667,182.592466667,179.777733333,162.4444,186.222266667,184.888933333,195.333333333,161.926
198.16,214.606733333,217.153533333,203.520733333,193.1086,177.8278,197.528133333,197.977466667,210.861466667,171.6854
198.54,185.3822,186.972466667,180.489266667,170.0306,157.37,173.944933333,174.6178,183.302733333,152.415933333
198.92,165.366,168.834733333,160.5422,150.840066667,141.0298,153.6044,157.29,162.493266667,136.585333333
199.30,174.986133333,174.9312,166.0056,161.432533333,150.027533333,163.636333333,162.534266667,172.066133333,146.170666667
199.68,189.969933333,189.309266667,182.042133333,171.3514,164.024066667,178.378466667,176.216266667,187.3874,158.378466667
200.06,184.252933333,184.7126,173.908,169.3676,164.999933333,172.873466667,168.965533333,183.046,156.1494
200.44,192.432333333,187.026933333,181.2612,171.591533333,170.150266667,173.333333333,174.294333333,191.771666667,163.423333333
200.82,184.632733333,181.0734,172.938,164.858666667,162.711866667,167.288133334,166.892733333,183.0508,157.796666667
201.19,199.382666667,196.4196,186.419666667,176.605,180.370466667,180.370333333,183.024666667,199.691466667,169.5062
201.57,223.221,218.202266667,205.9176,197.5282,202.921466667,198.876266667,204.269666667,217.602866667,194.7566
201.95,237.088133333,240.996266667,219.463533333,215.325666667,221.226,215.402333333,222.068933333,233.9464,216.1686
202.33,244.6032,244.5238,226.190466667,222.936533333,228.333466667,219.285733333,226.587266666,239.523866667,223.809666667
202.71,271.1416,270.593666667,245.022866667,246.210066667,249.954333333,236.5298,245.388066667,257.5342,243.379066667
203.09,266.844533333,268.888866667,247.288933333,245.688866667,249.9556,234.666733333,238.489,257.599866667,247.466666667
203.47,273.333333334,277.6256,254.703133333,256.073066667,259.452066667,243.561733333,246.9406,263.835666667,250.685066667
203.85,255.584333333,264.329,242.5108,248.571466667,246.839933333,227.619,234.632066667,250.129933333,238.787866667
204.22,236.465866667,249.237066667,230.6024,232.289133333,227.228933333,212.530133333,222.329333333,233.413733333,220.803266667
204.60,247.054266667,259.147133333,241.395266667,248.682266667,242.4032,225.271333333,233.953466667,246.201666667,228.759666667
204.98,275.618933333,295.142933333,271.809533333,280.190533333,276.4762,257.714333333,262.857266667,270.761933333,251.8096
205.36,307.0,329.7778,308.777866667,319.6666,307.3334,290.3334,292.5556,301.555666666,283.888866667
205.74,276.759266667,294.4444,284.074133333,287.6852,276.759066667,258.333333333,266.574133333,273.333266666,249.074066667
206.12,262.830933333,275.251266667,275.342466667,268.675733333,266.484066667,250.5936,255.159866667,263.287733333,235.981866667
206.50,275.196133333,288.725533333,289.019533333,284.3138,275.392066667,265.588333333,267.843133333,278.2352,249.313866667
206.87,318.850733333,345.287333333,345.4024,337.816066667,327.701066667,309.885133333,310.459866667,332.069,297.241266667
207.25,344.8148,379.629533333,370.617333333,364.197533333,350.000066667,331.358133333,337.777866667,362.839533333,315.9258
207.63,467.592666666,546.111133333,531.481333333,502.592533333,496.851866666,456.111133333,476.111133333,512.5926,458.3334
208.01,575.172266667,682.069133333,666.206866667,622.0688,617.701133333,580.9196,587.816066667,628.735666667,574.023066667
208.39,661.066666667,781.333333333,771.2,738.133333334,723.466666667,672.8,676.533333334,717.333333333,688.8
208.77,768.0,940.666666667,932.666666667,870.666666666,858.666666667,807.666666667,815.0,861.333333333,837.333333334
209.14,412.631666667,498.5964,502.806933333,470.526266667,461.9298,424.035133333,439.999933333,473.508933333,460.000066667
209.52,308.5184,376.172866667,375.926,346.790133333,339.7532,320.8642,334.8148,351.111133334,340.000066667
209.90,403.5898,513.162266667,489.4018,457.948866667,454.700933333,428.718066667,439.999933333,461.7094,461.196533334
210.28,432.307733333,528.2052,512.9914,483.589666667,472.478666667,446.4956,468.034266667,482.393066667,479.316266667
210.66,478.989866667,598.586,579.797866667,548.282933333,540.2022,503.232333333,528.485,534.141333333,549.899
211.03,456.9524,566.285733333,555.428533333,510.857133333,504.000133333,492.380866667,512.381066667,499.999933333,521.714333333
211.41,737.777800001,916.825333333,914.920666667,850.793666667,834.920733334,821.904666667,841.904733333,817.7778,863.492066667
211.79,739.393866666,893.636266665,897.272599999,836.969666667,820.909066667,828.181733333,848.787933333,809.394,846.060600001
212.17,1488.66666667,1834.0,1880.66666667,1758.0,1711.33333333,1677.33333333,1774.66666666,1676.0,1776.66666667
212.55,-14120.0,-17373.3333333,-17926.6666667,-16953.3333333,-16126.6666667,-15846.6666667,-16840.0,-16153.3333333,-16486.6666667
212.92,-8.69160609904e+15,-1.08922286442e+16,-1.10116422707e+16,-1.04486923173e+16,-9.864418502e+15,-9.92412531522e+15,-1.01330991616e+16,-9.68956283463e+15,-1.03633968698e+16
213.30,-1979.04753333,-2395.23813333,-2493.3332,-2341.90473333,-2173.33326667,-2196.1904,-2277.14286667,-2183.80946667,-2340.9524
213.68,-854.2858,-1033.80953333,-1094.76186667,-1062.38093333,-980.476266667,-978.571466668,-998.095333333,-969.047733333,-1077.143
214.06,-389.629533333,-470.617266667,-517.5308,-495.555466667,-445.925866667,-452.839533333,-457.283933333,-453.827133333,-502.716133333
214.44,-211.544733333,-281.138333333,-302.439133333,-295.6098,-260.000133333,-253.821133333,-251.219533333,-273.495666667,-298.536666667
214.81,-158.431333333,-212.941,-225.359466667,-226.797266667,-196.6012,-196.732133334,-195.947666667,-217.2548,-227.320266667
215.19,-136.209133333,-175.686133333,-198.954266667,-198.5622,-184.313666667,-169.542466667,-166.7974,-197.647,-204.313733333
215.57,-169.268333333,-211.870066667,-243.0894,-242.1138,-223.902266667,-209.593466667,-208.13,-240.9756,-251.057
215.95,-325.0,-409.666666667,-491.333333333,-510.0,-450.0,-390.333333333,-397.666666667,-491.666666667,-501.666666667
216.32,7073.33333333,8786.66666667,10073.3333333,10466.6666667,9440.0,8086.66666666,8233.33333333,10513.3333333,10486.6666667
216.70,3530.0,4380.0,5056.66666667,4886.66666667,4670.0,4116.66666667,4073.33333333,5173.33333333,5190.0
217.08,785.333333333,949.999999999,1100.0,1074.66666666,1018.0,896.666666667,936.000000001,1138.66666667,1130.0
217.46,1980.0,2605.0,2833.33333333,2808.33333333,2698.33333333,2433.33333333,2495.0,2900.0,2938.33333333
217.83,-994.999999999,-1312.5,-1447.5,-1405.83333333,-1350.0,-1227.5,-1250.83333333,-1460.0,-1445.0
218.21,-907.499999999,-1247.5,-1429.16666667,-1354.16666667,-1305.0,-1154.16666667,-1200.83333333,-1400.83333333,-1419.16666667
218.59,6953.33333334,9873.33333333,11353.3333333,10720.0,9766.66666667,9299.99999999,9773.33333334,10640.0,10986.6666667
218.97,-800.952333333,-1170.47626667,-1443.8096,-1332.38093333,-1215.23806667,-1112.38106667,-1181.90473333,-1293.3332,-1419.99993333
219.34,-4.81919278308e+15,-6.6146619527e+15,-7.60835391594e+15,-7.18614145087e+15,-6.4483358301e+15,-6.16686085339e+15,-6.53789604996e+15,-6.98569714927e+15,-7.65526641205e+15
219.72,-2473.33313333,-3457.77786667,-3884.44446667,-3793.3332,-3339.99986667,-3188.88873333,-3353.33333333,-3631.111,-4046.66666667
220.10,1373.33346667,1813.33326667,2036.66666667,2031.11106667,1698.8888,1718.88893333,1805.5556,1900.0,2136.66653333
220.47,-592.8572,-729.047666667,-832.381,-843.809466667,-708.095200001,-730.4762,-754.2856,-800.0,-901.428466667
220.85,-363.492066666,-475.873133333,-542.222333334,-555.873066667,-463.174666667,-464.444533333,-512.6984,-519.365,-593.650866667
221.23,-140.3252,-185.8536,-225.691133333,-237.560933333,-189.4308,-190.244,-219.024533333,-223.0894,-253.333333333
221.61,-39.8222666667,-56.7999333333,-81.6889333334,-87.1111999999,-63.3776666667,-64.0000666667,-72.8000000001,-83.8222,-101.511
221.98,-47.6712666667,-60.548,-89.6802666667,-97.1690000001,-66.8491999999,-70.5022,-76.9864666667,-85.0226666667,-108.949933333
222.36,-62.4561333333,-71.4036666667,-100.526266667,-108.508866667,-77.5438,-79.9999999999,-88.0702666667,-93.1578666667,-114.473666667
222.74,-80.4444666666,-86.0444666667,-115.822266667,-124.888733333,-98.2220666667,-96.2665999999,-105.866666667,-105.8666,-140.622266667
223.11,-87.5237333334,-94.5714666668,-119.5238,-133.333266667,-99.0476000001,-100.285866667,-112.190466667,-104.476266667,-147.809533333
223.49,-51.4056,-61.6064,-77.4296666667,-93.8153333334,-62.8112666667,-62.3294,-76.7067333333,-68.1123333333,-103.775066667
223.87,-29.6,-34.4666666667,-46.6,-63.7333333333,-35.6,-37.1333333333,-48.7333333333,-40.0,-68.0
224.24,-17.4175333333,-21.3814,-31.5316,-44.7447333333,-24.8047333333,-24.0840666667,-33.1532,-25.1652,-51.3514666667
224.62,-9.29659999999,-20.5506,-27.2171333333,-41.6514666667,-16.9419333333,-18.6544,-30.948,-19.1438,-48.8684666667
225.00,-1.21740000001,-6.31873333334,-14.8405333333,-28.8114666667,-7.36233333334,-10.9566666667,-18.203,-12.9856666667,-38.8405333333
225.38,0.934599999986,-3.23993333333,-14.7040666667,-31.028,-8.785,-4.61053333335,-19.6884,-13.7070666667,-40.2492
225.75,-18.2962666667,-21.7037333333,-35.7038,-56.8148,-30.5184666666,-20.8889333333,-43.7038,-35.4074,-62.1482666667
226.13,2.43586666668,-4.16666666667,-11.6664666667,-31.0896666667,-10.2564666667,2.62826666667,-25.6412,-15.3205333333,-38.0128666667
226.51,-2.40299999998,-11.8605333333,-15.6588,-42.0930666667,-18.8372666667,-6.43413333334,-40.8528,-26.5115333333,-51.7054666667
226.88,13.1637333333,8.07906666665,3.50266666667,-16.3841333333,2.5424,10.9038666667,-15.9322,-6.21453333332,-20.5649333333
227.26,9.91733333332,5.17906666667,0.881533333341,-18.4022666667,-3.30573333333,8.81533333333,-17.3004,-12.3416,-22.259
227.64,4.11580000001,-0.405733333334,-8.00006666668,-24.116,-11.7101333333,1.39126666669,-27.4202666667,-21.4492666667,-31.3622666667
228.01,12.742,7.41939999999,1.07526666667,-11.8817333333,-3.81726666666,9.7312,-18.8173333333,-14.2472666667,-20.8062
228.39,5.6738,0.851,-0.993000000001,-11.3948,-6.38306666667,5.201,-20.3309333333,-16.5012,-23.5934
228.76,1.42166666667,0.392266666666,-5.19606666666,-16.8136666667,-11.3235333333,0.196066666654,-22.6960666667,-20.8824,-27.402
229.14,4.31106666667,2.1334,1.06666666667,-12.8889333333,-6.35559999999,6.97773333331,-13.8666666667,-12.3556,-20.8443333333
229.52,10.5284,7.56093333333,8.82113333334,-4.39013333334,5.97553333333,12.1544666667,-2.68273333333,-2.19499999999,-10.4878
229.89,8.86186666666,5.89426666668,7.56113333332,-5.08126666667,4.87806666665,10.8536,-4.51233333332,-2.0732,-10.1625333333
230.27,1.39926666667,1.76946666667,3.25093333333,-9.95886666666,-1.97520000002,4.65013333333,-7.98366666668,-5.80240000002,-14.5266666667
230.65,6.07073333333,7.784,11.1359333333,-1.676,5.21420000001,9.53440000001,1.71319999999,2.42086666666,-8.11906666666
231.02,1.40346666667,4.78066666667,10.1755333333,-4.12273333332,1.3158,6.71059999998,-2.3684,-1.05253333333,-12.8948
231.40,-1.12666666667,4.3192,6.00953333333,-4.17833333333,-2.01866666667,3.09859999998,-6.15033333333,-3.47406666665,-17.3708666667
231.78,-0.563333333334,7.79333333335,10.4226,-0.98593333332,1.40846666666,7.69946666667,-2.06566666667,0.845133333335,-12.5820666667
232.15,-16.6408666667,-3.77246666667,-2.94566666665,-13.4884,-12.5580666667,-2.6874,-18.243,-9.97406666666,-28.0620666667
232.53,-2.88426666665,8.98340000001,7.42313333333,-5.43739999999,0.992866666673,8.27419999999,-7.51773333332,2.12753333332,-13.0496666667
232.90,-5.44119999999,5.39213333335,5.24513333334,-3.57840000002,-2.05880000001,6.8628,-12.5001333333,1.86273333335,-12.3038666667
233.28,-7.40159999998,2.04739999999,0.52486666668,-6.92906666665,-7.50653333331,2.30980000001,-22.2047333333,-2.67713333335,-16.2205333333
233.66,-22.0338666667,-8.75713333333,-10.5649333333,-16.8925333333,-25.7628666667,-11.1865333333,-34.8587333334,-14.0678,-27.6836
234.03,-17.4576,-3.50279999999,-4.97180000002,-12.8246666667,-19.3786,-5.87566666665,-29.7740666667,-12.8247333333,-26.6666666667
234.41,-15.7674,-4.60319999999,-5.50273333332,-13.1215333333,-18.4656,-7.83073333334,-29.5767333333,-11.1111333333,-27.5661333333
234.78,-4.44440000001,5.16913333332,2.51206666666,-5.21733333333,-6.57006666667,4.54100000001,-20.1933333333,-2.8986,-16.3284666667
235.16,-0.55146666668,7.06773333334,6.66659999999,-1.35353333333,-4.51119999999,8.42106666667,-14.5865333333,-2.55626666666,-10.426
235.54,-5.25246666666,-0.4546,3.63640000001,-5.9596,-4.59593333334,6.00986666666,-15.707,-6.56566666667,-11.1616
235.91,-0.088933333354,1.55553333333,7.51106666666,-2.97773333334,-0.488933333328,7.64439999999,-8.88886666666,-2.93326666667,-6.40000000001
236.29,9.17199999999,8.32266666667,14.0553333333,4.92566666668,9.97873333336,17.2823333333,3.09980000001,3.82166666668,4.28873333332
236.66,4.02586666666,-0.389466666654,7.96533333333,1.34206666667,3.29013333332,10.736,-0.1298,-2.64053333335,0.779200000005
237.04,14.3988666667,10.4468,18.4192,10.1030666667,13.7457333333,19.1064666667,12.0962,7.6632,10.8591333333
237.41,9.31340000001,6.09713333333,14.6398,6.59973333334,11.5912666667,15.1089333333,12.4288,7.10219999999,9.24626666667
237.79,13.5704666667,9.89633333332,18.0147333333,10.963,15.7332666667,20.4149333334,16.0888,11.9406666667,14.0148666667
238.17,14.5327333333,10.8786666667,18.0474,12.3290666667,16.2064666667,20.781,18.2428,13.8912,16.0112
238.54,14.4398666667,11.8949333333,19.1148,14.7716666667,16.4868666667,22.6002666667,20.166,12.5863333333,18.0636
238.92,12.5034,9.82013333333,17.7316666667,13.2780666667,13.5824,21.1618666667,18.1742666667,9.37759999999,17.5104
239.29,10.0638666667,7.91833333334,14.9426,11.2133333333,13.1034,19.5658,17.0370666667,9.70626666667,15.096
239.67,15.785,14.043,20.8602666667,16.0860666667,16.1075333334,22.7312,21.3763333333,16.0859333333,19.5483333333
240.04,13.7406,14.0835333334,20.6216,15.0698666667,15.8414,22.4006666667,20.1929333333,16.3558666667,19.6569333333
240.42,8.75893333334,8.71793333333,17.3538,10.954,10.0717333333,17.5383333333,16.0204666667,12.5948666667,15.2820666667
240.79,8.7956,10.9431333333,18.3939333333,11.2419333333,10.2520666667,17.6468666667,17.2362,13.8376,16.5826
241.17,4.16199999999,7.56900000001,14.5856666667,6.96139999999,5.39599999999,14.4198,12.8914,9.63146666667,13.3702
241.54,4.007,7.19159999999,14.0508666667,6.64926666667,4.46199999999,14.8380666667,11.916,9.11633333333,13.4557333333
241.92,4.61533333333,7.4872,14.2050666667,7.3846,4.99133333334,13.8461333333,12.1196666667,8.56406666667,14.3931333334
242.29,6.02639999999,7.99666666667,15.5829333333,8.02953333333,5.40219999999,15.3859333333,13.0213333333,10.3776,15.2051333333
242.67,5.06740000001,6.29626666667,14.2761333333,6.11119999999,4.14133333333,14.1751333333,12.0539333333,9.29286666667,14.5118666667
243.05,4.60633333334,6.06366666667,13.6851333333,5.42713333334,3.13239999999,13.0821333333,11.8928,9.8324,14.6566666667
243.42,3.76953333334,5.20173333333,12.4773333333,4.14813333334,0.345733333334,12.1810666667,10.2552,9.10279999999,13.9753333333
243.80,0.905933333326,1.65813333334,9.4016,1.29919999998,-1.8462,10.0171333333,7.16246666667,5.82906666666,11.8290666667
244.17,1.7314,1.13273333334,8.9158,1.45633333335,-2.23313333333,10.6310666667,7.84786666664,5.67946666667,12.4596666667
244.55,4.3146,4.6728,10.1246,2.74146666666,0.077933333334,12.2274666667,10.1245333333,7.92833333333,14.6573333333
244.92,4.6924,3.35613333333,9.44566666667,2.61186666667,-0.319000000002,12.5284,9.00533333334,7.06153333333,14.3661333333
245.30,4.45373333333,2.64706666666,8.41746666665,2.8572,0.098066666666,12.1707333333,8.54339999999,7.38093333333,13.9354666667
245.67,6.7044,4.88986666667,10.2584,5.44420000001,2.33133333333,12.7158,9.82993333332,8.35553333334,15.6017333333
246.05,5.2744,3.42193333334,8.36573333332,3.46893333333,0.672466666668,11.7638666667,8.59006666666,6.93806666665,13.1446
246.42,2.41293333333,0.891866666668,4.65399999999,0.4346,-2.0926,8.39333333333,5.23726666667,3.75066666667,10.7604
246.79,2.15193333333,0.527399999998,3.75533333334,0.4324,-2.7426,7.48933333333,4.72573333334,3.19626666667,9.63086666667
247.17,0.728333333335,-0.768866666664,2.1144,-0.344066666666,-3.7328,7.36466666666,3.74313333333,2.64033333333,8.13366666667
247.54,-0.645733333334,-1.45053333333,1.1822,-1.63926666667,-4.07353333334,5.93166666667,3.2686,2.05673333333,7.25273333333
247.92,-2.21573333333,-2.56173333333,-0.6132,-3.06626666666,-5.85559999999,4.34233333333,1.365,-0.0792,6.24133333333
248.29,-2.59206666667,-2.86426666666,-1.40193333333,-3.58033333333,-6.59606666666,3.51993333333,0.817000000001,-0.413533333332,5.08326666667
248.67,-3.8862,-4.89733333333,-2.80146666667,-4.13886666666,-8.42553333333,2.612,-0.547600000001,-2.13799999999,3.55986666667
249.04,-6.91520000001,-8.10166666668,-6.66679999999,-7.57066666667,-11.7401333333,-0.485866666667,-3.52553333333,-5.46886666666,-0.0790666666674
249.42,-9.55979999999,-11.0692666667,-9.43400000001,-9.7484,-15.17,-3.44653333333,-5.9622,-8.49053333334,-2.47793333333
249.79,-17.1554,-18.2932666667,-17.6076,-17.8846666667,-23.4280666667,-9.99266666666,-13.0123333333,-15.6527333333,-10.2990666667
250.17,-21.8887333333,-24.3422,-22.9379333334,-22.4697333333,-29.2977333333,-14.6246666667,-17.7884666667,-20.0968666667,-15.4802666667
250.54,-23.5353333333,-26.5825333333,-23.8383333333,-23.4174666667,-30.8754,-15.7071333333,-18.2492666667,-20.8755333333,-17.1717333333
250.92,-27.4696,-30.8122,-28.3661333333,-29.1878,-35.985,-19.6078,-22.4089333333,-24.8552,-21.3818666667
251.29,-26.92,-31.7349333333,-28.3626,-30.1170666667,-37.0370666667,-21.9688666667,-22.7096,-25.653,-21.6178666667
251.66,-27.2948,-33.6374,-30.78,-30.8408666667,-39.2300666666,-22.6948666666,-25.2278666667,-28.997,-23.7892
252.04,-29.9144666667,-37.7137333334,-35.1923333333,-34.8932,-43.5683333333,-26.6666,-27.4785333333,-31.4743333333,-28.0340666667
252.41,-27.4843333333,-35.9118666667,-32.4947333333,-31.5724,-39.9371333333,-24.8428,-24.6122,-30.021,-24.2138666667
252.79,-26.3073333333,-34.6907333333,-32.0759333333,-32.016,-38.044,-25.3894666667,-24.7304666667,-27.6846,-23.5928666667
253.16,-20.1124,-27.472,-24.7004,-25.0375333333,-31.3484,-17.9212666667,-18.3708,-20.8988666667,-16.9288666667
253.54,-20.4074666666,-26.7778,-25.6110666667,-25.4259333333,-31.3519333333,-18.1110666667,-17.3147333333,-20.7038,-17.1851333333
253.91,-14.9912,-22.2928666667,-20.3879333333,-19.3476,-25.4322,-13.439,-11.3756666667,-15.4673333333,-12.1164
254.28,-16.2412666667,-23.3510666667,-22.1455333333,-20.7624666667,-25.8864666667,-16.1703333333,-12.4646,-17.0036666667,-12.1808
254.66,-21.2156,-28.4118666667,-28.1372,-25.6666666666,-31.9804,-22.0196,-18.3331333333,-22.9608666667,-16.2743333333
255.03,-21.3412666667,-29.9318666667,-28.2214666667,-24.4898666667,-31.2147333333,-22.7793333333,-19.0282,-23.382,-15.86
255.41,-25.8334,-33.4552666667,-34.0649333333,-29.1259333333,-35.6503333333,-26.9513333333,-21.9106,-28.3942666667,-19.4106
255.78,-25.9834,-35.1553333333,-34.3685333333,-30.4141333333,-36.7702666667,-28.323,-22.236,-28.7784,-20.6004
256.15,-21.9514666667,-29.8163333333,-29.4879333333,-26.0096666667,-31.8453333333,-23.3043333333,-19.0145333333,-25.0048,-16.6762666667
256.53,-22.984,-31.0859333333,-31.6902,-28.4042,-33.3899333333,-24.6648666667,-21.7563333333,-25.7223333333,-19.7922
256.90,-22.2221333333,-30.0,-32.1694,-27.1957333333,-33.6682666667,-23.7565333333,-21.3227333333,-25.9258666667,-19.7176666667
257.28,-21.028,-27.6466,-30.7791333334,-25.8956,-31.5823333333,-22.6346,-19.9036666667,-22.8272666667,-18.0562
257.65,-14.2589333333,-20.9524,-23.5279333333,-19.7317333333,-23.6084,-14.5004666667,-13.6686666667,-15.7613333333,-10.8518666667
258.02,-11.0840666666,-16.5974,-19.8732666667,-16.5397333333,-19.4118666666,-10.2538,-10.7036,-12.1106666667,-8.14306666667
258.40,-6.44580000001,-11.8976,-15.0201333334,-12.2690666667,-14.8595333333,-5.11039999999,-6.44579999999,-7.20886666668,-4.3474
258.77,-1.18806666667,-6.35033333333,-9.23933333334,-6.97433333333,-8.91460000001,0.102533333334,-0.837600000001,-1.61526666667,0.367533333335
259.15,0.537999999998,-4.20273333333,-6.7056,-4.95126666667,-6.86153333334,2.34693333333,1.16946666667,0.187133333334,2.08973333333
259.52,1.9824,-3.05006666667,-4.8946,-3.58026666667,-4.93106666667,3.74726666667,1.73573333333,1.3944,2.99926666667
259.89,3.64506666667,-1.02286666667,-3.13666666667,-1.49053333333,-2.93346666667,5.44713333333,3.21813333333,3.47566666667,4.8238
260.27,3.15293333333,-1.94373333333,-3.92786666667,-2.22446666666,-3.27993333333,5.05666666667,2.99933333333,3.27313333334,4.29526666667
260.64,1.2542,-3.9234,-6.0026,-4.3192,-5.62053333333,2.83706666667,0.858533333334,1.1536,2.24666666667
