wavelength,Back_ThlSorf,Belly_ThlSorf,Breast_ThlSorf,Crissum_ThlSorf,Crown_ThlSorf,DorTail_ThlSorf,Rump_ThlSorf,Throat_ThlSorf,WingTip_ThlSorf
206.12,-18.4946666667,34.1933999999,-20.4301999999,0.72009275362,15.0535999999,86.8816666666,-33.3331666667,3.01086666673,-26.8817333333
206.50,-78.5715333331,51.5343185185,-75.4761,-23.4575043477,4.7618,164.761866667,-113.095233333,27.6191333333,-97.6190000001
206.87,-19.3333333332,202.37037037,3.66666666674,79.6521739129,123.333333333,312.666666667,-25.3333333333,168.0,-18.0
207.25,96.1112666667,273.765325926,95.2776999999,195.434628986,249.9998,382.222266667,120.555466667,252.222266667,110.5556
207.63,47.3333333332,134.481481481,49.5000000001,107.608695652,139.666666667,202.666666667,37.0,133.333333333,53.0000000001
208.01,30.5376666667,72.2341925925,26.2365,64.6470028986,95.0538666668,127.312,13.9784333333,87.9569333333,32.4732666667
208.39,33.7633333333,68.2914962962,29.3547666667,44.7497130435,97.4194,132.6882,13.4408333333,99.3548666665,32.4731333333
208.77,34.7223333333,92.3149555555,37.0832666667,75.0844289856,136.6668,176.666733333,24.8610333333,136.666666667,54.7221333333
209.14,37.5437999999,94.7367777779,20.7018,67.9633971014,149.473666667,175.438533334,13.6843,149.4738,26.6666
209.52,56.2499999999,77.2916666667,43.4375,60.4347826088,114.375,134.166666667,31.3541666667,121.041666667,42.9166666667
209.90,43.3331333334,55.2543555556,38.9061,44.6238753623,72.1874000001,75.5207333333,27.2393333333,73.0205999999,30.104
210.28,51.7874,58.9802222222,50.5798,53.4930695652,77.5846,84.1546666667,39.4686333333,77.6811999999,37.1015333334
210.66,45.7383333333,50.9142074074,44.8945,40.7374811594,66.7510666667,70.2111333333,35.1477333333,60.6751333333,28.2701333334
211.03,36.0386,39.7315481481,35.2175,30.0609710145,57.8744666666,62.1255333333,23.3334333333,51.1111333333,14.0097333333
211.41,39.7530666667,36.8267407407,38.7656,29.8692956522,53.4156666667,60.0822666667,27.4896333334,51.2756666667,17.531
211.79,45.7830666667,45.3100592592,40.2812333333,33.0817391304,56.4659333333,67.3897333334,36.5863,55.6625333333,27.8714
212.17,51.2381333333,45.8411333333,37.0952333333,31.8013130435,60.5715333334,71.5238666667,39.8095666667,60.1905333333,23.2380666667
212.55,52.6853333333,47.2324962963,33.6111,36.7913014493,59.0739333334,67.4074666668,41.1573,56.6666666667,24.5370666667
212.92,52.8394666667,49.9772148148,36.8311,37.5200724638,56.7901333333,65.5144,40.5761,57.5309333333,23.6214
213.30,44.9764,46.2598222222,34.9296,28.8466811594,53.2393333333,63.0986,33.3332,55.8686666667,19.6244
213.68,56.612,60.8258296296,48.5245666667,38.7123362319,65.0273333333,75.3005999999,41.2567666667,63.3880666667,26.8852666667
214.06,74.5097333332,85.2069851851,59.9998666667,53.8961536232,87.4510000001,118.823466667,54.6078333333,93.9216,27.6471333333
214.44,55.8558666667,56.5566148148,40.0901666667,38.605684058,60.0000666667,83.7837999999,32.6125333333,67.3874666665,6.30639999994
214.81,69.5728000001,66.5146888888,52.7350333333,66.7780289855,75.7264666667,92.6494000001,46.5812000001,87.3505333333,28.5469999999
215.19,74.4680666667,66.7139481481,58.7233333333,75.6090144928,84.8228,97.0212666667,51.2057,94.1845333333,42.2695999999
215.57,72.4636666667,67.3591703704,56.9565,73.3584492754,83.4782666667,87.5362,43.116,91.1595333334,38.9854666666
215.95,58.5186000001,47.7573259259,44.2593666667,55.8695536233,72.5926,60.9258666666,16.6666333333,75.9259999999,0.92606666674
216.32,48.5713333333,48.5010666667,41.7459666667,54.0993217392,66.6667333334,59.3650666666,21.9842666667,69.5237999999,12.3809999999
216.70,46.8628666666,45.0980518519,35.5882666667,50.5711999999,70.7842666665,58.4314000001,21.0784,81.3725999999,9.01966666673
217.08,25.8666666667,16.1185185185,1.6,21.3333333333,57.6,41.0666666666,-3.33333333336,69.5999999999,-22.4000000001
217.46,42.7777333333,20.3086962963,2.22220000006,30.9421391304,60.5555333333,53.6111333334,18.6111,74.7221333334,-23.8887333334
217.83,-48.1819333333,-64.0067555555,-96.9698000001,-38.6561217391,-22.7271333333,-15.4546,-58.4848666667,7.27253333333,-100.303133334
218.21,-66.3636666667,-82.6599777777,-111.666666667,-63.1488666667,-33.6362666667,-32.4243333334,-74.5453666667,-20.9090666667,-108.181733333
218.59,-47.7194,-45.9259259259,-107.017566667,-64.286826087,-3.8596666668,-7.71939999993,-64.0349666666,2.80706666674,-87.3686
218.97,-45.6,-36.7703703704,-91.3333333333,-69.147826087,-12.0,-5.86666666666,-62.0,-0.799999999934,-71.7333333333
219.34,-75.4666666667,-41.6,-106.133333333,-97.5768115942,-31.2,-34.9333333333,-70.6666666666,-36.5333333334,-87.7333333333
219.72,-100.8,-70.1333333333,-125.466666667,-112.892753623,-53.3333333333,-49.6000000001,-83.5999999999,-66.1333333333,-93.0666666667
220.10,-116.666666667,-71.7407407407,-136.666666667,-116.289855072,-60.9999999999,-44.0,-85.1666666666,-73.6666666667,-89.3333333333
220.47,-296.111066667,-201.728511111,-293.6111,-298.816315942,-171.666666667,-176.111133333,-242.500066667,-211.6668,-252.777866667
220.85,-216.410266667,-160.170822222,-211.282033333,-212.419310145,-116.923133333,-112.307666667,-203.333433333,-155.384666667,-191.282133333
221.23,-184.2424,-125.656488889,-164.545466667,-204.295147826,-85.4545333334,-67.2725999999,-172.121233333,-112.727333333,-144.242533333
221.61,-81.6666666668,-45.5925925926,-79.6666666667,-101.550724638,-27.9999999999,-15.3333333334,-90.5000000001,-40.3333333333,-56.6666666665
221.98,-3.23226666666,19.9327037037,-1.1111,-27.1846724637,23.2323333334,31.7172,-13.5353666667,15.7576,-4.2423333334
222.36,13.5088,26.2574740741,6.9299,-18.5964057971,30.0,41.4034,-2.63146666665,27.7192666667,7.89486666673
222.74,18.0,18.1037037037,14.6,-2.3536231884,32.6666666667,36.6666666667,3.13333333334,27.6,12.1333333333
223.11,18.3005333333,15.8459407407,14.7712666667,-2.4835942029,31.2418666667,32.4182666667,4.37906666665,16.4704666667,9.93466666667
223.49,-4.1862,-10.5771407407,-7.36436666667,-24.3544086956,5.58126666668,20.7750666667,-21.6278333333,-6.04653333334,-14.1086
223.87,-14.8889333333,-27.4073629629,-26.8889333333,-57.8067217392,-17.9999333333,10.4444,-52.8890000001,-27.5554666667,-50.2222000001
224.24,6.82926666666,-6.81121481484,-11.4634666667,-25.1678376812,8.78053333334,31.7072,-21.7073333333,-6.82926666668,-27.4795999999
224.62,35.4022,24.8658444445,17.9885666667,16.7465333333,36.5516666667,52.5287333333,21.5515666667,21.4942666667,18.3908666667
225.00,32.6665333333,27.4602,20.3333333333,14.7287246377,32.6665333333,48.1904666667,25.6666666667,18.0,19.9999333333
225.38,36.1798,32.5259333333,29.3259,23.6672318841,37.7527333333,46.2922666667,31.7977666667,23.2959333333,26.9664666667
225.75,38.3005333333,37.4873481481,38.0066666667,33.4781826087,44.1175333333,46.4706666667,38.6274666667,27.0588,30.0
226.13,43.1023333333,40.3374962963,43.2014,39.2768695652,48.8448666667,50.495,44.7854666667,33.3332666667,38.0857333333
226.51,38.1653333333,38.3282518518,41.8348333333,38.3113217391,44.3424666667,46.4830666667,42.7827666667,30.2750666667,36.8808666667
226.88,29.191,34.2107259259,34.8543333333,31.5352521739,32.2329333334,39.0291333333,34.1748,19.1584666667,29.4498
227.26,31.7680666667,36.1159851852,39.0435,33.8449826087,36.174,41.0435333333,35.2463666667,27.0145333333,32.3478
227.64,33.1862666667,34.2702,37.7450666667,34.9061043478,35.0489333333,37.5,35.2695333334,28.3333333333,33.4312
228.01,33.0818,33.6920444444,36.8973333333,35.6175101449,36.9392,37.6938,34.5702,31.5724,34.1299333333
228.39,29.4445333334,31.0184962963,33.2936333333,31.0178347826,31.865,34.0476,30.3572,29.4444666667,32.2222
228.76,28.1523333333,28.1736,33.2570666667,27.1619362319,28.6096,32.6476,26.6094333333,27.9999333333,27.8857333333
229.14,25.4583333333,27.5925925926,31.5,25.2028985507,28.0,31.1666666667,22.3333333333,27.2083333333,25.3333333333
229.52,15.2126,18.5881851852,19.0381333333,15.8971768116,17.4048,22.8634666667,10.8947666667,18.0760666667,14.2280666667
229.89,5.36133333334,8.79054074074,8.43823333333,4.79377681159,6.52686666667,14.5454666667,-1.2121,7.83219999999,7.08633333333
230.27,2.10286666666,5.72207407407,6.68883333333,3.27785217391,2.81866666666,11.4989333333,-2.52793333334,3.62433333333,3.53459999998
230.65,-0.4196,2.33606666667,2.26096666667,-0.23117971016,-0.373000000006,8.29826666666,-5.57103333334,0.606133333333,-0.373133333346
231.02,-0.368000000006,2.70741481482,2.25283333333,-1.78323478261,1.33326666667,10.8505333333,-3.86206666667,2.48286666667,0.459799999992
231.40,-8.39326666666,-5.32371111112,-5.1319,-12.0112898551,-6.95446666667,5.27566666666,-9.80806666667,-6.81059999999,-6.71459999999
231.78,-4.57706666666,-2.37697777777,-1.31853333333,-11.0598,-2.88553333333,11.0448,-5.9204,-1.84073333333,-4.37799999999
232.15,-15.5191333333,-10.7893037037,-9.28963333334,-20.1069884058,-12.4044,3.87973333334,-13.7704,-10.9291333333,-12.6776666667
232.53,-13.3334,-6.49541481481,-3.80586666666,-14.9903043478,-6.96519999998,5.57219999999,-6.11946666667,-6.0198,-9.20406666667
232.90,-24.1220666667,-14.232437037,-12.8752666667,-22.3188492753,-18.3715333333,-3.46073333333,-12.1374,-14.5038,-15.5216
233.28,-23.6619333333,-15.1799111111,-13.9439,-20.4083333333,-19.108,-3.52106666667,-8.5915,-13.4742666667,-13.8499333333
233.66,-9.18093333333,-2.30267407407,-0.209633333326,-7.07731884058,-6.05713333333,7.00953333333,2.85713333333,-0.876400000005,-1.02859999999
234.03,-3.33333333333,1.73247407408,3.111,-2.82281739131,0.925933333326,13.6294666667,8.85179999999,4.70379999999,3.59266666667
234.41,0.88,4.91448888888,5.66853333333,0.78586666666,7.51260000001,17.1910666667,12.6059,7.27573333332,9.10333333335
234.78,6.75966666666,11.5211185185,11.8449666667,5.45609275361,14.5116666667,21.4264666667,17.5969333333,11.7209333333,14.4808
235.16,8.6172,11.7546962963,13.9446333333,6.52864347825,15.8660666667,22.2708,19.4904666667,11.6740666667,15.3421333333
235.54,15.923,18.2490814815,19.7933666667,13.8950057971,20.6061333333,27.1901333333,25.0964333333,17.19,21.9284
235.91,16.548,19.8946222222,20.8036333333,14.4710086957,21.4492,26.2976,24.4269666666,16.7589333333,23.4519333333
236.29,17.7273333333,21.2038,21.3762666667,14.0009362319,21.6919333333,26.3383333333,25.9344333333,15.5554666667,24.1161333333
236.66,15.6743333333,18.6854148148,19.2875666667,12.343226087,19.9491333333,24.2494,23.0535333333,13.4353333333,22.3155333334
237.04,20.6617333333,22.7478888889,23.1861,18.3695072464,25.7598666667,29.1176666667,27.1323,18.4558666667,25.8332666667
237.41,22.7700666666,24.6687629629,24.7066666667,20.7400289855,26.8075333333,30.2817333333,27.101,19.0609333333,26.8544
237.79,18.1704666667,21.0664962963,20.5638666667,17.2474724638,24.5112,26.6917333333,23.7218333333,14.1604,24.1352
238.17,15.9050666666,19.9751333333,18.2397,16.4294985507,21.8725333333,24.3196,21.5854666667,12.5842,22.347
238.54,16.7136,20.6624888889,18.4976666667,17.3647739131,21.0797333333,24.4836,19.5774666667,15.3286666667,21.7370666667
238.92,11.6322,15.7164296296,12.8620333333,14.0030318841,15.5172,22.1609333333,14.3102333333,11.8161333333,17.2414666667
239.29,7.81753333333,12.7036222222,8.13256666667,12.7280608696,11.7046666667,18.6753333333,10.4125333333,9.55493333333,13.6156
239.67,4.87406666667,9.39921481482,6.14303333333,9.92061449275,8.49959999999,15.9315333333,7.50256666667,7.00913333333,9.98986666666
240.04,6.82613333334,10.7269851852,7.44673333333,10.7847623188,9.60993333332,16.8438666667,9.17553333333,8.88299999999,10.0533333333
240.42,8.49460000001,12.1523185185,8.67129999999,12.2333304348,10.5530666667,18.0184666667,9.86940000001,10.5684666667,12.0124
240.79,9.52773333333,12.9338074074,9.99993333333,12.7525362319,10.6430666667,18.3334666666,10.2624666667,11.0236666667,13.0446666666
241.17,9.22640000001,12.5668444445,9.87790000001,11.7352115942,9.61013333333,17.452,9.83126666667,10.4829333333,13.0424666667
241.54,6.80473333333,10.4223259259,8.29880000001,9.42108695653,7.32593333333,15.4704,8.5913,9.39926666666,11.4726666667
241.92,7.66466666667,10.9248740741,8.93899999999,9.87076811594,7.2964,16.0949333333,8.98246666668,10.0386666667,11.6084666667
242.29,7.61006666667,10.6709259259,8.97579999999,9.43313913043,6.71153333333,15.6604666667,9.07463333333,9.87406666669,11.3836666667
242.67,5.4634,8.84495555557,6.64906666667,7.50782028986,4.25993333333,13.5353333333,7.47906666667,7.52753333333,9.63539999999
243.05,6.85766666667,9.96457777776,7.97010000001,8.55407246377,5.66206666667,13.8729333333,8.45583333333,8.44326666667,11.1416666667
243.42,8.3374,11.3926888889,9.59243333333,9.67744637682,7.498,14.9233333333,9.9839,9.91113333335,12.9701333333
243.80,9.18513333333,12.3440222222,10.3859,10.7452463768,8.53026666667,15.5867333333,10.5224333333,11.0486,14.3782
244.17,7.6492,10.8027259259,8.75636666667,9.59528695653,6.6978,14.3158666667,9.10716666665,9.29433333333,13.037
244.55,7.37326666667,10.3329481481,8.31033333334,9.50713913044,6.29026666667,14.0320666667,8.9477,9.16293333335,12.5959333333
244.92,7.79866666666,9.90479259259,8.1845,9.25610144928,6.1964,14.2964,9.16943333332,8.73946666666,12.8042
245.30,8.12466666667,9.87307407407,8.05613333333,9.17395072464,6.39286666667,14.3873333333,9.0898,8.39839999999,12.5325333333
245.67,9.13720000001,10.3151777778,8.29613333333,9.56948115941,7.10746666667,15.003,9.31093333333,8.42953333333,12.7685333333
246.05,8.36313333333,8.95478518519,7.19613333333,8.44589855073,6.04613333333,14.0508666667,8.52826666667,7.16766666667,11.8587333333
246.42,7.8332,8.34659259259,6.9019,8.27127826087,5.76113333333,13.6659333334,8.24776666666,6.75873333333,11.8392666667
246.79,8.20953333333,8.32061481481,7.3131,8.3510057971,6.05806666667,14.1164666667,8.64133333333,6.96393333333,12.3095333333
247.17,7.6944,7.91225925926,6.9656,7.90510434783,5.37326666666,13.6434666667,8.38093333333,6.50266666667,11.9735333333
247.54,7.38333333333,7.42414814815,6.6477,7.44189275362,4.90253333333,13.1992,7.9991,6.0968,11.4854666667
247.92,6.58153333333,6.78642962963,5.90526666667,6.6161826087,4.20006666667,12.4340666667,7.53536666667,5.2774,10.6196
248.29,6.2764,6.81981481482,6.0195,6.40422608696,4.18953333333,12.4531333333,7.5069,5.2808,10.7764
248.67,5.91446666667,6.68022962963,5.867,5.85798550724,3.98266666667,12.1100666667,7.29413333333,5.01586666667,10.6650666667
249.04,5.28953333333,6.57377777778,5.2874,5.38452173913,3.41186666667,11.4805333333,6.80313333333,4.82213333333,10.2026666667
249.42,4.6802,6.11894074074,4.84176666667,4.83790724638,2.82453333333,11.1634,6.28476666667,4.67586666667,10.0240666667
249.79,4.39466666667,6.06017777778,5.18066666667,4.82891594203,2.80853333333,11.1779333333,6.3286,4.6002,10.3663333333
250.17,4.7866,7.08671851852,6.02253333333,5.50272173913,3.68626666667,11.7642,6.98986666667,5.58113333333,11.2756666667
250.54,4.29566666667,6.96441481482,5.77883333333,5.08268985507,3.49813333333,11.4300666667,6.5311,5.3748,11.0898666667
250.92,3.78953333333,7.00494814815,5.8522,4.74524927536,3.213,11.0664,6.24403333333,5.273,10.7362
251.29,4.0582,7.32206666667,6.4425,5.00092753623,3.65646666667,11.2197333333,6.62013333333,5.44386666667,10.7598
251.66,3.63306666666,7.13545925926,6.08846666667,4.40835942029,3.05173333333,11.0143333333,6.1823,5.24966666667,10.6147333333
252.04,3.0732,6.60464444444,5.41903333333,3.78626376812,2.53966666667,10.7936,5.5683,4.60293333334,10.1904666667
252.41,2.6798,6.07551851852,4.486,3.34795362319,2.023,10.3776666667,4.92606666667,4.17733333333,9.58946666666
252.79,2.00253333333,5.03282222222,3.57776666667,3.00667826087,1.0794,9.68066666667,3.873,3.4486,8.55386666667
253.16,2.19046666667,4.67496296296,3.50343333333,2.91869565217,1.10873333333,9.74153333331,3.8638,3.16333333333,8.36066666666
253.54,3.4242,5.72894814815,4.8503,4.2039884058,1.98173333333,10.5763333333,5.23766666667,3.9298,9.05960000001
253.91,3.104,5.45661481481,4.268,3.89310434783,1.39013333333,9.77053333334,4.8179,3.70446666667,8.38059999999
254.28,3.17793333333,4.67164444444,4.04833333333,3.57020869565,0.932666666668,9.47153333333,4.61133333333,3.23333333333,8.18646666666
254.66,4.19346666667,5.00430370371,4.5665,4.02083478261,1.44286666667,9.7512,5.43706666667,3.44,8.62120000001
255.03,3.76353333333,4.46778518518,3.8459,3.67210144927,1.15233333333,9.08346666668,4.76246666666,2.89546666667,7.9536
255.41,3.01253333333,3.56451851852,2.6644,2.89233333333,-0.015733333334,8.26279999999,3.59933333333,1.9952,6.7606
255.78,3.00766666667,3.71904444444,3.03573333333,3.26102898551,0.152733333332,8.16246666667,3.76773333333,1.9702,6.49766666667
256.15,4.30773333333,5.13093333334,4.70606666667,5.30388985507,1.81746666667,9.19580000001,5.06963333333,3.37966666667,8.2676
256.53,5.77486666667,6.54806666667,6.40353333333,6.59806086957,3.40646666667,10.1096,6.6521,4.91233333333,9.82473333334
256.90,6.89213333333,8.1884,8.06353333333,7.4248173913,4.8086,11.4412,8.13533333333,6.3524,11.0791333333
257.28,6.7792,8.3419111111,7.96756666667,7.49777391304,5.15946666667,11.5323333333,8.28013333333,6.2414,11.2883333333
257.65,5.825,8.04966666666,6.94823333333,6.65893043478,4.60426666667,11.048,7.3775,5.60213333333,10.7136666667
258.02,6.4384,8.37251111111,7.33436666667,6.82248695653,5.2584,11.7892,8.08193333333,6.1664,11.357
258.40,5.54413333333,7.77494814815,6.3444,6.05397101449,4.73326666667,11.2333333333,7.40933333333,5.48006666667,10.7256
258.77,5.19153333333,7.53962962963,6.0679,5.86537681159,4.26413333333,11.0960666667,7.00246666667,5.36786666667,10.2739333333
