wavelength,Back_ThlSorf,Belly_ThlSorf,Breast_ThlSorf,Crissum_ThlSorf,Crown_ThlSorf,DorTail_ThlSorf,Rump_ThlSorf,Throat_ThlSorf,WingTip_ThlSorf
559.89,13.8547333333,53.1003259259,30.2693333333,32.4661710145,14.1372,15.6674,19.0247,51.4122,15.7650666667
560.23,13.8379333333,53.1034,30.2846666667,32.5055188406,14.1530666667,15.6716666667,19.0103,51.4796666667,15.7904666667
560.58,13.8523333333,53.0935333333,30.2869333333,32.5288811594,14.2067333333,15.6894,19.0267666666,51.4976,15.8356
560.92,13.824,53.1006148148,30.2839333333,32.5293739131,14.2482,15.6777333333,19.0086666667,51.5382666667,15.8240666667
561.26,13.8404,53.1230666667,30.3235333333,32.5360028986,14.2953333333,15.6684,19.0079666667,51.6123333333,15.8540666667
561.60,13.8608666667,53.1946444444,30.3895,32.5658231884,14.3389333333,15.6778,19.0144666667,51.7320666667,15.8850666667
561.94,13.8987333334,53.2290592593,30.4353666667,32.6173043478,14.4326666667,15.7451333333,19.0570333333,51.7813333333,15.9410666667
562.28,13.9002,53.2666814815,30.4616,32.6359536232,14.4786,15.7323333333,19.0519666667,51.843,15.9074
562.62,13.8912666667,53.2203111111,30.4341333333,32.6258376812,14.4998666667,15.7096,19.0202666667,51.8221333333,15.893
562.96,13.8585333333,53.1521555556,30.3930333333,32.5761217391,14.4958666667,15.6716,18.9637666666,51.8292666667,15.8576
563.30,13.8884666667,53.1814888889,30.4375333333,32.5911478261,14.5694666667,15.6826666667,18.989,51.9085333333,15.8932
563.64,13.8533333333,53.1274148148,30.3813,32.5408144928,14.5984,15.6781333333,18.9759,51.8878666667,15.8897333334
563.99,13.8680666667,53.0877259259,30.3802,32.5123101449,14.6288666667,15.7046666667,18.9776333333,51.9198,15.8718
564.33,13.7983333334,53.0448222222,30.3478666667,32.4612724638,14.5800666667,15.6548,18.9474333333,51.9484666667,15.7965333333
564.67,13.7919333333,53.0297925926,30.3473,32.4389333333,14.5765333333,15.6588666666,18.9393666667,51.9655333334,15.7974
565.01,13.7612666667,53.0256,30.3262,32.3860521739,14.5773333333,15.6654,18.9342666667,52.0144,15.7868666667
565.35,13.7292,52.9776148148,30.2865666667,32.3602173913,14.5652,15.6448666667,18.9213666667,52.024,15.7624666667
565.69,13.7023333333,52.9372,30.2743666667,32.3272753623,14.5563333333,15.6092,18.8978666666,52.0322666667,15.7277333333
566.03,13.7220666667,52.8960888889,30.2799333333,32.3311594203,14.5715333333,15.636,18.9063666667,52.0501333333,15.7625333333
566.37,13.7426666667,52.9475555555,30.3339,32.3673014493,14.6357333333,15.6907333333,18.944,52.1562666666,15.8081333333
566.71,13.7734666667,52.9771407407,30.3772666667,32.4042927536,14.7043333333,15.7337333333,18.9977,52.1881333333,15.8616666667
567.05,13.7716,52.9347777778,30.3699666667,32.3947101449,14.7283333333,15.7276666667,19.0188,52.1514,15.8554
567.39,13.8192666667,53.0133777778,30.4529,32.4667768116,14.7869333333,15.7642666667,19.0486333333,52.2472666667,15.8785333333
567.73,13.8051333333,53.0581925926,30.4526666667,32.4847681159,14.8157333333,15.7448,19.0414666666,52.2896666667,15.8919333333
568.07,13.8641333333,53.1709925926,30.5193666667,32.5430608696,14.8925333333,15.8104,19.0771333333,52.4036,15.947
568.41,13.8914,53.139962963,30.5094333333,32.5548492754,14.9787333333,15.8268,19.0988333333,52.4350666667,15.9594666667
568.75,13.9103333333,53.1146222222,30.5140333333,32.5839304348,15.0139333333,15.8493333334,19.0896,52.4358,15.9583333333
569.09,13.9594,53.1238222222,30.5738,32.6228985507,15.0992,15.8964666667,19.1308666667,52.4896,16.0127333333
569.43,13.9778666667,53.1520296296,30.5872333333,32.6426637681,15.1562666667,15.9618,19.1526666667,52.53,16.0277333334
569.77,13.9562666667,53.2145407407,30.5990333333,32.6471826087,15.1772,15.9646666667,19.1515666667,52.6347333333,16.0443333333
570.11,13.8996666667,53.2013259259,30.5766333333,32.5878492754,15.1306666667,15.9162666667,19.1367333333,52.6592,15.9961333333
570.45,13.8808,53.2261037037,30.5749,32.585057971,15.1466666667,15.9076,19.1204,52.7187333333,16.0038666667
570.79,13.9084666667,53.3130518519,30.6080333333,32.6002927536,15.1916,15.9534,19.1327666667,52.8440666667,16.0320666667
571.13,13.8820666666,53.3021555556,30.6299,32.5851275362,15.2,15.9270666667,19.1277666667,52.9121333333,16.0332666667
571.47,13.9174,53.2601555556,30.6395666667,32.5706608696,15.2619333333,15.9502,19.1440333333,52.9476666667,16.0570666667
571.81,13.9314,53.2796,30.6502333333,32.6029565217,15.3282,15.9618666667,19.1681666667,52.9957333333,16.0834666667
572.15,13.9870666667,53.3622592593,30.7223333333,32.6713217391,15.3882666667,16.0097333333,19.2202333333,53.1188666667,16.1584666667
572.49,13.9590666667,53.3997407407,30.7391333333,32.6853710145,15.3983333333,15.9988666667,19.2109,53.1964666667,16.1264
572.83,13.9519333333,53.3966888889,30.7212333333,32.6799362319,15.4117333333,15.9945333333,19.2017,53.2299333333,16.1006
573.17,13.9867333333,53.4828888889,30.7996666667,32.725942029,15.4547333333,15.9950666667,19.2225,53.3674,16.1501333333
573.51,14.0148666666,53.5190074074,30.8314666667,32.7734086956,15.5216666667,16.0418666667,19.2573333333,53.4308666667,16.1750666667
573.85,14.1268666667,53.5932222222,30.9006666667,32.8786202899,15.6563333333,16.1485333333,19.3390333333,53.5327333333,16.2938666667
574.19,14.1508,53.6248222222,30.9385333333,32.9164173913,15.6972,16.1547333333,19.3570666666,53.6116666667,16.297
574.53,14.1362,53.6139037037,30.9487,32.9500985507,15.7378666667,16.1474666667,19.3419333333,53.6586,16.2805333333
574.87,14.1737333333,53.6427703704,30.9412,32.982084058,15.8044666667,16.2090666667,19.3703666667,53.7018666667,16.3134
575.21,14.1727333333,53.6996518518,30.9828333333,33.0422347826,15.8404666667,16.2393333333,19.3925333333,53.7794666667,16.3203333333
575.55,14.2071333333,53.7131925926,31.0282,33.0755536232,15.8788666667,16.2584,19.4224666667,53.8535333333,16.3442
575.89,14.151,53.6626666667,31.0014,33.0491130435,15.8478666667,16.2136666667,19.3849666667,53.8192666667,16.2999333333
576.22,14.2038,53.7188592593,31.0392,33.1023275362,15.9208,16.2459333333,19.4259333333,53.9030666667,16.3635333334
576.56,14.251,53.7555407407,31.0880333333,33.1563652174,15.9893333333,16.2866666667,19.4501333334,53.997,16.404
576.90,14.2786,53.6888962963,31.0735,33.1547826087,16.0487333333,16.3047333333,19.4756333333,53.9684,16.4094
577.24,14.3034,53.7107185185,31.1145666667,33.1942057971,16.0928,16.3089333333,19.4848,54.0367333333,16.4166
577.58,14.2321333333,53.6402666667,31.0993,33.1760811594,16.0558,16.2560666667,19.3868333333,54.0398,16.3159333333
577.92,14.2614,53.6314592592,31.1137333333,33.202715942,16.1175333333,16.3138,19.4310666667,54.0706,16.3372
578.26,14.269,53.6252074074,31.1219666667,33.2219217391,16.1387333333,16.3196,19.4473,54.0792,16.342
578.60,14.2234666667,53.5840148148,31.1005,33.2145362319,16.1105333334,16.2816,19.4128,54.0690666667,16.307
578.94,14.2532,53.637762963,31.1465,33.2478666667,16.1716,16.284,19.4245333333,54.1207333333,16.3339333333
579.28,14.2574666667,53.6222222222,31.1245333333,33.2630695652,16.2012,16.3014,19.4091666667,54.1166,16.3414666667
579.61,14.3062666667,53.6233703704,31.1206,33.2933507246,16.2598666667,16.3576666667,19.4246,54.1444,16.3713333333
579.95,14.3684,53.631162963,31.1807666667,33.3549391304,16.3474666667,16.4368666667,19.4771,54.2092,16.4345333333
580.29,14.4033333333,53.621,31.2069333333,33.4045130435,16.4266666667,16.5152,19.5171,54.2559333333,16.4707333333
580.63,14.4092,53.6019555555,31.1972,33.4266260869,16.4689333333,16.5397333333,19.5024333333,54.2820666667,16.4974
580.97,14.467,53.5614444445,31.2217666667,33.4363768116,16.5588,16.5638666667,19.5473,54.2755333333,16.5453333333
581.31,14.5699333333,53.6287703704,31.2821666667,33.5070927536,16.736,16.6507333333,19.6573,54.3238666667,16.6623333333
581.65,14.6051333333,53.6529851852,31.3181666667,33.5589188406,16.8018666667,16.6554,19.6485666667,54.3764,16.6835333333
581.98,14.6572,53.7018296296,31.3644333333,33.6331942029,16.8613333333,16.7004,19.6711333333,54.4917333333,16.7458666667
582.32,14.6948,53.7805481481,31.4232,33.6866115942,16.9602,16.7261333333,19.6886666667,54.6034666667,16.7945333333
582.66,14.6942,53.7597185185,31.4639,33.7194173913,16.9786666667,16.7395333333,19.7085666667,54.6571333333,16.8317333333
583.00,14.6525333333,53.7369925926,31.4540333333,33.689884058,16.9985333333,16.7251333333,19.6647666667,54.6884,16.8077333333
583.34,14.6175333333,53.851637037,31.5028333333,33.7362115942,17.0549333333,16.7208,19.6723666667,54.8195333333,16.8045333333
583.68,14.5445333333,53.7797185185,31.4481,33.6411565218,17.0325333334,16.6480666667,19.6037666667,54.7699333333,16.7299333333
584.01,14.5226666667,53.7961703704,31.4518,33.6532492754,17.0591333334,16.6180666667,19.6013333333,54.7596,16.7564
584.35,14.4458,53.7899925926,31.4329666667,33.6360173913,17.0238,16.5499333333,19.5532666667,54.7916,16.6878666667
584.69,14.3292666667,53.8050592593,31.3859,33.6113565218,16.9772666667,16.5061333333,19.4641,54.8308666667,16.6110666667
585.03,14.2982666667,53.7602444444,31.3700333333,33.593857971,16.9108666667,16.4456666667,19.4315,54.87,16.5763333333
585.37,14.236,53.6631703704,31.2928666667,33.4817565218,16.8705333333,16.3705333333,19.3739,54.799,16.5304666667
585.70,14.2078,53.6397185185,31.2786666667,33.4327681159,16.8938666667,16.3563333333,19.3756666667,54.7751333333,16.4964
586.04,14.2304,53.5723555555,31.2552666667,33.4080724638,16.8974666667,16.3590666667,19.3866,54.7412666667,16.4899333333
586.38,14.2239333333,53.5868074074,31.2274,33.4020550725,16.9338666667,16.3772,19.3710666667,54.7893333333,16.4774
586.72,14.2937333333,53.665162963,31.3041,33.4624202899,16.9841333333,16.4477333333,19.4595,54.8482666667,16.5639333333
587.06,14.3126,53.6110962963,31.3342666667,33.4076,16.967,16.4426666666,19.4551666667,54.8463333333,16.5358
587.39,14.3632666667,53.6570148148,31.3709333333,33.4450434783,17.0248666667,16.5044666667,19.5198333333,54.915,16.5873333333
587.73,14.3862,53.6735481481,31.3909333333,33.4341652174,17.0379333333,16.5362666667,19.5142333333,54.9872,16.5891333333
588.07,14.4686666667,53.7833333333,31.4858666667,33.4719130435,17.1055333333,16.6132666667,19.5892333333,55.1077333333,16.6766666666
588.41,14.5241333333,53.7916740741,31.5275,33.4710782609,17.1769333334,16.6646666667,19.6405,55.129,16.744
588.74,14.5282,53.8394,31.5739,33.4795478261,17.2194666667,16.6974,19.6375666667,55.1770666667,16.7455333333
589.08,14.525,53.9320074074,31.6081666667,33.5480173913,17.2885333333,16.7637333333,19.6841,55.2762,16.7693333333
589.42,14.5256,53.9314962963,31.5940666667,33.5467072464,17.3061333333,16.7604,19.6629333333,55.2826666667,16.7585333333
589.76,14.5435333333,53.9730296296,31.6457333333,33.6114898551,17.3690666666,16.8250666667,19.7157333333,55.3476666667,16.7915333333
590.09,14.6057333333,53.9991259259,31.7097333333,33.6690869565,17.4446666667,16.8986,19.7972333333,55.3754,16.8220666667
590.43,14.5846,53.965962963,31.6725,33.6622202898,17.4720666667,16.8646666667,19.7515,55.3722666667,16.77
590.77,14.6394666667,54.0115777778,31.7064666667,33.7208492754,17.5676666667,16.9118666667,19.7862,55.4731333333,16.8432
591.11,14.6134,54.0434518519,31.7242,33.7543768116,17.5928,16.8844666667,19.7455666667,55.5071333333,16.8117333333
591.44,14.5951333333,54.0863111111,31.7491333333,33.7499536232,17.6436,16.8616666667,19.7461666667,55.5181333333,16.8242
591.78,14.5816666667,54.0804148148,31.7397333333,33.7770898551,17.7212666667,16.8994666666,19.7399,55.5044666667,16.8304666667
592.12,14.5866666667,54.1131407407,31.7415,33.8271130435,17.7582,16.9098,19.758,55.578,16.8403333333
592.46,14.5506,54.0661333333,31.6929666667,33.8122637681,17.7704666667,16.9254,19.7617333333,55.5702,16.8426666667
592.79,14.5948,53.9998296296,31.7175,33.8305913044,17.7878666667,16.9662,19.7506,55.5733333333,16.8673333333
593.13,14.6668666667,54.0627407407,31.8021666667,33.8992985507,17.8883333333,17.0543333333,19.8422,55.6926,16.9464
593.47,14.6842666667,54.1299407407,31.8298333333,33.8801246377,17.9208666667,17.0541333334,19.8373333333,55.7698,16.9607333333
593.80,14.6544,54.0751925926,31.7649333333,33.8101072464,17.9306,17.0058666667,19.7888,55.7201333333,16.965
594.14,14.6312666667,54.0614888889,31.7701666667,33.7886608696,17.9443333333,17.004,19.7908333333,55.7744666667,16.9758666667
594.48,14.5934666667,54.1428666666,31.8148,33.8023884058,17.9695333333,17.028,19.8133333333,55.8590666666,16.9856666667
594.81,14.5793333333,54.1019185185,31.8109333333,33.7957188406,17.9641333333,17.064,19.8088666667,55.89,17.0
595.15,14.5430666667,54.0361629629,31.7553,33.7448492754,17.9247333333,17.0624666667,19.7791,55.8746,16.9631333333
595.49,14.5280666667,54.0142222222,31.7288,33.7235797101,17.9050666667,17.0309333333,19.7837,55.8985333333,16.9472
595.82,14.5466666666,53.9735481481,31.7308333333,33.7029623188,17.9340666667,17.0548,19.7766333333,55.926,16.9614
596.16,14.5842666667,54.0071703704,31.7400333333,33.6910521739,17.9624666667,17.0346666667,19.7512333334,55.9985333333,16.9929333333
596.50,14.6111333333,54.1065037037,31.8009666667,33.7293217391,18.0229333333,17.0426666667,19.7787666667,56.089,17.0215333333
596.83,14.6186,54.170037037,31.8496666667,33.7834434783,18.0555333333,17.0718666667,19.8050666667,56.1490666667,17.0689333333
597.17,14.5922,54.1556296296,31.8240333333,33.8093594203,18.0613333333,17.0434,19.8016666667,56.1924,17.0538
597.51,14.6138666667,54.2262444444,31.8595333333,33.8682695652,18.097,17.0612666667,19.8006666667,56.3371333333,17.0532666667
597.84,14.6129333333,54.1992814815,31.8353666667,33.865515942,18.1211333333,17.0477333333,19.7873666667,56.3348,17.0221333334
598.18,14.6127333333,54.1916962963,31.8138,33.8925507246,18.1758666667,17.0411333334,19.7803,56.3203333333,17.0149333333
598.52,14.6215333333,54.2605555556,31.7981333333,33.9256985507,18.2016666667,17.0497333333,19.7835,56.4058,17.0113333333
598.85,14.6174,54.2405407407,31.8030333333,33.9383710145,18.2336666667,17.0358666667,19.7708666667,56.4366666667,17.0045333333
599.19,14.6601333333,54.2819037037,31.8630666667,34.0113449275,18.3016,17.076,19.7958,56.5350666667,17.0427333333
599.53,14.6244666667,54.274037037,31.8536,34.0414347826,18.3135333333,17.0526,19.7697,56.5072,17.0185333333
599.86,14.6084666667,54.2070222222,31.8492333333,34.0703565217,18.3565333333,17.0834,19.8042666667,56.4381333333,17.0014
600.20,14.5912666667,54.1797555556,31.7918666667,34.0609072464,18.3731333333,17.0824666667,19.7961666667,56.4777333333,17.0238666667
600.53,14.5092,54.1002814815,31.7331,33.9763971014,18.3677333333,17.0251333333,19.6985666667,56.4751333333,16.9644
600.87,14.5136,54.073162963,31.7946333333,33.9427014493,18.4094666667,17.0846666667,19.7119,56.4679333333,17.0134
601.21,14.4434,54.083562963,31.7862333333,33.9079623189,18.3748666666,17.0861333333,19.7090333334,56.4614666667,16.9721333333
601.54,14.4804666667,54.1914592593,31.9049666667,33.9661304348,18.4334666667,17.147,19.759,56.5828,17.0727333333
601.88,14.5242,54.1278296296,31.9172,33.9321971015,18.4504,17.2115333333,19.7861666667,56.5877333333,17.123
602.21,14.5259333333,54.0978962963,31.9569333333,33.9080666667,18.5208,17.1854666667,19.7816666667,56.5685333333,17.1612666667
602.55,14.5168,54.0880888889,31.9444,33.8944057971,18.5317333333,17.1854,19.7958,56.5925333333,17.1748
602.88,14.543,54.0974444445,31.9736333333,33.9025333333,18.5808,17.2475333333,19.8026333333,56.6141333333,17.2052666667
603.22,14.6282,54.1754296296,32.0521333333,33.9359826087,18.6816,17.3197333333,19.9135333333,56.699,17.274
603.56,14.6671333333,54.2773333333,32.1329,33.9805594203,18.7316,17.3577333333,19.9631,56.8152666667,17.3088
603.89,14.6526,54.2813259259,32.1545666667,34.0013507246,18.7393333333,17.3414666667,19.9441,56.8218,17.2962
604.23,14.7352666667,54.3275037037,32.2038666667,34.0479275362,18.7947333333,17.3978666667,20.0226,56.8584666667,17.3546666667
604.56,14.779,54.4465481482,32.2165666667,34.1230985507,18.8616,17.4115333333,20.0513,56.9690666667,17.3821333333
604.90,14.8204,54.447637037,32.2482,34.163826087,18.9380666667,17.4371333333,20.0616,56.9861333333,17.4220666667
605.23,14.8568666667,54.4334074074,32.2514,34.1893304348,18.9938,17.4541333333,20.0656,57.0307333333,17.4223333333
605.57,14.8415333333,54.4329703704,32.2173666667,34.2134492753,19.0061333333,17.4282666666,20.0356,57.0453333333,17.3919333333
605.90,14.8750666667,54.4329407407,32.2393,34.2461884058,19.0362,17.4532,20.0555,57.0551333333,17.4086666667
606.24,14.9447333333,54.5664148148,32.3554,34.3546115942,19.1618,17.5369333334,20.1339666667,57.2152666667,17.4813333333
606.58,14.9482666667,54.5401851852,32.3414666667,34.3437768116,19.2015333333,17.5261333334,20.1508666667,57.2090666667,17.4858
606.91,14.8769333333,54.5154148148,32.3292333333,34.3086028986,19.1786666667,17.4884666667,20.0714666667,57.2509333333,17.4433333333
607.25,14.8366666667,54.4085407407,32.2383,34.2330927536,19.1908,17.4624666667,20.0039,57.206,17.3944666667
607.58,14.8304,54.3463555555,32.1967,34.1695333333,19.1952,17.4694666667,19.9991333333,57.1314,17.3622666667
607.92,14.7978,54.3090740741,32.1535666667,34.1737681159,19.2166666666,17.4678666667,19.9453666667,57.1467333333,17.329
608.25,14.8111333333,54.2157777778,32.1576,34.1623449275,19.2679333333,17.5294,19.9411666667,57.1196,17.3486
608.59,14.809,54.1442814815,32.1239333333,34.1230086956,19.2918666667,17.5537333333,19.9270666667,57.1128666667,17.3476
608.92,14.7790666667,54.0867037037,32.0484333333,34.1000144928,19.2680666667,17.5606,19.9072666666,57.0516,17.3168
609.26,14.8224666667,54.0677185185,32.0594,34.1151710145,19.3263333333,17.6101333334,19.8998,57.0984666667,17.3414
609.59,14.8296666667,54.0780296296,32.0617666667,34.1683188406,19.3916666666,17.6788,19.9130333333,57.1801333333,17.3513333333
609.93,14.8965333333,54.0780074074,32.0768666667,34.2355536232,19.4688,17.7608,19.9319,57.2089333333,17.3933333333
610.26,14.8764666667,54.0578666667,32.0549,34.2456318841,19.4986,17.7690666667,19.891,57.2188,17.3952666667
610.60,14.9054666667,53.9478222222,31.975,34.2022144928,19.5132,17.7953333333,19.8574666667,57.0847333333,17.366
610.93,14.9870666667,54.094362963,32.0595,34.3390782609,19.6379333333,17.9213333333,19.9379666666,57.1988666667,17.4653333333
611.27,15.051,54.1866666667,32.1527666667,34.4373014493,19.7726666667,18.0002,19.9702,57.3213333333,17.5254666667
611.60,15.1164,54.2485333333,32.2443333333,34.5043855072,19.8839333333,18.0819333333,20.0265666667,57.3951333333,17.585
611.93,15.0999333333,54.2136592593,32.1823666667,34.4742927536,19.9055333334,18.0582666667,19.9814333333,57.3333333334,17.5362666667
612.27,15.145,54.2371185185,32.2034666667,34.5416202899,19.9866,18.0728666667,20.0247,57.3548666667,17.5862
612.60,15.2385333333,54.3780592593,32.3305,34.6585884058,20.1446,18.1606,20.1149333333,57.5187333333,17.6784666667
612.94,15.2152,54.4483555555,32.3781666667,34.6900463768,20.2147333333,18.1836,20.1479666667,57.5476666667,17.6973333333
613.27,15.1966666667,54.4428666667,32.3712333333,34.6523188406,20.1962,18.1558666667,20.1504,57.5449333334,17.6766666667
613.61,15.1029333333,54.4014444444,32.3154666667,34.5358434783,20.1587333333,18.0462,20.0502666667,57.4882666667,17.5885333333
613.94,15.1239333333,54.5242296296,32.3341333333,34.6185304348,20.2108666667,18.1025333333,20.0921,57.6096666667,17.6274666667
614.28,15.1733333333,54.7301481481,32.4610333333,34.7966753623,20.3304666667,18.1458666667,20.1828,57.8811333333,17.7171333333
614.61,15.1083333333,54.6037481481,32.3991666667,34.731857971,20.2784666667,18.0598,20.1212666666,57.7927333333,17.6583333334
614.94,15.1025333333,54.5942814815,32.4375,34.7671362319,20.2936666667,18.1116666667,20.1822,57.9157333333,17.6748
615.28,15.0819333333,54.4922814815,32.3559,34.6708173913,20.2676666667,18.0646,20.1434666667,57.8307333334,17.6540666667
615.61,15.135,54.6035037037,32.4745,34.7705536232,20.342,18.1262,20.2193333333,58.0058666667,17.7386666667
615.95,15.1333333333,54.6691777778,32.5404666667,34.7834521739,20.3534666667,18.1844,20.2298666667,58.1097333333,17.7751333333
616.28,15.1076666667,54.6447481482,32.5163666667,34.7437333333,20.3106,18.2028666667,20.1891666667,58.1274,17.7452666667
616.61,15.1627333333,54.6845851852,32.6014,34.7777391304,20.3454666667,18.2384666667,20.2496,58.2424,17.7542666666
616.95,15.2239333334,54.7464518518,32.6677,34.8306927536,20.4632,18.3134,20.3070666667,58.3133333333,17.8292666667
617.28,15.2508666667,54.8241259259,32.7041333333,34.9114666667,20.4821333333,18.3686666667,20.3528666667,58.4017333333,17.8563333333
617.62,15.2488,54.7425259259,32.7500666667,34.8626985507,20.4723333333,18.3778666667,20.3511333333,58.384,17.8416
617.95,15.2214666666,54.6788592593,32.7239666667,34.7695333333,20.4328666667,18.3749333333,20.3159,58.3130666667,17.8052666667
618.28,15.1465333333,54.6396814815,32.6999,34.7206753623,20.3844,18.3296666667,20.2742,58.3235333333,17.7402
618.62,15.1667333333,54.6484740741,32.6903,34.6889768116,20.4268,18.3469333333,20.2751333334,58.2566,17.7604
618.95,15.1910666667,54.7059037037,32.7990666667,34.773657971,20.4971333333,18.4327333333,20.3361333333,58.3103333333,17.7902666667
619.28,15.1932666667,54.7572962963,32.8372,34.8084115942,20.5221333333,18.4971333333,20.3802333333,58.3252666667,17.8229333333
619.62,15.2654666667,54.7907333333,32.8656333333,34.8320028985,20.6084666667,18.5633333333,20.4373,58.3747333333,17.864
619.95,15.1668666667,54.7679333333,32.8001666667,34.7793565217,20.5608,18.4826666667,20.3804333333,58.3670666666,17.8294666667
620.28,15.1502666667,54.7319481481,32.7144333333,34.8188666667,20.5946666667,18.5066,20.3794,58.2855333333,17.8527333333
620.62,15.1364666667,54.7451037037,32.7000333333,34.7963043478,20.5808666667,18.4878,20.3512666667,58.2407333333,17.8404666667
620.95,15.1331333333,54.7130592593,32.7152333333,34.8321449275,20.6579333333,18.5277333333,20.4023,58.262,17.8886
621.28,15.1918,54.906562963,32.7975666667,34.9310637681,20.8163333333,18.5701333333,20.5015333333,58.4132,17.9692666667
621.62,15.2136666667,54.954962963,32.8432333333,35.0362637681,20.8910666667,18.6003333333,20.5335666667,58.4883333333,18.0372666667
621.95,15.3150666667,55.1259407407,32.9838,35.1833681159,21.0605333334,18.7118666667,20.6047333333,58.6912666667,18.1774
622.28,15.2906,55.0827777778,32.9473666667,35.1701130435,21.0725333333,18.6861333333,20.5646333333,58.734,18.1536
622.62,15.2752666667,55.145237037,32.9220333333,35.1790637681,21.0730666667,18.699,20.5476333333,58.8082666667,18.163
622.95,15.2352666667,55.1463481481,32.9191,35.1437652174,21.0830666667,18.6705333333,20.5198333333,58.889,18.1344
623.28,15.1545333334,55.1212962963,32.947,35.1768521739,21.0488,18.6282666667,20.4655,58.9042666667,18.1144666667
623.62,15.1988,54.9787259259,32.9657,35.1504463768,21.1398,18.6482666667,20.512,58.7627333333,18.1349333333
623.95,15.1854666666,54.9370444445,32.9967333333,35.1060057971,21.1012,18.6374,20.4967,58.7128666667,18.1557333333
624.28,15.1348666667,54.8981777778,32.9211333333,35.0720869565,21.0691333333,18.6046666667,20.4547666667,58.7098666667,18.1177333333
624.62,15.1086666667,54.9227777778,32.9353,35.0225507247,21.0322666667,18.5876,20.4043666667,58.7051333333,18.0925333333
624.95,15.0314666667,54.8159555556,32.8694333333,34.9102492754,20.9216,18.5159333333,20.3067666667,58.6556666667,18.0329333333
625.28,15.0426,54.8234444444,32.8973333333,34.8593536232,20.9616666667,18.5463333333,20.3248,58.702,18.0186666667
625.61,15.041,54.7874222222,32.8670666667,34.8245681159,20.928,18.5281333333,20.3518333334,58.7258,17.9964666667
625.95,15.0548666667,54.7576296296,32.8619333333,34.8170115942,20.9135333333,18.5294666666,20.3506333333,58.6510666667,17.999
626.28,15.0195333333,54.7279851852,32.8788,34.7704753623,20.8878666667,18.4871333333,20.3298333333,58.6512,17.9896
626.61,15.0408666666,54.7510370371,32.8858333333,34.8139304348,20.9290666667,18.4926666667,20.321,58.6994,17.9852
626.94,15.067,54.8263925926,32.9066666667,34.8359565217,20.9990666667,18.5034,20.3766333333,58.7871333334,17.9544666667
627.28,15.1192666667,54.9998444444,33.0009333333,34.8841797102,21.0410666667,18.5686,20.4328333333,58.9167333333,17.9984
627.61,15.1723333333,55.0412518519,33.001,34.8817246377,21.0922666667,18.5732,20.4266,58.9895333333,18.0133333333
627.94,15.2958666667,55.0920222222,33.1533333333,34.9689536232,21.2318666667,18.7213333333,20.5376333333,59.1141333333,18.1224666667
628.27,15.4128666667,55.1515259259,33.2125333333,35.0765275362,21.357,18.7978666667,20.619,59.2109333333,18.2150666666
628.61,15.4599333333,55.2240074074,33.2727333333,35.1500347826,21.4666666667,18.8728666667,20.6624666667,59.3196,18.2525333333
628.94,15.5182,55.2873259259,33.3333333333,35.2220869565,21.5234,18.8994,20.7055333333,59.4046,18.3007333333
629.27,15.5678,55.3490074074,33.4088666667,35.2848376812,21.6357333333,18.9638,20.7323666667,59.4351333333,18.3506
629.60,15.6528,55.5114518519,33.5335333333,35.3973391305,21.7780666667,19.0604,20.8064666667,59.6335333333,18.4537333333
629.94,15.6376666667,55.486637037,33.4864,35.4352782609,21.8322,19.0574,20.7978666667,59.6960666667,18.412
630.27,15.6568,55.4766222222,33.5258666667,35.4404666667,21.8608666667,19.0632666667,20.8164,59.7048,18.4432
630.60,15.6347333333,55.4595333333,33.4649333333,35.3534666667,21.8093333333,19.0402,20.7478666667,59.6656666667,18.4326
630.93,15.6153333333,55.4982592593,33.4621,35.4019913043,21.8516666667,19.0274666667,20.7275,59.7506666667,18.4334
631.26,15.6006,55.5696666667,33.5453333333,35.4710028986,21.9176666667,19.0614666667,20.7750666667,59.8832,18.475
631.60,15.5454,55.632362963,33.5444,35.4751826087,21.9204666667,18.9904,20.7523333333,59.952,18.4529333334
631.93,15.4928666667,55.6182444445,33.5188,35.4140492754,21.9284666667,18.9814,20.7378,59.9953333333,18.4332666666
632.26,15.4698,55.5324740741,33.4342666667,35.3665391304,21.8879333333,18.9560666667,20.7163333333,59.8952666667,18.3965333333
632.59,15.3906,55.4838962963,33.3837666667,35.3067942029,21.8368666667,18.9204666667,20.6682333333,59.8115333333,18.3608666667
632.92,15.3642666667,55.3920518519,33.3044666667,35.2158753623,21.7619333333,18.8782666667,20.6040333333,59.7564666667,18.3346
633.26,15.2763333333,55.3542296296,33.2885,35.1622260869,21.7142,18.8495333333,20.5558333333,59.7878666667,18.277
633.59,15.3438666666,55.3775259259,33.3508,35.206742029,21.7635333333,18.9113333333,20.6177,59.773,18.3594666667
633.92,15.3199333334,55.2908592593,33.3189333333,35.1495565218,21.7292666667,18.9024666667,20.6127,59.7431333334,18.3270666666
634.25,15.3884,55.3308148148,33.3763666667,35.2662927536,21.8440666667,18.9618,20.7022666667,59.8025333333,18.4026
634.58,15.4096,55.3285925926,33.3854333333,35.2999855072,21.8956,18.9946,20.7277666667,59.8648,18.4316
634.91,15.4143333333,55.3108592593,33.3521,35.3042724638,21.9191333333,18.9909333333,20.7135666667,59.8461333333,18.4186666667
