wavelength,Back_IncLaef,Belly_IncLaef,Breast_IncLaef,Crissum_IncLaef,Crown_IncLaef,DorTail_IncLaef,Patch10_IncLaef,Patch11_IncLaef,Rump_IncLaef,Throat_IncLaef,WingTip_IncLaef
357.29,6.64091666667,15.9776666666,15.7381666666,12.47425,8.25175,6.07066666667,12.2608333333,38.7381666667,7.84691666667,6.79833333334,7.61758333333
357.66,6.84241666667,16.16725,15.9115,12.6750833333,8.42075,6.24308333333,12.4248333333,38.9071666666,8.00716666667,6.97891666667,7.78241666666
358.02,6.92633333333,16.24625,16.005,12.7306666666,8.49575,6.24641666667,12.53725,38.9635833333,8.0445,7.00333333333,7.82658333332
358.38,6.87625,16.1990833333,15.9864166667,12.7074166666,8.42133333333,6.14491666667,12.5326666667,38.9275833334,7.97491666667,6.92233333333,7.74258333333
358.75,6.93791666667,16.2733333333,16.0673333333,12.7619166667,8.46475,6.16608333333,12.60975,39.0125833333,8.0355,6.964,7.75024999999
359.11,6.95283333333,16.26825,16.0959166667,12.77275,8.44783333333,6.15566666667,12.59825,38.98225,8.061,6.94916666667,7.73491666666
359.48,7.04275,16.4111666667,16.2125,12.8601666667,8.52333333333,6.1965,12.71425,39.1135,8.12991666667,7.01025,7.818
359.84,7.03983333333,16.41175,16.1885833333,12.8615,8.52875,6.16883333333,12.7671666667,39.1744166666,8.11925,7.01058333333,7.82399999999
360.20,6.99908333333,16.4150833334,16.1869166667,12.8265833333,8.44591666667,6.14441666667,12.8165,39.2444166666,8.11708333333,6.94575,7.80558333332
360.57,6.95758333334,16.381,16.1521666667,12.7953333333,8.40475,6.09258333333,12.7991666667,39.18725,8.04366666667,6.89675,7.77683333333
360.93,6.84558333333,16.3586666667,16.1211666666,12.7425,8.30666666667,5.97858333333,12.7500833333,39.2340833333,7.96075,6.79325,7.67791666667
361.29,6.7245,16.2914166667,16.0396666667,12.6760833333,8.19241666667,5.84758333333,12.6923333333,39.2803333333,7.83641666667,6.71716666666,7.5815
361.66,6.7045,16.3044166666,16.05375,12.6445833333,8.12816666667,5.7975,12.6814166666,39.2443333333,7.80858333334,6.6885,7.54108333334
362.02,6.72666666667,16.31775,16.07475,12.6854166667,8.11908333334,5.81825,12.7164166667,39.3238333333,7.8555,6.69016666667,7.56308333333
362.39,6.70066666667,16.33575,16.0495833333,12.65325,8.12041666667,5.816,12.73025,39.3601666667,7.84325,6.6625,7.55725
362.75,6.62391666667,16.3558333333,16.0410833333,12.6275833333,8.08,5.7775,12.749,39.4023333333,7.8075,6.65283333333,7.54025
363.11,6.65691666666,16.4573333333,16.1236666667,12.7429166667,8.14225,5.787,12.8445833333,39.5714166667,7.8445,6.68916666667,7.58400000001
363.48,6.64275,16.4470833333,16.135,12.7895833333,8.13791666667,5.80075,12.85125,39.5953333333,7.86825,6.6765,7.56358333333
363.84,6.64083333333,16.5175,16.1834166667,12.80825,8.1135,5.80116666667,12.86225,39.6400833333,7.87333333333,6.65441666667,7.54266666668
364.20,6.67908333333,16.627,16.2745,12.9111666667,8.17141666666,5.84225,12.9649166667,39.7635833333,7.92133333333,6.71566666667,7.56158333333
364.57,6.683,16.7188333333,16.3500833333,12.9615,8.1785,5.87166666666,13.01425,39.869,7.97875,6.75366666667,7.57608333333
364.93,6.808,16.8783333333,16.4285833334,13.0981666667,8.29766666667,5.97858333333,13.1439166667,39.9028333334,8.10583333333,6.87433333333,7.68833333334
365.29,6.874,16.9750833333,16.51325,13.2025,8.39508333334,6.03425,13.2091666667,39.9788333333,8.16908333333,6.90841666666,7.73941666667
365.66,6.88583333334,17.0716666667,16.6111666666,13.2759166666,8.46483333333,6.06441666667,13.3606666667,40.1215833334,8.206,6.88641666667,7.78416666668
366.02,6.91808333333,17.2029166667,16.7015833334,13.3234166667,8.50058333333,6.08075,13.4183333333,40.2125,8.21716666667,6.92491666667,7.79791666667
366.38,7.02091666667,17.3523333333,16.8508333333,13.4634166667,8.5985,6.19191666667,13.5224166667,40.27675,8.34091666667,7.03858333333,7.90641666667
366.75,7.13483333333,17.4578333333,16.9624166667,13.5781666667,8.70275,6.28316666667,13.63725,40.3834166666,8.4195,7.09966666666,7.99199999999
367.11,7.16191666667,17.5046666667,16.9684166667,13.5654166667,8.70608333333,6.30408333333,13.67575,40.3518333334,8.40725,7.102,7.99166666666
367.47,7.20566666667,17.6073333333,17.0701666666,13.5791666667,8.78741666666,6.31341666666,13.75775,40.4351666666,8.41916666666,7.12958333333,8.01074999999
367.84,7.278,17.6928333333,17.1843333333,13.6709166667,8.90683333334,6.38741666667,13.8768333333,40.62875,8.51008333334,7.21525,8.07825
368.20,7.26191666666,17.6500833333,17.211,13.6348333333,8.91925,6.34941666667,13.789,40.5110833333,8.45058333333,7.18133333333,8.04366666667
368.56,7.3065,17.7365,17.3070833333,13.7196666667,9.00899999999,6.38275,13.8948333333,40.5925833333,8.51975,7.20291666667,8.09000000001
368.93,7.33333333333,17.7806666667,17.3824166666,13.7555,9.05808333332,6.39233333334,13.9450833333,40.7091666666,8.56058333333,7.22491666667,8.08175
369.29,7.31508333333,17.7725,17.3666666667,13.6996666667,8.99600000001,6.35566666666,13.9725,40.6221666667,8.53475,7.16741666666,8.04416666667
369.65,7.27166666667,17.7666666666,17.3553333333,13.6638333334,8.98008333333,6.30825,13.922,40.6374166666,8.49483333334,7.15566666666,8.01274999999
370.01,7.22908333333,17.7505833334,17.3364166667,13.6534166667,8.95049999999,6.29366666667,13.9436666667,40.6768333333,8.48591666667,7.11125,7.99891666667
370.38,7.23658333334,17.8474166667,17.3910833334,13.6966666667,8.95574999999,6.28175,14.0015833333,40.7929166667,8.48608333333,7.10283333333,8.01033333333
370.74,7.19158333333,17.875,17.394,13.72475,8.90566666666,6.234,14.0340833333,40.8729166667,8.44266666666,7.0895,7.96349999999
371.10,7.12125,17.8701666667,17.3978333333,13.714,8.85416666667,6.19691666667,14.0285833333,40.8671666667,8.40791666667,7.02858333333,7.93808333333
371.46,7.09233333333,17.8591666667,17.3545,13.7408333333,8.78925,6.17541666667,14.0414166667,40.9379166666,8.377,7.00258333333,7.90391666667
371.83,7.04083333333,17.8843333333,17.3106666667,13.7435833333,8.71349999999,6.10808333334,14.00475,40.8756666667,8.31016666667,6.945,7.87399999999
372.19,7.04591666667,17.93175,17.313,13.7880833334,8.70900000001,6.07941666667,14.0724166666,40.9739166667,8.338,6.90741666667,7.87516666667
372.55,7.10508333334,18.0248333333,17.39825,13.883,8.73108333333,6.15183333333,14.1220833333,41.0773333333,8.36283333333,6.97791666667,7.94091666668
372.92,7.079,18.0245,17.4311666667,13.8791666667,8.68458333334,6.13666666667,14.1271666666,41.07,8.336,6.95591666666,7.94491666667
373.28,7.09383333333,18.1478333334,17.5389166667,13.969,8.75341666668,6.19208333333,14.1955833333,41.2173333333,8.38141666667,7.00133333333,7.99941666666
373.64,7.10266666666,18.2540833333,17.60075,13.9858333334,8.76741666668,6.22333333333,14.24875,41.3275833333,8.4075,7.00491666667,7.98066666667
374.00,7.04691666667,18.2694166666,17.6141666667,13.9795833333,8.77299999999,6.1665,14.2594166667,41.3659166667,8.34883333333,6.94958333333,7.87766666667
374.37,6.94675,18.2185,17.5910833333,13.9059166667,8.68208333333,6.07766666667,14.2676666667,41.4001666667,8.23825,6.8605,7.77075000001
374.73,6.95141666667,18.2751666667,17.6458333334,13.9319166667,8.71941666666,6.07758333333,14.3045,41.4345,8.24675,6.84241666667,7.77999999999
375.09,6.98666666667,18.343,17.68875,13.9749166666,8.769,6.08741666667,14.3226666667,41.41275,8.29591666667,6.86741666667,7.79649999999
375.45,6.99175,18.4204166667,17.74275,14.0270833333,8.81866666667,6.09983333333,14.37675,41.41375,8.33258333333,6.87583333334,7.79391666667
375.81,7.01583333333,18.4605,17.7929166667,14.025,8.83983333334,6.11633333333,14.4179166667,41.4414166667,8.37758333333,6.86708333333,7.77308333334
376.18,7.03741666667,18.541,17.8315833333,14.042,8.85041666666,6.14775,14.47525,41.4580833333,8.378,6.88258333333,7.78283333334
376.54,6.96083333333,18.47125,17.7435833333,13.9614166666,8.76741666666,6.0405,14.4235,41.41025,8.30466666667,6.79091666666,7.67050000001
376.90,6.9315,18.5165833333,17.7523333333,14.007,8.75683333333,6.01008333333,14.48225,41.4761666667,8.29825,6.791,7.64366666666
377.26,6.9275,18.50775,17.721,14.0264166667,8.72091666668,5.96241666667,14.4940833333,41.5026666667,8.2405,6.76633333333,7.60733333333
377.63,6.90683333333,18.4684166667,17.6883333333,14.0301666667,8.66891666668,5.92591666667,14.4601666667,41.4360833333,8.20666666666,6.74883333333,7.55716666666
377.99,6.96975,18.5426666667,17.7520833333,14.0499166667,8.67975000001,5.96375,14.5358333334,41.4625,8.24283333333,6.7625,7.59250000001
378.35,7.06483333333,18.62625,17.7851666667,14.1188333334,8.76566666667,6.03633333333,14.5805833333,41.4628333333,8.3465,6.80383333333,7.64266666667
378.71,7.02358333333,18.65075,17.7895,14.1101666667,8.74066666667,6.00833333333,14.5559166666,41.4455833333,8.35008333333,6.78908333333,7.60149999999
379.07,6.99558333333,18.6516666667,17.7554166667,14.109,8.68783333334,5.94575,14.5919166667,41.5315833333,8.29658333334,6.74808333333,7.5515
379.44,6.99875,18.6640833333,17.7571666667,14.0983333333,8.666,5.9235,14.611,41.5594166667,8.28266666667,6.72283333333,7.57591666666
379.80,7.05966666667,18.7640833333,17.8239166666,14.2260833334,8.71366666667,5.95025,14.7200833333,41.628,8.31233333333,6.78958333334,7.63299999999
380.16,7.10166666667,18.8360833333,17.8768333333,14.2835,8.75875,5.961,14.7790833333,41.69775,8.337,6.8135,7.64449999999
380.52,7.07666666666,18.8696666667,17.9011666667,14.292,8.75216666667,5.94791666667,14.8139166667,41.7340833333,8.32583333333,6.78583333333,7.63708333333
380.88,7.10133333333,18.9185,17.9391666667,14.3260833333,8.75575,5.95166666666,14.8523333333,41.758,8.322,6.7735,7.64591666667
381.24,7.07275,18.9356666667,17.9844166666,14.32425,8.76466666667,5.9415,14.88275,41.7968333333,8.35558333333,6.77391666667,7.63083333334
381.61,7.12783333333,19.0045833333,18.0455833333,14.3923333333,8.84575,5.95966666667,14.9893333334,41.89275,8.403,6.79166666666,7.68299999999
381.97,7.13,19.0700833333,18.0855,14.4621666667,8.88649999999,5.93816666667,15.01925,41.9630833333,8.41841666667,6.83133333333,7.72525000001
382.33,7.11283333333,19.1049166667,18.1404166667,14.5160833334,8.87691666668,5.914,15.0760833333,42.1035,8.39941666667,6.84516666667,7.72416666667
382.69,7.10983333333,19.1588333333,18.1779166667,14.5033333333,8.87425000001,5.88875,15.158,42.17425,8.40258333333,6.81491666667,7.70308333334
383.05,7.13475,19.2149166667,18.2521666667,14.5665833333,8.91666666668,5.94258333333,15.1998333333,42.264,8.47958333333,6.85208333333,7.74758333333
383.41,7.11675,19.28675,18.33125,14.6166666666,8.92208333333,5.95366666666,15.2623333333,42.364,8.51475,6.86683333334,7.74441666666
383.77,7.04016666667,19.2759166667,18.32925,14.549,8.88866666666,5.91341666667,15.2388333333,42.3685,8.46116666667,6.82358333333,7.69724999999
384.14,7.00091666667,19.3208333333,18.34325,14.5898333333,8.89408333334,5.89841666666,15.2810833334,42.4488333333,8.474,6.82433333333,7.71316666667
384.50,7.018,19.3604166667,18.3986666667,14.60075,8.91983333333,5.90033333333,15.3299166666,42.5223333333,8.47066666667,6.81625,7.70450000001
384.86,7.00091666667,19.3904166667,18.4205833334,14.6010833333,8.93750000001,5.88083333333,15.3255833333,42.56025,8.47408333333,6.79216666667,7.68825
385.22,6.98883333333,19.4414166667,18.4441666667,14.6335833333,8.94683333334,5.85541666667,15.3361666667,42.5474166667,8.45616666667,6.78341666666,7.67525000001
385.58,6.94316666667,19.4903333334,18.43375,14.6413333333,8.88916666667,5.806,15.3338333334,42.5544166667,8.42833333333,6.75816666667,7.63174999999
385.94,6.90508333333,19.5055833333,18.4373333334,14.6386666666,8.8535,5.78558333334,15.31,42.5821666667,8.41416666667,6.72841666666,7.60166666667
386.30,6.8885,19.52325,18.4645833333,14.6370833334,8.82666666666,5.77433333333,15.2966666667,42.5260833333,8.396,6.70216666667,7.56558333332
386.66,6.891,19.544,18.4876666667,14.7134166667,8.83041666667,5.764,15.3064166666,42.5669166667,8.36133333333,6.66016666667,7.56616666666
387.03,6.85983333333,19.57275,18.5069166666,14.684,8.78333333333,5.71166666667,15.3305,42.5511666667,8.32883333333,6.61875,7.52091666668
387.39,6.874,19.6031666667,18.48575,14.694,8.79216666667,5.68683333333,15.35075,42.57075,8.30308333333,6.60633333333,7.49949999999
387.75,6.9385,19.69575,18.5430833333,14.7624166667,8.82525,5.71508333333,15.4365833333,42.6433333334,8.36208333333,6.65375,7.53883333333
388.11,6.88383333333,19.6770833333,18.5431666667,14.7230833333,8.74791666666,5.65041666666,15.4171666667,42.6433333333,8.30033333333,6.59683333333,7.45141666667
388.47,6.90558333334,19.76575,18.5979166667,14.8229166667,8.76675,5.65333333333,15.4781666667,42.7155833333,8.33941666667,6.63975,7.48608333334
388.83,6.91333333333,19.82525,18.5985,14.84575,8.75274999999,5.63216666667,15.527,42.7531666667,8.333,6.62308333333,7.4755
389.19,6.917,19.8491666667,18.61775,14.8679166667,8.71166666667,5.611,15.5765,42.7849166667,8.29866666667,6.56733333333,7.45241666667
389.55,6.95591666667,19.9304166667,18.7263333333,14.94575,8.76866666667,5.66716666666,15.6809166667,42.9158333333,8.34425,6.61008333333,7.50075
389.91,7.012,19.9848333333,18.7884166667,15.0156666667,8.79941666666,5.69625,15.794,43.032,8.37775,6.6385,7.51241666666
390.27,7.03266666666,20.0470833333,18.8108333333,15.04975,8.81258333334,5.68883333333,15.86425,43.08,8.38658333333,6.64916666667,7.54333333334
390.63,7.08566666666,20.1155833333,18.8389166667,15.0671666666,8.84091666667,5.72283333333,15.9301666666,43.0836666667,8.43875,6.71666666667,7.58799999999
391.00,7.16041666667,20.2031666667,18.9131666667,15.1760833333,8.93091666668,5.7895,16.0373333333,43.1580833333,8.48283333333,6.79641666667,7.65541666666
391.36,7.20283333333,20.2690833334,19.0166666667,15.2325833333,8.95866666668,5.82091666667,16.0978333333,43.2165,8.51233333333,6.82525,7.6875
391.72,7.15483333333,20.28925,18.9950833333,15.2386666667,8.93966666668,5.79183333334,16.103,43.2819166666,8.47208333333,6.79158333333,7.66175
392.08,7.19408333333,20.3576666667,19.0405833333,15.2996666667,8.97058333332,5.8235,16.1631666666,43.3289166667,8.50541666667,6.81808333334,7.71083333332
392.44,7.17525,20.3370833333,19.0175,15.2531666667,8.94150000001,5.7925,16.15925,43.3408333333,8.49033333333,6.7695,7.68741666666
392.80,7.17933333333,20.35175,19.0491666667,15.2621666667,8.94099999999,5.79883333333,16.1925833333,43.3785,8.49433333333,6.77433333333,7.68583333334
393.16,7.21933333333,20.4349166667,19.0919166667,15.2961666667,8.98466666666,5.83341666667,16.2386666667,43.447,8.55275,6.82733333333,7.72458333333
393.52,7.20841666667,20.4513333334,19.10175,15.3119166667,8.97099999999,5.81516666667,16.2528333333,43.4605833334,8.521,6.81541666666,7.72358333333
393.88,7.18083333333,20.4926666667,19.09275,15.3035833333,8.97416666666,5.80966666667,16.27375,43.4320833333,8.5025,6.80291666667,7.72758333334
394.24,7.1755,20.5553333333,19.14725,15.3685833333,9.00166666667,5.82708333333,16.33925,43.5549166667,8.5255,6.80416666667,7.73808333334
394.60,7.15516666667,20.5780833333,19.17,15.3996666666,8.98483333333,5.80516666667,16.36825,43.627,8.49541666667,6.76783333334,7.70433333334
394.96,7.0755,20.5776666667,19.1265,15.3755,8.93508333334,5.73266666666,16.34825,43.6873333333,8.42558333333,6.69941666667,7.6475
395.32,7.03008333333,20.5863333333,19.0819166667,15.3598333333,8.90158333334,5.6865,16.3296666666,43.6696666667,8.38633333333,6.66291666667,7.60641666667
395.68,7.07325,20.6018333333,19.12,15.4016666666,8.91674999999,5.69308333334,16.3830833333,43.6635,8.41125,6.67025,7.60824999999
396.04,7.05216666667,20.6054166667,19.1001666667,15.3821666667,8.90683333333,5.65091666667,16.3895833333,43.6294166667,8.38941666666,6.626,7.56775
396.40,7.086,20.74125,19.2020833333,15.4866666667,8.97200000001,5.69333333333,16.51425,43.7455,8.419,6.67525,7.58925000001
396.76,7.07675,20.8279166667,19.23725,15.56,8.98408333334,5.68083333333,16.5665833333,43.8226666667,8.41491666667,6.6875,7.58950000001
397.12,7.074,20.9025,19.3018333333,15.6045,9.00258333334,5.67675,16.65225,43.9405833333,8.416,6.69066666667,7.58991666666
397.48,7.0645,20.9315833333,19.2935833333,15.6071666666,8.99391666666,5.655,16.6899166667,43.9565,8.42241666667,6.65216666667,7.54741666666
397.84,7.073,21.002,19.357,15.6438333333,8.99283333334,5.63025,16.7288333333,44.0060833333,8.4395,6.639,7.52399999999
398.20,7.07425,21.0368333333,19.3668333333,15.6576666667,9.00608333334,5.61458333334,16.7630833334,43.9838333334,8.44075,6.644,7.51391666667
398.56,7.0375,21.0509166667,19.3636666667,15.6455,8.99433333332,5.58416666667,16.76775,43.9883333333,8.43241666667,6.61766666667,7.49299999999
398.92,7.06975,21.10525,19.4019166667,15.6619166667,9.00800000001,5.61933333333,16.7975833333,43.95075,8.44358333333,6.60966666667,7.48583333334
399.28,7.11441666666,21.1990833333,19.4650833334,15.7403333333,9.06783333333,5.66058333333,16.898,44.0130833333,8.49358333333,6.653,7.52650000001
399.64,7.08375,21.26875,19.509,15.7614166667,9.06266666666,5.65566666667,16.9185,44.0188333333,8.49641666667,6.61875,7.51750000001
400.00,7.15583333333,21.38225,19.6093333333,15.8634166667,9.13383333334,5.72966666666,17.0061666667,44.1485833334,8.56116666667,6.6855,7.57491666666
400.36,7.19441666667,21.43775,19.6295833333,15.9106666667,9.16008333334,5.75041666667,17.0540833333,44.1514166667,8.60308333334,6.7215,7.60933333332
400.72,7.2145,21.4941666667,19.67275,15.9383333334,9.16641666666,5.75975,17.1194166667,44.1814166667,8.60708333333,6.70941666667,7.6075
401.08,7.18758333333,21.5046666667,19.6466666667,15.947,9.13916666667,5.72391666667,17.1211666667,44.1264166667,8.57916666666,6.684,7.60525
401.44,7.20766666667,21.6038333333,19.7118333333,16.0269166667,9.16008333332,5.72316666667,17.1899166667,44.2,8.59075,6.70375,7.63116666666
401.80,7.201,21.63,19.71375,16.0563333334,9.15633333332,5.696,17.23725,44.2350833333,8.589,6.68583333333,7.64133333332
402.16,7.21366666667,21.7224166667,19.7856666667,16.1128333334,9.18166666666,5.73116666667,17.314,44.2916666667,8.61425,6.70275,7.64841666668
402.52,7.23666666667,21.7955833333,19.83675,16.1739166667,9.21324999999,5.75766666667,17.37575,44.379,8.62758333334,6.73533333333,7.66849999999
402.88,7.2805,21.8998333333,19.9226666667,16.2753333333,9.24316666667,5.79033333333,17.4980833333,44.5071666667,8.70441666667,6.78541666667,7.72441666667
403.24,7.244,21.9213333333,19.9458333334,16.2864166667,9.22783333333,5.75708333334,17.5158333333,44.5444166667,8.67225,6.75583333333,7.69649999999
403.60,7.21458333333,21.9569166667,19.9498333333,16.2920833333,9.22383333334,5.73008333334,17.5705,44.613,8.64866666667,6.74358333333,7.67133333334
403.95,7.19025,21.9998333333,19.9386666667,16.3158333333,9.18600000001,5.68133333333,17.5901666667,44.638,8.62641666667,6.72325,7.64450000001
404.31,7.12058333334,21.9754166666,19.8610833333,16.2655833333,9.12891666666,5.61783333333,17.5679166666,44.5996666667,8.57141666666,6.65408333333,7.56599999999
404.67,7.11716666667,21.9984166667,19.8804166667,16.26975,9.14433333333,5.62291666667,17.5896666667,44.6083333334,8.58383333333,6.65933333333,7.5685
405.03,7.14866666667,22.0695833333,19.9286666666,16.32575,9.16733333334,5.65183333334,17.659,44.6864166667,8.61483333333,6.67733333333,7.57625
405.39,7.14908333333,22.09925,19.9210833333,16.3505833333,9.189,5.67075,17.6825833333,44.6725,8.63366666667,6.69375,7.57891666668
405.75,7.16075,22.1634166667,19.95425,16.4004166667,9.21175,5.70391666667,17.7265833333,44.69625,8.6375,6.71358333333,7.58541666667
406.11,7.15558333333,22.1585,19.9139166667,16.4058333333,9.18433333333,5.65766666667,17.716,44.6563333333,8.611,6.70225,7.55825000001
406.47,7.20633333333,22.24225,19.9855,16.5018333333,9.23974999999,5.69075,17.8068333333,44.68425,8.67066666667,6.74683333333,7.61099999999
406.83,7.16433333333,22.223,19.944,16.4800833333,9.20283333333,5.64625,17.76725,44.6741666666,8.6145,6.69383333333,7.56991666666
407.19,7.14083333333,22.26725,19.9351666666,16.5003333333,9.15091666666,5.61383333334,17.7805,44.7155833333,8.59541666667,6.63891666667,7.53174999999
407.55,7.14391666666,22.3268333333,19.9428333333,16.5516666667,9.14949999999,5.60875,17.7904166667,44.70775,8.59216666666,6.62683333333,7.53425
407.90,7.13583333334,22.3745833333,19.9683333333,16.5665,9.15066666668,5.61533333333,17.8423333333,44.7090833333,8.57608333333,6.61133333333,7.54483333334
408.26,7.17666666667,22.473,20.0774166667,16.6748333334,9.20341666667,5.64975,17.9105,44.7828333333,8.62108333334,6.64533333333,7.61758333333
408.62,7.20258333333,22.5339166667,20.10725,16.7429166667,9.20858333334,5.66058333333,17.9685,44.852,8.64141666667,6.64091666667,7.62416666667
408.98,7.20533333334,22.5706666667,20.106,16.7578333333,9.21008333333,5.66525,18.0005,44.8528333333,8.65758333333,6.63675,7.62949999999
409.34,7.235,22.6455,20.1585,16.7981666667,9.22058333334,5.67691666666,18.0643333333,44.9236666667,8.66191666667,6.64783333333,7.65000000001
409.70,7.242,22.6980833333,20.1865833334,16.8259166667,9.22425,5.67266666667,18.0995833333,44.9795833333,8.67483333334,6.65258333334,7.62858333334
410.06,7.25533333333,22.791,20.237,16.8743333334,9.24949999999,5.7,18.1773333333,45.0786666667,8.6955,6.65808333333,7.65916666668
410.42,7.22741666666,22.813,20.2076666667,16.847,9.20416666666,5.65908333333,18.1808333333,45.06925,8.66733333333,6.60158333333,7.62683333333
410.77,7.27708333333,22.9305833333,20.2854166667,16.9339166667,9.259,5.69958333334,18.27275,45.10975,8.71591666667,6.65691666667,7.65549999999
411.13,7.30375,22.9758333333,20.307,16.9660833333,9.29316666667,5.71266666667,18.3165833333,45.09875,8.7475,6.68575,7.66799999999
411.49,7.31191666667,23.0103333333,20.3266666666,16.9813333333,9.28308333334,5.70516666667,18.3796666667,45.16075,8.74808333333,6.67666666666,7.65124999999
411.85,7.36225,23.0610833333,20.3695833333,17.0281666667,9.30916666667,5.73208333333,18.4258333333,45.1690833333,8.79541666666,6.69733333334,7.67616666666
412.21,7.38875,23.1199166667,20.4034166667,17.06325,9.32941666666,5.74775,18.4854166666,45.20975,8.80758333333,6.71291666667,7.67866666667
412.57,7.41716666667,23.2260833333,20.4604166667,17.1384166666,9.39366666667,5.782,18.57725,45.2489166667,8.87383333333,6.76158333334,7.74558333333
412.92,7.43608333333,23.2936666667,20.5055,17.1988333333,9.41250000001,5.78933333333,18.6295833333,45.2700833333,8.898,6.78483333333,7.75041666667
413.28,7.43691666667,23.3375,20.51075,17.2514166666,9.39874999999,5.78975,18.66975,45.2895833333,8.9295,6.77375,7.75208333334
413.64,7.46983333333,23.4435,20.5695,17.33275,9.41733333333,5.81225,18.768,45.40325,8.9625,6.77858333333,7.79508333332
414.00,7.47308333333,23.4690833333,20.5793333333,17.357,9.402,5.81391666667,18.79325,45.37775,8.96466666667,6.76866666667,7.79241666666
414.36,7.49408333334,23.5471666667,20.6410833334,17.4260833333,9.42466666667,5.8365,18.8515,45.451,8.985,6.80466666666,7.80466666667
414.72,7.50558333333,23.6049166667,20.6650833333,17.4645,9.43258333333,5.83875,18.9055833334,45.5023333334,9.00483333333,6.79,7.82258333334
415.07,7.548,23.7045833333,20.7334166667,17.5378333334,9.48108333332,5.90058333333,18.9941666667,45.6100833333,9.05608333333,6.84783333333,7.88425000001
415.43,7.58208333333,23.75975,20.7585833333,17.60325,9.51733333333,5.93275,19.0296666667,45.6089166667,9.09316666666,6.87366666667,7.91225000001
415.79,7.53541666667,23.79775,20.7373333333,17.6415833333,9.50141666666,5.89575,19.07575,45.651,9.0585,6.87125,7.88474999999
416.15,7.5225,23.8476666667,20.7316666666,17.6656666667,9.48800000001,5.88275,19.1079166667,45.6836666667,9.05183333333,6.8675,7.8625
416.51,7.47858333334,23.82475,20.69575,17.6304166667,9.42133333334,5.8215,19.0700833333,45.6698333333,8.97683333333,6.8275,7.8005
416.86,7.44291666667,23.8438333333,20.6579166666,17.6374166667,9.39891666667,5.78716666666,19.065,45.6580833333,8.94533333333,6.79025,7.77491666666
417.22,7.398,23.85125,20.62325,17.6160833333,9.37958333334,5.74533333333,19.0548333334,45.65825,8.90725,6.75808333333,7.74358333333
417.58,7.36941666667,23.8395,20.5795,17.6073333333,9.35674999999,5.7215,19.0338333333,45.5643333333,8.87483333333,6.735,7.72291666666
417.94,7.3825,23.8745833333,20.5850833333,17.64275,9.36850000001,5.7225,19.0805833333,45.5900833334,8.88558333333,6.73825,7.73316666668
418.29,7.4025,23.9190833333,20.5905833333,17.6749166667,9.38100000001,5.74033333333,19.12675,45.6199166667,8.90608333333,6.74225,7.73691666668
418.65,7.40625,23.9773333333,20.5935,17.6953333333,9.38516666667,5.73475,19.1760833333,45.6675,8.90658333333,6.74033333334,7.7325
419.01,7.388,23.9983333334,20.5831666667,17.7085,9.37691666668,5.71616666667,19.1863333333,45.6236666666,8.87808333333,6.71191666667,7.71674999999
419.37,7.38175,24.0469166666,20.60625,17.7265,9.37341666667,5.70625,19.2336666667,45.6515833333,8.88066666667,6.71275,7.71983333334
419.73,7.384,24.0763333333,20.6113333334,17.739,9.36841666667,5.71358333334,19.24325,45.6353333333,8.88408333333,6.70083333333,7.70974999999
420.08,7.36641666667,24.0843333333,20.5975833333,17.7319166667,9.34799999999,5.68891666667,19.24925,45.5979166667,8.85866666667,6.66875,7.68658333334
420.44,7.38458333333,24.1401666667,20.6231666667,17.793,9.36658333332,5.71233333333,19.3153333334,45.6250833333,8.88425,6.67733333333,7.69616666667
420.80,7.39691666667,24.1825833333,20.6605833333,17.8111666666,9.37616666667,5.71633333334,19.3676666667,45.6409166666,8.88416666667,6.66408333333,7.69683333332
421.16,7.43091666666,24.2719166667,20.7175,17.8818333333,9.40133333333,5.73225,19.43425,45.684,8.90966666667,6.694,7.72408333333
421.51,7.43825,24.2971666667,20.7209166667,17.9080833333,9.39958333333,5.73208333333,19.46375,45.688,8.91616666667,6.69716666667,7.72108333334
421.87,7.41875,24.3295833333,20.72125,17.924,9.3855,5.70358333333,19.4810833333,45.6865833334,8.90033333334,6.67633333333,7.69725
422.23,7.39083333333,24.36625,20.717,17.9405833333,9.35158333332,5.67175,19.5018333333,45.6899166667,8.86941666666,6.6445,7.67974999999
422.58,7.37025,24.3925833334,20.72775,17.963,9.33600000001,5.65075,19.5211666667,45.69075,8.85741666667,6.63175,7.66283333332
422.94,7.36675,24.4596666667,20.7519166667,18.00775,9.32291666668,5.63908333333,19.5724166667,45.76675,8.85941666667,6.62766666667,7.65025000001
423.30,7.36633333333,24.50025,20.7504166667,18.0464166667,9.33008333333,5.63441666667,19.59925,45.7743333334,8.86241666667,6.61825,7.64324999999
423.66,7.36966666667,24.5448333333,20.7695,18.086,9.33033333334,5.62608333333,19.64775,45.8036666667,8.87133333333,6.61541666667,7.64133333334
424.01,7.37791666667,24.6026666667,20.7915833333,18.1364166667,9.33458333334,5.63525,19.6998333333,45.8265,8.88266666667,6.62116666666,7.65216666667
424.37,7.36891666667,24.6423333333,20.7939166667,18.1551666667,9.32058333334,5.60166666667,19.71675,45.83175,8.86766666667,6.59933333333,7.63691666667
424.73,7.37516666667,24.69875,20.81375,18.2095833333,9.33225000001,5.60808333333,19.7555833333,45.8786666667,8.87683333334,6.6095,7.64375
