wavelength,Back_HemCalf,Belly_HemCalf,Breast_HemCalf,Crissum_HemCalf,Crown_HemCalf,DorTail_HemCalf,Patch10_HemCalf,Rump_HemCalf,Throat_HemCalf,WingTip_HemCalf
355.11,5.82716666667,10.4584,8.33633333334,6.83466666667,3.568,7.18916842105,4.116,5.18093333333,8.74906666667,7.72273333334
355.47,5.7199,10.3641333333,8.20233333333,6.7698,3.48553333333,7.11030350877,4.03213333333,5.09786666667,8.65853333334,7.67513333333
355.83,5.7034,10.3845333333,8.208,6.8108,3.49166666667,7.07521929824,4.05393333333,5.14766666667,8.7012,7.72106666666
356.20,5.79016666666,10.4746666667,8.31226666666,6.88153333333,3.5922,7.13084912281,4.10813333333,5.2472,8.78046666665,7.83099999999
356.56,5.72536666667,10.5013333333,8.29826666667,6.88453333333,3.51666666667,7.10123157895,4.0718,5.18966666667,8.83400000001,7.79253333333
356.93,5.6892,10.5174,8.22020000001,6.8574,3.43046666667,7.01216842105,4.035,5.17106666667,8.76780000001,7.7834
357.29,5.65083333333,10.5894,8.18999999999,6.85866666667,3.45293333333,7.00718947368,4.0592,5.19253333333,8.81333333334,7.77459999999
357.66,5.67623333333,10.6194,8.29179999999,6.84366666667,3.4922,6.99638070176,4.08653333333,5.24586666666,8.87366666667,7.81373333334
358.02,5.57256666667,10.4947333333,8.19913333333,6.7092,3.43273333333,6.87261403509,4.0008,5.15666666667,8.80366666665,7.6666
358.38,5.60406666667,10.5348666667,8.28053333334,6.7308,3.45193333333,6.96420350877,4.0576,5.22586666667,8.89786666668,7.66813333333
358.75,5.5733,10.5994666667,8.3282,6.72906666667,3.443,6.99590877193,4.07266666667,5.27733333333,8.95466666666,7.66553333334
359.11,5.57796666667,10.6739333333,8.3968,6.80913333333,3.5072,7.03888947368,4.09693333334,5.29646666667,9.06400000001,7.71453333334
359.48,5.6583,10.7689333334,8.53753333332,6.8892,3.54333333333,7.05439824561,4.13773333333,5.34093333333,9.20526666665,7.7592
359.84,5.61363333333,10.7389333333,8.51100000001,6.81206666667,3.52213333333,7.03153859649,4.10686666667,5.26413333333,9.17060000001,7.6886
360.20,5.6224,10.7756666666,8.5374,6.88046666667,3.5514,7.07706842105,4.1664,5.29693333333,9.19380000001,7.68573333333
360.57,5.66743333333,10.7599333333,8.57899999999,6.91306666667,3.5738,7.12417192982,4.1978,5.29906666667,9.17193333333,7.7344
360.93,5.72593333333,10.7811333333,8.62406666667,6.97853333334,3.6064,7.16634035088,4.2432,5.33226666667,9.20866666667,7.7304
361.29,5.8777,10.8604666667,8.74813333333,7.0646,3.7228,7.28804035088,4.36033333333,5.411,9.30673333335,7.84773333334
361.66,5.8334,10.8269333333,8.6798,7.06766666667,3.69573333333,7.28369473684,4.34513333333,5.349,9.27833333331,7.78413333334
362.02,5.92963333333,10.9667333333,8.80773333334,7.22546666667,3.7986,7.42808947368,4.49113333333,5.48646666667,9.38306666665,7.94406666667
362.39,5.93523333333,10.9822,8.79906666666,7.21726666667,3.81006666667,7.41831052632,4.4658,5.4746,9.36406666667,7.98853333333
362.75,5.97026666667,10.9697333333,8.81613333334,7.23746666667,3.81433333334,7.40371052632,4.4638,5.45913333333,9.36726666666,8.02793333334
363.11,6.0282,11.038,8.87473333333,7.2842,3.85626666667,7.46320175439,4.52193333333,5.5032,9.39799999999,8.05300000001
363.48,5.97663333333,10.9488,8.81959999999,7.23293333333,3.8384,7.44370877193,4.50193333333,5.45633333333,9.28979999999,7.98493333333
363.84,6.11306666667,11.0766,8.94953333334,7.4026,3.93306666667,7.55885789474,4.6318,5.5904,9.42986666667,8.10353333333
364.20,6.10653333333,11.0646666667,8.92033333333,7.37026666667,3.90006666667,7.51388947368,4.63566666667,5.5586,9.40386666667,8.05993333333
364.57,6.22306666667,11.1379333333,9.02466666667,7.44406666667,3.95013333333,7.55317368421,4.7106,5.63666666667,9.48786666667,8.11106666666
364.93,6.34586666667,11.2464666667,9.14346666667,7.5476,4.05693333333,7.68642631579,4.82646666667,5.7086,9.60973333333,8.22253333334
365.29,6.2533,11.2014666667,9.08380000001,7.46873333333,3.91753333333,7.59952105263,4.7294,5.6128,9.50626666666,8.14153333334
365.66,6.2278,11.1738666667,9.02113333333,7.38906666667,3.83053333333,7.52623157895,4.65733333333,5.54733333333,9.43653333333,8.10826666667
366.02,6.12256666667,11.028,8.88293333333,7.25893333333,3.66386666667,7.36741403509,4.55226666667,5.42813333333,9.32513333335,7.94493333333
366.38,6.0628,10.9455333333,8.82026666666,7.19273333333,3.58246666667,7.28477017544,4.52073333333,5.38193333333,9.2448,7.829
366.75,5.9686,10.8541333333,8.74273333334,7.12573333333,3.4676,7.16872105263,4.4414,5.27806666667,9.14353333335,7.7032
367.11,5.98553333333,10.8616666667,8.7474,7.12453333333,3.51133333333,7.18361052632,4.45273333333,5.34593333333,9.18593333334,7.73113333333
367.47,6.14543333333,11.0420666667,8.92833333333,7.252,3.63873333333,7.33482456141,4.5996,5.50966666667,9.35893333334,7.88346666667
367.84,6.18516666667,11.0673333333,8.99039999999,7.25146666666,3.6958,7.39959824561,4.65233333333,5.57633333333,9.42346666668,7.95326666667
368.20,6.17086666666,11.0362,9.00833333333,7.24146666667,3.66566666666,7.40917719298,4.60753333333,5.57766666667,9.43673333332,7.946
368.56,6.0801,11.0271333333,8.9964,7.20246666667,3.68966666667,7.37445263158,4.59546666667,5.5816,9.39940000001,7.93093333333
368.93,5.98026666667,10.9542,8.93760000001,7.13853333333,3.68353333333,7.32992105263,4.52886666667,5.5642,9.38326666667,7.86426666667
369.29,5.9899,10.8974666667,8.9472,7.14306666667,3.7044,7.35725438596,4.52433333333,5.59746666667,9.43126666668,7.8578
369.65,6.00883333333,10.9772666667,9.05759999999,7.26386666667,3.775,7.44775438596,4.58133333333,5.68613333333,9.53586666666,7.9038
370.01,5.96486666667,10.9734666667,9.12266666666,7.24633333333,3.8076,7.45451052632,4.54393333333,5.69873333334,9.56139999999,7.91533333333
370.38,6.03293333333,11.0854,9.21566666667,7.3708,3.91266666667,7.54728596491,4.63213333333,5.80286666667,9.72713333333,8.02939999999
370.74,6.2196,11.2862,9.43106666667,7.54486666667,4.16106666666,7.7852,4.86846666666,6.05946666667,9.94966666666,8.26506666667
371.10,6.16196666667,11.2195333333,9.40086666667,7.47906666667,4.05953333333,7.7171754386,4.8554,5.98446666667,9.90113333333,8.21013333333
371.46,6.0213,11.1138,9.29353333333,7.36906666667,3.96546666667,7.60850350877,4.77433333334,5.90433333333,9.83340000001,8.1696
371.83,5.9224,11.0526,9.19926666665,7.3178,3.8918,7.52915263158,4.68926666667,5.79273333333,9.74586666667,8.08333333333
372.19,5.96633333333,11.1275333333,9.27326666667,7.39986666667,3.98273333333,7.59320350877,4.8154,5.82433333333,9.82139999999,8.20939999999
372.55,5.94076666667,11.1106666667,9.22640000001,7.37546666666,3.95733333333,7.59833508772,4.7944,5.7852,9.79593333334,8.21106666667
372.92,5.92596666667,11.1154,9.26493333333,7.32406666667,3.9266,7.5559122807,4.785,5.73653333333,9.73853333333,8.22693333334
373.28,5.93526666667,11.18,9.24333333334,7.31813333334,3.9464,7.54336666667,4.80193333333,5.6862,9.71260000001,8.2586
373.64,5.86563333333,11.1182,9.21533333335,7.22266666667,3.89926666667,7.45512807018,4.76653333333,5.6294,9.62706666668,8.26133333333
374.00,5.96766666667,11.2003333333,9.26333333334,7.2768,4.0006,7.52360526316,4.83806666667,5.6618,9.68406666665,8.32046666667
374.37,5.92273333333,11.1612666667,9.23126666666,7.22413333333,3.98686666667,7.45885438596,4.81426666667,5.60233333333,9.64206666668,8.30099999999
374.73,5.72133333333,10.9413333333,9.047,7.0216,3.7972,7.22857017544,4.62746666667,5.3446,9.40640000001,8.06366666667
375.09,5.75416666667,10.974,9.09213333332,7.05413333333,3.8394,7.24576491228,4.6502,5.37186666667,9.39759999999,8.13313333334
375.45,5.7779,10.9946,9.16619999999,7.124,3.90106666667,7.30144035088,4.707,5.38506666667,9.42186666666,8.13220000001
375.81,5.82593333333,10.965,9.26766666667,7.17713333333,3.95333333333,7.3526,4.79813333333,5.4458,9.47919999999,8.193
376.18,5.7906,10.9323333333,9.19713333334,7.083,3.9328,7.28299824561,4.72806666667,5.4,9.45546666666,8.11293333333
376.54,5.8253,10.9606,9.2264,7.0832,3.96373333333,7.27391403509,4.74966666667,5.43433333333,9.45406666666,8.09746666666
376.90,5.83576666667,10.9369333333,9.22339999999,7.14026666667,3.97273333333,7.28005789474,4.8022,5.46306666667,9.49613333334,8.09046666667
377.26,5.69106666667,10.8046,9.15226666666,7.07053333333,3.85333333333,7.14776666667,4.70713333333,5.38706666667,9.37986666667,8.01573333333
377.63,5.74046666667,10.8450666667,9.17266666665,7.1082,3.9076,7.18458596491,4.772,5.4214,9.40533333333,8.03826666667
377.99,5.6749,10.7842,9.13766666666,7.06013333333,3.86713333333,7.13782982456,4.764,5.38766666667,9.39113333333,8.01373333333
378.35,5.74663333333,10.8504666667,9.22493333335,7.11606666667,3.95513333333,7.22374736842,4.86626666667,5.453,9.43739999999,8.08420000001
378.71,5.7731,10.8802,9.248,7.1318,3.97646666667,7.25544912281,4.92053333333,5.48413333333,9.48339999999,8.12973333334
379.07,5.72896666667,10.7993333333,9.19879999999,7.08526666667,3.97173333333,7.21188421053,4.89266666667,5.42766666667,9.45126666667,8.08646666666
379.44,5.72676666667,10.7688666667,9.09866666667,7.02273333333,3.9402,7.17084736842,4.8318,5.36106666667,9.40733333333,8.05259999999
379.80,5.64643333333,10.7439333333,8.95820000001,6.90113333333,3.8656,7.05602631579,4.7124,5.23733333333,9.28860000001,7.99773333333
380.16,5.61166666667,10.7256,8.98333333333,6.87993333333,3.83046666667,7.06209298246,4.73706666667,5.224,9.28786666666,8.00313333333
380.52,5.5463,10.6459333333,8.97673333334,6.83686666667,3.7692,7.03543157895,4.70793333333,5.13846666667,9.26466666667,7.99546666667
380.88,5.58876666667,10.6814,8.98960000001,6.82526666667,3.78786666667,7.0471,4.7148,5.14086666667,9.29106666666,8.03506666666
381.24,5.6663,10.7312666667,9.05273333333,6.87846666667,3.9036,7.13319473684,4.82666666666,5.22226666667,9.4212,8.08746666667
381.61,5.6945,10.7517333333,9.12380000001,6.9174,3.97013333333,7.18917017544,4.87233333333,5.2752,9.48406666668,8.13146666667
381.97,5.7783,10.8489333333,9.20253333335,6.99866666667,4.08153333333,7.27670526316,4.95686666667,5.34046666667,9.55119999999,8.23913333333
382.33,5.76486666667,10.8256666667,9.1798,6.93606666667,4.031,7.24623157895,4.9156,5.31113333333,9.5244,8.23026666667
382.69,5.79083333333,10.8526,9.19693333335,6.9562,4.053,7.28345789474,4.91926666667,5.3434,9.52946666666,8.2696
383.05,5.8032,10.8954,9.22993333333,6.97986666667,4.07433333334,7.32416842105,4.95346666667,5.37286666667,9.59253333335,8.25286666667
383.41,5.8485,10.9311333333,9.3214,7.02053333333,4.12453333333,7.36252280702,5.03333333333,5.4236,9.65680000001,8.29166666667
383.77,5.80313333334,10.8928,9.3312,7.00166666666,4.11553333333,7.36317894737,5.06313333333,5.41346666667,9.6436,8.24039999999
384.14,5.80346666667,10.849,9.32053333333,6.99253333333,4.12793333333,7.33051929824,5.05586666667,5.39746666667,9.60766666665,8.20886666667
384.50,5.8632,10.9351333333,9.33786666668,7.03033333333,4.21106666667,7.37675614035,5.1074,5.46346666667,9.66533333333,8.24186666667
384.86,5.87573333333,10.9469333334,9.35453333334,7.04826666667,4.26133333333,7.37948596491,5.148,5.47433333333,9.69819999999,8.30180000001
385.22,5.8939,10.9632666667,9.35339999999,7.0266,4.27633333333,7.37552807017,5.13586666667,5.46326666667,9.65339999999,8.30453333333
385.58,5.84636666667,10.8588,9.23926666665,6.92806666667,4.1856,7.27767719298,5.0284,5.34966666667,9.57060000001,8.21906666666
385.94,5.82203333333,10.8066666667,9.19986666667,6.88333333333,4.14666666667,7.23330877193,5.0104,5.33786666667,9.51566666667,8.17273333333
386.30,5.8183,10.7736,9.18353333333,6.88053333333,4.17653333333,7.2351122807,4.99993333333,5.343,9.51093333333,8.16440000001
386.66,5.86856666667,10.8289333333,9.22933333332,6.8956,4.2396,7.2491245614,5.06586666667,5.38586666667,9.57026666668,8.19853333333
387.03,5.81773333333,10.7813333333,9.17513333333,6.83146666667,4.172,7.1814877193,5.02006666667,5.3286,9.49966666667,8.16693333334
387.39,5.81106666667,10.7923333333,9.15939999999,6.8228,4.17586666667,7.1965,5.01393333333,5.337,9.51466666667,8.19886666666
387.75,5.81683333333,10.7708,9.15606666665,6.7962,4.14913333333,7.1704877193,4.97246666666,5.34513333334,9.53713333333,8.21313333333
388.11,5.815,10.7560666667,9.11773333335,6.77193333333,4.13493333333,7.14352982456,4.9256,5.3358,9.53120000002,8.23199999999
388.47,5.71193333333,10.6292666667,9.0436,6.679,4.059,7.068,4.83833333333,5.2538,9.44180000002,8.15273333334
388.83,5.6162,10.5226,8.95533333334,6.57313333333,3.97833333333,7.01932982456,4.75326666667,5.1936,9.32953333333,8.03953333333
389.19,5.56463333333,10.4681333333,8.92666666666,6.53593333333,3.9144,7.0041,4.72006666667,5.1704,9.30866666669,8.03179999999
389.55,5.5937,10.4906,8.96286666667,6.5586,3.97346666667,7.05294736842,4.80313333333,5.21046666667,9.35859999999,8.09606666667
389.91,5.576,10.4804666667,8.94920000001,6.55266666667,3.95453333333,7.06122807017,4.806,5.17786666667,9.36846666666,8.07813333333
390.27,5.5704,10.5155333333,8.99346666667,6.58153333333,3.96026666667,7.10164385965,4.8552,5.19893333333,9.40600000001,8.11566666667
390.63,5.5382,10.4758666667,8.97146666667,6.58193333333,3.94793333333,7.10826842105,4.83826666667,5.1876,9.39366666667,8.09626666667
391.00,5.5415,10.4718,8.97013333333,6.5922,3.97326666667,7.12840701755,4.86293333333,5.2104,9.43113333334,8.11606666666
391.36,5.48756666667,10.4030666667,8.92519999999,6.541,3.95526666667,7.08538421053,4.8372,5.19726666667,9.37479999999,8.05840000001
391.72,5.5421,10.4573333333,8.97093333333,6.5664,4.02926666666,7.12736140351,4.89333333333,5.214,9.39026666665,8.09793333333
392.08,5.5791,10.4722666667,8.99613333334,6.58193333333,4.08453333333,7.17138596491,4.946,5.2486,9.425,8.12313333333
392.44,5.63703333333,10.5188666667,9.02146666665,6.6378,4.14953333333,7.21858596491,5.03146666667,5.30733333333,9.49146666665,8.19433333334
392.80,5.7191,10.5855333333,9.09213333333,6.722,4.23946666667,7.27623859649,5.12833333333,5.36653333333,9.55740000001,8.28413333333
393.16,5.853,10.6900666667,9.20613333334,6.83013333333,4.383,7.38541403509,5.27326666667,5.45493333333,9.66426666665,8.39780000001
393.52,5.82143333333,10.6652,9.18586666666,6.83206666667,4.35106666667,7.38405614035,5.26373333333,5.43826666667,9.63619999999,8.36493333333
393.88,5.83563333333,10.6339333333,9.19539999999,6.81973333333,4.38666666667,7.38096842105,5.27986666667,5.46186666667,9.65466666667,8.39546666667
394.24,5.76456666667,10.4768666667,9.09293333333,6.71013333333,4.31186666667,7.28306666667,5.19526666667,5.32933333333,9.54173333332,8.30266666667
394.60,5.68023333333,10.338,9.00186666668,6.61546666667,4.2338,7.17525789474,5.118,5.22233333333,9.44473333335,8.24326666666
394.96,5.66016666667,10.2747333333,8.97053333334,6.57293333333,4.23653333333,7.15302631579,5.12346666667,5.21233333333,9.3966,8.25073333334
395.32,5.67236666667,10.2608666667,8.96626666667,6.57166666667,4.26426666667,7.15105438596,5.14233333334,5.18506666667,9.39893333334,8.28466666667
395.68,5.62863333333,10.1926,8.91319999999,6.533,4.23693333333,7.12344736842,5.14493333333,5.17746666667,9.374,8.2756
396.04,5.607,10.1338666667,8.91499999999,6.50373333333,4.22806666667,7.11441403509,5.171,5.16773333333,9.34293333333,8.30546666666
396.40,5.5974,10.0629333333,8.87573333333,6.45753333333,4.2088,7.08518596491,5.15493333333,5.1416,9.28506666666,8.30719999999
396.76,5.5166,9.95146666667,8.77413333334,6.34286666667,4.136,7.00090175439,5.08533333333,5.0512,9.18793333335,8.23886666667
397.12,5.37163333333,9.75626666667,8.61239999999,6.1934,4.02386666667,6.84736315789,4.95,4.909,9.06813333333,8.11700000001
397.48,5.40363333333,9.74206666667,8.62780000001,6.1826,4.09273333333,6.85358947368,4.99413333333,4.9396,9.08820000001,8.15026666667
397.84,5.37763333333,9.6916,8.57553333333,6.1344,4.08866666667,6.83170350877,4.989,4.92786666667,9.01780000001,8.13093333333
398.20,5.41173333333,9.7316,8.57766666667,6.1672,4.15013333333,6.86179473684,5.045,4.99833333333,9.07126666667,8.18273333333
398.56,5.4516,9.72440000001,8.59319999999,6.1826,4.1964,6.89764912281,5.08486666667,5.029,9.07906666668,8.21126666666
398.92,5.45163333333,9.70833333333,8.57926666666,6.15306666667,4.1872,6.88633508772,5.0726,4.99613333333,9.05039999999,8.21213333333
399.28,5.457,9.6666,8.58166666667,6.13906666667,4.1706,6.89270175438,5.08466666667,5.00313333333,9.04613333333,8.22233333333
399.64,5.4943,9.65233333333,8.59093333334,6.1654,4.21466666667,6.92116666667,5.12033333333,5.04333333333,9.06660000001,8.25373333334
400.00,5.50346666667,9.64819999999,8.56226666667,6.17533333333,4.23686666667,6.92671052632,5.1224,5.06693333334,9.05433333333,8.22993333333
400.36,5.49333333333,9.63680000001,8.57186666666,6.13133333333,4.2136,6.88988245614,5.11386666667,5.04453333333,9.04633333333,8.22213333333
400.72,5.50806666667,9.65380000001,8.61920000001,6.14833333333,4.23953333333,6.93496491228,5.14233333333,5.0946,9.10646666668,8.27146666666
401.08,5.58936666667,9.74706666667,8.68473333333,6.1996,4.295,7.03181929824,5.24606666667,5.1906,9.18900000001,8.35526666667
401.44,5.6351,9.78786666667,8.70233333333,6.24033333333,4.33566666667,7.07389824561,5.2882,5.23573333333,9.21506666665,8.41413333333
401.80,5.63116666667,9.75173333333,8.67780000001,6.20446666667,4.29893333334,7.0673631579,5.2542,5.19873333333,9.21506666667,8.41553333333
402.16,5.5693,9.66526666666,8.61653333334,6.13993333333,4.24126666667,7.00830701754,5.19266666667,5.14153333333,9.14726666667,8.35246666667
402.52,5.6275,9.71453333334,8.65146666667,6.1688,4.29166666667,7.0778,5.25106666667,5.19073333333,9.20186666667,8.40093333333
402.88,5.63263333333,9.68046666666,8.63086666666,6.16926666667,4.29706666667,7.07394385965,5.22366666667,5.182,9.20000000001,8.37613333333
403.24,5.57973333334,9.64533333333,8.57026666666,6.12346666667,4.27406666666,7.03288947369,5.19466666667,5.1416,9.1538,8.33106666667
403.60,5.55636666667,9.6364,8.5678,6.09766666667,4.27646666667,7.0052368421,5.18466666667,5.0988,9.14233333331,8.32693333333
403.95,5.59,9.67073333333,8.62739999999,6.12446666667,4.31726666667,7.04889649123,5.21713333333,5.092,9.20093333334,8.37119999999
404.31,5.59453333334,9.63013333333,8.59853333334,6.14006666667,4.34173333333,7.06208070175,5.214,5.08166666667,9.19599999999,8.3378
404.67,5.60916666667,9.61426666667,8.58473333334,6.151,4.35206666667,7.04059473684,5.24033333333,5.0792,9.19093333332,8.32293333333
405.03,5.50913333333,9.50246666667,8.49906666666,6.05693333333,4.2858,6.9392877193,5.1346,4.9802,9.09886666666,8.22139999999
405.39,5.46163333333,9.46113333333,8.47373333333,6.01566666667,4.26153333333,6.89174035088,5.09646666667,4.9506,9.07773333334,8.20440000001
405.75,5.39146666666,9.41900000001,8.46179999999,5.9738,4.23333333333,6.84193859649,5.07826666667,4.90566666667,9.04713333333,8.16100000001
406.11,5.42906666667,9.46273333333,8.51919999999,5.99566666667,4.2852,6.88148070175,5.1436,4.9676,9.08899999999,8.20846666666
406.47,5.4232,9.46339999999,8.54166666666,6.0106,4.2874,6.88119473684,5.1818,4.97786666667,9.12280000001,8.21373333334
406.83,5.41966666667,9.44453333334,8.53593333333,5.9984,4.3166,6.87261754386,5.217,4.97253333334,9.13540000001,8.20006666666
407.19,5.46443333333,9.47340000001,8.58140000001,6.021,4.369,6.92417368421,5.2654,5.01146666667,9.17913333333,8.24013333334
407.55,5.46763333333,9.47146666667,8.58319999999,6.0128,4.3632,6.94152982456,5.2702,5.0218,9.18673333334,8.24866666666
407.90,5.401,9.3874,8.5112,5.92113333333,4.277,6.86055614035,5.20986666667,4.9658,9.11166666666,8.17739999999
408.26,5.38913333333,9.40606666666,8.51313333334,5.901,4.2744,6.87796666667,5.21586666667,4.97846666667,9.13340000001,8.20133333334
408.62,5.35763333333,9.37353333334,8.49733333334,5.86726666667,4.24266666667,6.87926140351,5.17586666667,4.95606666667,9.10193333334,8.16666666667
408.98,5.4498,9.46153333334,8.59253333333,5.951,4.3086,6.96902456141,5.28093333333,5.0548,9.19573333333,8.25680000001
409.34,5.44566666667,9.43826666667,8.60119999999,5.951,4.29326666667,6.97566140351,5.2794,5.04293333333,9.18653333332,8.24286666667
409.70,5.4846,9.45966666667,8.59400000001,5.9892,4.32486666667,7.00356842105,5.30813333333,5.07546666667,9.20820000001,8.27526666667
410.06,5.47663333333,9.43640000001,8.56373333333,5.97066666666,4.30073333333,6.96998245614,5.29306666667,5.03226666667,9.18173333332,8.26133333334
410.42,5.43966666667,9.41733333333,8.53359999999,5.93053333334,4.29733333333,6.93663157895,5.24993333334,5.01506666666,9.13993333333,8.24100000001
410.77,5.4202,9.43399999999,8.55153333333,5.91973333333,4.25826666667,6.92933157895,5.24113333334,5.00706666667,9.1378,8.27626666667
411.13,5.4239,9.43106666667,8.57206666667,5.93126666667,4.25353333333,6.92630877193,5.2356,5.00986666667,9.14473333334,8.29893333334
411.49,5.40623333333,9.38626666667,8.56486666667,5.89186666667,4.22493333333,6.90738245614,5.2162,4.9826,9.12693333333,8.28326666667
411.85,5.438,9.40566666666,8.58866666666,5.93613333333,4.28293333333,6.94994561403,5.2506,5.01686666667,9.16253333333,8.32986666667
412.21,5.4538,9.38533333333,8.60926666666,5.95313333333,4.29273333333,6.95518070175,5.29026666667,5.0364,9.16933333333,8.33166666667
412.57,5.50113333333,9.43973333334,8.66313333333,5.99526666666,4.35686666667,6.99929298246,5.34766666667,5.09093333333,9.22826666668,8.40946666666
412.92,5.44333333333,9.34206666666,8.57960000001,5.9194,4.31713333333,6.93516491228,5.26953333333,5.03013333333,9.13253333333,8.34486666667
413.28,5.44303333333,9.32233333334,8.57860000001,5.90226666667,4.32706666667,6.93564035088,5.28173333333,5.03366666667,9.14726666667,8.3516
413.64,5.4663,9.32773333333,8.61473333333,5.91946666667,4.35526666667,6.95442807018,5.29366666667,5.04526666667,9.16566666667,8.38946666667
414.00,5.47443333333,9.32379999999,8.62733333334,5.9274,4.39133333333,6.97911403509,5.30526666667,5.054,9.18213333333,8.41899999999
414.36,5.48186666666,9.28093333333,8.61679999999,5.92966666667,4.3962,6.98544210526,5.32173333333,5.05106666667,9.17886666666,8.43766666666
414.72,5.50036666667,9.2678,8.60306666667,5.94233333333,4.43173333334,6.99964736842,5.35366666667,5.0792,9.19026666668,8.46166666667
415.07,5.46746666667,9.21299999999,8.56773333334,5.8938,4.4014,6.96835087719,5.33633333333,5.05166666666,9.16606666667,8.43806666667
415.43,5.50896666666,9.2444,8.57813333333,5.9502,4.4648,7.00840701754,5.39633333333,5.09393333333,9.19306666667,8.46439999999
415.79,5.50386666667,9.2042,8.57673333333,5.9384,4.47813333334,6.99151754386,5.4044,5.0948,9.17013333332,8.45906666667
416.15,5.4724,9.15473333332,8.52306666667,5.89866666667,4.46473333333,6.94343333333,5.3908,5.05366666666,9.124,8.47200000001
416.51,5.39746666667,9.04046666667,8.43586666666,5.8082,4.40433333334,6.86190175439,5.3278,4.96986666666,9.03306666667,8.40853333334
416.86,5.4092,9.02753333334,8.43673333333,5.818,4.41726666667,6.87396140351,5.35906666667,4.9676,9.05533333333,8.47546666667
417.22,5.35673333333,8.93559999999,8.34006666666,5.7326,4.36186666667,6.80620701754,5.3132,4.89806666667,8.96646666667,8.41166666666
417.58,5.36646666667,8.89093333333,8.30553333333,5.7026,4.36993333333,6.81347017544,5.32826666667,4.8922,8.95699999999,8.40400000001
417.94,5.39193333333,8.8636,8.30686666667,5.68493333333,4.39093333333,6.83200175439,5.35086666667,4.89946666667,8.9584,8.42120000001
418.29,5.3944,8.83493333333,8.27360000001,5.646,4.38733333333,6.81017368421,5.33973333333,4.8796,8.94506666667,8.40913333333
418.65,5.38843333334,8.7812,8.24913333334,5.60926666667,4.3978,6.80148245614,5.3262,4.85686666666,8.91446666667,8.38346666666
419.01,5.3899,8.73806666666,8.20566666667,5.5828,4.3994,6.78089649123,5.32206666667,4.8438,8.87793333332,8.38126666667
419.37,5.3477,8.65786666667,8.13999999999,5.5154,4.35866666667,6.73184035088,5.28306666666,4.79753333333,8.8108,8.35506666667
419.73,5.31726666667,8.60133333333,8.08133333333,5.4702,4.34033333333,6.70661929825,5.2558,4.76973333333,8.77426666666,8.33893333334
420.08,5.33483333333,8.59206666666,8.08833333333,5.46293333333,4.37506666667,6.73303684211,5.26406666667,4.78133333333,8.77753333333,8.35346666667
420.44,5.34103333333,8.56086666667,8.05440000001,5.4384,4.3768,6.72138421053,5.26213333333,4.76746666667,8.7584,8.35739999999
420.80,5.31326666667,8.50506666667,8.00626666666,5.39293333334,4.3664,6.69324561403,5.24146666667,4.73326666667,8.70846666667,8.31500000001
421.16,5.3125,8.47433333333,7.99553333334,5.3852,4.37413333333,6.69200350877,5.24006666667,4.72033333333,8.69326666666,8.32806666666
421.51,5.30563333333,8.45953333334,7.98666666667,5.36513333333,4.37486666667,6.6845877193,5.23013333333,4.70973333333,8.67366666666,8.33580000001
421.87,5.27043333333,8.39800000001,7.92973333333,5.3278,4.34613333333,6.65254736842,5.20186666667,4.67866666667,8.63426666667,8.32226666667
422.23,5.24966666667,8.36333333334,7.91113333333,5.30293333333,4.346,6.64449122807,5.2022,4.66693333333,8.60673333333,8.32673333333
422.58,5.25773333333,8.34000000001,7.89839999999,5.30013333334,4.35473333333,6.65736140351,5.21146666667,4.67666666667,8.60626666667,8.34440000001
422.94,5.23503333333,8.29593333333,7.869,5.27093333333,4.34753333333,6.63680526316,5.20206666667,4.66093333333,8.58426666668,8.32926666667
423.30,5.21553333333,8.25846666667,7.84893333333,5.24413333333,4.345,6.62991403509,5.19593333333,4.64913333333,8.56653333334,8.31586666667
423.66,5.21573333333,8.24639999999,7.84026666666,5.23466666667,4.34686666667,6.62527192983,5.2056,4.64313333333,8.56140000001,8.32873333333
424.01,5.19526666667,8.20693333333,7.81613333333,5.2122,4.3276,6.60071929825,5.20126666667,4.62486666667,8.53886666667,8.30553333334
424.37,5.2053,8.20159999999,7.82420000001,5.22926666667,4.35486666667,6.62312982456,5.22893333333,4.64046666667,8.55213333333,8.31466666667
424.73,5.25023333334,8.23713333334,7.85613333333,5.26266666667,4.40686666667,6.66463333333,5.2778,4.68373333333,8.59466666667,8.34526666667
425.08,5.26726666667,8.2498,7.85706666667,5.26386666667,4.43826666667,6.68067368421,5.3026,4.71493333333,8.6096,8.35906666666
425.44,5.26083333333,8.22146666667,7.84499999999,5.24966666667,4.43426666667,6.6704754386,5.3104,4.7122,8.59999999999,8.35013333333
425.80,5.28316666667,8.23513333333,7.87366666666,5.2674,4.46373333333,6.69011578948,5.3468,4.7394,8.6264,8.36353333333
426.16,5.29503333333,8.22666666666,7.87359999999,5.25826666667,4.48033333333,6.68968596491,5.34946666667,4.7448,8.62333333333,8.37126666667
426.51,5.27096666666,8.20259999999,7.85959999999,5.23326666667,4.46086666667,6.66420175439,5.34753333333,4.71926666667,8.6034,8.36360000001
426.87,5.29046666667,8.21106666666,7.88646666666,5.24633333333,4.49126666667,6.68439473684,5.3758,4.73426666667,8.61779999999,8.4032
427.23,5.3081,8.22166666666,7.88766666667,5.25893333333,4.51073333333,6.68319122807,5.39346666667,4.74746666667,8.63579999999,8.41379999999
