wavelength,Back_ParCorm,Belly_ParCorm,Breast_ParCorm,Crissum_ParCorm,Crown_ParCorm,DorTail_ParCorm,Rump_ParCorm,Throat_ParCorm,WingTip_ParCorm
324.37,5.25346666667,18.3069333334,15.0636666667,13.1495333333,3.3826,4.66606666666,5.99260000001,4.2166,5.0974
324.74,5.34486666667,18.5086,15.2992666667,13.3871333333,3.511,4.76966666667,6.11840000001,4.28,5.17293333333
325.10,5.6402,18.8502,15.5977333333,13.7256666667,3.83126666667,4.9664,6.41,4.58766666667,5.42433333333
325.47,5.90726666667,19.0682666667,15.7662,13.9972666667,4.0988,5.18286666667,6.62606666667,4.81866666667,5.6154
325.84,6.09466666667,19.4280666667,16.0013333333,14.2452666667,4.32253333333,5.3596,6.88033333334,5.05313333333,5.83453333333
326.21,6.12533333333,19.5642,16.1535333333,14.3253333333,4.3578,5.35193333333,6.87340000001,5.126,5.83773333334
326.57,6.05253333333,19.5734666667,16.1782,14.3156,4.26626666667,5.23786666667,6.84913333334,5.02786666667,5.70373333333
326.94,5.90706666667,19.6265333333,16.1574666667,14.287,4.1322,5.03913333333,6.79286666667,4.94493333333,5.56866666667
327.31,5.7702,19.6809333333,16.1763333333,14.3237333333,4.05946666667,4.91326666667,6.78193333333,4.91246666667,5.51086666667
327.67,5.675,19.7184666667,16.1591333333,14.368,3.90006666667,4.76606666667,6.70866666666,4.85946666667,5.38913333333
328.04,5.5634,19.6898,16.1236666667,14.3119333333,3.6876,4.55866666667,6.58300000001,4.71713333333,5.22593333333
328.41,5.6158,19.843,16.2576,14.4293333333,3.69853333333,4.56913333333,6.61833333333,4.73513333334,5.24566666667
328.78,5.5608,19.8291333333,16.2768666666,14.3913333333,3.6178,4.44173333334,6.51373333333,4.6902,5.1738
329.14,5.35293333333,19.8024666667,16.2428666667,14.3660666667,3.4196,4.24226666667,6.31126666667,4.52226666667,5.01106666667
329.51,5.09213333333,19.8262,16.2162666667,14.302,3.1236,3.99546666667,6.06773333334,4.23526666667,4.71886666667
329.88,4.90866666667,19.6568666667,16.0959333333,14.1410666667,2.88666666667,3.73246666667,5.78013333333,4.00846666667,4.5206
330.24,4.77953333333,19.7918,16.0828666667,14.1311333333,2.76226666667,3.60466666667,5.71193333333,3.83286666667,4.41673333333
330.61,4.95666666667,20.1063333333,16.3017333333,14.4632,2.89466666667,3.75093333333,5.90293333334,3.99533333333,4.56366666667
330.98,4.93046666667,20.2642666667,16.4192,14.5152,2.8214,3.74386666667,5.87126666667,3.9896,4.51473333333
331.34,5.0006,20.3492666667,16.5549333333,14.5866,2.78326666667,3.80273333333,5.82726666667,4.03433333333,4.53006666667
331.71,5.1594,20.5638,16.7797333333,14.7768666667,2.9566,3.92726666667,5.91406666667,4.1636,4.66833333333
332.08,5.3222,20.8907333333,17.0322666667,15.0944666667,3.1824,4.06506666667,6.01513333333,4.3584,4.7998
332.44,5.31873333333,20.9832666667,17.1276666667,15.1911333333,3.14493333333,4.00186666667,5.9828,4.43293333333,4.7666
332.81,5.375,21.2018,17.3268666667,15.3371333333,3.14433333333,4.03386666667,6.04006666667,4.4908,4.74833333333
333.18,5.5376,21.5036,17.7028,15.6318,3.31606666667,4.20266666667,6.29426666667,4.67033333333,4.86413333333
333.54,5.82233333333,21.733,17.9912,15.7900666667,3.55153333333,4.43393333333,6.5514,4.95166666667,5.1438
333.91,5.95193333333,21.981,18.1888,16.0164666667,3.67886666667,4.60566666667,6.79886666667,5.10293333333,5.2414
334.28,6.12173333334,22.1124666667,18.3691333333,16.1952666667,3.79453333333,4.77913333334,6.95193333333,5.2372,5.3558
334.64,6.17,22.3059333334,18.5482,16.2794666667,3.81846666667,4.79573333333,6.97980000001,5.2966,5.4532
335.01,6.1826,22.3294,18.7113333333,16.4048,3.88106666667,4.82613333333,6.96253333333,5.27633333334,5.4984
335.38,6.18686666666,22.4609333333,18.809,16.5400666667,3.88166666667,4.80546666667,6.95326666666,5.23913333333,5.44406666667
335.74,6.30226666667,22.7018,19.0582666667,16.7862666667,3.9658,4.86166666667,7.09833333334,5.32846666667,5.55006666667
336.11,6.42873333333,22.8494,19.2409333333,16.9474,4.09,5.0312,7.22153333334,5.43186666667,5.63493333333
336.47,6.53473333333,22.9947333333,19.4236,17.1372,4.2484,5.1906,7.38286666667,5.50886666667,5.77006666667
336.84,6.71633333333,23.1721333333,19.5876,17.3628,4.42413333333,5.36706666667,7.60360000001,5.6902,5.97693333333
337.21,6.688,23.2184666667,19.5439333333,17.3748666667,4.3622,5.29113333333,7.53540000001,5.63213333333,5.913
337.57,6.6546,23.3550666667,19.5741333333,17.5052,4.2892,5.19846666667,7.52500000001,5.59846666667,5.85253333333
337.94,6.60033333333,23.3412,19.5900666667,17.5288,4.21186666667,5.07253333333,7.41486666666,5.49546666667,5.72686666667
338.31,6.616,23.4948666667,19.7228666667,17.6558666667,4.2094,5.06286666667,7.41986666667,5.53133333333,5.73953333333
338.67,6.68586666667,23.6048,19.8404,17.7326,4.24793333333,5.0734,7.44073333334,5.53386666667,5.6998
339.04,6.86,23.8122666667,19.9735333333,17.9685333333,4.37513333333,5.23633333333,7.6054,5.7216,5.84113333333
339.40,6.9132,23.9475333333,20.0978,18.0937333333,4.4694,5.2772,7.68366666667,5.8074,5.89533333333
339.77,6.85273333333,23.9474,20.0881333334,18.1003333333,4.46153333333,5.257,7.65013333333,5.80453333333,5.79726666667
340.14,6.82713333333,24.0203333333,20.1543333333,18.1126,4.44626666667,5.19353333333,7.63993333333,5.7836,5.72926666667
340.50,6.8224,24.0646,20.1876666667,18.1022,4.43006666667,5.17933333333,7.61860000001,5.78813333333,5.62373333333
340.87,6.7934,24.1833333333,20.2814,18.1628666667,4.41026666667,5.15866666667,7.5672,5.7626,5.5664
341.23,6.89493333333,24.3341333333,20.4783333333,18.3234,4.49533333333,5.25673333333,7.65906666667,5.85186666667,5.67413333333
341.60,6.94846666667,24.5106666667,20.692,18.4722,4.60313333333,5.37746666667,7.81166666667,5.95813333333,5.76273333333
341.96,6.95566666667,24.6849333333,20.8276666667,18.5877333333,4.66013333333,5.3886,7.82853333334,6.03753333333,5.83646666667
342.33,7.0636,24.8193333333,20.9930666667,18.7293333333,4.77526666667,5.45993333333,7.97259999999,6.14546666666,5.9756
342.70,7.02693333333,24.8857333333,21.1025333333,18.8320666667,4.78053333333,5.45726666666,8.00853333333,6.19373333333,6.04793333334
343.06,6.96873333333,24.9644,21.1977333333,18.7950666667,4.73593333333,5.3686,8.0022,6.15966666667,5.96786666667
343.43,6.9998,25.0955333333,21.3306666666,18.8140666667,4.74,5.39313333333,8.06,6.20173333333,6.00773333333
343.79,6.9692,25.1387333333,21.3691333333,18.7833333333,4.66553333333,5.35233333333,7.97459999999,6.10613333333,6.01233333333
344.16,7.037,25.2552666667,21.5446,18.9344,4.74786666667,5.43593333333,8.08593333333,6.2112,6.0998
344.52,7.0394,25.3800666666,21.6142666667,19.0584666667,4.7314,5.38246666667,8.0982,6.22093333333,6.11393333333
344.89,6.98706666667,25.4595333333,21.6912666667,19.1162,4.67433333333,5.2918,8.0762,6.15706666667,6.04846666667
345.25,6.95886666667,25.5474,21.7648,19.1722666667,4.6952,5.29413333333,8.08353333333,6.167,6.01946666667
345.62,6.95746666667,25.6125333333,21.8168,19.2275333333,4.69213333333,5.27333333333,8.01746666666,6.09226666667,5.95493333333
345.99,7.0646,25.7750666667,21.9954666667,19.3725333333,4.79733333333,5.31826666667,8.08380000001,6.179,6.01133333333
346.35,6.91,25.7921333333,21.9848,19.3857333333,4.66973333333,5.12253333333,7.93253333333,6.05006666667,5.81046666667
346.72,6.86433333333,25.7971333333,21.9277333333,19.3477333333,4.63546666667,5.01953333333,7.87226666667,5.97046666667,5.66166666667
347.08,6.91586666667,25.9325333333,22.0131333333,19.4805333333,4.6932,5.02386666667,7.87773333333,5.98293333333,5.6964
347.45,6.88513333333,25.9507333333,22.0644,19.5800666667,4.72646666667,4.97733333333,7.81573333333,5.93006666666,5.63333333333
347.81,7.05086666667,26.1972,22.3135333333,19.7879333333,4.89726666667,5.07466666667,8.01293333333,6.1366,5.73013333333
348.18,6.96766666667,26.2653333333,22.3062666667,19.7599333333,4.77786666667,4.95093333333,7.8962,6.01753333333,5.60926666667
348.54,7.07306666667,26.4747333333,22.5435333333,19.9156,4.86906666667,4.98133333333,7.96533333333,6.1072,5.70093333333
348.91,7.0938,26.5795333333,22.5912666667,20.0300666667,4.888,4.94726666667,8.022,6.154,5.7454
349.27,7.1594,26.7368,22.6687333333,20.1528,4.91173333333,4.94726666667,8.06220000001,6.22173333333,5.7492
349.64,7.2348,26.8154,22.7994666667,20.2843333333,4.9956,4.9704,8.12146666667,6.32393333333,5.8166
350.00,7.16893333333,26.7804666667,22.7989333333,20.2796666667,4.93073333333,4.93913333333,8.11446666666,6.25773333333,5.72266666667
350.37,7.2168,26.8052666667,22.8193333333,20.3083333333,4.92053333333,4.96466666667,8.13106666666,6.275,5.76306666666
350.73,7.3352,27.0699333333,23.0605333333,20.5329333333,4.9854,5.0734,8.24033333333,6.44893333333,5.889
351.10,7.26193333333,27.0538,23.0896,20.5480666667,4.92186666666,4.99146666667,8.16206666667,6.37846666667,5.75913333333
351.46,7.38673333334,27.2698666667,23.2792666667,20.6969333333,4.982,5.05273333333,8.26579999999,6.50893333333,5.82553333333
351.83,7.367,27.39,23.3248,20.814,5.015,5.07093333333,8.26066666667,6.5132,5.8062
352.19,7.4138,27.4753333334,23.3674666667,20.9184666667,5.06313333333,5.07126666667,8.29586666667,6.5518,5.81253333333
352.55,7.3812,27.5217333333,23.3682666667,20.9080666667,5.04573333333,5.07973333334,8.23746666667,6.51206666666,5.72026666667
352.92,7.44213333333,27.6036666667,23.4470666667,20.9763333333,5.16053333333,5.15446666667,8.24559999999,6.58773333334,5.75333333333
353.28,7.4614,27.6528666667,23.5346666667,21.0094,5.1624,5.09706666667,8.26313333333,6.55893333333,5.69466666667
353.65,7.46746666667,27.8088666667,23.5914,21.0588,5.1718,5.071,8.31993333334,6.57266666667,5.6716
354.01,7.5584,28.0317333334,23.7863333333,21.2462666667,5.23806666666,5.11426666667,8.39193333333,6.6742,5.72173333333
354.38,7.73013333333,28.3522666667,24.0672,21.4208666667,5.42953333333,5.28186666667,8.55500000001,6.8954,5.8384
354.74,7.80413333333,28.4090666667,24.1418666667,21.4772666667,5.49586666667,5.316,8.61173333333,6.9284,5.879
355.11,7.93986666667,28.6404,24.3225333333,21.6362666667,5.61866666667,5.37966666667,8.73199999999,7.0434,6.00653333333
355.47,7.863,28.6321333333,24.2998666667,21.643,5.53186666667,5.26826666667,8.68073333333,6.92273333333,5.92873333333
355.83,7.8492,28.7358666667,24.3968666667,21.7024666667,5.473,5.1788,8.66286666666,6.8598,5.88886666667
356.20,7.88166666667,28.8248,24.4949333333,21.7897333333,5.52266666667,5.23366666667,8.72266666667,6.94453333333,5.96506666667
356.56,8.01993333333,29.0398,24.6826666667,22.0112,5.67106666667,5.3504,8.86486666666,7.0866,6.1444
356.93,7.9754,29.0765333333,24.733,21.9886,5.56493333333,5.2786,8.77920000001,7.0056,6.05206666667
357.29,8.0286,29.1869333333,24.8215333333,22.0830666667,5.632,5.32993333333,8.79846666666,7.05086666667,6.1198
357.66,8.06646666667,29.3220666667,24.9491333333,22.2006666667,5.63413333333,5.34893333334,8.78939999999,7.08113333333,6.1488
358.02,8.02613333333,29.3722,24.9401333333,22.2304666667,5.6192,5.2854,8.75926666667,7.04193333333,6.11333333333
358.38,8.01813333333,29.4897333333,24.9743333333,22.3402666667,5.6068,5.29093333333,8.79653333334,7.01673333333,6.08386666667
358.75,7.93946666667,29.5028666667,25.0368,22.3943333333,5.5468,5.19273333333,8.71233333333,6.90473333333,5.97173333333
359.11,7.87526666667,29.5394,25.0636666667,22.4211333333,5.47053333333,5.1356,8.68373333334,6.84593333334,5.8756
359.48,7.9414,29.7431333334,25.1962,22.5512666667,5.5554,5.217,8.75453333333,6.93546666667,5.94686666667
359.84,8.0148,29.8032,25.2936666667,22.654,5.61806666667,5.30066666667,8.79493333333,7.03,5.9902
360.20,8.02866666667,29.917,25.4134,22.727,5.60706666667,5.26186666667,8.79546666666,7.024,5.97873333333
360.57,8.00213333333,30.0122,25.4900666667,22.7897333333,5.58126666667,5.22393333333,8.79313333332,6.97486666667,5.9448
360.93,8.06893333333,30.1924,25.6758666667,22.9664666667,5.64953333333,5.26446666667,8.88586666667,7.03686666666,5.9868
361.29,8.1322,30.4154666667,25.8624666667,23.1466666667,5.6834,5.3428,8.97006666666,7.12313333333,6.056
361.66,8.17146666667,30.4614,25.9511333333,23.1996,5.73833333333,5.40306666667,9.03333333333,7.17006666666,6.09213333333
362.02,8.26673333333,30.6216666667,26.1333333333,23.3436,5.80626666667,5.49186666667,9.12266666667,7.25,6.1746
362.39,8.18786666667,30.5373333333,26.1232666667,23.3408,5.74286666666,5.40026666667,9.01646666667,7.1772,6.12553333333
362.75,8.2702,30.6885333333,26.2519333333,23.4566666667,5.79726666667,5.4838,9.10406666667,7.282,6.20073333333
363.11,8.3884,30.8252,26.4221333333,23.5925333333,5.89426666667,5.59813333333,9.18926666666,7.39893333333,6.2946
363.48,8.419,30.8665333333,26.5486,23.6332,5.9074,5.59453333333,9.20426666667,7.44293333334,6.28753333333
363.84,8.41473333333,30.9984,26.6718,23.7329333333,5.90586666667,5.57106666667,9.21219999999,7.43966666667,6.31126666667
364.20,8.4256,31.0732666667,26.7472666667,23.8098,5.92953333333,5.57206666667,9.2196,7.42466666667,6.33006666667
364.57,8.39406666667,31.0384666667,26.8016666667,23.8213333333,5.88173333333,5.5328,9.179,7.4154,6.26693333333
364.93,8.47726666667,31.1426,26.8828666667,23.8779333333,5.96153333333,5.6148,9.27080000001,7.50213333333,6.35526666667
365.29,8.41773333333,31.0785333333,26.8540666667,23.8174,5.9208,5.53706666667,9.21986666667,7.41886666667,6.26273333334
365.66,8.3868,31.1093333333,26.8798666667,23.8533333333,5.85806666667,5.452,9.14499999999,7.3442,6.1828
366.02,8.3664,31.1259333333,26.8916,23.8734,5.8516,5.4204,9.10746666667,7.3124,6.1496
366.38,8.39753333333,31.2188666667,26.9942666667,23.934,5.88246666667,5.43906666666,9.14893333333,7.31986666666,6.16406666667
366.75,8.32626666667,31.2169333333,26.9634,23.9186,5.81146666667,5.33746666667,9.08186666666,7.23366666667,6.04466666666
367.11,8.243,31.2196,26.9298666667,23.9260666667,5.7328,5.234,9.01606666666,7.137,5.9676
367.47,8.24733333333,31.2204,26.9193333333,23.9665333333,5.7086,5.24133333333,9.00733333333,7.1138,5.97806666667
367.84,8.32933333333,31.2628,26.9760666667,24.0336,5.78193333333,5.2926,9.04833333334,7.13986666667,5.99453333333
368.20,8.33853333333,31.3553333333,27.0498666666,24.0753333333,5.74866666667,5.24646666667,9.02366666666,7.08846666667,5.9158
368.56,8.33646666667,31.4619333333,27.0727333333,24.0700666667,5.70713333333,5.21313333333,9.00586666666,7.0432,5.90953333333
368.93,8.29826666667,31.5169333333,27.1591333333,24.154,5.63546666667,5.1414,8.94466666666,6.9858,5.83013333333
369.29,8.34533333333,31.6570666667,27.3036,24.2881333333,5.6614,5.16646666667,8.96773333333,7.01266666667,5.878
369.65,8.38293333333,31.8052,27.4418,24.4242,5.68853333333,5.2202,9.00086666667,7.07126666667,5.94866666667
370.01,8.35893333333,31.8463333333,27.4869333333,24.4599333333,5.59973333333,5.1706,8.97373333333,7.02093333333,5.92013333333
370.38,8.4806,32.0885333333,27.6774,24.6357333333,5.6318,5.21973333333,9.05853333332,7.10286666667,5.983
370.74,8.56266666667,32.265,27.8374,24.7323333333,5.69093333333,5.27093333333,9.12073333333,7.13773333333,6.06986666667
371.10,8.56353333334,32.3612,27.9085333333,24.8098,5.6828,5.27766666667,9.13713333333,7.14146666667,6.09313333333
371.46,8.56240000001,32.5214,28.0372666666,24.9101333333,5.65886666667,5.23726666667,9.10773333334,7.09086666667,6.06346666667
371.83,8.51113333333,32.6485333333,28.0926,24.9565333333,5.55493333333,5.1408,9.09046666666,7.03146666667,6.01493333333
372.19,8.50186666667,32.7511333333,28.1807333333,25.0836666667,5.5336,5.16506666667,9.11373333333,7.07286666667,6.0368
372.55,8.48866666667,32.8595333333,28.2451333334,25.1721333333,5.51633333333,5.13286666667,9.09026666666,7.04286666667,5.9892
372.92,8.38466666667,32.8705333333,28.2024666666,25.1417333333,5.39073333333,5.02533333333,8.97926666667,6.9352,5.85933333333
373.28,8.34933333333,32.9580666667,28.261,25.2214666667,5.3,4.94953333334,8.95873333333,6.8876,5.79286666667
373.64,8.32613333333,33.0338,28.2884,25.2658,5.26593333333,4.88086666667,8.96299999999,6.84386666667,5.72506666667
374.00,8.33253333333,33.2024666667,28.4274,25.3842,5.253,4.87293333333,8.97213333333,6.83133333333,5.712
374.37,8.24433333333,33.2184,28.4220666666,25.3606666667,5.17066666667,4.78733333333,8.88999999999,6.7348,5.58953333333
374.73,8.1468,33.2312,28.4301333333,25.4016666666,5.07233333333,4.70866666667,8.8048,6.65193333333,5.489
375.09,8.12093333333,33.3187333333,28.4966,25.4399333333,5.03226666667,4.66366666667,8.73526666667,6.62986666667,5.43466666667
375.45,8.15213333333,33.4600666667,28.6002,25.5502,5.0562,4.67606666667,8.7764,6.65826666667,5.44093333333
375.81,8.11013333333,33.5132,28.6344666666,25.5924666667,5.03546666667,4.67193333334,8.7528,6.6498,5.3962
376.18,8.13586666667,33.6037333333,28.7192666667,25.6200666667,5.068,4.7092,8.76346666666,6.6894,5.4428
376.54,8.19426666667,33.7113333333,28.8436666667,25.7727333333,5.1124,4.7458,8.85173333334,6.7354,5.49686666667
376.90,8.28493333333,33.851,28.9912,25.929,5.21973333333,4.852,8.96206666667,6.8288,5.65613333333
377.26,8.23306666667,33.8587333334,28.9906666667,25.9293333333,5.19113333333,4.81033333333,8.9276,6.78,5.62506666667
377.63,8.2266,33.9496666667,29.0634666667,25.9830666667,5.173,4.81986666667,8.92493333333,6.7706,5.6058
377.99,8.24426666667,34.0371333333,29.1672,26.0567333333,5.2158,4.84333333333,8.98473333334,6.80533333333,5.612
378.35,8.19326666667,34.0682666667,29.207,26.0999333334,5.19066666667,4.8156,8.97986666666,6.76706666667,5.61166666667
378.71,8.21813333333,34.1746,29.3032666667,26.2029333333,5.20573333333,4.81833333333,9.01080000001,6.78733333333,5.65073333334
379.07,8.30586666667,34.3364,29.4534666667,26.3522,5.27593333333,4.88693333333,9.14233333334,6.85286666667,5.72913333333
379.44,8.24786666667,34.3586,29.4765333333,26.3599333334,5.22713333333,4.85466666667,9.08700000001,6.8188,5.6922
379.80,8.31406666667,34.4778,29.6059333333,26.4914,5.262,4.91153333333,9.12566666667,6.8294,5.73293333333
380.16,8.29673333333,34.5370666667,29.6504,26.5701333333,5.22866666667,4.8474,9.12959999999,6.74686666667,5.65746666667
380.52,8.24193333333,34.538,29.6770666667,26.5752,5.17626666667,4.81466666667,9.07466666667,6.684,5.5896
380.88,8.2112,34.6358666666,29.7386,26.6436666667,5.1352,4.76913333333,9.06926666667,6.62406666667,5.521
381.24,8.27726666667,34.7665333333,29.8688666667,26.7858666667,5.19413333333,4.8252,9.09786666667,6.64953333333,5.57893333333
381.61,8.32866666667,34.9198666667,29.9792666667,26.9006666667,5.2252,4.8392,9.13620000001,6.68766666667,5.64846666667
381.97,8.36500000001,35.0064666667,30.0276,26.9963333333,5.24333333333,4.85833333333,9.13593333333,6.68933333333,5.6764
382.33,8.50079999999,35.1792666667,30.1890666667,27.1963333333,5.34106666667,4.96106666667,9.23933333334,6.8082,5.79
382.69,8.48773333333,35.3325333333,30.2668,27.2726666667,5.29853333333,4.9486,9.23560000001,6.77993333333,5.75693333333
383.05,8.42379999999,35.3210666667,30.2504,27.2554666667,5.22033333333,4.86586666667,9.14373333334,6.68733333333,5.67626666667
383.41,8.45973333333,35.4518666667,30.3154,27.3689333333,5.22313333333,4.8822,9.16986666666,6.6874,5.68686666667
383.77,8.43346666667,35.4987333333,30.357,27.3894,5.21873333333,4.85926666667,9.14786666667,6.6926,5.7028
384.14,8.41173333333,35.568,30.3814666667,27.4369333333,5.1898,4.853,9.1188,6.68106666667,5.68486666667
384.50,8.45753333334,35.7298666667,30.4661333333,27.5341333333,5.21126666666,4.88246666667,9.14373333333,6.7424,5.71053333334
384.86,8.43460000001,35.7623333333,30.4926666667,27.5278666667,5.16353333333,4.85413333333,9.09806666667,6.7058,5.64973333333
385.22,8.38746666666,35.8239333333,30.4888666667,27.5105333333,5.09033333333,4.80986666667,9.08293333333,6.6674,5.5824
385.58,8.377,35.8739333333,30.5306666667,27.5822666667,5.05893333333,4.7956,9.06879999999,6.64046666667,5.52213333333
385.94,8.34353333333,35.9449333333,30.5804,27.6186666666,4.9964,4.74466666667,9.03006666667,6.58486666667,5.47246666667
386.30,8.3238,36.0400666667,30.6588,27.6702,4.97793333333,4.734,9.0134,6.56873333333,5.43713333333
386.66,8.38433333334,36.0762666667,30.7329333333,27.7572,5.053,4.79786666667,9.07033333333,6.61326666667,5.4944
387.03,8.45459999999,36.2698,30.9274,27.9365333333,5.12686666667,4.89473333333,9.17973333333,6.70133333334,5.58813333333
387.39,8.48740000001,36.3658666667,31.0614,28.0367333333,5.16626666667,4.9236,9.24426666667,6.74153333334,5.60713333333
387.75,8.52393333334,36.487,31.1443333333,28.14,5.16966666667,4.93353333333,9.29486666666,6.74066666667,5.6142
388.11,8.57820000001,36.6052666667,31.3063333333,28.2352,5.215,4.97506666667,9.35986666666,6.79033333333,5.66353333333
388.47,8.57086666667,36.647,31.3690666667,28.2926,5.22066666667,4.963,9.3772,6.77233333333,5.654
388.83,8.63406666667,36.8046,31.5073333333,28.4488,5.29113333333,5.00873333333,9.44653333333,6.82326666667,5.71993333333
389.19,8.6774,36.9464,31.6449333333,28.613,5.32313333333,5.0416,9.47800000001,6.8358,5.74486666667
389.55,8.65986666666,37.0375333333,31.7149333333,28.6664,5.305,5.02553333333,9.46393333334,6.8068,5.75593333333
389.91,8.72499999999,37.1988,31.8404666667,28.7983333333,5.35106666667,5.0824,9.54186666667,6.8738,5.814
390.27,8.73566666667,37.3264666667,31.9330666667,28.9126666667,5.3364,5.07046666667,9.57579999999,6.8556,5.82433333333
390.63,8.77133333333,37.4574,32.0431333333,29.0168666667,5.34926666667,5.0838,9.60593333332,6.886,5.85226666667
391.00,8.74093333333,37.4369333333,31.9954666667,29.0193333333,5.28693333333,5.02573333333,9.54780000001,6.82026666667,5.7928
391.36,8.70700000001,37.4799333333,31.992,29.032,5.2294,4.96873333333,9.50673333333,6.78006666667,5.7714
391.72,8.6912,37.5153333333,32.0432666667,29.0686666667,5.2106,4.9492,9.4796,6.7588,5.76466666667
392.08,8.70299999999,37.5560666667,32.0494,29.1274666667,5.21886666667,4.9516,9.48586666668,6.7546,5.77386666667
392.44,8.72906666667,37.6894,32.1880666667,29.2683333333,5.21253333333,4.96526666667,9.51086666665,6.74686666667,5.8122
392.80,8.72866666667,37.7468,32.2288666667,29.3291333333,5.1854,4.96046666667,9.5054,6.73,5.80026666667
393.16,8.75460000001,37.8579333333,32.3074,29.4196,5.2042,4.96246666667,9.52820000001,6.75326666667,5.82486666667
393.52,8.779,37.9424666666,32.3824,29.4912666667,5.23166666667,4.98026666666,9.57046666667,6.7778,5.84286666667
393.88,8.75373333334,37.9737333333,32.4086666667,29.5271333333,5.22053333333,4.96546666667,9.54166666667,6.74933333333,5.843
394.24,8.75673333333,37.9883333333,32.3959333333,29.5063333333,5.2282,4.9652,9.51386666666,6.73833333333,5.8398
394.60,8.77846666666,38.041,32.415,29.5529333333,5.251,4.98686666667,9.53660000001,6.74806666667,5.85393333333
394.96,8.81166666667,38.1656666667,32.4985333333,29.6432,5.29066666667,5.0156,9.5818,6.7926,5.8874
395.32,8.85733333333,38.2664,32.5864666667,29.7492666667,5.3232,5.04426666667,9.631,6.82173333333,5.90653333334
395.68,8.8822,38.3696,32.6440666667,29.8258666667,5.33873333333,5.06886666667,9.64933333333,6.84773333334,5.9198
396.04,8.94126666666,38.5649333333,32.8006666667,29.969,5.38306666667,5.1304,9.73226666667,6.90733333333,5.9664
396.40,8.94220000001,38.6326666667,32.7996666667,29.9839333333,5.3752,5.1182,9.73093333335,6.9096,5.93906666667
396.76,8.99746666667,38.767,32.9194,30.0950666667,5.40653333333,5.1584,9.78399999999,6.9564,5.9972
397.12,9.00106666666,38.8492666667,33.0072,30.1296666667,5.40306666667,5.166,9.79633333334,6.9624,6.01686666667
397.48,9.0472,38.9374,33.0912666667,30.2234666667,5.4168,5.2018,9.8296,6.96113333333,6.03313333333
397.84,9.09266666668,39.0560666667,33.192,30.343,5.43233333333,5.22193333333,9.8618,6.9686,6.06513333333
398.20,9.09886666665,39.1668666667,33.3124666667,30.4639333333,5.4148,5.2168,9.88293333333,6.95513333333,6.048
398.56,9.05700000001,39.2278666666,33.3391333333,30.4852,5.368,5.17733333333,9.84933333334,6.88773333333,6.0066
398.92,9.05453333335,39.3428666667,33.4519333333,30.544,5.34866666667,5.15113333333,9.81279999999,6.83286666666,5.9904
399.28,9.01926666667,39.3984,33.4857333333,30.5793333333,5.31113333333,5.1492,9.78026666666,6.7774,5.96713333333
399.64,9.01013333333,39.514,33.5579333333,30.6509333333,5.26266666667,5.11326666667,9.75746666667,6.72733333333,5.92246666667
400.00,8.97846666667,39.5273333333,33.5398666667,30.6852666667,5.21746666667,5.0722,9.71406666666,6.66206666667,5.88793333334
400.36,8.97586666667,39.5862666667,33.6082666667,30.753,5.20693333333,5.06893333333,9.70846666666,6.62706666667,5.90713333333
400.72,8.96626666666,39.6635333333,33.6486666666,30.8068666667,5.19113333333,5.0572,9.71299999999,6.60126666667,5.90046666667
401.08,8.97213333333,39.6538,33.633,30.8268,5.18913333333,5.08233333334,9.70813333335,6.60313333333,5.89146666667
401.44,8.9604,39.7593333333,33.6863333333,30.9060666667,5.17786666667,5.08886666666,9.70860000001,6.5958,5.8808
401.80,8.99153333333,39.8558666667,33.7641333333,30.9597333333,5.19293333333,5.1014,9.74233333333,6.62706666667,5.87026666667
402.16,9.03473333333,39.9796,33.8577333333,31.0493333333,5.19986666667,5.11453333333,9.75566666667,6.64753333333,5.91666666667
402.52,9.04253333333,40.0630666667,33.9197333333,31.1384666667,5.16733333333,5.10146666667,9.75639999999,6.6492,5.9312
402.88,9.07153333333,40.1316,33.9873333333,31.2160666667,5.15186666667,5.13806666667,9.78893333333,6.67333333333,5.95053333333
403.24,9.12300000001,40.2738666667,34.1101333333,31.338,5.17613333333,5.16213333333,9.83786666667,6.712,5.99166666667
403.60,9.17646666667,40.3832666667,34.2470666667,31.4724,5.20813333333,5.20633333333,9.90233333332,6.7588,6.05593333333
403.95,9.20326666667,40.4473333333,34.3098,31.5294666667,5.20233333333,5.2106,9.91073333333,6.76673333333,6.0714
404.31,9.23526666666,40.474,34.3211333333,31.5736666667,5.21626666667,5.25093333333,9.94673333334,6.80433333333,6.10233333333
404.67,9.2376,40.5172,34.3535333333,31.6184,5.223,5.253,9.9472,6.79726666667,6.10033333333
405.03,9.26946666665,40.6299333333,34.4476,31.7116,5.23713333333,5.27426666667,9.99873333333,6.8044,6.13
405.39,9.28059999999,40.6934666667,34.5133333333,31.7815333333,5.23266666667,5.2606,9.99706666667,6.80166666667,6.1338
405.75,9.24346666666,40.661,34.4880666667,31.7794,5.18653333333,5.24453333333,9.9666,6.7398,6.10386666667
406.11,9.23846666668,40.6880666667,34.4844666667,31.8320666667,5.1756,5.2548,9.97913333335,6.71773333333,6.098
406.47,9.26426666668,40.8017333333,34.5975333333,31.9290666667,5.196,5.28173333333,9.99279999999,6.72226666667,6.0926
