wavelength,Back_ParCorm,Belly_ParCorm,Breast_ParCorm,Crissum_ParCorm,Crown_ParCorm,DorTail_ParCorm,Rump_ParCorm,Throat_ParCorm,WingTip_ParCorm
711.24,13.0516,58.8288666667,47.9840666667,52.2132666667,52.1748,8.32146666667,13.6456,45.7521333333,11.1508666667
711.56,13.0628666667,58.9876666667,48.1604,52.3038,52.3435333333,8.30546666667,13.6298666667,45.8822666667,11.1416
711.88,12.9401333333,58.8618666667,48.1266666667,52.2413333333,52.3288666667,8.19106666667,13.562,45.8476,11.0124666667
712.20,12.8605333333,58.9908666667,48.1396666667,52.2097333333,52.3459333333,8.01886666667,13.4522,45.8344666667,10.9264666667
712.52,12.8552666667,58.9476666667,48.0487333333,52.1057333333,52.3003333333,8.04866666667,13.4068,45.7216666667,10.9254
712.84,12.8877333333,58.8688,47.9569333333,52.0884666667,52.2422,8.03973333333,13.3642,45.6500666667,10.9055333333
713.16,12.9024,59.0688666667,48.0798666667,52.1649333333,52.3647333333,8.0824,13.4329333333,45.7958666667,10.8458666667
713.48,12.8580666667,59.1316666667,48.1082,52.23,52.389,8.03586666667,13.3379333333,45.8338666667,10.804
713.80,12.7592666667,59.0027333333,47.9839333333,52.0699333333,52.3030666667,7.91633333333,13.1962,45.7735333333,10.7287333333
714.12,12.7001333333,58.8768,47.8629333333,51.9786666667,52.1635333333,7.9256,13.1237333333,45.7602,10.6540666667
714.44,12.5919333333,58.7624,47.7289333333,51.8241333333,52.063,7.82346666667,13.0580666667,45.5891333333,10.5382
714.76,12.6898666667,58.7972666667,47.7720666667,51.9028,52.1951333333,7.9476,13.18,45.611,10.6457333333
715.08,12.7994,58.8394666667,47.8118666667,51.9148666667,52.2626,8.11713333333,13.3424666667,45.6297333333,10.7532666667
715.40,12.9388,59.2171333333,48.0818666667,52.1660666667,52.5011333333,8.191,13.51,45.8354666667,10.8661333333
715.72,13.0288666667,59.0938,48.0888666667,52.1467333333,52.4528666667,8.27653333333,13.5742666667,45.8837333333,10.9617333333
716.04,12.9175333333,59.0944666667,48.0766666667,52.2094666667,52.4736666667,8.1466,13.5058666667,45.9065333333,10.8183333333
716.36,12.8830666667,59.0314,48.13,52.2247333333,52.4592,8.12913333333,13.4874666666,45.8882,10.8277333333
716.68,12.8367333333,58.8788666667,48.1129333333,52.1593333333,52.3632,8.06666666667,13.4882,45.8100666667,10.84
717.00,13.0088,58.9032,48.2623333333,52.2159333333,52.4934666667,8.35146666667,13.7763333334,45.914,11.0271333333
717.32,13.1332666667,58.6955333333,48.1604,52.1314,52.3554666667,8.52393333333,13.9735333334,45.8232,11.1227333333
717.64,13.2863333334,58.7985333333,48.2763333333,52.2911333333,52.4748666667,8.64393333334,14.2031333333,45.9092,11.2754666667
717.96,13.3774,58.8172666667,48.3428,52.3349333333,52.4943333333,8.7554,14.2646,45.9354666667,11.3503333333
718.28,13.3258666667,58.8042666667,48.4059333333,52.3582,52.5163333333,8.6266,14.1739333333,45.9401333334,11.2152666667
718.60,13.2159333333,58.7894,48.3712666667,52.3664,52.558,8.4012,13.9999333333,46.0398,11.1358666667
718.92,13.2860666667,58.5124,48.1204,52.0892666667,52.3766666667,8.4358,13.9588666667,45.8880666667,11.2012
719.24,13.3380666667,58.706,48.2308666667,52.2401333333,52.5402,8.46526666667,14.0259333333,46.0364666667,11.2634
719.56,13.4331333333,58.7393333333,48.2864666667,52.264,52.602,8.55993333333,14.1937333333,46.1562,11.4682666667
719.88,13.3036,58.5741333333,48.0878,51.9632666667,52.2654666667,8.42706666667,14.082,45.9869333333,11.3302666667
720.20,13.5542666667,58.7548,48.1690666667,52.123,52.5056666667,8.58993333333,14.2286666666,46.1816666667,11.4944666667
720.52,13.6341333333,58.8434666667,48.1324666667,52.0791333333,52.5216,8.56526666667,14.1928,46.2363333333,11.5508
720.84,13.6656666667,58.9668666667,48.3262,52.1661333333,52.7316666667,8.6176,14.1842666667,46.3764666667,11.5075333333
721.16,13.5904,59.0904666667,48.3654,52.129,52.8177333333,8.49453333333,14.0221333333,46.4196,11.4501333333
721.48,13.499,59.0449333333,48.3398,52.1351333333,52.8241333333,8.4892,13.9246666667,46.4904,11.3898666667
721.79,13.3434666667,59.2468666667,48.3745333333,52.2377333333,52.8046,8.29113333333,13.8452666666,46.5691333333,11.3009333333
722.11,13.2183333333,59.2264666667,48.3104,52.2668666667,52.7019333333,8.246,13.8344,46.5066,11.1487333333
722.43,13.0506,59.268,48.3507333334,52.3211333333,52.7758,8.19193333333,13.7553333333,46.5871333333,11.0002666667
722.75,12.9875333333,59.3412666667,48.3220666667,52.3102666667,52.7649333333,8.1964,13.7406,46.5566666667,10.8802
723.07,12.9682,59.2499333333,48.3428,52.2955333333,52.7883333333,8.23646666667,13.6458666667,46.4433333334,10.8309333333
723.39,13.1760666667,59.6233333333,48.6572,52.6564666666,53.2830666667,8.426,13.8501333333,46.7288,11.0585333333
723.71,12.9988,59.4262666667,48.5583333333,52.4596,53.131,8.34293333334,13.6664666667,46.4802,10.8506666667
724.03,13.0419333333,59.3511333333,48.5569333333,52.53,53.1527333333,8.34313333333,13.832,46.4516666667,10.8982666667
724.35,12.9921333333,59.3161333333,48.3833333333,52.3702,53.0342,8.17513333333,13.7325333333,46.2436666667,10.8458666666
724.67,12.9778,59.1313333333,48.2964666667,52.2599333333,52.8688666667,8.2322,13.769,46.0801333333,10.8006666667
724.98,12.8801333333,59.159,48.1732666667,52.1542,52.8893333333,8.12613333333,13.7002,46.0129333333,10.6975333333
725.30,12.8262666666,58.8456,47.9459333333,51.9760666667,52.7847333333,8.16033333333,13.6400666667,45.7851333333,10.6590666667
725.62,12.8686666667,58.8776666667,48.1526,51.9974,53.0032,8.237,13.7035333333,45.8355333333,10.7080666667
725.94,12.8461333333,58.6984,48.0643333333,51.9239333333,52.9436,8.2542,13.7462666666,45.6791333333,10.6918
726.26,12.7655333333,58.7022666667,48.1377333333,51.9554,52.9978,8.1148,13.6996,45.6293333333,10.6053333333
726.58,12.7122,58.8299333333,48.1066666667,51.9592,53.0480666667,8.04466666667,13.692,45.7908,10.5431333333
726.90,12.5857333333,58.6982666667,47.9406666667,51.8332,52.9352,7.91306666667,13.6222,45.6854666667,10.3781333333
727.21,12.7066666667,58.8537333333,47.9662,51.9417333333,53.073,8.00853333333,13.737,45.7435333333,10.5488666667
727.53,12.5399333333,58.8282666667,47.945,52.0054666667,53.0306666667,7.83953333333,13.5838666667,45.738,10.3626
727.85,12.3906666667,58.7330666667,47.7684,51.9198,53.0166666667,7.74973333333,13.4899333333,45.6882,10.2304
728.17,12.5576,58.8137333333,47.8052666667,52.1004666667,53.1594666667,7.9216,13.5956666667,45.8566666667,10.2635333333
728.49,12.8184,58.9589333333,48.0951333333,52.3482,53.3493333333,8.15846666667,13.8592,45.9790666667,10.6146
728.80,13.2178,59.1524666667,48.2705333333,52.4449333333,53.5485333334,8.55680000001,14.2361333333,46.2626,10.9864666667
729.12,13.4564,59.3437333333,48.279,52.5554,53.5818,8.68886666667,14.3516666667,46.3894,11.2034
729.44,13.3942666667,59.4683333333,48.2357333333,52.59,53.6381333333,8.50439999999,14.2476666667,46.4682666667,11.1394
729.76,13.2524666667,59.1829333333,48.0063333333,52.3678,53.4259333333,8.38886666667,14.0530666667,46.3342,11.085
730.08,13.1636,59.0829333333,47.8816666667,52.3164,53.3806,8.20793333333,13.8766666667,46.1732,10.9675333333
730.39,13.0724666667,59.0784666667,47.9037333333,52.3132666667,53.4186666667,8.10186666667,13.7069333333,46.1864,10.8402666667
730.71,13.079,59.1167333333,47.9484666667,52.2584,53.3368,8.09266666667,13.7080666667,46.286,10.8690666667
731.03,13.1249333333,59.0034666667,47.8893333334,52.0413333334,53.2178666667,8.1638,13.628,46.225,10.8728666667
