wavelength,Back_PooCaef,Belly_PooCaef,Breast_PooCaef,Crissum_PooCaef,Crown_PooCaef,DorTail_PooCaef,Patch10_PooCaef,Patch11_PooCaef,Rump_PooCaef,Throat_PooCaef,WingTip_PooCaef
348.91,3.85,15.373,1.77766666667,2.94966666667,3.72433333333,6.15466666667,8.864,0.790333333333,3.89733333333,21.0713333333,6.42233333333
349.27,3.809,15.3216666667,1.68433333333,2.733,3.573,6.02766666667,8.72533333333,0.738333333333,3.83633333333,21.0193333333,6.34166666667
349.64,3.707,15.2086666667,1.515,2.49733333333,3.33133333333,5.923,8.54966666667,0.583333333333,3.57433333333,20.951,6.20866666667
350.00,3.68066666667,15.2646666667,1.56966666667,2.419,3.14733333333,5.963,8.57666666667,0.580333333333,3.48233333333,20.9356666667,6.259
350.37,3.76866666667,15.398,1.72,2.42233333333,3.17833333333,6.13666666667,8.69,0.636333333333,3.54066666667,20.9826666667,6.46033333333
350.73,3.748,15.4086666667,1.70766666667,2.43133333333,3.15466666667,6.179,8.75933333333,0.627666666667,3.57566666667,21.0863333333,6.443
351.10,3.72833333333,15.4646666667,1.712,2.404,3.131,6.041,8.784,0.608666666667,3.561,21.2206666667,6.36433333333
351.46,3.787,15.4743333333,1.818,2.43033333333,3.16,6.15366666667,8.91633333333,0.718333333333,3.70033333333,21.4043333333,6.36133333333
351.83,3.79733333333,15.4606666667,1.85033333333,2.40166666667,3.20066666667,6.24033333333,8.98,0.795333333333,3.74133333333,21.513,6.40933333333
352.19,3.901,15.5856666667,1.93766666667,2.505,3.274,6.42433333333,9.07533333333,0.881,3.85633333333,21.783,6.466
352.55,4.11066666667,15.8816666667,2.14966666667,2.75533333333,3.51966666667,6.54866666667,9.3,1.123,4.015,22.072,6.60766666667
352.92,4.103,15.932,2.08433333333,2.76566666667,3.51333333333,6.45866666667,9.36,1.176,4.02266666667,22.2113333333,6.616
353.28,4.11266666667,16.0343333333,2.10533333333,2.801,3.55466666667,6.399,9.44333333333,1.09433333333,3.97166666667,22.4626666667,6.60933333333
353.65,4.03866666667,16.0413333333,2.098,2.82366666667,3.617,6.29433333333,9.45733333333,1.03966666667,4.07833333333,22.432,6.612
354.01,4.00233333333,16.0663333333,2.123,2.88666666667,3.73866666667,6.26566666667,9.45566666667,1.06666666667,4.101,22.4946666667,6.71333333333
354.38,3.95933333333,16.1563333333,2.17566666667,2.98766666667,3.79266666667,6.19066666667,9.51166666667,1.14533333333,4.19533333333,22.5726666667,6.735
354.74,4.023,16.259,2.23166666667,3.05033333333,3.907,6.251,9.60166666667,1.30333333333,4.26533333333,22.6466666667,6.831
355.11,4.217,16.4996666667,2.37066666667,3.30166666667,4.14333333333,6.53033333333,9.87933333333,1.58266666667,4.50066666667,22.9303333333,7.04166666667
355.47,4.218,16.5586666667,2.287,3.35266666667,4.169,6.492,9.916,1.529,4.46966666667,23.012,7.10333333333
355.83,4.25733333333,16.7416666667,2.28366666667,3.43866666667,4.251,6.47433333333,10.0313333333,1.58033333333,4.56466666667,23.0686666667,7.213
356.20,4.31366666667,16.8753333333,2.33266666667,3.51633333333,4.39533333333,6.49266666667,10.1253333333,1.65466666667,4.64333333333,23.164,7.26166666667
356.56,4.36233333333,17.0546666667,2.30633333333,3.537,4.40266666667,6.55466666667,10.2093333333,1.65066666667,4.67466666667,23.245,7.272
356.93,4.38966666667,17.037,2.28866666667,3.55166666667,4.37766666667,6.621,10.185,1.66933333333,4.71466666667,23.1633333333,7.25266666667
357.29,4.574,17.2653333333,2.344,3.658,4.532,6.75566666667,10.309,1.75566666667,4.853,23.1926666667,7.398
357.66,4.74466666667,17.39,2.44933333333,3.74766666667,4.582,6.898,10.477,1.905,4.96033333333,23.3353333333,7.53066666667
358.02,4.80366666667,17.558,2.45133333333,3.699,4.53166666667,6.91066666667,10.4896666667,1.88466666667,4.982,23.419,7.492
358.38,4.80333333333,17.5543333333,2.39166666667,3.61333333333,4.46066666667,6.91,10.5,1.75766666667,4.867,23.421,7.38233333333
358.75,4.86966666667,17.6623333333,2.41633333333,3.59766666667,4.39366666667,6.95733333333,10.5776666667,1.65466666667,4.847,23.563,7.41333333333
359.11,4.78033333333,17.6173333333,2.38466666667,3.43133333333,4.303,6.89066666667,10.5493333333,1.50466666667,4.74166666667,23.4973333333,7.35133333333
359.48,4.80066666667,17.693,2.456,3.46333333333,4.338,6.96733333333,10.6093333333,1.50533333333,4.73033333333,23.5633333333,7.37066666667
359.84,4.83866666667,17.7473333333,2.47233333333,3.47,4.336,6.995,10.665,1.53733333333,4.68633333333,23.634,7.319
360.20,4.78666666667,17.752,2.40833333333,3.449,4.24666666667,6.94166666667,10.621,1.47766666667,4.62766666667,23.5763333333,7.231
360.57,4.70233333333,17.5593333333,2.38566666667,3.398,4.17133333333,6.84033333333,10.563,1.41866666667,4.561,23.5093333333,7.205
360.93,4.80233333333,17.695,2.451,3.45633333333,4.23233333333,6.915,10.664,1.46733333333,4.578,23.6313333333,7.268
361.29,4.71266666667,17.6623333333,2.40233333333,3.41566666667,4.14533333333,6.85733333333,10.715,1.46466666667,4.585,23.6716666667,7.259
361.66,4.68266666667,17.697,2.33333333333,3.43566666667,4.16166666667,6.77833333333,10.779,1.42366666667,4.536,23.745,7.197
362.02,4.74066666667,17.6536666667,2.32566666667,3.49733333333,4.26066666667,6.79966666667,10.902,1.42466666667,4.54566666667,23.8606666667,7.186
362.39,4.86766666667,17.8183333333,2.40333333333,3.59333333333,4.33666666667,6.86033333333,11.0006666667,1.58,4.65566666667,23.965,7.19333333333
362.75,4.94433333333,17.7943333333,2.419,3.577,4.38766666667,6.82233333333,11.0606666667,1.669,4.719,23.983,7.181
363.11,4.95166666667,17.816,2.35833333333,3.56133333333,4.372,6.78466666667,11.061,1.64366666667,4.703,24.0166666667,7.173
363.48,5.03233333333,17.9073333333,2.394,3.623,4.39033333333,6.79566666667,11.1603333333,1.71466666667,4.78533333333,24.0606666667,7.237
363.84,5.014,17.91,2.36866666667,3.637,4.33133333333,6.68833333333,11.1743333333,1.66233333333,4.83566666667,24.1453333333,7.209
364.20,5.00133333333,17.978,2.388,3.65033333333,4.36533333333,6.70833333333,11.2793333333,1.68566666667,4.889,24.294,7.21266666667
364.57,5.00766666667,18.154,2.38933333333,3.69866666667,4.413,6.80466666667,11.3806666667,1.72833333333,4.932,24.432,7.207
364.93,5.00933333333,18.1893333333,2.402,3.744,4.48166666667,6.78966666667,11.4766666667,1.77566666667,4.98466666667,24.434,7.198
365.29,5.00633333333,18.2186666667,2.43433333333,3.76666666667,4.54233333333,6.77066666667,11.516,1.82966666667,4.92366666667,24.5476666667,7.15733333333
365.66,4.91966666667,18.2746666667,2.45,3.718,4.54466666667,6.78633333333,11.4553333333,1.80566666667,4.84366666667,24.5866666667,7.101
366.02,4.885,18.391,2.51033333333,3.78766666667,4.55033333333,6.84366666667,11.5423333333,1.89266666667,4.918,24.5866666667,7.147
366.38,4.78433333333,18.319,2.40533333333,3.69966666667,4.497,6.79966666667,11.5426666667,1.75633333333,4.766,24.644,7.15833333333
366.75,4.70033333333,18.409,2.40066666667,3.77366666667,4.53766666667,6.76,11.569,1.72933333333,4.76766666667,24.645,7.17566666667
367.11,4.731,18.5413333333,2.47933333333,3.84533333333,4.594,6.78366666667,11.6753333333,1.75433333333,4.81933333333,24.6793333333,7.20566666667
367.47,4.65666666667,18.575,2.34666666667,3.71233333333,4.555,6.66,11.668,1.66233333333,4.75833333333,24.712,7.13333333333
367.84,4.69066666667,18.6553333333,2.30233333333,3.70533333333,4.61733333333,6.71866666667,11.6913333333,1.636,4.738,24.8013333333,7.144
368.20,4.78566666667,18.8016666667,2.288,3.70166666667,4.65733333333,6.73333333333,11.7486666667,1.62833333333,4.754,24.828,7.23566666667
368.56,4.91566666667,18.877,2.337,3.73933333333,4.727,6.687,11.865,1.643,4.78466666667,24.8646666667,7.26366666667
368.93,4.85466666667,18.887,2.31333333333,3.70233333333,4.65,6.559,11.8316666667,1.557,4.766,25.0043333333,7.218
369.29,4.80733333333,18.8456666667,2.239,3.65666666667,4.58533333333,6.57266666667,11.82,1.48033333333,4.771,24.9793333333,7.12766666667
369.65,4.89366666667,18.9523333333,2.292,3.724,4.618,6.58233333333,11.9253333333,1.50733333333,4.82833333333,25.0513333333,7.175
370.01,4.98833333333,18.9856666667,2.31366666667,3.75666666667,4.61366666667,6.57866666667,12.001,1.52333333333,4.85933333333,25.1693333333,7.20366666667
370.38,4.98133333333,19.0766666667,2.35133333333,3.76566666667,4.64933333333,6.57166666667,12.0863333333,1.56766666667,4.93533333333,25.133,7.18966666667
370.74,4.95333333333,19.0536666667,2.36533333333,3.80233333333,4.6,6.60933333333,12.068,1.578,4.91033333333,25.2163333333,7.13233333333
371.10,4.83766666667,18.983,2.226,3.725,4.49666666667,6.47733333333,11.9966666667,1.52666666667,4.84533333333,25.2316666667,7.036
371.46,4.85033333333,18.9496666667,2.24233333333,3.72266666667,4.47666666667,6.48466666667,11.95,1.49566666667,4.78566666667,25.303,6.96766666667
371.83,4.86366666667,18.998,2.312,3.68166666667,4.53366666667,6.49333333333,12.0483333333,1.526,4.789,25.3283333333,6.96933333333
372.19,4.82666666667,18.92,2.384,3.62966666667,4.57333333333,6.441,11.9633333333,1.51366666667,4.75266666667,25.2603333333,6.88333333333
372.55,4.77,19.0036666667,2.342,3.54266666667,4.49066666667,6.37466666667,11.9283333333,1.47466666667,4.76766666667,25.29,6.86233333333
372.92,4.83333333333,19.0773333333,2.36166666667,3.50866666667,4.54733333333,6.43266666667,11.953,1.47666666667,4.81666666667,25.3973333333,6.91166666667
373.28,4.91833333333,19.194,2.45933333333,3.55833333333,4.596,6.44966666667,12.0366666667,1.526,4.85966666667,25.458,6.94266666667
373.64,4.916,19.2186666667,2.39833333333,3.527,4.546,6.39766666667,11.9916666667,1.51133333333,4.85733333333,25.485,6.91233333333
374.00,4.85933333333,19.2493333333,2.32866666667,3.45433333333,4.51633333333,6.35433333333,11.957,1.47066666667,4.77666666667,25.5866666667,6.85233333333
374.37,4.908,19.237,2.31966666667,3.46733333333,4.55233333333,6.30733333333,11.966,1.482,4.753,25.646,6.864
374.73,4.94833333333,19.327,2.28933333333,3.39666666667,4.54466666667,6.32233333333,12.0436666667,1.45566666667,4.725,25.702,6.858
375.09,5.10633333333,19.5196666667,2.467,3.553,4.70066666667,6.537,12.142,1.603,4.79033333333,25.8163333333,6.95966666667
375.45,5.16366666667,19.6433333333,2.598,3.677,4.78166666667,6.611,12.3216666667,1.75533333333,4.92066666667,25.9416666667,7.06066666667
375.81,5.18233333333,19.7093333333,2.59,3.76733333333,4.747,6.659,12.2903333333,1.835,4.97366666667,25.9986666667,7.08966666667
376.18,5.20466666667,19.78,2.52933333333,3.82233333333,4.65966666667,6.74533333333,12.4176666667,1.85233333333,5.02466666667,26.1626666667,7.14166666667
376.54,5.217,19.787,2.48833333333,3.881,4.70166666667,6.73633333333,12.42,1.82466666667,5.003,26.27,7.13766666667
376.90,5.14766666667,19.7906666667,2.427,3.85566666667,4.62466666667,6.61933333333,12.4736666667,1.84433333333,4.944,26.215,7.13133333333
377.26,5.11566666667,19.7826666667,2.355,3.841,4.59633333333,6.55466666667,12.4303333333,1.794,4.938,26.2403333333,7.11833333333
377.63,5.13733333333,19.8113333333,2.33633333333,3.841,4.629,6.61733333333,12.5233333333,1.86933333333,4.97866666667,26.285,7.134
377.99,5.15833333333,19.89,2.40433333333,3.876,4.69533333333,6.626,12.6036666667,1.95366666667,5.035,26.2936666667,7.21066666667
378.35,5.19533333333,20.0306666667,2.50166666667,3.979,4.72733333333,6.75866666667,12.7183333333,2.04566666667,5.19133333333,26.544,7.31266666667
378.71,5.23,20.148,2.53266666667,4.02933333333,4.782,6.73266666667,12.7823333333,2.08666666667,5.26433333333,26.548,7.41033333333
379.07,5.23,20.2343333333,2.516,4.01666666667,4.728,6.63733333333,12.8223333333,2.05066666667,5.30666666667,26.6353333333,7.42633333333
379.44,5.20333333333,20.27,2.42633333333,3.931,4.722,6.61633333333,12.8246666667,1.96166666667,5.272,26.713,7.405
379.80,5.19933333333,20.3663333333,2.36133333333,3.87133333333,4.713,6.62233333333,12.8616666667,1.89133333333,5.242,26.755,7.35333333333
380.16,5.174,20.3973333333,2.30533333333,3.82866666667,4.71533333333,6.572,12.8676666667,1.84033333333,5.188,26.82,7.28133333333
380.52,5.20066666667,20.4766666667,2.381,3.83,4.70966666667,6.662,12.921,1.91433333333,5.20266666667,26.8606666667,7.29366666667
380.88,5.25566666667,20.6073333333,2.42133333333,3.89266666667,4.76633333333,6.757,12.9623333333,1.92033333333,5.24166666667,26.9873333333,7.33
381.24,5.278,20.7286666667,2.44366666667,3.88433333333,4.75166666667,6.76433333333,13.0453333333,1.90533333333,5.24,27.0493333333,7.313
381.61,5.29366666667,20.8136666667,2.485,3.854,4.77833333333,6.704,13.1003333333,1.88433333333,5.19666666667,27.125,7.285
381.97,5.3,20.92,2.43966666667,3.80133333333,4.73466666667,6.63233333333,13.1236666667,1.81133333333,5.17666666667,27.1763333333,7.18766666667
382.33,5.33633333333,20.9816666667,2.43466666667,3.792,4.78233333333,6.67066666667,13.1823333333,1.81333333333,5.144,27.1183333333,7.17266666667
382.69,5.34233333333,20.9963333333,2.432,3.82,4.81866666667,6.704,13.237,1.84733333333,5.14533333333,27.254,7.12533333333
383.05,5.406,21.0443333333,2.476,3.86333333333,4.88066666667,6.74133333333,13.3063333333,1.90333333333,5.189,27.327,7.14666666667
383.41,5.47966666667,21.1063333333,2.52233333333,3.906,4.89766666667,6.78966666667,13.3803333333,1.96566666667,5.23266666667,27.332,7.186
383.77,5.47566666667,21.0473333333,2.60066666667,3.959,4.97266666667,6.75566666667,13.4776666667,1.98466666667,5.25233333333,27.3673333333,7.20833333333
384.14,5.518,21.1543333333,2.72166666667,4.01266666667,5.05366666667,6.802,13.5666666667,2.09466666667,5.35366666667,27.4993333333,7.28766666667
384.50,5.53166666667,21.2053333333,2.72433333333,3.985,5.05533333333,6.77833333333,13.6283333333,2.06133333333,5.36933333333,27.5513333333,7.29833333333
384.86,5.60866666667,21.2623333333,2.77733333333,3.99,5.121,6.825,13.754,2.106,5.39866666667,27.6513333333,7.30533333333
385.22,5.604,21.2413333333,2.71933333333,3.95733333333,5.11166666667,6.78566666667,13.7403333333,2.095,5.35266666667,27.69,7.28666666667
385.58,5.692,21.3726666667,2.77733333333,4.032,5.117,6.828,13.8046666667,2.08433333333,5.40966666667,27.7783333333,7.35366666667
385.94,5.68533333333,21.364,2.773,4.06933333333,5.17433333333,6.82566666667,13.8483333333,2.09466666667,5.46566666667,27.7806666667,7.398
386.30,5.64933333333,21.378,2.729,4.01166666667,5.145,6.707,13.844,2.04133333333,5.45933333333,27.8673333333,7.34766666667
386.66,5.70233333333,21.5083333333,2.788,4.04933333333,5.20766666667,6.758,13.943,2.08833333333,5.50866666667,27.9486666667,7.4
387.03,5.65266666667,21.5373333333,2.77766666667,4.029,5.228,6.751,14.0023333333,2.10266666667,5.50933333333,27.9836666667,7.408
387.39,5.61466666667,21.565,2.76433333333,4.05833333333,5.25466666667,6.70833333333,14.0136666667,2.09833333333,5.49433333333,28.054,7.37766666667
387.75,5.674,21.715,2.78633333333,4.08533333333,5.23933333333,6.78666666667,14.0793333333,2.13666666667,5.53666666667,28.164,7.45633333333
388.11,5.70866666667,21.814,2.72666666667,4.101,5.209,6.76733333333,14.1386666667,2.12133333333,5.523,28.1696666667,7.43466666667
388.47,5.683,21.8146666667,2.725,4.14,5.246,6.76466666667,14.1626666667,2.139,5.51966666667,28.1926666667,7.45933333333
388.83,5.65166666667,21.8303333333,2.722,4.143,5.22466666667,6.74066666667,14.1716666667,2.12733333333,5.515,28.252,7.43266666667
389.19,5.69733333333,21.9886666667,2.79533333333,4.19666666667,5.28466666667,6.814,14.271,2.16133333333,5.58866666667,28.3623333333,7.50333333333
389.55,5.629,21.9793333333,2.71766666667,4.16666666667,5.28,6.79566666667,14.272,2.12066666667,5.56266666667,28.3833333333,7.47466666667
389.91,5.64633333333,22.0623333333,2.70033333333,4.18233333333,5.28733333333,6.859,14.2716666667,2.127,5.53766666667,28.5016666667,7.45766666667
390.27,5.61766666667,22.116,2.69733333333,4.18866666667,5.266,6.86,14.355,2.11433333333,5.49633333333,28.5646666667,7.471
390.63,5.59733333333,22.1656666667,2.66333333333,4.19566666667,5.23966666667,6.82366666667,14.3293333333,2.063,5.48866666667,28.6013333333,7.459
391.00,5.63966666667,22.2366666667,2.633,4.18566666667,5.21366666667,6.85133333333,14.3676666667,2.00233333333,5.47933333333,28.6813333333,7.43733333333
391.36,5.66866666667,22.2766666667,2.64766666667,4.20566666667,5.212,6.91366666667,14.435,2.0,5.49133333333,28.7743333333,7.49466666667
391.72,5.698,22.2586666667,2.63066666667,4.21133333333,5.23966666667,6.85333333333,14.4883333333,2.01233333333,5.493,28.8136666667,7.47633333333
392.08,5.681,22.207,2.62866666667,4.18633333333,5.21533333333,6.84066666667,14.5196666667,1.982,5.43266666667,28.8983333333,7.46166666667
392.44,5.70866666667,22.2913333333,2.61966666667,4.19233333333,5.18766666667,6.85433333333,14.579,1.988,5.40733333333,28.9966666667,7.42633333333
392.80,5.74,22.373,2.60266666667,4.21266666667,5.18766666667,6.85266666667,14.5886666667,1.97833333333,5.41266666667,29.032,7.41533333333
393.16,5.74866666667,22.4266666667,2.63066666667,4.23766666667,5.194,6.82666666667,14.6733333333,1.971,5.413,29.1036666667,7.437
393.52,5.749,22.4366666667,2.66533333333,4.277,5.20866666667,6.83133333333,14.69,2.00133333333,5.45033333333,29.1286666667,7.40766666667
393.88,5.76133333333,22.4143333333,2.68866666667,4.25766666667,5.20666666667,6.79666666667,14.7713333333,1.99166666667,5.45033333333,29.165,7.41
394.24,5.74166666667,22.4236666667,2.64333333333,4.23133333333,5.17933333333,6.73166666667,14.7126666667,1.96633333333,5.43533333333,29.1946666667,7.38233333333
394.60,5.70266666667,22.4046666667,2.61666666667,4.184,5.143,6.72066666667,14.752,1.92,5.378,29.2083333333,7.31033333333
394.96,5.667,22.368,2.62366666667,4.208,5.14566666667,6.70533333333,14.7553333333,1.91133333333,5.347,29.2686666667,7.30166666667
395.32,5.681,22.4686666667,2.61466666667,4.21366666667,5.14366666667,6.694,14.7446666667,1.92366666667,5.325,29.311,7.26966666667
395.68,5.65233333333,22.5703333333,2.60133333333,4.19166666667,5.11366666667,6.70066666667,14.759,1.89766666667,5.31633333333,29.366,7.23666666667
396.04,5.64666666667,22.6836666667,2.58533333333,4.18533333333,5.10133333333,6.71,14.7716666667,1.87066666667,5.32566666667,29.3603333333,7.26566666667
396.40,5.616,22.709,2.57566666667,4.15866666667,5.127,6.61733333333,14.8153333333,1.84,5.33,29.4303333333,7.27633333333
396.76,5.51033333333,22.665,2.51366666667,4.086,5.10033333333,6.57333333333,14.782,1.776,5.285,29.3893333333,7.197
397.12,5.50566666667,22.6656666667,2.46833333333,4.07166666667,5.09733333333,6.54166666667,14.779,1.80866666667,5.3,29.422,7.19
397.48,5.51533333333,22.756,2.44733333333,4.06033333333,5.09766666667,6.58233333333,14.9,1.82133333333,5.28966666667,29.524,7.239
397.84,5.51166666667,22.845,2.40566666667,4.04466666667,5.07,6.60566666667,14.9393333333,1.815,5.25766666667,29.603,7.23633333333
398.20,5.542,22.9096666667,2.42533333333,4.063,5.08133333333,6.625,14.9676666667,1.81033333333,5.254,29.5836666667,7.21533333333
398.56,5.57166666667,23.0003333333,2.41766666667,4.09366666667,5.09333333333,6.58433333333,14.948,1.84933333333,5.284,29.648,7.24033333333
398.92,5.56266666667,23.125,2.38766666667,4.07266666667,5.063,6.549,14.9996666667,1.88933333333,5.25466666667,29.6686666667,7.249
399.28,5.56666666667,23.1436666667,2.40066666667,4.07866666667,5.05766666667,6.51433333333,15.0116666667,1.87,5.26433333333,29.6666666667,7.24433333333
399.64,5.60133333333,23.2203333333,2.47566666667,4.095,5.072,6.45966666667,15.072,1.88133333333,5.228,29.7143333333,7.274
400.00,5.63466666667,23.2676666667,2.52866666667,4.11966666667,5.12933333333,6.40633333333,15.1043333333,1.876,5.26966666667,29.843,7.25666666667
400.36,5.70766666667,23.3436666667,2.51833333333,4.16766666667,5.132,6.452,15.133,1.898,5.28833333333,29.8546666667,7.26266666667
400.72,5.80233333333,23.4856666667,2.599,4.28966666667,5.18466666667,6.491,15.2873333333,1.94833333333,5.342,30.014,7.35766666667
401.08,5.854,23.5686666667,2.64033333333,4.335,5.221,6.59533333333,15.3686666667,1.99166666667,5.36633333333,30.0086666667,7.35633333333
401.44,5.87166666667,23.6026666667,2.66633333333,4.33966666667,5.22466666667,6.55966666667,15.368,1.99566666667,5.394,30.1003333333,7.35133333333
401.80,5.87966666667,23.6736666667,2.695,4.36233333333,5.21966666667,6.54,15.3746666667,1.98666666667,5.41933333333,30.1526666667,7.35433333333
402.16,5.88866666667,23.7126666667,2.69033333333,4.38233333333,5.24166666667,6.59,15.4606666667,2.002,5.43766666667,30.2333333333,7.35666666667
402.52,5.91533333333,23.8196666667,2.72433333333,4.39133333333,5.25133333333,6.624,15.586,2.015,5.46066666667,30.3,7.369
402.88,5.942,23.854,2.76566666667,4.453,5.30033333333,6.67466666667,15.651,2.00266666667,5.508,30.338,7.37633333333
403.24,5.93166666667,23.92,2.76333333333,4.444,5.29333333333,6.68766666667,15.731,1.98566666667,5.49266666667,30.4006666667,7.369
403.60,5.907,23.9556666667,2.69566666667,4.44966666667,5.29166666667,6.69666666667,15.7273333333,1.97233333333,5.495,30.4196666667,7.34933333333
403.95,5.95066666667,23.982,2.70966666667,4.50133333333,5.308,6.763,15.781,2.045,5.55666666667,30.4333333333,7.382
404.31,5.91433333333,24.003,2.74766666667,4.48266666667,5.31366666667,6.751,15.795,2.05466666667,5.56466666667,30.4453333333,7.373
404.67,5.91466666667,24.027,2.74233333333,4.44466666667,5.29333333333,6.75533333333,15.7973333333,2.078,5.54766666667,30.4493333333,7.37966666667
405.03,5.86166666667,24.0443333333,2.71033333333,4.40633333333,5.267,6.67633333333,15.789,1.99933333333,5.50133333333,30.501,7.325
405.39,5.825,24.0443333333,2.67833333333,4.38566666667,5.277,6.64833333333,15.8066666667,1.979,5.48366666667,30.472,7.29533333333
405.75,5.833,24.1036666667,2.701,4.421,5.32766666667,6.69433333333,15.8336666667,1.99766666667,5.498,30.5116666667,7.33
406.11,5.898,24.1956666667,2.738,4.47833333333,5.339,6.70633333333,15.886,2.03,5.53533333333,30.5986666667,7.355
406.47,5.89233333333,24.1606666667,2.707,4.45366666667,5.33266666667,6.659,15.8396666667,2.01933333333,5.523,30.6273333333,7.363
406.83,5.92166666667,24.1506666667,2.66866666667,4.427,5.326,6.60866666667,15.8336666667,2.04666666667,5.51966666667,30.6313333333,7.33866666667
407.19,5.903,24.1753333333,2.65833333333,4.42033333333,5.332,6.537,15.8283333333,2.06533333333,5.52933333333,30.676,7.343
407.55,5.93133333333,24.2463333333,2.713,4.42433333333,5.361,6.59,15.867,2.117,5.57766666667,30.7363333333,7.38166666667
407.90,5.884,24.2933333333,2.70566666667,4.37533333333,5.367,6.54133333333,15.8813333333,2.09466666667,5.518,30.7373333333,7.35133333333
408.26,5.92833333333,24.3516666667,2.72766666667,4.42033333333,5.399,6.57933333333,15.9436666667,2.10766666667,5.55666666667,30.824,7.39633333333
408.62,5.93166666667,24.379,2.73233333333,4.463,5.425,6.55533333333,15.9556666667,2.109,5.58633333333,30.8753333333,7.38933333333
408.98,5.97666666667,24.4526666667,2.75633333333,4.53833333333,5.46166666667,6.591,15.9956666667,2.171,5.64533333333,30.966,7.446
409.34,6.08833333333,24.5753333333,2.821,4.618,5.484,6.63633333333,16.055,2.22933333333,5.70166666667,31.1026666667,7.51366666667
409.70,6.072,24.5923333333,2.80733333333,4.59666666667,5.43866666667,6.56966666667,16.0843333333,2.20566666667,5.68466666667,31.0973333333,7.473
410.06,6.04366666667,24.6473333333,2.83233333333,4.57433333333,5.46333333333,6.547,16.1113333333,2.18066666667,5.67533333333,31.1763333333,7.46166666667
410.42,6.08266666667,24.7053333333,2.85933333333,4.59833333333,5.49166666667,6.57666666667,16.1703333333,2.17933333333,5.698,31.2346666667,7.45866666667
410.77,6.087,24.8236666667,2.92166666667,4.62633333333,5.53766666667,6.58066666667,16.206,2.17433333333,5.734,31.349,7.51966666667
411.13,6.11633333333,24.8863333333,2.953,4.67933333333,5.55233333333,6.64266666667,16.276,2.19566666667,5.76266666667,31.3836666667,7.51766666667
411.49,6.09333333333,24.9083333333,2.90733333333,4.68366666667,5.54633333333,6.59866666667,16.2733333333,2.16633333333,5.74266666667,31.45,7.47733333333
411.85,6.093,24.9296666667,2.90133333333,4.72066666667,5.536,6.63433333333,16.3346666667,2.161,5.73533333333,31.4983333333,7.48666666667
412.21,6.06366666667,24.925,2.861,4.67733333333,5.49666666667,6.604,16.357,2.11733333333,5.67966666667,31.5226666667,7.43166666667
412.57,6.07466666667,24.9996666667,2.873,4.677,5.51233333333,6.62566666667,16.4473333333,2.12333333333,5.67033333333,31.5673333333,7.437
412.92,6.08,25.0606666667,2.892,4.64833333333,5.508,6.61433333333,16.5186666667,2.12,5.642,31.59,7.423
413.28,6.01433333333,25.0663333333,2.85033333333,4.60166666667,5.488,6.57233333333,16.5266666667,2.07033333333,5.58933333333,31.5526666667,7.387
413.64,6.064,25.0996666667,2.87033333333,4.64733333333,5.49066666667,6.601,16.567,2.10066666667,5.59533333333,31.62,7.424
414.00,6.06233333333,25.094,2.86266666667,4.65066666667,5.463,6.62466666667,16.5693333333,2.10933333333,5.584,31.6033333333,7.428
414.36,6.035,25.0756666667,2.859,4.64633333333,5.42566666667,6.60433333333,16.5993333333,2.088,5.54966666667,31.6196666667,7.416
414.72,6.02266666667,25.036,2.831,4.646,5.393,6.59266666667,16.5983333333,2.08266666667,5.51733333333,31.6046666667,7.34333333333
415.07,6.04333333333,25.0793333333,2.83966666667,4.62533333333,5.409,6.60033333333,16.6233333333,2.08366666667,5.51566666667,31.6486666667,7.37966666667
415.43,6.035,25.061,2.837,4.60433333333,5.38366666667,6.582,16.679,2.06633333333,5.49033333333,31.6396666667,7.37
415.79,6.063,25.0776666667,2.87033333333,4.63466666667,5.40333333333,6.59033333333,16.6823333333,2.10566666667,5.55233333333,31.696,7.393
416.15,6.078,25.1656666667,2.91133333333,4.662,5.451,6.604,16.692,2.15766666667,5.59133333333,31.7826666667,7.44966666667
416.51,6.08933333333,25.166,2.923,4.69033333333,5.46366666667,6.59466666667,16.6863333333,2.16966666667,5.62,31.7913333333,7.48033333333
416.86,6.09933333333,25.1593333333,2.92533333333,4.70333333333,5.483,6.63633333333,16.683,2.17833333333,5.645,31.8423333333,7.51866666667
417.22,6.12866666667,25.1883333333,2.96233333333,4.74433333333,5.485,6.676,16.7306666667,2.20566666667,5.66833333333,31.901,7.522
417.58,6.12,25.2226666667,2.955,4.73833333333,5.49033333333,6.681,16.7593333333,2.19666666667,5.67433333333,31.929,7.50666666667
417.94,6.13433333333,25.1903333333,2.95766666667,4.75633333333,5.52333333333,6.62966666667,16.771,2.21666666667,5.704,31.8926666667,7.505
418.29,6.16466666667,25.2636666667,2.98,4.8,5.56166666667,6.65533333333,16.7956666667,2.26033333333,5.73133333333,31.9483333333,7.53766666667
418.65,6.171,25.3243333333,2.98166666667,4.80266666667,5.57766666667,6.683,16.8346666667,2.275,5.76166666667,31.966,7.58166666667
419.01,6.18266666667,25.3366666667,2.97233333333,4.82,5.58033333333,6.676,16.8423333333,2.277,5.77166666667,31.992,7.56366666667
419.37,6.22866666667,25.4016666667,3.00366666667,4.876,5.61766666667,6.698,16.872,2.31133333333,5.81266666667,32.0763333333,7.61433333333
