wavelength,Back_SchRufm,Belly_SchRufm,Breast_SchRufm,Crissum_SchRufm,Crown_SchRufm,DorTail_SchRufm,Patch10_SchRufm,Rump_SchRufm,Throat_SchRufm,WingTip_SchRufm
549.29,13.5778888889,34.5816666667,24.7073333333,18.0493333333,11.7756666667,8.811,6.4925,12.33,28.5898333333,16.0216666667
549.64,13.6201111111,34.6295555555,24.8116666667,18.1082222222,11.7921111111,8.82788888889,6.49216666666,12.3288888889,28.6735,16.0408888889
549.98,13.6592222222,34.657,24.8707777778,18.1802222222,11.8385555556,8.85533333333,6.53333333334,12.3538888889,28.7396666667,16.0456666667
550.32,13.6797777778,34.7043333333,24.9531111111,18.2541111111,11.8968888889,8.87466666668,6.52633333333,12.3556666666,28.8316111111,16.071
550.66,13.6845555555,34.7125555556,25.009,18.297,11.9035555556,8.89455555555,6.555,12.3621111111,28.8985,16.1126666667
551.01,13.6838888889,34.7428888889,25.0846666667,18.3077777778,11.9284444444,8.91066666667,6.53683333334,12.3591111111,28.9378333333,16.1517777778
551.35,13.7121111111,34.8561111111,25.1764444444,18.4206666667,11.9912222222,8.9518888889,6.56133333333,12.4045555556,29.0525,16.2002222222
551.69,13.7487777778,34.8984444445,25.2555555556,18.4947777778,12.0188888889,8.98333333334,6.5785,12.4558888889,29.1060555556,16.2687777778
552.03,13.7347777778,34.9158888889,25.3302222222,18.5678888889,12.0265555556,8.97633333333,6.60650000002,12.4587777778,29.1447777778,16.2978888889
552.38,13.7372222222,34.896,25.3287777778,18.6145555555,12.0302222222,8.97100000001,6.60933333333,12.4602222222,29.1203888889,16.319
552.72,13.7413333333,34.9318888889,25.3585555555,18.633,12.05,8.96666666667,6.62100000001,12.4234444444,29.1715555556,16.3436666667
553.06,13.7406666666,34.9561111111,25.4145555556,18.6488888889,12.0435555556,8.95733333333,6.64133333331,12.4073333333,29.2093888889,16.3502222222
553.40,13.7286666667,34.9877777778,25.4475555555,18.6753333333,12.0725555555,8.96944444446,6.67749999998,12.4338888889,29.2886111111,16.396
553.74,13.7004444445,34.9707777778,25.4914444444,18.6638888889,12.0554444444,8.96644444446,6.67316666665,12.4268888889,29.3006111111,16.467
554.09,13.6587777778,34.931,25.4704444445,18.6512222222,12.0246666667,8.938,6.64533333334,12.4008888889,29.2808888889,16.4397777778
554.43,13.6943333334,34.9534444444,25.5763333333,18.7161111111,12.0767777778,8.95022222222,6.6565,12.4344444444,29.3301111111,16.496
554.77,13.7253333334,35.0461111111,25.6973333333,18.8187777778,12.136,8.9968888889,6.70483333332,12.4943333334,29.4663333333,16.5687777778
555.11,13.7634444444,34.9933333333,25.7701111111,18.839,12.1575555555,9.03433333333,6.73949999999,12.5242222222,29.5096666667,16.6154444444
555.45,13.7608888889,34.9713333333,25.7923333333,18.8635555556,12.1918888889,9.01777777779,6.73550000001,12.4898888889,29.5297777778,16.6253333333
555.80,13.7642222222,34.969,25.8272222222,18.894,12.2225555555,9.026,6.73733333335,12.4918888889,29.5721111111,16.6331111111
556.14,13.7435555556,35.0091111111,25.8648888889,18.9144444444,12.2058888889,9.01433333334,6.73350000001,12.4905555556,29.6452777778,16.6214444445
556.48,13.7516666666,35.0054444444,25.9305555556,18.9592222222,12.2538888889,9.05822222222,6.74133333333,12.5304444445,29.6978888889,16.6483333333
556.82,13.7592222222,35.0395555556,25.9542222222,19.0028888889,12.2583333333,9.05599999999,6.70600000001,12.492,29.7556666667,16.6576666667
557.16,13.7392222222,35.0418888889,25.9906666666,19.0331111111,12.2713333333,9.02999999999,6.67616666665,12.4745555556,29.7352222222,16.6553333333
557.50,13.7114444444,35.0531111111,26.0407777778,19.0505555555,12.277,8.9848888889,6.61666666667,12.4611111111,29.7891666667,16.6206666667
557.85,13.7532222222,35.1184444445,26.1208888889,19.1445555556,12.3316666667,9.03222222221,6.66116666665,12.499,29.8852777778,16.7268888889
558.19,13.7396666667,35.0851111111,26.0858888889,19.1486666667,12.2918888889,9.02255555556,6.64716666667,12.4782222222,29.9321666667,16.7082222222
558.53,13.7224444445,35.0225555556,26.1062222222,19.1491111111,12.259,8.96222222221,6.63983333331,12.4453333334,29.9412777778,16.7142222222
558.87,13.6833333333,35.0808888889,26.158,19.2283333333,12.2781111111,8.94744444446,6.62866666668,12.4383333333,30.0061666667,16.7366666667
559.21,13.6818888889,35.1125555556,26.2171111111,19.2418888889,12.2785555555,8.9731111111,6.63083333331,12.4438888889,30.0815555555,16.767
559.55,13.6818888889,35.1032222222,26.2527777778,19.2796666667,12.2966666667,8.98122222221,6.5805,12.4328888889,30.1271666667,16.7854444445
559.89,13.7373333333,35.094,26.3627777778,19.3805555556,12.3822222222,9.06788888888,6.61566666668,12.4713333333,30.2056111111,16.8887777778
560.23,13.6922222222,35.0772222222,26.3832222222,19.4157777778,12.3655555556,9.042,6.58733333333,12.4524444445,30.2101666667,16.91
560.58,13.7124444445,35.1123333333,26.4706666667,19.4613333333,12.3901111111,9.07988888888,6.62633333332,12.5297777778,30.2773333333,16.9895555555
560.92,13.7318888889,35.1233333333,26.5271111111,19.5074444444,12.3913333333,9.11144444445,6.657,12.5318888889,30.3618333333,17.0272222222
561.26,13.7598888889,35.1616666667,26.549,19.5967777778,12.4252222222,9.14255555557,6.67650000002,12.5315555556,30.4205,17.0815555556
561.60,13.7442222222,35.1581111111,26.6008888889,19.6057777778,12.3935555556,9.10444444443,6.65566666668,12.5125555555,30.4476111111,17.0552222222
561.94,13.7327777778,35.2165555556,26.6746666667,19.6671111111,12.4301111111,9.114,6.67516666666,12.5084444444,30.5149444444,17.0577777778
562.28,13.7608888889,35.2972222222,26.7343333333,19.747,12.484,9.17622222222,6.68916666665,12.5107777778,30.5701111111,17.0805555556
562.62,13.7953333334,35.3377777778,26.7827777778,19.7978888889,12.5208888889,9.20233333332,6.69583333331,12.4917777778,30.6133333333,17.1074444445
562.96,13.7652222222,35.3461111111,26.8006666667,19.8312222222,12.5103333333,9.21044444444,6.67666666665,12.4893333334,30.6412222222,17.1176666667
563.30,13.7978888889,35.3866666667,26.8738888889,19.8306666667,12.5346666667,9.24777777778,6.74116666669,12.5283333333,30.717,17.1518888889
563.64,13.7796666667,35.464,26.9488888889,19.8477777778,12.5476666667,9.24033333333,6.75466666665,12.5424444444,30.7985,17.1686666667
563.99,13.8188888889,35.4991111111,26.9995555556,19.903,12.5878888889,9.2781111111,6.78533333332,12.5903333333,30.8969444444,17.1863333333
564.33,13.819,35.5016666667,27.0445555555,19.962,12.6091111111,9.28155555557,6.80983333333,12.602,30.9554444444,17.1928888889
564.67,13.8352222222,35.5398888889,27.0973333333,20.0072222222,12.6263333333,9.274,6.81449999999,12.5964444444,31.0082777778,17.2218888889
565.01,13.8313333333,35.5418888889,27.1466666667,19.9846666667,12.6011111111,9.27133333335,6.81483333335,12.5962222222,30.9894444444,17.2282222222
565.35,13.7781111111,35.4997777778,27.1458888889,19.9293333333,12.5793333333,9.25122222222,6.78466666669,12.5676666667,30.9606111111,17.1963333333
565.69,13.7713333333,35.4872222222,27.1836666667,19.924,12.5673333333,9.24300000001,6.74916666668,12.5597777778,30.9755555556,17.2212222222
566.03,13.734,35.4448888889,27.2108888889,19.9127777778,12.5447777778,9.19744444446,6.718,12.5316666667,30.9745555556,17.1945555555
566.37,13.7061111111,35.4438888889,27.2516666667,19.9102222222,12.4948888889,9.16933333333,6.69899999999,12.5281111111,31.0356111111,17.1897777778
566.71,13.7245555556,35.4894444444,27.3447777778,19.9656666667,12.525,9.16544444443,6.72166666668,12.5492222222,31.1065,17.2276666667
567.05,13.7196666667,35.4933333333,27.3911111111,20.0433333333,12.5494444445,9.15722222221,6.72183333335,12.5376666667,31.1533888889,17.2562222222
567.39,13.7321111111,35.4867777778,27.4092222222,20.0833333333,12.53,9.1271111111,6.70583333334,12.5267777778,31.2083333333,17.2714444444
567.73,13.7536666667,35.5257777778,27.4935555556,20.1594444444,12.527,9.12555555557,6.72616666665,12.5247777778,31.2678333333,17.3055555555
568.07,13.806,35.562,27.5811111111,20.2535555556,12.5731111111,9.17844444444,6.77266666666,12.5316666667,31.3641666667,17.3611111111
568.41,13.8151111111,35.5848888889,27.6424444445,20.3123333333,12.6141111111,9.19566666667,6.77700000001,12.5731111111,31.4379444445,17.3775555556
568.75,13.8461111111,35.6352222222,27.721,20.4257777778,12.6861111111,9.24599999999,6.81383333334,12.6231111111,31.5605,17.4506666667
569.09,13.9338888889,35.7258888889,27.8561111111,20.5953333333,12.7693333333,9.30455555554,6.88366666665,12.6768888889,31.7124444444,17.5586666667
569.43,13.9404444445,35.726,27.9183333333,20.691,12.8215555556,9.31766666667,6.9275,12.716,31.7531111111,17.6263333333
569.77,13.9514444444,35.7425555556,27.9545555555,20.7362222222,12.8342222222,9.36633333332,6.95633333333,12.7502222222,31.8083333333,17.6551111111
570.11,13.9551111111,35.7097777778,27.9733333333,20.7622222222,12.8661111111,9.36944444446,6.93899999998,12.7486666667,31.8019444444,17.6423333333
570.45,13.9247777778,35.6645555555,27.9816666667,20.7712222222,12.8716666667,9.3628888889,6.91700000001,12.7024444444,31.8267777778,17.6192222222
570.79,13.901,35.6492222222,28.0118888889,20.7711111111,12.8437777778,9.34622222223,6.89333333332,12.684,31.8486666667,17.5835555555
571.13,13.9163333334,35.7095555556,28.0798888889,20.8305555556,12.8797777778,9.37344444443,6.9215,12.6868888889,31.8903888889,17.6104444444
571.47,13.9047777778,35.7374444444,28.1402222222,20.8336666667,12.9151111111,9.35822222221,6.91266666667,12.6903333333,31.9195555556,17.6331111111
571.81,13.8724444444,35.748,28.1765555556,20.8393333333,12.912,9.32644444446,6.88183333331,12.6772222222,31.9347777778,17.6412222222
572.15,13.8642222222,35.7506666667,28.215,20.8606666666,12.9134444444,9.32444444446,6.87783333332,12.6521111111,31.9571666667,17.6381111111
572.49,13.8345555556,35.7447777778,28.2658888889,20.8694444444,12.9057777778,9.32588888888,6.89,12.6164444445,32.0052222222,17.6401111111
572.83,13.8445555555,35.7342222222,28.2793333333,20.8801111111,12.924,9.34799999999,6.90916666666,12.6142222222,32.0363888889,17.6444444444
573.17,13.8773333333,35.7883333334,28.3537777778,20.9318888889,12.9378888889,9.39677777778,6.94033333335,12.6473333333,32.1091666667,17.6646666667
573.51,13.9297777778,35.8752222222,28.4407777778,21.0233333333,12.9847777778,9.42155555556,6.97849999998,12.6666666667,32.2084444444,17.7472222222
573.85,13.9426666667,35.8964444445,28.5026666667,21.081,13.0183333333,9.44877777778,7.02833333331,12.7014444445,32.2902222222,17.785
574.19,13.9834444445,35.9435555555,28.5671111111,21.1465555555,13.0433333333,9.48566666668,7.071,12.733,32.3243333333,17.8332222222
574.53,13.9984444444,35.99,28.633,21.2217777778,13.075,9.53322222222,7.12166666668,12.7596666667,32.3671666667,17.8857777778
574.87,13.9575555556,35.9427777778,28.649,21.2414444445,13.046,9.5241111111,7.10433333332,12.7745555556,32.3870555556,17.8712222222
575.21,13.9677777778,35.9258888889,28.6696666666,21.2653333333,13.0435555555,9.57799999999,7.12666666666,12.7671111111,32.4314444444,17.9065555556
575.55,13.9806666667,35.9505555555,28.7082222222,21.2937777778,13.0632222222,9.58877777777,7.14516666667,12.7764444444,32.4653333333,17.9282222222
575.89,13.9322222222,35.945,28.7135555555,21.3065555556,13.0253333333,9.57366666665,7.12933333332,12.7476666667,32.4635555556,17.9218888889
576.22,13.889,35.9433333334,28.7265555556,21.3287777778,12.989,9.52988888888,7.0985,12.7263333333,32.4754444444,17.8994444444
576.56,13.8411111111,35.9575555556,28.7787777778,21.3686666666,12.972,9.49711111111,7.0795,12.7236666667,32.5107222222,17.9078888889
576.90,13.8164444444,35.9865555555,28.8313333333,21.3885555556,12.9684444445,9.47833333333,7.05716666666,12.6944444444,32.5846666667,17.9118888889
577.24,13.7826666667,35.9538888889,28.8617777778,21.398,12.947,9.46355555556,7.03000000001,12.6844444445,32.6368333333,17.8893333333
577.58,13.8133333333,36.018,28.9608888889,21.454,12.9764444445,9.48777777779,7.05016666666,12.7302222222,32.7031666667,17.9602222222
577.92,13.8174444445,36.0635555555,29.0096666667,21.5,12.9727777778,9.48122222222,7.05283333335,12.7573333333,32.7810555555,17.9816666667
578.26,13.8977777778,36.1456666667,29.1195555556,21.5662222222,13.0481111111,9.53299999999,7.10699999999,12.8242222222,32.9086666667,18.0676666667
578.60,13.9761111111,36.1713333334,29.1862222222,21.6151111111,13.1148888889,9.59499999999,7.18800000002,12.8394444444,32.9708888889,18.1521111111
578.94,13.9321111111,36.155,29.2236666667,21.6328888889,13.0883333333,9.53822222222,7.16366666665,12.7776666666,32.9771666667,18.1051111111
579.28,13.9137777778,36.1221111111,29.2668888889,21.6527777778,13.0956666667,9.54822222222,7.16649999998,12.7812222222,33.0048333333,18.0838888889
579.61,13.9781111111,36.1675555556,29.3656666667,21.7483333333,13.1986666667,9.61733333334,7.23783333332,12.8751111111,33.1330555556,18.1674444445
579.95,14.0122222222,36.151,29.4217777778,21.8021111111,13.254,9.66033333333,7.28683333332,12.9201111111,33.1832222222,18.2041111111
580.29,14.0382222222,36.1411111111,29.4582222222,21.8307777778,13.2951111111,9.67466666666,7.30700000001,12.9344444444,33.2113888889,18.2027777778
580.63,14.0956666667,36.1672222222,29.5238888889,21.8781111111,13.37,9.70266666667,7.35783333335,12.9797777778,33.2703888889,18.1896666667
580.97,14.091,36.194,29.5812222222,21.9101111111,13.3982222222,9.71155555555,7.37600000001,12.9787777778,33.2808333333,18.2042222222
581.31,14.0514444444,36.1864444444,29.5877777778,21.9792222222,13.3912222222,9.68766666666,7.39116666669,12.9216666666,33.3326666667,18.1884444445
581.65,14.0187777778,36.1613333333,29.6581111111,22.0417777778,13.4338888889,9.66744444444,7.38350000002,12.9424444445,33.365,18.2131111111
581.98,13.9493333334,36.0873333333,29.65,22.0498888889,13.39,9.58877777779,7.33183333332,12.8987777778,33.3973888889,18.179
582.32,13.928,36.1495555556,29.7373333334,22.0627777778,13.4172222222,9.56811111112,7.29616666667,12.8922222222,33.4782222222,18.2055555556
582.66,14.001,36.1603333333,29.7815555556,22.1633333333,13.5022222222,9.62500000001,7.35833333331,12.976,33.5476111111,18.2636666667
583.00,14.0108888889,36.2355555555,29.8734444444,22.2193333333,13.5248888889,9.61944444446,7.35033333335,12.961,33.6639444444,18.3115555555
583.34,14.0022222222,36.2205555556,29.8945555556,22.2065555556,13.4925555556,9.58622222223,7.32266666665,12.9381111111,33.6515,18.298
583.68,14.0414444445,36.2555555555,29.9708888889,22.2747777778,13.5457777778,9.59655555556,7.31749999999,12.9517777778,33.7180555555,18.2881111111
584.01,14.015,36.2472222222,29.9942222222,22.2572222222,13.5035555556,9.56333333332,7.30633333335,12.9156666667,33.7180555556,18.2778888889
584.35,13.9327777778,36.1436666667,29.9305555555,22.2036666667,13.4155555556,9.50255555557,7.21766666669,12.8036666666,33.6580555556,18.272
584.69,13.9215555556,36.1042222222,29.9671111111,22.2133333334,13.4072222222,9.44277777778,7.17716666667,12.7807777778,33.7297777778,18.2824444444
585.03,13.9493333333,36.0623333333,29.9613333334,22.1922222222,13.3945555555,9.45133333334,7.14116666666,12.7941111111,33.7421111111,18.2663333333
585.37,13.9954444445,36.0955555556,29.988,22.2306666667,13.4264444444,9.51788888889,7.18683333335,12.7886666666,33.8360555555,18.3054444444
585.70,13.9938888889,36.0967777778,30.0165555556,22.2335555556,13.4216666667,9.49866666665,7.15,12.7583333333,33.8281111111,18.3014444445
586.04,13.985,36.0287777778,29.9796666667,22.2734444445,13.4253333333,9.50755555555,7.12716666665,12.7625555556,33.7929444444,18.2921111111
586.38,13.968,36.1091111111,30.0474444444,22.3086666667,13.3981111111,9.50455555557,7.07583333335,12.7821111111,33.8555555556,18.3067777778
586.72,13.9867777778,36.0707777778,30.0733333333,22.3847777778,13.4371111111,9.55377777777,7.13633333332,12.8424444444,33.88,18.3225555555
587.06,13.9197777778,35.9637777778,30.0406666667,22.3717777778,13.3655555556,9.50277777778,7.08916666669,12.7345555556,33.8858333333,18.2816666667
587.39,13.892,35.9771111111,30.0873333333,22.374,13.3085555555,9.45977777779,7.04100000001,12.678,33.8906111111,18.2944444444
587.73,13.8911111111,35.985,30.126,22.4076666667,13.309,9.46655555557,7.03233333333,12.6891111111,33.9641666667,18.3334444444
588.07,13.9605555556,36.1083333333,30.301,22.5561111111,13.3943333333,9.55011111111,7.10333333332,12.7967777778,34.0787777778,18.4214444444
588.41,13.9402222222,36.1017777778,30.2944444445,22.5568888889,13.3938888889,9.58777777779,7.14566666668,12.7977777778,34.0466666667,18.4282222222
588.74,13.8737777778,36.1283333333,30.3525555555,22.5461111111,13.3896666667,9.56399999999,7.12699999998,12.7254444445,34.1065,18.4227777778
589.08,13.8882222222,36.1496666667,30.4376666667,22.5858888889,13.3968888889,9.50966666668,7.10449999999,12.7241111111,34.129,18.4383333333
589.42,13.8842222222,36.2114444444,30.5127777778,22.6466666667,13.4141111111,9.55244444443,7.12883333334,12.7183333333,34.1857222222,18.5042222222
589.76,13.9031111111,36.2581111111,30.628,22.7122222222,13.3987777778,9.54033333335,7.15999999998,12.7215555556,34.2379444444,18.5462222222
590.09,13.8685555555,36.2592222222,30.6747777778,22.7022222222,13.4175555555,9.53144444443,7.17899999998,12.6843333333,34.3008333333,18.5578888889
590.43,13.813,36.2636666667,30.649,22.664,13.3263333333,9.47977777778,7.09866666669,12.6118888889,34.3027222222,18.533
590.77,13.8356666667,36.3597777778,30.7377777778,22.7231111111,13.3863333333,9.50466666666,7.11183333334,12.6653333334,34.3553888889,18.585
591.11,13.8762222222,36.4191111111,30.7741111111,22.7706666667,13.4566666667,9.58955555557,7.16149999999,12.7411111111,34.4613333333,18.6396666667
591.44,13.9096666667,36.4687777778,30.8388888889,22.8824444444,13.533,9.66333333332,7.19133333333,12.7884444444,34.5701666667,18.7377777778
591.78,13.8765555555,36.407,30.796,22.8594444445,13.5027777778,9.61444444445,7.18333333333,12.7347777778,34.5593888889,18.7071111111
592.12,13.8415555556,36.3881111111,30.8411111111,22.8843333333,13.4892222222,9.5621111111,7.13949999999,12.7097777778,34.5493333333,18.6605555556
592.46,13.8761111111,36.444,30.9427777778,22.9581111111,13.5385555556,9.61155555556,7.16516666668,12.77,34.5557777778,18.7316666667
592.79,13.8634444444,36.4234444444,30.911,22.9612222222,13.5584444444,9.67744444444,7.17433333331,12.7837777778,34.5555555556,18.7283333333
593.13,13.8975555556,36.4682222222,31.0322222222,23.0383333333,13.6302222222,9.7161111111,7.21233333334,12.8541111111,34.6617777778,18.7657777778
593.47,13.8456666667,36.4623333333,30.998,23.0827777778,13.6356666667,9.70477777779,7.19933333331,12.841,34.6967222222,18.7013333333
593.80,13.8236666667,36.39,30.9678888889,23.0717777778,13.5856666667,9.66333333332,7.15533333333,12.8078888889,34.628,18.6803333333
594.14,13.9008888889,36.4987777778,31.0885555556,23.1843333333,13.652,9.71333333334,7.19350000001,12.8803333333,34.7178888889,18.743
594.48,14.0018888889,36.5238888889,31.1736666667,23.2833333334,13.7221111111,9.78977777777,7.25783333335,12.9453333333,34.8061111111,18.814
594.81,14.0395555555,36.5506666667,31.2293333333,23.3423333333,13.731,9.80800000001,7.31416666665,12.96,34.8642777778,18.8505555556
595.15,14.0326666667,36.5598888889,31.2854444444,23.3857777778,13.6792222222,9.78844444444,7.29249999998,12.9417777778,34.8558888889,18.8223333333
595.49,14.0623333333,36.6314444445,31.3686666667,23.4643333333,13.717,9.83966666666,7.30883333334,12.9855555555,34.9491666667,18.9308888889
595.82,14.1291111111,36.7142222222,31.4643333333,23.5572222222,13.7743333333,9.92300000002,7.37533333335,13.0235555556,35.0848888889,19.0414444445
596.16,14.1173333333,36.6826666666,31.4725555555,23.5956666666,13.7501111111,9.91033333333,7.366,13.021,35.072,19.0582222222
596.50,14.0718888889,36.6907777778,31.5334444444,23.6153333333,13.7393333333,9.86877777779,7.36816666665,12.9977777778,35.1318888889,19.0931111111
596.83,14.0347777778,36.6294444444,31.4901111111,23.5845555556,13.6914444445,9.8228888889,7.34433333334,12.9355555556,35.097,19.059
597.17,14.041,36.6034444445,31.5325555556,23.5476666667,13.6621111111,9.82733333334,7.32166666666,12.9025555556,35.0842222222,19.0672222222
597.51,14.0966666666,36.7042222222,31.6727777778,23.6531111111,13.7356666667,9.87511111111,7.39283333332,12.9405555556,35.2192777778,19.1437777778
597.84,14.0413333333,36.6393333333,31.6971111111,23.6318888889,13.7386666667,9.83622222221,7.37916666669,12.9173333333,35.1878888889,19.1666666667
598.18,14.0012222222,36.6258888889,31.7345555556,23.644,13.7281111111,9.83977777777,7.38016666666,12.8963333333,35.1959444444,19.1683333333
598.52,13.9997777778,36.6223333333,31.8148888889,23.7071111111,13.7546666667,9.84922222223,7.37383333333,12.9134444444,35.2602222222,19.214
598.85,14.007,36.676,31.8491111111,23.7233333334,13.791,9.85577777777,7.37166666666,12.9115555555,35.3266666667,19.2497777778
599.19,13.945,36.6397777778,31.8878888889,23.7022222222,13.758,9.79333333333,7.33183333335,12.8525555556,35.3153888889,19.1728888889
599.53,13.9246666667,36.5935555555,31.8824444444,23.7376666667,13.747,9.74666666665,7.30666666669,12.8365555555,35.3237777778,19.1628888889
599.86,13.9728888889,36.6716666667,32.0086666667,23.8188888889,13.8064444445,9.76955555554,7.38183333333,12.8772222222,35.4968333333,19.1803333333
600.20,14.0658888889,36.7252222222,32.1625555556,23.9122222222,13.805,9.8261111111,7.42216666669,12.919,35.6031666667,19.2068888889
600.53,14.0683333334,36.7402222222,32.2516666667,24.0284444444,13.8213333333,9.84866666666,7.42533333334,12.9677777778,35.6777777778,19.2408888889
600.87,14.0772222222,36.8317777778,32.3567777778,24.1332222222,13.8698888889,9.85744444445,7.44749999999,12.9918888889,35.8213888889,19.3142222222
601.21,14.0481111111,36.8087777778,32.3614444444,24.1472222222,13.8676666667,9.84744444444,7.42666666668,13.0077777778,35.8646111111,19.3277777778
601.54,14.0524444445,36.8137777778,32.4011111111,24.1876666667,13.9038888889,9.87533333334,7.41983333335,13.0042222222,35.9472222222,19.3324444444
601.88,14.0256666667,36.863,32.4698888889,24.2278888889,13.8884444444,9.86688888889,7.40866666665,12.9755555556,36.0247222222,19.3702222222
602.21,14.0272222222,36.898,32.4851111111,24.2737777778,13.8876666667,9.86700000001,7.40083333334,12.9523333334,36.0669444444,19.4307777778
602.55,14.0331111111,36.902,32.5524444444,24.3082222222,13.9166666667,9.87866666667,7.431,12.9656666667,36.1212777778,19.4654444444
602.88,14.0502222222,36.925,32.6017777778,24.3971111111,13.9588888889,9.92011111111,7.43299999998,12.9616666667,36.1810555556,19.5284444444
603.22,14.0592222222,36.9618888889,32.6564444445,24.4273333333,13.9908888889,9.94977777778,7.42850000002,12.9964444444,36.2239444444,19.5532222222
603.56,14.0334444445,36.9311111111,32.642,24.4321111111,13.9694444445,9.94777777777,7.38566666669,12.9642222222,36.2091111111,19.5856666667
603.89,13.9718888889,36.9201111111,32.5864444444,24.3954444444,13.9375555556,9.91233333333,7.34533333334,12.9153333333,36.1859444445,19.5504444444
604.23,13.9113333333,36.9103333334,32.5568888889,24.3376666667,13.8877777778,9.86600000001,7.29366666669,12.8534444444,36.1436111111,19.5266666667
604.56,13.912,36.8774444444,32.5526666667,24.3346666667,13.9056666667,9.87933333333,7.29766666667,12.8763333333,36.1476111111,19.5207777778
604.90,13.881,36.8047777778,32.5136666667,24.3017777778,13.861,9.85611111112,7.26,12.8402222222,36.0816666667,19.4997777778
605.23,13.8824444445,36.8121111111,32.5302222222,24.3071111111,13.8066666667,9.84200000001,7.28416666668,12.8105555555,36.0846111111,19.4761111111
605.57,13.8785555555,36.8225555556,32.5503333333,24.3492222222,13.8228888889,9.83044444443,7.27516666665,12.8184444444,36.1117222222,19.4492222222
605.90,13.8631111111,36.8165555556,32.5967777778,24.3713333334,13.8126666667,9.83666666668,7.29883333331,12.8097777778,36.1268888889,19.4136666667
606.24,13.869,36.8041111111,32.6653333333,24.441,13.8327777778,9.87255555554,7.33100000002,12.8396666667,36.1532222222,19.4452222222
606.58,13.8898888889,36.8544444444,32.7104444444,24.4673333334,13.8497777778,9.88322222221,7.38333333332,12.8974444445,36.2228333333,19.4852222222
606.91,13.8745555556,36.8565555556,32.7591111111,24.4638888889,13.8337777778,9.88877777778,7.38733333331,12.8718888889,36.2795555556,19.4858888889
607.25,13.9068888889,36.8815555555,32.8313333333,24.5365555556,13.8585555556,9.90877777777,7.44133333335,12.8956666667,36.3462777778,19.5171111111
607.58,13.953,36.9233333333,32.8975555555,24.6568888889,13.9083333333,9.95744444446,7.45866666665,12.9553333333,36.4152777778,19.5705555556
607.92,14.0512222222,37.0094444445,32.9943333333,24.7768888889,14.0077777778,10.0375555556,7.54216666669,13.0317777778,36.5605,19.6554444445
608.25,14.0334444445,37.0164444444,33.0418888889,24.7855555556,13.9753333333,10.0351111111,7.55183333333,12.9948888889,36.5468888889,19.6887777778
608.59,14.0308888889,37.0576666667,33.1067777778,24.8182222222,13.981,10.0503333333,7.55849999998,13.0048888889,36.6020555555,19.6995555555
608.92,13.9954444444,37.0491111111,33.1211111111,24.8688888889,14.0087777778,10.0597777778,7.54216666668,12.9984444445,36.6307777778,19.7161111111
609.26,14.014,36.9948888889,33.1325555555,24.8304444444,14.0496666667,10.0856666666,7.59183333331,13.0251111111,36.6095,19.718
609.59,13.9898888889,36.9461111111,33.1394444444,24.8313333333,14.0797777778,10.0872222222,7.60233333335,13.0475555555,36.6308333333,19.7604444444
609.93,13.9837777778,36.9371111111,33.1342222222,24.8044444444,14.0918888889,10.1053333333,7.6135,13.033,36.5983333333,19.7481111111
610.26,13.9343333334,36.8275555555,33.0731111111,24.7323333333,14.0526666667,10.0674444444,7.575,12.9826666667,36.5450555555,19.6936666667
610.60,13.897,36.7612222222,33.0406666667,24.7631111111,14.0323333333,10.0533333333,7.58216666667,12.9773333334,36.5215,19.6603333333
610.93,13.8916666667,36.8022222222,33.0591111111,24.7931111111,14.0835555556,10.0915555556,7.60200000001,13.0097777778,36.5715,19.6423333333
611.27,13.8556666667,36.726,33.0573333334,24.7137777778,14.0794444444,10.0707777778,7.60516666668,12.9625555555,36.5317222222,19.6258888889
611.60,13.778,36.5954444444,33.0271111111,24.6443333333,14.0137777778,10.0272222222,7.58799999999,12.9207777778,36.4072222222,19.531
611.93,13.7673333334,36.5631111111,33.0461111111,24.6583333334,14.0297777778,10.0186666666,7.57200000001,12.93,36.4667222222,19.5148888889
612.27,13.7841111111,36.5537777778,33.0642222222,24.7376666667,14.0588888889,10.034,7.6065,12.9442222222,36.5083888889,19.541
612.60,13.7788888889,36.4885555555,33.0138888889,24.7032222222,14.0268888889,10.001,7.54483333335,12.9187777778,36.5116666667,19.5223333333
612.94,13.7247777778,36.5061111111,33.0226666667,24.713,13.9748888889,9.95144444446,7.48166666667,12.8753333333,36.5532222222,19.5536666667
613.27,13.738,36.5468888889,33.0812222222,24.749,13.9587777778,9.92222222224,7.41816666668,12.8538888889,36.5486666667,19.53
613.61,13.7696666667,36.5792222222,33.1061111111,24.8351111111,13.9618888889,9.94544444442,7.41483333335,12.8612222222,36.6487222222,19.5903333333
613.94,13.7567777778,36.5752222222,33.218,24.8867777778,13.9751111111,9.9558888889,7.38466666665,12.8827777778,36.6729444444,19.6042222222
614.28,13.7822222222,36.6288888889,33.2882222222,24.946,14.0168888889,9.9712222222,7.3505,12.8776666667,36.6885555556,19.6664444444
614.61,13.7602222222,36.5903333333,33.3241111111,24.9126666666,13.9957777778,9.93833333332,7.31366666669,12.8563333333,36.6902777778,19.6732222222
614.94,13.7237777778,36.6341111111,33.3995555556,24.9462222222,13.9878888889,9.90933333331,7.305,12.8714444445,36.7267777778,19.6885555556
