wavelength,Back_SchRufm,Belly_SchRufm,Breast_SchRufm,Crissum_SchRufm,Crown_SchRufm,DorTail_SchRufm,Patch10_SchRufm,Rump_SchRufm,Throat_SchRufm,WingTip_SchRufm
183.35,-362.5,-218.75,-317.361111111,-313.888888889,-143.75,-309.722222222,-240.625,-156.944444445,-437.847222222,-260.416666667
183.73,-213.888888889,-102.777777778,-200.463,-186.111,-82.8705555554,-166.666555556,-140.972,-70.8334444443,-264.351944444,-143.055555556
184.11,-135.873,-42.5396666667,-117.460444444,-103.174444444,-40.3174444444,-97.4603333334,-79.5236666665,-22.2224444445,-163.333222222,-83.8094444446
184.49,-79.1959999999,-7.565,-72.3402222223,-55.3192222223,-11.5838888889,-56.5011111111,-32.6241666666,4.72822222222,-104.255277778,-36.4065555557
184.87,-37.3264444444,20.8334444444,-32.9858888889,-16.6663333333,14.0627777778,-13.7148888889,-1.56216666665,31.7708888889,-51.5623333333,-2.95133333334
185.25,-58.384,4.84844444443,-54.3434444443,-38.5857777778,-1.2121111111,-27.6767777778,-19.091,25.4547777778,-72.2221111111,-27.4748888888
185.63,-60.1092222222,-4.18944444443,-52.0947777777,-38.9799999999,-8.19677777777,-31.1475555556,-21.858,9.8358888889,-73.9526666667,-30.4191111112
186.01,-55.224,-6.46755555557,-46.9322222222,-36.484,-9.121,-30.0164444444,-19.403,7.62833333333,-63.3500555556,-30.6796666668
186.39,-55.7266666667,-3.24777777779,-41.7094444444,-35.8973333332,-11.4528888889,-32.6495555555,-17.4358333333,8.88900000001,-58.8032777778,-36.0685555556
186.77,-37.645,17.413,-24.0463333333,-22.3880000001,1.161,-14.7595555555,-5.22383333335,23.3831111111,-42.5372222222,-14.4278888889
187.15,-31.4814444445,25.5892222222,-16.1616666667,-14.8146666666,-1.51511111112,-8.92266666667,-8.83833333335,27.7776666667,-40.3199444445,-10.1012222221
187.53,-21.7458888889,32.381,-7.30155555553,-9.8411111111,3.01588888889,-6.3491111111,-10.238,32.5397777778,-27.6983333333,-6.66666666667
187.91,-11.6465555555,31.5931111111,3.61433333333,-8.43366666668,9.63844444444,-4.68555555557,-5.4215,31.5928888889,-18.4738888889,-4.81944444443
188.29,-4.76177777777,29.4973333333,3.4391111111,-5.15855555556,11.6401111111,-6.48144444443,-10.5158333333,27.2486666666,-20.7008888889,-4.49755555553
188.67,-4.99999999997,26.6666666667,5.41666666667,-9.44444444444,11.6666666667,-10.4166666667,-16.875,22.7777777778,-22.2916666667,-7.6388888889
189.05,-13.0632222222,19.6697777778,2.102,-14.2642222223,2.25222222224,-21.1712222222,-31.757,13.3632222222,-28.7536666667,-13.9637777778
189.43,-0.960333333323,32.6473333333,19.3414444444,7.956,17.0096666666,-6.44722222223,-20.1643333334,27.2976666667,-6.31,7.4071111111
189.81,8.40111111112,37.9404444444,24.7966666666,21.2735555556,26.5582222222,4.06500000003,-12.195,41.0568888889,8.80772222223,20.3248888889
190.19,17.3788888889,49.5726666667,32.4785555555,32.1936666667,33.6182222222,8.54688888887,-10.6836666667,46.7235555556,16.1682222222,24.3588888889
190.57,23.6272222222,56.194,32.3117777778,43.1673333333,38.4418888889,18.1354444444,-1.72433333333,46.9986666667,25.2875,26.8198888889
190.95,14.7256666667,44.3105555555,21.8205555555,40.2945555555,30.656,7.49666666663,-10.6425,40.4284444444,15.7965555555,13.1192222222
191.33,18.9922222222,44.4442222222,24.8061111111,39.7934444445,31.9122222222,6.9767777778,-6.39533333335,43.6694444445,22.1575555555,14.5992222222
191.71,15.6694444445,39.4585555556,14.9572222222,37.8915555555,24.7863333333,-1.85188888887,-14.5296666667,34.3305555556,15.0997222222,5.98266666667
192.09,14.4277777778,48.2586666666,6.1361111111,54.3943333332,24.2124444444,-0.331666666667,-13.433,35.4892222222,23.1340555556,9.121
192.47,17.0694444444,53.6232222221,3.54277777777,57.4877777778,28.3414444444,11.7551111111,-0.000166666665,39.4524444445,28.6635,13.2045555556
192.85,26.852,74.2592222222,8.70366666667,83.5184444444,40.0001111111,26.2962222222,6.94433333333,56.6665555557,37.7778888889,29.2592222222
193.23,34.4226666667,85.8387777779,2.17866666667,94.5533333333,48.1482222222,32.6797777779,10.1306666667,59.2593333333,44.5533333333,31.1546666667
193.61,36.0081111111,77.7778888888,-10.9054444443,84.1564444443,41.3581111111,22.0164444445,14.5061666667,49.999888889,39.3005555556,23.0451111111
193.99,39.8147777778,79.321111111,0.463111111,70.8333333333,40.5863333333,26.2344444444,22.4538333334,46.4505555557,41.9752777778,24.8455555555
194.37,39.8146666667,73.6774444444,8.73022222223,72.6190000001,42.0633333333,27.9098888889,25.5951666667,42.1961111111,46.1640555556,32.275
194.75,38.3006666667,70.0654444446,9.01966666667,70.5883333332,42.353,30.0654444445,25.4903333333,41.4381111111,39.8038888889,34.1176666667
195.13,50.2595555556,74.6625555557,28.1412222222,74.7662222223,53.4788888889,44.3406666667,41.1215,50.7786666667,54.6728333333,50.0517777778
195.51,51.6771111111,79.4549999999,31.3416666667,76.9392222222,58.3856666667,50.5241111111,46.0691666666,54.5073333333,55.2411666667,59.0145555555
195.89,53.2163333333,91.2279999999,39.415,89.1228888888,64.6783333333,56.608,50.1756666667,59.2981111112,61.0526111111,69.3566666667
196.27,54.2691111111,91.4620000001,47.3683333333,87.6023333332,61.7543333333,57.076,49.1231666667,59.5321111111,62.573,68.8888888889
196.65,56.4444444445,88.1111111111,50.7777777778,85.1111111112,61.2222222222,58.3333333333,48.8333333333,61.5555555555,63.8333333333,77.2222222222
197.03,58.3821111111,82.066,52.6316666667,79.1424444443,58.5768888889,60.039,51.1696666667,62.3781111111,63.9862777778,73.2943333333
197.40,61.9657777778,81.5385555555,59.4016666667,81.282,59.8288888889,64.4443333333,54.231,67.9485555556,67.3503333333,74.701
197.78,62.4888888889,84.4444444444,62.0444444445,87.6444444444,60.1777777778,71.0222222222,56.1333333334,71.8222222222,68.7555555556,78.2222222222
198.16,67.6587777778,89.781777778,67.8573333333,100.396777778,65.873,80.754,62.4998333333,78.8690000001,74.6031666667,86.3093333333
198.54,75.5556666667,101.234666667,71.7282222223,115.679222222,69.9997777778,96.6668888888,68.889,90.8643333332,86.6048888889,101.605111111
198.92,96.0785555556,120.097888889,87.9085555557,149.346333333,81.3726666667,115.359666667,80.3921666666,110.947666667,110.539277778,134.967555556
199.30,109.615555555,126.068333333,87.1793333335,177.991444444,82.2648888889,135.470111111,78.2051666667,114.743666667,120.619555556,154.487333333
199.68,134.146444444,140.379333333,92.4120000001,242.005555556,93.7671111109,162.330555556,86.9918333334,129.539222222,138.753333333,172.086555556
200.06,171.111111111,162.777777778,110.0,277.777777778,117.777777778,199.444444445,125.0,158.055555556,172.638888889,206.944444444
200.44,299.074111111,261.111222222,165.740666667,471.759333333,212.963,321.759333333,202.777666667,275.925777778,297.916611111,343.981555556
200.82,592.592666667,512.036777778,360.185,967.592333332,411.111,603.703888889,408.3335,519.444333334,616.666666667,615.740888889
201.19,1602.77777778,1361.11111111,969.444444445,2777.77777778,1019.44444444,1550.0,1037.5,1338.88888889,1750.0,1586.11111111
201.57,909.523777777,771.428777779,568.254,1592.06333333,600.0,869.841333332,592.857333334,731.746000002,946.031611111,912.698333332
201.95,944.444666665,771.428777777,607.936555556,1533.33333333,642.857111111,844.444333335,554.761666666,682.539666668,984.127111111,909.523888889
202.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202.71,-1277.77777778,-900.0,-791.111111112,-1948.88888889,-853.333333333,-884.444444443,-576.666666667,-817.777777776,-1292.22222222,-1042.22222222
203.09,818.055555554,600.0,487.5,1230.55555556,541.666666667,636.111111111,456.25,534.722222222,826.388888889,661.111111111
203.47,753.086444446,601.234555556,470.370333334,1123.45688889,491.357888889,591.357888889,462.962833334,535.802555556,766.666666667,669.135666667
203.85,477.777777778,393.650777778,314.285555556,677.777666667,299.206444445,388.095333333,310.714333333,332.539666667,477.777666667,450.793666667
204.22,278.260888889,215.942,170.048222222,372.463888889,164.251111111,221.256222222,167.391166666,199.033666667,264.975722222,265.217444444
204.60,199.652777778,161.458333333,125.347222222,268.75,121.527777778,181.25,131.770833333,142.361111111,184.722222222,205.555555556
204.98,218.518555555,173.333333333,118.888777778,285.185222222,132.222333333,208.518444444,141.111166667,165.925888889,208.703833333,231.481555556
205.36,271.111111111,211.555555555,140.0,360.888888889,200.0,262.222222222,185.333333333,215.555555556,275.777777778,312.888888889
205.74,422.916666667,308.333333333,195.833333333,562.5,320.833333334,409.722222222,315.625,340.277777778,488.194444444,516.666666667
206.12,323.188444445,225.120666667,142.029,419.806777778,243.961444444,302.898444444,247.826166667,269.082333333,369.082166667,392.753444444
206.50,235.947777778,173.856222222,115.359555555,300.326777778,182.353,229.085111111,203.4315,195.098,271.241777778,287.908444445
206.87,173.290666667,143.376,105.128222222,226.282111111,149.145222222,179.059777778,158.974333333,151.068333333,200.747888889,210.897666667
207.25,165.134222222,140.229888889,110.536444444,212.835444444,142.911888889,168.774111111,147.126333333,144.636,202.586222222,195.210888889
207.63,181.699333333,151.198222222,124.400888889,229.847555556,158.605777778,187.581777778,155.555666667,157.080777778,235.402888889,211.329222222
208.01,199.192,166.262666667,145.252444444,229.494888889,175.353555556,199.797888889,163.030166667,171.717333334,252.828333333,223.232444444
208.39,195.292,160.828555556,146.139333333,225.235333333,167.796666666,191.525333333,155.932,163.841888889,248.116833333,208.286111111
208.77,187.125222222,150.793666667,145.502444444,206.172666666,156.261,176.719444445,143.915166666,156.261111111,234.303277778,194.885444444
209.14,293.093111111,233.933888889,231.831888889,319.519666667,241.141111111,284.384333333,231.982,236.336444444,368.167944444,309.909888889
209.52,310.100777778,235.690222222,235.017,322.558888889,236.363555555,315.151444445,246.969666666,238.383777778,376.262666667,332.659888889
209.90,334.099777778,253.256777778,251.724,344.061222222,247.126444445,337.164777778,262.069166666,244.444555556,381.609111111,348.275888889
210.28,374.222222222,281.333333333,303.111111111,380.0,269.333333333,389.777777778,306.666666666,265.777777778,418.444444445,399.111111111
210.66,1186.11111111,798.611111112,906.944444445,1106.94444444,791.666666665,1175.0,887.5,798.611111111,1293.05555555,1194.44444445
211.03,1824.44444445,1104.44444444,1248.88888889,1635.55555555,1228.88888889,1724.44444444,1310.0,1148.88888889,2007.77777778,1737.77777778
211.41,-900.000111111,-471.604888889,-507.407333333,-788.889000001,-538.271444445,-854.320888889,-629.629666667,-530.864222222,-961.111055554,-803.703666668
211.79,-242.145666667,-114.559444444,-116.858222222,-216.858111111,-131.800666667,-222.988555556,-174.712833333,-130.268333333,-258.812111111,-205.364
212.17,-150.150222222,-60.3603333334,-66.9670000001,-164.864888889,-74.4745555554,-143.844,-122.072333333,-67.5675555555,-169.219166667,-132.131888889
212.55,-105.432,-28.395,-36.0494444444,-116.296222222,-43.9506666666,-92.8394444446,-85.5555,-39.0125555556,-118.148277778,-78.0247777777
212.92,-94.2306666669,-27.5642222222,-30.342,-115.598222222,-42.9487777778,-76.2819999999,-83.6538333335,-34.6154444444,-100.961611111,-58.1197777778
213.30,-129.344666667,-45.8688888889,-41.5954444443,-162.678,-65.2423333332,-87.1795555555,-107.6925,-45.869,-142.877666667,-65.527
213.68,-155.218777778,-61.2793333333,-51.1784444443,-183.165111111,-72.3906666664,-79.1246666667,-107.575833334,-31.3131111111,-177.272833333,-48.8214444443
214.06,-199.603111111,-81.7459999999,-57.1427777778,-205.555555556,-88.8891111112,-87.6983333335,-103.571333333,-33.3333333333,-217.460333333,-52.7775555554
214.44,-114.905111111,-28.1841111111,-7.3171111111,-110.840333333,-30.8943333333,-30.3523333333,-31.3008333333,-1.626,-120.731555556,1.62577777777
214.81,-190.666666667,-52.0000000001,-14.2222222222,-187.111111111,-46.6666666668,-49.7777777778,-48.0000000001,-13.3333333333,-179.333333333,8.44444444443
215.19,-169.547333333,-58.8478888889,-21.8105555553,-176.543222222,-28.8066666668,-55.9668888889,-40.7408333332,-28.8066666667,-156.996055556,-0.411444444567
215.57,-287.719111111,-130.994222222,-123.391777778,-297.660777778,-111.111111111,-105.263222222,-88.5965000002,-85.9649999999,-276.608111111,-53.2163333334
215.95,931.745999999,476.190555556,549.206333333,914.285666667,450.793555556,431.746,357.142833333,425.396666667,936.507777778,357.142777778
216.32,301.515111111,140.404222222,176.262666667,264.141444444,152.525333333,127.777777778,115.909166667,154.545444444,306.818166667,90.9089999999
216.70,200.0,103.125,140.972222222,181.597222222,123.958333333,99.3055555557,84.8958333335,113.541666667,220.3125,82.2916666667
217.08,166.666555556,70.0001111111,120.0,147.777777778,107.777777778,79.9998888889,65.5554999999,89.9997777777,211.110833333,59.6295555557
217.46,120.512888889,46.4387777778,90.5983333333,109.971444444,82.6211111112,72.3647777778,48.7178333333,75.2136666667,167.948666667,47.5785555556
217.83,114.722222222,46.6666666666,89.9999999999,114.722222222,80.2777777777,76.1111111111,53.75,94.4444444446,174.861111111,56.6666666668
218.21,97.8724444444,43.9718888889,86.7611111111,110.638111111,70.9221111111,76.1228888889,59.929,95.9811111111,160.047444444,61.2292222221
218.59,76.0235555556,38.9863333333,80.3118888888,94.151888889,64.7174444446,69.5905555556,61.9881666667,82.651,141.520555555,60.428888889
218.97,61.6353333332,30.1886666666,85.9536666667,91.8238888889,61.6352222223,66.2473333333,59.1195,75.0522222222,145.807277778,64.1508888889
219.34,56.4972222223,25.0472222222,84.5574444446,75.5177777777,54.2372222222,58.9455555555,62.7118333333,63.2766666667,134.369055556,61.9586666668
219.72,51.3626666668,12.369,71.9077777778,62.4736666668,41.2998888889,56.1844444444,56.2895,49.0566666667,123.899388889,55.5554444444
220.10,44.9736666668,-8.20099999999,58.2011111111,57.4073333334,25.9257777778,41.5344444444,48.0158333334,29.6295555556,125.7935,23.5447777778
220.47,61.9444444443,9.72222222221,58.3333333333,75.277777778,28.6111111111,58.0555555556,62.5,36.6666666667,140.0,35.0000000001
220.85,98.5185555556,22.2222222222,67.4075555555,114.815,27.4073333333,94.8148888889,88.8888333335,48.5185555555,192.963055555,43.7036666667
221.23,183.041,30.4093333333,98.2456666669,187.719333333,31.5788888889,148.538,125.438666667,59.6491111111,282.748666667,98.8303333333
221.61,-3188.88888889,166.666666667,-1111.11111111,-3000.0,600.0,-1866.66666667,-1683.33333334,-88.8888888877,-4061.11111111,-1566.66666667
221.98,-177.777777778,114.814777778,-15.7406666668,-140.740777778,153.703777778,-45.3704444446,-65.2778333334,105.555555555,-199.999777778,-36.1108888889
222.36,-51.6908888887,115.459,31.4008888889,-9.662,122.705333334,38.1643333334,10.8696666667,117.391222222,-52.898388889,47.343
222.74,-58.7299999999,80.5555555554,11.5077777778,-10.714111111,91.6665555553,31.7461111111,4.762,95.634888889,-50.9919999999,48.4125555556
223.11,-52.9411111112,65.0326666667,19.9346666667,-5.55544444433,83.0066666667,33.3334444444,17.1568333333,77.451,-38.3987222222,45.7518888889
223.49,-7.9058888889,63.8887777778,50.2137777778,17.3075555555,79.0598888889,51.923,46.1538333333,74.9998888888,5.76922222223,60.6837777778
223.87,-4.33133333333,58.1921111111,40.8663333333,17.5142222222,66.2901111111,55.7437777778,42.3726666667,69.4915555557,1.31822222223,58.9453333333
224.24,-26.2055555555,38.1551111111,23.4803333333,5.03144444443,50.3144444444,42.7672222222,29.2451666667,55.136111111,-21.2787777778,30.8175555556
224.62,-36.6428888889,23.6405555556,5.43755555557,0.7092222222,37.3521111111,43.9715555555,32.624,53.1916666666,-39.9527222222,29.078
225.00,-32.4618888889,14.8147777778,9.36811111113,9.15033333333,35.5121111111,49.8908888889,33.987,53.5947777779,-30.3921666667,24.8366666667
225.38,-81.3725555556,-34.9673333333,-41.1765555554,-22.2221111111,7.51633333332,32.0261111111,4.41183333335,34.6405555556,-97.5491666667,-0.980222222233
225.75,-125.146222222,-78.9474444444,-102.339111111,-50.2923333333,-15.2046666666,39.1813333332,-7.89483333335,44.4445555556,-195.614111111,4.09355555557
226.13,-850.000000001,-825.0,-888.888888889,-649.999999999,-583.333333333,-236.111111111,-387.5,-161.111111111,-1306.94444445,-375.0
226.51,629.629555556,687.037111111,650.0,549.99988889,503.703666667,322.222333333,319.4445,238.888888889,993.518444444,422.222111111
226.88,194.949444445,210.606,177.272555555,161.616222222,166.161777778,114.141333333,102.272666667,92.9293333333,274.747444444,145.454444445
227.26,127.777777778,138.271666666,118.209888889,102.777888889,108.642111111,81.7902222221,81.0185,59.567888889,168.981444444,90.7407777777
227.64,79.0658888889,82.9306666667,81.9646666668,59.5814444445,71.6587777778,56.1996666666,58.2125,42.995,96.6184444445,64.4123333333
228.01,53.2681111111,62.4183333333,55.9912222222,41.3943333333,52.3964444445,44.1175555556,41.8301666667,35.6207777778,66.5577777778,47.9305555555
228.39,41.337,50.9417777778,44.068,32.3917777778,42.9377777778,36.7232222222,32.0623333333,27.2127777778,47.5046666667,35.0282222222
228.76,29.8202222222,35.7026666667,31.6176666667,22.2223333333,30.719,30.3921111111,23.652,18.7092222222,32.1895,30.5557777778
229.14,26.2327777778,29.6513333334,29.3227777778,20.5784444444,28.534,28.5337777778,24.9505,18.4746666667,24.4903888889,26.2983333333
229.52,20.4614444445,22.8293333334,21.8578888889,15.6647777778,21.9793333333,24.8328888889,19.7633333333,12.6291111111,14.4506111111,18.5791111111
229.89,23.5166666667,24.4876666667,24.5954444445,17.4218888889,24.3257777778,25.5125555556,20.9548333334,15.9655555556,16.1274444445,22.0606666667
230.27,19.0775555556,18.868,17.348,10.22,17.1383333333,19.2348888889,15.4088333333,9.59122222222,8.49066666666,14.7797777778
230.65,20.3781111111,21.5603333333,19.6216666667,12.8133333333,18.6288888889,19.5744444444,18.8651666666,12.6242222222,8.88872222222,14.7516666667
231.02,19.9572222222,22.5214444444,21.3247777778,16.2821111111,19.4017777778,20.641,21.923,14.1453333333,10.6622777778,17.3931111111
231.40,18.1071111111,19.8353333333,19.5063333333,13.9094444444,18.1892222222,18.6421111111,19.6913333333,11.6872222222,9.7323888889,16.9546666667
231.78,19.9751111111,21.3898888889,19.975,16.2297777778,20.4744444445,21.0986666667,21.598,12.7756666667,12.4843888889,17.8111111111
232.15,22.5565555555,22.8905555556,24.0185555556,18.9638888889,22.3894444445,23.8931111111,24.3106666667,15.1212222222,14.8287222222,21.6794444444
232.53,23.7907777778,22.5273333333,25.8387777778,19.5642222222,24.0523333333,25.5335555555,25.5555,17.5163333333,17.7344444444,23.268
232.90,24.0741111111,21.3201111111,26.0207777778,18.0437777778,24.6914444444,24.6912222222,25.926,16.3816666667,17.8537777778,22.3645555556
233.28,22.1221111111,19.4694444444,24.5744444444,15.015,22.973,23.2732222222,21.8468333333,13.5135555555,19.1941666667,22.222
233.66,20.6895555555,18.2471111111,22.7011111111,13.7451111111,20.2586666667,20.6416666666,20.6895,11.5902222222,19.3965,21.5994444444
234.03,16.9933333334,16.153,18.7207777778,10.4106666666,16.5265555556,17.7403333333,17.2268333334,7.84322222222,16.7366666667,17.9738888889
234.41,14.8148888889,12.7314444444,17.5925555556,9.72222222222,16.1573333334,16.5278888889,15.9026666666,7.40744444445,16.9212222222,17.4537777778
234.78,10.0963333333,6.84933333333,15.2714444444,4.76933333333,12.3794444444,12.8867777778,11.3395,3.39933333333,15.7027777778,12.836
235.16,6.02066666667,1.58744444444,9.68811111112,-0.273777777777,5.91144444444,7.17,5.09033333333,-1.53244444444,11.8501111111,5.30922222221
235.54,1.4967777778,-1.66955555556,5.12366666667,-0.0574444444433,0.690777777777,0.806000000001,-0.08616666667,-3.22366666667,8.05994444443,-1.61188888889
235.91,-1.72711111112,-3.39677777778,2.418,-0.287777777778,-2.93622222222,-3.62688888889,-5.18133333334,-6.27511111111,4.289,-3.51188888889
236.29,-5.07122222221,-5.64111111111,-4.44433333334,-1.82333333333,-6.60966666665,-6.72344444444,-10.0853333333,-9.00288888889,-0.25622222222,-5.92588888889
236.66,-5.73644444446,-3.61755555556,-4.18611111111,-1.24044444444,-6.56333333333,-6.25322222222,-8.83716666667,-8.47533333333,-2.84238888889,-5.06477777778
237.04,-5.28622222222,0.000222222224333,-2.69222222222,0.978999999997,-5.48222222222,-5.67777777778,-8.22299999998,-4.65,-2.86338888889,-5.678
237.41,-4.57522222222,0.980444444447,0.0,3.59477777778,-3.875,-3.12822222222,-4.55183333333,-0.840222222223,-3.338,-4.15522222221
237.79,-4.44444444444,1.54211111111,-0.499000000003,5.21555555556,-2.85733333334,-1.58722222222,-5.23816666667,2.53966666667,-2.83416666667,-2.90244444444
238.17,-3.97433333333,1.23922222222,-1.15388888889,6.49555555556,-3.034,-0.683555555557,-4.487,4.14533333333,-2.329,-2.22211111111
238.54,-1.24344444444,5.89633333333,3.12866666667,10.4691111111,-0.802222222223,4.09144444444,-0.842333333335,8.14255555556,0.802222222221,3.00844444444
238.92,-0.289666666667,5.82688888889,1.77355555556,10.0254444444,-1.30288888889,5.06711111111,-0.1085,7.1298888889,-0.199111111112,2.67822222222
239.29,0.59,6.48977777779,3.27766666667,9.27544444443,0.360555555557,7.27622222221,0.589999999999,8.84966666667,1.22916666667,4.26088888889
239.67,3.30733333334,8.52911111112,6.26633333333,9.34155555556,2.95911111111,11.0241111111,3.612,10.502,4.337,7.31055555555
240.04,3.93522222222,7.81900000001,6.99588888889,8.5391111111,2.08333333333,11.5482222222,4.3595,10.3395555555,5.06711111111,7.87011111112
240.42,3.816,6.80133333334,6.39733333333,7.40744444444,1.27944444445,10.3481111111,4.2425,8.82144444444,4.635,6.66666666667
240.79,3.293,5.87866666666,4.788,7.03011111111,-0.080777777778,10.101,3.54533333333,7.37377777778,4.21222222222,7.21188888889
241.17,3.57377777778,5.37855555555,4.61788888889,6.794,0.017777777778,10.2087777778,4.40566666666,7.00633333333,4.63538888889,8.22722222222
241.54,4.40444444445,6.21555555555,4.77277777778,7.38188888889,1.51933333333,10.0522222222,4.81133333333,7.075,5.64738888889,9.06977777778
241.92,5.86511111111,7.17288888888,6.10388888889,7.76366666667,3.277,11.1534444444,6.72999999998,7.51055555555,7.05344444445,9.98622222222
242.29,6.15133333333,7.08377777778,6.43622222222,7.92544444445,4.442,11.4347777778,7.40083333334,7.42033333333,6.96055555556,10.2304444444
242.67,7.34266666667,7.39133333333,6.94466666667,8.28466666667,5.41066666667,11.9444444444,8.44199999999,8.18855555555,7.75972222222,11.1234444444
243.05,8.47177777777,8.2181111111,8.31022222222,9.30144444444,6.74277777778,13.0014444444,9.37083333333,9.47444444445,9.00194444444,12.8517777778
243.42,8.55211111111,8.46133333334,8.14288888889,9.51888888888,6.77822222222,12.8285555556,9.33133333331,9.06388888888,9.02433333333,13.1355555556
243.80,9.40788888889,9.22944444444,9.06244444445,10.3205555556,7.71533333334,13.9945555556,10.5045,9.89755555556,9.47461111111,14.4286666667
244.17,10.0683333333,9.92711111111,9.73166666667,10.7418888889,8.79777777778,14.6194444444,11.4045,10.655,9.98133333333,15.2383333333
244.55,10.6137777778,10.254,10.5395555556,11.1957777778,9.70377777778,15.1217777778,12.2856666667,11.4073333333,10.4815555556,15.8731111111
244.92,10.1063333333,9.64433333333,10.6087777778,10.6491111111,9.93577777777,14.2856666666,12.191,11.2616666667,10.2067222222,14.7781111111
245.30,9.08755555556,8.71266666668,9.5372222222,9.94933333333,9.38733333333,13.0784444444,11.186,10.4271111111,9.242,13.4623333333
245.67,8.11955555556,7.8578888889,8.44244444446,8.78244444444,8.25066666667,11.7563333333,10.374,9.27955555555,8.18522222222,12.2448888889
246.05,7.28355555556,7.43366666667,7.73411111111,8.09,7.34677777779,10.8184444444,9.47816666667,8.30366666667,7.42177777778,11.4511111111
246.42,6.95788888889,7.50888888889,7.18266666667,7.42188888889,6.70433333333,10.169,8.91516666665,7.98011111111,7.46522222222,10.763
246.79,6.596,7.61644444444,6.76933333333,6.97611111111,6.47577777778,9.75722222221,8.46333333335,7.42311111111,7.19272222222,9.93055555556
247.17,6.601,8.01155555556,6.71855555556,7.12688888889,6.32888888889,9.85533333334,8.53766666665,7.46744444444,7.12694444444,9.89844444444
247.54,6.61066666667,7.88155555556,6.68666666667,7.21688888889,6.33655555555,9.92766666664,8.78833333332,7.40344444445,7.11483333333,9.81700000001
247.92,6.52411111111,7.85455555556,6.35,7.28222222222,6.28277777778,9.66833333332,8.59016666669,7.34377777778,7.16683333333,9.50533333333
248.29,6.34922222222,7.73177777778,6.16122222222,7.33944444444,5.96211111111,9.43533333333,8.45366666668,7.15677777778,6.87177777778,9.214
248.67,6.43144444444,8.14411111111,6.17166666667,7.38711111111,6.00033333333,9.45344444444,8.64416666665,7.17177777778,7.05016666667,9.34866666667
249.04,6.67455555556,8.56788888889,6.24488888889,7.79366666667,6.03033333334,9.77722222223,8.86750000001,7.30766666667,7.48277777778,9.64711111112
249.42,7.37011111111,9.34399999999,6.92666666667,8.14433333333,6.395,10.4964444444,9.39699999999,7.66544444444,8.11161111111,10.4315555556
249.79,7.745,9.48433333333,7.08222222222,8.07055555555,6.54411111111,11.036,9.48750000002,7.77033333333,8.25522222222,10.642
250.17,8.045,9.66466666668,7.212,8.05844444445,6.90533333333,11.3244444445,9.83816666665,8.27177777778,8.44161111111,10.9112222222
250.54,8.48222222222,10.0198888889,7.66022222222,8.312,6.95144444445,11.6992222222,10.2573333333,8.58844444445,8.35461111111,11.0754444444
250.92,8.90100000001,10.0248888889,7.99444444444,8.74377777778,6.96044444444,12.1151111111,10.5753333333,8.88577777778,8.36905555556,11.3507777778
251.29,8.16455555555,9.14655555557,7.29211111111,7.81855555556,6.302,11.2524444444,9.80683333333,7.96788888889,7.43361111111,10.781
251.66,8.29666666667,9.22155555557,7.50177777778,7.58288888889,6.09066666667,10.957,9.48899999998,8.08588888889,7.37622222222,10.8191111111
252.04,8.08766666667,9.06211111112,7.80444444444,6.97133333333,5.56366666667,10.528,9.19550000002,7.59622222222,6.87155555555,10.778
