wavelength,Back_TanArtf,Belly_TanArtf,Breast_TanArtf,Crissum_TanArtf,Crown_TanArtf,DorTail_TanArtf,Patch10_TanArtf,Patch11_TanArtf,Patch12_TanArtf,Patch13_TanArtf,Rump_TanArtf,Throat_TanArtf,WingTip_TanArtf
185.63,78.0115999999,112.982533333,106.257333333,151.637366667,113.918133333,94.6200666667,111.1112,96.8421333334,135.555533333,147.9532,94.7367333335,98.1286666667,99.2982
186.01,98.2856666667,159.047533333,149.333533333,233.523766667,165.333333333,129.714266667,160.571533333,151.238133333,201.9048,209.142933333,128.5714,141.7144,142.857133333
186.39,78.8888666667,139.444466667,134.259233333,207.222233333,147.5926,111.666666667,142.037,136.851933333,172.129633333,179.074133333,108.333266667,123.888866667,128.5186
186.77,79.6748,142.2764,127.561,193.333266667,146.829266667,119.187,133.6584,133.1706,165.447166667,166.991866667,110.7318,120.1626,132.3578
187.15,58.2945333333,118.604666667,109.302366667,162.635633333,124.185866667,96.4342,107.751933333,102.9458,143.178233333,135.0388,80.9302666665,92.0928666666,110.2324
187.53,48.4848666667,122.4242,125.8585,170.303133333,128.8888,95.1515333334,108.6868,109.697,154.1413,141.6162,74.7474666666,83.2322666667,123.030333333
187.91,75.3703333334,133.888933333,148.703766667,183.148166667,146.851933333,113.889,134.259333333,123.703733333,168.518433334,151.851933333,99.8147333334,94.8146666667,136.6668
188.29,84.6155333333,133.675266667,148.6326,178.717833333,146.837666667,104.444533333,136.923,117.435866667,160.854666667,144.7864,99.3164000001,97.0938000001,139.316466667
188.67,67.2463333334,106.376866667,125.0,148.478266667,126.811666667,81.5942000001,118.405666667,95.9420000001,127.0289,123.623266667,76.5215333334,80.2900000001,112.753666667
189.05,59.6824666667,82.6454000001,100.846633333,115.0265,105.396933333,63.2803333334,99.3651333333,79.3651333333,96.4550666669,97.5660666667,56.7196,64.2328666667,90.4762666666
189.43,51.3333333334,66.8571333333,90.9999000001,100.666666667,93.6191333333,52.2855333333,83.0476666666,67.8096000001,79.4760333333,84.9524000001,47.3333333333,51.9048,74.8570666667
189.81,46.6668000001,57.5438666667,85.5700666666,86.3157666666,84.9123333334,45.7894666667,73.1580000001,59.1228666666,68.0702333334,73.4211333334,44.2104666666,44.3859333333,63.0700666667
190.19,42.4521999999,49.1187333333,75.1724666666,70.8812,74.4060666666,37.0113333333,64.7509333333,49.1187333333,60.6511999999,63.4483333333,40.3829999999,33.8696666667,59.4636666667
190.57,41.3334666666,49.5686000001,80.3138333333,69.6471,71.7645333334,38.6666666667,68.0000000001,51.6863333333,63.8040000001,67.3724666666,37.9608000001,31.2155333333,59.8431333333
190.95,34.5453333334,40.1731333333,83.6795999999,63.9393666667,62.7706,29.9568,68.2251333333,47.4459333333,60.3463666667,67.4458000001,26.8397333333,23.0302,55.8441333333
191.33,35.3173999999,45.5554666667,81.0715000001,65.7142333333,64.6825333333,33.8094,73.4921333333,48.7302000001,61.7064000001,69.6825333334,30.3968,29.9207333333,57.2221333333
191.71,26.5863333333,41.1244,72.2893000001,58.8353333333,62.5702666667,26.8274666667,70.6827333334,48.4336666666,50.9638666666,67.7910666667,25.5420666667,27.9518,50.6826666667
192.09,7.53253333333,25.0217333333,57.9654666667,40.3895333333,48.7445333334,7.53246666668,58.1817333333,36.6234000001,34.0692666667,51.6882666667,9.52380000002,10.2165333333,33.2468666667
192.47,-6.46453333332,14.5455333333,52.3232666666,27.7776333333,44.8484666667,-5.25273333335,56.9696666666,29.8989999999,22.2726,44.7474666667,-4.44439999999,-2.22220000001,20.8080666667
192.85,-27.2222000001,10.0000666668,58.2638666667,18.1945,41.3890666667,-26.3888666667,62.3610666667,24.9999333332,11.7362000001,34.5832666667,-25.8332666667,-21.9443333333,6.94446666665
193.23,-48.6822666667,-5.8914666666,48.5271666667,4.57363333332,30.6978,-47.7517333333,62.4805333333,9.14733333326,2.94583333348,24.8061999999,-43.5661333333,-31.1627333333,-12.5582
193.61,-92.6665999999,-30.0001333333,38.8889333333,-28.889,14.6667333333,-93.5555333333,66.2221999999,-5.55553333334,-25.1111,3.33326666672,-90.2222666667,-56.6667333333,-39.3332666666
193.99,-73.5184666667,-21.4816000001,36.3889666667,-23.5185666667,19.6296666667,-77.7777333333,60.0000666667,6.66673333328,-19.0740999999,6.48140000008,-76.4814666667,-46.1111333333,-33.3332666667
194.37,-68.5184666667,-16.1109333333,43.6110999999,-17.9628666667,18.7036,-66.1110666667,62.9631333333,12.5925999999,-22.0370000001,13.5185333333,-77.4074000001,-43.7036666667,-33.8891333333
194.75,-33.4815333333,7.40746666667,49.6296000001,14.2222666667,45.6296,-31.5555999999,68.5926666668,27.4074000001,-0.444399999926,26.8149333333,-36.7408,-9.18526666666,-7.70373333332
195.13,-23.8461333333,17.9487333334,50.6410666667,23.2051,53.7179333333,-21.5383333334,64.8717999999,34.9999333333,5.57699999995,28.4614666667,-20.2564,1.92306666666,5.51273333335
195.51,-15.2,22.9333333335,56.2000000001,31.2666666667,66.9333333333,-18.2666666667,68.7999999999,49.0666666667,7.4,34.2666666666,-16.5333333333,7.33333333333,5.86666666668
195.89,14.6970000001,45.4545333334,88.6365333333,57.3484333333,97.7272666666,4.5454666666,97.4242666667,71.0606666666,38.0303,55.0001333334,2.42433333332,31.0605333333,24.2423333334
196.27,20.1851999999,47.7776666665,106.203833333,66.574,110.926,-0.37020000008,116.4814,83.1481333334,46.2037666667,67.4073333333,-7.22233333334,38.8889333333,31.8517333333
196.65,37.9797999999,60.2020666667,128.787966667,79.5959999999,133.1312,12.9292666666,142.424333334,110.505,69.2927666666,86.4646666667,-7.1054273576e-16,55.1513333333,45.8586666667
197.03,54.6237999999,72.4731333334,150.644966667,94.8388666667,153.1182,28.8172000001,157.6344,142.580666666,75.3763666667,112.903266667,16.5591333333,69.4622666667,70.1074666666
197.40,69.1228000001,124.2106,228.420933333,117.1931,235.789466667,44.5613333334,228.771933333,224.210533333,90.7017333333,163.157866667,25.6139999999,88.0701333334,97.8947333334
197.78,64.9462000001,113.763533333,172.795466667,107.096766667,178.0644,65.5912666667,176.129,167.096666667,95.4839,134.1934,55.0537333332,85.8065333333,95.9140666668
198.16,49.9999999999,94.8333333333,135.166666667,87.5833333334,135.0,50.0000000001,145.166666667,134.5,76.8333333333,107.166666667,44.4999999999,75.0,83.3333333334
198.54,54.9275333334,99.1303333333,130.145033333,88.8405333333,127.826133333,55.5074,145.362333333,131.449266667,83.6956000001,113.913066667,52.0291333334,85.7970000001,83.9129999998
198.92,48.9362000001,94.0425333332,122.0569,79.7872333333,117.304933333,45.1064666666,142.411266667,129.361733333,80.0709333333,107.659733333,47.0921999999,75.6028666667,78.5814666668
199.30,44.7916666666,106.25,136.041666667,83.8541666667,132.291666667,27.9166666667,184.583333333,156.25,77.9166666667,127.083333333,32.4999999999,72.0833333333,70.8333333335
199.68,55.9259333333,163.7036,230.925866667,113.7037,217.7778,35.9259333335,317.4074,262.5926,103.333266667,224.444533333,47.7777333333,96.2962666666,117.4074
200.06,1.66666666661,99.3333333333,157.5,52.5,170.666666667,1.6666666666,248.666666667,200.666666667,44.8333333333,172.0,-1.99999999994,23.6666666666,66.6666666665
200.44,-8.23533333334,134.1176,173.3333,60.1959333333,210.9804,9.4116,305.490066667,249.803933333,48.4313333333,213.333266666,5.49006666654,18.0392666665,74.5098000001
200.82,-3.17460000001,109.206266667,144.2858,73.3333,172.698466667,-6.34926666667,243.8096,205.0794,41.5872666666,177.460266667,22.8572,11.4286,70.4762666667
201.19,-65.2381333334,79.0475333334,115.9523,34.0477000001,200.9522,-82.3810000001,298.5714,227.142733334,-4.76186666666,183.8094,-36.6667333333,-59.9999999999,46.6666666668
201.57,-21.5684666667,76.4705333333,104.902066667,69.6080000001,175.686333333,-45.4903333334,263.9216,192.156866667,12.5489666667,155.686333333,-19.6078000001,-37.2550666667,72.9411333334
201.95,-5.3333333332,88.0,139.999933333,90.2221999999,206.222266667,-13.3332000001,313.777733333,239.1112,24.0000000001,184.444533333,-14.6667333334,-49.3333333333,69.3332000002
202.33,71.1110666672,473.3334,758.888866667,542.222166667,1131.11113333,33.3333333332,1620.00006667,1137.77786667,173.333299999,1055.5556,13.3333999993,-233.333200001,377.7778
202.71,-38.3333333334,-276.666666667,-487.499999999,-366.666666666,-891.666666667,55.0000000002,-1120.0,-755.000000001,-7.5000000006,-761.666666667,9.99999999934,226.666666667,-248.333333333
203.09,-7.22226666647,-36.6667333335,-111.6667,-61.1111333332,-266.1112,61.6666666667,-316.666533333,-230.555666667,45.2779333333,-235.555533333,33.3333333334,99.4443999999,-41.6667333333
203.47,-366.666666667,-383.333333332,-901.666666667,-553.333333333,-1820.0,-10.0000000002,-2050.0,-1670.0,8.333333334,-1700.0,-170.000000001,329.999999999,-559.999999999
203.85,-15.2381333333,24.7618666669,-143.333333333,-86.6667333332,-370.476266667,139.0476,-471.428733333,-364.762,55.7143,-340.9524,52.3810666667,178.0952,-52.3809333332
204.22,-28.3333333333,-7.7778666666,-123.055633334,-84.7221666666,-205.5556,97.2222666667,-293.3334,-246.6666,5.27773333326,-227.777733333,-3.33333333332,46.1111333333,-61.1112
204.60,-86.0,-42.6666666666,-177.333333333,-131.666666667,-278.666666667,100.0,-384.666666666,-309.333333333,-6.33333333339,-316.0,-73.3333333333,9.9999999998,-103.333333333
204.98,-59.9998666667,-84.7617333333,-224.285766667,-124.761966667,-375.2382,105.714133333,-542.857266667,-419.999933333,24.7620000001,-419.047599999,-72.3810666667,9.52373333334,-121.904866667
205.36,-81.3333333334,-156.0,-393.333333333,-207.333333333,-545.333333334,138.666666667,-837.333333334,-637.333333333,46.0000000002,-636.0,-168.0,-14.6666666666,-238.666666666
205.74,74.2222666667,96.0000000001,176.666533333,90.2222333333,232.000066667,-3.55559999999,330.6666,265.333333333,30.6666333333,259.5556,105.777933333,55.9999333334,131.111266667
206.12,-11.1111999999,31.8518666668,101.8518,0.7406666666,236.296266667,-191.8518,401.481533333,305.185133333,-90.7406999999,317.037133334,43.7037333333,-27.4075333335,108.888733333
206.50,-116.666666667,-10.0,78.3333333334,-155.833333333,438.333333333,-538.333333333,731.666666667,641.666666666,-330.833333333,595.000000001,40.0,-143.333333333,198.333333333
206.87,-81.9047333334,-4.76186666666,27.6191666666,-121.428666667,199.047466667,-313.333333333,380.9524,360.952533333,-218.095366667,283.809533333,0.9524,-145.714333333,82.857
207.25,-576.666666667,-66.666666666,-53.3333333347,-554.999999999,476.666666665,-1226.66666667,1066.66666667,929.999999999,-871.666666667,693.333333334,-253.333333333,-783.333333333,133.333333334
207.63,1673.33333333,339.999999999,516.666666667,1753.33333333,-773.333333333,2666.66666667,-1420.0,-1093.33333334,2313.33333333,-793.333333334,946.666666667,1846.66666667,373.333333334
208.01,-175.5556,60.0000666665,25.5555333334,-261.111033333,246.666666667,-318.889133333,322.2222,275.555533333,-353.888866667,226.6666,-53.3333333334,-236.6668,53.3332666666
208.39,-770.000000001,-86.6666666666,-301.666666666,-1230.0,336.666666667,-1203.33333333,656.666666664,486.666666668,-1495.0,323.333333333,-509.999999999,-1026.66666667,-56.6666666674
208.77,-333.333333333,-8.3333333334,-110.833333333,-659.166666667,181.666666667,-640.000000001,258.333333333,236.666666667,-717.5,155.0,-315.0,-480.000000001,30.0
209.14,88.0951999999,29.5239333333,62.6190666667,223.095266667,-32.3809333333,200.0,-54.2856666666,-45.7141999999,218.095266667,-31.4285333335,110.476266667,145.238,18.0954000001
209.52,84.5614666667,57.1930666667,74.0351999999,210.0,-2.8069333334,168.070333333,2.8071333334,4.56133333334,177.0176,10.5264000001,123.157866667,130.5264,45.9649333334
209.90,58.3333333333,48.4999999999,52.8333333334,114.25,12.8333333333,92.1666666667,23.9999999999,23.1666666667,102.833333333,18.3333333333,71.0,88.4999999999,34.8333333333
210.28,41.8018666667,34.7746666666,40.0900666667,111.261233333,-6.30633333334,74.7747999999,13.1532666667,12.7927333333,107.657633333,14.2342666667,58.7388000001,82.8828666667,23.4234666667
210.66,77.9798666667,69.2927999999,89.091,161.616233333,30.9091333333,115.5556,47.4746666667,55.7576,159.6969,60.4038666667,101.414066667,131.717333333,71.7171333333
211.03,68.2608666667,65.6521333333,82.3912,131.3767,36.2317333333,96.6666666666,46.2318666666,55.0724,127.826033333,63.7682,86.2317333333,109.5652,73.0434
211.41,66.5307333333,67.3468000001,80.4762333333,127.278933333,41.6326,93.7414666667,40.272,53.8775333333,127.346833333,68.2994000001,84.0817333333,111.5646,74.5578
211.79,59.2308,63.4615333333,74.2948999999,114.935866667,38.718,92.0514666666,29.7435333333,45.6410666667,115.9614,61.6666666666,77.8205333333,109.7436,62.1795333333
212.17,67.0834000001,70.2778666666,87.8471333334,121.4584,42.2222666667,105.694333333,31.1111333333,55.8333333333,121.0417,64.1665999999,88.6111999999,124.722333333,67.3612
212.55,71.2122666667,74.2424,95.9089333334,125.227233333,33.3331333333,115.909133333,32.8789333333,57.5757333333,131.7424,64.0908000001,94.9999333333,131.818133333,78.6364
212.92,87.7037333333,92.2962666667,107.2591,134.370266667,46.8149333333,117.925733333,44.2962666666,61.9258666666,138.6667,78.5183999999,103.703666667,140.000133333,91.5556
213.30,112.307733333,113.333266667,130.940133333,152.564,60.3419333332,141.0258,61.0255999999,82.2221999999,167.094066667,93.6752666667,122.735066667,168.547,108.547066667
213.68,100.317466667,93.3333333333,140.7937,167.7778,17.7778666665,153.333533333,5.07933333326,41.5872666667,202.063533333,64.7619333333,118.412733333,215.873066666,89.2062666667
214.06,136.666666667,100.000066667,180.9523,228.5713,24.2857333333,232.857,-32.8569333334,20.4760000001,257.618866667,88.0954,154.761866667,295.238066667,126.6666
214.44,106.666533333,83.1883999999,117.971,156.666566667,41.4492666667,168.115933333,-3.7682,34.4926666667,159.420366667,61.4493333333,122.028933333,185.797,103.478333333
214.81,77.5439333333,50.5262,63.3333333334,129.1227,-3.85966666686,157.192866667,-53.3333333334,-24.9123333333,132.807066667,-7.01740000006,98.9473333334,153.3334,71.2280000001
215.19,124.444533333,62.2222666667,74.2222333333,145.7778,2.66666666646,199.111066667,-54.6666666667,-31.1111333333,169.999966667,-13.7777333334,119.111133333,168.4444,81.7777333334
215.57,152.857133333,84.7619333334,139.5236,169.2857,25.7143999999,234.285666667,-30.0000000002,-4.76179999986,196.666866667,-4.28586666668,149.5238,179.523866667,100.476333333
215.95,119.583333333,62.9166666665,109.791666667,134.375,23.3333333333,193.333333333,-16.6666666668,-8.33333333334,165.0,-13.3333333333,118.333333333,131.666666667,76.6666666666
216.32,71.1111333335,28.8889333334,57.5,83.6111666667,18.6111333332,126.6666,-10.8334,-15.5555999999,111.9445,-6.94446666666,75.5555333334,63.3334,48.8888666667
216.70,62.7272666668,3.03033333334,49.8484000001,78.6364666667,17.2728000001,105.454666667,-26.6666666667,-28.4848666667,83.1819000001,-14.2423333333,63.0302666667,57.8788000001,17.8789333333
217.08,72.8571333335,-53.3332,29.7619666667,76.4285333333,-8.0952666666,125.238133333,-74.2857999999,-66.6666,102.142866667,-61.4284666666,58.5715333334,57.1429333333,-15.7143333334
217.46,566.666666666,-440.000000001,213.333333333,800.0,149.999999999,853.333333334,-350.0,-426.666666667,738.333333333,-243.333333334,440.0,516.666666667,-169.999999999
217.83,529.333333333,142.666666667,436.0,567.333333333,334.666666667,604.000000001,154.666666667,140.0,591.333333333,209.333333333,461.333333333,477.333333333,233.333333333
218.21,-177.436,-31.2820666667,-156.666566667,-205.384566667,-106.153933333,-219.487266667,-47.1794666667,-56.4101333332,-225.641066667,-47.1794666666,-174.871733333,-139.4872,-88.2051333334
218.59,-65.8334,29.1667333333,-56.6668666666,-80.8332333333,-18.6110666667,-95.0000666666,25.2777999999,8.88886666668,-90.5555333334,3.6112,-65.5556,-46.6666666667,-15.2779333334
218.97,-48.718,37.9487333333,-39.3589666667,-59.6153333333,-13.3333999999,-61.0258666667,37.9487333333,15.1281333333,-66.2821666667,2.82060000002,-45.3844666666,-28.9744666667,3.07699999993
219.34,-28.3334666667,32.1428,-24.0476,-57.1429666667,-8.57140000006,-45.0000666667,47.1428666667,10.9523333333,-55.5952333333,4.04766666664,-41.6666666667,-28.0952666667,11.4285333334
219.72,4.50453333332,52.6126,23.5135666667,-13.7838666667,26.6666,4.14426666661,65.5854666667,39.8199333333,-13.2432666667,39.6395333333,-7.92793333333,11.5316,40.1801333334
220.10,16.8794666667,58.0142666667,31.2057666667,9.9289,38.0141333333,21.7022,68.5106000001,46.383,5.17726666667,50.9219333333,7.37573333335,26.2411333333,42.9785333333
220.47,9.25166666667,42.041,20.0,1.0885,28.2992666667,13.7414666667,55.1019333334,32.517,-0.748233333326,42.7211333334,0.136066666666,13.4694666667,27.7551333333
220.85,11.6666666667,41.0606666667,23.6361666667,3.86356666666,30.606,8.63640000006,56.0605333334,27.5756666667,-10.1516,46.6666666667,-7.5756,9.39393333334,16.3636666667
221.23,22.3809333333,41.4286,23.6508,1.7461,31.2698,7.93653333333,57.6191333333,26.5079333333,-8.96826666667,45.2380666667,-13.0158666667,5.55566666666,13.9682
221.61,21.7094,36.5810666667,24.1025,4.44449999998,30.4274666667,-1.02573333332,61.3676666667,25.9829333333,-15.6410333333,48.3761333333,-17.6069333333,-3.07693333332,7.17946666666
221.98,24.3938,46.0606666667,38.9393,7.65146666666,34.6969333333,10.4545333333,61.3636666666,29.8484,1.59106666666,57.5756,-3.78773333335,11.9697333333,13.1818
222.36,18.7878666667,41.8182,41.2120666667,4.31826666668,31.3636,10.0000666667,59.8485333333,33.0304,4.99993333333,57.2727333333,-8.78780000002,9.39386666666,11.3636666667
222.74,14.0604666667,31.2726666667,40.0604666667,6.0607,27.5151333333,15.2728,45.2121333333,28.9697333333,6.12113333334,48.8486666667,1.33326666665,13.4545333333,15.5150666667
223.11,-1.66666666667,22.2727333333,34.1666333333,-10.3787333333,29.8484,1.96966666668,42.2726666667,22.8788,-7.65149999999,43.6364666666,-11.9696666667,-4.54533333333,4.3938
223.49,8.02719999999,33.3333333333,40.1360333333,1.90480000001,45.9863333333,11.9728,45.4422666667,33.7416666667,6.5307,56.5986666667,2.04080000002,11.1564666667,17.8232
223.87,-12.093,16.7442,21.7055,-21.5503666667,26.8216666667,-12.0929333333,26.2015333334,14.4186,-13.7210333333,35.5038666667,-13.4882666667,-9.76753333332,-8.52713333332
224.24,-34.0540666667,-1.26126666667,4.95486666666,-50.9008666667,2.8828,-26.3062,7.02713333332,-6.84686666666,-39.6397333333,12.6126666667,-33.8738,-34.7748,-33.3332
224.62,-42.7025333333,-7.38733333333,-6.57673333334,-61.8018666667,-14.7748000001,-26.6666666667,-9.009,-14.5945333333,-50.6305666666,0.36033333332,-42.8829333333,-42.1622,-42.5224666667
225.00,-32.4528666666,-9.81140000001,-4.65403333333,-44.8427333333,-13.9624,-14.4654,-9.81140000002,-3.52213333333,-35.4717666667,-4.90553333336,-25.7860666667,-27.6729333333,-27.1698
225.38,-45.6521333333,-21.5942666667,-10.2899333333,-50.0725666667,-24.3478666667,-15.3623333333,-16.8116,-9.99999999999,-49.1305,-8.26086666666,-33.0435333333,-34.4927333333,-36.6668
225.75,-31.7858,-9.2858,3.09516666667,-32.3213666667,-8.21426666669,-1.66666666668,-5.35706666665,-1.54753333334,-33.2738,-1.42866666667,-19.762,-18.0952666667,-22.7381333333
226.13,-30.5376666667,-8.92480000001,1.34423333333,-26.8818,-9.46246666667,-4.30106666667,-3.54846666666,-3.97846666667,-32.473,-5.26880000002,-20.8602,-17.0968666667,-21.398
226.51,-35.4099333333,-12.2404,-6.7213,-29.4535666667,-13.7704,-3.60646666667,-10.8197333333,-11.5846,-37.1037,-7.97813333333,-19.0162666667,-21.0928,-24.8088
226.88,-20.6392666667,-2.46586666667,-2.73976666666,-18.5844,-6.94053333332,2.73980000001,-6.48406666666,-4.47486666666,-24.4749333333,-2.10053333335,-11.5980666667,-11.5982,-16.1644666667
227.26,-0.462,15.3796666667,8.94389999999,0.52806666666,7.19460000001,19.1418666667,10.0329333333,10.4290666667,-3.66336666667,14.5874,6.99666666667,9.63699999999,2.83813333331
227.64,-2.78220000001,10.4987333333,4.33073333333,-2.02093333333,0.419933333342,12.3360666667,6.14180000001,8.81886666667,-4.01576666667,9.3964,2.15226666667,4.46193333335,-0.997400000008
228.01,3.01493333332,13.4607333333,9.25673333333,1.76226666667,3.86406666666,15.7537333333,9.46913333334,10.913,0.976566666666,13.0786,6.19960000001,7.94053333333,5.35033333333
228.39,5.90680000001,13.057,12.1589,5.35423333333,6.39033333334,15.233,11.9861333334,12.2625333333,4.7323,13.8169333333,9.01546666668,10.3974,9.74093333334
228.76,7.29726666668,14.3542666667,13.6336,7.79273333334,10.3604666667,17.087,15.2552,13.4235333333,6.78673333333,14.925,11.4714666667,12.913,13.9338666667
229.14,1.96266666667,11.1214,10.3427,2.33643333333,5.76319999999,11.5888666667,12.243,8.0686,2.38316666667,11.1525333333,7.28973333334,8.53593333334,10.7164
229.52,0.088066666666,9.54480000001,7.95896666667,-1.42446666667,3.14246666667,8.10566666667,9.30986666667,6.78413333333,1.02783333333,8.0176,4.78699999999,6.5786,8.60513333333
229.89,5.72620000001,13.527,10.6085333333,2.13006666667,6.61139999999,11.6736666667,13.0013333333,11.0926666667,5.43566666667,12.0333333333,8.60306666667,12.0608666667,13.9418666667
230.27,7.35253333333,14.0466,11.3717666667,2.55136666667,7.35233333332,12.428,13.6625333333,12.4279333333,6.18656666667,12.62,9.90393333333,11.8519333333,15.5282
230.65,8.65013333333,14.931,13.0579666667,4.0084,8.40213333333,13.3057333333,14.9311333334,13.0303333333,6.84563333333,12.3692,10.055,13.7464,16.4737333333
231.02,7.39513333333,12.7452,11.5267,3.15136666667,7.45099999999,11.8207333333,13.7255333333,11.5966666667,4.8318,10.2520666667,8.45946666667,12.409,15.7140666667
231.40,3.025,6.51993333334,7.28343333334,-1.351,3.25973333333,6.57846666666,8.4288,8.13493333335,-0.0147,4.87513333334,2.67240000001,6.49046666667,12.0704666667
231.78,4.92059999999,6.88886666667,7.44436666666,-0.5397,5.01593333333,8.98413333333,9.36520000001,8.85706666667,0.317466666666,5.23800000001,4.38093333333,7.61906666666,14.4127333333
232.15,5.75153333333,7.81040000001,9.10133333335,0.473766666665,7.45100000001,10.4574666667,9.77133333333,10.3594,1.35623333333,6.60133333333,5.19606666666,8.49659999999,16.536
232.53,6.07013333332,8.38586666667,10.0350666667,0.3507,7.96500000001,12.4210666667,9.96493333333,10.8069333333,1.68416666667,8.03506666666,4.31593333332,9.68426666667,16.842
232.90,4.02853333333,6.70226666665,9.14443333333,-1.53293333333,4.74153333334,10.9802666667,7.66486666667,8.98393333333,-0.356433333332,6.77360000001,1.96079999999,8.98400000001,13.5829333333
233.28,4.16240000001,4.26820000001,7.90119999999,-3.08649999999,3.24513333335,9.27686666667,5.57326666667,7.12526666668,-2.53963333333,4.30339999999,1.2346,8.50113333333,12.2752
233.66,2.02746666667,2.57733333333,3.50503333333,-3.71133333333,2.61153333333,7.3196,3.67693333333,4.26113333333,-5.06879999999,3.36766666667,0.034333333332,5.6014,10.3780666667
234.03,-3.13333333332,-3.03333333333,-1.5,-7.40000000001,-1.63333333333,2.66666666668,-1.73333333333,-1.6,-9.78333333333,-1.73333333333,-4.96666666667,-0.066666666666,3.96666666667
234.41,-2.86606666667,-2.71019999999,-2.6323,-5.81003333334,-1.77560000001,3.36439999999,-1.30846666667,-1.21506666666,-9.89103333333,-0.841199999999,-4.67273333334,1.40193333333,3.45813333333
234.78,-5.08220000001,-4.42453333334,-5.50070000001,-7.74300000001,-5.14206666666,0.627866666665,-4.2452,-2.2122,-12.2720333333,-3.3782,-7.59340000001,-2.42153333333,0.807133333327
235.16,-7.49640000001,-5.65919999999,-6.84436666667,-9.17036666667,-7.02206666666,-1.3926,-5.89633333333,-3.99993333333,-13.2889,-4.32593333333,-8.0592,-6.28153333333,-0.414933333334
235.54,-8.04493333332,-6.18860000001,-6.62446666667,-9.9156,-9.02946666666,-2.84106666667,-7.14486666666,-5.17586666668,-13.8115666667,-4.92273333333,-7.96073333333,-7.5386,-1.65946666667
235.91,-11.0477333333,-8.10886666667,-8.58493333333,-12.8979666667,-12.2448666667,-5.65986666667,-8.89786666667,-8.21766666666,-16.5713666667,-8.2722,-10.4762666667,-9.95906666666,-4.65300000001
236.29,-13.5783333334,-11.6192,-12.8299666667,-15.2651666667,-15.7005333333,-9.03399999999,-11.1019333333,-11.4285333333,-19.3333333333,-11.8910666667,-12.8436,-12.0272666667,-9.034
