wavelength,Back_TanArtf,Belly_TanArtf,Breast_TanArtf,Crissum_TanArtf,Crown_TanArtf,DorTail_TanArtf,Patch10_TanArtf,Patch11_TanArtf,Patch12_TanArtf,Patch13_TanArtf,Rump_TanArtf,Throat_TanArtf,WingTip_TanArtf
548.27,4.6868,26.1505333333,26.4428333333,21.6559666667,16.0091333333,5.3758,13.5721333333,9.7072,3.48846666667,17.6614,22.7924666667,26.8941333333,6.8748
548.61,4.6932,26.2709333333,26.5466666667,21.7420333333,16.1018,5.38506666667,13.6222666667,9.72926666667,3.48736666667,17.7439333333,22.9084666667,27.0008,6.8812
548.95,4.728,26.3794,26.6400666667,21.8312,16.1976666667,5.40046666667,13.6965333333,9.77540000001,3.50273333333,17.8474,23.0198,27.1077333334,6.92286666667
549.29,4.76886666667,26.498,26.7420666666,21.9099666667,16.2753333333,5.41966666667,13.7644666666,9.81846666669,3.50776666667,17.9306,23.1209333333,27.2169333333,6.95013333333
549.64,4.7728,26.5738,26.8251333333,21.9781333333,16.35,5.42346666667,13.8054,9.86419999999,3.4946,18.0134666667,23.2,27.2956,6.9646
549.98,4.78926666667,26.6747333333,26.9229666667,22.0791333333,16.4573333333,5.4466,13.8697333333,9.91219999999,3.5119,18.1155333333,23.3302666667,27.4196,6.994
550.32,4.8058,26.7882666666,27.0296666667,22.1577666667,16.5710666667,5.46093333333,13.9377333333,9.95613333333,3.53043333333,18.2179333333,23.4538666667,27.5118666667,7.01173333333
550.66,4.8218,26.8474,27.0996666667,22.2225333333,16.616,5.4826,14.0044,10.0039333333,3.5506,18.2778,23.5363333333,27.5683333333,7.022
551.01,4.80573333333,26.9076,27.1763666667,22.2674666667,16.6618666667,5.45586666667,14.0310666667,10.0058666667,3.5207,18.3202666667,23.6161333333,27.6441333333,6.9916
551.35,4.84746666666,26.9952666667,27.2612,22.3409666667,16.7346,5.49633333333,14.0970666667,10.0693333333,3.5462,18.4002,23.6996,27.701,7.03186666667
551.69,4.86273333333,27.0956,27.3747,22.4392,16.8035333333,5.48586666667,14.1621333333,10.1282,3.56446666667,18.4864666667,23.7766,27.8020666667,7.04613333333
552.03,4.89433333333,27.2399333333,27.5216666667,22.5583333333,16.9205333333,5.52413333333,14.2381333333,10.21,3.59766666667,18.6148666667,23.9462666667,27.9476,7.09853333333
552.38,4.94293333333,27.2622666667,27.5713,22.5901666667,16.9766,5.55813333333,14.2755333333,10.2392,3.63463333333,18.6625333333,23.9816666667,27.9729333333,7.12446666667
552.72,4.974,27.3229333333,27.6403333334,22.6502333333,17.0472666666,5.57933333333,14.3443333333,10.2772,3.6629,18.7367333333,24.0622666667,28.0482666667,7.1358
553.06,4.95473333333,27.3752,27.6956,22.6805333333,17.1059333333,5.55486666667,14.3622666666,10.2948,3.64793333333,18.7602,24.1106,28.0921333334,7.09806666667
553.40,4.98,27.4316,27.7691,22.7556,17.1685333334,5.56893333333,14.4116,10.3124,3.67353333333,18.8076666667,24.2005333333,28.1888666667,7.10186666667
553.74,4.98046666667,27.5179333333,27.8377666667,22.7905333333,17.2179333333,5.554,14.4462666667,10.3304,3.6694,18.8594,24.2444,28.2450666667,7.0954
554.09,4.98026666667,27.5488666667,27.8824666666,22.8391666667,17.242,5.5308,14.4521333333,10.3286666666,3.64566666667,18.8786666667,24.2917333334,28.3004666667,7.06613333333
554.43,5.02646666666,27.6633333333,28.0022666667,22.9447333333,17.3404,5.5706,14.5176666667,10.4052666667,3.67373333333,18.9721333333,24.4059333333,28.428,7.08906666667
554.77,5.03806666667,27.7755333333,28.1079333333,23.0594666667,17.4323333333,5.5854,14.5772,10.4642666667,3.70003333333,19.0696666667,24.5078666667,28.517,7.10973333333
555.11,5.0298,27.8264,28.1524,23.1298666667,17.4820666667,5.5816,14.6129333333,10.4612666666,3.71876666667,19.1149333333,24.5838666667,28.5995333333,7.1116
555.45,5.0496,27.919,28.2494,23.2068,17.573,5.62206666667,14.6739333333,10.5114,3.7355,19.1918666667,24.7110666667,28.6962,7.142
555.80,5.0178,27.9325333333,28.2579666667,23.2190666667,17.586,5.59606666667,14.6596,10.5042,3.7194,19.1814666666,24.7098,28.7077333333,7.1048
556.14,4.99226666667,28.0163333333,28.3148333333,23.2982666667,17.6519333333,5.57653333333,14.6987333333,10.5374,3.69243333333,19.235,24.8175333333,28.7813333333,7.08146666667
556.48,4.89446666667,28.0184,28.3250666667,23.2703666667,17.6258,5.50553333333,14.6315333333,10.4870666667,3.61106666667,19.2028666667,24.8019333333,28.7975333333,7.00473333333
556.82,4.89146666667,28.077,28.3937666667,23.3448666667,17.6617333333,5.50333333333,14.6622666667,10.4972,3.60483333333,19.2668,24.8898666667,28.8759333333,7.04093333333
557.16,4.80153333333,28.0935333333,28.3691333333,23.3353333333,17.6381333333,5.40213333333,14.6132,10.4303333333,3.50766666667,19.2591333333,24.9061333333,28.8766,6.97946666667
557.50,4.75253333333,28.107,28.3867,23.3516333333,17.6485333333,5.35686666667,14.5837333333,10.4038666667,3.45986666667,19.2566666667,24.9342,28.908,6.96573333333
557.85,4.79206666667,28.2319333333,28.5027666667,23.4602666667,17.7700666667,5.42233333333,14.698,10.4950666667,3.5011,19.3738,25.0648666667,29.0369333333,7.0398
558.19,4.77086666667,28.3218666667,28.5813,23.5143333333,17.8167333333,5.38106666667,14.7272,10.4868,3.49076666667,19.4296,25.1462,29.128,7.036
558.53,4.76273333333,28.3675333333,28.6059333333,23.5291,17.8408,5.3652,14.7299333333,10.4943333333,3.4681,19.4635333333,25.2122,29.183,7.0188
558.87,4.77153333333,28.4378666667,28.6970666667,23.5664333333,17.9418,5.37413333333,14.7687333333,10.5442,3.4515,19.5253333333,25.3044666667,29.2403333333,7.01373333333
559.21,4.77706666667,28.4982,28.7351,23.5958,17.9790666667,5.3836,14.7905333333,10.5571333333,3.45986666667,19.5659333333,25.3671333333,29.2918666667,7.0112
559.55,4.79233333333,28.5794666667,28.8051666667,23.6587666667,18.0421333333,5.37926666667,14.8471333333,10.5906,3.46086666667,19.6437333333,25.4578,29.3778,7.0132
559.89,4.80866666667,28.6907333333,28.9530333333,23.7533333333,18.1199333333,5.385,14.9098,10.6236666667,3.4785,19.7181333333,25.5627333333,29.5011333333,7.0296
560.23,4.88606666667,28.7964666667,29.0959666667,23.8702,18.244,5.43,15.0159333333,10.7048,3.5318,19.8328666667,25.6969333333,29.5901333333,7.09366666667
560.58,4.91726666667,28.8617333333,29.1735,23.9408666667,18.3231333333,5.46813333333,15.0805333333,10.7517333333,3.55633333333,19.8951333333,25.7816666667,29.6542,7.0978
560.92,5.01986666666,28.9886,29.3560666667,24.0640666667,18.4696,5.58353333333,15.2070666667,10.8757333333,3.655,20.0297333333,25.8968,29.7804,7.18666666667
561.26,5.0926,29.1135333333,29.5185,24.1882,18.5849333333,5.6426,15.3316666667,10.9536666667,3.71053333333,20.1458666667,26.0195333333,29.9154666667,7.20333333333
561.60,5.10073333333,29.193,29.6156333333,24.2583666667,18.6399333334,5.63286666667,15.3516,10.9704666667,3.70656666667,20.2226,26.1145333333,30.0114666667,7.2048
561.94,5.1526,29.2708,29.6931333333,24.3567333333,18.7486,5.70213333333,15.4255333333,11.0424,3.73916666667,20.3218666667,26.2202666667,30.0853333333,7.23653333333
562.28,5.195,29.3669333333,29.8129,24.4184333333,18.8412666666,5.7512,15.5172666667,11.0922,3.77936666667,20.4058,26.3124,30.1776666667,7.2916
562.62,5.1844,29.4552,29.8779,24.4876,18.8797333333,5.71813333333,15.5436666666,11.1092666667,3.76473333333,20.4610666666,26.382,30.2744666667,7.27366666667
562.96,5.169,29.4977333333,29.9275,24.5610333333,18.9238,5.68973333333,15.5706,11.1174666667,3.73343333333,20.5116,26.4318666666,30.3312,7.2446
563.30,5.19646666667,29.5768666667,30.0074666667,24.6290333333,19.0120666667,5.71573333333,15.6433333333,11.1445333333,3.74736666667,20.5767333333,26.4995333333,30.3996,7.27766666667
563.64,5.2228,29.6721333333,30.0721,24.7171,19.103,5.7402,15.7240666667,11.2101333333,3.769,20.6768666667,26.5861333333,30.4604666667,7.3068
563.99,5.26326666667,29.7834,30.1496666667,24.7996,19.1758,5.79313333333,15.7805333333,11.2748,3.81443333333,20.7535333333,26.6826666667,30.5662,7.3392
564.33,5.29193333333,29.8588666667,30.2373333333,24.8873333333,19.2345333333,5.818,15.8365333333,11.3481333333,3.85086666667,20.832,26.7719333333,30.6667333333,7.38226666667
564.67,5.29253333333,29.9118666667,30.2705666667,24.9392,19.2691333333,5.80546666667,15.8693333333,11.3721333333,3.84416666667,20.868,26.8277333333,30.7106,7.37366666666
565.01,5.27866666667,29.9574,30.2885333333,24.9553,19.3100666667,5.8084,15.8779333333,11.3952,3.83856666667,20.9144,26.8684,30.7628,7.39673333333
565.35,5.26033333333,30.0044666667,30.3165666667,24.9836666667,19.3291333333,5.7938,15.8952666667,11.3818666667,3.8265,20.9165333333,26.9073333333,30.7849333333,7.35293333333
565.69,5.2386,30.0521333333,30.3625,25.0044,19.3627333333,5.78206666666,15.8927333333,11.4000666667,3.8086,20.9274666667,26.9524666667,30.8348,7.34026666667
566.03,5.21833333333,30.1068666667,30.3947333333,25.0746,19.3962666667,5.762,15.9013333333,11.393,3.78343333333,20.9526,26.9878,30.8760666667,7.32046666667
566.37,5.23866666667,30.1643333333,30.4517333333,25.1302333333,19.4268666667,5.7996,15.9307333334,11.4259333333,3.80766666667,21.0072666667,27.0430666666,30.9038666667,7.36233333333
566.71,5.24333333333,30.2270666667,30.5033666667,25.1605333333,19.4789333333,5.80433333333,15.9626666667,11.4404,3.82873333333,21.0554666667,27.0830666667,30.9618,7.3958
567.05,5.2304,30.2987333333,30.5897666667,25.2466666667,19.5231333333,5.8226,15.9714,11.4863333333,3.8507,21.1238666667,27.1836666667,31.0334666667,7.4016
567.39,5.20993333333,30.3357333333,30.6329333333,25.2733333333,19.5338666667,5.8102,15.9646,11.4822,3.8397,21.1392,27.2242,31.1094666667,7.40653333333
567.73,5.15706666667,30.3658,30.7038666667,25.3207333333,19.5652,5.7628,15.9705333333,11.4556,3.7952,21.1616666667,27.2874666667,31.1723333333,7.3772
568.07,5.1174,30.4122666667,30.7491666667,25.3376666667,19.6054666667,5.72166666667,15.9509333333,11.4334,3.74506666667,21.202,27.319,31.185,7.3264
568.41,5.09313333333,30.4635333333,30.8058,25.3694,19.6383333333,5.69873333333,15.9506666667,11.4382,3.72633333333,21.2538666667,27.3784,31.2276666667,7.317
568.75,5.11346666667,30.5506666667,30.8887,25.4564,19.6884666667,5.7006,15.9964,11.4728,3.73273333333,21.32,27.4846,31.2890666667,7.33493333333
569.09,5.1034,30.5934,30.9441,25.4804333333,19.7296,5.67046666667,16.0180666667,11.5018,3.70156666667,21.3538666667,27.5172,31.3036,7.34033333333
569.43,5.07673333333,30.6336666667,30.9725,25.5233333333,19.7614,5.63673333333,16.0240666667,11.4843333333,3.66146666667,21.3942666667,27.5714,31.3196,7.30946666667
569.77,5.06073333333,30.6881333333,31.0499,25.5686,19.8144666667,5.62493333333,16.0505333333,11.5146,3.6413,21.4335333333,27.6394,31.3875333333,7.29573333333
570.11,5.07166666667,30.762,31.1477333333,25.6597333333,19.886,5.63206666666,16.1066666667,11.5524666667,3.63606666667,21.5028,27.7494,31.4953333333,7.2998
570.45,5.0816,30.8428,31.2361,25.7139333333,19.9321333333,5.6314,16.1334,11.5770666667,3.6258,21.5547333333,27.8462,31.5448,7.28373333333
570.79,5.1102,30.9012,31.2704,25.7401,19.9901333333,5.62006666667,16.183,11.5948666667,3.60606666667,21.5945333333,27.8987333333,31.5996,7.29633333333
571.13,5.137,30.9816,31.3477333333,25.8019,20.062,5.62786666667,16.2267333333,11.6311333333,3.60496666667,21.6493333333,27.9736,31.6402,7.30113333334
571.47,5.1384,31.0422,31.3677333333,25.8425,20.103,5.617,16.2474,11.6506,3.6028,21.7054,28.0204,31.6500666667,7.29166666667
571.81,5.1682,31.1366666667,31.4328,25.9086,20.1589333334,5.65066666667,16.3106666667,11.6696,3.62356666667,21.7515333333,28.1029333333,31.7364666667,7.30753333333
572.15,5.18013333334,31.2077333333,31.4975666667,25.9772666667,20.2374,5.6632,16.3549333333,11.6864666667,3.62963333333,21.7942,28.1489333333,31.8011333333,7.30186666667
572.49,5.16546666667,31.2469333333,31.5242333333,26.0085333333,20.2728,5.6394,16.3625333333,11.6757333333,3.6047,21.8124666667,28.1974,31.8482666667,7.26793333333
572.83,5.157,31.2927333333,31.5502,26.0520666667,20.306,5.61606666667,16.3756,11.6631333333,3.59696666667,21.8550666667,28.2495333333,31.9074666667,7.25186666667
573.17,5.2022,31.3340666667,31.6122333333,26.0851333333,20.354,5.64906666666,16.4258,11.7023333333,3.64593333333,21.9114666666,28.2958666667,31.9564666667,7.2938
573.51,5.23993333333,31.4030666667,31.6831,26.1641666667,20.4136,5.6776,16.4701333333,11.7428666667,3.6888,21.9926,28.3788666667,32.0322,7.32393333333
573.85,5.2152,31.4162666667,31.6999,26.1532666667,20.4378,5.63646666667,16.4640666667,11.7054666667,3.66116666667,22.0208,28.3748,32.0392666667,7.3022
574.19,5.20853333333,31.4687333333,31.7185666667,26.1945666667,20.4634,5.63306666667,16.4886666667,11.7018,3.66546666667,22.0712,28.4141333333,32.0993333333,7.29893333333
574.53,5.2136,31.5166666667,31.7839666667,26.2436666667,20.4999333333,5.6516,16.5166,11.7158666667,3.67516666667,22.1108,28.4606,32.1561333333,7.29193333333
574.87,5.2308,31.5894,31.8509666667,26.3006333333,20.5560666667,5.67653333333,16.5676666667,11.7446666667,3.69806666667,22.1885333333,28.5460666667,32.2602,7.327
575.21,5.2344,31.6256666667,31.8783,26.3184333333,20.5729333333,5.666,16.5575333333,11.7322666667,3.6777,22.2070666667,28.5682,32.3012,7.31693333333
575.55,5.23533333333,31.7036,31.9552333333,26.3822333333,20.6496666667,5.64113333333,16.5781333333,11.7648,3.68803333333,22.2856666667,28.6643333333,32.3905333333,7.337
575.89,5.23446666667,31.7818,32.0287,26.4388333333,20.6986,5.63886666667,16.6064666667,11.7901333333,3.6932,22.3469333333,28.7825333333,32.4722666667,7.35706666667
576.22,5.2636,31.8605333333,32.1136666667,26.5331,20.7931333334,5.7016,16.6586,11.8674666667,3.7538,22.45,28.8703333333,32.5394666667,7.3994
576.56,5.31626666667,31.9859333333,32.2394,26.6461666667,20.9096,5.7642,16.7273333333,11.9527333333,3.80943333333,22.5694666667,28.9903333333,32.6548,7.4662
576.90,5.323,32.0969333333,32.3252,26.7474666667,20.9848666667,5.77046666667,16.7772,11.9820666667,3.8149,22.637,29.0791333333,32.7698666667,7.4956
577.24,5.3166,32.1451333333,32.3546,26.7510333333,21.0382666667,5.75193333333,16.79,11.9906666667,3.7955,22.675,29.1062666667,32.7925333333,7.507
577.58,5.31453333333,32.2310666667,32.4425333333,26.8227333333,21.1296,5.76586666667,16.8091333333,12.0307333333,3.80806666667,22.7194,29.1887333333,32.8628,7.49786666667
577.92,5.343,32.3187333333,32.5886666667,26.9452333333,21.2620666667,5.80073333333,16.874,12.108,3.81776666667,22.8096,29.3272,32.9736666667,7.52846666667
578.26,5.3214,32.3875333333,32.6447666667,27.0214666667,21.3054,5.77633333333,16.9019333333,12.1114,3.79223333333,22.8788,29.3988666667,33.0435333333,7.5292
578.60,5.26513333333,32.3859333333,32.6383333333,27.0562333333,21.3397333333,5.73,16.8589333333,12.0805333333,3.73903333333,22.9057333333,29.4029333333,33.0341333333,7.46106666667
578.94,5.29033333333,32.4850666667,32.7567,27.1744666667,21.4712666667,5.77326666667,16.9242,12.1506,3.77056666667,23.0178,29.5278,33.1530666667,7.50113333333
579.28,5.29146666666,32.5096,32.7838,27.2187333333,21.497,5.78366666667,16.94,12.1667333333,3.74573333333,23.0287333333,29.5249333333,33.1842666667,7.49186666667
579.61,5.29853333333,32.5447333333,32.8274333333,27.2681,21.562,5.79366666667,16.9606666667,12.1897333333,3.74943333333,23.0696666667,29.5586666667,33.2360666667,7.49573333333
579.95,5.28893333333,32.6010666667,32.8791333333,27.2746333333,21.6164,5.7586,16.9783333333,12.1760666667,3.71336666667,23.0964666667,29.6088,33.2796666667,7.48326666667
580.29,5.3004,32.6366666667,32.9627,27.3271,21.6959333333,5.78793333333,17.0123333333,12.2113333333,3.71526666667,23.1734,29.6960666667,33.3542666667,7.5012
580.63,5.3038,32.6542,33.0202,27.3659,21.7388,5.77606666667,17.0241333333,12.2212,3.7008,23.2172666667,29.7553333333,33.3930666667,7.5014
580.97,5.32726666667,32.7389333333,33.1109333333,27.4622,21.8018,5.8078,17.079,12.2653333333,3.74026666667,23.3057333333,29.8524,33.47,7.50393333333
581.31,5.352,32.8044666667,33.1696,27.5461,21.8564,5.81146666667,17.1445333333,12.2926666667,3.7592,23.401,29.9208666667,33.5595333333,7.53993333333
581.65,5.31833333333,32.8166,33.17,27.5403666667,21.8521333333,5.7666,17.1117333333,12.2540666667,3.71813333333,23.4044,29.9198666667,33.5311333333,7.502
581.98,5.3202,32.8859333333,33.2473,27.5885,21.9496666667,5.77273333333,17.129,12.266,3.75166666667,23.4737333333,30.0092,33.583,7.50493333333
582.32,5.33386666667,32.9554666667,33.3149666667,27.6215,21.9938,5.79606666667,17.1722,12.3132666667,3.766,23.5305333333,30.077,33.6136666667,7.53533333333
582.66,5.3496,33.0756666666,33.3888,27.6933666667,22.0496666667,5.82033333333,17.2387333333,12.3466666667,3.7913,23.5944,30.1570666667,33.7294,7.55606666667
583.00,5.32873333333,33.1454666667,33.4722666667,27.7679333333,22.1060666667,5.8148,17.2926,12.3529333333,3.8081,23.6754666667,30.2551333334,33.8230666667,7.562
583.34,5.38333333333,33.2434666667,33.5883,27.8474333333,22.1948,5.8318,17.3744666667,12.4185333333,3.85713333333,23.7931333333,30.3295333333,33.9132,7.58993333333
583.68,5.3744,33.2703333333,33.6038333333,27.8878666667,22.2098666667,5.83546666667,17.3693333333,12.4096,3.84626666667,23.8332666667,30.3464,33.9340666667,7.58086666667
584.01,5.36793333333,33.3562666667,33.6521666667,27.9452333333,22.2581333333,5.82873333333,17.4030666667,12.3896666667,3.84203333333,23.8384666667,30.4204,33.9688666667,7.56466666667
584.35,5.33966666667,33.4924666667,33.7569,28.0364,22.3379333333,5.81826666666,17.4334666667,12.4257333333,3.83813333333,23.9186666667,30.5215333333,34.0664666667,7.5154
584.69,5.32613333333,33.5788,33.8002666667,28.1078666667,22.4042666667,5.8114,17.4664,12.4294666667,3.80963333333,23.9722666667,30.6216,34.1647333333,7.51686666667
585.03,5.38093333333,33.6952,33.8712333334,28.2027,22.4882,5.88806666667,17.5198666667,12.4996,3.84556666667,24.0363333333,30.7132666667,34.2326666667,7.54773333333
585.37,5.4366,33.8524666667,34.0330666667,28.3330666667,22.6263333333,5.97133333333,17.6226,12.6052666667,3.92726666667,24.1584666666,30.8162666667,34.3876,7.6328
585.70,5.49133333333,33.9786,34.1272666667,28.3914666667,22.6848666667,6.01766666666,17.6852,12.6827333333,3.9738,24.2285333333,30.8796666667,34.4552,7.6686
586.04,5.54346666667,34.1030666666,34.1936333334,28.4745666667,22.7824,6.0704,17.7658,12.7220666667,4.03096666667,24.2874,30.9540666667,34.5399333333,7.72006666667
586.38,5.50293333333,34.0588666667,34.1706333333,28.4599333333,22.7801333333,6.04053333333,17.7243333333,12.6964,4.00356666667,24.2689333333,30.9452,34.5018,7.68266666667
586.72,5.58126666667,34.2276666667,34.3148333333,28.6100666667,22.9503333333,6.13866666667,17.8576666667,12.8157333333,4.07383333333,24.4647333333,31.1036666667,34.6048,7.78086666667
587.06,5.5392,34.2632,34.3078,28.6369,22.9474666667,6.1326,17.7952,12.752,4.05086666667,24.459,31.123,34.6320666667,7.75953333333
587.39,5.57426666667,34.3935333333,34.4217333333,28.7339333333,23.0276666666,6.15866666666,17.8702,12.7974,4.07573333333,24.5378666667,31.2252,34.7350666667,7.80273333333
587.73,5.58406666667,34.4315333333,34.4662666667,28.7882,23.0796,6.17466666667,17.8573333333,12.8529333333,4.08423333333,24.5901333333,31.2456,34.7877333334,7.82606666667
588.07,5.61246666667,34.4622666667,34.4855666667,28.8135,23.1108666667,6.21406666667,17.8964,12.8626666667,4.11476666667,24.6252,31.2858,34.8242666667,7.8832
588.41,5.64,34.5073333333,34.5129666667,28.8661333333,23.1398666667,6.22886666667,17.9074,12.8802666667,4.13946666667,24.6366666667,31.2986666667,34.8643333333,7.88146666667
588.74,5.65206666667,34.5695333333,34.5651333333,28.9013,23.1918666667,6.2184,17.9523333333,12.9149333333,4.1667,24.7000666667,31.3935333333,34.9228,7.89173333333
589.08,5.6728,34.5796,34.5840666667,28.9240666667,23.2183333333,6.20826666667,17.9791333333,12.9279333333,4.174,24.7364,31.4656,34.9594666667,7.9012
589.42,5.65493333333,34.6314666667,34.6599,28.9829,23.264,6.2006,17.9982,12.9224666667,4.15583333333,24.7805333333,31.5147333333,35.0402,7.90006666667
589.76,5.60753333333,34.6599333333,34.7449333333,29.0297,23.2932,6.15193333333,17.9826,12.9043333333,4.10996666667,24.8192,31.5602666667,35.1166,7.86273333333
590.09,5.67026666667,34.7929333333,34.869,29.1476666667,23.4081333333,6.1992,18.0703333333,12.9616,4.15723333333,24.9475333334,31.6662,35.2398,7.916
590.43,5.62413333333,34.7134,34.8374333333,29.1054333333,23.3586,6.13366666667,17.9514,12.8712666667,4.1088,24.8161333334,31.589,35.2072666667,7.83413333333
590.77,5.64526666667,34.7886,34.9164,29.1787,23.4202,6.14106666667,18.0060666667,12.9158666667,4.07306666667,24.8829333333,31.6884,35.2574,7.82886666666
591.11,5.645,34.7984666667,34.9402666667,29.1989333333,23.4516,6.09793333333,17.9849333333,12.8940666667,4.0689,24.9162666666,31.6962,35.2893333333,7.79893333334
591.44,5.64613333333,34.9019333333,34.9923,29.2613,23.4914,6.06846666667,18.0354666667,12.8935333333,4.065,24.9957333333,31.7804666667,35.3753333333,7.79286666667
591.78,5.61593333333,34.9490666667,35.0713,29.3075333333,23.5651333333,6.01406666667,18.0171333333,12.8888666667,4.0226,25.0604666667,31.8438666667,35.4082,7.758
592.12,5.55413333333,34.9948,35.1716333333,29.3121333333,23.6026666667,5.9778,17.9784666667,12.8492,3.96846666667,25.1346666667,31.9134666666,35.3897333333,7.7062
592.46,5.49886666667,35.0008,35.2123333333,29.3237333333,23.627,5.9216,17.9363333333,12.8019333334,3.93053333333,25.1362,31.9007333333,35.4248,7.67333333333
592.79,5.47333333333,35.061,35.2163333333,29.3688,23.663,5.8826,17.9032666667,12.7648666667,3.89953333333,25.1623333333,31.9005333333,35.4654666667,7.64553333333
593.13,5.4856,35.1112,35.2521666667,29.4387,23.7442,5.87346666667,17.9000666667,12.7714666667,3.90933333333,25.2104666667,31.9595333333,35.4980666667,7.67653333333
593.47,5.53486666667,35.1804666667,35.3342333333,29.5261,23.8087333333,5.90006666667,17.9417333333,12.8039333333,3.92183333333,25.2661333334,32.0454666667,35.5600666667,7.6764
593.80,5.50933333333,35.2036,35.3723,29.5518333333,23.8362,5.8848,17.9404666667,12.818,3.9075,25.2806,32.0772666667,35.5403333333,7.6426
594.14,5.5276,35.343,35.478,29.6366666667,23.9021333333,5.92773333333,18.0133333333,12.891,3.92723333333,25.4082666667,32.2191333333,35.6604,7.68506666667
594.48,5.53713333333,35.4172,35.5841666667,29.7271333333,23.9932,5.94993333333,18.0648,12.9298666667,3.96763333333,25.4792,32.2762666667,35.7511333333,7.7278
594.81,5.5702,35.5362666667,35.6766,29.8412666667,24.0738,6.01133333333,18.1274666667,13.0022,3.9947,25.5636,32.4176,35.8476,7.76886666666
595.15,5.56066666667,35.5612666667,35.7116,29.8861666667,24.1036,6.026,18.1332,12.9972666667,4.01986666667,25.5887333333,32.4603333333,35.8513333333,7.76166666667
595.49,5.57806666667,35.6082,35.7493,29.9474666667,24.1404,6.051,18.1867333333,12.9992666667,4.0588,25.6333333333,32.474,35.8834666667,7.78313333333
595.82,5.6326,35.6927333333,35.7939333333,30.0295666667,24.2119333333,6.0824,18.2467333333,13.0540666667,4.1005,25.6908666667,32.534,36.0071333333,7.8634
596.16,5.62466666667,35.7493333333,35.8237666667,30.0703,24.2266666667,6.06786666667,18.2586666667,13.0470666667,4.0611,25.7032666666,32.5922666667,36.0294,7.85566666667
596.50,5.57013333333,35.7594,35.8192,30.0550666667,24.1870666667,6.03713333333,18.2307333333,13.0059333333,3.9937,25.7124666667,32.5900666667,36.0374,7.79493333333
596.83,5.53473333333,35.8049333333,35.8581333333,30.0904333333,24.2072,6.0182,18.2164666667,12.9991333333,3.95596666667,25.7211333333,32.6376,36.0924,7.7532
597.17,5.538,35.8394666667,35.8736333333,30.0992,24.2338666667,6.0268,18.2243333334,13.0099333333,3.98443333333,25.7629333333,32.6639333333,36.0940666667,7.79686666667
597.51,5.51053333333,35.8689333333,35.9006,30.1081,24.2423333333,5.9762,18.1822,12.9568,3.93593333333,25.7500666667,32.6854,36.1375333333,7.78033333333
597.84,5.493,35.8776666667,35.8928666667,30.0914666667,24.2642,5.9518,18.1565333333,12.9305333333,3.9068,25.7491333334,32.6639333333,36.0986,7.765
598.18,5.4396,35.8854,35.8748,30.0945333333,24.2558,5.93093333333,18.1308666667,12.8813333333,3.86983333333,25.7509333333,32.6737333333,36.0880666667,7.74313333333
598.52,5.41926666667,35.9168666667,35.9422666667,30.1467333333,24.3301333333,5.9246,18.1417333334,12.8782,3.84616666667,25.7928666667,32.7002666667,36.1312,7.75926666667
598.85,5.4152,35.8872666667,35.9524,30.1407666667,24.355,5.89353333333,18.1111333333,12.8497333333,3.7946,25.7844,32.6898,36.1542666667,7.74893333333
599.19,5.4338,35.9736,36.0343,30.2083666667,24.4071333333,5.9092,18.1060666667,12.874,3.76286666667,25.8256,32.7638666667,36.2432666667,7.74773333333
599.53,5.39706666667,35.9506666667,36.0602666667,30.2331666667,24.4266,5.88906666667,18.084,12.8363333333,3.73566666667,25.841,32.7696,36.2571333333,7.73506666667
599.86,5.42593333333,35.9902,36.1533666667,30.2978333333,24.513,5.9422,18.1028,12.8772,3.77956666667,25.9227333333,32.8268,36.3048,7.76093333333
600.20,5.52186666667,36.0424666667,36.2732333334,30.3751666667,24.6488,6.04593333333,18.1594666667,12.9827333333,3.89493333333,25.9798666667,32.9054,36.3287333333,7.8738
600.53,5.59613333333,36.0888,36.3330333333,30.4266,24.7112666667,6.09673333333,18.2238666667,13.0225333333,3.9439,26.0818,32.9675333333,36.3709333333,7.91686666667
600.87,5.58913333333,36.1204666667,36.3572333333,30.4745,24.7763333333,6.06153333334,18.2241333333,13.0179333333,3.9358,26.1199333333,32.9960666667,36.4262,7.8718
601.21,5.66006666667,36.2624,36.5117666667,30.6260333333,24.9066,6.11606666667,18.3065333333,13.1178666667,4.00973333333,26.2832,33.1282,36.5768,7.9414
601.54,5.67366666667,36.3105333333,36.5853,30.7277,24.9707333333,6.1008,18.333,13.1093333333,4.03846666667,26.3391333334,33.193,36.6493333333,7.94206666667
601.88,5.79813333333,36.4436,36.7092666667,30.8102333333,25.0648,6.14706666667,18.4014666666,13.1896666667,4.11673333333,26.4862,33.3186,36.7781333333,8.00893333333
602.21,5.74493333333,36.4474,36.6909,30.7717666667,25.03,6.07886666667,18.3612666667,13.1594,4.08463333333,26.4782666666,33.2879333333,36.7794666667,7.9334
602.55,5.7302,36.5806,36.8051666667,30.8602333333,25.1106666667,6.06913333333,18.3885333333,13.1688,4.0891,26.5576,33.363,36.8580666667,7.9348
602.88,5.70806666667,36.5664,36.8307333333,30.8657333333,25.1183333333,6.04333333333,18.3640666667,13.1563333333,4.09183333333,26.5709333333,33.4008,36.8680666667,7.94113333333
603.22,5.7378,36.6455333333,36.8825666667,30.9337,25.149,6.09533333333,18.381,13.2086666667,4.11723333333,26.6265333333,33.4627333333,36.8964,7.9326
