wavelength,Back_TanPunf,Belly_TanPunf,Breast_TanPunf,Crissum_TanPunf,Crown_TanPunf,DorTail_TanPunf,Patch10_TanPunf,Patch11_TanPunf,Patch12_TanPunf,Rump_TanPunf,Throat_TanPunf,WingTip_TanPunf
202.71,83.8543333331,85.41675,95.0523333333,63.0208333333,110.416666667,49.8853333333,68.4896666667,108.594,89.0624999999,84.3751666669,88.0208333333,97.3960000001
203.09,81.1726666669,79.78425,94.4444999998,52.4693333334,106.4815,36.8520066666,58.3333333333,99.0740000001,75.3086666669,80.5554999998,68.5185,90.4323333333
203.47,91.0254999999,92.9486666665,107.051333333,58.6538333333,111.5385,46.01272,66.3461666667,104.807666666,78.5256666669,93.2693333332,84.6151666667,96.7948333331
203.85,83.3335,103.401416667,111.9045,57.143,111.2245,41.31968,83.3333333333,101.700666667,85.3738333334,96.9386666666,102.721166667,104.422
204.22,103.788,103.5985,122.727,53.0303333333,117.803,35.21218,104.545333333,101.894,94.3183333333,112.121166667,109.469833333,109.469833333
204.60,126.241166666,112.234166667,136.8795,69.5033333333,126.241333333,43.6455866666,109.929166667,113.829833333,105.319333333,118.085,119.148833333,119.503666667
204.98,124.8425,99.3711666665,122.327166667,62.893,112.893166666,39.06944,94.654,99.6853333335,85.5348333333,108.490666667,104.088,106.2895
205.36,128.758166666,95.91525,111.111,62.745,111.111,47.2550066666,98.0391666669,110.4575,86.6013333331,104.575166667,98.6929999999,99.3464999999
205.74,129.592,90.4763333335,114.625833333,49.3195,118.027,44.93876,96.2585000002,117.346833333,84.0135,104.761833333,97.9591666666,87.7551666667
206.12,143.560666667,95.8330833335,118.5605,54.9241666666,132.575833333,53.5758466667,117.424166666,140.530333333,94.6971666667,120.833166667,103.409166667,87.8786666666
206.50,155.072333334,108.333416666,127.536166666,75.7246666666,147.826166667,84.7680933332,137.318833334,160.145,117.391333334,141.3045,124.637833333,99.9999999998
206.87,253.205166667,164.7435,212.8205,134.6155,250.000166667,153.820393334,219.872,275.640833333,168.59,233.333333334,216.6665,149.359
207.25,221.0785,148.039416666,194.117666666,128.431333333,210.294166667,138.411673334,184.804166667,233.823666667,145.098,198.529666667,208.8235,127.941166667
207.63,159.999833333,103.518583334,151.4815,99.6298333332,146.2965,103.6147,144.814833333,175.926,112.222166667,149.259333333,161.111166666,99.2593333335
208.01,143.262333334,92.0211666665,153.900833333,86.1703333333,118.794333333,107.36172,131.205833334,156.028333333,104.964333333,132.624166667,134.397333334,85.1063333333
208.39,147.348333333,99.2425833335,160.984833333,95.076,117.803166667,119.77272,135.984666667,155.681833333,106.818166667,142.803,136.7425,80.3028333333
208.77,102.884833333,72.2758333334,130.7695,74.0386666666,94.2306666668,100.653926667,114.102666667,117.307833333,76.6026666667,136.858833334,103.846,62.1795
209.14,70.238,53.0951666667,106.1905,59.2856666667,72.6190000001,83.5430733335,91.4284999999,94.0475000001,64.9998333333,108.333333333,81.9048333333,51.1903333333
209.52,67.0586666667,45.0980833334,97.2548333332,62.5491666666,70.5881666665,76.5254066666,82.5490000002,83.9216666665,63.3333333333,96.6668333335,78.4313333333,56.0783333334
209.90,59.1066666666,38.8315833333,89.1753333333,65.9793333333,64.0895,65.8006066667,77.3196666666,72.1651666667,58.591,85.2233333335,69.4158333333,50.8591666666
210.28,58.746,36.2210833333,91.089,60.561,59.7358333334,63.2013733333,75.7425,73.4323333334,54.2906666666,81.8481666665,67.1616666666,52.1451666666
210.66,59.8245,28.85975,90.3508333334,53.5088333333,56.6668333333,51.47392,73.1578333333,71.2281666667,47.7193333333,78.4211666668,58.772,48.5966666667
211.03,51.7008333334,20.57825,78.4015,42.0068333334,47.1088333333,37.3945,65.8163333334,59.3535,33.3333333333,66.8366666667,44.7278333333,46.5985
211.41,49.9998333333,19.2884166667,80.3371666667,45.1311666667,46.8163333333,42.6668,72.6591666667,63.483,32.959,70.5993333331,41.7603333333,55.0563333333
211.79,53.5416666667,18.125,84.5833333333,38.9583333333,47.5,37.7416666667,70.625,69.375,29.375,65.4166666669,36.0416666667,50.625
212.17,59.8171666666,17.0093333333,86.5298333332,43.8356666666,50.4566666667,37.36076,76.9406666667,78.9953333333,26.484,67.8083333333,42.2375,48.6301666666
212.55,53.623,12.5605,87.4396666669,41.3043333334,54.8308333333,24.9371933333,74.396,91.546,22.2221666667,60.628,37.6813333333,45.6521666667
212.92,66.6668333333,10.3394166667,106.4815,41.9753333334,60.4938333335,13.17282,90.7406666665,120.987666667,12.3456666667,63.2716666665,34.8768333333,41.6666666667
213.30,104.4445,-6.11116666665,164.4445,58.3331666667,72.2223333334,-0.82228,144.444333333,207.222333333,-1.6666666667,81.1113333332,27.2223333333,58.8889999999
213.68,94.4445,-36.1111666666,198.412666667,19.8411666666,57.936333333,-53.1111866668,166.6665,247.619,-26.9843333334,88.8888333332,-8.73,24.603
214.06,257.407333333,-38.8889166666,462.963,31.4815,153.7035,-55.7779666668,398.148166667,644.444666666,-59.2595,231.481333333,-24.074,162.963
214.44,-125.926166667,123.148166667,-329.629666666,72.2223333334,-100.0,199.333606667,-257.407333333,-527.777833333,144.444333333,-101.851833333,164.814833334,-124.074
214.81,-11.2746666667,62.7450833334,-68.1373333333,39.2156666667,-3.9215,55.3728533334,-53.9215,-122.058833333,46.0783333334,2.94133333335,62.255,-26.4705
215.19,-33.8541666667,32.2916666667,-103.645833334,36.4583333333,-13.541666667,37.1458333333,-71.875,-148.958333333,13.5416666666,-7.8125,32.2916666667,-36.9791666667
215.57,-21.4288333333,42.14275,-81.9048333333,55.7141666665,-1.4285,48.87586,-55.2381666667,-111.904833333,9.9998333333,11.9048333333,32.8571666667,-21.9048333333
215.95,-40.6503333333,5.28458333335,-81.7075,26.8291666667,-24.7968333334,3.49598,-64.6341666667,-108.536666666,-21.5445,-16.6668333334,1.62616666667,-62.1953333333
216.32,-51.5871666667,-9.72233333335,-83.7301666667,26.1905,-44.0475,-5.61914666665,-63.889,-108.730166666,-38.889,-30.9523333334,-10.3175,-82.1426666667
216.70,-109.375,-56.25,-142.1875,6.25,-88.0208333333,-42.1458333333,-99.9999999998,-154.6875,-84.8958333331,-80.7291666667,-66.6666666667,-131.770833333
217.08,-207.5,-140.416666667,-246.666666667,-40.0000000001,-185.833333333,-145.266666666,-190.0,-270.0,-225.0,-164.166666667,-165.0,-278.333333333
217.46,-425.757666666,-374.24225,-475.7575,-106.0605,-440.909166667,-341.757593334,-406.060666667,-528.787833333,-451.515166667,-369.697,-419.697,-540.909166667
217.83,-309.259333333,-297.685,-277.777666667,-82.4074999998,-272.222333333,-249.666706667,-230.5555,-341.6665,-264.815,-244.444333333,-300.926,-323.148166667
218.21,-568.333333334,-595.833333333,-490.0,-140.0,-470.0,-460.2,-450.0,-563.333333333,-453.333333334,-465.0,-571.666666667,-553.333333334
218.59,492.857166667,476.785583334,394.0475,176.1905,397.619,424.52386,414.285833333,455.952166667,401.1905,421.428666667,463.095166667,441.6665
218.97,175.793666667,170.436416667,140.476,84.5236666667,156.746,153.936553333,153.174666667,164.285666666,145.634833334,162.301666667,175.396833334,162.301833333
219.34,170.652333333,157.427583333,131.521833334,103.623166667,163.768,151.768186667,145.652,159.058,147.463666666,160.8695,175.7245,160.145166667
219.72,123.134333333,120.025166666,100.746333333,81.8408333333,128.855666666,114.427813333,105.4725,120.398,112.6865,119.154333333,130.845666667,117.910666667
220.10,93.0231666666,91.3758333333,81.7831666667,65.31,101.5505,85.8915066667,84.3021666667,90.6975,87.5968333335,94.186,100.581166667,85.8528333333
220.47,82.1303333333,78.6083333334,72.8523333333,59.622,94.158,78.6870866667,74.2268333334,78.6943333334,74.0551666666,85.3951666669,85.739,75.4295
220.85,87.8571666667,79.8806666667,76.9046666667,61.9048333333,103.3335,87.4096533334,76.1905,85.2381666667,77.857,91.9046666668,85.2383333333,88.5714999999
221.23,104.242333333,87.5758333334,93.6361666666,63.3333333333,119.091,87.89098,83.0305,104.848666667,91.8185,101.818166667,86.9695,96.3635000001
221.61,97.1696666669,63.5219166667,91.5095000001,54.717,111.949666667,75.9871666669,64.7798333333,94.0249999998,83.019,93.3961666665,56.6036666666,89.3081666666
221.98,81.25,45.44275,83.0728333333,46.0936666666,95.8335,67.2499266665,67.4478333333,78.9063333334,73.4375,76.8226666665,41.1458333333,79.4273333333
222.36,77.363,37.0646666666,78.3581666666,44.03,84.3283333334,60.2785266667,60.6965,70.6466666667,73.8806666667,70.8955000001,35.5723333334,76.3683333333
222.74,78.307,41.2698333334,88.0953333333,51.0581666666,90.7406666667,68.1797466667,64.2856666667,79.1006666666,86.2434999999,75.3968333331,54.4975,84.6561666668
223.11,88.4615,54.9679166666,115.064166667,56.7306666666,103.846,74.5513266669,72.1153333333,94.2308333334,98.7178333334,91.6666666667,59.6155,102.564166667
223.49,75.0,38.1578333333,116.666666666,32.8948333333,84.649,55.7018533335,51.7545,89.9123333334,90.7893333332,85.0875,28.5088333334,102.193166666
223.87,182.222333333,30.5556666667,241.111166667,42.222,143.333333334,67.2000600001,80.0000000001,190.000166667,172.222166667,156.666833333,-7.77800000015,184.4445
224.24,-210.416666667,41.6666666667,-275.0,54.1666666665,-100.0,14.9166666665,-29.1666666667,-289.583333333,-158.333333333,-177.083333333,160.416666667,-166.666666667
224.62,-203.333333333,2.5,-271.666666667,11.6666666668,-93.3333333333,-6.4,-71.6666666667,-268.333333333,-135.0,-173.333333333,81.6666666667,-146.666666667
225.00,-273.809666667,27.38075,-354.761833334,38.0951666665,-92.8573333331,-21.4287466665,-123.809666667,-349.999833334,-190.476166667,-204.761833333,135.714166667,-100.0
225.38,-672.222333333,-36.1113333335,-855.555666666,-211.111166666,-199.999833333,-240.666733333,-283.333333333,-783.333333333,-433.3335,-550.000166665,150.0,-116.666666666
225.75,-227.272666667,-69.69725,-206.060833333,-98.4848333335,-60.6061666666,-119.09088,-159.090833334,-257.575666667,-130.303,-133.333333334,-40.909,-56.0605
226.13,-162.963,-49.5369166665,-130.555833334,-79.6295,-63.889,-73.5926066667,-99.0743333335,-175.925833334,-72.2221666667,-78.7036666665,-36.111,-61.1113333333
226.51,-92.5438333333,-15.3506666667,-77.6315,-46.0526666666,-49.1228333334,-39.3506866666,-47.807,-98.2453333335,-37.2806666667,-53.5086666667,-25.0001666666,-34.2106666666
226.88,-76.241,-9.75183333335,-68.4396666666,-34.0425,-40.78,-17.5746866666,-26.2411666667,-70.2128333334,-28.3688333334,-38.2978333333,-10.6383333333,-23.0495
227.26,-56.4516666666,-7.1235,-46.5055,-29.0321666667,-32.258,-18.9246,-18.2793333333,-48.6558333334,-15.3226666666,-23.9245,-11.828,-14.2471666666
227.64,-43.1818333333,-2.93558333335,-29.3561666667,-20.4546666666,-27.6515,-15.40146,-11.553,-35.2273333334,-9.09099999999,-14.0153333333,-11.5531666667,-7.765
228.01,-31.8041666666,-3.36383333335,-21.5595,-18.0428333333,-23.0886666666,-16.10408,-10.2446666667,-26.6055,-7.33933333335,-16.8195,-14.9846666666,-8.71549999998
228.39,-27.985,-1.74125,-19.2785,-19.0296666667,-24.1295,-15.40814,-11.6915,-23.5076666666,-9.32816666665,-15.9203333334,-17.4128333333,-11.6915
228.76,-16.766,2.72808333335,-9.82133333331,-16.0713333333,-15.2776666666,-8.36525333333,-5.35700000001,-17.5595,-4.26583333334,-10.9126666667,-10.9128333334,-3.76983333333
229.14,-14.3896666666,2.55025,-8.01466666665,-16.8488333333,-16.7578333333,-7.43533999998,-8.01466666668,-17.122,-3.18783333333,-10.1093333333,-13.5703333333,-4.64483333333
229.52,-14.0758333333,2.41816666666,-7.42666666669,-15.1986666667,-19.0848333333,-7.97232666669,-12.1761666667,-17.7891666667,-0.431666666665,-11.3126666666,-15.8033333333,-6.21766666667
229.89,-17.5788333333,0.497416666665,-11.4428333333,-19.1543333333,-21.476,-11.2237266667,-14.179,-16.9985,-4.64316666667,-17.33,-18.7396666667,-9.70166666665
230.27,-11.7423333333,2.57575,-7.27266666668,-13.7121666666,-15.3786666666,-8.22731999998,-9.31833333335,-10.3031666667,-4.015,-13.8635,-14.6211666666,-7.0455
230.65,-3.134,7.26466666667,3.06266666667,-5.91166666667,-6.05383333335,-1.90871333333,-1.63816666667,-0.498666666665,3.06266666667,-3.91716666667,-5.84033333333,1.13966666667
231.02,3.20516666667,10.2885,10.5126666667,0.192166666665,0.897333333335,1.87705333333,2.24366666666,4.74383333334,9.48733333332,3.3975,0.064166666665,8.3975
231.40,1.6065,8.13283333334,11.312,-1.20483333334,-2.34266666667,-1.60904666667,-1.74033333334,1.53966666667,6.89433333334,2.4765,-4.41766666667,7.4965
231.78,-0.821999999998,2.8775,5.381,-7.2495,-5.75483333332,-8.12575333332,-9.8655,-2.61566666667,0.44816666667,-3.28833333334,-10.3886666667,2.242
232.15,3.0375,6.30833333335,7.78816666665,-3.738,-1.71333333334,-5.33016666665,-7.321,0.934666666669,2.88183333333,0.93466666665,-5.84116666665,5.4515
232.53,2.91016666666,5.51141666665,7.23099999999,-2.38083333334,-2.38116666667,-6.39517333335,-6.79,0.35266666667,2.29283333334,0.7938333333,-6.34916666665,5.11483333333
232.90,6.75683333333,8.55875,10.7208333333,5.85583333335,2.70283333333,-2.28119999999,-1.62166666667,6.39633333333,4.68450000002,7.74783333332,-1.98183333334,7.47733333331
233.28,6.818,7.57583333335,9.75366666668,7.19683333332,4.73483333333,-2.4355333333,1.60983333333,7.10233333333,0.75766666665,7.85983333332,-5.58683333333,5.39766666667
233.66,12.5681666667,13.2059166666,17.5773333333,13.8435,12.9325,6.60466,11.1111666667,13.4791666666,1.82150000001,13.9345,0.3645,7.9235
234.03,17.7835,14.9485833333,23.1098333334,20.4466666666,17.4396666666,13.0307666667,17.0961666667,15.0343333334,5.49833333332,20.7046666667,6.18566666666,11.512
234.41,17.2588333333,18.3588333333,22.5888333334,20.7276666667,14.8053333333,15.0017933333,16.0746666667,13.7901666667,7.19099999999,21.4043333333,5.16083333333,16.4131666666
234.78,17.436,18.3761666667,22.5641666667,20.4275,11.7095,15.99668,15.0428333333,11.7095,6.0685,21.8803333333,3.41866666667,15.0426666667
235.16,16.927,18.4461666667,22.8298333334,21.3541666667,12.7603333333,16.5695533333,17.7083333333,12.6735,7.639,20.3991666667,3.81966666666,14.0623333334
235.54,19.677,21.32925,23.7151666666,23.2746666667,17.1805,23.5887066667,24.1556666666,18.1351666667,12.7016666666,22.981,11.4538333333,17.3275
235.91,21.12,22.2334166667,28.1375,24.629,17.004,25.9865933333,26.7205,21.4576666667,15.722,25.5735,13.8325,20.9853333333
236.29,16.7991666666,17.16275,25.0,19.2461666667,12.8968333333,22.701,23.545,16.799,12.1031666667,21.5608333333,10.5818333334,17.6586666666
236.66,13.4805,15.9926666666,21.9975,14.951,9.31366666667,19.3553933333,18.4435,14.0931666667,9.55883333333,19.4853333333,7.72066666667,14.5833333334
237.04,7.326,12.332,17.6435,9.21849999998,5.73883333334,14.05138,12.4543333333,9.34066666667,5.43366666666,13.9191666666,1.46516666666,8.30266666668
237.41,4.34266666667,12.2653333334,14.9061666667,7.277,3.05183333333,11.6384933334,8.80266666667,7.57033333334,4.87066666667,11.8543333333,2.58216666666,6.86633333332
237.79,1.17383333333,9.21366666665,10.9155,2.99316666667,-1.52583333333,6.62684,3.69733333335,4.10783333333,1.40833333333,8.86149999998,0.880166666665,3.22766666667
238.17,1.3,10.0174166666,9.27883333335,0.768333333335,-2.30516666667,6.13013333334,2.0095,4.43266666668,1.30016666667,7.565,0.70933333333,3.66416666667
238.54,0.963833333331,9.32533333333,8.67366666666,-0.340166666668,-1.7005,3.94086,1.134,3.57133333334,-0.056833333335,6.12233333333,-0.283333333335,1.24716666667
238.92,-1.82816666667,6.10216666667,4.13983333333,-3.70983333333,-4.9465,-0.615153333335,-2.74183333333,-0.322666666665,-4.78516666665,1.55916666666,-4.13983333333,-2.957
239.29,-1.75433333333,4.72716666667,3.50866666667,-4.43483333333,-6.43283333334,-1.37442666667,-5.45816666667,-2.33916666667,-6.0915,0.43866666667,-4.82466666666,-3.11916666667
239.67,-0.28166666667,4.60075,3.8495,-3.42733333333,-6.19733333334,-2.00181333333,-5.446,-2.1595,-6.24416666667,-0.234833333333,-5.49283333334,-0.985833333335
240.04,0.508666666666,5.93733333333,2.33233333333,-3.6895,-5.1315,-1.43522666667,-4.79216666667,-2.50216666666,-5.64066666667,-0.763333333334,-4.07116666667,-1.272
240.42,1.55566666667,6.98141666666,3.222,-2.037,-4.33333333334,-1.19105333333,-3.963,-0.926,-3.14833333333,0.888833333335,-2.48166666667,0.074
240.79,4.5485,8.85308333334,6.17266666667,1.03966666667,-0.942166666665,1.86616666666,-0.0648333333335,2.6965,-0.455,3.89866666667,0.714833333335,3.7035
241.17,5.4525,9.30291666667,6.82966666667,2.164,-0.309166666665,3.80101333333,2.38883333333,2.78266666667,0.64633333333,5.73366666667,2.64216666667,5.53683333333
241.54,5.89983333333,8.34591666667,6.66183333334,1.42566666667,-0.7375,4.46809333334,2.77783333333,2.286,1.0325,5.40816666667,2.7285,5.359
241.92,6.4765,8.54341666666,6.4545,1.94516666667,-0.198833333335,5.29078,3.559,2.94,1.94516666667,5.96816666667,2.78516666666,6.27783333333
242.29,7.54533333333,9.10183333333,7.15133333333,3.44766666667,0.945833333335,6.35222666667,5.1025,3.8415,3.54616666667,7.56483333334,3.74333333333,7.50566666667
242.67,8.10266666667,8.99766666666,7.36433333333,3.74683333333,1.2735,7.23791333334,5.777,4.5405,4.559,8.1395,4.614,8.37916666667
