wavelength,Back_PhrCarm,Belly_PhrCarm,Breast_PhrCarm,Crissum_PhrCarm,Crown_PhrCarm,DorTail_PhrCarm,Rump_PhrCarm,Throat_PhrCarm,WingTip_PhrCarm
225.75,-84.0276666667,-92.3608333331,-1.38883333335,-4.1668333333,38.1945,-225.694666667,-59.0276666668,-101.389166667,-59.0278333335
226.13,-42.3078333334,-83.3333333335,32.6923333333,48.7181666667,46.7948333333,-174.359166667,-35.8973333333,-47.436,-45.5128333333
226.51,-11.6163333333,-46.4648333334,37.3736666666,60.6061666666,54.5453333332,-90.404,-0.505,-19.6968333333,-10.6061666667
226.88,-23.6558333333,-70.9675,34.4085,76.3441666666,32.7956666666,-97.8496666666,8.0645,-41.9355,1.0753333333
227.26,-19.9275,-44.2026666667,29.71,65.5796666667,13.7681666666,-53.6235,14.855,-28.6233333334,-7.2465
227.64,-31.3216666667,-49.4253333333,18.3906666667,32.1838333334,-3.73566666665,-51.1495,-9.48283333331,-42.8161666666,-8.62066666665
228.01,-23.8098333333,-29.0476666667,13.095,30.9523333333,5.714,-23.8096666666,-7.14283333334,-15.9523333333,2.619
228.39,0.175333333335,0.70166666665,25.4386666667,37.3685,19.8246666666,7.01733333335,10.8773333333,3.8595,15.7893333333
228.76,1.9125,5.60100000001,18.716,31.5571666666,12.0221666667,9.153,7.51383333335,11.2021666667,19.1256666666
229.14,1.96866666666,3.41200000001,18.2415,31.7586666667,9.71116666668,12.0736666667,8.92383333334,16.6668333333,22.5721666666
229.52,1.07133333333,0.476,15.2381666667,24.0478333333,4.762,9.762,7.73816666667,13.4525,21.3096666667
229.89,-1.823,-1.302,11.4585,17.0575,1.30216666667,11.1981666666,5.599,9.37483333333,17.5781666667
230.27,-6.17283333335,-0.246833333335,4.56800000002,9.5061666667,-7.28399999999,5.43166666666,3.95066666667,-4.93816666666,14.8148333333
230.65,-15.0126666667,-10.6871666667,-4.32566666665,7.25183333335,-15.776,-5.21616666666,-2.54433333333,-15.2673333334,9.16050000002
231.02,-16.9173333333,-9.64916666668,-5.26316666667,5.8896666667,-14.411,-2.256,-6.26583333334,-11.4036666667,4.76183333335
231.40,-24.2666666666,-17.8666666666,-11.0666666667,-2.0,-21.2,-6.26666666667,-17.7333333334,-19.3333333334,-0.13333333333
231.78,-12.3738333333,-11.111,-10.4796666667,4.92416666665,-14.2675,-1.89383333333,-8.33333333334,-6.56566666665,2.6515
232.15,-15.3476666667,-22.0621666667,-19.5443333334,-1.43883333335,-24.8201666666,-6.23483333334,-17.266,-18.7048333333,-10.3116666667
232.53,-17.512,-31.6425,-26.5701666666,-4.22733333335,-30.6763333334,-7.36683333333,-22.5846666667,-23.551,-15.9418333333
232.90,-29.3333333334,-44.5333333333,-39.6,-15.0666666667,-43.2,-15.3333333333,-36.9333333334,-43.2,-31.6
233.28,-28.2153333333,-42.3883333334,-35.8268333333,-8.2676666667,-39.2388333334,-8.79266666666,-37.9265,-42.2571666667,-31.7585
233.66,-15.7405,-28.4723333334,-21.7593333333,5.0925,-24.5371666667,0.463166666665,-26.273,-25.8103333333,-20.6018333333
234.03,-16.889,-29.1111666666,-22.5555,5.7776666667,-24.1111666667,3.889,-27.6668333333,-28.5553333333,-19.7776666666
234.41,-11.111,-23.8681666666,-16.7695,12.6543333333,-14.7121666667,12.2425,-22.0165,-16.358,-15.7408333333
234.78,-10.3375,-19.8311666666,-17.2996666666,9.70483333331,-11.498,15.401,-21.9408333333,-13.7131666667,-12.6581666667
235.16,-2.65383333334,-18.5775,-12.6328333333,11.6773333333,-6.68783333333,12.6326666667,-16.5606666667,-17.6218333333,-8.06783333333
235.54,7.03283333331,-11.4645,-6.83983333335,16.185,1.73416666667,17.8228333333,-5.87683333334,-9.05616666668,-0.289
235.91,9.94500000001,-7.1825,-2.85466666667,18.232,3.40683333333,19.153,-2.8545,-5.89316666665,3.407
236.29,11.6135,-4.43266666667,4.25516666666,19.1491666667,8.33333333335,19.149,0.709166666665,-2.21633333333,9.13116666668
236.66,13.2685,3.8835,9.78966666665,22.1683333334,13.5113333333,20.3885,5.74433333333,1.37566666666,13.7541666667
237.04,14.532,7.30716666665,11.6583333333,22.3316666667,17.1595,22.7421666667,8.29233333333,6.07549999998,15.6815
237.41,13.2826666666,8.79866666665,8.88316666668,18.1051666666,15.7358333334,20.5583333333,6.34516666666,-0.084666666665,13.8748333333
237.79,9.36433333335,7.64616666668,4.55333333333,11.6838333333,14.2611666666,19.5878333333,3.1785,-3.1785,11.5118333333
238.17,11.3008333333,11.4633333333,8.21133333332,13.821,15.3661666666,21.7886666667,6.504,1.301,13.9023333333
238.54,7.29683333331,9.95016666665,3.6485,5.80416666667,11.9401666667,18.0761666667,2.81933333333,-2.23883333333,11.7743333334
238.92,5.85183333333,8.59266666669,4.3705,4.44433333333,10.7408333334,18.2963333333,3.111,-1.11116666666,10.1481666666
239.29,4.10133333333,12.5648333333,5.40366666666,5.85933333333,11.5883333333,22.7215,3.19,3.51566666667,11.3933333333
239.67,5.2845,17.5378333334,6.1555,7.66533333333,10.4528333333,24.1001666667,4.4135,5.1105,13.6468333333
240.04,1.58216666667,13.0275,0.843833333333,4.694,5.4325,22.3628333334,-0.000166666665,2.47883333333,9.12450000002
240.42,3.11933333333,14.9906666667,0.23283333333,6.56416666666,5.44716666667,19.9256666666,2.42066666667,5.21416666667,11.6385
240.79,2.6785,12.2448333333,-0.935333333335,5.44233333333,4.16666666667,16.4966666667,0.978,3.95416666667,9.48150000002
241.17,1.79683333333,9.51833333332,-0.993833333332,5.61916666667,1.87316666667,12.4236666667,1.14683333333,3.47866666667,9.824
241.54,2.53616666667,8.7615,-0.626,5.23733333334,2.27266666667,11.1331666667,1.67983333333,5.46766666667,10.5403333333
241.92,3.0655,7.94633333333,-0.476166666667,5.41666666666,1.3095,10.3866666667,1.42866666666,4.911,10.0298333333
242.29,3.25483333333,8.0245,-0.813666666667,5.331,1.15033333333,9.175,1.431,4.06833333333,9.87633333335
242.67,4.20683333334,7.69016666667,-0.267833333334,6.40383333333,0.884166666668,9.94066666666,2.11683333333,4.2875,10.3161666667
243.05,4.31433333334,6.88233333333,-0.128166666667,6.754,-0.308166666666,9.65566666667,1.361,3.00466666666,9.37349999999
243.42,3.08833333333,4.4665,-2.06733333334,4.696,-2.04183333333,5.8195,0.051,0.84233333333,8.52483333335
243.80,-0.849333333335,-0.451166666667,-5.83866666667,1.38016666667,-5.653,2.38866666667,-2.44183333333,-3.13166666667,5.91833333333
244.17,-0.855333333331,-0.285166666669,-5.33983333334,0.777666666665,-5.44316666667,1.78866666667,-1.89216666667,-3.78433333333,5.832
244.55,-1.395,-1.59816666667,-5.302,-0.786166666668,-4.66766666667,1.3445,-2.41,-4.13483333334,4.76916666666
244.92,-2.01083333333,-2.277,-5.184,-1.1385,-5.03883333333,0.993166666665,-2.54366666667,-4.65133333333,4.33633333334
245.30,-0.884166666665,-1.14933333333,-4.06716666666,-0.928333333335,-3.35983333333,2.94,-1.5915,-3.97883333333,4.642
245.67,-0.2005,-0.90133333333,-2.78466666667,0.32066666667,-2.24366666667,4.2665,-0.180166666665,-3.88633333334,4.60733333334
246.05,1.28483333333,0.162833333333,-0.651333333335,1.64683333334,-0.090666666665,5.62816666666,2.15333333333,-1.79183333333,5.99
246.42,2.94316666667,0.926666666666,0.731666666666,2.618,1.805,7.626,4.11366666667,-0.130166666665,7.317
246.79,3.58616666667,1.597,1.07433333333,2.78766666667,2.9615,7.99933333333,4.44266666666,0.987166666665,7.78183333333
247.17,4.82316666667,2.733,2.2375,3.57733333333,4.43466666667,8.52066666667,5.61366666666,2.251,8.88266666666
247.54,5.03933333333,2.94466666667,2.3355,4.26516666667,4.6585,9.54566666666,6.207,2.5895,8.96166666666
247.92,6.50416666667,4.4935,3.68216666667,5.55966666667,5.85016666667,10.2593333333,6.9525,4.17883333333,9.67766666667
248.29,7.038,5.194,3.96483333333,6.20633333333,6.61616666667,11.0388333333,7.32683333333,4.941,10.0988333333
248.67,6.81466666667,5.18716666667,3.5105,5.64883333334,5.92816666666,11.674,6.89966666667,4.08183333334,9.47533333334
249.04,7.66666666666,6.06166666667,3.34566666667,6.02466666667,6.617,12.8518333333,7.716,4.8395,10.5061666666
249.42,7.59816666666,6.0115,3.35416666666,6.33383333333,6.63066666667,12.8868333333,7.74,5.34066666667,10.8486666667
249.79,7.41033333334,5.62,3.20933333334,5.89516666667,6.584,12.08,7.94766666667,6.047,11.047
250.17,6.44116666667,4.89783333333,2.04816666666,4.64533333333,5.7585,10.6116666667,6.812,4.779,10.018
250.54,4.83,3.55883333333,0.683166666666,3.63833333333,4.49633333334,8.89733333334,5.0685,3.47966666667,8.6275
250.92,4.9815,4.28933333333,1.08083333333,3.9855,4.71133333334,8.39266666667,5.89316666666,3.22533333333,9.11849999998
251.29,4.75683333333,4.17116666667,0.0,3.40783333334,3.95816666667,8.218,6.23016666666,3.0705,8.82166666665
251.66,4.89133333333,4.982,-0.199333333334,2.536,3.8225,6.81133333333,5.88766666667,3.134,8.24299999998
252.04,4.978,4.72266666666,-0.109333333333,2.006,4.46733333334,6.19966666667,5.8715,2.77183333334,8.05983333333
252.41,4.6155,2.94866666667,-1.044,0.769333333335,3.4065,4.74333333334,5.20166666667,1.62983333334,7.32616666666
252.79,3.82883333333,1.93283333333,-1.83916666667,0.769666666668,2.29,3.00333333333,4.33566666667,1.61416666667,7.0195
253.16,3.15366666666,0.5735,-1.9495,-0.2295,1.682,1.73916666667,3.38333333333,1.07033333333,6.11616666667
253.54,2.963,1.24766666667,-2.16383333333,-0.896666666667,1.5595,1.20883333333,3.119,1.09183333333,5.497
253.91,2.74783333333,0.962666666665,-3.16883333333,-1.825,0.5415,1.5245,2.106,-0.280666666665,4.89383333333
254.28,3.96433333333,2.97316666667,-2.50816666666,-0.161999999999,1.11233333333,3.27666666667,2.77083333334,1.416,6.1085
254.66,4.50783333333,4.05283333334,-2.1505,-0.041166666667,1.94366666667,3.681,3.03966666667,2.2125,6.4725
255.03,3.73516666667,2.62116666667,-2.68683333333,-1.33216666667,1.20166666666,2.35883333333,1.85683333334,1.41983333333,4.8275
255.41,2.12316666666,1.75783333333,-3.33333333334,-2.717,0.091166666665,0.707833333335,-0.1825,0.091166666665,3.53883333333
255.78,2.13316666666,1.43,-2.57866666666,-2.7425,0.32833333333,1.33633333334,0.2345,0.515833333335,4.43016666667
256.15,0.9775,0.2095,-3.58483333334,-3.32866666667,-1.35016666667,0.651666666665,-0.907833333334,-0.000166666665,3.352
256.53,2.66333333334,2.97383333333,-0.887666666665,-1.15433333333,0.333,2.17483333334,1.043,2.26366666667,5.34833333333
256.90,4.64316666667,5.2515,1.74366666667,0.547333333332,2.55466666667,3.1225,2.9605,3.60916666667,7.1575
257.28,5.992,6.74783333334,3.22633333333,2.50733333333,4.24016666667,4.57233333334,3.9455,4.646,7.98316666667
257.65,7.11316666667,6.824,3.80533333333,3.757,5.65183333334,5.04183333334,4.833,4.817,8.189
258.02,7.56566666667,7.131,4.88983333333,5.134,6.83216666667,6.28883333333,5.9085,6.03083333333,8.57083333333
258.40,7.20416666667,5.99966666667,4.494,4.95733333333,6.3355,6.1965,5.88366666667,5.46683333333,7.87583333334
258.77,7.15866666667,5.16566666667,3.98633333334,4.3115,5.60316666667,5.91816666666,5.84716666667,5.0235,7.8505
259.15,6.73383333334,4.51333333333,3.55266666666,3.67066666666,5.06616666666,6.26283333334,5.7095,4.71283333334,7.80316666666
259.52,7.09583333333,4.66183333333,3.82016666667,4.15833333333,5.33,6.83166666666,6.04783333333,5.00833333333,8.358
259.89,7.04383333333,4.4035,3.75666666667,4.32616666667,5.30416666667,6.9515,6.04316666666,5.03466666667,8.29866666666
260.27,7.18433333334,4.4325,3.8745,4.50683333333,5.59266666667,7.26616666667,6.39583333334,5.17616666667,8.679
260.64,7.22316666666,4.347,3.72083333334,4.64533333333,5.94133333333,7.46316666666,6.4365,5.1405,8.73733333333
261.01,7.441,4.6815,3.8435,5.09333333333,6.2925,8.2285,7.04383333333,5.61333333333,8.99433333331
261.39,6.956,4.09183333333,3.1785,4.50083333334,5.67,7.73033333334,6.51766666667,5.32666666667,8.483
261.76,6.629,3.582,2.81283333333,3.94416666667,5.08266666667,7.647,6.13116666666,4.66816666666,8.50683333333
262.13,6.48,3.2,2.13883333333,3.48116666667,4.63066666667,7.05116666666,5.69216666666,4.277,8.35316666667
262.51,6.36133333333,2.77033333333,1.694,2.8855,4.48216666666,6.8905,5.60233333334,4.03216666667,8.57583333333
262.88,6.938,3.411,1.99616666667,3.79833333333,4.971,7.92616666666,5.9885,4.65116666666,9.06016666665
