wavelength,Back_ConSpaf,Belly_ConSpaf,Breast_ConSpaf,Crissum_ConSpaf,Crown_ConSpaf,DorTail_ConSpaf,Patch10_ConSpaf,Patch11_ConSpaf,Patch12_ConSpaf,Rump_ConSpaf,Throat_ConSpaf,WingTip_ConSpaf
329.14,5.2525,18.9233333333,15.1525416667,15.6605833333,4.67666666666,7.713,4.97983333333,9.92933333334,5.34766666667,5.5475,9.80008333335,6.74958333333
329.51,5.347,18.9825,15.2825,15.786,4.76816666667,7.85408333333,5.10633333333,10.1435,5.35716666667,5.60583333334,9.88050000001,6.94716666667
329.88,5.59316666666,19.1441666667,15.6810416667,16.0556666667,4.984,7.92516666667,5.429,10.36375,5.63216666667,5.83325,10.2203333333,7.189
330.24,5.67566666667,19.2649166667,16.030375,16.30825,5.09916666667,8.10675,5.62833333334,10.54,5.7745,5.88566666667,10.41875,7.236
330.61,5.95933333333,19.5244166667,16.3192083333,16.73425,5.42425,8.366,5.96775,10.8876666667,6.04116666667,6.16025,10.8118333333,7.47233333333
330.98,6.07516666666,19.6745833333,16.5147916666,16.7808333333,5.53116666667,8.41691666667,6.10366666667,10.98075,6.10991666667,6.26058333333,10.785,7.49983333333
331.34,6.00633333333,19.6738333333,16.5302916667,16.6485,5.43925,8.22641666667,6.09308333333,10.8823333333,6.07083333333,6.1455,10.6523333333,7.397
331.71,5.94725,19.6295,16.6059166667,16.535,5.33675,8.17758333333,6.025,10.899,6.09475,6.10466666666,10.5159166667,7.38566666667
332.08,6.04666666667,19.892,16.8629583334,16.70425,5.47858333333,8.35691666667,6.07433333333,11.0596666667,6.26958333333,6.26375,10.70475,7.49883333333
332.44,6.04866666667,20.0470833333,16.9477083333,16.7659166667,5.50166666666,8.31,6.05816666667,11.0579166667,6.393,6.35225,10.7835,7.55291666667
332.81,5.98433333333,20.0555,16.9992916667,16.7355,5.62683333334,8.21108333333,6.16783333333,11.0474166667,6.401,6.42575,10.7435,7.45983333334
333.18,5.68658333334,19.8773333333,16.7615833333,16.5558333333,5.40833333333,8.00058333333,6.03991666667,10.8241666667,6.10391666667,6.22791666667,10.5720833333,7.07
333.54,5.41708333334,19.7495833333,16.5249166667,16.36825,5.08708333333,7.64175,5.80441666667,10.4725833333,5.83966666667,5.87691666667,10.3076666667,6.68883333333
333.91,4.99966666667,19.5301666667,16.3168333334,16.1045833333,4.768,7.32308333334,5.4515,10.181,5.53591666667,5.52675,10.00475,6.26333333333
334.28,4.9725,19.69775,16.331625,16.1015833333,4.73891666667,7.22883333333,5.45233333333,10.1188333333,5.48866666666,5.5285,10.0499166667,6.36133333333
334.64,4.63808333333,19.6435,16.2634166667,15.8870833333,4.40616666667,6.98333333333,5.21058333334,9.85425,5.16741666666,5.19975,9.75516666666,6.10516666667
335.01,4.41483333333,19.6015,16.1294166667,15.7914166666,4.30791666667,6.82675,5.04791666666,9.72258333332,5.00733333333,5.07275,9.67441666665,5.96583333333
335.38,4.27291666667,19.548,15.95675,15.6038333333,4.18666666667,6.65725,4.86325,9.59833333333,4.84741666667,5.01266666667,9.57741666667,5.805
335.74,4.47308333334,19.9123333333,16.2064166667,15.8425,4.42233333333,6.80575,5.03,9.79291666667,5.01783333334,5.30058333333,9.82608333334,5.98166666667
336.11,4.65783333333,20.0595833333,16.3150833333,16.0686666666,4.57683333334,6.93933333333,5.25575,9.91858333333,5.13333333333,5.43308333333,9.96858333333,6.12233333333
336.47,4.69333333333,20.10175,16.3576666667,16.12375,4.51233333334,6.976,5.33525,9.97733333333,5.0535,5.37283333333,10.03875,6.10691666666
336.84,4.87808333334,20.3265,16.5260833333,16.31475,4.64133333333,7.15383333334,5.44666666667,10.1606666667,5.21141666667,5.36533333333,10.3045833333,6.2775
337.21,5.2165,20.7061666666,17.0236666667,16.6296666666,4.96058333333,7.38358333333,5.69975,10.5340833333,5.54641666667,5.63075,10.5946666667,6.68308333333
337.57,5.58391666666,21.0985,17.51375,17.1013333333,5.405,7.805,6.13091666667,11.0926666667,5.87166666667,6.12258333333,11.0290833333,7.14608333333
337.94,5.87725,21.4874166666,17.7182083333,17.4160833333,5.66166666667,8.06791666667,6.39466666667,11.456,6.07616666667,6.3865,11.2371666667,7.54875
338.31,6.03108333334,21.6723333334,17.7890416667,17.53025,5.823,8.20108333333,6.50666666667,11.6775,6.23591666667,6.53483333333,11.326,7.66791666667
338.67,6.43083333334,21.99775,18.1170416667,17.9171666667,6.211,8.4775,6.81416666666,11.9813333333,6.552,6.94525,11.7453333333,8.05308333333
339.04,6.75841666667,22.287,18.527375,18.2025,6.47691666667,8.69991666667,7.055,12.2939166667,6.84641666667,7.1755,12.0105,8.38725
339.40,6.74975,22.3585833333,18.6843333333,18.2663333333,6.49183333333,8.70975,7.13266666667,12.3556666667,6.86833333333,7.08891666667,11.96775,8.46141666667
339.77,6.66291666666,22.4805,18.629625,18.2889166667,6.37275,8.633,7.059,12.2413333333,6.69491666666,6.90291666667,11.87725,8.40908333333
340.14,6.69216666667,22.57975,18.738875,18.3685,6.41916666667,8.62083333333,7.11033333333,12.3275,6.7495,6.91733333333,11.93975,8.4195
340.50,6.63416666667,22.6439166667,18.8339166667,18.37375,6.45083333333,8.57175,7.089,12.3919166667,6.78241666667,6.96108333333,11.9780833333,8.47858333333
340.87,6.39683333333,22.5339166667,18.6927916667,18.30125,6.12033333333,8.346,6.86066666667,12.2390833334,6.51475,6.80391666667,11.7831666667,8.26416666667
341.23,6.27175,22.3438333333,18.5140416667,18.1368333334,5.94266666667,8.16241666667,6.67533333333,11.9784166667,6.27791666666,6.621,11.6166666667,7.99966666667
341.60,6.12716666667,22.24425,18.3302083334,17.9521666667,5.69766666667,7.90241666667,6.486,11.7216666667,6.16875,6.3905,11.46,7.79908333333
341.96,5.88525,22.046,18.1856666667,17.7025833333,5.495,7.65391666667,6.23266666667,11.3619166667,5.95225,6.13033333333,11.3055833333,7.48316666667
342.33,5.63408333333,21.8290833333,18.1019166666,17.53975,5.14725,7.37016666666,6.02641666667,11.0895833333,5.69725,5.87758333334,11.0880833333,7.15516666667
342.70,5.49741666667,21.7763333333,18.0285,17.4120833333,5.06525,7.32841666667,6.00358333333,11.0126666667,5.67466666667,5.81333333333,10.9625833333,6.98341666667
343.06,5.38041666667,21.72575,17.90675,17.3560833333,4.93983333333,7.23516666667,5.83733333333,10.89175,5.593,5.70641666667,10.8485,6.793
343.43,5.57741666667,21.9164166667,18.1417916667,17.65975,5.121,7.45908333334,5.96808333333,11.1005,5.772,5.9825,11.1265833333,6.98975
343.79,5.62841666667,21.86075,18.2404166667,17.6751666667,5.11783333333,7.497,5.99225,11.2073333333,5.8865,6.07416666667,11.2399166667,6.99075
344.16,5.4945,21.84275,18.249375,17.5086666667,5.01441666667,7.402,5.82691666667,11.08275,5.80316666667,6.021,11.16225,6.83525
344.52,5.533,21.9599166667,18.2523333333,17.55725,5.01908333333,7.38608333333,5.80858333334,11.00775,5.75733333333,5.98041666667,11.0908333333,6.77091666667
344.89,5.48308333333,21.8615833333,18.3134583333,17.5156666667,5.02325,7.32525,5.81208333333,10.9725,5.72283333333,5.9135,11.0520833333,6.69141666667
345.25,5.434,22.02325,18.38775,17.5905,5.07358333333,7.29666666667,5.84216666667,11.0789166667,5.80833333333,5.94275,11.1305833333,6.70608333334
345.62,5.57883333333,22.1419166667,18.628,17.7690833334,5.27308333333,7.46008333333,5.91983333333,11.2669166667,5.93083333333,6.09358333334,11.3005833333,6.859
345.99,5.59233333334,22.3060833333,18.7321666667,17.8456666667,5.30058333334,7.52933333333,5.98625,11.4225833333,5.94591666667,6.21066666666,11.3700833333,6.84658333333
346.35,5.81383333333,22.5709166667,18.92625,18.056,5.56008333333,7.67158333333,6.146,11.6238333333,6.12975,6.41483333333,11.5644166667,6.99258333333
346.72,5.70458333333,22.57275,18.833625,18.0450833334,5.41575,7.46041666667,5.8815,11.55325,5.98516666667,6.23833333334,11.4701666667,6.85408333333
347.08,5.64891666667,22.631,18.83475,18.0864166667,5.3485,7.436,5.8505,11.5446666666,5.94375,6.17008333334,11.4679166667,6.82166666667
347.45,5.47975,22.5614166667,18.672,17.8638333333,5.13758333333,7.21475,5.69608333334,11.3415833333,5.7155,5.95833333334,11.3013333333,6.608
347.81,5.36716666666,22.6583333334,18.6144583333,17.877,5.06966666667,7.13683333333,5.62333333333,11.2858333333,5.62616666667,5.89483333333,11.2660833333,6.56216666667
348.18,5.36633333333,22.83225,18.6925416667,18.0048333333,5.0435,7.21283333334,5.66125,11.3446666667,5.60991666667,5.88858333334,11.3211666666,6.63933333334
348.54,5.26641666667,22.916,18.8559166667,18.0886666667,5.00041666667,7.133,5.51883333333,11.4001666667,5.51883333333,5.845,11.4225,6.53916666667
348.91,5.31333333333,23.09675,18.9188333333,18.1719166667,5.04041666667,7.23075,5.51783333333,11.4396666667,5.5445,5.9385,11.5469166667,6.62633333334
349.27,5.1525,22.9571666667,18.7512916667,18.0160833333,4.90758333334,7.10366666667,5.33358333333,11.234,5.35175,5.79475,11.425,6.569
349.64,4.78783333333,22.8375833333,18.4917083333,17.72075,4.51316666666,6.75791666667,5.00383333333,10.8345833333,4.97058333333,5.44591666667,11.08,6.18791666667
350.00,4.854,22.9214166667,18.6532083333,17.8965,4.53258333334,6.71525,4.98466666667,10.84025,5.0445,5.46875,11.1478333334,6.2855
350.37,4.57641666667,22.7110833333,18.4650833333,17.6904166667,4.27683333334,6.55775,4.76275,10.6043333333,4.804,5.25125,10.9823333333,6.1245
350.73,4.574,22.7436666667,18.4605833334,17.6996666667,4.23291666666,6.621,4.79058333333,10.5020833334,4.75083333333,5.19341666667,10.969,6.16875
351.10,4.71708333333,22.92125,18.6186666667,17.8215,4.30166666667,6.70358333333,4.85933333333,10.6158333333,4.83241666667,5.32341666667,11.1368333333,6.26391666666
351.46,4.86791666667,23.0760833333,18.8480416667,18.0315833333,4.40325,6.84591666667,4.93133333333,10.7963333333,5.0055,5.44741666667,11.2275,6.39183333333
351.83,4.98325,23.0935833334,19.026125,18.0676666666,4.52416666666,6.87908333334,5.00858333334,10.8655833333,5.09133333333,5.47425,11.246,6.44425
352.19,4.93525,22.99175,18.971,17.994,4.44141666667,6.71125,4.9485,10.7755833333,4.99641666667,5.32275,11.1565,6.25991666667
352.55,4.95775,22.9939166667,19.0019166667,18.0045833333,4.39433333333,6.7985,5.09041666667,10.7690833333,5.01033333333,5.32666666667,11.1878333333,6.26158333333
352.92,4.96716666667,23.1073333333,19.0396666666,18.0425,4.39183333333,6.72958333333,5.11816666667,10.8208333333,5.04791666667,5.3315,11.1514166667,6.209
353.28,4.89616666667,23.0825833333,19.110125,18.07425,4.28066666666,6.69916666667,5.13591666667,10.7736666667,4.96966666666,5.24008333333,11.1188333333,6.06291666667
353.65,4.93808333333,23.1023333333,19.1109166667,18.2163333334,4.34258333333,6.7825,5.24691666667,10.9154166667,5.06775,5.31158333333,11.1784166666,6.09683333333
354.01,4.94725,23.2355833333,19.16075,18.256,4.38408333333,6.89025,5.26966666667,10.9244166666,5.07966666667,5.32475,11.2256666667,6.08116666667
354.38,5.05558333333,23.4348333333,19.3856666666,18.4150833333,4.538,6.97833333333,5.41208333333,11.0873333333,5.21425,5.492,11.3996666667,6.18533333333
354.74,5.14475,23.5644166667,19.5669166667,18.5845833333,4.70266666667,7.05783333333,5.51983333333,11.2855,5.39208333334,5.6355,11.4975833333,6.26975
355.11,5.08933333334,23.5530833333,19.5517916667,18.6103333333,4.65308333333,6.94775,5.50425,11.2498333333,5.31983333333,5.61658333333,11.4423333333,6.18416666666
355.47,4.91033333333,23.5684166667,19.4458333333,18.5179166667,4.56958333333,6.84733333334,5.40741666667,11.193,5.20583333333,5.46441666667,11.3830833333,6.03808333333
355.83,4.81066666666,23.57425,19.4309583333,18.5929166667,4.46941666666,6.78825,5.34208333334,11.155,5.15191666666,5.40225,11.443,5.94375
356.20,4.87683333333,23.7455833333,19.57325,18.7826666667,4.55283333334,6.948,5.31108333333,11.27275,5.20391666667,5.56375,11.56875,6.06416666666
356.56,5.0065,23.971,19.7394166667,18.9281666667,4.70425,6.98225,5.39858333333,11.4471666667,5.32041666667,5.67091666667,11.7295,6.24866666667
356.93,4.94366666667,23.9631666667,19.7217916667,18.9123333333,4.65125,6.91291666667,5.26366666666,11.3999166667,5.2225,5.61675,11.6891666667,6.2
357.29,4.90891666667,24.1003333333,19.69425,18.9310833333,4.57258333333,6.86141666667,5.15966666667,11.4279166667,5.12741666667,5.63525,11.704,6.15266666667
357.66,4.89125,24.1393333333,19.8111666666,18.90725,4.61641666667,6.83283333333,5.15283333333,11.4536666667,5.10116666667,5.66391666667,11.7534166667,6.21091666666
358.02,4.91008333333,24.1055833333,19.8955,18.8930833333,4.59933333333,6.82033333333,5.18366666667,11.5434166667,5.116,5.67966666667,11.7575833334,6.25883333333
358.38,4.98525,24.2444166667,19.9705416667,18.9076666667,4.62125,6.89008333333,5.179,11.63325,5.16241666666,5.73058333333,11.84025,6.33008333333
358.75,4.94783333333,24.2484166667,19.9821666667,18.82975,4.52933333333,6.79891666667,5.10375,11.6151666667,5.04741666666,5.67625,11.8336666667,6.20033333334
359.11,4.97991666667,24.3880833333,20.0955,18.91675,4.58291666666,6.89108333333,5.15533333333,11.6946666667,5.039,5.69116666667,11.9145,6.26758333333
359.48,5.03433333333,24.4590833333,20.190375,18.97475,4.55025,6.84783333333,5.14091666667,11.6685,4.99616666667,5.7365,11.9600833333,6.24675
359.84,5.11908333333,24.5741666667,20.27475,19.045,4.603,6.93541666667,5.18541666667,11.7229166667,5.06775,5.792,11.9846666667,6.34091666667
360.20,5.11541666667,24.6103333333,20.3040416667,19.04625,4.54625,6.86325,5.17425,11.716,5.07391666667,5.73333333333,12.0169166667,6.32525
360.57,5.06175,24.50525,20.2635416667,19.0593333334,4.486,6.8575,5.09708333333,11.6399166667,5.0785,5.70641666667,11.9861666667,6.23058333333
360.93,4.98633333333,24.4354166666,20.2596666666,19.0320833333,4.41208333333,6.80325,5.05591666667,11.53175,5.04566666667,5.62475,11.976,6.175
361.29,5.143,24.5325,20.46,19.1765,4.55225,6.933,5.1605,11.64875,5.23775,5.71283333333,12.0766666667,6.3405
361.66,5.20933333333,24.6695833333,20.5254583333,19.2863333334,4.585,6.99908333334,5.18458333333,11.7048333333,5.31108333334,5.73508333333,12.1438333333,6.33158333333
362.02,5.21266666667,24.7595,20.5405833333,19.3711666667,4.57475,6.99358333333,5.18891666666,11.6839166666,5.3275,5.69225,12.1815,6.28558333333
362.39,5.11475,24.66875,20.5093333333,19.4166666667,4.45316666667,6.81991666666,5.0985,11.5641666667,5.22775,5.58158333333,12.1055,6.15575
362.75,5.10075,24.73175,20.5429583333,19.4296666667,4.42183333333,6.79216666667,5.09108333333,11.53575,5.22908333333,5.58658333333,12.1490833333,6.23358333333
363.11,5.14466666667,24.7451666667,20.5818333334,19.4640833333,4.414,6.79483333333,5.1035,11.5344166667,5.27933333333,5.57866666667,12.1670833333,6.22291666667
363.48,5.21191666667,24.8009166667,20.6670833333,19.6124166666,4.55075,6.92341666667,5.23516666667,11.6063333333,5.40833333333,5.66491666667,12.2675,6.37608333333
363.84,5.22858333334,24.8814166667,20.7985,19.6986666667,4.59041666666,6.94683333333,5.26316666667,11.6245833333,5.39541666667,5.69866666666,12.3016666666,6.37833333333
364.20,5.19241666667,24.8326666667,20.7961666667,19.6574166667,4.57091666667,6.91891666666,5.26741666667,11.5536666667,5.35608333334,5.6855,12.2190833333,6.34225
364.57,5.18866666667,24.88875,20.8049583333,19.6735833333,4.54866666666,6.90216666666,5.25441666666,11.5271666667,5.29216666667,5.65341666667,12.1968333333,6.30583333333
364.93,5.30966666667,25.0766666667,20.9687916667,19.84,4.6585,7.01125,5.40683333333,11.6991666667,5.35058333333,5.76575,12.3191666667,6.37883333333
365.29,5.35533333333,25.1911666667,21.0395416667,19.9333333333,4.73541666667,7.05675,5.50591666667,11.80675,5.37783333333,5.82525,12.4155833333,6.40358333333
365.66,5.32691666667,25.26625,21.1008333333,19.96775,4.74141666666,7.02916666667,5.54041666667,11.7888333333,5.37408333333,5.80766666666,12.4413333334,6.42108333333
366.02,5.2945,25.21925,21.0947083333,19.9285,4.69408333333,6.99983333333,5.46083333333,11.72675,5.2725,5.76425,12.40675,6.3895
366.38,5.41066666667,25.3829166667,21.2052083334,20.0566666667,4.86658333333,7.17641666667,5.58825,11.8314166667,5.38233333333,5.84475,12.4961666666,6.52716666666
366.75,5.40475,25.44575,21.2813333334,20.1545,4.90441666667,7.26375,5.63833333333,11.8433333333,5.42225,5.84125,12.5013333334,6.47541666667
367.11,5.2315,25.30075,21.1668333333,20.0155833333,4.76508333334,7.07316666666,5.46441666667,11.72225,5.28991666667,5.75533333333,12.3444166666,6.36625
367.47,5.2165,25.39425,21.26,20.029,4.70675,7.05325,5.39866666667,11.7619166667,5.2455,5.72366666667,12.3510833334,6.3155
367.84,5.26908333333,25.5085,21.29825,20.119,4.72883333334,7.09841666667,5.42341666667,11.8768333333,5.32066666667,5.76641666667,12.51975,6.38491666667
368.20,5.29175,25.7164166667,21.3790416667,20.2639166667,4.77116666666,7.1085,5.42891666667,11.9749166667,5.3835,5.81458333333,12.6299166667,6.44016666667
368.56,5.26808333333,25.822,21.4572916667,20.2710833333,4.76966666666,7.03708333333,5.43416666667,11.9775,5.35325,5.78516666666,12.6095833333,6.43908333333
368.93,5.37608333333,25.9759166667,21.6303333333,20.3870833333,4.89433333333,7.13108333333,5.52966666667,12.0548333333,5.52858333333,5.8805,12.72525,6.58975
369.29,5.28091666667,26.04275,21.6545833333,20.41575,4.87383333333,7.05291666667,5.48508333333,12.0098333334,5.50191666667,5.83625,12.6963333333,6.56466666666
369.65,5.29066666667,26.091,21.634,20.449,4.83391666667,7.07225,5.4315,11.9719166666,5.46633333334,5.81966666666,12.7020833334,6.59583333334
370.01,5.34875,26.2255,21.710625,20.523,4.93325,7.16575,5.538,12.09075,5.58016666667,5.94341666666,12.816,6.70016666666
370.38,5.33883333333,26.3045,21.7607916667,20.51725,4.92916666667,7.17425,5.51008333334,12.14425,5.5335,5.93941666667,12.8853333333,6.71841666667
370.74,5.30233333334,26.3110833333,21.7731666667,20.47125,4.90175,7.084,5.46308333333,12.1423333333,5.45383333333,5.90775,12.86475,6.68991666666
371.10,5.40841666667,26.54425,21.9155833333,20.6508333333,5.044,7.21216666667,5.59391666666,12.2866666667,5.57316666667,5.97966666667,13.0215833333,6.76258333333
371.46,5.39691666666,26.5181666667,21.896625,20.68925,5.00975,7.12283333333,5.60641666667,12.26875,5.57416666666,5.97908333333,13.0256666667,6.76925
371.83,5.26566666667,26.4758333333,21.8445833333,20.6105,4.87191666667,6.96308333333,5.4695,12.1465833333,5.45883333333,5.85808333334,12.8955,6.63758333333
372.19,5.16691666667,26.3690833333,21.7386666666,20.4815833333,4.80016666667,6.88141666667,5.38741666667,12.0931666666,5.334,5.73575,12.7770833333,6.56633333333
372.55,5.19625,26.37975,21.73075,20.5079166667,4.77333333333,6.90666666667,5.37308333333,12.1470833333,5.35716666667,5.7605,12.8405,6.62025
372.92,5.18483333333,26.437,21.7378333334,20.54525,4.74533333334,6.92658333333,5.36225,12.1703333333,5.327,5.71925,12.858,6.58991666667
373.28,5.29525,26.50225,21.832125,20.6096666666,4.83983333333,7.00575,5.44,12.2266666667,5.42408333333,5.81408333333,12.9725833333,6.62275
373.64,5.48758333333,26.58275,22.0074583333,20.73325,4.99725,7.11341666667,5.60458333333,12.4525,5.58675,6.01208333333,13.14675,6.72675
374.00,5.45233333333,26.56775,22.000875,20.7653333334,4.992,7.007,5.59566666667,12.399,5.5765,5.94741666667,13.11725,6.67966666667
374.37,5.4645,26.52775,22.023875,20.81125,4.94966666667,6.94458333333,5.60375,12.39875,5.609,5.94975,13.0969166667,6.64808333334
374.73,5.578,26.6165,22.1419166667,20.9421666667,5.06791666666,7.03525,5.69066666667,12.4944166667,5.74391666667,6.05716666667,13.2128333333,6.75558333333
375.09,5.52375,26.5653333333,22.0677916667,20.8431666667,4.97733333333,6.94875,5.63533333333,12.4023333333,5.665,5.98958333334,13.1119166667,6.69675
375.45,5.52941666667,26.6579166667,22.0689166667,20.8071666667,5.00858333334,6.99166666667,5.63358333334,12.4320833334,5.64783333333,5.96141666666,13.1535833333,6.65716666667
375.81,5.65708333333,26.72125,22.1368333334,20.8210833333,5.133,7.12066666667,5.75633333334,12.5373333333,5.74408333333,6.08466666667,13.2386666667,6.70633333333
376.18,5.85883333333,26.9854166666,22.4470833333,21.0746666666,5.35391666667,7.34333333333,6.01775,12.7613333334,5.98008333334,6.29125,13.49675,6.8615
376.54,5.81091666667,26.9981666667,22.5064583333,21.0496666667,5.37733333333,7.356,6.012,12.7530833333,5.97033333334,6.27558333333,13.458,6.8115
376.90,5.694,26.9280833333,22.4170833333,20.9666666667,5.25825,7.20033333333,5.88158333333,12.6394166667,5.85783333333,6.15941666667,13.27375,6.67841666667
377.26,5.63175,26.90375,22.475125,20.9223333333,5.1635,7.16016666667,5.83766666667,12.5919166667,5.79133333333,6.103,13.1975,6.656
377.63,5.63383333333,26.9218333333,22.55675,20.9721666667,5.20866666667,7.19,5.83383333333,12.6058333333,5.81266666667,6.11558333333,13.2085,6.66916666667
377.99,5.71083333333,27.0390833333,22.6904583333,21.0699166667,5.27458333334,7.223,5.87983333334,12.7158333333,5.8255,6.21025,13.2613333333,6.7245
378.35,5.76916666667,27.15675,22.7373333333,21.1280833333,5.36541666667,7.32241666667,5.94975,12.7938333333,5.92841666667,6.30266666667,13.3479166667,6.76825
378.71,5.75591666667,27.1325,22.7555416667,21.1453333333,5.3545,7.34058333333,5.92641666667,12.79725,5.89575,6.29741666667,13.3256666667,6.73325
379.07,5.73233333333,27.19275,22.8640833333,21.2225,5.36716666667,7.33725,5.91258333333,12.84025,5.8915,6.2815,13.3915833333,6.74066666666
379.44,5.69441666667,27.1491666667,22.882375,21.23175,5.36041666667,7.31716666666,5.88841666667,12.82475,5.88541666667,6.30666666667,13.3678333333,6.73091666667
379.80,5.63391666667,27.14825,22.8926666667,21.2918333333,5.34191666666,7.27091666667,5.85908333333,12.7854166667,5.85233333333,6.26883333333,13.317,6.76108333333
380.16,5.6095,27.13975,22.864375,21.2439166667,5.2605,7.23175,5.7835,12.7289166667,5.80841666666,6.24483333334,13.2915,6.74741666667
380.52,5.61941666667,27.163,22.9122916666,21.326,5.2475,7.20158333333,5.76925,12.7265,5.84066666667,6.26416666666,13.3435833333,6.73366666667
380.88,5.59875,27.1378333333,22.91675,21.3470833333,5.229,7.16975,5.74416666667,12.7105833333,5.795,6.26958333333,13.3829166667,6.69866666666
381.24,5.6435,27.2044166666,22.9156666666,21.3693333333,5.27241666667,7.16775,5.75341666667,12.7480833333,5.84033333333,6.26941666667,13.4830833333,6.71525
381.61,5.47091666667,27.1693333333,22.8375416667,21.2735,5.09358333333,7.00908333333,5.64575,12.58825,5.67275,6.12,13.3669166667,6.62566666667
381.97,5.482,27.175,22.8147083333,21.2545,5.09125,7.08183333334,5.63466666667,12.5798333333,5.71491666667,6.13091666667,13.4111666667,6.67
382.33,5.45033333333,27.2044166667,22.8560833333,21.2270833333,5.01791666667,7.04858333333,5.61016666667,12.5941666667,5.64083333333,6.06975,13.4165,6.64691666667
382.69,5.40233333334,27.21975,22.8195833333,21.17825,4.94491666667,6.99741666666,5.56141666667,12.535,5.61408333333,5.9715,13.3819166667,6.61133333334
383.05,5.4725,27.2536666666,22.865,21.237,5.03016666667,7.05983333333,5.62308333333,12.5896666667,5.67033333333,6.06283333333,13.4581666667,6.63183333333
383.41,5.52975,27.3835,22.9898333333,21.2955,5.03558333333,7.119,5.68858333333,12.6546666667,5.73175,6.08941666667,13.52075,6.67216666667
383.77,5.47958333334,27.3838333333,22.9678333333,21.2331666666,4.996,7.05541666666,5.65341666667,12.63,5.7265,6.04225,13.5229166666,6.59966666666
384.14,5.45283333333,27.3219166667,22.9396666666,21.2185,4.97816666667,6.99441666666,5.61433333333,12.599,5.72158333333,6.05091666667,13.4605833333,6.58058333334
384.50,5.49675,27.3921666666,22.9860416667,21.2285,5.00025,7.02741666667,5.66175,12.6265833333,5.73808333334,6.06825,13.4896666666,6.62133333333
384.86,5.66891666666,27.5883333333,23.180625,21.376,5.17208333334,7.21216666667,5.85933333333,12.80675,5.952,6.26425,13.6824166667,6.78958333333
385.22,5.61891666667,27.5694166667,23.1504583333,21.3689166667,5.13041666667,7.16558333333,5.81266666666,12.7969166667,5.90491666667,6.23466666666,13.6139166667,6.75366666667
385.58,5.60891666667,27.588,23.1660416667,21.3635833334,5.10858333333,7.13625,5.76741666667,12.804,5.91366666667,6.18083333333,13.5918333333,6.67325
385.94,5.56325,27.61675,23.193,21.3233333333,5.06633333333,7.08433333333,5.73383333333,12.7733333333,5.86725,6.12316666667,13.5300833333,6.60083333333
386.30,5.54941666667,27.6215,23.2170416667,21.3459166666,5.08325,7.05391666667,5.699,12.6901666667,5.83741666667,6.10908333333,13.49125,6.59908333333
386.66,5.56658333334,27.7283333333,23.2688333334,21.37875,5.09866666667,7.05725,5.73375,12.718,5.8465,6.15183333333,13.5448333333,6.62616666667
387.03,5.56925,27.8065,23.3359166667,21.40275,5.08333333334,7.07741666667,5.763,12.7336666667,5.87408333333,6.12758333333,13.5705,6.66008333333
387.39,5.57775,27.7965,23.3293333333,21.4048333333,5.09333333333,7.06266666666,5.73633333333,12.74425,5.862,6.11216666667,13.559,6.63933333333
387.75,5.64625,27.89025,23.4745416667,21.532,5.15325,7.15908333333,5.81558333333,12.81725,5.88841666666,6.17758333334,13.6281666667,6.706
388.11,5.61808333333,27.9095833333,23.4808333333,21.5240833333,5.15266666667,7.13208333334,5.80575,12.7773333334,5.85383333334,6.1145,13.6495,6.675
388.47,5.57991666667,27.937,23.427125,21.5273333333,5.14966666667,7.11666666667,5.798,12.7746666666,5.84541666667,6.11966666667,13.6703333333,6.68683333334
388.83,5.49275,27.8853333333,23.3680416667,21.4425,5.05775,7.04033333333,5.69075,12.702,5.74,5.98858333333,13.592,6.63741666667
389.19,5.50283333333,27.9588333333,23.4079166667,21.5069166667,5.04441666667,7.07966666667,5.67266666667,12.721,5.74133333333,6.01125,13.6274166666,6.63808333333
389.55,5.61141666666,28.0526666666,23.461125,21.5931666667,5.15416666667,7.23158333334,5.75933333333,12.8071666667,5.81058333333,6.14375,13.7470833333,6.78525
389.91,5.61275,28.0623333334,23.5045833333,21.64925,5.18541666666,7.30533333333,5.77066666667,12.8630833333,5.82175,6.15441666667,13.8189166667,6.80816666667
390.27,5.57875,28.0821666667,23.4971666667,21.6703333333,5.19308333333,7.33566666667,5.76708333333,12.9159166667,5.83458333333,6.14416666667,13.83675,6.83225
390.63,5.62816666666,28.08175,23.5240416667,21.7534166667,5.2785,7.40825,5.82975,13.0118333333,5.8925,6.20458333334,13.907,6.91408333334
391.00,5.63225,28.054,23.5084583333,21.7639166667,5.27716666666,7.41091666667,5.80225,13.024,5.87325,6.22675,13.9000833334,6.94808333333
391.36,5.593,28.0273333334,23.4401666667,21.7435,5.25191666667,7.37141666667,5.75041666667,12.9873333333,5.80808333333,6.19933333333,13.8619166667,6.94208333333
391.72,5.51466666667,27.9000833333,23.315125,21.62425,5.17291666667,7.28391666667,5.66091666667,12.9165,5.71891666666,6.10175,13.8023333333,6.87041666667
392.08,5.55991666667,27.9391666667,23.3494583334,21.6855833333,5.19858333333,7.32758333334,5.71058333334,13.0010833333,5.74783333334,6.15683333333,13.8519166667,6.91333333333
392.44,5.5735,27.95625,23.4168333333,21.7005833334,5.25058333333,7.35966666667,5.75316666667,13.05575,5.78616666667,6.186,13.8293333333,6.92225
