wavelength,Back_HemReym,Belly_HemReym,Breast_HemReym,Crissum_HemReym,Crown_HemReym,DorTail_HemReym,Rump_HemReym,Throat_HemReym,WingTip_HemReym
338.67,3.05666666667,8.50266666667,3.14433333333,6.38566666667,4.51466666667,4.00533333333,1.75666666667,4.96266666667,6.087
339.04,3.17,8.183,3.15266666667,6.68933333333,4.48,4.13933333333,1.88633333333,5.04733333333,6.052
339.40,3.25,8.346,3.15466666667,6.578,4.472,4.12533333333,1.664,5.16533333333,6.006
339.77,3.039,8.316,3.21966666667,6.67166666667,4.58833333333,3.917,1.82533333333,5.26866666667,5.914
340.14,2.58133333333,7.77,2.73666666667,6.354,4.24766666667,3.64333333333,1.37266666667,4.56733333333,5.75
340.50,2.791,7.89733333333,3.055,6.672,4.468,4.19566666667,1.94,4.92733333333,5.872
340.87,2.90133333333,7.93666666667,3.087,6.66333333333,4.597,4.15,2.1,4.867,5.845
341.23,2.68333333333,7.99166666667,2.80166666667,6.599,4.41333333333,3.88166666667,1.87333333333,4.47233333333,5.468
341.60,2.68533333333,8.04866666667,2.777,6.51866666667,4.099,3.783,1.87933333333,4.34,5.263
341.96,2.759,8.20366666667,2.62766666667,6.42433333333,3.805,3.51666666667,1.75433333333,4.67833333333,5.065
342.33,2.66866666667,8.451,2.52233333333,6.41533333333,3.747,3.455,1.76,4.44466666667,4.964
