wavelength,Back_ConRuff,Belly_ConRuff,Breast_ConRuff,Crissum_ConRuff,Crown_ConRuff,DorTail_ConRuff,Rump_ConRuff,Throat_ConRuff,WingTip_ConRuff
186.39,383.333333333,379.861111111,337.847222222,577.083333333,447.916666667,300.0,543.229166667,177.777777778,471.527777778
186.77,206.130222222,242.911777778,211.111277778,331.800888889,265.900333333,195.019222222,300.7185,124.521111111,262.643833333
187.15,169.907444444,227.315111111,201.157333333,329.629555556,262.036888889,152.777777778,284.664347222,117.592555556,281.018555556
187.53,142.222222222,189.777777778,184.666666667,280.0,244.0,117.777777778,256.222222222,84.8888888888,242.0
187.91,105.396888889,131.111,146.825555556,215.555444444,172.063555556,90.4762222221,194.285625,74.9205555556,173.016
188.29,132.804333333,198.941888889,191.270055556,325.396777778,262.433777778,92.5925555557,287.698375,109.523777778,246.296388889
188.67,8.8849424467e+14,1.91203961452e+15,1.70590894976e+15,3.69613605782e+15,2.63705091818e+15,1.99022710806e+14,2.93469649014e+15,5.11772684929e+14,1.99733506201e+15
189.05,-149.999999999,-1038.88888889,-444.444444444,-2411.11111111,-1605.55555556,438.888888889,-1771.52777778,172.222222223,-1033.33333333
189.43,53.8719999999,14.8146666667,48.8215,-69.6971111111,-15.4882222223,104.377222222,-19.7390694445,85.8585555556,15.1514444444
189.81,64.2643333333,45.9458888889,70.5705555557,-37.2374444444,0.600777777767,116.216333333,-2.70256944446,99.0992222221,26.877
190.19,81.4815555556,66.9516666667,88.0340555557,-4.27333333343,16.2393333332,126.780555556,22.5425972222,111.680888889,45.2992777778
190.57,59.568,58.1787777778,73.9197222222,21.1418888889,27.0062222222,90.7407777778,37.8471388889,76.0804444444,39.429
190.95,56.3994444444,59.4937777778,65.7522777778,19.9718888889,25.1756666667,84.106888889,31.1005555556,75.2461111111,36.1462222222
191.33,53.4721111111,46.7013333333,57.8121666667,9.0277777778,13.3681111111,78.9927777779,18.6196666666,82.4652222222,44.3573888889
191.71,57.9059999999,38.889,68.1622222222,11.9658888889,23.2906666666,91.4529999999,18.8033333333,91.8802222222,64.7436111111
192.09,62.2223333333,36.2964444444,66.9443888889,37.963,35.3702222222,91.4814444444,33.5185833333,85.5554444443,73.5185
192.47,55.5555555556,35.6631111111,55.5557777778,34.767,42.1145555556,86.9176666668,31.3843333333,79.0321111111,71.8637777778
192.85,79.6295555554,37.3456666667,65.5862777777,53.0864444444,53.0862222222,124.074111111,30.7098472222,100.617222222,109.104722222
193.23,76.7973333333,30.3922222222,47.876,51.3072222223,36.6013333332,110.784333333,23.3661944445,97.059,113.725444444
193.61,82.2222222222,-14.4444444443,4.16666666667,34.4444444447,-28.3333333333,116.111111111,7.29166666667,107.777777778,123.611111111
193.99,79.0124444443,-59.8767777777,-53.3953333333,28.3951111113,-56.1727777777,74.6914444443,11.8055833334,106.790111111,149.691444444
194.37,76.984111111,7.1428888889,-13.6904444444,47.6192222223,-2.38077777777,71.4284444442,41.2202916667,106.349,140.674555556
194.75,435.555555556,68.888888889,-241.111111111,286.666666667,-22.2222222223,324.444444443,104.444444444,582.222222222,827.777777779
195.13,201.709444445,94.8716666667,-120.512888889,169.230777778,36.7521111112,179.487222222,94.0170972222,264.957222222,328.205166667
195.51,122.580555556,87.8136666667,-2.68827777777,132.258,48.7455555556,114.695333333,79.659513889,147.670222222,155.913833333
195.89,102.777777778,91.2035555556,13.7732222222,101.157444444,38.1943333333,88.1944444443,63.3679722222,125.925888889,107.291666667
196.27,140.370333333,149.259111111,8.8888888889,141.111,25.5554444444,114.814888889,81.2500555556,209.999888889,138.518444444
196.65,167.592666667,209.259111111,24.7682222223,200.926111111,20.8334444445,141.203666667,98.2061111112,270.833333333,151.620444444
197.03,118.929888889,169.135888889,-5.76133333333,156.378444444,-17.2840000001,94.2386666668,68.9299444444,209.053333333,102.0575
197.40,163.491888889,244.444444444,-109.524,226.190666667,-94.4443333333,131.746,62.7975694446,298.412888889,86.5082222223
197.78,187.179222222,280.341777778,-38.888888889,294.017111111,-48.717888889,182.906,43.1623611111,332.478666667,135.897333333
198.16,-2.06130664765e+14,-1.56374987061e+15,9.59573784242e+14,-1.52110214687e+15,1.42159079147e+15,-7.39227211563e+14,5.71301799321e+14,-1.76277258142e+15,-6.75255625957e+13
198.54,-151.851777778,-766.666666667,416.666555556,-955.555555554,588.889,-396.296222221,184.259375,-1014.81477778,-255.555444444
198.92,44.4444444443,-138.384,186.363555556,-188.888777778,263.636333333,17.1715555553,127.146333333,-165.656555555,19.697
199.30,28.7355555557,-42.9117777778,51.3411666667,-70.8813333334,108.429222222,18.0076666667,46.2644444443,-59.7701111111,-2.87344444447
199.68,32.6087777779,-21.0146666667,55.4347222222,-25.604,71.739,19.8068888888,37.1375277778,-35.0243333333,1.5698888889
200.06,17.4242222222,-33.0806666667,48.4849444444,-43.9393333334,51.5151111111,9.84844444443,12.5946666666,-51.7675555555,-22.8533888889
200.44,36.6253333333,-65.4322222222,100.617333333,-78.6006666668,72.4280000001,17.2838888887,25.926,-68.7242222222,-29.4239444444
200.82,36.7522222222,-39.3162222222,116.453,-71.3676666666,81.1964444446,33.3333333333,28.2585694444,-47.4356666667,-43.5896111111
201.19,-294.444333333,-537.037222222,154.629611111,-735.185111111,-75.926,-190.740666667,-230.092555556,-585.185111111,-603.703833333
201.57,-333.333222222,-475.926,183.333444444,-848.148222222,-114.814888889,-140.740777778,-235.879472222,-633.333333333,-734.259111111
201.95,-198.765555556,-314.814777778,215.432,-522.222111111,-82.716,-27.1605555556,-146.604791667,-371.604888889,-494.444222222
202.33,-3533.33333334,-3477.77777778,872.222222222,-5922.22222222,-2411.11111111,-1266.66666667,-2491.66666667,-4422.22222222,-5933.33333333
202.71,492.063666666,438.095555556,-160.317444444,784.127222221,363.492,212.698222222,338.0955,552.380888889,749.206222222
203.09,178.888888889,140.555555556,-24.7222222222,267.222222222,151.666666666,97.2222222223,143.055555556,193.888888889,285.277777778
203.47,190.476222222,109.524111111,-89.2858333333,320.634888889,151.587444445,67.4604444443,150.892986111,176.190555556,319.4445
203.85,163.580222222,133.950444444,-39.5062777778,275.925777778,147.530777778,58.0245555556,119.135791667,112.963,254.321166667
204.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204.60,-147.619222222,-10.3174444443,125.396888889,-277.777777778,-80.9523333333,53.9682222222,-58.1349027778,23.016,-217.857166667
204.98,-106.878222222,10.5822222223,92.8571666667,-184.656,-53.4391111111,37.566,-46.825375,16.4022222223,-155.026555556
205.36,-24.3244444443,31.5313333333,74.0240555557,-69.0689999998,5.70577777777,50.7507777778,0.225152777767,37.5373333334,-49.3995555556
205.74,-7.14288888889,19.841,63.227611111,-45.5027777779,21.4286666667,46.8253333335,-0.330500000033,44.9736666666,-26.8518888889
206.12,-9.44444444447,5.0,54.0277777777,-60.0000000001,21.3888888889,43.3333333334,-13.0208333333,60.8333333334,-23.6111111111
206.50,23.1746666667,19.0473333333,82.3808333333,-55.8732222223,51.7461111112,79.6825555557,5.03975,96.508,0.793833333333
206.87,26.3283333333,15.942,64.1305,-42.2706666668,60.3864444444,72.2223333332,5.9782222222,81.6424444447,9.66177777778
207.25,9.99999999997,-21.4815555556,87.4072222223,-111.111111111,67.7777777779,80.3703333333,-16.6204583333,89.999888889,5.92588888887
207.63,-68.5186666667,-192.592555556,125.462722222,-399.074111111,25.0,124.999888889,-161.111180556,147.222333333,-131.944555556
208.01,-52.4691111111,-90.7407777777,84.2595,-240.740666667,43.8272222222,101.851888889,-119.984625,93.8271111113,-97.8397222222
208.39,-36.8055555556,-122.916666667,83.3333333333,-246.527777778,40.2777777779,104.166666667,-138.541666667,103.472222222,-134.722222222
208.77,-173.333333333,-254.444444444,62.2222222223,-457.777777778,-25.5555555558,115.555555556,-296.666666667,123.333333333,-344.444444444
209.14,-279.365111111,-420.634888889,-39.682611111,-673.015777777,-146.031888889,95.238,-451.587291666,131.746111111,-536.507833333
209.52,-51.3888888888,-93.0555555557,35.0694444443,-241.666666667,-21.5277777777,78.4722222222,-147.048611111,118.75,-194.791666667
209.90,-106.666666667,-123.333333333,28.888888889,-422.222222222,-90.0,155.555555556,-253.333333333,146.666666667,-375.555555556
210.28,-111.111,-26.2627777777,52.5252222223,-380.808222222,-76.7675555557,184.848555556,-223.611069445,100.000111111,-355.555611111
210.66,-58.9742222221,-5.1281111111,15.5982777778,-152.991444444,-38.888888889,63.2477777779,-91.5064166666,52.9914444443,-160.042777778
211.03,-64.0522222223,25.4903333333,73.529388889,-201.307111111,-39.8693333337,127.451,-117.973916667,121.568555555,-246.405111111
211.41,-7.0707777778,52.2727777778,43.8129444444,-54.0404444443,2.27266666667,80.303,-25.5366944444,62.3736666667,-90.1513888889
211.79,-9.05344444443,51.2344444444,41.358,-45.4731111112,-2.26333333333,56.5844444443,-19.2386388889,49.7942222222,-76.2345
212.17,-3.30988888887,70.9221111111,50.2364444444,-55.0827777779,-12.766,70.4490000001,-10.2541666667,64.5388888889,-83.2151666668
212.55,0.812888888867,82.6556666667,64.2276666667,-75.0676666668,-15.4472222222,77.7775555556,-7.14772222223,83.7398888889,-90.7859444446
212.92,15.3438888888,67.4602222222,59.7882222222,-85.7144444447,-11.9045555556,64.0212222223,2.81079166664,83.3333333332,-69.312111111
213.30,30.5554444443,51.282,69.6581111111,-60.4698888888,5.3418888889,72.436,9.37490277779,83.119888889,-36.2180555555
213.68,34.6666666666,52.4444444444,85.6666666667,-60.6666666667,5.55555555553,89.7777777777,14.8888888889,95.777777778,-26.8888888889
214.06,52.5253333333,49.495,96.3636666667,-44.2423333333,18.7877777778,86.2625555554,26.0102361111,96.3635555553,-0.20200000001
214.44,71.0025555554,51.2195555556,131.843,-55.5557777779,25.2031111111,108.671888889,38.9227083333,123.848111111,-0.1355
214.81,83.5249999999,39.4636666667,194.253,-78.9273333332,24.5212222222,163.601555556,43.9655,149.808333333,-1.72416666667
215.19,72.5694444443,30.2083333333,160.416666667,-81.9444444444,14.5833333332,150.347222222,52.9947916667,120.486111111,15.7986111111
215.57,110.052777778,22.7513333333,203.439166667,-125.926,22.222111111,193.121666667,68.8492638889,199.471222222,31.7460555556
215.95,117.094,28.205,172.222277778,-61.9656666667,51.2821111112,207.265,86.431638889,193.589777778,56.1967777778
216.32,98.4674444447,-9.19566666667,141.762388889,-55.938888889,37.1647777778,157.854333333,43.0075277778,167.433,45.2108333333
216.70,100.854777778,16.2392222222,132.478388889,-36.7522222223,41.0256666667,184.615444444,50.7479444444,175.641,56.6239444445
217.08,72.8395555555,12.3457777778,125.102777778,-23.8683333332,51.0287777778,186.831111111,27.0061527778,145.267555556,42.5925555556
217.46,89.7777777777,47.5555555556,146.444444444,0.888888888867,68.0000000001,216.888888889,49.6111111111,155.111111111,47.1111111111
217.83,91.3578888888,49.3827777778,135.802444444,16.0493333334,78.3948888889,254.321,38.27175,171.605111111,27.7777777778
218.21,51.5151111111,29.293,93.9392777777,-26.2625555557,25.2525555557,335.353555555,-38.0050416668,229.293,-78.7878888889
218.59,36.6255555555,31.2754444444,30.4525555557,-5.76133333334,5.76133333333,123.045333334,-27.572,83.1275555557,-33.9505
218.97,17.1716666667,10.1008888889,-0.841833333333,-18.8552222222,-7.74433333333,65.6565555555,-56.4393472222,44.1078888889,-50.5050555556
219.34,7.32855555553,6.61922222223,3.3096111111,-9.92922222223,-13.4752222222,42.7897777778,-44.2966666667,17.4942222222,-52.2458333333
219.72,4.2222222222,-1.1111111111,12.4444444444,-14.8888888889,-23.3333333333,40.0,-41.9722222222,10.4444444444,-59.3333333333
220.10,1.88666666667,6.07955555557,5.55555555557,-26.2055555555,-19.7064444444,29.7695555556,-44.2610138889,-1.04844444444,-57.3376111111
220.47,10.1656666667,20.8037777778,11.702,-30.9694444444,-9.2197777778,42.0805555556,-32.1513055556,4.49155555557,-58.3922777778
220.85,30.8147777778,29.4812222222,28.6667222222,-4.59255555557,15.5555555555,45.0371111111,2.40744444442,22.9631111111,-20.8888333333
221.23,29.7837777778,33.7965555556,25.0001111111,-9.5677777778,6.63577777778,40.1235555556,2.85481944447,22.068,-27.5465
221.61,7.533,25.4238888889,11.6763333333,-37.0998888889,-14.6892222222,19.9623333333,-26.2006527778,-0.00011111111,-58.8513333333
221.98,-4.91455555556,7.47877777777,1.49594444443,-72.6496666668,-35.8975555556,3.2051111111,-52.4037083333,-14.3163333333,-78.7395
222.36,-5.35699999999,-1.19044444443,1.09116666667,-67.4603333333,-38.2936666667,-4.96033333333,-50.9921666667,-15.6744444445,-72.8176111111
222.74,-6.34933333334,-6.74622222223,7.3411111111,-66.8650000001,-39.6826666667,-1.9841111111,-58.6555972222,-10.9127777778,-64.3851666666
223.11,-9.09077777777,-11.1114444444,12.1212777778,-93.4343333334,-54.2928888889,-2.27277777777,-69.7601666667,1.26244444446,-84.8483333333
223.49,16.4751111111,-6.13033333333,17.2415555557,-119.540333333,-67.0498888889,-2.29877777777,-97.2702083333,46.7431111111,-116.091888889
223.87,30.8079999999,3.03033333333,22.2220555557,-153.535222222,-89.3938888887,0.000111111100003,-124.052888889,86.3634444444,-138.383722222
224.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224.62,21.212,-55.5556666667,36.8687777777,-251.515111111,-221.212,18.1817777779,-233.459541666,114.141333333,-279.292888889
225.00,140.740888889,466.666555556,-174.074,1048.14822222,1033.33333333,233.333222223,1029.629625,-225.926,1159.25933333
225.38,242.592555556,29.6296666667,363.888944444,-274.074111111,-261.111111111,181.481333333,-300.231652778,353.703888889,-295.370222221
225.75,312.345555556,160.493888889,331.481444444,-50.6174444443,1.23455555567,314.814888889,-6.32705555557,387.654333333,8.641777778
226.13,648.148,362.962777778,652.777777777,92.5926666668,172.222111111,690.740888888,194.675847222,696.296444444,110.185111111
226.51,1311.111,788.889,1333.3335,148.148222222,562.963111111,1629.62977778,522.685347222,1437.03711111,279.629833333
226.88,1283.33333333,933.333333333,1215.27777778,383.333333333,647.222222222,1538.88888889,852.430555556,1386.11111111,419.444444444
227.26,-2466.66666667,-1733.33333333,-2019.44444444,-455.555555557,-927.777777778,-2727.77777778,-1611.80555555,-2466.66666667,-672.222222223
227.64,-711.111,-448.148111111,-605.555555556,-144.444333333,-300.0,-824.073888889,-452.54625,-651.851888889,-183.333333333
228.01,-227.160666667,-112.345555556,-183.641888889,-61.7283333334,-100.617222222,-237.654333333,-129.475375,-145.061777778,-37.9630555554
228.39,-183.333222222,-92.1296666667,-139.351666667,-70.3703333333,-91.6666666664,-160.185111111,-95.8332222223,-137.499888889,-14.1203333332
228.76,-69.2812222222,-26.3617777778,-39.3247222222,-24.1828888889,-33.769,-55.7734444446,-26.743,-34.4225555556,11.3290555556
229.14,-43.6276666667,-10.2941111111,-18.3005,-17.3201111111,-21.5686666667,-35.9476666667,-7.98591666667,-18.4638888889,13.9707222222
229.52,-33.6111111111,-1.52777777777,-9.16666666667,-12.7777777778,-18.3333333333,-22.6388888889,-5.74652777779,-13.8888888889,14.0277777778
229.89,-17.3758888889,20.0944444444,2.12733333333,-0.354777777757,-0.236333333333,-1.30011111112,9.30838888888,-2.36422222222,29.61
230.27,-12.7486666667,23.509,4.15216666667,-5.37999999999,1.87133333334,5.14622222223,9.40054166665,-1.05244444443,30.1168888889
230.65,-10.592,16.7185555556,0.9866111111,-7.99588888887,3.84222222222,6.4381111111,5.16631944446,-2.18044444443,24.5584444445
231.02,2.82655555555,23.5865555556,6.18911111111,-6.3351111111,6.433,15.5946666667,12.7925138889,6.043,31.4815
231.40,-9.52377777777,15.0183333333,-11.05,-33.0892222222,-12.2101111111,-0.732666666667,-1.6483611111,-13.4308888889,19.2918888889
231.78,-3.26088888889,15.3382222222,-8.45383333333,-25.7245555556,-7.971,0.0001111111,1.81151388889,-13.285,21.1956111111
232.15,-10.7937777778,4.286,-15.8727777778,-43.492,-24.762,-9.3651111111,-8.6904861111,-32.6983333333,18.4128333333
232.53,0.135555555557,13.1432222222,-18.5635555556,-29.5392222222,-17.7505555556,0.406555555557,0.626902777777,-21.8156666667,21.2060555556
232.90,11.3725555556,22.0913333333,-13.4639444444,-16.209,-3.92166666664,7.3202222222,8.823375,-15.1634444445,26.9935555556
233.28,6.40099999999,12.9228888889,-7.85022222223,-17.9951111111,-4.58922222221,2.17388888889,7.62377777778,-14.9756666667,18.297
233.66,15.4496666667,16.9312222222,-0.899555555567,-10.1586666667,5.82022222221,5.07944444444,16.3360138889,-4.0211111111,24.1799444444
234.03,9.9688888889,3.323,-9.13827777777,-17.653,-1.97311111111,-3.42677777777,8.56705555554,-7.99599999999,16.511
234.41,10.8052222222,1.631,-9.53127777777,-11.0091111111,-1.937,-4.6891111111,8.14220833335,-5.30077777778,18.6034444444
234.78,10.3031111111,-1.717,-8.7878888889,-11.9192222222,-5.35344444443,-6.66666666668,6.98218055556,-6.86866666668,19.0405
235.16,11.0294444444,5.06544444444,-2.778,-0.735222222223,3.67666666665,0.653555555557,11.3460416666,4.73844444444,20.0982222222
235.54,12.3526666667,7.05888888889,-0.06538888889,6.60122222222,8.75822222222,6.20922222221,13.7009722222,10.5228888889,18.6272777778
235.91,10.8108888889,6.30622222222,1.44138888889,6.72655555557,10.4505555556,6.66666666667,13.5885833333,9.30933333334,14.5946111111
236.29,11.4868888889,9.60811111111,1.04683333333,8.10511111111,12.9897777778,6.33388888889,14.2714027778,10.95,14.4659444444
236.66,5.65099999999,2.286,-0.38088888889,3.238,12.2541111111,1.58744444444,9.84909722221,8.95233333334,9.77766666666
237.04,-3.10077777777,-6.78288888889,-10.9820555556,-6.33077777777,3.61744444443,-8.91477777778,0.605819444443,-2.97155555555,1.87344444446
237.41,-0.252444444443,-3.21966666667,-9.0908888889,-3.53544444447,5.3662222222,-4.60844444443,1.72822222222,1.64166666667,6.97599999999
237.79,-0.748999999999,-4.05733333333,-10.8927222222,-6.36711111113,4.49444444443,-2.06,-0.335472222223,1.62277777778,5.30605555556
238.17,-5.15866666667,-6.94455555556,-14.0872777778,-11.3094444444,0.52911111111,-5.82,-3.92694444444,-2.38088888889,1.58733333333
238.54,-0.850444444443,-1.41733333333,-5.95244444444,-4.81866666667,5.55555555553,-0.736999999978,0.89290277778,1.41722222222,5.89561111111
238.92,0.815666666667,4.74011111111,-2.52305555556,-2.08977777777,8.97033333333,2.19177777777,4.1601388889,2.90511111111,5.40261111112
239.29,0.287555555553,5.22011111111,0.335222222222,-1.38877777778,7.61511111109,2.77766666666,4.154625,-0.814444444444,5.5556111111
239.67,0.807333333333,7.78733333333,3.18133333333,-1.61444444444,7.54977777776,4.55844444446,5.29445833333,-0.427222222222,9.28283333332
240.04,1.302,7.46522222222,2.9515,-1.21522222223,6.77088888891,6.81422222223,4.48677777778,0.694333333333,10.8506111111
240.42,4.337,7.70622222222,6.86394444444,2.18633333334,10.0001111111,10.2867777778,8.11380555556,3.405,11.8997777778
240.79,4.95455555555,5.805,5.29172222222,3.51799999999,8.12066666666,10.0264444444,7.7542638889,3.34244444444,10.2021111111
241.17,5.48977777778,5.59488888889,5.31927777778,3.94022222222,6.82955555555,11.295,7.38118055555,4.807,9.71883333334
241.54,5.59022222222,5.31211111111,2.59788888889,3.9898888889,5.61366666667,9.95144444444,5.47720833334,3.201,9.42950000001
241.92,5.58722222222,6.61622222222,2.47833333333,4.97799999999,5.608,9.76688888888,5.35876388889,3.61288888889,10.5753888889
242.29,6.70033333333,7.16566666667,1.87972222222,5.26722222223,5.58355555556,10.0503333333,5.02972222222,3.20111111111,11.3253333333
242.67,6.18511111111,5.03544444444,-0.99411111111,3.01033333333,3.83133333333,9.50555555557,3.60111111111,0.766222222222,9.79766666667
243.05,5.70444444444,2.95733333333,-2.266,2.83466666667,3.18466666667,9.36122222222,3.10138888889,1.03222222222,9.58016666667
243.42,3.80844444444,0.07011111111,-4.91777777778,0.331888888887,1.83455555555,7.21522222222,0.648472222223,-0.593888888889,7.62583333332
243.80,4.07233333333,-1.52511111111,-4.80138888889,0.486,1.60888888889,6.77055555556,0.549013888887,-0.553,7.72577777777
244.17,3.39377777778,-1.33777777778,-4.82933333333,0.35888888889,1.27255555556,5.95544444445,0.114249999999,-1.55022222222,7.20333333332
244.55,3.59088888889,-1.51377777778,-5.90988888889,0.418666666667,-0.177222222223,5.24955555555,-0.95226388889,-2.25422222222,6.21555555556
244.92,4.07,-0.0926666666667,-5.31566666667,0.340444444443,-0.0155555555567,5.32322222222,-1.03095833333,-1.28433333333,6.19772222222
245.30,4.13866666667,0.112333333333,-5.06477777778,0.869888888887,1.15044444445,5.87833333333,-0.831180555554,-0.968111111112,6.64288888889
245.67,5.41055555555,1.51366666667,-2.18827777778,2.636,2.96377777778,7.80677777778,1.96273611111,0.794444444447,8.34283333333
246.05,5.58933333333,1.70255555556,-1.05305555556,2.85633333333,3.21466666667,8.37822222222,2.48802777778,1.04144444444,8.42866666667
246.42,6.42888888889,2.64077777778,1.06122222222,3.55466666667,4.418,9.89233333332,3.60054166666,2.51877777778,9.0288888889
246.79,6.99566666666,3.76122222222,2.89811111111,4.261,5.38766666666,10.3116666667,4.34730555555,3.86133333333,9.48477777777
247.17,7.15233333332,4.564,3.38311111111,4.57222222222,5.42111111111,10.3295555555,4.30216666667,3.83277777778,9.48883333333
247.54,7.4648888889,5.37133333333,3.71261111111,5.49677777778,5.53577777778,10.9385555556,4.80479166667,4.24222222222,9.69955555553
247.92,7.73900000001,6.10888888889,3.91438888889,6.02655555556,5.90688888889,11.2831111111,5.31443055556,4.83788888889,9.85133333333
248.29,8.30766666668,6.42422222222,4.17188888889,6.23455555556,6.11033333333,11.6001111111,5.53163888889,5.446,10.4029444445
248.67,7.74955555557,6.04655555556,3.80944444444,5.64655555555,5.85755555555,11.4677777778,5.109875,5.07166666667,10.4235
249.04,7.71666666665,6.038,3.95744444444,5.92733333333,6.14088888889,11.5234444444,5.45541666667,4.81555555556,10.8866666667
249.42,8.22733333335,6.45366666667,4.74577777778,5.98355555556,6.26888888889,11.7818888889,6.21469444444,4.89622222222,10.9491666667
249.79,8.32511111111,6.60244444444,4.55,5.72033333333,6.44577777778,11.4575555556,5.78526388889,4.73133333333,10.3609444444
250.17,9.56755555554,7.90144444444,5.63461111111,6.63866666667,7.63833333333,12.5144444444,6.93343055555,6.09488888889,11.1681111111
250.54,9.32344444445,7.77877777778,5.21383333333,7.114,7.65711111111,12.1034444444,6.65665277778,6.309,10.8585555556
250.92,8.63633333333,7.09111111111,3.79272222222,6.67677777778,7.091,11.3637777778,6.07815277778,5.76766666667,10.3433888889
251.29,8.13022222221,6.48488888889,3.6165,5.87611111111,6.859,10.8334444444,5.80522222222,5.203,10.4326111111
251.66,8.89111111112,7.46633333333,4.36838888889,6.18511111111,7.41088888889,10.7687777778,6.26633333333,5.68811111111,11.0557222222
252.04,7.30055555556,5.99166666667,3.07055555556,4.54544444444,5.99177777778,9.37800000001,4.70183333333,4.67166666667,9.30905555556
252.41,7.39566666667,6.54655555556,3.44988888889,4.68288888889,6.35777777778,9.56599999999,5.08238888889,5.35522222222,9.21794444443
252.79,8.20422222222,6.85877777778,4.52255555556,5.36933333333,6.52255555556,9.8738888889,5.857375,6.16211111111,9.30333333333
253.16,8.52055555555,6.82611111111,5.003,5.40188888889,6.75266666667,10.3008888889,6.01126388889,6.88766666667,9.31261111111
253.54,9.35622222223,7.81888888889,6.14272222222,7.11688888889,7.85533333333,11.1352222222,6.78701388889,7.86744444444,10.5363333333
253.91,8.94499999999,7.27755555556,6.18233333333,7.09522222222,7.70344444445,11.2935555556,6.84866666667,7.81288888889,10.5392222222
254.28,8.21266666667,5.94566666667,5.98283333333,6.77577777778,7.01111111111,10.8262222222,6.068,6.78811111111,9.95905555557
254.66,8.49833333333,6.09244444444,6.46755555556,6.545,7.47644444444,11.0335555556,6.61461111111,6.20866666667,10.07
255.03,9.77666666664,7.53066666667,8.27738888889,7.54411111111,8.49533333334,12.3133333333,7.96173611111,7.68944444445,10.8138333333
255.41,11.3957777778,9.07855555556,8.6246111111,9.40377777779,10.1624444444,13.6178888889,9.78481944444,9.25466666667,11.7751666667
255.78,12.5085555555,9.48066666667,9.92605555557,10.3714444444,11.5771111111,15.4131111111,11.4929305556,10.4673333333,13.18
256.15,14.063,11.1246666667,11.2681666667,11.8763333333,13.3113333333,16.6733333333,12.7082916667,11.0153333333,14.9376666667
256.53,12.064,8.8701111111,9.53433333333,10.3461111111,12.1578888889,15.2845555555,10.9199583333,8.45411111111,13.473
256.90,10.8808888889,9.06566666667,7.70994444444,9.38500000001,12.4152222222,14.2564444444,10.0657916667,7.72288888889,13.2208333333
257.28,9.99166666668,8.43133333333,7.04411111111,8.26488888889,11.2301111111,13.0643333333,8.91541666668,6.31166666667,12.2605
257.65,8.86055555555,7.93177777778,5.96538888889,6.91555555556,9.87644444444,12.4986666666,7.69280555555,5.867,11.275
