wavelength,Back_TanHeif,Belly_TanHeif,Breast_TanHeif,Crissum_TanHeif,Crown_TanHeif,DorTail_TanHeif,Patch10_TanHeif,Rump_TanHeif,Throat_TanHeif,WingTip_TanHeif
195.13,188.8888,194.666666667,330.666666667,250.6666,224.0,253.333333333,252.888933333,181.3334,239.5556,266.666666667
195.51,-866.666666666,-871.111199999,-1622.22213334,-1233.33333333,-1195.55553333,-1251.1112,-1257.77786667,-906.666533333,-1175.5554,-1368.88886667
195.89,207.666666667,217.333333333,327.333333333,262.0,257.666666667,253.666666667,281.0,224.333333334,246.333333333,291.333333333
196.27,181.066666667,205.333333333,292.8,235.2,223.733333333,227.466666667,249.866666667,199.2,210.133333333,252.266666667
196.65,1360.0,1576.66666667,2663.33333333,2300.0,1826.66666667,1850.0,2150.0,1680.0,1513.33333333,2226.66666667
197.03,183.703733333,174.8148,250.8642,240.987666667,200.9876,207.407266667,214.320866667,178.024666667,194.073933333,231.358
197.40,124.3902,129.1056,184.877933333,158.374133333,144.227866667,141.7886,150.569133333,136.097533333,134.146333333,163.739866667
197.78,173.504266667,178.803333333,224.957333333,206.153733333,192.991466667,182.5642,194.700866667,185.470133333,184.786333333,209.743533333
198.16,172.2222,189.365066667,208.253933334,209.6826,194.4444,186.190466667,191.2698,183.1748,184.2858,203.174666667
198.54,190.8108,209.3694,220.540466667,227.747666667,196.756733333,189.729733333,217.1172,182.1622,185.045133333,227.027
198.92,223.611066667,251.111133333,279.1666,285.2778,233.611066667,227.777866666,268.888933333,223.333266667,225.555533333,297.2222
199.30,233.103466667,255.4022,274.712666667,279.999866667,245.747,235.862066667,276.321933333,244.827666667,228.505733333,290.115
199.68,178.290533333,187.179466667,199.829066667,207.350466666,166.1538,174.017,202.735133333,178.803466667,165.811933333,207.008466667
200.06,574.666666667,584.666666667,642.0,674.0,494.666666667,572.666666666,652.666666667,544.0,526.0,686.0
200.44,2250.0,2066.66666666,2450.0,2610.0,1816.66666667,2180.0,2780.0,2026.66666667,1883.33333333,2940.0
200.82,1875.5556,1680.00013333,1940.0,1977.7778,1540.0,1895.55553333,2271.11106667,1619.99993333,1713.3334,2313.3334
201.19,5833.33333333,5333.33333334,6186.66666667,6306.66666667,5053.33333333,5860.0,7380.0,5446.66666667,5140.0,7000.0
201.57,578.889,525.555466667,586.111133333,621.1112,518.333333333,590.5556,696.666666667,514.4444,528.888933333,664.444333334
201.95,411.666666667,377.083333333,425.833333333,456.25,376.25,423.75,521.666666667,373.75,366.666666666,504.166666667
202.33,244.102466667,215.897466667,257.1794,262.564133333,242.564,250.5128,321.794866667,219.487133333,225.641,305.3846
202.71,222.307666667,182.051333333,230.769133333,243.589733333,233.333266667,248.717933333,298.205133333,223.846133333,219.999866667,279.230733333
203.09,188.333333333,154.833333333,181.333333333,195.0,187.833333333,204.5,240.5,188.666666667,182.833333333,220.833333333
203.47,157.777866667,126.518533333,150.963,156.0,156.000066667,166.963066667,201.333333333,155.111066667,146.3704,190.6668
203.85,174.9274,138.550733333,162.318733333,172.753666667,180.0,167.970933333,208.695666667,174.637733333,160.869466667,214.4928
204.22,149.604466667,118.6442,134.576333333,142.3728,154.237333333,140.113,173.446333333,147.570533333,137.401266666,171.299466667
204.60,164.4444,126.013066666,143.1374,155.555466666,171.895466667,152.549066667,192.418266666,169.281,150.196066667,182.614333333
204.98,148.606,115.1516,124.969666667,144.242466667,160.242466667,140.606066667,172.848466667,157.697,131.1514,162.060733333
205.36,149.4048,119.881066666,129.881,146.1904,167.976133333,144.6428,174.404866667,155.119066667,138.0952,170.833266667
205.74,178.604533333,138.4496,149.302333333,176.744133333,205.271266667,166.976866667,224.496066667,192.713133333,160.155,207.5968
206.12,223.619,153.9048,175.0476,202.4762,241.523866667,197.5238,263.047533333,236.3808,193.714333333,239.0476
206.50,275.999933333,198.000066667,219.777733333,260.2222,291.333266667,248.4444,315.333333334,302.888866667,235.7778,294.000066667
206.87,265.097933333,210.784266667,224.902066667,260.980466667,289.607933333,242.549,310.392066667,297.0588,238.431333333,293.921466667
207.25,246.829266667,199.999933333,222.764266667,249.430866667,266.178866667,231.5448,283.5772,272.5204,222.2764,274.959266667
207.63,208.533333333,164.533333333,184.0,207.466666667,221.6,189.733333333,226.533333333,227.333333333,181.6,225.2
208.01,149.468533333,124.3478,133.430066666,148.502466667,163.1884,146.9566,171.980733333,166.376666666,137.5846,165.024266667
208.39,154.4086,121.3978,136.021666667,150.322466667,175.483866667,146.129066667,180.0,169.462333333,138.8172,175.8064
208.77,170.5954,134.5238,154.523866667,165.476266667,197.738133333,164.761933333,195.9522,182.023866667,157.142866667,200.119066667
209.14,189.542466667,152.1568,186.405333333,187.320266667,221.6994,181.4378,221.307266667,202.614333333,182.352933333,230.718933333
209.52,189.090866667,143.5152,183.272733334,183.636266667,206.181933333,182.1818,214.424333333,201.090866667,175.636266667,213.091
209.90,206.797466667,146.012933333,192.941266667,190.0652,219.084933333,204.444466667,219.3464,219.869133333,186.797333333,230.980333333
210.28,179.393933333,135.8788,169.2122,167.394,198.1818,181.090866666,194.5454,192.121266667,164.969666667,204.000066667
210.66,147.1362,112.675933333,135.1174,133.896666666,160.187866667,145.821666667,162.6292,154.648,136.431933333,169.3896
211.03,146.746866667,111.967866667,133.6546,129.156733334,154.618333333,141.686733334,159.3574,149.799333333,132.128533333,160.5624
211.41,159.403066667,116.5174,141.392933333,131.243866667,175.5224,148.955266667,175.1244,160.596933333,143.681533333,171.343333333
211.79,183.278733333,138.360666667,171.256933333,154.317,202.295133333,180.983466667,210.491866667,189.398866667,173.1148,198.142
212.17,225.531933333,167.801333333,220.993,195.177333333,252.056666667,226.6666,265.957466667,242.411266667,217.446733333,247.659666667
212.55,214.83,159.183666667,209.115466667,188.571466667,236.4626,221.496533333,250.067933333,237.278866667,202.176866667,230.204066667
212.92,205.573866667,147.322266666,191.475533333,177.377066667,218.579466667,209.7268,224.152933333,213.005533333,187.8688,213.879733333
213.30,166.7556,117.6888,154.1334,138.5778,180.444466667,172.088933333,185.688933333,176.266466666,149.244533333,169.777666667
213.68,168.0598,110.8458,148.358266667,129.6516,182.487666667,170.049733333,186.965133333,179.203933333,145.8706,172.3384
214.06,147.4666,98.9332000001,133.688866667,117.8666,158.666666667,145.0666,163.4666,158.755733333,132.000133333,153.333333333
214.44,143.013733333,91.2329333333,134.3378,115.981733333,158.721533333,147.3972,163.2876,156.986333333,127.671333333,150.0456
214.81,144.3752,78.8543333335,133.333466667,116.146,156.250266667,151.146066667,168.958533333,159.167,124.062733333,149.687666667
215.19,173.185133333,79.7037999998,148.888933333,133.481533333,181.037133333,182.6666,205.333266667,186.074066667,138.814866667,182.222133333
215.57,182.037066666,64.6296000001,144.814866667,134.814866667,184.2594,194.259466667,228.518666667,200.925933333,136.481533333,190.555666667
215.95,114.777866667,39.4444666667,82.5555333333,85.2221999999,112.333266667,115.777733333,135.888933333,117.4444,75.3332666666,116.5556
216.32,132.956066667,48.4276666667,88.3018666667,91.5724666666,124.402466667,132.075466667,152.327066667,128.050266667,77.8617333334,127.798733333
216.70,128.472133333,36.1111333334,77.3611999999,81.6666000001,114.861066667,128.3334,155.416666667,122.361133333,81.3889333335,124.5834
217.08,95.9999999999,24.5925333333,56.2962666666,52.2962,90.6666666666,100.296333333,147.703666666,110.666666667,59.5555333333,94.6667333332
217.46,95.2379999999,11.238,29.1427333333,45.7143333333,83.0476666667,98.0952,153.523866667,109.142933333,52.5714000001,91.2381333333
217.83,106.913666667,21.9753999999,53.0863333333,65.6789999999,108.889,120.247066667,216.0494,139.012333333,71.8517999999,133.333266667
218.21,92.7272666667,37.1717999999,39.5958,50.5050000001,101.818066667,96.5655333334,196.3636,108.4848,60.0000666666,103.636333333
218.59,171.0,86.3333333334,66.6666666666,109.333333333,190.0,177.0,352.0,187.333333333,98.3333333332,197.666666667
218.97,164.4444,135.777733333,100.888933333,122.2222,196.8888,178.888866667,285.3334,184.888733333,122.666733333,184.666666667
219.34,124.4444,114.0172,83.9316666666,97.9486666667,155.213733333,135.8974,210.940133333,139.487333334,100.342,138.974266667
219.72,133.495933333,129.7562,96.4226666665,111.057,165.365866667,143.252066667,205.203266666,153.008066667,108.617866667,145.203266667
220.10,289.444466667,343.888733333,208.888933333,238.333333333,446.6666,355.000066667,580.555533333,428.889,290.5554,388.333266667
220.47,115.308733333,125.678933333,79.2593333335,87.4072666666,183.703666667,144.197466667,240.987666667,166.913466667,112.098733333,161.234733333
220.85,91.3635999999,112.272666667,77.7272000001,89.6969333334,145.454466667,108.9394,171.969666667,128.7878,84.3940666667,132.878933334
221.23,73.5715333333,84.5238666667,57.1429333334,72.7381999999,112.3808,86.6668,125.3572,94.6429333333,57.7381333333,105.357133333
221.61,72.6315999999,85.7309333334,64.7953333333,74.9708666666,114.502933333,90.5263333333,130.1754,101.6374,63.6257999999,112.163733333
221.98,93.5757333333,101.575733333,73.8182,87.5150666667,134.666666667,106.666666667,139.272733333,115.757666667,72.9697333333,117.333333333
222.36,99.9999333334,107.179533333,77.7778666667,99.6581333333,162.392933333,126.324733333,163.418733333,137.265066667,72.1368666666,139.829
222.74,58.0000000001,65.7333333333,45.6,53.7333333334,104.0,80.6666666665,104.533333333,94.9333333333,42.2666666667,88.2666666666
223.11,38.6111999999,41.25,27.2222666667,39.8609999999,78.4721999999,49.8611333334,71.3889333335,66.5279333334,19.5832666667,64.5833999999
223.49,27.8094666667,33.5238666667,15.4286,26.6667333333,86.6666666667,48.7618000001,78.0952000001,73.7142666667,2.85719999998,70.2857333333
223.87,25.7894666666,32.6315333333,20.3508,14.7368666667,86.1404000001,55.0877333333,71.5790666667,71.4033333332,-1.40353333335,68.4210000001
224.24,45.9864000001,39.9999333334,35.3740666666,34.5578000001,76.7345999999,66.1224000001,67.4829333335,73.3334000001,14.0135333333,65.8503999999
224.62,69.8766,88.1481333332,66.4197999999,80.7406666667,138.2716,115.802533333,117.037066667,139.012333333,31.8519333333,112.839466667
225.00,-1.0661930936e+14,-3.79564741322e+14,7.2501130365e+13,-8.52954474918e+12,-1.10457604497e+15,-1.0491340041e+15,-8.78543109126e+14,-1.2666373952e+15,2.64415887212e+14,-6.0133290479e+14
225.38,-126.666666666,-253.333333333,-46.6666666666,-3.3333333326,-736.666666667,-670.000000001,-569.999999999,-933.333333333,216.666666667,-476.666666666
225.75,-4.0000666666,8.44440000002,12.4443333332,25.7777999999,-52.0000666665,-72.8889333333,-25.7776666668,-87.9999999999,67.1110666669,-32.4445333332
226.13,29.9999333333,18.8889333333,29.7221333333,35.2777999999,0.000133333274002,-39.7222,11.9444,-25.5556000001,57.5000666665,4.44453333328
226.51,51.2120666667,41.8181333333,60.7576666667,55.4546000001,43.4847999999,16.0607333333,44.2423333334,26.8181333333,70.606,45.7574666667
226.88,34.1936,32.3656,46.2366666667,39.3548666667,36.5591333333,18.9247333333,39.6773333333,24.0859333333,43.2258666666,39.0322666667
227.26,36.0833333333,35.5833333333,45.75,45.8333333334,38.8333333333,21.0833333333,36.2500000001,28.0833333334,42.6666666667,39.6666666667
227.64,38.2079333333,35.1971333333,46.2366,44.2294666667,43.1542,24.2294666667,38.4229333333,31.2542666666,43.9426666667,42.2938666667
228.01,38.4904666667,36.6037333333,45.5346,37.8616,44.4654,28.9937333333,36.2263999999,35.1572,41.3837333333,43.5221333333
228.39,50.1638666667,43.7705333333,50.9835333333,42.8416,47.8142666666,40.4917333333,44.9182000001,46.5028666666,46.612,50.8743333333
228.76,52.1694666667,48.5186,56.2435333334,45.7142666667,51.0582,45.5026,46.9841999999,50.7407333333,48.3068666667,54.2328
229.14,53.2803333333,52.6984666667,59.7352666666,46.7196,53.9152666667,49.3650666667,49.2591333334,53.8095333333,51.1641333333,56.3492666667
229.52,50.3354666667,45.906,55.4362666667,43.7584666667,49.3065333333,46.6666666667,44.2953333333,48.8590666667,44.0716,53.6912666666
229.89,54.9186666667,48.2927333333,61.2196,47.0731333333,55.4470666667,51.9918,50.4065333334,54.6340666667,47.4389333333,59.5121333333
230.27,63.4394666667,55.4139333333,69.1296,52.9512666667,66.7942,61.8258666667,59.7027333333,61.1889333334,54.8196666667,66.5393333333
230.65,53.9436666667,45.3520666667,56.9953333333,41.1737333333,58.1689333333,52.2066,51.8778666667,49.8591333333,43.3333333333,58.8732666667
231.02,58.3664,47.1523333333,59.8233333333,45.8276666667,60.8387333334,55.4968,53.6423333333,52.9802000001,51.9648,60.5739333333
231.40,58.1771333333,42.8646,59.1146,40.8854,58.8542,53.6978666667,52.8123999999,51.7187333334,47.5,60.3125333333
231.78,54.1142,37.4174666667,54.3544,33.4534,56.9969333333,51.9519333334,52.6726666666,42.7628000001,43.3633333333,54.4743333333
232.15,52.5857333333,35.7009333333,55.7632,33.5826,56.324,52.7102,54.2056,45.1090666667,44.8597333333,53.7072
232.53,40.9803333333,29.2811333333,49.2810666667,31.8301333333,54.3791333334,46.7974666667,44.3791333333,36.0784,39.3464666667,46.9281333333
232.90,42.0952666667,30.0318666667,46.6032,31.8094,53.9682,46.6666,48.1269333334,34.4126666667,41.5237333333,46.4127333333
233.28,30.8889333333,11.7777333333,31.5558,15.7777333333,39.4074,33.9257333333,36.8148666667,21.6296,32.2222666667,36.3704666667
233.66,43.3814666667,17.6812,42.8018666667,24.6376666667,54.4927333333,45.7972,51.0144666667,31.5942666666,49.3719333333,55.4589333333
234.03,35.849,3.1446,32.2012,13.8365333333,44.2767333333,42.8931333333,43.5219333333,19.2452666667,48.6792000001,48.4277333333
234.41,29.9999333334,-10.0000666667,34.1667333333,18.3333333333,24.3055333333,37.0834,29.1667333333,8.33326666659,39.1667333334,42.6388666667
234.78,34.5912,3.01879999999,40.0,22.5157333333,27.4212666666,40.7548,29.0566666667,21.5094666666,39.6225999999,41.0063333333
235.16,-5.33326666667,-47.0476,-0.9525333334,-39.8095333333,-16.1904666667,2.28566666665,-8.00000000013,-18.6666666667,-12.1904666667,4.38093333333
235.54,8.6154,-14.2562666667,10.3588666667,-11.8973333333,6.15386666668,13.641,7.17946666669,0.205066666674,7.17953333335,17.6409333333
235.91,18.75,6.38893333333,24.1666666667,6.31946666666,16.4584,23.264,15.9027333333,20.0000666667,15.3471333333,31.0417333333
236.29,21.0775333333,9.29300000002,23.569,5.92606666667,21.2794666667,22.9629333333,17.7778,16.3636,14.478,30.7744
236.66,25.6047333333,9.73459999999,25.6048,9.08559999999,23.5398666667,27.4926666667,22.8318,20.4130666667,19.1740666667,33.0382666667
237.04,18.0358,0.833333333353,19.5832666667,2.85719999999,17.7381333333,19.5237333333,17.0832666667,17.262,13.75,26.0714666667
237.41,30.2756,16.3409333334,33.1328,17.3934666666,32.6816666667,31.2281333333,31.7292666667,28.3207333333,23.4586666667,35.7392666667
237.79,24.0350666667,15.9649333333,28.1139333333,12.7632,26.7984,23.1140666667,26.0087333333,23.9034,18.4648666667,28.2894666667
238.17,23.8492666667,18.7301333333,27.5794,14.8808666667,28.4920666667,22.9365333333,27.5396,23.6112,20.0001333333,29.0476
238.54,18.6991333333,16.2194,22.4391333333,9.06506666667,26.4634666667,19.9999333333,25.4064666667,21.3416,18.8212,26.8293333334
238.92,16.8084,14.9645333333,21.9503333333,9.68073333333,22.6595333333,17.3758666667,25.0354,18.0496666667,19.5388666667,24.4325333333
239.29,14.8526666667,14.4806666667,21.3334666667,11.5658,20.8061333333,15.6589333333,24.5580666667,16.9614,18.2324666667,24.3720666667
239.67,14.6666,16.9092,21.0606,12.5454666667,20.2728,17.606,25.0908,16.8484666667,19.0606666667,24.0606666667
240.04,6.34613333333,8.42946666667,11.5064666667,4.2308,12.4038666667,9.48706666668,19.4232,8.97446666666,12.0832666667,17.4037333333
240.42,10.2933333333,10.72,12.7733333333,8.34666666665,13.3866666666,12.2933333333,19.8133333333,12.08,14.0,19.2
240.79,10.4357333333,11.6607333333,12.3202666667,8.97513333333,13.3096666667,10.6241333333,19.8586,13.0978,13.2862,20.3062666666
241.17,8.04373333333,10.164,10.0110666667,6.9508,10.6228,10.1640666667,17.1365333333,10.5793333333,10.8414666667,18.601
241.54,3.3846,6.05126666667,4.10260000001,2.5436,6.05126666666,6.0104,11.6308666667,4.71793333333,7.1384,13.1693333333
241.92,4.28833333333,6.29213333335,4.26979999999,3.7266,6.61046666666,8.46433333333,13.0524666667,5.71160000001,7.92133333332,13.2208
242.29,2.22226666667,3.19560000001,1.8916,1.63453333333,2.40593333333,6.15246666668,9.23793333333,3.85686666667,5.32599999999,10.9824
242.67,3.30753333333,4.01026666666,2.69053333333,2.62206666667,3.44466666667,7.98619999999,10.0085333333,4.59300000001,6.52959999999,11.9109333333
243.05,6.44840000001,5.89433333332,4.31573333333,4.86966666667,6.2804,10.8648,11.1671333333,6.73393333333,8.51386666667,14.3576
243.42,9.4,8.08333333332,6.49999999999,6.53333333333,8.96666666667,13.35,13.4333333334,9.45000000001,11.4,16.5
243.80,11.5886666667,9.53266666668,9.04966666667,9.04986666667,11.511,15.2336666667,15.3272,12.4142666667,14.0498666667,19.268
244.17,16.2806666667,14.6245333333,13.2630666667,14.4842,14.9754,19.3544,18.8631333333,16.8702666666,17.6139333333,22.428
244.55,14.2386,13.3196,11.9478,12.2907333333,12.6062666667,17.5308666667,17.6956666667,15.3635333333,15.8574666667,20.8229333333
244.92,14.6488666667,14.4845333333,12.4857333333,12.5995333333,11.9797333333,18.153,17.04,15.1804666667,16.0026,20.5566666667
245.30,16.5416,16.7008,14.6302666667,15.4607333333,13.8793333333,19.5904666667,18.612,17.2582666667,18.6802,22.446
245.67,16.3858666667,15.9366666666,14.6094666667,15.559,13.078,19.4794,17.897,17.3558,18.6421333333,22.1542
246.05,16.1574666667,15.4537333333,14.1942666667,15.6111333333,12.9723333334,19.0001333333,17.2222666667,16.9259333333,18.6481333333,21.5833333334
246.42,17.2036,17.0870666667,15.3643333333,16.6208,14.5234666667,20.2164,18.8515333333,17.9276,19.5672,22.5801333333
246.79,17.0256666667,16.6120666667,14.7463333333,16.2139333333,13.8954,18.9619333333,18.3607333333,17.6112,18.9226,22.5135333333
247.17,15.711,15.3286666667,13.2109333334,14.7172666667,12.7218,18.081,17.3088,16.4068,17.7522,21.338
247.54,14.1893333333,13.934,12.0045333333,13.994,11.5541333333,17.0346,15.3528666667,15.0302666667,16.6591333333,20.1875333333
247.92,12.174,12.1434666667,9.71006666667,12.0822666667,9.15326666667,14.3096,13.1884,12.4409333333,13.9435333334,17.9862
248.29,10.6636666667,10.8197333333,8.93053333333,10.8977333333,8.32153333333,13.2006,11.6003333333,11.2177333333,13.0522,16.5807333333
248.67,10.5368,11.0576666667,8.98239999999,11.3061333333,8.57379999999,13.4454666667,11.3142,11.2419333333,13.5336666667,16.8509333333
249.04,8.84286666667,9.37819999999,7.30560000001,9.49060000001,7.02940000001,11.3299333333,9.58540000001,9.80126666667,12.2797333333,15.5267333333
249.42,9.1262,9.83773333334,7.27933333334,9.47753333334,7.33340000001,11.2251333333,9.58553333334,9.35126666668,11.973,15.8738666667
249.79,8.25420000001,9.83226666668,7.27820000001,8.97446666666,7.26833333333,11.0453333333,9.93086666667,8.99413333335,11.6272666667,16.2819333333
250.17,7.99586666667,9.63646666665,7.19633333333,8.68120000001,6.729,9.89613333334,8.93046666667,7.91286666667,10.9658,15.6386
250.54,6.71146666667,8.58253333334,5.71440000001,7.32773333333,5.50146666667,8.51540000001,7.09246666667,6.19593333333,9.9944,14.6779333333
250.92,5.79173333333,9.14220000001,5.46920000001,7.50713333333,4.87046666667,8.22113333334,6.8624,5.58433333333,9.59126666665,13.1261333333
251.29,7.01333333333,11.0225333333,6.58580000001,10.0058,5.51126666667,8.82733333334,8.52693333334,7.23286666666,11.242,14.3616
251.66,7.8418,11.9488666667,7.25993333333,10.4945333333,5.92213333333,9.15640000001,10.0292666667,7.865,12.5072,14.8922666667
252.04,9.00400000001,13.2528,8.54346666667,11.0880666667,7.59926666667,11.3184666667,10.7197333333,9.30339999999,14.3695333333,15.7166666667
252.41,9.77313333335,14.0081333333,8.64453333333,11.5532,7.70219999999,11.2508666667,11.2623333333,9.24946666667,14.5548666667,16.6608666667
252.79,10.0058666667,14.3952666667,8.20059999999,11.9763333333,8.07086666666,11.3864666667,11.3982666666,9.25059999997,14.7964,16.4837333333
253.16,10.5986666667,15.0703333333,9.58933333333,13.3216,9.27239999997,13.0984666667,12.7699333333,10.2816666667,15.4460666667,16.4671333333
253.54,9.37679999999,13.769,8.97753333332,13.1639333333,8.78406666666,11.7846,12.0266,9.9334,14.882,15.0514
253.91,8.35840000001,12.3057333333,6.06526666667,11.3408,6.47866666667,9.62393333332,9.49879999998,7.78186666667,13.6215333334,12.7068
254.28,7.09553333333,12.3327333333,5.25026666667,10.4223333333,6.18573333334,9.21393333334,9.62959999999,7.64126666667,12.9434,12.7225333333
254.66,6.37266666666,11.2892666667,5.1436,9.97993333333,5.63786666666,8.5904,9.23159999999,6.8938,12.0373333333,11.2224666667
255.03,9.20700000001,12.8898666667,7.64793333333,11.9757333333,7.62099999999,11.4785333333,11.1962666667,9.59693333333,15.3092,13.7098
255.41,9.13733333333,13.0158,8.392,11.4836666667,7.96400000001,10.8627333333,10.6831333333,9.42713333334,14.2719333333,13.7474666667
255.78,7.39526666667,12.4399333333,7.51893333333,10.9415333333,7.06526666667,10.0756666667,8.87966666667,7.95873333332,12.2749333333,12.4534666667
256.15,8.32360000001,12.7249333333,9.03546666667,12.1423333333,7.00333333335,10.5760666666,10.2655333333,8.88019999999,13.1779333333,13.4628
256.53,9.50833333333,13.2734,10.1440666667,12.422,7.35013333333,12.3022,10.7434666667,9.98800000001,13.9569333333,14.0646666667
