wavelength,Back_EmbDuif,Belly_EmbDuif,Breast_EmbDuif,Crissum_EmbDuif,Crown_EmbDuif,DorTail_EmbDuif,Patch10_EmbDuif,Patch11_EmbDuif,Rump_EmbDuif,Throat_EmbDuif,WingTip_EmbDuif
382.69,5.43733333333,21.6763333333,9.94,3.037,3.417,3.42,7.722,3.113,3.70613333333,18.761,9.27666666667
383.05,5.13733333333,21.5203333333,9.67133333333,2.85233333333,3.14233333333,3.149,7.42566666667,2.761,3.37286666667,18.4856666667,8.95433333333
383.41,4.97933333333,21.5433333333,9.57566666667,2.707,3.016,3.03866666667,7.3,2.67166666667,3.24233333333,18.5243333333,8.80666666667
383.77,4.79766666667,21.4546666667,9.54466666667,2.588,2.98866666667,2.95966666667,7.13766666667,2.61333333333,3.07086666667,18.4983333333,8.74033333333
384.14,4.635,21.3803333333,9.33966666667,2.41966666667,2.773,2.76366666667,6.97966666667,2.49766666667,2.8988,18.435,8.479
384.50,4.60033333333,21.3453333333,9.32633333333,2.443,2.794,2.70166666667,7.028,2.44033333333,2.93306666667,18.5023333333,8.37266666667
384.86,4.566,21.3356666667,9.329,2.50533333333,2.862,2.66533333333,7.03533333333,2.46,2.91793333333,18.4706666667,8.37433333333
385.22,4.73466666667,21.584,9.58833333333,2.64866666667,3.03233333333,2.74366666667,7.21366666667,2.53266666667,3.0088,18.6653333333,8.47266666667
385.58,4.649,21.661,9.686,2.57433333333,3.059,2.75333333333,7.12033333333,2.50933333333,2.90353333333,18.7366666667,8.43966666667
385.94,4.54566666667,21.607,9.652,2.45166666667,3.047,2.681,7.032,2.492,2.8634,18.604,8.368
386.30,4.57066666667,21.704,9.67133333333,2.52266666667,3.07866666667,2.71566666667,7.00166666667,2.465,2.83666666667,18.602,8.45833333333
386.66,4.599,21.8743333333,9.754,2.67633333333,3.10866666667,2.785,7.072,2.533,2.90453333333,18.7483333333,8.49033333333
387.03,4.70133333333,22.079,9.796,2.73533333333,3.24833333333,2.96633333333,7.14866666667,2.65533333333,3.02246666667,18.8706666667,8.52466666667
387.39,4.74533333333,22.159,9.86433333333,2.83266666667,3.36433333333,3.05633333333,7.26366666667,2.756,3.11613333333,19.0183333333,8.69
387.75,4.80533333333,22.318,9.941,2.913,3.39266666667,3.05133333333,7.28733333333,2.70433333333,3.2426,19.1256666667,8.635
388.11,4.917,22.3416666667,10.1443333333,3.046,3.552,3.138,7.44533333333,2.75766666667,3.35653333333,19.2006666667,8.73166666667
388.47,4.903,22.4486666667,10.1933333333,3.08666666667,3.52433333333,3.17866666667,7.49133333333,2.839,3.39,19.301,8.742
388.83,4.87366666667,22.544,10.2103333333,3.038,3.54,3.163,7.37433333333,2.78033333333,3.42146666667,19.364,8.666
389.19,4.86166666667,22.532,10.22,3.09866666667,3.606,3.20566666667,7.382,2.79133333333,3.4862,19.335,8.643
389.55,4.91533333333,22.6396666667,10.185,3.12166666667,3.53566666667,3.12466666667,7.445,2.82966666667,3.5138,19.307,8.66733333333
389.91,4.96366666667,22.773,10.238,3.29733333333,3.561,3.17766666667,7.521,2.85066666667,3.56713333333,19.4623333333,8.68666666667
390.27,4.926,22.8216666667,10.267,3.24433333333,3.53633333333,3.08666666667,7.43766666667,2.869,3.521,19.5066666667,8.575
390.63,4.83733333333,22.9163333333,10.2846666667,3.206,3.50433333333,3.02966666667,7.31466666667,2.822,3.4374,19.4953333333,8.52566666667
391.00,4.923,22.96,10.478,3.34166666667,3.58866666667,3.05633333333,7.452,2.96466666667,3.556,19.7026666667,8.677
391.36,4.90733333333,23.0763333333,10.466,3.39633333333,3.575,3.05933333333,7.38833333333,2.94633333333,3.52193333333,19.6646666667,8.603
391.72,4.90033333333,23.111,10.482,3.41,3.59566666667,3.108,7.37166666667,2.994,3.4554,19.731,8.62266666667
392.08,4.906,23.3113333333,10.4793333333,3.48266666667,3.60266666667,3.25733333333,7.354,3.06433333333,3.50446666667,19.8433333333,8.64733333333
392.44,4.88433333333,23.2493333333,10.416,3.40566666667,3.55933333333,3.21533333333,7.22233333333,2.91733333333,3.41266666667,19.6873333333,8.60766666667
392.80,4.93166666667,23.3133333333,10.4746666667,3.481,3.55266666667,3.25033333333,7.26466666667,2.97,3.3846,19.6866666667,8.639
393.16,4.826,23.342,10.3713333333,3.41566666667,3.531,3.27366666667,7.15633333333,2.96733333333,3.32746666667,19.7023333333,8.60466666667
393.52,4.75833333333,23.3713333333,10.4116666667,3.35533333333,3.52466666667,3.306,7.073,2.84433333333,3.2406,19.6956666667,8.50466666667
393.88,4.827,23.498,10.514,3.44566666667,3.61566666667,3.46,7.09666666667,2.94133333333,3.3214,19.812,8.57
394.24,4.82366666667,23.5746666667,10.586,3.50166666667,3.57033333333,3.561,7.07033333333,2.94133333333,3.33106666667,19.8673333333,8.555
394.60,4.941,23.7423333333,10.6833333333,3.51733333333,3.62,3.634,7.147,3.044,3.404,20.0056666667,8.60833333333
394.96,5.018,23.9453333333,10.7426666667,3.584,3.678,3.73533333333,7.18,3.08933333333,3.41706666667,20.061,8.63833333333
395.32,5.083,24.0673333333,10.8616666667,3.64233333333,3.703,3.78733333333,7.18533333333,3.09733333333,3.44286666667,20.251,8.70866666667
395.68,5.04866666667,24.1546666667,10.868,3.64633333333,3.70233333333,3.853,7.144,3.09433333333,3.4604,20.2946666667,8.644
396.04,5.041,24.2146666667,10.947,3.60966666667,3.71266666667,3.774,7.20733333333,3.03866666667,3.39233333333,20.3353333333,8.60166666667
396.40,5.13133333333,24.427,11.111,3.71766666667,3.86633333333,3.85866666667,7.36366666667,3.211,3.48953333333,20.5366666667,8.691
396.76,5.10666666667,24.48,11.173,3.76666666667,3.881,3.90133333333,7.38166666667,3.257,3.5172,20.656,8.68933333333
397.12,5.18766666667,24.6013333333,11.2856666667,3.841,3.89333333333,3.95066666667,7.415,3.302,3.5012,20.6756666667,8.73433333333
397.48,5.277,24.7943333333,11.3993333333,3.995,4.055,4.09766666667,7.529,3.48366666667,3.6944,20.8463333333,8.796
397.84,5.27333333333,24.809,11.4493333333,3.97233333333,4.052,3.98,7.534,3.45033333333,3.66153333333,20.8543333333,8.803
398.20,5.32666666667,24.9386666667,11.5296666667,4.07833333333,4.17233333333,4.049,7.67366666667,3.55133333333,3.8402,21.0063333333,8.92966666667
398.56,5.241,24.856,11.465,4.017,4.138,3.931,7.69433333333,3.55633333333,3.83173333333,21.0113333333,8.89633333333
398.92,5.063,24.7593333333,11.3473333333,3.923,4.021,3.749,7.55933333333,3.44,3.70926666667,20.9583333333,8.76566666667
399.28,4.96033333333,24.7363333333,11.2783333333,3.829,3.95366666667,3.68066666667,7.51,3.337,3.61973333333,20.9363333333,8.62166666667
399.64,5.006,24.8713333333,11.372,3.969,4.01966666667,3.76966666667,7.69466666667,3.40766666667,3.7444,21.007,8.72466666667
400.00,5.05833333333,25.0423333333,11.5256666667,4.13933333333,4.108,3.88533333333,7.71033333333,3.53433333333,3.87493333333,21.0843333333,8.823
400.36,4.96466666667,25.0506666667,11.5113333333,4.108,4.04266666667,3.867,7.61366666667,3.429,3.8154,21.1016666667,8.74266666667
400.72,5.01333333333,25.083,11.547,4.13333333333,4.062,3.854,7.65733333333,3.41166666667,3.81833333333,21.1646666667,8.779
401.08,5.084,25.2326666667,11.6896666667,4.2,4.112,3.922,7.75366666667,3.47,3.92006666667,21.2706666667,8.811
401.44,5.06733333333,25.245,11.6583333333,4.156,4.04066666667,3.876,7.74933333333,3.40733333333,3.84453333333,21.3196666667,8.79966666667
401.80,5.022,25.297,11.654,4.15366666667,4.02833333333,3.91033333333,7.74833333333,3.34866666667,3.81953333333,21.2943333333,8.74866666667
402.16,5.03733333333,25.3506666667,11.659,4.109,3.96733333333,3.91266666667,7.75766666667,3.328,3.74933333333,21.3056666667,8.711
402.52,5.06066666667,25.45,11.724,4.15166666667,3.95833333333,3.967,7.69666666667,3.265,3.75193333333,21.3316666667,8.64333333333
402.88,5.20966666667,25.6083333333,11.893,4.22466666667,4.06,4.099,7.77233333333,3.385,3.88713333333,21.4773333333,8.74033333333
403.24,5.27833333333,25.7093333333,11.94,4.26566666667,4.06933333333,4.12633333333,7.77566666667,3.45533333333,3.89673333333,21.4736666667,8.763
403.60,5.307,25.7766666667,11.964,4.31233333333,4.09433333333,4.07166666667,7.76066666667,3.43366666667,3.8668,21.5423333333,8.77733333333
403.95,5.35466666667,25.8646666667,11.9576666667,4.35466666667,4.11366666667,4.09533333333,7.76166666667,3.50533333333,3.9192,21.613,8.83766666667
404.31,5.47733333333,26.061,12.0926666667,4.50333333333,4.23566666667,4.18633333333,7.89666666667,3.62166666667,4.05293333333,21.7486666667,8.96333333333
404.67,5.57866666667,26.169,12.2426666667,4.58033333333,4.31766666667,4.293,7.94033333333,3.69566666667,4.1646,21.807,9.03333333333
405.03,5.518,26.2303333333,12.2573333333,4.577,4.282,4.26666666667,7.91033333333,3.665,4.14793333333,21.8913333333,9.042
405.39,5.64,26.3266666667,12.3553333333,4.71033333333,4.39633333333,4.347,7.976,3.75166666667,4.22,22.057,9.16133333333
405.75,5.636,26.4486666667,12.3776666667,4.66366666667,4.38033333333,4.375,7.92933333333,3.76033333333,4.1798,22.0793333333,9.11366666667
406.11,5.571,26.432,12.3706666667,4.62033333333,4.33733333333,4.28833333333,7.78066666667,3.698,4.1218,22.1266666667,9.02366666667
406.47,5.55433333333,26.5013333333,12.3883333333,4.676,4.358,4.33133333333,7.79966666667,3.695,4.1532,22.128,9.02633333333
406.83,5.49966666667,26.5423333333,12.399,4.73466666667,4.305,4.31233333333,7.76866666667,3.666,4.11806666667,22.1366666667,9.03566666667
407.19,5.508,26.6553333333,12.481,4.764,4.363,4.321,7.809,3.713,4.2048,22.256,9.127
407.55,5.538,26.7843333333,12.5153333333,4.739,4.36466666667,4.388,7.81666666667,3.749,4.23093333333,22.329,9.119
407.90,5.481,26.809,12.5276666667,4.68966666667,4.306,4.34133333333,7.77466666667,3.662,4.14373333333,22.3946666667,9.07333333333
408.26,5.43233333333,26.8763333333,12.506,4.613,4.17433333333,4.308,7.67833333333,3.62133333333,4.0372,22.422,9.025
408.62,5.28766666667,26.9126666667,12.4363333333,4.47666666667,4.02966666667,4.19,7.64733333333,3.531,3.9276,22.3743333333,8.98266666667
408.98,5.287,26.9653333333,12.467,4.452,3.99566666667,4.20966666667,7.684,3.47466666667,3.8952,22.3786666667,8.92466666667
409.34,5.28066666667,27.1096666667,12.5576666667,4.45633333333,3.964,4.19133333333,7.77933333333,3.46966666667,3.91626666667,22.3786666667,8.905
409.70,5.40633333333,27.2263333333,12.718,4.59833333333,4.06,4.29933333333,7.89133333333,3.58233333333,4.0758,22.577,9.04333333333
410.06,5.499,27.4173333333,12.866,4.723,4.139,4.43566666667,8.071,3.65233333333,4.19586666667,22.7163333333,9.159
410.42,5.53966666667,27.5673333333,12.954,4.749,4.14833333333,4.44033333333,8.13066666667,3.649,4.2016,22.8556666667,9.189
410.77,5.57733333333,27.6556666667,13.038,4.73533333333,4.19166666667,4.441,8.15166666667,3.668,4.21453333333,22.8826666667,9.18366666667
411.13,5.612,27.718,13.0993333333,4.852,4.19533333333,4.48566666667,8.21366666667,3.70566666667,4.23806666667,22.8823333333,9.187
411.49,5.69633333333,27.7506666667,13.231,4.96566666667,4.19033333333,4.51766666667,8.25966666667,3.77766666667,4.26933333333,22.939,9.288
411.85,5.714,27.886,13.3176666667,4.98733333333,4.18966666667,4.525,8.28933333333,3.74566666667,4.27906666667,22.988,9.31833333333
412.21,5.698,27.856,13.394,5.01933333333,4.209,4.523,8.291,3.73033333333,4.31606666667,22.996,9.31033333333
412.57,5.77966666667,27.9876666667,13.4946666667,5.152,4.26633333333,4.571,8.26933333333,3.74166666667,4.32866666667,23.1366666667,9.30366666667
412.92,5.76,28.0456666667,13.576,5.222,4.34266666667,4.54733333333,8.26366666667,3.79366666667,4.372,23.2403333333,9.358
413.28,5.71,28.042,13.607,5.20333333333,4.29066666667,4.524,8.16133333333,3.773,4.34453333333,23.255,9.32533333333
413.64,5.67533333333,28.1096666667,13.5926666667,5.197,4.257,4.42466666667,8.14133333333,3.74833333333,4.29773333333,23.286,9.34866666667
414.00,5.70733333333,28.1456666667,13.6776666667,5.26233333333,4.29066666667,4.397,8.12733333333,3.803,4.28806666667,23.285,9.37933333333
414.36,5.85866666667,28.2686666667,13.8336666667,5.372,4.41966666667,4.52266666667,8.23733333333,4.007,4.39673333333,23.3956666667,9.58366666667
414.72,5.79966666667,28.2903333333,13.8083333333,5.28433333333,4.34433333333,4.48466666667,8.20066666667,3.922,4.36486666667,23.3936666667,9.513
415.07,5.75666666667,28.2236666667,13.819,5.10966666667,4.291,4.42033333333,8.10666666667,3.789,4.25966666667,23.4356666667,9.42733333333
415.43,5.66566666667,28.1926666667,13.7946666667,4.983,4.228,4.31233333333,8.029,3.67733333333,4.16746666667,23.4653333333,9.35166666667
415.79,5.698,28.2093333333,13.9016666667,5.00466666667,4.272,4.34166666667,8.107,3.73933333333,4.17733333333,23.6106666667,9.36266666667
416.15,5.68933333333,28.2443333333,13.9256666667,4.99033333333,4.261,4.328,8.155,3.68666666667,4.16793333333,23.742,9.32333333333
416.51,5.65033333333,28.189,13.9756666667,4.97566666667,4.294,4.331,8.177,3.72533333333,4.21846666667,23.8136666667,9.35866666667
416.86,5.724,28.269,14.014,4.97066666667,4.31566666667,4.345,8.223,3.75766666667,4.24413333333,23.8766666667,9.391
417.22,5.73833333333,28.3176666667,14.046,5.00433333333,4.354,4.33333333333,8.214,3.778,4.25206666667,23.982,9.43366666667
417.58,5.652,28.301,14.0803333333,4.91666666667,4.317,4.26366666667,8.157,3.68366666667,4.14213333333,23.9816666667,9.344
417.94,5.62966666667,28.3236666667,14.0723333333,4.91433333333,4.335,4.26466666667,8.20966666667,3.71233333333,4.14406666667,24.0313333333,9.34066666667
418.29,5.54666666667,28.272,14.0623333333,4.83466666667,4.25166666667,4.18166666667,8.161,3.581,4.06833333333,24.0166666667,9.22533333333
418.65,5.59733333333,28.3146666667,14.0966666667,4.89966666667,4.31666666667,4.19166666667,8.20433333333,3.637,4.092,24.1043333333,9.27
419.01,5.60733333333,28.4153333333,14.1423333333,4.96933333333,4.353,4.206,8.23133333333,3.66933333333,4.1412,24.156,9.29066666667
419.37,5.65133333333,28.475,14.2,5.036,4.41366666667,4.24966666667,8.26733333333,3.70533333333,4.1942,24.2253333333,9.291
419.73,5.61866666667,28.477,14.1626666667,4.993,4.383,4.208,8.22366666667,3.66866666667,4.17393333333,24.1933333333,9.28033333333
420.08,5.61566666667,28.4973333333,14.165,5.00133333333,4.39266666667,4.20033333333,8.234,3.674,4.175,24.2023333333,9.28133333333
420.44,5.627,28.5903333333,14.1783333333,4.99533333333,4.393,4.2,8.24633333333,3.64233333333,4.1338,24.2243333333,9.245
420.80,5.595,28.5373333333,14.1726666667,4.99966666667,4.372,4.19066666667,8.18333333333,3.61166666667,4.10993333333,24.218,9.23666666667
421.16,5.57833333333,28.532,14.178,4.94566666667,4.32366666667,4.16233333333,8.17833333333,3.58033333333,4.09153333333,24.1873333333,9.18733333333
421.51,5.59266666667,28.542,14.1803333333,4.98033333333,4.312,4.17133333333,8.17666666667,3.58433333333,4.13166666667,24.22,9.186
421.87,5.58133333333,28.5546666667,14.2046666667,4.94433333333,4.26666666667,4.15733333333,8.15733333333,3.544,4.12346666667,24.265,9.166
422.23,5.58333333333,28.5526666667,14.2173333333,4.96066666667,4.28366666667,4.14566666667,8.121,3.533,4.10666666667,24.3066666667,9.16233333333
422.58,5.57566666667,28.5806666667,14.237,4.96633333333,4.282,4.17133333333,8.107,3.53433333333,4.1106,24.36,9.176
422.94,5.60333333333,28.619,14.2723333333,4.97133333333,4.289,4.199,8.12933333333,3.56466666667,4.1108,24.446,9.19
423.30,5.61266666667,28.6686666667,14.309,4.97233333333,4.29533333333,4.21566666667,8.14633333333,3.587,4.1186,24.5283333333,9.222
423.66,5.62166666667,28.6753333333,14.313,4.964,4.32833333333,4.22733333333,8.14433333333,3.60366666667,4.11753333333,24.6096666667,9.198
424.01,5.62,28.6906666667,14.3453333333,4.929,4.311,4.22366666667,8.09466666667,3.57233333333,4.07233333333,24.6226666667,9.17566666667
424.37,5.64733333333,28.7036666667,14.398,4.95066666667,4.326,4.22833333333,8.09933333333,3.603,4.11493333333,24.699,9.21866666667
424.73,5.71133333333,28.8093333333,14.456,4.98733333333,4.37366666667,4.26566666667,8.19133333333,3.63766666667,4.17106666667,24.7766666667,9.264
425.08,5.71633333333,28.8273333333,14.489,5.01333333333,4.40866666667,4.28633333333,8.18066666667,3.60866666667,4.15833333333,24.8496666667,9.23733333333
425.44,5.75266666667,28.863,14.5636666667,5.047,4.449,4.35833333333,8.22266666667,3.665,4.19353333333,24.933,9.295
425.80,5.76066666667,28.8733333333,14.5866666667,5.06466666667,4.451,4.33266666667,8.22,3.62566666667,4.1574,24.9936666667,9.27733333333
426.16,5.749,28.905,14.614,5.05133333333,4.425,4.342,8.245,3.63833333333,4.15633333333,25.0483333333,9.268
426.51,5.76666666667,28.907,14.6853333333,5.06033333333,4.42466666667,4.36666666667,8.25733333333,3.64533333333,4.16326666667,25.1066666667,9.278
426.87,5.737,28.9083333333,14.6826666667,5.05366666667,4.41366666667,4.34566666667,8.23366666667,3.63666666667,4.15126666667,25.089,9.28666666667
427.23,5.703,28.9346666667,14.669,5.03366666667,4.37733333333,4.314,8.20733333333,3.613,4.12493333333,25.092,9.25366666667
427.58,5.71533333333,29.0096666667,14.733,5.098,4.38966666667,4.33666666667,8.221,3.61433333333,4.1574,25.1243333333,9.26766666667
427.94,5.73366666667,29.061,14.7533333333,5.143,4.41266666667,4.36866666667,8.27733333333,3.702,4.23093333333,25.2,9.36033333333
428.30,5.793,29.16,14.8063333333,5.17533333333,4.43133333333,4.41733333333,8.34133333333,3.732,4.243,25.2713333333,9.357
428.65,5.745,29.1623333333,14.8396666667,5.14933333333,4.403,4.378,8.27966666667,3.693,4.21013333333,25.322,9.259
429.01,5.74266666667,29.2073333333,14.8476666667,5.14933333333,4.40733333333,4.364,8.29466666667,3.743,4.22793333333,25.3333333333,9.318
429.37,5.73133333333,29.2796666667,14.854,5.10633333333,4.389,4.27666666667,8.26066666667,3.68333333333,4.209,25.351,9.24033333333
429.72,5.72433333333,29.349,14.864,5.08633333333,4.405,4.285,8.221,3.69466666667,4.2522,25.325,9.24866666667
430.08,5.742,29.492,14.8786666667,5.11866666667,4.46433333333,4.28433333333,8.22666666667,3.71166666667,4.28426666667,25.418,9.27433333333
430.44,5.724,29.564,14.877,5.116,4.46533333333,4.216,8.20533333333,3.66166666667,4.2518,25.4443333333,9.234
430.79,5.76133333333,29.6146666667,14.9176666667,5.12466666667,4.49433333333,4.187,8.20466666667,3.619,4.256,25.5323333333,9.182
431.15,5.77433333333,29.644,14.9476666667,5.11233333333,4.526,4.208,8.203,3.61266666667,4.251,25.5693333333,9.18633333333
431.50,5.772,29.6523333333,14.9663333333,5.09566666667,4.51233333333,4.197,8.19966666667,3.591,4.2346,25.5966666667,9.19566666667
431.86,5.797,29.7633333333,15.0586666667,5.09766666667,4.55333333333,4.19766666667,8.20866666667,3.55433333333,4.235,25.638,9.12866666667
432.22,5.71933333333,29.7833333333,15.035,5.033,4.51733333333,4.155,8.10033333333,3.51433333333,4.20993333333,25.652,9.11433333333
432.57,5.71233333333,29.7916666667,15.025,5.04033333333,4.48866666667,4.13566666667,8.07766666667,3.50133333333,4.17446666667,25.689,9.103
432.93,5.736,29.8326666667,15.0503333333,5.05333333333,4.50233333333,4.15233333333,8.08733333333,3.48233333333,4.17886666667,25.7766666667,9.093
433.29,5.748,29.84,15.0836666667,5.08233333333,4.50933333333,4.22266666667,8.08966666667,3.51266666667,4.17686666667,25.825,9.13
433.64,5.778,29.8763333333,15.1263333333,5.114,4.523,4.24033333333,8.07166666667,3.52766666667,4.1664,25.9276666667,9.134
434.00,5.74766666667,29.8203333333,15.137,5.07966666667,4.515,4.226,8.032,3.513,4.14413333333,25.903,9.11733333333
434.35,5.708,29.801,15.1343333333,5.029,4.512,4.23333333333,7.99,3.501,4.128,25.8853333333,9.09233333333
434.71,5.68966666667,29.8376666667,15.1383333333,5.02033333333,4.51733333333,4.21433333333,7.95933333333,3.49033333333,4.1114,25.9136666667,9.07933333333
435.07,5.70933333333,29.8606666667,15.1846666667,5.02266666667,4.53666666667,4.212,7.94,3.47666666667,4.11146666667,25.93,9.08433333333
435.42,5.738,29.895,15.233,5.03766666667,4.558,4.21933333333,7.934,3.51533333333,4.137,25.9576666667,9.095
435.78,5.757,29.864,15.2076666667,5.03,4.54233333333,4.193,7.90633333333,3.52533333333,4.1236,26.0093333333,9.09933333333
436.13,5.74466666667,29.8386666667,15.251,5.059,4.56866666667,4.20533333333,7.91666666667,3.49633333333,4.11933333333,26.0566666667,9.07766666667
436.49,5.757,29.9186666667,15.303,5.06466666667,4.61666666667,4.259,7.93033333333,3.522,4.13833333333,26.103,9.10366666667
436.84,5.79266666667,29.9926666667,15.3523333333,5.08933333333,4.64033333333,4.28066666667,7.953,3.582,4.14613333333,26.1226666667,9.162
437.20,5.75366666667,30.054,15.355,5.11266666667,4.617,4.22466666667,7.958,3.57433333333,4.1438,26.163,9.16566666667
437.56,5.76366666667,30.1866666667,15.4013333333,5.14366666667,4.65666666667,4.24833333333,8.00533333333,3.61333333333,4.15793333333,26.2263333333,9.21266666667
437.91,5.78133333333,30.291,15.4443333333,5.198,4.66166666667,4.27366666667,8.021,3.602,4.1628,26.3216666667,9.22066666667
438.27,5.84933333333,30.4136666667,15.4973333333,5.29666666667,4.69733333333,4.33766666667,8.08166666667,3.65333333333,4.22146666667,26.4146666667,9.26466666667
438.62,5.85833333333,30.4396666667,15.5403333333,5.329,4.67333333333,4.40266666667,8.12,3.66433333333,4.2336,26.4806666667,9.3
438.98,5.84033333333,30.4743333333,15.554,5.34433333333,4.65566666667,4.37966666667,8.155,3.69266666667,4.23553333333,26.5293333333,9.336
439.33,5.83433333333,30.5633333333,15.5966666667,5.388,4.66366666667,4.39366666667,8.193,3.689,4.24446666667,26.5986666667,9.35166666667
439.69,5.83766666667,30.6516666667,15.6716666667,5.46333333333,4.67733333333,4.446,8.217,3.70366666667,4.2786,26.701,9.39933333333
440.04,5.87166666667,30.6986666667,15.6603333333,5.469,4.67,4.44666666667,8.23133333333,3.72333333333,4.25626666667,26.7216666667,9.399
440.40,5.86466666667,30.73,15.672,5.459,4.647,4.42266666667,8.23133333333,3.713,4.24993333333,26.715,9.38533333333
440.75,5.85933333333,30.7723333333,15.7126666667,5.47533333333,4.64566666667,4.43666666667,8.228,3.71233333333,4.24886666667,26.779,9.36933333333
441.11,5.896,30.8503333333,15.7456666667,5.50066666667,4.69466666667,4.46433333333,8.25466666667,3.74066666667,4.2656,26.835,9.384
441.47,5.86566666667,30.825,15.7723333333,5.48,4.68633333333,4.48466666667,8.26133333333,3.722,4.2604,26.8433333333,9.37533333333
441.82,5.92266666667,30.8826666667,15.82,5.501,4.69466666667,4.52933333333,8.298,3.75533333333,4.29113333333,26.8826666667,9.41766666667
442.18,5.85633333333,30.8943333333,15.8373333333,5.44266666667,4.64833333333,4.48733333333,8.23666666667,3.69633333333,4.22466666667,26.903,9.37866666667
442.53,5.86666666667,30.9826666667,15.8853333333,5.452,4.67833333333,4.485,8.23466666667,3.69,4.2182,26.934,9.38133333333
442.89,5.85866666667,31.026,15.913,5.47066666667,4.674,4.49666666667,8.18766666667,3.64166666667,4.21146666667,26.9453333333,9.32166666667
443.24,5.884,31.0673333333,15.9516666667,5.46233333333,4.684,4.51633333333,8.17,3.66833333333,4.24633333333,26.9833333333,9.35366666667
443.60,5.86933333333,31.1106666667,15.913,5.416,4.69066666667,4.48066666667,8.14966666667,3.648,4.20826666667,26.9393333333,9.30066666667
443.95,5.855,31.2066666667,15.9663333333,5.468,4.70266666667,4.47066666667,8.16666666667,3.642,4.2492,26.9833333333,9.307
444.31,5.84666666667,31.217,15.9586666667,5.496,4.71566666667,4.46566666667,8.15366666667,3.638,4.23906666667,27.0186666667,9.32733333333
444.66,5.87166666667,31.273,16.003,5.53433333333,4.733,4.493,8.18466666667,3.63833333333,4.2836,27.044,9.33366666667
445.02,5.895,31.338,16.047,5.53166666667,4.74866666667,4.51633333333,8.17866666667,3.62866666667,4.3058,27.0873333333,9.35666666667
445.37,5.93166666667,31.4096666667,16.056,5.572,4.73833333333,4.50133333333,8.17933333333,3.65733333333,4.31606666667,27.1133333333,9.359
445.72,5.915,31.4023333333,16.061,5.58633333333,4.754,4.49733333333,8.16333333333,3.68,4.314,27.118,9.35066666667
446.08,5.98733333333,31.4923333333,16.1393333333,5.642,4.76666666667,4.512,8.26566666667,3.721,4.36826666667,27.1796666667,9.41833333333
446.43,6.002,31.4833333333,16.15,5.664,4.76633333333,4.479,8.29566666667,3.739,4.40393333333,27.2056666667,9.42566666667
446.79,6.004,31.523,16.1633333333,5.67666666667,4.78866666667,4.508,8.317,3.74633333333,4.40346666667,27.239,9.44066666667
447.14,5.99966666667,31.551,16.1516666667,5.69,4.76533333333,4.48366666667,8.32033333333,3.73933333333,4.3836,27.252,9.42033333333
447.50,6.034,31.593,16.2166666667,5.75233333333,4.79433333333,4.53,8.36066666667,3.78266666667,4.4208,27.3196666667,9.475
447.85,6.062,31.622,16.253,5.76333333333,4.82133333333,4.55266666667,8.392,3.81666666667,4.43653333333,27.3746666667,9.50866666667
448.21,6.05466666667,31.6353333333,16.2996666667,5.75266666667,4.77733333333,4.52666666667,8.377,3.80066666667,4.4394,27.401,9.52
448.56,6.059,31.6646666667,16.2976666667,5.74833333333,4.79466666667,4.50266666667,8.34566666667,3.826,4.41833333333,27.4343333333,9.53933333333
448.92,6.06233333333,31.6546666667,16.338,5.76133333333,4.81066666667,4.50966666667,8.381,3.85133333333,4.4234,27.4346666667,9.548
449.27,6.036,31.6476666667,16.3576666667,5.77066666667,4.85033333333,4.49766666667,8.36766666667,3.84966666667,4.4278,27.456,9.55766666667
449.62,6.04833333333,31.6983333333,16.369,5.79133333333,4.849,4.492,8.352,3.813,4.41566666667,27.4773333333,9.52733333333
449.98,6.03433333333,31.692,16.342,5.78366666667,4.86533333333,4.465,8.30666666667,3.818,4.41573333333,27.5043333333,9.489
450.33,6.023,31.747,16.356,5.79866666667,4.856,4.48066666667,8.263,3.80833333333,4.39506666667,27.5076666667,9.50566666667
450.69,6.02933333333,31.775,16.4,5.79133333333,4.856,4.45566666667,8.28366666667,3.81466666667,4.39753333333,27.5336666667,9.538
451.04,6.00933333333,31.7823333333,16.4133333333,5.78066666667,4.873,4.455,8.26733333333,3.79266666667,4.38986666667,27.547,9.52633333333
451.40,5.95166666667,31.8086666667,16.4296666667,5.743,4.837,4.40066666667,8.19,3.747,4.3654,27.5453333333,9.49933333333
451.75,5.909,31.8163333333,16.4196666667,5.725,4.80266666667,4.373,8.127,3.702,4.32606666667,27.5406666667,9.478
452.10,5.93866666667,31.916,16.489,5.77333333333,4.856,4.404,8.15333333333,3.71233333333,4.3494,27.6393333333,9.489
452.46,5.89966666667,31.9753333333,16.5203333333,5.80266666667,4.839,4.40933333333,8.143,3.67266666667,4.35146666667,27.6543333333,9.47066666667
452.81,5.89833333333,31.983,16.5576666667,5.82333333333,4.83966666667,4.38533333333,8.13766666667,3.65766666667,4.35466666667,27.6416666667,9.45
453.17,5.92066666667,31.996,16.6046666667,5.84266666667,4.83933333333,4.40966666667,8.18566666667,3.678,4.3884,27.6716666667,9.48466666667
453.52,5.911,32.0216666667,16.6663333333,5.83,4.84466666667,4.4,8.23866666667,3.69766666667,4.41853333333,27.7253333333,9.536
453.87,5.94566666667,32.1003333333,16.7286666667,5.895,4.89,4.44366666667,8.24433333333,3.726,4.45786666667,27.79,9.59233333333
