wavelength,Back_ConBicm,Belly_ConBicm,Breast_ConBicm,Crissum_ConBicm,Crown_ConBicm,DorTail_ConBicm,Patch10_ConBicm,Rump_ConBicm,Throat_ConBicm,WingTip_ConBicm
315.54,6.08377777778,6.54755555556,1.84844444444,5.51822222222,4.18444444444,5.55544444445,10.3561111111,7.92877777778,9.415,4.42488888889
315.91,5.88288888889,6.41433333333,1.71088888889,5.44433333333,4.15511111111,5.49211111111,10.1854444445,7.75833333333,9.28377777778,4.43977777778
316.28,6.01277777778,6.57911111111,1.96744444444,5.71244444445,4.27322222222,5.63655555556,10.4657777778,7.932,9.41633333333,4.69433333333
316.64,6.27788888889,6.79066666667,2.22433333334,6.01811111111,4.45211111111,5.62655555556,10.6468888889,8.06577777778,9.64555555556,4.94433333333
317.01,6.13177777778,6.696,2.173,5.88822222222,4.38722222222,5.62344444445,10.4773333333,7.82044444444,9.41522222222,4.847
317.38,6.07777777778,6.83133333333,2.28177777778,5.70622222222,4.54611111111,5.67833333333,10.4066666667,7.71455555556,9.24988888889,4.88266666667
317.75,6.26444444444,7.31766666668,2.64633333333,5.98377777778,4.85355555555,6.02955555555,10.6971111111,8.05433333333,9.46522222222,5.18
318.12,6.28955555556,7.50744444446,2.82,6.08155555556,4.94855555556,6.16611111111,10.7898888889,8.09688888889,9.49466666666,5.17088888889
318.49,6.43466666667,7.73944444444,3.04555555555,6.22922222222,5.11588888889,6.30722222222,10.9266666667,8.34211111111,9.44122222222,5.33933333333
318.85,6.37977777778,7.54499999999,2.81722222222,6.05022222222,4.90311111111,6.08233333333,10.8028888889,8.22944444445,9.22955555557,5.33677777778
319.22,7.07233333334,8.07766666666,3.55233333333,6.62522222222,5.48766666667,6.73266666667,11.3222222222,8.72511111111,9.77677777778,5.88466666666
319.59,7.679,8.87822222222,4.45155555556,7.34511111111,6.25388888889,7.51033333334,11.951,9.41655555555,10.447,6.65577777778
319.96,8.192,9.235,4.62122222222,7.56188888889,6.55511111111,7.68155555556,12.3678888889,9.57922222221,10.8104444444,6.79055555556
320.32,8.28911111111,9.35944444443,4.487,7.55755555556,6.60611111111,7.58655555556,12.2716666667,9.57944444443,10.7868888889,6.77188888889
320.69,8.39022222222,9.26833333333,4.271,7.411,6.35966666667,7.54477777778,12.3432222222,9.57166666667,10.6955555556,6.56566666667
321.06,8.43811111111,9.27011111111,4.22822222222,7.45444444444,6.24633333334,7.53766666667,12.4674444444,9.71844444444,10.8326666667,6.59
321.43,8.48677777778,9.291,4.14655555555,7.503,6.11388888889,7.38833333333,12.5364444445,9.78288888889,10.9316666667,6.64866666667
321.80,8.69155555556,9.35155555555,4.34233333333,7.72655555556,6.22977777778,7.31155555556,12.6543333333,9.92966666666,11.1715555556,6.66588888889
322.16,8.88266666667,9.38444444443,4.25344444444,7.79811111111,6.16611111111,7.24011111111,12.7324444444,10.0371111111,11.3111111111,6.72077777778
322.53,8.57488888889,9.09811111111,3.82855555556,7.40388888889,5.81711111111,6.95688888889,12.4035555555,9.78411111111,11.1318888889,6.26077777778
322.90,8.37833333333,9.00722222222,3.81333333333,7.27377777778,5.863,6.927,12.4572222222,9.63244444444,11.1621111111,6.16911111111
323.27,8.12577777778,8.8828888889,3.71588888889,7.17355555556,5.73255555556,6.70111111111,12.2846666667,9.51433333332,10.9721111111,5.93411111111
323.63,7.789,8.56900000001,3.41333333334,6.75844444444,5.34744444445,6.28355555555,12.2002222222,9.26466666667,10.7731111111,5.70844444444
324.00,7.63433333333,8.52177777778,3.46077777778,6.68011111111,5.37566666667,6.28555555555,12.1447777778,9.28522222223,10.6275555555,5.592
324.37,7.62566666667,8.536,3.59777777778,6.72777777778,5.34977777778,6.35055555556,12.3893333333,9.281,10.8274444444,5.55855555556
324.74,7.74066666667,8.84100000001,3.837,6.83155555556,5.70388888889,6.47388888889,12.4267777778,9.33799999999,11.0871111111,5.63733333333
325.10,7.882,9.13099999999,3.99266666667,7.03533333333,5.99344444444,6.58855555556,12.6295555556,9.45066666667,11.1998888889,5.78666666667
325.47,8.16188888889,9.24766666667,4.05477777778,7.25644444444,6.26955555556,6.80077777778,12.8265555556,9.72355555556,11.3842222222,5.94422222222
325.84,8.09022222222,9.27799999999,3.97922222222,7.25822222222,6.34588888889,6.90244444444,12.838,9.74844444443,11.2831111111,5.98433333333
326.21,8.23455555555,9.51511111111,4.30888888889,7.48455555555,6.537,7.19388888889,12.9893333334,9.91544444446,11.3817777778,6.21844444445
326.57,8.54755555556,9.72399999999,4.61633333333,7.75555555555,6.78688888889,7.36811111111,13.2001111111,10.0805555555,11.58,6.56511111111
326.94,8.75222222222,10.0914444445,4.78222222222,7.96511111111,6.92844444445,7.63133333334,13.3691111111,10.3827777778,11.8564444445,6.64811111111
327.31,8.91966666667,10.3861111111,4.89666666667,8.08522222222,7.17533333333,7.84933333334,13.5385555556,10.5492222222,12.1001111111,6.79311111111
327.67,9.149,10.5874444444,4.99688888889,8.22844444444,7.31088888889,7.93566666667,13.6051111111,10.5424444444,12.1921111111,6.87155555555
328.04,9.18288888889,10.4834444444,4.97311111111,8.219,7.23222222222,7.82577777778,13.619,10.4522222222,12.2418888889,6.856
328.41,8.91855555556,10.4041111111,4.87555555556,8.02033333334,7.08522222222,7.68122222222,13.4403333333,10.3412222222,12.0946666667,6.77755555556
328.78,9.06133333333,10.5748888889,5.13466666667,8.32611111111,7.14988888889,7.89655555556,13.6597777778,10.5746666667,12.2353333333,7.05744444445
329.14,9.34133333333,10.7467777778,5.32955555556,8.54555555555,7.385,8.181,13.7206666667,10.6765555556,12.5454444445,7.09655555556
329.51,9.24433333333,10.6827777778,5.47877777778,8.51488888889,7.38666666667,8.17233333333,13.6747777778,10.5321111111,12.5732222222,7.09122222222
329.88,9.44366666667,10.8648888889,5.69933333333,8.65444444444,7.47377777778,8.27788888889,13.9504444445,10.4286666667,12.731,7.171
330.24,9.09766666667,10.5665555556,5.448,8.31388888889,7.18,7.83233333333,13.6538888889,9.95333333333,12.4663333333,6.61755555556
330.61,9.19166666667,10.9302222222,5.63722222222,8.57744444444,7.48555555556,8.01966666667,13.9415555556,10.1824444444,12.5648888889,6.717
330.98,9.20666666667,10.801,5.68688888889,8.66033333333,7.39955555556,7.88377777778,13.9901111111,10.0362222222,12.5224444445,6.61422222222
331.34,8.97088888889,10.5481111111,5.48933333333,8.51688888889,7.03977777778,7.50266666667,13.9028888889,9.82588888891,12.2904444444,6.27344444444
331.71,8.83855555555,10.5568888889,5.43366666667,8.41455555556,7.027,7.393,13.883,9.83955555553,12.1763333334,6.08966666667
332.08,8.82688888889,10.75,5.49666666667,8.51455555556,7.11033333333,7.51144444444,14.0457777778,9.93600000002,12.2257777778,6.07577777778
332.44,9.09255555556,10.8814444444,5.61655555555,8.721,7.37711111111,7.55855555555,14.2101111111,10.0507777778,12.3217777778,6.18622222222
332.81,9.01188888889,10.7387777778,5.47155555556,8.60622222222,7.27677777778,7.33833333334,14.145,9.95522222224,12.1831111111,5.953
333.18,9.033,10.7808888889,5.58444444445,8.76055555556,7.36522222222,7.31011111111,14.3697777778,10.068,12.2065555555,6.07711111111
333.54,9.13877777778,10.9722222222,5.49866666666,8.82288888889,7.33211111111,7.35666666667,14.4874444444,10.1343333333,12.2998888889,6.04788888889
333.91,9.17655555555,10.8722222222,5.37444444444,8.84644444444,7.28211111111,7.234,14.2853333333,10.2013333333,12.1951111111,6.00766666667
334.28,9.62077777778,11.2774444444,5.763,9.40411111112,7.71566666667,7.60744444444,14.7257777778,10.7252222222,12.5222222222,6.46855555556
334.64,9.41311111111,10.9672222222,5.45988888889,9.18822222222,7.31744444444,7.24966666667,14.405,10.3656666667,12.3147777778,5.98577777778
335.01,9.42466666667,11.0955555555,5.28177777778,9.06033333334,7.286,7.14911111111,14.3448888889,10.2637777778,12.1957777778,5.819
335.38,9.61922222222,11.2281111111,5.375,9.21522222222,7.50477777778,7.33455555555,14.5038888889,10.3741111111,12.3741111111,5.97244444444
335.74,9.77577777778,11.3738888889,5.44188888889,9.54366666667,7.68844444445,7.51166666667,14.7004444445,10.5178888889,12.6557777778,6.08055555556
336.11,9.95566666668,11.5278888889,5.56788888889,9.7158888889,7.87155555556,7.58711111111,14.8246666667,10.5494444444,12.8632222222,6.14211111111
336.47,10.0835555555,11.7976666667,5.73455555556,10.0391111111,8.12533333333,7.77211111111,15.0107777778,10.6592222222,13.0226666667,6.14211111111
336.84,10.2105555556,11.9654444444,5.81244444444,10.2131111111,8.26333333334,7.981,14.9907777778,10.6972222222,13.1581111111,6.25766666667
337.21,10.1717777778,12.0091111111,5.66955555556,10.0287777778,8.07744444444,7.82733333333,14.793,10.6185555556,13.0502222222,5.96822222222
337.57,10.0555555556,11.9371111111,5.67888888889,10.0676666667,8.15933333333,7.756,14.7897777778,10.6667777778,13.0095555556,5.84055555556
337.94,9.98655555555,12.0377777778,5.69077777778,10.1168888889,8.13533333334,7.73955555556,14.8347777778,10.6091111111,13.119,5.76311111111
338.31,9.73388888889,11.8576666667,5.511,9.83733333331,7.94755555556,7.64411111111,14.5926666667,10.2997777778,13.0131111111,5.629
338.67,9.871,12.0988888889,5.72511111111,10.0608888889,8.18611111111,7.94322222222,14.87,10.5078888889,13.2092222222,5.91477777778
339.04,9.98277777777,12.2058888889,5.98288888889,10.3738888889,8.32611111111,8.21088888889,15.0508888889,10.5996666667,13.4063333333,6.08366666667
339.40,10.1348888889,12.3657777778,6.105,10.5568888889,8.47477777778,8.44122222222,15.2922222222,10.7152222222,13.5961111111,6.15044444445
339.77,10.2024444445,12.396,6.108,10.5908888889,8.48355555556,8.44066666666,15.3254444444,10.7254444444,13.5442222222,6.15133333334
340.14,10.1663333333,12.4071111111,6.09066666667,10.6482222222,8.398,8.40266666667,15.3765555556,10.8192222222,13.4918888889,6.207
340.50,10.2653333333,12.3997777778,6.15166666667,10.6256666667,8.28377777778,8.42044444444,15.3401111111,10.9085555556,13.6133333333,6.30466666667
340.87,10.2968888889,12.4711111111,6.18388888889,10.6781111111,8.43822222222,8.33677777778,15.5488888889,10.89,13.6453333333,6.26411111111
341.23,10.4481111111,12.5491111111,6.40366666667,10.8178888889,8.75155555557,8.37244444444,15.7184444444,10.9575555556,13.7243333333,6.43388888889
341.60,10.6266666667,12.6928888889,6.529,10.9572222222,8.8591111111,8.43666666667,15.7621111111,11.0192222222,13.8772222222,6.49677777778
341.96,10.8685555556,12.9343333333,6.76433333334,11.1861111111,9.22900000001,8.68255555556,16.0611111111,11.2108888889,14.1496666667,6.71877777778
342.33,11.1088888889,13.1527777778,6.95433333333,11.5703333333,9.56200000001,8.784,16.3488888889,11.5057777778,14.4121111111,6.86511111111
342.70,11.1374444445,13.1867777778,6.97988888889,11.601,9.6551111111,8.74333333333,16.3822222222,11.5173333333,14.5507777778,6.756
343.06,11.3315555555,13.307,7.16411111111,11.8214444445,9.83077777777,8.88711111111,16.5715555556,11.8322222222,14.7601111111,6.93511111111
343.43,11.4187777778,13.4487777778,7.30344444444,12.0168888889,10.0145555555,8.88811111111,16.6815555555,11.9107777778,14.8721111111,7.11044444444
343.79,11.6244444444,13.6227777778,7.55566666667,12.1692222222,10.2691111111,9.11911111111,16.9036666666,12.1215555556,15.0906666667,7.22088888889
344.16,11.8563333333,13.7798888889,7.77322222222,12.3817777778,10.5283333333,9.231,17.0106666667,12.3074444444,15.2541111111,7.32455555556
344.52,12.1347777778,13.9862222222,7.977,12.6426666667,10.8643333333,9.46144444445,17.3955555556,12.4651111111,15.4808888889,7.43244444445
344.89,12.3924444445,14.1804444444,8.16033333333,12.9173333333,11.0587777778,9.69488888889,17.598,12.6921111111,15.7856666667,7.62944444444
345.25,12.541,14.3562222222,8.23911111111,13.1993333333,11.1551111111,9.92255555556,17.8026666667,12.7706666667,16.0633333333,7.77622222222
345.62,12.7202222222,14.5201111111,8.37166666667,13.509,11.3116666666,10.0204444444,18.0522222222,12.9486666667,16.2087777778,7.891
345.99,12.7925555556,14.5151111111,8.39411111111,13.6378888889,11.323,10.02,18.0894444445,13.0517777778,16.3171111111,7.81611111111
346.35,12.8801111111,14.6113333333,8.307,13.6958888889,11.2445555556,10.0362222222,18.1735555555,13.0317777778,16.3344444444,7.72855555556
346.72,13.1094444444,14.7855555555,8.49611111111,13.9204444445,11.4314444445,10.222,18.444,13.2756666667,16.5636666667,7.94333333333
347.08,13.1565555556,14.9266666667,8.55933333333,14.0425555556,11.6134444444,10.1725555555,18.505,13.2428888889,16.6927777778,7.97677777778
347.45,13.2638888889,14.9441111111,8.55855555556,14.0776666667,11.6603333333,10.1942222222,18.4822222222,13.2234444445,16.7311111111,7.98888888889
347.81,13.3175555556,15.0912222222,8.66411111111,14.3024444445,11.6914444444,10.1788888889,18.4968888889,13.2872222222,16.8527777778,8.09344444445
348.18,13.2277777778,15.1355555555,8.632,14.2665555556,11.6965555556,10.305,18.5097777778,13.1586666667,16.9016666667,8.01444444444
348.54,13.0507777778,15.0617777778,8.49555555555,14.1384444444,11.4862222222,10.1513333333,18.2818888889,13.0366666667,16.7782222222,7.85044444444
348.91,12.996,15.0655555556,8.55344444444,14.125,11.4455555555,10.1586666667,18.2496666666,13.0508888889,16.7416666667,7.70611111111
349.27,12.9963333333,15.0431111111,8.54122222222,14.0673333334,11.4062222222,10.0705555556,18.1548888889,13.1053333333,16.6494444444,7.58544444444
349.64,13.0566666667,15.2135555555,8.70044444444,14.1583333333,11.5865555555,10.2311111111,18.2626666667,13.1613333333,16.8531111111,7.74977777778
350.00,13.0305555556,15.2335555556,8.71333333334,14.1903333333,11.7021111111,10.1945555556,18.2585555555,13.1633333333,16.7671111111,7.84488888889
350.37,13.1313333333,15.424,8.96166666667,14.37,11.9084444445,10.3516666667,18.4183333333,13.3262222222,16.9251111111,8.03711111111
350.73,13.3066666667,15.7544444444,9.18022222222,14.6942222222,12.0982222222,10.4833333333,18.5678888889,13.4288888889,17.0832222222,8.14366666667
351.10,13.3992222222,15.9492222222,9.33200000001,14.7866666667,12.2874444445,10.667,18.7128888889,13.5634444445,17.2136666667,8.19288888889
351.46,13.5596666667,16.1304444444,9.59344444443,15.0013333333,12.5005555555,10.769,18.9128888889,13.7092222222,17.4515555556,8.27411111111
351.83,13.4792222222,16.0508888889,9.49544444443,14.9571111111,12.5211111111,10.6727777778,18.8902222222,13.5761111111,17.391,8.09322222222
352.19,13.6935555555,16.228,9.69855555557,15.2195555556,12.6334444444,10.7455555555,19.0702222222,13.7841111111,17.596,8.21877777777
352.55,13.9046666667,16.4532222222,9.94566666668,15.4872222222,12.878,10.9706666667,19.3131111111,14.0335555555,17.7892222222,8.4391111111
352.92,13.9743333333,16.5427777778,10.0592222222,15.5927777778,13.0148888889,11.0036666667,19.4345555556,14.1102222222,17.9537777778,8.56699999999
353.28,14.0928888889,16.7395555556,10.1725555556,15.8537777778,13.1077777778,11.1523333333,19.6617777778,14.2916666667,18.2456666667,8.65722222223
353.65,14.0275555556,16.6852222222,10.1517777778,15.8613333333,13.0223333333,11.1112222222,19.6203333333,14.2183333333,18.2406666667,8.49077777778
354.01,14.1883333333,16.9446666667,10.2873333333,15.9931111111,13.1201111111,11.2953333333,19.8122222222,14.3012222222,18.505,8.54455555556
354.38,14.2935555556,16.9818888889,10.3802222222,16.075,13.2266666667,11.3787777778,19.9217777778,14.3508888889,18.6591111111,8.56288888889
354.74,14.15,16.7222222222,10.1622222222,15.8875555555,13.0671111111,11.1534444444,19.6868888889,14.2573333333,18.6058888889,8.37533333333
355.11,14.112,16.6002222222,10.0776666667,15.8841111111,12.9282222222,11.0195555556,19.663,14.1671111111,18.4778888889,8.25511111111
355.47,14.0863333333,16.7142222222,10.0768888889,15.9528888889,12.8741111111,11.035,19.7384444444,14.3032222222,18.5468888889,8.29344444445
355.83,14.181,16.869,10.2215555555,16.0143333334,12.9048888889,11.2102222222,19.7591111111,14.3763333334,18.7324444445,8.423
356.20,14.2186666667,16.9323333333,10.2637777778,16.004,12.9982222222,11.216,19.8071111111,14.4267777778,18.7756666667,8.49122222222
356.56,14.2994444444,17.0716666667,10.3613333334,16.1344444444,13.0525555555,11.2493333333,19.8314444444,14.4394444444,18.8366666667,8.50744444444
356.93,14.4374444444,17.2224444444,10.4836666667,16.2904444444,13.1402222222,11.3813333333,19.9322222222,14.5001111111,18.8724444445,8.60233333333
357.29,14.4011111111,17.2416666667,10.5646666667,16.304,13.2188888889,11.4098888889,19.899,14.4966666667,18.8674444444,8.62166666667
357.66,14.5418888889,17.4006666667,10.6618888889,16.4047777778,13.3322222222,11.4586666667,20.0224444444,14.627,18.969,8.69888888889
358.02,14.5106666667,17.4003333333,10.7297777778,16.5043333334,13.2812222222,11.4073333333,19.9608888889,14.6886666666,18.9886666667,8.62388888889
358.38,14.5992222222,17.5624444444,10.8252222222,16.6238888889,13.3202222222,11.4736666667,19.9925555556,14.8378888889,19.0907777778,8.67688888889
358.75,14.9021111111,17.8286666666,11.1847777778,16.8861111111,13.5366666667,11.712,20.3325555556,15.0485555556,19.3275555556,8.88544444444
359.11,15.0182222222,18.0283333333,11.3978888889,17.0055555556,13.6508888889,11.8682222222,20.4507777778,15.1694444444,19.5227777778,9.07855555556
359.48,15.0631111111,18.0795555556,11.4513333333,17.0405555555,13.7348888889,11.9138888889,20.5152222222,15.1207777778,19.5572222222,9.09955555557
359.84,15.0925555556,18.1805555555,11.5406666666,17.2104444444,13.819,11.9645555556,20.7184444444,15.2438888889,19.6627777778,9.12811111111
360.20,15.1716666666,18.3403333333,11.6732222222,17.4936666667,13.8906666667,12.0958888889,20.8668888889,15.3765555555,19.8076666667,9.23544444443
360.57,15.122,18.3662222222,11.695,17.5078888889,13.8867777778,12.0911111111,20.9815555556,15.3912222222,19.9024444444,9.20533333333
360.93,15.1272222222,18.4494444444,11.6984444445,17.5866666666,13.8684444444,12.0904444444,21.075,15.46,20.0162222222,9.20422222223
361.29,15.0771111111,18.5334444444,11.7318888889,17.588,13.8601111111,12.0823333334,21.1172222222,15.4095555556,20.0827777778,9.21855555556
361.66,15.1442222222,18.6293333333,11.8601111111,17.6592222222,13.9584444444,12.2333333333,21.1765555556,15.4983333333,20.1166666666,9.34044444443
362.02,15.2747777778,18.7994444444,12.0063333333,17.7725555555,14.0867777778,12.366,21.3138888889,15.6057777778,20.2108888889,9.49100000001
362.39,15.2588888889,18.8494444444,12.1637777778,17.8036666667,14.1401111111,12.3512222222,21.3718888889,15.5496666666,20.2591111111,9.49066666664
362.75,15.132,18.896,12.1238888889,17.8076666666,14.1474444445,12.3774444444,21.3296666667,15.5422222222,20.2034444444,9.48988888888
363.11,15.1894444445,18.9995555556,12.1643333333,17.9192222222,14.191,12.4071111111,21.4034444444,15.6308888889,20.292,9.48800000001
363.48,15.1775555555,18.9502222222,12.1717777778,17.9902222222,14.1462222222,12.348,21.3756666667,15.6636666667,20.359,9.41944444443
363.84,15.1957777778,19.024,12.3067777778,18.0173333334,14.2222222222,12.3315555556,21.3284444444,15.6882222222,20.3597777778,9.42166666667
364.20,15.1596666667,19.0467777778,12.3328888889,17.9992222222,14.2624444444,12.2991111111,21.2685555556,15.6621111111,20.3338888889,9.30033333332
364.57,15.2017777778,19.1544444445,12.4961111111,18.0766666667,14.3321111111,12.3042222222,21.286,15.7043333333,20.4548888889,9.34899999998
364.93,15.2284444445,19.2512222222,12.6541111111,18.1293333333,14.3893333333,12.3288888889,21.3156666667,15.7473333333,20.5245555556,9.36688888891
365.29,15.3276666667,19.3026666667,12.8158888889,18.2732222222,14.4724444444,12.3791111111,21.3618888889,15.8273333333,20.5567777778,9.42455555557
365.66,15.4056666667,19.4072222222,12.9517777778,18.3352222222,14.5248888889,12.3848888889,21.3848888889,15.8761111111,20.6768888889,9.46177777778
366.02,15.4957777778,19.5307777778,13.1766666667,18.5172222222,14.6088888889,12.5286666667,21.4883333333,15.967,20.8124444444,9.58122222222
366.38,15.6166666667,19.7167777778,13.2815555556,18.7141111111,14.7297777778,12.699,21.6144444445,16.1806666667,20.9682222222,9.71866666664
366.75,15.7126666667,19.8406666667,13.3845555556,18.7685555555,14.7381111111,12.7318888889,21.6815555556,16.1908888889,21.0915555555,9.77488888888
367.11,15.5413333334,19.7415555555,13.2863333333,18.6243333333,14.6214444445,12.6183333334,21.4934444445,16.0375555555,21.0135555556,9.55144444443
367.47,15.6535555555,19.9868888889,13.4517777778,18.7308888889,14.7845555555,12.757,21.5544444444,16.1552222222,21.1213333333,9.64866666667
367.84,15.8907777778,20.2614444445,13.6595555556,19.0578888889,14.9687777778,12.9417777778,21.7834444444,16.3092222222,21.4287777778,9.85988888891
368.20,16.1193333333,20.5577777778,13.8987777778,19.303,15.1493333333,13.1364444445,21.9997777778,16.5004444445,21.7147777778,10.0597777778
368.56,16.2313333334,20.7602222222,14.0162222222,19.5296666666,15.2412222222,13.3601111111,22.098,16.6234444444,21.8017777778,10.1373333333
368.93,16.1675555555,20.82,14.029,19.576,15.2421111111,13.3656666667,22.0276666667,16.5701111111,21.852,10.0765555556
369.29,16.2414444445,20.9924444445,14.1046666667,19.7451111111,15.301,13.4161111111,22.0944444444,16.6841111111,22.0338888889,10.1044444444
369.65,16.1947777778,21.0282222222,14.0757777778,19.8384444445,15.2347777778,13.3093333333,22.1442222222,16.6316666667,22.0971111111,10.0057777778
370.01,16.1248888889,21.0463333333,14.0171111111,19.8076666667,15.2008888889,13.1667777778,22.1525555556,16.5575555556,22.0762222222,9.90066666668
370.38,16.1225555555,21.0376666667,14.0576666667,19.8184444444,15.229,13.1681111111,22.107,16.5143333333,22.1045555556,9.87488888889
370.74,16.0941111111,21.14,14.1658888889,19.9882222222,15.3046666667,13.1575555556,22.1696666667,16.5552222222,22.2156666667,9.82911111111
371.10,16.164,21.2794444445,14.3526666667,20.2545555556,15.4061111111,13.2455555556,22.2988888889,16.6015555556,22.3291111111,9.92588888889
371.46,15.9453333333,21.1821111111,14.2457777778,20.1406666667,15.1723333333,13.1048888889,22.172,16.3775555556,22.217,9.71611111109
371.83,15.7536666667,21.0127777778,14.0775555555,19.9782222222,14.9897777778,12.9117777778,22.0205555555,16.2393333334,22.0087777778,9.52266666667
372.19,15.5022222222,20.8276666667,13.959,19.819,14.773,12.6338888889,21.8633333333,16.0046666667,21.87,9.2961111111
372.55,15.4508888889,20.7866666667,13.9167777778,19.7663333333,14.7638888889,12.5133333333,21.8404444445,15.9713333333,21.8441111111,9.24755555556
372.92,15.4412222222,20.8286666667,14.0311111111,19.779,14.7557777778,12.5416666667,21.8682222222,15.9846666667,21.872,9.27133333333
373.28,15.4514444445,20.8828888889,14.1373333333,19.7606666667,14.7522222222,12.5436666667,21.927,15.9395555555,21.8835555556,9.22866666667
373.64,15.3618888889,20.832,14.1214444444,19.7381111111,14.568,12.5037777778,21.8366666667,15.8484444444,21.8534444445,9.14022222222
374.00,15.3091111111,20.8614444445,14.098,19.776,14.5587777778,12.4756666667,21.8021111111,15.8168888889,21.906,9.0661111111
374.37,15.2505555556,20.9097777778,14.066,19.7441111111,14.4743333333,12.3932222222,21.8504444445,15.8044444444,21.8823333333,8.98311111111
374.73,15.3697777778,21.0095555556,14.1944444444,19.8618888889,14.5342222222,12.4473333333,21.9487777778,15.843,21.9414444444,9.08044444443
375.09,15.4231111111,21.098,14.3088888889,19.8798888889,14.5971111111,12.4923333333,22.0224444444,15.8742222222,22.0014444444,9.15999999999
375.45,15.5986666667,21.3987777778,14.5418888889,20.1424444444,14.7654444444,12.7004444445,22.263,16.0528888889,22.1765555555,9.33199999999
375.81,15.6892222222,21.582,14.7252222222,20.2636666666,14.8043333333,12.7906666667,22.3797777778,16.1364444445,22.3422222222,9.4151111111
376.18,15.8315555556,21.7413333333,14.8571111111,20.4206666667,14.9387777778,12.9138888889,22.4524444444,16.256,22.4637777778,9.57877777777
376.54,15.8796666666,21.8966666667,14.9677777778,20.5102222222,14.9348888889,12.9697777778,22.5148888889,16.2356666667,22.5521111111,9.55622222222
376.90,15.933,22.0118888889,14.9338888889,20.6413333333,14.9494444445,12.9656666667,22.5582222222,16.3056666666,22.5558888889,9.56466666667
377.26,15.9691111111,22.1288888889,14.9993333333,20.7394444444,14.9652222222,12.9915555555,22.5583333333,16.3581111111,22.6078888889,9.63355555557
377.63,15.9846666667,22.3374444444,15.116,20.8972222222,15.1486666667,13.0767777778,22.7038888889,16.4497777778,22.6941111111,9.72511111111
377.99,16.0624444444,22.481,15.2633333333,21.0137777778,15.2212222222,13.1887777778,22.8465555556,16.5506666666,22.8272222222,9.841
378.35,16.0951111111,22.6012222222,15.3573333333,21.1114444444,15.2515555555,13.1787777778,22.8854444444,16.5695555556,22.8704444445,9.90011111111
378.71,16.0105555556,22.6476666667,15.3835555555,21.0668888889,15.1775555556,13.1575555556,22.809,16.544,22.8821111111,9.85922222223
379.07,16.0492222222,22.763,15.4185555556,21.125,15.1847777778,13.1331111111,22.8592222222,16.5888888889,22.9291111111,9.88266666667
379.44,15.986,22.7287777778,15.4594444444,21.0938888889,15.167,13.0245555556,22.808,16.5877777778,22.9278888889,9.8417777778
379.80,15.9647777778,22.8284444445,15.5308888889,21.1591111111,15.1722222222,13.0903333333,22.7988888889,16.5921111111,22.986,9.83533333333
380.16,15.8465555556,22.8325555555,15.5002222222,21.1254444445,15.0884444444,13.0285555556,22.7466666667,16.4984444444,22.9792222222,9.74577777777
380.52,15.8025555555,22.8707777778,15.4952222222,21.1688888889,15.0323333334,12.9502222222,22.7514444444,16.5431111111,23.0228888889,9.78222222223
380.88,15.8065555555,22.9287777778,15.6065555556,21.2,15.0822222222,12.9187777778,22.833,16.5246666667,23.1508888889,9.77088888888
381.24,15.7388888889,22.9326666667,15.5564444444,21.2637777778,15.0621111111,12.8298888889,22.8605555556,16.4678888889,23.1347777778,9.67266666667
381.61,15.7491111111,22.9443333333,15.633,21.3057777778,15.0662222222,12.8134444444,22.8516666667,16.4425555555,23.1777777778,9.6441111111
381.97,15.8007777778,23.0026666666,15.7317777778,21.3564444445,15.0773333333,12.8781111111,22.8512222222,16.5021111111,23.2,9.66300000001
382.33,15.8052222222,23.1267777778,15.7693333334,21.4651111111,15.0631111111,12.9341111111,22.889,16.479,23.3023333333,9.65499999999
382.69,15.8053333333,23.1557777778,15.7766666667,21.5557777778,15.0646666667,12.9396666667,22.9142222222,16.4498888889,23.3996666667,9.60933333332
383.05,15.8257777778,23.2971111111,15.8911111111,21.6701111111,15.0851111111,12.951,22.9667777778,16.5225555556,23.5307777778,9.60744444446
383.41,15.8907777778,23.4323333334,15.9571111111,21.8188888889,15.1196666667,13.0451111111,23.0665555556,16.5742222222,23.6335555556,9.65466666667
383.77,15.9416666667,23.558,16.0691111111,21.9674444444,15.2146666667,13.0942222222,23.1473333334,16.6565555555,23.7624444444,9.7181111111
384.14,15.9471111111,23.6558888889,16.1327777778,22.0728888889,15.2311111111,13.1151111111,23.2201111111,16.6806666667,23.8314444444,9.71588888888
384.50,15.9502222222,23.714,16.1952222222,22.1834444444,15.3414444444,13.149,23.2711111111,16.6952222222,23.8796666667,9.6931111111
384.86,15.9374444444,23.811,16.2264444444,22.2783333333,15.3323333333,13.1591111111,23.3137777778,16.6946666667,23.9144444444,9.69799999999
385.22,16.004,23.9413333334,16.3292222222,22.3367777778,15.37,13.2711111111,23.4016666667,16.7956666667,24.0508888889,9.75277777779
385.58,16.0805555555,24.0706666666,16.3738888889,22.4331111111,15.4157777778,13.3158888889,23.4823333334,16.8586666667,24.1753333333,9.79877777778
385.94,16.0182222222,24.1011111111,16.3167777778,22.4443333333,15.3456666667,13.2094444445,23.448,16.7205555555,24.1582222222,9.716
386.30,15.9402222222,24.0506666667,16.3237777778,22.4714444444,15.3267777778,13.187,23.4388888889,16.7035555556,24.1892222222,9.67400000001
