wavelength,Back_TanParf,Belly_TanParf,Breast_TanParf,Crissum_TanParf,Crown_TanParf,DorTail_TanParf,Patch10_TanParf,Patch11_TanParf,Patch12_TanParf,Patch13_TanParf,Rump_TanParf,Throat_TanParf,WingTip_TanParf
296.71,3.63411666667,5.13646666667,7.47126666667,5.2884,2.704,5.95726666667,5.9396,8.02753333333,1.8718,7.83186666666,11.1534666667,4.12753333333,7.45073333333
297.08,3.73675,5.23846666667,7.437,5.27006666666,2.81613333333,6.0048,6.02613333333,8.01773333333,1.9116,7.76366666666,11.1392,4.17286666667,7.49113333333
297.45,3.78825,5.307,7.4946,5.379,2.86146666667,5.9954,6.15466666667,8.01226666667,1.98706666667,7.7682,11.1176,4.22113333333,7.58766666667
297.82,3.75153333333,5.38866666667,7.55433333333,5.5054,2.90846666667,5.97,6.20606666666,8.0304,1.92266666666,7.78040000001,11.1746,4.21453333333,7.7128
298.19,3.43378333333,5.223,7.30933333333,5.281,2.5704,5.67726666667,5.95333333333,7.7198,1.58806666667,7.53993333333,10.8394,3.93913333333,7.51466666667
298.56,3.37603333333,5.2026,7.27026666666,5.2584,2.551,5.6744,5.9008,7.67893333333,1.55013333333,7.54706666667,10.8324666667,3.9134,7.46246666667
298.93,3.4621,5.3084,7.31433333333,5.30853333333,2.6652,5.75986666667,5.92866666667,7.77726666667,1.56926666667,7.63160000001,10.9592666667,4.02773333333,7.61566666667
299.30,3.50923333333,5.4004,7.50033333333,5.31206666667,2.6328,5.80906666667,6.0036,7.9284,1.5746,7.72040000001,11.0028,4.08473333333,7.74146666667
299.67,3.75763333333,5.56813333333,7.6526,5.50959999999,2.84666666667,5.93386666667,6.18066666667,8.06293333334,1.71553333333,7.95040000001,11.2365333333,4.2938,7.93493333333
300.04,3.98696666667,5.79833333333,7.84593333333,5.65086666666,3.03453333333,6.0418,6.32706666667,8.24006666667,1.84406666667,8.08773333333,11.4491333333,4.44593333333,8.038
300.41,4.06983333333,5.87366666667,7.91186666667,5.71240000001,3.05226666667,6.0714,6.3308,8.24453333334,1.85546666667,8.20786666667,11.4747333333,4.55533333333,8.083
300.78,4.15611666667,6.02166666667,7.9514,5.8764,3.21106666667,5.96346666667,6.40326666667,8.37913333334,2.03406666667,8.26286666666,11.6020666667,4.66853333333,8.09846666667
301.15,3.9126,5.8442,7.79966666667,5.82826666667,3.12373333334,5.79326666667,6.25453333333,8.24166666666,1.86266666667,8.18559999999,11.5109333333,4.51113333333,8.00486666667
301.52,3.83863333333,5.70506666667,7.714,5.86866666666,3.14366666667,5.8028,6.216,8.1984,1.86306666667,8.25546666667,11.5754,4.508,8.01853333333
301.89,3.9402,5.81633333333,7.82446666667,6.01060000001,3.35846666667,6.01753333333,6.39326666667,8.29373333333,2.13766666667,8.41059999999,11.7349333333,4.70333333333,8.06546666667
302.26,4.30421666667,6.08906666667,8.1248,6.3026,3.7056,6.3906,6.7312,8.5822,2.55933333333,8.71859999999,12.0544,4.97346666667,8.33466666667
302.63,4.42951666667,6.2566,8.1838,6.35320000001,3.68266666667,6.36033333333,6.72566666666,8.57779999999,2.57026666667,8.69786666666,12.0741333333,4.93646666667,8.4686
303.00,4.41838333333,6.29333333333,8.13673333333,6.38666666667,3.65993333333,6.28613333333,6.7564,8.50473333333,2.56686666666,8.62673333332,11.953,4.8214,8.33246666667
303.37,4.78105,6.55586666667,8.34093333334,6.77213333334,4.0186,6.60593333333,7.07946666667,8.76086666667,2.88206666667,8.84293333333,12.213,5.1282,8.64113333333
303.74,4.61875,6.34193333333,8.18666666667,6.5212,3.7542,6.37933333333,6.8426,8.5294,2.65966666667,8.55086666667,11.9928666667,4.8828,8.42153333333
304.10,4.5507,6.27493333333,8.17966666667,6.53906666667,3.78793333333,6.47246666667,6.83386666667,8.48693333333,2.65593333333,8.5014,11.9316666667,4.85366666667,8.50486666667
304.47,4.63273333334,6.40926666667,8.27806666666,6.62893333334,3.93853333333,6.61086666667,6.89333333333,8.5856,2.8558,8.55859999999,12.0240666667,4.92406666667,8.58553333333
304.84,4.63316666667,6.2862,8.25726666667,6.56706666667,3.81513333333,6.61786666667,6.77173333333,8.54713333334,2.76826666667,8.57793333334,11.9801333333,4.9312,8.51993333333
305.21,4.67398333333,6.42186666667,8.29559999999,6.65586666667,3.7896,6.65393333333,6.7446,8.64579999999,2.779,8.57146666666,11.9926,4.97053333333,8.4772
305.58,4.6306,6.46833333333,8.26426666667,6.53013333333,3.6772,6.57393333333,6.70666666667,8.65193333334,2.66746666667,8.48806666667,11.8522666667,4.89626666667,8.4098
305.95,4.3772,6.15606666667,8.05973333333,6.17066666667,3.31326666667,6.17426666667,6.38953333333,8.42820000001,2.32133333333,8.2094,11.4788666667,4.504,8.1072
306.32,4.22706666667,5.88966666667,7.7966,5.91513333333,3.09206666667,5.91333333333,6.15273333333,8.22626666667,1.9492,7.9302,11.2581333333,4.30973333333,7.8514
306.69,4.11341666667,5.79793333333,7.70546666666,5.83080000001,3.14046666667,5.89853333333,6.07586666667,8.1188,1.89126666667,7.85000000001,11.1110666667,4.27793333333,7.72746666667
307.06,3.77211666667,5.4604,7.43986666667,5.56893333333,2.76193333333,5.6288,5.72126666667,7.822,1.57566666667,7.58306666667,10.7996666667,4.08586666667,7.40726666667
307.43,3.36798333333,4.97526666667,6.997,5.18293333333,2.28533333333,5.12686666667,5.255,7.30926666667,1.1012,7.21,10.3963333333,3.67713333333,6.89413333333
307.80,3.37488333333,5.07893333333,7.06773333333,5.30606666667,2.41793333333,5.2722,5.31833333333,7.362,1.1532,7.25566666667,10.41,3.76266666667,6.8548
308.17,3.13215,4.88126666667,6.85366666667,5.14106666667,2.13146666667,5.00953333333,5.1066,7.15326666667,0.846733333333,7.051,10.1956,3.51533333333,6.54706666667
308.54,2.97103333334,4.66366666667,6.67,4.991,2.0264,4.81573333333,5.01993333333,6.9382,0.602333333333,6.86933333333,9.91979999999,3.34933333333,6.3512
308.90,2.9897,4.69153333333,6.62253333333,4.94686666667,2.05213333333,4.80446666667,5.03013333333,6.83513333333,0.510533333334,6.82206666667,9.8806,3.268,6.38353333333
309.27,3.24716666667,4.8542,6.81526666667,5.14973333333,2.24693333333,4.99493333333,5.24913333333,6.986,0.780533333333,7.09013333333,10.0766666667,3.49373333333,6.5372
309.64,3.22435,4.89113333333,6.7504,5.09073333333,2.274,5.11053333333,5.14393333333,6.94713333333,0.818333333335,7.089,10.1463333333,3.43546666667,6.47173333333
310.01,3.42403333333,5.1708,6.91806666667,5.3354,2.50233333333,5.3678,5.2752,7.08826666667,1.00066666667,7.27793333333,10.3739333333,3.65433333333,6.64733333333
310.38,3.6229,5.39233333333,7.17913333333,5.63006666667,2.68033333333,5.5986,5.42246666667,7.25673333333,1.257,7.4916,10.5784666667,3.87313333333,6.8114
310.75,3.69688333333,5.48053333333,7.28926666667,5.73926666667,2.64333333333,5.65766666667,5.51146666667,7.33993333333,1.373,7.57873333333,10.6788666667,3.8912,6.8804
311.12,3.94896666667,5.6844,7.48606666667,5.87779999999,2.80186666667,5.85553333333,5.68166666667,7.44986666667,1.55533333333,7.78240000001,10.8597333333,3.98853333333,7.01026666667
311.49,4.00093333333,5.85373333333,7.63646666667,5.91340000001,2.87266666667,5.9552,5.75113333333,7.5462,1.65633333333,7.85973333333,10.9752,4.0408,7.09786666667
311.85,4.14985,5.98893333333,7.74986666667,6.1168,2.93686666667,6.03493333333,5.88073333333,7.74426666667,1.80806666667,7.99273333334,11.1255333333,4.17273333333,7.2472
312.22,4.52865,6.25573333333,8.0768,6.33873333333,3.2524,6.31493333333,6.1334,8.01066666667,2.14333333333,8.28940000001,11.4178666667,4.4712,7.497
312.59,4.68633333333,6.41273333333,8.15693333333,6.4372,3.31606666667,6.43706666667,6.23926666667,8.09373333333,2.2332,8.40946666667,11.6106,4.61266666667,7.5876
312.96,4.5787,6.32613333333,8.003,6.42546666667,3.2266,6.36686666667,6.17833333333,8.01746666667,2.16226666667,8.31,11.5819333333,4.592,7.41666666667
313.33,4.44806666667,6.20933333333,7.88826666667,6.27846666667,3.11293333333,6.31886666667,5.99066666667,7.8912,2.00693333333,8.15353333333,11.4343333333,4.49626666667,7.30046666667
313.70,4.67765,6.39886666667,8.19886666667,6.59126666667,3.4204,6.46173333333,6.24486666667,8.11886666667,2.2884,8.36700000001,11.6270666667,4.80333333333,7.50293333333
314.07,4.86258333333,6.5618,8.34973333333,6.73020000001,3.61993333333,6.6128,6.45553333333,8.2766,2.46726666667,8.49253333333,11.7330666667,5.0234,7.6462
314.43,4.87301666667,6.62926666667,8.35533333333,6.73340000001,3.68333333333,6.6504,6.564,8.3246,2.46533333333,8.50340000001,11.731,5.05126666667,7.6828
314.80,4.69998333333,6.40973333333,8.17733333333,6.56766666666,3.57833333333,6.48206666667,6.3696,8.17879999999,2.12653333333,8.29653333333,11.5256,4.8708,7.43713333333
315.17,4.65183333333,6.36486666667,8.15353333333,6.63746666666,3.63086666667,6.4488,6.43686666667,8.29093333334,2.137,8.28393333333,11.5307333333,4.93773333333,7.53106666667
315.54,4.67025,6.42726666667,8.12386666667,6.69093333333,3.70013333333,6.4966,6.46726666667,8.38233333333,2.22733333333,8.32853333333,11.4615333333,4.97173333333,7.62946666667
315.91,4.79425,6.55926666667,8.25066666667,6.71766666667,3.8696,6.69826666667,6.6226,8.44060000001,2.46486666666,8.55146666667,11.5400666667,5.08773333333,7.84466666667
316.28,4.56328333333,6.458,7.989,6.69153333333,3.73546666667,6.5942,6.49526666666,8.24173333333,2.39006666667,8.43459999999,11.3905333333,4.98533333333,7.7238
316.64,4.44775,6.3554,7.89073333333,6.67013333334,3.70533333333,6.45393333333,6.394,8.12266666667,2.37573333333,8.36546666667,11.2020666667,4.92933333333,7.63033333334
317.01,4.58716666666,6.54093333334,8.1306,6.80666666667,3.7906,6.58153333333,6.5498,8.24206666667,2.51113333333,8.59833333334,11.2191333333,5.07006666667,7.801
317.38,4.79866666667,6.68973333333,8.29286666667,6.94026666666,3.94566666667,6.5868,6.76973333333,8.42439999999,2.73713333333,8.68213333333,11.4548,5.26613333333,8.005
317.75,4.63338333333,6.5732,8.11326666667,6.82839999999,3.68386666667,6.44386666667,6.52833333333,8.2982,2.50306666667,8.51393333334,11.3333333333,4.99553333333,7.86146666667
318.12,4.25378333334,6.26486666667,7.79433333333,6.51813333333,3.2836,6.04586666667,6.14346666667,8.02246666667,2.1686,8.21246666667,11.0472,4.4838,7.5336
318.49,4.07635,6.1142,7.69513333333,6.41146666667,3.0396,5.8918,5.93906666667,7.86466666667,2.06606666667,8.10913333333,10.9627333333,4.25226666667,7.31213333333
318.85,4.33811666667,6.44073333333,7.9912,6.73779999999,3.2614,6.18566666667,6.24946666667,8.06966666666,2.42506666667,8.45760000001,11.3000666667,4.63866666667,7.61233333333
319.22,4.32348333333,6.5036,8.03886666667,6.84979999999,3.3068,6.1538,6.282,8.08286666666,2.45113333333,8.46753333333,11.3620666667,4.6532,7.59366666667
319.59,4.1091,6.21793333333,7.85686666667,6.6648,3.0776,5.84726666667,6.13093333333,7.78446666667,2.25806666667,8.25533333334,11.2049333333,4.39746666667,7.3044
319.96,3.82463333333,5.98873333333,7.58373333333,6.47806666667,2.76,5.4902,5.81326666667,7.42853333333,1.8824,7.89726666667,10.8179333333,4.1176,6.9038
320.32,3.84783333333,6.10326666667,7.58793333333,6.46700000001,2.75866666667,5.40046666667,5.75093333334,7.41666666667,1.7692,7.83693333333,10.782,4.03433333333,6.94186666667
320.69,4.05623333333,6.3298,7.88046666667,6.73313333333,2.9528,5.58406666667,5.94553333333,7.677,1.91206666667,8.04413333334,11.1131333333,4.0772,7.25653333333
321.06,4.11411666667,6.4374,7.92393333333,6.86000000001,3.104,5.67693333333,6.00313333333,7.84226666667,2.02113333333,8.04133333333,11.2742,4.16946666666,7.33033333333
321.43,3.99428333333,6.57,7.8844,6.91106666667,3.0474,5.68186666667,5.9242,7.7936,2.0114,8.04733333333,11.161,4.05866666667,7.2974
321.80,4.22583333333,6.73193333333,8.01686666667,7.10059999999,3.21273333333,5.78393333333,6.1806,7.89713333333,2.1748,8.12339999999,11.1772666666,4.26746666667,7.4482
322.16,4.32715,6.83133333333,8.1612,7.27886666666,3.276,5.899,6.2728,7.91526666667,2.3254,8.19646666666,11.2617333333,4.46173333333,7.5564
322.53,4.30001666667,6.91066666667,8.07753333333,7.28746666667,3.34786666667,5.78193333333,6.26073333333,7.95553333333,2.39953333333,8.19393333334,11.2087333333,4.5148,7.5732
322.90,4.04266666667,6.64893333333,7.79293333333,7.06586666667,3.11666666667,5.51373333333,5.99666666667,7.71286666666,2.22406666667,7.90693333333,10.8616666667,4.2932,7.2474
323.27,4.06253333333,6.6928,7.712,6.94146666666,2.9828,5.47186666667,5.87,7.5694,2.16353333333,7.79706666667,10.6756666666,4.18993333333,7.21973333333
323.63,4.12171666667,6.7494,7.7072,6.99093333333,3.00653333333,5.55853333333,5.8306,7.57026666666,2.16193333333,7.81026666666,10.5953333333,4.19046666667,7.25446666666
324.00,4.09255,6.69786666667,7.6952,6.93953333334,3.0154,5.53446666667,5.78426666667,7.52093333334,2.14593333333,7.76446666667,10.6483333333,4.13613333333,7.2056
324.37,3.93051666667,6.59326666667,7.58146666667,6.80560000001,2.89606666666,5.407,5.73126666667,7.342,2.10566666667,7.701,10.4804666667,4.05486666667,7.01473333333
324.74,3.8502,6.53453333333,7.457,6.66193333334,2.75853333333,5.29606666667,5.6896,7.25333333333,2.06133333333,7.5878,10.3320666667,4.03433333333,6.858
325.10,3.78223333333,6.4522,7.40313333333,6.53733333334,2.57933333333,5.15566666667,5.5162,7.11873333333,1.92033333333,7.55233333333,10.1923333333,3.93666666667,6.76553333333
325.47,3.74141666667,6.33653333333,7.37013333333,6.49186666667,2.584,5.22293333333,5.4982,6.9998,1.8332,7.56853333333,10.1273333333,3.93746666667,6.67993333333
325.84,3.53388333334,6.1544,7.19073333333,6.25906666667,2.3654,5.04213333333,5.23713333333,6.78906666667,1.642,7.46,9.93606666667,3.71186666667,6.53413333333
326.21,3.62848333333,6.271,7.171,6.29086666667,2.46893333333,5.112,5.3336,6.88086666667,1.6802,7.56833333333,9.92433333333,3.79613333333,6.60526666667
326.57,3.80816666667,6.37586666667,7.3332,6.47740000001,2.69153333333,5.27853333333,5.50853333333,6.98713333333,1.79773333333,7.71593333333,10.0614666667,3.96533333333,6.8092
326.94,3.7403,6.3536,7.269,6.42966666667,2.69866666667,5.18826666666,5.47613333333,6.9714,1.7534,7.66386666667,10.1114,3.80173333333,6.85013333333
327.31,3.62838333333,6.24953333333,7.17406666667,6.33873333333,2.65186666666,5.08613333333,5.40426666667,6.88153333333,1.6356,7.62373333333,10.0566666667,3.76166666667,6.736
327.67,3.64036666667,6.37286666667,7.21426666667,6.39413333333,2.75246666667,5.1798,5.4764,7.00006666667,1.6344,7.72519999999,10.1070666667,3.9214,6.81553333333
328.04,3.75428333333,6.49613333333,7.26413333333,6.51046666667,2.82826666667,5.2482,5.6594,7.2226,1.70493333333,7.84446666667,10.2041333333,4.0104,7.07193333333
328.41,3.82781666667,6.5578,7.3248,6.51193333334,2.8968,5.28866666667,5.736,7.36646666667,1.73813333333,7.82973333334,10.2015333333,4.09546666667,7.13
328.78,3.85331666667,6.58413333333,7.3654,6.58406666667,2.96866666667,5.423,5.80706666667,7.40026666667,1.7596,7.84526666667,10.2398666667,4.20806666667,7.13353333333
329.14,3.8176,6.5922,7.35133333333,6.62293333333,3.04873333334,5.53813333334,5.8972,7.43753333333,1.81626666667,7.79833333333,10.2847333333,4.18313333333,7.11346666667
329.51,3.67503333333,6.5002,7.212,6.5464,2.79173333333,5.2982,5.77366666667,7.37086666667,1.6774,7.62066666668,10.1122,4.0012,6.93853333334
329.88,3.6007,6.51406666667,7.13526666667,6.55746666667,2.75226666667,5.32933333333,5.864,7.36446666667,1.63813333333,7.60566666667,10.1078666667,4.05666666667,6.8718
330.24,3.58898333333,6.5898,7.18166666667,6.6048,2.7882,5.3798,5.89326666667,7.38413333333,1.68706666667,7.64826666666,10.2206,4.10666666667,6.857
330.61,3.41026666667,6.49666666667,7.06886666667,6.4542,2.5708,5.2098,5.697,7.266,1.49173333333,7.49673333334,10.0766,3.91393333333,6.59673333333
330.98,3.57366666667,6.65313333333,7.2356,6.5732,2.64086666667,5.42786666667,5.75973333333,7.35773333333,1.52113333333,7.6686,10.1312666667,4.09533333333,6.6636
331.34,3.50356666667,6.5904,7.23953333333,6.50813333334,2.61013333333,5.488,5.67786666667,7.3474,1.5556,7.58959999999,10.1294,4.07753333333,6.57246666667
331.71,3.408,6.37506666667,7.1404,6.3736,2.4838,5.38333333333,5.54773333333,7.2158,1.53793333333,7.457,10.0414,3.87506666667,6.42406666667
332.08,3.3822,6.36673333333,7.1078,6.35806666667,2.45466666667,5.31253333333,5.4334,7.1456,1.54613333333,7.38153333333,9.94686666667,3.86106666666,6.28526666667
332.44,3.33225,6.27446666667,7.07333333333,6.33233333334,2.3604,5.21086666667,5.3136,7.07753333334,1.47026666667,7.32353333333,9.91540000001,3.78253333333,6.2746
332.81,3.1807,6.1836,6.92393333333,6.11246666667,2.1484,4.94886666667,5.1022,6.91106666667,1.3284,7.1966,9.68306666666,3.55206666667,6.0868
333.18,3.25023333334,6.22513333333,7.03686666667,6.16053333334,2.1774,4.92673333333,5.1328,6.9442,1.38246666667,7.29626666666,9.68239999999,3.64813333333,6.17166666667
333.54,3.34953333333,6.35346666667,7.11066666667,6.22933333333,2.32293333333,5.0238,5.18373333333,7.0432,1.4788,7.38793333333,9.80753333333,3.7216,6.3712
333.91,3.39168333333,6.49773333333,7.2268,6.27959999999,2.399,5.03233333333,5.1726,7.06613333333,1.57293333333,7.46273333333,9.8508,3.71573333333,6.47453333333
334.28,3.38325,6.4402,7.20766666667,6.27440000001,2.33246666667,5.02913333333,5.15493333333,7.0496,1.5744,7.4112,9.76493333333,3.6606,6.46986666667
334.64,3.54541666667,6.55606666667,7.28106666666,6.32726666666,2.41293333333,5.1536,5.2498,7.02453333333,1.67233333333,7.48493333333,9.75053333333,3.7642,6.62993333333
335.01,3.60446666667,6.6264,7.37086666667,6.40726666667,2.5616,5.21006666667,5.35533333333,7.08826666666,1.80673333333,7.5552,9.77046666666,3.8794,6.72253333333
335.38,3.7948,6.852,7.56826666667,6.62186666667,2.80326666667,5.41073333333,5.5834,7.2832,2.041,7.77933333333,9.9456,4.07066666667,6.976
335.74,3.81368333333,6.9886,7.61626666667,6.71960000001,2.79093333334,5.3962,5.616,7.2576,2.0308,7.8146,10.0120666667,4.13466666667,7.0102
336.11,3.80488333333,7.06306666667,7.65126666667,6.78000000001,2.85166666667,5.45893333333,5.64086666667,7.27106666667,2.043,7.90793333333,10.0567333333,4.16146666667,7.04546666666
336.47,3.83025,7.14686666667,7.6384,6.84826666667,2.92093333333,5.51586666667,5.67413333333,7.2964,2.07906666667,8.03460000001,10.1406,4.23713333333,7.1024
336.84,3.87648333333,7.21086666667,7.6754,6.92213333334,3.06013333333,5.64213333333,5.70466666667,7.34273333333,2.09426666667,8.11053333333,10.2694666667,4.28753333333,7.20206666667
337.21,3.9776,7.37593333333,7.7294,7.04793333333,3.16626666667,5.83146666667,5.7892,7.39653333334,2.18113333333,8.22686666666,10.3848666667,4.38873333333,7.2974
337.57,4.2953,7.61606666667,8.0242,7.35319999999,3.475,6.12166666667,6.06173333333,7.64620000001,2.44766666667,8.53913333333,10.6121333333,4.72213333333,7.55853333333
337.94,4.51886666667,7.65093333333,8.21433333333,7.55226666667,3.6744,6.26733333333,6.2542,7.78533333333,2.61766666667,8.6792,10.7346,4.93093333333,7.6676
338.31,4.7039,7.79393333333,8.40693333334,7.71199999999,3.91066666667,6.40066666667,6.44466666667,7.94493333333,2.75133333333,8.91173333333,10.9325333333,5.157,7.85346666667
338.67,4.6402,7.75773333334,8.35719999999,7.7352,3.88013333333,6.3592,6.4542,8.02613333334,2.70446666667,8.9082,10.9883333333,5.12793333333,7.82426666667
339.04,4.71826666667,7.782,8.38400000001,7.82106666666,3.87553333333,6.34673333333,6.56953333333,8.09833333333,2.6964,9.00626666667,11.0281333333,5.145,7.8268
339.40,4.70958333333,7.7566,8.35333333334,7.8342,3.84293333333,6.2924,6.59733333334,8.04839999999,2.56826666667,8.9088,10.9698666667,5.1106,7.76946666667
339.77,4.7772,7.8262,8.37253333333,7.87173333333,3.9382,6.3742,6.7544,8.18526666667,2.56486666667,8.92353333333,11.0133333333,5.1386,7.75133333333
340.14,4.77126666667,7.74653333333,8.3278,7.79419999999,3.86506666667,6.36206666667,6.7434,8.10120000001,2.51093333333,8.86006666666,10.9164666667,5.11486666667,7.66293333333
340.50,4.89665,7.8422,8.4868,7.90413333334,3.96366666667,6.49973333333,6.91653333333,8.18266666667,2.6408,8.92300000001,11.0078666667,5.2036,7.796
340.87,4.99265,7.92946666667,8.61153333334,7.98426666666,4.0018,6.51706666667,7.0152,8.25393333334,2.67386666667,8.93953333334,11.0158666667,5.25093333334,7.8448
341.23,4.79798333333,7.72773333333,8.4662,7.81773333333,3.81166666667,6.28333333334,6.90673333333,8.10333333334,2.5024,8.7744,10.8264666667,5.04573333333,7.6574
341.60,4.53445,7.4698,8.23913333333,7.51933333333,3.5386,6.03673333333,6.724,7.88366666667,2.28106666667,8.51473333334,10.5686666667,4.7646,7.3404
341.96,4.48481666667,7.44146666667,8.18073333333,7.46466666666,3.4384,5.98413333333,6.659,7.86826666667,2.18333333333,8.44206666667,10.5531333333,4.67353333333,7.2614
342.33,4.30806666667,7.40846666667,8.0228,7.3568,3.24453333333,5.83706666667,6.54813333333,7.70793333334,2.04313333333,8.24873333333,10.4247333333,4.5052,7.0672
342.70,4.01528333333,7.23153333333,7.81573333333,7.13753333333,3.01953333333,5.57486666667,6.3134,7.40420000001,1.83073333333,8.01126666667,10.1485333333,4.27453333334,6.81993333333
343.06,3.84958333333,7.1638,7.68533333333,6.98526666666,2.8592,5.43986666667,6.12706666667,7.2614,1.7206,7.81146666667,10.0346,4.13473333333,6.69553333333
343.43,3.86391666667,7.26146666667,7.75546666667,7.02633333334,2.86386666667,5.43306666667,6.10746666667,7.32026666666,1.77073333333,7.9044,10.0478,4.13646666667,6.70233333333
343.79,3.9128,7.269,7.81886666667,7.04119999999,2.8552,5.39086666667,6.06113333333,7.2454,1.81966666667,7.93346666666,10.0346666667,4.17966666666,6.7224
344.16,3.91893333333,7.36886666667,7.8916,7.10573333333,2.87753333333,5.42233333333,6.11446666667,7.28726666667,1.82406666667,7.99053333333,10.1137333333,4.20953333333,6.78313333333
344.52,3.78748333333,7.3098,7.81653333333,7.02313333334,2.731,5.34713333333,5.96706666667,7.1624,1.6822,7.87933333333,9.98533333333,4.089,6.63233333333
344.89,3.72441666667,7.3296,7.79626666667,7.05519999999,2.67286666667,5.3838,5.9536,7.1834,1.70046666667,7.91846666667,10.0026,4.08286666667,6.59553333333
345.25,3.75453333333,7.3952,7.77513333333,7.03593333333,2.71866666667,5.40873333333,5.93813333333,7.1802,1.71606666666,7.92846666667,10.0186,4.10233333333,6.54286666667
345.62,3.65151666667,7.39793333333,7.7606,7.03333333333,2.71953333333,5.3752,5.85533333333,7.1084,1.61186666666,7.94153333333,10.0217333333,4.06966666667,6.5076
345.99,3.5944,7.382,7.7246,7.01893333334,2.72993333334,5.38153333333,5.81193333333,7.0694,1.6026,7.92693333333,9.96193333333,4.0514,6.50186666667
346.35,3.62871666667,7.32326666667,7.7934,7.05206666666,2.77193333333,5.37713333333,5.78833333333,7.064,1.59106666667,7.94506666667,9.94933333333,4.02873333334,6.52846666667
346.72,3.91208333333,7.552,8.01793333333,7.2466,3.01773333333,5.64226666667,6.04513333333,7.29486666667,1.84066666667,8.1716,10.1659333333,4.25953333333,6.70806666667
347.08,3.91223333333,7.52593333333,7.97093333333,7.25513333333,3.0088,5.64713333333,6.05473333333,7.24506666667,1.81746666666,8.13513333333,10.1552,4.27766666667,6.718
347.45,3.88351666667,7.51126666667,7.92626666667,7.22446666666,2.98846666667,5.6474,6.06026666667,7.23053333333,1.83813333333,8.1058,10.1633333333,4.2876,6.7004
347.81,3.92778333333,7.60333333333,8.00686666667,7.26893333333,3.07866666667,5.74506666667,6.1274,7.35273333333,1.90946666667,8.1806,10.2197333333,4.35306666667,6.76946666667
348.18,3.83528333333,7.50593333333,7.93573333334,7.15226666667,3.05253333333,5.65453333334,6.0602,7.26713333333,1.82553333333,8.1014,10.1538,4.32546666666,6.67973333333
348.54,3.80808333333,7.434,7.85513333333,7.11573333333,3.07946666667,5.619,6.05586666667,7.29926666667,1.79513333333,8.08046666667,10.1751333333,4.3268,6.6438
348.91,3.90033333333,7.53453333333,7.89646666667,7.21606666666,3.19633333333,5.675,6.16286666667,7.39873333333,1.89413333334,8.18006666666,10.2568666667,4.43213333333,6.74393333333
349.27,4.06156666667,7.6186,8.04953333333,7.39380000001,3.33333333333,5.7334,6.32393333333,7.5532,2.04733333333,8.2992,10.4052666667,4.5518,6.96973333333
349.64,4.20016666666,7.73173333333,8.1346,7.50286666667,3.42333333333,5.81186666667,6.46133333333,7.661,2.20386666667,8.33893333334,10.5095333333,4.66026666667,7.10293333333
350.00,4.23536666667,7.807,8.17793333333,7.54493333333,3.438,5.8372,6.5532,7.68873333334,2.22126666667,8.39873333333,10.5829333333,4.73786666667,7.14573333333
350.37,4.26073333334,7.82033333333,8.16293333333,7.55393333333,3.4496,5.83686666667,6.58013333333,7.7076,2.20246666667,8.43233333333,10.5928,4.77553333333,7.14046666667
350.73,4.25476666667,7.80846666667,8.157,7.58866666667,3.42333333333,5.87053333333,6.55806666666,7.74533333333,2.20506666667,8.46413333333,10.6333333333,4.79953333333,7.1616
351.10,4.34341666667,7.9026,8.2914,7.6676,3.5026,5.95553333333,6.62446666667,7.85093333333,2.33193333333,8.60526666667,10.7115333333,4.855,7.24346666667
351.46,4.30838333333,7.8986,8.305,7.67293333333,3.50613333333,5.8976,6.59906666667,7.77280000001,2.2772,8.56873333333,10.6401333333,4.78946666667,7.21873333333
351.83,4.2266,7.86526666667,8.2286,7.65893333333,3.4802,5.84306666667,6.5872,7.67113333333,2.24266666666,8.50986666667,10.6020666667,4.70133333333,7.2186
352.19,4.35875,7.9726,8.3214,7.78806666667,3.56,5.87366666667,6.70346666667,7.79286666667,2.3624,8.59253333334,10.6812,4.7558,7.31486666667
352.55,4.50536666667,8.0952,8.4382,7.90773333333,3.6616,5.91793333333,6.8672,7.87393333333,2.51286666667,8.7124,10.7533333333,4.83833333333,7.40606666667
352.92,4.4708,8.0346,8.42853333333,7.85713333334,3.62753333334,5.87953333333,6.84886666667,7.75426666666,2.4324,8.62933333333,10.6898666667,4.7624,7.389
353.28,4.25813333333,7.91333333333,8.26073333333,7.67113333333,3.3732,5.62266666667,6.6374,7.53846666667,2.19253333333,8.4576,10.4770666667,4.54393333333,7.10206666667
353.65,4.10996666667,7.79533333333,8.12853333333,7.51786666667,3.18586666667,5.43193333333,6.51973333333,7.39993333333,2.00453333333,8.37173333333,10.3071333333,4.3818,6.94533333333
354.01,3.98253333333,7.66613333333,7.9828,7.35019999999,3.05826666667,5.2664,6.38393333333,7.2536,1.8468,8.18413333333,10.1445333333,4.18206666667,6.76073333333
354.38,3.91808333333,7.64786666667,7.9172,7.23593333334,3.00426666667,5.20073333333,6.29446666666,7.1682,1.81106666667,8.1072,10.0457333333,4.10853333333,6.64626666667
354.74,3.87605,7.64986666667,7.9052,7.20926666667,2.99666666667,5.07766666667,6.2564,7.102,1.72853333333,8.0474,9.99046666666,4.0432,6.64933333333
355.11,3.88861666667,7.70646666667,7.89913333334,7.22046666667,3.01026666667,5.03146666667,6.31466666666,7.10253333333,1.7244,8.05173333333,10.0110666667,4.05346666667,6.66406666667
