wavelength,Back_ThrCyaf,Belly_ThrCyaf,Breast_ThrCyaf,Crissum_ThrCyaf,Crown_ThrCyaf,DorTail_ThrCyaf,Patch10_ThrCyaf,Patch11_ThrCyaf,Rump_ThrCyaf,Throat_ThrCyaf,WingTip_ThrCyaf
331.71,5.92046666667,13.6735333333,8.75473333333,10.4069333333,36.3124,6.29507936508,8.02739999999,1.27993333333,6.82648,10.2264666667,6.3902
332.08,5.8978,13.7278666667,8.8236,10.4928,36.2276666667,6.31438730159,8.03966666666,1.1876,6.85966666667,10.2669333333,6.387
332.44,5.89706666667,13.7758,8.93706666666,10.4670666667,36.2872666667,6.48084285714,8.06686666667,1.21366666667,6.92206666667,10.3722,6.48733333333
332.81,5.9248,13.8822,9.07673333333,10.5026666667,36.4581333333,6.58717460317,8.06026666667,1.13726666667,6.88829333333,10.3186666667,6.52413333333
333.18,6.21013333333,14.3268666667,9.47913333333,10.8756666667,36.9788,7.04197936508,8.36106666667,1.42673333333,7.27762666667,10.7242,6.7932
333.54,6.5898,14.7361333333,9.90046666667,11.2281333333,37.1139333333,7.47802698413,8.7736,1.7976,7.63317333333,11.0621333334,7.14893333333
333.91,6.50333333333,14.6284666666,9.80919999999,11.1197333333,36.9917333333,7.41233650794,8.60859999999,1.66666666667,7.46721333334,11.039,7.00046666667
334.28,6.58326666667,14.8560666667,9.94379999999,11.2298,37.3309333333,7.55182063492,8.62033333334,1.79706666667,7.61168,11.0492,7.06346666667
334.64,6.60953333333,15.0390666667,9.94360000001,11.2977333333,37.5053333333,7.63909365079,8.7342,1.79486666667,7.67932,11.0909333333,7.03166666667
335.01,6.56193333333,15.1351333333,10.059,11.4514666667,37.6241333333,7.7784984127,8.82953333333,1.89666666667,7.6824,11.2036666667,6.9726
335.38,6.42313333333,15.0297333333,10.0197333333,11.3590666667,37.5222666667,7.59866031746,8.75286666666,1.72913333333,7.51208,11.1121333333,6.78513333333
335.74,6.35486666667,14.9756,10.0584,11.2801333333,37.3944,7.57756190476,8.63060000001,1.6066,7.3934,11.03,6.6618
336.11,6.3304,14.948,10.032,11.2238,37.4018666667,7.50078730159,8.56473333333,1.58733333333,7.36412,11.0011333333,6.57393333333
336.47,6.33066666667,14.9794666667,10.0301333333,11.269,37.3179333333,7.44632063492,8.506,1.502,7.30606666667,10.9030666666,6.49086666667
336.84,6.57,15.2527333333,10.2716666667,11.5512666667,37.4423333333,7.69726825397,8.79359999999,1.76966666667,7.58204,11.1205333333,6.6338
337.21,6.6234,15.3058,10.2325333333,11.6285333333,37.3723333333,7.61142857143,8.78893333333,1.79626666667,7.54898666667,11.1632,6.60793333333
337.57,6.60073333333,15.2696666667,10.2032666667,11.6486,37.3363333333,7.61580952381,8.76573333333,1.68786666667,7.49916,11.1454,6.54086666667
337.94,6.6712,15.387,10.3230666667,11.7048,37.439,7.72077619047,8.90466666667,1.7854,7.65412,11.1425333333,6.60266666667
338.31,6.55133333333,15.3032666667,10.2608,11.6242,37.378,7.65696190476,8.91113333333,1.67433333334,7.60698666667,11.0677333333,6.5164
338.67,6.56573333333,15.3008,10.2066,11.6206666667,37.2456666667,7.63558095238,8.7878,1.66426666667,7.50361333333,11.0448,6.39533333334
339.04,6.55433333333,15.3341333334,10.1593333333,11.6078666666,37.118,7.47782857143,8.73620000001,1.57273333333,7.45886666667,10.9645333333,6.41813333333
339.40,6.5584,15.4616,10.1832666667,11.6974,37.1064666667,7.48625714286,8.81573333333,1.70706666667,7.54906666666,11.0344,6.53326666667
339.77,6.64313333333,15.6405333333,10.2777333333,11.8746666667,37.398,7.5922015873,8.97833333333,1.84,7.70361333333,11.1763333333,6.6224
340.14,6.60666666667,15.6925333333,10.2558666667,11.9042666667,37.4332,7.5718984127,8.93813333333,1.80486666667,7.65458666667,11.1847333333,6.6214
340.50,6.6724,15.7665333333,10.3507333333,11.9414666667,37.6002666667,7.58274920635,8.97366666667,1.89866666667,7.71765333333,11.3024,6.68853333333
340.87,6.5946,15.6660666667,10.2384666667,11.8118,37.4741333334,7.41646507936,8.85233333333,1.79966666666,7.67617333333,11.3090666667,6.64793333333
341.23,6.5354,15.6541333333,10.2362666667,11.7491333333,37.5407333333,7.3699984127,8.91173333334,1.69986666667,7.67344,11.2138,6.6452
341.60,6.38706666667,15.5465333333,10.1107333333,11.5644666667,37.4956666667,7.07346507937,8.71946666666,1.44806666667,7.48644,11.0647333333,6.46226666667
341.96,6.2088,15.4645333333,9.95840000001,11.3654666667,37.3815333333,6.88716190476,8.50759999999,1.17186666667,7.22354666667,10.9753333333,6.2412
342.33,6.36,15.5380666667,10.0304,11.4919333333,37.2936666667,6.9708968254,8.55499999999,1.25986666667,7.20594666667,11.0733333333,6.2522
342.70,6.475,15.6887333333,10.2100666667,11.5773333333,37.4652,7.12466349206,8.79106666667,1.4028,7.38973333333,11.2782666667,6.46133333333
343.06,6.4656,15.7285333333,10.2412666667,11.4944666667,37.6611333333,7.10215873016,8.78306666667,1.37373333333,7.40890666667,11.2987333333,6.4522
343.43,6.49846666666,15.7686,10.3236,11.4816666667,37.8187333333,7.15287936508,8.81080000001,1.33826666667,7.43230666667,11.3148666667,6.51046666667
343.79,6.613,15.9167333333,10.4272,11.4972666667,37.878,7.25385396825,8.85653333334,1.38113333334,7.52382666667,11.3276666667,6.53713333333
344.16,6.75933333333,15.9973333333,10.5649333333,11.5439333333,37.9839333333,7.38213492063,9.03833333334,1.54453333334,7.68733333333,11.4317333333,6.59586666667
344.52,6.80373333333,16.0482666667,10.5842,11.5301333334,37.9301333333,7.41885396825,9.10093333334,1.58473333333,7.68372,11.4107333333,6.602
344.89,6.86393333333,16.1576666667,10.6826,11.6,38.1284666667,7.50095873016,9.17053333333,1.6728,7.70054666667,11.4076666667,6.63393333333
345.25,7.05586666667,16.3459333333,10.8826666667,11.7617333333,38.2456,7.70487777778,9.27026666667,1.9148,7.87196,11.5913333333,6.796
345.62,7.29766666667,16.5779333333,11.2088666667,12.043,38.4794,8.02836984127,9.56386666668,2.2796,8.193,11.8385333333,7.10286666667
345.99,7.46313333333,16.7396666667,11.3765333333,12.2439333333,38.6779333334,8.14386507937,9.71393333335,2.41986666667,8.37692,11.9266,7.22793333333
346.35,7.32873333333,16.7594,11.3286,12.1332,38.6918,8.02430952381,9.61593333335,2.30813333333,8.38904,11.8653333333,7.26126666667
346.72,7.25253333333,16.7666666667,11.2836666667,12.0744,38.678,7.81154920635,9.49100000001,2.13993333333,8.27597333333,11.737,7.15446666667
347.08,7.23793333333,16.8135333333,11.3564666667,12.1658666667,38.7592666667,7.87819206349,9.53453333332,2.2296,8.32422666667,11.8000666667,7.176
347.45,7.26093333333,16.8915333334,11.3898666667,12.2918,38.9160666667,7.93041428571,9.57953333335,2.2924,8.38196,11.8832666667,7.1376
347.81,7.16333333333,16.7740666667,11.3167333333,12.2687333333,38.8019333333,7.89410793651,9.54193333333,2.1938,8.29096,11.8719333333,7.13226666667
348.18,7.2348,16.9130666667,11.4428,12.3748,38.9564,7.99711746032,9.55213333333,2.16226666667,8.31634666666,12.0007333333,7.2272
348.54,7.42426666667,17.1748,11.6756,12.5994,39.2586,8.21017619047,9.72573333333,2.31393333333,8.52206666667,12.2506,7.39426666667
348.91,7.63753333333,17.397,11.8938,12.8224,39.4306666667,8.41039206349,9.93586666667,2.42893333334,8.71208,12.4445333333,7.57146666667
349.27,7.54686666667,17.3036,11.7876666667,12.7024666667,39.5114666667,8.31862698413,9.82053333333,2.24133333333,8.57173333333,12.4309333333,7.40833333334
349.64,7.51866666667,17.3302,11.7342666667,12.6223333333,39.5040666667,8.32244761905,9.72853333333,2.18633333333,8.49142666667,12.3896666667,7.30846666667
350.00,7.60766666667,17.4756666667,11.8091333333,12.7266666667,39.6572666667,8.47726825397,9.7792,2.2494,8.53176,12.4984666667,7.44873333334
350.37,7.76833333333,17.5858,11.94,12.8639333333,39.8382666667,8.57660634921,9.85420000001,2.3124,8.57225333333,12.6371333333,7.47786666667
350.73,7.8444,17.6070666667,12.0194,12.8393333333,39.9512666667,8.71726507937,9.90986666667,2.36006666667,8.64161333333,12.6592666667,7.512
351.10,7.86706666667,17.7301333333,12.0168666667,12.7646,39.9576,8.6923031746,9.87899999999,2.26493333333,8.60168,12.5904,7.51373333333
351.46,7.9354,17.8261333333,12.0872666667,12.7572666667,40.0648,8.73482222222,9.9088,2.28793333333,8.58642666666,12.6047333333,7.5908
351.83,7.96913333333,17.9179333333,12.1155333333,12.7436,40.1851333334,8.65737142858,9.93313333333,2.3102,8.52644,12.5812,7.53586666667
352.19,7.69486666667,17.7132,11.8442,12.5357333333,40.0618,8.35265714286,9.69386666667,2.07873333333,8.23818666667,12.2898666667,7.31573333333
352.55,7.56526666667,17.5994,11.769,12.5359333333,39.9516,8.26156825397,9.653,2.08653333333,8.20190666667,12.2254,7.263
352.92,7.47866666667,17.5758,11.7268666667,12.4721333333,39.9742,8.20238571429,9.56593333334,2.09206666667,8.12656,12.1926666667,7.1872
353.28,7.4762,17.6071333333,11.7454,12.496,39.9802666666,8.17138253968,9.60966666666,2.1438,8.1668,12.1501333333,7.17993333333
353.65,7.4646,17.5731333334,11.7865333333,12.5138,40.0090666667,8.14883650793,9.61993333333,2.10613333333,8.1544,12.1542666667,7.18266666667
354.01,7.33053333333,17.4581333333,11.691,12.3852666667,40.0010666667,8.02661746032,9.56466666667,2.0364,8.07608,12.1011333333,7.08793333333
354.38,7.286,17.4012,11.6973333333,12.4027333333,40.0056,8.07403650794,9.59540000001,2.07553333333,8.06729333333,12.1134666667,7.0508
354.74,7.16,17.3470666667,11.6355333333,12.4074,40.0748,7.99882857143,9.529,2.01326666667,7.94628,12.0842666667,6.97993333333
355.11,7.23813333333,17.3970666667,11.7212666667,12.4630666667,40.1353333333,8.10728095238,9.60633333333,2.1528,8.06724,12.1986666667,7.07233333333
355.47,7.20526666667,17.3898,11.7702666667,12.4577333333,40.1809333333,8.11194126984,9.60353333333,2.13553333333,8.12704,12.1912,7.11006666667
355.83,7.2104,17.4899333333,11.8847333333,12.5313333333,40.1876,8.14831269841,9.6348,2.26186666667,8.23586666667,12.3081333333,7.21153333333
356.20,7.43866666667,17.7581333333,12.1797333333,12.7724,40.5214666667,8.40856666667,9.84726666667,2.53473333333,8.5152,12.6176,7.43173333333
356.56,7.5182,17.9126666667,12.2940666667,12.7504666667,40.7978,8.43604285714,9.82533333332,2.4892,8.52893333333,12.7018,7.45886666667
356.93,7.45846666667,17.901,12.2616666667,12.6310666667,40.8994,8.31854761905,9.74399999999,2.3752,8.47036,12.6494,7.41893333333
357.29,7.45613333333,17.9922666667,12.3324,12.6289333333,41.0954666667,8.33511746032,9.69086666667,2.34326666667,8.44525333333,12.6451333333,7.4646
357.66,7.50026666667,18.1408,12.4226666667,12.6824,41.2724666667,8.40018412699,9.70520000001,2.36606666667,8.47089333333,12.7061333333,7.46446666667
358.02,7.5302,18.2265333334,12.4949333333,12.7419333333,41.4,8.37545873016,9.7106,2.36773333333,8.49952,12.7632,7.46666666667
358.38,7.51413333334,18.3086,12.5151333333,12.7129333333,41.5176666667,8.31231428571,9.68653333333,2.368,8.49968,12.7378,7.45733333333
358.75,7.6816,18.4857333333,12.7019333333,12.8376,41.5752666666,8.3889031746,9.79393333333,2.54613333333,8.65726666667,12.8635333333,7.607
359.11,7.84646666667,18.6904666666,12.8818,12.9946666666,41.8898,8.48023333333,9.90040000001,2.6544,8.76173333333,13.0175333333,7.70906666667
359.48,7.872,18.7947333333,12.8771333333,12.9949333333,42.0472666666,8.50183492063,9.95873333334,2.7104,8.76812,13.1081333333,7.6976
359.84,7.8192,18.8008666667,12.8525333334,12.896,42.1676,8.48562380953,9.85120000001,2.65753333333,8.70506666667,13.0874,7.58906666667
360.20,7.79966666667,18.8279333333,12.829,12.8623333333,42.1686,8.42514126984,9.84373333333,2.672,8.71532,13.0690666667,7.56553333333
360.57,7.90733333333,19.0,12.9754666667,12.9843333334,42.3746,8.53448888889,9.98013333333,2.8384,8.836,13.1731333333,7.703
360.93,7.89173333334,19.0226666667,13.0061333333,13.0046666667,42.3771333333,8.55135555555,10.0018666667,2.88673333333,8.84398666667,13.1971333333,7.71853333333
361.29,7.91526666667,19.0152,13.0103333333,12.9908,42.2396,8.54104920635,10.0391333333,2.9126,8.82230666666,13.2244,7.714
361.66,7.80406666667,18.9661333333,12.9038666667,12.8734,42.237,8.38450793651,9.92486666668,2.81166666667,8.68905333333,13.1557333333,7.6404
362.02,7.85773333333,18.9878,12.9552666667,12.8332,42.2128666667,8.40567936508,9.96093333334,2.83866666667,8.71776,13.1944,7.69473333333
362.39,7.93186666667,19.0458,13.0382666667,12.8442666667,42.2773333333,8.46019206349,10.0078,2.91766666667,8.75330666667,13.2752,7.7726
362.75,7.79626666667,18.9914666667,12.9151333333,12.6919333333,42.3627333334,8.3691015873,9.85559999999,2.79473333333,8.64561333333,13.1421333333,7.66686666666
363.11,7.73253333333,18.9576,12.8810666667,12.6230666667,42.3668666667,8.30499365079,9.78046666667,2.75333333333,8.56378666667,13.1397333333,7.60606666667
363.48,7.67186666667,18.9554666667,12.8961333333,12.5497333333,42.3128666667,8.25359206349,9.7082,2.72326666667,8.51522666667,13.1171333333,7.5648
363.84,7.6138,18.9135333333,12.8484666667,12.4688666667,42.3774666667,8.14033015873,9.69733333332,2.6298,8.44874666667,13.0614,7.49013333333
364.20,7.54993333333,18.8164666667,12.7952,12.3212,42.3470666667,8.03952222222,9.60113333335,2.50846666667,8.28698666667,12.9481333333,7.37606666667
364.57,7.3646,18.6358,12.6590666667,12.1302666667,42.2526,7.90276825397,9.4118,2.33133333333,8.12125333333,12.8368666667,7.22133333333
364.93,7.43606666667,18.6808,12.7243333333,12.1552666667,42.3561333333,7.95005714286,9.40259999999,2.38306666667,8.17048,12.9351333333,7.24606666667
365.29,7.405,18.7619333333,12.7567333333,12.1632,42.5618666667,7.95541269841,9.3498,2.45193333333,8.19421333333,12.9458,7.2254
365.66,7.32673333333,18.6334666667,12.6943333333,12.0633333333,42.4880666667,7.87101746032,9.26346666667,2.46626666667,8.13093333333,12.8574,7.1426
366.02,7.26746666667,18.6637333333,12.6672666667,12.0772,42.6611333333,7.88579206349,9.16453333333,2.496,8.07794666667,12.8258666667,7.1186
366.38,7.07506666667,18.5501333333,12.5216666667,11.9408,42.6305333333,7.7593968254,8.97753333333,2.30273333333,7.89008,12.7009333333,6.93113333333
366.75,7.1144,18.5753333333,12.6123333333,11.9828,42.6196666667,7.80691587301,9.03773333332,2.39013333334,7.90981333333,12.7950666667,6.93326666667
367.11,6.9602,18.446,12.5678666667,11.8771333333,42.6247333333,7.75396666667,8.92566666667,2.30873333333,7.82113333333,12.6864,6.83906666667
367.47,6.9188,18.3701333333,12.5853333333,11.848,42.6051333333,7.72780476191,8.86866666667,2.2966,7.75384,12.6242666666,6.79693333333
367.84,6.91313333333,18.4098666667,12.6211333333,11.8733333333,42.6044666667,7.78908412699,8.81646666667,2.3614,7.74942666667,12.5954,6.8518
368.20,6.97393333333,18.5516,12.7478666667,11.9556666667,42.6581333333,7.92802698413,8.86073333333,2.52773333333,7.84462666667,12.7254666667,6.99793333333
368.56,6.90533333333,18.5291333333,12.6954666667,11.8593333333,42.6166,7.81810634921,8.75713333333,2.50153333333,7.70442666667,12.6115333333,6.89046666667
368.93,6.83113333333,18.5971333333,12.7028666666,11.8348666667,42.7892666667,7.76846507937,8.71086666667,2.46946666667,7.60805333333,12.5874666666,6.85353333333
369.29,6.8318,18.7086,12.8032,11.8288666667,42.8981333333,7.83525079365,8.75060000001,2.48366666667,7.64870666667,12.6828,6.96893333333
369.65,6.80166666667,18.8702,12.922,11.8596,43.056,7.92725873016,8.79453333333,2.48406666667,7.69204,12.7818666666,7.01546666667
370.01,6.75733333333,18.9342666667,12.9793333334,11.7898,43.1727333333,7.90321269841,8.79146666667,2.4586,7.68226666667,12.7903333333,7.00526666667
370.38,6.796,19.0394666667,13.1054666667,11.787,43.3042666667,7.94088730159,8.84213333334,2.5746,7.73965333333,12.8703333333,7.12546666667
370.74,6.8828,19.2218,13.2526,11.837,43.5344,8.0821984127,8.91013333333,2.665,7.81812,13.0142666667,7.30013333333
371.10,6.89426666667,19.3075333333,13.244,11.7894666667,43.5029333333,8.07973333333,8.87713333333,2.69726666667,7.76017333333,13.0338,7.28566666667
371.46,6.90166666667,19.3684666667,13.2368,11.7558666667,43.6122,8.04067301587,8.80586666667,2.71353333333,7.72625333334,13.0937333334,7.30233333333
371.83,6.88206666667,19.3818666667,13.2716666667,11.7154666667,43.6688666667,7.99922539683,8.72233333333,2.72606666667,7.70310666667,13.1078,7.30513333333
372.19,6.8058,19.3986,13.2361333333,11.6418,43.8049333333,7.90890476191,8.65886666667,2.6216,7.62905333333,13.1110666667,7.21746666666
372.55,6.78493333333,19.4551333333,13.2583333333,11.6108666667,43.8082,7.9010015873,8.66266666668,2.60013333334,7.67117333333,13.1525333333,7.27173333333
372.92,6.74066666667,19.4504666667,13.2571333333,11.5385333334,43.7874,7.91386825397,8.63699999999,2.56986666667,7.66536,13.1656,7.307
373.28,6.6266,19.341,13.1982666667,11.437,43.7886666667,7.83552539683,8.52766666667,2.516,7.55801333333,13.1121333333,7.20126666666
373.64,6.62906666667,19.3454,13.1622,11.3377333333,43.8720666667,7.7604,8.43426666667,2.49066666667,7.48218666667,13.1192666667,7.19846666667
374.00,6.51493333333,19.2421333333,13.1059333333,11.1514666667,43.7720666667,7.65381746032,8.28146666667,2.45046666667,7.30964,13.0770666667,7.10246666667
374.37,6.56806666667,19.2836666666,13.1247333333,11.1729333333,43.8626666667,7.71548412699,8.24099999999,2.52566666667,7.28976,13.1552666667,7.1942
374.73,6.49806666667,19.2591333333,13.0915333333,11.1387333333,43.8772,7.62825873016,8.17900000001,2.53786666667,7.23028,13.1432,7.1378
375.09,6.47006666667,19.2250666667,13.1108666667,11.1058,44.0164666667,7.56183333333,8.12880000001,2.54693333333,7.19110666667,13.1566666667,7.14993333333
375.45,6.4132,19.2572,13.1394666667,11.0736666667,44.2087333333,7.58845396825,8.11460000001,2.53873333333,7.16046666667,13.1925333333,7.15886666667
375.81,6.4796,19.3418666667,13.28,11.0954666667,44.4081333333,7.69298730159,8.21793333333,2.64193333333,7.20842666667,13.3576,7.30986666667
376.18,6.49913333333,19.3868,13.3661333333,11.0701333333,44.4956666667,7.77675396825,8.22673333333,2.7618,7.22289333333,13.4289333333,7.3996
376.54,6.4982,19.4148,13.4361333333,11.0858,44.6466666667,7.84990476191,8.19886666667,2.80606666667,7.15752,13.5144,7.41826666667
376.90,6.464,19.4562666667,13.4861333333,11.0034,44.7096666667,7.84423015873,8.16346666666,2.80693333333,7.11878666667,13.5413333333,7.3916
377.26,6.40046666667,19.41,13.4163333333,10.8588666667,44.6644666666,7.73094761905,8.04626666668,2.73133333333,6.9894,13.4852666667,7.33033333333
377.63,6.34913333333,19.4495333333,13.4206,10.801,44.7456666667,7.73512222222,8.0096,2.75,6.94064,13.4895333333,7.33586666667
377.99,6.38873333333,19.5772,13.4812666667,10.8390666667,44.8808666667,7.76649047619,8.05640000001,2.78333333333,6.99252,13.5455333333,7.43173333333
378.35,6.3372,19.6532666667,13.5201333334,10.7611333333,44.9174666666,7.73949047619,8.05173333334,2.79326666667,6.98584,13.5789333333,7.3724
378.71,6.31053333333,19.6752666667,13.5370666667,10.6796666667,45.0044,7.73249206349,8.0124,2.80553333333,6.92732,13.6016,7.34953333333
379.07,6.32566666667,19.8156666667,13.6144666667,10.6564666666,45.0775333333,7.7892984127,8.0788,2.8496,6.97789333333,13.6724,7.4354
379.44,6.37573333333,19.9434666667,13.7044,10.6442,45.1528,7.83252857142,8.11133333333,2.9038,7.00774666667,13.7406,7.5182
379.80,6.30086666667,20.002,13.6599333333,10.5630666667,45.2094666667,7.76906984127,8.06986666667,2.84326666667,6.93893333333,13.7253333333,7.4632
380.16,6.1416,20.016,13.6038666667,10.4592,45.2684666667,7.64056349207,7.96546666667,2.6862,6.81284,13.6702,7.37166666667
380.52,6.06126666667,20.0266,13.568,10.356,45.3370666667,7.53248571429,7.92,2.65606666667,6.75126666667,13.6092,7.31086666667
380.88,6.04706666667,20.1173333333,13.5651333333,10.3482,45.4959333333,7.48098571429,7.87986666667,2.65313333333,6.68841333333,13.6674,7.29706666667
381.24,6.06373333333,20.1905333333,13.6304,10.3996,45.6411333333,7.53822063492,7.89586666667,2.7118,6.73205333333,13.749,7.37433333333
381.61,6.06346666666,20.2454666667,13.6854666667,10.3838,45.732,7.5926031746,7.92613333333,2.7674,6.74874666667,13.7514666667,7.44393333334
381.97,6.05433333333,20.2940666667,13.7546666667,10.4104666667,45.8762,7.62929206349,7.93573333333,2.80146666667,6.74852,13.7877333333,7.4364
382.33,6.03426666666,20.3118666667,13.7647333333,10.3953333333,45.9572666667,7.58888253968,7.9224,2.79473333333,6.71658666667,13.7926666667,7.46826666667
382.69,5.98906666667,20.3618666667,13.7684,10.3035333333,46.0548666667,7.52826507937,7.8646,2.74286666667,6.67204,13.7696,7.48293333333
383.05,5.98386666667,20.3841333333,13.7877333333,10.3088666667,46.1437333333,7.53708730159,7.8212,2.74693333333,6.61314666667,13.8161333333,7.4912
383.41,5.9922,20.4242666667,13.8493333333,10.3192666667,46.1716,7.54665555555,7.79853333333,2.79853333333,6.60757333333,13.8364666667,7.52666666667
383.77,6.0106,20.4231333333,13.8826666667,10.3098666667,46.2213333333,7.57956825397,7.80026666667,2.8324,6.60626666667,13.8672,7.54346666667
384.14,6.1016,20.4998666667,13.9435333333,10.3143333333,46.3865333333,7.63547936508,7.8532,2.92493333333,6.65589333333,13.9096,7.584
384.50,6.23866666667,20.6473333333,14.062,10.4006,46.5641333333,7.77567936508,7.96513333333,3.07226666667,6.80257333333,14.0581333333,7.7384
384.86,6.25806666667,20.6112666667,14.0686666667,10.3905333333,46.5527333333,7.79681587301,7.9582,3.1268,6.82989333333,14.0271333333,7.75573333333
385.22,6.29053333333,20.6926666667,14.1437333333,10.3708666667,46.6823333333,7.80962698413,7.98366666667,3.178,6.85050666667,14.0632,7.76813333333
385.58,6.26113333333,20.6930666667,14.172,10.3425333333,46.7532666667,7.76066666666,7.90713333333,3.1508,6.83585333333,14.1125333333,7.73013333333
385.94,6.19373333333,20.6296666667,14.1036,10.2311333333,46.721,7.71947619047,7.80826666667,3.10326666667,6.76052,14.0732,7.69553333333
386.30,6.18906666667,20.6352666667,14.0978666667,10.2033333333,46.8022,7.74276984127,7.7462,3.084,6.71505333333,14.0488,7.64513333333
386.66,6.18486666667,20.6014,14.0990666667,10.2038666667,46.7593333333,7.74707936508,7.70666666667,3.0836,6.68829333333,14.0814,7.62466666667
387.03,6.1622,20.607,14.1189333333,10.1456,46.7661333333,7.72371587301,7.67833333333,3.09866666667,6.68838666667,14.0827333333,7.59993333333
387.39,6.13826666667,20.5848,14.1108666667,10.0943333333,46.8399333333,7.69893968254,7.67633333333,3.08266666667,6.66954666667,14.1078,7.5432
387.75,6.16413333333,20.69,14.2022666667,10.1282,46.9333333333,7.75949047619,7.7214,3.161,6.72305333333,14.1761333333,7.60606666667
388.11,6.0858,20.6487333333,14.1808666667,10.064,46.9215333333,7.72597619047,7.63666666667,3.17113333333,6.67369333333,14.1583333333,7.59066666667
388.47,5.9878,20.6460666667,14.1686,9.98786666667,46.9346666667,7.68362380953,7.5542,3.14066666667,6.59810666667,14.1790666667,7.54906666667
388.83,5.92686666667,20.6401333333,14.1833333333,9.91620000001,46.9307333333,7.64565238095,7.51273333333,3.13273333333,6.55973333333,14.2036666667,7.5416
389.19,5.92386666667,20.6706666667,14.1953333333,9.89086666667,46.9574666667,7.64705079365,7.51466666667,3.154,6.5576,14.2539333333,7.5698
389.55,6.02233333333,20.7335333334,14.2589333333,9.91939999999,46.9780666667,7.74289047619,7.59473333333,3.2912,6.61869333333,14.3147333333,7.67613333333
389.91,6.1154,20.8774,14.3758,10.0080666667,47.0862666667,7.83203968254,7.6974,3.43753333333,6.72892,14.4112,7.76106666667
390.27,6.089,20.8924666667,14.4004,9.94046666667,47.0621333333,7.82747619047,7.7042,3.4586,6.72792,14.4333333333,7.76146666667
390.63,6.06386666667,20.9628666667,14.4578,9.88606666667,47.1761333333,7.85447936508,7.69793333333,3.4768,6.71461333333,14.4446,7.78173333333
391.00,6.01226666667,21.0042666667,14.4642,9.8334,47.3117333333,7.83656984127,7.62413333333,3.46033333333,6.66744,14.4376,7.79726666667
391.36,5.96006666667,21.0037333333,14.4394666667,9.73866666667,47.336,7.82232698413,7.55526666667,3.4556,6.60476,14.4235333333,7.81013333333
391.72,5.87653333333,20.9893333333,14.3661333333,9.61226666667,47.2887333333,7.7079968254,7.4124,3.38046666667,6.48465333333,14.3628666667,7.70406666667
392.08,5.8886,21.0132666667,14.4262,9.58866666667,47.3149333333,7.7114015873,7.39126666667,3.37946666667,6.44250666667,14.3980666667,7.72746666667
392.44,5.89566666667,21.0731333333,14.4767333333,9.56266666667,47.3906,7.7158031746,7.3984,3.40526666667,6.43346666667,14.4289333333,7.72266666667
392.80,5.92673333333,21.1736666667,14.5639333333,9.56306666666,47.5372,7.78034444445,7.42286666667,3.45753333333,6.46576,14.4799333333,7.75833333333
393.16,5.92413333333,21.1859333333,14.6134666667,9.51200000001,47.5873333333,7.76106984127,7.38653333333,3.4908,6.41557333333,14.4729333333,7.73773333333
393.52,5.82466666667,21.2084666667,14.5870666667,9.41086666667,47.7090666667,7.68978095238,7.28826666667,3.38773333333,6.31618666667,14.448,7.6622
393.88,5.72106666667,21.1845333333,14.5414,9.26713333334,47.6947333333,7.59839523809,7.16693333333,3.29666666667,6.20821333333,14.4096,7.59833333333
394.24,5.63593333333,21.1627333333,14.5036,9.1516,47.6982,7.52027777778,7.07126666667,3.24433333333,6.13430666667,14.3744666667,7.57686666667
394.60,5.60273333333,21.1616,14.5108666667,9.10346666667,47.7084666667,7.47256984127,7.02593333333,3.24346666667,6.08221333333,14.3698,7.53293333333
394.96,5.60446666667,21.1894,14.5437333333,9.04893333334,47.708,7.47017301587,7.0296,3.2626,6.06090666667,14.3852,7.5404
395.32,5.59393333333,21.2399333333,14.5631333333,9.00519999999,47.7218666667,7.43524920635,7.007,3.28286666667,6.0466,14.3889333334,7.51553333334
395.68,5.58946666667,21.2474666667,14.6265333333,8.94493333334,47.767,7.44876825396,6.99966666667,3.3012,6.02912,14.4164666667,7.55966666667
396.04,5.58893333333,21.2904,14.6479333333,8.88926666666,47.7108666667,7.43763333333,7.00813333333,3.34166666667,6.05585333333,14.4550666667,7.56446666667
396.40,5.53713333333,21.2325333333,14.6091333333,8.79180000001,47.6406666667,7.37251111111,6.92813333333,3.32046666667,5.99233333333,14.3925333333,7.55506666667
396.76,5.45346666667,21.1912666666,14.5488,8.6494,47.5964666667,7.27702063492,6.83306666667,3.26926666667,5.88613333333,14.3374666667,7.499
397.12,5.37466666667,21.1874,14.5253333333,8.55233333334,47.5345333333,7.24087619047,6.74493333333,3.22733333333,5.82293333333,14.315,7.47866666667
397.48,5.408,21.2477333333,14.6077333333,8.55673333333,47.5359333333,7.26566984127,6.7966,3.30646666667,5.84825333334,14.4029333333,7.54413333333
397.84,5.41633333333,21.2518,14.6507333333,8.50920000001,47.533,7.26349365079,6.792,3.3414,5.81437333333,14.4494666666,7.56426666667
398.20,5.42446666667,21.3460666667,14.7386,8.46226666667,47.6775333333,7.2904968254,6.78,3.40653333333,5.81965333333,14.4971333333,7.59146666667
398.56,5.42253333333,21.3986666666,14.776,8.4214,47.7173333333,7.32758571429,6.78353333334,3.4572,5.85524,14.5536,7.65386666667
398.92,5.3932,21.3962,14.7818,8.37386666667,47.6878666667,7.34441746032,6.76533333333,3.46926666667,5.85108,14.5681333333,7.6234
