wavelength,Back_IncLaem,Belly_IncLaem,Breast_IncLaem,Crissum_IncLaem,Crown_IncLaem,DorTail_IncLaem,Patch10_IncLaem,Patch11_IncLaem,Rump_IncLaem,Throat_IncLaem,WingTip_IncLaem
526.59,9.92283333333,43.26375,27.8659166667,38.1530833333,11.199,5.53341666666,34.4485833333,54.7395,13.5286666667,6.43325,10.5118333333
526.94,9.92958333334,43.4185,27.9124166667,38.2755,11.2025833333,5.52725,34.56525,54.8515833333,13.5464166666,6.43791666667,10.5233333333
527.28,9.95774999999,43.5789166667,27.9811666667,38.39775,11.2240833333,5.54825,34.70225,54.9625833333,13.5771666667,6.45025,10.56425
527.63,9.98141666666,43.6868333333,28.0260833333,38.4965,11.232,5.565,34.7899166667,55.0331666667,13.6113333333,6.45875,10.5941666667
527.97,9.99358333333,43.77625,28.0570833334,38.5611666666,11.2410833333,5.57108333333,34.86825,55.0786666667,13.6220833333,6.46225,10.5988333333
528.32,10.0004166667,43.84975,28.069,38.6076666667,11.243,5.55733333333,34.9163333333,55.09675,13.6198333333,6.46058333334,10.5995833333
528.66,10.00325,43.8845833333,28.0745833333,38.64825,11.2398333333,5.55516666667,34.96,55.1066666667,13.632,6.45666666666,10.6041666667
529.01,10.0255,43.9521666667,28.0916666667,38.69625,11.24575,5.55633333333,35.0150833333,55.1370833333,13.6470833334,6.45841666667,10.6171666667
529.35,10.0329166667,44.01175,28.1116666667,38.7283333333,11.2545,5.55641666667,35.04525,55.1396666667,13.64475,6.452,10.62775
529.70,10.041,44.0235,28.1054166667,38.7471666667,11.2491666667,5.55325,35.0700833333,55.0953333333,13.6435833333,6.44175,10.6249166666
530.04,10.03325,43.9896666667,28.0723333333,38.7045,11.2421666666,5.54308333333,35.0446666667,54.9979166667,13.6310833333,6.432,10.61175
530.39,10.04775,44.0108333333,28.0689166667,38.7059166666,11.2536666667,5.5475,35.0501666667,54.9729166667,13.6383333333,6.43183333333,10.6149166667
530.73,10.0659166667,44.0029166666,28.0323333333,38.6993333333,11.2529166667,5.55558333333,35.0278333333,54.89175,13.6398333333,6.43058333333,10.6205833333
531.08,10.0648333333,43.9791666667,27.9785833333,38.67675,11.2265,5.53875,34.9865,54.7808333333,13.6178333333,6.414,10.5981666667
531.42,10.07,44.0023333333,27.94675,38.6656666666,11.2210833333,5.52408333333,34.9984166667,54.7445,13.5948333333,6.39841666667,10.5806666667
531.77,10.0774166667,44.0200833333,27.9198333333,38.6673333334,11.2075833333,5.51691666666,34.9986666667,54.6781666667,13.5875,6.39575,10.5849166666
532.11,10.1053333333,44.0840833333,27.9420833333,38.7335,11.2163333333,5.53275,35.04025,54.6936666667,13.6114166667,6.40283333333,10.6005
532.46,10.11675,44.1666666667,27.9658333334,38.7786666667,11.22725,5.53125,35.0805,54.6865833333,13.61575,6.40141666667,10.6020833333
532.80,10.11625,44.22275,27.9663333334,38.829,11.228,5.5335,35.1118333333,54.6565833333,13.61475,6.40216666667,10.61775
533.15,10.10875,44.21875,27.9465,38.82875,11.2038333333,5.5145,35.1244166667,54.5959166667,13.61075,6.39458333333,10.6081666667
533.49,10.1391666667,44.2773333333,27.9728333333,38.8751666667,11.2191666667,5.52108333333,35.1774166667,54.6295833333,13.627,6.412,10.6274166667
533.84,10.16625,44.3418333334,27.9828333333,38.9139166666,11.2384166667,5.52341666666,35.2211666666,54.6341666667,13.639,6.41791666667,10.6348333333
534.18,10.1871666667,44.38675,27.9835833334,38.9545,11.2395833333,5.5245,35.2556666667,54.6006666667,13.63825,6.42108333333,10.6375833333
534.52,10.1976666667,44.4370833334,28.0123333333,38.9860833334,11.2405,5.51408333333,35.30575,54.589,13.6273333333,6.41925,10.6389166667
534.87,10.2139166667,44.4575833333,28.0246666667,39.0199166666,11.25875,5.51991666666,35.3393333333,54.5590833333,13.642,6.41991666667,10.6474166666
535.21,10.2419166667,44.51275,28.04425,39.07625,11.2661666667,5.531,35.3718333333,54.5186666667,13.6595833333,6.43366666667,10.6670833333
535.56,10.2671666667,44.5830833333,28.0601666667,39.137,11.2830833333,5.53091666667,35.4185,54.5225,13.6876666666,6.43475,10.6796666666
535.90,10.27075,44.6225,28.0419166666,39.135,11.2865,5.51666666667,35.4433333333,54.4884166666,13.6936666667,6.42533333334,10.6809166667
536.25,10.3019166666,44.6875,28.05375,39.1928333333,11.29075,5.51566666667,35.4993333334,54.5120833333,13.70925,6.42391666667,10.7011666667
536.59,10.3395833333,44.7399166667,28.08325,39.2280833333,11.304,5.52358333333,35.53775,54.5145833333,13.73125,6.42966666666,10.695
536.93,10.3849166667,44.87175,28.12925,39.322,11.3413333333,5.54658333334,35.6325833333,54.5661666667,13.7724166667,6.44525,10.7073333333
537.28,10.3979166667,44.94025,28.1345,39.3678333333,11.3445833333,5.54116666667,35.65975,54.5283333333,13.77725,6.43433333333,10.7098333333
537.62,10.4011666667,44.9783333333,28.1376666667,39.4166666667,11.3409166667,5.544,35.6928333334,54.4923333333,13.7820833333,6.42791666667,10.704
537.97,10.3894166667,45.0244166667,28.117,39.43825,11.3361666667,5.529,35.7224166666,54.4601666666,13.78275,6.42308333333,10.7034166667
538.31,10.3971666666,45.0455,28.0833333333,39.4364166667,11.3369166667,5.5315,35.7388333333,54.41975,13.8005833333,6.42075,10.7075
538.65,10.418,45.1610833333,28.089,39.4950833333,11.3250833333,5.53516666666,35.8140833333,54.4566666667,13.8094166667,6.4235,10.7115833333
539.00,10.4205,45.2463333333,28.09025,39.53975,11.3215,5.52958333333,35.8705833333,54.47525,13.81075,6.41883333333,10.72275
539.34,10.4389166667,45.31275,28.0935,39.6048333333,11.313,5.53558333333,35.9155,54.5175,13.7890833333,6.41883333333,10.7175
539.69,10.45225,45.40175,28.0978333333,39.6944166667,11.3019166667,5.54258333333,35.9940833333,54.5458333334,13.79975,6.41916666667,10.72425
540.03,10.4658333333,45.46175,28.0968333333,39.7266666667,11.2971666667,5.55316666666,36.0204166667,54.5325833333,13.8068333333,6.42433333334,10.73625
540.37,10.4791666667,45.54475,28.1078333333,39.78375,11.296,5.55933333334,36.05875,54.5829166667,13.8176666667,6.42775,10.7524166667
540.72,10.4791666667,45.548,28.0813333333,39.78325,11.2734166667,5.54441666667,36.0499166666,54.5429166667,13.7934166667,6.42266666667,10.7456666666
541.06,10.4653333333,45.5473333333,28.0508333333,39.77125,11.2516666667,5.52941666667,36.0398333333,54.5071666667,13.7823333333,6.40675,10.7301666667
541.40,10.47725,45.5753333333,28.047,39.798,11.239,5.52408333334,36.06425,54.50975,13.7845,6.40683333333,10.7450833334
541.75,10.48775,45.5861666667,28.04825,39.81125,11.2348333333,5.5295,36.07325,54.4934166667,13.7896666666,6.40266666667,10.7556666667
542.09,10.4923333333,45.6320833333,28.0471666667,39.8563333333,11.2255833333,5.5255,36.0939166667,54.4780833333,13.78625,6.3945,10.7461666667
542.43,10.50975,45.63125,28.033,39.8639166667,11.2405,5.52708333333,36.084,54.4209166667,13.7893333333,6.38983333333,10.75025
542.78,10.5176666667,45.6211666667,28.00925,39.8474166666,11.2305,5.52241666667,36.0706666667,54.3679166667,13.7815,6.38091666667,10.7460833333
543.12,10.5255833333,45.6216666667,27.9911666667,39.8358333333,11.2215,5.51691666666,36.0754166667,54.27925,13.7995833334,6.37458333333,10.74475
543.46,10.5335,45.5949166667,27.9673333333,39.81175,11.2153333333,5.51725,36.0380833333,54.2040833333,13.7961666667,6.36925,10.7441666666
543.81,10.5250833333,45.5579166667,27.9198333333,39.781,11.196,5.50016666666,36.0265,54.1134166666,13.7805,6.35375,10.7175
544.15,10.51125,45.52275,27.8723333333,39.75525,11.1735,5.47591666667,36.0258333333,54.0253333334,13.7673333333,6.33866666667,10.7006666667
544.49,10.5374166667,45.5763333334,27.8843333333,39.79175,11.1866666667,5.48525,36.0745833333,54.0311666667,13.7986666667,6.3415,10.7275
544.84,10.5733333333,45.65325,27.9155833333,39.8559166667,11.2058333333,5.51058333334,36.1275833333,54.0435833333,13.834,6.3645,10.7453333333
545.18,10.59775,45.7458333333,27.9211666667,39.899,11.20725,5.50758333333,36.1850833334,54.0223333333,13.8564166667,6.35941666667,10.75475
545.52,10.6415,45.8505833334,27.9476666667,39.9575,11.2199166667,5.51125,36.26575,54.0394166666,13.8734166666,6.36616666667,10.7631666667
545.87,10.6658333333,45.9471666667,27.9610833333,40.0159166666,11.2216666667,5.49966666667,36.33075,54.0485,13.8929166667,6.36983333333,10.77475
546.21,10.6770833333,46.0158333333,27.9735833333,40.05325,11.2125,5.48983333333,36.395,54.0670833333,13.90925,6.37358333333,10.7791666667
546.55,10.7013333333,46.1249166667,28.0099166666,40.1491666667,11.2296666667,5.49525,36.48375,54.1084166667,13.9394166667,6.37725,10.79525
546.90,10.7245833333,46.2250833333,28.0385833333,40.2271666667,11.2515833334,5.49566666667,36.5523333333,54.1596666667,13.9595833333,6.38383333333,10.81425
547.24,10.7698333333,46.3533333334,28.1133333333,40.3160833334,11.2895,5.51541666667,36.6730833334,54.2153333333,13.9904166667,6.41,10.8530833333
547.58,10.797,46.4830833333,28.173,40.41325,11.3025833333,5.523,36.7605833333,54.2779166667,14.0214166666,6.40775,10.8903333333
547.92,10.8411666667,46.5690833334,28.203,40.4840833334,11.3184166667,5.532,36.8145,54.2509166666,14.0364166667,6.39866666667,10.90025
548.27,10.8501666667,46.61225,28.2200833333,40.523,11.3155,5.535,36.85075,54.2126666666,14.0375833333,6.38708333333,10.8935833333
548.61,10.8850833333,46.701,28.2263333333,40.5973333333,11.3436666667,5.52841666667,36.9190833334,54.2231666667,14.03925,6.38933333333,10.9049166667
548.95,10.894,46.7806666667,28.236,40.655,11.3586666667,5.52408333333,36.9494166667,54.2568333333,14.0350833333,6.37658333333,10.9206666667
549.29,10.89225,46.855,28.2243333333,40.7193333334,11.3605833333,5.51525,36.9818333333,54.2630833333,14.0613333333,6.3635,10.9243333333
549.64,10.946,46.9541666667,28.271,40.78475,11.3780833333,5.53758333334,37.0570833334,54.29825,14.0939166667,6.37558333334,10.9625833333
549.98,10.9733333334,47.0576666667,28.2979166667,40.8424166667,11.3900833333,5.54233333333,37.1410833333,54.3270833333,14.1045,6.38216666667,10.96025
550.32,11.00825,47.1355,28.3041666667,40.8808333333,11.4130833333,5.55125,37.1809166667,54.3255833333,14.13475,6.3935,10.9723333333
550.66,11.0473333334,47.2264166667,28.3343333333,40.9379166667,11.4135,5.56141666667,37.2408333334,54.34675,14.1314166667,6.38183333333,10.977
551.01,11.06375,47.3041666667,28.2934166667,41.0016666666,11.38,5.53491666666,37.27225,54.3205,14.13625,6.35216666667,10.9433333333
551.35,11.10675,47.3818333333,28.29375,41.0716666667,11.3971666666,5.54916666667,37.3306666667,54.3123333333,14.1495,6.37933333333,10.9496666667
551.69,11.1513333333,47.5204166667,28.3536666667,41.1866666666,11.4281666667,5.57625,37.43625,54.4095,14.1935,6.4135,11.0029166667
552.03,11.2065833334,47.66925,28.3734166667,41.2735,11.4473333333,5.58333333334,37.5065833334,54.4708333333,14.21675,6.42991666667,11.02775
552.38,11.2336666667,47.748,28.4125833333,41.32475,11.451,5.60516666667,37.5771666667,54.5056666667,14.2463333333,6.43441666667,11.0559166667
552.72,11.27875,47.8334166667,28.4498333333,41.401,11.4760833333,5.6335,37.646,54.53,14.273,6.47033333333,11.0713333333
553.06,11.3025,47.92175,28.4936666667,41.4665,11.4723333333,5.64183333333,37.7085833333,54.54675,14.2766666666,6.47808333333,11.08725
553.40,11.3039166667,47.9658333333,28.4715833333,41.49825,11.4865,5.64016666667,37.7355,54.56675,14.2560833333,6.48008333334,11.0590833333
553.74,11.3169166667,48.03375,28.4914166667,41.5670833333,11.4768333333,5.64758333333,37.7724166667,54.5845833333,14.26275,6.4785,11.08075
554.09,11.3196666667,48.06225,28.4743333333,41.5880833333,11.449,5.62616666667,37.8158333333,54.5410833333,14.23275,6.45891666666,11.05125
554.43,11.32525,48.1436666666,28.4778333333,41.6321666667,11.4580833333,5.61741666667,37.8540833333,54.5114166667,14.2396666667,6.45891666666,11.0608333333
554.77,11.3383333333,48.1948333334,28.4864166667,41.6386666667,11.472,5.62408333333,37.87725,54.5075,14.2353333333,6.45966666667,11.0743333334
555.11,11.36175,48.2723333334,28.4820833333,41.66975,11.4696666667,5.606,37.9201666667,54.5310833333,14.2316666667,6.45925,11.0736666667
555.45,11.3589166667,48.2873333333,28.4515833333,41.6400833333,11.444,5.58441666666,37.9048333333,54.47275,14.2065,6.44133333333,11.0466666667
555.80,11.32425,48.27425,28.4158333333,41.6483333333,11.4211666667,5.54591666667,37.9001666667,54.44625,14.1809166666,6.39666666667,10.9954166667
556.14,11.32075,48.3173333333,28.3830833333,41.6668333333,11.3754166667,5.49991666667,37.94325,54.4271666666,14.15975,6.35775,10.9669166667
556.48,11.3794166667,48.4161666666,28.4375,41.7350833333,11.41125,5.55341666667,38.0261666666,54.4478333333,14.19875,6.39625,10.9935833333
556.82,11.4263333333,48.4925833333,28.4441666667,41.7774166666,11.40975,5.5685,38.0805,54.50825,14.2116666667,6.41666666667,10.9923333333
557.16,11.44275,48.55525,28.4714166667,41.8315,11.4041666667,5.56166666667,38.1344166666,54.4858333334,14.2266666667,6.40166666667,11.021
557.50,11.49175,48.6530833333,28.4906666667,41.8929166667,11.43125,5.58266666667,38.20625,54.5269166667,14.238,6.40066666666,11.0388333333
557.85,11.5528333333,48.7384166667,28.5298333333,41.97075,11.4548333333,5.60058333333,38.2589166667,54.5685833333,14.2908333333,6.425,11.0781666667
558.19,11.5493333333,48.7709166667,28.5096666667,41.9940833333,11.4305833333,5.5945,38.3088333333,54.607,14.2955833334,6.42333333333,11.0580833333
558.53,11.5504166666,48.7984166667,28.4889166667,42.0175833333,11.4159166667,5.58283333333,38.3415,54.5985,14.2903333333,6.41066666667,11.0610833333
558.87,11.5625,48.8615833333,28.5228333334,42.085,11.4184166667,5.60383333333,38.4079166667,54.601,14.3098333333,6.42291666667,11.0701666666
559.21,11.5770833333,48.9611666667,28.52275,42.1686666667,11.4135,5.58416666667,38.4739166667,54.6441666667,14.2918333333,6.41666666667,11.0694166667
559.55,11.633,49.085,28.5779166667,42.2563333333,11.4529166667,5.62375,38.5779166667,54.6645,14.33825,6.47275,11.1303333333
559.89,11.663,49.1575,28.5963333333,42.3006666667,11.49825,5.6515,38.61775,54.6705833334,14.3399166667,6.4845,11.1558333333
560.23,11.65125,49.18675,28.5774166667,42.3246666667,11.4829166667,5.60491666667,38.61875,54.646,14.3133333333,6.42691666667,11.151
560.58,11.6281666667,49.2671666667,28.5691666667,42.3691666667,11.4775,5.56633333333,38.6411666667,54.62625,14.2998333333,6.38266666667,11.1501666666
560.92,11.642,49.2673333333,28.5225,42.37025,11.4681666667,5.56925,38.62725,54.5849166667,14.2826666666,6.38508333334,11.1581666666
561.26,11.6200833333,49.32375,28.5046666667,42.39225,11.46275,5.5165,38.6409166666,54.5513333334,14.2624166667,6.37033333333,11.1459166667
561.60,11.6039166667,49.3580833334,28.49325,42.4369166666,11.452,5.50075,38.679,54.5295,14.23775,6.34258333333,11.1333333333
561.94,11.6275833333,49.4371666667,28.5070833333,42.4920833333,11.4595833334,5.5035,38.69225,54.5083333333,14.2311666667,6.33783333333,11.1424166667
562.28,11.65475,49.5154166666,28.52825,42.5254166667,11.4530833333,5.50666666666,38.7305833333,54.519,14.2479166667,6.34616666666,11.1410833333
562.62,11.6741666666,49.5810833333,28.5098333334,42.55,11.4623333333,5.50716666667,38.7523333334,54.51225,14.2646666667,6.33858333333,11.1505833333
562.96,11.6984166667,49.601,28.5188333333,42.5331666667,11.47,5.52016666667,38.7635,54.4871666666,14.3025833333,6.33508333333,11.15625
563.30,11.7085,49.6473333333,28.4868333333,42.5839166666,11.4586666667,5.50675,38.80175,54.5128333334,14.302,6.30366666667,11.1494166667
563.64,11.7265833333,49.71025,28.4959166667,42.6105,11.4625833333,5.515,38.8555833333,54.5368333333,14.32475,6.31808333334,11.1554166667
563.99,11.7691666667,49.79425,28.5158333333,42.6634166667,11.4630833333,5.51641666667,38.9071666666,54.5778333334,14.34975,6.33266666667,11.1605
564.33,11.8255,49.8335833333,28.5266666667,42.7,11.4940833333,5.54508333334,38.9604166667,54.5676666667,14.3789166667,6.37575,11.1939166667
564.67,11.87425,49.9765,28.59675,42.80375,11.5314166667,5.58083333333,39.0738333334,54.6159166667,14.4271666667,6.40808333334,11.2046666667
565.01,11.956,50.03,28.63225,42.8824166667,11.55375,5.64875,39.1641666667,54.63775,14.4878333333,6.47483333333,11.2566666667
565.35,11.9955,50.1155,28.67325,42.952,11.5605,5.67508333333,39.2061666667,54.67475,14.5081666667,6.49966666667,11.2870833333
565.69,12.0243333333,50.173,28.6929166666,43.0045,11.5705,5.69691666667,39.2785,54.693,14.5489166666,6.51241666667,11.308
566.03,12.0763333334,50.2555,28.7395833333,43.0915833333,11.614,5.72975,39.3465833333,54.7274166667,14.58825,6.54783333334,11.3570833333
566.37,12.1093333333,50.3265833333,28.7635833333,43.1464166667,11.6409166667,5.74066666667,39.3870833333,54.7359166667,14.5840833333,6.55658333334,11.37425
566.71,12.1473333333,50.4513333333,28.8154166667,43.262,11.6688333333,5.78158333333,39.4845,54.78125,14.63475,6.57725,11.4180833334
567.05,12.1880833333,50.56075,28.86625,43.3159166667,11.68225,5.80675,39.53575,54.8209166667,14.6416666667,6.59483333333,11.4400833333
567.39,12.2363333333,50.6718333334,28.91425,43.4005,11.6863333333,5.82225,39.6104166666,54.85,14.68125,6.60516666667,11.4385833333
567.73,12.2470833333,50.7253333333,28.9014166667,43.41475,11.69175,5.82933333333,39.6758333333,54.8631666667,14.7001666667,6.62758333333,11.4534166667
568.07,12.27875,50.78875,28.9229166666,43.4606666667,11.6975,5.84616666667,39.7305,54.8691666667,14.7130833333,6.63325,11.4620833333
568.41,12.2656666667,50.797,28.9041666666,43.4505,11.6679166667,5.81966666667,39.7040833333,54.8248333333,14.6913333333,6.61375,11.4463333334
568.75,12.2840833334,50.8891666667,28.8960833333,43.4925,11.66125,5.815,39.705,54.82875,14.68725,6.583,11.44375
569.09,12.3494166667,50.9778333333,28.9011666666,43.5258333333,11.6950833333,5.83325,39.7675,54.83925,14.7254166667,6.6215,11.4809166667
569.43,12.3870833333,51.0601666667,28.9203333334,43.58775,11.7124166667,5.83825,39.8046666667,54.8829166667,14.7240833334,6.63591666667,11.5030833334
569.77,12.3933333334,51.1086666667,28.8938333333,43.6479166666,11.7056666667,5.81875,39.8711666666,54.8830833333,14.7066666667,6.60516666667,11.4839166667
570.11,12.43425,51.1906666667,28.92,43.7078333333,11.7046666667,5.83025,39.93575,54.9383333334,14.7384166667,6.60816666667,11.5160833333
570.45,12.4645833333,51.2544166667,28.9188333334,43.7250833333,11.7153333333,5.82125,39.9758333333,54.9348333333,14.7155833334,6.62441666667,11.5205833333
570.79,12.4956666667,51.23575,28.8980833333,43.7461666666,11.7311666667,5.836,39.9734166667,54.8735833333,14.7250833333,6.64283333333,11.53075
571.13,12.511,51.28975,28.89325,43.7704166667,11.7555,5.83616666667,40.0090833333,54.8596666667,14.7201666667,6.64591666667,11.5485
571.47,12.5336666666,51.341,28.8690833333,43.8193333334,11.7520833334,5.85266666666,40.0285833333,54.8276666667,14.7119166667,6.61966666667,11.5534166667
571.81,12.5399166667,51.424,28.8726666666,43.867,11.77625,5.84216666667,40.05975,54.8530833333,14.7229166667,6.6285,11.5845
572.15,12.5738333333,51.489,28.8526666667,43.9000833333,11.7896666667,5.85016666667,40.11325,54.8765833333,14.7381666667,6.62808333333,11.6308333333
572.49,12.57075,51.54325,28.8460833334,43.9141666667,11.797,5.83591666666,40.14425,54.8615,14.7285,6.61566666667,11.6304166667
572.83,12.5813333333,51.6443333334,28.864,43.9794166667,11.7940833333,5.82266666667,40.21575,54.9126666667,14.71975,6.58833333334,11.6230833333
573.17,12.5935833334,51.6720833334,28.8584166667,43.996,11.7839166667,5.8155,40.24975,54.866,14.7201666667,6.56558333334,11.6276666667
573.51,12.624,51.74475,28.8763333333,44.02025,11.7979166667,5.81975,40.2893333334,54.8499166667,14.7449166666,6.57958333334,11.6455833334
573.85,12.6441666667,51.7995,28.87675,44.06825,11.7993333333,5.82175,40.3569166667,54.8259166667,14.7553333333,6.57216666667,11.6395833333
574.19,12.6648333333,51.8415,28.883,44.1218333333,11.7905833333,5.82633333333,40.41225,54.8149166667,14.7684166667,6.553,11.6598333333
574.53,12.6681666667,51.9596666667,28.8761666667,44.1330833334,11.77875,5.81233333333,40.4704166667,54.8050833333,14.7779166667,6.546,11.6658333333
574.87,12.6848333333,52.01975,28.8675,44.1895833333,11.7555,5.80983333333,40.483,54.8085,14.783,6.5345,11.6778333333
575.21,12.729,52.0790833333,28.923,44.23225,11.7723333333,5.8045,40.5403333333,54.8306666667,14.8014166667,6.55491666667,11.6895833333
575.55,12.76525,52.1004166666,28.9198333333,44.2295833333,11.7473333333,5.8055,40.5609166667,54.7743333333,14.7809166667,6.54283333334,11.6685833333
575.89,12.8303333333,52.186,28.9800833333,44.3098333333,11.77025,5.83766666667,40.6404166667,54.785,14.8271666667,6.56358333333,11.6885
576.22,12.8643333334,52.2481666667,28.9975,44.3521666667,11.7601666667,5.84733333333,40.709,54.7901666666,14.84875,6.57658333333,11.7005833333
576.56,12.8396666667,52.2095,28.93175,44.3095,11.7268333334,5.82458333333,40.6509166666,54.6606666667,14.8155833333,6.54933333333,11.6875833333
576.90,12.8886666666,52.2666666666,28.9385,44.34,11.7446666667,5.84391666667,40.69375,54.6655833333,14.8485833333,6.58341666667,11.7021666667
577.24,12.8921666667,52.2911666666,28.9426666667,44.3753333333,11.7145833333,5.85066666667,40.67225,54.6315,14.8584166667,6.58725,11.7036666667
577.58,12.89625,52.3315,28.9419166667,44.3863333333,11.6940833333,5.81966666667,40.65625,54.6265,14.8473333333,6.58733333333,11.69975
577.92,12.91075,52.35075,28.9271666667,44.3934166666,11.684,5.80866666666,40.6398333333,54.6360833333,14.8501666667,6.58125,11.665
578.26,12.9519166667,52.33075,28.9425833333,44.4143333334,11.68325,5.80908333333,40.6401666667,54.6234166667,14.8613333333,6.58091666666,11.68675
578.60,12.9805833333,52.3055,28.928,44.3843333333,11.6940833333,5.8025,40.6278333333,54.5315833333,14.8578333333,6.60658333333,11.694
578.94,12.9506666667,52.3118333333,28.8876666666,44.3729166667,11.6548333333,5.78175,40.5991666666,54.497,14.83325,6.608,11.6651666667
579.28,12.9660833333,52.36175,28.8975833333,44.4371666667,11.6529166667,5.7705,40.633,54.517,14.8413333333,6.58541666667,11.67
579.61,12.9771666667,52.3866666667,28.8688333333,44.4623333334,11.6631666667,5.76875,40.6259166667,54.4739166666,14.8375,6.58766666667,11.6583333333
579.95,13.0223333333,52.4089166667,28.8735,44.4960833334,11.70125,5.78083333333,40.6235833333,54.4493333333,14.85275,6.59575,11.6810833333
580.29,13.0835833333,52.4905,28.9434166667,44.5836666667,11.7305833333,5.81108333333,40.72425,54.5290833333,14.8863333334,6.62633333334,11.6801666667
580.63,13.1021666667,52.5461666667,28.9399166667,44.6111666666,11.7318333334,5.81616666667,40.7496666667,54.4820833333,14.88025,6.62133333334,11.7025833333
580.97,13.1434166666,52.6001666666,28.9304166667,44.606,11.7548333333,5.83408333333,40.7563333333,54.4639166667,14.8375833334,6.60491666667,11.7066666666
581.31,13.1596666667,52.6455,28.9403333333,44.6478333334,11.7746666667,5.85425,40.78475,54.4728333333,14.8415833333,6.58733333333,11.6964166667
581.65,13.1861666667,52.6985,28.9365833333,44.6720833334,11.8021666667,5.85733333334,40.8071666667,54.4565833333,14.8234166667,6.59883333333,11.7155
581.98,13.21825,52.7724166667,28.9693333334,44.7465833334,11.8388333333,5.91325,40.9088333334,54.4941666667,14.8675833333,6.63041666667,11.7345
582.32,13.2666666667,52.8989166666,29.023,44.8120833333,11.8659166667,5.95708333333,40.9761666667,54.564,14.88225,6.63083333333,11.7773333333
582.66,13.2904166667,52.938,29.0305,44.8295,11.8828333333,5.95333333334,40.9670833333,54.4864166667,14.8778333333,6.5915,11.7955
583.00,13.315,53.0145833333,29.0295833334,44.8779166667,11.8939166667,5.97516666667,41.022,54.4995,14.9103333333,6.5945,11.8056666667
583.34,13.3138333334,53.0354166667,29.0254166666,44.88825,11.8558333334,5.958,41.0358333333,54.5219166667,14.8801666667,6.57708333334,11.7889166667
583.68,13.3075833333,53.0739166666,29.0038333333,44.9009166667,11.8204166667,5.92991666667,41.0729166667,54.516,14.8738333333,6.54283333333,11.7565833333
584.01,13.3318333333,53.1236666667,28.9936666667,44.9140833333,11.84725,5.9485,41.082,54.5005,14.8949166667,6.54766666667,11.8048333333
584.35,13.3311666667,53.1773333333,28.9895,44.9189166667,11.8293333333,5.91416666667,41.1044166666,54.5310833334,14.8960833333,6.54175,11.7566666667
584.69,13.4029166667,53.3328333333,29.0513333334,45.024,11.8654166667,5.92983333333,41.2346666667,54.6311666667,14.9761666667,6.57941666667,11.7796666667
585.03,13.4318333333,53.3436666667,29.02225,44.9984166667,11.8900833333,5.94875,41.2540833333,54.5513333333,15.0030833334,6.61708333333,11.8198333333
585.37,13.4476666666,53.3395,29.0176666667,44.9865833333,11.8773333333,5.9585,41.28275,54.487,15.03375,6.61225,11.8241666667
585.70,13.4385,53.4688333333,28.9923333334,45.0308333333,11.8345833333,5.89025,41.2904166667,54.4939166667,15.00075,6.56316666667,11.7934166667
586.04,13.4545,53.48275,28.9828333333,45.0724166667,11.8595,5.89166666667,41.3385,54.5051666666,15.0300833333,6.5755,11.798
586.38,13.5448333333,53.6434166666,29.0383333333,45.2005,11.91425,5.95108333333,41.47675,54.6155,15.1125,6.63983333333,11.8685833333
586.72,13.64425,53.732,29.0886666667,45.2606666666,11.9883333333,6.01875,41.57025,54.63,15.16075,6.69025,11.9386666667
587.06,13.6466666667,53.8265,29.0941666667,45.2679166667,11.98575,6.00916666667,41.614,54.6315833334,15.1641666667,6.68733333334,11.9433333333
587.39,13.7008333333,53.9154166667,29.13325,45.29825,12.0203333333,6.0425,41.64375,54.6625,15.1785833333,6.75133333333,12.0110833333
587.73,13.723,54.03025,29.14475,45.3576666667,12.0069166667,6.04266666667,41.7220833333,54.7564166667,15.1925,6.759,12.0153333333
588.07,13.7649166666,54.1028333333,29.1723333333,45.46025,12.0254166667,6.069,41.7858333333,54.81925,15.2019166667,6.75375,12.063
588.41,13.732,54.0965,29.1196666666,45.46525,11.9665,6.015,41.8035,54.7923333333,15.14125,6.71966666666,12.042
588.74,13.785,54.22875,29.1654166667,45.55975,11.9576666667,6.01358333334,41.8725833333,54.8811666667,15.1315,6.71991666667,12.05775
589.08,13.8200833333,54.3273333333,29.1591666667,45.60625,11.94575,5.98766666667,41.9036666666,54.8969166667,15.1193333333,6.72516666667,12.0855833333
589.42,13.8854166667,54.36425,29.2026666667,45.6425,11.97725,6.01308333333,41.9698333333,54.9165,15.1495833333,6.75325,12.1334166666
589.76,13.8916666667,54.41625,29.1945,45.6869166667,11.9375,6.001,41.9781666667,54.8931666667,15.1460833334,6.736,12.12975
590.09,13.8861666666,54.3601666667,29.1685833333,45.6393333333,11.89675,5.98291666667,41.9420833333,54.81475,15.1239166667,6.7285,12.1015833333
590.43,13.8475,54.3726666666,29.154,45.6414166667,11.8484166667,5.93883333333,41.925,54.8104166667,15.092,6.70775,12.0618333333
590.77,13.9043333333,54.3745,29.167,45.6785833333,11.8990833333,5.96183333333,41.959,54.7870833333,15.1345,6.72975,12.1235833333
591.11,13.9389166666,54.375,29.1675,45.7250833333,11.9069166667,5.97416666666,41.9928333333,54.7531666667,15.15175,6.70975,12.111
591.44,13.9766666667,54.3953333333,29.1713333333,45.75675,11.9230833334,5.94766666667,42.023,54.72425,15.15375,6.69733333334,12.1185
