wavelength,Back_GubCrif,Belly_GubCrif,Breast_GubCrif,Crissum_GubCrif,Crown_GubCrif,DorTail_GubCrif,Patch10_GubCrif,Patch11_GubCrif,Patch12_GubCrif,Rump_GubCrif,Throat_GubCrif,WingTip_GubCrif
384.86,11.6495555556,20.1472222222,21.3301111111,21.7247777778,9.58611111111,4.98088888889,19.9632222222,34.3655555555,29.0242222222,12.7102222222,5.65961111111,8.32083333333
385.22,11.6606666667,20.1243333333,21.3502222222,21.752,9.6208888889,5.021,19.9612222222,34.4623333333,28.9588888889,12.719,5.67322222222,8.3225
385.58,11.724,20.1087777778,21.4732222222,21.7852222222,9.69322222221,5.10822222222,19.9958888889,34.5776666667,28.9166666667,12.7525555555,5.7115,8.38116666666
385.94,11.7851111111,20.1255555556,21.5663333333,21.8023333333,9.69466666667,5.13966666667,20.0477777778,34.74,28.8865555556,12.7626666667,5.76044444444,8.38416666666
386.30,11.746,20.0714444444,21.6216666667,21.7375555556,9.67144444446,5.14988888889,20.0365555556,34.8451111111,28.7771111111,12.6667777778,5.74244444444,8.36666666666
386.66,11.8152222222,20.0413333333,21.7756666667,21.7396111111,9.71433333333,5.24277777778,20.0712222222,34.9603333333,28.7104444444,12.7941111111,5.75172222222,8.43966666667
387.03,11.7448888889,20.027,21.8235555556,21.7955,9.63577777779,5.27922222222,20.0545555555,35.0825555555,28.6303333333,12.7684444444,5.75694444445,8.47666666667
387.39,11.685,19.9343333333,21.7884444445,21.711,9.56966666668,5.25766666667,20.0823333333,35.0892222222,28.6415555556,12.715,5.72172222222,8.42916666667
387.75,11.613,19.7898888889,21.7582222222,21.6128333333,9.46777777777,5.23977777778,20.037,35.1423333333,28.4912222222,12.642,5.59872222222,8.39083333333
388.11,11.6145555556,19.6897777778,21.7728888889,21.5269444445,9.40822222221,5.16177777778,20.0082222222,35.3126666667,28.4423333333,12.6178888889,5.56144444444,8.33616666667
388.47,11.5662222222,19.594,21.7651111111,21.4388888889,9.38733333333,5.16277777778,19.9351111111,35.3681111111,28.3417777778,12.5497777778,5.54727777778,8.331
388.83,11.501,19.4888888889,21.7505555555,21.3730555555,9.38,5.21233333333,19.9507777778,35.3812222222,28.2603333333,12.5493333333,5.51316666667,8.34133333333
389.19,11.472,19.3467777778,21.8453333333,21.2733333333,9.35222222223,5.19411111111,19.935,35.4121111111,28.1945555555,12.4758888889,5.48983333333,8.34766666667
389.55,11.4828888889,19.2117777778,21.915,21.2319444444,9.34099999999,5.20111111111,19.9046666667,35.4451111111,28.0638888889,12.4717777778,5.49016666667,8.36633333333
389.91,11.526,19.2118888889,22.0622222222,21.2546666667,9.42366666668,5.332,20.005,35.6225555556,28.0717777778,12.5366666667,5.52283333333,8.45333333333
390.27,11.5137777778,19.108,22.0696666667,21.1357777778,9.45077777778,5.32,19.9863333333,35.6905555556,28.0033333333,12.5651111111,5.52366666667,8.49883333333
390.63,11.5048888889,18.9887777778,22.0726666667,21.0223888889,9.38111111111,5.21,19.94,35.7515555556,27.897,12.4475555556,5.50194444444,8.43933333334
391.00,11.4742222222,18.8087777778,22.1124444444,20.8596111111,9.37100000001,5.21533333333,19.8758888889,35.7718888889,27.7716666667,12.3552222222,5.45233333333,8.41316666667
391.36,11.5542222222,18.7682222222,22.1986666667,20.843,9.42566666665,5.25744444444,19.9187777778,35.8161111111,27.6573333333,12.3533333333,5.54061111111,8.46066666667
391.72,11.6456666667,18.7563333333,22.335,20.8404444444,9.47199999999,5.31744444444,19.9458888889,35.9077777778,27.6343333333,12.4031111111,5.59511111111,8.48683333333
392.08,11.6973333333,18.7821111111,22.4566666667,20.7900555556,9.52355555554,5.4,20.0108888889,36.0496666667,27.6507777778,12.4443333333,5.66516666667,8.5815
392.44,11.7348888889,18.6773333333,22.4502222222,20.711,9.56088888888,5.42177777778,20.0255555556,36.1734444444,27.6083333333,12.4317777778,5.70461111111,8.57266666667
392.80,11.8001111111,18.567,22.4937777778,20.6458888889,9.51099999999,5.37122222222,19.9721111111,36.3252222222,27.4841111111,12.4127777778,5.75733333333,8.5615
393.16,11.7618888889,18.469,22.4776666667,20.5110555556,9.45811111111,5.352,19.9432222222,36.3015555556,27.3353333333,12.3807777778,5.74627777778,8.54416666666
393.52,11.7191111111,18.3336666667,22.4702222222,20.3555,9.3598888889,5.27711111111,19.8768888889,36.3298888889,27.1526666667,12.3172222222,5.70977777778,8.4985
393.88,11.6726666667,18.1591111111,22.4296666667,20.2106111111,9.24677777777,5.19833333333,19.8085555555,36.3704444444,27.0025555556,12.244,5.6745,8.476
394.24,11.7031111111,18.0486666667,22.5727777778,20.1568888889,9.23166666668,5.23011111111,19.792,36.4727777778,26.9382222222,12.2198888889,5.68627777778,8.4925
394.60,11.6864444445,17.9087777778,22.5896666667,20.0314444444,9.24011111111,5.23144444444,19.7698888889,36.5464444445,26.8538888889,12.2123333333,5.71911111111,8.499
394.96,11.7653333333,17.8154444444,22.6872222222,19.9460555556,9.25333333333,5.22933333333,19.8106666667,36.6441111111,26.7643333333,12.2551111111,5.84944444445,8.52033333333
395.32,11.7195555556,17.6384444444,22.7145555555,19.8087777778,9.15988888889,5.25222222222,19.7246666667,36.7947777778,26.5614444444,12.1858888889,5.82838888889,8.45916666667
395.68,11.7533333333,17.5083333333,22.746,19.6896111111,9.15077777777,5.283,19.7245555555,36.84,26.4021111111,12.168,5.87144444445,8.50516666666
396.04,11.6676666667,17.3041111111,22.7677777778,19.5385555556,9.09077777778,5.26666666667,19.6604444444,36.8135555556,26.1556666667,12.1098888889,5.8785,8.47633333333
396.40,11.6341111111,17.1206666667,22.7907777778,19.3987222222,8.97933333332,5.18911111111,19.6243333333,36.8873333333,25.9552222222,12.04,5.76105555555,8.4395
396.76,11.6386666666,17.0276666667,22.8347777778,19.3337222222,8.98744444443,5.22611111111,19.6684444444,36.9474444445,25.8695555556,12.0792222222,5.75922222222,8.52316666667
397.12,11.7362222222,16.9354444444,22.9443333333,19.2922222222,9.06122222221,5.326,19.7145555556,37.1016666667,25.8206666667,12.1331111111,5.81411111111,8.59883333333
397.48,11.7614444445,16.8707777778,23.0312222222,19.183,9.06344444446,5.34477777778,19.76,37.3024444444,25.7797777778,12.1237777778,5.84311111111,8.6305
397.84,11.6147777778,16.6087777778,22.9906666667,18.9067222222,8.94566666666,5.21422222222,19.541,37.2647777778,25.5131111111,11.9648888889,5.72327777778,8.4665
398.20,11.6353333333,16.5168888889,22.9644444444,18.8522222222,8.96988888888,5.28533333333,19.5548888889,37.3451111111,25.3635555556,12.0047777778,5.79566666667,8.49616666666
398.56,11.5596666667,16.3526666667,22.9637777778,18.719,8.85477777779,5.23233333333,19.5216666667,37.4102222222,25.1776666667,11.8955555556,5.71783333333,8.43533333334
398.92,11.5317777778,16.2776666667,22.981,18.6451111111,8.86688888888,5.24733333333,19.461,37.4917777778,25.0294444444,11.8605555556,5.66783333333,8.45216666667
399.28,11.5041111111,16.1641111111,22.9691111111,18.5216111111,8.85944444446,5.20466666667,19.3794444445,37.4811111111,24.9124444444,11.8307777778,5.65216666667,8.466
399.64,11.4402222222,16.0302222222,23.0261111111,18.396,8.8018888889,5.17644444444,19.3396666667,37.584,24.7857777778,11.7831111111,5.63822222222,8.4025
400.00,11.4462222222,15.881,22.9718888889,18.2586666667,8.74222222223,5.14688888889,19.2818888889,37.6305555556,24.6503333333,11.6943333333,5.59216666667,8.37833333334
400.36,11.4697777778,15.8427777778,22.9896666667,18.1820555555,8.84177777779,5.22077777778,19.2548888889,37.6392222222,24.6167777778,11.6973333334,5.70022222222,8.43933333334
400.72,11.4433333334,15.7304444444,23.0021111111,17.9980555555,8.79477777778,5.22255555556,19.1922222222,37.6668888889,24.4462222222,11.5623333333,5.66733333333,8.39183333334
401.08,11.388,15.6375555555,22.9804444444,17.9048888889,8.74966666667,5.20222222222,19.1591111111,37.7606666667,24.3703333333,11.5336666667,5.6685,8.39716666667
401.44,11.3294444445,15.4865555556,22.981,17.8403333333,8.73833333333,5.188,19.0793333333,37.7346666667,24.2206666667,11.4652222222,5.64433333333,8.34766666667
401.80,11.4351111111,15.5373333333,23.1251111111,17.9543333333,8.81299999999,5.292,19.2106666667,37.9618888889,24.2551111111,11.5731111111,5.80111111111,8.4915
402.16,11.4332222222,15.4616666667,23.21,17.8678888889,8.78111111112,5.21266666667,19.1886666667,38.0164444445,24.189,11.5275555556,5.79811111111,8.48233333333
402.52,11.4178888889,15.407,23.2104444444,17.7928888889,8.72733333332,5.203,19.111,37.9932222222,24.0947777778,11.4938888889,5.79455555556,8.517
402.88,11.3021111111,15.2525555556,23.1671111111,17.6543888889,8.60111111111,5.11055555556,19.0453333333,37.9945555556,23.9564444444,11.3928888889,5.73472222222,8.45516666667
403.24,11.2972222222,15.1862222222,23.2447777778,17.5714444445,8.55599999999,5.10344444444,19.0726666667,38.0531111111,23.8927777778,11.3877777778,5.7035,8.445
403.60,11.3123333333,15.1533333333,23.294,17.5412777778,8.556,5.06622222222,19.0594444444,38.1454444444,23.8572222222,11.3937777778,5.70116666667,8.45083333333
403.95,11.3371111111,15.1267777778,23.3375555556,17.5487222222,8.5838888889,5.09133333333,19.0778888889,38.1883333333,23.834,11.429,5.71772222222,8.49916666667
404.31,11.3277777778,15.0426666667,23.3803333333,17.5449444444,8.49522222223,5.07777777778,19.1022222222,38.2986666667,23.736,11.4107777778,5.68266666667,8.471
404.67,11.3505555556,15.0508888889,23.4528888889,17.5892777778,8.54577777779,5.08111111111,19.1024444444,38.4613333333,23.7697777778,11.4658888889,5.71477777778,8.46366666667
405.03,11.3336666667,14.9402222222,23.4622222222,17.5363888889,8.49733333334,5.02866666667,19.0748888889,38.4813333333,23.6646666667,11.4228888889,5.71322222222,8.42183333333
405.39,11.3422222222,14.9354444445,23.458,17.4896666667,8.47144444443,5.04977777778,19.064,38.5741111111,23.6052222222,11.41,5.72222222222,8.46233333333
405.75,11.3522222222,14.8856666667,23.4253333333,17.4281111111,8.4958888889,5.04133333333,19.0645555556,38.5798888889,23.601,11.4015555556,5.70138888889,8.45466666667
406.11,11.3138888889,14.806,23.4185555556,17.3700555556,8.43822222223,4.99033333333,18.9722222222,38.62,23.4962222222,11.3523333333,5.65094444444,8.44483333333
406.47,11.3434444444,14.7385555556,23.4645555555,17.3341666667,8.4431111111,4.98,18.949,38.6981111111,23.4405555556,11.352,5.6165,8.38683333333
406.83,11.3777777778,14.7354444444,23.5138888889,17.2880555555,8.44344444445,4.99088888889,18.9466666667,38.7625555556,23.4091111111,11.3658888889,5.60794444444,8.40733333333
407.19,11.4604444445,14.7993333334,23.5444444444,17.3677222222,8.52577777778,5.06644444444,18.9924444444,38.9333333334,23.4596666667,11.425,5.6835,8.48066666666
407.55,11.4496666667,14.7715555556,23.5581111111,17.3645555555,8.52644444445,5.09333333333,18.9704444444,38.993,23.4468888889,11.4222222222,5.68933333333,8.48833333333
407.90,11.443,14.7492222222,23.5844444444,17.3767222222,8.48255555554,5.05166666667,18.9435555556,39.1013333333,23.4006666667,11.3761111111,5.66494444445,8.4585
408.26,11.4344444445,14.7514444445,23.7082222222,17.3283333333,8.50077777777,5.04622222222,18.9255555556,39.1292222222,23.3945555556,11.3587777778,5.6795,8.47816666667
408.62,11.362,14.6018888889,23.6357777778,17.2206111111,8.37522222223,4.954,18.8921111111,39.0656666666,23.2534444444,11.2572222222,5.59333333333,8.42316666667
408.98,11.3236666666,14.5975555555,23.6826666667,17.1863888889,8.33866666668,4.94955555556,18.8303333333,39.1074444444,23.1751111111,11.1902222222,5.5805,8.39766666666
409.34,11.3482222222,14.5354444444,23.7115555556,17.1981666667,8.33344444446,4.931,18.8753333333,39.1986666667,23.1787777778,11.1811111111,5.58083333333,8.39633333333
409.70,11.2798888889,14.4178888889,23.6955555556,17.1172777778,8.25966666666,4.88877777778,18.8052222222,39.1621111111,23.0328888889,11.0913333333,5.54288888889,8.34633333334
410.06,11.2642222222,14.3421111111,23.6925555556,17.0833888889,8.2248888889,4.91366666667,18.8251111111,39.2058888889,22.9956666667,11.0788888889,5.50833333333,8.33183333334
410.42,11.3221111111,14.3857777778,23.779,17.0962222222,8.30255555556,4.99111111111,18.8911111111,39.3351111111,23.0137777778,11.1196666667,5.57605555556,8.45633333333
410.77,11.3568888889,14.3513333333,23.858,17.157,8.33944444446,4.98255555556,18.9197777778,39.4316666667,23.0222222222,11.1202222222,5.61572222222,8.4445
411.13,11.2986666667,14.2955555555,23.8962222222,17.0907777778,8.31177777779,4.95544444444,18.8735555556,39.4353333333,22.9362222222,11.0882222222,5.60027777778,8.39133333333
411.49,11.3033333333,14.2403333333,23.9303333333,17.0393888889,8.31511111112,4.94677777778,18.8872222222,39.4568888889,22.8952222222,11.0775555555,5.62061111111,8.416
411.85,11.3264444444,14.2091111111,23.9744444444,16.9840555556,8.35033333334,4.98222222222,18.9277777778,39.5105555556,22.8785555556,11.1084444445,5.66083333333,8.42933333334
412.21,11.3477777778,14.1556666667,23.9476666667,17.0157222222,8.33000000001,5.018,18.96,39.6622222222,22.8748888889,11.1274444445,5.67277777778,8.47816666667
412.57,11.4285555556,14.1941111111,24.0313333333,17.0363888889,8.39844444445,5.10466666667,18.9853333333,39.7362222222,22.9135555555,11.2144444444,5.76844444444,8.54333333334
412.92,11.4822222222,14.2272222222,24.1652222222,17.0475555556,8.45177777779,5.13588888889,19.0615555555,39.9012222222,22.9527777778,11.2847777778,5.85983333333,8.62183333333
413.28,11.5013333334,14.2383333333,24.2644444444,16.9925555556,8.48677777779,5.13811111111,19.0793333333,39.9571111111,22.9255555556,11.3046666667,5.89794444445,8.64866666667
413.64,11.5431111111,14.2324444444,24.3752222222,16.9598333333,8.5431111111,5.19177777778,19.1323333333,40.1716666666,22.9298888889,11.3602222222,5.93161111111,8.67633333333
414.00,11.5612222222,14.2152222222,24.4536666667,16.8883888889,8.55155555556,5.21277777778,19.1501111111,40.2853333334,22.8624444444,11.3642222222,5.94444444445,8.68483333333
414.36,11.5107777778,14.1001111111,24.4392222222,16.8341111111,8.48766666667,5.15566666667,19.1113333333,40.3623333333,22.7521111111,11.3037777778,5.94172222222,8.60366666667
414.72,11.474,14.0142222222,24.3758888889,16.701,8.41877777778,5.142,19.0228888889,40.4195555556,22.6347777778,11.2387777778,5.88444444445,8.576
415.07,11.495,13.9206666667,24.4688888889,16.619,8.38755555554,5.14,19.017,40.5178888889,22.5477777778,11.1904444444,5.90027777778,8.59666666667
415.43,11.4334444445,13.7683333333,24.347,16.4612777778,8.28577777778,5.101,18.9234444444,40.521,22.3695555555,11.0762222222,5.83222222222,8.51716666667
415.79,11.4013333333,13.6631111111,24.4048888889,16.3618888889,8.23800000001,5.07411111111,18.8732222222,40.6297777778,22.2607777778,11.0244444444,5.80455555556,8.50083333333
416.15,11.3773333333,13.6043333333,24.4458888889,16.2241111111,8.24622222221,5.07977777778,18.8087777778,40.6511111111,22.1292222222,10.9824444444,5.80966666667,8.48633333334
416.51,11.4037777778,13.54,24.5356666667,16.1456111111,8.28611111112,5.12888888889,18.8217777778,40.7926666667,22.05,10.9643333333,5.84488888889,8.57466666667
416.86,11.3946666667,13.4051111111,24.528,16.0278888889,8.26244444446,5.15255555556,18.7748888889,40.8596666667,21.9104444444,10.9334444445,5.77827777778,8.56116666667
417.22,11.37,13.2557777778,24.5241111111,15.8853888889,8.21122222222,5.14433333333,18.6868888889,40.9031111111,21.7518888889,10.8898888889,5.76311111111,8.54233333333
417.58,11.3565555556,13.1445555555,24.5152222222,15.7543333333,8.14522222222,5.12833333333,18.627,40.9125555556,21.5871111111,10.823,5.75116666667,8.5305
417.94,11.3467777778,13.0372222222,24.5472222222,15.6317777778,8.14455555556,5.13066666667,18.5704444444,40.9777777778,21.4714444445,10.776,5.76677777778,8.5385
418.29,11.341,12.9453333333,24.5951111111,15.4928888889,8.11777777779,5.15277777778,18.5504444444,41.0481111111,21.3625555555,10.7714444444,5.77838888889,8.5935
418.65,11.3556666667,12.8088888889,24.6234444444,15.3732777778,8.10988888889,5.18844444444,18.5268888889,41.0993333333,21.2365555555,10.7495555556,5.82488888889,8.62166666667
419.01,11.258,12.6055555555,24.5458888889,15.1784444445,8.02744444446,5.09777777778,18.4217777778,41.1008888889,21.0697777778,10.6343333333,5.72994444445,8.57466666666
419.37,11.2616666667,12.5356666667,24.6481111111,15.1232222222,8.05588888889,5.12311111111,18.4235555556,41.216,20.9918888889,10.6504444444,5.76772222222,8.62266666666
419.73,11.2533333333,12.4292222222,24.645,15.0039444444,8.02244444443,5.14244444444,18.3863333333,41.2951111111,20.869,10.6202222222,5.79155555556,8.6405
420.08,11.2111111111,12.2592222222,24.6161111111,14.8386111111,7.97388888888,5.10355555556,18.2974444444,41.286,20.7202222222,10.5416666667,5.75844444444,8.613
420.44,11.1407777778,12.0892222222,24.5923333333,14.6915555555,7.91177777778,5.06144444444,18.2287777778,41.3051111111,20.5863333333,10.4713333333,5.73155555555,8.5725
420.80,11.0811111111,11.9527777778,24.5524444444,14.5417777778,7.85022222222,5.01977777778,18.154,41.3233333333,20.4337777778,10.378,5.70522222222,8.534
421.16,11.0533333334,11.8337777778,24.5448888889,14.4204444444,7.82088888888,5.00677777778,18.1131111111,41.3617777778,20.3283333333,10.3278888889,5.69944444444,8.55333333334
421.51,11.0033333333,11.7254444444,24.5541111111,14.3037222222,7.79977777777,4.98233333333,18.0608888889,41.3803333334,20.2196666667,10.3021111111,5.68377777778,8.552
421.87,11.0077777778,11.6481111111,24.5627777778,14.2092222222,7.77111111112,5.00833333333,18.0381111111,41.4554444445,20.1378888889,10.27,5.68683333333,8.572
422.23,11.0006666667,11.5735555555,24.5885555556,14.1507777778,7.77488888888,5.04055555556,18.0112222222,41.522,20.0605555555,10.2471111111,5.71172222222,8.59
422.58,10.9763333333,11.4873333333,24.6285555555,14.0669444444,7.78288888888,5.05933333333,17.9772222222,41.5647777778,19.9746666667,10.235,5.71294444444,8.6065
422.94,11.0356666667,11.4673333333,24.706,14.0438333333,7.81388888889,5.147,17.9967777778,41.694,19.9307777778,10.2861111111,5.79238888889,8.682
423.30,11.0276666667,11.3683333333,24.6923333333,13.933,7.78033333333,5.14522222222,17.9575555556,41.7163333333,19.8368888889,10.2458888889,5.79,8.68483333333
423.66,11.0038888889,11.2736666667,24.6875555556,13.8312777778,7.76344444443,5.12044444444,17.9092222222,41.7087777778,19.7502222222,10.2057777778,5.75844444444,8.67716666667
424.01,10.9883333333,11.195,24.6942222222,13.7668333333,7.72788888888,5.08433333333,17.8857777778,41.7565555556,19.6623333333,10.1738888889,5.75205555556,8.6725
424.37,11.0074444444,11.1762222222,24.7333333333,13.7157777778,7.72522222222,5.11033333333,17.8636666667,41.806,19.5756666667,10.1606666667,5.78566666667,8.69
424.73,11.0058888889,11.1127777778,24.7654444444,13.665,7.70366666666,5.10566666667,17.8511111111,41.8523333333,19.5463333333,10.1657777778,5.78494444444,8.6925
425.08,11.0036666667,11.0866666667,24.7833333333,13.6286111111,7.71022222221,5.13455555556,17.8476666667,41.9181111111,19.5187777778,10.164,5.8075,8.69
425.44,11.0428888889,11.0664444444,24.8083333333,13.6107777778,7.70866666666,5.181,17.8384444444,41.9733333333,19.4768888889,10.1653333333,5.82722222222,8.7205
425.80,10.9886666666,10.9875555555,24.7838888889,13.5478888889,7.67611111111,5.14555555556,17.7964444445,41.9316666667,19.3852222222,10.1368888889,5.82455555555,8.697
426.16,10.9692222222,10.9235555556,24.7864444444,13.4745555556,7.65111111112,5.11844444444,17.7678888889,41.9463333333,19.3252222222,10.0998888889,5.80094444444,8.66633333334
426.51,10.9737777778,10.9034444445,24.811,13.4273333333,7.6208888889,5.09388888889,17.776,42.032,19.2983333333,10.0854444445,5.78427777778,8.667
426.87,10.9435555555,10.8466666667,24.7995555555,13.3723888889,7.595,5.06466666667,17.7456666667,42.0033333333,19.2356666667,10.0601111111,5.77561111111,8.63666666667
427.23,10.9324444445,10.8512222222,24.8421111111,13.3484444444,7.59655555555,5.08133333333,17.7272222222,42.075,19.208,10.063,5.78211111111,8.646
427.58,10.9778888889,10.8722222222,24.9191111111,13.3790555556,7.6358888889,5.12666666667,17.7496666667,42.1562222222,19.2088888889,10.0898888889,5.84916666667,8.68566666666
427.94,11.0222222222,10.9095555556,25.0016666667,13.4077222222,7.68588888888,5.21244444444,17.7806666667,42.2897777778,19.2526666667,10.1474444444,5.91933333333,8.7385
428.30,10.9771111111,10.877,25.016,13.3708888889,7.65522222221,5.17077777778,17.7471111111,42.3688888889,19.2365555555,10.1358888889,5.85161111111,8.71683333333
428.65,11.028,10.9377777778,25.032,13.4083333333,7.69088888889,5.23144444444,17.7503333333,42.4127777778,19.2126666667,10.1476666667,5.89388888889,8.767
429.01,11.0466666667,10.9346666667,25.0976666667,13.4218333333,7.67388888888,5.23466666667,17.7438888889,42.4747777778,19.1754444444,10.1477777778,5.87033333333,8.74533333333
429.37,11.0183333333,10.912,25.1111111111,13.4062222222,7.65888888889,5.20155555556,17.7448888889,42.533,19.184,10.1251111111,5.85177777778,8.72283333334
429.72,11.1144444444,11.0012222222,25.2186666667,13.5059444444,7.73866666668,5.25655555556,17.8201111111,42.7001111111,19.255,10.2095555556,5.9115,8.79616666667
430.08,11.1434444444,11.0216666667,25.2424444445,13.5326111111,7.72422222222,5.25122222222,17.86,42.7641111111,19.2535555555,10.212,5.91494444445,8.81966666667
430.44,11.178,11.0763333333,25.3065555556,13.6177777778,7.73577777779,5.25866666667,17.8967777778,42.7953333333,19.2748888889,10.2545555556,5.95661111111,8.83716666666
430.79,11.218,11.1251111111,25.3523333333,13.6802222222,7.76411111111,5.29066666667,17.9355555555,42.9078888889,19.3254444444,10.2798888889,5.95894444445,8.86016666667
431.15,11.2631111111,11.1534444445,25.3727777778,13.74,7.80022222223,5.30988888889,17.9612222222,42.9833333333,19.3798888889,10.3235555556,5.99094444444,8.9095
431.50,11.2248888889,11.1771111111,25.3576666667,13.7413888889,7.78766666668,5.29511111111,17.9543333333,43.0355555556,19.4176666667,10.3142222222,5.94611111111,8.90183333334
431.86,11.1935555556,11.1716666667,25.3003333333,13.7188888889,7.75566666666,5.241,17.9232222222,43.0281111111,19.383,10.2876666667,5.8905,8.86566666666
432.22,11.24,11.2145555555,25.3246666667,13.7717222222,7.799,5.28266666667,17.963,43.0707777778,19.4474444444,10.3056666667,5.8995,8.88983333333
432.57,11.2665555556,11.2567777778,25.4095555556,13.8053888889,7.83477777779,5.301,18.0213333333,43.1288888889,19.5015555555,10.3572222222,5.92927777778,8.91483333333
432.93,11.2596666667,11.2802222222,25.4137777778,13.8298333333,7.82922222222,5.28977777778,18.025,43.1456666666,19.5494444444,10.3571111111,5.90688888889,8.93366666666
433.29,11.2918888889,11.3345555555,25.4642222222,13.8721666667,7.85155555554,5.30411111111,18.0525555556,43.1943333333,19.5476666667,10.3838888889,5.93188888889,8.94916666667
433.64,11.2403333333,11.3038888889,25.4514444444,13.8635555556,7.81666666665,5.24844444444,18.0308888889,43.1837777778,19.5532222222,10.331,5.87083333333,8.89666666667
434.00,11.234,11.36,25.439,13.9023888889,7.82855555556,5.26122222222,18.0221111111,43.196,19.5834444445,10.3475555556,5.86083333333,8.9015
434.35,11.2495555555,11.3963333333,25.4113333333,13.9138333333,7.85922222221,5.283,18.033,43.2097777778,19.6037777778,10.3452222222,5.85011111111,8.90816666667
434.71,11.2524444444,11.4256666667,25.4496666667,13.9391666667,7.8831111111,5.27266666667,18.0693333333,43.2697777778,19.6248888889,10.3532222222,5.84216666667,8.90916666667
435.07,11.2471111111,11.455,25.5027777778,13.9646666667,7.88144444444,5.26122222222,18.1216666667,43.3064444444,19.6467777778,10.3485555555,5.8345,8.91016666666
435.42,11.2834444444,11.4754444445,25.5436666667,14.0241666667,7.88077777777,5.28188888889,18.1514444444,43.3074444445,19.6347777778,10.3755555556,5.84622222222,8.9135
435.78,11.3134444445,11.5421111111,25.6266666667,14.0903888889,7.89566666666,5.296,18.2117777778,43.3742222222,19.691,10.4015555555,5.84755555555,8.91616666667
436.13,11.3616666667,11.588,25.6731111111,14.1590555556,7.91722222221,5.29444444444,18.2623333333,43.4328888889,19.7187777778,10.451,5.8955,8.94883333333
436.49,11.3427777778,11.59,25.6578888889,14.1936666667,7.89055555556,5.27566666667,18.2532222222,43.485,19.7632222222,10.44,5.87077777778,8.92833333334
436.84,11.3653333333,11.6375555555,25.654,14.2472777778,7.91544444444,5.28022222222,18.2917777778,43.5177777778,19.7561111111,10.455,5.88694444444,8.934
437.20,11.3717777778,11.6583333333,25.6832222222,14.2921111111,7.92288888889,5.29733333333,18.3351111111,43.5902222222,19.8358888889,10.4752222222,5.9115,8.95366666667
437.56,11.4414444444,11.735,25.6881111111,14.3412222222,7.94888888889,5.35711111111,18.3904444444,43.7034444445,19.8696666667,10.533,5.95738888889,8.99583333333
437.91,11.4622222222,11.7125555556,25.7028888889,14.3472777778,7.93444444443,5.34288888889,18.3828888889,43.7455555556,19.8394444444,10.5303333333,5.96827777778,9.00416666667
438.27,11.4382222222,11.6825555555,25.7066666667,14.3413888889,7.8951111111,5.30755555556,18.3763333333,43.8203333333,19.8163333333,10.5124444444,5.95383333333,8.97233333334
438.62,11.4213333334,11.6485555556,25.6723333333,14.3072777778,7.85644444445,5.29222222222,18.3274444444,43.7945555555,19.7906666667,10.4722222222,5.9315,8.93733333333
438.98,11.4074444444,11.631,25.6464444444,14.2962777778,7.84366666667,5.27688888889,18.3065555555,43.8155555556,19.7552222222,10.4382222222,5.89538888889,8.90466666666
439.33,11.3988888889,11.6296666667,25.6463333333,14.2711111111,7.85322222221,5.28033333333,18.2964444444,43.8487777778,19.7375555556,10.4227777778,5.90411111111,8.9175
439.69,11.3846666667,11.595,25.6362222222,14.2397222222,7.84566666668,5.28166666667,18.2935555556,43.8911111111,19.7137777778,10.4107777778,5.91322222222,8.91183333334
440.04,11.373,11.5836666667,25.6623333333,14.204,7.83233333332,5.29177777778,18.2928888889,43.9584444445,19.701,10.4133333333,5.90983333333,8.91183333334
440.40,11.3964444445,11.5948888889,25.7284444444,14.2001111111,7.86566666666,5.31711111111,18.3006666667,44.0091111111,19.6653333333,10.4261111111,5.93066666667,8.93983333333
440.75,11.4252222222,11.5854444445,25.7774444445,14.1834444444,7.875,5.33844444444,18.3192222222,44.093,19.6527777778,10.458,5.97405555555,8.9905
441.11,11.419,11.5276666667,25.7676666667,14.1163333333,7.85222222223,5.318,18.2808888889,44.1167777778,19.594,10.424,5.94283333333,8.97283333334
441.47,11.4111111111,11.4698888889,25.8554444445,14.0687777778,7.86233333335,5.31388888889,18.2558888889,44.1575555555,19.5812222222,10.4017777778,5.953,8.98016666667
441.82,11.3864444444,11.4252222222,25.8686666667,14.0080555555,7.87488888889,5.31855555556,18.2431111111,44.2155555556,19.5696666667,10.3994444445,5.94011111111,8.96183333333
442.18,11.371,11.377,25.8997777778,13.947,7.86966666668,5.33588888889,18.2123333333,44.24,19.5166666667,10.3655555556,5.95355555555,8.98516666667
442.53,11.3933333333,11.355,25.9493333333,13.9063888889,7.89500000001,5.37155555556,18.2208888889,44.3256666667,19.4798888889,10.3981111111,6.01294444444,9.04766666667
442.89,11.4242222222,11.2941111111,26.0172222222,13.8553333333,7.90355555557,5.40355555556,18.2211111111,44.3936666667,19.4388888889,10.4094444444,6.05211111111,9.09633333332
443.24,11.4133333333,11.2076666667,26.0503333333,13.7759444444,7.89555555557,5.39,18.2054444444,44.5272222222,19.3838888889,10.3803333333,6.05988888889,9.09816666668
443.60,11.4274444445,11.1362222222,26.0923333333,13.6951666667,7.89477777777,5.41022222222,18.1638888889,44.5513333333,19.2997777778,10.3602222222,6.08327777778,9.14983333331
